REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_19031_lociStitched	chr2	227699534	227705114	1	5581	16232.22	820	1	RHBDD1	IRS1	RHBDD1	820	1
3_MACS_peak_15682_lociStitched	chr19	35730832	35740937	3	5264	18212.2415	822	1	LSR	USF2,HAMP,MAG,FAM187B	LSR	822	1
2_MACS_peak_17272_lociStitched	chr2	65657854	65664982	2	5405	17196.3	827	1	SPRED2		SPRED2	827	1
2_MACS_peak_8648_lociStitched	chr13	41236677	41242097	2	5401	17221.508	828	1	FOXO1		FOXO1	828	1
1_MACS_peak_3601_lociStitched	chr1	246304589	246310294	1	5706	15034.3865	830	1	SMYD3		SMYD3	830	1
3_MACS_peak_24534_lociStitched	chr4	106064095	106070129	3	5203	18244.4024	833	1	TET2		TET2	833	1
5_MACS_peak_26180_lociStitched	chr5	126144600	126151486	5	5624	15306.8894	842	1	LMNB1		LMNB1	842	1
2_MACS_peak_29527_lociStitched	chr7	44672352	44680268	2	5738	14273.3396	846	1	OGDH		OGDH	846	1
3_MACS_peak_18668_lociStitched	chr2	192539635	192545428	3	5406	16674.5712	848	1	OBFC2A		OBFC2A	848	1
3_MACS_peak_3671_lociStitched	chr10	3908901	3918631	3	5666	14785.708	850	1			KLF6	850	1
2_MACS_peak_7090_lociStitched	chr12	47749139	47756722	2	5503	15580.7901	858	1			LOC100233209	858	1
3_MACS_peak_28421_lociStitched	chr6	111798242	111806263	3	5017	18506.0512	864	1	LOC643749,REV3L		REV3L	864	1
1_MACS_peak_5955_lociStitched	chr11	70823444	70828508	1	5065	18130.6392	870	1	SHANK2		MIR3664	870	1
4_MACS_peak_6536_lociStitched	chr11	128562424	128571002	4	5470	15047.5276	885	1	FLI1		FLI1	885	1
1_MACS_peak_10830_lociStitched	chr15	68235556	68240892	1	5337	15951.4384	889	1			PIAS1	889	1
1_MACS_peak_14562_lociStitched	chr18	48719707	48725201	1	5495	14728.3152	893	1	MEX3C		MEX3C	893	1
3_MACS_peak_32515_lociStitched	chr9	20619769	20625355	3	5536	14314.125	897	1	MLLT3	KIAA1797	MLLT3	897	1
3_MACS_peak_1244_lociStitched	chr1	65531064	65538967	3	5048	17524.1122	900	1		MIR3671,MIR101-1	MIR101-1	900	1
3_MACS_peak_17190_lociStitched	chr2	64438336	64443634	3	5155	16673.8656	902	1		LOC150992	LOC150992	902	1
3_MACS_peak_23055_lociStitched	chr3	150479143	150484989	3	5359	15206.0306	905	1	SIAH2		SIAH2	905	1
1_MACS_peak_4772_lociStitched	chr10	104401407	104406816	1	5410	14777.388	907	1	TRIM8		TRIM8	907	1
2_MACS_peak_27265_lociStitched	chr6	26020338	26028157	2	4980	17572.4206	908	1	HIST1H3A,HIST1H4A,HIST1H4B	HIST1H3C,HIST1H1A,HIST1H3B,HIST1H2AB,HIST1H2BB,HIST1H1C	HIST1H4A	908	1
3_MACS_peak_21187_lociStitched	chr22	42466116	42476623	3	5274	15337.0679	927	1	FAM109B,C22orf32,NAGA	LOC100132273,NDUFA6	FAM109B	927	1
3_MACS_peak_30398_lociStitched	chr7	130909870	130920612	3	5180	15932.5344	929	1	MKLN1		MKLN1	929	1
3_MACS_peak_26176_lociStitched	chr5	126111667	126119306	3	5057	16705.7291	930	1	LMNB1		LMNB1	930	1
2_MACS_peak_25001_lociStitched	chr4	160023252	160028653	2	5257	15225.419	937	1		MIR3688	MIR3688	937	1
3_MACS_peak_2549_lociStitched	chr1	167416397	167426073	3	5137	15886.0568	942	1	CD247		CD247	942	1
3_MACS_peak_1818_lociStitched	chr1	115294676	115301321	3	5058	16112.796	954	1	CSDE1	NRAS,SIKE1	CSDE1	954	1
2_MACS_peak_17029_lociStitched	chr2	54784341	54790105	2	5123	15244.0508	968	1	SPTBN1	RPL23AP32	SPTBN1	968	1
4_MACS_peak_8846_lociStitched	chr13	51483463	51492054	4	5014	15267.0661	994	1	RNASEH2B		RNASEH2B	994	1
4_MACS_peak_21031_lociStitched	chr22	39095906	39106168	4	5105	14614.1142	997	1	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	997	1
1_MACS_peak_16136_lociStitched	chr19	49375305	49380307	1	5003	14990.4938	1012	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	1012	1
2_MACS_peak_3715_lociStitched	chr10	6012620	6020798	2	5074	14395.7334	1014	1	IL15RA		IL15RA	1014	1
1_MACS_peak_32684_lociStitched	chr9	37033455	37038429	1	4975	15065.2512	1015	1	PAX5	LOC100506710	PAX5	1015	1
