GENE_ID	locusLine	bin_1_EJM.jin.bam
NM_032855	chr19(.):16239837-16274377	0.9058
NM_021235	chr19(.):16467407-16587762	0.9013
NM_006387	chr19(.):16623699-16658263	0.3032
NM_000215	chr19(.):17930592-17963841	0.611
NR_003662	chr19(.):23940815-24015919	0.6776
NM_001398	chr19(.):39301061-39327497	0.2478
NM_133444	chr19(.):42719491-42737353	0.6448
NM_002698	chr19(.):42587665-42641630	0.5541
NR_004401	chr19(.):49136295-49190502	0.3436
NM_006184	chr19(.):49398306-49431540	0.2245
NM_052884	chr19(.):50447249-50469429	0.0559
NM_001161440	chr19(.):55687614-55725874	0.0854
NM_134444	chr19(.):56342943-56398220	0.1619
NM_005035	chr19(.):612222-638568	0.2116
NM_020637	chr19(.):634925-648604	0.1708
NM_214710	chr19(.):680545-700461	0.1483
NM_002579	chr19(.):703952-753330	0.0954
NM_005860	chr19(.):671388-688392	0.2085
NM_001136139	chr19(.):1604291-1655286	0.5307
NM_003200	chr19(.):1604291-1657326	0.5211
NM_006830	chr19(.):1592153-1610483	0.6772
NM_017572	chr19(.):2032469-2056243	0.7675
NM_130807	chr19(.):2066034-2101269	1.1318
NM_004152	chr19(.):2264519-2278487	1.5358
NM_018049	chr19(.):2228154-2241328	1.1377
NM_000479	chr19(.):2244112-2257072	0.7177
NM_198532	chr19(.):2269630-2287181	1.0132
NR_031596	chr19(.):2229060-2239148	1.1563
NM_007165	chr19(.):2231815-2253678	0.6903
NM_144616	chr19(.):2247249-2261422	1.614
NM_001101391	chr19(.):2284773-2313156	0.2852
NR_036207	chr19(.):2245637-2255717	0.2723
NM_004240	chr19(.):6734706-6756529	0.7562
NM_020171	chr19(.):6724924-6742304	0.9074
NM_001080452	chr19(.):6724924-6742633	0.8944
NM_005490	chr19(.):6747172-6772523	0.3923
NM_001379	chr19(.):10239021-10310755	0.3482
NM_004230	chr19(.):10327108-10346948	1.2379
NR_036206	chr19(.):10336088-10346161	0.8572
NM_015956	chr19(.):10357639-10375721	0.6094
NM_000201	chr19(.):10376516-10402291	0.8851
NM_153464	chr19(.):10759936-10801443	0.6391
NM_031209	chr19(.):10807111-10829043	0.3652
NM_012218	chr19(.):10759936-10808095	0.5625
NR_024333	chr19(.):10757537-10769548	1.9187
NM_001080997	chr19(.):12931296-12946207	0.1233
NM_013312	chr19(.):12868816-12891434	0.884
NM_181738	chr19(.):12906426-12917694	0.5512
NM_017682	chr19(.):12858406-12874271	0.1855
NM_002229	chr19(.):12897309-12909125	3.0975
NM_031429	chr19(.):12931295-12951230	0.202
NM_006397	chr19(.):12912427-12929462	0.3464
NM_017722	chr19(.):13210713-13232463	0.9074
NM_001136035	chr19(.):13210713-13232563	0.9055
NM_005583	chr19(.):13204843-13218974	0.9525
NM_003765	chr19(.):13250223-13265987	1.7906
NM_004907	chr19(.):13256281-13270718	2.0571
NM_005370	chr19(.):16217489-16249445	0.9754
NM_001145160	chr19(.):16173316-16218813	1.0941
NR_024335	chr19(.):16139522-16157918	0.1256
NR_024336	chr19(.):16140288-16157918	0.1285
NM_003290	chr19(.):16182134-16218813	1.1508
NM_054113	chr19(.):16267178-16289286	0.2841
NM_014077	chr19(.):16291234-16307857	0.5941
NM_016270	chr19(.):16430650-16443339	1.9924
NM_032207	chr19(.):16602204-16637163	0.2691
NM_145046	chr19(.):16584874-16612003	0.3166
NM_024881	chr19(.):16655647-16688193	0.2923
NM_004831	chr19(.):16680717-16744015	1.2924
NM_005543	chr19(.):17922321-17937320	0.1845
NR_001593	chr19(.):17965726-17979118	0.7659
NM_000980	chr19(.):17965730-17979124	0.7657
NR_000012	chr19(.):17968396-17978529	0.9362
NM_000453	chr19(.):17977781-18010983	0.112
NM_001145724	chr19(.):19035009-19054858	0.3589
NM_001145722	chr19(.):19035009-19056113	0.4339
NM_001145721	chr19(.):19035009-19056161	0.4368
NR_027297	chr19(.):19035009-19055444	0.3885
NM_007263	chr19(.):19005322-19035199	0.4999
NM_004838	chr19(.):19035009-19057041	0.4516
NM_019070	chr19(.):19025483-19044442	0.744
NM_016573	chr19(.):19735284-19759455	0.4233
NM_020410	chr19(.):19751009-19779503	1.2813
NM_004720	chr19(.):19729465-19744039	0.3295
NM_033204	chr19(.):19774662-19796138	0.8322
NM_025245	chr19(.):19667521-19734439	0.1098
NM_138286	chr19(.):23916996-23946693	0.6337
NM_006149	chr19(.):39287310-39308740	0.0749
NM_012237	chr19(.):39364194-39395463	0.3961
NM_001005335	chr19(.):39322027-39347979	1.0659
NM_001001716	chr19(.):39385614-39404534	0.4197
NM_001533	chr19(.):39322027-39345617	1.1242
NM_001193286	chr19(.):39364194-39395502	0.3956
NR_034146	chr19(.):39364194-39389795	0.2578
NM_001195833	chr19(.):39353471-39373919	0.6833
NM_003407	chr19(.):39892486-39905045	3.7656
NM_003169	chr19(.):39931287-39972308	0.3973
NM_001130825	chr19(.):39931185-39972308	0.4003
NM_019088	chr19(.):39871269-39886679	0.7067
NM_017592	chr19(.):39876962-39896203	1.9484
NM_001020	chr19(.):39918846-39931618	1.1307
NM_022835	chr19(.):39898749-39924055	0.8881
NM_001190441	chr19(.):40141557-40156287	0.0478
NM_020129	chr19(.):40189945-40205088	0.3524
NR_026870	chr19(.):40124324-40138041	0.0431
NR_034156	chr19(.):40165013-40182013	0.9864
NM_001098506	chr19(.):42077530-42098197	0.0655
NM_133328	chr19(.):42697751-42726813	0.6105
NR_036208	chr19(.):42632596-42642665	1.0394
NM_006494	chr19(.):42746716-42764309	0.8577
NM_199285	chr19(.):42801283-42819973	0.2383
NM_019884	chr19(.):42729337-42751736	0.463
NM_173633	chr19(.):42812476-42834214	0.2306
NM_002573	chr19(.):42796184-42811796	0.2736
NM_015125	chr19(.):42783816-42804949	0.5734
NM_001145940	chr19(.):42796184-42811952	0.2756
NM_001145939	chr19(.):42796184-42811929	0.2759
NM_001114171	chr19(.):45966252-45983437	0.7965
NM_206901	chr19(.):45983549-46001474	0.163
NM_005619	chr19(.):45983549-46005311	0.1629
NM_206900	chr19(.):45983549-46005313	0.1629
NM_001080401	chr19(.):45996730-46010764	0.404
NM_003370	chr19(.):46005687-46035240	0.416
NM_005628	chr19(.):47273139-47296842	0.7867
NM_001145144	chr19(.):47273139-47295545	0.8279
NM_013403	chr19(.):47217767-47254720	0.5258
NM_001039885	chr19(.):47244302-47266832	0.3141
NM_001145145	chr19(.):47273139-47293134	0.911
NR_036157	chr19(.):47207549-47217602	0.3456
NR_024258	chr19(.):47328841-47338961	0.1029
NM_144577	chr19(.):48794708-48828332	0.3754
NM_018273	chr19(.):48830615-48872186	0.6284
NM_012451	chr19(.):48862650-48884634	0.6161
NM_001425	chr19(.):48823628-48838810	1.7227
NM_017708	chr19(.):49098856-49121694	0.1857
NM_020126	chr19(.):49117547-49138662	0.7142
NM_001352	chr19(.):49128816-49145639	0.7518
NM_133498	chr19(.):49104999-49115971	0.1199
NM_000979	chr19(.):49113587-49127433	0.6386
NM_001217	chr19(.):49136271-49154451	0.7612
NM_145807	chr19(.):49159663-49181264	0.1448
NM_016246	chr19(.):49311273-49344934	0.4518
NM_014330	chr19(.):49370648-49384319	1.3282
NM_001161354	chr19(.):49335353-49376884	0.4513
NM_003323	chr19(.):49379221-49406996	0.457
NM_001161587	chr19(.):49466381-49501610	0.744
NM_000146	chr19(.):49463565-49475136	1.4924
NR_027882	chr19(.):49453116-49470055	1.1949
NM_014475	chr19(.):49431938-49453226	0.136
NM_006666	chr19(.):49492155-49524182	0.3343
NM_001098632	chr19(.):50367296-50385644	1.3244
NM_016553	chr19(.):50405083-50437988	0.8121
NM_032375	chr19(.):50367296-50385578	1.3291
NM_001098633	chr19(.):50367296-50385612	1.3267
NM_001168222	chr19(.):50375681-50397007	0.8311
NM_153719	chr19(.):50405083-50437788	0.817
NM_001193357	chr19(.):50405083-50437799	0.8167
NM_172374	chr19(.):50387913-50437762	0.6867
NM_012346	chr19(.):50405083-50437773	0.8173
NM_152899	chr19(.):50387913-50405147	0.435
NM_012068	chr19(.):50426958-50442193	1.2007
NM_001193646	chr19(.):50427399-50442193	1.1738
NR_002825	chr19(.):50467911-50484076	0.0592
NM_002287	chr19(.):54860234-54881721	0.7272
NM_012276	chr19(.):54839691-54855421	0.1738
NM_001005367	chr19(.):54921634-54953054	0.1138
NM_032430	chr19(.):55790533-55828903	0.4565
NM_173804	chr19(.):55733001-55745632	0.0733
NM_001130106	chr19(.):55768590-55796751	0.7191
NM_014931	chr19(.):55736146-55775038	0.6452
NM_032836	chr19(.):56097736-56115893	0.436
NM_007279	chr19(.):56160415-56191082	0.752
NM_207115	chr19(.):56147391-56159836	1.2794
NM_153219	chr19(.):56106729-56119504	0.8559
NM_203374	chr19(.):56127106-56140941	0.2097
NM_016535	chr19(.):56149985-56161989	1.4074
NM_013301	chr19(.):56153953-56169526	1.5622
NM_001163423	chr19(.):56148462-56159836	1.3632
NM_016202	chr19(.):56148417-56159836	1.3578
NM_001130072	chr19(.):56181560-56212133	0.2908
NM_001130071	chr19(.):56182990-56212133	0.2964
NM_001195605	chr19(.):56119958-56134907	0.0755
NM_145007	chr19(.):56291762-56353128	0.4982
NM_001145546	chr19(.):56682388-56702144	0.0869
NM_018337	chr19(.):56647555-56677262	0.4396
NM_007050	chr20(.):40696391-41823557	0.0777
NM_052865	chr20(.):17944761-17976762	0.9041
NM_032501	chr20(.):24981872-25044616	0.5389
NM_001042472	chr20(.):25275849-25376477	0.7124
NM_015600	chr20(.):25270378-25376477	0.7413
NM_178580	chr20(.):30097240-30162370	0.7347
NM_001191	chr20(.):30247260-30315656	1.4888
NM_031483	chr20(.):32946061-33104197	0.394
NM_177996	chr20(.):34695347-34825721	0.2941
NM_015568	chr20(.):37429347-37556667	0.8713
NM_002466	chr20(.):42290708-42350122	0.891
NM_000022	chr20(.):43243162-43285376	0.8614
NM_183048	chr20(.):45833380-45990474	0.4633
NM_001161841	chr20(.):46281149-46420360	0.4244
NM_018837	chr20(.):46281149-46419808	0.4257
NM_006420	chr20(.):47533274-47658230	0.2426
NM_002827	chr20(.):49121890-49206086	0.4876
NM_183425	chr20(.):55961462-55989386	0.9136
NM_080618	chr20(.):56067223-56105154	0.1162
NM_199170	chr20(.):56218451-56290625	0.9902
NM_020182	chr20(.):56218451-56290031	0.9958
NM_199171	chr20(.):56218451-56291541	0.9802
NM_000214	chr20(.):10613331-10659694	0.3122
NR_003045	chr20(.):17938352-17948589	0.545
NM_152227	chr20(.):17917243-17954490	0.8469
NM_014426	chr20(.):17917243-17954154	0.8507
NM_014588	chr20(.):25051098-25067767	0.1978
NM_002862	chr20(.):25223705-25283648	1.1034
NR_003677	chr20(.):30130184-30141019	0.4954
NM_002165	chr20(.):30188091-30199313	0.562
NR_036161	chr20(.):30189988-30200043	0.6439
NM_012112	chr20(.):30321903-30394603	0.1962
NR_030374	chr20(.):33049129-33059223	0.1023
NR_027451	chr20(.):34628539-34643882	0.7102
NM_030919	chr20(.):37549954-37586703	0.3134
NM_001008901	chr20(.):42349800-42360642	0.2446
NR_034104	chr20(.):43280091-43305380	0.3988
NR_024594	chr20(.):45942245-45954498	0.141
NM_006526	chr20(.):52178609-52204636	0.4817
NM_080615	chr20(.):55061547-55105981	0.0929
NM_001012971	chr20(.):55094784-55106208	0.1357
NM_001013646	chr20(.):55103301-55116576	0.1019
NM_001015885	chr20(.):55921617-55958519	0.2198
NM_003610	chr20(.):55921144-55958519	0.2185
NM_001190472	chr20(.):55928495-55939878	0.0868
NM_001160419	chr20(.):56182946-56200632	1.4307
NM_001160418	chr20(.):56173901-56200632	0.995
NM_175573	chr20(.):60873026-60888918	0.5012
NM_005560	chr20(.):60879120-60947368	0.3288
NM_001024	chr20(.):60957120-60968576	0.7796
NM_000874	chr21(.):34597230-34640062	1.1681
NM_207585	chr21(.):34597230-34641820	1.2506
NM_001754	chr21(.):36155097-36426595	0.1876
NM_001001890	chr21(.):36155097-36265987	0.3728
NM_006988	chr21(.):28203605-28222728	0.6084
NM_000628	chr21(.):34633671-34674520	0.4972
NM_001122607	chr21(.):36188573-36265987	0.507
NM_173354	chr21(.):44829397-44852002	1.6335
NR_026960	chr21(.):44864903-44878771	0.2071
NM_005049	chr21(.):45522207-45556063	0.4589
NM_198155	chr21(.):45548493-45570605	0.9647
NM_002473	chr22(.):36672322-36789063	0.4723
NM_001195071	chr22(.):38610297-38673670	0.5576
NM_001195072	chr22(.):38610297-38674040	0.5572
NM_024821	chr22(.):42191677-42227303	0.3042
NM_017424	chr22(.):17655193-17695779	0.1563
NM_177405	chr22(.):17655191-17685545	0.1318
NR_030755	chr22(.):23160269-23170365	0.6919
NM_001178126	chr22(.):23224959-23243013	0.3097
NM_001024938	chr22(.):24194058-24232725	0.1631
NM_002415	chr22(.):24231564-24242409	0.5972
NM_001024939	chr22(.):24195040-24232725	0.1606
NM_001002862	chr22(.):24171689-24186199	0.6747
NM_001135772	chr22(.):25742384-25782544	0.101
NR_033734	chr22(.):25839053-25862645	0.1268
NM_173510	chr22(.):29163661-29190283	0.4261
NM_001079539	chr22(.):29185547-29201560	1.2133
NM_001184726	chr22(.):30998069-31028047	0.4677
NM_004861	chr22(.):30945623-30965876	0.06
NM_001001479	chr22(.):31026792-31048862	0.1631
NM_014303	chr22(.):30967611-30992894	0.2218
NR_036550	chr22(.):30967614-31008000	0.4491
NM_052906	chr22(.):37758999-37828505	0.4859
NM_152221	chr22(.):38681696-38718413	0.8292
NR_002821	chr22(.):38735669-38799931	0.9336
NM_001894	chr22(.):38681696-38719089	0.8159
NM_004981	chr22(.):38817332-38845033	0.1038
NM_004286	chr22(.):39096806-39134592	0.5345
NM_005740	chr22(.):39169512-39195161	0.1296
NM_014876	chr22(.):39076547-39101459	0.6461
NM_015374	chr22(.):39125734-39156947	0.7444
NM_004900	chr22(.):39373404-39393783	0.9634
NM_001193289	chr22(.):39348526-39393783	0.669
NM_152426	chr22(.):39412117-39434256	0.3596
NM_014508	chr22(.):39405264-39419825	0.6698
NM_006116	chr22(.):39790758-39832887	0.344
NM_002409	chr22(.):39848324-39893199	0.326
NM_001098270	chr22(.):39878228-39893199	0.175
NM_016272	chr22(.):41824491-41848027	0.7777
NM_032758	chr22(.):41850720-41869708	0.6452
NM_001098	chr22(.):41860128-41929993	0.2967
NM_152513	chr22(.):42090517-42200459	0.393
