REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_20247_lociStitched	chr6	27098392	27116001	3	9510	27549.2805	3241.8169	475	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.4917	475	1
1_MACS_peak_1295_lociStitched	chr1	147509516	147512318	1	2803	25233.1308	938.67	476			GPR89C	GPR89C	NONE	476	1
4_MACS_peak_10550_lociStitched	chr17	76763470	76779695	4	13000	26928.6325	2638.185	477	CYTH1		CYTH1	CYTH1	0.5943999999999999	477	1
2_MACS_peak_8657_lociStitched	chr16	21958212	21965680	2	3407	25559.23	1270.3068	478	UQCRC2	PDZD9	UQCRC2	UQCRC2	0.5773	478	1
2_MACS_peak_16401_lociStitched	chr3	52730059	52745545	2	9940	26820.2034	2548.9956	479	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.1242	479	1
1_MACS_peak_1116_lociStitched	chr1	111172893	111181137	1	8245	25315.6752	1056.0564	480		KCNA2,KCNA3	KCNA2	KCNA3	0.34459999999999996	480	1
3_MACS_peak_18792_lociStitched	chr5	32530538	32543811	3	11070	26972.0633	2722.2923	481		SUB1	SUB1	SUB1	1.3001	481	1
3_MACS_peak_14433_lociStitched	chr20	23329731	23344219	3	7647	26688.3448	2442.6768	482	NXT1	GZF1	NXT1	NXT1	1.2393999999999998	482	1
1_MACS_peak_2558_lociStitched	chr10	12083168	12086187	1	3020	24926.0716	695.2757	483	UPF2	DHTKD1	UPF2	UPF2	0.15919999999999998	483	1
1_MACS_peak_17238_lociStitched	chr3	176912079	176920879	1	8801	26589.2	2368.96	484	TBL1XR1		TBL1XR1	TBL1XR1	0.17189999999999997	484	1
1_MACS_peak_14843_lociStitched	chr20	52823888	52826023	1	2136	24665.0145	456.89	485	PFDN4	CYP24A1	PFDN4	PFDN4	1.087	485	1
1_MACS_peak_1279_lociStitched	chr1	145967825	145970582	1	2758	25109.1018	926.352	486		PDZK1P1	PDZK1P1	NONE	NONE	486	1
2_MACS_peak_10083_lociStitched	chr17	46124284	46135006	2	6065	25851.8142	1689.7872	487	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	1.0659	487	1
1_MACS_peak_1407_lociStitched	chr1	153606050	153607872	1	1823	24771.5476	620.5732	488	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	S100A1	1.7389	488	1
1_MACS_peak_15655_lociStitched	chr22	39146259	39153207	1	6949	25447.7448	1331.9316	489	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	JOSD1	1.0595	489	1
1_MACS_peak_8078_lociStitched	chr15	81291434	81295275	1	3842	24663.061	558.8655	490	MESDC1	MESDC2	MESDC1	MESDC1	1.8316	490	1
1_MACS_peak_18134_lociStitched	chr4	103745881	103750950	1	5070	25429.6523	1353.9299	491	UBE2D3	CISD2	UBE2D3	UBE2D3	0.5548	491	1
1_MACS_peak_2221_lociStitched	chr1	226127876	226133261	1	5386	25738.146	1675.2735	492	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.6197	492	1
2_MACS_peak_2264_lociStitched	chr1	228268824	228279724	2	9790	26932.81	2912.48	493	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.186	493	1
1_MACS_peak_24309_lociStitched	chr9	95086617	95089179	1	2563	24625.6878	621.5412	494	CENPP,NOL8	MIR3651,SNORA84,IARS	NOL8	NOL8	0.7639	494	1
2_MACS_peak_22239_lociStitched	chr7	100025326	100034833	2	5603	25658.4423	1725.5205	495	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.5615999999999999	495	1
1_MACS_peak_35_lociStitched	chr1	1622565	1625728	1	3164	24554.369	634.8141	496	CDK11B,SLC35E2B	CDK11A	SLC35E2B	SLC35E2B	0.9944	496	1
3_MACS_peak_16504_lociStitched	chr3	69128403	69146028	3	14994	27026.175	3144.3	497	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.8418	497	1
2_MACS_peak_4244_lociStitched	chr11	67033958	67046609	2	7944	26009.1909	2158.2606	498	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.5694000000000001	498	1
1_MACS_peak_19625_lociStitched	chr5	148204916	148215654	1	10739	26189.982	2341.9578	499	ADRB2		ADRB2	ADRB2	1.1946	499	1
1_MACS_peak_1966_lociStitched	chr1	203732375	203736025	1	3651	24902.855	1084.78	500	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.127	500	1
2_MACS_peak_15645_lociStitched	chr22	38700822	38714846	2	13229	26431.0328	2656.1456	501	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.6762	501	1
1_MACS_peak_14609_lociStitched	chr20	35806224	35808923	1	2700	24483.4387	719.2835	502	RPN2,C20orf132		RPN2	RPN2	0.3027	502	1
1_MACS_peak_12735_lociStitched	chr2	61762797	61767017	1	4221	24655.35	906.034	503	XPO1		XPO1	XPO1	0.32920000000000005	503	1
2_MACS_peak_25062_lociStitched	chrX	40028302	40037007	2	6139	24510.6685	781.709	504	BCOR		BCOR	BCOR	0.34140000000000004	504	1
1_MACS_peak_22883_lociStitched	chr8	17940117	17943279	1	3163	24406.5294	714.612	505	ASAH1		ASAH1	ASAH1	0.5974999999999999	505	1
1_MACS_peak_2910_lociStitched	chr10	63804436	63812276	1	7841	25107.6	1420.608	506	ARID5B		ARID5B	ARID5B	0.2299	506	1
1_MACS_peak_24681_lociStitched	chr9	131417808	131420089	1	2282	24098.5369	430.4247	507	WDR34	SET,PKN3	WDR34	WDR34	0.7333	507	1
1_MACS_peak_1888_lociStitched	chr1	197740121	197748710	1	8590	26068.4739	2410.0734	508	DENND1B		DENND1B	DENND1B	0.061799999999999994	508	1
1_MACS_peak_24285_lociStitched	chr9	93703289	93707225	1	3937	24350.4576	775.7856	509			SYK	SYK	NONE	509	1
4_MACS_peak_20408_lociStitched	chr6	33537830	33558570	4	8946	26914.298	3353.658	510	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	1.2619	510	1
3_MACS_peak_8782_lociStitched	chr16	30193725	30212211	3	10500	27342.6426	3798.873	511	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	1.1747999999999998	511	1
4_MACS_peak_10533_lociStitched	chr17	76163980	76183620	4	11105	26364.736	2832.088	512	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.5131	512	1
4_MACS_peak_9485_lociStitched	chr17	7736938	7762354	4	12703	27538.236	4008.1032	513	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.9237	513	1
3_MACS_peak_22015_lociStitched	chr7	74057219	74076938	3	10238	26545.7178	3050.5293	514	GTF2I		GTF2I	GTF2I	0.15309999999999996	514	1
1_MACS_peak_22370_lociStitched	chr7	108208848	108212372	1	3525	24545.3648	1089.9732	515	DNAJB9,THAP5	PNPLA8	DNAJB9	DNAJB9	1.5496	515	1
2_MACS_peak_11717_lociStitched	chr19	29121002	29126030	2	4982	24529.098	1091.076	516			LOC148145	LOC148145	NONE	516	1
2_MACS_peak_9875_lociStitched	chr17	37351295	37357883	2	5409	24508.0188	1090.9728	517	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	CACNB1	CACNB1	0.7779	517	1
2_MACS_peak_24659_lociStitched	chr9	130731764	130744446	2	8551	25465.456	2058.2886	518	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.6628	518	1
1_MACS_peak_21600_lociStitched	chr7	20368452	20372866	1	4415	24226.6804	827.625	519	ITGB8		ITGB8	ITGB8	0.2623	519	1
2_MACS_peak_5672_lociStitched	chr12	89737980	89749502	2	9890	25497.0338	2162.6794	520	DUSP6		DUSP6	DUSP6	1.6133000000000002	520	1
2_MACS_peak_25053_lociStitched	chrX	39712689	39720767	2	5347	24124.947	811.0312	521			BCOR	BCOR	0.34140000000000004	521	1
2_MACS_peak_16755_lociStitched	chr3	119356089	119362643	2	4520	24799.0252	1506.7646	522	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.7859999999999999	522	1
2_MACS_peak_5360_lociStitched	chr12	51712206	51721841	2	8916	25240.8095	1971.321	523	BIN2	SMAGP,CELA1	BIN2	CELA1	0.4620000000000001	523	1
1_MACS_peak_1267_lociStitched	chr1	145449065	145457962	1	8898	25987.2473	2726.0408	524	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	RBM8A	1.3323	524	1
2_MACS_peak_16897_lociStitched	chr3	129893262	129900550	2	5869	24535.052	1279.044	525		COL6A4P2	COL6A4P2	NONE	NONE	525	1
2_MACS_peak_15583_lociStitched	chr22	36772555	36785162	2	8634	25364.0233	2117.976	526	MYH9		MYH9	MYH9	0.5121	526	1
1_MACS_peak_15580_lociStitched	chr22	36726175	36731415	1	5241	24280.064	1036.472	527	MYH9		MYH9	MYH9	0.5121	527	1
1_MACS_peak_7909_lociStitched	chr15	69108943	69114937	1	5995	24173.2026	942.2568	528	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.5065000000000001	528	1
1_MACS_peak_13245_lociStitched	chr2	112250053	112253613	1	3561	23944.916	754.364	529	LOC541471		LOC541471	LOC541471	0.4397	529	1
2_MACS_peak_20357_lociStitched	chr6	31756299	31764573	2	4914	24426.5028	1248.5466	530	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	HSPA1B	1.2559	530	1
4_MACS_peak_25310_lociStitched	chrX	75362704	75372074	4	6883	24061.223	973.543	531		CXorf26	CXorf26	CXorf26	0.137	531	1
2_MACS_peak_9402_lociStitched	chr17	4267919	4281053	2	9169	25020.27	1950.399	532	UBE2G1		UBE2G1	UBE2G1	0.040400000000000005	532	1
2_MACS_peak_17908_lociStitched	chr4	71542207	71555201	2	8702	25238.2462	2195.986	533	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.7964	533	1
2_MACS_peak_10441_lociStitched	chr17	73637953	73643639	2	5247	24204.7334	1187.2368	534	LOC100130933,RECQL5	LOC643008,SAP30BP,RECQL5	LOC100130933	LOC100130933	2.0391000000000004	534	1
1_MACS_peak_8682_lociStitched	chr16	23413642	23419216	1	5575	24108.1074	1100.865	535	COG7		COG7	COG7	0.33039999999999997	535	1
4_MACS_peak_11580_lociStitched	chr19	16545268	16561738	4	8844	25734.375	2727.432	536	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.32809999999999995	536	1
3_MACS_peak_17749_lociStitched	chr4	38307236	38322198	3	10373	25525.172	2528.578	537			KLF3	KLF3	NONE	537	1
2_MACS_peak_9962_lociStitched	chr17	40728513	40740094	2	6737	25017.2762	2048.6789	538	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	PSMC3IP	1.5351000000000001	538	1
2_MACS_peak_9465_lociStitched	chr17	7209529	7219685	2	6347	24629.3156	1790.5028	539	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	EIF5A	1.4584	539	1
3_MACS_peak_23749_lociStitched	chr8	145001947	145018649	3	10512	24934.4158	2104.452	540	PLEC	GRINA,MIR661,PARP10	PLEC	MIR661	0.8231	540	1
1_MACS_peak_19940_lociStitched	chr6	389080	400889	1	11810	25179.1498	2352.3528	541	IRF4		IRF4	IRF4	0.8249	541	1
2_MACS_peak_10527_lociStitched	chr17	76116631	76129683	2	9065	24797.4948	2043.9432	542	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.5131	542	1
1_MACS_peak_145_lociStitched	chr1	11967482	11970674	1	3193	23382.3576	642.2304	543		PLOD1,NPPB,KIAA2013	KIAA2013	KIAA2013	0.15769999999999998	543	1
5_MACS_peak_14310_lociStitched	chr20	5570485	5592515	5	17527	25957.949	3242.816	544	GPCPD1		GPCPD1	GPCPD1	0.29900000000000004	544	1
1_MACS_peak_10507_lociStitched	chr17	75204075	75209921	1	5847	24297.7298	1586.6044	545	SEC14L1		SEC14L1	SEC14L1	1.1175	545	1
2_MACS_peak_3627_lociStitched	chr11	3528525	3536351	2	6026	24303.643	1627.808	546			TRPC2	TRPC2	NONE	546	1
1_MACS_peak_7000_lociStitched	chr14	69258617	69263671	1	5055	23115.9852	461.9356	547	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.4961	547	1
2_MACS_peak_8305_lociStitched	chr15	101661376	101669117	2	5004	23808.9937	1163.4723	548			CHSY1	CHSY1	0.4217	548	1
3_MACS_peak_15420_lociStitched	chr22	24819692	24831728	3	8294	24573.9012	1937.796	549	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.9427000000000001	549	1
4_MACS_peak_15882_lociStitched	chr22	50962333	50979083	4	8819	24754.825	2147.35	550	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9339000000000001	550	1
1_MACS_peak_1229_lociStitched	chr1	143461745	143468659	1	6915	26279.4226	3672.0254	551			LOC100130000	LOC100130000	NONE	551	1
2_MACS_peak_18595_lociStitched	chr4	186507328	186514950	2	5701	24168.5998	1607.4798	552	SORBS2		PDLIM3	PDLIM3	NONE	552	1
2_MACS_peak_3327_lociStitched	chr10	104401144	104413157	2	8610	24345.5458	1810.3591	553	TRIM8		TRIM8	TRIM8	1.037	553	1
3_MACS_peak_25058_lociStitched	chrX	39953168	39969420	3	12404	23326.4956	806.0992	554	BCOR		BCOR	BCOR	0.34140000000000004	554	1
2_MACS_peak_5580_lociStitched	chr12	69200211	69207384	2	6909	23624.9928	1111.815	555	MDM2		MDM2	MDM2	0.5095000000000001	555	1
7_MACS_peak_7225_lociStitched	chr14	95946005	95985978	7	18606	25810.5661	3305.7671	556		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	SCARNA13	0.3383	556	1
1_MACS_peak_11331_lociStitched	chr19	6799265	6803715	1	4451	23841.765	1360.81	557	VAV1	SH2D3A	VAV1	VAV1	0.38460000000000005	557	1
1_MACS_peak_22579_lociStitched	chr7	134853071	134857451	1	4381	23698.428	1218.078	558	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	1.5508000000000002	558	1
1_MACS_peak_13359_lociStitched	chr2	128457481	128460679	1	3199	23082.2046	611.1378	559	SFT2D3	LIMS2	SFT2D3	SFT2D3	1.7613	559	1
1_MACS_peak_4246_lociStitched	chr11	67053944	67058055	1	4112	23424.8891	956.6297	560	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	ANKRD13D	0.9646	560	1
3_MACS_peak_398_lociStitched	chr1	28827242	28846256	3	9937	25752.5616	3287.5206	561	RCC1,SNHG3	TRNAU1AP	RCC1	TRNAU1AP	0.645	561	1
1_MACS_peak_22668_lociStitched	chr7	148394664	148398367	1	3704	23292.9809	844.284	562	CUL1		CUL1	CUL1	0.2469	562	1
3_MACS_peak_4692_lociStitched	chr11	118963071	118979644	3	9947	25330.1732	2890.3312	563	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.2788	563	1
3_MACS_peak_1823_lociStitched	chr1	184711528	184725688	3	9241	26043.072	3603.72	564	EDEM3		EDEM3	EDEM3	0.2912	564	1
3_MACS_peak_1269_lociStitched	chr1	145501509	145517511	3	6906	26537.7168	4147.7184	565	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	RBM8A	1.3323	565	1
5_MACS_peak_25495_lociStitched	chrX	128902491	128921183	5	12058	24473.4356	2097.2424	566	XPNPEP2,SASH3		SASH3	SASH3	0.5974	566	1
2_MACS_peak_19434_lociStitched	chr5	131821684	131837644	2	12981	25068.372	2733.948	567	IRF1	IL5	IRF1	IRF1	0.524	567	1
2_MACS_peak_20322_lociStitched	chr6	30684026	30691213	2	7032	24068.5443	1743.5662	568	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.5207	568	1
1_MACS_peak_18143_lociStitched	chr4	105407622	105417324	1	9703	23958.1188	1651.2804	569	CXXC4		CXXC4	CXXC4	0.7426	569	1
1_MACS_peak_18707_lociStitched	chr5	10248949	10251782	1	2834	22908.4879	636.8584	570	CCT5,FAM173B		CCT5	CCT5	0.8300000000000001	570	1
5_MACS_peak_1488_lociStitched	chr1	155900760	155922736	5	14033	27241.4496	5001.7376	571	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	0.8944000000000001	571	1
3_MACS_peak_13184_lociStitched	chr2	109829468	109842813	3	7851	24730.954	2495.515	572	SH3RF3		MIR4265	MIR4265	NONE	572	1
1_MACS_peak_17189_lociStitched	chr3	169939374	169941645	1	2272	23019.0831	793.7145	573	PRKCI	PHC3	PRKCI	PRKCI	0.3316	573	1
1_MACS_peak_556_lociStitched	chr1	39973323	39977097	1	3775	23122.9206	898.5894	574	BMP8A	PPIEL	BMP8A	BMP8A	0.8647	574	1
1_MACS_peak_3872_lociStitched	chr11	34072189	34075810	1	3622	22675.7883	466.0227	575	CAPRIN1		CAPRIN1	CAPRIN1	0.5307	575	1
1_MACS_peak_20920_lociStitched	chr6	106439421	106446617	1	7197	23505.734	1309.672	576			PRDM1	PRDM1	2.9905999999999997	576	1
4_MACS_peak_22504_lociStitched	chr7	128162898	128178150	4	7665	25260.3624	3065.652	577		METTL2B	METTL2B	METTL2B	0.6079	577	1
2_MACS_peak_22272_lociStitched	chr7	101921669	101935854	2	8585	24435.081	2258.252	578	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.1379	578	1
2_MACS_peak_3607_lociStitched	chr11	2479688	2489509	2	5372	23700.0372	1532.076	579	KCNQ1	TRPM5	KCNQ1	TRPM5	0.2077	579	1
3_MACS_peak_14978_lociStitched	chr21	19152066	19167696	3	11801	25033.008	2904.054	580	C21orf91		C21orf91	C21orf91	0.8161999999999999	580	1
4_MACS_peak_24663_lociStitched	chr9	130828871	130845742	4	12644	25024.7543	2905.1862	581	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.8909000000000001	581	1
3_MACS_peak_9204_lociStitched	chr16	81841536	81857683	3	10301	23531.0231	1432.2389	582	PLCG2		PLCG2	PLCG2	0.13520000000000001	582	1
5_MACS_peak_15670_lociStitched	chr22	39459232	39474255	5	10235	24801.4707	2707.1446	583	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.9107000000000001	583	1
3_MACS_peak_15986_lociStitched	chr3	13455244	13470503	3	6455	24661.5958	2597.0818	584	NUP210		NUP210	NUP210	0.3673	584	1
1_MACS_peak_16939_lociStitched	chr3	133290678	133297952	1	7275	23839.8076	1778.493	585	CDV3		CDV3	CDV3	0.8267	585	1
2_MACS_peak_17745_lociStitched	chr4	38124315	38135930	2	8131	23911.8005	1857.2385	586	TBC1D1		PTTG2	PTTG2	NONE	586	1
3_MACS_peak_4040_lociStitched	chr11	60672574	60683996	3	7848	24567.5798	2515.1244	587	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.7531000000000001	587	1
1_MACS_peak_2080_lociStitched	chr1	211430965	211435015	1	4051	23077.71	1064.34	588	RCOR3		RCOR3	RCOR3	0.3292	588	1
1_MACS_peak_3980_lociStitched	chr11	47787040	47790700	1	3661	22839.864	834.48	589	FNBP4		FNBP4	FNBP4	0.3683	589	1
1_MACS_peak_4765_lociStitched	chr11	125931615	125933695	1	2081	22414.288	424.736	590	CDON		CDON	CDON	0.23160000000000003	590	1
2_MACS_peak_11235_lociStitched	chr19	2468806	2480315	2	7964	24942.3048	2970.4729	591	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	1.6227	591	1
1_MACS_peak_23057_lociStitched	chr8	33410177	33413927	1	3751	22689.375	719.625	592	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.2185	592	1
1_MACS_peak_16951_lociStitched	chr3	135911848	135917452	1	5605	22887.2964	947.6364	593	MSL2		MSL2	MSL2	0.3691	593	1
1_MACS_peak_13992_lociStitched	chr2	219431989	219436281	1	4293	22968.2088	1045.5312	594	RQCD1,USP37	PLCD4	RQCD1	RQCD1	0.6275	594	1
1_MACS_peak_12967_lociStitched	chr2	85764482	85768014	1	3533	22659.8992	767.8568	595	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	1.3636	595	1
1_MACS_peak_19821_lociStitched	chr5	173168920	173174308	1	5389	23002.4496	1120.1652	596			BOD1	BOD1	NONE	596	1
3_MACS_peak_16877_lociStitched	chr3	128900645	128915505	3	7221	23924.6	2086.344	597	CNBP	ISY1	CNBP	CNBP	0.7723	597	1
2_MACS_peak_14935_lociStitched	chr20	62358232	62370993	2	9137	23863.07	2053.2449	598	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.9173999999999999	598	1
1_MACS_peak_11221_lociStitched	chr19	2234619	2241329	1	6711	23570.888	1762.717	599	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	MIR1227	2.0709	599	1
3_MACS_peak_6629_lociStitched	chr13	114581981	114593444	3	6641	23669.9487	1867.3227	600	FLJ44054	GAS6	FLJ44054	GAS6	1.6633	600	1
1_MACS_peak_13674_lociStitched	chr2	178075754	178079002	1	3249	22290.6992	492.072	601	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	HNRNPA3	0.9857000000000001	601	1
1_MACS_peak_2332_lociStitched	chr1	234508264	234510529	1	2266	22572.084	815.6265	602	C1orf31		C1orf31	C1orf31	1.0176	602	1
2_MACS_peak_9322_lociStitched	chr17	977465	985341	2	7203	22977.4424	1244.408	603	ABR		ABR	ABR	0.18110000000000004	603	1
2_MACS_peak_15512_lociStitched	chr22	31884413	31893667	2	5379	23368.2008	1641.6596	604	SFI1,EIF4ENIF1		EIF4ENIF1	EIF4ENIF1	0.301	604	1
1_MACS_peak_11973_lociStitched	chr19	45907360	45911057	1	3698	22501.0511	787.0913	605	CD3EAP,PPP1R13L,ERCC1	ERCC2,ERCC1	CD3EAP	CD3EAP	1.4969	605	1
2_MACS_peak_23699_lociStitched	chr8	137189395	137201481	2	10205	23907.3166	2229.867	606			KHDRBS3	KHDRBS3	NONE	606	1
1_MACS_peak_14670_lociStitched	chr20	42378159	42382324	1	4166	22831.2805	1164.1175	607		GTSF1L	GTSF1L	NONE	NONE	607	1
5_MACS_peak_3407_lociStitched	chr10	112611989	112633118	5	13617	24934.3329	3298.2369	608	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	0.8399	608	1
2_MACS_peak_15444_lociStitched	chr22	27005088	27014922	2	7211	23272.161	1647.195	609	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.8704	609	1
2_MACS_peak_21453_lociStitched	chr7	2438751	2447532	2	6907	23110.7139	1488.3795	610	CHST12	EIF3B	CHST12	EIF3B	1.7313	610	1
1_MACS_peak_1360_lociStitched	chr1	150335478	150339713	1	4236	22995.6265	1398.397	611	RPRD2	PRPF3	RPRD2	RPRD2	0.1375	611	1
1_MACS_peak_13655_lociStitched	chr2	175457542	175463797	1	6256	22728.168	1145.2905	612	WIPF1		WIPF1	WIPF1	0.2245	612	1
1_MACS_peak_19332_lociStitched	chr5	118667964	118678595	1	10632	23626.3344	2092.1808	613	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.19729999999999998	613	1
3_MACS_peak_3000_lociStitched	chr10	74006951	74024322	3	9088	24208.2256	2685.5566	614		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.1653	614	1
2_MACS_peak_12426_lociStitched	chr2	26463438	26469146	2	5178	22749.8048	1239.7776	615	HADHB,HADHA		HADHA	HADHA	0.3231	615	1
1_MACS_peak_21557_lociStitched	chr7	10978731	10981567	1	2837	22105.7692	607.7548	616	NDUFA4	PHF14	NDUFA4	NDUFA4	1.2573	616	1
1_MACS_peak_14960_lociStitched	chr21	11168070	11172509	1	4440	23883.1517	2386.4064	617			BAGE	BAGE	NONE	617	1
1_MACS_peak_10304_lociStitched	chr17	62197312	62210139	1	12828	23899.2664	2444.8262	618	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.7841	618	1
5_MACS_peak_582_lociStitched	chr1	40839245	40858505	5	12747	24887.772	3443.688	619	SMAP2	SMAP2	SMAP2	SMAP2	0.339	619	1
3_MACS_peak_14673_lociStitched	chr20	42569383	42585391	3	9608	24221.7048	2788.5936	620	TOX2		TOX2	TOX2	0.6529	620	1
2_MACS_peak_17244_lociStitched	chr3	177068582	177079235	2	7337	24343.1703	2943.4239	621			TBL1XR1	TBL1XR1	0.17189999999999997	621	1
2_MACS_peak_11149_lociStitched	chr19	506003	512284	2	4523	23139.204	1741.0932	622	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	C19orf20	0.9347000000000001	622	1
1_MACS_peak_22605_lociStitched	chr7	139024236	139027490	1	3255	22614.3238	1238.147	623	C7orf55	LUC7L2	C7orf55	C7orf55	1.4357	623	1
1_MACS_peak_18611_lociStitched	chr4	187749382	187752226	1	2845	22307.7672	934.5384	624			FAT1	FAT1	NONE	624	1
1_MACS_peak_16676_lociStitched	chr3	108787939	108792856	1	4918	22545.9201	1186.9638	625	MORC1		MORC1	MORC1	0.0936	625	1
3_MACS_peak_16638_lociStitched	chr3	101495539	101512809	3	9500	24167.638	2813.283	626	FAM55C	NFKBIZ	FAM55C	FAM55C	0.41850000000000004	626	1
3_MACS_peak_17615_lociStitched	chr4	9599173	9610913	3	7771	23626.75	2276.386	627		MIR548I2	MIR548I2	NONE	NONE	627	1
2_MACS_peak_2605_lociStitched	chr10	14994275	15003253	2	5458	22940.5856	1598.084	628	MEIG1,DCLRE1C		DCLRE1C	DCLRE1C	0.46959999999999996	628	1
1_MACS_peak_22534_lociStitched	chr7	129588395	129593251	1	4857	22696.4584	1359.68	629	UBE2H		UBE2H	UBE2H	0.1369	629	1
1_MACS_peak_5695_lociStitched	chr12	92755212	92760213	1	5002	22485.9963	1172.7345	630			CLLU1	CLLU1	NONE	630	1
1_MACS_peak_8010_lociStitched	chr15	75491584	75497617	1	6034	22594.7916	1291.062	631	C15orf39		C15orf39	C15orf39	1.0939	631	1
3_MACS_peak_17250_lociStitched	chr3	178230515	178240939	3	7429	23653.0984	2366.248	632		KCNMB2	KCNMB2	NONE	NONE	632	1
3_MACS_peak_1857_lociStitched	chr1	192506659	192520976	3	6711	24542.2014	3270.0028	633		RGS1	RGS1	RGS1	1.0234	633	1
1_MACS_peak_15793_lociStitched	chr22	44419180	44423930	1	4751	22018.625	768.55	634	PARVB		PARVB	PARVB	0.1144	634	1
