REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_15698_lociStitched	chr22	39860723	39869892	3	7700	13810.3478	1488.1287	532	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	532	1
1_MACS_peak_17142_lociStitched	chr3	160116055	160123751	1	7697	35511.6528	2023.2784	533	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	533	1
4_MACS_peak_23477_lociStitched	chr8	103815942	103827268	4	7687	17525.8524	1068.0418	534		AZIN1	AZIN1	534	1
3_MACS_peak_12781_lociStitched	chr2	64862785	64873109	3	7684	20315.5672	1771.5984	535	SERTAD2	LOC339807	SERTAD2	535	1
1_MACS_peak_20388_lociStitched	chr6	32935066	32942746	1	7681	63032.064	1837.056	536	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	536	1
3_MACS_peak_699_lociStitched	chr1	46790065	46807194	3	7681	22050.1617	2555.6468	537	NSUN4	UQCRH,LRRC41	NSUN4	537	1
3_MACS_peak_4686_lociStitched	chr11	118888017	118901946	3	7679	21314.1558	2397.1809	538	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	SLC37A4	538	1
2_MACS_peak_22699_lociStitched	chr7	150100828	150113628	2	7668	48021.76	3368.96	539	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	539	1
2_MACS_peak_11243_lociStitched	chr19	2618285	2628885	2	7665	60550.38	2812.18	540	GNG7		GNG7	540	1
4_MACS_peak_22504_lociStitched	chr7	128162898	128178150	4	7665	25260.3624	3065.652	541		METTL2B	METTL2B	541	1
2_MACS_peak_8810_lociStitched	chr16	30661219	30673051	2	7647	27350.8512	2109.6456	542	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	542	1
3_MACS_peak_14433_lociStitched	chr20	23329731	23344219	3	7647	26688.3448	2442.6768	543	NXT1	GZF1	NXT1	543	1
1_MACS_peak_19874_lociStitched	chr5	176852235	176859876	1	7642	17631.6075	1664.2098	544	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	544	1
3_MACS_peak_23980_lociStitched	chr9	33152532	33168088	3	7640	12617.4716	2303.8436	545	B4GALT1		B4GALT1	545	1
1_MACS_peak_16067_lociStitched	chr3	23846992	23854627	1	7636	13395.6075	1176.5535	546	UBE2E1		UBE2E1	546	1
2_MACS_peak_6833_lociStitched	chr14	50465589	50476689	2	7632	35019.39	1074.48	547	C14orf182		C14orf182	547	1
1_MACS_peak_17052_lociStitched	chr3	150315542	150323172	1	7631	19160.456	1726.669	548	SELT		SELT	548	1
3_MACS_peak_23108_lociStitched	chr8	38812411	38823505	3	7621	17372.0946	1721.7888	549	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	549	1
3_MACS_peak_20074_lociStitched	chr6	11722272	11733320	3	7616	14784.4336	1869.3216	550	C6orf105		C6orf105	550	1
2_MACS_peak_13515_lociStitched	chr2	157188346	157200666	2	7614	34107.92	1641.024	551	NR4A2		NR4A2	551	1
2_MACS_peak_1455_lociStitched	chr1	154971066	154979376	2	7605	20027.1	1832.355	552	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	552	1
3_MACS_peak_2441_lociStitched	chr1	249112476	249121794	3	7601	22849.5996	2794.4682	553	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	553	1
3_MACS_peak_8458_lociStitched	chr16	4554556	4568776	3	7600	16891.938	2386.116	554	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	554	1
1_MACS_peak_22132_lociStitched	chr7	90337512	90345100	1	7589	9331.7224	1313.4828	555	CDK14		CDK14	555	1
4_MACS_peak_21756_lociStitched	chr7	37375295	37390281	4	7586	12672.1616	2468.1942	556	ELMO1		ELMO1	556	1
4_MACS_peak_7650_lociStitched	chr15	45016294	45029122	4	7580	14561.0628	1874.1708	557	TRIM69	B2M,PATL2	TRIM69	557	1
1_MACS_peak_2731_lociStitched	chr10	30989283	30996853	1	7571	49013.479	1500.374	558			LYZL2	558	1
3_MACS_peak_12807_lociStitched	chr2	65609340	65622594	3	7567	12611.181	2057.0208	559	SPRED2	SPRED2	SPRED2	559	1
2_MACS_peak_22353_lociStitched	chr7	106504209	106513430	2	7563	19363.1779	2508.112	560	PIK3CG		PIK3CG	560	1
3_MACS_peak_4716_lociStitched	chr11	120368161	120382557	3	7551	20764.7904	1872.9196	561			GRIK4	561	1
4_MACS_peak_12442_lociStitched	chr2	27375077	27389077	4	7549	11530.4	2438.8	562	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	562	1
4_MACS_peak_12365_lociStitched	chr2	20615907	20630445	4	7549	16522.437	2231.583	563		RHOB	RHOB	563	1
4_MACS_peak_308_lociStitched	chr1	25557963	25574911	4	7543	18088.6004	2833.7056	564	SYF2,C1orf63	RHD	SYF2	564	1
2_MACS_peak_4096_lociStitched	chr11	62597895	62610407	2	7535	31033.5136	2513.6608	565	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	565	1
2_MACS_peak_10585_lociStitched	chr17	78873603	78886948	2	7533	43180.4165	1702.822	566	RPTOR		CHMP6	566	1
2_MACS_peak_5724_lociStitched	chr12	94541177	94552892	2	7532	13831.9005	1979.835	567	PLXNC1		PLXNC1	567	1
2_MACS_peak_11822_lociStitched	chr19	39338856	39349042	2	7515	27486.921	1606.3322	568	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	568	1
4_MACS_peak_24536_lociStitched	chr9	117660336	117672752	4	7513	5954.7136	2306.8928	569	TNFSF8		TNFSF8	569	1
4_MACS_peak_9619_lociStitched	chr17	19206097	19221367	4	7509	19203.552	2437.092	570	EPN2	MIR1180,B9D1	MIR1180	570	1
2_MACS_peak_12649_lociStitched	chr2	47526797	47539574	2	7505	43462.2432	2488.9596	571			EPCAM	571	1
2_MACS_peak_10135_lociStitched	chr17	48225301	48234026	2	7504	9918.58	1435.2625	572	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	572	1
4_MACS_peak_8307_lociStitched	chr15	101675453	101692294	4	7504	12415.1852	2861.2859	573			CHSY1	573	1
2_MACS_peak_19294_lociStitched	chr5	112256393	112266698	2	7501	22820.4225	1862.1135	574	REEP5	DCP2	REEP5	574	1
4_MACS_peak_24508_lociStitched	chr9	116162809	116179327	4	7498	22297.6482	2674.2642	575	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	575	1
3_MACS_peak_18580_lociStitched	chr4	186225428	186233358	3	7485	15934.542	1605.032	576	SNX25		LRP2BP	576	1
2_MACS_peak_24521_lociStitched	chr9	117127956	117136859	2	7468	21032.4472	1695.1312	577	AKNA	ORM1,ORM2	AKNA	577	1
2_MACS_peak_3398_lociStitched	chr10	112216476	112225765	2	7468	47764.9669	1885.667	578		DUSP5	DUSP5	578	1
3_MACS_peak_8346_lociStitched	chr16	685244	700413	3	7468	19223.6737	1994.7235	579	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	579	1
1_MACS_peak_4346_lociStitched	chr11	72862098	72869561	1	7464	55150.0774	1973.2172	580		FCHSD2	FCHSD2	580	1
1_MACS_peak_7927_lociStitched	chr15	70386725	70394187	1	7463	17790.9004	1395.394	581	TLE3	MIR629	TLE3	581	1
5_MACS_peak_4177_lociStitched	chr11	65306811	65326691	5	7457	10870.384	2886.576	582	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	582	1
2_MACS_peak_20624_lociStitched	chr6	52527972	52536626	2	7452	13234.5622	1783.5894	583	LOC730101,TMEM14A		LOC730101	583	1
2_MACS_peak_25221_lociStitched	chrX	58149867	58159685	2	7437	17949.2676	852.2024	584			ZXDA	584	1
3_MACS_peak_17250_lociStitched	chr3	178230515	178240939	3	7429	23653.0984	2366.248	585		KCNMB2	KCNMB2	585	1
3_MACS_peak_18559_lociStitched	chr4	185369164	185381278	3	7428	18770.643	1978.2162	586	IRF2		IRF2	586	1
2_MACS_peak_15154_lociStitched	chr21	41296031	41309042	2	7426	40119.4185	3185.0928	587	PCP4		PCP4	587	1
4_MACS_peak_23776_lociStitched	chr8	145687010	145705111	4	7421	7439.511	2291.5866	588	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	588	1
4_MACS_peak_14505_lociStitched	chr20	31255092	31270109	4	7416	19673.7717	2335.1435	589		C20orf203	C20orf203	589	1
3_MACS_peak_15449_lociStitched	chr22	27053549	27071060	3	7409	18561.66	2906.826	590	MIAT	CRYBA4,CRYBB1	MIAT	590	1
2_MACS_peak_16883_lociStitched	chr3	128994587	129002891	2	7408	17322.144	1385.9376	591	COPG,C3orf37	C3orf47,H1FX	C3orf37	591	1
4_MACS_peak_3658_lociStitched	chr11	6623649	6641142	4	7399	13067.271	2937.0747	592	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	592	1
2_MACS_peak_19412_lociStitched	chr5	130709252	130718712	2	7395	12886.412	1439.812	593	CDC42SE2		CDC42SE2	593	1
3_MACS_peak_25645_lociStitched	chrX	153596939	153608857	3	7394	10583.184	934.3712	594	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	594	1
2_MACS_peak_7382_lociStitched	chr15	23660125	23669370	2	7379	38798.4915	2413.8695	595			MKRN3	595	1
3_MACS_peak_4889_lociStitched	chr12	4251342	4263579	3	7371	13133.9721	1946.9067	596			CCND2	596	1
3_MACS_peak_290_lociStitched	chr1	24710326	24720296	3	7354	10761.618	2050.829	597	C1orf201	NIPAL3	C1orf201	597	1
1_MACS_peak_14635_lociStitched	chr20	37498387	37505730	1	7344	71382.7716	1982.61	598	PPP1R16B	FAM83D	FAM83D	598	1
4_MACS_peak_6692_lociStitched	chr14	23024185	23039552	4	7344	15792.6659	1343.0758	599	DAD1	ABHD4	DAD1	599	1
2_MACS_peak_17244_lociStitched	chr3	177068582	177079235	2	7337	24343.1703	2943.4239	600			TBL1XR1	600	1
4_MACS_peak_20057_lociStitched	chr6	10403677	10427396	4	7329	15725.697	2677.8751	601	LOC100130275,TFAP2A	C6orf218	TFAP2A	601	1
2_MACS_peak_9968_lociStitched	chr17	40827069	40834818	2	7326	16059.0276	1400.2443	602	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	602	1
3_MACS_peak_12097_lociStitched	chr19	50369429	50382083	3	7316	36749.7468	2561.1696	603	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	603	1
2_MACS_peak_11269_lociStitched	chr19	3983343	3990769	2	7312	17107.2762	1875.065	604	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	604	1
4_MACS_peak_8313_lociStitched	chr15	101790190	101806677	4	7300	13611.6672	2370.8306	605	CHSY1	SELS,SNRPA1	CHSY1	605	1
3_MACS_peak_17568_lociStitched	chr4	5705400	5715496	3	7299	16407.0096	1673.9168	606	EVC,EVC2		EVC2	606	1
1_MACS_peak_5462_lociStitched	chr12	57076408	57083701	1	7294	33465.3891	1319.3037	607	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	607	1
2_MACS_peak_7314_lociStitched	chr14	105947029	105958476	2	7286	17812.6767	1337.0096	608	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	608	1
3_MACS_peak_17493_lociStitched	chr3	197450401	197464896	3	7284	29448.042	3317.9055	609	KIAA0226	FYTTD1,MIR922	KIAA0226	609	1
1_MACS_peak_11659_lociStitched	chr19	19173451	19180733	1	7283	8966.3266	1152.7406	610	SLC25A42	ARMC6,SUGP2	SLC25A42	610	1
2_MACS_peak_4709_lociStitched	chr11	119592028	119600744	2	7279	9174.4616	1303.042	611	PVRL1		PVRL1	611	1
1_MACS_peak_16939_lociStitched	chr3	133290678	133297952	1	7275	23839.8076	1778.493	612	CDV3		CDV3	612	1
3_MACS_peak_18105_lociStitched	chr4	100766228	100783588	3	7264	12141.584	2732.464	613	DAPP1	MAPKSP1	DAPP1	613	1
1_MACS_peak_13811_lociStitched	chr2	198169137	198176385	1	7249	8782.4016	1434.3792	614	ANKRD44		ANKRD44	614	1
3_MACS_peak_1176_lociStitched	chr1	117101507	117114416	3	7249	7744.1091	1129.5375	615	CD58		CD58	615	1
3_MACS_peak_14144_lociStitched	chr2	235390994	235405965	3	7241	7760.9664	1360.8639	616	ARL4C		ARL4C	616	1
3_MACS_peak_24282_lociStitched	chr9	93671093	93688228	3	7229	30241.5615	2804.9995	617			SYK	617	1
3_MACS_peak_5393_lociStitched	chr12	53763941	53776470	3	7228	19482.595	2345.4288	618	SP1	AMHR2,AAAS,SP7	SP1	618	1
1_MACS_peak_9862_lociStitched	chr17	36856326	36863551	1	7226	40017.1075	1349.63	619	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	619	1
3_MACS_peak_16877_lociStitched	chr3	128900645	128915505	3	7221	23924.6	2086.344	620	CNBP	ISY1	CNBP	620	1
4_MACS_peak_14730_lociStitched	chr20	45172976	45191521	4	7221	18118.465	2889.311	621	C20orf123,SLC13A3	ZNF334	C20orf123	621	1
3_MACS_peak_1419_lociStitched	chr1	153929516	153941295	3	7213	21953.7002	2903.5235	622	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	622	1
2_MACS_peak_15444_lociStitched	chr22	27005088	27014922	2	7211	23272.161	1647.195	623	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	623	1
3_MACS_peak_18129_lociStitched	chr4	103532892	103542681	3	7209	17268.7749	2031.2175	624	NFKB1		NFKB1	624	1
2_MACS_peak_17785_lociStitched	chr4	40622639	40634110	2	7208	14900.829	1825.0361	625	RBM47		RBM47	625	1
2_MACS_peak_1131_lociStitched	chr1	112134897	112147936	2	7208	10980.1419	1139.6086	626	LOC100129269	RAP1A,ADORA3	LOC100129269	626	1
2_MACS_peak_9322_lociStitched	chr17	977465	985341	2	7203	22977.4424	1244.408	627	ABR		ABR	627	1
4_MACS_peak_5291_lociStitched	chr12	48284814	48299183	4	7200	9765.1724	2474.3418	628	VDR		VDR	628	1
3_MACS_peak_1587_lociStitched	chr1	161122830	161137496	3	7199	29997.8364	3842.492	629	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	629	1
1_MACS_peak_20920_lociStitched	chr6	106439421	106446617	1	7197	23505.734	1309.672	630			PRDM1	630	1
4_MACS_peak_10092_lociStitched	chr17	46528211	46537563	4	7197	10620.1312	1914.3544	631		SKAP1	SKAP1	631	1
1_MACS_peak_15994_lociStitched	chr3	14161119	14168313	1	7195	30530.6166	1502.8266	632	TMEM43,CHCHD4		CHCHD4	632	1
3_MACS_peak_351_lociStitched	chr1	27061634	27072418	3	7187	10684.7872	1706.0288	633	ARID1A	PIGV	ARID1A	633	1
3_MACS_peak_20974_lociStitched	chr6	109216488	109228247	3	7174	12539.7976	2138.9621	634	ARMC2		ARMC2	634	1
3_MACS_peak_8960_lociStitched	chr16	57569213	57579202	3	7171	9097.9812	1737.0871	635	GPR114,CCDC102A	DOK4	GPR114	635	1
2_MACS_peak_11963_lociStitched	chr19	45541558	45553786	2	7166	12404.0832	1890.4488	636	CLASRP	RELB,GEMIN7,ZNF296	CLASRP	636	1
2_MACS_peak_22594_lociStitched	chr7	137664958	137673650	2	7160	10421.708	2307.726	637	CREB3L2		CREB3L2	637	1
2_MACS_peak_14182_lociStitched	chr2	239167550	239176338	2	7157	6991.7328	684.5852	638	PER2	LOC643387,LOC151174,HES6	HES6	638	1
1_MACS_peak_12636_lociStitched	chr2	47166693	47173848	1	7156	16778.475	1167.696	639	TTC7A,MCFD2	MCFD2	MCFD2	639	1
2_MACS_peak_22451_lociStitched	chr7	121944516	121951659	2	7144	20376.8361	1610.7465	640	LOC154860,FEZF1		FEZF1	640	1
4_MACS_peak_22712_lociStitched	chr7	150776454	150785638	4	7144	17442.2528	1703.632	641	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	641	1
2_MACS_peak_20571_lociStitched	chr6	44223195	44233713	2	7142	15432.0096	1822.7694	642	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	642	1
2_MACS_peak_2043_lociStitched	chr1	207995206	208006131	2	7136	18969.0775	2703.9375	643	LOC148696	MIR29C,MIR29B2	LOC148696	643	1
1_MACS_peak_21902_lociStitched	chr7	55598839	55605960	1	7122	71808.164	1852.8842	644	VOPP1		VOPP1	644	1
1_MACS_peak_14103_lociStitched	chr2	232570606	232577707	1	7102	26362.4625	821.5857	645	PTMA	MIR1244-1	PTMA	645	1
2_MACS_peak_13509_lociStitched	chr2	153914743	153927583	2	7089	13399.824	2100.624	646			ARL6IP6	646	1
2_MACS_peak_2290_lociStitched	chr1	230238506	230247156	2	7081	22467.51	2291.385	647	GALNT2		GALNT2	647	1
3_MACS_peak_8003_lociStitched	chr15	75353188	75362922	3	7080	13990.6782	1815.391	648		PPCDC	PPCDC	648	1
2_MACS_peak_2217_lociStitched	chr1	226062609	226071485	2	7079	20038.4576	2504.8072	649	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	649	1
2_MACS_peak_138_lociStitched	chr1	11623281	11631860	2	7076	10110.3515	1408.6718	650			FBXO44	650	1
2_MACS_peak_18044_lociStitched	chr4	87855075	87862228	2	7075	13333.192	1330.458	651	AFF1	C4orf36	AFF1	651	1
3_MACS_peak_4086_lociStitched	chr11	62472543	62482499	3	7075	16102.8344	1763.2076	652	GNG3,BSCL2,HNRNPUL2	METTL12,SNORA57,C11orf83,TTC9C,POLR2G,C11orf48,UBXN1,LRRN4CL,ZBTB3	BSCL2	652	1
2_MACS_peak_14749_lociStitched	chr20	46386397	46397382	2	7061	29125.629	2070.6725	653	SULF2		SULF2	653	1
3_MACS_peak_4271_lociStitched	chr11	67647287	67659715	3	7061	32647.1132	1892.7844	654			LOC645332	654	1
1_MACS_peak_23684_lociStitched	chr8	134508252	134515306	1	7055	26063.8246	1648.5198	655	ST3GAL1		ST3GAL1	655	1
2_MACS_peak_210_lociStitched	chr1	17221404	17233111	2	7044	121244.7162	3981.5507	656		CROCC	CROCC	656	1
4_MACS_peak_10203_lociStitched	chr17	55553531	55565358	4	7036	8335.6696	1900.5989	657	MSI2		MSI2	657	1
3_MACS_peak_10511_lociStitched	chr17	75315033	75329651	3	7035	17246.3164	2499.678	658	SEPT9	SEPT9	SEPT9	658	1
1_MACS_peak_9886_lociStitched	chr17	37909411	37916443	1	7033	52254.0888	1732.6848	659		GRB7,C17orf37	GRB7	659	1
3_MACS_peak_11214_lociStitched	chr19	2049251	2062858	3	7033	19600.8835	2537.7055	660	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	660	1
2_MACS_peak_12721_lociStitched	chr2	60776258	60783434	2	7032	7418.5488	960.1488	661	BCL11A		BCL11A	661	1
2_MACS_peak_20322_lociStitched	chr6	30684026	30691213	2	7032	24068.5443	1743.5662	662	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	662	1
3_MACS_peak_12980_lociStitched	chr2	86080575	86090768	3	7027	9257.2826	1532.0079	663	ST3GAL5		ST3GAL5	663	1
2_MACS_peak_22777_lociStitched	chr8	1991089	2000453	2	7022	39499.2248	1889.6552	664	MYOM2		MYOM2	664	1
3_MACS_peak_15915_lociStitched	chr3	5018593	5029300	3	7018	16780.0104	1613.5449	665	BHLHE40		BHLHE40	665	1
4_MACS_peak_25512_lociStitched	chrX	129298910	129310973	4	7017	7339.1292	974.6904	666	RAB33A,AIFM1	AIFM1	RAB33A	666	1
2_MACS_peak_10429_lociStitched	chr17	73284044	73294839	2	7016	14246.1615	1818.9575	667	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	667	1
4_MACS_peak_22003_lociStitched	chr7	73256281	73270855	4	7008	12844.0662	2321.6382	668	WBSCR27	CLDN4,WBSCR28	WBSCR27	668	1
2_MACS_peak_14056_lociStitched	chr2	227769673	227782228	2	7001	10573.821	1689.903	669	RHBDD1		RHBDD1	669	1
3_MACS_peak_5448_lociStitched	chr12	56726566	56734233	3	6995	21527.4026	1498.1318	670	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	670	1
2_MACS_peak_13637_lociStitched	chr2	173419628	173427801	2	6992	11483.8823	1299.507	671	PDK1		PDK1	671	1
2_MACS_peak_13767_lociStitched	chr2	192532467	192545440	2	6991	20624.4754	2176.8694	672	OBFC2A		OBFC2A	672	1
2_MACS_peak_13430_lociStitched	chr2	135162982	135170424	2	6982	13673.1866	1576.9598	673	MGAT5	LOC151162	LOC151162	673	1
2_MACS_peak_16273_lociStitched	chr3	46578350	46589450	2	6971	75804.12	1941.39	674	LRRC2	RTP3,TDGF1	LRRC2	674	1
2_MACS_peak_12535_lociStitched	chr2	37872055	37884109	2	6966	10326.6618	1808.1	675	CDC42EP3		CDC42EP3	675	1
2_MACS_peak_9455_lociStitched	chr17	6914974	6926133	2	6964	47133.3842	1934.9706	676	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	676	1
4_MACS_peak_12277_lociStitched	chr2	8817784	8826379	4	6957	6105.888	1531.629	677	ID2		ID2	677	1
2_MACS_peak_15044_lociStitched	chr21	32924734	32932870	2	6953	15694.344	2003.0832	678	TIAM1		TIAM1	678	1
2_MACS_peak_19675_lociStitched	chr5	151128242	151138939	2	6951	14657.0294	1761.7959	679	ATOX1	G3BP1	ATOX1	679	1
1_MACS_peak_15655_lociStitched	chr22	39146259	39153207	1	6949	25447.7448	1331.9316	680	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	680	1
2_MACS_peak_25629_lociStitched	chrX	153189435	153200749	2	6948	21972.9194	1001.289	681	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	681	1
1_MACS_peak_23685_lociStitched	chr8	134579101	134586038	1	6938	26791.3877	1508.1038	682	ST3GAL1		ST3GAL1	682	1
1_MACS_peak_5626_lociStitched	chr12	77453578	77460511	1	6934	13474.9788	1417.1052	683	E2F7		E2F7	683	1
3_MACS_peak_4713_lociStitched	chr11	120203650	120216698	3	6927	12720.4952	2390.3936	684	TMEM136,ARHGEF12		ARHGEF12	684	1
2_MACS_peak_19917_lociStitched	chr5	180610623	180619947	2	6919	7900.2252	1660.6044	685		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	685	1
2_MACS_peak_1431_lociStitched	chr1	154296943	154308046	2	6916	34645.8012	2805.7281	686	AQP10,ATP8B2		ATP8B2	686	1
1_MACS_peak_1229_lociStitched	chr1	143461745	143468659	1	6915	26279.4226	3672.0254	687			LOC100130000	687	1
2_MACS_peak_5580_lociStitched	chr12	69200211	69207384	2	6909	23624.9928	1111.815	688	MDM2		MDM2	688	1
3_MACS_peak_13066_lociStitched	chr2	96899357	96912625	3	6909	10256.164	1942.4352	689	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	689	1
2_MACS_peak_21453_lociStitched	chr7	2438751	2447532	2	6907	23110.7139	1488.3795	690	CHST12	EIF3B	CHST12	690	1
3_MACS_peak_1269_lociStitched	chr1	145501509	145517511	3	6906	26537.7168	4147.7184	691	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	691	1
4_MACS_peak_16357_lociStitched	chr3	50382775	50403600	4	6906	13629.9625	3111.255	692	CYB561D2,ZMYND10,NPRL2,TMEM115,CACNA2D2	NAT6,HYAL3,HYAL1,HYAL2,TUSC2,RASSF1	TMEM115	692	1
1_MACS_peak_241_lociStitched	chr1	21615704	21622605	1	6902	29376.1768	1592.0607	693	ECE1	ECE1	ECE1	693	1
1_MACS_peak_21662_lociStitched	chr7	26002656	26009555	1	6900	47836.2862	1805.4683	694		MIR148A	MIR148A	694	1
3_MACS_peak_330_lociStitched	chr1	26436860	26453830	3	6886	12905.685	2224.767	695	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	695	1
4_MACS_peak_25310_lociStitched	chrX	75362704	75372074	4	6883	24061.223	973.543	696		CXorf26	CXorf26	696	1
1_MACS_peak_20925_lociStitched	chr6	106610212	106617092	1	6881	40554.16	1626.432	697			PRDM1	697	1
3_MACS_peak_3562_lociStitched	chr10	135201271	135215428	3	6881	19695.2184	2164.6053	698	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	698	1
2_MACS_peak_10363_lociStitched	chr17	66452315	66459327	2	6880	13408.3464	1276.8852	699	WIPI1	PRKAR1A,MIR635	WIPI1	699	1
2_MACS_peak_20157_lociStitched	chr6	20400768	20411069	2	6877	17310.8305	1624.4677	700	E2F3		E2F3	700	1
2_MACS_peak_21660_lociStitched	chr7	25979879	25992173	2	6872	22831.1874	1948.599	701	MIR148A		MIR148A	701	1
1_MACS_peak_13524_lociStitched	chr2	158295140	158302005	1	6866	28811.7185	1547.371	702	CYTIP		CYTIP	702	1
3_MACS_peak_14521_lociStitched	chr20	32250629	32263165	3	6859	12284.0264	2281.552	703	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	703	1
2_MACS_peak_17753_lociStitched	chr4	38664343	38673190	2	6855	15016.8978	1323.5112	704	KLF3,FLJ13197		FLJ13197	704	1
3_MACS_peak_24557_lociStitched	chr9	123653656	123667496	3	6855	16985.832	2341.728	705	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	705	1
1_MACS_peak_12792_lociStitched	chr2	65140089	65146934	1	6846	22466.659	1724.94	706	LOC400958		LOC400958	706	1
2_MACS_peak_8943_lociStitched	chr16	56943577	56952609	2	6841	58414.46	1814.5288	707	SLC12A3	HERPUD1,CETP	HERPUD1	707	1
3_MACS_peak_14011_lociStitched	chr2	220109399	220120360	3	6831	12698.3185	2036.5538	708	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	708	1
2_MACS_peak_25648_lociStitched	chrX	153616219	153628591	2	6829	19472.2908	1217.4048	709	RPL10	EMD,SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	709	1
3_MACS_peak_5167_lociStitched	chr12	31243875	31254665	3	6817	15530.047	1478.23	710	DDX11		DDX11	710	1
3_MACS_peak_20793_lociStitched	chr6	86378912	86396061	3	6817	11616.7326	2632.3715	711	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	711	1
3_MACS_peak_11774_lociStitched	chr19	36230781	36240217	3	6816	13431.2024	1675.8336	712	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	712	1
1_MACS_peak_8016_lociStitched	chr15	75742303	75749117	1	6815	19383.1044	1426.8516	713	SIN3A		SIN3A	713	1
