GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
3_MACS_peak_26988_lociStitched	chr8(.):37748227-37762284	0.1488
1_MACS_peak_26991_lociStitched	chr8(.):37887310-37889817	0.1662
1_MACS_peak_26992_lociStitched	chr8(.):37961869-37964088	0.2373
1_MACS_peak_26993_lociStitched	chr8(.):38033238-38035459	0.1811
1_MACS_peak_26994_lociStitched	chr8(.):38052499-38053967	0.1435
1_MACS_peak_26995_lociStitched	chr8(.):38088180-38090222	0.1488
1_MACS_peak_26996_lociStitched	chr8(.):38124965-38127577	0.1788
1_MACS_peak_26997_lociStitched	chr8(.):38219821-38222010	0.1809
2_MACS_peak_26998_lociStitched	chr8(.):38237414-38245236	0.1943
2_MACS_peak_27000_lociStitched	chr8(.):38323187-38326196	0.1299
1_MACS_peak_27002_lociStitched	chr8(.):38430966-38431961	0.1359
1_MACS_peak_27003_lociStitched	chr8(.):38554040-38556433	0.1674
3_MACS_peak_27004_lociStitched	chr8(.):38589882-38600226	0.1414
1_MACS_peak_27007_lociStitched	chr8(.):38613666-38615052	0.1352
1_MACS_peak_27008_lociStitched	chr8(.):38621998-38628826	0.1763
1_MACS_peak_27009_lociStitched	chr8(.):38643815-38646232	0.1941
1_MACS_peak_27010_lociStitched	chr8(.):38661768-38665601	0.1818
1_MACS_peak_27011_lociStitched	chr8(.):38691277-38692468	0.2217
1_MACS_peak_27012_lociStitched	chr8(.):38756247-38761190	0.1793
2_MACS_peak_27013_lociStitched	chr8(.):38793068-38802445	0.1708
3_MACS_peak_27015_lociStitched	chr8(.):38812437-38823439	0.1717
1_MACS_peak_27018_lociStitched	chr8(.):38853036-38855710	0.2137
2_MACS_peak_27019_lociStitched	chr8(.):39206675-39216123	0.1109
1_MACS_peak_27021_lociStitched	chr8(.):39337557-39339219	0.175
2_MACS_peak_27022_lociStitched	chr8(.):39912355-39917919	0.1112
1_MACS_peak_27024_lociStitched	chr8(.):40027956-40028918	0.0669
1_MACS_peak_27025_lociStitched	chr8(.):41329041-41330036	0.1677
1_MACS_peak_27026_lociStitched	chr8(.):41347227-41349055	0.1566
1_MACS_peak_27027_lociStitched	chr8(.):41385908-41387623	0.1573
1_MACS_peak_27028_lociStitched	chr8(.):41434891-41436921	0.1668
1_MACS_peak_27029_lociStitched	chr8(.):41478791-41481867	0.2121
1_MACS_peak_27030_lociStitched	chr8(.):41604677-41606154	0.1824
1_MACS_peak_27031_lociStitched	chr8(.):41649367-41650233	0.1305
1_MACS_peak_27032_lociStitched	chr8(.):41685234-41687123	0.2223
2_MACS_peak_27033_lociStitched	chr8(.):41908158-41910758	0.1768
1_MACS_peak_27035_lociStitched	chr8(.):41997006-41998632	0.1806
1_MACS_peak_27036_lociStitched	chr8(.):42009359-42011582	0.1976
1_MACS_peak_27037_lociStitched	chr8(.):42128055-42129738	0.1449
1_MACS_peak_27038_lociStitched	chr8(.):42195230-42196813	0.2176
1_MACS_peak_27039_lociStitched	chr8(.):42248305-42250917	0.2084
1_MACS_peak_27040_lociStitched	chr8(.):42269747-42271238	0.2576
1_MACS_peak_27041_lociStitched	chr8(.):42359562-42361851	0.1793
1_MACS_peak_27042_lociStitched	chr8(.):42395628-42397930	0.1442
1_MACS_peak_27043_lociStitched	chr8(.):42608610-42610462	0.2007
1_MACS_peak_27044_lociStitched	chr8(.):42623127-42624634	0.147
1_MACS_peak_27045_lociStitched	chr8(.):42697218-42699348	0.1761
1_MACS_peak_27046_lociStitched	chr8(.):42711529-42713146	0.1359
2_MACS_peak_27047_lociStitched	chr8(.):42746449-42753457	0.1214
2_MACS_peak_27049_lociStitched	chr8(.):42875717-42879549	0.1136
1_MACS_peak_27051_lociStitched	chr8(.):42909764-42912972	0.1652
1_MACS_peak_27052_lociStitched	chr8(.):42945455-42949967	0.1601
1_MACS_peak_27053_lociStitched	chr8(.):42994591-42997159	0.1413
2_MACS_peak_27054_lociStitched	chr8(.):43101576-43110166	0.1066
1_MACS_peak_27056_lociStitched	chr8(.):43131714-43133006	0.1517
1_MACS_peak_27057_lociStitched	chr8(.):47829140-47830318	0.1302
1_MACS_peak_27058_lociStitched	chr8(.):47867267-47869116	0.1507
1_MACS_peak_27059_lociStitched	chr8(.):48172784-48174346	0.1526
1_MACS_peak_27060_lociStitched	chr8(.):48425601-48427586	0.1491
1_MACS_peak_27061_lociStitched	chr8(.):48650743-48651861	0.1176
1_MACS_peak_27062_lociStitched	chr8(.):48832159-48833192	0.1845
1_MACS_peak_27063_lociStitched	chr8(.):48871531-48874925	0.1519
1_MACS_peak_27064_lociStitched	chr8(.):48920318-48921958	0.161
1_MACS_peak_27065_lociStitched	chr8(.):49013765-49014922	0.1662
1_MACS_peak_27066_lociStitched	chr8(.):49426541-49428052	0.1388
1_MACS_peak_27067_lociStitched	chr8(.):49833625-49834898	0.1698
1_MACS_peak_27068_lociStitched	chr8(.):49861304-49863933	0.1925
1_MACS_peak_27069_lociStitched	chr8(.):50022762-50023854	0.0742
1_MACS_peak_27070_lociStitched	chr8(.):50323594-50325302	0.1902
1_MACS_peak_27071_lociStitched	chr8(.):50551643-50552578	0.1054
1_MACS_peak_27072_lociStitched	chr8(.):51107390-51108008	0.1333
1_MACS_peak_27073_lociStitched	chr8(.):52033754-52035435	0.1511
1_MACS_peak_27074_lociStitched	chr8(.):52306994-52308886	0.1365
2_MACS_peak_27075_lociStitched	chr8(.):52635427-52641164	0.12
2_MACS_peak_27077_lociStitched	chr8(.):52679542-52682819	0.1925
2_MACS_peak_27079_lociStitched	chr8(.):52810215-52815487	0.2098
1_MACS_peak_27081_lociStitched	chr8(.):52849569-52852734	0.1616
1_MACS_peak_27082_lociStitched	chr8(.):52873358-52876288	0.2165
1_MACS_peak_27083_lociStitched	chr8(.):52899478-52901057	0.1468
2_MACS_peak_27084_lociStitched	chr8(.):52918057-52921381	0.1543
1_MACS_peak_27086_lociStitched	chr8(.):53205400-53208104	0.2006
2_MACS_peak_27087_lociStitched	chr8(.):53244873-53250763	0.1467
1_MACS_peak_27089_lociStitched	chr8(.):53458418-53459436	0.0995
1_MACS_peak_27090_lociStitched	chr8(.):53625598-53628900	0.1598
1_MACS_peak_27091_lociStitched	chr8(.):53882926-53884038	0.2456
1_MACS_peak_27092_lociStitched	chr8(.):53909646-53910487	0.1837
1_MACS_peak_27093_lociStitched	chr8(.):53936384-53937778	0.1047
1_MACS_peak_27094_lociStitched	chr8(.):53960969-53962402	0.1355
1_MACS_peak_27095_lociStitched	chr8(.):54383419-54385424	0.1161
1_MACS_peak_27096_lociStitched	chr8(.):54504404-54505474	0.2162
1_MACS_peak_27097_lociStitched	chr8(.):54569560-54571396	0.2297
1_MACS_peak_27098_lociStitched	chr8(.):54673841-54675121	0.1753
2_MACS_peak_27099_lociStitched	chr8(.):54754813-54757991	0.1902
1_MACS_peak_27101_lociStitched	chr8(.):54792090-54794288	0.0871
1_MACS_peak_27102_lociStitched	chr8(.):54811179-54813522	0.1235
1_MACS_peak_27103_lociStitched	chr8(.):54932267-54935933	0.1379
1_MACS_peak_27104_lociStitched	chr8(.):55013374-55015205	0.1564
1_MACS_peak_27105_lociStitched	chr8(.):55047181-55048803	0.1687
1_MACS_peak_27106_lociStitched	chr8(.):55419883-55422216	0.1537
1_MACS_peak_27107_lociStitched	chr8(.):55578829-55580991	0.1426
1_MACS_peak_27108_lociStitched	chr8(.):56684499-56686903	0.1844
1_MACS_peak_27109_lociStitched	chr8(.):56756225-56757517	0.1889
1_MACS_peak_27110_lociStitched	chr8(.):56791691-56793608	0.1034
1_MACS_peak_27111_lociStitched	chr8(.):56875454-56877086	0.1655
1_MACS_peak_27112_lociStitched	chr8(.):56885060-56886592	0.1967
1_MACS_peak_27113_lociStitched	chr8(.):56902905-56905563	0.1862
1_MACS_peak_27114_lociStitched	chr8(.):56985941-56988063	0.2495
1_MACS_peak_27115_lociStitched	chr8(.):57121918-57125477	0.1896
1_MACS_peak_27116_lociStitched	chr8(.):57470515-57473420	0.1227
1_MACS_peak_27117_lociStitched	chr8(.):57845732-57846883	0.1793
1_MACS_peak_27118_lociStitched	chr8(.):57905097-57907117	0.1235
1_MACS_peak_27119_lociStitched	chr8(.):58491220-58492373	0.1601
1_MACS_peak_27120_lociStitched	chr8(.):58498936-58501511	0.2255
1_MACS_peak_27121_lociStitched	chr8(.):58906936-58908069	0.0902
1_MACS_peak_27122_lociStitched	chr8(.):59101289-59103224	0.1241
1_MACS_peak_27123_lociStitched	chr8(.):59222097-59223477	0.1783
1_MACS_peak_27124_lociStitched	chr8(.):59233728-59235332	0.2112
1_MACS_peak_27125_lociStitched	chr8(.):59290877-59291764	0.099
1_MACS_peak_27126_lociStitched	chr8(.):59323323-59324943	0.2291
1_MACS_peak_27127_lociStitched	chr8(.):59447638-59448889	0.1584
1_MACS_peak_27128_lociStitched	chr8(.):59465093-59466863	0.1325
1_MACS_peak_27129_lociStitched	chr8(.):59507228-59509914	0.1969
1_MACS_peak_27130_lociStitched	chr8(.):59570994-59573257	0.1683
1_MACS_peak_27131_lociStitched	chr8(.):59902998-59905138	0.2016
2_MACS_peak_27132_lociStitched	chr8(.):60030953-60032634	0.068
1_MACS_peak_27134_lociStitched	chr8(.):60121745-60123060	0.224
1_MACS_peak_27135_lociStitched	chr8(.):60528500-60530926	0.1944
2_MACS_peak_27136_lociStitched	chr8(.):60963363-60970604	0.1537
1_MACS_peak_27138_lociStitched	chr8(.):61193066-61194066	0.0784
1_MACS_peak_27139_lociStitched	chr8(.):61393122-61394344	0.1303
1_MACS_peak_27140_lociStitched	chr8(.):61428573-61431092	0.1451
1_MACS_peak_27141_lociStitched	chr8(.):61563808-61567046	0.1982
3_MACS_peak_27142_lociStitched	chr8(.):61590351-61592922	0.0594
1_MACS_peak_27145_lociStitched	chr8(.):61601851-61604142	0.1908
1_MACS_peak_27146_lociStitched	chr8(.):61614901-61616778	0.1942
1_MACS_peak_27147_lociStitched	chr8(.):61692025-61695251	0.1321
1_MACS_peak_27148_lociStitched	chr8(.):61704452-61706535	0.181
1_MACS_peak_27149_lociStitched	chr8(.):61788992-61790569	0.1957
4_MACS_peak_27150_lociStitched	chr8(.):61811797-61830200	0.1453
1_MACS_peak_27154_lociStitched	chr8(.):61838780-61840458	0.207
1_MACS_peak_27155_lociStitched	chr8(.):61885720-61886830	0.1308
1_MACS_peak_27156_lociStitched	chr8(.):61916777-61917665	0.1004
1_MACS_peak_27157_lociStitched	chr8(.):62007739-62008591	0.0772
1_MACS_peak_27158_lociStitched	chr8(.):62277784-62279873	0.2668
1_MACS_peak_27159_lociStitched	chr8(.):62547820-62550194	0.1763
1_MACS_peak_27160_lociStitched	chr8(.):62626107-62628059	0.2079
1_MACS_peak_27161_lociStitched	chr8(.):63950526-63952570	0.186
1_MACS_peak_27162_lociStitched	chr8(.):63997803-63999099	0.1175
1_MACS_peak_27163_lociStitched	chr8(.):64079901-64082404	0.1402
1_MACS_peak_27164_lociStitched	chr8(.):64138325-64139705	0.1573
1_MACS_peak_27165_lociStitched	chr8(.):64303780-64305386	0.2302
1_MACS_peak_27166_lociStitched	chr8(.):64663940-64665448	0.1832
1_MACS_peak_27167_lociStitched	chr8(.):65385699-65387924	0.1726
1_MACS_peak_27168_lociStitched	chr8(.):65412941-65414342	0.1195
1_MACS_peak_27169_lociStitched	chr8(.):65481268-65482379	0.1228
2_MACS_peak_27170_lociStitched	chr8(.):65489473-65494809	0.1021
1_MACS_peak_27172_lociStitched	chr8(.):65542058-65544086	0.1945
1_MACS_peak_27173_lociStitched	chr8(.):65607254-65608397	0.2034
1_MACS_peak_27174_lociStitched	chr8(.):66545548-66546813	0.2441
1_MACS_peak_27175_lociStitched	chr8(.):66556083-66558038	0.1884
1_MACS_peak_27176_lociStitched	chr8(.):66752494-66755642	0.1748
2_MACS_peak_27177_lociStitched	chr8(.):66857610-66865499	0.1753
1_MACS_peak_27179_lociStitched	chr8(.):66892808-66895700	0.2437
1_MACS_peak_27180_lociStitched	chr8(.):67024656-67027047	0.2849
1_MACS_peak_27181_lociStitched	chr8(.):67340251-67343428	0.2259
1_MACS_peak_27182_lociStitched	chr8(.):67524537-67526997	0.1642
1_MACS_peak_27183_lociStitched	chr8(.):67578218-67580628	0.2504
1_MACS_peak_27184_lociStitched	chr8(.):67591377-67593609	0.2144
1_MACS_peak_27185_lociStitched	chr8(.):67624361-67625574	0.1263
1_MACS_peak_27186_lociStitched	chr8(.):67686517-67688589	0.1736
3_MACS_peak_27187_lociStitched	chr8(.):67829810-67841202	0.1744
1_MACS_peak_27190_lociStitched	chr8(.):67940141-67941507	0.1695
1_MACS_peak_27191_lociStitched	chr8(.):67973237-67978632	0.2106
1_MACS_peak_27192_lociStitched	chr8(.):68255092-68256909	0.1254
1_MACS_peak_27193_lociStitched	chr8(.):68452463-68453667	0.0668
1_MACS_peak_27194_lociStitched	chr8(.):68514314-68515629	0.1108
1_MACS_peak_27195_lociStitched	chr8(.):68635962-68636921	0.0688
1_MACS_peak_27196_lociStitched	chr8(.):68736695-68737861	0.1541
1_MACS_peak_27197_lociStitched	chr8(.):69045887-69047347	0.2045
1_MACS_peak_27198_lociStitched	chr8(.):69172753-69174002	0.1808
1_MACS_peak_27199_lociStitched	chr8(.):69229898-69230576	0.1156
2_MACS_peak_27200_lociStitched	chr8(.):69325863-69334329	0.1093
1_MACS_peak_27202_lociStitched	chr8(.):70234244-70235970	0.1405
1_MACS_peak_27203_lociStitched	chr8(.):70268875-70270126	0.0888
1_MACS_peak_27204_lociStitched	chr8(.):70363802-70364518	0.0769
2_MACS_peak_27205_lociStitched	chr8(.):70378042-70382643	0.1756
1_MACS_peak_27207_lociStitched	chr8(.):70448455-70449724	0.1865
1_MACS_peak_27208_lociStitched	chr8(.):70464803-70466647	0.13
1_MACS_peak_27209_lociStitched	chr8(.):70473449-70476408	0.1976
2_MACS_peak_27210_lociStitched	chr8(.):70587949-70590260	0.1414
1_MACS_peak_27212_lociStitched	chr8(.):70649805-70651554	0.1436
1_MACS_peak_27213_lociStitched	chr8(.):70659991-70661238	0.1579
1_MACS_peak_27214_lociStitched	chr8(.):70744503-70747662	0.1884
1_MACS_peak_27215_lociStitched	chr8(.):70891720-70893360	0.167
1_MACS_peak_27216_lociStitched	chr8(.):70906426-70907420	0.1742
2_MACS_peak_27217_lociStitched	chr8(.):70925287-70927903	0.1008
1_MACS_peak_27219_lociStitched	chr8(.):71064375-71066207	0.1682
2_MACS_peak_27220_lociStitched	chr8(.):71125555-71130283	0.1485
1_MACS_peak_27222_lociStitched	chr8(.):71313695-71317134	0.1432
1_MACS_peak_27223_lociStitched	chr8(.):71452616-71454197	0.1732
1_MACS_peak_27224_lociStitched	chr8(.):71518962-71521081	0.1434
1_MACS_peak_27225_lociStitched	chr8(.):71563434-71564639	0.1165
2_MACS_peak_27226_lociStitched	chr8(.):71580421-71587605	0.1362
1_MACS_peak_27228_lociStitched	chr8(.):71594800-71595487	0.0927
2_MACS_peak_27229_lociStitched	chr8(.):71964443-71972269	0.1359
1_MACS_peak_27231_lociStitched	chr8(.):72009221-72010847	0.1902
3_MACS_peak_27232_lociStitched	chr8(.):72165332-72177139	0.1384
1_MACS_peak_27235_lociStitched	chr8(.):72268551-72275857	0.1454
1_MACS_peak_27236_lociStitched	chr8(.):72338325-72341377	0.1544
1_MACS_peak_27237_lociStitched	chr8(.):72459272-72460540	0.0701
1_MACS_peak_27238_lociStitched	chr8(.):72667619-72669237	0.2211
2_MACS_peak_27239_lociStitched	chr8(.):72742606-72746310	0.1081
1_MACS_peak_27241_lociStitched	chr8(.):72755424-72756981	0.1352
2_MACS_peak_27242_lociStitched	chr8(.):72911311-72918511	0.1672
1_MACS_peak_27244_lociStitched	chr8(.):73448502-73450677	0.124
1_MACS_peak_27245_lociStitched	chr8(.):73724963-73725944	0.1408
1_MACS_peak_27246_lociStitched	chr8(.):73733750-73737130	0.1525
1_MACS_peak_27247_lociStitched	chr8(.):73846247-73847290	0.2259
1_MACS_peak_27248_lociStitched	chr8(.):73898375-73899720	0.2091
1_MACS_peak_27249_lociStitched	chr8(.):73920444-73922114	0.1941
1_MACS_peak_27250_lociStitched	chr8(.):74204753-74208536	0.1863
1_MACS_peak_27251_lociStitched	chr8(.):74268597-74269531	0.0969
1_MACS_peak_27252_lociStitched	chr8(.):74614923-74615967	0.1815
1_MACS_peak_27253_lociStitched	chr8(.):74657681-74661031	0.1326
1_MACS_peak_27254_lociStitched	chr8(.):74747311-74748781	0.2082
1_MACS_peak_27255_lociStitched	chr8(.):74789901-74792167	0.1843
1_MACS_peak_27256_lociStitched	chr8(.):74806494-74808782	0.1459
2_MACS_peak_27257_lociStitched	chr8(.):74883159-74889309	0.1804
1_MACS_peak_27259_lociStitched	chr8(.):74902572-74905431	0.2186
1_MACS_peak_27260_lociStitched	chr8(.):74960309-74961242	0.2159
1_MACS_peak_27261_lociStitched	chr8(.):75232435-75234524	0.1534
1_MACS_peak_27262_lociStitched	chr8(.):75262312-75263260	0.1541
1_MACS_peak_27263_lociStitched	chr8(.):76319004-76321732	0.1608
1_MACS_peak_27264_lociStitched	chr8(.):76664146-76666140	0.1774
1_MACS_peak_27265_lociStitched	chr8(.):77362551-77363333	0.1239
1_MACS_peak_27266_lociStitched	chr8(.):77644859-77646153	0.124
1_MACS_peak_27267_lociStitched	chr8(.):77911531-77913625	0.2111
1_MACS_peak_27268_lociStitched	chr8(.):79356310-79358356	0.2228
1_MACS_peak_27269_lociStitched	chr8(.):79427459-79429621	0.2159
1_MACS_peak_27270_lociStitched	chr8(.):79576934-79579248	0.2517
1_MACS_peak_27271_lociStitched	chr8(.):79716238-79717542	0.1166
1_MACS_peak_27272_lociStitched	chr8(.):80586753-80587711	0.1033
1_MACS_peak_27273_lociStitched	chr8(.):80604368-80606495	0.1908
1_MACS_peak_27274_lociStitched	chr8(.):80634525-80639799	0.1743
3_MACS_peak_27275_lociStitched	chr8(.):80672586-80681526	0.1292
1_MACS_peak_27278_lociStitched	chr8(.):80695435-80696890	0.1812
1_MACS_peak_27279_lociStitched	chr8(.):80802717-80804519	0.148
1_MACS_peak_27280_lociStitched	chr8(.):80941384-80943243	0.1858
1_MACS_peak_27281_lociStitched	chr8(.):81011201-81017504	0.2011
1_MACS_peak_27282_lociStitched	chr8(.):81033485-81035822	0.2136
3_MACS_peak_27283_lociStitched	chr8(.):81046303-81061131	0.1837
2_MACS_peak_27286_lociStitched	chr8(.):81073590-81084468	0.1847
1_MACS_peak_27288_lociStitched	chr8(.):81289033-81290561	0.1748
2_MACS_peak_27289_lociStitched	chr8(.):81344299-81349000	0.1138
1_MACS_peak_27291_lociStitched	chr8(.):81397065-81399810	0.1387
1_MACS_peak_27292_lociStitched	chr8(.):81785226-81786833	0.0725
1_MACS_peak_27293_lociStitched	chr8(.):81805823-81806910	0.1384
1_MACS_peak_27294_lociStitched	chr8(.):81830017-81831894	0.1386
1_MACS_peak_27295_lociStitched	chr8(.):81976793-81977755	0.0957
1_MACS_peak_27296_lociStitched	chr8(.):82008805-82009684	0.1458
1_MACS_peak_27297_lociStitched	chr8(.):82023155-82024690	0.1058
1_MACS_peak_27298_lociStitched	chr8(.):82044469-82045940	0.1958
2_MACS_peak_27299_lociStitched	chr8(.):82065324-82069719	0.1635
3_MACS_peak_27301_lociStitched	chr8(.):82192204-82203952	0.1464
1_MACS_peak_27304_lociStitched	chr8(.):82597741-82598853	0.1797
1_MACS_peak_27305_lociStitched	chr8(.):82632611-82634320	0.1706
1_MACS_peak_27306_lociStitched	chr8(.):82643948-82645470	0.2035
1_MACS_peak_27307_lociStitched	chr8(.):82753347-82755324	0.1604
1_MACS_peak_27308_lociStitched	chr8(.):83232173-83233470	0.1134
1_MACS_peak_27309_lociStitched	chr8(.):84208695-84209353	0.0545
1_MACS_peak_27310_lociStitched	chr8(.):84230288-84230937	0.0632
1_MACS_peak_27311_lociStitched	chr8(.):84860221-84860933	0.1115
1_MACS_peak_27312_lociStitched	chr8(.):85948642-85949159	0.0096
1_MACS_peak_27313_lociStitched	chr8(.):86018765-86020423	0.1541
1_MACS_peak_27314_lociStitched	chr8(.):86089019-86090398	0.055
1_MACS_peak_27315_lociStitched	chr8(.):86101743-86103275	0.0565
1_MACS_peak_27316_lociStitched	chr8(.):86132114-86133385	0.0929
1_MACS_peak_27317_lociStitched	chr8(.):86157368-86158358	0.1169
1_MACS_peak_27318_lociStitched	chr8(.):86375511-86376762	0.0627
1_MACS_peak_27319_lociStitched	chr8(.):86425807-86426499	0.0356
1_MACS_peak_27320_lociStitched	chr8(.):87051427-87052538	0.0423
1_MACS_peak_27321_lociStitched	chr8(.):87354720-87355869	0.0356
2_MACS_peak_27322_lociStitched	chr8(.):87519934-87527429	0.0638
1_MACS_peak_27324_lociStitched	chr8(.):88377994-88379376	0.1138
1_MACS_peak_27325_lociStitched	chr8(.):88679094-88679783	0.0827
1_MACS_peak_27326_lociStitched	chr8(.):89339283-89340489	0.1615
1_MACS_peak_27327_lociStitched	chr8(.):90072931-90074502	0.067
1_MACS_peak_27328_lociStitched	chr8(.):90415655-90416894	0.0974
1_MACS_peak_27329_lociStitched	chr8(.):90569762-90570841	0.0631
1_MACS_peak_27330_lociStitched	chr8(.):90741100-90742387	0.1178
1_MACS_peak_27331_lociStitched	chr8(.):90769125-90770982	0.0693
1_MACS_peak_27332_lociStitched	chr8(.):90794091-90794681	0.0251
1_MACS_peak_27333_lociStitched	chr8(.):90913855-90915686	0.0877
1_MACS_peak_27334_lociStitched	chr8(.):90995397-90997265	0.0847
1_MACS_peak_27335_lociStitched	chr8(.):91012811-91014652	0.0885
2_MACS_peak_27336_lociStitched	chr8(.):91657119-91658976	0.0907
2_MACS_peak_27338_lociStitched	chr8(.):92052149-92061325	0.0691
1_MACS_peak_27340_lociStitched	chr8(.):92928925-92930394	0.1142
1_MACS_peak_27341_lociStitched	chr8(.):93977072-93978753	0.1331
1_MACS_peak_27342_lociStitched	chr8(.):94139568-94140409	0.0789
2_MACS_peak_27343_lociStitched	chr8(.):94165087-94171641	0.0793
1_MACS_peak_27345_lociStitched	chr8(.):94752052-94754057	0.1204
2_MACS_peak_27346_lociStitched	chr8(.):94928189-94929755	0.0678
1_MACS_peak_27348_lociStitched	chr8(.):95002618-95004486	0.0717
1_MACS_peak_27349_lociStitched	chr8(.):95020951-95022501	0.0968
2_MACS_peak_27350_lociStitched	chr8(.):95083427-95093742	0.0813
1_MACS_peak_27352_lociStitched	chr8(.):95159772-95160468	0.0352
1_MACS_peak_27353_lociStitched	chr8(.):95273168-95274955	0.0835
1_MACS_peak_27354_lociStitched	chr8(.):95448958-95449907	0.1626
1_MACS_peak_27355_lociStitched	chr8(.):95486501-95487711	0.0999
1_MACS_peak_27356_lociStitched	chr8(.):95565137-95566740	0.1303
1_MACS_peak_27357_lociStitched	chr8(.):95654280-95655205	0.1306
1_MACS_peak_27358_lociStitched	chr8(.):95731424-95733003	0.1144
1_MACS_peak_27359_lociStitched	chr8(.):95834651-95836484	0.1517
1_MACS_peak_27360_lociStitched	chr8(.):95906275-95909616	0.0859
1_MACS_peak_27361_lociStitched	chr8(.):95952960-95963167	0.1004
2_MACS_peak_27362_lociStitched	chr8(.):95971172-95976649	0.0808
4_MACS_peak_27364_lociStitched	chr8(.):95987361-96005960	0.0817
1_MACS_peak_27368_lociStitched	chr8(.):96036215-96038088	0.1183
1_MACS_peak_27369_lociStitched	chr8(.):96099757-96100759	0.1112
1_MACS_peak_27370_lociStitched	chr8(.):96112495-96113614	0.1675
1_MACS_peak_27371_lociStitched	chr8(.):96127518-96128876	0.0926
1_MACS_peak_27372_lociStitched	chr8(.):96145655-96146832	0.0556
1_MACS_peak_27373_lociStitched	chr8(.):96280744-96282619	0.1086
1_MACS_peak_27374_lociStitched	chr8(.):97146660-97147469	0.1347
1_MACS_peak_27375_lociStitched	chr8(.):97246930-97248047	0.1552
1_MACS_peak_27376_lociStitched	chr8(.):97273117-97274697	0.1026
1_MACS_peak_27377_lociStitched	chr8(.):97656777-97658378	0.0968
1_MACS_peak_27378_lociStitched	chr8(.):98607140-98608238	0.1181
1_MACS_peak_27379_lociStitched	chr8(.):98642888-98644488	0.1001
1_MACS_peak_27380_lociStitched	chr8(.):98655487-98657905	0.0814
1_MACS_peak_27381_lociStitched	chr8(.):98787688-98788562	0.0465
1_MACS_peak_27382_lociStitched	chr8(.):99057112-99058871	0.1078
1_MACS_peak_27383_lociStitched	chr8(.):99128873-99130142	0.1008
1_MACS_peak_27384_lociStitched	chr8(.):99305144-99307106	0.0808
1_MACS_peak_27385_lociStitched	chr8(.):99837156-99837981	0.0589
2_MACS_peak_27386_lociStitched	chr8(.):99953019-99957385	0.0727
1_MACS_peak_27388_lociStitched	chr8(.):100024666-100026204	0.1306
1_MACS_peak_27389_lociStitched	chr8(.):100510754-100511904	0.069
1_MACS_peak_27390_lociStitched	chr8(.):100727207-100728432	0.0751
1_MACS_peak_27391_lociStitched	chr8(.):100786500-100787179	0.0419
1_MACS_peak_27392_lociStitched	chr8(.):100872076-100873575	0.116
1_MACS_peak_27393_lociStitched	chr8(.):100904825-100906341	0.14
2_MACS_peak_27394_lociStitched	chr8(.):101157192-101163206	0.0715
1_MACS_peak_27396_lociStitched	chr8(.):101169906-101171051	0.0996
1_MACS_peak_27397_lociStitched	chr8(.):101225150-101226165	0.0749
1_MACS_peak_27398_lociStitched	chr8(.):101269922-101271737	0.1173
1_MACS_peak_27399_lociStitched	chr8(.):101320244-101323471	0.1074
1_MACS_peak_27400_lociStitched	chr8(.):101337415-101339110	0.107
1_MACS_peak_27401_lociStitched	chr8(.):101398085-101399215	0.1683
1_MACS_peak_27402_lociStitched	chr8(.):101441070-101442059	0.0847
1_MACS_peak_27403_lociStitched	chr8(.):101449405-101451811	0.0747
1_MACS_peak_27404_lociStitched	chr8(.):101463082-101464862	0.1171
1_MACS_peak_27405_lociStitched	chr8(.):101474842-101476939	0.1157
2_MACS_peak_27406_lociStitched	chr8(.):101505579-101513088	0.1119
1_MACS_peak_27408_lociStitched	chr8(.):101523408-101525167	0.0809
1_MACS_peak_27409_lociStitched	chr8(.):101544871-101546045	0.1006
1_MACS_peak_27410_lociStitched	chr8(.):101571126-101572303	0.0932
1_MACS_peak_27411_lociStitched	chr8(.):101732825-101735616	0.0808
1_MACS_peak_27412_lociStitched	chr8(.):101819377-101820137	0.0543
1_MACS_peak_27413_lociStitched	chr8(.):101919925-101921174	0.0799
1_MACS_peak_27414_lociStitched	chr8(.):101962496-101966395	0.096
1_MACS_peak_27415_lociStitched	chr8(.):102015779-102016691	0.1102
1_MACS_peak_27416_lociStitched	chr8(.):102092297-102093758	0.0774
2_MACS_peak_27417_lociStitched	chr8(.):102120154-102124631	0.116
1_MACS_peak_27419_lociStitched	chr8(.):102137723-102140052	0.0929
1_MACS_peak_27420_lociStitched	chr8(.):102148366-102150483	0.1299
1_MACS_peak_27421_lociStitched	chr8(.):102162729-102163545	0.0303
1_MACS_peak_27422_lociStitched	chr8(.):102215841-102219336	0.1079
1_MACS_peak_27423_lociStitched	chr8(.):102344691-102345954	0.0846
1_MACS_peak_27424_lociStitched	chr8(.):102380488-102382059	0.1288
1_MACS_peak_27425_lociStitched	chr8(.):102914506-102915288	0.0828
1_MACS_peak_27426_lociStitched	chr8(.):102922950-102924356	0.0889
1_MACS_peak_27427_lociStitched	chr8(.):103119416-103120245	0.0638
1_MACS_peak_27428_lociStitched	chr8(.):103136101-103137138	0.047
1_MACS_peak_27429_lociStitched	chr8(.):103208583-103210502	0.1233
1_MACS_peak_27430_lociStitched	chr8(.):103250097-103252451	0.126
1_MACS_peak_27431_lociStitched	chr8(.):103302239-103303216	0.1372
