GENE_ID	locusLine	bin_1_H929_jia.bam
NM_001083603	chr9(.):98200263-98284247	0.6546
NM_001083606	chr9(.):98200263-98274699	0.6979
NM_001083607	chr9(.):98200263-98274481	0.6997
NM_001083605	chr9(.):98200263-98275322	0.6925
NM_000264	chr9(.):98200263-98275831	0.6883
NM_001012993	chr9(.):112956845-112975413	0.0589
NM_001136562	chr9(.):112882780-112939791	1.1584
NM_000031	chr9(.):116143591-116168618	0.1584
NM_017443	chr9(.):116164517-116178029	0.7851
NM_031219	chr9(.):116130697-116143341	0.0648
NR_027261	chr9(.):116164517-116177955	0.7883
NM_152786	chr9(.):116168021-116196879	0.3919
NM_000608	chr9(.):117087068-117100536	0.106
NM_030767	chr9(.):117091432-117161685	1.4731
NM_000607	chr9(.):117080302-117093759	0.1612
NM_004888	chr9(.):117344993-117366152	1.2588
NM_153045	chr9(.):117368705-117413703	0.5425
NM_005658	chr9(.):123659670-123694173	0.3584
NM_015651	chr9(.):123612930-123644606	0.9667
NM_001190945	chr9(.):123659670-123696451	0.3967
NM_001190947	chr9(.):123659670-123681850	0.1248
NM_001009936	chr9(.):123626852-123644606	1.6656
NR_024408	chr9(.):123600319-123621651	0.2497
NR_030332	chr9(.):126159803-126169882	0.0651
NM_173689	chr9(.):126113447-126146032	0.0779
NM_001145001	chr9(.):127015195-127119719	0.2176
NM_001166168	chr9(.):127015529-127119719	0.2181
NM_001166167	chr9(.):127014884-127119719	0.2171
NM_001045476	chr9(.):127610754-127625160	0.5777
NM_030978	chr9(.):127626483-127644696	1.9225
NM_007209	chr9(.):127615157-127629240	0.5938
NM_005489	chr9(.):130495595-130538621	0.2599
NM_001142532	chr9(.):130495595-130529697	0.2134
NM_001142533	chr9(.):130495595-130522583	0.2426
NM_001142531	chr9(.):130495595-130529719	0.2133
NM_001142534	chr9(.):130495595-130522561	0.2428
NM_170600	chr9(.):130495595-130546048	0.6808
NM_001085347	chr9(.):130488802-130502604	0.4139
NM_001018078	chr9(.):130560507-130581556	0.3925
NM_001261	chr9(.):130543304-130558052	1.2064
NM_004957	chr9(.):130560153-130581556	0.3872
NR_036055	chr9(.):130543196-130553286	1.7315
NM_001006641	chr9(.):130825478-130876524	0.5353
NM_197956	chr9(.):130818511-130834599	0.9776
NM_001006643	chr9(.):130855835-130876524	0.0657
NM_001006642	chr9(.):130849127-130876524	0.0672
NM_052901	chr9(.):130855816-130876524	0.0657
NR_033374	chr9(.):130868449-130886013	0.0712
NM_001122821	chr9(.):131440933-131463675	1.5992
NM_052844	chr9(.):131390939-131424129	0.2543
NM_003011	chr9(.):131446508-131463675	1.7878
NM_032799	chr9(.):131478148-131491408	0.4087
NM_203434	chr9(.):131932830-131945540	2.3569
NM_016520	chr9(.):132584563-132602572	0.6139
NM_006676	chr9(.):132592695-132649107	0.4554
NM_001008563	chr9(.):132592756-132649107	0.4558
NM_032728	chr9(.):134160080-134189649	0.0555
NM_033387	chr9(.):134128464-134156906	1.7984
NM_178138	chr9(.):139083095-139101955	0.9742
NM_181701	chr9(.):139093181-139142687	1.0488
NM_014564	chr9(.):139083095-139100004	0.9566
NM_001039708	chr9(.):139291373-139310054	1.0601
NM_001080849	chr9(.):139251351-139263241	0.2371
NM_052813	chr9(.):139253407-139273133	0.1634
NM_001145639	chr9(.):139242508-139259057	0.204
NM_015160	chr9(.):139300115-139323213	0.4346
NM_003086	chr9(.):139265028-139297889	0.1831
NM_001145249	chr9(.):141101636-141139172	0.3923
NR_027156	chr9(.):141039564-141076885	0.1282
NM_134445	chrX(.):149929808-150072289	0.2773
NM_015691	chrX(.):9978794-10117518	0.4015
NM_001123384	chrX(.):39905498-40041582	0.543
NM_024859	chrX(.):49014180-49028836	1.0325
NM_144495	chrX(.):48750194-48765420	0.3344
NM_001167990	chrX(.):48750212-48765420	0.3346
NM_001099680	chrX(.):49015269-49028836	1.1125
NM_001032384	chrX(.):48750538-48765420	0.34
NM_001167992	chrX(.):48750774-48765420	0.3448
NM_181673	chrX(.):70747911-70800747	0.2745
NR_001568	chrX(.):70425034-70953962	0.1059
NM_001104544	chrX(.):119387504-119450391	0.2842
NM_015129	chrX(.):118745908-118832333	0.4731
NM_145800	chrX(.):118744687-118832333	0.4672
NM_001170704	chrX(.):131498342-131628996	0.1717
NM_000252	chrX(.):149732046-149846616	0.237
NM_005629	chrX(.):152948751-152967048	0.1651
NM_001142806	chrX(.):152949965-152967048	0.1753
NM_005334	chrX(.):153208007-153241819	1.1031
NM_012080	chrX(.):6961960-7071231	0.1444
NM_001178135	chrX(.):6970626-7071231	0.1547
NM_001830	chrX(.):10119984-10210699	0.0742
NR_030727	chrX(.):12915935-12966419	0.0399
NM_021109	chrX(.):12988225-13000346	1.214
NM_183049	chrX(.):12988224-13000346	1.2139
NM_001195328	chrX(.):13702239-13732944	0.1129
NM_152634	chrX(.):13666306-13687247	0.395
NM_025159	chrX(.):30571940-30601033	0.3884
NM_017745	chrX(.):39905498-39961719	0.4153
NR_029636	chrX(.):45601420-45611530	0.2816
NR_029635	chrX(.):45600584-45610694	0.2158
NM_033518	chrX(.):48311926-48333644	0.483
NM_177439	chrX(.):48329548-48349752	0.1645
NM_177434	chrX(.):48331379-48349752	0.1771
NM_203475	chrX(.):48363171-48384202	0.2671
NM_203473	chrX(.):48362370-48384202	0.258
NM_006579	chrX(.):48375163-48392104	0.1633
NM_001167947	chrX(.):48745729-48760426	0.4132
NM_207672	chrX(.):48828332-48863675	0.1249
NM_001042498	chrX(.):48755888-48774235	0.676
NM_001136158	chrX(.):48774302-48819893	1.1616
NM_001136159	chrX(.):48774302-48820648	1.1442
NM_006875	chrX(.):48765458-48781413	1.7787
NM_004979	chrX(.):48813638-48833251	0.3803
NM_005660	chrX(.):48755458-48773917	0.664
NM_001032289	chrX(.):48755889-48773933	0.6452
NM_015698	chrX(.):48964021-48985079	0.0938
NM_002668	chrX(.):49023183-49036468	0.9151
NM_003179	chrX(.):49039264-49061661	0.2723
NM_006150	chrX(.):49026905-49047776	0.4627
NM_002444	chrX(.):64882510-64966793	0.5671
NR_029637	chrX(.):65233711-65243821	0.3843
NM_001100431	chrX(.):65236579-65264967	0.0844
NR_002226	chrX(.):70706376-70717604	0.0344
NM_052957	chrX(.):70792873-70838433	0.0729
NM_016500	chrX(.):75387770-75403033	0.1663
NM_004089	chrX(.):106951451-106965291	0.7934
NM_198057	chrX(.):106951451-107024017	0.2392
NM_001015881	chrX(.):106951451-106964711	0.8262
NM_181777	chrX(.):118709297-118723379	0.0708
NM_181762	chrX(.):118703498-118723379	0.2387
NM_017544	chrX(.):118717299-118744846	0.2072
NM_001173488	chrX(.):118717299-118732113	0.0385
NR_030413	chrX(.):118775700-118785811	0.1922
NM_006777	chrX(.):119379606-119397251	0.3048
NM_001184742	chrX(.):119379609-119397251	0.3048
NM_001130846	chrX(.):129258337-129277015	0.0711
NM_004208	chrX(.):129258337-129304861	0.3189
NM_004794	chrX(.):129300772-129323844	0.4509
NM_145813	chrX(.):129258337-129304808	0.3191
NM_018388	chrX(.):131498342-131578718	0.0381
NM_001039582	chrX(.):152930187-152944816	0.0529
NM_001135740	chrX(.):152930187-152943743	0.0528
NM_005393	chrX(.):153024650-153049801	0.1385
NM_005745	chrX(.):152960946-152994838	0.9686
NR_024450	chrX(.):152960946-152995201	0.9589
NM_001139441	chrX(.):152960946-152994582	0.9758
NM_000033	chrX(.):152985322-153015216	0.6556
NM_001139457	chrX(.):152960946-152994549	0.9767
NM_000054	chrX(.):153165528-153177620	0.0376
NM_000425	chrX(.):153121970-153146399	0.0258
NM_003491	chrX(.):153190376-153205468	2.252
NM_001666	chrX(.):153167829-153196714	1.1843
NM_002910	chrX(.):153195721-153215232	0.502
NR_027419	chrX(.):153162984-153177620	0.0393
NM_001025243	chrX(.):153270956-153290342	1.0954
NM_003492	chrX(.):153232990-153253646	2.5021
NR_031757	chrX(.):153280370-153290440	1.943
NR_036175	chrX(.):153241548-153251627	1.5864
NR_036174	chrX(.):153241547-153251628	1.5865
NM_001110556	chrX(.):153571899-153608006	0.3439
NM_000117	chrX(.):153602596-153614883	0.7131
NM_014235	chrX(.):153707055-153719932	1.4019
NM_006730	chrX(.):153624578-153642575	1.2333
NM_001183	chrX(.):153651977-153669862	0.4578
NM_001009934	chrX(.):153624578-153645427	1.0694
NR_000011	chrX(.):153623621-153633756	1.5152
NM_001171133	chrX(.):153728326-153749566	0.2558
NM_006014	chrX(.):153700240-153712596	0.535
NM_000116	chrX(.):153634876-153655063	0.3618
NR_026898	chrX(.):153621570-153635680	1.0973
NM_019848	chrX(.):153710649-153724002	1.0059
NM_004699	chrX(.):153667484-153684002	0.2204
NM_001493	chrX(.):153660258-153676814	0.4717
NM_017514	chrX(.):153681622-153706985	0.176
NM_015892	chr10(.):125762181-125856930	1.1686
NM_014863	chr10(.):125774168-125856930	1.3269
NM_003638	chr10(.):15554087-15766770	0.1395
NM_004641	chr10(.):21818100-22037559	0.1744
NM_001195626	chr10(.):21818573-22037559	0.1746
NM_001098500	chr10(.):23978674-24841772	0.1018
NM_022124	chr10(.):73151690-73580704	0.2142
NM_001171930	chr10(.):73151690-73497481	0.1585
NR_024431	chr10(.):80698082-80832205	0.1478
NM_018363	chr10(.):90028620-90348082	0.1778
NM_001031709	chr10(.):90038858-90348082	0.1328
NM_001083591	chr10(.):11201992-11383672	0.4611
NM_001025077	chr10(.):11042258-11383672	0.2934
NM_006561	chr10(.):11054892-11383672	0.3031
NM_024948	chr10(.):15815174-15907519	0.4212
NM_172242	chr10(.):22629398-22711539	0.3264
NM_022365	chr10(.):22040476-22297650	0.3474
NM_019590	chr10(.):24492719-24841772	0.1972
NM_020824	chr10(.):24867537-25017597	0.2305
NM_021738	chr10(.):29741276-29928901	0.1173
NM_003174	chr10(.):29741276-30029730	0.1378
NM_001002265	chr10(.):45947816-46095354	0.1508
NM_001002266	chr10(.):45947816-46035819	0.2193
NM_001035260	chr10(.):70878907-70937616	0.0741
NM_022153	chr10(.):73502313-73538337	0.9541
NM_001198798	chr10(.):73851273-73980751	0.1463
NM_001198799	chr10(.):73851273-73981183	0.1461
NM_020338	chr10(.):80823791-81081285	0.5096
NM_145868	chr10(.):81909879-81970328	0.2605
NM_000314	chr10(.):89618194-89733532	0.3854
NM_032810	chr10(.):89507874-89582917	0.1498
NM_024928	chr10(.):105632317-105683045	0.3947
NM_014720	chr10(.):105722469-105792342	0.1429
NM_001167604	chr10(.):111619523-111688311	0.8987
NM_019903	chr10(.):111760725-111900323	0.2794
NM_016824	chr10(.):111762710-111900323	0.2829
NM_007373	chr10(.):112674300-112778425	0.2376
NM_005308	chr10(.):120962196-121220131	0.1749
NM_016567	chr10(.):127507103-127547264	0.226
NM_001105521	chr10(.):133913312-134003313	0.1547
NM_178150	chr10(.):5927213-5984556	0.8665
NM_032807	chr10(.):5931348-5984556	0.8724
NM_019046	chr10(.):5898688-5936860	0.7121
NM_001009941	chr10(.):5915049-5936860	1.1753
NM_004412	chr10(.):17179981-17249070	0.1683
NM_003380	chr10(.):17265257-17284592	1.6077
NM_005180	chr10(.):22605005-22625414	2.0525
NM_012071	chr10(.):22600298-22614237	3.4541
NR_030634	chr10(.):29886192-29896275	0.1983
NM_001098207	chr10(.):43876064-43897794	0.3793
NM_004966	chr10(.):43876064-43909656	0.5338
NM_173160	chr10(.):43862091-43876783	0.0372
NM_001098204	chr10(.):43876064-43909696	0.5332
NM_001098208	chr10(.):43876064-43897279	0.3855
NM_001098205	chr10(.):43876064-43909332	0.5387
NM_001098206	chr10(.):43876064-43908299	0.5549
NR_026693	chr10(.):43927573-43983007	0.1108
NR_036430	chr10(.):70842827-70869567	0.446
NM_001164375	chr10(.):73466457-73484578	0.2433
NM_001168390	chr10(.):73466457-73502581	1.2254
NM_173473	chr10(.):73970805-74000618	0.3347
NM_019058	chr10(.):74028676-74040797	2.4813
NM_017626	chr10(.):74087587-74119907	1.0962
NR_026592	chr10(.):75453908-75495272	0.1544
NM_198597	chr10(.):75499131-75536919	0.4295
NM_003635	chr10(.):75556668-75576589	0.2952
NM_173540	chr10(.):75527048-75540976	0.5748
NM_203298	chr10(.):75536807-75548406	0.7087
NM_015037	chr10(.):75540604-75566551	0.3419
NM_032772	chr10(.):77152602-77166513	1.1367
NR_024421	chr10(.):77156285-77173740	1.0282
NR_024422	chr10(.):77158513-77173740	1.1744
NM_001178117	chr10(.):89259222-89318218	0.4749
NM_001178118	chr10(.):89262589-89318218	0.5009
NR_028492	chr10(.):89573069-89610369	0.2426
NM_001126049	chr10(.):89613917-89628194	2.2667
NM_198044	chr10(.):99200929-99222127	0.2292
NM_198046	chr10(.):99200946-99222127	0.2294
NM_016046	chr10(.):99190665-99210768	0.2383
NM_001145114	chr10(.):99111457-99166127	0.0819
NM_002629	chr10(.):99181026-99198198	0.4868
NM_030971	chr10(.):102785995-102805998	0.2074
NM_030929	chr10(.):102815998-102830351	1.5411
NM_001195263	chr10(.):102762439-102795914	0.0802
NM_024747	chr10(.):103820146-103832793	0.3568
NM_004741	chr10(.):103906932-103928627	0.2631
NM_015062	chr10(.):103887786-103915090	0.4539
NM_001113407	chr10(.):103862324-103885210	1.1427
NM_003893	chr10(.):103862324-103879723	1.1005
NM_030912	chr10(.):104399251-104423076	2.2569
NM_005871	chr10(.):112047797-112069707	0.419
NM_004419	chr10(.):112252624-112276302	1.6681
NM_145341	chr10(.):112626595-112664764	0.2682
NM_001195307	chr10(.):112653487-112684124	0.6141
NM_001195306	chr10(.):112653487-112683694	0.6037
NR_026715	chr10(.):112691360-112702013	0.051
NR_026932	chr10(.):112623647-112635662	0.6914
NM_000375	chr10(.):127472146-127516837	0.3708
NM_147191	chr10(.):127450026-127469390	0.0425
NM_006426	chr10(.):133995413-134024280	0.0759
NM_207127	chr10(.):135187740-135210198	1.105
NM_138384	chr10(.):135202620-135239174	0.5873
NM_145202	chr10(.):135155843-135171187	0.1691
NM_001012508	chr10(.):135229169-135243121	0.0321
NM_001098483	chr10(.):135163794-135176529	0.2809
NM_004092	chr10(.):135170986-135191908	0.3256
NR_037509	chr10(.):135180059-135190167	0.427
NM_001127388	chr10(.):135475370-135490275	1.3957
NM_001127388	chr10(.):135478680-135496883	1.7718
NM_001080998	chr10(.):135433602-135445299	0.0741
NM_033178	chr10(.):135475368-135490275	1.3955
NM_033178	chr10(.):135478677-135493584	1.7532
NM_001127388	chr10(.):135485278-135500193	2.5848
NM_001127386	chr10(.):135475367-135490275	1.3954
NM_001127386	chr10(.):135478677-135496883	1.7717
NM_012147	chr10(.):135488659-135503492	5.4725
NM_012147	chr10(.):135478741-135493584	1.7542
NM_012147	chr10(.):135475431-135490275	1.4014
NR_024469	chr11(.):67080309-67164158	0.3285
NM_032564	chr11(.):75474777-75517579	0.1243
NM_152432	chr11(.):100553406-100866656	0.1128
NM_016621	chr11(.):45945869-46147985	0.1729
NM_006819	chr11(.):63948586-63977020	1.0457
NM_002335	chr11(.):68075107-68221743	0.0834
NM_175566	chr11(.):98886870-100232473	0.0942
NM_025208	chr11(.):103772913-104040027	0.1023
NM_001098517	chr11(.):115039344-115380241	0.5115
NM_032873	chr11(.):122521397-122690187	0.3825
NM_014619	chr11(.):120526027-120861969	0.193
NM_003156	chr11(.):3871932-4119440	0.3029
NM_014818	chr11(.):8628583-8685383	0.0796
NM_030962	chr11(.):9795213-10320754	0.0581
NM_001100163	chr11(.):10589637-10720535	0.1151
NM_001100167	chr11(.):10589637-10720105	0.1154
NM_001098579	chr11(.):10589637-10678848	0.1119
NM_175058	chr11(.):16804206-17040963	0.2425
NM_002645	chr11(.):17103123-17196354	0.6365
NM_020229	chr11(.):45110563-45251903	0.1628
NM_002556	chr11(.):59336870-59388617	0.1798
NM_024092	chr11(.):60676370-60695915	0.8517
NM_001012662	chr11(.):62618483-62661355	0.9351
NM_001013251	chr11(.):62643343-62661355	1.1522
NM_001012661	chr11(.):62618517-62661353	0.9357
NM_024060	chr11(.):62196015-62319332	0.0735
NR_037193	chr11(.):62644170-62661355	1.2013
NM_014067	chr11(.):63761029-63938585	0.0959
NM_004585	chr11(.):63299272-63318930	0.8199
NM_015080	chr11(.):64368645-64495660	0.0561
NM_003273	chr11(.):64874340-64888707	0.6025
NM_005438	chr11(.):65654691-65672997	1.5336
NM_018026	chr11(.):65832823-66017213	0.4611
NM_001077241	chr11(.):65137662-65155142	1.0252
NR_002819	chr11(.):65260232-65278939	2.6177
NM_012308	chr11(.):66881739-67030550	0.2843
NM_006645	chr11(.):72460773-72509750	0.2183
NM_014824	chr11(.):72542789-72858143	0.142
NM_176796	chr11(.):72970569-73013850	0.9402
NM_176798	chr11(.):72975938-73013850	1.062
NM_004154	chr11(.):72978246-73014664	1.0932
NM_006656	chr11(.):74694949-74723743	0.1943
NM_182969	chr11(.):74546954-74665232	0.3069
NM_003369	chr11(.):75521211-75860282	0.1153
NM_014488	chr11(.):82687477-82787884	0.4618
NM_181351	chr11(.):112826994-113154158	0.2447
NM_001076682	chr11(.):112826994-113140919	0.2486
NM_006006	chr11(.):113925430-114126397	0.3538
NM_001018011	chr11(.):113926287-114126397	0.3549
NM_005933	chr11(.):118302204-118402539	0.3805
NR_034160	chr11(.):119247487-119374944	0.0882
NM_198489	chr11(.):118863851-118891455	0.9457
NM_015313	chr11(.):120202617-120365645	0.5042
NM_032531	chr11(.):126288395-126875766	0.2297
NR_033839	chr11(.):126206611-126230482	1.0377
NM_001161707	chr11(.):126295836-126875766	0.2295
NM_002017	chr11(.):128558812-128688162	1.0658
NM_001167681	chr11(.):128557388-128688162	1.0548
NM_015261	chr11(.):134017336-134099426	0.2738
NM_016526	chr11(.):197923-212422	0.9799
NM_012239	chr11(.):210029-241362	0.4061
NM_002817	chr11(.):231807-257984	0.3025
NM_001097610	chr11(.):188079-199500	0.4348
NM_021932	chr11(.):203529-220110	0.8683
NM_053280	chr11(.):191760-205258	0.1399
NM_138329	chr11(.):273569-290304	0.3044
NM_006435	chr11(.):303106-314410	0.6558
NM_025092	chr11(.):284137-300688	0.3176
NM_003641	chr11(.):308990-320272	1.0441
NM_001025295	chr11(.):293202-304526	0.0736
NM_021034	chr11(.):314672-325914	0.4071
NM_002939	chr11(.):489511-511821	0.3678
NM_203389	chr11(.):489511-512273	0.361
NR_029623	chr11(.):563088-573198	0.3533
NM_003475	chr11(.):556449-569025	0.4782
NM_021920	chr11(.):621312-632173	0.3184
NR_026967	chr11(.):568807-580885	0.9034
NM_001130442	chr11(.):527241-540550	1.0948
NM_021924	chr11(.):611564-630067	0.4471
NM_004031	chr11(.):607554-620728	0.3951
NM_001143993	chr11(.):555970-569025	0.4615
NM_004029	chr11(.):607554-620999	0.3883
NM_020901	chr11(.):571482-617222	0.4578
NM_173573	chr11(.):549849-565779	0.3927
NM_198075	chr11(.):532521-559916	0.6343
NM_182612	chr11(.):762222-782487	0.4041
NM_006755	chr11(.):742431-770024	0.3047
NR_002585	chr11(.):806680-816814	1.0198
NM_001025239	chr11(.):837823-872116	0.1991
NM_001025234	chr11(.):839080-872116	0.2044
NM_145886	chr11(.):794178-810250	1.613
NM_016564	chr11(.):782109-795126	0.1269
NM_021128	chr11(.):834720-847529	0.4607
NM_139029	chr11(.):827951-843835	0.6865
NM_173584	chr11(.):822584-836991	0.668
NM_024698	chr11(.):785474-801263	0.8473
NM_001004	chr11(.):804935-817876	1.0767
NM_001025237	chr11(.):839445-872116	0.2059
NM_020376	chr11(.):813900-830571	0.6068
NM_001191060	chr11(.):785474-802995	0.7738
NM_001191061	chr11(.):785474-803269	0.7652
NM_001025235	chr11(.):837940-872116	0.1996
NM_138567	chr11(.):1850673-1863750	0.0658
NM_002339	chr11(.):1869199-1918493	0.7076
NM_001145829	chr11(.):1855718-1867910	0.0718
NM_001013253	chr11(.):1884902-1918493	0.0588
NM_001145841	chr11(.):1856431-1867910	0.0741
NM_001013255	chr11(.):1887153-1918493	0.0555
NM_003282	chr11(.):1855232-1867910	0.0709
NM_001013254	chr11(.):1887098-1918493	0.0557
NR_036185	chr11(.):1875693-1885766	0.3821
NM_002555	chr11(.):2918511-2951476	0.2916
NM_001122631	chr11(.):2899447-2911995	0.1622
NM_003311	chr11(.):2944502-2955650	0.637
NR_024627	chr11(.):2886262-2898336	0.0419
NM_007105	chr11(.):2904326-2930175	0.3217
NM_183233	chr11(.):2915950-2951476	0.2755
NR_027018	chr11(.):3824239-3852582	0.1336
NM_014489	chr11(.):3824765-3852582	0.1351
NM_001665	chr11(.):3843207-3867213	0.3538
NM_006284	chr11(.):6627072-6638445	0.4953
NM_000391	chr11(.):6628996-6645692	0.3952
NM_003737	chr11(.):6637557-6682074	0.0631
NM_001014794	chr11(.):6619963-6637099	0.6323
NM_001014795	chr11(.):6620206-6637099	0.6399
NM_015324	chr11(.):6616151-6629811	0.4406
NR_002580	chr11(.):8700773-8710903	1.8606
NR_002977	chr11(.):8701985-8712116	1.9182
NM_000990	chr11(.):8698994-8716419	1.14
NM_003390	chr11(.):9590227-9616313	0.6539
NM_001143976	chr11(.):9591233-9616313	0.6765
NM_001124	chr11(.):10321641-10333923	1.4438
NM_000610	chr11(.):35155416-35258949	0.6191
NM_001004711	chr11(.):59277385-59288330	0.0473
NM_001004706	chr11(.):59266048-59276984	0.0411
NR_036120	chr11(.):59357549-59367631	0.0425
NM_004778	chr11(.):60613397-60628444	0.0429
NM_207341	chr11(.):60630014-60648164	0.071
NM_014502	chr11(.):60653019-60679061	0.3906
NM_016582	chr11(.):60699554-60724257	0.0492
NM_178031	chr11(.):60686912-60709631	0.078
NM_022830	chr11(.):62337516-62364109	0.6231
NM_012200	chr11(.):62377767-62394448	0.8022
NM_153265	chr11(.):62364690-62385237	1.0617
NM_004739	chr11(.):62355674-62374303	0.9834
NM_000327	chr11(.):62375212-62387592	0.789
NM_001404	chr11(.):62322072-62346460	1.1182
NM_001620	chr11(.):62278373-62319332	0.1208
NM_203422	chr11(.):62448875-62462371	0.0575
NM_015853	chr11(.):62438971-62451527	0.6875
NM_001130702	chr11(.):62452746-62482046	0.3591
NM_032667	chr11(.):62452746-62478787	0.3651
NM_001043229	chr11(.):62427778-62439923	1.2328
NM_001085372	chr11(.):62434125-62446162	0.6256
NM_173810	chr11(.):62490951-62511108	0.9763
NM_001122955	chr11(.):62452746-62480200	0.3512
NM_198335	chr11(.):62387299-62419104	0.2798
NM_024099	chr11(.):62425288-62444241	0.8162
NM_012202	chr11(.):62470113-62481678	0.8106
NR_004390	chr11(.):62427893-62438042	0.8671
NM_001079559	chr11(.):62477219-62499821	1.0854
NM_030628	chr11(.):62409319-62425774	0.5694
NR_002565	chr11(.):62618036-62628103	1.7205
NM_199337	chr11(.):62549873-62562872	0.9055
NM_003164	chr11(.):62569368-62604560	0.5961
NM_018093	chr11(.):62595382-62612628	1.5925
NR_003098	chr11(.):62614459-62628360	1.2706
NR_002561	chr11(.):62616134-62626204	1.6938
NR_002560	chr11(.):62615797-62625865	1.6606
NR_002559	chr11(.):62616375-62626440	1.7042
NR_000008	chr11(.):62615381-62625507	1.6015
NR_002564	chr11(.):62617763-62627838	1.7206
NR_002563	chr11(.):62617483-62627555	1.7196
NR_002562	chr11(.):62617092-62627167	1.7129
NM_001081491	chr11(.):62554597-62577964	0.7589
NM_001080501	chr11(.):62552786-62564486	1.0027
NM_001142538	chr11(.):63270458-63289246	0.1237
NM_001142535	chr11(.):63268523-63289246	0.1311
NM_054108	chr11(.):63223875-63263680	0.0527
NM_017878	chr11(.):63315241-63335855	0.5639
NM_004470	chr11(.):64003412-64016607	1.509
NM_000932	chr11(.):64013994-64041924	0.7701
NM_005528	chr11(.):63992752-64006753	1.1131
NM_001160390	chr11(.):63986270-63998726	0.963
NM_032344	chr11(.):63988737-64002488	1.0597
NM_004322	chr11(.):64032299-64057176	0.9767
NM_178443	chr11(.):63969151-63996363	0.8028
NM_057092	chr11(.):64004587-64016607	1.6485
NM_033310	chr11(.):64053792-64072503	0.4531
NM_003377	chr11(.):63997265-64011259	1.2777
NM_020155	chr11(.):64048581-64061972	0.7154
NM_001135208	chr11(.):64003603-64016607	1.5277
NM_001039496	chr11(.):64062862-64077239	1.0069
NM_001170726	chr11(.):64046810-64061972	0.6383
NM_001160393	chr11(.):63986270-63998341	0.9147
NM_001170881	chr11(.):64047284-64061972	0.6584
NM_001177358	chr11(.):64047282-64061972	0.6583
NM_138689	chr11(.):64006950-64019413	1.7477
NM_004630	chr11(.):64527075-64551316	0.6147
NM_000244	chr11(.):64565985-64583188	0.3697
NM_130803	chr11(.):64565985-64583766	0.3591
NM_004579	chr11(.):64551608-64575713	0.1937
NM_017525	chr11(.):64586661-64617041	0.1121
NM_130800	chr11(.):64565985-64583035	0.3728
NM_130802	chr11(.):64565985-64583213	0.3692
NM_001164716	chr11(.):64508860-64533187	0.0738
NM_001098671	chr11(.):64489382-64516630	0.1173
NM_001178030	chr11(.):64527075-64550938	0.624
NM_001178031	chr11(.):64527075-64550232	0.6413
NM_001098670	chr11(.):64489382-64517329	0.1163
NM_153819	chr11(.):64489382-64517928	0.1143
NM_015104	chr11(.):64657003-64689722	0.1813
NR_029829	chr11(.):64653826-64663911	0.1027
NM_006795	chr11(.):64615207-64651191	2.0447
NR_029578	chr11(.):64653608-64663718	0.1017
NM_080668	chr11(.):64839926-64856615	0.4418
NM_006782	chr11(.):64846693-64860874	0.5939
NM_013265	chr11(.):64858682-64884180	0.4163
NR_037567	chr11(.):64884654-64899841	0.7739
NM_172230	chr11(.):64889750-64907003	1.3574
NM_001997	chr11(.):64883098-64894672	0.8363
NM_004927	chr11(.):64884715-64899841	0.7651
NM_014205	chr11(.):64878874-64890170	1.1601
NM_001008778	chr11(.):64932706-64945688	0.0497
NM_006268	chr11(.):65096345-65125451	0.3283
NM_145719	chr11(.):65117281-65130082	0.3171
NR_028272	chr11(.):65185268-65199003	7.0136
NR_030343	chr11(.):65206928-65217028	0.7249
NM_031904	chr11(.):65149040-65185995	1.1233
NM_032223	chr11(.):65378782-65409910	0.6932
NM_001098785	chr11(.):65334819-65346669	4.6185
NM_021070	chr11(.):65301029-65330699	0.5305
NM_033455	chr11(.):65355325-65368467	1.0
NM_001099409	chr11(.):65338508-65365116	2.8532
NM_002419	chr11(.):65360225-65386720	0.6936
NM_001048218	chr11(.):65287547-65311182	0.5235
NM_006396	chr11(.):65332942-65344239	3.9837
NM_153253	chr11(.):65402591-65423391	0.525
NM_006747	chr11(.):65400577-65423391	0.4844
NM_001145138	chr11(.):65416066-65435443	0.8736
NM_198897	chr11(.):65646210-65661010	1.6324
NM_001335	chr11(.):65642283-65656212	0.3211
NM_025128	chr11(.):65622871-65638914	1.1209
NM_005507	chr11(.):65617284-65630804	1.327
NM_016938	chr11(.):65628911-65645340	0.2707
NM_006848	chr11(.):65652874-65664106	2.1432
NM_005146	chr11(.):65724159-65752607	0.2672
NM_006442	chr11(.):65681727-65694048	1.0467
NM_152762	chr11(.):65708114-65732434	0.3397
NM_001135635	chr11(.):65679282-65691531	1.0916
NM_001143985	chr11(.):65764549-65776617	0.8228
NM_001323	chr11(.):65774461-65785976	0.0603
NM_053054	chr11(.):65779222-65798988	0.1256
NM_032325	chr11(.):65759016-65774578	0.6476
NM_006842	chr11(.):65814815-65841382	1.5897
NM_033036	chr11(.):65803235-65821651	1.0601
NM_014578	chr11(.):66819288-66844488	0.1367
NM_207354	chr11(.):67051761-67074955	0.8725
NM_017857	chr11(.):67065918-67085078	0.309
NR_030767	chr11(.):67051815-67074955	0.8744
NM_001619	chr11(.):67028904-67059029	1.6439
NM_020441	chr11(.):67200517-67215983	1.2842
NM_145200	chr11(.):67217817-67234245	0.3875
NM_001078651	chr11(.):67226818-67241731	0.7062
NM_001166222	chr11(.):67178148-67198078	0.5951
