GENE_ID	locusLine	bin_1_38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_19261_lociStitched	chr5(.):126333387-126334916	0.1276
1_MACS_peak_19262_lociStitched	chr5(.):126365004-126367392	0.183
1_MACS_peak_19263_lociStitched	chr5(.):126408056-126409630	0.1921
1_MACS_peak_19264_lociStitched	chr5(.):126655529-126657211	0.2907
1_MACS_peak_19265_lociStitched	chr5(.):126852693-126854751	0.1713
1_MACS_peak_19266_lociStitched	chr5(.):127296223-127297791	0.1683
1_MACS_peak_19267_lociStitched	chr5(.):127417310-127420869	0.1701
1_MACS_peak_19268_lociStitched	chr5(.):127873291-127874289	0.0708
1_MACS_peak_19269_lociStitched	chr5(.):128429537-128431525	0.158
1_MACS_peak_19270_lociStitched	chr5(.):128460992-128462920	0.1869
2_MACS_peak_19271_lociStitched	chr5(.):128712666-128715845	0.155
1_MACS_peak_19273_lociStitched	chr5(.):128795922-128798585	0.1733
1_MACS_peak_19274_lociStitched	chr5(.):129239568-129241288	0.1261
1_MACS_peak_19275_lociStitched	chr5(.):129447252-129448391	0.2074
1_MACS_peak_19276_lociStitched	chr5(.):129658697-129661733	0.199
1_MACS_peak_19277_lociStitched	chr5(.):129877224-129878504	0.1639
1_MACS_peak_19278_lociStitched	chr5(.):130059329-130061172	0.1031
2_MACS_peak_19279_lociStitched	chr5(.):130399791-130405818	0.1303
2_MACS_peak_19281_lociStitched	chr5(.):130499212-130507706	0.1571
1_MACS_peak_19283_lociStitched	chr5(.):130587829-130589792	0.234
2_MACS_peak_19284_lociStitched	chr5(.):130598349-130611077	0.1341
2_MACS_peak_19286_lociStitched	chr5(.):130709029-130718932	0.1838
1_MACS_peak_19288_lociStitched	chr5(.):130751942-130753483	0.201
2_MACS_peak_19289_lociStitched	chr5(.):130823969-130832548	0.1178
1_MACS_peak_19291_lociStitched	chr5(.):130849631-130851443	0.1151
1_MACS_peak_19292_lociStitched	chr5(.):130871817-130872662	0.1547
1_MACS_peak_19293_lociStitched	chr5(.):130969675-130972830	0.2731
1_MACS_peak_19294_lociStitched	chr5(.):130982219-130983879	0.1491
1_MACS_peak_19295_lociStitched	chr5(.):131093581-131095087	0.1937
1_MACS_peak_19296_lociStitched	chr5(.):131131520-131133620	0.229
1_MACS_peak_19297_lociStitched	chr5(.):131355180-131356847	0.2029
1_MACS_peak_19298_lociStitched	chr5(.):131435455-131441307	0.2253
1_MACS_peak_19299_lociStitched	chr5(.):131452166-131453679	0.1947
1_MACS_peak_19300_lociStitched	chr5(.):131562854-131563911	0.1375
1_MACS_peak_19301_lociStitched	chr5(.):131628517-131630513	0.2835
1_MACS_peak_19302_lociStitched	chr5(.):131704838-131706513	0.1653
4_MACS_peak_19303_lociStitched	chr5(.):131744862-131773925	0.1823
2_MACS_peak_19307_lociStitched	chr5(.):131789989-131804263	0.217
3_MACS_peak_19309_lociStitched	chr5(.):131813048-131837701	0.1784
2_MACS_peak_19312_lociStitched	chr5(.):131855707-131861740	0.1526
1_MACS_peak_19314_lociStitched	chr5(.):131891985-131893837	0.2463
1_MACS_peak_19315_lociStitched	chr5(.):131964037-131966317	0.176
1_MACS_peak_19316_lociStitched	chr5(.):131974966-131976355	0.1736
1_MACS_peak_19317_lociStitched	chr5(.):132072305-132073786	0.3435
1_MACS_peak_19318_lociStitched	chr5(.):132112359-132113658	0.1228
1_MACS_peak_19319_lociStitched	chr5(.):132165021-132167188	0.1517
1_MACS_peak_19320_lociStitched	chr5(.):132201315-132203464	0.2476
1_MACS_peak_19321_lociStitched	chr5(.):132231874-132233230	0.1482
1_MACS_peak_19322_lociStitched	chr5(.):132297804-132300178	0.2219
1_MACS_peak_19323_lociStitched	chr5(.):132361309-132362668	0.1647
3_MACS_peak_19324_lociStitched	chr5(.):132386137-132400716	0.1561
1_MACS_peak_19327_lociStitched	chr5(.):132579632-132580787	0.2062
1_MACS_peak_19328_lociStitched	chr5(.):132642445-132643973	0.2749
1_MACS_peak_19329_lociStitched	chr5(.):133303236-133305223	0.231
1_MACS_peak_19330_lociStitched	chr5(.):133338587-133341862	0.191
1_MACS_peak_19331_lociStitched	chr5(.):133435166-133436935	0.2049
1_MACS_peak_19332_lociStitched	chr5(.):133510687-133513632	0.1402
1_MACS_peak_19333_lociStitched	chr5(.):133560297-133563362	0.2149
2_MACS_peak_19334_lociStitched	chr5(.):133702180-133708469	0.1876
1_MACS_peak_19336_lociStitched	chr5(.):133746725-133748383	0.171
1_MACS_peak_19337_lociStitched	chr5(.):133771362-133773924	0.2301
1_MACS_peak_19338_lociStitched	chr5(.):133859532-133864075	0.1137
2_MACS_peak_19339_lociStitched	chr5(.):133927386-133931907	0.2204
1_MACS_peak_19341_lociStitched	chr5(.):133967597-133969172	0.1662
2_MACS_peak_19342_lociStitched	chr5(.):133977847-133986084	0.1826
1_MACS_peak_19344_lociStitched	chr5(.):134073378-134075377	0.2983
1_MACS_peak_19345_lociStitched	chr5(.):134093665-134095757	0.2021
1_MACS_peak_19346_lociStitched	chr5(.):134180610-134182976	0.1945
2_MACS_peak_19347_lociStitched	chr5(.):134209254-134214476	0.1535
2_MACS_peak_19349_lociStitched	chr5(.):134237613-134242302	0.1681
1_MACS_peak_19351_lociStitched	chr5(.):134366125-134370724	0.1151
1_MACS_peak_19352_lociStitched	chr5(.):134388460-134390099	0.1908
1_MACS_peak_19353_lociStitched	chr5(.):134733475-134735838	0.1756
1_MACS_peak_19354_lociStitched	chr5(.):134879058-134880594	0.1576
1_MACS_peak_19355_lociStitched	chr5(.):135371969-135373751	0.1547
1_MACS_peak_19356_lociStitched	chr5(.):135415598-135417262	0.1047
1_MACS_peak_19357_lociStitched	chr5(.):135467737-135469837	0.2005
1_MACS_peak_19358_lociStitched	chr5(.):135577321-135579127	0.0916
1_MACS_peak_19359_lociStitched	chr5(.):137044058-137045406	0.2244
1_MACS_peak_19360_lociStitched	chr5(.):137070427-137072576	0.1603
1_MACS_peak_19361_lociStitched	chr5(.):137088217-137091367	0.1824
1_MACS_peak_19362_lociStitched	chr5(.):137223847-137225804	0.18
1_MACS_peak_19363_lociStitched	chr5(.):137333063-137334389	0.1402
1_MACS_peak_19364_lociStitched	chr5(.):137367126-137369705	0.2401
1_MACS_peak_19365_lociStitched	chr5(.):137468556-137469570	0.1122
2_MACS_peak_19366_lociStitched	chr5(.):137513091-137522371	0.187
1_MACS_peak_19368_lociStitched	chr5(.):137548187-137550300	0.2605
2_MACS_peak_19369_lociStitched	chr5(.):137666468-137675290	0.1815
1_MACS_peak_19371_lociStitched	chr5(.):137687938-137690109	0.1792
1_MACS_peak_19372_lociStitched	chr5(.):137737832-137738521	0.0402
1_MACS_peak_19373_lociStitched	chr5(.):137799187-137801548	0.189
1_MACS_peak_19374_lociStitched	chr5(.):137877402-137880683	0.2018
1_MACS_peak_19375_lociStitched	chr5(.):137909698-137912300	0.2211
1_MACS_peak_19376_lociStitched	chr5(.):138056292-138058736	0.1749
1_MACS_peak_19377_lociStitched	chr5(.):138076947-138079170	0.2065
1_MACS_peak_19378_lociStitched	chr5(.):138088058-138090281	0.1659
1_MACS_peak_19379_lociStitched	chr5(.):138119459-138120199	0.0731
1_MACS_peak_19380_lociStitched	chr5(.):138429566-138431048	0.2143
1_MACS_peak_19381_lociStitched	chr5(.):138512696-138514890	0.2946
1_MACS_peak_19382_lociStitched	chr5(.):138532997-138534819	0.1899
1_MACS_peak_19383_lociStitched	chr5(.):138609048-138610714	0.2157
1_MACS_peak_19384_lociStitched	chr5(.):138628529-138630971	0.1544
1_MACS_peak_19385_lociStitched	chr5(.):138676725-138679089	0.1949
2_MACS_peak_19386_lociStitched	chr5(.):138719960-138730324	0.2384
1_MACS_peak_19388_lociStitched	chr5(.):138738649-138740788	0.2116
1_MACS_peak_19389_lociStitched	chr5(.):138748833-138752281	0.1978
1_MACS_peak_19390_lociStitched	chr5(.):138774547-138775821	0.2195
1_MACS_peak_19391_lociStitched	chr5(.):138896924-138898387	0.1939
1_MACS_peak_19392_lociStitched	chr5(.):138922473-138923808	0.176
2_MACS_peak_19393_lociStitched	chr5(.):138939864-138945984	0.1621
2_MACS_peak_19395_lociStitched	chr5(.):138953791-138962448	0.1747
1_MACS_peak_19397_lociStitched	chr5(.):139012923-139019176	0.2116
1_MACS_peak_19398_lociStitched	chr5(.):139027169-139030117	0.1221
1_MACS_peak_19399_lociStitched	chr5(.):139046854-139052079	0.2655
1_MACS_peak_19400_lociStitched	chr5(.):139417777-139419745	0.1732
2_MACS_peak_19401_lociStitched	chr5(.):139486235-139494933	0.1198
2_MACS_peak_19403_lociStitched	chr5(.):139554183-139561323	0.1367
1_MACS_peak_19405_lociStitched	chr5(.):139630501-139632151	0.2709
1_MACS_peak_19406_lociStitched	chr5(.):139644815-139647753	0.1933
1_MACS_peak_19407_lociStitched	chr5(.):139681781-139683276	0.2396
2_MACS_peak_19408_lociStitched	chr5(.):139721298-139727152	0.1519
1_MACS_peak_19410_lociStitched	chr5(.):139779633-139782860	0.2723
3_MACS_peak_19411_lociStitched	chr5(.):139935624-139950249	0.1792
2_MACS_peak_19414_lociStitched	chr5(.):140018146-140028344	0.1665
1_MACS_peak_19416_lociStitched	chr5(.):140043179-140045450	0.1891
1_MACS_peak_19417_lociStitched	chr5(.):140057082-140058215	0.1135
1_MACS_peak_19418_lociStitched	chr5(.):140069903-140072031	0.1957
1_MACS_peak_19419_lociStitched	chr5(.):140079529-140081084	0.1698
1_MACS_peak_19420_lociStitched	chr5(.):140089651-140091609	0.1457
1_MACS_peak_19421_lociStitched	chr5(.):140419490-140421253	0.2092
1_MACS_peak_19422_lociStitched	chr5(.):140463893-140464884	0.1024
1_MACS_peak_19423_lociStitched	chr5(.):140602639-140603605	0.1381
1_MACS_peak_19424_lociStitched	chr5(.):140699554-140701252	0.2677
1_MACS_peak_19425_lociStitched	chr5(.):140885991-140894980	0.1593
2_MACS_peak_19426_lociStitched	chr5(.):140936971-140944789	0.1559
1_MACS_peak_19428_lociStitched	chr5(.):140984788-140986345	0.147
2_MACS_peak_19429_lociStitched	chr5(.):140996952-141003910	0.1708
1_MACS_peak_19431_lociStitched	chr5(.):141015474-141017671	0.1777
1_MACS_peak_19432_lociStitched	chr5(.):141030158-141031646	0.1483
1_MACS_peak_19433_lociStitched	chr5(.):141218443-141219235	0.1234
1_MACS_peak_19434_lociStitched	chr5(.):141228230-141230141	0.2257
1_MACS_peak_19435_lociStitched	chr5(.):141243298-141245667	0.3384
2_MACS_peak_19436_lociStitched	chr5(.):141256915-141259151	0.2301
3_MACS_peak_19438_lociStitched	chr5(.):141293183-141304231	0.1749
1_MACS_peak_19441_lociStitched	chr5(.):141319681-141321663	0.2193
1_MACS_peak_19442_lociStitched	chr5(.):141347266-141350657	0.22
3_MACS_peak_19443_lociStitched	chr5(.):141388668-141396759	0.1849
1_MACS_peak_19446_lociStitched	chr5(.):141403825-141405286	0.1693
1_MACS_peak_19447_lociStitched	chr5(.):141487677-141490186	0.1726
1_MACS_peak_19448_lociStitched	chr5(.):141703846-141705439	0.141
1_MACS_peak_19449_lociStitched	chr5(.):141735731-141737503	0.1461
1_MACS_peak_19450_lociStitched	chr5(.):142099842-142101342	0.1832
1_MACS_peak_19451_lociStitched	chr5(.):142148932-142151416	0.1792
1_MACS_peak_19452_lociStitched	chr5(.):142179708-142181381	0.1931
1_MACS_peak_19453_lociStitched	chr5(.):142224726-142225846	0.1186
1_MACS_peak_19454_lociStitched	chr5(.):142385543-142389855	0.2125
1_MACS_peak_19455_lociStitched	chr5(.):142433632-142438265	0.181
1_MACS_peak_19456_lociStitched	chr5(.):142480278-142481219	0.1394
1_MACS_peak_19457_lociStitched	chr5(.):142497385-142501022	0.1794
3_MACS_peak_19458_lociStitched	chr5(.):142538517-142549479	0.1454
1_MACS_peak_19461_lociStitched	chr5(.):142561850-142563924	0.1549
2_MACS_peak_19462_lociStitched	chr5(.):142592707-142601415	0.1308
1_MACS_peak_19464_lociStitched	chr5(.):142608572-142610555	0.2129
1_MACS_peak_19465_lociStitched	chr5(.):142774893-142785945	0.1318
1_MACS_peak_19466_lociStitched	chr5(.):142793393-142794409	0.1692
2_MACS_peak_19467_lociStitched	chr5(.):142889007-142895499	0.1609
1_MACS_peak_19469_lociStitched	chr5(.):142952885-142954248	0.1619
1_MACS_peak_19470_lociStitched	chr5(.):142961262-142963880	0.2461
1_MACS_peak_19471_lociStitched	chr5(.):142971726-142974625	0.1961
1_MACS_peak_19472_lociStitched	chr5(.):142984701-142985712	0.1646
1_MACS_peak_19473_lociStitched	chr5(.):143020907-143022032	0.1837
1_MACS_peak_19474_lociStitched	chr5(.):143206175-143209025	0.1991
1_MACS_peak_19475_lociStitched	chr5(.):143548988-143550900	0.2304
1_MACS_peak_19476_lociStitched	chr5(.):143567001-143568269	0.1858
1_MACS_peak_19477_lociStitched	chr5(.):143652396-143654314	0.1907
1_MACS_peak_19478_lociStitched	chr5(.):143714636-143716016	0.1415
1_MACS_peak_19479_lociStitched	chr5(.):143753818-143754703	0.1385
1_MACS_peak_19480_lociStitched	chr5(.):143954837-143956231	0.102
1_MACS_peak_19481_lociStitched	chr5(.):144786450-144787974	0.149
1_MACS_peak_19482_lociStitched	chr5(.):145068424-145069349	0.1167
1_MACS_peak_19483_lociStitched	chr5(.):145214081-145215729	0.1966
1_MACS_peak_19484_lociStitched	chr5(.):145322746-145323812	0.1481
1_MACS_peak_19485_lociStitched	chr5(.):145355880-145356874	0.1303
1_MACS_peak_19486_lociStitched	chr5(.):145396045-145397577	0.1349
1_MACS_peak_19487_lociStitched	chr5(.):145561141-145563265	0.2431
1_MACS_peak_19488_lociStitched	chr5(.):145582161-145584137	0.1679
1_MACS_peak_19489_lociStitched	chr5(.):145826280-145828386	0.251
1_MACS_peak_19490_lociStitched	chr5(.):146256525-146257922	0.1973
1_MACS_peak_19491_lociStitched	chr5(.):146549352-146550902	0.1592
1_MACS_peak_19492_lociStitched	chr5(.):146783002-146785102	0.1918
1_MACS_peak_19493_lociStitched	chr5(.):146832540-146834308	0.1479
1_MACS_peak_19494_lociStitched	chr5(.):147114069-147116120	0.1473
1_MACS_peak_19495_lociStitched	chr5(.):147160303-147162658	0.1463
1_MACS_peak_19496_lociStitched	chr5(.):147184056-147187708	0.2078
1_MACS_peak_19497_lociStitched	chr5(.):147379058-147380815	0.1551
1_MACS_peak_19498_lociStitched	chr5(.):147406789-147407595	0.085
1_MACS_peak_19499_lociStitched	chr5(.):147414972-147415969	0.1538
1_MACS_peak_19500_lociStitched	chr5(.):147469276-147471614	0.2014
1_MACS_peak_19501_lociStitched	chr5(.):147762654-147764592	0.208
1_MACS_peak_19502_lociStitched	chr5(.):148110385-148111799	0.1706
1_MACS_peak_19503_lociStitched	chr5(.):148188079-148189823	0.1614
1_MACS_peak_19504_lociStitched	chr5(.):148204798-148215757	0.239
1_MACS_peak_19505_lociStitched	chr5(.):148232909-148233977	0.1394
2_MACS_peak_19506_lociStitched	chr5(.):148724037-148728953	0.1804
3_MACS_peak_19508_lociStitched	chr5(.):148736055-148747623	0.1791
1_MACS_peak_19511_lociStitched	chr5(.):148882721-148884340	0.1292
1_MACS_peak_19512_lociStitched	chr5(.):148928513-148932135	0.2361
1_MACS_peak_19513_lociStitched	chr5(.):148940313-148944790	0.2448
1_MACS_peak_19514_lociStitched	chr5(.):148955216-148956381	0.1449
1_MACS_peak_19515_lociStitched	chr5(.):148985246-148986607	0.3198
1_MACS_peak_19516_lociStitched	chr5(.):149109223-149112344	0.1923
2_MACS_peak_19517_lociStitched	chr5(.):149155921-149161325	0.1884
1_MACS_peak_19519_lociStitched	chr5(.):149184906-149186383	0.1809
1_MACS_peak_19520_lociStitched	chr5(.):149338810-149341329	0.2392
1_MACS_peak_19521_lociStitched	chr5(.):149379089-149381861	0.201
1_MACS_peak_19522_lociStitched	chr5(.):149399130-149402671	0.1891
1_MACS_peak_19523_lociStitched	chr5(.):149482038-149483234	0.1835
1_MACS_peak_19524_lociStitched	chr5(.):149693277-149694332	0.1487
1_MACS_peak_19525_lociStitched	chr5(.):149718378-149720013	0.2175
1_MACS_peak_19526_lociStitched	chr5(.):149736408-149738444	0.2044
1_MACS_peak_19527_lociStitched	chr5(.):149789334-149793707	0.2859
1_MACS_peak_19528_lociStitched	chr5(.):149827818-149830016	0.2499
1_MACS_peak_19529_lociStitched	chr5(.):149840627-149841637	0.1629
1_MACS_peak_19530_lociStitched	chr5(.):149855847-149857890	0.2239
2_MACS_peak_19531_lociStitched	chr5(.):149864998-149870250	0.1891
1_MACS_peak_19533_lociStitched	chr5(.):150035411-150037034	0.1089
1_MACS_peak_19534_lociStitched	chr5(.):150079217-150081524	0.1839
1_MACS_peak_19535_lociStitched	chr5(.):150137275-150139360	0.2721
1_MACS_peak_19536_lociStitched	chr5(.):150157931-150158936	0.1229
1_MACS_peak_19537_lociStitched	chr5(.):150437475-150440172	0.2004
3_MACS_peak_19538_lociStitched	chr5(.):150459552-150475647	0.1645
5_MACS_peak_19541_lociStitched	chr5(.):150513116-150538125	0.1748
3_MACS_peak_19546_lociStitched	chr5(.):150590613-150604427	0.1649
2_MACS_peak_19549_lociStitched	chr5(.):150612357-150619096	0.1755
4_MACS_peak_19551_lociStitched	chr5(.):150630255-150637828	0.1963
1_MACS_peak_19555_lociStitched	chr5(.):150826742-150828136	0.1846
1_MACS_peak_19556_lociStitched	chr5(.):151099374-151102395	0.2164
3_MACS_peak_19557_lociStitched	chr5(.):151127574-151138931	0.1544
1_MACS_peak_19560_lociStitched	chr5(.):151149559-151154033	0.1799
1_MACS_peak_19561_lociStitched	chr5(.):151981208-151982750	0.0942
2_MACS_peak_19562_lociStitched	chr5(.):152976857-152981738	0.1825
1_MACS_peak_19564_lociStitched	chr5(.):153417155-153419278	0.2495
1_MACS_peak_19565_lociStitched	chr5(.):153437078-153439984	0.2315
1_MACS_peak_19566_lociStitched	chr5(.):153568561-153571211	0.1757
2_MACS_peak_19567_lociStitched	chr5(.):153600642-153609021	0.1451
4_MACS_peak_19569_lociStitched	chr5(.):153651621-153664858	0.1516
1_MACS_peak_19573_lociStitched	chr5(.):153774051-153776188	0.2329
1_MACS_peak_19574_lociStitched	chr5(.):153823967-153826776	0.1921
1_MACS_peak_19575_lociStitched	chr5(.):154061485-154063393	0.1608
2_MACS_peak_19576_lociStitched	chr5(.):154133347-154141485	0.151
1_MACS_peak_19578_lociStitched	chr5(.):154208884-154209931	0.1232
1_MACS_peak_19579_lociStitched	chr5(.):154236413-154239918	0.1949
2_MACS_peak_19580_lociStitched	chr5(.):154316744-154321664	0.2335
1_MACS_peak_19582_lociStitched	chr5(.):154786149-154787195	0.1509
1_MACS_peak_19583_lociStitched	chr5(.):154813567-154814909	0.1436
1_MACS_peak_19584_lociStitched	chr5(.):156048379-156049763	0.1194
1_MACS_peak_19585_lociStitched	chr5(.):156252668-156253789	0.127
2_MACS_peak_19586_lociStitched	chr5(.):156306319-156311151	0.154
1_MACS_peak_19588_lociStitched	chr5(.):156320231-156321356	0.1797
1_MACS_peak_19589_lociStitched	chr5(.):156339894-156342087	0.2079
2_MACS_peak_19590_lociStitched	chr5(.):156354422-156360985	0.1445
2_MACS_peak_19592_lociStitched	chr5(.):156501352-156504482	0.1686
1_MACS_peak_19594_lociStitched	chr5(.):156535589-156537436	0.2363
1_MACS_peak_19595_lociStitched	chr5(.):156568727-156571074	0.2322
2_MACS_peak_19596_lociStitched	chr5(.):156593561-156600697	0.1418
1_MACS_peak_19598_lociStitched	chr5(.):156679484-156681054	0.2212
2_MACS_peak_19599_lociStitched	chr5(.):156692276-156701002	0.1904
1_MACS_peak_19601_lociStitched	chr5(.):156928765-156930062	0.1055
1_MACS_peak_19602_lociStitched	chr5(.):156966945-156968615	0.1954
1_MACS_peak_19603_lociStitched	chr5(.):156997955-156999328	0.2636
1_MACS_peak_19604_lociStitched	chr5(.):157078440-157079489	0.1133
1_MACS_peak_19605_lociStitched	chr5(.):157157898-157159220	0.2475
1_MACS_peak_19606_lociStitched	chr5(.):157169949-157171851	0.1425
1_MACS_peak_19607_lociStitched	chr5(.):157186386-157187280	0.1265
1_MACS_peak_19608_lociStitched	chr5(.):157254768-157256561	0.1162
2_MACS_peak_19609_lociStitched	chr5(.):157284611-157290800	0.1654
1_MACS_peak_19611_lociStitched	chr5(.):157339124-157340945	0.204
1_MACS_peak_19612_lociStitched	chr5(.):157730288-157731958	0.1625
1_MACS_peak_19613_lociStitched	chr5(.):157781759-157782918	0.1687
1_MACS_peak_19614_lociStitched	chr5(.):157825014-157826670	0.1832
2_MACS_peak_19615_lociStitched	chr5(.):157856855-157863094	0.1322
1_MACS_peak_19617_lociStitched	chr5(.):158525763-158526625	0.0948
1_MACS_peak_19618_lociStitched	chr5(.):158547206-158548348	0.1861
1_MACS_peak_19619_lociStitched	chr5(.):158633779-158637534	0.1764
1_MACS_peak_19620_lociStitched	chr5(.):158689403-158691232	0.2153
1_MACS_peak_19621_lociStitched	chr5(.):158729153-158730046	0.0719
4_MACS_peak_19622_lociStitched	chr5(.):158758142-158777997	0.143
1_MACS_peak_19626_lociStitched	chr5(.):158812381-158813437	0.1108
1_MACS_peak_19627_lociStitched	chr5(.):158883289-158885487	0.2355
1_MACS_peak_19628_lociStitched	chr5(.):158931380-158932614	0.1224
1_MACS_peak_19629_lociStitched	chr5(.):159199701-159201346	0.185
1_MACS_peak_19630_lociStitched	chr5(.):159252460-159254651	0.1729
1_MACS_peak_19631_lociStitched	chr5(.):159413397-159414989	0.2277
1_MACS_peak_19632_lociStitched	chr5(.):159435698-159437290	0.2572
1_MACS_peak_19633_lociStitched	chr5(.):159545161-159547371	0.2451
1_MACS_peak_19634_lociStitched	chr5(.):159586521-159588543	0.2258
1_MACS_peak_19635_lociStitched	chr5(.):159826031-159827851	0.1636
2_MACS_peak_19636_lociStitched	chr5(.):159845139-159849637	0.1782
1_MACS_peak_19638_lociStitched	chr5(.):159865456-159866970	0.2523
2_MACS_peak_19639_lociStitched	chr5(.):159893296-159898465	0.1697
1_MACS_peak_19641_lociStitched	chr5(.):159953369-159954798	0.1549
1_MACS_peak_19642_lociStitched	chr5(.):160173912-160176819	0.1649
1_MACS_peak_19643_lociStitched	chr5(.):160737868-160739180	0.1717
1_MACS_peak_19644_lociStitched	chr5(.):162521142-162523172	0.1555
2_MACS_peak_19645_lociStitched	chr5(.):162598890-162603770	0.162
1_MACS_peak_19647_lociStitched	chr5(.):162615637-162618684	0.188
2_MACS_peak_19648_lociStitched	chr5(.):162737424-162741019	0.1127
1_MACS_peak_19650_lociStitched	chr5(.):162863679-162865710	0.1678
1_MACS_peak_19651_lociStitched	chr5(.):162885719-162889682	0.1869
1_MACS_peak_19652_lociStitched	chr5(.):162929504-162934391	0.2115
1_MACS_peak_19653_lociStitched	chr5(.):163342197-163344238	0.1303
1_MACS_peak_19654_lociStitched	chr5(.):163546559-163547519	0.1097
1_MACS_peak_19655_lociStitched	chr5(.):164168257-164170084	0.2358
1_MACS_peak_19656_lociStitched	chr5(.):164787140-164789216	0.1926
1_MACS_peak_19657_lociStitched	chr5(.):166887279-166888441	0.1043
1_MACS_peak_19658_lociStitched	chr5(.):167600711-167601993	0.2793
1_MACS_peak_19659_lociStitched	chr5(.):167610672-167612130	0.1371
1_MACS_peak_19660_lociStitched	chr5(.):167718040-167720150	0.138
1_MACS_peak_19661_lociStitched	chr5(.):167755078-167757003	0.204
1_MACS_peak_19662_lociStitched	chr5(.):167835035-167838013	0.1553
2_MACS_peak_19663_lociStitched	chr5(.):167907612-167914497	0.1546
2_MACS_peak_19665_lociStitched	chr5(.):168004845-168011512	0.1628
1_MACS_peak_19667_lociStitched	chr5(.):168521728-168522789	0.2003
1_MACS_peak_19668_lociStitched	chr5(.):168553789-168554963	0.1173
1_MACS_peak_19669_lociStitched	chr5(.):169010003-169011960	0.1797
1_MACS_peak_19670_lociStitched	chr5(.):169063524-169065688	0.1978
2_MACS_peak_19671_lociStitched	chr5(.):169680742-169690215	0.12
2_MACS_peak_19673_lociStitched	chr5(.):169703447-169708541	0.2
1_MACS_peak_19675_lociStitched	chr5(.):169723161-169725500	0.2737
2_MACS_peak_19676_lociStitched	chr5(.):169757424-169761033	0.1943
1_MACS_peak_19678_lociStitched	chr5(.):170270709-170272516	0.1328
1_MACS_peak_19679_lociStitched	chr5(.):170302291-170303875	0.2057
1_MACS_peak_19680_lociStitched	chr5(.):170794190-170795713	0.2207
1_MACS_peak_19681_lociStitched	chr5(.):170813576-170816525	0.1875
1_MACS_peak_19682_lociStitched	chr5(.):171056827-171058530	0.1859
1_MACS_peak_19683_lociStitched	chr5(.):171086809-171088228	0.1675
1_MACS_peak_19684_lociStitched	chr5(.):171169566-171170946	0.2139
1_MACS_peak_19685_lociStitched	chr5(.):171431915-171435027	0.2802
1_MACS_peak_19686_lociStitched	chr5(.):171493165-171494288	0.1694
1_MACS_peak_19687_lociStitched	chr5(.):171537538-171539168	0.1919
1_MACS_peak_19688_lociStitched	chr5(.):171577132-171578564	0.1612
3_MACS_peak_19689_lociStitched	chr5(.):171601010-171616091	0.179
1_MACS_peak_19692_lociStitched	chr5(.):171650318-171652181	0.0979
1_MACS_peak_19693_lociStitched	chr5(.):171709852-171711149	0.0975
1_MACS_peak_19694_lociStitched	chr5(.):172067343-172068518	0.0826
1_MACS_peak_19695_lociStitched	chr5(.):172123909-172124958	0.2207
3_MACS_peak_19696_lociStitched	chr5(.):172191500-172205375	0.172
1_MACS_peak_19699_lociStitched	chr5(.):172233886-172234989	0.1401
1_MACS_peak_19700_lociStitched	chr5(.):172260424-172265676	0.2049
1_MACS_peak_19701_lociStitched	chr5(.):172385226-172387630	0.2893
1_MACS_peak_19702_lociStitched	chr5(.):172410126-172412379	0.2429
1_MACS_peak_19703_lociStitched	chr5(.):172427692-172429368	0.1382
2_MACS_peak_19704_lociStitched	chr5(.):172455796-172464817	0.1403
1_MACS_peak_19706_lociStitched	chr5(.):172482179-172485485	0.2224
1_MACS_peak_19707_lociStitched	chr5(.):172571081-172572664	0.2314
1_MACS_peak_19708_lociStitched	chr5(.):172964054-172965084	0.1686
1_MACS_peak_19709_lociStitched	chr5(.):173042437-173044641	0.2616
1_MACS_peak_19710_lociStitched	chr5(.):173107088-173108068	0.2033
1_MACS_peak_19711_lociStitched	chr5(.):173168757-173174359	0.219
1_MACS_peak_19712_lociStitched	chr5(.):173216508-173218705	0.1611
1_MACS_peak_19713_lociStitched	chr5(.):173247628-173250061	0.2085
7_MACS_peak_19714_lociStitched	chr5(.):173310005-173357116	0.147
1_MACS_peak_19721_lociStitched	chr5(.):173381241-173382771	0.145
1_MACS_peak_19722_lociStitched	chr5(.):173399942-173400846	0.2428
3_MACS_peak_19723_lociStitched	chr5(.):173490932-173499650	0.1355
1_MACS_peak_19726_lociStitched	chr5(.):173578108-173579646	0.2287
2_MACS_peak_19727_lociStitched	chr5(.):173696782-173709856	0.1737
2_MACS_peak_19729_lociStitched	chr5(.):173722591-173728502	0.1633
1_MACS_peak_19731_lociStitched	chr5(.):174904988-174906971	0.1877
1_MACS_peak_19732_lociStitched	chr5(.):174984321-174985414	0.1383
1_MACS_peak_19733_lociStitched	chr5(.):175076804-175086516	0.1655
1_MACS_peak_19734_lociStitched	chr5(.):175341743-175343039	0.1351
1_MACS_peak_19735_lociStitched	chr5(.):175394318-175395956	0.2512
1_MACS_peak_19736_lociStitched	chr5(.):175602629-175604513	0.2707
1_MACS_peak_19737_lociStitched	chr5(.):175664758-175666876	0.1027
1_MACS_peak_19738_lociStitched	chr5(.):175787846-175789345	0.2306
1_MACS_peak_19739_lociStitched	chr5(.):175814117-175817225	0.2784
1_MACS_peak_19740_lociStitched	chr5(.):175832936-175835200	0.2206
