REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_1778_lociStitched	chr1	145500561	145517763	3	8667	30007.1688	496	1	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	RBM8A	1.7338	496	1
1_MACS_peak_17502_lociStitched	chr2	47208637	47215353	1	6717	30003.0584	497	1	TTC7A	MCFD2	MCFD2	MCFD2	0.4667	497	1
5_MACS_peak_7848_lociStitched	chr12	92578092	92605412	5	12254	29970.04	498	1		BTG1	BTG1	BTG1	1.491	498	1
1_MACS_peak_15078_lociStitched	chr18	49917364	49924743	1	7380	29921.845	499	1	DCC		DCC	DCC	0.0871	499	1
3_MACS_peak_13751_lociStitched	chr17	40758675	40773056	3	9690	29916.7943	500	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	PSMC3IP	1.2482	500	1
2_MACS_peak_2190_lociStitched	chr1	161007255	161017424	2	6380	29904.9952	501	1	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	USF1	1.853	501	1
1_MACS_peak_3076_lociStitched	chr1	226308520	226317334	1	8815	29743.7244	502	1			ACBD3	ACBD3	NONE	502	1
3_MACS_peak_19961_lociStitched	chr20	34192758	34208231	3	13505	29694.2343	503	1	SPAG4,FER1L4	CPNE1	SPAG4	SPAG4	1.6231	503	1
2_MACS_peak_32347_lociStitched	chr8	98606797	98616131	2	9114	29627.0494	504	1		MTDH	MTDH	MTDH	0.9998	504	1
1_MACS_peak_3628_lociStitched	chr10	17268315	17275644	1	7330	29610.6258	505	1	VIM	TRDMT1	VIM	VIM	1.6077	505	1
3_MACS_peak_5900_lociStitched	chr11	67029868	67047150	3	9494	29557.4046	506	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.6439	506	1
1_MACS_peak_16574_lociStitched	chr19	47728516	47736494	1	7979	29442.0112	507	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.3928	507	1
6_MACS_peak_12573_lociStitched	chr16	67998507	68028402	6	16790	29377.8165	508	1	SLC12A4,DPEP3,DPEP2	DUS2L,CTRL,PSMB10,LCAT,SLC12A4,DDX28	DPEP3	PSMB10	0.973	508	1
2_MACS_peak_17073_lociStitched	chr2	11637129	11648970	2	11785	29364.4959	509	1		GREB1,E2F6	GREB1	E2F6	0.2036	509	1
1_MACS_peak_12733_lociStitched	chr16	79628497	79637116	1	8620	29361.4854	510	1	MAF		MAF	MAF	1.7722	510	1
1_MACS_peak_20392_lociStitched	chr20	56252783	56259307	1	6525	29356.0428	511	1	PMEPA1		PMEPA1	PMEPA1	0.5666	511	1
3_MACS_peak_27905_lociStitched	chr6	31618957	31634985	3	10996	29336.0484	512	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	1.4109	512	1
2_MACS_peak_25363_lociStitched	chr4	185201124	185210090	2	8211	29291.0254	513	1			ENPP6	ENPP6	NONE	513	1
3_MACS_peak_19966_lociStitched	chr20	34323450	34333059	3	7720	29290.1538	514	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.7858	514	1
4_MACS_peak_10017_lociStitched	chr14	91782037	91802384	4	16062	29271.1942	515	1	CCDC88C		GPR68	GPR68	NONE	515	1
4_MACS_peak_8873_lociStitched	chr13	53424015	53447112	4	11978	29166.8916	516	1		MIR759,PCDH8	PCDH8	PCDH8	0.7538	516	1
1_MACS_peak_35412_lociStitched	chrX	123092685	123098920	1	6236	29166.083	517	1	STAG2		STAG2	STAG2	0.3002	517	1
6_MACS_peak_12448_lociStitched	chr16	57823826	57851095	6	13975	29074.2078	518	1	KIFC3		KIFC3	KIFC3	0.4462	518	1
4_MACS_peak_21069_lociStitched	chr22	23470126	23485006	4	9725	29059.152	519	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.8652	519	1
1_MACS_peak_25377_lociStitched	chr4	185391583	185398452	1	6870	28975.5027	520	1	IRF2		IRF2	IRF2	0.9866	520	1
1_MACS_peak_2815_lociStitched	chr1	206131564	206140124	1	8561	28960.192	521	1	FAM72A		FAM72A	FAM72A	1.0935	521	1
2_MACS_peak_23894_lociStitched	chr4	1901158	1928142	2	24979	28959.2288	522	1	WHSC1	SCARNA22,LETM1	WHSC1	WHSC1	0.3625	522	1
1_MACS_peak_16484_lociStitched	chr19	45249869	45259198	1	9330	28939.4909	523	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.407	523	1
1_MACS_peak_29254_lociStitched	chr6	157097690	157105861	1	8172	28898.3757	524	1	ARID1B		ARID1B	ARID1B	0.1855	524	1
1_MACS_peak_34327_lociStitched	chr9	134126600	134133762	1	7163	28871.4544	525	1	FAM78A	PPAPDC3	FAM78A	FAM78A	1.7984	525	1
2_MACS_peak_15059_lociStitched	chr18	48718583	48725588	2	6991	28850.793	526	1	MEX3C		MEX3C	MEX3C	1.0103	526	1
3_MACS_peak_31624_lociStitched	chr8	29197241	29214049	3	10200	28847.5704	527	1	DUSP4		DUSP4	DUSP4	1.2763	527	1
2_MACS_peak_15439_lociStitched	chr19	2609627	2623551	2	8228	28837.9964	528	1	GNG7		GNG7	GNG7	0.3989	528	1
3_MACS_peak_15728_lociStitched	chr19	11198578	11210984	3	10681	28796.8072	529	1	LDLR		LDLR	LDLR	0.6369	529	1
3_MACS_peak_27710_lociStitched	chr6	26155173	26174669	3	11712	28781.9448	530	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	2.5337	530	1
3_MACS_peak_6460_lociStitched	chr11	114029464	114046708	3	13896	28762.992	531	1	ZBTB16		ZBTB16	ZBTB16	0.3538	531	1
1_MACS_peak_34328_lociStitched	chr9	134147266	134153899	1	6634	28716.9102	532	1	FAM78A	PPAPDC3	FAM78A	FAM78A	1.7984	532	1
3_MACS_peak_1900_lociStitched	chr1	150967720	150982980	3	11070	28649.124	533	1	ANXA9,PRUNE,FAM63A	BNIPL,C1orf56,MLLT11,LASS2,CDC42SE1	FAM63A	MLLT11	2.0071	533	1
1_MACS_peak_2703_lociStitched	chr1	200853021	200863158	1	10138	28640.0661	534	1	C1orf106	GPR25,C1orf106	C1orf106	GPR25	1.2628	534	1
3_MACS_peak_21771_lociStitched	chr3	13366605	13378297	3	11451	28611.4932	535	1	NUP210		NUP210	NUP210	0.4207	535	1
3_MACS_peak_20684_lociStitched	chr21	34574199	34591797	3	11622	28547.4756	536	1		IFNAR2,IL10RB,C21orf54	IFNAR2	IFNAR2	1.3558	536	1
2_MACS_peak_28223_lociStitched	chr6	45671642	45684986	2	12373	28505.4528	537	1			RUNX2	RUNX2	1.0923	537	1
2_MACS_peak_6147_lociStitched	chr11	82771565	82785073	2	9670	28492.4244	538	1	RAB30	SNORA70E	RAB30	RAB30	0.4618	538	1
5_MACS_peak_18195_lociStitched	chr2	112219215	112242290	5	17776	28421.4775	539	1	LOC541471		LOC541471	LOC541471	0.6511	539	1
6_MACS_peak_22121_lociStitched	chr3	46317590	46341863	6	21036	28399.41	540	1		CCR3	CCR3	CCR3	0.0599	540	1
2_MACS_peak_30870_lociStitched	chr7	128572420	128582395	2	7210	28369.8975	541	1	IRF5	KCP	IRF5	IRF5	1.3502	541	1
1_MACS_peak_6702_lociStitched	chr11	128561816	128567775	1	5960	28362.4564	542	1	FLI1		FLI1	FLI1	1.0658	542	1
2_MACS_peak_18745_lociStitched	chr2	173414571	173428254	2	10021	28316.9685	543	1	PDK1		PDK1	PDK1	1.2378	543	1
1_MACS_peak_28421_lociStitched	chr6	74223996	74234498	1	10503	28315.4924	544	1	EEF1A1		EEF1A1	EEF1A1	1.8879	544	1
4_MACS_peak_27637_lociStitched	chr6	20400923	20417341	4	11645	28312.841	545	1	E2F3		E2F3	E2F3	0.3243	545	1
1_MACS_peak_2323_lociStitched	chr1	167902905	167908292	1	5388	28293.0627	546	1	DCAF6,BRP44	ADCY10	DCAF6	DCAF6	0.2906	546	1
1_MACS_peak_13672_lociStitched	chr17	37924733	37937774	1	13042	28227.2445	547	1	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.3939	547	1
2_MACS_peak_15012_lociStitched	chr18	46354220	46362646	2	6158	28226.2574	548	1	KIAA0427		SMAD7	SMAD7	2.9711	548	1
7_MACS_peak_5255_lociStitched	chr11	16957028	16995563	7	16151	28165.2315	549	1	PLEKHA7		PLEKHA7	PLEKHA7	0.2425	549	1
1_MACS_peak_34893_lociStitched	chrX	48767962	48781077	1	13116	28161.8395	550	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.7787	550	1
1_MACS_peak_15051_lociStitched	chr18	48403931	48410266	1	6336	28143.2375	551	1	ME2		ME2	ME2	0.4444	551	1
1_MACS_peak_22674_lociStitched	chr3	99821084	99827757	1	6674	28134.0353	552	1	C3orf26,FILIP1L	C3orf26	FILIP1L	FILIP1L	0.2044	552	1
4_MACS_peak_14418_lociStitched	chr17	75130795	75144409	4	11995	28123.8012	553	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.8368	553	1
2_MACS_peak_31564_lociStitched	chr8	26428255	26438001	2	8593	28075.3022	554	1	DPYSL2		DPYSL2	DPYSL2	0.3077	554	1
2_MACS_peak_8252_lociStitched	chr12	120965903	120979411	2	10508	27977.7696	555	1	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.5822	555	1
2_MACS_peak_34416_lociStitched	chr9	139000575	139011919	2	6181	27967.4976	556	1	C9orf69	NACC2	C9orf69	C9orf69	1.8622	556	1
3_MACS_peak_19894_lociStitched	chr20	32250392	32263192	3	9407	27959.04	557	1	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	1.6599	557	1
7_MACS_peak_20735_lociStitched	chr21	36577795	36608850	7	18184	27949.5	558	1			RUNX1	RUNX1	0.3467	558	1
8_MACS_peak_20867_lociStitched	chr21	45552272	45577944	8	15966	27918.3	559	1	C21orf33	PWP2	C21orf33	C21orf33	0.8064	559	1
1_MACS_peak_32404_lociStitched	chr8	101961195	101966649	1	5455	27914.1174	560	1	YWHAZ		YWHAZ	YWHAZ	0.716	560	1
1_MACS_peak_2702_lociStitched	chr1	200833766	200841891	1	8126	27912.625	561	1		GPR25,C1orf106	GPR25	GPR25	1.2628	561	1
1_MACS_peak_15155_lociStitched	chr18	56806379	56813189	1	6811	27839.28	562	1	SEC11C		SEC11C	SEC11C	1.0469	562	1
3_MACS_peak_18941_lociStitched	chr2	191321840	191335479	3	11527	27812.6488	563	1	MFSD6		MFSD6	MFSD6	0.4318	563	1
2_MACS_peak_6053_lociStitched	chr11	74659112	74669465	2	10351	27743.9694	564	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.7796	564	1
1_MACS_peak_1742_lociStitched	chr1	143741194	143745778	1	4585	27697.4448	565	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.6615	565	1
9_MACS_peak_28211_lociStitched	chr6	45506022	45530435	9	22025	27689.2246	566	1	RUNX2		RUNX2	RUNX2	1.0923	566	1
4_MACS_peak_31374_lociStitched	chr8	11717569	11740331	4	12384	27680.8682	567	1	CTSB		CTSB	CTSB	0.3173	567	1
3_MACS_peak_32912_lociStitched	chr8	145009350	145028231	3	13682	27653.1126	568	1	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.7192	568	1
5_MACS_peak_34494_lociStitched	chr9	141090494	141121955	5	18165	27647.9268	569	1	FAM157B	TUBBP5	FAM157B	FAM157B	0.3923	569	1
4_MACS_peak_2793_lociStitched	chr1	205242649	205264237	4	9228	27632.64	570	1		TMCC2,NUAK2	NUAK2	NUAK2	0.2293	570	1
6_MACS_peak_12030_lociStitched	chr16	22195001	22219614	6	15119	27630.5538	571	1	EEF2K		EEF2K	EEF2K	0.1101	571	1
2_MACS_peak_5837_lociStitched	chr11	65654648	65668504	2	9785	27627.4784	572	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,TSGA10IP,CFL1,EFEMP2,C11orf68	CCDC85B	CCDC85B	2.1432	572	1
5_MACS_peak_722_lociStitched	chr1	36848691	36868070	5	10878	27558.8759	573	1	STK40,LSM10	OSCP1	LSM10	LSM10	0.6275	573	1
2_MACS_peak_32386_lociStitched	chr8	101309495	101323752	2	11364	27551.6525	574	1	RNF19A		RNF19A	RNF19A	0.6649	574	1
7_MACS_peak_29761_lociStitched	chr7	32766500	32798525	7	20342	27522.285	575	1	LOC441208,MIR550A2,LOC401321	DPY19L1P1	MIR550A2	MIR550A2	1.5157	575	1
3_MACS_peak_31554_lociStitched	chr8	26148180	26170682	3	11656	27510.9452	576	1	PPP2R2A		PPP2R2A	PPP2R2A	0.4233	576	1
2_MACS_peak_33419_lociStitched	chr9	44989210	44997491	2	6433	27506.9977	577	1	FAM27C		FAM27C	FAM27C	2.3927	577	1
2_MACS_peak_5945_lociStitched	chr11	68032252	68041694	2	7850	27476.22	578	1	C11orf24	LRP5	C11orf24	C11orf24	1.387	578	1
7_MACS_peak_27063_lociStitched	chr5	156333603	156361722	7	15756	27475.0749	579	1	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.3338	579	1
4_MACS_peak_15579_lociStitched	chr19	6765919	6783371	4	11005	27471.1932	580	1	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	1.3637	580	1
3_MACS_peak_21942_lociStitched	chr3	31473437	31504054	3	21882	27451.2022	581	1			STT3B	STT3B	NONE	581	1
2_MACS_peak_16301_lociStitched	chr19	39338198	39348938	2	7979	27423.516	582	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.1588	582	1
2_MACS_peak_14449_lociStitched	chr17	76163902	76173444	2	8972	27393.1736	583	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	TMC8	2.1304	583	1
1_MACS_peak_30889_lociStitched	chr7	129587995	129593140	1	5146	27377.574	584	1	UBE2H		UBE2H	UBE2H	0.2794	584	1
2_MACS_peak_35168_lociStitched	chrX	81333360	81359550	2	20918	27358.074	585	1			HMGN5	HMGN5	NONE	585	1
3_MACS_peak_2192_lociStitched	chr1	161029128	161041371	3	9114	27344.7405	586	1	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	USF1	1.853	586	1
4_MACS_peak_21420_lociStitched	chr22	39911215	39929543	4	12324	27328.8808	587	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.2473	587	1
2_MACS_peak_3177_lociStitched	chr1	230238595	230249364	2	10568	27314.4916	588	1	GALNT2		GALNT2	GALNT2	0.368	588	1
1_MACS_peak_2671_lociStitched	chr1	197739999	197748602	1	8604	27305.922	589	1	DENND1B		DENND1B	DENND1B	0.1702	589	1
1_MACS_peak_15264_lociStitched	chr18	72918681	72924772	1	6092	27255.3977	590	1	TSHZ1,ZADH2		ZADH2	ZADH2	1.2838	590	1
1_MACS_peak_32376_lociStitched	chr8	100870922	100881881	1	10960	27236.4027	591	1	VPS13B	COX6C	COX6C	COX6C	0.4052	591	1
1_MACS_peak_30644_lociStitched	chr7	104765636	104773343	1	7708	27201.0858	592	1	SRPK2		MLL5	MLL5	0.5322	592	1
4_MACS_peak_17016_lociStitched	chr2	8651000	8666862	4	14787	27155.744	593	1			ID2	ID2	NONE	593	1
6_MACS_peak_13549_lociStitched	chr17	32688752	32719097	6	20105	27155.7405	594	1	CCL1	CCL8,CCL13	CCL1	CCL1	0.2434	594	1
2_MACS_peak_15350_lociStitched	chr19	1018228	1029843	2	8017	27130.317	595	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	CNN2	1.574	595	1
1_MACS_peak_1770_lociStitched	chr1	145207544	145213839	1	6296	27108.1585	596	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.6038	596	1
1_MACS_peak_33675_lociStitched	chr9	88961732	88970445	1	8714	27104.4004	597	1	ZCCHC6		ZCCHC6	ZCCHC6	0.5605	597	1
2_MACS_peak_17515_lociStitched	chr2	47744550	47755356	2	10646	27093.8838	598	1	KCNK12		KCNK12	KCNK12	0.5552	598	1
3_MACS_peak_27225_lociStitched	chr5	173163295	173177972	3	9755	27092.2743	599	1			BOD1	BOD1	NONE	599	1
2_MACS_peak_33501_lociStitched	chr9	70486750	70498369	2	9856	27086.2128	600	1	CBWD5,CBWD3		CBWD5	CBWD5	0.2126	600	1
1_MACS_peak_15599_lociStitched	chr19	7399437	7406961	1	7525	26968.2732	601	1			ARHGEF18	ARHGEF18	NONE	601	1
2_MACS_peak_5714_lociStitched	chr11	62597804	62610798	2	8987	26914.4722	602	1	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	SNORD26	1.7206	602	1
1_MACS_peak_7355_lociStitched	chr12	49758970	49765961	1	6992	26913.2527	603	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.2329	603	1
3_MACS_peak_19912_lociStitched	chr20	32460670	32473988	3	8349	26874.3922	604	1			CHMP4B	CHMP4B	1.1045	604	1
5_MACS_peak_35028_lociStitched	chrX	64905295	64927044	5	19182	26794.768	605	1	MSN		MSN	MSN	0.5671	605	1
1_MACS_peak_30055_lociStitched	chr7	56164115	56175085	1	10971	26788.74	606	1	CHCHD2	CCT6A,SNORA15,SUMF2,PSPH,PHKG1,LOC389493	CHCHD2	CHCHD2	1.8254	606	1
1_MACS_peak_23142_lociStitched	chr3	135909126	135917400	1	8275	26773.8366	607	1	MSL2		MSL2	MSL2	0.5434	607	1
3_MACS_peak_11335_lociStitched	chr15	86231598	86251644	3	12598	26755.3962	608	1	AKAP13		AKAP13	AKAP13	0.185	608	1
2_MACS_peak_5438_lociStitched	chr11	35183770	35196461	2	9068	26637.1399	609	1	CD44		CD44	CD44	0.6191	609	1
1_MACS_peak_13436_lociStitched	chr17	27045829	27056643	1	10815	26606.7656	610	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.4116	610	1
2_MACS_peak_22119_lociStitched	chr3	46245786	46257611	2	10234	26583.7825	611	1	CCR1	CCR3	CCR1	CCR1	1.2129	611	1
3_MACS_peak_33743_lociStitched	chr9	94180181	94195888	3	13666	26543.2593	612	1	NFIL3		NFIL3	NFIL3	0.8919	612	1
3_MACS_peak_28130_lociStitched	chr6	42737679	42752609	3	8551	26494.778	613	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.2926	613	1
1_MACS_peak_5970_lociStitched	chr11	69452699	69459344	1	6646	26490.957	614	1	CCND1	ORAOV1	CCND1	CCND1	1.1737	614	1
6_MACS_peak_13585_lociStitched	chr17	34409157	34431729	6	12364	26467.9272	615	1	CCL4,CCL3	CCL18	CCL3	CCL3	1.8449	615	1
3_MACS_peak_1866_lociStitched	chr1	149897513	149912679	3	9690	26454.0538	616	1	SF3B4,MTMR11,OTUD7B	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A	MTMR11	HIST2H2AC	5.3127	616	1
3_MACS_peak_14369_lociStitched	chr17	73859689	73875761	3	8672	26391.8312	617	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.3387	617	1
3_MACS_peak_8783_lociStitched	chr13	49060747	49071683	3	10885	26377.632	618	1	RCBTB2	LPAR6	RCBTB2	RCBTB2	1.4397	618	1
2_MACS_peak_7980_lociStitched	chr12	104318560	104330477	2	11833	26356.8289	619	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	MIR3652	MIR3652	2.511	619	1
1_MACS_peak_8239_lociStitched	chr12	120628210	120640531	1	12322	26355.8511	620	1	GCN1L1,RPLP0	PXN	GCN1L1	GCN1L1	0.4467	620	1
1_MACS_peak_6741_lociStitched	chr11	130695551	130705961	1	10411	26323.767	621	1			SNX19	SNX19	NONE	621	1
2_MACS_peak_26745_lociStitched	chr5	137898322	137912304	2	10205	26252.6032	622	1	HSPA9	ETF1,SNORD63	HSPA9	HSPA9	0.9427	622	1
2_MACS_peak_12900_lociStitched	chr16	88867658	88879854	2	8578	26220.1804	623	1	CDT1,APRT	TRAPPC2L,FAM38A,GALNS	CDT1	CDT1	1.7104	623	1
1_MACS_peak_1772_lociStitched	chr1	145394919	145400505	1	5587	26219.0082	624	1		HFE2,TXNIP	HFE2	TXNIP	2.8958	624	1
2_MACS_peak_13297_lociStitched	chr17	17793999	17805533	2	9936	26193.714	625	1	TOM1L2		SREBF1	SREBF1	1.0221	625	1
3_MACS_peak_1562_lociStitched	chr1	111325386	111338169	3	9566	26182.1406	626	1			CD53	CD53	0.5427	626	1
2_MACS_peak_1720_lociStitched	chr1	120832140	120840644	2	8461	26170.2096	627	1	FAM72B		FAM72B	FAM72B	0.9881	627	1
4_MACS_peak_17511_lociStitched	chr2	47713004	47737410	4	14950	26168.1132	628	1			KCNK12	KCNK12	0.5552	628	1
1_MACS_peak_23003_lociStitched	chr3	126626567	126637924	1	11358	26165.3923	629	1	CHCHD6		PLXNA1	PLXNA1	NONE	629	1
3_MACS_peak_21626_lociStitched	chr22	50906602	50921679	3	10943	26160.1027	630	1	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	ODF3B	2.6272	630	1
4_MACS_peak_13955_lociStitched	chr17	47463375	47475963	4	8813	26147.7936	631	1		ZNF652,PHB	PHB	ZNF652	0.3861	631	1
1_MACS_peak_6528_lociStitched	chr11	118658768	118663274	1	4507	26116.3254	632	1	DDX6		DDX6	DDX6	0.6005	632	1
4_MACS_peak_10477_lociStitched	chr15	31518178	31538240	4	10678	26112.6992	633	1			KLF13	KLF13	1.6524	633	1
1_MACS_peak_2307_lociStitched	chr1	167187821	167192698	1	4878	26104.6302	634	1	POU2F1		POU2F1	POU2F1	0.247	634	1
1_MACS_peak_27356_lociStitched	chr5	180667017	180676427	1	9411	26099.576	635	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	GNB2L1	1.5751	635	1
3_MACS_peak_31111_lociStitched	chr7	150100203	150113287	3	7538	26093.4212	636	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	LOC728743	1.5794	636	1
5_MACS_peak_23367_lociStitched	chr3	156381000	156405461	5	17170	26072.9799	637	1	TIPARP,LOC100287227		LOC100287227	LOC100287227	1.1805	637	1
4_MACS_peak_20205_lociStitched	chr20	46114386	46132928	4	11201	26068.1978	638	1	NCOA3		NCOA3	NCOA3	0.2161	638	1
1_MACS_peak_18948_lociStitched	chr2	191744222	191752867	1	8646	26047.385	639	1	GLS		GLS	GLS	0.3622	639	1
1_MACS_peak_31732_lociStitched	chr8	38236744	38245176	1	8433	26026.2112	640	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.3413	640	1
1_MACS_peak_30000_lociStitched	chr7	50343019	50353340	1	10322	26012.0163	641	1	IKZF1		IKZF1	IKZF1	0.2211	641	1
6_MACS_peak_34154_lociStitched	chr9	126959468	126986257	6	13845	26004.0823	642	1		NEK6	NEK6	NEK6	0.2171	642	1
2_MACS_peak_19854_lociStitched	chr20	30918700	30926750	2	7972	25993.45	643	1	KIF3B	ASXL1	ASXL1	ASXL1	0.6499	643	1
1_MACS_peak_32814_lociStitched	chr8	134579223	134586595	1	7373	25984.0884	644	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4824	644	1
2_MACS_peak_27796_lociStitched	chr6	27857127	27871817	2	10894	25977.796	645	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	2.2493	645	1
2_MACS_peak_14577_lociStitched	chr17	80405776	80417975	2	8132	25966.7914	646	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.8642	646	1
1_MACS_peak_32067_lociStitched	chr8	71312894	71317717	1	4824	25938.5763	647	1	NCOA2		NCOA2	NCOA2	0.2541	647	1
3_MACS_peak_2319_lociStitched	chr1	167674847	167693023	3	8993	25924.4288	648	1	RCSD1,MPZL1		MPZL1	MPZL1	0.2051	648	1
2_MACS_peak_32616_lociStitched	chr8	120879402	120890462	2	6546	25902.52	649	1	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	0.7129	649	1
1_MACS_peak_2094_lociStitched	chr1	156735493	156741219	1	5727	25862.0516	650	1	PRCC	C1orf66,NTRK1,ISG20L2,MRPL24,HDGF,SH2D2A	PRCC	HDGF	4.9812	650	1
2_MACS_peak_331_lociStitched	chr1	17221283	17233185	2	7006	25853.5244	651	1		CROCC	CROCC	CROCC	0.068	651	1
3_MACS_peak_20005_lociStitched	chr20	35698603	35710901	3	7880	25840.5576	652	1	RBL1		RBL1	RBL1	0.4363	652	1
1_MACS_peak_15418_lociStitched	chr19	2234685	2242199	1	7515	25836.1376	653	1	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	MIR1227	2.0078	653	1
1_MACS_peak_2047_lociStitched	chr1	155656192	155660517	1	4326	25770.945	654	1	DAP3,YY1AP1	YY1AP1	YY1AP1	YY1AP1	0.7692	654	1
4_MACS_peak_23055_lociStitched	chr3	129026692	129048580	4	14334	25762.176	655	1	C3orf47,H1FX	C3orf37	H1FX	H1FX	1.7197	655	1
3_MACS_peak_1000_lociStitched	chr1	52032198	52045128	3	9980	25746.216	656	1		OSBPL9,EPS15	OSBPL9	OSBPL9	0.1272	656	1
1_MACS_peak_6720_lociStitched	chr11	129870915	129874645	1	3731	25743.714	657	1	NCRNA00167,PRDM10		PRDM10	PRDM10	0.3439	657	1
1_MACS_peak_9689_lociStitched	chr14	63936413	63951994	1	15582	25711.7662	658	1	PPP2R5E		PPP2R5E	PPP2R5E	0.2157	658	1
3_MACS_peak_4965_lociStitched	chr10	135201186	135215911	3	9670	25665.675	659	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5873	659	1
2_MACS_peak_2399_lociStitched	chr1	174957051	174971542	2	8669	25665.0101	660	1	CACYBP	MRPS14	CACYBP	CACYBP	0.7996	660	1
1_MACS_peak_14957_lociStitched	chr18	42336058	42343071	1	7014	25645.1384	661	1	SETBP1		SETBP1	SETBP1	0.8908	661	1
1_MACS_peak_2092_lociStitched	chr1	156693357	156700062	1	6706	25638.579	662	1	C1orf66,ISG20L2	PRCC,NES,CRABP2,MRPL24,HDGF	ISG20L2	NES	5.3923	662	1
1_MACS_peak_27207_lociStitched	chr5	172260363	172266211	1	5849	25583.8304	663	1	ERGIC1		ERGIC1	ERGIC1	0.2681	663	1
1_MACS_peak_11471_lociStitched	chr15	93423610	93431898	1	8289	25573.4528	664	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	2.0312	664	1
3_MACS_peak_28318_lociStitched	chr6	56621254	56638598	3	15295	25525.1648	665	1			DST	DST	NONE	665	1
