#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch
1_MACS_peak_30904_lociStitched	chr7	130788981	130796236	1	7256	22083.4945	1107	1
1_MACS_peak_29856_lociStitched	chr7	39987357	39994461	1	7105	22625.5296	1113	1
1_MACS_peak_7144_lociStitched	chr12	31737600	31744661	1	7062	22749.8359	1115	1
1_MACS_peak_26156_lociStitched	chr5	76031200	76038764	1	7565	20049.8948	1116	1
1_MACS_peak_6150_lociStitched	chr11	82866498	82874061	1	7564	19874.0514	1119	1
1_MACS_peak_23318_lociStitched	chr3	152015013	152022869	1	7857	17993.3824	1121	1
2_MACS_peak_28280_lociStitched	chr6	52393003	52404080	2	7438	20541.1888	1122	1
2_MACS_peak_27506_lociStitched	chr6	10403479	10414979	2	7269	21413	1123	1
1_MACS_peak_4714_lociStitched	chr10	112677475	112685247	1	7773	18227.6716	1129	1
2_MACS_peak_12221_lociStitched	chr16	30661240	30672474	2	7104	21806.3174	1134	1
1_MACS_peak_33041_lociStitched	chr9	5625980	5633174	1	7195	21225.897	1138	1
1_MACS_peak_16613_lociStitched	chr19	48946374	48953949	1	7576	19042.035	1139	1
2_MACS_peak_14491_lociStitched	chr17	77809608	77818972	2	7253	20847.0732	1142	1
2_MACS_peak_23540_lociStitched	chr3	176912489	176920424	2	7064	21699.051	1146	1
3_MACS_peak_6016_lociStitched	chr11	72523321	72540441	3	7650	18212.256	1151	1
1_MACS_peak_23412_lociStitched	chr3	160116107	160123590	1	7484	19161.7181	1157	1
2_MACS_peak_22713_lociStitched	chr3	101438436	101446079	2	7113	21172.6386	1161	1
2_MACS_peak_16667_lociStitched	chr19	49989759	50001663	2	7527	18815.4624	1162	1
2_MACS_peak_4547_lociStitched	chr10	102818878	102828020	2	7037	21512.0402	1164	1
2_MACS_peak_17270_lociStitched	chr2	28612350	28619728	2	7193	20649.5464	1167	1
3_MACS_peak_20489_lociStitched	chr20	62256834	62274449	3	7349	19651.294	1170	1
3_MACS_peak_12201_lociStitched	chr16	30378510	30390983	3	7510	18679.5648	1171	1
2_MACS_peak_26695_lociStitched	chr5	133978074	133987156	2	7549	18406.4894	1175	1
1_MACS_peak_16019_lociStitched	chr19	19173390	19180951	1	7562	18254.5223	1180	1
3_MACS_peak_12235_lociStitched	chr16	30952777	30970581	3	7260	19803.3892	1186	1
1_MACS_peak_11160_lociStitched	chr15	75741882	75749130	1	7249	19820.3808	1188	1
2_MACS_peak_25513_lociStitched	chr5	1791583	1802640	2	7332	19013.6172	1195	1
1_MACS_peak_3354_lociStitched	chr1	245022833	245030066	1	7234	19343.9352	1204	1
2_MACS_peak_12655_lociStitched	chr16	71840847	71853019	2	7131	19926.7812	1206	1
4_MACS_peak_2217_lociStitched	chr1	161493436	161511119	4	7236	19044.591	1218	1
2_MACS_peak_19536_lociStitched	chr2	242248314	242258092	2	7069	19837.6064	1225	1
3_MACS_peak_32731_lociStitched	chr8	128800640	128812547	3	7282	18345.1149	1236	1
2_MACS_peak_8133_lociStitched	chr12	112446844	112454026	2	7130	18999.981	1245	1
2_MACS_peak_1566_lociStitched	chr1	111413310	111423329	2	7113	18905.853	1255	1
2_MACS_peak_23474_lociStitched	chr3	169755062	169765332	2	7061	18151.198	1291	1
