REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_34386_lociStitched	chr9	137282269	137300004	4	11049	36456.066	499	1	RXRA		RXRA	RXRA	0.4444	499	1
2_MACS_peak_19048_lociStitched	chr2	201237092	201249298	2	11039	14726.539	500	1	SPATS2L		SPATS2L	SPATS2L	0.3082	500	1
3_MACS_peak_7557_lociStitched	chr12	57621753	57638273	3	11025	40787.88	501	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	NDUFA4L2	2.0958	501	1
3_MACS_peak_27965_lociStitched	chr6	33377167	33396547	3	11024	21951.726	502	1	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	CUTA	0.7927	502	1
4_MACS_peak_15367_lociStitched	chr19	1258309	1277338	4	11023	31763.2068	503	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	ATP5D	1.3652	503	1
2_MACS_peak_23500_lociStitched	chr3	171752898	171765169	2	11021	24567.7691	504	1	FNDC3B		FNDC3B	FNDC3B	0.3754	504	1
4_MACS_peak_22717_lociStitched	chr3	101495636	101513261	4	11021	21001.95	505	1	FAM55C	NFKBIZ	FAM55C	FAM55C	0.522	505	1
2_MACS_peak_7561_lociStitched	chr12	57845685	57856875	2	11016	39267.948	506	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	INHBE	3.1069	506	1
1_MACS_peak_25679_lociStitched	chr5	26718555	26729561	1	11007	19478.4188	507	1			CDH9	CDH9	0.4443	507	1
4_MACS_peak_15579_lociStitched	chr19	6765919	6783371	4	11005	27471.1932	508	1	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	1.3637	508	1
3_MACS_peak_27905_lociStitched	chr6	31618957	31634985	3	10996	29336.0484	509	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	1.4109	509	1
2_MACS_peak_8423_lociStitched	chr12	131354552	131365703	2	10987	24858.9243	510	1	RAN	STX2	RAN	RAN	1.7635	510	1
3_MACS_peak_26153_lociStitched	chr5	76005399	76018541	3	10987	24550.5702	511	1	NCRUPAR,F2R		F2R	F2R	1.4199	511	1
3_MACS_peak_32397_lociStitched	chr8	101500748	101513209	3	10977	19973.7369	512	1			ANKRD46	ANKRD46	NONE	512	1
1_MACS_peak_30055_lociStitched	chr7	56164115	56175085	1	10971	26788.74	513	1	CHCHD2	CCT6A,SNORA15,SUMF2,PSPH,PHKG1,LOC389493	CHCHD2	CHCHD2	1.8254	513	1
1_MACS_peak_32376_lociStitched	chr8	100870922	100881881	1	10960	27236.4027	514	1	VPS13B	COX6C	COX6C	COX6C	0.4052	514	1
3_MACS_peak_5648_lociStitched	chr11	60671808	60684881	3	10955	20984.7796	515	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.8517	515	1
3_MACS_peak_14569_lociStitched	chr17	80307480	80321548	3	10945	20013.1368	516	1	TEX19	UTS2R,CD7,SECTM1	TEX19	UTS2R	1.0281	516	1
3_MACS_peak_21626_lociStitched	chr22	50906602	50921679	3	10943	26160.1027	517	1	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	ODF3B	2.6272	517	1
1_MACS_peak_23303_lociStitched	chr3	150314973	150325881	1	10909	30092.9904	518	1	SELT		SELT	SELT	0.8116	518	1
4_MACS_peak_14619_lociStitched	chr18	791131	813808	4	10896	19894.5321	519	1	YES1		YES1	YES1	0.246	519	1
2_MACS_peak_27796_lociStitched	chr6	27857127	27871817	2	10894	25977.796	520	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	2.2493	520	1
3_MACS_peak_19408_lociStitched	chr2	232569587	232583011	3	10893	40501.5504	521	1	PTMA,MIR1244-1		MIR1244-1	MIR1244-1	0.0492	521	1
3_MACS_peak_8783_lociStitched	chr13	49060747	49071683	3	10885	26377.632	522	1	RCBTB2	LPAR6	RCBTB2	RCBTB2	1.4397	522	1
5_MACS_peak_722_lociStitched	chr1	36848691	36868070	5	10878	27558.8759	523	1	STK40,LSM10	OSCP1	LSM10	LSM10	0.6275	523	1
2_MACS_peak_32859_lociStitched	chr8	142125923	142141838	2	10874	39642.6735	524	1	DENND3		DENND3	DENND3	0.2421	524	1
3_MACS_peak_35666_lociStitched	chrX	153188268	153202542	3	10857	39517.569	525	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	2.5021	525	1
2_MACS_peak_7845_lociStitched	chr12	92530789	92541847	2	10853	22843.6164	526	1	BTG1		BTG1	BTG1	1.491	526	1
1_MACS_peak_6279_lociStitched	chr11	98959948	98970796	1	10849	16415.1936	527	1	CNTN5		CNTN5	CNTN5	0.0942	527	1
6_MACS_peak_13107_lociStitched	chr17	6914645	6940338	6	10836	23388.3379	528	1	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.5658	528	1
4_MACS_peak_16365_lociStitched	chr19	41106856	41121456	4	10834	13887.52	529	1	LTBP4	SHKBP1	LTBP4	LTBP4	0.3685	529	1
2_MACS_peak_27910_lociStitched	chr6	31696457	31709330	2	10821	40117.4172	530	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.5316	530	1
1_MACS_peak_13436_lociStitched	chr17	27045829	27056643	1	10815	26606.7656	531	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.4116	531	1
3_MACS_peak_14245_lociStitched	chr17	66448705	66459744	3	10798	46559.1903	532	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	1.2482	532	1
5_MACS_peak_16789_lociStitched	chr19	54870687	54882886	5	10794	14093.5047	533	1	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	LAIR1	0.6164	533	1
1_MACS_peak_3691_lociStitched	chr10	22624452	22635229	1	10778	32187.6659	534	1	SPAG6	COMMD3,BMI1	SPAG6	COMMD3	3.4541	534	1
4_MACS_peak_34907_lociStitched	chrX	49011973	49030664	4	10738	18347.0856	535	1	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	MAGIX	MAGIX	1.0325	535	1
3_MACS_peak_18090_lociStitched	chr2	102436459	102448743	3	10733	20735.392	536	1	MAP4K4		MAP4K4	MAP4K4	0.1728	536	1
4_MACS_peak_29015_lociStitched	chr6	135322552	135343663	4	10713	16443.3579	537	1	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.2453	537	1
2_MACS_peak_33642_lociStitched	chr9	86313021	86324179	2	10706	18913.9258	538	1	UBQLN1		UBQLN1	UBQLN1	0.3837	538	1
1_MACS_peak_8640_lociStitched	chr13	35514897	35525598	1	10702	20456.0316	539	1	NBEA		NBEA	NBEA	0.1335	539	1
3_MACS_peak_35610_lociStitched	chrX	149736218	149747303	3	10687	23230.8345	540	1	MTM1		MTM1	MTM1	0.237	540	1
3_MACS_peak_15728_lociStitched	chr19	11198578	11210984	3	10681	28796.8072	541	1	LDLR		LDLR	LDLR	0.6369	541	1
4_MACS_peak_10477_lociStitched	chr15	31518178	31538240	4	10678	26112.6992	542	1			KLF13	KLF13	1.6524	542	1
4_MACS_peak_14691_lociStitched	chr18	9060844	9074465	4	10672	20033.7668	543	1		NDUFV2	NDUFV2	NDUFV2	0.691	543	1
3_MACS_peak_3070_lociStitched	chr1	226172766	226188626	3	10666	17366.7	544	1	C1orf55	LEFTY2	C1orf55	LEFTY2	2.1795	544	1
5_MACS_peak_16353_lociStitched	chr19	40916840	40940630	5	10665	24173.019	545	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	SERTAD1	SERTAD1	1.0921	545	1
4_MACS_peak_6320_lociStitched	chr11	103766361	103782251	4	10662	17677.625	546	1	PDGFD		DDI1	DDI1	NONE	546	1
2_MACS_peak_9304_lociStitched	chr14	21565915	21578784	2	10658	17545.5946	547	1	C14orf176,ZNF219	RNASE8,ARHGEF40,OR5AU1	ZNF219	ZNF219	0.243	547	1
2_MACS_peak_20386_lociStitched	chr20	56047343	56058462	2	10652	50888.3273	548	1		CTCFL	CTCFL	CTCFL	0.147	548	1
2_MACS_peak_16097_lociStitched	chr19	23940037	23951563	2	10650	30357.1788	549	1	RPSAP58,ZNF681		RPSAP58	RPSAP58	0.5065	549	1
2_MACS_peak_17515_lociStitched	chr2	47744550	47755356	2	10646	27093.8838	550	1	KCNK12		KCNK12	KCNK12	0.5552	550	1
4_MACS_peak_28523_lociStitched	chr6	86378223	86396338	4	10644	18312.4535	551	1	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	SNORD50B	1.2794	551	1
2_MACS_peak_16917_lociStitched	chr19	58891262	58904712	2	10640	15334.345	552	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497,ZNF132	RPS5	RPS5	0.7727	552	1
3_MACS_peak_18351_lociStitched	chr2	127413032	127424820	3	10626	34122.7236	553	1	GYPC		GYPC	GYPC	0.7195	553	1
2_MACS_peak_3121_lociStitched	chr1	228268519	228279144	2	10612	24007.1875	554	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.1172	554	1
4_MACS_peak_2540_lociStitched	chr1	184524996	184538491	4	10594	21851.104	555	1	C1orf21		C1orf21	C1orf21	0.3693	555	1
3_MACS_peak_8861_lociStitched	chr13	53022018	53036273	3	10591	21726.0455	556	1	CKAP2,VPS36	TPTE2P3,THSD1	CKAP2	CKAP2	0.6412	556	1
2_MACS_peak_3177_lociStitched	chr1	230238595	230249364	2	10568	27314.4916	557	1	GALNT2		GALNT2	GALNT2	0.368	557	1
2_MACS_peak_32455_lociStitched	chr8	103661201	103675390	2	10568	30642.5644	558	1	KLF10		KLF10	KLF10	2.0061	558	1
3_MACS_peak_19826_lociStitched	chr20	30147202	30162243	3	10568	18574.1309	559	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	MIR3193	0.5423	559	1
4_MACS_peak_27943_lociStitched	chr6	32804884	32823723	4	10568	33314.8876	560	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	1.3774	560	1
5_MACS_peak_5007_lociStitched	chr11	554014	579698	5	10564	18389.744	561	1	LRRC56,RASSF7,PHRF1,C11orf35,MIR210,LOC143666	RNH1,HRAS,IRF7,CDHR5,SCT	MIR210	HRAS	1.0948	561	1
3_MACS_peak_22511_lociStitched	chr3	72211336	72228689	3	10563	30560.3683	562	1			RYBP	RYBP	NONE	562	1
1_MACS_peak_4583_lociStitched	chr10	104401072	104411633	1	10562	45831.5717	563	1	TRIM8		TRIM8	TRIM8	2.2569	563	1
4_MACS_peak_1193_lociStitched	chr1	68638293	68655116	4	10559	13495.4106	564	1	WLS,MIR1262		MIR1262	MIR1262	0.6942	564	1
3_MACS_peak_15364_lociStitched	chr19	1237078	1251006	3	10543	19387.776	565	1	ATP5D,MIDN,C19orf26	STK11,CIRBP,C19orf24,EFNA2,C19orf23	ATP5D	ATP5D	1.3652	565	1
4_MACS_peak_16803_lociStitched	chr19	55029720	55047199	4	10537	16362.0919	566	1	KIR3DX1	LAIR2,LILRA2,CDC42EP5	KIR3DX1	KIR3DX1	0.6315	566	1
2_MACS_peak_20829_lociStitched	chr21	43933247	43949695	2	10533	39185.7152	567	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.5096	567	1
1_MACS_peak_28737_lociStitched	chr6	108878188	108888697	1	10510	33230.5089	568	1	FOXO3		FOXO3	FOXO3	0.4623	568	1
2_MACS_peak_8252_lociStitched	chr12	120965903	120979411	2	10508	27977.7696	569	1	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.5822	569	1
1_MACS_peak_28421_lociStitched	chr6	74223996	74234498	1	10503	28315.4924	570	1	EEF1A1		EEF1A1	EEF1A1	1.8879	570	1
5_MACS_peak_13135_lociStitched	chr17	7474540	7490757	5	10490	21474.5514	571	1	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	CD68	CD68	0.8244	571	1
3_MACS_peak_29811_lociStitched	chr7	37240558	37254043	3	10479	19199.943	572	1	ELMO1		ELMO1	ELMO1	0.1256	572	1
1_MACS_peak_2017_lociStitched	chr1	154969641	154980094	1	10454	101842.5337	573	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	4.2598	573	1
1_MACS_peak_26763_lociStitched	chr5	138720237	138730669	1	10433	44341.216	574	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.6088	574	1
1_MACS_peak_4265_lociStitched	chr10	81000776	81011208	1	10433	66884.768	575	1	ZMIZ1		PPIF	PPIF	NONE	575	1
2_MACS_peak_23738_lociStitched	chr3	192606483	192618608	2	10423	15415.725	576	1	C3orf59		C3orf59	C3orf59	0.2679	576	1
5_MACS_peak_12292_lociStitched	chr16	46645373	46667776	5	10422	20270.2344	577	1	SHCBP1	ANKRD26P1	SHCBP1	SHCBP1	0.2616	577	1
2_MACS_peak_25648_lociStitched	chr5	19280688	19291438	2	10412	19410.2	578	1			CDH18	CDH18	NONE	578	1
1_MACS_peak_6741_lociStitched	chr11	130695551	130705961	1	10411	26323.767	579	1			SNX19	SNX19	NONE	579	1
1_MACS_peak_11795_lociStitched	chr16	9183936	9194342	1	10407	22210.5664	580	1	C16orf72		C16orf72	C16orf72	0.6874	580	1
1_MACS_peak_26506_lociStitched	chr5	118405168	118415572	1	10405	30665.79	581	1	DMXL1		DMXL1	DMXL1	0.241	581	1
3_MACS_peak_15006_lociStitched	chr18	46300959	46318271	3	10397	35349.3728	582	1	KIAA0427		SMAD7	SMAD7	2.9711	582	1
3_MACS_peak_1897_lociStitched	chr1	150944010	150955453	3	10385	34020.039	583	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	LASS2	1.7029	583	1
4_MACS_peak_19124_lociStitched	chr2	204568581	204584020	4	10378	19226.1867	584	1	CD28		CD28	CD28	0.5561	584	1
2_MACS_peak_4664_lociStitched	chr10	111826867	111838648	2	10373	22447.5174	585	1	ADD3		ADD3	ADD3	0.2794	585	1
4_MACS_peak_8962_lociStitched	chr13	74630947	74651627	4	10361	14504.952	586	1	KLF12		KLF12	KLF12	0.1146	586	1
1_MACS_peak_7273_lociStitched	chr12	46117547	46127902	1	10356	34632.2975	587	1	ARID2,LOC400027		ARID2	ARID2	0.2335	587	1
2_MACS_peak_6053_lociStitched	chr11	74659112	74669465	2	10351	27743.9694	588	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.7796	588	1
3_MACS_peak_17490_lociStitched	chr2	46761688	46777616	3	10348	19277.6584	589	1	RHOQ	ATP6V1E2	RHOQ	RHOQ	1.0115	589	1
4_MACS_peak_27282_lociStitched	chr5	176776736	176797166	4	10341	21175.695	590	1	RGS14,LMAN2	PRELID1,SLC34A1,RAB24,MXD3,PFN3,F12	RGS14	PFN3	1.6965	590	1
1_MACS_peak_30000_lociStitched	chr7	50343019	50353340	1	10322	26012.0163	591	1	IKZF1		IKZF1	IKZF1	0.2211	591	1
5_MACS_peak_22476_lociStitched	chr3	69128274	69145260	5	10292	11766.2022	592	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	MIR3136	0.5771	592	1
4_MACS_peak_6604_lociStitched	chr11	122587186	122603474	4	10271	23254.3776	593	1	UBASH3B		UBASH3B	UBASH3B	0.3825	593	1
3_MACS_peak_21847_lociStitched	chr3	20080646	20097504	3	10265	15846.52	594	1	KAT2B	C3orf48	KAT2B	KAT2B	0.1594	594	1
4_MACS_peak_2340_lociStitched	chr1	169873378	169889125	4	10260	22248.9363	595	1		SCYL3	SCYL3	SCYL3	0.493	595	1
2_MACS_peak_32710_lociStitched	chr8	126438701	126450305	2	10256	37150.206	596	1	TRIB1		TRIB1	TRIB1	2.0954	596	1
1_MACS_peak_6865_lociStitched	chr12	4377835	4388088	1	10254	37744.3689	597	1	CCND2	C12orf5	CCND2	CCND2	0.9809	597	1
3_MACS_peak_16726_lociStitched	chr19	52096882	52111756	3	10254	22437.429	598	1	FLJ30403	ZNF175,SIGLEC5,SIGLEC14	FLJ30403	SIGLEC5	0.2076	598	1
2_MACS_peak_22119_lociStitched	chr3	46245786	46257611	2	10234	26583.7825	599	1	CCR1	CCR3	CCR1	CCR1	1.2129	599	1
2_MACS_peak_26745_lociStitched	chr5	137898322	137912304	2	10205	26252.6032	600	1	HSPA9	ETF1,SNORD63	HSPA9	HSPA9	0.9427	600	1
3_MACS_peak_31624_lociStitched	chr8	29197241	29214049	3	10200	28847.5704	601	1	DUSP4		DUSP4	DUSP4	1.2763	601	1
3_MACS_peak_23673_lociStitched	chr3	185646323	185661689	3	10197	18755.7396	602	1	TRA2B	LOC344887	TRA2B	TRA2B	0.5878	602	1
1_MACS_peak_6225_lociStitched	chr11	93466114	93476300	1	10187	24337.4098	603	1	C11orf54,SNORD5,SNORA18,MIR1304,SNORA40,TAF1D	SCARNA9,MED17,SNORA25,SNORA32,SNORD6,SNORA1,SNORA8	SNORA40	SNORA40	1.0716	603	1
1_MACS_peak_27949_lociStitched	chr6	32934343	32944528	1	10186	52655.4315	604	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.3601	604	1
2_MACS_peak_13968_lociStitched	chr17	47815875	47827568	2	10178	23041.0565	605	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.5837	605	1
3_MACS_peak_22372_lociStitched	chr3	57568200	57585719	3	10174	18538.6058	606	1	ARF4	PDE12,DNAH12	ARF4	ARF4	0.5541	606	1
1_MACS_peak_1633_lociStitched	chr1	115291472	115301630	1	10159	36483.4728	607	1	CSDE1	NRAS,SIKE1	CSDE1	NRAS	3.0667	607	1
2_MACS_peak_23557_lociStitched	chr3	178229738	178240767	2	10139	21797.7156	608	1		KCNMB2	KCNMB2	KCNMB2	0.1431	608	1
1_MACS_peak_2703_lociStitched	chr1	200853021	200863158	1	10138	28640.0661	609	1	C1orf106	GPR25,C1orf106	C1orf106	GPR25	1.2628	609	1
3_MACS_peak_35087_lociStitched	chrX	70751337	70762442	3	10126	12577.523	610	1	OGT,BCYRN1	ACRC,INGX	OGT	OGT	0.2745	610	1
3_MACS_peak_8428_lociStitched	chr12	131576296	131590216	3	10114	41150.304	611	1	GPR133		LOC116437	LOC116437	NONE	611	1
4_MACS_peak_34775_lociStitched	chrX	39712202	39730256	4	10110	15963.3468	612	1			BCOR	BCOR	0.543	612	1
1_MACS_peak_16343_lociStitched	chr19	40645274	40655381	1	10108	41700.4713	613	1		MAP3K10,ZNF780A	MAP3K10	MAP3K10	0.2667	613	1
3_MACS_peak_10759_lociStitched	chr15	51166057	51178963	3	10103	12403.9566	614	1		AP4E1	AP4E1	AP4E1	0.0982	614	1
4_MACS_peak_13167_lociStitched	chr17	8088631	8104227	4	10103	20815.9812	615	1	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf59	1.5381	615	1
1_MACS_peak_32226_lociStitched	chr8	88438061	88448158	1	10098	10218.164	616	1			DCAF4L2	DCAF4L2	NONE	616	1
5_MACS_peak_11696_lociStitched	chr16	3199177	3224851	5	10092	15704.7858	617	1		ZNF205,ZNF213,OR1F1,OR1F2P,MGC3771	ZNF213	MGC3771	0.4041	617	1
1_MACS_peak_2820_lociStitched	chr1	206729585	206739669	1	10085	42267.086	618	1	RASSF5	LGTN	RASSF5	RASSF5	0.5472	618	1
4_MACS_peak_2840_lociStitched	chr1	206975600	206992144	4	10075	14171.5904	619	1	IL19	IL19,IL20,IL10	IL19	IL19	0.3426	619	1
2_MACS_peak_25768_lociStitched	chr5	36070068	36080160	2	10072	15300.4812	620	1		UGT3A2	UGT3A2	UGT3A2	0.1459	620	1
2_MACS_peak_25062_lociStitched	chr4	144273113	144283224	2	10053	19795.3158	621	1	GAB1		GAB1	GAB1	0.3875	621	1
2_MACS_peak_16641_lociStitched	chr19	49457349	49472288	2	10053	45299.5297	622	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	3.4289	622	1
4_MACS_peak_2395_lociStitched	chr1	174926673	174942051	4	10045	11310.519	623	1	RABGAP1L	CACYBP	CACYBP	CACYBP	0.79	623	1
5_MACS_peak_3794_lociStitched	chr10	29916011	29937071	5	10042	11010.168	624	1	SVIL	MIR938	SVIL	MIR938	0.1983	624	1
3_MACS_peak_4678_lociStitched	chr10	112103880	112119839	3	10033	38860.165	625	1		SMNDC1	SMNDC1	SMNDC1	0.419	625	1
2_MACS_peak_32392_lociStitched	chr8	101440363	101452017	2	10028	21413.0596	626	1			RNF19A	RNF19A	0.6649	626	1
2_MACS_peak_18745_lociStitched	chr2	173414571	173428254	2	10021	28316.9685	627	1	PDK1		PDK1	PDK1	1.2378	627	1
4_MACS_peak_21955_lociStitched	chr3	32461422	32476231	4	9989	20840.7057	628	1	CMTM7		CMTM7	CMTM7	0.4125	628	1
5_MACS_peak_7573_lociStitched	chr12	58134020	58150380	5	9988	18092.524	629	1	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	TSPAN31	TSPAN31	1.0867	629	1
3_MACS_peak_1981_lociStitched	chr1	154166134	154183764	3	9987	21538.571	630	1	MIR190B,C1orf189,C1orf43	UBAP2L,NUP210L,TPM3	C1orf189	C1orf189	1.2396	630	1
3_MACS_peak_1000_lociStitched	chr1	52032198	52045128	3	9980	25746.216	631	1		OSBPL9,EPS15	OSBPL9	OSBPL9	0.1272	631	1
2_MACS_peak_17826_lociStitched	chr2	74424970	74435070	2	9973	21323.12	632	1	MTHFD2	BOLA3,MOBKL1B	MTHFD2	MTHFD2	0.8522	632	1
3_MACS_peak_9371_lociStitched	chr14	24604485	24618100	3	9968	20768.321	633	1	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	FAM158A	1.2718	633	1
2_MACS_peak_35368_lociStitched	chrX	118815177	118828041	2	9960	22735.8336	634	1	SEPT6	MIR766	SEPT6	SEPT6	0.4731	634	1
3_MACS_peak_6437_lociStitched	chr11	112868629	112886520	3	9954	18953.7254	635	1	NCAM1		NCAM1	NCAM1	0.2447	635	1
1_MACS_peak_8816_lociStitched	chr13	50648475	50658414	1	9940	19199.1663	636	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	DLEU1	0.557	636	1
2_MACS_peak_13297_lociStitched	chr17	17793999	17805533	2	9936	26193.714	637	1	TOM1L2		SREBF1	SREBF1	1.0221	637	1
3_MACS_peak_28468_lociStitched	chr6	80309079	80326568	3	9891	14514.1211	638	1		SH3BGRL2	SH3BGRL2	SH3BGRL2	0.2465	638	1
2_MACS_peak_9307_lociStitched	chr14	21728549	21738767	2	9886	16890.354	639	1	HNRNPC	RPGRIP1	HNRNPC	HNRNPC	0.3078	639	1
3_MACS_peak_28760_lociStitched	chr6	109404025	109417953	3	9871	15319.4072	640	1	CEP57L1,SESN1	CEP57L1	SESN1	SESN1	0.2503	640	1
3_MACS_peak_33699_lociStitched	chr9	91924347	91936046	3	9870	19532.6504	641	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.0753	641	1
2_MACS_peak_33150_lociStitched	chr9	20416396	20429532	2	9860	19626.4976	642	1	MLLT3		MLLT3	MLLT3	0.3985	642	1
2_MACS_peak_33501_lociStitched	chr9	70486750	70498369	2	9856	27086.2128	643	1	CBWD5,CBWD3		CBWD5	CBWD5	0.2126	643	1
3_MACS_peak_18243_lociStitched	chr2	114187298	114199115	3	9854	24423.3756	644	1	CBWD2,LOC440839		CBWD2	CBWD2	0.1863	644	1
2_MACS_peak_33171_lociStitched	chr9	21986111	21997129	2	9837	23164.2432	645	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.6623	645	1
4_MACS_peak_31362_lociStitched	chr8	11414828	11430752	4	9836	20155.0068	646	1	BLK		BLK	BLK	0.3457	646	1
1_MACS_peak_13756_lociStitched	chr17	40824961	40834781	1	9821	55245.356	647	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	2.9484	647	1
4_MACS_peak_32430_lociStitched	chr8	102913879	102925783	4	9809	22749.7344	648	1	NCALD		NCALD	NCALD	0.1871	648	1
2_MACS_peak_21932_lociStitched	chr3	30680190	30690136	2	9803	14093.482	649	1	TGFBR2		TGFBR2	TGFBR2	0.4268	649	1
3_MACS_peak_32982_lociStitched	chr9	613534	629993	3	9797	32634.9052	650	1	KANK1		KANK1	KANK1	0.2942	650	1
4_MACS_peak_4734_lociStitched	chr10	115707055	115727039	4	9794	14528.368	651	1			ADRB1	ADRB1	NONE	651	1
2_MACS_peak_31635_lociStitched	chr8	29486963	29500809	2	9791	18251.7972	652	1			C8orf75	C8orf75	NONE	652	1
2_MACS_peak_5837_lociStitched	chr11	65654648	65668504	2	9785	27627.4784	653	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,TSGA10IP,CFL1,EFEMP2,C11orf68	CCDC85B	CCDC85B	2.1432	653	1
3_MACS_peak_11785_lociStitched	chr16	9037733	9058784	3	9782	19110.0978	654	1	USP7		USP7	USP7	0.2917	654	1
5_MACS_peak_19834_lociStitched	chr20	30272260	30297295	5	9781	14202.3555	655	1	BCL2L1	COX4I2,TPX2	BCL2L1	BCL2L1	0.548	655	1
2_MACS_peak_1582_lociStitched	chr1	112134682	112147907	2	9770	18476.6475	656	1	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	0.8718	656	1
2_MACS_peak_27566_lociStitched	chr6	15244723	15257600	2	9765	19169.9899	657	1	JARID2		JARID2	JARID2	0.1831	657	1
3_MACS_peak_20635_lociStitched	chr21	30436203	30453107	3	9764	15347.1416	658	1	C21orf7,CCT8	USP16,RWDD2B	CCT8	CCT8	0.4975	658	1
1_MACS_peak_25719_lociStitched	chr5	32275839	32285600	1	9762	23019.3663	659	1	MTMR12		MTMR12	MTMR12	0.4454	659	1
3_MACS_peak_22385_lociStitched	chr3	58404128	58420458	3	9761	20464.756	660	1	PXK,PDHB		PDHB	PDHB	0.5349	660	1
4_MACS_peak_10074_lociStitched	chr14	94474739	94493963	4	9756	17445.78	661	1	C14orf48,OTUB2	C14orf48	OTUB2	C14orf48	0.5975	661	1
1_MACS_peak_34309_lociStitched	chr9	132646065	132655819	1	9755	41817.3488	662	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.6139	662	1
3_MACS_peak_27225_lociStitched	chr5	173163295	173177972	3	9755	27092.2743	663	1			BOD1	BOD1	NONE	663	1
