REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam
1_MACS_peak_9232_lociStitched	chr13	113597388	113598499	1	1112	649.935
1_MACS_peak_10998_lociStitched	chr15	68176599	68177710	1	1112	1035.0076
1_MACS_peak_12398_lociStitched	chr16	55880021	55881132	1	1112	944.6832999999999
1_MACS_peak_15171_lociStitched	chr18	60243957	60245068	1	1112	485.507
1_MACS_peak_17902_lociStitched	chr2	85115638	85116749	1	1112	591.6075
1_MACS_peak_18712_lociStitched	chr2	170982330	170983441	1	1112	604.1618
1_MACS_peak_18885_lociStitched	chr2	185408176	185409287	1	1112	436.0675
1_MACS_peak_21379_lociStitched	chr22	39337003	39338114	1	1112	457.9542
1_MACS_peak_28342_lociStitched	chr6	58195786	58196897	1	1112	493.8395
1_MACS_peak_1604_lociStitched	chr1	113478118	113479228	1	1111	411.144
1_MACS_peak_2472_lociStitched	chr1	180739264	180740374	1	1111	454.101
1_MACS_peak_3104_lociStitched	chr1	227092102	227093212	1	1111	557.442
1_MACS_peak_4317_lociStitched	chr10	87706122	87707232	1	1111	534.576
1_MACS_peak_5480_lociStitched	chr11	42793858	42794968	1	1111	828.3929999999999
1_MACS_peak_6264_lociStitched	chr11	96220002	96221112	1	1111	635.0310000000001
1_MACS_peak_10897_lociStitched	chr15	61825749	61826859	1	1111	368.964
1_MACS_peak_14026_lociStitched	chr17	50235431	50236541	1	1111	617.937
1_MACS_peak_14648_lociStitched	chr18	4477267	4478377	1	1111	431.013
1_MACS_peak_16194_lociStitched	chr19	35520916	35522026	1	1111	549.561
1_MACS_peak_18484_lociStitched	chr2	144418969	144420079	1	1111	450.549
1_MACS_peak_18495_lociStitched	chr2	147905364	147906474	1	1111	450.993
1_MACS_peak_19176_lociStitched	chr2	208999198	209000308	1	1111	440.55899999999997
1_MACS_peak_26656_lociStitched	chr5	132082563	132083673	1	1111	558.552
1_MACS_peak_28912_lociStitched	chr6	125474648	125475758	1	1111	793.095
1_MACS_peak_30146_lociStitched	chr7	70388000	70389110	1	1111	523.698
1_MACS_peak_30344_lociStitched	chr7	82494817	82495927	1	1111	477.3
1_MACS_peak_33007_lociStitched	chr9	2621573	2622683	1	1111	657.231
1_MACS_peak_2638_lociStitched	chr1	193455482	193456591	1	1110	541.6356
1_MACS_peak_5868_lociStitched	chr11	66139154	66140263	1	1110	492.1742
1_MACS_peak_11122_lociStitched	chr15	75091751	75092860	1	1110	596.5311
1_MACS_peak_11493_lociStitched	chr15	98906956	98908065	1	1110	448.3687
1_MACS_peak_12973_lociStitched	chr17	1227149	1228258	1	1110	431.8446
1_MACS_peak_14945_lociStitched	chr18	40709540	40710649	1	1110	676.8226999999999
1_MACS_peak_18490_lociStitched	chr2	145274374	145275483	1	1110	566.9208
1_MACS_peak_20599_lociStitched	chr21	25400560	25401669	1	1110	422.9726
1_MACS_peak_22419_lociStitched	chr3	62781657	62782766	1	1110	440.4948
1_MACS_peak_24745_lociStitched	chr4	103228867	103229976	1	1110	425.856
1_MACS_peak_25584_lociStitched	chr5	9528694	9529803	1	1110	409.33189999999996
1_MACS_peak_27948_lociStitched	chr6	32911533	32912642	1	1110	496.72110000000004
1_MACS_peak_33810_lociStitched	chr9	98486430	98487539	1	1110	433.7299
1_MACS_peak_1476_lociStitched	chr1	108165242	108166350	1	1109	378.27119999999996
1_MACS_peak_4026_lociStitched	chr10	57728328	57729436	1	1109	376.72
1_MACS_peak_7042_lociStitched	chr12	21240946	21242054	1	1109	694.2728000000001
1_MACS_peak_15569_lociStitched	chr19	6554792	6555900	1	1109	550.5652
1_MACS_peak_20744_lociStitched	chr21	36771827	36772935	1	1109	480.2072
1_MACS_peak_25241_lociStitched	chr4	167255988	167257096	1	1109	514.1120000000001
1_MACS_peak_28336_lociStitched	chr6	57437466	57438574	1	1109	554.3324
1_MACS_peak_33341_lociStitched	chr9	36165835	36166943	1	1109	1068.9984
1_MACS_peak_34085_lociStitched	chr9	123680922	123682030	1	1109	509.56919999999997
1_MACS_peak_420_lociStitched	chr1	23928252	23929359	1	1108	438.372
1_MACS_peak_669_lociStitched	chr1	33181877	33182984	1	1108	408.15090000000004
1_MACS_peak_3906_lociStitched	chr10	38154569	38155676	1	1108	431.5086
1_MACS_peak_6983_lociStitched	chr12	12106688	12107795	1	1108	401.0661
1_MACS_peak_7938_lociStitched	chr12	98618195	98619302	1	1108	446.3424
1_MACS_peak_15338_lociStitched	chr19	702981	704088	1	1108	1135.8927
1_MACS_peak_15769_lociStitched	chr19	12365895	12367002	1	1108	744.2361
1_MACS_peak_18541_lociStitched	chr2	152589979	152591086	1	1108	483.6483
1_MACS_peak_21696_lociStitched	chr3	7435614	7436721	1	1108	337.19219999999996
1_MACS_peak_23732_lociStitched	chr3	191942209	191943316	1	1108	399.4056
1_MACS_peak_25114_lociStitched	chr4	149137984	149139091	1	1108	757.2987
1_MACS_peak_26157_lociStitched	chr5	76058598	76059705	1	1108	466.1577
1_MACS_peak_29192_lociStitched	chr6	150489048	150490155	1	1108	552.7251
1_MACS_peak_34165_lociStitched	chr9	127275493	127276600	1	1108	495.1611
1_MACS_peak_2824_lociStitched	chr1	206837140	206838246	1	1107	534.0874
1_MACS_peak_3302_lociStitched	chr1	240061081	240062187	1	1107	516.2808
1_MACS_peak_3577_lociStitched	chr10	13759791	13760897	1	1107	487.3036
1_MACS_peak_16072_lociStitched	chr19	22235058	22236164	1	1107	766.6792
1_MACS_peak_18436_lociStitched	chr2	135582591	135583697	1	1107	657.0745999999999
1_MACS_peak_20715_lociStitched	chr21	35898476	35899582	1	1107	586.1800000000001
1_MACS_peak_22217_lociStitched	chr3	49577129	49578235	1	1107	1063.7508
1_MACS_peak_22965_lociStitched	chr3	124714201	124715307	1	1107	755.8404
1_MACS_peak_26181_lociStitched	chr5	78711989	78713095	1	1107	445.165
1_MACS_peak_27610_lociStitched	chr6	17664270	17665376	1	1107	499.4696
1_MACS_peak_28440_lociStitched	chr6	76517765	76518871	1	1107	541.4976
1_MACS_peak_31055_lociStitched	chr7	145606721	145607827	1	1107	420.9436
1_MACS_peak_35580_lociStitched	chrX	143291090	143292196	1	1107	755.5086
1_MACS_peak_9240_lociStitched	chr13	114080408	114081513	1	1106	381.004
1_MACS_peak_11807_lociStitched	chr16	10406578	10407683	1	1106	586.313
1_MACS_peak_16751_lociStitched	chr19	53237441	53238546	1	1106	864.11
1_MACS_peak_24183_lociStitched	chr4	24374958	24376063	1	1106	460.343
1_MACS_peak_24628_lociStitched	chr4	87089112	87090217	1	1106	454.597
1_MACS_peak_26027_lociStitched	chr5	65747406	65748511	1	1106	381.22499999999997
1_MACS_peak_29069_lociStitched	chr6	139961318	139962423	1	1106	559.2405
1_MACS_peak_30023_lociStitched	chr7	53099345	53100450	1	1106	567.307
1_MACS_peak_31189_lociStitched	chr7	156496362	156497467	1	1106	378.13100000000003
1_MACS_peak_31800_lociStitched	chr8	47987048	47988153	1	1106	531.8365
1_MACS_peak_32635_lociStitched	chr8	122497896	122499001	1	1106	525.538
1_MACS_peak_304_lociStitched	chr1	16072427	16073531	1	1105	429.6768
1_MACS_peak_4000_lociStitched	chr10	52995797	52996901	1	1105	511.704
1_MACS_peak_4256_lociStitched	chr10	80782911	80784015	1	1105	639.4368000000001
1_MACS_peak_4540_lociStitched	chr10	102587245	102588349	1	1105	643.632
1_MACS_peak_6693_lociStitched	chr11	127651943	127653047	1	1105	583.4639999999999
1_MACS_peak_9964_lociStitched	chr14	88066202	88067306	1	1105	519.5424
1_MACS_peak_15176_lociStitched	chr18	60536498	60537602	1	1105	534.4463999999999
1_MACS_peak_17537_lociStitched	chr2	50370790	50371894	1	1105	1151.0303999999999
1_MACS_peak_24450_lociStitched	chr4	65748459	65749563	1	1105	536.6544
1_MACS_peak_25366_lociStitched	chr4	185240215	185241319	1	1105	419.96160000000003
1_MACS_peak_28362_lociStitched	chr6	64394982	64396086	1	1105	439.392
1_MACS_peak_30398_lociStitched	chr7	90268865	90269969	1	1105	787.5936
1_MACS_peak_35751_lociStitched	chrY	1569323	1570427	1	1105	717.4896
1_MACS_peak_7257_lociStitched	chr12	44769005	44770108	1	1104	399.6169
1_MACS_peak_12465_lociStitched	chr16	58521220	58522323	1	1104	665.1089999999999
1_MACS_peak_15997_lociStitched	chr19	18484183	18485286	1	1104	442.303
1_MACS_peak_19193_lociStitched	chr2	212287399	212288502	1	1104	386.9324
1_MACS_peak_22416_lociStitched	chr3	62223334	62224437	1	1104	422.22839999999997
1_MACS_peak_30538_lociStitched	chr7	100124827	100125930	1	1104	477.4887
1_MACS_peak_32260_lociStitched	chr8	92929057	92930160	1	1104	518.7409
1_MACS_peak_3446_lociStitched	chr10	3783843	3784945	1	1103	472.5376
1_MACS_peak_4621_lociStitched	chr10	105742892	105743994	1	1103	503.3936
1_MACS_peak_8935_lociStitched	chr13	67622052	67623154	1	1103	750.4620000000001
1_MACS_peak_9868_lociStitched	chr14	75389111	75390213	1	1103	688.5296000000001
1_MACS_peak_12800_lociStitched	chr16	83670251	83671353	1	1103	400.9076
1_MACS_peak_15923_lociStitched	chr19	16461859	16462961	1	1103	542.6248
1_MACS_peak_17617_lociStitched	chr2	59640763	59641865	1	1103	510.5566
1_MACS_peak_17874_lociStitched	chr2	79895309	79896411	1	1103	479.0394
1_MACS_peak_18887_lociStitched	chr2	185510404	185511506	1	1103	514.3034
1_MACS_peak_19060_lociStitched	chr2	201612132	201613234	1	1103	484.43919999999997
1_MACS_peak_25057_lociStitched	chr4	144087491	144088593	1	1103	384.8184
1_MACS_peak_30928_lociStitched	chr7	134117066	134118168	1	1103	579.2112
1_MACS_peak_33180_lociStitched	chr9	22354242	22355344	1	1103	597.284
1_MACS_peak_4632_lociStitched	chr10	106337434	106338535	1	1102	530.2416
1_MACS_peak_5053_lociStitched	chr11	2487966	2489067	1	1102	510.6438
1_MACS_peak_12464_lociStitched	chr16	58459566	58460667	1	1102	604.1187
1_MACS_peak_15819_lociStitched	chr19	13297319	13298420	1	1102	627.1296
1_MACS_peak_18252_lociStitched	chr2	114413342	114414443	1	1102	699.6854999999999
1_MACS_peak_27434_lociStitched	chr6	4925622	4926723	1	1102	662.4717
1_MACS_peak_27991_lociStitched	chr6	34163735	34164836	1	1102	749.6709
1_MACS_peak_28861_lociStitched	chr6	119089284	119090385	1	1102	471.8886
1_MACS_peak_29395_lociStitched	chr7	558808	559909	1	1102	476.9532
1_MACS_peak_32875_lociStitched	chr8	143689943	143691044	1	1102	502.8267
1_MACS_peak_4801_lociStitched	chr10	121248658	121249758	1	1101	862.73
1_MACS_peak_10416_lociStitched	chr15	28773444	28774544	1	1101	465.40999999999997
1_MACS_peak_13593_lociStitched	chr17	34510247	34511347	1	1101	502.92
1_MACS_peak_14290_lociStitched	chr17	70701767	70702867	1	1101	416.35
1_MACS_peak_15394_lociStitched	chr19	1725218	1726318	1	1101	495.11
1_MACS_peak_18492_lociStitched	chr2	147003945	147005045	1	1101	638.0
1_MACS_peak_24618_lociStitched	chr4	84952681	84953781	1	1101	487.08000000000004
1_MACS_peak_26339_lociStitched	chr5	95662358	95663458	1	1101	391.71000000000004
1_MACS_peak_26440_lociStitched	chr5	108980866	108981966	1	1101	372.02
1_MACS_peak_29363_lociStitched	chr6	167764101	167765201	1	1101	553.08
1_MACS_peak_31773_lociStitched	chr8	42212688	42213788	1	1101	527.23
1_MACS_peak_35513_lociStitched	chrX	133799822	133800922	1	1101	598.18
1_MACS_peak_2903_lociStitched	chr1	211699925	211701024	1	1100	415.6418
1_MACS_peak_8546_lociStitched	chr13	25755106	25756205	1	1100	460.7008
1_MACS_peak_9956_lociStitched	chr14	86590354	86591453	1	1100	496.6381
1_MACS_peak_13428_lociStitched	chr17	26878825	26879924	1	1100	1031.7412
1_MACS_peak_15937_lociStitched	chr19	16999117	17000216	1	1100	565.7652
1_MACS_peak_17454_lociStitched	chr2	44000938	44002037	1	1100	702.9204
1_MACS_peak_24507_lociStitched	chr4	75263528	75264627	1	1100	469.8225
1_MACS_peak_33557_lociStitched	chr9	76937429	76938528	1	1100	379.9243
1_MACS_peak_5098_lociStitched	chr11	4427172	4428270	1	1099	440.9568
1_MACS_peak_6293_lociStitched	chr11	101124399	101125497	1	1099	520.3421999999999
1_MACS_peak_8458_lociStitched	chr12	133006612	133007710	1	1099	440.298
1_MACS_peak_10901_lociStitched	chr15	62359911	62361009	1	1099	782.8739999999999
1_MACS_peak_14210_lociStitched	chr17	64187364	64188462	1	1099	835.6878
1_MACS_peak_16626_lociStitched	chr19	49163717	49164815	1	1099	927.9198
1_MACS_peak_17670_lociStitched	chr2	64836013	64837111	1	1099	661.5450000000001
1_MACS_peak_22259_lociStitched	chr3	50987801	50988899	1	1099	440.298
1_MACS_peak_25990_lociStitched	chr5	60961430	60962528	1	1099	473.4576
1_MACS_peak_27135_lociStitched	chr5	161923059	161924157	1	1099	440.1882
1_MACS_peak_33623_lociStitched	chr9	83831412	83832510	1	1099	426.46320000000003
1_MACS_peak_2438_lociStitched	chr1	178597950	178599047	1	1098	733.1251
1_MACS_peak_4030_lociStitched	chr10	58670832	58671929	1	1098	674.655
1_MACS_peak_5265_lociStitched	chr11	17047747	17048844	1	1098	557.276
1_MACS_peak_8529_lociStitched	chr13	24040136	24041233	1	1098	734.1124
1_MACS_peak_18137_lociStitched	chr2	108887989	108889086	1	1098	633.0786999999999
1_MACS_peak_19185_lociStitched	chr2	210390503	210391600	1	1098	413.2399
1_MACS_peak_22252_lociStitched	chr3	50627905	50629002	1	1098	475.5495
1_MACS_peak_22348_lociStitched	chr3	56239002	56240099	1	1098	474.0137
1_MACS_peak_26600_lociStitched	chr5	130206363	130207460	1	1098	413.569
1_MACS_peak_31252_lociStitched	chr8	2129953	2131050	1	1098	516.3579
1_MACS_peak_31548_lociStitched	chr8	26018123	26019220	1	1098	448.67299999999994
1_MACS_peak_31639_lociStitched	chr8	29580043	29581140	1	1098	523.9272
1_MACS_peak_32068_lociStitched	chr8	71369036	71370133	1	1098	477.7435
1_MACS_peak_8173_lociStitched	chr12	116525507	116526603	1	1097	355.652
1_MACS_peak_9046_lociStitched	chr13	86420789	86421885	1	1097	474.02
1_MACS_peak_10515_lociStitched	chr15	33615272	33616368	1	1097	671.1904000000001
1_MACS_peak_11277_lociStitched	chr15	83349115	83350211	1	1097	744.0744
1_MACS_peak_11317_lociStitched	chr15	85304279	85305375	1	1097	474.4584
1_MACS_peak_14758_lociStitched	chr18	13743999	13745095	1	1097	443.0032
1_MACS_peak_14923_lociStitched	chr18	35178522	35179618	1	1097	454.51120000000003
1_MACS_peak_17651_lociStitched	chr2	62683794	62684890	1	1097	623.5143999999999
1_MACS_peak_18722_lociStitched	chr2	171672392	171673488	1	1097	392.8064
1_MACS_peak_20025_lociStitched	chr20	36689015	36690111	1	1097	523.4496
1_MACS_peak_23808_lociStitched	chr3	196411291	196412387	1	1097	634.2552
1_MACS_peak_31122_lociStitched	chr7	150630821	150631917	1	1097	426.344
1_MACS_peak_31285_lociStitched	chr8	7212039	7213135	1	1097	564.44
1_MACS_peak_31817_lociStitched	chr8	50367215	50368311	1	1097	733.6624
1_MACS_peak_556_lociStitched	chr1	27764754	27765849	1	1096	466.7985
1_MACS_peak_4929_lociStitched	chr10	133841924	133843019	1	1096	501.6195
1_MACS_peak_14493_lociStitched	chr17	77826190	77827285	1	1096	744.0525
1_MACS_peak_23385_lociStitched	chr3	156943585	156944680	1	1096	472.4925
1_MACS_peak_32888_lociStitched	chr8	144120425	144121520	1	1096	603.4545
1_MACS_peak_1300_lociStitched	chr1	82975772	82976866	1	1095	375.4608
1_MACS_peak_3497_lociStitched	chr10	7302049	7303143	1	1095	435.5214
1_MACS_peak_8665_lociStitched	chr13	38639086	38640180	1	1095	570.4116
1_MACS_peak_8899_lociStitched	chr13	59240438	59241532	1	1095	437.1624
1_MACS_peak_12127_lociStitched	chr16	28518915	28520009	1	1095	717.0076
1_MACS_peak_19099_lociStitched	chr2	203142610	203143704	1	1095	402.3732
1_MACS_peak_19200_lociStitched	chr2	212942493	212943587	1	1095	391.9802
1_MACS_peak_20713_lociStitched	chr21	35756129	35757223	1	1095	473.8114
1_MACS_peak_22750_lociStitched	chr3	107843035	107844129	1	1095	546.1247999999999
1_MACS_peak_26583_lociStitched	chr5	127088033	127089127	1	1095	613.5151999999999
1_MACS_peak_35546_lociStitched	chrX	135849081	135850175	1	1095	471.514
1_MACS_peak_812_lociStitched	chr1	40562322	40563415	1	1094	750.6723999999999
1_MACS_peak_947_lociStitched	chr1	46580479	46581572	1	1094	499.8289
1_MACS_peak_6326_lociStitched	chr11	103810177	103811270	1	1094	442.8836
1_MACS_peak_15300_lociStitched	chr18	76299385	76300478	1	1094	401.78679999999997
1_MACS_peak_22601_lociStitched	chr3	88433903	88434996	1	1094	416.7609
1_MACS_peak_25016_lociStitched	chr4	138772650	138773743	1	1094	440.5883
1_MACS_peak_29984_lociStitched	chr7	48293873	48294966	1	1094	494.9104
1_MACS_peak_33589_lociStitched	chr9	79502057	79503150	1	1094	407.36109999999996
1_MACS_peak_7117_lociStitched	chr12	29469680	29470772	1	1093	407.0976
1_MACS_peak_9616_lociStitched	chr14	56327939	56329031	1	1093	748.2384000000001
1_MACS_peak_18211_lociStitched	chr2	112655441	112656533	1	1093	666.12
1_MACS_peak_18236_lociStitched	chr2	113881673	113882765	1	1093	582.9096000000001
1_MACS_peak_19396_lociStitched	chr2	232394589	232395681	1	1093	679.224
1_MACS_peak_22926_lociStitched	chr3	122540702	122541794	1	1093	475.566
1_MACS_peak_28374_lociStitched	chr6	67671519	67672611	1	1093	535.1892
1_MACS_peak_32186_lociStitched	chr8	84216909	84218001	1	1093	387.4416
1_MACS_peak_6269_lociStitched	chr11	97150973	97152064	1	1092	428.3266
1_MACS_peak_7589_lociStitched	chr12	58809443	58810534	1	1092	521.6071000000001
1_MACS_peak_9492_lociStitched	chr14	39849909	39851000	1	1092	606.4869
1_MACS_peak_12796_lociStitched	chr16	83029293	83030384	1	1092	622.8519
1_MACS_peak_12964_lociStitched	chr17	1001258	1002349	1	1092	739.1525
1_MACS_peak_14360_lociStitched	chr17	73629169	73630260	1	1092	534.3718
1_MACS_peak_19745_lociStitched	chr20	18447452	18448543	1	1092	953.2067000000001
1_MACS_peak_20371_lociStitched	chr20	55605817	55606908	1	1092	931.8231
1_MACS_peak_20777_lociStitched	chr21	39615798	39616889	1	1092	393.63280000000003
1_MACS_peak_27120_lociStitched	chr5	160040830	160041921	1	1092	523.0254
1_MACS_peak_82_lociStitched	chr1	2986084	2987174	1	1091	476.003
1_MACS_peak_213_lociStitched	chr1	10229517	10230607	1	1091	446.35499999999996
1_MACS_peak_9413_lociStitched	chr14	28657195	28658285	1	1091	449.189
1_MACS_peak_12011_lociStitched	chr16	21127264	21128354	1	1091	534.318
1_MACS_peak_12954_lociStitched	chr17	288702	289792	1	1091	451.151
1_MACS_peak_21205_lociStitched	chr22	31136055	31137145	1	1091	431.095
1_MACS_peak_22874_lociStitched	chr3	119298057	119299147	1	1091	734.442
1_MACS_peak_23323_lociStitched	chr3	152313728	152314818	1	1091	487.993
1_MACS_peak_26858_lociStitched	chr5	141811734	141812824	1	1091	565.601
1_MACS_peak_27677_lociStitched	chr6	24645939	24647029	1	1091	406.243
1_MACS_peak_32202_lociStitched	chr8	85766604	85767694	1	1091	702.7230000000001
1_MACS_peak_35436_lociStitched	chrX	127022429	127023519	1	1091	660.322
1_MACS_peak_5800_lociStitched	chr11	65057921	65059010	1	1090	461.0826
1_MACS_peak_8568_lociStitched	chr13	28121884	28122973	1	1090	417.41369999999995
1_MACS_peak_15210_lociStitched	chr18	65359672	65360761	1	1090	501.1578
1_MACS_peak_16985_lociStitched	chr2	6038525	6039614	1	1090	451.7172
1_MACS_peak_20020_lociStitched	chr20	36034626	36035715	1	1090	648.2817
1_MACS_peak_24068_lociStitched	chr4	12853845	12854934	1	1090	750.4299000000001
1_MACS_peak_24139_lociStitched	chr4	20420112	20421201	1	1090	468.16110000000003
1_MACS_peak_24577_lociStitched	chr4	80858312	80859401	1	1090	576.1899
1_MACS_peak_33818_lociStitched	chr9	98980051	98981140	1	1090	680.8428
1_MACS_peak_35402_lociStitched	chrX	121179944	121181033	1	1090	431.02619999999996
1_MACS_peak_3651_lociStitched	chr10	19927258	19928346	1	1089	591.7632000000001
1_MACS_peak_5044_lociStitched	chr11	2023207	2024295	1	1089	610.6944
1_MACS_peak_5404_lociStitched	chr11	34255266	34256354	1	1089	517.6704
1_MACS_peak_17025_lociStitched	chr2	8891895	8892983	1	1089	597.0944
1_MACS_peak_18412_lociStitched	chr2	132795440	132796528	1	1089	582.624
1_MACS_peak_19575_lociStitched	chr20	1165732	1166820	1	1089	776.0704000000001
1_MACS_peak_30078_lociStitched	chr7	63032665	63033753	1	1089	413.6576
1_MACS_peak_31061_lociStitched	chr7	146625251	146626339	1	1089	589.9136
1_MACS_peak_477_lociStitched	chr1	25454275	25455362	1	1088	350.8836
1_MACS_peak_8938_lociStitched	chr13	68120888	68121975	1	1088	390.6678
1_MACS_peak_17535_lociStitched	chr2	50200803	50201890	1	1088	824.9243
1_MACS_peak_23244_lociStitched	chr3	143906624	143907711	1	1088	451.64849999999996
1_MACS_peak_23349_lociStitched	chr3	154988147	154989234	1	1088	719.594
1_MACS_peak_23719_lociStitched	chr3	189432559	189433646	1	1088	375.12370000000004
1_MACS_peak_24223_lociStitched	chr4	27260279	27261366	1	1088	418.3863
1_MACS_peak_24342_lociStitched	chr4	46067171	46068258	1	1088	447.1918
1_MACS_peak_25622_lociStitched	chr5	15794409	15795496	1	1088	578.6101
1_MACS_peak_26159_lociStitched	chr5	76099686	76100773	1	1088	535.0214000000001
1_MACS_peak_33297_lociStitched	chr9	34701204	34702291	1	1088	628.6121
1_MACS_peak_35485_lociStitched	chrX	131010322	131011409	1	1088	434.9087
1_MACS_peak_1320_lociStitched	chr1	85462341	85463427	1	1087	590.241
1_MACS_peak_3545_lociStitched	chr10	11864979	11866065	1	1087	795.8208
1_MACS_peak_4954_lociStitched	chr10	134973289	134974375	1	1087	611.3094
1_MACS_peak_8386_lociStitched	chr12	126345800	126346886	1	1087	818.3009999999999
1_MACS_peak_11239_lociStitched	chr15	81331339	81332425	1	1087	415.8294
1_MACS_peak_11434_lociStitched	chr15	91382447	91383533	1	1087	561.8964
1_MACS_peak_15094_lociStitched	chr18	52866521	52867607	1	1087	398.4534
1_MACS_peak_16093_lociStitched	chr19	23881642	23882728	1	1087	610.0061999999999
1_MACS_peak_17702_lociStitched	chr2	66062849	66063935	1	1087	461.7672
1_MACS_peak_19065_lociStitched	chr2	201913876	201914962	1	1087	367.8282
1_MACS_peak_27303_lociStitched	chr5	177349857	177350943	1	1087	493.4784
1_MACS_peak_28325_lociStitched	chr6	56716290	56717376	1	1087	428.2098
1_MACS_peak_31278_lociStitched	chr8	6949186	6950272	1	1087	954.0509999999999
1_MACS_peak_31978_lociStitched	chr8	64303835	64304921	1	1087	635.0928
1_MACS_peak_1229_lociStitched	chr1	72171391	72172476	1	1086	484.0185
1_MACS_peak_2587_lociStitched	chr1	186649311	186650396	1	1086	999.1765
1_MACS_peak_7219_lociStitched	chr12	41085899	41086984	1	1086	566.4785
1_MACS_peak_15276_lociStitched	chr18	74571109	74572194	1	1086	486.08
1_MACS_peak_15823_lociStitched	chr19	13345076	13346161	1	1086	738.8850000000001
1_MACS_peak_20994_lociStitched	chr22	20286639	20287724	1	1086	398.95450000000005
1_MACS_peak_25050_lociStitched	chr4	142053663	142054748	1	1086	593.2779999999999
1_MACS_peak_25697_lociStitched	chr5	29128088	29129173	1	1086	444.0905
1_MACS_peak_26609_lociStitched	chr5	130609693	130610778	1	1086	426.622
1_MACS_peak_26899_lociStitched	chr5	143191533	143192618	1	1086	494.4345
1_MACS_peak_1214_lociStitched	chr1	70032716	70033800	1	1085	607.582
1_MACS_peak_2221_lociStitched	chr1	161530661	161531745	1	1085	602.162
1_MACS_peak_7242_lociStitched	chr12	42939960	42941044	1	1085	606.7148
1_MACS_peak_8838_lociStitched	chr13	51654310	51655394	1	1085	588.1784
1_MACS_peak_12648_lociStitched	chr16	71403914	71404998	1	1085	375.606
1_MACS_peak_14410_lociStitched	chr17	74812257	74813341	1	1085	473.05760000000004
1_MACS_peak_14476_lociStitched	chr17	76967085	76968169	1	1085	558.1516
1_MACS_peak_17863_lociStitched	chr2	76811362	76812446	1	1085	352.7336
1_MACS_peak_19215_lociStitched	chr2	216158266	216159350	1	1085	572.1352
1_MACS_peak_23403_lociStitched	chr3	158755873	158756957	1	1085	497.2308
1_MACS_peak_27582_lociStitched	chr6	15907283	15908367	1	1085	648.4488
1_MACS_peak_34801_lociStitched	chrX	41134741	41135825	1	1085	509.3716
1_MACS_peak_158_lociStitched	chr1	7889384	7890467	1	1084	455.6181
1_MACS_peak_684_lociStitched	chr1	33702838	33703921	1	1084	574.2066
1_MACS_peak_4221_lociStitched	chr10	77224388	77225471	1	1084	421.5036
1_MACS_peak_7548_lociStitched	chr12	57384837	57385920	1	1084	575.9394000000001
1_MACS_peak_8643_lociStitched	chr13	35590654	35591737	1	1084	428.75969999999995
1_MACS_peak_11035_lociStitched	chr15	70488588	70489671	1	1084	399.8436
1_MACS_peak_15062_lociStitched	chr18	48813866	48814949	1	1084	529.3704
1_MACS_peak_15843_lociStitched	chr19	13972274	13973357	1	1084	684.456
1_MACS_peak_16898_lociStitched	chr19	58360952	58362035	1	1084	622.9416
1_MACS_peak_24027_lociStitched	chr4	9692505	9693588	1	1084	1029.7164
1_MACS_peak_29950_lociStitched	chr7	45381410	45382493	1	1084	466.33979999999997
1_MACS_peak_33391_lociStitched	chr9	41936174	41937257	1	1084	543.7743
1_MACS_peak_1068_lociStitched	chr1	56106446	56107528	1	1083	458.8762
1_MACS_peak_3457_lociStitched	chr10	4352348	4353430	1	1083	423.3866
1_MACS_peak_3694_lociStitched	chr10	22678847	22679929	1	1083	499.6676
1_MACS_peak_11488_lociStitched	chr15	96899796	96900878	1	1083	627.56
1_MACS_peak_12828_lociStitched	chr16	85148441	85149523	1	1083	1100.9350000000002
1_MACS_peak_13628_lociStitched	chr17	36338011	36339093	1	1083	837.9008
1_MACS_peak_18920_lociStitched	chr2	188942976	188944058	1	1083	454.6564
1_MACS_peak_22404_lociStitched	chr3	61343814	61344896	1	1083	596.723
1_MACS_peak_28209_lociStitched	chr6	45466351	45467433	1	1083	390.1692
1_MACS_peak_28532_lociStitched	chr6	87441026	87442108	1	1083	338.2332
1_MACS_peak_29329_lociStitched	chr6	161459006	161460088	1	1083	359.00759999999997
1_MACS_peak_32554_lociStitched	chr8	115174876	115175958	1	1083	399.1498
1_MACS_peak_33558_lociStitched	chr9	76948136	76949218	1	1083	425.65880000000004
1_MACS_peak_1356_lociStitched	chr1	89752216	89753297	1	1082	455.7496
1_MACS_peak_3173_lociStitched	chr1	230172537	230173618	1	1082	554.4449000000001
1_MACS_peak_3531_lociStitched	chr10	11311848	11312929	1	1082	642.3302
1_MACS_peak_8638_lociStitched	chr13	35341982	35343063	1	1082	515.3127000000001
1_MACS_peak_11138_lociStitched	chr15	75287670	75288751	1	1082	942.9562999999999
1_MACS_peak_13220_lociStitched	chr17	14026776	14027857	1	1082	468.073
1_MACS_peak_14306_lociStitched	chr17	71640547	71641628	1	1082	440.5075
1_MACS_peak_18284_lociStitched	chr2	119727941	119729022	1	1082	434.9944
1_MACS_peak_18933_lociStitched	chr2	190840889	190841970	1	1082	551.3100000000001
1_MACS_peak_25071_lociStitched	chr4	144763424	144764505	1	1082	406.8884
1_MACS_peak_29443_lociStitched	chr7	4225242	4226323	1	1082	386.998
1_MACS_peak_32844_lociStitched	chr8	140613638	140614719	1	1082	797.8860999999999
