#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper
1_MACS_peak_2516_lociStitched	chr1	183809095	183815528	1	6434	20886.0211	920	1
1_MACS_peak_31837_lociStitched	chr8	52872383	52877444	1	5062	20874.0945	921	1
1_MACS_peak_20532_lociStitched	chr21	11168146	11172896	1	4751	20867.225	922	1
2_MACS_peak_25578_lociStitched	chr5	7868126	7879534	2	9670	20851.5424	923	1
2_MACS_peak_14491_lociStitched	chr17	77809608	77818972	2	7253	20847.0732	924	1
3_MACS_peak_27959_lociStitched	chr6	33279557	33292217	3	8411	20845.956	925	1
4_MACS_peak_21955_lociStitched	chr3	32461422	32476231	4	9989	20840.7057	926	1
4_MACS_peak_13167_lociStitched	chr17	8088631	8104227	4	10103	20815.9812	927	1
1_MACS_peak_24634_lociStitched	chr4	87854874	87862871	1	7998	20789.0012	928	1
1_MACS_peak_22101_lociStitched	chr3	45634121	45642188	1	8068	20785.4322	929	1
3_MACS_peak_21599_lociStitched	chr22	50352694	50364880	3	9261	20778.3486	930	1
3_MACS_peak_9371_lociStitched	chr14	24604485	24618100	3	9968	20768.321	931	1
3_MACS_peak_10793_lociStitched	chr15	52965863	52977017	3	8931	20764.2864	932	1
1_MACS_peak_1801_lociStitched	chr1	146640833	146645778	1	4946	20760.099	933	1
3_MACS_peak_18090_lociStitched	chr2	102436459	102448743	3	10733	20735.392	934	1
1_MACS_peak_15912_lociStitched	chr19	16186280	16191877	1	5598	20729.0492	935	1
1_MACS_peak_380_lociStitched	chr1	21615653	21623774	1	8122	20721.5436	936	1
2_MACS_peak_2459_lociStitched	chr1	179845542	179853510	2	5260	20688.912	937	1
1_MACS_peak_3353_lociStitched	chr1	244995938	245001265	1	5328	20687.4045	938	1
2_MACS_peak_17270_lociStitched	chr2	28612350	28619728	2	7193	20649.5464	939	1
2_MACS_peak_29426_lociStitched	chr7	2438173	2448101	2	9281	20607.5496	940	1
2_MACS_peak_34240_lociStitched	chr9	130828448	130836677	2	8224	20560.9794	941	1
1_MACS_peak_32810_lociStitched	chr8	134508367	134516053	1	7687	20546.9838	942	1
2_MACS_peak_7825_lociStitched	chr12	89854835	89870494	2	11406	20546.1739	943	1
2_MACS_peak_28280_lociStitched	chr6	52393003	52404080	2	7438	20541.1888	944	1
1_MACS_peak_1971_lociStitched	chr1	153892153	153897199	1	5047	20536.7154	945	1
1_MACS_peak_27122_lociStitched	chr5	160168836	160178347	1	9512	20536.1512	946	1
1_MACS_peak_32630_lociStitched	chr8	121820196	121825185	1	4990	20529.2361	947	1
2_MACS_peak_27693_lociStitched	chr6	25403145	25415417	2	9576	20517.5568	948	1
2_MACS_peak_13447_lociStitched	chr17	27274890	27280279	2	5319	20507.3006	949	1
2_MACS_peak_26377_lociStitched	chr5	100182329	100194181	2	8599	20469.5892	950	1
3_MACS_peak_22385_lociStitched	chr3	58404128	58420458	3	9761	20464.756	951	1
2_MACS_peak_11627_lociStitched	chr16	1820373	1833916	2	7684	20460.7644	952	1
1_MACS_peak_8640_lociStitched	chr13	35514897	35525598	1	10702	20456.0316	953	1
2_MACS_peak_21073_lociStitched	chr22	23497542	23507953	2	6216	20431.5875	954	1
1_MACS_peak_15708_lociStitched	chr19	10763032	10768061	1	5030	20427.2951	955	1
2_MACS_peak_5806_lociStitched	chr11	65148252	65157699	2	8213	20397.9624	956	1
2_MACS_peak_1998_lociStitched	chr1	154574434	154582640	2	8169	20396.013	957	1
4_MACS_peak_6485_lociStitched	chr11	115629877	115650409	4	12638	20353.3716	958	1
1_MACS_peak_20285_lociStitched	chr20	49567915	49576088	1	8174	20348.3181	959	1
1_MACS_peak_13385_lociStitched	chr17	21187175	21193098	1	5924	20344.3204	960	1
2_MACS_peak_9544_lociStitched	chr14	50465384	50476206	2	6708	20328.0448	961	1
1_MACS_peak_25472_lociStitched	chr5	217093	225094	1	8002	20314.539	962	1
5_MACS_peak_15838_lociStitched	chr19	13943896	13961882	5	11129	20281.0136	963	1
1_MACS_peak_2367_lociStitched	chr1	172500346	172506037	1	5692	20276.4639	964	1
5_MACS_peak_12292_lociStitched	chr16	46645373	46667776	5	10422	20270.2344	965	1
2_MACS_peak_4667_lociStitched	chr10	111966945	111974896	2	6966	20266.3039	966	1
1_MACS_peak_20284_lociStitched	chr20	49544524	49549547	1	5024	20244.6992	967	1
6_MACS_peak_10606_lociStitched	chr15	40834078	40863005	6	15111	20208.4022	968	1
2_MACS_peak_32850_lociStitched	chr8	141597859	141609326	2	9044	20200.2672	969	1
1_MACS_peak_11472_lociStitched	chr15	93442777	93450588	1	7812	20195.3405	970	1
1_MACS_peak_15497_lociStitched	chr19	4063251	4068376	1	5126	20184.3	971	1
2_MACS_peak_4358_lociStitched	chr10	90143999	90152811	2	8298	20178.5988	972	1
4_MACS_peak_31362_lociStitched	chr8	11414828	11430752	4	9836	20155.0068	973	1
1_MACS_peak_28693_lociStitched	chr6	106439510	106447230	1	7721	20149.972	974	1
5_MACS_peak_14774_lociStitched	chr18	14924550	14950725	5	15896	20133.81	975	1
5_MACS_peak_11094_lociStitched	chr15	74273785	74290192	5	12114	20103.4971	976	1
1_MACS_peak_2546_lociStitched	chr1	184615134	184620491	1	5358	20089.8214	977	1
4_MACS_peak_7446_lociStitched	chr12	53763886	53777645	4	9043	20074.381	978	1
2_MACS_peak_23480_lociStitched	chr3	169887543	169900321	2	9178	20052.5154	979	1
1_MACS_peak_26156_lociStitched	chr5	76031200	76038764	1	7565	20049.8948	980	1
3_MACS_peak_7581_lociStitched	chr12	58225048	58241319	3	8094	20049.1262	981	1
4_MACS_peak_14691_lociStitched	chr18	9060844	9074465	4	10672	20033.7668	982	1
1_MACS_peak_28197_lociStitched	chr6	45162228	45171881	1	9654	20018.3914	983	1
3_MACS_peak_14569_lociStitched	chr17	80307480	80321548	3	10945	20013.1368	984	1
2_MACS_peak_12334_lociStitched	chr16	49487129	49499776	2	6728	20010.0834	985	1
2_MACS_peak_2174_lociStitched	chr1	160591140	160603389	2	7677	20009.9664	986	1
3_MACS_peak_32397_lociStitched	chr8	101500748	101513209	3	10977	19973.7369	987	1
3_MACS_peak_33967_lociStitched	chr9	112809784	112828920	3	9152	19937.7984	988	1
2_MACS_peak_12655_lociStitched	chr16	71840847	71853019	2	7131	19926.7812	989	1
4_MACS_peak_14619_lociStitched	chr18	791131	813808	4	10896	19894.5321	990	1
1_MACS_peak_27604_lociStitched	chr6	16758338	16764893	1	6556	19883.937	991	1
2_MACS_peak_35676_lociStitched	chrX	153278805	153286990	2	6721	19875.6355	992	1
1_MACS_peak_6150_lociStitched	chr11	82866498	82874061	1	7564	19874.0514	993	1
1_MACS_peak_22791_lociStitched	chr3	111804420	111812586	1	8167	19873.5942	994	1
1_MACS_peak_32730_lociStitched	chr8	128745809	128753504	1	7696	19862.334	995	1
1_MACS_peak_15541_lociStitched	chr19	5716964	5721233	1	4270	19840.6044	996	1
2_MACS_peak_6633_lociStitched	chr11	124660937	124671309	2	6131	19840.5988	997	1
2_MACS_peak_19536_lociStitched	chr2	242248314	242258092	2	7069	19837.6064	998	1
1_MACS_peak_11160_lociStitched	chr15	75741882	75749130	1	7249	19820.3808	999	1
2_MACS_peak_25552_lociStitched	chr5	6445544	6454349	2	7725	19811.25	1000	1
3_MACS_peak_12235_lociStitched	chr16	30952777	30970581	3	7260	19803.3892	1001	1
3_MACS_peak_10325_lociStitched	chr15	22540020	22553788	3	7791	19799.7608	1002	1
1_MACS_peak_12931_lociStitched	chr16	89786292	89791342	1	5051	19799.03	1003	1
2_MACS_peak_25062_lociStitched	chr4	144273113	144283224	2	10053	19795.3158	1004	1
2_MACS_peak_14530_lociStitched	chr17	79476205	79487126	2	7897	19787.7599	1005	1
3_MACS_peak_9842_lociStitched	chr14	74223135	74241907	3	13153	19780.0564	1006	1
1_MACS_peak_17922_lociStitched	chr2	85764204	85769718	1	5515	19763.8302	1007	1
1_MACS_peak_25843_lociStitched	chr5	42991110	42996118	1	5009	19761.568	1008	1
2_MACS_peak_21363_lociStitched	chr22	38782765	38797487	2	14358	19752.5074	1009	1
5_MACS_peak_14382_lociStitched	chr17	74168719	74190676	5	13993	19734.9516	1010	1
1_MACS_peak_5796_lociStitched	chr11	64898602	64903764	1	5163	19705.4188	1011	1
1_MACS_peak_5955_lociStitched	chr11	68605330	68612256	1	6927	19687.155	1012	1
2_MACS_peak_15494_lociStitched	chr19	3983088	3990567	2	6683	19680.9885	1013	1
3_MACS_peak_29941_lociStitched	chr7	45065060	45077016	3	8087	19678.3804	1014	1
4_MACS_peak_5688_lociStitched	chr11	62312044	62328638	4	9291	19662.2306	1015	1
3_MACS_peak_33604_lociStitched	chr9	82179650	82189280	3	8525	19656.756	1016	1
3_MACS_peak_20489_lociStitched	chr20	62256834	62274449	3	7349	19651.294	1017	1
4_MACS_peak_16846_lociStitched	chr19	56145639	56170418	4	13456	19647.2691	1018	1
1_MACS_peak_28522_lociStitched	chr6	86348955	86355160	1	6206	19630.7585	1019	1
2_MACS_peak_33150_lociStitched	chr9	20416396	20429532	2	9860	19626.4976	1020	1
2_MACS_peak_10817_lociStitched	chr15	55692952	55701750	2	8757	19608.1026	1021	1
2_MACS_peak_15705_lociStitched	chr19	10675065	10683409	2	6801	19589.2088	1022	1
3_MACS_peak_6064_lociStitched	chr11	75264308	75275283	3	6852	19573.9125	1023	1
1_MACS_peak_6742_lociStitched	chr11	130715346	130719836	1	4491	19554.848	1024	1
2_MACS_peak_26794_lociStitched	chr5	139718284	139727667	2	9277	19541.9741	1025	1
1_MACS_peak_2041_lociStitched	chr1	155292169	155295308	1	3140	19532.7414	1026	1
3_MACS_peak_33699_lociStitched	chr9	91924347	91936046	3	9870	19532.6504	1027	1
1_MACS_peak_2166_lociStitched	chr1	160310379	160314713	1	4335	19524.2366	1028	1
3_MACS_peak_15741_lociStitched	chr19	11484219	11493736	3	7870	19519.367	1029	1
5_MACS_peak_15716_lociStitched	chr19	10974780	10990981	5	9400	19510.8643	1030	1
1_MACS_peak_34789_lociStitched	chrX	40171321	40180047	1	8727	19510.4634	1031	1
1_MACS_peak_75_lociStitched	chr1	2453936	2459228	1	5293	19499.9616	1032	1
2_MACS_peak_23053_lociStitched	chr3	128994700	129003536	2	8247	19491.3324	1033	1
1_MACS_peak_1980_lociStitched	chr1	154150474	154156577	1	6104	19491.1511	1034	1
1_MACS_peak_25679_lociStitched	chr5	26718555	26729561	1	11007	19478.4188	1035	1
2_MACS_peak_14472_lociStitched	chr17	76881794	76889513	2	6241	19467.318	1036	1
1_MACS_peak_5719_lociStitched	chr11	62646706	62652279	1	5574	19465.9317	1037	1
1_MACS_peak_3073_lociStitched	chr1	226248680	226253463	1	4784	19453.8959	1038	1
1_MACS_peak_21461_lociStitched	chr22	41839676	41845243	1	5568	19436.6238	1039	1
1_MACS_peak_31783_lociStitched	chr8	42710493	42716389	1	5897	19430.268	1040	1
4_MACS_peak_917_lociStitched	chr1	45264717	45286598	4	11347	19423.7637	1041	1
2_MACS_peak_25648_lociStitched	chr5	19280688	19291438	2	10412	19410.2	1042	1
3_MACS_peak_35697_lociStitched	chrX	153706312	153720150	3	8796	19407.795	1043	1
2_MACS_peak_19467_lociStitched	chr2	236402168	236412304	2	8264	19402.3312	1044	1
3_MACS_peak_15364_lociStitched	chr19	1237078	1251006	3	10543	19387.776	1045	1
2_MACS_peak_26335_lociStitched	chr5	95285116	95298415	2	8879	19367.3337	1046	1
2_MACS_peak_28465_lociStitched	chr6	80245627	80256605	2	9109	19359.703	1047	1
4_MACS_peak_30283_lociStitched	chr7	76008237	76027607	4	9180	19356.441	1048	1
1_MACS_peak_3354_lociStitched	chr1	245022833	245030066	1	7234	19343.9352	1049	1
5_MACS_peak_17239_lociStitched	chr2	27292747	27310989	5	12433	19334.6958	1050	1
1_MACS_peak_2339_lociStitched	chr1	169861398	169864344	1	2947	19332.8304	1051	1
1_MACS_peak_30189_lociStitched	chr7	73128646	73134645	1	6000	19286.785	1052	1
1_MACS_peak_27722_lociStitched	chr6	26269691	26275604	1	5914	19279.9278	1053	1
3_MACS_peak_17490_lociStitched	chr2	46761688	46777616	3	10348	19277.6584	1054	1
1_MACS_peak_5148_lociStitched	chr11	8703110	8711542	1	8433	19277.2384	1055	1
2_MACS_peak_14184_lociStitched	chr17	62490198	62504944	2	8772	19265.649	1056	1
1_MACS_peak_4138_lociStitched	chr10	73504695	73510324	1	5630	19250.0542	1057	1
2_MACS_peak_2411_lociStitched	chr1	175173253	175181020	2	5374	19240.4124	1058	1
4_MACS_peak_8277_lociStitched	chr12	121725743	121738825	4	9490	19233.1564	1059	1
3_MACS_peak_1910_lociStitched	chr1	151161296	151173417	3	6661	19232.3907	1060	1
4_MACS_peak_19124_lociStitched	chr2	204568581	204584020	4	10378	19226.1867	1061	1
3_MACS_peak_34429_lociStitched	chr9	139292918	139306372	3	9593	19217.6936	1062	1
2_MACS_peak_15913_lociStitched	chr19	16221569	16231888	2	8558	19205.7228	1063	1
3_MACS_peak_35466_lociStitched	chrX	129298190	129310940	3	8264	19202.775	1064	1
1_MACS_peak_9252_lociStitched	chr13	114789464	114794391	1	4928	19201.5044	1065	1
3_MACS_peak_29811_lociStitched	chr7	37240558	37254043	3	10479	19199.943	1066	1
1_MACS_peak_8816_lociStitched	chr13	50648475	50658414	1	9940	19199.1663	1067	1
1_MACS_peak_2382_lociStitched	chr1	173987395	173992856	1	5462	19189.954	1068	1
3_MACS_peak_7517_lociStitched	chr12	56509031	56524003	3	9637	19185.1208	1069	1
1_MACS_peak_30486_lociStitched	chr7	98475361	98481064	1	5704	19170.0642	1070	1
2_MACS_peak_27566_lociStitched	chr6	15244723	15257600	2	9765	19169.9899	1071	1
1_MACS_peak_5903_lociStitched	chr11	67053977	67058465	1	4489	19162.4136	1072	1
1_MACS_peak_23412_lociStitched	chr3	160116107	160123590	1	7484	19161.7181	1073	1
1_MACS_peak_10272_lociStitched	chr14	106385262	106397195	1	11934	19121.4392	1074	1
3_MACS_peak_34470_lociStitched	chr9	140130555	140137463	3	4925	19111.6728	1075	1
3_MACS_peak_11785_lociStitched	chr16	9037733	9058784	3	9782	19110.0978	1076	1
2_MACS_peak_20169_lociStitched	chr20	44591474	44601785	2	6378	19104.2208	1077	1
2_MACS_peak_22960_lociStitched	chr3	124501695	124511679	2	8728	19101.3888	1078	1
4_MACS_peak_2217_lociStitched	chr1	161493436	161511119	4	7236	19044.591	1079	1
1_MACS_peak_16613_lociStitched	chr19	48946374	48953949	1	7576	19042.035	1080	1
2_MACS_peak_25513_lociStitched	chr5	1791583	1802640	2	7332	19013.6172	1081	1
3_MACS_peak_27717_lociStitched	chr6	26214661	26225317	3	9314	19009.2384	1082	1
2_MACS_peak_8133_lociStitched	chr12	112446844	112454026	2	7130	18999.981	1083	1
2_MACS_peak_9290_lociStitched	chr14	20955470	20968311	2	8917	18986.7026	1084	1
3_MACS_peak_12375_lociStitched	chr16	53123597	53135023	3	7957	18984.299	1085	1
1_MACS_peak_29745_lociStitched	chr7	30632933	30638618	1	5686	18978.804	1086	1
1_MACS_peak_1829_lociStitched	chr1	147928733	147933267	1	4535	18968.4424	1087	1
4_MACS_peak_29591_lociStitched	chr7	22474085	22489121	4	12983	18966.4104	1088	1
2_MACS_peak_25411_lociStitched	chr4	186391567	186404557	2	8379	18964.101	1089	1
3_MACS_peak_23886_lociStitched	chr4	1711820	1725230	3	8840	18961.74	1090	1
1_MACS_peak_32033_lociStitched	chr8	67972210	67978909	1	6700	18957.5001	1091	1
1_MACS_peak_7280_lociStitched	chr12	46658755	46664592	1	5838	18955.6575	1092	1
3_MACS_peak_6437_lociStitched	chr11	112868629	112886520	3	9954	18953.7254	1093	1
2_MACS_peak_3358_lociStitched	chr1	245126994	245136093	2	5256	18945.0279	1094	1
2_MACS_peak_11065_lociStitched	chr15	72518102	72530512	2	8620	18941.383	1095	1
1_MACS_peak_18819_lociStitched	chr2	178126014	178131348	1	5335	18931.4328	1096	1
2_MACS_peak_33642_lociStitched	chr9	86313021	86324179	2	10706	18913.9258	1097	1
2_MACS_peak_32015_lociStitched	chr8	67416857	67425456	2	6750	18908.3411	1098	1
2_MACS_peak_1566_lociStitched	chr1	111413310	111423329	2	7113	18905.853	1099	1
1_MACS_peak_20724_lociStitched	chr21	36256542	36263202	1	6661	18879.768	1100	1
2_MACS_peak_1748_lociStitched	chr1	143991626	144002385	2	8046	18854.0716	1101	1
1_MACS_peak_29120_lociStitched	chr6	144221486	144227052	1	5567	18848.1458	1102	1
2_MACS_peak_32309_lociStitched	chr8	95953473	95963566	2	9372	18838.5845	1103	1
2_MACS_peak_6679_lociStitched	chr11	126568617	126575118	2	5903	18832.7469	1104	1
1_MACS_peak_30039_lociStitched	chr7	55597951	55604523	1	6573	18831.4088	1105	1
2_MACS_peak_15026_lociStitched	chr18	47012107	47020668	2	8469	18826.4951	1106	1
5_MACS_peak_13160_lociStitched	chr17	8053373	8067059	5	8830	18820.9872	1107	1
2_MACS_peak_16667_lociStitched	chr19	49989759	50001663	2	7527	18815.4624	1108	1
2_MACS_peak_32717_lociStitched	chr8	126647768	126661206	2	9140	18798.4182	1109	1
1_MACS_peak_12138_lociStitched	chr16	28833115	28837914	1	4800	18772.2483	1110	1
3_MACS_peak_23673_lociStitched	chr3	185646323	185661689	3	10197	18755.7396	1111	1
2_MACS_peak_18961_lociStitched	chr2	192539313	192546098	2	6665	18738.1345	1112	1
1_MACS_peak_14811_lociStitched	chr18	20711692	20718023	1	6332	18701.1409	1113	1
3_MACS_peak_11596_lociStitched	chr16	684795	700620	3	8895	18682.995	1114	1
3_MACS_peak_12201_lociStitched	chr16	30378510	30390983	3	7510	18679.5648	1115	1
2_MACS_peak_21872_lociStitched	chr3	23846848	23855007	2	8041	18668.6079	1116	1
2_MACS_peak_2270_lociStitched	chr1	164685471	164695473	2	8929	18663.732	1117	1
1_MACS_peak_5707_lociStitched	chr11	62491373	62497693	1	6321	18663.592	1118	1
2_MACS_peak_12701_lociStitched	chr16	75140997	75151309	2	6742	18661.6264	1119	1
4_MACS_peak_5700_lociStitched	chr11	62431574	62449026	4	7930	18657.9332	1120	1
2_MACS_peak_4605_lociStitched	chr10	105229291	105237339	2	6208	18627.9008	1121	1
1_MACS_peak_20531_lociStitched	chr21	11096963	11101284	1	4322	18613.5717	1122	1
2_MACS_peak_16508_lociStitched	chr19	45921516	45932761	2	9143	18594.732	1123	1
2_MACS_peak_12212_lociStitched	chr16	30537027	30547792	2	5830	18593.308	1124	1
2_MACS_peak_7520_lociStitched	chr12	56545010	56554333	2	6699	18590.9943	1125	1
4_MACS_peak_30649_lociStitched	chr7	104938035	104952336	4	9444	18588.4398	1126	1
3_MACS_peak_19826_lociStitched	chr20	30147202	30162243	3	10568	18574.1309	1127	1
2_MACS_peak_12560_lociStitched	chr16	67594661	67601298	2	6386	18559.7068	1128	1
2_MACS_peak_18500_lociStitched	chr2	148044781	148058274	2	9687	18552.875	1129	1
1_MACS_peak_6248_lociStitched	chr11	95521421	95525493	1	4073	18545.924	1130	1
3_MACS_peak_22372_lociStitched	chr3	57568200	57585719	3	10174	18538.6058	1131	1
1_MACS_peak_2727_lociStitched	chr1	202127143	202130946	1	3804	18503.1162	1132	1
2_MACS_peak_1582_lociStitched	chr1	112134682	112147907	2	9770	18476.6475	1133	1
1_MACS_peak_12921_lociStitched	chr16	89553992	89558511	1	4520	18432.5491	1134	1
2_MACS_peak_26695_lociStitched	chr5	133978074	133987156	2	7549	18406.4894	1135	1
5_MACS_peak_5007_lociStitched	chr11	554014	579698	5	10564	18389.744	1136	1
2_MACS_peak_34334_lociStitched	chr9	134543909	134555416	2	5600	18355.9664	1137	1
4_MACS_peak_34907_lociStitched	chrX	49011973	49030664	4	10738	18347.0856	1138	1
3_MACS_peak_32731_lociStitched	chr8	128800640	128812547	3	7282	18345.1149	1139	1
1_MACS_peak_25857_lociStitched	chr5	43599492	43605320	1	5829	18339.5504	1140	1
3_MACS_peak_21672_lociStitched	chr3	5018591	5029408	3	9601	18325.0797	1141	1
4_MACS_peak_28523_lociStitched	chr6	86378223	86396338	4	10644	18312.4535	1142	1
1_MACS_peak_13692_lociStitched	chr17	38277214	38281497	1	4284	18305.1137	1143	1
2_MACS_peak_16986_lociStitched	chr2	6054719	6066750	2	6449	18279.9014	1144	1
5_MACS_peak_33326_lociStitched	chr9	35825923	35849959	5	11234	18267.36	1145	1
1_MACS_peak_16019_lociStitched	chr19	19173390	19180951	1	7562	18254.5223	1146	1
2_MACS_peak_31635_lociStitched	chr8	29486963	29500809	2	9791	18251.7972	1147	1
1_MACS_peak_52_lociStitched	chr1	1708184	1713498	1	5315	18250.4016	1148	1
1_MACS_peak_4714_lociStitched	chr10	112677475	112685247	1	7773	18227.6716	1149	1
2_MACS_peak_34405_lociStitched	chr9	138509909	138516075	2	5626	18220.53	1150	1
3_MACS_peak_6016_lociStitched	chr11	72523321	72540441	3	7650	18212.256	1151	1
1_MACS_peak_18047_lociStitched	chr2	97531675	97536128	1	4454	18209.6529	1152	1
1_MACS_peak_23874_lociStitched	chr4	1239590	1244583	1	4994	18185.0053	1153	1
2_MACS_peak_8054_lociStitched	chr12	109224247	109234518	2	6918	18158.1009	1154	1
2_MACS_peak_23474_lociStitched	chr3	169755062	169765332	2	7061	18151.198	1155	1
2_MACS_peak_6441_lociStitched	chr11	113050406	113062524	2	8233	18121.2572	1156	1
2_MACS_peak_11793_lociStitched	chr16	9164868	9174051	2	8525	18117.1407	1157	1
1_MACS_peak_29982_lociStitched	chr7	48124029	48129743	1	5715	18104.809	1158	1
1_MACS_peak_30633_lociStitched	chr7	104534414	104539198	1	4785	18100.264	1159	1
2_MACS_peak_19425_lociStitched	chr2	233138302	233150459	2	6710	18099.3416	1160	1
1_MACS_peak_2896_lociStitched	chr1	211430604	211435109	1	4506	18096.585	1161	1
2_MACS_peak_12979_lociStitched	chr17	1387830	1395842	2	6720	18094.3008	1162	1
5_MACS_peak_7573_lociStitched	chr12	58134020	58150380	5	9988	18092.524	1163	1
1_MACS_peak_17521_lociStitched	chr2	48130047	48135335	1	5289	18051.6456	1164	1
1_MACS_peak_1598_lociStitched	chr1	113160378	113166199	1	5822	18039.8611	1165	1
2_MACS_peak_2383_lociStitched	chr1	174126968	174137349	2	6209	18032.8351	1166	1
1_MACS_peak_14010_lociStitched	chr17	48941536	48946176	1	4641	18029.648	1167	1
1_MACS_peak_1919_lociStitched	chr1	151429510	151432942	1	3433	18011.8224	1168	1
1_MACS_peak_16551_lociStitched	chr19	47103138	47107841	1	4704	17997.4404	1169	1
1_MACS_peak_23318_lociStitched	chr3	152015013	152022869	1	7857	17993.3824	1170	1
3_MACS_peak_5716_lociStitched	chr11	62618404	62629372	3	9241	17988.6168	1171	1
1_MACS_peak_7303_lociStitched	chr12	48132641	48136748	1	4108	17984.1423	1172	1
