GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
1_MACS_peak_10304_lociStitched	chr4(.):180386275-180387210	0.5025
1_MACS_peak_10305_lociStitched	chr4(.):180738258-180739133	0.5523
1_MACS_peak_10306_lociStitched	chr4(.):181201128-181201919	0.5009
1_MACS_peak_10307_lociStitched	chr4(.):181235842-181236813	0.7059
1_MACS_peak_10308_lociStitched	chr4(.):181459661-181460993	0.6809
1_MACS_peak_10309_lociStitched	chr4(.):181595431-181597161	1.6732
1_MACS_peak_10310_lociStitched	chr4(.):181654888-181656880	0.8224
1_MACS_peak_10311_lociStitched	chr4(.):182078584-182079435	0.5314
1_MACS_peak_10312_lociStitched	chr4(.):182939721-182940809	0.4738
1_MACS_peak_10313_lociStitched	chr4(.):182983984-182984852	1.067
1_MACS_peak_10314_lociStitched	chr4(.):183413158-183414349	1.0929
2_MACS_peak_10315_lociStitched	chr4(.):183727401-183731198	0.4934
1_MACS_peak_10317_lociStitched	chr4(.):184364716-184366691	0.7861
2_MACS_peak_10318_lociStitched	chr4(.):184425031-184427809	0.497
1_MACS_peak_10320_lociStitched	chr4(.):184520621-184521514	0.6277
1_MACS_peak_10321_lociStitched	chr4(.):184642821-184645284	1.5582
1_MACS_peak_10322_lociStitched	chr4(.):185088383-185089754	0.5767
2_MACS_peak_10323_lociStitched	chr4(.):185186358-185190578	0.9959
2_MACS_peak_10325_lociStitched	chr4(.):185201627-185210653	0.8826
1_MACS_peak_10327_lociStitched	chr4(.):185240187-185241438	0.891
1_MACS_peak_10328_lociStitched	chr4(.):185264305-185267028	0.6489
1_MACS_peak_10329_lociStitched	chr4(.):185290804-185291759	0.7506
1_MACS_peak_10330_lociStitched	chr4(.):185302769-185307227	1.8882
1_MACS_peak_10331_lociStitched	chr4(.):185330540-185332068	1.0199
1_MACS_peak_10332_lociStitched	chr4(.):185340785-185343565	1.2762
1_MACS_peak_10333_lociStitched	chr4(.):185378052-185379992	1.052
2_MACS_peak_10334_lociStitched	chr4(.):185393234-185396613	0.7647
1_MACS_peak_10336_lociStitched	chr4(.):185427161-185428399	0.758
2_MACS_peak_10337_lociStitched	chr4(.):185455310-185460641	0.9991
2_MACS_peak_10339_lociStitched	chr4(.):185566783-185571633	0.5007
1_MACS_peak_10341_lociStitched	chr4(.):185626235-185627405	0.7327
1_MACS_peak_10342_lociStitched	chr4(.):185654038-185656129	0.7012
1_MACS_peak_10343_lociStitched	chr4(.):185666912-185668831	1.1295
1_MACS_peak_10344_lociStitched	chr4(.):185766300-185767230	0.5522
1_MACS_peak_10345_lociStitched	chr4(.):186043734-186044866	0.8963
1_MACS_peak_10346_lociStitched	chr4(.):186063577-186064677	0.5185
2_MACS_peak_10347_lociStitched	chr4(.):186124372-186131027	0.4652
2_MACS_peak_10349_lociStitched	chr4(.):186184260-186187937	0.7563
2_MACS_peak_10351_lociStitched	chr4(.):186227909-186232277	0.8519
1_MACS_peak_10353_lociStitched	chr4(.):186253536-186254973	0.8426
1_MACS_peak_10354_lociStitched	chr4(.):186262747-186263756	0.8513
1_MACS_peak_10355_lociStitched	chr4(.):186273001-186274688	0.924
1_MACS_peak_10356_lociStitched	chr4(.):186283336-186284574	1.0701
1_MACS_peak_10357_lociStitched	chr4(.):186316174-186318915	0.9001
1_MACS_peak_10358_lociStitched	chr4(.):186333631-186335047	2.0525
1_MACS_peak_10359_lociStitched	chr4(.):186345869-186347980	0.8195
1_MACS_peak_10360_lociStitched	chr4(.):186392475-186394012	0.6325
1_MACS_peak_10361_lociStitched	chr4(.):186400121-186402310	1.1049
1_MACS_peak_10362_lociStitched	chr4(.):186507919-186509738	2.7248
1_MACS_peak_10363_lociStitched	chr4(.):186651245-186652328	0.7272
1_MACS_peak_10364_lociStitched	chr4(.):186693438-186694707	1.0783
1_MACS_peak_10365_lociStitched	chr4(.):186738199-186739415	0.9819
1_MACS_peak_10366_lociStitched	chr4(.):186746541-186747477	0.6389
1_MACS_peak_10367_lociStitched	chr4(.):186800530-186801701	1.9775
1_MACS_peak_10368_lociStitched	chr4(.):187025339-187027796	0.6813
1_MACS_peak_10369_lociStitched	chr4(.):187110846-187113118	0.6225
1_MACS_peak_10370_lociStitched	chr4(.):187179436-187180176	0.5655
1_MACS_peak_10371_lociStitched	chr4(.):187597416-187598572	1.1968
1_MACS_peak_10372_lociStitched	chr4(.):187646959-187648460	0.4852
1_MACS_peak_10373_lociStitched	chr4(.):187713842-187715041	1.8192
1_MACS_peak_10374_lociStitched	chr4(.):187735254-187736352	0.8933
1_MACS_peak_10375_lociStitched	chr4(.):187749392-187752661	3.3577
1_MACS_peak_10376_lociStitched	chr4(.):187760099-187761398	0.8113
1_MACS_peak_10377_lociStitched	chr4(.):187773706-187775140	0.9926
1_MACS_peak_10378_lociStitched	chr4(.):187802940-187804170	0.8424
1_MACS_peak_10379_lociStitched	chr4(.):187834379-187835465	0.4564
1_MACS_peak_10380_lociStitched	chr4(.):189229163-189229937	0.7414
1_MACS_peak_10381_lociStitched	chr4(.):189308310-189308961	0.4882
1_MACS_peak_10382_lociStitched	chr4(.):189897490-189898975	0.6997
1_MACS_peak_10383_lociStitched	chr4(.):190123187-190123869	0.5448
1_MACS_peak_10384_lociStitched	chr4(.):190136382-190137465	1.077
1_MACS_peak_10385_lociStitched	chr4(.):190551900-190553412	1.1889
1_MACS_peak_10386_lociStitched	chr4(.):190642826-190644109	0.7416
1_MACS_peak_10387_lociStitched	chr4(.):190861346-190862318	0.633
1_MACS_peak_10388_lociStitched	chr4(.):190980549-190981097	0.3656
1_MACS_peak_10389_lociStitched	chr5(.):9883-12252	8.6318
1_MACS_peak_10390_lociStitched	chr5(.):29600-31130	0.7563
1_MACS_peak_10391_lociStitched	chr5(.):190284-192335	1.0435
1_MACS_peak_10392_lociStitched	chr5(.):270617-271975	0.5983
1_MACS_peak_10393_lociStitched	chr5(.):301507-303238	0.6314
1_MACS_peak_10394_lociStitched	chr5(.):590755-591697	0.617
1_MACS_peak_10395_lociStitched	chr5(.):893484-894647	0.729
2_MACS_peak_10396_lociStitched	chr5(.):963674-966760	0.763
1_MACS_peak_10398_lociStitched	chr5(.):1112770-1113925	0.9336
1_MACS_peak_10399_lociStitched	chr5(.):1129890-1131485	0.5551
1_MACS_peak_10400_lociStitched	chr5(.):1167209-1168930	1.1474
1_MACS_peak_10401_lociStitched	chr5(.):1312436-1317594	2.4785
2_MACS_peak_10402_lociStitched	chr5(.):1335743-1343981	0.639
1_MACS_peak_10404_lociStitched	chr5(.):1497072-1498787	1.071
1_MACS_peak_10405_lociStitched	chr5(.):1512625-1513640	1.3553
1_MACS_peak_10406_lociStitched	chr5(.):1603801-1604842	0.8984
1_MACS_peak_10407_lociStitched	chr5(.):1792229-1793910	1.2083
1_MACS_peak_10408_lociStitched	chr5(.):1800479-1802264	0.6992
1_MACS_peak_10409_lociStitched	chr5(.):2761226-2762663	0.7704
1_MACS_peak_10410_lociStitched	chr5(.):2796818-2797965	0.7458
1_MACS_peak_10411_lociStitched	chr5(.):2840910-2842107	1.1109
1_MACS_peak_10412_lociStitched	chr5(.):3129152-3129975	0.4814
1_MACS_peak_10413_lociStitched	chr5(.):3684174-3685068	0.4419
1_MACS_peak_10414_lociStitched	chr5(.):4015604-4016647	0.9444
2_MACS_peak_10415_lociStitched	chr5(.):5418569-5423012	0.4937
1_MACS_peak_10417_lociStitched	chr5(.):5522864-5523845	1.1193
1_MACS_peak_10418_lociStitched	chr5(.):5752541-5753659	0.681
1_MACS_peak_10419_lociStitched	chr5(.):6135652-6136874	1.1527
1_MACS_peak_10420_lociStitched	chr5(.):6185341-6186376	0.943
1_MACS_peak_10421_lociStitched	chr5(.):6221951-6222812	0.5374
1_MACS_peak_10422_lociStitched	chr5(.):6266735-6267431	0.8734
1_MACS_peak_10423_lociStitched	chr5(.):6402656-6404088	1.6307
1_MACS_peak_10424_lociStitched	chr5(.):6452886-6453855	0.5443
2_MACS_peak_10425_lociStitched	chr5(.):6480077-6486487	0.9495
1_MACS_peak_10427_lociStitched	chr5(.):6495760-6497166	1.0862
1_MACS_peak_10428_lociStitched	chr5(.):6711829-6713162	0.593
1_MACS_peak_10429_lociStitched	chr5(.):6721847-6722950	0.7918
1_MACS_peak_10430_lociStitched	chr5(.):6729204-6731071	0.8341
1_MACS_peak_10431_lociStitched	chr5(.):6827641-6828716	0.8613
1_MACS_peak_10432_lociStitched	chr5(.):7304329-7306079	0.8222
1_MACS_peak_10433_lociStitched	chr5(.):7628159-7630259	0.7652
1_MACS_peak_10434_lociStitched	chr5(.):7779035-7780079	0.6951
3_MACS_peak_10435_lociStitched	chr5(.):7869605-7874062	0.636
1_MACS_peak_10438_lociStitched	chr5(.):8349707-8350482	0.5433
1_MACS_peak_10439_lociStitched	chr5(.):9362763-9363841	0.7873
1_MACS_peak_10440_lociStitched	chr5(.):9528778-9529789	0.7553
1_MACS_peak_10441_lociStitched	chr5(.):10248889-10251047	0.6011
1_MACS_peak_10442_lociStitched	chr5(.):10288116-10289961	0.8316
1_MACS_peak_10443_lociStitched	chr5(.):10352744-10355980	1.0208
1_MACS_peak_10444_lociStitched	chr5(.):10563379-10564500	0.5417
2_MACS_peak_10445_lociStitched	chr5(.):10600483-10608518	0.4757
1_MACS_peak_10447_lociStitched	chr5(.):10631835-10633127	0.7744
1_MACS_peak_10448_lociStitched	chr5(.):11027623-11028749	0.5043
1_MACS_peak_10449_lociStitched	chr5(.):11038558-11039509	0.6472
1_MACS_peak_10450_lociStitched	chr5(.):11655538-11656444	0.5573
1_MACS_peak_10451_lociStitched	chr5(.):12277768-12278462	0.5196
1_MACS_peak_10452_lociStitched	chr5(.):13307296-13308663	0.9756
2_MACS_peak_10453_lociStitched	chr5(.):14212040-14215148	0.7487
1_MACS_peak_10455_lociStitched	chr5(.):14286803-14287770	0.6036
1_MACS_peak_10456_lociStitched	chr5(.):14594746-14596167	1.1264
1_MACS_peak_10457_lociStitched	chr5(.):14630523-14631444	0.6362
1_MACS_peak_10458_lociStitched	chr5(.):14664096-14665076	0.5375
1_MACS_peak_10459_lociStitched	chr5(.):14675555-14676947	0.6943
1_MACS_peak_10460_lociStitched	chr5(.):14767947-14768792	0.5821
1_MACS_peak_10461_lociStitched	chr5(.):14809425-14810787	1.3556
1_MACS_peak_10462_lociStitched	chr5(.):14992691-14993807	0.5439
1_MACS_peak_10463_lociStitched	chr5(.):15366350-15367566	0.7912
2_MACS_peak_10464_lociStitched	chr5(.):15427434-15432719	0.4219
1_MACS_peak_10466_lociStitched	chr5(.):15441380-15443131	1.4671
1_MACS_peak_10467_lociStitched	chr5(.):15501156-15502388	0.7893
1_MACS_peak_10468_lociStitched	chr5(.):16067068-16068363	1.1519
1_MACS_peak_10469_lociStitched	chr5(.):16192197-16192973	0.6001
1_MACS_peak_10470_lociStitched	chr5(.):16976054-16976947	0.6164
2_MACS_peak_10471_lociStitched	chr5(.):17221975-17224062	0.4943
1_MACS_peak_10473_lociStitched	chr5(.):17282236-17283089	0.5242
2_MACS_peak_10474_lociStitched	chr5(.):17314870-17318344	0.755
1_MACS_peak_10476_lociStitched	chr5(.):18264017-18265053	0.7381
1_MACS_peak_10477_lociStitched	chr5(.):18653279-18654161	0.8898
1_MACS_peak_10478_lociStitched	chr5(.):18744876-18747127	0.7558
1_MACS_peak_10479_lociStitched	chr5(.):19269515-19271294	1.6075
1_MACS_peak_10480_lociStitched	chr5(.):20790640-20791513	0.6944
1_MACS_peak_10481_lociStitched	chr5(.):20972460-20973474	0.8131
1_MACS_peak_10482_lociStitched	chr5(.):21817957-21818759	0.4773
1_MACS_peak_10483_lociStitched	chr5(.):23650902-23651469	0.5357
1_MACS_peak_10484_lociStitched	chr5(.):24226493-24227426	0.5138
1_MACS_peak_10485_lociStitched	chr5(.):24261246-24261911	0.6
1_MACS_peak_10486_lociStitched	chr5(.):25687910-25688923	0.7429
1_MACS_peak_10487_lociStitched	chr5(.):25955132-25956161	0.6715
1_MACS_peak_10488_lociStitched	chr5(.):26876629-26878085	0.8756
1_MACS_peak_10489_lociStitched	chr5(.):27252566-27253755	0.9919
1_MACS_peak_10490_lociStitched	chr5(.):27315380-27316861	0.9925
1_MACS_peak_10491_lociStitched	chr5(.):27325377-27326276	0.6673
1_MACS_peak_10492_lociStitched	chr5(.):27450516-27451534	0.5625
1_MACS_peak_10493_lociStitched	chr5(.):27464946-27465932	1.1165
1_MACS_peak_10494_lociStitched	chr5(.):28216916-28217858	0.5097
1_MACS_peak_10495_lociStitched	chr5(.):29089566-29090488	0.653
1_MACS_peak_10496_lociStitched	chr5(.):32092680-32093703	0.9734
1_MACS_peak_10497_lociStitched	chr5(.):32173181-32175205	0.7228
1_MACS_peak_10498_lociStitched	chr5(.):32217722-32218678	0.609
2_MACS_peak_10499_lociStitched	chr5(.):32276128-32282625	0.505
2_MACS_peak_10501_lociStitched	chr5(.):32290648-32295798	0.5404
1_MACS_peak_10503_lociStitched	chr5(.):32324783-32325958	0.615
1_MACS_peak_10504_lociStitched	chr5(.):32406494-32407454	0.9745
1_MACS_peak_10505_lociStitched	chr5(.):32420875-32421771	0.4487
3_MACS_peak_10506_lociStitched	chr5(.):32530751-32543737	0.7735
1_MACS_peak_10509_lociStitched	chr5(.):32572465-32574313	1.0665
2_MACS_peak_10510_lociStitched	chr5(.):32582196-32586999	0.7045
1_MACS_peak_10512_lociStitched	chr5(.):33675864-33676617	0.6111
1_MACS_peak_10513_lociStitched	chr5(.):33849711-33851073	1.7128
1_MACS_peak_10514_lociStitched	chr5(.):34007617-34009378	0.6807
1_MACS_peak_10515_lociStitched	chr5(.):34070268-34071475	0.8521
1_MACS_peak_10516_lociStitched	chr5(.):34244413-34245736	0.5497
1_MACS_peak_10517_lociStitched	chr5(.):34959240-34960154	0.755
1_MACS_peak_10518_lociStitched	chr5(.):35229379-35230290	0.5071
1_MACS_peak_10519_lociStitched	chr5(.):35319131-35320429	0.8641
1_MACS_peak_10520_lociStitched	chr5(.):35852175-35853184	0.8608
1_MACS_peak_10521_lociStitched	chr5(.):35904264-35905583	0.9618
1_MACS_peak_10522_lociStitched	chr5(.):36164198-36165325	0.8268
1_MACS_peak_10523_lociStitched	chr5(.):36176731-36177924	0.7193
1_MACS_peak_10524_lociStitched	chr5(.):36241819-36243052	0.8177
1_MACS_peak_10525_lociStitched	chr5(.):36260864-36261960	0.5352
1_MACS_peak_10526_lociStitched	chr5(.):36360108-36361080	0.964
1_MACS_peak_10527_lociStitched	chr5(.):36723712-36725194	0.5595
1_MACS_peak_10528_lociStitched	chr5(.):37370766-37372024	0.8102
1_MACS_peak_10529_lociStitched	chr5(.):37435667-37437158	0.7964
1_MACS_peak_10530_lociStitched	chr5(.):37737780-37739015	0.7922
1_MACS_peak_10531_lociStitched	chr5(.):37799445-37801325	1.1745
1_MACS_peak_10532_lociStitched	chr5(.):37810879-37812199	1.423
1_MACS_peak_10533_lociStitched	chr5(.):37839519-37840187	0.4835
1_MACS_peak_10534_lociStitched	chr5(.):37859633-37860604	0.7016
1_MACS_peak_10535_lociStitched	chr5(.):37909673-37910686	0.6471
1_MACS_peak_10536_lociStitched	chr5(.):38453303-38454428	1.6306
2_MACS_peak_10537_lociStitched	chr5(.):39073172-39077770	0.5629
1_MACS_peak_10539_lociStitched	chr5(.):39231464-39232626	0.72
1_MACS_peak_10540_lociStitched	chr5(.):39460717-39461968	1.4181
1_MACS_peak_10541_lociStitched	chr5(.):39657932-39658732	0.5636
1_MACS_peak_10542_lociStitched	chr5(.):40223751-40224434	0.4115
1_MACS_peak_10543_lociStitched	chr5(.):40378363-40379345	0.653
1_MACS_peak_10544_lociStitched	chr5(.):40386213-40386934	0.4638
2_MACS_peak_10545_lociStitched	chr5(.):40485097-40487767	1.2865
1_MACS_peak_10547_lociStitched	chr5(.):40591705-40592666	0.5797
1_MACS_peak_10548_lociStitched	chr5(.):40679674-40680711	0.4909
1_MACS_peak_10549_lociStitched	chr5(.):40834259-40836678	0.7167
1_MACS_peak_10550_lociStitched	chr5(.):41763004-41763796	0.5137
1_MACS_peak_10551_lociStitched	chr5(.):41870114-41871258	0.615
1_MACS_peak_10552_lociStitched	chr5(.):41903439-41904913	0.9335
1_MACS_peak_10553_lociStitched	chr5(.):42949135-42952506	0.6945
2_MACS_peak_10554_lociStitched	chr5(.):42991697-42995564	0.7753
1_MACS_peak_10556_lociStitched	chr5(.):43007537-43009814	0.7764
2_MACS_peak_10557_lociStitched	chr5(.):43017660-43020882	0.6992
1_MACS_peak_10559_lociStitched	chr5(.):43039344-43043724	0.8957
2_MACS_peak_10560_lociStitched	chr5(.):43064330-43067511	0.6543
1_MACS_peak_10562_lociStitched	chr5(.):43120438-43121754	0.6243
1_MACS_peak_10563_lociStitched	chr5(.):43312771-43314488	0.6373
1_MACS_peak_10564_lociStitched	chr5(.):43482870-43485196	0.719
1_MACS_peak_10565_lociStitched	chr5(.):43530591-43531460	0.4813
1_MACS_peak_10566_lociStitched	chr5(.):43601705-43604672	0.7817
1_MACS_peak_10568_lociStitched	chr5(.):49724019-49725097	0.7748
2_MACS_peak_10569_lociStitched	chr5(.):49736132-49741941	0.4204
1_MACS_peak_10571_lociStitched	chr5(.):49796974-49798006	0.5104
1_MACS_peak_10572_lociStitched	chr5(.):49833167-49834122	0.6776
1_MACS_peak_10573_lociStitched	chr5(.):49961252-49964697	1.0483
1_MACS_peak_10574_lociStitched	chr5(.):52095732-52096844	0.5218
1_MACS_peak_10575_lociStitched	chr5(.):52336927-52337643	0.5356
1_MACS_peak_10576_lociStitched	chr5(.):52541531-52542863	0.6376
1_MACS_peak_10577_lociStitched	chr5(.):52549062-52550093	0.9534
1_MACS_peak_10578_lociStitched	chr5(.):53553177-53554054	0.7008
1_MACS_peak_10579_lociStitched	chr5(.):53735928-53737092	0.7049
1_MACS_peak_10580_lociStitched	chr5(.):53765220-53766124	0.6266
1_MACS_peak_10581_lociStitched	chr5(.):53906039-53907042	0.8555
1_MACS_peak_10582_lociStitched	chr5(.):53941597-53943213	1.0857
1_MACS_peak_10583_lociStitched	chr5(.):54039659-54041051	1.1283
1_MACS_peak_10584_lociStitched	chr5(.):54081312-54082793	1.2644
1_MACS_peak_10585_lociStitched	chr5(.):54095151-54096159	0.6013
1_MACS_peak_10586_lociStitched	chr5(.):54198071-54199529	1.1466
1_MACS_peak_10587_lociStitched	chr5(.):54368379-54369108	0.5105
1_MACS_peak_10588_lociStitched	chr5(.):54397752-54398770	0.4456
1_MACS_peak_10589_lociStitched	chr5(.):54468693-54469810	0.6314
1_MACS_peak_10590_lociStitched	chr5(.):54529432-54530311	0.4956
2_MACS_peak_10591_lociStitched	chr5(.):54829672-54836757	0.3875
1_MACS_peak_10593_lociStitched	chr5(.):54860064-54861349	0.791
1_MACS_peak_10594_lociStitched	chr5(.):55007865-55008905	0.635
1_MACS_peak_10595_lociStitched	chr5(.):55273230-55274856	2.1314
1_MACS_peak_10596_lociStitched	chr5(.):55289325-55291619	0.5557
1_MACS_peak_10597_lociStitched	chr5(.):55366393-55368517	0.6459
1_MACS_peak_10598_lociStitched	chr5(.):55401094-55402404	0.6853
4_MACS_peak_10599_lociStitched	chr5(.):55437942-55453380	0.9063
1_MACS_peak_10603_lociStitched	chr5(.):55624248-55626042	0.8064
1_MACS_peak_10604_lociStitched	chr5(.):55708316-55709945	0.9
1_MACS_peak_10605_lociStitched	chr5(.):55775796-55777939	0.6343
1_MACS_peak_10606_lociStitched	chr5(.):55797660-55798562	0.6127
1_MACS_peak_10607_lociStitched	chr5(.):55884027-55886038	1.8856
1_MACS_peak_10608_lociStitched	chr5(.):55964586-55966832	1.6076
1_MACS_peak_10609_lociStitched	chr5(.):55981506-55983044	0.8542
1_MACS_peak_10610_lociStitched	chr5(.):56112346-56113231	0.6623
1_MACS_peak_10611_lociStitched	chr5(.):56124549-56125841	0.8286
1_MACS_peak_10612_lociStitched	chr5(.):56136115-56137118	0.6787
2_MACS_peak_10613_lociStitched	chr5(.):56325722-56328519	0.6147
2_MACS_peak_10615_lociStitched	chr5(.):56467400-56472845	0.8202
2_MACS_peak_10617_lociStitched	chr5(.):56790841-56795916	0.426
1_MACS_peak_10619_lociStitched	chr5(.):56826906-56827863	0.6034
1_MACS_peak_10620_lociStitched	chr5(.):57389348-57390570	1.1054
1_MACS_peak_10621_lociStitched	chr5(.):57520249-57521234	0.714
1_MACS_peak_10622_lociStitched	chr5(.):57755695-57756957	0.6563
1_MACS_peak_10623_lociStitched	chr5(.):58423105-58424354	1.1551
1_MACS_peak_10624_lociStitched	chr5(.):58430330-58431215	0.6396
1_MACS_peak_10625_lociStitched	chr5(.):58474087-58474902	0.5791
2_MACS_peak_10626_lociStitched	chr5(.):58853103-58860206	0.9074
2_MACS_peak_10628_lociStitched	chr5(.):58886279-58889961	0.7877
1_MACS_peak_10630_lociStitched	chr5(.):58957111-58958754	0.9381
1_MACS_peak_10631_lociStitched	chr5(.):58981306-58982360	0.8415
1_MACS_peak_10632_lociStitched	chr5(.):59544418-59545361	0.4957
1_MACS_peak_10633_lociStitched	chr5(.):59893111-59894916	0.6727
1_MACS_peak_10634_lociStitched	chr5(.):60122345-60123095	0.4848
1_MACS_peak_10635_lociStitched	chr5(.):60457702-60458762	0.5064
1_MACS_peak_10636_lociStitched	chr5(.):60602270-60603307	0.6182
1_MACS_peak_10637_lociStitched	chr5(.):60614795-60616661	1.1617
1_MACS_peak_10638_lociStitched	chr5(.):60626650-60627895	0.5291
1_MACS_peak_10639_lociStitched	chr5(.):60704014-60705148	1.7217
1_MACS_peak_10640_lociStitched	chr5(.):60829849-60830831	0.5391
1_MACS_peak_10641_lociStitched	chr5(.):61698918-61700386	0.5753
1_MACS_peak_10642_lociStitched	chr5(.):61896315-61897331	0.9079
1_MACS_peak_10643_lociStitched	chr5(.):61912491-61913279	0.6825
1_MACS_peak_10644_lociStitched	chr5(.):61923198-61924369	0.8352
2_MACS_peak_10645_lociStitched	chr5(.):61985432-61990069	0.7325
1_MACS_peak_10647_lociStitched	chr5(.):62015569-62016548	0.7098
1_MACS_peak_10648_lociStitched	chr5(.):64063912-64065148	0.5975
1_MACS_peak_10649_lociStitched	chr5(.):64330775-64332067	0.6538
1_MACS_peak_10650_lociStitched	chr5(.):64777319-64778250	0.7008
1_MACS_peak_10651_lociStitched	chr5(.):64919602-64921545	0.6224
1_MACS_peak_10652_lociStitched	chr5(.):65117332-65118509	0.5719
1_MACS_peak_10653_lociStitched	chr5(.):65220518-65222897	0.5914
1_MACS_peak_10654_lociStitched	chr5(.):65305891-65306916	0.7676
1_MACS_peak_10655_lociStitched	chr5(.):65439559-65441207	0.6769
2_MACS_peak_10656_lociStitched	chr5(.):65849358-65855185	0.6048
1_MACS_peak_10658_lociStitched	chr5(.):65912786-65913602	0.6317
1_MACS_peak_10659_lociStitched	chr5(.):65996722-65997727	0.5647
1_MACS_peak_10660_lociStitched	chr5(.):66125296-66126310	0.7281
1_MACS_peak_10661_lociStitched	chr5(.):66222751-66223685	0.5921
1_MACS_peak_10662_lociStitched	chr5(.):66299385-66300915	0.5631
2_MACS_peak_10663_lociStitched	chr5(.):66345519-66347655	0.8304
1_MACS_peak_10665_lociStitched	chr5(.):66360592-66361649	1.2371
1_MACS_peak_10666_lociStitched	chr5(.):66502563-66503601	0.9167
1_MACS_peak_10667_lociStitched	chr5(.):66511334-66512387	0.6967
1_MACS_peak_10668_lociStitched	chr5(.):67510753-67511877	0.5458
1_MACS_peak_10669_lociStitched	chr5(.):67583396-67584544	0.5016
1_MACS_peak_10670_lociStitched	chr5(.):67665066-67665901	0.654
1_MACS_peak_10671_lociStitched	chr5(.):67729753-67730856	0.7664
1_MACS_peak_10672_lociStitched	chr5(.):69005869-69007319	0.3131
1_MACS_peak_10673_lociStitched	chr5(.):69344627-69346129	0.5845
1_MACS_peak_10674_lociStitched	chr5(.):69880867-69882613	0.3591
1_MACS_peak_10675_lociStitched	chr5(.):70014782-70016305	0.3915
1_MACS_peak_10676_lociStitched	chr5(.):70220316-70221586	0.5838
1_MACS_peak_10677_lociStitched	chr5(.):70585050-70586561	0.4831
1_MACS_peak_10678_lociStitched	chr5(.):70882482-70884001	0.7773
1_MACS_peak_10679_lociStitched	chr5(.):71389406-71390421	0.56
1_MACS_peak_10680_lociStitched	chr5(.):71403631-71404423	0.7696
1_MACS_peak_10681_lociStitched	chr5(.):71490199-71491407	1.1012
1_MACS_peak_10682_lociStitched	chr5(.):71603419-71604846	0.5858
1_MACS_peak_10683_lociStitched	chr5(.):71761060-71762349	0.6204
1_MACS_peak_10684_lociStitched	chr5(.):72455708-72456836	0.8073
1_MACS_peak_10685_lociStitched	chr5(.):72682768-72684285	1.4351
1_MACS_peak_10686_lociStitched	chr5(.):72860776-72862034	0.6629
1_MACS_peak_10687_lociStitched	chr5(.):73255701-73256469	0.5425
1_MACS_peak_10688_lociStitched	chr5(.):73622482-73623502	0.6566
1_MACS_peak_10689_lociStitched	chr5(.):73760843-73761762	0.716
1_MACS_peak_10690_lociStitched	chr5(.):74343980-74345067	0.5772
1_MACS_peak_10691_lociStitched	chr5(.):74532290-74533310	0.6732
1_MACS_peak_10692_lociStitched	chr5(.):74662120-74663393	0.8123
1_MACS_peak_10693_lociStitched	chr5(.):74819570-74820541	0.5654
1_MACS_peak_10694_lociStitched	chr5(.):75012451-75013580	0.7493
1_MACS_peak_10695_lociStitched	chr5(.):75134875-75136241	1.7315
1_MACS_peak_10696_lociStitched	chr5(.):75142404-75144489	1.1232
1_MACS_peak_10697_lociStitched	chr5(.):75394759-75396043	0.8673
1_MACS_peak_10698_lociStitched	chr5(.):75589777-75590989	0.5204
1_MACS_peak_10699_lociStitched	chr5(.):75599440-75600478	0.7387
1_MACS_peak_10700_lociStitched	chr5(.):75697084-75701275	0.9774
1_MACS_peak_10701_lociStitched	chr5(.):75816711-75817959	0.7052
1_MACS_peak_10702_lociStitched	chr5(.):75841595-75844628	1.2277
1_MACS_peak_10703_lociStitched	chr5(.):75860496-75861308	0.5814
1_MACS_peak_10704_lociStitched	chr5(.):75877722-75879169	0.8242
2_MACS_peak_10705_lociStitched	chr5(.):76011491-76017676	0.3435
2_MACS_peak_10707_lociStitched	chr5(.):76032284-76038125	1.4006
1_MACS_peak_10709_lociStitched	chr5(.):76382482-76383399	0.5627
1_MACS_peak_10710_lociStitched	chr5(.):76786691-76788636	0.5445
1_MACS_peak_10711_lociStitched	chr5(.):76916135-76916923	0.5683
1_MACS_peak_10712_lociStitched	chr5(.):77071177-77072654	0.5793
1_MACS_peak_10713_lociStitched	chr5(.):77589931-77591240	0.6089
1_MACS_peak_10714_lociStitched	chr5(.):77655327-77656826	0.7953
1_MACS_peak_10715_lociStitched	chr5(.):78023260-78024752	1.4757
1_MACS_peak_10716_lociStitched	chr5(.):78096840-78097841	0.9156
1_MACS_peak_10717_lociStitched	chr5(.):78123370-78124131	0.4924
1_MACS_peak_10718_lociStitched	chr5(.):78189540-78190516	0.7464
2_MACS_peak_10719_lociStitched	chr5(.):78524950-78532743	0.3726
1_MACS_peak_10721_lociStitched	chr5(.):78752436-78753587	0.8547
1_MACS_peak_10722_lociStitched	chr5(.):78842979-78843862	0.5927
1_MACS_peak_10723_lociStitched	chr5(.):78856259-78857944	0.6722
2_MACS_peak_10724_lociStitched	chr5(.):79182361-79186982	0.4337
1_MACS_peak_10726_lociStitched	chr5(.):79285783-79287387	0.5389
1_MACS_peak_10727_lociStitched	chr5(.):79476938-79478208	1.0343
1_MACS_peak_10728_lociStitched	chr5(.):79541625-79543425	0.6749
1_MACS_peak_10729_lociStitched	chr5(.):79694750-79696231	1.043
1_MACS_peak_10730_lociStitched	chr5(.):79777994-79778907	0.4466
