GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
1_MACS_peak_24682_lociStitched	chr6(.):134597435-134599033	0.7424
1_MACS_peak_24683_lociStitched	chr6(.):134616180-134618167	1.1335
1_MACS_peak_24684_lociStitched	chr6(.):134693646-134695438	0.7301
1_MACS_peak_24685_lociStitched	chr6(.):134723924-134725397	0.5199
1_MACS_peak_24686_lociStitched	chr6(.):134757768-134758766	0.5368
1_MACS_peak_24687_lociStitched	chr6(.):134940298-134941949	0.5737
3_MACS_peak_24688_lociStitched	chr6(.):134951355-134962889	0.47
1_MACS_peak_24691_lociStitched	chr6(.):135143988-135145041	0.6444
2_MACS_peak_24692_lociStitched	chr6(.):135190420-135204032	2.3137
4_MACS_peak_24694_lociStitched	chr6(.):135323017-135344031	0.8873
1_MACS_peak_24698_lociStitched	chr6(.):135351011-135352398	0.5151
1_MACS_peak_24699_lociStitched	chr6(.):135375099-135376925	2.1295
1_MACS_peak_24700_lociStitched	chr6(.):135423401-135425537	1.1053
1_MACS_peak_24701_lociStitched	chr6(.):135483954-135484969	0.5492
1_MACS_peak_24702_lociStitched	chr6(.):135500946-135505514	1.4133
3_MACS_peak_24703_lociStitched	chr6(.):135544231-135556428	0.8911
1_MACS_peak_24706_lociStitched	chr6(.):135643059-135644778	0.7859
1_MACS_peak_24707_lociStitched	chr6(.):135760260-135762184	0.6773
1_MACS_peak_24708_lociStitched	chr6(.):135785396-135786413	0.5496
1_MACS_peak_24709_lociStitched	chr6(.):135817838-135820253	3.142
2_MACS_peak_24710_lociStitched	chr6(.):135856929-135859801	0.5428
1_MACS_peak_24712_lociStitched	chr6(.):135906762-135910582	1.5459
1_MACS_peak_24713_lociStitched	chr6(.):136201010-136202300	0.7813
1_MACS_peak_24714_lociStitched	chr6(.):136570601-136572382	0.7862
1_MACS_peak_24715_lociStitched	chr6(.):136609666-136612603	3.721
1_MACS_peak_24716_lociStitched	chr6(.):136870530-136871850	1.4939
1_MACS_peak_24717_lociStitched	chr6(.):136913903-136916414	1.5649
2_MACS_peak_24718_lociStitched	chr6(.):137038321-137042382	0.7344
1_MACS_peak_24720_lociStitched	chr6(.):137072272-137073679	0.5687
1_MACS_peak_24721_lociStitched	chr6(.):137081693-137083027	0.5148
1_MACS_peak_24722_lociStitched	chr6(.):137111744-137115529	1.8728
1_MACS_peak_24723_lociStitched	chr6(.):137143041-137144630	2.1212
1_MACS_peak_24724_lociStitched	chr6(.):137364957-137366118	0.6368
1_MACS_peak_24725_lociStitched	chr6(.):137422845-137424912	1.5967
1_MACS_peak_24726_lociStitched	chr6(.):137539207-137541398	1.4602
1_MACS_peak_24727_lociStitched	chr6(.):137604494-137606843	1.1398
1_MACS_peak_24728_lociStitched	chr6(.):137663152-137664054	0.6147
1_MACS_peak_24729_lociStitched	chr6(.):137691703-137692872	0.5631
1_MACS_peak_24730_lociStitched	chr6(.):137708795-137712054	1.3224
1_MACS_peak_24731_lociStitched	chr6(.):137726115-137727613	0.7403
1_MACS_peak_24732_lociStitched	chr6(.):137735550-137737242	1.1954
1_MACS_peak_24733_lociStitched	chr6(.):137746166-137748049	0.5649
1_MACS_peak_24734_lociStitched	chr6(.):137909965-137911134	0.9652
1_MACS_peak_24735_lociStitched	chr6(.):137942620-137943905	0.8376
3_MACS_peak_24736_lociStitched	chr6(.):137973770-137983602	0.8882
2_MACS_peak_24739_lociStitched	chr6(.):138019582-138030199	0.5137
1_MACS_peak_24741_lociStitched	chr6(.):138074625-138076761	0.6128
1_MACS_peak_24742_lociStitched	chr6(.):138088749-138090527	0.6815
1_MACS_peak_24743_lociStitched	chr6(.):138120246-138121935	0.5788
2_MACS_peak_24744_lociStitched	chr6(.):138131751-138138346	0.6241
1_MACS_peak_24746_lociStitched	chr6(.):138148622-138150129	0.5489
1_MACS_peak_24747_lociStitched	chr6(.):138186919-138196046	2.4934
1_MACS_peak_24748_lociStitched	chr6(.):138212023-138214766	1.095
2_MACS_peak_24749_lociStitched	chr6(.):138225156-138233743	0.4614
9_MACS_peak_24751_lociStitched	chr6(.):138246796-138297452	0.6727
1_MACS_peak_24760_lociStitched	chr6(.):138325577-138328682	1.0098
2_MACS_peak_24761_lociStitched	chr6(.):138426708-138437535	1.0652
1_MACS_peak_24763_lociStitched	chr6(.):138482116-138484275	1.6489
1_MACS_peak_24764_lociStitched	chr6(.):138724318-138726171	1.0988
2_MACS_peak_24765_lociStitched	chr6(.):138907270-138914871	0.3871
1_MACS_peak_24767_lociStitched	chr6(.):139013225-139015003	0.953
1_MACS_peak_24768_lociStitched	chr6(.):139093859-139095524	1.7042
1_MACS_peak_24769_lociStitched	chr6(.):139308030-139310076	1.9136
1_MACS_peak_24770_lociStitched	chr6(.):139348561-139351207	1.3723
2_MACS_peak_24771_lociStitched	chr6(.):139453434-139457960	0.9306
2_MACS_peak_24773_lociStitched	chr6(.):139480765-139484439	1.026
1_MACS_peak_24775_lociStitched	chr6(.):139492794-139494702	1.2201
1_MACS_peak_24776_lociStitched	chr6(.):139539903-139541851	1.0658
1_MACS_peak_24777_lociStitched	chr6(.):139551013-139552878	0.7483
1_MACS_peak_24778_lociStitched	chr6(.):139571597-139572588	0.5384
1_MACS_peak_24779_lociStitched	chr6(.):139600729-139601834	0.6963
1_MACS_peak_24780_lociStitched	chr6(.):139611059-139614450	2.2236
3_MACS_peak_24781_lociStitched	chr6(.):139633864-139649005	0.6987
2_MACS_peak_24784_lociStitched	chr6(.):139690574-139697849	1.6036
1_MACS_peak_24786_lociStitched	chr6(.):139855162-139856431	0.7015
1_MACS_peak_24787_lociStitched	chr6(.):139901084-139902939	1.1213
1_MACS_peak_24788_lociStitched	chr6(.):140084830-140087489	0.8693
1_MACS_peak_24789_lociStitched	chr6(.):140202654-140205472	1.7251
1_MACS_peak_24790_lociStitched	chr6(.):140223954-140226298	1.014
1_MACS_peak_24791_lociStitched	chr6(.):140261724-140262579	0.4697
1_MACS_peak_24792_lociStitched	chr6(.):140524134-140525514	0.5546
1_MACS_peak_24793_lociStitched	chr6(.):141064813-141067319	1.1998
1_MACS_peak_24794_lociStitched	chr6(.):141094785-141095845	0.7853
1_MACS_peak_24795_lociStitched	chr6(.):141132342-141133592	0.5593
1_MACS_peak_24796_lociStitched	chr6(.):141218082-141219752	0.6218
1_MACS_peak_24797_lociStitched	chr6(.):141397865-141399653	1.1364
1_MACS_peak_24798_lociStitched	chr6(.):141462023-141462963	0.5075
2_MACS_peak_24799_lociStitched	chr6(.):141473199-141481115	0.5721
1_MACS_peak_24801_lociStitched	chr6(.):141538355-141540161	0.584
2_MACS_peak_24802_lociStitched	chr6(.):141803986-141810117	0.4578
1_MACS_peak_24804_lociStitched	chr6(.):141883497-141884199	0.5414
1_MACS_peak_24805_lociStitched	chr6(.):142467578-142469183	0.7625
1_MACS_peak_24806_lociStitched	chr6(.):142890707-142891549	0.4685
1_MACS_peak_24807_lociStitched	chr6(.):143043101-143044032	0.4707
1_MACS_peak_24808_lociStitched	chr6(.):143118667-143120212	0.9907
1_MACS_peak_24809_lociStitched	chr6(.):143140353-143141812	0.6694
3_MACS_peak_24810_lociStitched	chr6(.):143162951-143179997	1.0735
1_MACS_peak_24813_lociStitched	chr6(.):143205707-143209121	0.9626
1_MACS_peak_24814_lociStitched	chr6(.):143265151-143269673	1.1882
1_MACS_peak_24815_lociStitched	chr6(.):143380625-143382886	1.4474
1_MACS_peak_24816_lociStitched	chr6(.):143418614-143419627	0.6007
1_MACS_peak_24817_lociStitched	chr6(.):143770932-143772608	0.7944
1_MACS_peak_24818_lociStitched	chr6(.):143831815-143833192	1.0844
1_MACS_peak_24819_lociStitched	chr6(.):143857321-143858743	0.5654
1_MACS_peak_24820_lociStitched	chr6(.):144163690-144165227	0.9013
1_MACS_peak_24821_lociStitched	chr6(.):144222518-144224389	0.6822
1_MACS_peak_24822_lociStitched	chr6(.):144376203-144377235	0.6782
1_MACS_peak_24823_lociStitched	chr6(.):144384528-144386214	1.0591
1_MACS_peak_24824_lociStitched	chr6(.):144415793-144417763	0.6786
1_MACS_peak_24825_lociStitched	chr6(.):144470875-144473503	0.8867
1_MACS_peak_24826_lociStitched	chr6(.):144536568-144538272	1.1953
1_MACS_peak_24827_lociStitched	chr6(.):144605645-144606934	1.0475
1_MACS_peak_24828_lociStitched	chr6(.):144655180-144657860	0.72
2_MACS_peak_24829_lociStitched	chr6(.):144664561-144672210	0.4012
1_MACS_peak_24831_lociStitched	chr6(.):144903890-144904800	0.5162
1_MACS_peak_24832_lociStitched	chr6(.):145035429-145037475	0.6357
1_MACS_peak_24833_lociStitched	chr6(.):145468882-145469932	0.5504
1_MACS_peak_24834_lociStitched	chr6(.):145693629-145694761	0.7228
1_MACS_peak_24835_lociStitched	chr6(.):146055440-146057524	1.6543
1_MACS_peak_24836_lociStitched	chr6(.):146134871-146137142	1.3188
1_MACS_peak_24837_lociStitched	chr6(.):146186108-146187416	0.6163
1_MACS_peak_24838_lociStitched	chr6(.):146225364-146226602	1.0838
1_MACS_peak_24839_lociStitched	chr6(.):146284578-146286168	0.8972
1_MACS_peak_24840_lociStitched	chr6(.):146678316-146680230	0.7415
1_MACS_peak_24841_lociStitched	chr6(.):146864187-146865294	0.5231
1_MACS_peak_24842_lociStitched	chr6(.):146908230-146909397	0.7359
1_MACS_peak_24843_lociStitched	chr6(.):147178693-147179283	0.523
1_MACS_peak_24844_lociStitched	chr6(.):147523431-147526051	1.2143
1_MACS_peak_24845_lociStitched	chr6(.):149021762-149022898	0.484
1_MACS_peak_24846_lociStitched	chr6(.):149079676-149080462	0.3881
3_MACS_peak_24847_lociStitched	chr6(.):149555191-149569160	0.7954
1_MACS_peak_24850_lociStitched	chr6(.):149607775-149608609	0.4319
1_MACS_peak_24851_lociStitched	chr6(.):149637614-149639960	1.1813
1_MACS_peak_24852_lociStitched	chr6(.):149744060-149745693	0.873
1_MACS_peak_24853_lociStitched	chr6(.):149789436-149790300	0.4268
1_MACS_peak_24854_lociStitched	chr6(.):149866427-149868076	0.7562
1_MACS_peak_24855_lociStitched	chr6(.):149887333-149888654	0.7783
1_MACS_peak_24856_lociStitched	chr6(.):149969074-149970061	0.6371
1_MACS_peak_24857_lociStitched	chr6(.):150038427-150040027	1.4597
2_MACS_peak_24858_lociStitched	chr6(.):150066923-150071560	0.5513
1_MACS_peak_24860_lociStitched	chr6(.):150184511-150185782	0.6958
1_MACS_peak_24861_lociStitched	chr6(.):150259422-150260087	0.4498
1_MACS_peak_24862_lociStitched	chr6(.):150284144-150285427	0.5432
1_MACS_peak_24863_lociStitched	chr6(.):150325502-150326752	1.0339
1_MACS_peak_24864_lociStitched	chr6(.):150389657-150390327	0.4648
1_MACS_peak_24865_lociStitched	chr6(.):150921039-150922325	0.4389
1_MACS_peak_24866_lociStitched	chr6(.):150944440-150945076	0.5149
1_MACS_peak_24867_lociStitched	chr6(.):151186160-151187783	0.6431
1_MACS_peak_24868_lociStitched	chr6(.):151701180-151702262	0.6898
1_MACS_peak_24869_lociStitched	chr6(.):151710462-151713518	1.28
1_MACS_peak_24870_lociStitched	chr6(.):151772574-151774665	0.8109
1_MACS_peak_24871_lociStitched	chr6(.):151803430-151804342	0.4829
1_MACS_peak_24872_lociStitched	chr6(.):151872407-151873292	0.4806
1_MACS_peak_24873_lociStitched	chr6(.):152002402-152003718	0.7608
1_MACS_peak_24874_lociStitched	chr6(.):152011102-152013694	2.437
1_MACS_peak_24875_lociStitched	chr6(.):152037265-152037928	0.4104
1_MACS_peak_24876_lociStitched	chr6(.):152077538-152080401	1.9529
1_MACS_peak_24877_lociStitched	chr6(.):152127986-152130144	0.9615
1_MACS_peak_24878_lociStitched	chr6(.):152142934-152144849	1.0339
1_MACS_peak_24879_lociStitched	chr6(.):152438933-152439769	0.5853
1_MACS_peak_24880_lociStitched	chr6(.):152505848-152506858	0.5393
1_MACS_peak_24881_lociStitched	chr6(.):152622369-152624003	1.6028
1_MACS_peak_24882_lociStitched	chr6(.):152701328-152701934	0.4856
1_MACS_peak_24883_lociStitched	chr6(.):152806855-152807533	0.4596
1_MACS_peak_24884_lociStitched	chr6(.):153302783-153306390	2.698
1_MACS_peak_24885_lociStitched	chr6(.):153323036-153324637	0.8748
1_MACS_peak_24886_lociStitched	chr6(.):154477866-154478884	0.5331
1_MACS_peak_24887_lociStitched	chr6(.):155053810-155055598	1.9156
1_MACS_peak_24888_lociStitched	chr6(.):155246518-155247080	8.684
1_MACS_peak_24889_lociStitched	chr6(.):155582036-155582999	0.5217
1_MACS_peak_24890_lociStitched	chr6(.):155634686-155636540	0.8209
1_MACS_peak_24891_lociStitched	chr6(.):155738540-155740070	0.905
1_MACS_peak_24892_lociStitched	chr6(.):156599547-156602101	1.467
1_MACS_peak_24893_lociStitched	chr6(.):156714594-156718740	2.2537
1_MACS_peak_24894_lociStitched	chr6(.):156922804-156923749	0.5071
2_MACS_peak_24895_lociStitched	chr6(.):156955668-156959734	0.4106
1_MACS_peak_24897_lociStitched	chr6(.):157007302-157009198	1.0449
2_MACS_peak_24898_lociStitched	chr6(.):157018347-157020582	0.5034
1_MACS_peak_24900_lociStitched	chr6(.):157040455-157041525	0.7129
1_MACS_peak_24901_lociStitched	chr6(.):157098086-157101944	1.6915
2_MACS_peak_24902_lociStitched	chr6(.):157166399-157175373	0.3907
1_MACS_peak_24904_lociStitched	chr6(.):157186821-157188911	1.0971
1_MACS_peak_24905_lociStitched	chr6(.):157204217-157205912	0.7755
1_MACS_peak_24906_lociStitched	chr6(.):157340271-157343564	1.814
1_MACS_peak_24907_lociStitched	chr6(.):157354465-157355282	0.4953
1_MACS_peak_24908_lociStitched	chr6(.):157638135-157639485	0.8951
1_MACS_peak_24909_lociStitched	chr6(.):157695240-157696558	0.7939
1_MACS_peak_24910_lociStitched	chr6(.):157743922-157745467	1.2013
2_MACS_peak_24911_lociStitched	chr6(.):157800842-157803870	1.0584
4_MACS_peak_24913_lociStitched	chr6(.):157976439-157999841	1.1536
1_MACS_peak_24917_lociStitched	chr6(.):158006385-158007171	0.4373
1_MACS_peak_24918_lociStitched	chr6(.):158018283-158019258	0.5627
1_MACS_peak_24919_lociStitched	chr6(.):158184066-158186176	0.9958
1_MACS_peak_24920_lociStitched	chr6(.):158221488-158222528	0.7836
1_MACS_peak_24921_lociStitched	chr6(.):158401883-158404087	1.1441
1_MACS_peak_24922_lociStitched	chr6(.):158588717-158590263	1.026
2_MACS_peak_24923_lociStitched	chr6(.):158621591-158629259	0.2863
1_MACS_peak_24925_lociStitched	chr6(.):158652453-158653028	0.9533
1_MACS_peak_24926_lociStitched	chr6(.):158665072-158665893	0.5096
1_MACS_peak_24927_lociStitched	chr6(.):158691643-158692254	0.4356
2_MACS_peak_24928_lociStitched	chr6(.):158704429-158712839	0.5681
1_MACS_peak_24930_lociStitched	chr6(.):158939032-158939845	0.5999
1_MACS_peak_24931_lociStitched	chr6(.):158980381-158982067	1.0694
1_MACS_peak_24932_lociStitched	chr6(.):159064359-159066214	0.9733
1_MACS_peak_24933_lociStitched	chr6(.):159138458-159139226	0.462
2_MACS_peak_24934_lociStitched	chr6(.):159237526-159248936	0.399
1_MACS_peak_24936_lociStitched	chr6(.):159273730-159275618	0.7213
1_MACS_peak_24937_lociStitched	chr6(.):159289723-159292044	2.531
1_MACS_peak_24938_lociStitched	chr6(.):159420186-159421891	1.0912
1_MACS_peak_24939_lociStitched	chr6(.):159429719-159430781	0.5649
2_MACS_peak_24940_lociStitched	chr6(.):159454003-159461044	0.3873
1_MACS_peak_24942_lociStitched	chr6(.):159495068-159495618	0.4061
1_MACS_peak_24943_lociStitched	chr6(.):160113395-160115296	1.3471
1_MACS_peak_24944_lociStitched	chr6(.):160147149-160149536	1.6092
1_MACS_peak_24945_lociStitched	chr6(.):160182186-160184257	1.3935
1_MACS_peak_24946_lociStitched	chr6(.):160209739-160212566	0.9531
4_MACS_peak_24947_lociStitched	chr6(.):160389160-160403861	0.6494
2_MACS_peak_24951_lociStitched	chr6(.):160487533-160492308	0.487
1_MACS_peak_24953_lociStitched	chr6(.):160819548-160822281	0.7386
1_MACS_peak_24954_lociStitched	chr6(.):160940733-160942233	1.2912
2_MACS_peak_24955_lociStitched	chr6(.):161210776-161213655	0.4688
1_MACS_peak_24957_lociStitched	chr6(.):161347323-161349043	0.549
1_MACS_peak_24958_lociStitched	chr6(.):161392924-161394138	0.5752
1_MACS_peak_24959_lociStitched	chr6(.):161412052-161413874	1.3271
1_MACS_peak_24960_lociStitched	chr6(.):161796059-161797471	0.5916
1_MACS_peak_24961_lociStitched	chr6(.):162157396-162158340	0.4949
1_MACS_peak_24962_lociStitched	chr6(.):162166689-162167522	0.4464
2_MACS_peak_24963_lociStitched	chr6(.):162382340-162385491	0.5098
3_MACS_peak_24965_lociStitched	chr6(.):162571608-162578356	0.4933
1_MACS_peak_24968_lociStitched	chr6(.):163148040-163148896	0.8579
1_MACS_peak_24969_lociStitched	chr6(.):163826590-163827791	0.9263
2_MACS_peak_24970_lociStitched	chr6(.):163834327-163837703	0.6829
1_MACS_peak_24972_lociStitched	chr6(.):164159104-164159902	0.4818
1_MACS_peak_24973_lociStitched	chr6(.):164927987-164929090	0.6102
1_MACS_peak_24974_lociStitched	chr6(.):165168048-165168924	0.4037
1_MACS_peak_24975_lociStitched	chr6(.):166671951-166673334	0.515
1_MACS_peak_24976_lociStitched	chr6(.):166755255-166757148	2.0566
1_MACS_peak_24977_lociStitched	chr6(.):166794876-166797707	0.8982
1_MACS_peak_24978_lociStitched	chr6(.):166832280-166833912	0.822
1_MACS_peak_24979_lociStitched	chr6(.):166900928-166902322	0.6474
4_MACS_peak_24980_lociStitched	chr6(.):167039808-167048724	0.5504
2_MACS_peak_24984_lociStitched	chr6(.):167363018-167371192	0.5877
1_MACS_peak_24986_lociStitched	chr6(.):167411687-167413591	0.9446
1_MACS_peak_24987_lociStitched	chr6(.):167507097-167508979	1.0321
1_MACS_peak_24988_lociStitched	chr6(.):168579613-168582334	1.2315
1_MACS_peak_24989_lociStitched	chr6(.):168598987-168600378	0.7469
1_MACS_peak_24990_lociStitched	chr6(.):169613085-169613722	0.4859
1_MACS_peak_24991_lociStitched	chr6(.):169873212-169874125	0.651
1_MACS_peak_24992_lociStitched	chr6(.):169956861-169957939	0.8182
1_MACS_peak_24993_lociStitched	chr6(.):170101286-170103148	0.714
2_MACS_peak_24994_lociStitched	chr6(.):170122796-170125556	0.7723
1_MACS_peak_24996_lociStitched	chr6(.):170150923-170152816	1.7649
1_MACS_peak_24997_lociStitched	chr6(.):170190090-170191082	0.616
1_MACS_peak_24998_lociStitched	chr6(.):170589339-170590083	0.4792
1_MACS_peak_24999_lociStitched	chr6(.):170615485-170616556	0.8856
1_MACS_peak_25000_lociStitched	chr6(.):170861603-170864194	1.3113
1_MACS_peak_25001_lociStitched	chr6(.):170892820-170894465	0.6801
1_MACS_peak_25002_lociStitched	chr6(.):170921196-170921978	0.67
1_MACS_peak_25003_lociStitched	chr6(.):171026157-171027015	0.4822
1_MACS_peak_25004_lociStitched	chr7(.):148598-149945	1.2323
1_MACS_peak_25005_lociStitched	chr7(.):765502-767368	1.2012
2_MACS_peak_25006_lociStitched	chr7(.):852060-857543	0.5801
1_MACS_peak_25008_lociStitched	chr7(.):870633-872593	1.3857
1_MACS_peak_25009_lociStitched	chr7(.):915207-917373	1.0764
1_MACS_peak_25010_lociStitched	chr7(.):962505-963963	0.7969
1_MACS_peak_25011_lociStitched	chr7(.):1004506-1005703	0.6719
1_MACS_peak_25012_lociStitched	chr7(.):1014121-1015564	2.1026
2_MACS_peak_25013_lociStitched	chr7(.):1063083-1069113	0.7921
1_MACS_peak_25015_lociStitched	chr7(.):1076241-1076682	0.6099
1_MACS_peak_25016_lociStitched	chr7(.):1083221-1084965	0.7847
1_MACS_peak_25017_lociStitched	chr7(.):1177366-1178744	0.5958
1_MACS_peak_25018_lociStitched	chr7(.):1199073-1200914	2.0891
1_MACS_peak_25019_lociStitched	chr7(.):1208999-1209831	0.4714
4_MACS_peak_25020_lociStitched	chr7(.):1494325-1507130	0.3304
1_MACS_peak_25024_lociStitched	chr7(.):1543403-1544505	0.6445
1_MACS_peak_25025_lociStitched	chr7(.):1608841-1611105	1.8146
1_MACS_peak_25026_lociStitched	chr7(.):2271504-2273232	0.751
1_MACS_peak_25027_lociStitched	chr7(.):2280894-2283102	1.8113
1_MACS_peak_25028_lociStitched	chr7(.):2353096-2354375	0.9955
1_MACS_peak_25029_lociStitched	chr7(.):2393165-2395622	10.5646
2_MACS_peak_25030_lociStitched	chr7(.):2438684-2447671	1.5317
1_MACS_peak_25032_lociStitched	chr7(.):2550576-2551604	0.5255
1_MACS_peak_25033_lociStitched	chr7(.):2568990-2569699	0.5193
2_MACS_peak_25034_lociStitched	chr7(.):2594033-2600218	2.2048
1_MACS_peak_25036_lociStitched	chr7(.):2671581-2672323	0.6106
1_MACS_peak_25037_lociStitched	chr7(.):2738834-2739502	0.4845
2_MACS_peak_25038_lociStitched	chr7(.):2748579-2756581	1.6542
1_MACS_peak_25040_lociStitched	chr7(.):2795968-2799127	3.0967
1_MACS_peak_25041_lociStitched	chr7(.):2811786-2813624	1.0099
1_MACS_peak_25042_lociStitched	chr7(.):2884001-2884857	0.629
1_MACS_peak_25043_lociStitched	chr7(.):2902763-2904644	1.3532
1_MACS_peak_25044_lociStitched	chr7(.):2933558-2935125	1.3309
1_MACS_peak_25045_lociStitched	chr7(.):3017031-3019372	1.4505
1_MACS_peak_25046_lociStitched	chr7(.):3082097-3084362	1.064
1_MACS_peak_25047_lociStitched	chr7(.):3102344-3103493	0.7694
1_MACS_peak_25048_lociStitched	chr7(.):3504734-3505658	0.4815
1_MACS_peak_25049_lociStitched	chr7(.):3636273-3637711	0.6104
1_MACS_peak_25050_lociStitched	chr7(.):4044568-4046156	0.9456
1_MACS_peak_25051_lociStitched	chr7(.):4680725-4682511	1.2024
1_MACS_peak_25052_lociStitched	chr7(.):4721856-4724070	0.7966
1_MACS_peak_25053_lociStitched	chr7(.):4752006-4753164	0.4991
1_MACS_peak_25054_lociStitched	chr7(.):4763993-4765930	1.2627
2_MACS_peak_25055_lociStitched	chr7(.):4777807-4786635	1.072
1_MACS_peak_25057_lociStitched	chr7(.):4814062-4816291	2.164
1_MACS_peak_25058_lociStitched	chr7(.):5013360-5014772	0.8223
1_MACS_peak_25059_lociStitched	chr7(.):5084744-5086537	1.1739
1_MACS_peak_25060_lociStitched	chr7(.):5229027-5230885	1.2768
1_MACS_peak_25061_lociStitched	chr7(.):5257579-5259910	1.0509
3_MACS_peak_25062_lociStitched	chr7(.):5270791-5280702	0.3353
1_MACS_peak_25065_lociStitched	chr7(.):5435930-5437813	1.5905
1_MACS_peak_25066_lociStitched	chr7(.):5460343-5467062	1.7646
1_MACS_peak_25067_lociStitched	chr7(.):5474608-5476678	0.9862
1_MACS_peak_25068_lociStitched	chr7(.):5526008-5526730	0.6999
1_MACS_peak_25069_lociStitched	chr7(.):5552517-5554221	2.0323
2_MACS_peak_25070_lociStitched	chr7(.):5568545-5573093	1.9423
1_MACS_peak_25072_lociStitched	chr7(.):5595052-5596863	1.7221
1_MACS_peak_25073_lociStitched	chr7(.):5701129-5702590	0.6542
1_MACS_peak_25074_lociStitched	chr7(.):5732984-5733999	0.5614
1_MACS_peak_25075_lociStitched	chr7(.):5820301-5821685	0.951
1_MACS_peak_25076_lociStitched	chr7(.):5861935-5863489	1.5581
1_MACS_peak_25077_lociStitched	chr7(.):5897476-5898960	1.2541
1_MACS_peak_25078_lociStitched	chr7(.):5937503-5939326	1.2551
1_MACS_peak_25079_lociStitched	chr7(.):6047752-6049600	1.8786
1_MACS_peak_25080_lociStitched	chr7(.):6097854-6099485	1.2795
1_MACS_peak_25081_lociStitched	chr7(.):6110627-6112011	0.6579
1_MACS_peak_25082_lociStitched	chr7(.):6120017-6121800	1.2773
2_MACS_peak_25083_lociStitched	chr7(.):6143387-6146610	0.8909
1_MACS_peak_25085_lociStitched	chr7(.):6154337-6155563	0.6569
1_MACS_peak_25086_lociStitched	chr7(.):6200978-6203701	1.6209
1_MACS_peak_25087_lociStitched	chr7(.):6311196-6313030	0.6351
1_MACS_peak_25088_lociStitched	chr7(.):6354832-6356419	0.7891
1_MACS_peak_25089_lociStitched	chr7(.):6387638-6389505	0.9017
1_MACS_peak_25090_lociStitched	chr7(.):6412473-6415176	1.4839
1_MACS_peak_25091_lociStitched	chr7(.):6474999-6476902	0.8266
1_MACS_peak_25092_lociStitched	chr7(.):6486625-6488699	1.2396
1_MACS_peak_25093_lociStitched	chr7(.):6522428-6524455	1.3639
1_MACS_peak_25094_lociStitched	chr7(.):6542761-6545040	0.9934
1_MACS_peak_25095_lociStitched	chr7(.):6616672-6618003	1.5262
1_MACS_peak_25096_lociStitched	chr7(.):6628781-6630839	1.2856
1_MACS_peak_25097_lociStitched	chr7(.):6676120-6677803	1.1722
1_MACS_peak_25098_lociStitched	chr7(.):6745576-6747208	1.2584
2_MACS_peak_25099_lociStitched	chr7(.):6764326-6770386	0.5395
1_MACS_peak_25101_lociStitched	chr7(.):6864954-6866629	1.4135
1_MACS_peak_25102_lociStitched	chr7(.):6897643-6898620	0.5167
1_MACS_peak_25103_lociStitched	chr7(.):7029511-7032194	1.5619
1_MACS_peak_25104_lociStitched	chr7(.):7090672-7091659	0.5531
1_MACS_peak_25105_lociStitched	chr7(.):7196038-7198062	0.8427
1_MACS_peak_25106_lociStitched	chr7(.):7220795-7224458	1.8923
1_MACS_peak_25107_lociStitched	chr7(.):7232491-7233668	0.569
1_MACS_peak_25108_lociStitched	chr7(.):7240650-7242253	0.9681
1_MACS_peak_25109_lociStitched	chr7(.):7254025-7255026	0.4731
1_MACS_peak_25110_lociStitched	chr7(.):7287232-7287878	0.5033
1_MACS_peak_25111_lociStitched	chr7(.):7297229-7299195	0.7309
1_MACS_peak_25112_lociStitched	chr7(.):7331190-7332187	0.6047
1_MACS_peak_25113_lociStitched	chr7(.):7605743-7609836	1.6797
1_MACS_peak_25114_lociStitched	chr7(.):7678985-7681390	1.8262
1_MACS_peak_25115_lociStitched	chr7(.):7720631-7721537	0.5883
1_MACS_peak_25116_lociStitched	chr7(.):7758111-7760151	0.7799
1_MACS_peak_25117_lociStitched	chr7(.):7778116-7779882	0.5642
1_MACS_peak_25118_lociStitched	chr7(.):7800910-7802663	0.8111
1_MACS_peak_25119_lociStitched	chr7(.):7812804-7814495	1.0047
2_MACS_peak_25120_lociStitched	chr7(.):7854916-7861236	0.5612
1_MACS_peak_25122_lociStitched	chr7(.):7896570-7897694	0.6699
2_MACS_peak_25123_lociStitched	chr7(.):7958304-7962889	0.8439
1_MACS_peak_25125_lociStitched	chr7(.):7983116-7986158	2.1731
2_MACS_peak_25126_lociStitched	chr7(.):7998891-8013504	1.0048
1_MACS_peak_25128_lociStitched	chr7(.):8153216-8155817	0.9256
2_MACS_peak_25129_lociStitched	chr7(.):8164381-8175088	0.8928
1_MACS_peak_25131_lociStitched	chr7(.):8215297-8218169	1.3033
1_MACS_peak_25132_lociStitched	chr7(.):8300196-8302440	1.4759
1_MACS_peak_25133_lociStitched	chr7(.):8676247-8677292	0.629
1_MACS_peak_25134_lociStitched	chr7(.):9164344-9165192	0.5176
1_MACS_peak_25135_lociStitched	chr7(.):9188263-9190212	0.8299
1_MACS_peak_25136_lociStitched	chr7(.):9281398-9283393	1.1109
1_MACS_peak_25137_lociStitched	chr7(.):10307637-10308713	0.589
2_MACS_peak_25138_lociStitched	chr7(.):10338427-10347553	0.5972
1_MACS_peak_25140_lociStitched	chr7(.):10701920-10704185	1.4968
1_MACS_peak_25141_lociStitched	chr7(.):10745999-10747985	1.405
