GENE_ID	locusLine	bin_1_29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam
NR_026881	chr19(.):43848207-43858700	0.3939
NM_001130011	chr19(.):43914034-43927767	0.3198
NM_001013257	chr19(.):45307337-45328610	1.0841
NM_005581	chr19(.):45307337-45329678	1.0887
NM_012116	chr19(.):45276125-45308903	0.5122
NM_001128916	chr19(.):45389476-45411946	0.3748
NR_028414	chr19(.):45425059-45439643	0.8397
NM_000041	chr19(.):45404038-45417650	0.8698
NM_001645	chr19(.):45412920-45427606	0.713
NM_002516	chr19(.):46437770-46481657	0.8556
NM_001029861	chr19(.):46411472-46423036	0.9115
NM_005091	chr19(.):46517411-46531556	0.0733
NM_001080402	chr19(.):46493338-46526874	0.1168
NR_030412	chr19(.):46517189-46527307	0.0693
NM_001002923	chr19(.):46538005-46549274	0.262
NM_032040	chr19(.):46908585-46921919	1.1432
NM_006247	chr19(.):46845293-46899105	0.1126
NM_020709	chr19(.):46989447-47004169	1.6505
NM_001103149	chr19(.):46964747-46979820	1.1965
NM_033258	chr19(.):47132332-47142939	1.587
NM_005184	chr19(.):47099511-47119039	0.4367
NM_145056	chr19(.):47145868-47169395	0.8602
NM_000960	chr19(.):47118724-47133354	1.525
NM_001009813	chr19(.):47901380-47927785	1.5087
NM_020160	chr19(.):47901382-47927785	1.5088
NM_003827	chr19(.):47985890-48023497	0.0899
NM_007059	chr19(.):47973399-47992521	0.528
NM_015710	chr19(.):48243792-48265323	0.1819
NR_003048	chr19(.):48254109-48264219	0.0748
NM_003009	chr19(.):48276841-48292943	0.314
NR_024217	chr19(.):48427074-48437194	2.7273
NR_024224	chr19(.):48422035-48432156	2.7354
NR_024216	chr19(.):48443178-48453300	2.5123
NM_003167	chr19(.):48368722-48394654	0.7796
NR_024217	chr19(.):48453938-48464058	2.5352
NR_024219	chr19(.):48411307-48421427	2.7431
NR_024218	chr19(.):48437797-48447917	2.1076
NR_024216	chr19(.):48405934-48416056	2.527
NR_004436	chr19(.):48416685-48426807	1.924
NR_004436	chr19(.):48432437-48442559	1.9859
NR_024221	chr19(.):48448552-48458671	3.2371
NM_001128326	chr19(.):48466302-48500427	0.649
NM_022142	chr19(.):48492907-48533410	0.6815
NM_014959	chr19(.):48706342-48758104	0.0648
NM_001184900	chr19(.):48706342-48749320	0.0559
NR_033678	chr19(.):48706342-48757890	0.0643
NM_144577	chr19(.):48794708-48828332	0.7161
NM_001425	chr19(.):48823628-48838810	0.1341
NM_153608	chr19(.):48769653-48795863	0.8921
NM_001080434	chr19(.):48983527-49021446	0.7842
NM_017708	chr19(.):49098856-49121694	0.8045
NM_020126	chr19(.):49117547-49138662	0.0843
NM_004605	chr19(.):49073992-49107684	1.0882
NM_001352	chr19(.):49128816-49145639	0.2541
NM_133498	chr19(.):49104999-49115971	0.6589
NM_000979	chr19(.):49113587-49127433	0.1254
NM_001217	chr19(.):49136271-49154451	0.5963
NM_177973	chr19(.):49050428-49107684	1.1177
NM_017805	chr19(.):49218841-49248970	0.745
NM_182575	chr19(.):49239144-49255166	0.7872
NM_000511	chr19(.):49194227-49214191	1.0844
NM_019113	chr19(.):49254343-49266582	0.9357
NM_000148	chr19(.):49246267-49263647	0.9016
NM_001130915	chr19(.):49211254-49227976	0.7954
NM_182574	chr19(.):49211254-49225214	0.8224
NM_145807	chr19(.):49159663-49181264	0.8577
NR_024244	chr19(.):49529925-49540044	1.0328
NM_001161587	chr19(.):49466381-49501610	0.0874
NM_033377	chr19(.):49533825-49545191	1.1454
NM_033378	chr19(.):49530129-49541495	1.0686
NM_000737	chr19(.):49521126-49532593	1.2705
NM_000894	chr19(.):49514236-49525347	0.6011
NM_006666	chr19(.):49492155-49524182	0.2349
NR_004383	chr19(.):49535276-49545404	1.1747
NM_033183	chr19(.):49545894-49557368	1.4849
NM_033142	chr19(.):49552530-49563997	1.6265
NM_031886	chr19(.):49565674-49581198	1.0446
NM_006179	chr19(.):49559396-49572124	1.6124
NM_033043	chr19(.):49542101-49553568	1.4649
NM_003089	chr19(.):49583464-49616870	0.1271
NM_018111	chr19(.):49616653-49627397	0.5771
NM_003660	chr19(.):49617662-49659280	0.5959
NM_022165	chr19(.):49612617-49626717	0.4754
NM_014419	chr19(.):49862041-49883373	0.7776
NM_001197302	chr19(.):49861986-49883373	0.7791
NM_001195256	chr19(.):49924687-49937075	1.5436
NM_144688	chr19(.):49886474-49926256	0.776
NM_178449	chr19(.):49920670-49931698	1.574
NR_000021	chr19(.):49988222-49998304	0.1118
NM_001015	chr19(.):49994633-50007944	0.1771
NR_000018	chr19(.):49989431-49999517	0.1314
NM_153329	chr19(.):49951472-49979305	0.0808
NM_001459	chr19(.):49972485-49994488	0.0811
NM_020650	chr19(.):50025874-50051890	0.9827
NM_001136019	chr19(.):50010535-50034685	1.1378
NR_001285	chr19(.):49995975-50006062	0.1898
NR_000020	chr19(.):49988873-49998956	0.1226
NR_000019	chr19(.):49989163-49999229	0.1315
NM_017916	chr19(.):49944549-49960115	0.2063
NR_026712	chr19(.):49985864-50000096	0.1117
NM_004107	chr19(.):50011435-50034685	1.1632
NR_029703	chr19(.):49999041-50009125	0.2181
NM_020719	chr19(.):50089911-50134696	0.0739
NM_000951	chr19(.):50079586-50099265	0.1399
NR_027257	chr19(.):50548936-50575052	0.3877
NR_024227	chr19(.):50590745-50600866	1.4292
NR_024227	chr19(.):50596082-50606203	2.0894
NR_024225	chr19(.):50626658-50636779	2.0294
NR_024225	chr19(.):50615976-50626097	2.0842
NR_024242	chr19(.):50621330-50631451	2.0228
NR_024228	chr19(.):50610624-50620745	2.1414
NR_024228	chr19(.):50605270-50615391	2.0264
NR_024228	chr19(.):50602211-50612332	2.104
NR_024215	chr19(.):50599147-50609268	2.1301
NR_024243	chr19(.):50638458-50648577	1.4559
NR_024230	chr19(.):50637374-50647494	1.7797
NM_152358	chr19(.):50650804-50671538	0.4193
NR_024231	chr19(.):50632001-50642121	2.4588
NM_206538	chr19(.):50974735-50991608	0.1704
NM_002691	chr19(.):50882592-50926271	0.1066
NM_004533	chr19(.):50931159-50974583	1.0352
NM_138411	chr19(.):50965044-50985003	0.6836
NM_003121	chr19(.):50917194-50937250	0.5987
NM_001024656	chr19(.):51009856-51022947	0.2961
NM_001080457	chr19(.):51015149-51076302	0.8347
NM_001114598	chr19(.):51009856-51022142	0.2773
NM_138334	chr19(.):51004258-51019345	0.1945
NR_004384	chr19(.):51103219-51113342	0.3817
NM_000363	chr19(.):55658135-55674100	0.7212
NM_178837	chr19(.):55665030-55683018	0.7944
NM_001126132	chr19(.):55639160-55665606	1.0711
NM_133180	chr19(.):55582220-55604291	0.3595
NM_003180	chr19(.):55679468-55696720	1.2264
NM_017729	chr19(.):55586759-55604291	0.4165
NM_017607	chr19(.):55597280-55633927	0.2188
NM_173804	chr19(.):55733001-55745632	0.0798
NM_001145176	chr19(.):55935104-55959230	0.9281
NM_001101401	chr19(.):56036099-56053435	0.8152
NM_001144950	chr19(.):55994869-56035466	1.3196
NM_020378	chr19(.):55991556-56003935	1.093
NM_033113	chr19(.):55982698-56000854	0.5633
NM_001195267	chr19(.):55994869-56020691	1.3955
NM_001145014	chr19(.):56265506-56279541	1.2776
NM_033118	chr20(.):30402177-30427500	0.2902
NM_014835	chr20(.):60808579-60876269	0.1375
NM_080618	chr20(.):56067223-56105154	0.181
NM_024663	chr20(.):57262861-57295900	0.1628
NR_034147	chr20(.):57085434-57199948	0.7427
NR_002785	chr20(.):57388972-57430958	0.5514
NM_001794	chr20(.):59822558-60517299	0.6761
NR_003244	chr20(.):61727643-61740737	0.8816
NM_006602	chr20(.):61467466-61498115	0.3024
NM_002531	chr20(.):61335188-61399123	1.5416
NM_001958	chr20(.):62114365-62135505	1.1189
NM_025224	chr20(.):62370877-62441856	0.858
NM_001012644	chr20(.):30443869-30462801	1.4044
NM_177991	chr20(.):30443869-30463011	1.4018
NM_004118	chr20(.):30427102-30438420	1.3834
NM_080611	chr20(.):30443869-30463479	1.386
NM_001008409	chr20(.):30453504-30535858	0.482
NM_173073	chr20(.):44973176-44998064	0.0948
NR_034124	chr20(.):48904256-48936456	1.013
NM_002591	chr20(.):56131136-56146513	1.399
NM_001160419	chr20(.):56182946-56200632	0.1565
NM_003763	chr20(.):57221327-57259582	0.1222
NR_030580	chr20(.):57388280-57398368	0.6244
NR_029844	chr20(.):57387669-57397749	0.646
NM_001077490	chr20(.):57423035-57491250	0.2051
NM_016592	chr20(.):57409794-57491250	0.2528
NR_031658	chr20(.):60523601-60533718	0.6203
NM_015666	chr20(.):60753080-60782810	0.0659
NM_007232	chr20(.):60785016-60800323	1.5745
NM_005560	chr20(.):60879120-60947368	0.0876
NM_001024	chr20(.):60957120-60968576	0.0766
NM_031215	chr20(.):60958685-60987339	0.2208
NM_080473	chr20(.):61033552-61056026	1.8465
NM_080833	chr20(.):60980292-61007629	1.5464
NM_178463	chr20(.):61142659-61172971	1.9019
NR_029780	chr20(.):61146512-61156583	2.1876
NR_033263	chr20(.):61136437-61153768	1.5383
NR_029676	chr20(.):61157118-61167220	1.8125
NR_024470	chr20(.):61289378-61302973	0.0797
NM_016354	chr20(.):61268796-61308647	0.1767
NM_001853	chr20(.):61443413-61477511	0.9573
NM_007346	chr20(.):61431176-61450352	0.5276
NM_018270	chr20(.):61422804-61436945	0.2465
NM_001193370	chr20(.):61513566-61562903	0.0622
NM_080797	chr20(.):61513566-61574304	0.066
NM_022082	chr20(.):61578998-61604949	1.0535
NM_017896	chr20(.):61564440-61584827	0.0963
NM_080750	chr20(.):61471475-61482543	0.1065
NM_080606	chr20(.):61632330-61643387	1.3532
NR_003245	chr20(.):61721844-61738671	1.1707
NR_028295	chr20(.):61660568-61673380	1.3074
NR_033369	chr20(.):61664362-61690215	1.3111
NR_033370	chr20(.):61635734-61721423	1.2077
NR_029670	chr20(.):61804851-61814938	1.3361
NM_017798	chr20(.):61821781-61852538	0.1641
NM_139317	chr20(.):61862275-61876854	1.8214
NM_000744	chr20(.):61969664-61997695	1.3082
NR_024389	chr20(.):61880329-61897967	1.8608
NM_018209	chr20(.):61899164-61926142	0.3896
NR_036220	chr20(.):61913159-61923218	0.2018
NM_020882	chr20(.):61919537-61967285	1.2429
NM_152864	chr20(.):61867135-61890892	1.8622
NR_036163	chr20(.):61865130-61875194	1.6974
NM_172109	chr20(.):62060031-62108993	1.5018
NM_172106	chr20(.):62032541-62108993	1.5424
NM_024299	chr20(.):62147132-62158524	0.7279
NM_024059	chr20(.):62179372-62193035	1.08
NM_080823	chr20(.):62167162-62183857	1.4339
NM_033405	chr20(.):62184438-62204107	0.4455
NM_005975	chr20(.):62154775-62173707	0.803
NM_001037335	chr20(.):62184438-62210592	0.5082
NM_001083113	chr20(.):62333793-62372494	0.1056
NM_181485	chr20(.):62334379-62372494	0.1058
NM_017806	chr20(.):62362977-62375460	0.0893
NM_003224	chr20(.):62324994-62344355	0.1078
NM_020062	chr20(.):62366210-62380403	0.2439
NR_027686	chr20(.):62660696-62676315	0.6788
NM_018419	chr20(.):62674078-62685979	1.4232
NM_182647	chr20(.):62706487-62736996	1.0804
NM_001039467	chr20(.):62699534-62716324	0.5313
NM_005286	chr20(.):62732182-62743184	1.7437
NM_003195	chr20(.):62689009-62708700	0.3378
NM_005873	chr20(.):62699534-62715845	0.4728
NM_001007125	chr20(.):62709732-62720712	1.2647
NM_198723	chr20(.):62683438-62708700	0.5569
NM_001104925	chr20(.):62882047-62912579	0.1102
NM_004535	chr20(.):62790826-62878606	1.4035
NM_016818	chr21(.):43634266-43722354	0.5842
NM_080860	chr21(.):43887596-43921401	0.3559
NM_207174	chr21(.):43635007-43722354	0.5854
NM_207629	chr21(.):43631186-43722354	0.5782
NM_207627	chr21(.):43614798-43722354	0.5204
NM_207628	chr21(.):43614921-43722354	0.5208
NM_001001581	chr21(.):44068861-44200618	1.8984
NM_002626	chr21(.):45714929-45752256	0.1748
NM_144991	chr21(.):45912774-46136495	1.1688
NR_024108	chr21(.):45714924-45752261	0.1749
NM_015834	chr21(.):46489492-46651478	0.6092
NM_030582	chr21(.):46870423-46938634	1.5599
NM_130445	chr21(.):46820096-46938634	1.7096
NM_020528	chr21(.):47264874-47367368	0.57
NM_009586	chr21(.):38066990-38123219	0.6418
NM_005069	chr21(.):38066990-38127510	0.6011
NR_024367	chr21(.):43094461-43122496	1.0583
NR_024028	chr21(.):43131595-43142742	1.6219
NM_020639	chr21(.):43154528-43192249	1.5149
NR_027272	chr21(.):43126679-43140935	1.375
NM_003226	chr21(.):43726776-43740706	2.0569
NM_005423	chr21(.):43761466-43776208	1.518
NM_024022	chr21(.):43786995-43821200	1.3171
NM_032405	chr21(.):43796984-43821200	1.0085
NM_003225	chr21(.):43777390-43791644	1.8498
NM_018961	chr21(.):43819018-43872774	1.1625
NR_027348	chr21(.):43786995-43814253	1.4856
NM_018964	chr21(.):43914741-44006550	0.5178
NM_173354	chr21(.):44829397-44852002	0.1558
NR_026960	chr21(.):44864903-44878771	1.5828
NR_026863	chr21(.):44876973-44903103	0.7603
NM_000383	chr21(.):45700762-45723102	1.5339
NM_175867	chr21(.):45661222-45687099	1.1249
NM_015259	chr21(.):45641721-45665834	0.1379
NM_000658	chr21(.):45705273-45723110	1.3938
NM_003307	chr21(.):45768483-45867964	1.1808
NM_004928	chr21(.):45743826-45764285	0.3147
NR_026547	chr21(.):45932097-45943860	1.4702
NM_198696	chr21(.):45972905-45983643	1.1165
NM_198694	chr21(.):45994563-46005481	1.0616
NM_198693	chr21(.):45965317-45976388	1.415
NM_198691	chr21(.):45954067-45965078	0.9473
NM_198687	chr21(.):45988605-45999987	1.3232
NM_030891	chr21(.):45870392-45883739	1.392
NM_198698	chr21(.):46069129-46079576	0.9333
NM_198689	chr21(.):46015496-46027091	0.8513
NM_198692	chr21(.):46061330-46072566	1.0144
NM_181686	chr21(.):46096490-46107078	1.1323
NM_198697	chr21(.):46072848-46083258	0.7114
NM_181684	chr21(.):46081105-46091844	0.6441
NM_198688	chr21(.):46006148-46017386	1.128
NM_198699	chr21(.):46112086-46122959	1.7186
NM_006936	chr21(.):46220531-46243044	0.252
NM_003343	chr21(.):46183954-46226738	0.1328
NR_027128	chr21(.):46348198-46364828	1.4493
NR_027129	chr21(.):46349640-46364828	1.3163
NM_058190	chr21(.):46354954-46401888	0.1987
NM_000211	chr21(.):46300867-46345965	2.3676
NM_004339	chr21(.):46264512-46298741	0.2811
NM_001127491	chr21(.):46300867-46353753	2.4191
NR_027292	chr21(.):46485870-46498126	1.0157
NR_033840	chr21(.):46404778-46419001	2.7169
NR_024089	chr21(.):46414126-46429642	2.1271
NM_133635	chr21(.):46678842-46712811	0.2918
NR_026943	chr21(.):46702966-46722269	1.462
NR_027498	chr21(.):46834630-46849985	2.5043
NR_028082	chr21(.):46834630-46849955	2.5071
NM_194255	chr21(.):46929628-46967351	0.1955
NM_001848	chr21(.):47396662-47429963	1.4025
NM_058174	chr21(.):47513032-47554719	1.2997
NM_006657	chr21(.):47551175-47580481	1.266
NM_001849	chr21(.):47513032-47557763	1.3174
NM_206965	chr21(.):47551693-47580481	1.2557
NM_001142854	chr21(.):47576061-47609373	0.1553
NM_198856	chr22(.):43919623-44213217	0.1583
NM_001167621	chr22(.):46062677-46246187	0.0556
NR_024159	chr22(.):19000346-19012761	0.5662
NM_019103	chr22(.):30121944-30167969	0.123
NM_012429	chr22(.):30787932-30826278	0.2187
NM_006078	chr22(.):36951915-37103690	1.018
NM_153609	chr22(.):37456478-37504693	1.4985
NM_002405	chr22(.):37860100-37887478	0.2023
NM_001166343	chr22(.):37860100-37887425	0.2009
NM_001003406	chr22(.):39961757-40090740	1.0529
NM_173050	chr22(.):43594229-43744355	0.671
NM_001099294	chr22(.):44634556-44713731	1.0476
NM_138415	chr22(.):45272042-45410581	0.9777
NM_001135862	chr22(.):45272042-45410809	0.9785
NM_001164104	chr22(.):50523434-50605116	0.7072
NM_001164105	chr22(.):50523684-50605116	0.7046
NM_138433	chr22(.):50981461-50994452	0.4552
NM_001080447	chr22(.):50448551-50498055	1.1918
NR_003267	chr22(.):18756201-18784474	1.0281
NM_001195226	chr22(.):18895286-18928964	0.6075
NR_002733	chr22(.):18953026-18987141	0.6801
NM_005675	chr22(.):18888735-18904601	0.3616
NM_016335	chr22(.):18895286-18929066	0.6061
NR_026651	chr22(.):19005136-19016063	0.9424
NR_037612	chr22(.):19700991-19717297	1.5092
NM_080646	chr22(.):19739225-19772068	1.3496
NM_000407	chr22(.):19706065-19717297	1.6885
NR_037611	chr22(.):19699742-19717297	1.4838
NM_002688	chr22(.):19696986-19715845	1.4286
NM_005992	chr22(.):19739225-19776112	1.2117
NM_080647	chr22(.):19739225-19759855	1.7822
NM_001009939	chr22(.):19700957-19715845	1.4534
NM_001185024	chr22(.):20114363-20140530	0.2613
NM_022727	chr22(.):20094397-20109768	0.0606
NM_002882	chr22(.):20100023-20119704	0.0859
NR_031618	chr22(.):20231656-20241734	0.954
NR_026919	chr22(.):20188854-20201060	1.0847
NM_023004	chr22(.):20223937-20260816	1.0864
NM_033257	chr22(.):20296760-20312628	0.1939
NM_020070	chr22(.):23910312-23927495	0.5949
NM_182527	chr22(.):30111343-30132820	0.7849
NM_013387	chr22(.):30158357-30171402	0.079
NM_001017981	chr22(.):30769802-30788302	0.1508
NM_174975	chr22(.):30850215-30873034	0.7696
NM_016498	chr22(.):30816719-30830041	0.2571
NR_001580	chr22(.):30872276-30882743	1.0165
NM_003753	chr22(.):36901896-36930277	0.1008
NM_001102371	chr22(.):36878232-36908148	0.0806
NM_024955	chr22(.):36878232-36908090	0.0808
NM_001177702	chr22(.):37149245-37169074	0.4702
NM_006860	chr22(.):37149245-37177172	0.3896
NM_024681	chr22(.):37442778-37464430	0.7918
NM_000878	chr22(.):37516879-37550962	1.0827
NM_031910	chr22(.):37571205-37589330	0.6773
NM_013385	chr22(.):37673494-37716389	0.2831
NM_052906	chr22(.):37758999-37828505	1.4463
NM_152243	chr22(.):37951470-37970410	0.8587
NM_014550	chr22(.):37881399-37920210	1.1158
NR_002821	chr22(.):38735669-38799931	0.1194
NM_016657	chr22(.):38859082-38882637	0.3745
NM_004981	chr22(.):38817332-38845033	0.6711
NM_001098505	chr22(.):38874442-38889535	0.0739
NM_001098504	chr22(.):38874442-38907345	0.0816
NM_152868	chr22(.):38817332-38856203	0.8513
NM_005740	chr22(.):39169512-39195161	0.2799
NM_014293	chr22(.):39209456-39245017	1.2111
NM_014292	chr22(.):39255247-39273258	0.1543
NR_036498	chr22(.):42660758-42675868	0.1202
NM_145912	chr22(.):42771413-42833401	1.0562
NM_015703	chr22(.):42899340-42920829	0.6733
NR_027786	chr22(.):42891584-42913566	0.8248
NM_014509	chr22(.):42944924-42975388	0.7283
NR_002184	chr22(.):42964265-42983017	0.0843
NM_015140	chr22(.):43557627-43588137	0.1216
NM_001044370	chr22(.):43803019-43907800	0.7606
NM_014351	chr22(.):44215386-44263378	1.1124
NM_001177675	chr22(.):44270557-44292893	1.0577
NM_025225	chr22(.):44314618-44348448	0.8842
NR_028409	chr22(.):44960219-44973329	0.8779
NM_006485	chr22(.):45893718-45966581	1.1359
NM_001996	chr22(.):45893718-45964242	1.1495
NM_006487	chr22(.):45893718-45959591	1.1358
NM_006486	chr22(.):45893718-46002014	1.1591
NM_058238	chr22(.):46311247-46378008	1.5079
NR_027240	chr22(.):46397495-46411657	0.826
NM_001001694	chr22(.):50427941-50456055	1.1133
NM_139202	chr22(.):50492819-50528781	1.1397
NM_015166	chr22(.):50492819-50529358	1.1304
NM_001145134	chr22(.):51002289-51022096	0.1654
NR_021492	chr22(.):51016454-51027355	0.163
NM_012324	chr22(.):51034130-51054979	1.2178
NM_004377	chr22(.):51002289-51021894	0.1664
NM_001123225	chr22(.):50984540-51006328	0.4458
NM_001145137	chr22(.):51002289-51021506	0.1662
NM_005198	chr22(.):51012386-51026428	0.1193
NM_016431	chr22(.):51036561-51054979	1.2719
NM_001085428	chr22(.):51056181-51071601	0.2386
