REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_24808_lociStitched	chr9	35066447	35080820	2	9316	19413.6111	2750.9922	547	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	547	1
5_MACS_peak_4243_lociStitched	chr11	64611260	64633986	5	9310	26848.4964	3431.626	548	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	548	1
2_MACS_peak_4931_lociStitched	chr11	129237786	129249888	2	9309	33493.4952	2344.1574	549	BARX2		BARX2	549	1
2_MACS_peak_18567_lociStitched	chr4	103532436	103543019	2	9304	34424.3824	2165.2818	550	NFKB1		NFKB1	550	1
1_MACS_peak_12094_lociStitched	chr19	40645240	40654538	1	9299	38330.0752	1945.1416	551		MAP3K10,ZNF780A	MAP3K10	551	1
4_MACS_peak_3809_lociStitched	chr11	9586641	9600138	4	9287	14221.7889	2344.4289	552	WEE1		WEE1	552	1
2_MACS_peak_2350_lociStitched	chr1	228268917	228279327	2	9282	17954.127	3121.959	553	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	553	1
5_MACS_peak_20661_lociStitched	chr6	10403469	10430809	5	9276	18558.392	3852.206	554	LOC100130275,TFAP2A,C6orf218		TFAP2A	554	1
4_MACS_peak_21023_lociStitched	chr6	33537683	33558580	4	9273	27851.5216	3113.653	555	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	555	1
1_MACS_peak_13227_lociStitched	chr2	86219938	86229203	1	9266	118596.6325	2105.008	556		LOC90784	LOC90784	556	1
4_MACS_peak_24575_lociStitched	chr8	146010502	146030970	4	9266	12544.8372	3029.264	557	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	557	1
3_MACS_peak_21781_lociStitched	chr6	130833429	130847788	3	9261	38935.8644	2850.2615	558			TMEM200A	558	1
2_MACS_peak_18392_lociStitched	chr4	78735943	78749273	2	9258	29737.897	2327.418	559	CNOT6L	MRPL1	CNOT6L	559	1
4_MACS_peak_16676_lociStitched	chr3	50353767	50376707	4	9248	27973.036	3716.28	560	HYAL2,TUSC2,RASSF1	SEMA3B,C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	560	1
1_MACS_peak_6022_lociStitched	chr12	102870256	102879497	1	9242	88958.4865	2185.4965	561	IGF1		IGF1	561	1
1_MACS_peak_21875_lociStitched	chr6	138186830	138196065	1	9236	66217.7205	2706.7785	562	TNFAIP3		TNFAIP3	562	1
1_MACS_peak_2136_lociStitched	chr1	209275158	209284390	1	9233	121499.5824	2932.0832	563			LOC642587	563	1
2_MACS_peak_12114_lociStitched	chr19	41801623	41817315	2	9232	25841.5856	2990.8952	564	HNRNPUL1,CCDC97	TGFB1	CCDC97	564	1
3_MACS_peak_20971_lociStitched	chr6	31619005	31634923	3	9207	28983.4944	2944.83	565	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	565	1
2_MACS_peak_15128_lociStitched	chr20	52481342	52491029	2	9189	75893.7702	2015.8647	566		SUMO1P1	SUMO1P1	566	1
2_MACS_peak_10754_lociStitched	chr17	76116451	76129404	2	9185	49335.3864	2350.9695	567	TMC8,TMC6	C17orf99,SYNGR2	TMC6	567	1
2_MACS_peak_287_lociStitched	chr1	24710077	24720767	2	9183	39755.041	2578.428	568	C1orf201	NIPAL3	C1orf201	568	1
2_MACS_peak_1862_lociStitched	chr1	183438747	183451406	2	9174	41934.2034	3902.7697	569	SMG7		SMG7	569	1
1_MACS_peak_15031_lociStitched	chr20	45978156	45987322	1	9167	82019.2012	2483.986	570	ZMYND8	LOC100131496	ZMYND8	570	1
4_MACS_peak_22456_lociStitched	chr7	34773891	34796538	4	9161	23050.1166	3014.3157	571	NPSR1,AAA1		AAA1	571	1
2_MACS_peak_3440_lociStitched	chr10	104401004	104412977	2	9147	39955.0983	2284.4484	572	TRIM8		TRIM8	572	1
4_MACS_peak_4257_lociStitched	chr11	64845394	64865110	4	9131	17060.2548	2669.5464	573	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	573	1
2_MACS_peak_4828_lociStitched	chr11	119553906	119567913	2	9128	19015.9032	1703.2512	574	PVRL1		PVRL1	574	1
1_MACS_peak_8514_lociStitched	chr15	90637460	90646586	1	9127	45329.7546	1899.1206	575	IDH2		IDH2	575	1
1_MACS_peak_20148_lociStitched	chr5	140886051	140895176	1	9126	18151.45	1472.775	576	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	576	1
2_MACS_peak_14827_lociStitched	chr20	32461691	32473798	2	9125	98957.7752	2829.4059	577			CHMP4B	577	1
2_MACS_peak_12288_lociStitched	chr19	49457420	49472244	2	9122	21038.2208	2699.4504	578	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	578	1
2_MACS_peak_2376_lociStitched	chr1	230238329	230248830	2	9118	30926.4951	3143.9994	579	GALNT2		GALNT2	579	1
2_MACS_peak_19885_lociStitched	chr5	112256144	112267045	2	9118	72853.5632	2459.2656	580	REEP5	DCP2	REEP5	580	1
2_MACS_peak_18470_lociStitched	chr4	87854798	87869539	2	9118	30024.4688	2713.8181	581	AFF1	C4orf36	AFF1	581	1
2_MACS_peak_24468_lociStitched	chr8	134576769	134585942	2	9117	58246.7154	2137.309	582	ST3GAL1		ST3GAL1	582	1
3_MACS_peak_400_lociStitched	chr1	28903045	28914554	3	9113	17951.7382	2122.2596	583	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	583	1
3_MACS_peak_1420_lociStitched	chr1	150583020	150603380	3	9090	36012.768	5214.196	584	ENSA	MCL1	ENSA	584	1
4_MACS_peak_5663_lociStitched	chr12	58134907	58150755	4	9089	15615.0344	3179.1088	585	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	585	1
3_MACS_peak_25083_lociStitched	chr9	93670970	93688804	3	9089	77431.6612	3195.8528	586			SYK	586	1
3_MACS_peak_8282_lociStitched	chr15	74906302	74921300	3	9084	24086.788	2611.1518	587	CLK3		CLK3	587	1
3_MACS_peak_11807_lociStitched	chr19	16180350	16197976	3	9078	37869.461	2897.7144	588	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	588	1
3_MACS_peak_12360_lociStitched	chr19	54872898	54891105	3	9073	13234.6683	2261.3094	589	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	589	1
2_MACS_peak_21651_lociStitched	chr6	113946573	113957051	2	9044	64539.241	2346.0242	590			MARCKS	590	1
4_MACS_peak_3145_lociStitched	chr10	75909645	75927789	4	9040	15119.3952	2670.7968	591	ADK,AP3M1	ADK	ADK	591	1
3_MACS_peak_2267_lociStitched	chr1	223899508	223915415	3	9037	16592.5917	3571.1215	592	CAPN2	CAPN8	CAPN2	592	1
3_MACS_peak_694_lociStitched	chr1	46789957	46807243	3	9035	50428.4478	2890.2192	593	NSUN4	UQCRH,LRRC41	NSUN4	593	1
2_MACS_peak_20947_lociStitched	chr6	30649082	30659476	2	9033	36460.0732	2249.2616	594	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	594	1
2_MACS_peak_5102_lociStitched	chr12	9587570	9602068	2	9027	23051.82	2658.9332	595	DDX12		DDX12	595	1
3_MACS_peak_9670_lociStitched	chr17	4268034	4281067	3	9019	17301.3075	2126.9856	596	UBE2G1		UBE2G1	596	1
3_MACS_peak_15023_lociStitched	chr20	45172829	45191663	3	8995	36050.1594	3030.3906	597	C20orf123,SLC13A3	ZNF334	C20orf123	597	1
3_MACS_peak_11766_lociStitched	chr19	13944032	13959226	3	8973	49884.9408	2722.7648	598	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	598	1
4_MACS_peak_16162_lociStitched	chr22	50962382	50979124	4	8973	25174.9454	2536.413	599	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	599	1
3_MACS_peak_17737_lociStitched	chr3	185646138	185661791	3	8964	23258.7927	4267.0078	600	TRA2B	LOC344887	TRA2B	600	1
4_MACS_peak_7236_lociStitched	chr14	63936863	63951782	4	8955	7492.3218	1274.0826	601	PPP2R5E		PPP2R5E	601	1
4_MACS_peak_8091_lociStitched	chr15	59266791	59281204	4	8953	38685.9333	2904.2195	602	RNF111	SLTM	RNF111	602	1
4_MACS_peak_12270_lociStitched	chr19	48880392	48902041	4	8948	19555.5417	2890.1415	603	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	603	1
3_MACS_peak_14589_lociStitched	chr20	5092515	5109113	3	8943	20637.9532	3434.1262	604	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	604	1
1_MACS_peak_4005_lociStitched	chr11	35159813	35168746	1	8934	41726.9363	2128.7339	605	CD44		CD44	605	1
2_MACS_peak_9948_lociStitched	chr17	27219297	27230898	2	8931	24046.5528	2400.2469	606	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	606	1
3_MACS_peak_206_lociStitched	chr1	17221331	17241608	3	8917	82409.7834	6265.593	607		CROCC	CROCC	607	1
1_MACS_peak_1161_lociStitched	chr1	111172761	111181675	1	8915	75470.381	1222.1094	608		KCNA2,KCNA3	KCNA2	608	1
4_MACS_peak_4496_lociStitched	chr11	77148646	77169437	4	8914	16726.3595	3571.8938	609	PAK1		PAK1	609	1
4_MACS_peak_13155_lociStitched	chr2	74681601	74700862	4	8913	26092.8767	3570.9894	610	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	610	1
2_MACS_peak_24685_lociStitched	chr9	9605147	9615452	2	8911	47046.447	2111.4945	611	PTPRD		PTPRD	611	1
2_MACS_peak_21243_lociStitched	chr6	52527651	52536726	2	8907	44529.21	2507.4225	612	LOC730101,TMEM14A		LOC730101	612	1
2_MACS_peak_17607_lociStitched	chr3	177068584	177079984	2	8902	86347.02	3630.9	613			TBL1XR1	613	1
3_MACS_peak_20999_lociStitched	chr6	32805139	32823370	3	8901	32702.7678	3285.2262	614	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	614	1
2_MACS_peak_5936_lociStitched	chr12	94541020	94553141	2	8895	29199.489	2295.7174	615	PLXNC1		PLXNC1	615	1
2_MACS_peak_11680_lociStitched	chr19	11038380	11053460	2	8894	31753.956	2528.916	616	C19orf52,YIPF2	SMARCA4	C19orf52	616	1
2_MACS_peak_17842_lociStitched	chr3	196357755	196371146	2	8851	43171.2449	3669.134	617	LRRC33		LRRC33	617	1
2_MACS_peak_23735_lociStitched	chr8	28195026	28207587	2	8841	45969.4917	2690.5662	618	PNOC,ZNF395		PNOC	618	1
3_MACS_peak_8837_lociStitched	chr16	11875268	11892695	3	8840	24329.8347	2518.2015	619	ZC3H7A	TXNDC11,BCAR4	ZC3H7A	619	1
1_MACS_peak_1961_lociStitched	chr1	197740011	197748849	1	8839	62238.0798	2883.8394	620	DENND1B		DENND1B	620	1
2_MACS_peak_7338_lociStitched	chr14	72980329	72990025	2	8838	35373.9168	1378.7712	621	RGS6		DPF3	621	1
4_MACS_peak_3775_lociStitched	chr11	6623999	6641239	4	8823	17188.28	2948.04	622	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	622	1
3_MACS_peak_15389_lociStitched	chr21	34695964	34712433	3	8817	38357.9479	4244.0613	623	IFNAR1		IFNAR1	623	1
3_MACS_peak_19078_lociStitched	chr4	186225349	186240473	3	8812	19205.9676	2604.3528	624	SNX25		LRP2BP	624	1
3_MACS_peak_10719_lociStitched	chr17	74777042	74788959	3	8808	23265.5591	1862.6271	625		MFSD11,MIR636,SRSF2	MFSD11	625	1
1_MACS_peak_11686_lociStitched	chr19	11199338	11208140	1	8803	32274.2934	2048.2254	626	LDLR		LDLR	626	1
4_MACS_peak_6540_lociStitched	chr13	42061782	42077961	4	8793	20233.4574	1724.6814	627		C13orf15	C13orf15	627	1
2_MACS_peak_10251_lociStitched	chr17	42287205	42299958	2	8773	18602.8011	1823.679	628	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	628	1
2_MACS_peak_20894_lociStitched	chr6	27857289	27871571	2	8765	30647.7438	2976.3688	629	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	629	1
3_MACS_peak_18541_lociStitched	chr4	100765923	100783718	3	8765	20654.6565	2726.194	630	DAPP1	MAPKSP1	DAPP1	630	1
2_MACS_peak_24422_lociStitched	chr8	129278099	129287553	2	8756	29643.9624	2016.5382	631			MIR1208	631	1
2_MACS_peak_17386_lociStitched	chr3	151910914	151920132	2	8753	44038.995	1963.434	632			MBNL1	632	1
2_MACS_peak_2296_lociStitched	chr1	226062619	226071704	2	8752	53515.1925	2596.493	633	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	633	1
4_MACS_peak_21829_lociStitched	chr6	135323051	135343870	4	8741	15229.0985	3183.2251	634	HBS1L	MIR3662,HBS1L	MIR3662	634	1
3_MACS_peak_8605_lociStitched	chr15	101457991	101472366	3	8738	21631.5	2721.1875	635	LRRK1	ALDH1A3	LRRK1	635	1
5_MACS_peak_13488_lociStitched	chr2	112416423	112436700	5	8736	8455.509	2757.672	636			LOC541471	636	1
2_MACS_peak_8756_lociStitched	chr16	4554204	4568807	2	8734	34920.1539	2355.4639	637	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	637	1
2_MACS_peak_7124_lociStitched	chr14	50465180	50476819	2	8725	71788.1881	1250.0286	638	C14orf182		C14orf182	638	1
3_MACS_peak_24772_lociStitched	chr9	33152524	33168389	3	8724	17434.0485	2974.6875	639	B4GALT1		B4GALT1	639	1
2_MACS_peak_15265_lociStitched	chr21	16047018	16061066	2	8709	51734.5696	2832.0768	640			SAMSN1	640	1
1_MACS_peak_4830_lociStitched	chr11	119591924	119600625	1	8702	12836.5853	1496.572	641	PVRL1		PVRL1	641	1
3_MACS_peak_15970_lociStitched	chr22	39408961	39422005	3	8702	40583.7972	2270.9604	642	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	642	1
3_MACS_peak_4377_lociStitched	chr11	67644780	67655769	3	8699	66620.8125	2537.3601	643			LOC645332	643	1
4_MACS_peak_26186_lociStitched	chrX	75362598	75372231	4	8698	30858.3522	1342.8402	644		CXorf26	CXorf26	644	1
3_MACS_peak_3077_lociStitched	chr10	72249393	72260580	3	8689	32016.0753	2692.7109	645	KIAA1274	NODAL	KIAA1274	645	1
3_MACS_peak_9638_lociStitched	chr17	2294365	2306185	3	8680	18026.682	1878.198	646	MNT	LOC284009	MNT	646	1
2_MACS_peak_381_lociStitched	chr1	28352199	28364272	2	8652	37105.1582	2339.7474	647	EYA3		EYA3	647	1
1_MACS_peak_10134_lociStitched	chr17	38016356	38025002	1	8647	47799.411	1957.4544	648	ZPBP2,IKZF3	GSDMB	IKZF3	648	1
3_MACS_peak_17258_lociStitched	chr3	133159962	133169247	3	8638	30980.331	1961.9205	649	BFSP2		BFSP2	649	1
2_MACS_peak_6260_lociStitched	chr12	122232194	122244370	2	8638	46781.4096	1078.7936	650	SETD1B,LOC338799	RHOF	LOC338799	650	1
3_MACS_peak_12302_lociStitched	chr19	49989976	50004990	3	8638	20211.8468	3038.8336	651	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	651	1
4_MACS_peak_2877_lociStitched	chr10	43931265	43952056	4	8633	30662.5668	2902.4236	652	ZNF487P	HNRNPF	ZNF487P	652	1
1_MACS_peak_11241_lociStitched	chr18	52982979	52991605	1	8627	27924.0872	1606.1612	653	TCF4		TCF4	653	1
4_MACS_peak_23000_lociStitched	chr7	101921657	101935990	4	8626	19891.3374	2422.277	654	CUX1,SH2B2	MIR4285	SH2B2	654	1
5_MACS_peak_1529_lociStitched	chr1	155210091	155233141	5	8624	14973.28	5416.75	655	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	655	1
2_MACS_peak_2903_lociStitched	chr10	45949786	45961207	2	8612	49538.5875	2394.9837	656	MARCH8		MARCH8	656	1
3_MACS_peak_19698_lociStitched	chr5	86365274	86378755	3	8603	29926.4719	2431.9724	657		MIR4280	MIR4280	657	1
2_MACS_peak_22245_lociStitched	chr7	7998963	8013125	2	8603	31897.0726	2618.5538	658	GLCCI1		GLCCI1	658	1
2_MACS_peak_21865_lociStitched	chr6	137973864	137983625	2	8601	22651.3766	2376.8035	659			OLIG3	659	1
1_MACS_peak_24745_lociStitched	chr9	22237029	22245627	1	8599	39666.0132	1086.7872	660			DMRTA1	660	1
2_MACS_peak_12167_lociStitched	chr19	44256982	44271668	2	8597	38353.9576	2634.6684	661	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	661	1
2_MACS_peak_19373_lociStitched	chr5	43007058	43021305	2	8595	43196.904	2942.0055	662	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	662	1
4_MACS_peak_11824_lociStitched	chr19	16545058	16561423	4	8588	22519.8765	2569.305	663	EPS15L1	C19orf44,CALR3	EPS15L1	663	1
3_MACS_peak_5012_lociStitched	chr12	4251224	4263700	3	8585	19501.2356	1976.1984	664			CCND2	664	1
3_MACS_peak_16476_lociStitched	chr3	39248011	39263919	3	8582	42841.8348	3113.1956	665		XIRP1	XIRP1	665	1
3_MACS_peak_10142_lociStitched	chr17	38251356	38261033	3	8578	16494.4465	2094.1028	666	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	666	1
2_MACS_peak_14401_lociStitched	chr2	232570516	232579474	2	8566	24062.9796	1149.3114	667	PTMA,MIR1244-1		PTMA	667	1
1_MACS_peak_2998_lociStitched	chr10	63656548	63665109	1	8562	33151.6164	2083.7474	668	ARID5B		ARID5B	668	1
3_MACS_peak_23038_lociStitched	chr7	104576235	104586811	3	8536	70133.6864	2115.2	669		LOC723809	LOC723809	669	1
5_MACS_peak_12071_lociStitched	chr19	39921232	39939754	5	8532	14593.4838	2828.3094	670	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	670	1
3_MACS_peak_12193_lociStitched	chr19	45541625	45553861	3	8529	26569.2504	2099.6976	671	CLASRP	RELB,GEMIN7,ZNF296	CLASRP	671	1
2_MACS_peak_20994_lociStitched	chr6	32156462	32165932	2	8526	24140.924	1948.926	672	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	672	1
3_MACS_peak_4809_lociStitched	chr11	118887846	118901999	3	8521	25622.5912	2792.3869	673	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	673	1
1_MACS_peak_13048_lociStitched	chr2	66659605	66668124	1	8520	44331.1722	1346.8539	674	MEIS1		MEIS1	674	1
3_MACS_peak_14271_lociStitched	chr2	219148438	219160323	3	8514	20910.469	2341.345	675	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	675	1
2_MACS_peak_22323_lociStitched	chr7	20476531	20489787	2	8509	22327.0808	2058.6568	676			ITGB8	676	1
3_MACS_peak_17659_lociStitched	chr3	182098818	182113292	3	8507	25749.246	2920.8532	677			ATP11B	677	1
1_MACS_peak_4116_lociStitched	chr11	58339970	58348471	1	8502	78374.1194	2165.2047	678	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	678	1
2_MACS_peak_3285_lociStitched	chr10	91804879	91813415	2	8498	81529.8968	1863.4088	679			KIF20B	679	1
3_MACS_peak_20266_lociStitched	chr5	150590434	150604399	3	8479	19964.364	2523.4755	680	CCDC69	GM2A	CCDC69	680	1
3_MACS_peak_8303_lociStitched	chr15	75315430	75325158	3	8466	15368.2944	1675.1616	681	PPCDC	SCAMP5	PPCDC	681	1
3_MACS_peak_17166_lociStitched	chr3	125548772	125560388	3	8461	39170.3136	2390.5728	682		MIR548I1	MIR548I1	682	1
2_MACS_peak_19047_lociStitched	chr4	185263728	185277289	2	8454	62006.3164	2957.6541	683			IRF2	683	1
2_MACS_peak_9217_lociStitched	chr16	56943350	56952830	2	8452	80303.184	2313.12	684	SLC12A3	HERPUD1,CETP	HERPUD1	684	1
1_MACS_peak_21005_lociStitched	chr6	32934680	32943111	1	8432	88285.2165	2302.5061	685	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	685	1
3_MACS_peak_23298_lociStitched	chr7	134670434	134682438	3	8427	33366.3184	3301.1	686	AGBL3		AGBL3	686	1
4_MACS_peak_10827_lociStitched	chr17	79868362	79886413	4	8423	13816.2354	2361.0708	687	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	687	1
3_MACS_peak_499_lociStitched	chr1	36614113	36627383	3	8421	28385.857	2630.114	688	MAP7D1,TRAPPC3	COL8A2	MAP7D1	688	1
2_MACS_peak_15476_lociStitched	chr21	41295811	41309211	2	8415	62001.8	3903.42	689	PCP4		PCP4	689	1
4_MACS_peak_304_lociStitched	chr1	25558049	25575085	4	8413	26010.5648	3172.1032	690	SYF2,C1orf63	RHD	C1orf63	690	1
2_MACS_peak_14480_lociStitched	chr2	239166986	239176506	2	8405	10036.936	929.152	691	PER2	LOC643387,LOC151174,HES6	HES6	691	1
2_MACS_peak_3946_lociStitched	chr11	26126338	26135984	2	8400	63491.9012	2083.536	692			ANO3	692	1
3_MACS_peak_18386_lociStitched	chr4	78063038	78080003	3	8396	16052.283	2644.8435	693	CCNG2		CCNG2	693	1
5_MACS_peak_4284_lociStitched	chr11	65306765	65326608	5	8370	12122.0887	2833.5804	694	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	694	1
4_MACS_peak_4261_lociStitched	chr11	64877607	64890789	4	8325	15200.1642	2418.897	695	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	695	1
2_MACS_peak_14267_lociStitched	chr2	219080963	219095764	2	8325	16528.2767	2553.1725	696	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	696	1
1_MACS_peak_5886_lociStitched	chr12	92533076	92541398	1	8323	30718.1664	2054.7018	697	BTG1		BTG1	697	1
3_MACS_peak_1736_lociStitched	chr1	167675161	167692346	3	8315	15823.948	4313.435	698	RCSD1,MPZL1		MPZL1	698	1
3_MACS_peak_18599_lociStitched	chr4	106545444	106560119	3	8305	14173.115	2666.4475	699	ARHGEF38		INTS12	699	1
1_MACS_peak_24401_lociStitched	chr8	126441322	126449621	1	8300	22033.0151	2010.8477	700	TRIB1		TRIB1	700	1
2_MACS_peak_25165_lociStitched	chr9	98267112	98279516	2	8279	28821.9344	1896.5716	701	PTCH1		PTCH1	701	1
3_MACS_peak_19486_lociStitched	chr5	58852777	58866250	3	8278	54685.5597	2439.9603	702	PDE4D		PDE4D	702	1
2_MACS_peak_10531_lociStitched	chr17	62133087	62141851	2	8276	10304.7112	1532.8236	703	ERN1	ICAM2	ICAM2	703	1
2_MACS_peak_9940_lociStitched	chr17	27045960	27056675	2	8266	28888.7115	2332.6555	704	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	704	1
3_MACS_peak_24781_lociStitched	chr9	33445443	33459111	3	8265	19683.2868	2497.1436	705	AQP3	AQP7,NOL6	AQP3	705	1
2_MACS_peak_1821_lociStitched	chr1	179048370	179059034	2	8264	40943.3616	2872.8816	706	TOR3A		TOR3A	706	1
3_MACS_peak_13257_lociStitched	chr2	87764413	87774729	3	8257	9407.1604	1688.7292	707	NCRNA00152		NCRNA00152	707	1
2_MACS_peak_6531_lociStitched	chr13	41556401	41570218	2	8257	9004.5389	1336.1039	708	ELF1		ELF1	708	1
2_MACS_peak_2309_lociStitched	chr1	226308628	226317147	2	8253	54298.4022	2497.7708	709			ACBD3	709	1
2_MACS_peak_858_lociStitched	chr1	67389559	67400728	2	8250	18197.6517	2205.8775	710	MIER1,WDR78		MIER1	710	1
3_MACS_peak_25342_lociStitched	chr9	117660209	117673447	3	8245	18478.9242	2373.5734	711	TNFSF8		TNFSF8	711	1
1_MACS_peak_13659_lociStitched	chr2	135162619	135170860	1	8242	44314.3293	1826.2056	712	MGAT5	LOC151162	LOC151162	712	1
2_MACS_peak_25417_lociStitched	chr9	127622948	127635967	2	8242	21921.3922	2245.7775	713	ARPC5L,RPL35	WDR38	ARPC5L	713	1
2_MACS_peak_10807_lociStitched	chr17	78873538	78887136	2	8242	76700.8788	2583.62	714	RPTOR		CHMP6	714	1
2_MACS_peak_8881_lociStitched	chr16	15735022	15746133	2	8241	22210.889	1846.6482	715	NDE1,MIR484,KIAA0430		MIR484	715	1
2_MACS_peak_3511_lociStitched	chr10	112112577	112122550	2	8237	155292.5749	2820.3644	716		SMNDC1	SMNDC1	716	1
1_MACS_peak_22892_lociStitched	chr7	92437347	92445582	1	8236	22406.6115	1610.766	717	CDK6		CDK6	717	1
1_MACS_peak_21080_lociStitched	chr6	36643588	36651817	1	8230	11188.9713	1604.655	718	CDKN1A		CDKN1A	718	1
3_MACS_peak_5094_lociStitched	chr12	9435613	9449605	3	8230	12990.1728	1862.3352	719	LOC642846	LOC100499405	LOC642846	719	1
3_MACS_peak_12317_lociStitched	chr19	50369559	50381988	3	8220	42384.1329	2675.9637	720	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	720	1
3_MACS_peak_6557_lociStitched	chr13	43617885	43630787	3	8220	22455.931	1274.7176	721	DNAJC15		DNAJC15	721	1
3_MACS_peak_4900_lociStitched	chr11	126172949	126189691	3	8220	18764.4336	2899.7144	722	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	722	1
2_MACS_peak_1171_lociStitched	chr1	111756326	111765947	2	8216	18894.6819	1021.7502	723		CHI3L2,DENND2D	CHI3L2	723	1
3_MACS_peak_13039_lociStitched	chr2	65609184	65622556	3	8214	19051.0884	2366.844	724	SPRED2	SPRED2	SPRED2	724	1
2_MACS_peak_17434_lociStitched	chr3	156390983	156405651	2	8206	31198.836	3973.5612	725	TIPARP,LOC100287227		TIPARP	725	1
