REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_6260_lociStitched	chr12	122232194	122244370	2	8638	46781.4096	1078.7936	605	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	2.5362999999999998	605	1
2_MACS_peak_8614_lociStitched	chr15	101737750	101751613	2	8126	54681.2172	2384.436	606	CHSY1		CHSY1	CHSY1	0.6617999999999999	606	1
2_MACS_peak_23245_lociStitched	chr7	128572630	128582691	2	7531	62085.4249	3417.7217	607	IRF5	KCP	IRF5	IRF5	2.7898	607	1
2_MACS_peak_24426_lociStitched	chr8	129665147	129673602	2	7805	57007.8375	1888.847	613			MIR1208	MIR1208	NONE	613	1
1_MACS_peak_4005_lociStitched	chr11	35159813	35168746	1	8934	41726.9363	2128.7339	615	CD44		CD44	CD44	0.7789999999999999	615	1
2_MACS_peak_18567_lociStitched	chr4	103532436	103543019	2	9304	34424.3824	2165.2818	616	NFKB1		NFKB1	NFKB1	0.351	616	1
2_MACS_peak_17386_lociStitched	chr3	151910914	151920132	2	8753	44038.995	1963.434	618			MBNL1	MBNL1	0.22880000000000003	618	1
2_MACS_peak_17842_lociStitched	chr3	196357755	196371146	2	8851	43171.2449	3669.134	622	LRRC33		LRRC33	LRRC33	0.7062	622	1
2_MACS_peak_1508_lociStitched	chr1	154755528	154765869	2	7959	55267.4745	3236.733	623	KCNN3		KCNN3	KCNN3	0.6666	623	1
2_MACS_peak_7774_lociStitched	chr15	33296363	33309939	2	8176	51757.1424	2511.56	625	FMN1		FMN1	FMN1	0.1895	625	1
3_MACS_peak_11807_lociStitched	chr19	16180350	16197976	3	9078	37869.461	2897.7144	627	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	2.1858	627	1
2_MACS_peak_20947_lociStitched	chr6	30649082	30659476	2	9033	36460.0732	2249.2616	634	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.6805999999999999	634	1
4_MACS_peak_8091_lociStitched	chr15	59266791	59281204	4	8953	38685.9333	2904.2195	635	RNF111	SLTM	RNF111	SLTM	0.1702	635	1
1_MACS_peak_13048_lociStitched	chr2	66659605	66668124	1	8520	44331.1722	1346.8539	637	MEIS1		MEIS1	MEIS1	0.2554	637	1
2_MACS_peak_23302_lociStitched	chr7	134843434	134857606	2	8014	53221.5288	3401.28	638	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	2.9975	638	1
3_MACS_peak_15023_lociStitched	chr20	45172829	45191663	3	8995	36050.1594	3030.3906	644	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.5629	644	1
2_MACS_peak_19373_lociStitched	chr5	43007058	43021305	2	8595	43196.904	2942.0055	645	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	3.0580000000000003	645	1
3_MACS_peak_15970_lociStitched	chr22	39408961	39422005	3	8702	40583.7972	2270.9604	647	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3F	1.1335	647	1
3_MACS_peak_16476_lociStitched	chr3	39248011	39263919	3	8582	42841.8348	3113.1956	650		XIRP1	XIRP1	XIRP1	0.018399999999999986	650	1
1_MACS_peak_24745_lociStitched	chr9	22237029	22245627	1	8599	39666.0132	1086.7872	656			DMRTA1	DMRTA1	NONE	656	1
2_MACS_peak_7338_lociStitched	chr14	72980329	72990025	2	8838	35373.9168	1378.7712	660	RGS6		DPF3	DPF3	NONE	660	1
3_MACS_peak_15389_lociStitched	chr21	34695964	34712433	3	8817	38357.9479	4244.0613	661	IFNAR1		IFNAR1	IFNAR1	0.8205000000000001	661	1
1_MACS_peak_13659_lociStitched	chr2	135162619	135170860	1	8242	44314.3293	1826.2056	666	MGAT5	LOC151162	LOC151162	NONE	NONE	666	1
1_MACS_peak_10105_lociStitched	chr17	36856214	36863768	1	7555	52647.603	1889.2554	667	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.4989000000000001	667	1
2_MACS_peak_381_lociStitched	chr1	28352199	28364272	2	8652	37105.1582	2339.7474	669	EYA3		EYA3	EYA3	0.3165	669	1
2_MACS_peak_12167_lociStitched	chr19	44256982	44271668	2	8597	38353.9576	2634.6684	670	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.42000000000000004	670	1
2_MACS_peak_8756_lociStitched	chr16	4554204	4568807	2	8734	34920.1539	2355.4639	675	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	HMOX2	0.8201999999999999	675	1
2_MACS_peak_25526_lociStitched	chr9	132646072	132657615	2	7841	48915.7711	2526.7627	676	FNBP1	USP20,C9orf78	USP20	USP20	0.3098	676	1
3_MACS_peak_17166_lociStitched	chr3	125548772	125560388	3	8461	39170.3136	2390.5728	679		MIR548I1	MIR548I1	NONE	NONE	679	1
3_MACS_peak_12317_lociStitched	chr19	50369559	50381988	3	8220	42384.1329	2675.9637	687	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	2.1485	687	1
2_MACS_peak_16986_lociStitched	chr3	104237548	104247017	2	8176	42095.3864	1853.0833	689			MIR548A3	MIR548A3	NONE	689	1
2_MACS_peak_1821_lociStitched	chr1	179048370	179059034	2	8264	40943.3616	2872.8816	693	TOR3A		TOR3A	TOR3A	1.5755	693	1
2_MACS_peak_10743_lociStitched	chr17	75434489	75443089	2	7615	47629.38	1629.7	712	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.5305	712	1
1_MACS_peak_21557_lociStitched	chr6	106439300	106447044	1	7745	45563.3728	1456.6464	713			PRDM1	PRDM1	5.0478000000000005	713	1
2_MACS_peak_1607_lociStitched	chr1	159035898	159048423	2	7443	51615.525	3713.6625	714	AIM2		AIM2	AIM2	1.9221	714	1
1_MACS_peak_5629_lociStitched	chr12	57076323	57083886	1	7564	47804.2104	1858.2291	718	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.3754	718	1
1_MACS_peak_11239_lociStitched	chr18	52930399	52938305	1	7907	42172.9758	1677.6532	723	TCF4		CCDC68	CCDC68	NONE	723	1
1_MACS_peak_5762_lociStitched	chr12	69200023	69207905	1	7883	41835.2914	1586.6466	732	MDM2		MDM2	MDM2	0.8687999999999999	732	1
3_MACS_peak_1653_lociStitched	chr1	161122613	161137594	3	8002	41512.351	4037.3795	736	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	ADAMTS4	2.6375	736	1
2_MACS_peak_5616_lociStitched	chr12	56726468	56734724	2	8143	36533.6256	1907.9616	738	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.3668	738	1
2_MACS_peak_23079_lociStitched	chr7	106504236	106513522	2	7886	41481.4906	2994.735	741	PIK3CG		PIK3CG	PIK3CG	0.7472000000000001	741	1
1_MACS_peak_5808_lociStitched	chr12	77452942	77460781	1	7840	41028.5421	1900.1736	742	E2F7		E2F7	E2F7	0.7218	742	1
2_MACS_peak_11303_lociStitched	chr18	60798273	60811612	2	8115	36982.3775	2626.4491	744	BCL2		BCL2	BCL2	0.9983	744	1
2_MACS_peak_6031_lociStitched	chr12	104318467	104327254	2	7663	43371.7533	2164.2381	750	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.453	750	1
2_MACS_peak_15736_lociStitched	chr22	24822630	24831817	2	7730	40879.3939	1483.7005	756	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.6018	756	1
3_MACS_peak_5560_lociStitched	chr12	53763692	53776425	3	8046	35856.128	2629.3645	762	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.5098	762	1
3_MACS_peak_8559_lociStitched	chr15	93373377	93389488	3	7638	41990.0993	2415.0389	766		ASB9P1,LOC100507217	ASB9P1	LOC100507217	1.1622999999999999	766	1
2_MACS_peak_24249_lociStitched	chr8	103541763	103549812	2	7991	34778.1192	989.2221	768		ODF1	ODF1	NONE	NONE	768	1
1_MACS_peak_14690_lociStitched	chr20	17944968	17952772	1	7805	37957.8756	2004.0672	777	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.9836999999999999	777	1
1_MACS_peak_17268_lociStitched	chr3	133290363	133298306	1	7944	35331.2583	2042.1453	781	CDV3		CDV3	CDV3	1.2565	781	1
1_MACS_peak_3883_lociStitched	chr11	16979389	16987058	1	7670	39242.273	1749.2989	785	PLEKHA7		PLEKHA7	PLEKHA7	0.2304	785	1
1_MACS_peak_14078_lociStitched	chr2	198168633	198176509	1	7877	35117.5088	1522.4308	789	ANKRD44		ANKRD44	ANKRD44	0.48140000000000005	789	1
2_MACS_peak_9096_lociStitched	chr16	30661207	30673119	2	7702	38610.3656	2384.7824	793	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	2.3169999999999997	793	1
2_MACS_peak_6011_lociStitched	chr12	102129307	102140390	2	7701	38375.9958	2223.2498	794	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	1.3291	794	1
2_MACS_peak_1798_lociStitched	chr1	174957502	174971021	2	7590	40838.1952	3524.4033	798	CACYBP	MRPS14	CACYBP	CACYBP	1.4037	798	1
2_MACS_peak_12058_lociStitched	chr19	39339064	39349136	2	7878	33612.2784	1760.5856	801	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.1909	801	1
2_MACS_peak_10856_lociStitched	chr17	80405813	80418106	2	7375	41555.2572	2406.9694	809	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	1.2958999999999998	809	1
2_MACS_peak_15513_lociStitched	chr21	44725763	44734679	2	7635	35645.2764	2276.2548	823			SIK1	SIK1	NONE	823	1
2_MACS_peak_15878_lociStitched	chr22	36552351	36560317	2	7428	38141.208	1926.9754	829	APOL3	APOL4	APOL3	APOL3	1.1573	829	1
2_MACS_peak_4203_lociStitched	chr11	62597911	62610652	2	7409	37969.4541	2536.7331	844	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	2.0458000000000003	844	1
1_MACS_peak_7907_lociStitched	chr15	42894610	42902034	1	7425	36167.5008	1624.3712	858	STARD9		STARD9	STARD9	0.2291	858	1
1_MACS_peak_1925_lociStitched	chr1	192543641	192551197	1	7557	34960.8564	2752.6508	859	RGS1		RGS1	RGS1	2.2384999999999997	859	1
3_MACS_peak_20423_lociStitched	chr5	172191290	172205529	3	7541	34802.9638	2886.2453	865	DUSP1		DUSP1	DUSP1	2.2731000000000003	865	1
2_MACS_peak_23509_lociStitched	chr8	1990982	2000628	2	7482	33971.2828	1750.749	871	MYOM2		MYOM2	MYOM2	1.3360999999999998	871	1
3_MACS_peak_6823_lociStitched	chr13	103236809	103251285	3	7482	33879.6304	2408.8064	883	TPP2		TPP2	TPP2	0.2901	883	1
2_MACS_peak_13399_lociStitched	chr2	106406068	106416471	2	7400	33113.7893	1889.1848	896	NCK2		NCK2	NCK2	0.20340000000000003	896	1
