REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_28152_lociStitched	chr5	178913346	178913694	1	349	201.59640000000002	13.746
1_MACS_peak_31053_lociStitched	chr8	7536848	7537196	1	349	152.11079999999998	29.580000000000002
1_MACS_peak_31177_lociStitched	chr8	21627785	21628133	1	349	205.2852	7.6212
1_MACS_peak_31915_lociStitched	chr8	144119968	144120316	1	349	256.2672	24.7776
1_MACS_peak_32080_lociStitched	chr8	144850648	144850996	1	349	230.202	20.845200000000002
1_MACS_peak_6090_lociStitched	chr10	134930551	134930898	1	348	275.8997	15.4415
1_MACS_peak_7347_lociStitched	chr11	68637857	68638204	1	348	268.4045	25.435100000000002
1_MACS_peak_9807_lociStitched	chr14	104977397	104977744	1	348	245.71069999999997	20.8894
1_MACS_peak_13182_lociStitched	chr17	8976790	8977137	1	348	224.0926	10.3753
1_MACS_peak_14657_lociStitched	chr17	72290596	72290943	1	348	215.24409999999997	16.309
1_MACS_peak_18158_lociStitched	chr19	30347449	30347796	1	348	254.9062	10.4794
1_MACS_peak_21912_lociStitched	chr20	55756061	55756408	1	348	285.5463	38.9681
1_MACS_peak_22036_lociStitched	chr20	56552602	56552949	1	348	196.26319999999998	8.1545
1_MACS_peak_23965_lociStitched	chr22	27518042	27518389	1	348	348.80440000000004	17.8705
1_MACS_peak_26745_lociStitched	chr4	6902945	6903292	1	348	289.9879	17.5929
1_MACS_peak_29505_lociStitched	chr7	97556660	97557007	1	348	198.2758	15.9967
1_MACS_peak_29516_lociStitched	chr7	98468764	98469111	1	348	282.14570000000003	13.533
1_MACS_peak_2949_lociStitched	chr1	20847308	20847654	1	347	167.01420000000002	17.473000000000003
1_MACS_peak_4182_lociStitched	chr1	37602091	37602437	1	347	271.956	15.396999999999998
1_MACS_peak_9256_lociStitched	chr12	132922219	132922565	1	347	220.1944	4.152
1_MACS_peak_9667_lociStitched	chr14	102089035	102089381	1	347	262.5448	11.7294
1_MACS_peak_10675_lociStitched	chr15	101853152	101853498	1	347	182.7918	25.6386
1_MACS_peak_13210_lociStitched	chr17	9802913	9803259	1	347	265.1398	20.2064
1_MACS_peak_13868_lociStitched	chr17	41914978	41915324	1	347	258.808	30.3442
1_MACS_peak_14564_lociStitched	chr17	71822355	71822701	1	347	273.859	25.9846
1_MACS_peak_14621_lociStitched	chr17	72212970	72213316	1	347	364.7878	32.697
1_MACS_peak_17585_lociStitched	chr19	15144734	15145080	1	347	253.2374	52.5228
1_MACS_peak_18422_lociStitched	chr19	36075760	36076106	1	347	305.7602	23.874000000000002
1_MACS_peak_21440_lociStitched	chr20	30686039	30686385	1	347	228.0832	11.106599999999998
1_MACS_peak_22189_lociStitched	chr20	57354768	57355114	1	347	226.14559999999997	21.4866
1_MACS_peak_24307_lociStitched	chr22	37402337	37402683	1	347	278.3916	34.8076
1_MACS_peak_25022_lociStitched	chr22	45225113	45225459	1	347	245.2448	21.1752
1_MACS_peak_25335_lociStitched	chr22	46905640	46905986	1	347	224.6924	30.5518
1_MACS_peak_27036_lociStitched	chr4	7765736	7766082	1	347	202.37539999999998	21.625
1_MACS_peak_29089_lociStitched	chr7	1805269	1805615	1	347	286.0382	46.537000000000006
1_MACS_peak_29513_lociStitched	chr7	98451393	98451739	1	347	251.0922	17.9574
1_MACS_peak_30838_lociStitched	chr8	1616517	1616863	1	347	183.6222	14.289800000000001
1_MACS_peak_32202_lociStitched	chr9	114280	114626	1	347	278.87600000000003	22.870600000000003
1_MACS_peak_33306_lociStitched	chr9	136622843	136623189	1	347	312.3688	21.105999999999998
1_MACS_peak_1473_lociStitched	chr1	8333674	8334019	1	346	259.4745	6.7275
1_MACS_peak_5154_lociStitched	chr10	47289635	47289980	1	346	213.279	17.664
1_MACS_peak_7728_lociStitched	chr11	70425571	70425916	1	346	170.8785	25.7715
1_MACS_peak_7823_lociStitched	chr11	70707991	70708336	1	346	234.9795	14.283
1_MACS_peak_8981_lociStitched	chr12	52974726	52975071	1	346	228.4935	7.0035
1_MACS_peak_11803_lociStitched	chr16	85275800	85276145	1	346	198.02999999999997	13.2825
1_MACS_peak_17401_lociStitched	chr19	13700649	13700994	1	346	215.9355	25.357499999999998
1_MACS_peak_20838_lociStitched	chr2	131674491	131674836	1	346	185.81699999999998	15.801
1_MACS_peak_20887_lociStitched	chr2	175594479	175594824	1	346	219.7995	32.154
1_MACS_peak_21074_lociStitched	chr2	239792319	239792664	1	346	170.67149999999998	15.766499999999999
1_MACS_peak_22074_lociStitched	chr20	56719351	56719696	1	346	260.0265	9.6945
1_MACS_peak_24454_lociStitched	chr22	39758285	39758630	1	346	222.87	65.1705
1_MACS_peak_24980_lociStitched	chr22	45142499	45142844	1	346	194.57999999999998	6.555
1_MACS_peak_25318_lociStitched	chr22	46842012	46842357	1	346	262.062	6.9
1_MACS_peak_25385_lociStitched	chr22	48825438	48825783	1	346	235.60049999999998	29.497500000000002
1_MACS_peak_25473_lociStitched	chr22	49748824	49749169	1	346	192.993	13.5585
1_MACS_peak_26642_lociStitched	chr4	6241287	6241632	1	346	234.70350000000002	16.836000000000002
1_MACS_peak_28606_lociStitched	chr6	36746758	36747103	1	346	242.7075	29.186999999999998
1_MACS_peak_28814_lociStitched	chr6	167616423	167616768	1	346	202.0665	6.6585
1_MACS_peak_28820_lociStitched	chr6	167815382	167815727	1	346	148.6605	4.899
1_MACS_peak_30212_lociStitched	chr7	155238390	155238735	1	346	279.036	36.777
1_MACS_peak_1918_lociStitched	chr1	15579026	15579370	1	345	223.11839999999998	16.684
1_MACS_peak_3652_lociStitched	chr1	30351593	30351937	1	345	223.46239999999997	4.9536
1_MACS_peak_4211_lociStitched	chr1	37825103	37825447	1	345	253.184	29.446399999999997
1_MACS_peak_5291_lociStitched	chr10	71686552	71686896	1	345	270.5904	7.1552
1_MACS_peak_6811_lociStitched	chr11	57116333	57116677	1	345	242.7608	49.19199999999999
1_MACS_peak_7998_lociStitched	chr11	72363878	72364222	1	345	237.0848	6.3984
1_MACS_peak_9147_lociStitched	chr12	57561413	57561757	1	345	218.5776	37.668
1_MACS_peak_9192_lociStitched	chr12	110053767	110054111	1	345	239.7336	10.939200000000001
1_MACS_peak_10253_lociStitched	chr15	74093511	74093855	1	345	237.016	17.1312
1_MACS_peak_13290_lociStitched	chr17	18404064	18404408	1	345	292.6752	32.0608
1_MACS_peak_17398_lociStitched	chr19	13613150	13613494	1	345	323.46320000000003	28.0016
1_MACS_peak_18098_lociStitched	chr19	19658141	19658485	1	345	217.02960000000002	20.743199999999998
1_MACS_peak_20163_lociStitched	chr19	55339558	55339902	1	345	195.8736	18.2664
1_MACS_peak_20783_lociStitched	chr2	121156770	121157114	1	345	224.976	22.2224
1_MACS_peak_21417_lociStitched	chr20	30601058	30601402	1	345	253.32160000000002	0.0
1_MACS_peak_24918_lociStitched	chr22	45014165	45014509	1	345	273.7208	15.479999999999999
1_MACS_peak_25258_lociStitched	chr22	46288350	46288694	1	345	243.1736	33.9872
1_MACS_peak_25778_lociStitched	chr3	13710251	13710595	1	345	247.2328	8.7032
1_MACS_peak_27178_lociStitched	chr4	8178211	8178555	1	345	231.5808	32.576800000000006
1_MACS_peak_1272_lociStitched	chr1	7450248	7450591	1	344	282.7006	23.495500000000003
1_MACS_peak_1503_lociStitched	chr1	8977086	8977429	1	344	237.9734	16.464
1_MACS_peak_2568_lociStitched	chr1	18749631	18749974	1	344	315.56	23.667
1_MACS_peak_2585_lociStitched	chr1	18858389	18858732	1	344	238.86520000000002	34.8145
1_MACS_peak_2751_lociStitched	chr1	19172533	19172876	1	344	175.44449999999998	2.6411000000000002
1_MACS_peak_3972_lociStitched	chr1	32741275	32741618	1	344	235.0922	9.7069
1_MACS_peak_5413_lociStitched	chr10	73373233	73373576	1	344	215.0267	27.337099999999996
1_MACS_peak_6354_lociStitched	chr11	1442298	1442641	1	344	181.1726	34.5058
1_MACS_peak_9589_lociStitched	chr14	101104929	101105272	1	344	161.9989	11.9021
1_MACS_peak_10410_lociStitched	chr15	76029414	76029757	1	344	182.476	33.168099999999995
1_MACS_peak_10671_lociStitched	chr15	96904731	96905074	1	344	281.3972	17.5959
1_MACS_peak_12775_lociStitched	chr17	2708018	2708361	1	344	208.74980000000002	31.350199999999997
1_MACS_peak_20794_lociStitched	chr2	121715033	121715376	1	344	192.5602	26.1023
1_MACS_peak_20799_lociStitched	chr2	121960611	121960954	1	344	262.4636	11.353299999999999
1_MACS_peak_22273_lociStitched	chr20	57963297	57963640	1	344	229.98149999999998	0.0
1_MACS_peak_29333_lociStitched	chr7	44327518	44327861	1	344	194.96120000000002	30.526999999999997
1_MACS_peak_30040_lociStitched	chr7	151463190	151463533	1	344	240.54590000000002	24.558799999999998
1_MACS_peak_30829_lociStitched	chr8	1501165	1501508	1	344	213.3117	10.7016
1_MACS_peak_32405_lociStitched	chr9	128821466	128821809	1	344	253.54559999999998	32.653600000000004
1_MACS_peak_32560_lociStitched	chr9	132180989	132181332	1	344	244.0445	29.0864
1_MACS_peak_34192_lociStitched	chr9	140876968	140877311	1	344	206.4174	20.8887
1_MACS_peak_3698_lociStitched	chr1	30570526	30570868	1	343	262.3824	28.6596
1_MACS_peak_6543_lociStitched	chr11	2273617	2273959	1	343	211.11659999999998	30.4722
1_MACS_peak_8689_lociStitched	chr12	6055066	6055408	1	343	301.2336	28.249200000000002
1_MACS_peak_9006_lociStitched	chr12	53168490	53168832	1	343	214.63920000000002	8.9946
1_MACS_peak_9712_lociStitched	chr14	104563720	104564062	1	343	238.54500000000002	0.0
1_MACS_peak_11482_lociStitched	chr16	49910533	49910875	1	343	233.24400000000003	18.7758
1_MACS_peak_12204_lociStitched	chr16	87930887	87931229	1	343	207.423	0.0
1_MACS_peak_17510_lociStitched	chr19	14435920	14436262	1	343	214.87859999999998	33.3108
1_MACS_peak_18665_lociStitched	chr19	39505907	39506249	1	343	207.936	7.934399999999999
1_MACS_peak_18669_lociStitched	chr19	39511746	39512088	1	343	173.0178	21.204
1_MACS_peak_18795_lociStitched	chr19	41152564	41152906	1	343	316.7946	24.6924
1_MACS_peak_20123_lociStitched	chr19	55045383	55045725	1	343	177.2586	20.998800000000003
1_MACS_peak_24604_lociStitched	chr22	43181836	43182178	1	343	174.8304	16.416
1_MACS_peak_25574_lociStitched	chr22	50567578	50567920	1	343	266.2128	38.1672
1_MACS_peak_26137_lociStitched	chr3	126378490	126378832	1	343	197.4708	30.3354
1_MACS_peak_864_lociStitched	chr1	5172673	5173014	1	342	237.677	27.7233
1_MACS_peak_876_lociStitched	chr1	5372914	5373255	1	342	237.2678	35.5322
1_MACS_peak_1239_lociStitched	chr1	7356837	7357178	1	342	233.585	38.6012
1_MACS_peak_1333_lociStitched	chr1	7583402	7583743	1	342	305.536	15.6178
1_MACS_peak_2843_lociStitched	chr1	20582276	20582617	1	342	313.6859	61.2436
1_MACS_peak_7906_lociStitched	chr11	70991643	70991984	1	342	237.3701	17.8684
1_MACS_peak_8575_lociStitched	chr12	3216907	3217248	1	342	237.7793	5.4219
1_MACS_peak_10509_lociStitched	chr15	78123610	78123951	1	342	283.3369	7.365600000000001
1_MACS_peak_11630_lociStitched	chr16	84239062	84239403	1	342	168.7609	16.4703
1_MACS_peak_13534_lociStitched	chr17	34100240	34100581	1	342	222.0592	22.0286
1_MACS_peak_14345_lociStitched	chr17	58212848	58213189	1	342	244.3947	16.6749
1_MACS_peak_18423_lociStitched	chr19	36077814	36078155	1	342	253.9086	33.2475
1_MACS_peak_20890_lociStitched	chr2	177015103	177015444	1	342	229.52710000000002	5.2855
1_MACS_peak_22411_lociStitched	chr20	60198943	60199284	1	342	219.9791	0.0
1_MACS_peak_23679_lociStitched	chr22	20962003	20962344	1	342	294.965	13.8446
1_MACS_peak_23934_lociStitched	chr22	26150077	26150418	1	342	242.6897	15.754199999999999
1_MACS_peak_25464_lociStitched	chr22	49698108	49698449	1	342	244.9744	1.0571
1_MACS_peak_26205_lociStitched	chr3	139654616	139654957	1	342	231.36849999999998	43.034200000000006
1_MACS_peak_29365_lociStitched	chr7	72832581	72832922	1	342	239.34789999999998	21.994500000000002
1_MACS_peak_30524_lociStitched	chr7	157478590	157478931	1	342	273.4479	3.6487
1_MACS_peak_30646_lociStitched	chr7	158053291	158053632	1	342	246.5771	28.7463
1_MACS_peak_773_lociStitched	chr1	4476614	4476954	1	341	278.154	25.364
1_MACS_peak_903_lociStitched	chr1	5519673	5520013	1	341	196.078	0.0
1_MACS_peak_1575_lociStitched	chr1	9448640	9448980	1	341	252.72199999999998	25.398
1_MACS_peak_6635_lociStitched	chr11	7807004	7807344	1	341	220.796	15.537999999999998
1_MACS_peak_7879_lociStitched	chr11	70920643	70920983	1	341	266.322	28.39
1_MACS_peak_9134_lociStitched	chr12	56077362	56077702	1	341	157.76000000000002	8.5
1_MACS_peak_9217_lociStitched	chr12	115647368	115647708	1	341	185.742	3.4
1_MACS_peak_11650_lociStitched	chr16	84412297	84412637	1	341	229.466	14.518
1_MACS_peak_11716_lociStitched	chr16	84996169	84996509	1	341	165.10399999999998	4.76
1_MACS_peak_12910_lociStitched	chr17	6447543	6447883	1	341	141.168	16.66
1_MACS_peak_13372_lociStitched	chr17	20426567	20426907	1	341	127.024	15.572000000000001
1_MACS_peak_14563_lociStitched	chr17	71820910	71821250	1	341	179.62199999999999	18.054000000000002
1_MACS_peak_14970_lociStitched	chr17	75548193	75548533	1	341	196.146	34.578
1_MACS_peak_17569_lociStitched	chr19	14895831	14896171	1	341	216.104	23.8
1_MACS_peak_17686_lociStitched	chr19	15937400	15937740	1	341	241.604	11.628
1_MACS_peak_17766_lociStitched	chr19	17112947	17113287	1	341	208.148	7.922000000000001
1_MACS_peak_18262_lociStitched	chr19	34056175	34056515	1	341	221.782	10.506
1_MACS_peak_18292_lociStitched	chr19	35411550	35411890	1	341	205.496	14.552
1_MACS_peak_18611_lociStitched	chr19	38995928	38996268	1	341	324.258	11.39
1_MACS_peak_20086_lociStitched	chr19	54915596	54915936	1	341	275.23	6.936000000000001
1_MACS_peak_20743_lociStitched	chr2	112896159	112896499	1	341	229.568	27.131999999999998
1_MACS_peak_21488_lociStitched	chr20	31679743	31680083	1	341	193.52800000000002	31.246
1_MACS_peak_23775_lociStitched	chr22	21916963	21917303	1	341	166.29399999999998	20.502
1_MACS_peak_24104_lociStitched	chr22	30912026	30912366	1	341	189.55	22.814000000000004
1_MACS_peak_27630_lociStitched	chr5	986171	986511	1	341	198.18599999999998	29.172
1_MACS_peak_27922_lociStitched	chr5	153861384	153861724	1	341	202.74200000000002	14.314
1_MACS_peak_28103_lociStitched	chr5	177510579	177510919	1	341	240.108	12.341999999999999
1_MACS_peak_28132_lociStitched	chr5	177758428	177758768	1	341	210.494	29.749999999999996
1_MACS_peak_28135_lociStitched	chr5	177781717	177782057	1	341	202.946	18.122
1_MACS_peak_31379_lociStitched	chr8	120221547	120221887	1	341	240.244	47.226
1_MACS_peak_741_lociStitched	chr1	4239823	4240162	1	340	260.6232	22.1706
1_MACS_peak_957_lociStitched	chr1	5684298	5684637	1	340	210.9936	7.5936
1_MACS_peak_1578_lociStitched	chr1	9493471	9493810	1	340	213.4344	15.6618
1_MACS_peak_2572_lociStitched	chr1	18789818	18790157	1	340	203.06099999999998	15.390600000000001
1_MACS_peak_2981_lociStitched	chr1	20951521	20951860	1	340	214.34969999999998	45.2565
1_MACS_peak_5054_lociStitched	chr10	1249628	1249967	1	340	263.0301	29.153999999999996
1_MACS_peak_8989_lociStitched	chr12	53050034	53050373	1	340	279.2004	21.153599999999997
1_MACS_peak_9049_lociStitched	chr12	53345629	53345968	1	340	265.0641	29.2896
1_MACS_peak_9620_lociStitched	chr14	101270873	101271212	1	340	149.09220000000002	0.0
1_MACS_peak_9673_lociStitched	chr14	103390121	103390460	1	340	234.6219	13.899000000000001
1_MACS_peak_11545_lociStitched	chr16	58085983	58086322	1	340	207.97650000000002	15.933
1_MACS_peak_12401_lociStitched	chr16	89155691	89156030	1	340	229.8081	5.7969
1_MACS_peak_12860_lociStitched	chr17	5031160	5031499	1	340	171.63569999999999	21.8655
1_MACS_peak_13434_lociStitched	chr17	21372128	21372467	1	340	237.33389999999997	26.3064
1_MACS_peak_20026_lociStitched	chr19	54602842	54603181	1	340	299.4387	37.968
1_MACS_peak_26482_lociStitched	chr4	3554043	3554382	1	340	239.7069	6.0003
1_MACS_peak_27760_lociStitched	chr5	1853958	1854297	1	340	187.1619	16.577099999999998
1_MACS_peak_28117_lociStitched	chr5	177698330	177698669	1	340	190.7214	25.9335
1_MACS_peak_28829_lociStitched	chr6	168666720	168667059	1	340	264.081	0.0
1_MACS_peak_30233_lociStitched	chr7	155280743	155281082	1	340	216.6549	30.849
1_MACS_peak_30357_lociStitched	chr7	155890126	155890465	1	340	192.4842	24.272399999999998
1_MACS_peak_31457_lociStitched	chr8	142443055	142443394	1	340	252.2499	1.6611
1_MACS_peak_31589_lociStitched	chr8	142817964	142818303	1	340	173.7036	3.9663
1_MACS_peak_33301_lociStitched	chr9	136612175	136612514	1	340	206.1798	13.9329
1_MACS_peak_34197_lociStitched	chr9	140884429	140884768	1	340	258.1146	26.442
1_MACS_peak_3680_lociStitched	chr1	30457468	30457806	1	339	265.7018	23.220599999999997
1_MACS_peak_5046_lociStitched	chr10	1226101	1226439	1	339	312.5824	22.1052
1_MACS_peak_5095_lociStitched	chr10	3116088	3116426	1	339	195.2964	15.176200000000001
1_MACS_peak_5174_lociStitched	chr10	49012724	49013062	1	339	151.01839999999999	8.3824
1_MACS_peak_7181_lociStitched	chr11	66143916	66144254	1	339	219.5986	18.285800000000002
1_MACS_peak_9003_lociStitched	chr12	53139664	53140002	1	339	210.40500000000003	12.0328
1_MACS_peak_11647_lociStitched	chr16	84337730	84338068	1	339	179.1738	5.746
1_MACS_peak_12055_lociStitched	chr16	86115124	86115462	1	339	202.5296	0.0
1_MACS_peak_13961_lociStitched	chr17	43072954	43073292	1	339	271.3802	33.7324
1_MACS_peak_17187_lociStitched	chr19	10410142	10410480	1	339	257.4546	14.1622
1_MACS_peak_18371_lociStitched	chr19	35807292	35807630	1	339	205.4702	5.1376
1_MACS_peak_23988_lociStitched	chr22	27835169	27835507	1	339	192.153	12.4384
1_MACS_peak_25448_lociStitched	chr22	49550692	49551030	1	339	228.9274	5.915000000000001
1_MACS_peak_26400_lociStitched	chr4	1558728	1559066	1	339	241.5686	4.1912
1_MACS_peak_27952_lociStitched	chr5	174178683	174179021	1	339	227.9472	7.9092
1_MACS_peak_30075_lociStitched	chr7	151586325	151586663	1	339	227.6768	13.9932
1_MACS_peak_31151_lociStitched	chr8	11808149	11808487	1	339	264.5864	8.0106
1_MACS_peak_31372_lociStitched	chr8	98772344	98772682	1	339	338.7098	18.1844
1_MACS_peak_31375_lociStitched	chr8	102530231	102530569	1	339	235.5522	31.5354
1_MACS_peak_32440_lociStitched	chr9	129367464	129367802	1	339	215.7116	24.8768
1_MACS_peak_2412_lociStitched	chr1	18296028	18296365	1	338	247.0547	14.592099999999999
1_MACS_peak_3910_lociStitched	chr1	31358356	31358693	1	338	226.2281	28.5439
1_MACS_peak_3989_lociStitched	chr1	34627485	34627822	1	338	180.3287	15.839
1_MACS_peak_4906_lociStitched	chr1	223726310	223726647	1	338	210.11950000000002	8.2565
1_MACS_peak_7421_lociStitched	chr11	69239331	69239668	1	338	215.4104	7.3803
1_MACS_peak_11282_lociStitched	chr16	28945310	28945647	1	338	322.1383	9.671899999999999
1_MACS_peak_11691_lociStitched	chr16	84902980	84903317	1	338	210.9283	0.0
1_MACS_peak_12113_lociStitched	chr16	87528741	87529078	1	338	203.4806	39.2942
1_MACS_peak_12874_lociStitched	chr17	6313936	6314273	1	338	243.7521	15.1987
1_MACS_peak_14426_lociStitched	chr17	64969979	64970316	1	338	194.78599999999997	53.4819
1_MACS_peak_15832_lociStitched	chr19	287238	287575	1	338	255.98520000000002	23.6237
1_MACS_peak_18541_lociStitched	chr19	38377877	38378214	1	338	208.4345	7.3803
1_MACS_peak_18666_lociStitched	chr19	39507709	39508046	1	338	251.2672	0.0
1_MACS_peak_21078_lociStitched	chr2	240970327	240970664	1	338	212.71439999999998	7.7509999999999994
1_MACS_peak_22066_lociStitched	chr20	56679077	56679414	1	338	283.9562	19.4786
1_MACS_peak_24695_lociStitched	chr22	43845833	43846170	1	338	166.8824	28.6787
1_MACS_peak_25797_lociStitched	chr3	13867153	13867490	1	338	215.61260000000001	8.2565
1_MACS_peak_26361_lociStitched	chr4	973895	974232	1	338	196.97650000000002	12.5701
1_MACS_peak_26402_lociStitched	chr4	1602036	1602373	1	338	231.7549	0.0
1_MACS_peak_27451_lociStitched	chr4	30200171	30200508	1	338	1338.227	23.6574
1_MACS_peak_27780_lociStitched	chr5	1927006	1927343	1	338	224.5768	28.9146
1_MACS_peak_27795_lociStitched	chr5	10333616	10333953	1	338	252.98590000000002	14.1203
1_MACS_peak_29143_lociStitched	chr7	3981307	3981644	1	338	234.58570000000003	12.1657
1_MACS_peak_29413_lociStitched	chr7	73306909	73307246	1	338	241.73010000000002	19.3775
1_MACS_peak_30825_lociStitched	chr8	1417072	1417409	1	338	228.4186	21.534299999999998
1_MACS_peak_31982_lociStitched	chr8	144276209	144276546	1	338	243.11180000000002	24.8369
1_MACS_peak_32003_lociStitched	chr8	144335744	144336081	1	338	189.394	17.9284
1_MACS_peak_34193_lociStitched	chr9	140878479	140878816	1	338	228.0479	12.9071
1_MACS_peak_860_lociStitched	chr1	4968564	4968900	1	337	208.6224	18.5472
1_MACS_peak_5731_lociStitched	chr10	119296066	119296402	1	337	273.7392	39.5136
1_MACS_peak_7928_lociStitched	chr11	71076171	71076507	1	337	231.8736	29.735999999999997
1_MACS_peak_8576_lociStitched	chr12	3220066	3220402	1	337	217.5264	17.270400000000002
1_MACS_peak_8999_lociStitched	chr12	53101733	53102069	1	337	300.9216	19.6896
1_MACS_peak_11252_lociStitched	chr16	28035744	28036080	1	337	197.904	9.2064
1_MACS_peak_12025_lociStitched	chr16	85977723	85978059	1	337	247.0944	5.1072
1_MACS_peak_13267_lociStitched	chr17	18302047	18302383	1	337	172.33440000000002	27.585600000000003
1_MACS_peak_13343_lociStitched	chr17	19313010	19313346	1	337	213.49439999999998	16.0272
1_MACS_peak_18146_lociStitched	chr19	30264908	30265244	1	337	257.3088	42.638400000000004
1_MACS_peak_20693_lociStitched	chr2	91969092	91969428	1	337	195.1152	49.8624
1_MACS_peak_20985_lociStitched	chr2	220273288	220273624	1	337	197.97119999999998	15.624
1_MACS_peak_22054_lociStitched	chr20	56629952	56630288	1	337	217.19039999999998	17.0688
1_MACS_peak_22065_lociStitched	chr20	56676440	56676776	1	337	260.904	49.0224
1_MACS_peak_22311_lociStitched	chr20	58058266	58058602	1	337	208.5216	5.9472000000000005
1_MACS_peak_31015_lociStitched	chr8	7190753	7191089	1	337	232.20960000000002	64.2096
1_MACS_peak_31394_lociStitched	chr8	141987340	141987676	1	337	236.0064	31.1136
1_MACS_peak_32512_lociStitched	chr9	131475945	131476281	1	337	265.1712	7.5935999999999995
1_MACS_peak_32530_lociStitched	chr9	132009976	132010312	1	337	242.99519999999998	29.2992
1_MACS_peak_776_lociStitched	chr1	4504592	4504927	1	336	232.959	0.0
1_MACS_peak_783_lociStitched	chr1	4557685	4558020	1	336	199.82750000000001	20.6025
1_MACS_peak_897_lociStitched	chr1	5502285	5502620	1	336	196.91299999999998	19.497
1_MACS_peak_3737_lociStitched	chr1	30696148	30696483	1	336	176.2435	22.478500000000004
1_MACS_peak_4652_lociStitched	chr1	181287244	181287579	1	336	187.19799999999998	41.205
1_MACS_peak_5479_lociStitched	chr10	88718881	88719216	1	336	248.57	21.4735
1_MACS_peak_5857_lociStitched	chr10	133918010	133918345	1	336	178.9905	16.616
1_MACS_peak_9545_lociStitched	chr14	100215354	100215689	1	336	204.55100000000002	9.983
1_MACS_peak_9963_lociStitched	chr14	105629132	105629467	1	336	268.067	14.7735
1_MACS_peak_12251_lociStitched	chr16	88260763	88261098	1	336	327.93149999999997	8.0735
1_MACS_peak_12732_lociStitched	chr17	1958807	1959142	1	336	274.6665	19.095000000000002
1_MACS_peak_12908_lociStitched	chr17	6413548	6413883	1	336	309.2385	17.219
1_MACS_peak_13552_lociStitched	chr17	34818846	34819181	1	336	251.45100000000002	13.735000000000001
1_MACS_peak_20502_lociStitched	chr2	26711271	26711606	1	336	337.546	19.0615
1_MACS_peak_20593_lociStitched	chr2	47076982	47077317	1	336	297.279	14.5725
1_MACS_peak_21499_lociStitched	chr20	31861626	31861961	1	336	248.06750000000002	42.846500000000006
1_MACS_peak_24064_lociStitched	chr22	30666671	30667006	1	336	191.45250000000001	13.9025
1_MACS_peak_24433_lociStitched	chr22	39040320	39040655	1	336	236.27550000000002	31.3225
1_MACS_peak_24934_lociStitched	chr22	45059148	45059483	1	336	209.978	20.569000000000003
1_MACS_peak_26455_lociStitched	chr4	3254780	3255115	1	336	202.742	24.0865
1_MACS_peak_28625_lociStitched	chr6	39268160	39268495	1	336	228.47000000000003	38.257
1_MACS_peak_32065_lociStitched	chr8	144797034	144797369	1	336	202.10549999999998	4.9245
1_MACS_peak_33805_lociStitched	chr9	138318021	138318356	1	336	204.88600000000002	17.0515
1_MACS_peak_464_lociStitched	chr1	2974909	2975243	1	335	210.8876	36.2724
1_MACS_peak_1802_lociStitched	chr1	11579890	11580224	1	335	262.1566	10.1202
1_MACS_peak_3837_lociStitched	chr1	31070095	31070429	1	335	222.3772	19.539
1_MACS_peak_8572_lociStitched	chr12	3205082	3205416	1	335	200.6004	17.1676
1_MACS_peak_8660_lociStitched	chr12	3425860	3426194	1	335	214.02720000000002	16.2658
1_MACS_peak_11721_lociStitched	chr16	85138709	85139043	1	335	205.8108	15.7648
1_MACS_peak_12092_lociStitched	chr16	86664210	86664544	1	335	263.7264	7.4148000000000005
1_MACS_peak_15536_lociStitched	chr17	78977409	78977743	1	335	264.1606	26.619799999999998
1_MACS_peak_17558_lociStitched	chr19	14746127	14746461	1	335	176.55239999999998	9.7862
1_MACS_peak_18391_lociStitched	chr19	35937870	35938204	1	335	177.7882	31.3626
1_MACS_peak_19451_lociStitched	chr19	48092693	48093027	1	335	250.7004	20.6078
1_MACS_peak_20381_lociStitched	chr2	496960	497294	1	335	235.136	26.0854
1_MACS_peak_20755_lociStitched	chr2	114260115	114260449	1	335	198.56300000000002	26.2524
1_MACS_peak_20900_lociStitched	chr2	199247587	199247921	1	335	269.5046	20.875
1_MACS_peak_21758_lociStitched	chr20	48025355	48025689	1	335	266.0978	19.539
1_MACS_peak_22359_lociStitched	chr20	58398317	58398651	1	335	239.9456	6.9472
1_MACS_peak_25658_lociStitched	chr3	10799700	10800034	1	335	176.185	29.224999999999998
1_MACS_peak_26379_lociStitched	chr4	1093421	1093755	1	335	221.7426	23.7474
1_MACS_peak_26635_lociStitched	chr4	5888725	5889059	1	335	197.42739999999998	6.8136
1_MACS_peak_28116_lociStitched	chr5	177695281	177695615	1	335	188.543	25.6846
1_MACS_peak_28370_lociStitched	chr6	30997295	30997629	1	335	201.16819999999998	26.619799999999998
1_MACS_peak_31135_lociStitched	chr8	10547472	10547806	1	335	167.9686	14.796199999999999
1_MACS_peak_32237_lociStitched	chr9	36839898	36840232	1	335	165.59720000000002	11.623199999999999
1_MACS_peak_32872_lociStitched	chr9	134179840	134180174	1	335	287.0062	20.6078
1_MACS_peak_169_lociStitched	chr1	1913672	1914005	1	334	237.9951	16.3503
1_MACS_peak_7587_lociStitched	chr11	69869233	69869566	1	334	207.0927	10.656
