REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_6302_lociStitched	chr11	1212740	1232131	3	19198	31849.7175	1667.626	444		MUC5B	MUC5B	MUC5B	0.9833000000000001	444	1
6_MACS_peak_275_lociStitched	chr1	2414447	2436785	6	20424	29421.3798	1556.9586	445	PLCH2	PANK4,HES5,LOC115110	PLCH2	HES5	1.5648	445	1
7_MACS_peak_25761_lociStitched	chr3	13668598	13690537	7	20937	28610.6499	1801.1919	446	FBLN2	LOC285375	LOC285375	LOC285375	0.35309999999999997	446	1
12_MACS_peak_1977_lociStitched	chr1	16488206	16512957	12	21212	28555.2287	2385.9964	447		EPHA2,ARHGEF19	EPHA2	EPHA2	1.3692	447	1
4_MACS_peak_31207_lociStitched	chr8	22002554	22022171	4	18517	33299.8575	2320.6911	448	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.3524	448	1
11_MACS_peak_16592_lociStitched	chr19	5731010	5755373	11	21745	28190.4273	3279.2598	449	TMEM146	HSD11B1L,RPL36,LONP1,PRR22,DUS3L	TMEM146	TMEM146	0.8917	449	1
2_MACS_peak_4482_lociStitched	chr1	155088578	155104316	2	15708	37481.6208	2736.8382	450	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	EFNA3	1.7393999999999998	450	1
3_MACS_peak_23299_lociStitched	chr21	46163757	46183612	3	19180	32190.9115	2325.0205	451		KRTAP10-12,C21orf29,UBE2G2	C21orf29	KRTAP10-12	1.413	451	1
7_MACS_peak_15455_lociStitched	chr17	78053288	78075171	7	19818	30732.4852	2098.5797	452	CCDC40	GAA,TBC1D16,EIF4A3	GAA	TBC1D16	1.2987	452	1
4_MACS_peak_6221_lociStitched	chr11	376995	397318	4	19611	30498.7261	1512.0312	453	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	SIGIRR	1.2241	453	1
6_MACS_peak_22984_lociStitched	chr21	43130228	43151071	6	19718	31187.3809	2522.003	454	NCRNA00112,C21orf129	NCRNA00111,RIPK4	NCRNA00112	NCRNA00112	1.4559	454	1
9_MACS_peak_476_lociStitched	chr1	3005569	3028009	9	20727	28016.34	1303.764	455	PRDM16	MIR4251,FLJ42875	MIR4251	MIR4251	1.2256	455	1
12_MACS_peak_19728_lociStitched	chr19	49647534	49672296	12	22078	27000.4848	3300.7746	456	PPFIA3,TRPM4,HRC	LIN7B,C19orf73	TRPM4	C19orf73	0.598	456	1
9_MACS_peak_34085_lociStitched	chr9	140022206	140043736	9	20034	30032.197	2045.35	457	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	MIR3621	2.3871	457	1
9_MACS_peak_29284_lociStitched	chr7	27190700	27215532	9	19364	31720.3968	2547.7632	458	HOXA7,HOXA9,MIR196B,HOXA10	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA11,HOXA13	HOXA9	HOXA9	0.9096	458	1
5_MACS_peak_13017_lociStitched	chr17	7185255	7204159	5	17555	34114.1584	2211.768	459	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	YBX2	1.7307000000000001	459	1
8_MACS_peak_33497_lociStitched	chr9	137580169	137601822	8	20508	28441.2155	1528.7018	460	COL5A1		COL5A1	COL5A1	0.9057	460	1
10_MACS_peak_33557_lociStitched	chr9	137817675	137842166	10	20980	27716.4647	1922.5435	461		FCN2,FCN1	FCN1	FCN2	0.9921	461	1
10_MACS_peak_11175_lociStitched	chr16	5049866	5073998	10	21393	27109.8888	2280.474	462	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.4903	462	1
9_MACS_peak_12635_lociStitched	chr17	857595	882343	9	21414	27329.2164	2561.418	463	NXN	TIMM22,MIR3183	NXN	NXN	1.034	463	1
15_MACS_peak_34312_lociStitched	chrX	152790648	152815038	15	21262	26226.567	1214.622	464	ATP2B3	BGN,FAM58A	ATP2B3	BGN	0.83	464	1
4_MACS_peak_4495_lociStitched	chr1	155153877	155173547	4	19363	32695.474	4000.878	465	TRIM46,MIR92B,MUC1,THBS3	SLC50A1,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MUC1	MUC1	1.3672	465	1
1_MACS_peak_13603_lociStitched	chr17	36333460	36350241	1	16782	38451.9834	5823.007	466	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.545	466	1
7_MACS_peak_10909_lociStitched	chr16	1954852	1976311	7	19056	31379.4957	2212.4229	467	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.4686000000000001	467	1
13_MACS_peak_33720_lociStitched	chr9	138131041	138155345	13	21673	25473.0224	1550.5952	468			OLFM1	OLFM1	NONE	468	1
15_MACS_peak_33137_lociStitched	chr9	136035753	136060758	15	21421	27195.438	2705.541	469	GBGT1	RALGDS,OBP2B	GBGT1	OBP2B	1.1662	469	1
14_MACS_peak_12498_lociStitched	chr17	138656	162918	14	20179	29524.4278	2494.1336	470	RPH3AL		RPH3AL	RPH3AL	0.6452	470	1
7_MACS_peak_16973_lociStitched	chr19	8179020	8201441	7	21251	27275.1465	2569.4466	471	FBN3		FBN3	FBN3	0.8569	471	1
4_MACS_peak_1972_lociStitched	chr1	16463793	16483586	4	19635	29564.8041	1902.1073	472	EPHA2		EPHA2	EPHA2	1.3692	472	1
11_MACS_peak_2246_lociStitched	chr1	17881065	17904648	11	21283	26358.7191	2146.053	473	ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	0.9784999999999999	473	1
8_MACS_peak_26091_lociStitched	chr3	52530827	52552856	8	19305	30446.2809	2409.9726	474	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	STAB1	0.8035	474	1
2_MACS_peak_33290_lociStitched	chr9	136565250	136584748	2	19474	29081.267	1360.9604	475	SARDH		SARDH	SARDH	1.2298	475	1
7_MACS_peak_21006_lociStitched	chr2	220419045	220440710	7	19496	29436.2355	1945.517	476	INHA,OBSL1	ACCN4,TMEM198,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	1.3675	476	1
9_MACS_peak_16980_lociStitched	chr19	8202933	8224702	9	19957	29000.6618	2409.8283	477	FBN3	LASS4	FBN3	FBN3	0.8569	477	1
17_MACS_peak_18449_lociStitched	chr19	36283111	36308531	17	21095	26167.348	2282.716	478	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	KIRREL2	1.1307	478	1
1_MACS_peak_30006_lociStitched	chr7	151077540	151094603	1	17064	33364.9902	2271.0853	479	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.7010000000000001	479	1
14_MACS_peak_32311_lociStitched	chr9	115822149	115849503	14	22867	22430.28	3389.1606	480		NCRNA00256A,ZNF883,ZFP37,NCRNA00256B	ZFP37	NCRNA00256A	0.21240000000000003	480	1
9_MACS_peak_15159_lociStitched	chr17	76604281	76626018	9	20955	26136.5688	2104.1416	481		DNAH17	DNAH17	DNAH17	0.8942	481	1
12_MACS_peak_19685_lociStitched	chr19	49253544	49277806	12	20562	27035.1466	2161.7442	482	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	FGF21	0.9328000000000001	482	1
3_MACS_peak_10639_lociStitched	chr15	89896824	89916617	3	19095	29923.0574	2331.6154	483	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.6586	483	1
7_MACS_peak_2984_lociStitched	chr1	20996663	21016840	7	18498	31058.4561	2451.5055	484	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	1.435	484	1
9_MACS_peak_17834_lociStitched	chr19	17634483	17656612	9	19604	28900.474	2350.0998	485	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.8613	485	1
9_MACS_peak_15012_lociStitched	chr17	75847638	75870367	9	19787	29204.4921	3093.4169	486		FLJ45079	FLJ45079	FLJ45079	0.9725999999999999	486	1
11_MACS_peak_33948_lociStitched	chr9	138934377	138955950	11	19631	27414.9684	1039.8186	487	NACC2		NACC2	NACC2	1.1886999999999999	487	1
21_MACS_peak_11805_lociStitched	chr16	85280876	85309664	21	20845	25016.772	1220.6112	488			LOC400548	LOC400548	NONE	488	1
5_MACS_peak_20269_lociStitched	chr19	55995624	56014520	5	17633	31253.984	1575.9264	489	ZNF628,NAT14,SSC5D	SHISA7,ISOC2,SBK2	SSC5D	SSC5D	1.2796	489	1
12_MACS_peak_9379_lociStitched	chr13	113731310	113753877	12	19746	27691.9657	1726.3755	490	MCF2L	F7,F10	F7	F7	0.6279	490	1
5_MACS_peak_13546_lociStitched	chr17	34792709	34812041	5	17303	34896.1932	4769.2044	491	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3G	1.4615	491	1
1_MACS_peak_29893_lociStitched	chr7	128482194	128498469	1	16276	33998.475	2525.88	492	FLNC	ATP6V1F,LOC100130705	ATP6V1F	LOC100130705	0.02109999999999998	492	1
6_MACS_peak_8806_lociStitched	chr12	52222825	52245225	6	19958	27610.24	2394.56	493		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.6751	493	1
5_MACS_peak_5668_lociStitched	chr10	102974464	102994338	5	18683	29421.4696	1882.0678	494	FLJ41350,LBX1		LBX1	LBX1	1.2426000000000001	494	1
1_MACS_peak_10944_lociStitched	chr16	2324984	2341972	1	16989	31757.3672	1590.0768	495	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.27640000000000003	495	1
9_MACS_peak_22770_lociStitched	chr20	62383803	62405309	9	19942	26994.3312	1991.4556	496	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	SLC2A4RG	0.20529999999999998	496	1
11_MACS_peak_24053_lociStitched	chr22	30638469	30662716	11	19774	27888.8994	2713.2393	497	LIF,OSM	GATSL3	LIF	LIF	0.8667999999999999	497	1
5_MACS_peak_13097_lociStitched	chr17	7718474	7737137	5	18278	30215.397	2271.2871	498	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	498	1
8_MACS_peak_345_lociStitched	chr1	2715517	2737042	8	19824	26148.57	1373.295	499			MMEL1	MMEL1	0.9511999999999999	499	1
6_MACS_peak_15229_lociStitched	chr17	77306714	77327409	6	20008	26162.619	1831.5075	500	RBFOX3		RBFOX3	RBFOX3	1.3618	500	1
7_MACS_peak_23303_lociStitched	chr21	46246999	46267075	7	17924	30658.0596	2439.234	501		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.07820000000000002	501	1
13_MACS_peak_25073_lociStitched	chr22	45334628	45357033	13	20668	24188.438	1413.7555	502	PHF21B		PHF21B	PHF21B	0.7625	502	1
9_MACS_peak_4689_lociStitched	chr1	201273953	201296882	9	19932	27695.9391	3611.3175	503	PKP1	TNNT2	PKP1	TNNT2	1.3618	503	1
4_MACS_peak_23494_lociStitched	chr21	47544831	47562708	4	16104	32466.4197	1936.0791	504	COL6A2,FTCD	C21orf56	FTCD	FTCD	1.0823	504	1
11_MACS_peak_403_lociStitched	chr1	2832274	2854774	11	19805	25924.5	1764	505			ACTRT2	ACTRT2	0.9757999999999999	505	1
8_MACS_peak_6278_lociStitched	chr11	1070684	1090346	8	17781	29139.084	1185.6186	506	MUC2	MUC6	MUC2	MUC2	1.1309	506	1
11_MACS_peak_3118_lociStitched	chr1	22637283	22659832	11	20689	23956.0576	1889.6062	507			ZBTB40	ZBTB40	NONE	507	1
6_MACS_peak_7085_lociStitched	chr11	64398735	64419899	6	19630	26213.7304	1841.268	508	NRXN2	SLC22A12	NRXN2	NRXN2	1.0895	508	1
8_MACS_peak_25531_lociStitched	chr22	50438398	50458505	8	18592	27657.1785	1312.9871	509	IL17REL,TTLL8		IL17REL	IL17REL	1.1161	509	1
7_MACS_peak_15463_lociStitched	chr17	78079532	78100153	7	18691	28026.0011	1880.6352	510	GAA	EIF4A3	GAA	GAA	1.2137	510	1
19_MACS_peak_16417_lociStitched	chr19	5170502	5196169	19	20767	24476.0512	2851.6037	511			PTPRS	PTPRS	0.8885000000000001	511	1
8_MACS_peak_15873_lociStitched	chr19	405351	427262	8	19544	26391.7995	2033.3408	512	C2CD4C,SHC2	THEG,ODF3L2	C2CD4C	THEG	1.0071	512	1
7_MACS_peak_19588_lociStitched	chr19	48997267	49017881	7	18559	28863.7228	2791.1356	514	LMTK3	GRWD1,KCNJ14,CYTH2,SULT2B1	LMTK3	SULT2B1	1.1150000000000002	514	1
6_MACS_peak_6612_lociStitched	chr11	3209031	3227244	6	17358	30035.0583	1897.7946	515		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.8289	515	1
8_MACS_peak_24425_lociStitched	chr22	38844117	38864566	8	19075	27207.3945	2208.492	516	KDELR3,KCNJ4	LOC400927,KCNJ4,DDX17	KCNJ4	KCNJ4	0.8947	516	1
13_MACS_peak_24952_lociStitched	chr22	45093445	45117852	13	20114	24504.628	1757.304	517	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	PRR5-ARHGAP8	0.6629	517	1
13_MACS_peak_24740_lociStitched	chr22	44281535	44304192	13	19738	25260.2893	1694.7436	518	PNPLA5	PNPLA3,SAMM50,SULT4A1	PNPLA5	SULT4A1	0.9788	518	1
5_MACS_peak_6606_lociStitched	chr11	2934200	2951801	5	16571	30912.6363	1790.0217	519	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.5788	519	1
10_MACS_peak_10519_lociStitched	chr15	78152308	78174770	10	19580	25770.6526	2115.9204	520		LOC645752	LOC645752	LOC645752	0.39990000000000003	520	1
13_MACS_peak_33792_lociStitched	chr9	138293074	138316496	13	20361	23672.6154	1946.3682	521			KIAA0649	KIAA0649	0.10279999999999999	521	1
6_MACS_peak_22683_lociStitched	chr20	61745669	61765788	6	19830	24444.585	1510.9369	522		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	1.096	522	1
5_MACS_peak_13620_lociStitched	chr17	36749358	36768820	5	18723	27480.344	2302.3546	523	SRCIN1		SRCIN1	SRCIN1	1.2738	523	1
10_MACS_peak_3433_lociStitched	chr1	29558972	29579653	10	18958	26916.3215	2202.5265	524	PTPRU	MECR	PTPRU	PTPRU	0.8405	524	1
11_MACS_peak_27320_lociStitched	chr4	8689562	8712197	11	19908	24441.273	1765.53	525			CPZ	CPZ	1.2785	525	1
9_MACS_peak_11132_lociStitched	chr16	4363711	4385196	9	17832	28703.96	2019.59	526	GLIS2	VASN,TFAP4,PAM16	GLIS2	GLIS2	0.5134	526	1
1_MACS_peak_13544_lociStitched	chr17	34741746	34758335	1	16590	33513.0978	4921.9563	527	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.4615	527	1
13_MACS_peak_2730_lociStitched	chr1	19124627	19149180	13	19988	24209.258	2114.0133	528		TAS1R2	TAS1R2	TAS1R2	0.8244	528	1
5_MACS_peak_113_lociStitched	chr1	1356072	1374766	5	17273	28885.9688	1575.9042	529	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	TMEM88B	TMEM88B	1.2236	529	1
3_MACS_peak_15543_lociStitched	chr17	78991207	79008419	3	16395	30374.0164	1697.1032	530	FLJ90757	CHMP6,BAIAP2	FLJ90757	BAIAP2	2.2434	530	1
4_MACS_peak_13147_lociStitched	chr17	7982513	8001233	4	18038	28403.856	2437.344	531	MIR4314,ALOX12B,ALOXE3	ALOX15B,HES7	MIR4314	MIR4314	1.7215	531	1
12_MACS_peak_1956_lociStitched	chr1	16410638	16432031	12	19811	24409.413	2222.7327	532		CLCNKB,FAM131C	FAM131C	CLCNKB	1.9193	532	1
4_MACS_peak_25609_lociStitched	chr22	51035331	51052879	4	16706	29384.126	1345.9316	533	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.4111	533	1
10_MACS_peak_8826_lociStitched	chr12	52397399	52417372	10	18055	27962.2	2296.895	534	GRASP	NR4A1,C12orf44	GRASP	GRASP	1.2268000000000001	534	1
3_MACS_peak_25928_lociStitched	chr3	48616156	48633619	3	17261	28738.8591	1775.9871	535	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	COL7A1	1.0239	535	1
6_MACS_peak_12671_lociStitched	chr17	1150399	1171508	6	19859	24186.6922	2362.0971	536		BHLHA9,TUSC5	BHLHA9	TUSC5	1.237	536	1
16_MACS_peak_7608_lociStitched	chr11	69939845	69963837	16	19229	24997.2648	1775.408	537	ANO1		ANO1	ANO1	0.9502	537	1
4_MACS_peak_281_lociStitched	chr1	2458156	2475302	4	16438	29612.8566	1453.9808	539	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	1.5648	539	1
9_MACS_peak_8454_lociStitched	chr12	146742	168972	9	19419	27934.218	5259.618	540	FAM138D	IQSEC3	FAM138D	FAM138D	0.7726999999999999	540	1
7_MACS_peak_29620_lociStitched	chr7	100414672	100434133	7	18269	26624.5941	1749.5439	541	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	1.1362	541	1
11_MACS_peak_33761_lociStitched	chr9	138230596	138252041	11	19312	24179.2375	1503.2945	542			KIAA0649	KIAA0649	0.10279999999999999	542	1
8_MACS_peak_8779_lociStitched	chr12	50347532	50367713	8	18453	26356.386	2217.8919	543	AQP2,AQP5,AQP6	FAIM2,LOC283332	AQP5	AQP5	1.2767	543	1
7_MACS_peak_32105_lociStitched	chr8	145093563	145112076	7	17392	27543.6414	1551.3894	544	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	0.973	544	1
8_MACS_peak_29131_lociStitched	chr7	2712981	2733247	8	18290	25752.0062	1586.8278	545	AMZ1	TTYH3	AMZ1	TTYH3	1.333	545	1
7_MACS_peak_20956_lociStitched	chr2	219877983	219897734	7	18835	24872.4343	1945.4735	546	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	CRYBA2	1.7616	546	1
7_MACS_peak_22480_lociStitched	chr20	60372389	60392546	7	19103	23577.6429	1261.8282	547	CDH4		MIR1257	MIR1257	0.43429999999999996	547	1
4_MACS_peak_29525_lociStitched	chr7	99757710	99774647	4	16442	29351.821	2096.8006	548	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	1.1341	548	1
4_MACS_peak_17031_lociStitched	chr19	8391985	8409965	4	17406	28271.752	2686.212	549	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.9004000000000001	549	1
5_MACS_peak_28062_lociStitched	chr5	176300035	176317138	5	16544	28567.1409	1597.4202	550	UNC5A,HK3		HK3	HK3	0.8572000000000001	550	1
9_MACS_peak_30280_lociStitched	chr7	155608573	155630027	9	19139	24191.5304	2411.4296	551		SHH	SHH	SHH	1.2247	551	1
6_MACS_peak_28083_lociStitched	chr5	176885031	176902738	6	16070	29276.7538	1862.7764	552	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	DBN1	1.0986	552	1
4_MACS_peak_5342_lociStitched	chr10	73044501	73063044	4	18019	26108.544	2152.8423	553	UNC5B	SLC29A3	SLC29A3	NONE	NONE	553	1
9_MACS_peak_13008_lociStitched	chr17	7164113	7183838	9	17841	26488.7025	2217.09	554	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2,NEURL4	CLDN7	YBX2	1.7307000000000001	554	1
12_MACS_peak_15147_lociStitched	chr17	76580307	76602851	12	18929	24273.1248	2247.6368	555		DNAH17	DNAH17	DNAH17	0.8942	555	1
9_MACS_peak_34110_lociStitched	chr9	140198872	140217714	9	17761	25785.277	1494.1706	556	EXD3	COBRA1,C9orf167,NRARP	NRARP	NRARP	1.3755	556	1
4_MACS_peak_24530_lociStitched	chr22	42746887	42765291	4	17457	26748.3736	1912.1756	557			NFAM1	NFAM1	1.0749	557	1
9_MACS_peak_9345_lociStitched	chr13	113606279	113626389	9	18574	24306.957	1787.779	559	MCF2L,LOC100289410	MCF2L	MCF2L	MCF2L	1.1414000000000002	559	1
6_MACS_peak_24606_lociStitched	chr22	43592797	43611948	6	17574	25920.8785	1572.2971	560	SCUBE1	TSPO,TTLL12	TTLL12	TSPO	0.04110000000000001	560	1
4_MACS_peak_22993_lociStitched	chr21	43159689	43177998	4	17301	27020.4222	2317.9194	561	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4559	561	1
5_MACS_peak_2638_lociStitched	chr1	18954327	18973236	5	18176	24074.9388	1119.4128	562	PAX7		PAX7	PAX7	0.9685	562	1
6_MACS_peak_32928_lociStitched	chr9	134999638	135018999	6	17965	25045.3896	1740.5539	563		NTNG2,MED27	NTNG2	NTNG2	1.3637000000000001	563	1
16_MACS_peak_11931_lociStitched	chr16	85486641	85510644	16	18906	22161.9699	936.117	564			KIAA0182	KIAA0182	NONE	564	1
9_MACS_peak_19607_lociStitched	chr19	49042897	49063700	9	18025	25115.4619	2022.0516	565	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	SULT2B1	1.1150000000000002	565	1
5_MACS_peak_7058_lociStitched	chr11	64321080	64340217	5	17524	25567.032	1536.7011	566	SLC22A11	SLC22A12	SLC22A11	SLC22A11	1.0383	566	1
10_MACS_peak_5226_lociStitched	chr10	71483667	71504725	10	18202	24747.3616	2101.5884	567			COL13A1	COL13A1	NONE	567	1
4_MACS_peak_23185_lociStitched	chr21	45666184	45681755	4	15365	29911.891	2344.9926	568	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.9021000000000001	568	1
4_MACS_peak_1950_lociStitched	chr1	16383326	16399956	4	16123	28236.077	1845.93	569	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.855	569	1
10_MACS_peak_1032_lociStitched	chr1	5892616	5913140	10	18937	22393.7364	1555.7192	570			NPHP4	NPHP4	NONE	570	1
7_MACS_peak_31190_lociStitched	chr8	21897991	21916494	7	16518	27278.9729	1657.8688	571	FGF17,EPB49	NPM2,EPB49,FAM160B2	EPB49	EPB49	0.5206	571	1
8_MACS_peak_32028_lociStitched	chr8	144493507	144511599	8	15747	28265.1316	1530.5832	572	MAFA	RHPN1,C8orf51	MAFA	MAFA	1.4514	572	1
9_MACS_peak_24035_lociStitched	chr22	30104585	30123276	9	17065	26079.5523	1560.6985	573	CABP7	UQCR10,ZMAT5	CABP7	CABP7	0.8271999999999999	573	1
14_MACS_peak_24381_lociStitched	chr22	37963566	37985724	14	19050	22483.7226	2293.353	574	CDC42EP1,LGALS2	GGA1,SH3BP1,CARD10	LGALS2	CARD10	1.2604	574	1
4_MACS_peak_4525_lociStitched	chr1	156580241	156596922	4	16334	28914.8454	3299.5018	576	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.4471	576	1
7_MACS_peak_118_lociStitched	chr1	1376875	1396334	7	17853	24623.4186	1932.2787	577	VWA1,ATAD3C	LOC148413,TMEM88B,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	TMEM88B	1.2236	577	1
7_MACS_peak_3218_lociStitched	chr1	22984687	23004679	7	18817	22504.9944	1951.2192	578	C1QB	C1QA,C1QC,EPHB2	C1QB	EPHB2	0.9306	578	1
5_MACS_peak_32607_lociStitched	chr9	132306930	132325919	5	17674	24634.4297	1760.2803	579			C9orf50	C9orf50	1.0018	579	1
1_MACS_peak_13542_lociStitched	chr17	34577019	34592491	1	15473	31381.8576	4768.4704	580	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.8618999999999999	580	1
2_MACS_peak_31769_lociStitched	chr8	143531693	143550025	2	17864	23519.956	1173.248	581	BAI1	TSNARE1	BAI1	BAI1	0.8653	581	1
13_MACS_peak_33815_lociStitched	chr9	138343721	138366484	13	18748	22280.4244	1987.2099	582		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.5396000000000001	582	1
7_MACS_peak_23447_lociStitched	chr21	47383308	47400616	7	15363	28973.592	2341.7724	583		COL6A1	COL6A1	COL6A1	1.3535	583	1
15_MACS_peak_31034_lociStitched	chr8	7423398	7443441	15	18388	22941.2178	2016.3258	585	FAM90A7		FAM90A7	FAM90A7	0.5433	585	1
6_MACS_peak_14117_lociStitched	chr17	46799334	46816964	6	16199	27453.436	2321.871	586	NCRNA00253,PRAC,MIR3185,HOXB13		HOXB13	HOXB13	1.3236	586	1
12_MACS_peak_31109_lociStitched	chr8	7869784	7890704	12	18160	23436.676	2209.152	587			MIR548I3	MIR548I3	NONE	587	1
9_MACS_peak_999_lociStitched	chr1	5799124	5819183	9	17476	24217.2307	1628.7908	588			NPHP4	NPHP4	NONE	588	1
15_MACS_peak_6722_lociStitched	chr11	44322128	44343174	15	17764	23512.5912	1639.4834	589	ALX4		ALX4	ALX4	0.27140000000000003	589	1
9_MACS_peak_29701_lociStitched	chr7	100827630	100847033	9	18287	22680.1667	2021.7926	590	MOGAT3	AP1S1,ZNHIT1,VGF,C7orf52,PLOD3,CLDN15,FIS1	MOGAT3	C7orf52	1.4451	590	1
15_MACS_peak_20290_lociStitched	chr19	56055132	56077354	15	18276	22315.3324	1651.0946	592		ZNF524,ZNF865,SBK2,ZNF579,FIZ1	SBK2	SBK2	0.733	592	1
4_MACS_peak_22672_lociStitched	chr20	61713554	61730642	4	16303	25743.072	1264.512	594	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	LOC100144597	1.2493	594	1
4_MACS_peak_15628_lociStitched	chr17	79910453	79927201	4	15463	27478.4436	1626.2308	595	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.3598	595	1
10_MACS_peak_29021_lociStitched	chr7	1547748	1569045	10	17882	23390.4951	2097.7545	596		MAFK,KIAA1908,MICALL2,INTS1,TMEM184A,PSMG3	MAFK	TMEM184A	0.7605	596	1
6_MACS_peak_16931_lociStitched	chr19	7949705	7968048	6	16532	26419.4229	2509.3224	597	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	1.0234999999999999	597	1
11_MACS_peak_28516_lociStitched	chr6	33909321	33931418	11	18050	22744.4421	1898.1323	598		MIR1275	MIR1275	MIR1275	0.6737	598	1
8_MACS_peak_25578_lociStitched	chr22	50587683	50608442	8	17293	24566.2006	2115.3421	599	MOV10L1	PANX2,TRABD,SELO	PANX2	PANX2	0.7577	599	1
