#21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_ROSE/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam
#Using cutoff of 18823.2984 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
1_MACS_peak_27872_lociStitched	chr5	137984744	137985373	1	630	475.9643	54.9746	9329	0
1_MACS_peak_9235_lociStitched	chr12	131616392	131616996	1	605	457.6508	36.6628	9330	0
1_MACS_peak_13995_lociStitched	chr17	43833019	43833636	1	618	469.1051	48.1877	9331	0
1_MACS_peak_32103_lociStitched	chr8	145049462	145049978	1	517	484.8336	63.984	9332	0
1_MACS_peak_10674_lociStitched	chr15	101419047	101419524	1	478	460.5435	39.8295	9333	0
1_MACS_peak_22951_lociStitched	chr21	43036505	43037048	1	544	454.9254	34.2633	9334	0
1_MACS_peak_20494_lociStitched	chr2	25438267	25438840	1	574	522.5187	101.8794	9335	0
1_MACS_peak_22611_lociStitched	chr20	61313173	61313803	1	631	491.4	70.812	9336	0
1_MACS_peak_11991_lociStitched	chr16	85853223	85853730	1	508	463.6515	43.095	9337	0
2_MACS_peak_10030_lociStitched	chr14	106202538	106203460	2	633	460.3546	39.8304	9338	0
1_MACS_peak_17502_lociStitched	chr19	14409464	14410113	1	650	502.975	82.4879	9339	0
1_MACS_peak_19537_lociStitched	chr19	48501918	48502426	1	509	446.5828	26.3144	9340	0
1_MACS_peak_11542_lociStitched	chr16	57934986	57935603	1	618	480.7664	60.5277	9341	0
1_MACS_peak_778_lociStitched	chr1	4511689	4512151	1	463	434.7882	14.9226	9342	0
1_MACS_peak_10117_lociStitched	chr15	40594281	40594860	1	580	462.4473	42.6144	9343	0
1_MACS_peak_31265_lociStitched	chr8	25905195	25905725	1	531	436.296	16.536	9344	0
2_MACS_peak_6158_lociStitched	chr10	135178544	135179238	2	614	507.7304	88.138	9345	0
1_MACS_peak_18309_lociStitched	chr19	35550378	35550900	1	523	419.5314	0	9346	0
1_MACS_peak_32079_lociStitched	chr8	144848077	144848638	1	562	472.5864	53.1828	9347	0
1_MACS_peak_7131_lociStitched	chr11	64759353	64759924	1	572	506.0202	86.6207	9348	0
1_MACS_peak_12112_lociStitched	chr16	87211051	87211646	1	596	450.296	31.059	9349	0
1_MACS_peak_29007_lociStitched	chr7	1453830	1454410	1	581	469.974	50.75	9350	0
1_MACS_peak_21281_lociStitched	chr20	667101	667632	1	532	466.1649	47.0466	9351	0
1_MACS_peak_24704_lociStitched	chr22	43867378	43867862	1	485	440.7788	21.78	9352	0
1_MACS_peak_21641_lociStitched	chr20	43394289	43394870	1	582	490.4221	71.463	9353	0
1_MACS_peak_13515_lociStitched	chr17	31618184	31618749	1	566	470.5885	51.754	9354	0
1_MACS_peak_24871_lociStitched	chr22	44919956	44920426	1	471	447.346	28.576	9355	0
1_MACS_peak_9243_lociStitched	chr12	132334908	132335518	1	611	419.314	0.549	9356	0
1_MACS_peak_21647_lociStitched	chr20	43935124	43935642	1	519	463.4028	44.7034	9357	0
1_MACS_peak_32664_lociStitched	chr9	132804089	132804657	1	569	465.3624	46.6896	9358	0
1_MACS_peak_22049_lociStitched	chr20	56598540	56599117	1	578	457.6187	38.9475	9359	0
1_MACS_peak_27057_lociStitched	chr4	7848028	7848704	1	677	467.0484	48.4016	9360	0
1_MACS_peak_10368_lociStitched	chr15	75020031	75020756	1	726	522.145	103.675	9361	0
1_MACS_peak_2396_lociStitched	chr1	18256630	18257111	1	482	418.4219	0	9362	0
1_MACS_peak_23066_lociStitched	chr21	43919188	43919743	1	556	505.272	86.913	9363	0
1_MACS_peak_29581_lociStitched	chr7	100267609	100268156	1	548	465.6611	47.3155	9364	0
1_MACS_peak_17144_lociStitched	chr19	10098699	10099291	1	593	471.1136	53.1616	9365	0
1_MACS_peak_27504_lociStitched	chr4	124590213	124590806	1	594	462.9551	45.1866	9366	0
1_MACS_peak_11722_lociStitched	chr16	85140399	85140946	1	548	435.6308	17.9416	9367	0
1_MACS_peak_20382_lociStitched	chr2	522406	522917	1	512	446.8184	29.2803	9368	0
1_MACS_peak_32265_lociStitched	chr9	44996789	44997290	1	502	534.4167	116.9334	9369	0
1_MACS_peak_26816_lociStitched	chr4	7248256	7248926	1	671	489.033	71.824	9370	0
1_MACS_peak_17194_lociStitched	chr19	10690941	10691548	1	608	484.386	67.2556	9371	0
1_MACS_peak_30748_lociStitched	chr7	158362966	158363553	1	588	460.208	43.0858	9372	0
1_MACS_peak_1267_lociStitched	chr1	7441946	7442494	1	549	429.4128	12.33	9373	0
1_MACS_peak_8554_lociStitched	chr12	2648268	2649126	1	859	662.376	245.6454	9374	0
1_MACS_peak_2060_lociStitched	chr1	17309347	17309821	1	475	485.2812	68.6826	9375	0
1_MACS_peak_18249_lociStitched	chr19	34015993	34016602	1	610	461.3175	44.7615	9376	0
1_MACS_peak_5727_lociStitched	chr10	118891491	118892020	1	530	441.7679	25.2862	9377	0
1_MACS_peak_22370_lociStitched	chr20	59698396	59699141	1	746	475.459	59.004	9378	0
1_MACS_peak_20873_lociStitched	chr2	172957510	172958096	1	587	485.5596	69.148	9379	0
1_MACS_peak_11866_lociStitched	chr16	85359005	85359532	1	528	440.9936	24.769	9380	0
1_MACS_peak_30844_lociStitched	chr8	1653182	1653765	1	584	450.9505	34.8634	9381	0
1_MACS_peak_7204_lociStitched	chr11	66213413	66214093	1	681	551.276	135.252	9382	0
1_MACS_peak_7724_lociStitched	chr11	70408985	70409367	1	383	432.1948	16.2732	9383	0
1_MACS_peak_25453_lociStitched	chr22	49671721	49672268	1	548	433.8257	17.9416	9384	0
1_MACS_peak_22643_lociStitched	chr20	61497935	61498523	1	589	484.2768	68.4432	9385	0
1_MACS_peak_5640_lociStitched	chr10	102729299	102729805	1	507	479.688	63.9078	9386	0
1_MACS_peak_8089_lociStitched	chr11	102429135	102429624	1	490	436.3836	20.6358	9387	0
1_MACS_peak_5478_lociStitched	chr10	88444686	88445378	1	693	470.4216	54.7372	9388	0
1_MACS_peak_26606_lociStitched	chr4	3942973	3943630	1	658	461.0169	45.3987	9389	0
1_MACS_peak_20251_lociStitched	chr19	55927225	55927780	1	556	433.6215	18.0375	9390	0
1_MACS_peak_17697_lociStitched	chr19	15969471	15970018	1	548	438.147	22.5911	9391	0
1_MACS_peak_18114_lociStitched	chr19	30063530	30064145	1	616	451.164	35.67	9392	0
1_MACS_peak_11476_lociStitched	chr16	49864162	49864915	1	754	487.7934	72.4386	9393	0
1_MACS_peak_18655_lociStitched	chr19	39299269	39299812	1	544	447.3777	32.3628	9394	0
1_MACS_peak_30784_lociStitched	chr7	158908257	158908735	1	479	462.2738	47.2742	9395	0
1_MACS_peak_20423_lociStitched	chr2	2706979	2707479	1	501	432.75	17.8	9396	0
1_MACS_peak_30116_lociStitched	chr7	154679107	154679588	1	482	467.9649	53.0543	9397	0
1_MACS_peak_26207_lociStitched	chr3	149689165	149689735	1	571	464.607	49.704	9398	0
1_MACS_peak_29541_lociStitched	chr7	100096286	100096945	1	660	471.2509	56.4763	9399	0
1_MACS_peak_7562_lociStitched	chr11	69793965	69794426	1	462	454.9609	40.1992	9400	0
1_MACS_peak_13888_lociStitched	chr17	42327323	42327808	1	486	439.4585	24.832	9401	0
1_MACS_peak_7250_lociStitched	chr11	66726366	66726897	1	532	431.8092	17.2575	9402	0
1_MACS_peak_1538_lociStitched	chr1	9156467	9157076	1	610	427.2744	12.789	9403	0
1_MACS_peak_21979_lociStitched	chr20	56369027	56369623	1	597	447.4172	32.9588	9404	0
1_MACS_peak_32409_lociStitched	chr9	128924827	128925444	1	618	444.5485	30.1096	9405	0
1_MACS_peak_27534_lociStitched	chr4	191012057	191012827	1	771	580.426	166.166	9406	0
1_MACS_peak_4649_lociStitched	chr1	180885534	180886048	1	515	482.2862	68.0536	9407	0
2_MACS_peak_24599_lociStitched	chr22	43144496	43145279	2	636	455.8626	41.6556	9408	0
1_MACS_peak_29304_lociStitched	chr7	28193446	28194040	1	595	505.0188	90.8226	9409	0
1_MACS_peak_31926_lociStitched	chr8	144146292	144146750	1	459	427.3598	13.1904	9410	0
2_MACS_peak_22381_lociStitched	chr20	59874826	59875658	2	657	462.2592	48.1728	9411	0
1_MACS_peak_27455_lociStitched	chr4	47787122	47787710	1	589	507.9732	94.0212	9412	0
1_MACS_peak_17191_lociStitched	chr19	10644490	10645090	1	601	474.48	60.6	9413	0
1_MACS_peak_27808_lociStitched	chr5	39658970	39659577	1	608	504.4777	90.6858	9414	0
1_MACS_peak_22911_lociStitched	chr21	38101150	38101856	1	707	508.1082	94.3216	9415	0
1_MACS_peak_5864_lociStitched	chr10	133950748	133951228	1	481	426.048	12.384	9416	0
1_MACS_peak_4566_lociStitched	chr1	157630314	157630846	1	533	510.0816	96.4516	9417	0
1_MACS_peak_20927_lociStitched	chr2	218817307	218817854	1	548	506.4673	92.8806	9418	0
1_MACS_peak_25516_lociStitched	chr22	50414868	50415543	1	676	547.83	134.2575	9419	0
1_MACS_peak_18138_lociStitched	chr19	30252540	30253035	1	496	434.214	20.691	9420	0
1_MACS_peak_31754_lociStitched	chr8	143329671	143330239	1	569	426.9656	13.632	9421	0
1_MACS_peak_28430_lociStitched	chr6	32225677	32226278	1	602	445.5213	32.2136	9422	0
1_MACS_peak_3426_lociStitched	chr1	27940431	27941109	1	679	503.2794	90.0384	9423	0
2_MACS_peak_18310_lociStitched	chr19	35555980	35556679	2	675	458.8935	46.134	9424	0
1_MACS_peak_10729_lociStitched	chr16	404622	405084	1	463	423.7002	11.0418	9425	0
1_MACS_peak_4374_lociStitched	chr1	113313358	113313901	1	544	420.8793	8.2536	9426	0
1_MACS_peak_30550_lociStitched	chr7	157561945	157562408	1	464	465.1761	52.782	9427	0
1_MACS_peak_21288_lociStitched	chr20	923468	924136	1	669	486.7048	74.3484	9428	0
1_MACS_peak_13543_lociStitched	chr17	34595064	34595806	1	743	551.306	139.125	9429	0
1_MACS_peak_25444_lociStitched	chr22	49497612	49498227	1	616	454.9155	42.8655	9430	0
1_MACS_peak_5404_lociStitched	chr10	73322397	73322940	1	544	473.0073	60.9789	9431	0
1_MACS_peak_10213_lociStitched	chr15	70016597	70017289	1	693	509.8656	97.8488	9432	0
1_MACS_peak_4789_lociStitched	chr1	204117249	204117880	1	632	507.8288	95.8489	9433	0
1_MACS_peak_11058_lociStitched	chr16	3266363	3266780	1	418	449.109	37.1547	9434	0
1_MACS_peak_17105_lociStitched	chr19	9312591	9313141	1	551	445.72	33.825	9435	0
1_MACS_peak_17607_lociStitched	chr19	15265988	15266443	1	456	438.7565	26.9815	9436	0
1_MACS_peak_29396_lociStitched	chr7	73080576	73081080	1	505	467.1576	55.44	9437	0
1_MACS_peak_4189_lociStitched	chr1	37732017	37732651	1	635	482.157	70.5008	9438	0
1_MACS_peak_6097_lociStitched	chr10	134965107	134965565	1	459	411.6504	0	9439	0
1_MACS_peak_27860_lociStitched	chr5	132113190	132113859	1	670	554.8017	143.166	9440	0
1_MACS_peak_24592_lociStitched	chr22	42962611	42963128	1	518	468.0918	56.5081	9441	0
1_MACS_peak_30808_lociStitched	chr8	698484	699058	1	575	464.1938	52.6932	9442	0
1_MACS_peak_20353_lociStitched	chr19	56698139	56698697	1	559	454.212	43.0776	9443	0
1_MACS_peak_13022_lociStitched	chr17	7206924	7207571	1	648	500.7133	89.8036	9444	0
1_MACS_peak_12525_lociStitched	chr17	208303	208871	1	569	456.6152	45.724	9445	0
1_MACS_peak_6679_lociStitched	chr11	18727446	18727833	1	388	443.5407	32.6628	9446	0
1_MACS_peak_5679_lociStitched	chr10	103326225	103326779	1	555	426.6908	15.9552	9447	0
1_MACS_peak_20355_lociStitched	chr19	56704210	56704871	1	662	479.9521	69.3389	9448	0
1_MACS_peak_27857_lociStitched	chr5	131353684	131354263	1	580	486.2442	75.7911	9449	0
1_MACS_peak_24067_lociStitched	chr22	30674226	30674788	1	563	433.6392	23.323	9450	0
1_MACS_peak_19307_lociStitched	chr19	46814425	46814883	1	459	434.3672	24.1366	9451	0
1_MACS_peak_25309_lociStitched	chr22	46812912	46813565	1	654	492.6885	82.4739	9452	0
1_MACS_peak_845_lociStitched	chr1	4806707	4807293	1	587	436.8044	26.6044	9453	0
1_MACS_peak_30198_lociStitched	chr7	155206075	155206522	1	448	429.7011	19.8021	9454	0
1_MACS_peak_30939_lociStitched	chr8	1926406	1927053	1	648	472.31	62.4355	9455	0
1_MACS_peak_22495_lociStitched	chr20	60415260	60415860	1	601	430.02	20.22	9456	0
1_MACS_peak_30541_lociStitched	chr7	157521842	157522318	1	477	435.064	25.2756	9457	0
1_MACS_peak_26903_lociStitched	chr4	7441887	7442265	1	379	417.8034	8.2782	9458	0
1_MACS_peak_26118_lociStitched	chr3	105902206	105902741	1	536	494.019	84.53	9459	0
1_MACS_peak_20044_lociStitched	chr19	54768438	54769097	1	660	464.9904	55.6196	9460	0
1_MACS_peak_9900_lociStitched	chr14	105406170	105406745	1	576	445.1075	35.8225	9461	0
1_MACS_peak_31251_lociStitched	chr8	22638430	22638960	1	531	452.408	43.195	9462	0
1_MACS_peak_29519_lociStitched	chr7	99564399	99564959	1	561	453.88	44.856	9463	0
1_MACS_peak_25253_lociStitched	chr22	46262957	46263463	1	507	438.8032	29.8034	9464	0
1_MACS_peak_30841_lociStitched	chr8	1636159	1636642	1	484	446.6301	37.7223	9465	0
1_MACS_peak_22265_lociStitched	chr20	57936156	57936587	1	432	423.6299	14.7402	9466	0
1_MACS_peak_6181_lociStitched	chr10	135483782	135484634	1	853	644.1972	235.3224	9467	0
1_MACS_peak_28439_lociStitched	chr6	33157150	33157735	1	586	441.909	33.0525	9468	0
1_MACS_peak_3411_lociStitched	chr1	27328518	27329068	1	551	491.26	82.445	9469	0
1_MACS_peak_21940_lociStitched	chr20	56120698	56121234	1	537	484.4368	75.6296	9470	0
1_MACS_peak_20124_lociStitched	chr19	55047457	55047938	1	482	418.6624	9.9086	9471	0
1_MACS_peak_3763_lociStitched	chr1	30740543	30741055	1	513	477.7472	69.0688	9472	0
1_MACS_peak_5001_lociStitched	chr1	235094906	235095492	1	587	474.6014	65.9836	9473	0
1_MACS_peak_18545_lociStitched	chr19	38706534	38707107	1	574	477.7101	69.1611	9474	0
1_MACS_peak_7377_lociStitched	chr11	68875401	68875908	1	508	466.8963	58.5585	9475	0
1_MACS_peak_23589_lociStitched	chr22	19661411	19661851	1	441	445.104	37.004	9476	0
1_MACS_peak_9954_lociStitched	chr14	105609750	105610304	1	555	435.6656	27.7	9477	0
1_MACS_peak_1123_lociStitched	chr1	6800030	6800613	1	584	423.4329	15.5078	9478	0
1_MACS_peak_22374_lociStitched	chr20	59797254	59797834	1	581	477.05	69.136	9479	0
1_MACS_peak_4350_lociStitched	chr1	58983916	58984076	1	161	415.536	7.808	9480	0
1_MACS_peak_17664_lociStitched	chr19	15661932	15662504	1	573	472.9296	65.3224	9481	0
1_MACS_peak_25840_lociStitched	chr3	14604522	14605041	1	520	454.9035	47.3328	9482	0
1_MACS_peak_25119_lociStitched	chr22	45430494	45431009	1	516	427.347	20.188	9483	0
1_MACS_peak_14531_lociStitched	chr17	71588649	71589174	1	526	446.9325	39.9	9484	0
1_MACS_peak_16522_lociStitched	chr19	5365718	5366336	1	619	459.9156	52.9008	9485	0
1_MACS_peak_25953_lociStitched	chr3	49899032	49899619	1	588	445.2395	38.4485	9486	0
1_MACS_peak_936_lociStitched	chr1	5575449	5576104	1	656	477.4295	70.6745	9487	0
1_MACS_peak_10638_lociStitched	chr15	89437777	89438482	1	706	546.5865	139.872	9488	0
1_MACS_peak_463_lociStitched	chr1	2973239	2973705	1	467	427.6016	21.0632	9489	0
2_MACS_peak_11780_lociStitched	chr16	85250283	85250937	2	649	431.2476	24.7866	9490	0
1_MACS_peak_22372_lociStitched	chr20	59706701	59707276	1	576	436.77	30.36	9491	0
1_MACS_peak_33643_lociStitched	chr9	137987467	137987940	1	474	422.5309	16.1293	9492	0
1_MACS_peak_11442_lociStitched	chr16	31496861	31497464	1	604	448.0893	41.7276	9493	0
1_MACS_peak_5515_lociStitched	chr10	99094960	99095478	1	519	469.8778	63.714	9494	0
1_MACS_peak_27531_lociStitched	chr4	191002139	191002769	1	631	544.194	138.222	9495	0
1_MACS_peak_8502_lociStitched	chr12	322702	323233	1	532	443.5974	37.6479	9496	0
1_MACS_peak_2165_lociStitched	chr1	17618136	17618616	1	481	408.384	2.448	9497	0
1_MACS_peak_25848_lociStitched	chr3	14625961	14626526	1	566	467.8765	62.037	9498	0
1_MACS_peak_10976_lociStitched	chr16	2845532	2846155	1	624	493.1045	87.2823	9499	0
1_MACS_peak_2018_lociStitched	chr1	16913465	16914352	1	888	741.4433	335.6408	9500	0
1_MACS_peak_5509_lociStitched	chr10	98858781	98859369	1	589	455.5236	49.7448	9501	0
1_MACS_peak_9737_lociStitched	chr14	104620582	104621065	1	484	405.72	0	9502	0
1_MACS_peak_23995_lociStitched	chr22	27875064	27875542	1	479	445.257	39.5784	9503	0
1_MACS_peak_31284_lociStitched	chr8	41570495	41570968	1	474	424.5648	18.9673	9504	0
1_MACS_peak_29498_lociStitched	chr7	76140808	76141280	1	473	413.6608	8.26	9505	0
1_MACS_peak_16645_lociStitched	chr19	5984901	5985547	1	647	478.04	72.7396	9506	0
1_MACS_peak_26237_lociStitched	chr3	184249640	184250154	1	515	489.7392	84.4502	9507	0
1_MACS_peak_21350_lociStitched	chr20	20347839	20348332	1	494	448.5807	43.3347	9508	0
1_MACS_peak_9778_lociStitched	chr14	104798863	104799306	1	444	405.1678	0	9509	0
1_MACS_peak_27111_lociStitched	chr4	8029684	8030194	1	511	437.937	32.793	9510	0
1_MACS_peak_26255_lociStitched	chr3	184387031	184387557	1	527	444.4174	39.3448	9511	0
1_MACS_peak_19064_lociStitched	chr19	43069492	43070106	1	615	542.8374	137.843	9512	0
1_MACS_peak_3073_lociStitched	chr1	22473655	22474245	1	591	479.493	74.576	9513	0
1_MACS_peak_9521_lociStitched	chr14	74985377	74985784	1	408	438.2983	33.4147	9514	0
1_MACS_peak_8822_lociStitched	chr12	52299721	52300245	1	525	438.9548	34.2696	9515	0
1_MACS_peak_902_lociStitched	chr1	5516313	5516831	1	519	429.422	24.7604	9516	0
1_MACS_peak_34207_lociStitched	chr9	140932798	140933379	1	582	445.3365	40.7862	9517	0
1_MACS_peak_26801_lociStitched	chr4	7225600	7226130	1	531	439.37	34.821	9518	0
1_MACS_peak_29518_lociStitched	chr7	99531734	99532254	1	521	461.344	56.992	9519	0
1_MACS_peak_16809_lociStitched	chr19	7011615	7012296	1	682	536.2194	131.9097	9520	0
1_MACS_peak_22725_lociStitched	chr20	62017611	62018096	1	486	452.2625	48.015	9521	0
1_MACS_peak_3936_lociStitched	chr1	32042299	32042927	1	629	468.3624	64.1188	9522	0
1_MACS_peak_27532_lociStitched	chr4	191005405	191006029	1	625	493.1472	88.92	9523	0
1_MACS_peak_8062_lociStitched	chr11	75948511	75949147	1	637	522.5376	118.3596	9524	0
1_MACS_peak_30461_lociStitched	chr7	157354183	157354558	1	376	422.625	18.4875	9525	0
1_MACS_peak_34286_lociStitched	chrX	149530368	149530832	1	465	424.3744	20.3696	9526	0
1_MACS_peak_777_lociStitched	chr1	4509378	4509921	1	544	495.5418	91.6041	9527	0
1_MACS_peak_23021_lociStitched	chr21	43657105	43657692	1	588	501.1806	97.442	9528	0
1_MACS_peak_9298_lociStitched	chr13	100631593	100632133	1	541	420.822	17.118	9529	0
1_MACS_peak_4990_lociStitched	chr1	234937836	234938406	1	571	480.453	76.893	9530	0
1_MACS_peak_30794_lociStitched	chr8	255205	255726	1	522	434.5661	31.26	9531	0
1_MACS_peak_15666_lociStitched	chr17	80972159	80972682	1	524	475.5116	72.2263	9532	0
1_MACS_peak_19100_lociStitched	chr19	45123351	45123966	1	616	434.559	31.4265	9533	0
2_MACS_peak_10043_lociStitched	chr14	106238191	106239058	2	695	464.5386	61.557	9534	0
1_MACS_peak_18709_lociStitched	chr19	39720755	39721268	1	514	429.4323	26.8299	9535	0
1_MACS_peak_3836_lociStitched	chr1	31012422	31013012	1	591	482.62	80.24	9536	0
1_MACS_peak_9536_lociStitched	chr14	100193487	100194013	1	527	415.54	13.2552	9537	0
1_MACS_peak_17142_lociStitched	chr19	10076044	10076544	1	501	420.15	18.05	9538	0
1_MACS_peak_3584_lociStitched	chr1	30064692	30065249	1	558	423.2086	21.166	9539	0
1_MACS_peak_25429_lociStitched	chr22	49355290	49355854	1	565	427.9068	25.8876	9540	0
1_MACS_peak_14402_lociStitched	chr17	61619354	61619936	1	583	424.3362	22.5234	9541	0
1_MACS_peak_13256_lociStitched	chr17	18030386	18031041	1	656	470.159	68.382	9542	0
1_MACS_peak_27641_lociStitched	chr5	1017318	1017777	1	460	439.3548	37.9134	9543	0
1_MACS_peak_6938_lociStitched	chr11	61779570	61780099	1	530	457.7966	56.4972	9544	0
1_MACS_peak_17866_lociStitched	chr19	17732313	17732875	1	563	435.7186	34.4506	9545	0
1_MACS_peak_25660_lociStitched	chr3	10893781	10894269	1	489	427.5368	26.4984	9546	0
1_MACS_peak_22881_lociStitched	chr21	10180027	10181110	1	1084	781.0596	380.3496	9547	0
1_MACS_peak_20060_lociStitched	chr19	54807524	54807990	1	467	418.934	18.2672	9548	0
1_MACS_peak_32464_lociStitched	chr9	130598956	130599568	1	613	451.1052	50.5512	9549	0
1_MACS_peak_4642_lociStitched	chr1	179780601	179781377	1	777	520.696	120.2024	9550	0
1_MACS_peak_24022_lociStitched	chr22	28175784	28176292	1	509	424.8912	24.4348	9551	0
1_MACS_peak_23530_lociStitched	chr22	18895129	18895743	1	615	463.9384	63.4876	9552	0
1_MACS_peak_20390_lociStitched	chr2	590451	591042	1	592	443.7228	43.3794	9553	0
1_MACS_peak_10371_lociStitched	chr15	75104742	75105238	1	497	412.5232	12.2016	9554	0
1_MACS_peak_30047_lociStitched	chr7	151494764	151495276	1	513	440.9856	40.7552	9555	0
1_MACS_peak_8434_lociStitched	chr11	134373030	134373601	1	572	448.1208	47.9069	9556	0
1_MACS_peak_13982_lociStitched	chr17	43758681	43759287	1	607	426.927	26.7246	9557	0
1_MACS_peak_5272_lociStitched	chr10	71636848	71637408	1	561	455.168	54.992	9558	0
1_MACS_peak_1858_lociStitched	chr1	11713764	11714243	1	480	451.6491	52.1152	9559	0
1_MACS_peak_31630_lociStitched	chr8	143002097	143002629	1	533	407.7248	8.246	9560	0
1_MACS_peak_4765_lociStitched	chr1	202631054	202631758	1	705	538.208	138.7584	9561	0
2_MACS_peak_5837_lociStitched	chr10	131212937	131213999	2	646	488.3076	88.8894	9562	0
1_MACS_peak_24705_lociStitched	chr22	43869045	43869463	1	419	428.4082	29.2182	9563	0
2_MACS_peak_11893_lociStitched	chr16	85405573	85406649	2	642	465.0472	66.0664	9564	0
1_MACS_peak_26272_lociStitched	chr3	187651283	187651872	1	590	481.8609	83.1079	9565	0
1_MACS_peak_11027_lociStitched	chr16	3133327	3133798	1	472	431.1063	32.5461	9566	0
1_MACS_peak_7716_lociStitched	chr11	70373667	70374303	1	637	473.184	74.6664	9567	0
1_MACS_peak_32852_lociStitched	chr9	133920855	133921312	1	458	444.4782	46.1113	9568	0
1_MACS_peak_8156_lociStitched	chr11	117499554	117500072	1	519	428.9558	30.6656	9569	0
1_MACS_peak_14339_lociStitched	chr17	58106966	58107651	1	686	423.056	24.797	9570	0
1_MACS_peak_17003_lociStitched	chr19	8260966	8261509	1	544	487.3425	89.2149	9571	0
1_MACS_peak_4049_lociStitched	chr1	37155243	37155740	1	498	416.3866	18.3393	9572	0
1_MACS_peak_8123_lociStitched	chr11	117363588	117364089	1	502	419.4372	21.3927	9573	0
1_MACS_peak_13268_lociStitched	chr17	18314928	18315626	1	699	457.3296	59.33	9574	0
1_MACS_peak_5483_lociStitched	chr10	91056915	91057464	1	550	448.533	50.6178	9575	0
1_MACS_peak_27533_lociStitched	chr4	191008757	191009354	1	598	524.4048	126.6834	9576	0
1_MACS_peak_17670_lociStitched	chr19	15683927	15684442	1	516	449.9555	52.2725	9577	0
1_MACS_peak_9254_lociStitched	chr12	132842339	132842817	1	479	397.6004	0	9578	0
1_MACS_peak_26493_lociStitched	chr4	3604479	3604966	1	488	436.352	38.7652	9579	0
1_MACS_peak_20451_lociStitched	chr2	10398035	10398522	1	488	446.2868	49.5279	9580	0
1_MACS_peak_32183_lociStitched	chr8	146020568	146021092	1	525	428.5272	31.8592	9581	0
1_MACS_peak_27646_lociStitched	chr5	1083702	1084238	1	537	459.9416	63.3552	9582	0
1_MACS_peak_5068_lociStitched	chr10	1443365	1443833	1	469	419.1408	22.5576	9583	0
1_MACS_peak_10418_lociStitched	chr15	77863724	77864284	1	561	438.424	41.888	9584	0
1_MACS_peak_4384_lociStitched	chr1	142637541	142638024	1	484	557.6718	161.2254	9585	0
1_MACS_peak_21090_lociStitched	chr2	241189055	241189660	1	606	421.564	25.3495	9586	0
1_MACS_peak_20948_lociStitched	chr2	219831709	219832198	1	490	424.2564	28.2153	9587	0
1_MACS_peak_18816_lociStitched	chr19	41397490	41398106	1	617	445.4912	49.4648	9588	0
1_MACS_peak_27452_lociStitched	chr4	40297070	40297676	1	607	615.9384	219.9174	9589	0
1_MACS_peak_22457_lociStitched	chr20	60307634	60308151	1	518	458.8375	62.9189	9590	0
1_MACS_peak_25814_lociStitched	chr3	14354591	14355185	1	595	450.9648	55.1232	9591	0
1_MACS_peak_20819_lociStitched	chr2	128377335	128377833	1	499	402.135	6.3744	9592	0
1_MACS_peak_4115_lociStitched	chr1	37386062	37386540	1	479	418.967	23.3742	9593	0
1_MACS_peak_21059_lociStitched	chr2	233391167	233391600	1	434	410.8304	15.2416	9594	0
1_MACS_peak_6234_lociStitched	chr11	437551	438039	1	489	428.6592	33.1352	9595	0
1_MACS_peak_8050_lociStitched	chr11	75869404	75869982	1	579	478.7574	83.4054	9596	0
1_MACS_peak_22422_lociStitched	chr20	60215719	60216220	1	502	413.0745	17.7354	9597	0
1_MACS_peak_27501_lociStitched	chr4	123609406	123610015	1	610	494.6298	99.5715	9598	0
1_MACS_peak_9894_lociStitched	chr14	105395518	105396094	1	577	411.552	16.5312	9599	0
1_MACS_peak_26218_lociStitched	chr3	183624700	183625182	1	483	477.4692	82.6148	9600	0
1_MACS_peak_29054_lociStitched	chr7	1651707	1652195	1	489	405.3816	10.5896	9601	0
1_MACS_peak_30083_lociStitched	chr7	151634326	151634928	1	603	467.0316	72.24	9602	0
1_MACS_peak_23649_lociStitched	chr22	20362155	20362880	1	726	494.9575	100.34	9603	0
2_MACS_peak_8316_lociStitched	chr11	119676236	119676926	2	616	452.571	58.167	9604	0
1_MACS_peak_2976_lociStitched	chr1	20893657	20894210	1	554	432.7225	38.3229	9605	0
1_MACS_peak_34160_lociStitched	chr9	140418070	140418602	1	533	432.516	38.1444	9606	0
1_MACS_peak_15883_lociStitched	chr19	439421	439940	1	520	450.5958	56.2596	9607	0
1_MACS_peak_15600_lociStitched	chr17	79500199	79500732	1	534	464.7227	70.4093	9608	0
