GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
4_MACS_peak_26647_lociStitched	chr7(.):106232461-106253067	0.562
1_MACS_peak_26651_lociStitched	chr7(.):106285042-106286442	0.5782
1_MACS_peak_26652_lociStitched	chr7(.):106299591-106302516	2.7116
1_MACS_peak_26653_lociStitched	chr7(.):106343821-106345815	2.144
1_MACS_peak_26654_lociStitched	chr7(.):106354967-106362738	1.6702
2_MACS_peak_26655_lociStitched	chr7(.):106370468-106378416	0.9919
1_MACS_peak_26657_lociStitched	chr7(.):106407074-106410824	1.8466
1_MACS_peak_26658_lociStitched	chr7(.):106451791-106453457	0.6597
2_MACS_peak_26659_lociStitched	chr7(.):106467354-106473038	0.7282
2_MACS_peak_26661_lociStitched	chr7(.):106503713-106513697	1.7156
2_MACS_peak_26663_lociStitched	chr7(.):106526934-106536841	0.6524
1_MACS_peak_26665_lociStitched	chr7(.):106555247-106557582	0.9606
1_MACS_peak_26666_lociStitched	chr7(.):106684342-106686081	0.6622
1_MACS_peak_26667_lociStitched	chr7(.):106765743-106768552	1.1014
1_MACS_peak_26668_lociStitched	chr7(.):106807515-106811418	3.1041
1_MACS_peak_26669_lociStitched	chr7(.):106848123-106849797	0.605
1_MACS_peak_26670_lociStitched	chr7(.):106972513-106974267	0.7329
1_MACS_peak_26671_lociStitched	chr7(.):107203359-107205438	2.2121
1_MACS_peak_26672_lociStitched	chr7(.):107219842-107221352	1.5048
1_MACS_peak_26673_lociStitched	chr7(.):107382908-107385721	3.6737
1_MACS_peak_26674_lociStitched	chr7(.):107510576-107512398	0.594
1_MACS_peak_26675_lociStitched	chr7(.):107530511-107533102	2.2164
2_MACS_peak_26676_lociStitched	chr7(.):107842425-107854228	1.2386
1_MACS_peak_26678_lociStitched	chr7(.):107967004-107969464	0.6425
1_MACS_peak_26679_lociStitched	chr7(.):108053951-108059043	2.246
1_MACS_peak_26680_lociStitched	chr7(.):108164970-108168019	2.4252
1_MACS_peak_26681_lociStitched	chr7(.):108208808-108212162	3.5319
1_MACS_peak_26682_lociStitched	chr7(.):109332557-109333547	0.693
1_MACS_peak_26683_lociStitched	chr7(.):109585098-109587373	0.9734
1_MACS_peak_26684_lociStitched	chr7(.):110094155-110096110	0.7036
1_MACS_peak_26685_lociStitched	chr7(.):110470865-110472783	0.7436
1_MACS_peak_26686_lociStitched	chr7(.):110558723-110560598	0.5989
1_MACS_peak_26687_lociStitched	chr7(.):110602381-110604118	0.6358
1_MACS_peak_26688_lociStitched	chr7(.):110664012-110666501	0.9882
2_MACS_peak_26689_lociStitched	chr7(.):110719566-110734884	0.94
1_MACS_peak_26691_lociStitched	chr7(.):111166756-111168757	0.5944
1_MACS_peak_26692_lociStitched	chr7(.):111201067-111203289	1.2189
1_MACS_peak_26693_lociStitched	chr7(.):111405262-111407118	0.8859
1_MACS_peak_26694_lociStitched	chr7(.):111620197-111622200	0.9757
2_MACS_peak_26695_lociStitched	chr7(.):111694655-111702147	0.9058
4_MACS_peak_26697_lociStitched	chr7(.):111711568-111733102	0.761
1_MACS_peak_26701_lociStitched	chr7(.):111751749-111753846	0.787
1_MACS_peak_26702_lociStitched	chr7(.):111824410-111826685	0.6971
1_MACS_peak_26703_lociStitched	chr7(.):111843799-111847839	1.0787
3_MACS_peak_26704_lociStitched	chr7(.):111902794-111914130	0.6407
1_MACS_peak_26707_lociStitched	chr7(.):112030740-112032973	1.9384
1_MACS_peak_26708_lociStitched	chr7(.):112088903-112092831	2.6954
1_MACS_peak_26709_lociStitched	chr7(.):112404191-112405682	1.1667
1_MACS_peak_26710_lociStitched	chr7(.):112428720-112431717	2.851
1_MACS_peak_26711_lociStitched	chr7(.):112506163-112507624	0.6068
1_MACS_peak_26712_lociStitched	chr7(.):112578948-112581242	1.8512
1_MACS_peak_26713_lociStitched	chr7(.):112699515-112701542	0.7338
1_MACS_peak_26714_lociStitched	chr7(.):112757496-112759368	0.8931
1_MACS_peak_26715_lociStitched	chr7(.):113297413-113298578	0.6574
1_MACS_peak_26716_lociStitched	chr7(.):113407998-113410514	0.7552
1_MACS_peak_26717_lociStitched	chr7(.):113687739-113689315	0.8634
1_MACS_peak_26718_lociStitched	chr7(.):113723713-113728571	4.4495
2_MACS_peak_26719_lociStitched	chr7(.):114561547-114574804	2.1312
2_MACS_peak_26721_lociStitched	chr7(.):114589392-114599257	0.3478
1_MACS_peak_26723_lociStitched	chr7(.):114618652-114623259	1.1141
1_MACS_peak_26724_lociStitched	chr7(.):114648364-114650421	0.7979
1_MACS_peak_26725_lociStitched	chr7(.):114676875-114678556	0.6434
1_MACS_peak_26726_lociStitched	chr7(.):115051103-115052144	0.5385
1_MACS_peak_26727_lociStitched	chr7(.):115386762-115388460	0.9592
1_MACS_peak_26728_lociStitched	chr7(.):115681174-115682708	0.6179
3_MACS_peak_26729_lociStitched	chr7(.):115784415-115793824	0.5676
1_MACS_peak_26732_lociStitched	chr7(.):115805746-115806924	0.6238
1_MACS_peak_26733_lociStitched	chr7(.):115849778-115852918	2.212
1_MACS_peak_26734_lociStitched	chr7(.):116138930-116143163	1.5211
1_MACS_peak_26735_lociStitched	chr7(.):116150805-116153382	2.7508
2_MACS_peak_26736_lociStitched	chr7(.):116164398-116169997	1.2071
3_MACS_peak_26738_lociStitched	chr7(.):116213069-116229684	1.0547
1_MACS_peak_26741_lociStitched	chr7(.):116269815-116272336	1.5782
1_MACS_peak_26742_lociStitched	chr7(.):116311470-116313099	1.0248
2_MACS_peak_26743_lociStitched	chr7(.):116463242-116474242	0.5397
1_MACS_peak_26745_lociStitched	chr7(.):116483928-116485411	0.7685
2_MACS_peak_26746_lociStitched	chr7(.):116499322-116503932	0.9961
1_MACS_peak_26748_lociStitched	chr7(.):116592511-116595013	2.3
1_MACS_peak_26749_lociStitched	chr7(.):116609788-116612225	1.0659
1_MACS_peak_26750_lociStitched	chr7(.):116650598-116652211	0.6004
1_MACS_peak_26751_lociStitched	chr7(.):116749969-116751830	1.0991
1_MACS_peak_26752_lociStitched	chr7(.):116986889-116990102	1.222
1_MACS_peak_26753_lociStitched	chr7(.):117227687-117229444	0.814
2_MACS_peak_26754_lociStitched	chr7(.):117408553-117422184	0.9194
1_MACS_peak_26756_lociStitched	chr7(.):117512511-117513987	0.8504
1_MACS_peak_26757_lociStitched	chr7(.):117749376-117750623	0.6547
1_MACS_peak_26758_lociStitched	chr7(.):117822788-117825266	3.1957
1_MACS_peak_26759_lociStitched	chr7(.):117854011-117855241	0.6025
1_MACS_peak_26760_lociStitched	chr7(.):117950282-117953929	0.878
1_MACS_peak_26761_lociStitched	chr7(.):118892696-118893593	0.6022
1_MACS_peak_26762_lociStitched	chr7(.):119121650-119123292	0.572
1_MACS_peak_26763_lociStitched	chr7(.):119350613-119352089	0.4648
2_MACS_peak_26764_lociStitched	chr7(.):119603561-119610681	0.5848
2_MACS_peak_26766_lociStitched	chr7(.):119700994-119707722	1.2099
2_MACS_peak_26768_lociStitched	chr7(.):119865277-119874821	1.0019
1_MACS_peak_26770_lociStitched	chr7(.):119912080-119914410	0.6547
1_MACS_peak_26771_lociStitched	chr7(.):120040640-120042830	0.6597
1_MACS_peak_26772_lociStitched	chr7(.):120060508-120062320	0.5383
1_MACS_peak_26773_lociStitched	chr7(.):120477540-120479088	0.5407
1_MACS_peak_26774_lociStitched	chr7(.):120497452-120498538	0.9235
1_MACS_peak_26775_lociStitched	chr7(.):120589202-120592605	2.0991
2_MACS_peak_26776_lociStitched	chr7(.):120627694-120640316	0.8717
1_MACS_peak_26778_lociStitched	chr7(.):120777321-120778970	0.8496
1_MACS_peak_26779_lociStitched	chr7(.):120818185-120819828	1.1617
1_MACS_peak_26780_lociStitched	chr7(.):120826687-120828263	0.6206
1_MACS_peak_26781_lociStitched	chr7(.):120916525-120920648	0.921
1_MACS_peak_26782_lociStitched	chr7(.):120953259-120955251	0.8472
2_MACS_peak_26783_lociStitched	chr7(.):121008861-121013928	0.8451
1_MACS_peak_26785_lociStitched	chr7(.):121024988-121026835	0.6228
1_MACS_peak_26786_lociStitched	chr7(.):121034286-121037492	1.1794
3_MACS_peak_26787_lociStitched	chr7(.):121073128-121081936	0.8028
1_MACS_peak_26790_lociStitched	chr7(.):121168823-121172305	1.9659
1_MACS_peak_26791_lociStitched	chr7(.):121183497-121187933	1.6297
1_MACS_peak_26792_lociStitched	chr7(.):121352562-121353891	0.5447
1_MACS_peak_26793_lociStitched	chr7(.):121553708-121555148	0.6728
1_MACS_peak_26794_lociStitched	chr7(.):121782990-121785542	1.1955
1_MACS_peak_26795_lociStitched	chr7(.):121850753-121854100	1.3756
1_MACS_peak_26796_lociStitched	chr7(.):121912164-121914918	0.6632
1_MACS_peak_26797_lociStitched	chr7(.):121944839-121951908	2.0701
2_MACS_peak_26798_lociStitched	chr7(.):121977715-121985324	1.0962
1_MACS_peak_26800_lociStitched	chr7(.):122442030-122443794	0.7996
1_MACS_peak_26801_lociStitched	chr7(.):122525051-122528120	2.0479
3_MACS_peak_26802_lociStitched	chr7(.):122822637-122839633	1.1941
1_MACS_peak_26805_lociStitched	chr7(.):122869556-122872834	0.9395
1_MACS_peak_26806_lociStitched	chr7(.):122880828-122883405	0.8491
2_MACS_peak_26807_lociStitched	chr7(.):123172324-123175567	1.0975
1_MACS_peak_26809_lociStitched	chr7(.):123196935-123198819	2.8833
1_MACS_peak_26810_lociStitched	chr7(.):123248924-123250341	0.4981
2_MACS_peak_26811_lociStitched	chr7(.):123387012-123396717	1.0853
1_MACS_peak_26813_lociStitched	chr7(.):123611150-123617971	1.8802
2_MACS_peak_26814_lociStitched	chr7(.):123634026-123638881	1.6109
1_MACS_peak_26816_lociStitched	chr7(.):123672528-123673759	0.4525
1_MACS_peak_26817_lociStitched	chr7(.):123698702-123700859	1.1029
1_MACS_peak_26818_lociStitched	chr7(.):123884148-123885563	0.5884
2_MACS_peak_26819_lociStitched	chr7(.):123897150-123905727	0.961
1_MACS_peak_26821_lociStitched	chr7(.):124038518-124041221	1.1918
1_MACS_peak_26822_lociStitched	chr7(.):124051412-124054310	2.4441
1_MACS_peak_26823_lociStitched	chr7(.):124289053-124290538	0.8472
1_MACS_peak_26824_lociStitched	chr7(.):124307133-124308297	0.5461
1_MACS_peak_26825_lociStitched	chr7(.):124404289-124406284	2.0006
1_MACS_peak_26826_lociStitched	chr7(.):124439266-124440450	1.3665
1_MACS_peak_26827_lociStitched	chr7(.):124553859-124556121	0.8343
1_MACS_peak_26828_lociStitched	chr7(.):124568811-124570664	1.4665
3_MACS_peak_26829_lociStitched	chr7(.):124881028-124887575	0.5783
1_MACS_peak_26832_lociStitched	chr7(.):124895774-124896905	0.6753
1_MACS_peak_26833_lociStitched	chr7(.):125052808-125054335	0.6704
1_MACS_peak_26834_lociStitched	chr7(.):125207737-125209712	0.8557
2_MACS_peak_26835_lociStitched	chr7(.):125510940-125520029	0.4956
1_MACS_peak_26837_lociStitched	chr7(.):125606238-125607388	0.7476
1_MACS_peak_26838_lociStitched	chr7(.):126009758-126011543	0.8283
1_MACS_peak_26839_lociStitched	chr7(.):126050874-126052496	0.8637
2_MACS_peak_26840_lociStitched	chr7(.):126086625-126091961	0.9827
1_MACS_peak_26842_lociStitched	chr7(.):126339438-126343647	1.2323
1_MACS_peak_26843_lociStitched	chr7(.):126359188-126361665	0.8443
1_MACS_peak_26844_lociStitched	chr7(.):126417703-126419205	0.6834
1_MACS_peak_26845_lociStitched	chr7(.):127031128-127034007	2.8946
2_MACS_peak_26846_lociStitched	chr7(.):127053267-127059117	0.7898
2_MACS_peak_26848_lociStitched	chr7(.):127224401-127229541	1.5517
1_MACS_peak_26850_lociStitched	chr7(.):127290506-127293490	3.16
1_MACS_peak_26851_lociStitched	chr7(.):127495093-127500616	0.9622
1_MACS_peak_26852_lociStitched	chr7(.):127541801-127543043	0.546
1_MACS_peak_26853_lociStitched	chr7(.):127568496-127569919	0.5879
1_MACS_peak_26854_lociStitched	chr7(.):127642019-127645149	0.9167
1_MACS_peak_26855_lociStitched	chr7(.):127673986-127678861	0.6777
1_MACS_peak_26856_lociStitched	chr7(.):127746409-127753617	1.3829
1_MACS_peak_26857_lociStitched	chr7(.):127775080-127776665	0.736
1_MACS_peak_26858_lociStitched	chr7(.):127876408-127878121	1.1255
1_MACS_peak_26859_lociStitched	chr7(.):127982564-127984355	1.154
2_MACS_peak_26860_lociStitched	chr7(.):128044816-128050933	0.7295
1_MACS_peak_26862_lociStitched	chr7(.):128083468-128085336	0.984
1_MACS_peak_26863_lociStitched	chr7(.):128094945-128096916	1.4059
1_MACS_peak_26864_lociStitched	chr7(.):128115851-128118656	2.7131
1_MACS_peak_26865_lociStitched	chr7(.):128144656-128150063	3.4813
2_MACS_peak_26866_lociStitched	chr7(.):128162697-128173729	1.6651
1_MACS_peak_26868_lociStitched	chr7(.):128378290-128380605	1.9309
1_MACS_peak_26869_lociStitched	chr7(.):128430868-128432284	0.7632
1_MACS_peak_26870_lociStitched	chr7(.):128451369-128453937	1.2755
3_MACS_peak_26871_lociStitched	chr7(.):128499295-128510364	0.642
1_MACS_peak_26874_lociStitched	chr7(.):128523407-128525025	1.7585
1_MACS_peak_26875_lociStitched	chr7(.):128543902-128545270	0.8704
2_MACS_peak_26876_lociStitched	chr7(.):128571695-128582335	2.0707
2_MACS_peak_26878_lociStitched	chr7(.):128593575-128604405	0.648
1_MACS_peak_26880_lociStitched	chr7(.):128648270-128650857	1.0196
1_MACS_peak_26881_lociStitched	chr7(.):128693746-128696097	3.1398
2_MACS_peak_26882_lociStitched	chr7(.):128731434-128736831	1.2037
1_MACS_peak_26884_lociStitched	chr7(.):128749868-128751655	1.349
1_MACS_peak_26885_lociStitched	chr7(.):128760421-128765414	2.7953
1_MACS_peak_26886_lociStitched	chr7(.):128774317-128775811	0.8808
1_MACS_peak_26887_lociStitched	chr7(.):128863702-128866557	1.5772
1_MACS_peak_26888_lociStitched	chr7(.):128877300-128879978	0.9608
1_MACS_peak_26889_lociStitched	chr7(.):128899196-128900213	0.728
1_MACS_peak_26890_lociStitched	chr7(.):128983000-128985492	0.7433
1_MACS_peak_26891_lociStitched	chr7(.):129007273-129009434	1.1292
1_MACS_peak_26892_lociStitched	chr7(.):129040923-129042893	0.567
1_MACS_peak_26893_lociStitched	chr7(.):129073313-129075263	1.4032
1_MACS_peak_26894_lociStitched	chr7(.):129092875-129094821	0.5817
1_MACS_peak_26895_lociStitched	chr7(.):129141512-129143138	0.8026
1_MACS_peak_26896_lociStitched	chr7(.):129250202-129253123	2.3248
1_MACS_peak_26897_lociStitched	chr7(.):129358978-129361433	1.182
1_MACS_peak_26898_lociStitched	chr7(.):129418879-129421043	0.9098
1_MACS_peak_26899_lociStitched	chr7(.):129587813-129593353	5.3201
1_MACS_peak_26900_lociStitched	chr7(.):129620223-129622740	1.2788
1_MACS_peak_26901_lociStitched	chr7(.):129649361-129653216	1.2378
1_MACS_peak_26902_lociStitched	chr7(.):129674469-129675920	0.5343
1_MACS_peak_26903_lociStitched	chr7(.):129690421-129691895	0.7284
1_MACS_peak_26904_lociStitched	chr7(.):129709370-129711166	1.0138
1_MACS_peak_26905_lociStitched	chr7(.):129752022-129755191	0.7568
1_MACS_peak_26906_lociStitched	chr7(.):129844239-129846155	2.0539
1_MACS_peak_26907_lociStitched	chr7(.):129862919-129864446	0.6477
1_MACS_peak_26908_lociStitched	chr7(.):130079887-130082250	1.6432
1_MACS_peak_26909_lociStitched	chr7(.):130125707-130127030	0.9679
1_MACS_peak_26910_lociStitched	chr7(.):130352667-130354300	0.8328
1_MACS_peak_26911_lociStitched	chr7(.):130597022-130599625	1.7123
1_MACS_peak_26912_lociStitched	chr7(.):130644012-130647273	2.4493
1_MACS_peak_26913_lociStitched	chr7(.):130740573-130743640	0.9707
1_MACS_peak_26914_lociStitched	chr7(.):130789731-130797789	3.3617
1_MACS_peak_26915_lociStitched	chr7(.):130807730-130810445	1.4221
4_MACS_peak_26916_lociStitched	chr7(.):130902232-130917839	1.3302
1_MACS_peak_26920_lociStitched	chr7(.):131011690-131014126	2.2042
1_MACS_peak_26921_lociStitched	chr7(.):131043001-131044539	0.5414
1_MACS_peak_26922_lociStitched	chr7(.):131185473-131187603	0.9042
1_MACS_peak_26923_lociStitched	chr7(.):131206408-131208325	1.6473
1_MACS_peak_26924_lociStitched	chr7(.):131240175-131242226	1.3108
1_MACS_peak_26925_lociStitched	chr7(.):131762158-131765065	0.7977
1_MACS_peak_26926_lociStitched	chr7(.):132052673-132054745	1.1143
1_MACS_peak_26927_lociStitched	chr7(.):132124007-132125637	0.529
1_MACS_peak_26928_lociStitched	chr7(.):132194087-132197669	1.1502
1_MACS_peak_26929_lociStitched	chr7(.):132338089-132339394	0.6542
1_MACS_peak_26930_lociStitched	chr7(.):132687411-132688853	0.6663
1_MACS_peak_26931_lociStitched	chr7(.):132765750-132767318	1.9565
1_MACS_peak_26932_lociStitched	chr7(.):132937440-132938839	2.0424
2_MACS_peak_26933_lociStitched	chr7(.):133728509-133737187	0.8969
1_MACS_peak_26935_lociStitched	chr7(.):133755486-133757968	1.0344
1_MACS_peak_26936_lociStitched	chr7(.):133768404-133770495	0.7771
1_MACS_peak_26937_lociStitched	chr7(.):133838910-133840884	0.833
1_MACS_peak_26938_lociStitched	chr7(.):133858319-133860598	0.7311
1_MACS_peak_26939_lociStitched	chr7(.):133928439-133932089	1.5302
1_MACS_peak_26940_lociStitched	chr7(.):133977278-133979373	0.9135
1_MACS_peak_26941_lociStitched	chr7(.):134000679-134002565	1.1665
1_MACS_peak_26942_lociStitched	chr7(.):134142801-134144778	1.4029
1_MACS_peak_26943_lociStitched	chr7(.):134330306-134332564	0.9827
1_MACS_peak_26944_lociStitched	chr7(.):134594888-134596798	0.5821
1_MACS_peak_26945_lociStitched	chr7(.):134638932-134640625	0.9871
2_MACS_peak_26946_lociStitched	chr7(.):134670217-134683959	1.8958
1_MACS_peak_26948_lociStitched	chr7(.):134830847-134834554	2.8364
2_MACS_peak_26949_lociStitched	chr7(.):134842108-134857467	1.4046
1_MACS_peak_26951_lociStitched	chr7(.):134895118-134897190	1.7979
2_MACS_peak_26952_lociStitched	chr7(.):134923476-134932755	0.4635
1_MACS_peak_26954_lociStitched	chr7(.):135193347-135195719	1.6884
1_MACS_peak_26955_lociStitched	chr7(.):135242051-135243863	5.5715
1_MACS_peak_26956_lociStitched	chr7(.):135346412-135348083	1.161
1_MACS_peak_26957_lociStitched	chr7(.):135660462-135662604	1.3708
1_MACS_peak_26958_lociStitched	chr7(.):135678189-135679888	0.7564
1_MACS_peak_26959_lociStitched	chr7(.):135977435-135979261	0.8909
3_MACS_peak_26960_lociStitched	chr7(.):136031622-136046741	1.3319
1_MACS_peak_26963_lociStitched	chr7(.):136210359-136213247	0.8587
1_MACS_peak_26964_lociStitched	chr7(.):136361713-136363469	0.8298
1_MACS_peak_26965_lociStitched	chr7(.):136410192-136412431	0.7096
1_MACS_peak_26966_lociStitched	chr7(.):136976925-136978806	0.6483
3_MACS_peak_26967_lociStitched	chr7(.):137424420-137440896	1.2945
1_MACS_peak_26970_lociStitched	chr7(.):137583413-137584968	0.8285
1_MACS_peak_26971_lociStitched	chr7(.):137618890-137621597	0.8184
1_MACS_peak_26972_lociStitched	chr7(.):137664280-137673826	1.8507
5_MACS_peak_26973_lociStitched	chr7(.):137683896-137727146	0.8566
1_MACS_peak_26978_lociStitched	chr7(.):137979171-137980562	0.7244
1_MACS_peak_26979_lociStitched	chr7(.):138144659-138146740	1.8823
1_MACS_peak_26980_lociStitched	chr7(.):138194405-138195834	0.7238
1_MACS_peak_26981_lociStitched	chr7(.):138571035-138572250	0.5872
1_MACS_peak_26982_lociStitched	chr7(.):138665134-138667029	0.5816
1_MACS_peak_26983_lociStitched	chr7(.):138792738-138795571	1.912
1_MACS_peak_26984_lociStitched	chr7(.):138915132-138917417	1.1521
1_MACS_peak_26985_lociStitched	chr7(.):139024213-139027796	4.898
1_MACS_peak_26986_lociStitched	chr7(.):139042578-139046319	4.4893
1_MACS_peak_26987_lociStitched	chr7(.):139178717-139181381	0.9009
1_MACS_peak_26988_lociStitched	chr7(.):139430438-139432209	0.639
3_MACS_peak_26989_lociStitched	chr7(.):139465880-139478951	1.2849
1_MACS_peak_26992_lociStitched	chr7(.):139496768-139500603	2.5576
1_MACS_peak_26993_lociStitched	chr7(.):139509571-139512310	0.7068
1_MACS_peak_26994_lociStitched	chr7(.):139553959-139556367	1.8242
1_MACS_peak_26995_lociStitched	chr7(.):139566853-139569505	1.0045
1_MACS_peak_26996_lociStitched	chr7(.):139598246-139600775	0.7229
1_MACS_peak_26997_lociStitched	chr7(.):139613405-139619440	2.5282
1_MACS_peak_26998_lociStitched	chr7(.):139761755-139763638	0.9182
1_MACS_peak_26999_lociStitched	chr7(.):139874828-139877872	1.1363
1_MACS_peak_27000_lociStitched	chr7(.):139908576-139915307	1.4448
1_MACS_peak_27001_lociStitched	chr7(.):139929309-139931947	0.7219
1_MACS_peak_27002_lociStitched	chr7(.):139951681-139953872	0.7379
1_MACS_peak_27003_lociStitched	chr7(.):140097554-140098412	0.8337
1_MACS_peak_27004_lociStitched	chr7(.):140176390-140179978	1.3194
1_MACS_peak_27005_lociStitched	chr7(.):140316748-140317974	0.6446
1_MACS_peak_27006_lociStitched	chr7(.):140371937-140377427	2.2758
1_MACS_peak_27007_lociStitched	chr7(.):140395647-140398058	2.1337
1_MACS_peak_27008_lociStitched	chr7(.):140622980-140625589	2.3747
1_MACS_peak_27009_lociStitched	chr7(.):140711854-140715689	1.7205
1_MACS_peak_27010_lociStitched	chr7(.):140770606-140775139	1.5245
1_MACS_peak_27011_lociStitched	chr7(.):140874873-140879115	1.2377
1_MACS_peak_27012_lociStitched	chr7(.):140924038-140927601	1.9076
2_MACS_peak_27013_lociStitched	chr7(.):140989459-140995912	0.8945
1_MACS_peak_27015_lociStitched	chr7(.):141015232-141022433	1.543
1_MACS_peak_27016_lociStitched	chr7(.):141092114-141094039	0.6861
1_MACS_peak_27017_lociStitched	chr7(.):141218278-141221265	0.7726
2_MACS_peak_27018_lociStitched	chr7(.):141248829-141259737	1.5286
1_MACS_peak_27020_lociStitched	chr7(.):141359380-141361074	0.8347
1_MACS_peak_27021_lociStitched	chr7(.):141400522-141401927	0.8303
1_MACS_peak_27022_lociStitched	chr7(.):141436700-141439269	1.9621
3_MACS_peak_27023_lociStitched	chr7(.):141569505-141577255	1.1932
1_MACS_peak_27026_lociStitched	chr7(.):141614527-141617567	0.8411
2_MACS_peak_27027_lociStitched	chr7(.):141659522-141666325	0.4741
1_MACS_peak_27029_lociStitched	chr7(.):141674858-141676965	2.1105
1_MACS_peak_27030_lociStitched	chr7(.):141851396-141855360	1.0142
1_MACS_peak_27031_lociStitched	chr7(.):141876579-141879033	1.0896
1_MACS_peak_27032_lociStitched	chr7(.):141885703-141889201	1.0835
1_MACS_peak_27033_lociStitched	chr7(.):141997802-141999308	0.7707
1_MACS_peak_27034_lociStitched	chr7(.):142110953-142112559	0.8841
1_MACS_peak_27035_lociStitched	chr7(.):142146912-142150489	1.3013
3_MACS_peak_27036_lociStitched	chr7(.):142158782-142173488	0.8077
2_MACS_peak_27039_lociStitched	chr7(.):142188351-142197944	1.1667
1_MACS_peak_27041_lociStitched	chr7(.):142249277-142250841	0.637
1_MACS_peak_27042_lociStitched	chr7(.):142274816-142276167	0.554
1_MACS_peak_27043_lociStitched	chr7(.):142408188-142409821	0.6374
2_MACS_peak_27044_lociStitched	chr7(.):142417445-142424728	0.6914
1_MACS_peak_27046_lociStitched	chr7(.):142440302-142442299	0.8461
3_MACS_peak_27047_lociStitched	chr7(.):142490303-142509385	1.1987
1_MACS_peak_27050_lociStitched	chr7(.):142653457-142654966	0.7922
1_MACS_peak_27051_lociStitched	chr7(.):142868224-142871224	1.0063
1_MACS_peak_27052_lociStitched	chr7(.):142901844-142904328	1.398
1_MACS_peak_27053_lociStitched	chr7(.):142959883-142961473	0.9296
1_MACS_peak_27054_lociStitched	chr7(.):142984497-142986755	1.7113
1_MACS_peak_27055_lociStitched	chr7(.):143076947-143079411	1.3539
1_MACS_peak_27056_lociStitched	chr7(.):143154723-143156425	0.5873
2_MACS_peak_27057_lociStitched	chr7(.):143183845-143191958	0.5392
2_MACS_peak_27059_lociStitched	chr7(.):143315039-143320363	1.8193
1_MACS_peak_27061_lociStitched	chr7(.):143397776-143399781	1.4927
1_MACS_peak_27062_lociStitched	chr7(.):143531543-143535065	2.4646
1_MACS_peak_27063_lociStitched	chr7(.):143598001-143599689	1.6004
1_MACS_peak_27064_lociStitched	chr7(.):144349670-144351439	0.631
1_MACS_peak_27065_lociStitched	chr7(.):144509152-144510800	0.7677
1_MACS_peak_27066_lociStitched	chr7(.):144532042-144533722	1.0599
1_MACS_peak_27067_lociStitched	chr7(.):144779059-144781046	1.1797
1_MACS_peak_27068_lociStitched	chr7(.):144960092-144963317	0.7054
1_MACS_peak_27069_lociStitched	chr7(.):145074275-145076871	0.9063
1_MACS_peak_27070_lociStitched	chr7(.):146352162-146354350	0.6653
1_MACS_peak_27071_lociStitched	chr7(.):146602582-146603564	0.6165
1_MACS_peak_27072_lociStitched	chr7(.):147952733-147954578	0.9654
1_MACS_peak_27073_lociStitched	chr7(.):148000694-148002600	0.5936
1_MACS_peak_27074_lociStitched	chr7(.):148198030-148200622	1.2127
2_MACS_peak_27075_lociStitched	chr7(.):148251710-148263631	1.1768
2_MACS_peak_27077_lociStitched	chr7(.):148272439-148282616	0.5632
1_MACS_peak_27079_lociStitched	chr7(.):148394440-148398645	3.0714
1_MACS_peak_27080_lociStitched	chr7(.):148407271-148414175	1.5882
1_MACS_peak_27081_lociStitched	chr7(.):148468620-148471418	1.2435
1_MACS_peak_27082_lociStitched	chr7(.):148535618-148537355	0.569
1_MACS_peak_27083_lociStitched	chr7(.):148579622-148582832	2.9089
1_MACS_peak_27084_lociStitched	chr7(.):148637268-148639305	3.1029
1_MACS_peak_27085_lociStitched	chr7(.):148659567-148661133	1.0672
2_MACS_peak_27086_lociStitched	chr7(.):148680158-148685646	0.9408
1_MACS_peak_27088_lociStitched	chr7(.):148723729-148726786	1.4949
1_MACS_peak_27089_lociStitched	chr7(.):148761594-148763433	1.2086
1_MACS_peak_27090_lociStitched	chr7(.):148787010-148789519	1.7389
1_MACS_peak_27091_lociStitched	chr7(.):148822170-148825830	2.4095
1_MACS_peak_27092_lociStitched	chr7(.):148842601-148846028	2.3074
1_MACS_peak_27093_lociStitched	chr7(.):148892157-148894686	1.2511
1_MACS_peak_27094_lociStitched	chr7(.):148935150-148937900	1.8509
1_MACS_peak_27095_lociStitched	chr7(.):148958088-148960255	1.4464
1_MACS_peak_27096_lociStitched	chr7(.):148979943-148983443	2.2257
1_MACS_peak_27097_lociStitched	chr7(.):149018442-149019975	1.1404
1_MACS_peak_27098_lociStitched	chr7(.):149157523-149158645	0.6458
1_MACS_peak_27099_lociStitched	chr7(.):149193705-149194937	0.786
1_MACS_peak_27100_lociStitched	chr7(.):149320551-149322678	1.2569
1_MACS_peak_27101_lociStitched	chr7(.):149411188-149412935	0.8205
2_MACS_peak_27102_lociStitched	chr7(.):149468230-149470725	0.5862
1_MACS_peak_27104_lociStitched	chr7(.):149534631-149536633	0.9739
2_MACS_peak_27105_lociStitched	chr7(.):149565126-149572229	0.7679
2_MACS_peak_27107_lociStitched	chr7(.):150009544-150021559	1.4107
1_MACS_peak_27109_lociStitched	chr7(.):150052997-150055377	0.7099
2_MACS_peak_27110_lociStitched	chr7(.):150062265-150084769	3.1621
2_MACS_peak_27112_lociStitched	chr7(.):150100432-150115065	2.6084
