GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
NM_006949	chr19(.):7696990-7717759	0.3285
NM_001171155	chr19(.):7689670-7701510	0.2164
NM_174895	chr19(.):7691506-7703570	0.2228
NM_020415	chr19(.):7728971-7740340	1.6769
NM_014257	chr19(.):7823034-7839491	1.0053
NM_001144899	chr19(.):7799880-7817464	0.9921
NM_174918	chr19(.):7736942-7749719	1.1477
NM_002002	chr19(.):7748642-7772032	1.2204
NR_002931	chr19(.):7847369-7860898	1.328
NM_174894	chr19(.):7740760-7752748	0.9662
NM_001042462	chr19(.):7740706-7752748	0.97
NM_001042461	chr19(.):7740763-7752748	0.9661
NM_198492	chr19(.):7788842-7802057	1.0761
NR_030717	chr19(.):7980866-7993136	0.6134
NM_145185	chr19(.):7963764-7984363	0.6194
NM_003083	chr19(.):7980193-7993136	0.6561
NM_001159944	chr19(.):7906385-7934862	0.7964
NM_145245	chr19(.):7890160-7934862	0.6746
NM_206833	chr19(.):7984380-7996051	0.2034
NM_001190467	chr19(.):7928604-7944326	0.7473
NR_033250	chr19(.):7938516-7950117	0.6511
NM_025061	chr19(.):7948389-7971908	1.1994
NM_001195259	chr19(.):7976031-7988980	0.6341
NM_032447	chr19(.):8125286-8217385	1.1635
NM_001031	chr19(.):8381383-8392280	0.3627
NM_005001	chr19(.):8371233-8391280	0.1971
NM_016579	chr19(.):8362010-8378240	0.095
NM_024552	chr19(.):8269216-8332304	1.0215
NM_139314	chr19(.):8424010-8444257	0.4671
NM_004218	chr19(.):8450204-8474317	0.108
NM_012335	chr19(.):8580673-8647331	0.9587
NM_032152	chr19(.):8549939-8572538	0.5998
NM_001146175	chr19(.):8570461-8584048	0.5713
NM_178525	chr19(.):8802750-8814172	0.4567
NM_001004699	chr19(.):8836390-8847335	0.3682
NM_144693	chr19(.):8915381-8938565	0.1334
NM_018687	chr19(.):11345294-11357619	1.1701
NM_020812	chr19(.):11304970-11378157	0.8395
NM_001136191	chr19(.):11269942-11313243	0.0784
NM_012466	chr19(.):11401823-11442672	0.5913
NM_052850	chr19(.):13059971-13073050	0.2314
NM_005053	chr19(.):13051653-13069455	0.0871
NM_152654	chr19(.):13075431-13090567	0.6064
NM_024323	chr19(.):13988167-14021909	0.237
NR_029613	chr19(.):13980512-13990622	1.3592
NR_036515	chr19(.):13940329-13952103	0.061
NM_001098622	chr19(.):13982949-13996571	0.8506
NR_030179	chr19(.):13980688-13990825	1.3377
NR_029497	chr19(.):13942100-13952173	0.0642
NR_029495	chr19(.):13942400-13952473	0.0685
NR_029501	chr19(.):13942253-13952331	0.0671
NM_207518	chr19(.):14197506-14229992	0.0742
NM_002730	chr19(.):14197506-14233559	0.07
NM_018154	chr19(.):14225320-14252440	0.0628
NM_000435	chr19(.):15265443-15316792	0.9214
NM_001142886	chr19(.):15332732-15348858	0.5028
NM_024794	chr19(.):15332729-15348231	0.5219
NM_173544	chr19(.):17629109-17669648	1.0918
NM_024656	chr19(.):17661510-17698965	0.2263
NM_012088	chr19(.):17617431-17637097	0.4495
NM_001098524	chr19(.):17629109-17667835	1.1419
NM_015122	chr19(.):17857285-17904377	0.2151
NM_014256	chr19(.):17900918-17929385	1.0469
NM_005543	chr19(.):17922321-17937320	0.6733
NM_001161358	chr19(.):17853526-17904377	0.2151
NM_138442	chr19(.):18040904-18059794	0.2426
NM_001136203	chr19(.):18038823-18059794	0.2999
NR_001593	chr19(.):17965726-17979118	0.5697
NM_000980	chr19(.):17965730-17979124	0.5704
NR_000012	chr19(.):17968396-17978529	0.3934
NM_000453	chr19(.):17977781-18010983	1.1144
NM_001025604	chr19(.):18106943-18129911	1.4129
NM_015683	chr19(.):18113976-18129911	1.2324
NM_153701	chr19(.):18176371-18202697	0.1027
NM_001098818	chr19(.):18313770-18342248	1.3209
NM_006332	chr19(.):18279578-18293927	0.2276
NM_032683	chr19(.):18299039-18312550	0.1511
NM_002866	chr19(.):18302610-18319874	0.182
NM_001098819	chr19(.):18313770-18340303	1.3484
NM_001145305	chr19(.):18362905-18390319	0.9369
NR_036155	chr19(.):18387886-18397971	0.2334
NM_005354	chr19(.):18385562-18397432	0.1913
NR_036575	chr19(.):18355759-18371229	1.2395
NM_024069	chr19(.):18663571-18685197	0.116
NM_003333	chr19(.):18677613-18693270	0.1945
NM_004750	chr19(.):18699034-18722660	1.4553
NM_012109	chr19(.):18718681-18736849	1.8234
NM_001100419	chr19(.):18694494-18708147	0.4023
NM_018316	chr19(.):18742837-18786302	0.0846
NM_001136199	chr19(.):35486245-35522373	0.2302
NM_182983	chr19(.):35526409-35562477	0.8901
NM_001037	chr19(.):35516591-35536353	1.1698
NM_199037	chr19(.):35516591-35530174	1.0514
NM_021175	chr19(.):35768409-35781045	0.6328
NM_005304	chr19(.):35844487-35856389	0.8144
NM_001185099	chr19(.):35815071-35843264	1.2547
NM_005303	chr19(.):35837444-35848367	1.1457
NM_001199216	chr19(.):35777988-35809709	0.7574
NM_014364	chr19(.):36019313-36041221	0.6719
NM_207392	chr19(.):35973227-35986356	0.8931
NM_001190349	chr19(.):35989205-36009560	1.6982
NM_001166034	chr19(.):36009268-36024253	1.2481
NM_033317	chr19(.):35983118-36009560	1.5732
NM_005306	chr19(.):35935616-35947669	0.4205
NM_001126059	chr19(.):35983118-36006391	1.6393
NM_032635	chr19(.):36031544-36043428	0.1925
NR_033746	chr19(.):35983118-36006412	1.6384
NM_001035516	chr19(.):35983118-35997813	1.4688
NM_019104	chr19(.):36234511-36250420	0.0745
NM_144617	chr19(.):36240469-36252930	0.0628
NM_052948	chr19(.):36261416-36284724	0.2375
NM_021232	chr19(.):36285891-36309201	1.1441
NM_001039887	chr19(.):36244043-36265077	0.0838
NM_003332	chr19(.):36390302-36404211	0.6761
NM_001024807	chr19(.):36354400-36375699	1.1047
NM_014266	chr19(.):36388381-36400173	0.565
NM_199179	chr19(.):36342809-36363048	1.2821
NM_004646	chr19(.):36311273-36347895	0.9939
NM_139239	chr19(.):36374142-36396552	0.2231
NM_203486	chr19(.):39984556-40004121	1.2929
NM_152361	chr19(.):40016629-40028494	0.1109
NM_153232	chr19(.):40024446-40035838	0.1182
NM_182704	chr19(.):40000752-40016326	0.6221
NM_006890	chr19(.):42172234-42197096	0.5551
NM_002483	chr19(.):42254397-42281113	0.9018
NM_001815	chr19(.):42295533-42320591	1.0102
NM_004363	chr19(.):42207529-42239437	0.9379
NM_001783	chr19(.):42376189-42390439	0.2174
NM_001040283	chr19(.):42344085-42361397	0.7443
NM_173506	chr19(.):42336149-42353508	0.8508
NM_006423	chr19(.):42455832-42468528	0.2563
NM_004706	chr19(.):42382266-42416604	0.2152
NM_199002	chr19(.):42383445-42416604	0.2109
NM_001022	chr19(.):42358987-42380484	0.116
NM_002088	chr19(.):42497472-42574957	0.9242
NM_152296	chr19(.):42465733-42503382	1.548
NM_001128916	chr19(.):45389476-45411946	0.4315
NR_028414	chr19(.):45425059-45439643	0.9987
NM_000041	chr19(.):45404038-45417650	1.0367
NM_001645	chr19(.):45412920-45427606	0.8273
NM_138568	chr19(.):45710878-45742469	1.1407
NM_024108	chr19(.):45661185-45686485	0.5046
NM_212550	chr19(.):45677002-45690058	0.1041
NM_031417	chr19(.):45749841-45813541	0.1366
NM_002516	chr19(.):46437770-46481657	0.9097
NM_001029861	chr19(.):46411472-46423036	1.005
NM_005091	chr19(.):46517411-46531556	0.0901
NM_001080402	chr19(.):46493338-46526874	0.1212
NR_030412	chr19(.):46517189-46527307	0.0941
NM_032040	chr19(.):46908585-46921919	1.1194
NM_020709	chr19(.):46989447-47004169	1.8833
NM_001103149	chr19(.):46964747-46979820	1.2728
NM_033258	chr19(.):47132332-47142939	1.7537
NM_005184	chr19(.):47099511-47119039	0.4258
NM_145056	chr19(.):47145868-47169395	0.9463
NM_000960	chr19(.):47118724-47133354	1.6
NM_001009813	chr19(.):47901380-47927785	1.9148
NM_014681	chr19(.):47847537-47890961	0.1688
NM_020160	chr19(.):47901382-47927785	1.915
NM_003827	chr19(.):47985890-48023497	0.0825
NM_007059	chr19(.):47973399-47992521	0.5979
NM_015710	chr19(.):48243792-48265323	0.166
NR_003048	chr19(.):48254109-48264219	0.07
NM_003009	chr19(.):48276841-48292943	0.3324
NR_024227	chr19(.):48422035-48432156	2.4483
NM_014959	chr19(.):48706342-48758104	0.0508
NM_001184900	chr19(.):48706342-48749320	0.0511
NR_033678	chr19(.):48706342-48757890	0.0506
NM_144577	chr19(.):48794708-48828332	0.7551
NM_001425	chr19(.):48823628-48838810	0.1007
NM_153608	chr19(.):48769653-48795863	0.8698
NM_001080434	chr19(.):48983527-49021446	0.9645
NM_017708	chr19(.):49098856-49121694	0.9304
NM_020126	chr19(.):49117547-49138662	0.0845
NM_004605	chr19(.):49073992-49107684	1.195
NM_001352	chr19(.):49128816-49145639	0.2935
NM_133498	chr19(.):49104999-49115971	0.7733
NM_000979	chr19(.):49113587-49127433	0.1096
NM_001217	chr19(.):49136271-49154451	0.5865
NM_177973	chr19(.):49050428-49107684	1.228
NM_017805	chr19(.):49218841-49248970	0.8471
NM_182575	chr19(.):49239144-49255166	0.8658
NM_000511	chr19(.):49194227-49214191	1.2088
NM_019113	chr19(.):49254343-49266582	1.1006
NM_000148	chr19(.):49246267-49263647	0.928
NM_001130915	chr19(.):49211254-49227976	0.8557
NM_182574	chr19(.):49211254-49225214	0.8841
NM_145807	chr19(.):49159663-49181264	1.0486
NM_001164773	chr19(.):49293318-49319320	0.157
NR_028451	chr19(.):49293318-49319178	0.1572
NR_024244	chr19(.):49529925-49540044	1.3414
NM_001161587	chr19(.):49466381-49501610	0.0779
NM_033377	chr19(.):49533825-49545191	1.3928
NM_033378	chr19(.):49530129-49541495	1.3417
NM_000737	chr19(.):49521126-49532593	1.4904
NM_000894	chr19(.):49514236-49525347	0.6299
NM_006666	chr19(.):49492155-49524182	0.2205
NR_004383	chr19(.):49535276-49545404	1.3868
NM_033183	chr19(.):49545894-49557368	1.7099
NM_033142	chr19(.):49552530-49563997	1.8124
NM_031886	chr19(.):49565674-49581198	1.1341
NM_006179	chr19(.):49559396-49572124	1.669
NM_033043	chr19(.):49542101-49553568	1.7083
NM_003089	chr19(.):49583464-49616870	0.0974
NM_018111	chr19(.):49616653-49627397	0.7756
NM_003660	chr19(.):49617662-49659280	0.7317
NM_022165	chr19(.):49612617-49626717	0.6081
NM_003598	chr19(.):49838854-49870714	0.8119
NM_014419	chr19(.):49862041-49883373	0.9485
NM_001197302	chr19(.):49861986-49883373	0.9484
NM_001195256	chr19(.):49924687-49937075	1.8701
NM_144688	chr19(.):49886474-49926256	0.8897
NM_178449	chr19(.):49920670-49931698	1.999
NR_000021	chr19(.):49988222-49998304	0.0619
NM_001015	chr19(.):49994633-50007944	0.125
NR_000018	chr19(.):49989431-49999517	0.0743
NM_153329	chr19(.):49951472-49979305	0.0595
NM_001459	chr19(.):49972485-49994488	0.0599
NM_020650	chr19(.):50025874-50051890	1.0891
NM_001136019	chr19(.):50010535-50034685	1.2466
NR_001285	chr19(.):49995975-50006062	0.1281
NR_000020	chr19(.):49988873-49998956	0.0717
NR_000019	chr19(.):49989163-49999229	0.0738
NM_017916	chr19(.):49944549-49960115	0.2366
NR_026712	chr19(.):49985864-50000096	0.0697
NM_004107	chr19(.):50011435-50034685	1.265
NR_029703	chr19(.):49999041-50009125	0.149
NM_000951	chr19(.):50079586-50099265	0.1159
NR_027257	chr19(.):50548936-50575052	0.3755
NR_024227	chr19(.):50590745-50600866	1.3986
NR_024227	chr19(.):50596082-50606203	2.09
NR_024225	chr19(.):50626658-50636779	1.784
NR_024225	chr19(.):50615976-50626097	2.0405
NR_024242	chr19(.):50621330-50631451	1.9307
NR_024228	chr19(.):50610624-50620745	2.0506
NR_024228	chr19(.):50605270-50615391	2.0729
NR_024228	chr19(.):50602211-50612332	2.1538
NR_024215	chr19(.):50599147-50609268	2.2079
NR_024243	chr19(.):50638458-50648577	1.4391
NR_024230	chr19(.):50637374-50647494	1.7813
NM_152358	chr19(.):50650804-50671538	0.4158
NR_024231	chr19(.):50632001-50642121	2.2849
NM_206538	chr19(.):50974735-50991608	0.1971
NM_002691	chr19(.):50882592-50926271	0.0936
NM_004533	chr19(.):50931159-50974583	1.1689
NM_138411	chr19(.):50965044-50985003	0.8078
NM_003121	chr19(.):50917194-50937250	0.5568
NM_001024656	chr19(.):51009856-51022947	0.3151
NM_001080457	chr19(.):51015149-51076302	1.0267
NM_001114598	chr19(.):51009856-51022142	0.3083
NM_138334	chr19(.):51004258-51019345	0.2357
NR_004384	chr19(.):51103219-51113342	0.3513
NM_000363	chr19(.):55658135-55674100	0.9285
NM_178837	chr19(.):55665030-55683018	0.9688
NM_001126132	chr19(.):55639160-55665606	1.2361
NM_133180	chr19(.):55582220-55604291	0.4657
NM_003180	chr19(.):55679468-55696720	1.4457
NM_017729	chr19(.):55586759-55604291	0.5439
NM_017607	chr19(.):55597280-55633927	0.2357
NM_173804	chr19(.):55733001-55745632	0.0452
NM_001145402	chr19(.):55861275-55879620	1.2113
NM_000641	chr19(.):55870756-55886814	1.6156
NM_014501	chr19(.):55907649-55924325	0.1407
NM_001136137	chr19(.):55892299-55904087	0.0726
NM_139172	chr19(.):55883203-55894612	0.7213
NM_001145176	chr19(.):55935104-55959230	1.1351
NM_001190764	chr19(.):55885611-55900627	0.2579
NM_032701	chr19(.):55846220-55864489	0.3946
NM_144613	chr19(.):55856069-55871182	0.8132
NM_001101401	chr19(.):56036099-56053435	0.8919
NM_001144950	chr19(.):55994869-56035466	1.4913
NM_020378	chr19(.):55991556-56003935	1.3907
NM_033113	chr19(.):55982698-56000854	0.6272
NM_001195267	chr19(.):55994869-56020691	1.6386
NM_001145014	chr19(.):56265506-56279541	1.1904
NM_033118	chr20(.):30402177-30427500	0.3113
NM_014835	chr20(.):60808579-60876269	0.1372
NM_023068	chr20(.):3662616-3692775	0.6943
NM_080618	chr20(.):56067223-56105154	0.1714
NM_024663	chr20(.):57262861-57295900	0.1787
NR_034147	chr20(.):57085434-57199948	0.7885
NR_002785	chr20(.):57388972-57430958	0.6005
NM_001794	chr20(.):59822558-60517299	0.7635
NR_003244	chr20(.):61727643-61740737	0.9868
NM_002531	chr20(.):61335188-61399123	1.8577
NM_199359	chr20(.):62491589-62527890	0.0818
NM_001958	chr20(.):62114365-62135505	1.51
NM_025224	chr20(.):62370877-62441856	0.9851
NM_145762	chr20(.):3634938-3649046	0.4381
NM_153202	chr20(.):3643619-3667738	1.1898
NM_001197327	chr20(.):3708316-3738758	0.4294
NM_001012644	chr20(.):30443869-30462801	1.5977
NM_177991	chr20(.):30443869-30463011	1.5874
NM_004118	chr20(.):30427102-30438420	1.647
NM_080611	chr20(.):30443869-30463479	1.558
NM_001008409	chr20(.):30453504-30535858	0.4795
NM_173073	chr20(.):44973176-44998064	0.0706
NR_034124	chr20(.):48904256-48936456	1.1777
NM_002591	chr20(.):56131136-56146513	1.4321
NM_001160419	chr20(.):56182946-56200632	0.1324
NM_003763	chr20(.):57221327-57259582	0.0946
NR_030580	chr20(.):57388280-57398368	0.7343
NR_029844	chr20(.):57387669-57397749	0.7844
NM_001077490	chr20(.):57423035-57491250	0.2136
NM_016592	chr20(.):57409794-57491250	0.2636
NR_031658	chr20(.):60523601-60533718	0.6579
NM_015666	chr20(.):60753080-60782810	0.0571
NM_007232	chr20(.):60785016-60800323	2.1689
NM_005560	chr20(.):60879120-60947368	0.1004
NM_001024	chr20(.):60957120-60968576	0.0733
NM_031215	chr20(.):60958685-60987339	0.2712
NM_080473	chr20(.):61033552-61056026	2.3466
NM_080833	chr20(.):60980292-61007629	2.0337
NM_178463	chr20(.):61142659-61172971	2.5099
NR_029780	chr20(.):61146512-61156583	2.8228
NR_033263	chr20(.):61136437-61153768	2.1053
NR_029676	chr20(.):61157118-61167220	2.5169
NR_024470	chr20(.):61289378-61302973	0.0635
NM_016354	chr20(.):61268796-61308647	0.175
NM_001853	chr20(.):61443413-61477511	1.292
NM_007346	chr20(.):61431176-61450352	0.7107
NM_018270	chr20(.):61422804-61436945	0.2812
NM_001193370	chr20(.):61513566-61562903	0.0564
NM_080797	chr20(.):61513566-61574304	0.0598
NM_022082	chr20(.):61578998-61604949	1.2413
NM_017896	chr20(.):61564440-61584827	0.085
NM_080606	chr20(.):61632330-61643387	1.6867
NR_003245	chr20(.):61721844-61738671	1.3409
NR_028295	chr20(.):61660568-61673380	1.5126
NR_033369	chr20(.):61664362-61690215	1.4797
NR_033370	chr20(.):61635734-61721423	1.4487
NR_029670	chr20(.):61804851-61814938	1.6986
NM_017798	chr20(.):61821781-61852538	0.2104
NM_139317	chr20(.):61862275-61876854	2.1833
NM_000744	chr20(.):61969664-61997695	1.5969
NR_024389	chr20(.):61880329-61897967	2.2553
NM_018209	chr20(.):61899164-61926142	0.5055
NR_036220	chr20(.):61913159-61923218	0.2135
NM_020882	chr20(.):61919537-61967285	1.5366
NM_152864	chr20(.):61867135-61890892	2.3138
NR_036163	chr20(.):61865130-61875194	2.0882
NM_172109	chr20(.):62060031-62108993	1.872
NM_172106	chr20(.):62032541-62108993	1.9818
NM_024299	chr20(.):62147132-62158524	0.7974
NM_024059	chr20(.):62179372-62193035	1.2681
NM_080823	chr20(.):62167162-62183857	1.7898
NM_033405	chr20(.):62184438-62204107	0.518
NM_005975	chr20(.):62154775-62173707	0.893
NM_001037335	chr20(.):62184438-62210592	0.5871
NM_001083113	chr20(.):62333793-62372494	0.0744
NM_181485	chr20(.):62334379-62372494	0.075
NM_017806	chr20(.):62362977-62375460	0.0922
NM_003224	chr20(.):62324994-62344355	0.0811
NM_020062	chr20(.):62366210-62380403	0.2738
NM_080622	chr20(.):62487565-62499341	0.3348
NM_025219	chr20(.):62521454-62572384	0.0507
NR_027686	chr20(.):62660696-62676315	0.8493
NM_018419	chr20(.):62674078-62685979	1.8917
NM_182647	chr20(.):62706487-62736996	1.2764
NM_001039467	chr20(.):62699534-62716324	0.6761
NM_005286	chr20(.):62732182-62743184	2.085
NM_003195	chr20(.):62689009-62708700	0.4095
NM_005873	chr20(.):62699534-62715845	0.6253
NM_001007125	chr20(.):62709732-62720712	1.5837
NM_198723	chr20(.):62683438-62708700	0.6975
NM_001104925	chr20(.):62882047-62912579	0.0905
NM_004535	chr20(.):62790826-62878606	1.5401
NM_016818	chr21(.):43634266-43722354	0.6176
NM_080860	chr21(.):43887596-43921401	0.3496
NM_207174	chr21(.):43635007-43722354	0.6189
NM_207629	chr21(.):43631186-43722354	0.613
NM_207627	chr21(.):43614798-43722354	0.5476
NM_207628	chr21(.):43614921-43722354	0.5482
NM_001001581	chr21(.):44068861-44200618	2.0706
NM_002626	chr21(.):45714929-45752256	0.1884
NM_144991	chr21(.):45912774-46136495	1.2685
NR_024108	chr21(.):45714924-45752261	0.1888
NM_015834	chr21(.):46489492-46651478	0.5873
NM_030582	chr21(.):46870423-46938634	1.9247
NM_130445	chr21(.):46820096-46938634	2.0546
NM_020528	chr21(.):47264874-47367368	0.6343
NM_009586	chr21(.):38066990-38123219	0.7136
NM_005069	chr21(.):38066990-38127510	0.6654
NR_024367	chr21(.):43094461-43122496	1.1027
NR_024028	chr21(.):43131595-43142742	1.6477
NM_020639	chr21(.):43154528-43192249	1.5751
NR_027272	chr21(.):43126679-43140935	1.3834
NM_003226	chr21(.):43726776-43740706	2.1887
NM_005423	chr21(.):43761466-43776208	1.6348
NM_024022	chr21(.):43786995-43821200	1.4267
NM_032405	chr21(.):43796984-43821200	1.0871
NM_003225	chr21(.):43777390-43791644	2.0315
NM_018961	chr21(.):43819018-43872774	1.2211
NR_027348	chr21(.):43786995-43814253	1.6394
NM_018964	chr21(.):43914741-44006550	0.495
NM_173354	chr21(.):44829397-44852002	0.1503
NR_026960	chr21(.):44864903-44878771	2.1368
NR_026863	chr21(.):44876973-44903103	0.95
NM_000383	chr21(.):45700762-45723102	2.0825
NM_175867	chr21(.):45661222-45687099	1.4203
NM_015259	chr21(.):45641721-45665834	0.144
NM_000658	chr21(.):45705273-45723110	2.0341
NM_003307	chr21(.):45768483-45867964	1.3667
NM_004928	chr21(.):45743826-45764285	0.283
NR_026547	chr21(.):45932097-45943860	1.8096
NM_198696	chr21(.):45972905-45983643	1.1741
NM_198694	chr21(.):45994563-46005481	1.1548
NM_198693	chr21(.):45965317-45976388	1.4202
NM_198691	chr21(.):45954067-45965078	0.928
NM_198687	chr21(.):45988605-45999987	1.4337
NM_030891	chr21(.):45870392-45883739	1.4932
NM_198698	chr21(.):46069129-46079576	1.1181
NM_198692	chr21(.):46061330-46072566	1.1699
NM_181686	chr21(.):46096490-46107078	1.0699
NM_198697	chr21(.):46072848-46083258	0.77
NM_181684	chr21(.):46081105-46091844	0.5833
NM_198699	chr21(.):46112086-46122959	1.9888
NM_006936	chr21(.):46220531-46243044	0.2173
NM_003343	chr21(.):46183954-46226738	0.1019
NR_027128	chr21(.):46348198-46364828	1.8834
NR_027129	chr21(.):46349640-46364828	1.7316
NM_058190	chr21(.):46354954-46401888	0.2262
NM_000211	chr21(.):46300867-46345965	2.8512
NM_004339	chr21(.):46264512-46298741	0.228
NM_001127491	chr21(.):46300867-46353753	2.9273
NR_027292	chr21(.):46485870-46498126	0.9794
NR_033840	chr21(.):46404778-46419001	3.8337
NR_024089	chr21(.):46414126-46429642	2.7069
NM_133635	chr21(.):46678842-46712811	0.2797
NR_026943	chr21(.):46702966-46722269	1.616
NR_027498	chr21(.):46834630-46849985	3.0293
NR_028082	chr21(.):46834630-46849955	3.0272
NM_194255	chr21(.):46929628-46967351	0.2013
NM_001848	chr21(.):47396662-47429963	1.8284
NM_058174	chr21(.):47513032-47554719	1.536
NM_006657	chr21(.):47551175-47580481	1.4884
NM_001849	chr21(.):47513032-47557763	1.5544
NM_206965	chr21(.):47551693-47580481	1.4735
NM_001142854	chr21(.):47576061-47609373	0.1176
NM_006440	chr22(.):19858039-19934359	0.0739
NM_198856	chr22(.):43919623-44213217	0.1553
NM_015366	chr22(.):45067687-45138561	1.1256
NM_001167621	chr22(.):46062677-46246187	0.0499
NM_001017529	chr22(.):45059426-45138561	1.1259
NR_024159	chr22(.):19000346-19012761	0.6211
NM_019103	chr22(.):30121944-30167969	0.1246
NM_006078	chr22(.):36951915-37103690	0.9991
NM_153609	chr22(.):37456478-37504693	1.7716
NM_002405	chr22(.):37860100-37887478	0.1745
NM_001166343	chr22(.):37860100-37887425	0.1727
NM_001003406	chr22(.):39961757-40090740	1.2218
NM_173050	chr22(.):43594229-43744355	0.8359
NM_001099294	chr22(.):44634556-44713731	1.2547
NM_001198726	chr22(.):45143437-45263664	0.858
NM_138415	chr22(.):45272042-45410581	1.0998
NM_181334	chr22(.):45093381-45263664	0.9273
NM_001135862	chr22(.):45272042-45410809	1.1011
NM_001164104	chr22(.):50523434-50605116	0.7269
NM_001164105	chr22(.):50523684-50605116	0.7243
NM_138433	chr22(.):50981461-50994452	0.6561
NM_001080447	chr22(.):50448551-50498055	1.4157
NR_003267	chr22(.):18756201-18784474	1.1605
NM_001195226	chr22(.):18895286-18928964	0.7436
NR_002733	chr22(.):18953026-18987141	0.7778
NM_005675	chr22(.):18888735-18904601	0.4457
NM_016335	chr22(.):18895286-18929066	0.7418
NR_037612	chr22(.):19700991-19717297	2.1211
NM_080646	chr22(.):19739225-19772068	1.5407
NM_000407	chr22(.):19706065-19717297	2.4069
NR_037611	chr22(.):19699742-19717297	2.0534
NM_002688	chr22(.):19696986-19715845	1.9175
NM_005992	chr22(.):19739225-19776112	1.3816
NM_080647	chr22(.):19739225-19759855	2.0985
NM_001009939	chr22(.):19700957-19715845	2.0346
NM_001670	chr22(.):19952401-20009309	0.9391
NR_029706	chr22(.):20015661-20025743	0.0597
NM_152906	chr22(.):20003630-20058447	0.1699
NM_001135161	chr22(.):19933459-19962498	0.1372
NM_007310	chr22(.):19945069-19962498	0.1643
NM_001135162	chr22(.):19934044-19962498	0.1371
NM_000754	chr22(.):19924262-19962498	0.115
NM_001185024	chr22(.):20114363-20140530	0.3351
NM_022727	chr22(.):20094397-20109768	0.0573
NM_002882	chr22(.):20100023-20119704	0.086
NR_031618	chr22(.):20231656-20241734	1.1698
NR_026919	chr22(.):20188854-20201060	1.387
NM_023004	chr22(.):20223937-20260816	1.4607
NM_033257	chr22(.):20296760-20312628	0.1958
NM_020070	chr22(.):23910312-23927495	0.6919
NM_182527	chr22(.):30111343-30132820	1.0311
NM_013387	chr22(.):30158357-30171402	0.0689
NM_174977	chr22(.):30879897-30906698	1.0217
NM_174975	chr22(.):30850215-30873034	0.8352
NM_016498	chr22(.):30816719-30830041	0.1939
NR_001580	chr22(.):30872276-30882743	1.0079
NM_003753	chr22(.):36901896-36930277	0.1266
NM_001177702	chr22(.):37149245-37169074	0.4804
NM_006860	chr22(.):37149245-37177172	0.4034
NM_003312	chr22(.):37401905-37420491	0.4347
NR_024038	chr22(.):37410701-37430863	0.2808
NM_024681	chr22(.):37442778-37464430	0.8988
NM_000878	chr22(.):37516879-37550962	1.3143
NM_031910	chr22(.):37571205-37589330	0.7575
NM_013385	chr22(.):37673494-37716389	0.2852
NM_052906	chr22(.):37758999-37828505	1.792
NM_152243	chr22(.):37951470-37970410	1.0222
NM_014550	chr22(.):37881399-37920210	1.2987
NR_002821	chr22(.):38735669-38799931	0.099
NM_016657	chr22(.):38859082-38882637	0.3836
NM_004981	chr22(.):38817332-38845033	0.7811
NM_001098505	chr22(.):38874442-38889535	0.0615
NM_001098504	chr22(.):38874442-38907345	0.081
NM_152868	chr22(.):38817332-38856203	1.0027
NM_005740	chr22(.):39169512-39195161	0.27
NM_014293	chr22(.):39209456-39245017	1.4123
NM_014292	chr22(.):39255247-39273258	0.1769
NR_036498	chr22(.):42660758-42675868	0.121
NM_145912	chr22(.):42771413-42833401	1.2933
NM_015703	chr22(.):42899340-42920829	0.7562
NR_027786	chr22(.):42891584-42913566	0.9734
NM_014509	chr22(.):42944924-42975388	0.9609
NR_002184	chr22(.):42964265-42983017	0.0827
NM_000714	chr22(.):43542534-43564248	0.165
NM_015140	chr22(.):43557627-43588137	0.1216
NM_001044370	chr22(.):43803019-43907800	0.8972
NM_014351	chr22(.):44215386-44263378	1.2587
NM_001177675	chr22(.):44270557-44292893	1.2715
NM_015380	chr22(.):44346260-44397412	0.0851
NM_025225	chr22(.):44314618-44348448	1.0262
NM_032287	chr22(.):44883449-44899005	0.4675
NR_028409	chr22(.):44960219-44973329	1.008
NM_181333	chr22(.):45093077-45138561	1.126
NM_006485	chr22(.):45893718-45966581	1.2591
NM_001996	chr22(.):45893718-45964242	1.2867
NM_006487	chr22(.):45893718-45959591	1.2815
NM_006486	chr22(.):45893718-46002014	1.3016
NM_058238	chr22(.):46311247-46378008	1.94
NM_018280	chr22(.):46441338-46455024	0.1627
NR_027036	chr22(.):46430786-46445748	0.1972
NR_027034	chr22(.):46444725-46459402	0.0837
NR_027240	chr22(.):46397495-46411657	1.0215
NM_001001694	chr22(.):50427941-50456055	1.3058
NM_139202	chr22(.):50492819-50528781	1.2067
NM_015166	chr22(.):50492819-50529358	1.2018
NM_001145134	chr22(.):51002289-51022096	0.1645
NR_021492	chr22(.):51016454-51027355	0.1756
NM_012324	chr22(.):51034130-51054979	1.6009
NM_004377	chr22(.):51002289-51021894	0.1659
NM_001123225	chr22(.):50984540-51006328	0.5683
NM_001145137	chr22(.):51002289-51021506	0.1675
NM_005198	chr22(.):51012386-51026428	0.1348
NM_016431	chr22(.):51036561-51054979	1.7179
NM_001085428	chr22(.):51056181-51071601	0.1899
