GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
NM_013402	chr11(.):61562096-61589529	0.2837
NM_014206	chr11(.):61551601-61565085	0.7707
NM_004111	chr11(.):61555149-61569710	0.7224
NR_031729	chr11(.):61577632-61587712	0.5874
NR_030342	chr11(.):61554966-61565033	0.9957
NM_013401	chr11(.):61659772-61689997	0.2536
NM_001139443	chr11(.):61712355-61736066	0.8329
NM_004183	chr11(.):61712355-61736935	0.8745
NM_003357	chr11(.):62181506-62195678	0.1895
NM_022830	chr11(.):62337516-62364109	0.5039
NM_004739	chr11(.):62355674-62374303	0.9541
NM_001404	chr11(.):62322072-62346460	0.8461
NM_001620	chr11(.):62278373-62319332	0.9058
NR_002565	chr11(.):62618036-62628103	1.5016
NM_003164	chr11(.):62569368-62604560	0.7634
NM_018093	chr11(.):62595382-62612628	1.784
NR_003098	chr11(.):62614459-62628360	1.1409
NR_002561	chr11(.):62616134-62626204	1.5003
NR_002560	chr11(.):62615797-62625865	1.4895
NR_002559	chr11(.):62616375-62626440	1.5023
NR_000008	chr11(.):62615381-62625507	1.4541
NR_002564	chr11(.):62617763-62627838	1.5051
NR_002563	chr11(.):62617483-62627555	1.5033
NR_002562	chr11(.):62617092-62627167	1.5007
NM_001081491	chr11(.):62554597-62577964	1.0081
NM_201429	chr11(.):63443921-63532363	0.286
NM_006054	chr11(.):63443921-63532342	0.286
NM_004470	chr11(.):64003412-64016607	3.4795
NM_000932	chr11(.):64013994-64041924	1.1259
NM_005528	chr11(.):63992752-64006753	2.0256
NM_001160390	chr11(.):63986270-63998726	1.3159
NM_032344	chr11(.):63988737-64002488	1.5083
NM_004322	chr11(.):64032299-64057176	1.692
NM_178443	chr11(.):63969151-63996363	0.4795
NM_057092	chr11(.):64004587-64016607	3.7938
NM_033310	chr11(.):64053792-64072503	0.5851
NM_003377	chr11(.):63997265-64011259	2.8654
NM_020155	chr11(.):64048581-64061972	1.6873
NM_001135208	chr11(.):64003603-64016607	3.5261
NM_001039496	chr11(.):64062862-64077239	1.4565
NM_001170726	chr11(.):64046810-64061972	1.5035
NM_001160393	chr11(.):63986270-63998341	1.252
NM_001170881	chr11(.):64047284-64061972	1.5493
NM_001177358	chr11(.):64047282-64061972	1.5491
NM_138689	chr11(.):64006950-64019413	3.3317
NM_000244	chr11(.):64565985-64583188	0.4397
NM_130803	chr11(.):64565985-64583766	0.429
NM_004579	chr11(.):64551608-64575713	0.2599
NM_017525	chr11(.):64586661-64617041	0.2928
NM_130800	chr11(.):64565985-64583035	0.4424
NM_130802	chr11(.):64565985-64583213	0.4392
NM_015104	chr11(.):64657003-64689722	0.332
NR_029829	chr11(.):64653826-64663911	0.3164
NM_006795	chr11(.):64615207-64651191	1.8794
NR_029578	chr11(.):64653608-64663718	0.3133
NM_080668	chr11(.):64839926-64856615	0.7081
NM_006782	chr11(.):64846693-64860874	0.8205
NM_013265	chr11(.):64858682-64884180	0.662
NR_037567	chr11(.):64884654-64899841	0.8552
NM_172230	chr11(.):64889750-64907003	1.08
NM_001997	chr11(.):64883098-64894672	1.77
NM_004927	chr11(.):64884715-64899841	0.8037
NM_014205	chr11(.):64878874-64890170	2.1305
NM_001008778	chr11(.):64932706-64945688	0.1095
NM_006268	chr11(.):65096345-65125451	0.3481
NM_145719	chr11(.):65117281-65130082	0.2194
NR_028272	chr11(.):65185268-65199003	5.64
NR_030343	chr11(.):65206928-65217028	0.4204
NM_031904	chr11(.):65149040-65185995	1.3054
NM_032223	chr11(.):65378782-65409910	0.8646
NM_001098785	chr11(.):65334819-65346669	3.9894
NM_021070	chr11(.):65301029-65330699	1.0048
NM_033455	chr11(.):65355325-65368467	1.3341
NM_001099409	chr11(.):65338508-65365116	2.3111
NM_002419	chr11(.):65360225-65386720	0.8185
NM_001048218	chr11(.):65287547-65311182	0.7971
NM_006396	chr11(.):65332942-65344239	3.7672
NM_153253	chr11(.):65402591-65423391	0.6598
NM_006747	chr11(.):65400577-65423391	0.615
NM_198897	chr11(.):65646210-65661010	0.8983
NM_001335	chr11(.):65642283-65656212	0.3128
NM_025128	chr11(.):65622871-65638914	1.7966
NM_005507	chr11(.):65617284-65630804	2.1041
NM_152760	chr11(.):65596409-65626172	0.5347
NM_016938	chr11(.):65628911-65645340	0.2967
NM_006848	chr11(.):65652874-65664106	1.1067
NM_005146	chr11(.):65724159-65752607	0.4578
NM_001143985	chr11(.):65764549-65776617	1.1004
NM_001323	chr11(.):65774461-65785976	0.2162
NM_053054	chr11(.):65779222-65798988	0.2052
NM_032325	chr11(.):65759016-65774578	0.8116
NM_006842	chr11(.):65814815-65841382	1.1959
NM_033036	chr11(.):65803235-65821651	0.6627
NM_001161473	chr11(.):67771047-67801743	0.971
NM_006053	chr11(.):67805446-67823366	0.9044
NM_006019	chr11(.):67801482-67823366	0.7851
NM_002496	chr11(.):67793083-67809114	1.4014
NM_000694	chr11(.):67772789-67801743	0.8189
NM_022338	chr11(.):68023802-68044469	1.1314
NM_032871	chr11(.):73082712-73113519	0.3574
NM_152222	chr11(.):73082404-73113519	0.3544
NR_033347	chr11(.):82747505-82757640	0.0899
NR_036125	chr11(.):96069601-96079690	1.0097
NM_024725	chr11(.):96080928-96128083	0.0938
NM_003772	chr11(.):96118157-96131727	0.2429
NM_001165	chr11(.):102183193-102213465	0.4062
NM_017515	chr11(.):107656716-107734914	0.2273
NM_006235	chr11(.):111217980-111255157	0.6903
NR_026691	chr11(.):117852105-117877199	0.4949
NM_032966	chr11(.):118759100-118771971	0.1715
NM_001716	chr11(.):118749540-118771971	0.1765
NM_006760	chr11(.):118822007-118834269	0.0897
NM_182557	chr11(.):118761850-118786613	0.1567
NM_181721	chr11(.):118837416-118856995	0.0855
NM_000190	chr11(.):118950586-118969259	0.594
NM_002105	chr11(.):118959584-118971177	0.6463
NM_001024382	chr11(.):118953696-118969259	0.7016
NM_001130991	chr11(.):118909895-118932925	0.5118
NM_015517	chr11(.):118987287-119010765	0.1622
NM_006389	chr11(.):118909895-118932916	0.5119
NM_014807	chr11(.):118973092-118992827	0.5252
NM_021729	chr11(.):118933492-118957688	0.3051
NM_001382	chr11(.):118962212-118977785	0.9885
NM_001142505	chr11(.):119015298-119038374	0.0723
NM_022169	chr11(.):119014749-119038374	0.0715
NM_203286	chr11(.):119540098-119604435	0.3737
NR_027288	chr11(.):122883273-122895319	0.0535
NM_006597	chr11(.):122923199-122937844	0.6788
NM_152641	chr12(.):46118619-46306819	0.2138
NM_006836	chr12(.):120560013-120637513	0.2079
NM_020375	chr12(.):4425358-4474190	0.078
NM_007273	chr12(.):7069516-7084891	0.471
NM_001273	chr12(.):6674247-6721551	0.3164
NM_001144831	chr12(.):7069514-7084916	0.4709
NM_001987	chr12(.):11797787-12053325	0.3121
NM_006143	chr12(.):12808994-12854121	0.1291
NM_005164	chr12(.):39940021-40018843	0.2315
NM_001031748	chr12(.):40014971-40120720	0.0729
NM_001033873	chr12(.):51634132-51668994	0.1148
NM_001031628	chr12(.):51634132-51669202	0.1152
NM_000966	chr12(.):53599352-53631036	1.1056
NM_001042728	chr12(.):53599352-53619150	1.6296
NM_001798	chr12(.):56355555-56371568	0.5184
NM_013449	chr12(.):56984379-57035163	0.6047
NM_006576	chr12(.):58186159-58214852	0.082
NM_020698	chr12(.):94955899-95049324	0.2154
NM_014706	chr12(.):108910990-108960165	0.4685
NM_006817	chr12(.):112446151-112466024	0.9379
NM_138451	chr12(.):113628245-113663880	0.6761
NM_014868	chr12(.):120967131-121020397	0.3932
NM_002150	chr12(.):122272432-122301769	0.114
NM_001082959	chr12(.):125257173-125353519	0.1212
NR_028415	chr12(.):1604656-1618590	0.0517
NM_001759	chr12(.):4377901-4419522	0.6885
NM_001193457	chr12(.):6643693-6670249	0.3264
NM_006170	chr12(.):6661036-6682480	0.2334
NM_001142961	chr12(.):6723000-6745815	0.1058
NM_016162	chr12(.):6754703-6777308	0.0925
NM_032489	chr12(.):6742241-6761580	0.0538
NR_003012	chr12(.):6685638-6695775	0.0579
NM_020400	chr12(.):6723000-6750297	0.0962
NM_001975	chr12(.):7018613-7037859	0.2185
NM_002831	chr12(.):7055433-7075479	0.9259
NR_029779	chr12(.):7067861-7077929	0.7426
NM_080548	chr12(.):7050739-7075479	1.0735
NM_001007026	chr12(.):7028625-7056484	0.6404
NM_006992	chr12(.):7008896-7028406	0.0938
NM_001940	chr12(.):7032479-7056484	0.729
NR_003010	chr12(.):7071499-7081769	0.5786
NM_138425	chr12(.):7048202-7060165	1.067
NR_029682	chr12(.):7068259-7078354	0.5853
NM_005768	chr12(.):7080346-7130842	0.1288
NM_006331	chr12(.):7074943-7090165	0.3687
NR_036052	chr12(.):9387065-9397147	0.0337
NM_005127	chr12(.):9999967-10027458	0.2586
NM_001190765	chr12(.):10029087-10053432	0.0382
NM_016523	chr12(.):9975076-10002603	0.0407
NR_036052	chr12(.):12259885-12269967	0.0675
NM_004064	chr12(.):12865301-12880305	2.9313
NR_030344	chr12(.):12912582-12922677	0.0458
NM_001130415	chr12(.):12873850-12949399	0.3658
NM_030762	chr12(.):26267958-26283003	1.0422
NM_005086	chr12(.):26343505-26392708	0.0517
NM_001135823	chr12(.):26343268-26392708	0.0518
NR_028408	chr12(.):46114502-46126704	2.3195
NM_018976	chr12(.):46746970-46771645	0.794
NM_001146076	chr12(.):48050714-48104844	0.1458
NM_001172439	chr12(.):48098517-48124355	0.2867
NM_001098532	chr12(.):48123452-48157181	0.515
NM_017842	chr12(.):48161966-48181536	0.4174
NM_006105	chr12(.):48123452-48157244	0.5142
NM_001098531	chr12(.):48123452-48157889	0.5062
NM_001098416	chr12(.):48171506-48218763	1.0342
NM_014033	chr12(.):51313533-51331300	0.8278
NM_001109619	chr12(.):51342781-51369289	0.072
NM_001971	chr12(.):51717226-51745463	0.4484
NM_016293	chr12(.):51669821-51722938	0.3476
NM_001004304	chr12(.):53569534-53589654	0.6741
NM_000889	chr12(.):53580106-53606000	1.2004
NM_015989	chr12(.):53546446-53579430	0.4318
NM_001170790	chr12(.):53640369-53653190	0.3978
NM_032889	chr12(.):53640875-53653190	0.4118
NM_201554	chr12(.):56320811-56352807	0.5145
NM_006928	chr12(.):56342888-56364826	0.1649
NM_032345	chr12(.):56290196-56326697	0.5433
NM_001345	chr12(.):56319945-56352807	0.5739
NM_001143853	chr12(.):56290196-56325909	0.5471
NM_002868	chr12(.):56362861-56393488	0.3221
NM_001127460	chr12(.):56705006-56732533	0.82
NM_014255	chr12(.):56699212-56715128	0.5191
NM_005419	chr12(.):56730381-56759037	0.4434
NM_014871	chr12(.):56705006-56732837	0.8305
NM_004077	chr12(.):56660482-56699175	0.3183
NM_016584	chr12(.):56727662-56739194	0.964
NM_001638	chr12(.):56749354-56761583	0.4998
NR_003046	chr12(.):57032463-57042538	0.6967
NM_001686	chr12(.):57026958-57044852	1.2535
NM_005594	chr12(.):57101210-57124066	0.4907
NR_002737	chr12(.):57033810-57043885	0.7008
NM_001113203	chr12(.):57101210-57124326	0.4861
NM_006601	chr12(.):57052124-57087078	0.7911
NM_031479	chr12(.):57844095-57856791	1.89
NM_001080157	chr12(.):57861037-57878424	0.0627
NM_001167609	chr12(.):57848933-57871047	0.8574
NM_001160045	chr12(.):57848917-57871047	0.8577
NM_001080156	chr12(.):57861037-57876728	0.0642
NM_032496	chr12(.):57861037-57878633	0.0626
NM_005538	chr12(.):57823542-57849609	0.6272
NM_004990	chr12(.):57876850-57915433	0.3613
NM_005730	chr12(.):58208709-58245747	0.9943
NR_029847	chr12(.):58213391-58223475	0.1027
NM_033276	chr12(.):58330444-58356052	0.2652
NM_007350	chr12(.):76414226-76430556	0.3003
NM_001946	chr12(.):89736836-89751296	1.815
NM_001025233	chr12(.):92812734-92829730	0.0671
NR_027933	chr12(.):92810306-92829778	0.0676
NM_001025232	chr12(.):92808869-92826924	0.0673
NM_014840	chr12(.):106452124-106538811	0.2566
NM_007076	chr12(.):108904050-108918380	0.4203
NM_213595	chr12(.):108951293-108968160	1.6566
NM_181724	chr12(.):108978621-108996894	0.105
NM_003006	chr12(.):109010679-109032670	1.6052
NM_032369	chr12(.):111081490-111131946	0.4332
NM_001040107	chr12(.):111081490-111132617	0.4307
NM_001193453	chr12(.):112364086-112456023	0.3274
NM_032848	chr12(.):113618554-113635119	0.6442
NM_024072	chr12(.):113589977-113628284	0.3301
NM_017901	chr12(.):113654259-113741389	0.2283
NR_027345	chr12(.):116966226-116978326	1.7183
NM_001085481	chr12(.):116992185-117019425	0.419
NR_027346	chr12(.):116966239-116979318	1.6457
NM_006861	chr12(.):120527898-120559643	0.5402
NM_001002	chr12(.):120629502-120644014	1.0602
NM_025157	chr12(.):120643249-120692957	0.0928
NM_003746	chr12(.):120928858-120941298	0.4565
NM_032314	chr12(.):120936081-120971964	0.2144
NM_198202	chr12(.):121011847-121024201	0.3372
NM_015918	chr12(.):121011847-121024197	0.3372
NR_033956	chr12(.):121565630-121629354	0.4574
NR_033953	chr12(.):121565621-121629354	0.4574
NM_019034	chr12(.):122210659-122236594	0.2026
NR_002809	chr12(.):122228172-122246390	2.8418
NM_015048	chr12(.):122237637-122275562	1.369
NM_024667	chr12(.):123344874-123385712	0.785
NM_021009	chr12(.):125391191-125404587	1.2287
NM_004466	chr13(.):92045934-93524487	0.0318
NM_152910	chr13(.):42617888-42808888	0.1085
NM_025113	chr13(.):46911136-46966635	0.2753
NM_001079673	chr13(.):49545047-49788915	0.0986
NM_017664	chr13(.):111525886-111572416	0.2847
NM_003589	chr13(.):113858085-113924392	0.2765
NM_001008895	chr13(.):113858930-113924392	0.2762
NM_000820	chr13(.):114518521-114572046	1.2043
NM_007368	chr13(.):114742193-114903095	0.2766
NM_002010	chr13(.):22240214-22283640	0.3733
NR_027349	chr13(.):91995073-92011829	0.8814
NR_029488	chr13(.):91998004-92008075	1.2244
NR_029508	chr13(.):91998567-92008645	1.1693
NR_029492	chr13(.):91998318-92008389	1.2
NR_029490	chr13(.):91998445-92008532	1.1837
NR_029489	chr13(.):91998144-92008226	1.2127
NR_029487	chr13(.):91997858-92007942	1.2421
NR_027701	chr13(.):111511333-111527655	0.0623
NM_003891	chr13(.):113807967-113831694	0.0597
NM_001127203	chr13(.):113826924-113868029	0.4163
NM_001143945	chr13(.):114518521-114544017	0.1823
NM_001143946	chr13(.):114518521-114541714	0.1705
NR_024609	chr13(.):114581609-114631485	0.6073
NM_006246	chr14(.):63836354-64015079	0.1556
NR_027004	chr14(.):94366075-94397718	0.0587
NM_001048205	chr14(.):24636233-24654463	0.069
NM_004296	chr14(.):72394785-73038238	0.0623
NM_001043318	chr14(.):74176824-74258896	0.4831
NM_194278	chr14(.):74176824-74232001	0.3556
NM_001080414	chr14(.):91732666-91889133	0.2519
NM_023112	chr14(.):94487723-94520276	0.1875
NM_006035	chr14(.):103393715-103528742	0.0403
NR_028100	chr14(.):24579491-24599451	0.445
NM_002818	chr14(.):24607573-24620855	0.9782
NM_006263	chr14(.):24600377-24613176	0.7575
NM_001163484	chr14(.):24578905-24599451	0.4345
NM_016049	chr14(.):24603173-24615797	0.9424
NM_203402	chr14(.):24595674-24607058	0.3651
NM_181357	chr14(.):24579493-24599451	0.445
NR_028099	chr14(.):24578985-24599451	0.4361
NM_004563	chr14(.):24558482-24578339	0.5309
NM_017999	chr14(.):24611658-24634870	0.4135
NM_006084	chr14(.):24625421-24640774	0.157
NM_006405	chr14(.):24653352-24669882	0.6301
NM_024658	chr14(.):24644424-24663124	0.1591
NM_001014830	chr14(.):50545368-50564361	0.2397
NM_207442	chr14(.):69256463-69268190	1.9031
NM_004926	chr14(.):69249374-69264785	1.5478
NM_006029	chr14(.):74173485-74186128	0.0693
NM_024496	chr14(.):77485885-77500034	2.8737
NM_005065	chr14(.):81934238-82005205	0.3033
NM_016150	chr14(.):94395512-94428767	0.6684
NR_024182	chr14(.):94458615-94478898	0.4503
NR_024183	chr14(.):94458641-94483041	0.4126
NM_138344	chr14(.):94380257-94400944	0.0566
NM_152592	chr14(.):95878830-95947173	0.1335
NR_003002	chr14(.):95994691-96004966	0.4847
NR_001459	chr14(.):95994248-96006209	0.4248
NM_016417	chr14(.):95996322-96016055	0.2745
NM_006291	chr14(.):103587663-103608776	0.1663
NM_001077594	chr14(.):103561480-103581894	1.8199
NM_017955	chr14(.):105470909-105492425	0.6083
NM_013345	chr14(.):105510736-105536754	0.6876
NM_001311	chr14(.):105948256-105960124	1.3264
NM_001134877	chr14(.):105951519-105970585	0.8171
NM_001134876	chr14(.):105952585-105970585	0.8569
NM_001312	chr14(.):105936130-105951500	0.3782
NM_025268	chr14(.):105987952-106001539	0.114
NM_001198983	chr14(.):105951191-105970585	0.8043
NM_139057	chr15(.):100506642-100887183	0.1241
NM_001144823	chr15(.):65947956-66089631	0.2058
NM_002420	chr15(.):31288550-31398924	0.2333
NM_207380	chr15(.):40618652-40638168	0.3483
NM_001211	chr15(.):40448209-40518337	0.0968
NM_000259	chr15(.):52594479-52826247	0.181
NM_001198784	chr15(.):55695722-55715910	0.7812
NM_025201	chr15(.):65129081-65165201	0.2574
NM_005902	chr15(.):67353194-67492533	0.3668
NM_020908	chr15(.):70335542-70395256	0.3546
NM_001012642	chr15(.):72447146-72495136	0.0572
NM_033244	chr15(.):74282013-74333735	0.1644
NM_033246	chr15(.):74282013-74340717	0.152
NM_033238	chr15(.):74282013-74345155	0.1457
NM_172217	chr15(.):81512639-81610104	0.1253
NM_001172128	chr15(.):81484218-81610104	0.1063
NM_198526	chr15(.):90539751-90630432	0.3276
NM_001042572	chr15(.):93438550-93497463	0.3644
NM_001271	chr15(.):93438550-93576237	0.1989
NR_027992	chr15(.):20869796-20966480	0.068
NM_207355	chr15(.):21035700-21076977	0.0771
NR_028506	chr15(.):21117020-21139625	0.0542
NR_027053	chr15(.):21927513-21945739	0.6966
NR_024387	chr15(.):22009419-22021878	0.9551
NM_207355	chr15(.):22046852-22088137	0.0797
NR_028506	chr15(.):22128180-22150802	0.0569
NM_017762	chr15(.):31226143-31288807	0.3335
NR_029624	chr15(.):31352234-31362344	0.0592
NM_015995	chr15(.):31614082-31675102	1.0072
NM_001003942	chr15(.):40375091-40403287	0.7029
NM_033503	chr15(.):40375091-40403639	0.6968
NM_001003940	chr15(.):40375091-40406075	0.6619
NM_001190479	chr15(.):40568644-40579787	0.0791
NM_004573	chr15(.):40575097-40605174	0.0723
NM_001142762	chr15(.):40669921-40691489	0.1245
NM_001145643	chr15(.):40638233-40653634	0.0833
NM_033510	chr15(.):40645433-40668256	0.0947
NM_001145112	chr15(.):44952929-44974086	0.3776
NM_182985	chr15(.):45023559-45065025	0.0561
NM_004048	chr15(.):44998684-45015357	0.8084
NM_004748	chr15(.):55642437-55705542	0.3774
NM_020739	chr15(.):55642437-55705574	0.3772
NR_030358	chr15(.):55660137-55670232	0.0764
NM_025049	chr15(.):65102832-65122838	0.21
NM_182703	chr15(.):65199100-65256041	0.1329
NM_001145103	chr15(.):67425358-67492533	0.1078
NM_001145102	chr15(.):67413053-67492533	0.1096
NR_030714	chr15(.):70366710-70376807	0.0664
NM_182470	chr15(.):72486369-72528684	0.3846
NM_020214	chr15(.):72528521-72568628	0.1239
NM_004809	chr15(.):74270559-74289635	0.4998
NM_001127190	chr15(.):75069424-75100539	0.9865
NM_000761	chr15(.):75036183-75053941	0.0495
NM_021819	chr15(.):75100193-75123099	0.0825
NM_001030005	chr15(.):75113950-75129136	0.0599
NM_021823	chr15(.):75310926-75348067	0.6621
NM_138967	chr15(.):75282875-75318836	0.1897
NM_015477	chr15(.):75656719-75748926	0.2771
NM_001145358	chr15(.):75656719-75749087	0.2768
NM_001145357	chr15(.):75656719-75753124	0.2682
NM_004513	chr15(.):81584253-81610104	0.3131
NM_181900	chr15(.):81600006-81621524	0.1352
NM_002168	chr15(.):90622211-90650708	0.431
NM_198925	chr15(.):90739561-90777892	0.2336
NM_001013657	chr15(.):90772486-90790312	0.2851
NM_020210	chr15(.):90723151-90777892	0.4679
NM_006384	chr15(.):90768476-90782279	0.3457
NR_033769	chr15(.):93333713-93345338	0.12
NR_036136	chr15(.):93442628-93452705	1.5416
NR_037600	chr15(.):93421072-93446977	0.9997
NR_037602	chr15(.):93421525-93446977	1.0154
NM_014918	chr15(.):101710927-101797137	0.3593
NM_001114	chr16(.):50316822-50357043	0.1888
NM_002528	chr16(.):2084815-2102867	0.9227
NM_001184999	chr16(.):15683225-15742023	0.2533
NM_001134477	chr16(.):14524557-14729120	0.1438
NM_002582	chr16(.):14524557-14729124	0.1438
NM_001172666	chr16(.):635076-684273	0.4329
NM_021168	chr16(.):635172-684273	0.4337
NM_001172663	chr16(.):634356-684273	0.4279
NM_001172664	chr16(.):634668-684273	0.4301
NM_001009606	chr16(.):1956464-1973231	0.1047
NM_024507	chr16(.):3009216-3023381	1.8282
NM_002613	chr16(.):2582969-2658189	0.2583
NM_020764	chr16(.):2222183-2251465	0.1053
NM_000246	chr16(.):10966054-11023840	0.435
NM_001079512	chr16(.):10855532-10917621	0.1581
NM_015914	chr16(.):11767942-11841648	0.6877
NR_027155	chr16(.):21453003-21518552	0.2852
NM_013302	chr16(.):22212591-22305066	0.1785
NM_153029	chr16(.):48567636-48649120	0.3271
NM_000078	chr16(.):56990834-57022756	0.1549
NM_001018159	chr16(.):66831780-66869879	0.1918
NM_005796	chr16(.):67875818-67910219	1.011
NM_001191022	chr16(.):67591309-67678088	0.4356
NM_020850	chr16(.):67752004-67845555	0.2083
NM_012320	chr16(.):68274246-68299961	1.2836
NM_004360	chr16(.):68766194-68874444	0.322
NR_024402	chr16(.):88724780-88746914	0.2294
NR_024399	chr16(.):88724780-88758594	0.5349
NM_175931	chr16(.):88936262-89012608	0.0693
NM_005187	chr16(.):88936262-89048504	0.2654
NM_032259	chr16(.):729701-745400	0.7496
NM_001040162	chr16(.):679428-691347	0.8976
NM_138418	chr16(.):686848-703474	1.5263
NM_138769	chr16(.):713132-729171	0.3208
NM_005861	chr16(.):725114-737768	0.7556
NM_003961	chr16(.):721074-733267	0.5717
NM_053284	chr16(.):676011-689116	0.7089
NM_145294	chr16(.):694362-722829	0.4884
NM_001005920	chr16(.):726666-739439	0.7518
NM_012217	chr16(.):1301272-1313494	0.1286
NM_003345	chr16(.):1354637-1380390	0.6596
NM_194261	chr16(.):1354179-1380390	0.6618
NM_194260	chr16(.):1354360-1380390	0.6602
NM_032520	chr16(.):1396899-1418352	0.2416
NM_001001410	chr16(.):1394240-1406873	0.3401
NM_001199097	chr16(.):1378605-1404442	0.2813
NM_003933	chr16(.):1379504-1404442	0.2882
NM_001199096	chr16(.):1381197-1404442	0.3001
NM_005262	chr16(.):2029149-2042750	0.5029
NM_144603	chr16(.):2023917-2036440	0.4104
NM_172168	chr16(.):2024040-2036184	0.4156
NM_002952	chr16(.):2007061-2019827	0.9807
NR_002327	chr16(.):2007334-2017467	1.1998
NR_002326	chr16(.):2007973-2018107	1.2032
NM_178167	chr16(.):2042767-2064763	0.9362
NM_004785	chr16(.):2071887-2094027	0.6106
NM_004548	chr16(.):2004516-2016976	0.9856
NM_001099456	chr16(.):2064520-2075756	0.1544
NM_016332	chr16(.):1983233-1998294	0.3293
NM_005061	chr16(.):1989579-2009679	0.3036
NM_006453	chr16(.):2017063-2033751	0.4684
NR_003142	chr16(.):2009996-2020505	0.9392
NR_003020	chr16(.):2010184-2020311	0.9276
NM_004209	chr16(.):2034945-2049276	0.2728
NM_174903	chr16(.):2011874-2023976	1.1097
NR_030646	chr16(.):2135195-2145285	0.0993
NM_001114382	chr16(.):2092989-2143713	0.3268
NM_014353	chr16(.):2193650-2209141	0.7656
NR_002736	chr16(.):2200023-2210106	0.9788
NM_000296	chr16(.):2133710-2190899	0.3156
NM_032271	chr16(.):2200798-2233130	0.3688
NR_037467	chr16(.):2180977-2191130	1.132
NM_022372	chr16(.):2250177-2264418	0.999
NM_001199174	chr16(.):2250731-2264418	1.0368
NM_025108	chr16(.):2505114-2519964	0.3007
NM_001199107	chr16(.):2520146-2560734	0.3815
NM_006181	chr16(.):2516499-2529146	0.6766
NM_015944	chr16(.):2565362-2584732	0.48
NM_001145815	chr16(.):2565362-2585955	0.4572
NM_001048212	chr16(.):2575035-2586409	0.4839
NR_036139	chr16(.):2576922-2587006	0.5564
NM_001198569	chr16(.):2558726-2575224	0.7567
NM_001694	chr16(.):2558870-2575224	0.7556
NM_020982	chr16(.):3057456-3069506	0.4323
NM_152341	chr16(.):3014341-3028485	1.6042
NM_016639	chr16(.):3065312-3077383	1.0389
NM_021195	chr16(.):3059712-3073188	0.6014
NR_033861	chr16(.):3034054-3049510	0.1193
NM_004203	chr16(.):3017791-3035540	1.454
NM_003223	chr16(.):4302186-4328001	0.6722
NM_016069	chr16(.):4385251-4406300	0.2611
NM_032575	chr16(.):4377224-4394598	0.1164
NM_014117	chr16(.):9180536-9218555	0.5176
NM_003498	chr16(.):11757288-11778015	0.9844
NM_014153	chr16(.):11839441-11896114	0.4864
NM_001130007	chr16(.):11956984-12015519	0.2352
NM_001130006	chr16(.):11956984-12014825	0.2369
NM_001192	chr16(.):12053963-12066925	1.5993
NM_032167	chr16(.):12065601-12152141	0.1249
NM_017668	chr16(.):15739082-15825208	0.1361
NM_001143979	chr16(.):15732123-15825208	0.2313
NR_030159	chr16(.):15732150-15742229	1.0225
NR_002594	chr16(.):21524229-21536765	1.3329
NM_024773	chr16(.):27209806-27238089	0.644
NM_001145348	chr16(.):27210295-27238089	0.6324
NM_001039182	chr16(.):29459913-29471285	1.0485
NM_178044	chr16(.):29460821-29474545	0.9015
NR_002454	chr16(.):29455665-29466236	0.9079
NR_037608	chr16(.):29461411-29481301	0.6763
NR_002473	chr16(.):29533928-29582540	0.1232
NR_002593	chr16(.):29619423-29630038	0.9246
NM_003123	chr16(.):29669579-29686823	0.1192
NM_001030288	chr16(.):29669299-29686823	0.1191
NR_024370	chr16(.):29870003-29884374	0.3457
NM_002383	chr16(.):29812854-29827504	2.535
NR_015396	chr16(.):29870154-29884374	0.3483
NM_145239	chr16(.):29818408-29832202	2.1822
NM_007317	chr16(.):29797057-29821706	1.5293
NM_006319	chr16(.):29864677-29879578	0.3386
NM_024516	chr16(.):29822527-29838816	1.2569
NM_152338	chr16(.):29784560-29796840	0.0803
NM_005115	chr16(.):29826714-29864360	0.5093
NM_001039182	chr16(.):30199255-30210627	1.0642
NM_178044	chr16(.):30200163-30213887	0.8917
NM_001193333	chr16(.):30189730-30205396	2.3016
NR_002454	chr16(.):30195004-30205575	3.2076
NR_037608	chr16(.):30200753-30220650	0.6735
NR_002473	chr16(.):30273913-30322244	0.1494
NM_024671	chr16(.):30530321-30542910	1.2277
NM_138447	chr16(.):30609699-30626682	0.4659
NM_152458	chr16(.):30586993-30602092	0.2417
NM_001024683	chr16(.):30576018-30588728	0.5544
NM_024031	chr16(.):30657240-30672734	2.0795
NM_023931	chr16(.):30537778-30551194	1.9594
NM_001172679	chr16(.):30560084-30574642	0.6047
NM_001105079	chr16(.):30670777-30687131	0.694
NR_002966	chr16(.):30716857-30726986	0.0911
NM_006662	chr16(.):30705461-30756450	0.3223
NM_005881	chr16(.):31114661-31129112	0.8499
NM_014699	chr16(.):31080742-31099833	0.7727
NM_032188	chr16(.):31123984-31147714	0.464
NM_001172668	chr16(.):31067168-31089823	0.6565
NM_173502	chr16(.):31145247-31166415	0.3686
NM_001172670	chr16(.):31067163-31081409	0.103
NM_024706	chr16(.):31067163-31090641	0.6375
NM_001039503	chr16(.):31089744-31105130	0.1574
NM_206824	chr16(.):31097174-31111276	0.5166
NM_002773	chr16(.):31137753-31152151	0.1765
NM_003414	chr16(.):31880078-31933627	0.5159
NM_153337	chr16(.):50695210-50720264	0.8445
NM_182854	chr16(.):50701885-50720264	1.0978
