GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
NM_005873	chr20(.):62699534-62715845	0.0877
NM_001007125	chr20(.):62709732-62720712	0.0999
NM_198723	chr20(.):62683438-62708700	0.0963
NM_001104925	chr20(.):62882047-62912579	0.1164
NM_004535	chr20(.):62790826-62878606	0.0913
NM_001001581	chr21(.):44068861-44200618	0.1285
NM_002626	chr21(.):45714929-45752256	0.1293
NM_144991	chr21(.):45912774-46136495	0.1185
NR_024108	chr21(.):45714924-45752261	0.1293
NM_015834	chr21(.):46489492-46651478	0.1473
NM_030582	chr21(.):46870423-46938634	0.1161
NM_130445	chr21(.):46820096-46938634	0.1078
NM_009586	chr21(.):38066990-38123219	0.1143
NM_005069	chr21(.):38066990-38127510	0.1131
NR_024367	chr21(.):43094461-43122496	0.1431
NR_024028	chr21(.):43131595-43142742	0.136
NM_020639	chr21(.):43154528-43192249	0.1317
NR_027272	chr21(.):43126679-43140935	0.1392
NM_003226	chr21(.):43726776-43740706	0.153
NM_005423	chr21(.):43761466-43776208	0.1347
NM_024022	chr21(.):43786995-43821200	0.1372
NM_032405	chr21(.):43796984-43821200	0.1486
NM_003225	chr21(.):43777390-43791644	0.1278
NM_018961	chr21(.):43819018-43872774	0.1516
NR_027348	chr21(.):43786995-43814253	0.1373
NM_173354	chr21(.):44829397-44852002	0.1562
NR_026960	chr21(.):44864903-44878771	0.1025
NR_026863	chr21(.):44876973-44903103	0.1217
NM_000383	chr21(.):45700762-45723102	0.1204
NM_175867	chr21(.):45661222-45687099	0.151
NM_015259	chr21(.):45641721-45665834	0.1645
NM_000658	chr21(.):45705273-45723110	0.1217
NM_003307	chr21(.):45768483-45867964	0.116
NM_004928	chr21(.):45743826-45764285	0.1483
NR_026547	chr21(.):45932097-45943860	0.1163
NM_198696	chr21(.):45972905-45983643	0.1369
NM_198694	chr21(.):45994563-46005481	0.1419
NM_198693	chr21(.):45965317-45976388	0.1178
NM_198691	chr21(.):45954067-45965078	0.1038
NM_198687	chr21(.):45988605-45999987	0.1304
NM_030891	chr21(.):45870392-45883739	0.1249
NM_198698	chr21(.):46069129-46079576	0.1399
NM_198689	chr21(.):46015496-46027091	0.1308
NM_198692	chr21(.):46061330-46072566	0.1055
NM_181686	chr21(.):46096490-46107078	0.1461
NM_198697	chr21(.):46072848-46083258	0.1313
NM_181684	chr21(.):46081105-46091844	0.1177
NM_198688	chr21(.):46006148-46017386	0.112
NM_198699	chr21(.):46112086-46122959	0.0968
NM_006936	chr21(.):46220531-46243044	0.1374
NM_003343	chr21(.):46183954-46226738	0.1556
NR_027128	chr21(.):46348198-46364828	0.1418
NR_027129	chr21(.):46349640-46364828	0.1425
NM_058190	chr21(.):46354954-46401888	0.1166
NM_000211	chr21(.):46300867-46345965	0.1334
NM_004339	chr21(.):46264512-46298741	0.1503
NM_001127491	chr21(.):46300867-46353753	0.1303
NR_027292	chr21(.):46485870-46498126	0.1361
NR_033840	chr21(.):46404778-46419001	0.1022
NR_024089	chr21(.):46414126-46429642	0.108
NM_133635	chr21(.):46678842-46712811	0.1256
NR_026943	chr21(.):46702966-46722269	0.1442
NR_027498	chr21(.):46834630-46849985	0.0912
NR_028082	chr21(.):46834630-46849955	0.0912
NM_194255	chr21(.):46929628-46967351	0.1194
NM_001848	chr21(.):47396662-47429963	0.0991
NM_058174	chr21(.):47513032-47554719	0.1134
NM_006657	chr21(.):47551175-47580481	0.1306
NM_001849	chr21(.):47513032-47557763	0.1157
NM_198856	chr22(.):43919623-44213217	0.0865
NM_012429	chr22(.):30787932-30826278	0.1117
NM_006078	chr22(.):36951915-37103690	0.0947
NM_153609	chr22(.):37456478-37504693	0.0887
NM_002405	chr22(.):37860100-37887478	0.1121
NM_001166343	chr22(.):37860100-37887425	0.1123
NM_001003406	chr22(.):39961757-40090740	0.0904
NM_173050	chr22(.):43594229-43744355	0.0897
NM_001099294	chr22(.):44634556-44713731	0.0869
NM_138415	chr22(.):45272042-45410581	0.0719
NM_001135862	chr22(.):45272042-45410809	0.0717
NM_001080447	chr22(.):50448551-50498055	0.0804
NR_003267	chr22(.):18756201-18784474	0.1743
NR_037612	chr22(.):19700991-19717297	0.0666
NM_080646	chr22(.):19739225-19772068	0.0803
NM_000407	chr22(.):19706065-19717297	0.0658
NR_037611	chr22(.):19699742-19717297	0.0694
NM_002688	chr22(.):19696986-19715845	0.0715
NM_005992	chr22(.):19739225-19776112	0.0794
NM_080647	chr22(.):19739225-19759855	0.0757
NM_001009939	chr22(.):19700957-19715845	0.0639
NM_001185024	chr22(.):20114363-20140530	0.0826
NM_022727	chr22(.):20094397-20109768	0.1048
NM_002882	chr22(.):20100023-20119704	0.1019
NR_031618	chr22(.):20231656-20241734	0.093
NR_026919	chr22(.):20188854-20201060	0.094
NM_023004	chr22(.):20223937-20260816	0.0843
NM_033257	chr22(.):20296760-20312628	0.1095
NR_003950	chr22(.):23727791-23749799	0.085
NM_174975	chr22(.):30850215-30873034	0.1055
NM_016498	chr22(.):30816719-30830041	0.1456
NR_001580	chr22(.):30872276-30882743	0.1071
NM_003753	chr22(.):36901896-36930277	0.1283
NM_003312	chr22(.):37401905-37420491	0.0943
NR_024038	chr22(.):37410701-37430863	0.0944
NM_024681	chr22(.):37442778-37464430	0.0892
NM_000878	chr22(.):37516879-37550962	0.0892
NM_031910	chr22(.):37571205-37589330	0.0984
NM_013385	chr22(.):37673494-37716389	0.1108
NM_052906	chr22(.):37758999-37828505	0.0906
NM_014550	chr22(.):37881399-37920210	0.0909
NR_002821	chr22(.):38735669-38799931	0.1378
NM_016657	chr22(.):38859082-38882637	0.1116
NM_004981	chr22(.):38817332-38845033	0.0953
NM_001098505	chr22(.):38874442-38889535	0.1227
NM_001098504	chr22(.):38874442-38907345	0.1329
NM_152868	chr22(.):38817332-38856203	0.0996
NM_005740	chr22(.):39169512-39195161	0.1114
NM_014293	chr22(.):39209456-39245017	0.1066
NM_014292	chr22(.):39255247-39273258	0.1255
NM_194326	chr22(.):39920097-39933860	0.134
NR_036498	chr22(.):42660758-42675868	0.1137
NM_145912	chr22(.):42771413-42833401	0.0742
NM_015703	chr22(.):42899340-42920829	0.1298
NR_027786	chr22(.):42891584-42913566	0.099
NM_014509	chr22(.):42944924-42975388	0.1221
NR_002184	chr22(.):42964265-42983017	0.104
NM_015140	chr22(.):43557627-43588137	0.0923
NM_014351	chr22(.):44215386-44263378	0.0755
NM_001177675	chr22(.):44270557-44292893	0.0898
NM_025225	chr22(.):44314618-44348448	0.085
NM_006485	chr22(.):45893718-45966581	0.0842
NM_001996	chr22(.):45893718-45964242	0.0835
NM_006487	chr22(.):45893718-45959591	0.0849
NM_006486	chr22(.):45893718-46002014	0.0881
NM_058238	chr22(.):46311247-46378008	0.0801
NM_018280	chr22(.):46441338-46455024	0.1433
NR_027036	chr22(.):46430786-46445748	0.1229
NR_027034	chr22(.):46444725-46459402	0.1335
NR_027240	chr22(.):46397495-46411657	0.1113
NM_001001694	chr22(.):50427941-50456055	0.0805
