GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
NM_145642	chr22(.):36531370-36567225	0.1501
NM_030643	chr22(.):36580175-36605879	0.0987
NM_145637	chr22(.):36617254-36641000	0.1436
NM_145343	chr22(.):36644116-36668577	0.1408
NM_030882	chr22(.):36617254-36640689	0.1448
NM_031910	chr22(.):37571205-37589330	0.0964
NM_001051	chr22(.):37597244-37613353	0.1317
NM_013385	chr22(.):37673494-37716389	0.1131
NM_002872	chr22(.):37616309-37645305	0.1894
NM_152221	chr22(.):38681696-38718413	0.1361
NR_002821	chr22(.):38735669-38799931	0.1409
NM_001894	chr22(.):38681696-38719089	0.1373
NM_016657	chr22(.):38859082-38882637	0.1182
NM_004981	chr22(.):38817332-38845033	0.0842
NM_001098505	chr22(.):38874442-38889535	0.1467
NM_001098504	chr22(.):38874442-38907345	0.1537
NM_152868	chr22(.):38817332-38856203	0.0857
NM_004286	chr22(.):39096806-39134592	0.1514
NM_005740	chr22(.):39169512-39195161	0.1025
NM_014876	chr22(.):39076547-39101459	0.1417
NM_015374	chr22(.):39125734-39156947	0.1421
NM_001006666	chr22(.):39431672-39445428	0.1281
NM_004900	chr22(.):39373404-39393783	0.1233
NM_152426	chr22(.):39412117-39434256	0.1265
NM_014508	chr22(.):39405264-39419825	0.1656
NM_021822	chr22(.):39468009-39488748	0.1463
NM_181773	chr22(.):39488228-39505072	0.1133
NM_006116	chr22(.):39790758-39832887	0.1243
NM_153497	chr22(.):39790758-39838132	0.1328
NM_002409	chr22(.):39848324-39893199	0.134
NM_019008	chr22(.):39893283-39919137	0.1538
NM_182810	chr22(.):39911568-39923691	0.1964
NM_001098270	chr22(.):39878228-39893199	0.1395
NM_016272	chr22(.):41824491-41848027	0.1495
NM_032758	chr22(.):41850720-41869708	0.1324
NM_001098	chr22(.):41860128-41929993	0.1129
