REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
2_MACS_peak_10884_lociStitched	chr17	27046032	27056381	2	7271	22944.7679	583	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	583	1
6_MACS_peak_22439_lociStitched	chr5	156333798	156361223	6	14297	22891.6475	584	1	LOC100286948,TIMD4		LOC100286948	584	1
3_MACS_peak_436_lociStitched	chr1	26436753	26453851	3	9304	22890.8024	585	1	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	585	1
3_MACS_peak_1872_lociStitched	chr1	161122811	161137350	3	6158	22874.2087	586	1	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	586	1
3_MACS_peak_1990_lociStitched	chr1	171219164	171229224	3	9021	22835.194	587	1	FMO1		FMO1	587	1
2_MACS_peak_13707_lociStitched	chr19	49313004	49322650	2	9184	22793.498	588	1	BCAT2,HSD17B14	PLEKHA4	BCAT2	588	1
3_MACS_peak_13329_lociStitched	chr19	35695265	35708410	3	10929	22701.415	589	1		FXYD5,LSR,FAM187B	FAM187B	589	1
2_MACS_peak_5944_lociStitched	chr12	53490965	53503084	2	10032	22649.1991	590	1	IGFBP6,SOAT2	TENC1,LOC283335,SPRYD3	SOAT2	590	1
2_MACS_peak_17498_lociStitched	chr22	26922458	26933476	2	10882	22629.8702	591	1	TPST2	SRRD,HPS4,TFIP11,MIR548J	TFIP11	591	1
2_MACS_peak_4270_lociStitched	chr11	19449502	19464889	2	11865	22625.0448	592	1	NAV2		NAV2	592	1
3_MACS_peak_12338_lociStitched	chr18	47832977	47848844	3	12914	22583.5011	593	1		CCDC11,MBD1,CXXC1	CXXC1	593	1
3_MACS_peak_8843_lociStitched	chr15	70768852	70787532	3	11644	22567.308	594	1			UACA	594	1
1_MACS_peak_22319_lociStitched	chr5	142774173	142785829	1	11657	22563.6848	595	1	NR3C1		NR3C1	595	1
3_MACS_peak_16835_lociStitched	chr20	55963891	55975523	3	8810	22541.6528	596	1	RBM38	RAE1,MTRNR2L3	RBM38	596	1
1_MACS_peak_26737_lociStitched	chr8	95969946	95977461	1	7516	22539.7395	597	1		TP53INP1	TP53INP1	597	1
1_MACS_peak_20832_lociStitched	chr4	144273049	144283578	1	10530	22528.9013	598	1	GAB1		GAB1	598	1
4_MACS_peak_27089_lociStitched	chr8	134214663	134232772	4	9354	22522.1633	599	1	WISP1		WISP1	599	1
1_MACS_peak_12151_lociStitched	chr18	20711740	20719220	1	7481	22511.808	600	1	CABLES1	CABLES1	CABLES1	600	1
2_MACS_peak_27468_lociStitched	chr9	33445132	33459903	2	10613	22511.004	601	1	AQP3	AQP7,NOL6	AQP3	601	1
3_MACS_peak_25391_lociStitched	chr7	101944979	101955201	3	9235	22427.068	602	1	SH2B2	MIR4285,SPDYE6	MIR4285	602	1
4_MACS_peak_27779_lociStitched	chr9	91924712	91939042	4	8017	22390.625	603	1	CKS2,MIR3153,SECISBP2		SECISBP2	603	1
3_MACS_peak_13006_lociStitched	chr19	13043317	13057869	3	7647	22380.976	604	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	604	1
2_MACS_peak_25222_lociStitched	chr7	90352042	90367579	2	9651	22362.4041	605	1	CDK14		CDK14	605	1
2_MACS_peak_5798_lociStitched	chr12	46776131	46785312	2	7985	22321.7653	606	1		SLC38A2	SLC38A2	606	1
1_MACS_peak_28674_lociStitched	chrX	15865204	15875440	1	10237	22318.5744	607	1	AP1S2		AP1S2	607	1
1_MACS_peak_16858_lociStitched	chr20	57463272	57470910	1	7639	22288.4478	608	1	GNAS	GNAS-AS	GNAS	608	1
2_MACS_peak_11726_lociStitched	chr17	73283985	73295099	2	8479	22285.7928	609	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	609	1
4_MACS_peak_7596_lociStitched	chr14	52075661	52099697	4	12817	22276.5648	610	1	FRMD6	FRMD6	FRMD6	610	1
2_MACS_peak_22360_lociStitched	chr5	148204855	148216211	2	11322	22266.8448	611	1	ADRB2		ADRB2	611	1
3_MACS_peak_28053_lociStitched	chr9	112674878	112683246	3	7846	22237.1232	612	1	PALM2,PALM2-AKAP2		AKAP2	612	1
4_MACS_peak_16616_lociStitched	chr20	43103859	43124810	4	12071	22218.5355	613	1	TTPAL	PKIG,SERINC3	TTPAL	613	1
2_MACS_peak_24869_lociStitched	chr7	47514344	47522875	2	7852	22193.3965	614	1	TNS3		TNS3	614	1
2_MACS_peak_14086_lociStitched	chr2	13659951	13672832	2	7207	22181.082	615	1			MIR3125	615	1
2_MACS_peak_14016_lociStitched	chr2	8653733	8666923	2	10862	22171.071	616	1			ID2	616	1
2_MACS_peak_2875_lociStitched	chr10	3824089	3828596	2	4359	22151.905	617	1	KLF6		KLF6	617	1
1_MACS_peak_7294_lociStitched	chr13	114829063	114835163	1	6101	22136.29	618	1	RASA3		RASA3	618	1
2_MACS_peak_27101_lociStitched	chr8	134508385	134521144	2	11932	22130.4855	619	1	ST3GAL1		ST3GAL1	619	1
4_MACS_peak_4760_lociStitched	chr11	67761440	67778531	4	11875	22098.663	620	1	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	620	1
1_MACS_peak_26828_lociStitched	chr8	103540431	103550307	1	9877	22085.6988	621	1		ODF1	ODF1	621	1
2_MACS_peak_28329_lociStitched	chr9	131935892	131941195	2	5285	22038.2074	622	1	IER5L		IER5L	622	1
4_MACS_peak_29114_lociStitched	chrX	70315183	70339353	4	10179	22009.202	623	1	FOXO4,MED12,CXorf65,IL2RG	NLGN3,SNX12	CXorf65	623	1
1_MACS_peak_21206_lociStitched	chr5	1004199	1011836	1	7638	22001.4333	624	1	NKD2		NKD2	624	1
2_MACS_peak_28498_lociStitched	chr9	139775161	139782458	2	6365	22000.455	625	1	TRAF2	MIR4292,C9orf172,PHPT1,MAMDC4,EDF1	TRAF2	625	1
1_MACS_peak_5492_lociStitched	chr12	9799247	9805087	1	5841	21999.864	626	1	LOC374443	CLEC2D,KLRB1	LOC374443	626	1
1_MACS_peak_19946_lociStitched	chr4	15002450	15008836	1	6387	21978.6962	627	1	CPEB2		CPEB2	627	1
1_MACS_peak_27093_lociStitched	chr8	134244093	134249593	1	5501	21970.85	628	1	NDRG1	WISP1	WISP1	628	1
3_MACS_peak_17510_lociStitched	chr22	27052803	27070547	3	10241	21926.2608	629	1	MIAT	CRYBA4,CRYBB1	MIAT	629	1
1_MACS_peak_16843_lociStitched	chr20	56191282	56197722	1	6441	21925.624	630	1	ZBP1		ZBP1	630	1
1_MACS_peak_7576_lociStitched	chr14	50527157	50535658	1	8502	21887.5247	631	1		C14orf183,C14orf138	C14orf183	631	1
3_MACS_peak_20143_lociStitched	chr4	54553729	54572884	3	9208	21857.7705	632	1			LNX1	632	1
3_MACS_peak_520_lociStitched	chr1	28831596	28846332	3	10146	21825.4896	633	1	RCC1,SNHG3	TRNAU1AP	RCC1	633	1
3_MACS_peak_6014_lociStitched	chr12	56509150	56523907	3	9131	21822.6516	634	1	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	634	1
4_MACS_peak_579_lociStitched	chr1	32468824	32485724	4	9121	21790.86	635	1	KHDRBS1		KHDRBS1	635	1
1_MACS_peak_822_lociStitched	chr1	44295753	44303764	1	8012	21768.2903	636	1	ST3GAL3		ARTN	636	1
1_MACS_peak_19936_lociStitched	chr4	13477037	13487167	1	10131	21749.11	637	1	RAB28	LOC285547	RAB28	637	1
2_MACS_peak_5881_lociStitched	chr12	50497148	50507198	2	6122	21724.08	638	1	GPD1,C12orf62	ACCN2,SMARCD1	C12orf62	638	1
3_MACS_peak_11972_lociStitched	chr17	80405969	80423844	3	8249	21705.6125	639	1	NARF,C17orf62	HEXDC,C17orf101	NARF	639	1
1_MACS_peak_5350_lociStitched	chr12	1530246	1536532	1	6287	21696.7576	640	1	ERC1		LOC100292680	640	1
3_MACS_peak_5733_lociStitched	chr12	32651564	32667193	3	10389	21696.1778	641	1	FGD4		FGD4	641	1
1_MACS_peak_13262_lociStitched	chr19	29120213	29126432	1	6220	21669.4836	642	1			LOC148145	642	1
1_MACS_peak_3565_lociStitched	chr10	89620145	89630508	1	10364	21644.1618	643	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	643	1
1_MACS_peak_11543_lociStitched	chr17	57860461	57866599	1	6139	21612.5118	644	1	TMEM49		MIR21	644	1
3_MACS_peak_17641_lociStitched	chr22	36778323	36785101	3	6667	21575.0518	645	1	MYH9		MYH9	645	1
2_MACS_peak_28322_lociStitched	chr9	131782184	131790655	2	7561	21568.8602	646	1	SH3GLB2	FAM73B	SH3GLB2	646	1
2_MACS_peak_13695_lociStitched	chr19	49135609	49150676	2	9347	21568.4105	647	1	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	647	1
2_MACS_peak_10297_lociStitched	chr16	81740285	81753033	2	8225	21518.624	648	1	CMIP		PLCG2	648	1
1_MACS_peak_16040_lociStitched	chr2	234873161	234878724	1	5564	21504.3328	649	1	TRPM8		TRPM8	649	1
1_MACS_peak_10258_lociStitched	chr16	79628701	79636875	1	8175	21473.098	650	1	MAF		MAF	650	1
1_MACS_peak_25002_lociStitched	chr7	70158323	70166606	1	8284	21462.0813	651	1	AUTS2		WBSCR17	651	1
1_MACS_peak_1948_lociStitched	chr1	167188136	167192535	1	4400	21458.7619	652	1	POU2F1		POU2F1	652	1
1_MACS_peak_21607_lociStitched	chr5	56466841	56473520	1	6680	21432.911	653	1	GPBP1	GPBP1	GPBP1	653	1
2_MACS_peak_11967_lociStitched	chr17	80324727	80331274	2	6246	21405.4165	654	1		TEX19,UTS2R,HEXDC,CD7,SECTM1,C17orf101	UTS2R	654	1
2_MACS_peak_2068_lociStitched	chr1	179846240	179853508	2	4594	21388.9972	655	1	TOR1AIP1,TOR1AIP2		TOR1AIP1	655	1
1_MACS_peak_14844_lociStitched	chr2	86219654	86228519	1	8866	21340.7145	656	1		LOC90784	LOC90784	656	1
3_MACS_peak_7354_lociStitched	chr14	23066121	23084549	3	12939	21308.2964	657	1	ABHD4	DAD1	ABHD4	657	1
1_MACS_peak_11646_lociStitched	chr17	65642514	65649244	1	6731	21271.511	658	1	PITPNC1		NOL11	658	1
2_MACS_peak_10184_lociStitched	chr16	70460705	70473949	2	10063	21214.2392	659	1	ST3GAL2	FUK	ST3GAL2	659	1
4_MACS_peak_136_lociStitched	chr1	9334982	9357241	4	11726	21203.9234	660	1	SPSB1	H6PD	SPSB1	660	1
1_MACS_peak_27831_lociStitched	chr9	93952690	93957186	1	4497	21203.5856	661	1			LOC100129316	661	1
2_MACS_peak_5710_lociStitched	chr12	31900692	31911016	2	8324	21203.4312	662	1		AMN1,H3F3C	AMN1	662	1
2_MACS_peak_12633_lociStitched	chr19	1647648	1653895	2	6208	21201.0686	663	1	TCF3	UQCR11	TCF3	663	1
1_MACS_peak_26570_lociStitched	chr8	72267383	72276268	1	8886	21181.84	664	1	EYA1		EYA1	664	1
1_MACS_peak_27144_lociStitched	chr8	142424082	142430448	1	6367	21173.316	665	1		PTP4A3,GPR20	PTP4A3	665	1
1_MACS_peak_1938_lociStitched	chr1	165795983	165799557	1	3575	21135.9212	666	1	UCK2		UCK2	666	1
4_MACS_peak_403_lociStitched	chr1	25558157	25574997	4	9554	21134.2	667	1	SYF2,C1orf63	RHD	C1orf63	667	1
2_MACS_peak_17482_lociStitched	chr22	24996901	25005862	2	7954	21129.1419	668	1	GGT1	SNRPD3,BCRP3,C22orf13,C22orf36,POM121L10P	GGT1	668	1
3_MACS_peak_1609_lociStitched	chr1	150945411	150955851	3	8778	21126.384	669	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	669	1
1_MACS_peak_5906_lociStitched	chr12	51711734	51722099	1	10366	21115.578	670	1	BIN2	SMAGP,CELA1	BIN2	670	1
4_MACS_peak_543_lociStitched	chr1	31215204	31232661	4	11539	21109.0044	671	1	LAPTM5	LOC100129196,MATN1	LAPTM5	671	1
9_MACS_peak_17289_lociStitched	chr22	17082284	17110998	9	13410	21093.3044	672	1	psiTPTE22	CCT8L2	psiTPTE22	672	1
2_MACS_peak_17757_lociStitched	chr22	39539767	39549573	2	9752	21066.2298	673	1	CBX7	APOBEC3H	CBX7	673	1
1_MACS_peak_2523_lociStitched	chr1	218336051	218344908	1	8858	21028.2894	674	1			RRP15	674	1
3_MACS_peak_24413_lociStitched	chr7	2438576	2448189	3	8720	21026.5149	675	1	CHST12	EIF3B	CHST12	675	1
3_MACS_peak_19335_lociStitched	chr3	156845793	156861889	3	10010	21005.28	676	1		LOC100498859,LOC339894,CCNL1	LOC339894	676	1
4_MACS_peak_5523_lociStitched	chr12	11902252	11916893	4	12039	20999.5863	677	1	ETV6		ETV6	677	1
2_MACS_peak_13579_lociStitched	chr19	45633607	45643586	2	7609	20985.837	678	1		BLOC1S3,NKPD1,TRAPPC6A	NKPD1	678	1
5_MACS_peak_12614_lociStitched	chr19	1258508	1277213	5	9309	20973.9165	679	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	679	1
1_MACS_peak_16743_lociStitched	chr20	48499037	48506256	1	7220	20971.195	680	1	SLC9A8	RNF114,SPATA2	SPATA2	680	1
2_MACS_peak_9759_lociStitched	chr16	27209072	27218373	2	7604	20957.0132	681	1	JMJD5		JMJD5	681	1
3_MACS_peak_2176_lociStitched	chr1	187000232	187012507	3	8476	20954.6525	682	1			PLA2G4A	682	1
1_MACS_peak_1745_lociStitched	chr1	155277021	155280846	1	3826	20947.995	683	1	FDPS	HCN3,RUSC1,SCAMP3,CLK2,PKLR,C1orf104,MIR555	FDPS	683	1
1_MACS_peak_29567_lociStitched	chrX	153283270	153286913	1	3644	20942.5141	684	1	IRAK1,MIR718	TMEM187,MIR3202-1,HCFC1,MIR3202-2	IRAK1	684	1
3_MACS_peak_16583_lociStitched	chr20	40710064	40727328	3	10561	20922.2416	685	1	PTPRT		CHD6	685	1
3_MACS_peak_4992_lociStitched	chr11	98960848	98971415	3	10404	20907.8662	686	1	CNTN5		CNTN5	686	1
3_MACS_peak_5149_lociStitched	chr11	118888026	118901686	3	10563	20883.408	687	1	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	687	1
2_MACS_peak_15889_lociStitched	chr2	219081117	219096144	2	10423	20852.9679	688	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	688	1
4_MACS_peak_9292_lociStitched	chr15	101782254	101806717	4	10582	20840.0297	689	1	CHSY1	SELS,SNRPA1	CHSY1	689	1
1_MACS_peak_1683_lociStitched	chr1	154191124	154194992	1	3869	20838.85	690	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	C1orf43	690	1
3_MACS_peak_21550_lociStitched	chr5	54031463	54049912	3	7909	20830.7659	691	1			SNX18	691	1
1_MACS_peak_20437_lociStitched	chr4	87924892	87930414	1	5523	20821.8054	692	1	AFF1		AFF1	692	1
2_MACS_peak_22981_lociStitched	chr6	26121584	26127646	2	6052	20820.5452	693	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	693	1
5_MACS_peak_20722_lociStitched	chr4	129473378	129497028	5	9883	20781.255	694	1			PHF17	694	1
2_MACS_peak_1736_lociStitched	chr1	155157455	155165574	2	5466	20775.7091	695	1	MIR92B,MUC1,THBS3	SLC50A1,TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MUC1	695	1
1_MACS_peak_1849_lociStitched	chr1	160229614	160233922	1	4309	20755.5132	696	1	DCAF8	PEX19	DCAF8	696	1
3_MACS_peak_1673_lociStitched	chr1	153929352	153940919	3	7034	20743.1011	697	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	697	1
1_MACS_peak_26917_lociStitched	chr8	119573641	119580350	1	6710	20697.9359	698	1	SAMD12		SAMD12	698	1
1_MACS_peak_4347_lociStitched	chr11	33672817	33680041	1	7225	20690.9808	699	1	C11orf41	C11orf91	C11orf91	699	1
2_MACS_peak_22239_lociStitched	chr5	138720073	138730237	2	9363	20671.5432	700	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	700	1
4_MACS_peak_18767_lociStitched	chr3	97689114	97710903	4	12189	20653.7931	701	1	MINA,GABRR3		MINA	701	1
5_MACS_peak_22563_lociStitched	chr5	173247157	173268345	5	11342	20641.3496	702	1		CPEB4	CPEB4	702	1
2_MACS_peak_28127_lociStitched	chr9	117372538	117380566	2	6929	20640.7908	703	1	C9orf91	ATP6V1G1	C9orf91	703	1
2_MACS_peak_29285_lociStitched	chrX	109552216	109562624	2	10278	20640.1048	704	1	AMMECR1		AMMECR1	704	1
1_MACS_peak_20776_lociStitched	chr4	140096544	140100571	1	4028	20619.4481	705	1		ELF2	ELF2	705	1
4_MACS_peak_86_lociStitched	chr1	6660245	6675171	4	9223	20618.7764	706	1	PHF13,KLHL21	TAS1R1,ZBTB48,THAP3,NOL9	KLHL21	706	1
1_MACS_peak_19150_lociStitched	chr3	135910224	135917503	1	7280	20611.9443	707	1	MSL2		MSL2	707	1
2_MACS_peak_25332_lociStitched	chr7	100025438	100034933	2	5639	20602.251	708	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	708	1
1_MACS_peak_19657_lociStitched	chr3	192606844	192619090	1	12247	20573.28	709	1	C3orf59		C3orf59	709	1
5_MACS_peak_9866_lociStitched	chr16	30562505	30584248	5	10637	20566.7037	710	1	ZNF764,ZNF688	ZNF768,ZNF747,ZNF785,ZNF689	ZNF764	710	1
5_MACS_peak_28063_lociStitched	chr9	112904316	112925165	5	13348	20546.6895	711	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	711	1
3_MACS_peak_11768_lociStitched	chr17	74257576	74269184	3	10247	20546.16	712	1	FAM100B	RNF157,QRICH2	FAM100B	712	1
4_MACS_peak_27403_lociStitched	chr9	22100165	22118766	4	9943	20544.8045	713	1	CDKN2B-AS1		CDKN2B	713	1
3_MACS_peak_5961_lociStitched	chr12	53763401	53776339	3	8201	20510.6114	714	1	SP1	AMHR2,AAAS,SP7	SP1	714	1
4_MACS_peak_24072_lociStitched	chr6	135322302	135343899	4	11290	20497.7127	715	1	HBS1L	MIR3662,HBS1L	MIR3662	715	1
1_MACS_peak_20272_lociStitched	chr4	74676970	74684501	1	7532	20484.32	716	1		CXCL6,PF4V1	CXCL6	716	1
1_MACS_peak_10360_lociStitched	chr16	85778843	85791521	1	12679	20482.5768	717	1	C16orf74	COX4I1,MIR1910,COX4NB	C16orf74	717	1
1_MACS_peak_22994_lociStitched	chr6	26269709	26275819	1	6111	20470.944	718	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	718	1
1_MACS_peak_7777_lociStitched	chr14	69257532	69264367	1	6836	20466.724	719	1	ZFP36L1,C14orf181		ZFP36L1	719	1
1_MACS_peak_221_lociStitched	chr1	14025753	14032454	1	6702	20450.7819	720	1	PRDM2	PRDM2	PRDM2	720	1
4_MACS_peak_23294_lociStitched	chr6	37015602	37031057	4	9983	20442.3285	721	1		FGD2	FGD2	721	1
2_MACS_peak_4476_lociStitched	chr11	58340134	58348239	2	8063	20417.3055	722	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	722	1
1_MACS_peak_2803_lociStitched	chr1	244996094	245000584	1	4491	20413.785	723	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	723	1
5_MACS_peak_16488_lociStitched	chr20	34189507	34208145	5	13111	20410.4738	724	1	SPAG4,FER1L4	CPNE1	FER1L4	724	1
4_MACS_peak_9134_lociStitched	chr15	89654476	89674449	4	14859	20410.4087	725	1	ABHD2		ABHD2	725	1
2_MACS_peak_1686_lociStitched	chr1	154369405	154380883	2	9632	20397.5538	726	1	IL6R		IL6R	726	1
2_MACS_peak_13765_lociStitched	chr19	50423480	50434039	2	8475	20389.429	727	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	727	1
1_MACS_peak_5987_lociStitched	chr12	54671872	54677655	1	5784	20321.462	728	1	HNRNPA1,HNRNPA1P10,CBX5	COPZ1,CBX5,NFE2	HNRNPA1P10	728	1
2_MACS_peak_26248_lociStitched	chr8	29653719	29664529	2	8013	20303.342	729	1		C8orf75	C8orf75	729	1
1_MACS_peak_15492_lociStitched	chr2	175457245	175463601	1	6357	20259.1144	730	1	WIPF1		WIPF1	730	1
2_MACS_peak_1967_lociStitched	chr1	167903612	167907759	2	4133	20244.8246	731	1	DCAF6,BRP44	ADCY10	DCAF6	731	1
1_MACS_peak_19277_lociStitched	chr3	150477545	150485729	1	8185	20239.8504	732	1	SIAH2		SIAH2	732	1
1_MACS_peak_2806_lociStitched	chr1	245132005	245136086	1	4082	20228.7008	733	1	EFCAB2		EFCAB2	733	1
2_MACS_peak_5261_lociStitched	chr11	128337460	128354719	2	12557	20227.548	734	1	ETS1		ETS1	734	1
4_MACS_peak_8832_lociStitched	chr15	70387356	70396489	4	8941	20216.8088	735	1	TLE3	MIR629	TLE3	735	1
2_MACS_peak_19486_lociStitched	chr3	177068655	177079507	2	7865	20215.1056	736	1			TBL1XR1	736	1
2_MACS_peak_8859_lociStitched	chr15	72518058	72530738	2	9089	20204.312	737	1	PKM2	GRAMD2,PARP6	PKM2	737	1
1_MACS_peak_21183_lociStitched	chr5	188136	193640	1	5505	20202.432	738	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	738	1
2_MACS_peak_21223_lociStitched	chr5	1488618	1501648	2	7863	20193.894	739	1	LPCAT1	SLC6A3	LPCAT1	739	1
1_MACS_peak_24928_lociStitched	chr7	55597558	55605033	1	7476	20172.7825	740	1	VOPP1		VOPP1	740	1
2_MACS_peak_16675_lociStitched	chr20	45027133	45037169	2	8364	20149.2772	741	1	ELMO2	SLC35C2	ELMO2	741	1
1_MACS_peak_16495_lociStitched	chr20	34328221	34332915	1	4695	20142.4234	742	1	RBM39	ROMO1,PHF20,NFS1	RBM39	742	1
1_MACS_peak_8018_lociStitched	chr14	91879509	91885527	1	6019	20136.228	743	1	CCDC88C		CCDC88C	743	1
1_MACS_peak_24719_lociStitched	chr7	32929111	32933510	1	4400	20109.5886	744	1	KBTBD2	RP9P	KBTBD2	744	1
2_MACS_peak_25604_lociStitched	chr7	122822833	122833484	2	8222	20086.7209	745	1	SLC13A1		SLC13A1	745	1
5_MACS_peak_15024_lociStitched	chr2	106402528	106430227	5	14394	20081.775	746	1	NCK2	NCK2	NCK2	746	1
1_MACS_peak_2356_lociStitched	chr1	205252062	205258644	1	6583	20071.1508	747	1		NUAK2	NUAK2	747	1
4_MACS_peak_12315_lociStitched	chr18	47057181	47075592	4	11310	20062.4667	748	1		MIR1539,LIPG,C18orf32,U58,SNORD58C,SNORD58A,RPL17-C18ORF32,SNORD58B,RPL17	LIPG	748	1
2_MACS_peak_10986_lociStitched	chr17	33406218	33417110	2	7557	20054.3504	749	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	749	1
4_MACS_peak_26207_lociStitched	chr8	27930364	27943681	4	10277	19999.4706	750	1	C8orf80	ELP3	C8orf80	750	1
2_MACS_peak_13083_lociStitched	chr19	16180601	16191330	2	6478	19997.7831	751	1	TPM4	FLJ25328,RAB8A	TPM4	751	1
2_MACS_peak_17924_lociStitched	chr22	46447634	46455222	2	6410	19994.38	752	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	752	1
2_MACS_peak_2981_lociStitched	chr10	13382105	13392037	2	5083	19993.116	753	1	SEPHS1	PHYH	SEPHS1	753	1
2_MACS_peak_19092_lociStitched	chr3	129892241	129901463	2	8759	19974.852	754	1		COL6A4P2	COL6A4P2	754	1
5_MACS_peak_592_lociStitched	chr1	32713205	32740408	5	11010	19964.2817	755	1	FAM167B,LCK	CCDC28B,IQCC,DCDC2B,EIF3I,HDAC1,C1orf91,MTMR9LP	LCK	755	1
1_MACS_peak_24267_lociStitched	chr6	157097763	157104384	1	6622	19962.9771	756	1	ARID1B		ARID1B	756	1
3_MACS_peak_28476_lociStitched	chr9	138998438	139011781	3	7087	19958.4594	757	1	C9orf69	NACC2	C9orf69	757	1
2_MACS_peak_10397_lociStitched	chr16	88869321	88879340	2	5586	19946.8271	758	1	CDT1,APRT	TRAPPC2L,FAM38A,GALNS	APRT	758	1
4_MACS_peak_1740_lociStitched	chr1	155213713	155233002	4	6986	19929.3948	759	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,THBS3,GBAP1,GBA,PKLR	FAM189B	759	1
2_MACS_peak_19787_lociStitched	chr4	1794963	1805396	2	10421	19914.5104	760	1	FGFR3		FGFR3	760	1
3_MACS_peak_11897_lociStitched	chr17	78226265	78238465	3	8857	19888.44	761	1	SLC26A11,RNF213	SGSH	RNF213	761	1
4_MACS_peak_27979_lociStitched	chr9	104187620	104212070	4	10872	19819.17	762	1	ALDOB	ZNF189,BAAT,MRPL50,C9orf125	ALDOB	762	1
4_MACS_peak_4813_lociStitched	chr11	71415183	71431801	4	10243	19790.3762	763	1			FAM86C	763	1
1_MACS_peak_9214_lociStitched	chr15	93442722	93451261	1	8540	19781.4474	764	1	CHD2,MIR3175	LOC100507217	MIR3175	764	1
2_MACS_peak_10838_lociStitched	chr17	20936604	20948088	2	7096	19781.19	765	1	USP22		USP22	765	1
1_MACS_peak_6974_lociStitched	chr13	46269270	46277900	1	8631	19773.919	766	1	SPERT		SPERT	766	1
3_MACS_peak_24163_lociStitched	chr6	141472874	141486962	3	9330	19758.42	767	1			NMBR	767	1
3_MACS_peak_1732_lociStitched	chr1	155099406	155113467	3	6575	19737.4257	768	1	EFNA1,SLC50A1,DPM3	EFNA3,TRIM46,KRTCAP2,MUC1	SLC50A1	768	1
2_MACS_peak_21235_lociStitched	chr5	1791563	1802564	2	6362	19736.8941	769	1	NDUFS6,MRPL36		MRPL36	769	1
1_MACS_peak_2462_lociStitched	chr1	211430763	211435064	1	4302	19727.3967	770	1	RCOR3		RCOR3	770	1
2_MACS_peak_29352_lociStitched	chrX	119434421	119444436	2	8816	19713.526	771	1	FAM70A	ZBTB33	FAM70A	771	1
1_MACS_peak_22983_lociStitched	chr6	26155461	26160959	1	5499	19711.9794	772	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	772	1
2_MACS_peak_20591_lociStitched	chr4	110973739	110982690	2	8624	19679.6686	773	1	ELOVL6		ELOVL6	773	1
2_MACS_peak_18402_lociStitched	chr3	46454176	46466385	2	10542	19663.8154	774	1		CCR5,CCRL2,LTF	CCRL2	774	1
2_MACS_peak_11928_lociStitched	chr17	79668288	79681035	2	7014	19662.2475	775	1	HGS,MRPL12,SLC25A10	CCDC137,PDE6G,C17orf90,ARL16	MRPL12	775	1
5_MACS_peak_22966_lociStitched	chr6	25365938	25390522	5	15136	19652.4496	776	1	LRRC16A		LRRC16A	776	1
