REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_28274_lociStitched	chr9	130660952	130680382	4	10350	24889.83	515	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.238	515	1
2_MACS_peak_19931_lociStitched	chr4	12694100	12705412	2	10339	25274.4016	516	1			HSP90AB2P	HSP90AB2P	NONE	516	1
2_MACS_peak_1875_lociStitched	chr1	161144820	161157740	2	10335	33226.364	517	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	B4GALT3	1.3531	517	1
4_MACS_peak_1600_lociStitched	chr1	150582842	150603125	4	10287	18388.5678	518	1	ENSA	MCL1	ENSA	MCL1	1.7301	518	1
2_MACS_peak_29285_lociStitched	chrX	109552216	109562624	2	10278	20640.1048	519	1	AMMECR1		AMMECR1	AMMECR1	0.2671	519	1
4_MACS_peak_26207_lociStitched	chr8	27930364	27943681	4	10277	19999.4706	520	1	C8orf80	ELP3	C8orf80	C8orf80	0.4377	520	1
3_MACS_peak_11768_lociStitched	chr17	74257576	74269184	3	10247	20546.16	521	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.3123	521	1
4_MACS_peak_4813_lociStitched	chr11	71415183	71431801	4	10243	19790.3762	522	1			FAM86C	FAM86C	NONE	522	1
3_MACS_peak_17510_lociStitched	chr22	27052803	27070547	3	10241	21926.2608	523	1	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	1.5103	523	1
1_MACS_peak_28674_lociStitched	chrX	15865204	15875440	1	10237	22318.5744	524	1	AP1S2		AP1S2	AP1S2	0.6289	524	1
2_MACS_peak_20433_lociStitched	chr4	87854879	87870222	2	10237	27359.6376	525	1	AFF1	C4orf36	AFF1	AFF1	0.4167	525	1
2_MACS_peak_1644_lociStitched	chr1	152005994	152021973	2	10213	50461.682	526	1	S100A11	S100A10,TCHHL1	S100A11	S100A11	2.4494	526	1
4_MACS_peak_29114_lociStitched	chrX	70315183	70339353	4	10179	22009.202	527	1	FOXO4,MED12,CXorf65,IL2RG	NLGN3,SNX12	CXorf65	CXorf65	0.8241	527	1
2_MACS_peak_10273_lociStitched	chr16	80612776	80626483	2	10172	24509.4867	528	1		DYNLRB2	DYNLRB2	DYNLRB2	0.1892	528	1
4_MACS_peak_9418_lociStitched	chr16	3108596	3128199	4	10172	16739.0017	529	1	MMP25,IL32	CLDN9,TNFRSF12A,THOC6,ZNF205,CLDN6,HCFC1R1,CCDC64B,ZSCAN10,MGC3771	IL32	IL32	0.601	529	1
3_MACS_peak_25455_lociStitched	chr7	104937711	104951864	3	10162	15549.9011	530	1	SRPK2	SRPK2	SRPK2	SRPK2	0.209	530	1
3_MACS_peak_18286_lociStitched	chr3	39247198	39263467	3	10160	23277.6852	531	1		XIRP1	XIRP1	XIRP1	0.2714	531	1
3_MACS_peak_520_lociStitched	chr1	28831596	28846332	3	10146	21825.4896	532	1	RCC1,SNHG3	TRNAU1AP	RCC1	RCC1	0.556	532	1
2_MACS_peak_10754_lociStitched	chr17	17794484	17806840	2	10143	17571.4676	533	1	TOM1L2		SREBF1	SREBF1	1.6807	533	1
1_MACS_peak_22128_lociStitched	chr5	130708814	130718954	1	10141	15218.112	534	1	CDC42SE2		CDC42SE2	CDC42SE2	0.2223	534	1
4_MACS_peak_8884_lociStitched	chr15	74276718	74290075	4	10133	13956.7293	535	1	PML,STOML1		STOML1	STOML1	0.7653	535	1
1_MACS_peak_19936_lociStitched	chr4	13477037	13487167	1	10131	21749.11	536	1	RAB28	LOC285547	RAB28	RAB28	0.2378	536	1
4_MACS_peak_17716_lociStitched	chr22	38667647	38687346	4	10115	16901.742	537	1	TMEM184B,CSNK1E		TMEM184B	TMEM184B	0.4828	537	1
2_MACS_peak_20175_lociStitched	chr4	57566759	57579851	2	10107	15792.8796	538	1		HOPX	HOPX	HOPX	0.0907	538	1
2_MACS_peak_10415_lociStitched	chr16	89508199	89522172	2	10102	17299.9713	539	1	ANKRD11		ANKRD11	ANKRD11	0.2677	539	1
4_MACS_peak_16634_lociStitched	chr20	43588093	43608918	4	10089	16532.9675	540	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.3347	540	1
2_MACS_peak_11492_lociStitched	chr17	55552001	55565781	2	10078	18463.822	541	1	MSI2		MSI2	MSI2	0.2635	541	1
1_MACS_peak_28208_lociStitched	chr9	127046504	127056575	1	10072	30015.6084	542	1	NEK6		NEK6	NEK6	0.4553	542	1
2_MACS_peak_10184_lociStitched	chr16	70460705	70473949	2	10063	21214.2392	543	1	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.7653	543	1
2_MACS_peak_21792_lociStitched	chr5	78523035	78535329	2	10053	25630.5312	544	1	JMY		JMY	JMY	0.2656	544	1
2_MACS_peak_5944_lociStitched	chr12	53490965	53503084	2	10032	22649.1991	545	1	IGFBP6,SOAT2	TENC1,LOC283335,SPRYD3	SOAT2	SOAT2	0.6864	545	1
3_MACS_peak_8345_lociStitched	chr15	31519400	31530799	3	10016	26275.8349	546	1			KLF13	KLF13	1.138	546	1
3_MACS_peak_19335_lociStitched	chr3	156845793	156861889	3	10010	21005.28	547	1		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	1.7034	547	1
3_MACS_peak_19321_lociStitched	chr3	156391360	156404585	3	10004	15266.94	548	1	TIPARP,LOC100287227		TIPARP	TIPARP	0.4452	548	1
2_MACS_peak_21094_lociStitched	chr4	185262947	185277268	2	10003	34089.7084	549	1			IRF2	IRF2	1.5591	549	1
4_MACS_peak_12640_lociStitched	chr19	1847395	1865507	4	10002	24612.3968	550	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.1746	550	1
3_MACS_peak_26245_lociStitched	chr8	29622020	29637693	3	9997	31179.8662	551	1		C8orf75	C8orf75	C8orf75	0.3194	551	1
4_MACS_peak_23294_lociStitched	chr6	37015602	37031057	4	9983	20442.3285	552	1		FGD2	FGD2	FGD2	0.138	552	1
2_MACS_peak_5258_lociStitched	chr11	128274302	128286663	2	9982	18457.4452	553	1			ETS1	ETS1	0.3088	553	1
4_MACS_peak_8110_lociStitched	chr14	98662828	98677378	4	9959	15727.095	554	1			C14orf64	C14orf64	NONE	554	1
2_MACS_peak_24735_lociStitched	chr7	35062255	35078169	2	9955	14166.6428	555	1	DPY19L1		DPY19L1	DPY19L1	0.2131	555	1
4_MACS_peak_27403_lociStitched	chr9	22100165	22118766	4	9943	20544.8045	556	1	CDKN2B-AS1		CDKN2B	CDKN2B	0.2828	556	1
1_MACS_peak_23441_lociStitched	chr6	45386538	45396465	1	9928	19550.2338	557	1	RUNX2	SUPT3H	RUNX2	RUNX2	0.2038	557	1
4_MACS_peak_23476_lociStitched	chr6	52038141	52048860	4	9928	9700.695	558	1		MIR206,MIR133B,IL17A	IL17A	IL17A	0.2743	558	1
2_MACS_peak_25676_lociStitched	chr7	128947554	128958435	2	9924	14247.5814	559	1	AHCYL2	AHCYL2	AHCYL2	AHCYL2	0.2699	559	1
4_MACS_peak_26633_lociStitched	chr8	81073405	81084433	4	9885	12421.9392	560	1	TPD52		TPD52	TPD52	0.5448	560	1
5_MACS_peak_20722_lociStitched	chr4	129473378	129497028	5	9883	20781.255	561	1			PHF17	PHF17	0.6233	561	1
1_MACS_peak_26828_lociStitched	chr8	103540431	103550307	1	9877	22085.6988	562	1		ODF1	ODF1	ODF1	0.1044	562	1
3_MACS_peak_17684_lociStitched	chr22	38021589	38036998	3	9877	16604.7384	563	1	GGA1,SH3BP1	PDXP,LGALS1,NOL12,LGALS2	SH3BP1	LGALS1	0.8545	563	1
3_MACS_peak_10820_lociStitched	chr17	20165692	20180470	3	9875	14414.4612	564	1	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.216	564	1
4_MACS_peak_18971_lociStitched	chr3	121711181	121732754	4	9871	16568.064	565	1	ILDR1	CD86	ILDR1	ILDR1	0.4672	565	1
2_MACS_peak_6737_lociStitched	chr12	125397851	125412569	2	9862	25082.4156	566	1	UBC	SCARB1	UBC	UBC	1.5794	566	1
3_MACS_peak_23413_lociStitched	chr6	44039970	44052764	3	9859	11340.6016	567	1		TMEM63B,MRPL14	MRPL14	MRPL14	0.3327	567	1
1_MACS_peak_21978_lociStitched	chr5	109024296	109034148	1	9853	14544.5076	568	1	MAN2A1		MAN2A1	MAN2A1	0.168	568	1
3_MACS_peak_14134_lociStitched	chr2	20345136	20358072	3	9816	13124.8656	569	1			SDC1	SDC1	2.4284	569	1
2_MACS_peak_1815_lociStitched	chr1	157142415	157153409	2	9815	14199.8504	570	1		CYCSP52,ETV3	ETV3	ETV3	1.0474	570	1
2_MACS_peak_23820_lociStitched	chr6	106585212	106596073	2	9808	28160.4008	571	1		PRDM1	PRDM1	PRDM1	2.597	571	1
1_MACS_peak_1500_lociStitched	chr1	145448103	145457906	1	9804	36386.7754	572	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.2002	572	1
2_MACS_peak_27783_lociStitched	chr9	91947566	91958665	2	9797	19237.8967	573	1	SECISBP2	CKS2,MIR3153	SECISBP2	CKS2	1.4256	573	1
3_MACS_peak_6083_lociStitched	chr12	58281623	58299411	3	9780	25701.8812	574	1		XRCC6BP1,CTDSP2	XRCC6BP1	CTDSP2	1.0745	574	1
4_MACS_peak_8227_lociStitched	chr14	105526592	105542954	4	9776	18217.4508	575	1	GPR132	CDCA4	GPR132	CDCA4	0.7107	575	1
3_MACS_peak_6409_lociStitched	chr12	104849858	104862327	3	9767	16839.3845	576	1	CHST11		CHST11	CHST11	0.1571	576	1
2_MACS_peak_17757_lociStitched	chr22	39539767	39549573	2	9752	21066.2298	577	1	CBX7	APOBEC3H	CBX7	CBX7	0.7423	577	1
2_MACS_peak_25883_lociStitched	chr7	150100701	150113910	2	9744	49770.1911	578	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	3.1421	578	1
3_MACS_peak_14752_lociStitched	chr2	74424920	74441005	3	9739	17714.4105	579	1	MTHFD2	BOLA3,MOBKL1B	MTHFD2	MTHFD2	0.7077	579	1
2_MACS_peak_18384_lociStitched	chr3	46245442	46257100	2	9698	27153.8136	580	1	CCR1	CCR3	CCR1	CCR1	1.4876	580	1
1_MACS_peak_1339_lociStitched	chr1	111172765	111182457	1	9693	25392.0708	581	1		KCNA2,KCNA3	KCNA2	KCNA3	0.2703	581	1
2_MACS_peak_2072_lociStitched	chr1	179963982	179975822	2	9684	26429.248	582	1	CEP350		CEP350	CEP350	0.376	582	1
5_MACS_peak_17067_lociStitched	chr21	34430434	34453858	5	9683	14087.1936	583	1	OLIG1	OLIG2	OLIG1	OLIG1	0.2925	583	1
2_MACS_peak_27043_lociStitched	chr8	131079993	131094781	2	9679	15446.066	584	1	ASAP1		FAM49B	FAM49B	NONE	584	1
4_MACS_peak_24081_lociStitched	chr6	135544400	135556495	4	9672	12382.861	585	1		MYB	MYB	MYB	0.4099	585	1
2_MACS_peak_25222_lociStitched	chr7	90352042	90367579	2	9651	22362.4041	586	1	CDK14		CDK14	CDK14	0.1893	586	1
1_MACS_peak_25598_lociStitched	chr7	121976070	121985719	1	9650	24031.7994	587	1	CADPS2	LOC154860,FEZF1	FEZF1	LOC154860	0.5069	587	1
2_MACS_peak_1686_lociStitched	chr1	154369405	154380883	2	9632	20397.5538	588	1	IL6R		IL6R	IL6R	0.4103	588	1
2_MACS_peak_20065_lociStitched	chr4	40195921	40208404	2	9616	15995.7162	589	1	RHOH		RHOH	RHOH	0.3631	589	1
6_MACS_peak_10650_lociStitched	chr17	8088842	8104077	6	9613	11435.391	590	1	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf59	0.7332	590	1
2_MACS_peak_26627_lociStitched	chr8	81003585	81017322	2	9612	19262.0214	591	1	TPD52	TPD52	TPD52	TPD52	0.5448	591	1
3_MACS_peak_4531_lociStitched	chr11	62216155	62232727	3	9611	14321.5224	592	1	AHNAK	SCGB1A1	SCGB1A1	SCGB1A1	0.0754	592	1
3_MACS_peak_17108_lociStitched	chr21	36598609	36608988	3	9604	14372.8392	593	1			RUNX1	RUNX1	0.2117	593	1
2_MACS_peak_18880_lociStitched	chr3	111392593	111403979	2	9595	18980.462	594	1	PLCXD2	PHLDB2	PLCXD2	PLCXD2	0.1636	594	1
4_MACS_peak_28141_lociStitched	chr9	123329464	123347422	4	9593	16821.2586	595	1	CDK5RAP2		CDK5RAP2	CDK5RAP2	0.1567	595	1
1_MACS_peak_19273_lociStitched	chr3	150314336	150323914	1	9579	24536.9204	596	1	SELT	EIF2A,SERP1	SELT	SELT	0.6924	596	1
2_MACS_peak_24806_lociStitched	chr7	43788838	43799281	2	9567	16270.194	597	1	BLVRA	C7orf44	BLVRA	C7orf44	0.2515	597	1
3_MACS_peak_17435_lociStitched	chr22	23477563	23488463	3	9557	23021.89	598	1	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3389	598	1
4_MACS_peak_403_lociStitched	chr1	25558157	25574997	4	9554	21134.2	599	1	SYF2,C1orf63	RHD	C1orf63	C1orf63	0.8867	599	1
3_MACS_peak_5234_lociStitched	chr11	126056033	126069134	3	9553	24793.6425	600	1		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3957	600	1
4_MACS_peak_6588_lociStitched	chr12	117536061	117557921	4	9522	14541.272	601	1	TESC		TESC	TESC	0.0812	601	1
2_MACS_peak_28399_lociStitched	chr9	134543729	134555937	2	9509	32401.2528	602	1	RAPGEF1		RAPGEF1	RAPGEF1	0.462	602	1
1_MACS_peak_11096_lociStitched	chr17	38015592	38025092	1	9501	43023.6	603	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.483	603	1
2_MACS_peak_13026_lociStitched	chr19	13948801	13959343	2	9501	29028.4512	604	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.4028	604	1
2_MACS_peak_27655_lociStitched	chr9	73024878	73036929	2	9501	33374.0394	605	1	KLF9		KLF9	KLF9	0.6337	605	1
2_MACS_peak_29438_lociStitched	chrX	131613466	131625466	2	9486	19322.4	606	1	MBNL3	MBNL3	MBNL3	MBNL3	0.1934	606	1
4_MACS_peak_28216_lociStitched	chr9	127614849	127635725	4	9482	27111.6612	607	1	WDR38,ARPC5L,RPL35		RPL35	RPL35	0.6778	607	1
2_MACS_peak_16115_lociStitched	chr2	241517262	241527662	2	9466	25545.52	608	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	DUSP28	1.1634	608	1
3_MACS_peak_23050_lociStitched	chr6	27790568	27808538	3	9465	25044.789	609	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.8519	609	1
3_MACS_peak_8609_lociStitched	chr15	52669791	52682335	3	9463	15025.2032	610	1	MYO5A		MYO5C	MYO5C	0.1347	610	1
3_MACS_peak_462_lociStitched	chr1	27152519	27167512	3	9458	17101.0158	611	1	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	1.323	611	1
4_MACS_peak_11848_lociStitched	chr17	76267931	76277889	4	9452	25686.661	612	1		LOC283999,EPR1	LOC283999	EPR1	0.289	612	1
2_MACS_peak_14391_lociStitched	chr2	43558051	43570926	2	9452	19074.3125	613	1	THADA		LOC100129726	LOC100129726	1.8489	613	1
1_MACS_peak_12262_lociStitched	chr18	42287479	42296922	1	9444	16835.9247	614	1	SETBP1		SETBP1	SETBP1	0.319	614	1
4_MACS_peak_846_lociStitched	chr1	45264679	45286389	4	9420	17203.004	615	1	PLK3,BTBD19,TCTEX1D4,PTCH2	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	BTBD19	SNORD38B	0.962	615	1
2_MACS_peak_6631_lociStitched	chr12	120966194	120979326	2	9419	16357.2192	616	1	RNF10,COQ5	DYNLL1,POP5	RNF10	DYNLL1	0.4736	616	1
2_MACS_peak_20314_lociStitched	chr4	77220445	77230383	2	9414	37669.989	617	1	STBD1	FAM47E	STBD1	STBD1	2.249	617	1
4_MACS_peak_22670_lociStitched	chr5	180228797	180248973	4	9400	17724.616	618	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.6136	618	1
2_MACS_peak_20523_lociStitched	chr4	103532621	103543251	2	9398	18112.457	619	1	NFKB1		NFKB1	NFKB1	0.4129	619	1
3_MACS_peak_96_lociStitched	chr1	6878512	6893581	3	9395	11930.1273	620	1	CAMTA1		CAMTA1	CAMTA1	0.1168	620	1
3_MACS_peak_11745_lociStitched	chr17	73859855	73875884	3	9387	34651.4922	621	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	2.0255	621	1
3_MACS_peak_22902_lociStitched	chr6	16503347	16522779	3	9383	8859.0488	622	1	ATXN1		ATXN1	ATXN1	0.1699	622	1
3_MACS_peak_16999_lociStitched	chr21	19645086	19659109	3	9378	16955.2093	623	1	TMPRSS15	CHODL	CHODL	CHODL	0.0866	623	1
4_MACS_peak_13673_lociStitched	chr19	48824456	48837822	4	9376	29927.8106	624	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.0114	624	1
1_MACS_peak_21327_lociStitched	chr5	14210700	14220070	1	9371	28333.943	625	1	TRIO		TRIO	TRIO	0.1839	625	1
4_MACS_peak_13463_lociStitched	chr19	41106910	41121109	4	9368	13726.1733	626	1	LTBP4	SHKBP1	LTBP4	LTBP4	0.4047	626	1
2_MACS_peak_22239_lociStitched	chr5	138720073	138730237	2	9363	20671.5432	627	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	1.6976	627	1
4_MACS_peak_7770_lociStitched	chr14	68858921	68871800	4	9358	10697.2974	628	1	RAD51L1		ZFP36L1	ZFP36L1	1.3675	628	1
4_MACS_peak_27089_lociStitched	chr8	134214663	134232772	4	9354	22522.1633	629	1	WISP1		WISP1	WISP1	0.6023	629	1
1_MACS_peak_15878_lociStitched	chr2	217080367	217089719	1	9353	23273.3872	630	1			XRCC5	XRCC5	NONE	630	1
3_MACS_peak_11068_lociStitched	chr17	37351454	37366896	3	9351	29234.7944	631	1	RPL19,CACNB1,STAC2	PLXDC1,ARL5C	RPL19	RPL19	1.8637	631	1
2_MACS_peak_2246_lociStitched	chr1	199049397	199060454	2	9350	12776.3635	632	1			MIR181A1	MIR181A1	NONE	632	1
2_MACS_peak_13695_lociStitched	chr19	49135609	49150676	2	9347	21568.4105	633	1	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	SPHK2	0.9999	633	1
1_MACS_peak_24244_lociStitched	chr6	152127769	152137108	1	9340	11505.648	634	1	ESR1		ESR1	ESR1	0.1264	634	1
1_MACS_peak_14396_lociStitched	chr2	43627640	43636978	1	9339	16176.2174	635	1	THADA		LOC100129726	LOC100129726	1.8489	635	1
3_MACS_peak_24163_lociStitched	chr6	141472874	141486962	3	9330	19758.42	636	1			NMBR	NMBR	NONE	636	1
2_MACS_peak_11908_lociStitched	chr17	78873092	78886107	2	9327	30349.6785	637	1	RPTOR		CHMP6	CHMP6	NONE	637	1
5_MACS_peak_60_lociStitched	chr1	2472495	2488827	5	9324	15713.0172	638	1	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	1.0751	638	1
4_MACS_peak_13118_lociStitched	chr19	16993913	17007810	4	9316	13274.4144	639	1	F2RL3,CPAMD8		F2RL3	F2RL3	0.9517	639	1
3_MACS_peak_18159_lociStitched	chr3	15835107	15851389	3	9314	14886.6326	640	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1228	640	1
2_MACS_peak_27395_lociStitched	chr9	21986088	21996810	2	9312	24439.7268	641	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.722	641	1
5_MACS_peak_12614_lociStitched	chr19	1258508	1277213	5	9309	20973.9165	642	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	0.8541	642	1
3_MACS_peak_436_lociStitched	chr1	26436753	26453851	3	9304	22890.8024	643	1	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	PDIK1L	0.9659	643	1
2_MACS_peak_19481_lociStitched	chr3	176858868	176869889	2	9290	15309.2711	644	1	TBL1XR1		TBL1XR1	TBL1XR1	0.3405	644	1
3_MACS_peak_13710_lociStitched	chr19	49362095	49381151	3	9287	28418.2128	645	1	PPP1R15A,PLEKHA4	NUCB1,BCAT2,HSD17B14,TULP2	PLEKHA4	HSD17B14	0.8509	645	1
2_MACS_peak_11200_lociStitched	chr17	40825648	40834953	2	9284	49334.1795	646	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	2.639	646	1
2_MACS_peak_3865_lociStitched	chr10	116275237	116287172	2	9282	12044.802	647	1	ABLIM1		ABLIM1	ABLIM1	0.1152	647	1
2_MACS_peak_16283_lociStitched	chr20	17624053	17633441	2	9280	14680.0156	648	1	RRBP1	BANF2	RRBP1	RRBP1	0.2916	648	1
4_MACS_peak_9536_lociStitched	chr16	10961812	10976527	4	9273	13330.3185	649	1	CIITA	FAM18A	CIITA	CIITA	0.265	649	1
1_MACS_peak_104_lociStitched	chr1	7461883	7471145	1	9263	18293.3762	650	1	CAMTA1		VAMP3	VAMP3	NONE	650	1
4_MACS_peak_28349_lociStitched	chr9	132340395	132356154	4	9257	17848.6434	651	1		METTL11A,C9orf50,ASB6	C9orf50	C9orf50	0.5325	651	1
4_MACS_peak_17594_lociStitched	chr22	32802483	32814097	4	9255	13181.89	652	1	C22orf28,BPIL2	RFPL3,RFPL3S	C22orf28	C22orf28	0.3982	652	1
2_MACS_peak_9212_lociStitched	chr15	93422955	93432237	2	9246	31103.0538	653	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	1.9888	653	1
3_MACS_peak_1950_lociStitched	chr1	167416081	167426345	3	9246	27207.8112	654	1	CD247		CD247	CD247	0.8194	654	1
4_MACS_peak_13566_lociStitched	chr19	45503937	45521938	4	9241	26276.0597	655	1	RELB	CLPTM1,CLASRP	RELB	RELB	0.7236	655	1
3_MACS_peak_25391_lociStitched	chr7	101944979	101955201	3	9235	22427.068	656	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	1.844	656	1
4_MACS_peak_86_lociStitched	chr1	6660245	6675171	4	9223	20618.7764	657	1	PHF13,KLHL21	TAS1R1,ZBTB48,THAP3,NOL9	KLHL21	KLHL21	0.5995	657	1
2_MACS_peak_2398_lociStitched	chr1	206938975	206948310	2	9219	10830.467	658	1	IL10	IL19	IL10	IL10	0.7893	658	1
3_MACS_peak_20143_lociStitched	chr4	54553729	54572884	3	9208	21857.7705	659	1			LNX1	LNX1	NONE	659	1
1_MACS_peak_2121_lociStitched	chr1	183876716	183885922	1	9207	30368.7528	660	1	RGL1		GLT25D2	GLT25D2	NONE	660	1
5_MACS_peak_2357_lociStitched	chr1	205281506	205294868	5	9202	10602.747	661	1	NUAK2	KLHDC8A	NUAK2	NUAK2	0.4319	661	1
5_MACS_peak_15084_lociStitched	chr2	111615245	111627959	5	9201	8140.7742	662	1	ACOXL		ACOXL	ACOXL	0.1043	662	1
3_MACS_peak_607_lociStitched	chr1	33084846	33095521	3	9195	16411.745	663	1	ZBTB8OS	RBBP4	ZBTB8OS	ZBTB8OS	0.7922	663	1
3_MACS_peak_5155_lociStitched	chr11	118964174	118979491	3	9192	16770.5833	664	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.9345	664	1
4_MACS_peak_11443_lociStitched	chr17	49020349	49038586	4	9190	19154.3211	665	1			TOB1	TOB1	NONE	665	1
2_MACS_peak_13707_lociStitched	chr19	49313004	49322650	2	9184	22793.498	666	1	BCAT2,HSD17B14	PLEKHA4	BCAT2	BCAT2	0.6445	666	1
2_MACS_peak_20858_lociStitched	chr4	148645356	148657783	2	9170	32947.7051	667	1	ARHGAP10	PRMT10	ARHGAP10	ARHGAP10	0.2038	667	1
2_MACS_peak_10071_lociStitched	chr16	66549602	66559956	2	9164	24251.1388	668	1	TK2	CKLF,CMTM1	TK2	TK2	0.6949	668	1
1_MACS_peak_19484_lociStitched	chr3	176911604	176920765	1	9162	29336.2703	669	1	TBL1XR1		TBL1XR1	TBL1XR1	0.3405	669	1
2_MACS_peak_4648_lociStitched	chr11	65336299	65345861	2	9158	17378.935	670	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.4885	670	1
4_MACS_peak_15610_lociStitched	chr2	188846703	188860834	4	9156	10798.9102	671	1			GULP1	GULP1	NONE	671	1
1_MACS_peak_4499_lociStitched	chr11	60604206	60613347	1	9142	19305.792	672	1	CCDC86	ZP1,GPR44	CCDC86	CCDC86	1.0403	672	1
2_MACS_peak_22481_lociStitched	chr5	159893466	159902788	2	9137	11597.5002	673	1	MIR3142	PTTG1,MIR146A,SLU7	MIR3142	MIR3142	0.6456	673	1
1_MACS_peak_26618_lociStitched	chr8	80631488	80640620	1	9133	32351.9364	674	1		HEY1	HEY1	HEY1	0.9484	674	1
1_MACS_peak_6393_lociStitched	chr12	102870413	102879545	1	9133	18159.8952	675	1	IGF1		IGF1	IGF1	0.2689	675	1
3_MACS_peak_6014_lociStitched	chr12	56509150	56523907	3	9131	21822.6516	676	1	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	MYL6B	1.2949	676	1
3_MACS_peak_23147_lociStitched	chr6	31696709	31709037	3	9128	31427.7704	677	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.0067	677	1
2_MACS_peak_25877_lociStitched	chr7	150008777	150021772	2	9126	32989.107	678	1	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	REPIN1	3.1421	678	1
5_MACS_peak_13045_lociStitched	chr19	14211771	14229676	5	9124	14691.0525	679	1	PRKACA	LOC113230,PALM3,SAMD1,ASF1B	PRKACA	LOC113230	0.7525	679	1
3_MACS_peak_19530_lociStitched	chr3	182098228	182112673	3	9121	10485.6255	680	1			ATP11B	ATP11B	NONE	680	1
4_MACS_peak_579_lociStitched	chr1	32468824	32485724	4	9121	21790.86	681	1	KHDRBS1		KHDRBS1	KHDRBS1	0.409	681	1
3_MACS_peak_1796_lociStitched	chr1	156689327	156699431	3	9120	25408.5288	682	1	C1orf66,ISG20L2	PRCC,NES,CRABP2,MRPL24,HDGF	ISG20L2	HDGF	4.5914	682	1
2_MACS_peak_15493_lociStitched	chr2	175470043	175482136	2	9113	18750.1965	683	1	WIPF1		WIPF1	WIPF1	0.5033	683	1
