REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_17914_lociStitched	chr3	119811263	119815661	1	4399	27823.0674	1055.9598	555	GSK3B		GSK3B	555	1
3_MACS_peak_9023_lociStitched	chr15	90721438	90736238	3	8600	29901.92	3143.52	556	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	556	1
1_MACS_peak_1910_lociStitched	chr1	174967123	174970967	1	3845	28469.8172	1721.7276	557	CACYBP	MRPS14	CACYBP	557	1
2_MACS_peak_14404_lociStitched	chr2	157188400	157200602	2	7456	28952.9056	2220.764	558	NR4A2		NR4A2	558	1
1_MACS_peak_24818_lociStitched	chr8	28346868	28353054	1	6187	28119.7002	1393.7058	559	FZD3,FBXO16	MIR4288	FZD3	559	1
2_MACS_peak_15993_lociStitched	chr20	62357999	62371006	2	9798	29018.617	2302.239	560	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	560	1
2_MACS_peak_5778_lociStitched	chr12	46119298	46132553	2	10859	28997.9635	2305.0445	561	ARID2,LOC400027		ARID2	561	1
2_MACS_peak_17863_lociStitched	chr3	113455359	113468846	2	9199	29456.9567	2829.5726	562	ATP6V1A,NAA50	KIAA2018	NAA50	562	1
2_MACS_peak_23610_lociStitched	chr7	50343618	50357981	2	12703	29368.0261	2756.2597	563	IKZF1		IKZF1	563	1
3_MACS_peak_19619_lociStitched	chr4	129724101	129741488	3	10403	29806.5341	3240.9368	564	PHF17		PHF17	564	1
1_MACS_peak_12540_lociStitched	chr19	29120999	29126575	1	5577	27535.9608	978.0304	565			LOC148145	565	1
1_MACS_peak_3303_lociStitched	chr10	74078249	74082668	1	4420	27458.3403	943.0146	566		DDIT4,DNAJB12	DNAJB12	566	1
3_MACS_peak_8766_lociStitched	chr15	74906506	74924117	3	12315	29299.4207	2786.0602	567	CLK3,EDC3		CLK3	567	1
6_MACS_peak_8308_lociStitched	chr15	40329797	40358460	6	14263	31311.4612	4803.9188	568	SRP14	BMF	SRP14	568	1
1_MACS_peak_11285_lociStitched	chr17	74257474	74264075	1	6602	27971.0774	1489.1856	569	FAM100B	RNF157,QRICH2	FAM100B	569	1
3_MACS_peak_2502_lociStitched	chr1	228665731	228678980	3	6829	28914.6176	2445.7654	570	RNF187	HIST3H2BB,HIST3H2A	RNF187	570	1
1_MACS_peak_5615_lociStitched	chr12	26306063	26312336	1	6274	27928.6506	1526.8482	571		SSPN,BHLHE41	BHLHE41	571	1
1_MACS_peak_4677_lociStitched	chr11	69061111	69066935	1	5825	27791.5456	1399.5072	572	MYEOV		MYEOV	572	1
2_MACS_peak_2521_lociStitched	chr1	230238350	230249369	2	10007	29682.9822	3348.6741	573	GALNT2		GALNT2	573	1
3_MACS_peak_8943_lociStitched	chr15	85276927	85293303	3	8440	29203.3208	2903.4648	574	ZNF592	SEC11A	ZNF592	574	1
3_MACS_peak_19394_lociStitched	chr4	100765868	100783838	3	10595	30031.464	3771.903	575	DAPP1	MAPKSP1	DAPP1	575	1
2_MACS_peak_1733_lociStitched	chr1	161028941	161041276	2	7511	29631.137	3377.323	576	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	576	1
1_MACS_peak_16845_lociStitched	chr22	44419185	44424090	1	4906	27268.857	1018.278	577	PARVB		PARVB	577	1
1_MACS_peak_26289_lociStitched	chr9	93733070	93737952	1	4883	27554.008	1304.4704	578			LOC100129316	578	1
3_MACS_peak_16261_lociStitched	chr21	43639275	43655775	3	8251	30402.9	4169.55	579	ABCG1		ABCG1	579	1
1_MACS_peak_20729_lociStitched	chr5	109023813	109034464	1	10652	28954.7435	2734.1117	580	MAN2A1		MAN2A1	580	1
1_MACS_peak_6295_lociStitched	chr12	94563607	94569247	1	5641	27604.416	1407.18	581	PLXNC1		PLXNC1	581	1
1_MACS_peak_12872_lociStitched	chr19	49374951	49380665	1	5715	27495.1966	1326.2194	582	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	582	1
1_MACS_peak_1053_lociStitched	chr1	87792708	87803125	1	10418	28298.8222	2141.7352	583	LMO4		LMO4	583	1
1_MACS_peak_23596_lociStitched	chr7	47708280	47712521	1	4242	27217.4657	1089.5129	584		C7orf65	C7orf65	584	1
2_MACS_peak_10284_lociStitched	chr17	7474941	7488425	2	11739	29156.4532	3028.5064	585	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	585	1
4_MACS_peak_15774_lociStitched	chr20	45172596	45191879	4	10685	29391.1486	3266.5402	586	C20orf123,SLC13A3	ZNF334	C20orf123	586	1
2_MACS_peak_215_lociStitched	chr1	16984971	16994679	2	3947	29820.0636	3702.6312	587		MST1P2,NBPF1,CROCCP2	MST1P2	587	1
3_MACS_peak_17417_lociStitched	chr3	49054531	49067699	3	11000	28861.6224	2777.1312	588	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	588	1
1_MACS_peak_24330_lociStitched	chr7	130790041	130796559	1	6519	28161.6708	2094.8852	589	MKLN1,FLJ43663		FLJ43663	589	1
6_MACS_peak_12251_lociStitched	chr19	10513413	10539606	6	14057	31004.6541	4945.2384	590	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	590	1
4_MACS_peak_21931_lociStitched	chr6	31783166	31805561	4	16170	30141.4305	4134.117	591	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	591	1
5_MACS_peak_5480_lociStitched	chr12	11901726	11920213	5	12248	29521.8903	3547.6553	592	ETV6		ETV6	592	1
1_MACS_peak_8785_lociStitched	chr15	75298776	75303386	1	4611	27122.935	1169.096	593	SCAMP5	PPCDC,RPP25	SCAMP5	593	1
1_MACS_peak_4123_lociStitched	chr11	16979539	16987363	1	7825	27905.8608	2005.2912	594	PLEKHA7		PLEKHA7	594	1
2_MACS_peak_5789_lociStitched	chr12	46776220	46785972	2	9543	27871.216	1989.408	595		SLC38A2	SLC38A2	595	1
3_MACS_peak_25969_lociStitched	chr9	33286868	33299046	3	7875	28608.5576	2735.1788	596	NFX1	SPINK4,CHMP5,BAG1	NFX1	596	1
2_MACS_peak_8519_lociStitched	chr15	52968158	52977244	2	8903	27745.9182	1951.6728	597	KIAA1370		KIAA1370	597	1
2_MACS_peak_9267_lociStitched	chr16	4554148	4568831	2	9402	28578.9912	2792.7066	598	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	598	1
2_MACS_peak_21978_lociStitched	chr6	33537631	33548757	2	7001	27689.2762	1938.1492	599	BAK1	GGNBP1,ITPR3,C6orf227	BAK1	599	1
2_MACS_peak_26628_lociStitched	chr9	127622929	127636133	2	8713	28376.7164	2638.1592	600	ARPC5L,RPL35	WDR38	ARPC5L	600	1
3_MACS_peak_18035_lociStitched	chr3	128899858	128915662	3	8923	28120.0572	2392.7256	601	CNBP	ISY1	CNBP	601	1
1_MACS_peak_12634_lociStitched	chr19	38537039	38541237	1	4199	26707.2562	1003.322	602	SIPA1L3		SIPA1L3	602	1
2_MACS_peak_18826_lociStitched	chr4	10096640	10109089	2	7949	27933.0662	2233.3506	603	WDR1	MIR3138	WDR1	603	1
4_MACS_peak_26773_lociStitched	chr9	134595030	134615396	4	11439	29039.8794	3342.0606	604	RAPGEF1	RAPGEF1	RAPGEF1	604	1
1_MACS_peak_10199_lociStitched	chr17	3813466	3820617	1	7152	27509.897	1832.0862	605	P2RX1	CAMKK1,ATP2A3	P2RX1	605	1
3_MACS_peak_11336_lociStitched	chr17	76163905	76183539	3	10714	29270.3672	3593.022	606	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	606	1
1_MACS_peak_1596_lociStitched	chr1	154830947	154834819	1	3873	27480.3584	1815.5808	607	KCNN3		KCNN3	607	1
3_MACS_peak_23058_lociStitched	chr6	160389272	160405337	3	11923	27618.948	1971.1755	608	IGF2R		IGF2R	608	1
4_MACS_peak_5138_lociStitched	chr11	118954831	118979776	4	12402	30295.7025	4669.704	609	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	609	1
1_MACS_peak_1722_lociStitched	chr1	160676477	160685093	1	8617	28718.8512	3166.38	610	CD48	SLAMF7	CD48	610	1
1_MACS_peak_21640_lociStitched	chr6	13354412	13358376	1	3965	26733.6124	1206.6416	611		TBC1D7	TBC1D7	611	1
1_MACS_peak_26545_lociStitched	chr9	117210424	117216473	1	6050	27172.7129	1662.2652	612	DFNB31		DFNB31	612	1
3_MACS_peak_21969_lociStitched	chr6	33279429	33292608	3	10536	27903.8967	2440.7508	613	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	613	1
4_MACS_peak_13669_lociStitched	chr2	65601250	65623236	4	12027	29577.7658	4117.9778	614	SPRED2	SPRED2	SPRED2	614	1
1_MACS_peak_26053_lociStitched	chr9	37527744	37532931	1	5188	26997.2976	1555.5813	615	FBXO10	POLR1E	POLR1E	615	1
1_MACS_peak_3272_lociStitched	chr10	72334742	72340449	1	5708	26753.8453	1340.0036	616		PRF1	PRF1	616	1
3_MACS_peak_5406_lociStitched	chr12	7022757	7038303	3	13184	28486.4904	3095.2086	617	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	617	1
2_MACS_peak_23600_lociStitched	chr7	48124356	48129815	2	5256	26342.4045	966.243	618	UPP1	C7orf57	UPP1	618	1
1_MACS_peak_25550_lociStitched	chr8	126441107	126449477	1	8371	27091.179	1805.409	619	TRIB1		TRIB1	619	1
2_MACS_peak_13104_lociStitched	chr2	10259699	10269582	2	9023	27591.3594	2308.6688	620	RRM2	C2orf48,CYS1	RRM2	620	1
3_MACS_peak_17127_lociStitched	chr3	20080267	20098361	3	12526	28485.3842	3224.3508	621	KAT2B	C3orf48	KAT2B	621	1
2_MACS_peak_3975_lociStitched	chr11	3528457	3536443	2	6637	26912.82	1654.6992	622			TRPC2	622	1
1_MACS_peak_10700_lociStitched	chr17	38016423	38025045	1	8623	27343.8108	2101.1814	623	ZPBP2,IKZF3	GSDMB	IKZF3	623	1
2_MACS_peak_14026_lociStitched	chr2	106405947	106416370	2	7582	27241.5528	2037.6965	624	NCK2		NCK2	624	1
1_MACS_peak_5392_lociStitched	chr12	6640606	6647785	1	7180	27001.6548	1801.2111	625	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	625	1
2_MACS_peak_9838_lociStitched	chr16	67575889	67587606	2	10843	27566.5859	2376.2076	626	FAM65A	CTCF	FAM65A	626	1
2_MACS_peak_2444_lociStitched	chr1	226062571	226071732	2	8914	27622.2472	2474.3861	627	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	627	1
2_MACS_peak_16467_lociStitched	chr22	23517151	23526353	2	9134	27363.9874	2261.8516	628	BCR	RAB36,RTDR1	BCR	628	1
2_MACS_peak_1691_lociStitched	chr1	159036050	159048280	2	6534	28554.604	3481.881	629	AIM2		AIM2	629	1
1_MACS_peak_6093_lociStitched	chr12	68380943	68386477	1	5535	26397.18	1340.8882	630			IFNG	630	1
2_MACS_peak_16139_lociStitched	chr21	34600830	34612793	2	9530	28066.3943	3011.0871	631	IFNAR2	IL10RB	IFNAR2	631	1
1_MACS_peak_19103_lociStitched	chr4	57622293	57626831	1	4539	26065.3644	1022.4114	632			SPINK2	632	1
4_MACS_peak_22917_lociStitched	chr6	143162877	143180017	4	11863	26890.946	1859.69	633	HIVEP2		HIVEP2	633	1
1_MACS_peak_18095_lociStitched	chr3	133290383	133298392	1	8010	26866.1905	1854.8844	634	CDV3		CDV3	634	1
1_MACS_peak_24033_lociStitched	chr7	101945528	101951868	1	6341	26612.15	1611.628	635	SH2B2	MIR4285,SPDYE6	MIR4285	635	1
6_MACS_peak_15888_lociStitched	chr20	52531176	52566880	6	14952	31016.0648	6041.1168	636	BCAS1	SUMO1P1	SUMO1P1	636	1
1_MACS_peak_18106_lociStitched	chr3	135910554	135917418	1	6865	26368.7424	1426.3392	637	MSL2		MSL2	637	1
1_MACS_peak_17805_lociStitched	chr3	108787795	108793053	1	5259	26447.2142	1512.2008	638	MORC1		MORC1	638	1
2_MACS_peak_5383_lociStitched	chr12	6468413	6477815	2	6664	26494.836	1562.6124	639	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	639	1
1_MACS_peak_21013_lociStitched	chr5	139011868	139019247	1	7380	26862.5116	1930.3464	640		CXXC5	CXXC5	640	1
2_MACS_peak_9373_lociStitched	chr16	14492035	14501820	2	5424	26936.148	2023.538	641			MIR365-1	641	1
5_MACS_peak_4525_lociStitched	chr11	64839253	64864994	5	11643	29326.7213	4419.7297	642	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	642	1
1_MACS_peak_11804_lociStitched	chr18	48677579	48681801	1	4223	25971.2108	1064.7884	643		MEX3C	MEX3C	643	1
2_MACS_peak_5076_lociStitched	chr11	115126102	115137275	2	7611	27235.3048	2331.8051	644	CADM1		CADM1	644	1
2_MACS_peak_6460_lociStitched	chr12	109082721	109092464	2	6387	26841.965	1974.9061	645	CORO1C		CORO1C	645	1
1_MACS_peak_26659_lociStitched	chr9	129765497	129771131	1	5635	26332.7526	1469.9106	646	RALGPS1		RALGPS1	646	1
1_MACS_peak_10133_lociStitched	chr17	977544	985511	1	7968	26358.8195	1528.8673	647	ABR		ABR	647	1
2_MACS_peak_24355_lociStitched	chr7	134670484	134682628	2	8624	28441.248	3618.912	648	AGBL3		AGBL3	648	1
4_MACS_peak_14804_lociStitched	chr2	202081139	202102057	4	16164	29076.02	4273.5474	649	CASP10,CASP8	CASP8	CASP8	649	1
2_MACS_peak_5973_lociStitched	chr12	56726384	56734366	2	7870	26647.1088	1848.6312	650	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	650	1
4_MACS_peak_734_lociStitched	chr1	46790044	46814329	4	9804	28500.876	3705.891	651	NSUN4	UQCRH,FAAH,LRRC41	NSUN4	651	1
2_MACS_peak_3246_lociStitched	chr10	70846152	70854010	2	7273	26682.6248	1925.9958	652	SRGN	VPS26A	SRGN	652	1
1_MACS_peak_22033_lociStitched	chr6	36559034	36566891	1	7858	26610.0876	1860.5376	653	SRSF3	STK38,MIR3925	SRSF3	653	1
2_MACS_peak_2249_lociStitched	chr1	207093782	207104690	2	5562	27920.1168	3196.044	654	FAIM3,PIGR	IL24,FCAMR	FAIM3	654	1
1_MACS_peak_10957_lociStitched	chr17	48941740	48946028	1	4289	25613.0816	906.4832	655		WFIKKN2,TOB1	TOB1	655	1
2_MACS_peak_16278_lociStitched	chr21	44725863	44734500	2	7242	27073.5402	2378.6298	656			SIK1	656	1
1_MACS_peak_21890_lociStitched	chr6	30581841	30587047	1	5207	26467.304	1782.5344	657	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	657	1
4_MACS_peak_9090_lociStitched	chr15	99393344	99419388	4	10462	28669.2352	3987.3364	658	IGF1R		PGPEP1L	658	1
3_MACS_peak_11333_lociStitched	chr17	76137294	76152412	3	10151	27466.3824	2796.83	659	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	659	1
1_MACS_peak_19275_lociStitched	chr4	82389686	82394925	1	5240	26109.0804	1444.9162	660	RASGEF1B		RASGEF1B	660	1
3_MACS_peak_18368_lociStitched	chr3	169755065	169776665	3	12079	30814.56	6168.96	661	GPR160		GPR160	661	1
1_MACS_peak_17925_lociStitched	chr3	121310021	121313673	1	3653	25796.9976	1192.378	662	FBXO40	ARGFX,POLQ	FBXO40	662	1
2_MACS_peak_20892_lociStitched	chr5	130708815	130719093	2	8734	26897.526	2313.5778	663	CDC42SE2		CDC42SE2	663	1
1_MACS_peak_5125_lociStitched	chr11	118689212	118692968	1	3757	25533.6636	954.3996	664		DDX6	DDX6	664	1
2_MACS_peak_15098_lociStitched	chr2	232570539	232579540	2	8916	25479.1307	928.0031	665	PTMA,MIR1244-1		PTMA	665	1
1_MACS_peak_12828_lociStitched	chr19	47613827	47617858	1	4032	25636.7569	1087.9669	666	ZC3H4	SAE1	ZC3H4	666	1
3_MACS_peak_26257_lociStitched	chr9	91924575	91935299	3	8933	26565.4928	2021.474	667	CKS2,MIR3153,SECISBP2		MIR3153	667	1
1_MACS_peak_26772_lociStitched	chr9	134550851	134556155	1	5305	26104.6968	1586.9568	668	RAPGEF1		RAPGEF1	668	1
1_MACS_peak_24631_lociStitched	chr8	10822046	10825739	1	3694	25600.9839	1112.3316	669	XKR6		MIR598	669	1
2_MACS_peak_10188_lociStitched	chr17	3459698	3466790	2	4526	25737.5772	1269.468	670	TRPV3	TRPV1	TRPV3	670	1
1_MACS_peak_18325_lociStitched	chr3	161486723	161490774	1	4052	25987.165	1521.1505	671			OTOL1	671	1
1_MACS_peak_6008_lociStitched	chr12	57912700	57917824	1	5125	25780.3812	1365.0336	672	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	672	1
3_MACS_peak_20591_lociStitched	chr5	86408532	86420250	3	8913	26721.7272	2323.6794	673	MIR4280		MIR4280	673	1
4_MACS_peak_20173_lociStitched	chr5	32275876	32297015	4	16952	28742.6983	4352.5201	674	MTMR12		MTMR12	674	1
3_MACS_peak_22423_lociStitched	chr6	88625760	88637227	3	9819	26894.7018	2544.5273	675			SPACA1	675	1
1_MACS_peak_26682_lociStitched	chr9	130672453	130681144	1	8692	26103.4185	1765.1421	676	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	676	1
1_MACS_peak_15416_lociStitched	chr20	17945422	17952318	1	6897	25721.3904	1482.64	677	C20orf72,SNX5	SNORD17	SNX5	677	1
2_MACS_peak_2009_lociStitched	chr1	184711495	184725634	2	9787	28405.251	4195.0413	678	EDEM3		EDEM3	678	1
3_MACS_peak_18225_lociStitched	chr3	151985161	152002125	3	14420	27432.4844	3253.6952	679	MBNL1,LOC401093	MBNL1	LOC401093	679	1
1_MACS_peak_16646_lociStitched	chr22	36725333	36731938	1	6606	25779.9755	1602.373	680	MYH9		MYH9	680	1
2_MACS_peak_24930_lociStitched	chr8	38792676	38802140	2	6339	25961.6448	1798.16	681	PLEKHA2	HTRA4	HTRA4	681	1
1_MACS_peak_19915_lociStitched	chr4	185184843	185191579	1	6737	26091.2224	1929.864	682		ENPP6	ENPP6	682	1
3_MACS_peak_27131_lociStitched	chrX	39953196	39969373	3	12462	25317.005	1156.6555	683	BCOR		BCOR	683	1
1_MACS_peak_7128_lociStitched	chr13	77899025	77905452	1	6428	25600.0264	1449.9312	684	MYCBP2		MYCBP2	684	1
1_MACS_peak_4533_lociStitched	chr11	64898394	64903678	1	5285	25301.3772	1155.6108	685	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	685	1
2_MACS_peak_18751_lociStitched	chr4	4029701	4037613	2	6504	25720.3296	1607.7184	686			LOC348926	686	1
3_MACS_peak_5133_lociStitched	chr11	118887790	118902130	3	9922	26673.834	2568.294	687	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	687	1
1_MACS_peak_22541_lociStitched	chr6	106439335	106446793	1	7459	25635.3834	1536.348	688			PRDM1	688	1
1_MACS_peak_15711_lociStitched	chr20	42378196	42382150	1	3955	25283.0622	1208.7378	689		GTSF1L	GTSF1L	689	1
1_MACS_peak_20355_lociStitched	chr5	56467356	56473321	1	5966	25160.37	1104.1215	690	GPBP1	GPBP1	GPBP1	690	1
1_MACS_peak_1357_lociStitched	chr1	143461784	143469171	1	7388	27325.2517	3270.2249	691			LOC100130000	691	1
4_MACS_peak_12064_lociStitched	chr19	2040866	2062886	4	9335	28564.344	4518.504	692	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	692	1
1_MACS_peak_4415_lociStitched	chr11	60604746	60613129	1	8384	25948.7382	1966.6518	693	CCDC86	ZP1,GPR44	CCDC86	693	1
1_MACS_peak_16282_lociStitched	chr21	44780465	44783272	1	2808	25025.8085	1052.625	694			SIK1	694	1
1_MACS_peak_16898_lociStitched	chr22	48491951	48496229	1	4279	24857.319	894.102	695			MIR3201	695	1
2_MACS_peak_17926_lociStitched	chr3	121372941	121381782	2	5242	25985.4672	2023.7049	696	HCLS1		HCLS1	696	1
1_MACS_peak_6042_lociStitched	chr12	62995193	62998217	1	3025	24706.3824	756.6048	697	MIRLET7I,C12orf61		C12orf61	697	1
1_MACS_peak_2647_lociStitched	chr1	245024836	245029122	1	4287	25247.1116	1336.3748	698	HNRNPU	FAM36A,NCRNA00201	HNRNPU	698	1
4_MACS_peak_418_lociStitched	chr1	28827205	28846327	4	12856	27577.7484	3682.8972	699	RCC1,SNHG3	TRNAU1AP	RCC1	699	1
2_MACS_peak_18053_lociStitched	chr3	129893185	129900648	2	6552	25503.3099	1647.8304	700		COL6A4P2	COL6A4P2	700	1
1_MACS_peak_22894_lociStitched	chr6	139690501	139697916	1	7416	25488.321	1636.4905	701	CITED2		CITED2	701	1
6_MACS_peak_3859_lociStitched	chr10	126407107	126438586	6	15451	28866.243	5033.4921	702	FAM53B	METTL10	FAM53B	702	1
2_MACS_peak_24932_lociStitched	chr8	38811530	38823456	2	9514	26272.978	2454.3708	703	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	703	1
2_MACS_peak_15875_lociStitched	chr20	52267746	52278930	2	10158	26016.2208	2235.6816	704			ZNF217	704	1
4_MACS_peak_16929_lociStitched	chr22	50962319	50979077	4	9415	26673.7086	2925.9468	705	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	705	1
3_MACS_peak_23368_lociStitched	chr7	25979837	25994403	3	8260	26520.3162	2793.7588	706	MIR148A		MIR148A	706	1
1_MACS_peak_20397_lociStitched	chr5	61985078	61991007	1	5930	25064.8475	1359.5197	707			LRRC70	707	1
1_MACS_peak_21779_lociStitched	chr6	26122067	26127064	1	4998	25103.9286	1402.1582	708	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	708	1
2_MACS_peak_14097_lociStitched	chr2	111503442	111513289	2	5447	25541.1486	1848.2819	709	ACOXL		ACOXL	709	1
4_MACS_peak_5516_lociStitched	chr12	13242271	13256005	4	10362	26181.1242	2540.79	710	GSG1	KIAA1467	GSG1	710	1
2_MACS_peak_5632_lociStitched	chr12	27330045	27340714	2	7893	26292.6836	2658.7148	711			STK38L	711	1
1_MACS_peak_13660_lociStitched	chr2	65255163	65261258	1	6096	25160.7695	1551.787	712		SLC1A4,CEP68	CEP68	712	1
2_MACS_peak_17907_lociStitched	chr3	119355583	119362718	2	5594	25396.319	1803.728	713	POPDC2	PLA1A,COX17	POPDC2	713	1
2_MACS_peak_19424_lociStitched	chr4	103532393	103542754	2	9564	25761.5904	2193.4237	714	NFKB1		NFKB1	714	1
1_MACS_peak_1498_lociStitched	chr1	150335347	150339831	1	4485	25146.272	1625.45	715	RPRD2	PRPF3	RPRD2	715	1
2_MACS_peak_18731_lociStitched	chr4	2413364	2421573	2	5436	25294.3917	1777.2485	716	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	716	1
2_MACS_peak_17344_lociStitched	chr3	46132288	46141487	2	6786	25484.9096	1998.9427	717			XCR1	717	1
1_MACS_peak_338_lociStitched	chr1	25869680	25878763	1	9084	25438.7581	1960.1114	718	LDLRAP1		LDLRAP1	718	1
4_MACS_peak_15462_lociStitched	chr20	23329763	23347990	4	10527	26292.4475	2861.639	719	NXT1,GZF1		GZF1	719	1
1_MACS_peak_17165_lociStitched	chr3	27134961	27139867	1	4907	24715.4468	1288.8062	720			NEK10	720	1
1_MACS_peak_20264_lociStitched	chr5	43037071	43043750	1	6680	25001.5007	1579.5835	721	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	721	1
2_MACS_peak_24120_lociStitched	chr7	106504200	106513601	2	8390	26658.4157	3264.9673	722	PIK3CG		PIK3CG	722	1
1_MACS_peak_19954_lociStitched	chr4	186225191	186233682	1	8492	25607.1578	2214.4528	723	SNX25		LRP2BP	723	1
1_MACS_peak_23377_lociStitched	chr7	26191063	26198062	1	7000	24816.3543	1466.9904	724	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	724	1
2_MACS_peak_11319_lociStitched	chr17	75434814	75442839	2	6819	24857.4375	1587.345	725	SEPT9	SEPT9,MIR4316	SEPT9	725	1
1_MACS_peak_12980_lociStitched	chr19	56328998	56333232	1	4235	24209.5886	985.6752	726	NLRP11	NLRP4	NLRP4	726	1
2_MACS_peak_16807_lociStitched	chr22	42142013	42151214	2	7471	25357.956	2150.2737	727	MEI1	CCDC134	CCDC134	727	1
3_MACS_peak_6982_lociStitched	chr13	46269261	46280955	3	9455	24479.0502	1371.7062	728	SPERT		SPERT	728	1
1_MACS_peak_13594_lociStitched	chr2	61762401	61767106	1	4706	24029.376	923.121	729	XPO1		XPO1	729	1
1_MACS_peak_8694_lociStitched	chr15	69108941	69114812	1	5872	24078.1452	982.2183	730	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	730	1
1_MACS_peak_3464_lociStitched	chr10	89619757	89626122	1	6366	24543.44	1469.042	731	PTEN,KILLIN	CFLP1,ATAD1	PTEN	731	1
1_MACS_peak_18663_lociStitched	chr3	195822040	195826213	1	4174	24509.6982	1442.6061	732		LOC401109,TFRC	TFRC	732	1
4_MACS_peak_17452_lociStitched	chr3	50353811	50376686	4	9358	26228.475	3257.4	733	HYAL2,TUSC2,RASSF1	SEMA3B,C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	733	1
1_MACS_peak_20611_lociStitched	chr5	88565566	88570136	1	4571	24211.86	1244.411	734			MEF2C	734	1
1_MACS_peak_3677_lociStitched	chr10	105229899	105233136	1	3238	23881.6149	939.7011	735	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	735	1
1_MACS_peak_13678_lociStitched	chr2	66659771	66667964	1	8194	24192.2904	1252.7097	736	MEIS1		MEIS1	736	1
1_MACS_peak_20615_lociStitched	chr5	88635237	88641021	1	5785	24380.1384	1490.5368	737			MEF2C	737	1
2_MACS_peak_3834_lociStitched	chr10	125155897	125163790	2	7380	24642.7353	1758.5604	738			BUB3	738	1
3_MACS_peak_4546_lociStitched	chr11	65236259	65246416	3	6700	24780.0329	1901.3904	739		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	739	1
3_MACS_peak_21952_lociStitched	chr6	32805177	32823302	3	8544	26574.875	3706.5625	740	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	740	1
