REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_16332_lociStitched	chr20	23329790	23348124	4	9311	23880.035	2898.6054	469	NXT1,GZF1		GZF1	GZF1	0.34750000000000003	469	1
3_MACS_peak_23367_lociStitched	chr6	42737831	42752397	3	9310	42917.2624	2291.2318	470		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.7565999999999999	470	1
3_MACS_peak_16668_lociStitched	chr20	45172923	45191768	3	9309	34569.268	2958.665	471	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4712	471	1
3_MACS_peak_28073_lociStitched	chr9	117660247	117673343	3	9307	14223.5656	2421.4504	472	TNFSF8		TNFSF8	TNFSF8	0.3077	472	1
5_MACS_peak_8782_lociStitched	chr15	44954545	44976473	5	9307	18320.844	3703.6392	473	SPG11,PATL2	B2M	PATL2	B2M	1.0787	473	1
4_MACS_peak_13914_lociStitched	chr2	20615711	20631045	4	9303	29464.281	2467.2406	474		RHOB	RHOB	RHOB	0.3042	474	1
1_MACS_peak_9421_lociStitched	chr15	90637351	90646646	1	9296	31933.902	1756.755	475	IDH2		IDH2	IDH2	1.0734000000000001	475	1
4_MACS_peak_4195_lociStitched	chr11	3874397	3893326	4	9295	25501.1488	3570.0094	476	STIM1	PGAP2,RHOG	STIM1	RHOG	0.2823	476	1
1_MACS_peak_28054_lociStitched	chr9	117127709	117136995	1	9287	34703.6392	1802.4126	477	AKNA	ORM1,ORM2	AKNA	AKNA	0.9130999999999999	477	1
1_MACS_peak_15218_lociStitched	chr2	158293432	158302713	1	9282	67047.8002	1911.886	478	CYTIP		CYTIP	CYTIP	1.6532	478	1
4_MACS_peak_4221_lociStitched	chr11	6623559	6641376	4	9277	16400.5485	3094.8129	479	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	TAF10	0.6374	479	1
5_MACS_peak_12899_lociStitched	chr19	10522029	10539336	5	9272	19771.5168	3054.6855	480	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	0.20130000000000003	480	1
3_MACS_peak_3519_lociStitched	chr10	75909519	75927805	3	9263	16018.536	2741.0714	481	ADK,AP3M1	ADK	ADK	NONE	NONE	481	1
3_MACS_peak_6239_lociStitched	chr12	57021898	57031431	3	9260	20398.7134	1999.0701	482	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	ATP5B	1.0096	482	1
2_MACS_peak_9523_lociStitched	chr15	101458057	101472347	2	9254	22398.146	2359.279	483	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.128	483	1
1_MACS_peak_20245_lociStitched	chr4	69434283	69443531	1	9249	65635.8304	1868.096	484		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.49310000000000004	484	1
4_MACS_peak_14553_lociStitched	chr2	74681428	74700936	4	9182	24937.0764	3156.3944	485	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	LOC151534	0.8885000000000001	485	1
3_MACS_peak_22267_lociStitched	chr5	141385731	141396886	3	9180	19941.7935	2072.599	486	GNPDA1	RNF14,PCDH12	GNPDA1	GNPDA1	0.7958000000000001	486	1
3_MACS_peak_21773_lociStitched	chr5	86408375	86420341	3	9164	42614.5158	2376.4476	487	MIR4280		MIR4280	MIR4280	0.41819999999999996	487	1
3_MACS_peak_10041_lociStitched	chr16	30379034	30394725	3	9162	22020.7494	2516.8364	488	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	1.3316999999999999	488	1
5_MACS_peak_10405_lociStitched	chr16	70827116	70850264	5	9162	14497.5924	3289.3308	489	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.1177	489	1
1_MACS_peak_8935_lociStitched	chr15	58582329	58591489	1	9161	50987.308	1813.68	490			LIPC	LIPC	NONE	490	1
3_MACS_peak_781_lociStitched	chr1	46790175	46807294	3	9152	40423.0947	2860.5849	491	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.6486000000000001	491	1
2_MACS_peak_2578_lociStitched	chr1	226062537	226071769	2	9151	39908.0896	2424.3232	492	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.7961	492	1
2_MACS_peak_1325_lociStitched	chr1	112134465	112148118	2	9149	32911.9218	1320.2451	493	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.29	493	1
3_MACS_peak_6533_lociStitched	chr12	92854384	92866226	3	9136	49954.2928	2125.639	494		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.06709999999999999	494	1
3_MACS_peak_20743_lociStitched	chr4	129724128	129741458	3	9127	27996.615	2639.359	495	PHF17		PHF17	PHF17	0.3772	495	1
5_MACS_peak_3873_lociStitched	chr10	105250024	105268073	5	9125	10878.1323	2867.9861	496	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	2.3314000000000004	496	1
3_MACS_peak_26749_lociStitched	chr8	95998027	96010611	3	9108	10523.9992	1293.6352	497		C8orf38,TP53INP1	C8orf38	TP53INP1	0.6868	497	1
1_MACS_peak_4483_lociStitched	chr11	35159693	35168791	1	9099	35765.1478	2359.1114	498	CD44		CD44	CD44	0.5373	498	1
2_MACS_peak_3937_lociStitched	chr10	112215895	112226092	2	9092	89341.0155	2242.3203	499		DUSP5	DUSP5	DUSP5	1.6717	499	1
2_MACS_peak_17601_lociStitched	chr22	36772594	36785187	2	9078	29319.0226	2178.589	500	MYH9		MYH9	MYH9	0.5782	500	1
3_MACS_peak_27825_lociStitched	chr9	95514464	95529114	3	9071	16031.495	2298.585	501	BICD2	ANKRD19	BICD2	BICD2	0.4028	501	1
1_MACS_peak_22851_lociStitched	chr6	11827686	11836746	1	9061	78879.984	1832.838	502		C6orf105	C6orf105	C6orf105	0.40580000000000005	502	1
3_MACS_peak_19840_lociStitched	chr4	5705276	5715619	3	9050	20930.0948	1698.3206	503	EVC,EVC2		EVC2	EVC2	0.09000000000000001	503	1
3_MACS_peak_11885_lociStitched	chr17	74777128	74788923	3	9049	25907.7175	1706.7365	504		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.9434	504	1
3_MACS_peak_19888_lociStitched	chr4	9598997	9610945	3	9049	29656.1308	1868.6672	505		MIR548I2	MIR548I2	NONE	NONE	505	1
3_MACS_peak_8812_lociStitched	chr15	46994616	47008706	3	9032	25208.419	2348.803	506			SEMA6D	SEMA6D	NONE	506	1
5_MACS_peak_17363_lociStitched	chr22	22549213	22565444	5	9031	29615.0826	2853.4098	507		VPREB1	VPREB1	VPREB1	0.0025000000000000022	507	1
2_MACS_peak_20059_lociStitched	chr4	38124223	38136126	2	9025	39300.1351	2030.6518	508	TBC1D1		PTTG2	PTTG2	NONE	508	1
4_MACS_peak_27160_lociStitched	chr8	145047432	145065511	4	9016	15077.886	2381.0043	509	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661	PARP10	MIR661	0.9682	509	1
3_MACS_peak_2079_lociStitched	chr1	183438632	183451296	3	8995	33330.3816	3281.2424	510	SMG7		SMG7	SMG7	0.2765	510	1
2_MACS_peak_6570_lociStitched	chr12	94541081	94553004	2	8987	31797.4487	2060.2944	511	PLXNC1		PLXNC1	PLXNC1	0.9652000000000001	511	1
3_MACS_peak_15814_lociStitched	chr2	219148377	219160589	3	8984	20166.8968	2140.7636	512	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.7584	512	1
2_MACS_peak_28096_lociStitched	chr9	123630305	123641468	2	8973	39144.1758	2171.2035	513	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1592	513	1
4_MACS_peak_4744_lociStitched	chr11	64611147	64634127	4	8973	26459.172	3290.736	514	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.17870000000000003	514	1
4_MACS_peak_11454_lociStitched	chr17	46544727	46561938	4	8965	11211.2454	2488.7106	515		SKAP1,HOXB1	SKAP1	NONE	NONE	515	1
2_MACS_peak_19258_lociStitched	chr3	151910867	151919854	2	8957	31324.1885	1840.5376	516			MBNL1	MBNL1	0.14709999999999998	516	1
2_MACS_peak_11922_lociStitched	chr17	76116596	76129299	2	8957	40612.7613	1798.7448	517	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.5279	517	1
1_MACS_peak_11239_lociStitched	chr17	38016183	38025138	1	8956	41223.447	1831.2975	518	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.0010999999999999	518	1
3_MACS_peak_23843_lociStitched	chr6	106585411	106595736	3	8953	43789.3575	2432.57	519		PRDM1	PRDM1	PRDM1	4.4595	519	1
2_MACS_peak_20402_lociStitched	chr4	84132662	84144213	2	8948	50310.3805	2190.0696	520			COQ2	COQ2	NONE	520	1
2_MACS_peak_25512_lociStitched	chr7	106504248	106513740	2	8945	39075.7164	2895.06	521	PIK3CG		PIK3CG	PIK3CG	0.7154	521	1
2_MACS_peak_16779_lociStitched	chr20	52345506	52358744	2	8936	38419.3236	2369.602	522			SUMO1P1	SUMO1P1	1.4525	522	1
3_MACS_peak_5464_lociStitched	chr11	126172987	126189689	3	8931	23122.2488	3306.996	523	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.36329999999999996	523	1
2_MACS_peak_11357_lociStitched	chr17	42287001	42299789	2	8926	24655.264	1786.4836	524	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.0986	524	1
1_MACS_peak_14431_lociStitched	chr2	66659621	66668545	1	8925	34824.1252	1418.916	525	MEIS1		MEIS1	MEIS1	0.1854	525	1
1_MACS_peak_2192_lociStitched	chr1	197740032	197748947	1	8916	60881.4265	2594.265	526	DENND1B		DENND1B	DENND1B	0.18170000000000003	526	1
3_MACS_peak_8914_lociStitched	chr15	55568803	55583437	3	8908	18375.9138	2394.1224	527	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.12719999999999998	527	1
2_MACS_peak_22848_lociStitched	chr6	11722229	11733654	2	8894	31987.715	2000.5175	528	C6orf105		C6orf105	C6orf105	0.40580000000000005	528	1
2_MACS_peak_2058_lociStitched	chr1	181095626	181105462	2	8877	33818.1352	2639.9824	529		IER5	IER5	IER5	1.0275	529	1
2_MACS_peak_27866_lociStitched	chr9	98267341	98279672	2	8877	23287.0935	1524.1116	530	PTCH1		PTCH1	PTCH1	0.6179	530	1
2_MACS_peak_17896_lociStitched	chr22	50906912	50921071	2	8877	14099.5322	1796.7771	531	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	SCO2	1.1709	531	1
5_MACS_peak_2275_lociStitched	chr1	203236270	203248478	5	8871	41114.1024	3567.1776	532		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	7.0367999999999995	532	1
3_MACS_peak_11019_lociStitched	chr17	27219402	27230941	3	8862	27013.9529	2126.6377	533	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.7738	533	1
2_MACS_peak_19494_lociStitched	chr3	177068486	177079833	2	8852	74746.0931	3242.9726	534			TBL1XR1	TBL1XR1	0.43610000000000004	534	1
2_MACS_peak_14482_lociStitched	chr2	70310174	70323422	2	8851	82972.224	2735.712	535	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	6.632	535	1
2_MACS_peak_8130_lociStitched	chr14	72980315	72989888	2	8847	41622.4467	1236.8316	536	RGS6		DPF3	DPF3	0.04019999999999999	536	1
1_MACS_peak_6666_lociStitched	chr12	102870738	102879574	1	8837	65227.352	1913.8776	537	IGF1		IGF1	IGF1	0.6432	537	1
2_MACS_peak_18410_lociStitched	chr3	49054579	49067729	2	8837	32838.18	2603.7	538	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	2.0500000000000003	538	1
1_MACS_peak_22252_lociStitched	chr5	140886038	140894873	1	8836	15190.899	1492.2315	539	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.3925	539	1
1_MACS_peak_1817_lociStitched	chr1	160676420	160685249	1	8830	46835.1963	2705.2056	540	CD48	SLAMF7	CD48	CD48	2.1293	540	1
5_MACS_peak_4784_lociStitched	chr11	65306854	65326758	5	8829	12899.7824	2780.5888	541	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	3.3092	541	1
1_MACS_peak_12926_lociStitched	chr19	11199241	11208066	1	8826	25650.745	1560.26	542	LDLR		LDLR	LDLR	0.4648	542	1
3_MACS_peak_18999_lociStitched	chr3	125548652	125560441	3	8826	23158.3116	2234.0155	543		MIR548I1	MIR548I1	NONE	NONE	543	1
3_MACS_peak_22384_lociStitched	chr5	150590537	150604489	3	8825	16022.4768	2482.0608	544	CCDC69	GM2A	CCDC69	CCDC69	0.25159999999999993	544	1
2_MACS_peak_16038_lociStitched	chr2	239167180	239176539	2	8823	10624.3368	836.6946	545	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.057499999999999996	545	1
2_MACS_peak_5306_lociStitched	chr11	115090780	115102479	2	8812	81324.4286	2046.1551	546	CADM1		CADM1	CADM1	0.2995	546	1
1_MACS_peak_2393_lociStitched	chr1	209275163	209283972	1	8810	90442.003	2800.3811	547			LOC642587	LOC642587	NONE	547	1
3_MACS_peak_27785_lociStitched	chr9	93670925	93688641	3	8809	57470.704	2823.9304	548			SYK	SYK	NONE	548	1
1_MACS_peak_1307_lociStitched	chr1	111172683	111181468	1	8786	61539.8035	1141.1715	549		KCNA2,KCNA3	KCNA2	KCNA3	1.0584	549	1
1_MACS_peak_16678_lociStitched	chr20	45978464	45987247	1	8784	61345.7418	1825.9857	550	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.39019999999999994	550	1
3_MACS_peak_28265_lociStitched	chr9	132646115	132663857	3	8777	38794.6572	2734.0422	551	FNBP1	USP20,C9orf78	USP20	USP20	0.2495	551	1
2_MACS_peak_10397_lociStitched	chr16	70461272	70474079	2	8774	18378.045	1757.1204	552	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.4796	552	1
3_MACS_peak_17683_lociStitched	chr22	39408958	39422110	3	8763	37333.2672	2609.3568	553	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	1.2066999999999999	553	1
5_MACS_peak_24260_lociStitched	chr6	144654886	144676039	5	8759	9937.6794	1838.1957	554	UTRN		UTRN	NONE	NONE	554	1
4_MACS_peak_4261_lociStitched	chr11	9586502	9599818	4	8753	15045.7484	2378.2376	555	WEE1		WEE1	WEE1	0.3934000000000001	555	1
3_MACS_peak_14392_lociStitched	chr2	64862704	64873481	3	8750	29268.1766	2075.6502	556	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.1789	556	1
5_MACS_peak_27183_lociStitched	chr8	145687158	145705111	5	8737	8193.7492	2062.7997	557	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	RECQL4	1.2855999999999999	557	1
2_MACS_peak_16442_lociStitched	chr20	32461789	32473721	2	8727	94187.6284	2344.638	558			CHMP4B	CHMP4B	2.5825	558	1
2_MACS_peak_4854_lociStitched	chr11	67034020	67047220	2	8719	30983.04	1948.32	559	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.71	559	1
2_MACS_peak_19745_lociStitched	chr3	196357905	196371248	2	8717	38872.1619	3147.6137	560	LRRC33		LRRC33	LRRC33	0.5275	560	1
1_MACS_peak_2590_lociStitched	chr1	226308504	226317207	1	8704	58539.8592	2122.6617	561			ACBD3	ACBD3	0.157	561	1
2_MACS_peak_18984_lociStitched	chr3	124501916	124511829	2	8696	33357.245	1961.7827	562	ITGB5		UMPS	UMPS	NONE	562	1
2_MACS_peak_2231_lociStitched	chr1	200986639	200996849	2	8687	28182.663	2695.44	563	KIF21B		KIF21B	KIF21B	0.38750000000000007	563	1
4_MACS_peak_336_lociStitched	chr1	25557977	25575056	4	8686	22867.0731	2838.5298	564	SYF2,C1orf63	RHD	C1orf63	C1orf63	1.0406	564	1
1_MACS_peak_25306_lociStitched	chr7	92437073	92445751	1	8679	23644.9466	1630.5962	565	CDK6		CDK6	CDK6	0.2234	565	1
4_MACS_peak_13064_lociStitched	chr19	16545291	16561554	4	8679	16454.9034	2641.1112	566	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.35619999999999996	566	1
3_MACS_peak_14045_lociStitched	chr2	31430072	31443255	3	8671	13786.7814	1951.084	567	CAPN14	EHD3	CAPN14	CAPN14	0.1849	567	1
2_MACS_peak_11673_lociStitched	chr17	62132375	62141642	2	8667	10333.6317	1476.2331	568	ERN1	ICAM2	ICAM2	NONE	NONE	568	1
2_MACS_peak_7661_lociStitched	chr13	115039446	115048755	2	8660	36154.2942	1658.8638	569	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	1.0196	569	1
4_MACS_peak_25544_lociStitched	chr7	111711847	111732466	4	8655	18097.2963	4381.5375	570	DOCK4		DOCK4	NONE	NONE	570	1
4_MACS_peak_28962_lociStitched	chrX	75362562	75372282	4	8643	25865.892	1047.816	571		CXorf26	CXorf26	CXorf26	0.1894	571	1
1_MACS_peak_19249_lociStitched	chr3	150315185	150323824	1	8640	34057.5297	1515.2806	572	SELT		SELT	SELT	0.8145	572	1
1_MACS_peak_25004_lociStitched	chr7	55597523	55606161	1	8639	109901.274	1956.507	573	VOPP1		VOPP1	VOPP1	2.1194	573	1
3_MACS_peak_10771_lociStitched	chr17	7136581	7147270	3	8616	27093.4083	1953.9492	574	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.7264000000000002	574	1
2_MACS_peak_25908_lociStitched	chr7	150100575	150113796	2	8608	69825.3894	3625.1982	575	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	5.4418	575	1
2_MACS_peak_15949_lociStitched	chr2	232570584	232579578	2	8605	26576.3706	985.7424	576	PTMA,MIR1244-1		PTMA	PTMA	1.7014	576	1
2_MACS_peak_6950_lociStitched	chr12	123355169	123364716	2	8604	16822.7687	986.2051	577	VPS37B	HIP1R	VPS37B	VPS37B	1.1312	577	1
4_MACS_peak_293_lociStitched	chr1	23937824	23954593	4	8601	20837.1594	3105.6188	578	MDS2		MDS2	MDS2	0.07830000000000001	578	1
3_MACS_peak_28098_lociStitched	chr9	123653148	123667595	3	8600	38053.398	2341.8587	579	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.1592	579	1
2_MACS_peak_24725_lociStitched	chr7	26002426	26011686	2	8597	70570.46	2077.944	580		MIR148A	MIR148A	MIR148A	1.8645	580	1
2_MACS_peak_11452_lociStitched	chr17	46528192	46537664	2	8596	19568.2048	1997.6448	581		SKAP1	SKAP1	NONE	NONE	581	1
3_MACS_peak_12029_lociStitched	chr17	80405780	80423998	3	8591	38724.1808	2565.0944	582	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.3514	582	1
1_MACS_peak_23208_lociStitched	chr6	32934599	32943182	1	8584	75698.6268	1941.4746	583	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.237	583	1
1_MACS_peak_3361_lociStitched	chr10	63656409	63664985	1	8577	32126.5536	1682.6112	584	ARID5B		ARID5B	ARID5B	0.41200000000000003	584	1
2_MACS_peak_21969_lociStitched	chr5	112256053	112266954	2	8566	49813.2096	2058.1088	585	REEP5	DCP2	REEP5	REEP5	0.3556	585	1
2_MACS_peak_2659_lociStitched	chr1	230238420	230248415	2	8565	27652.167	3050.474	586	GALNT2		GALNT2	GALNT2	0.3877	586	1
2_MACS_peak_16057_lociStitched	chr2	241499327	241509454	2	8560	19742.5865	845.6045	587	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	0.6295	587	1
2_MACS_peak_24988_lociStitched	chr7	52774538	52788460	2	8556	33504.6852	1857.1948	588			POM121L12	POM121L12	NONE	588	1
3_MACS_peak_16276_lociStitched	chr20	17826519	17838727	3	8551	41787.984	2041.1776	589			SNORD17	SNORD17	0.42090000000000005	589	1
4_MACS_peak_28042_lociStitched	chr9	116162740	116179466	4	8548	21529.7072	2840.0748	590	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	1.1483	590	1
2_MACS_peak_319_lociStitched	chr1	24710220	24720706	2	8547	21623.1806	1965.0764	591	C1orf201	NIPAL3	C1orf201	C1orf201	0.3284	591	1
3_MACS_peak_14395_lociStitched	chr2	64879088	64895989	3	8520	24285.0469	2634.8659	592	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.1789	592	1
3_MACS_peak_5395_lociStitched	chr11	120368076	120383081	3	8518	24113.035	2081.1935	593			GRIK4	GRIK4	NONE	593	1
2_MACS_peak_5387_lociStitched	chr11	119591914	119600626	2	8515	10987.5744	1346.8752	594	PVRL1		PVRL1	PVRL1	0.44279999999999997	594	1
2_MACS_peak_16282_lociStitched	chr20	17939624	17952785	2	8512	35337.285	2183.4099	595	C20orf72,SNX5,SNORD17		SNORD17	SNORD17	0.42090000000000005	595	1
3_MACS_peak_14422_lociStitched	chr2	65609195	65622458	3	8512	19035.0576	2053.1124	596	SPRED2	SPRED2	SPRED2	SPRED2	0.24369999999999997	596	1
5_MACS_peak_13337_lociStitched	chr19	39921299	39939676	5	8500	13591.6292	2762.0631	597	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	ZFP36	5.6521	597	1
2_MACS_peak_9915_lociStitched	chr16	23344011	23354272	2	8488	107061.2218	2585.772	598	SCNN1B		SCNN1B	SCNN1B	1.5207	598	1
3_MACS_peak_15996_lociStitched	chr2	235390769	235406161	3	8483	13030.8672	1474.5536	599	ARL4C		ARL4C	ARL4C	0.453	599	1
1_MACS_peak_14635_lociStitched	chr2	86220161	86228638	1	8478	71510.2766	1600.4576	600		LOC90784	LOC90784	LOC90784	0.0097	600	1
2_MACS_peak_11011_lociStitched	chr17	27046100	27056706	2	8465	32154.2102	2128.6242	601	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.2982	601	1
2_MACS_peak_24165_lociStitched	chr6	137973872	137983727	2	8458	16288.344	1690.1325	602			OLIG3	OLIG3	NONE	602	1
2_MACS_peak_24657_lociStitched	chr7	20476629	20489928	2	8438	25866.555	2142.4689	603			ITGB8	ITGB8	NONE	603	1
4_MACS_peak_15589_lociStitched	chr2	197088990	197107683	4	8423	17749.0035	3035.7432	604	HECW2		STK17B	STK17B	0.6292	604	1
3_MACS_peak_14102_lociStitched	chr2	37615142	37624954	3	8416	34586.3188	2187.0948	605		QPCT	QPCT	QPCT	4.4045	605	1
2_MACS_peak_16786_lociStitched	chr20	52481553	52490754	2	8409	37174.8003	1657.1001	606		SUMO1P1	SUMO1P1	SUMO1P1	1.4525	606	1
4_MACS_peak_26954_lociStitched	chr8	124546067	124560274	4	8408	14651.6791	2294.4305	607	FBXO32	FBXO32	FBXO32	FBXO32	0.17559999999999998	607	1
4_MACS_peak_22769_lociStitched	chr6	5866463	5879934	4	8395	14407.2345	2308.9294	608			NRN1	NRN1	NONE	608	1
3_MACS_peak_12810_lociStitched	chr19	6765354	6779607	3	8384	18833.9142	3372.2598	609	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	0.9399	609	1
1_MACS_peak_25278_lociStitched	chr7	90337067	90345447	1	8381	39809.19	1375.996	610	CDK14		CDK14	CDK14	0.13429999999999997	610	1
3_MACS_peak_14908_lociStitched	chr2	112231484	112241892	3	8358	9607.6248	1512.2824	611	LOC541471		LOC541471	LOC541471	0.42460000000000003	611	1
3_MACS_peak_14854_lociStitched	chr2	109829496	109843149	3	8358	30999.1365	2446.6176	612	SH3RF3		MIR4265	MIR4265	NONE	612	1
4_MACS_peak_25682_lociStitched	chr7	128162842	128178260	4	8342	25442.7836	3108.2688	613		METTL2B	METTL2B	METTL2B	0.6069	613	1
4_MACS_peak_7249_lociStitched	chr13	42061844	42077826	4	8335	16394.3356	1401.6214	614		C13orf15	C13orf15	C13orf15	0.014899999999999997	614	1
2_MACS_peak_19789_lociStitched	chr4	1712398	1725385	2	8329	32075.2926	1849.3488	615	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	1.9781	615	1
2_MACS_peak_10210_lociStitched	chr16	56943655	56952703	2	8324	64409.0928	1892.8416	616	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	2.7680000000000002	616	1
2_MACS_peak_13362_lociStitched	chr19	40645235	40654488	2	8322	25765.9038	1647.034	617		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.1692	617	1
3_MACS_peak_16170_lociStitched	chr20	5092583	5109120	3	8319	21112.7879	2573.1572	618	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.8472	618	1
3_MACS_peak_24580_lociStitched	chr7	8164365	8175121	3	8313	14501.2392	1692.9944	619	ICA1		ICA1	ICA1	0.1266	619	1
3_MACS_peak_23689_lociStitched	chr6	86378909	86396374	3	8304	16350.733	2864.26	620	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	SNORD50B	1.0595999999999999	620	1
3_MACS_peak_14458_lociStitched	chr2	68988808	69003681	3	8286	29423.2559	2726.2209	621	ARHGAP25		ARHGAP25	ARHGAP25	0.3097	621	1
3_MACS_peak_2228_lociStitched	chr1	200851082	200863874	3	8276	33970.4352	3095.664	622	C1orf106	GPR25,C1orf106	C1orf106	C1orf106	0.8712000000000001	622	1
1_MACS_peak_26995_lociStitched	chr8	126441196	126449469	1	8274	24203.4888	1568.5608	623	TRIB1		TRIB1	TRIB1	1.2412999999999998	623	1
2_MACS_peak_9187_lociStitched	chr15	75352934	75363180	2	8270	31913.2162	2042.0278	624		PPCDC	PPCDC	PPCDC	1.6697	624	1
3_MACS_peak_19626_lociStitched	chr3	185646250	185661947	3	8266	21884.7574	3619.7282	625	TRA2B	LOC344887	TRA2B	TRA2B	0.47920000000000007	625	1
4_MACS_peak_5033_lociStitched	chr11	78127308	78139856	4	8263	10826.4144	2228.5248	626	GAB2		GAB2	NONE	NONE	626	1
3_MACS_peak_1654_lociStitched	chr1	153929335	153941385	3	8259	32704.905	3245.065	627	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.1437000000000002	627	1
2_MACS_peak_22900_lociStitched	chr6	15244678	15257775	2	8248	11131.1403	1934.4269	628	JARID2		JARID2	JARID2	0.014899999999999983	628	1
