REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_2853_lociStitched	chr10	1531157	1532397	1	1241	749.3319999999999	197.40800000000002
1_MACS_peak_9272_lociStitched	chr15	80617036	80618276	1	1241	754.168	243.784
1_MACS_peak_12312_lociStitched	chr18	36520721	36521961	1	1241	1859.752	363.072
1_MACS_peak_16526_lociStitched	chr20	35904871	35906111	1	1241	850.2679999999999	217.868
1_MACS_peak_21886_lociStitched	chr5	100067055	100068295	1	1241	968.192	209.436
1_MACS_peak_22359_lociStitched	chr5	149693071	149694311	1	1241	575.236	202.864
1_MACS_peak_25914_lociStitched	chr7	150521263	150522503	1	1241	2554.524	338.39599999999996
1_MACS_peak_2098_lociStitched	chr1	184005891	184007130	1	1240	551.8506	191.5494
1_MACS_peak_2207_lociStitched	chr1	198905686	198906925	1	1240	754.4271	261.0573
1_MACS_peak_2834_lociStitched	chr10	329573	330812	1	1240	885.7610999999999	138.0246
1_MACS_peak_3641_lociStitched	chr10	88698926	88700165	1	1240	1210.8746999999998	212.48850000000002
1_MACS_peak_5467_lociStitched	chr11	126224596	126225835	1	1240	1319.4111	138.6441
1_MACS_peak_7533_lociStitched	chr13	98200014	98201253	1	1240	601.2867	197.3727
1_MACS_peak_9760_lociStitched	chr16	11754672	11755911	1	1240	738.9396	132.8208
1_MACS_peak_9948_lociStitched	chr16	27180574	27181813	1	1240	700.6545	253.8711
1_MACS_peak_10359_lociStitched	chr16	68524497	68525736	1	1240	536.9826	174.8229
1_MACS_peak_12612_lociStitched	chr18	75527399	75528638	1	1240	808.0758	118.3245
1_MACS_peak_14566_lociStitched	chr2	74942019	74943258	1	1240	873.2472	301.8204
1_MACS_peak_16727_lociStitched	chr20	48672904	48674143	1	1240	906.0807	283.9788
1_MACS_peak_17927_lociStitched	chr3	2131606	2132845	1	1240	1068.6375	173.9556
1_MACS_peak_18911_lociStitched	chr3	119281084	119282323	1	1240	769.9146	151.65359999999998
1_MACS_peak_20136_lociStitched	chr4	48129590	48130829	1	1240	786.1455	269.97810000000004
1_MACS_peak_21389_lociStitched	chr5	37859500	37860739	1	1240	554.5764	229.46280000000002
1_MACS_peak_27121_lociStitched	chr8	142153282	142154521	1	1240	837.3162	240.61380000000003
1_MACS_peak_28672_lociStitched	chrX	40012469	40013708	1	1240	1031.9631	91.1904
1_MACS_peak_2869_lociStitched	chr10	3893115	3894353	1	1239	737.3528	280.28319999999997
1_MACS_peak_4852_lociStitched	chr11	66980004	66981242	1	1239	688.3280000000001	144.5984
1_MACS_peak_5314_lociStitched	chr11	115339377	115340615	1	1239	750.3517999999999	298.8532
1_MACS_peak_11765_lociStitched	chr17	70025886	70027124	1	1239	756.9132000000001	181.986
1_MACS_peak_13089_lociStitched	chr19	17345677	17346915	1	1239	991.8856000000001	196.3468
1_MACS_peak_14035_lociStitched	chr2	29411252	29412490	1	1239	601.049	180.3766
1_MACS_peak_15206_lociStitched	chr2	156879429	156880667	1	1239	871.6758	243.6384
1_MACS_peak_17444_lociStitched	chr22	25347813	25349051	1	1239	1037.5678	159.702
1_MACS_peak_22170_lociStitched	chr5	134408055	134409293	1	1239	757.037	135.3134
1_MACS_peak_1404_lociStitched	chr1	119461008	119462245	1	1238	725.2531	69.0246
1_MACS_peak_8461_lociStitched	chr15	20048791	20050028	1	1238	1088.1889	248.3896
1_MACS_peak_9824_lociStitched	chr16	16300062	16301299	1	1238	851.5508	117.0202
1_MACS_peak_13883_lociStitched	chr2	16789615	16790852	1	1238	1162.9037	289.9528
1_MACS_peak_13905_lociStitched	chr2	20304218	20305455	1	1238	782.6499	237.1329
1_MACS_peak_16820_lociStitched	chr20	55549492	55550729	1	1238	797.4939	313.4558
1_MACS_peak_19955_lociStitched	chr4	17536458	17537695	1	1238	933.0690999999999	203.4865
1_MACS_peak_22997_lociStitched	chr6	25489610	25490847	1	1238	1141.6273	196.5593
1_MACS_peak_23787_lociStitched	chr6	97106671	97107908	1	1238	656.4758999999999	224.5155
1_MACS_peak_24116_lociStitched	chr6	134517293	134518530	1	1238	765.703	171.6956
1_MACS_peak_26679_lociStitched	chr8	82597827	82599064	1	1238	2220.5387	265.955
1_MACS_peak_28773_lociStitched	chrX	48868846	48870083	1	1238	952.8611	96.1149
1_MACS_peak_252_lociStitched	chr1	20415621	20416857	1	1237	864.582	232.2444
1_MACS_peak_1918_lociStitched	chr1	167027773	167029009	1	1237	1004.0028	374.508
1_MACS_peak_1941_lociStitched	chr1	167773881	167775117	1	1237	728.9928	283.66200000000003
1_MACS_peak_4333_lociStitched	chr11	15095761	15096997	1	1237	742.7124	293.0556
1_MACS_peak_6636_lociStitched	chr12	99993627	99994863	1	1237	608.6064	170.0736
1_MACS_peak_8330_lociStitched	chr14	94595135	94596371	1	1237	708.9696	81.57600000000001
1_MACS_peak_12276_lociStitched	chr18	29605943	29607179	1	1237	1278.8891999999998	235.95239999999998
1_MACS_peak_13735_lociStitched	chr19	58257747	58258983	1	1237	1210.9092	182.80440000000002
1_MACS_peak_14951_lociStitched	chr2	113881450	113882686	1	1237	845.0532	189.23160000000001
1_MACS_peak_15459_lociStitched	chr2	181455444	181456680	1	1237	843.1992	166.9836
1_MACS_peak_15573_lociStitched	chr2	196351268	196352504	1	1237	615.2808	198.996
1_MACS_peak_17021_lociStitched	chr21	32190771	32192007	1	1237	726.6444	124.7124
1_MACS_peak_17156_lociStitched	chr21	41647569	41648805	1	1237	696.3624	194.67
1_MACS_peak_19777_lociStitched	chr4	699207	700443	1	1237	925.2696000000001	45.361200000000004
1_MACS_peak_21456_lociStitched	chr5	52336672	52337908	1	1237	1658.5884	254.24519999999998
1_MACS_peak_26212_lociStitched	chr8	26100849	26102085	1	1237	915.3816	284.898
1_MACS_peak_1580_lociStitched	chr1	150253486	150254721	1	1236	560.937	292.81850000000003
1_MACS_peak_2511_lociStitched	chr1	220161159	220162394	1	1236	901.7969999999999	187.72
1_MACS_peak_5106_lociStitched	chr11	86792072	86793307	1	1236	663.5655	154.0045
1_MACS_peak_5424_lociStitched	chr11	123103667	123104902	1	1236	896.7334999999999	304.057
1_MACS_peak_6409_lociStitched	chr12	75723291	75724526	1	1236	1855.0935	292.3245
1_MACS_peak_6726_lociStitched	chr12	108729027	108730262	1	1236	689.624	203.281
1_MACS_peak_11325_lociStitched	chr17	40949979	40951214	1	1236	1486.3225	314.55449999999996
1_MACS_peak_16978_lociStitched	chr21	25572099	25573334	1	1236	710.4955	184.13850000000002
1_MACS_peak_17857_lociStitched	chr22	47396484	47397719	1	1236	716.794	111.52050000000001
1_MACS_peak_19671_lociStitched	chr3	190580151	190581386	1	1236	1164.111	254.904
1_MACS_peak_20270_lociStitched	chr4	73074782	73076017	1	1236	491.1595	144.495
1_MACS_peak_23350_lociStitched	chr6	41836484	41837719	1	1236	632.6904999999999	198.9585
1_MACS_peak_25020_lociStitched	chr7	63505490	63506725	1	1236	707.5314999999999	143.26000000000002
1_MACS_peak_13649_lociStitched	chr19	53360102	53361336	1	1235	683.019	176.09179999999998
1_MACS_peak_16044_lociStitched	chr2	239869374	239870608	1	1235	786.675	151.90540000000001
1_MACS_peak_19161_lociStitched	chr3	139395679	139396913	1	1235	2747.1308	214.71599999999998
1_MACS_peak_19229_lociStitched	chr3	148775854	148777088	1	1235	683.7594	200.0314
1_MACS_peak_24230_lociStitched	chr6	141611792	141613026	1	1235	658.956	201.8824
1_MACS_peak_25796_lociStitched	chr7	139430785	139432019	1	1235	685.7338	239.64280000000002
1_MACS_peak_26308_lociStitched	chr8	30890920	30892154	1	1235	1183.8996	191.27
1_MACS_peak_26437_lociStitched	chr8	51542894	51544128	1	1235	863.6766	159.43280000000001
1_MACS_peak_26555_lociStitched	chr8	67591997	67593231	1	1235	709.7968000000001	267.778
1_MACS_peak_27368_lociStitched	chr9	20683889	20685123	1	1235	1644.4284	143.144
1_MACS_peak_1320_lociStitched	chr1	111888299	111889532	1	1234	1194.2838	180.1413
1_MACS_peak_12497_lociStitched	chr18	58331475	58332708	1	1234	561.2616	224.2827
1_MACS_peak_13120_lociStitched	chr19	18271393	18272626	1	1234	967.6584	139.8222
1_MACS_peak_19156_lociStitched	chr3	138828628	138829861	1	1234	662.1210000000001	183.96359999999999
1_MACS_peak_20267_lociStitched	chr4	72470217	72471450	1	1234	739.8	176.68890000000002
1_MACS_peak_21394_lociStitched	chr5	39190657	39191890	1	1234	817.1090999999999	157.824
1_MACS_peak_21834_lociStitched	chr5	93505437	93506670	1	1234	1075.0527	289.13849999999996
1_MACS_peak_21843_lociStitched	chr5	94878502	94879735	1	1234	1001.0726999999999	207.8838
1_MACS_peak_25686_lociStitched	chr7	128248716	128249949	1	1234	792.3258	344.7468
1_MACS_peak_25757_lociStitched	chr7	134354245	134355478	1	1234	868.8951	261.396
1_MACS_peak_26974_lociStitched	chr8	125985055	125986288	1	1234	1388.2347	336.7323
1_MACS_peak_27977_lociStitched	chr9	110251873	110253106	1	1234	1220.7933	180.018
1_MACS_peak_3523_lociStitched	chr10	75949495	75950727	1	1233	563.2704	136.38240000000002
1_MACS_peak_7014_lociStitched	chr12	127979231	127980463	1	1233	616.4928	73.304
1_MACS_peak_23027_lociStitched	chr6	26295410	26296642	1	1233	817.5552	336.21279999999996
1_MACS_peak_23450_lociStitched	chr6	47276869	47278101	1	1233	675.0128000000001	177.65439999999998
1_MACS_peak_25559_lociStitched	chr7	112699846	112701078	1	1233	1020.096	314.16
1_MACS_peak_27477_lociStitched	chr9	35257970	35259202	1	1233	606.3904	198.1056
1_MACS_peak_29320_lociStitched	chrX	142720353	142721585	1	1233	717.1471999999999	90.6752
1_MACS_peak_1009_lociStitched	chr1	72144175	72145406	1	1232	940.1147000000001	244.35350000000003
1_MACS_peak_2962_lociStitched	chr10	12305839	12307070	1	1232	1878.3829	297.2865
1_MACS_peak_3390_lociStitched	chr10	66910615	66911846	1	1232	609.345	178.24880000000002
1_MACS_peak_8811_lociStitched	chr15	46952134	46953365	1	1232	841.6347	191.78979999999999
1_MACS_peak_13948_lociStitched	chr2	25153231	25154462	1	1232	902.8154000000001	203.4843
1_MACS_peak_15936_lociStitched	chr2	232044191	232045422	1	1232	526.7449	126.0544
1_MACS_peak_17372_lociStitched	chr22	22804169	22805400	1	1232	535.8543000000001	186.61960000000002
1_MACS_peak_18973_lociStitched	chr3	123628286	123629517	1	1232	649.1063	162.2458
1_MACS_peak_20634_lociStitched	chr4	113281989	113283220	1	1232	816.5223	166.4312
1_MACS_peak_26439_lociStitched	chr8	52019089	52020320	1	1232	723.4587	205.3308
1_MACS_peak_798_lociStitched	chr1	48491687	48492917	1	1231	594.09	190.158
1_MACS_peak_2473_lociStitched	chr1	213637901	213639131	1	1231	863.8290000000001	240.219
1_MACS_peak_2766_lociStitched	chr1	241586732	241587962	1	1231	816.8430000000001	137.883
1_MACS_peak_5167_lociStitched	chr11	97613602	97614832	1	1231	532.836	139.851
1_MACS_peak_8371_lociStitched	chr14	100530934	100532164	1	1231	877.605	85.731
1_MACS_peak_12437_lociStitched	chr18	52384783	52386013	1	1231	829.0200000000001	301.473
1_MACS_peak_14167_lociStitched	chr2	43198956	43200186	1	1231	577.6080000000001	189.54299999999998
1_MACS_peak_16714_lociStitched	chr20	47939842	47941072	1	1231	773.547	225.951
1_MACS_peak_17577_lociStitched	chr22	36007344	36008574	1	1231	695.565	248.337
1_MACS_peak_19452_lociStitched	chr3	172409980	172411210	1	1231	845.133	263.466
1_MACS_peak_20404_lociStitched	chr4	84152572	84153802	1	1231	782.895	294.954
1_MACS_peak_20992_lociStitched	chr4	172844018	172845248	1	1231	582.8969999999999	212.913
1_MACS_peak_22009_lociStitched	chr5	118523206	118524436	1	1231	669.612	223.737
1_MACS_peak_24809_lociStitched	chr7	35748891	35750121	1	1231	921.639	204.057
1_MACS_peak_25072_lociStitched	chr7	68153345	68154575	1	1231	649.317	165.804
1_MACS_peak_27687_lociStitched	chr9	78085850	78087080	1	1231	708.2339999999999	183.14700000000002
1_MACS_peak_29413_lociStitched	chrX	154458915	154460145	1	1231	702.4530000000001	122.385
1_MACS_peak_6834_lociStitched	chr12	115812628	115813857	1	1230	668.0844	169.4791
1_MACS_peak_9697_lociStitched	chr16	5206112	5207341	1	1230	593.1154	196.64000000000001
1_MACS_peak_10915_lociStitched	chr17	18314700	18315929	1	1230	647.8059000000001	99.67190000000001
1_MACS_peak_13454_lociStitched	chr19	44487806	44489035	1	1230	753.377	167.63559999999998
1_MACS_peak_15873_lociStitched	chr2	225917064	225918293	1	1230	1059.5209	177.2218
1_MACS_peak_17294_lociStitched	chr22	18574089	18575318	1	1230	823.7987	237.5657
1_MACS_peak_23364_lociStitched	chr6	42597011	42598240	1	1230	683.6927000000001	135.8045
1_MACS_peak_26562_lociStitched	chr8	67940315	67941544	1	1230	760.2594	191.6011
1_MACS_peak_29267_lociStitched	chrX	134646181	134647410	1	1230	651.4929	125.48089999999999
1_MACS_peak_3816_lociStitched	chr10	102802167	102803395	1	1229	874.336	292.6324
1_MACS_peak_13086_lociStitched	chr19	17245902	17247130	1	1229	585.8788000000001	195.3748
1_MACS_peak_15484_lociStitched	chr2	183942933	183944161	1	1229	850.8811999999999	320.3852
1_MACS_peak_18203_lociStitched	chr3	33461224	33462452	1	1229	732.5020000000001	154.114
1_MACS_peak_21742_lociStitched	chr5	80450053	80451281	1	1229	565.0028	202.9884
1_MACS_peak_26967_lociStitched	chr8	125437502	125438730	1	1229	738.8876	274.7036
1_MACS_peak_5447_lociStitched	chr11	125170443	125171670	1	1228	823.6851	252.8847
1_MACS_peak_5471_lociStitched	chr11	126602492	126603719	1	1228	870.1884000000001	287.4861
1_MACS_peak_8087_lociStitched	chr14	69089230	69090457	1	1228	740.6172	91.41149999999999
1_MACS_peak_13333_lociStitched	chr19	39841522	39842749	1	1228	715.2183	242.946
1_MACS_peak_15768_lociStitched	chr2	212700483	212701710	1	1228	896.8143	171.78000000000003
1_MACS_peak_16425_lociStitched	chr20	32190015	32191242	1	1228	770.3106	225.0318
1_MACS_peak_17210_lociStitched	chr21	45120464	45121691	1	1228	791.6604	225.0318
1_MACS_peak_18700_lociStitched	chr3	93596698	93597925	1	1228	794.1144	206.0133
1_MACS_peak_20916_lociStitched	chr4	156821336	156822563	1	1228	800.7402	183.8046
1_MACS_peak_21485_lociStitched	chr5	54896035	54897262	1	1228	658.6536000000001	153.375
1_MACS_peak_22297_lociStitched	chr5	142984694	142985921	1	1228	868.2252	300.3696
1_MACS_peak_26859_lociStitched	chr8	107448617	107449844	1	1228	655.0953000000001	97.30109999999999
1_MACS_peak_4507_lociStitched	chr11	41969455	41970681	1	1227	905.2783999999999	210.7494
1_MACS_peak_5195_lociStitched	chr11	103609453	103610679	1	1227	562.3662	219.0862
1_MACS_peak_5612_lociStitched	chr12	6432223	6433449	1	1227	962.4100000000001	188.4362
1_MACS_peak_9943_lociStitched	chr16	25421418	25422644	1	1227	639.4816	192.35940000000002
1_MACS_peak_13058_lociStitched	chr19	16370319	16371545	1	1227	770.2958	151.0432
1_MACS_peak_13190_lociStitched	chr19	23722659	23723885	1	1227	733.8836	75.5216
1_MACS_peak_14251_lociStitched	chr2	49133225	49134451	1	1227	511.36460000000005	202.4126
1_MACS_peak_14804_lociStitched	chr2	105489124	105490350	1	1227	1178.5538000000001	176.91180000000003
1_MACS_peak_17757_lociStitched	chr22	41821378	41822604	1	1227	647.6958	199.5928
1_MACS_peak_18022_lociStitched	chr3	13023164	13024390	1	1227	606.87	149.93980000000002
1_MACS_peak_18030_lociStitched	chr3	13387782	13389008	1	1227	785.9886	161.5868
1_MACS_peak_27066_lociStitched	chr8	134054971	134056197	1	1227	546.0604000000001	166.36819999999997
1_MACS_peak_3328_lociStitched	chr10	56992448	56993673	1	1226	626.4649999999999	171.3775
1_MACS_peak_5670_lociStitched	chr12	8796754	8797979	1	1226	977.305	236.0575
1_MACS_peak_9821_lociStitched	chr16	15991182	15992407	1	1226	585.0600000000001	216.58
1_MACS_peak_12164_lociStitched	chr18	12271260	12272485	1	1226	976.9375	164.5175
1_MACS_peak_12856_lociStitched	chr19	8477744	8478969	1	1226	1185.31	346.43
1_MACS_peak_15972_lociStitched	chr2	233964698	233965923	1	1226	812.1750000000001	58.555
1_MACS_peak_16445_lociStitched	chr20	32551200	32552425	1	1226	781.795	177.625
1_MACS_peak_19684_lociStitched	chr3	191978463	191979688	1	1226	632.5899999999999	218.9075
1_MACS_peak_20923_lociStitched	chr4	157671934	157673159	1	1226	772.8525	197.95999999999998
1_MACS_peak_21980_lociStitched	chr5	112548752	112549977	1	1226	689.185	211.8025
1_MACS_peak_23335_lociStitched	chr6	39990435	39991660	1	1226	967.75	207.63750000000002
1_MACS_peak_24763_lociStitched	chr7	30278299	30279524	1	1226	976.8149999999999	221.60250000000002
1_MACS_peak_2489_lociStitched	chr1	216938682	216939906	1	1225	600.0048	192.29039999999998
1_MACS_peak_4233_lociStitched	chr11	7272759	7273983	1	1225	580.788	136.1088
1_MACS_peak_5076_lociStitched	chr11	83960110	83961334	1	1225	618.8544	213.2208
1_MACS_peak_7363_lociStitched	chr13	52732837	52734061	1	1225	1172.5919999999999	113.0976
1_MACS_peak_7787_lociStitched	chr14	27518464	27519688	1	1225	742.7232	105.14160000000001
1_MACS_peak_8095_lociStitched	chr14	69948263	69949487	1	1225	491.1912	106.6104
1_MACS_peak_9703_lociStitched	chr16	8631831	8633055	1	1225	718.8552000000001	223.2576
1_MACS_peak_11782_lociStitched	chr17	70818406	70819630	1	1225	702.2088	210.6504
1_MACS_peak_13396_lociStitched	chr19	41945120	41946344	1	1225	1910.664	329.50079999999997
1_MACS_peak_13874_lociStitched	chr2	15084490	15085714	1	1225	742.2336	202.3272
1_MACS_peak_14837_lociStitched	chr2	109181922	109183146	1	1225	1184.9543999999999	157.1616
1_MACS_peak_23210_lociStitched	chr6	33029300	33030524	1	1225	540.396	242.2296
1_MACS_peak_24820_lociStitched	chr7	36982965	36984189	1	1225	809.0640000000001	278.0928
1_MACS_peak_28560_lociStitched	chrX	19773500	19774724	1	1225	1543.464	131.57999999999998
1_MACS_peak_1213_lociStitched	chr1	100458099	100459322	1	1224	915.0486	68.8549
1_MACS_peak_1785_lociStitched	chr1	158965725	158966948	1	1224	1079.2975	266.9809
1_MACS_peak_2397_lociStitched	chr1	209814485	209815708	1	1224	670.6932	301.59180000000003
1_MACS_peak_7693_lociStitched	chr14	21438863	21440086	1	1224	853.4094	171.4646
1_MACS_peak_7803_lociStitched	chr14	32030104	32031327	1	1224	803.7556	111.78219999999999
1_MACS_peak_9431_lociStitched	chr15	90919805	90921028	1	1224	684.1462	268.8154
1_MACS_peak_10130_lociStitched	chr16	47608126	47609349	1	1224	611.2554	194.457
1_MACS_peak_10920_lociStitched	chr17	18575272	18576495	1	1224	1409.0183	61.761500000000005
1_MACS_peak_12547_lociStitched	chr18	66659693	66660916	1	1224	592.6658	238.7296
1_MACS_peak_20653_lociStitched	chr4	118255353	118256576	1	1224	794.7054	299.0235
1_MACS_peak_25912_lociStitched	chr7	150211381	150212604	1	1224	943.0553	282.0238
1_MACS_peak_26010_lociStitched	chr8	2966482	2967705	1	1224	535.0625	179.0472
1_MACS_peak_26568_lociStitched	chr8	68599984	68601207	1	1224	542.8897000000001	178.68030000000002
1_MACS_peak_910_lociStitched	chr1	61522501	61523723	1	1223	558.8206	123.05539999999999
1_MACS_peak_1062_lociStitched	chr1	83973815	83975037	1	1223	591.8146	147.12879999999998
1_MACS_peak_1699_lociStitched	chr1	155162844	155164066	1	1223	641.6722	288.5142
1_MACS_peak_4357_lociStitched	chr11	18126866	18128088	1	1223	1605.3414	249.28799999999998
1_MACS_peak_6266_lociStitched	chr12	57673601	57674823	1	1223	818.74	241.4672
1_MACS_peak_8113_lociStitched	chr14	71066842	71068064	1	1223	535.7248	133.198
1_MACS_peak_12525_lociStitched	chr18	61228786	61230008	1	1223	931.8971999999999	232.18
1_MACS_peak_12870_lociStitched	chr19	9566284	9567506	1	1223	856.7442	155.31619999999998
1_MACS_peak_15337_lociStitched	chr2	171083592	171084814	1	1223	580.9388	199.797
1_MACS_peak_18360_lociStitched	chr3	46546022	46547244	1	1223	599.5132	173.76839999999999
1_MACS_peak_21379_lociStitched	chr5	37472228	37473450	1	1223	733.6888	181.8336
1_MACS_peak_21614_lociStitched	chr5	68006473	68007695	1	1223	595.4806	68.0654
1_MACS_peak_23719_lociStitched	chr6	88677900	88679122	1	1223	594.5029999999999	158.3712
1_MACS_peak_25952_lociStitched	chr7	154180277	154181499	1	1223	779.7582	186.7216
1_MACS_peak_832_lociStitched	chr1	52455597	52456818	1	1222	1175.5788	134.4321
1_MACS_peak_932_lociStitched	chr1	64688871	64690092	1	1222	742.1238	274.725
1_MACS_peak_9831_lociStitched	chr16	17120326	17121547	1	1222	495.60389999999995	154.94490000000002
1_MACS_peak_12215_lociStitched	chr18	20852017	20853238	1	1222	664.8344999999999	243.9558
1_MACS_peak_15260_lociStitched	chr2	162356994	162358215	1	1222	943.9551	171.06210000000002
1_MACS_peak_15439_lociStitched	chr2	179387520	179388741	1	1222	909.645	292.18530000000004
1_MACS_peak_21007_lociStitched	chr4	175707921	175709142	1	1222	714.8955	104.88390000000001
1_MACS_peak_23105_lociStitched	chr6	28696188	28697409	1	1222	831.8673	272.6493
1_MACS_peak_23447_lociStitched	chr6	46620217	46621438	1	1222	607.4475	273.1377
1_MACS_peak_26934_lociStitched	chr8	123256262	123257483	1	1222	1545.0534	93.4065
1_MACS_peak_27876_lociStitched	chr9	99539795	99541016	1	1222	731.7453	187.6677
1_MACS_peak_28587_lociStitched	chrX	23750575	23751796	1	1222	686.2020000000001	144.078
1_MACS_peak_29085_lociStitched	chrX	106045555	106046776	1	1222	661.6599000000001	150.6714
1_MACS_peak_7477_lociStitched	chr13	80163464	80164684	1	1221	608.048	169.702
1_MACS_peak_7543_lociStitched	chr13	99527164	99528384	1	1221	730.1700000000001	291.58
1_MACS_peak_11046_lociStitched	chr17	28367149	28368369	1	1221	596.336	227.04199999999997
1_MACS_peak_17398_lociStitched	chr22	23336899	23338119	1	1221	869.7379999999999	201.544
1_MACS_peak_17778_lociStitched	chr22	42426879	42428099	1	1221	664.656	135.298
1_MACS_peak_20656_lociStitched	chr4	119505036	119506256	1	1221	760.5479999999999	229.482
1_MACS_peak_22186_lociStitched	chr5	137468248	137469468	1	1221	651.3580000000001	207.278
1_MACS_peak_24141_lociStitched	chr6	135785423	135786643	1	1221	738.4659999999999	255.834
1_MACS_peak_26342_lociStitched	chr8	37604898	37606118	1	1221	652.212	196.908
1_MACS_peak_26363_lociStitched	chr8	38325076	38326296	1	1221	525.698	125.782
1_MACS_peak_26735_lociStitched	chr8	95230513	95231733	1	1221	588.4060000000001	63.928000000000004
1_MACS_peak_26871_lociStitched	chr8	107870022	107871242	1	1221	966.972	93.696
1_MACS_peak_3592_lociStitched	chr10	81740990	81742209	1	1220	820.9965	212.3498
1_MACS_peak_4470_lociStitched	chr11	34812896	34814115	1	1220	801.4925	147.37709999999998
1_MACS_peak_11572_lociStitched	chr17	55485183	55486402	1	1220	560.74	155.7882
1_MACS_peak_11712_lociStitched	chr17	64242048	64243267	1	1220	592.1902	211.3746
1_MACS_peak_13250_lociStitched	chr19	34990444	34991663	1	1220	719.6976000000001	165.4183
1_MACS_peak_15521_lociStitched	chr2	189469902	189471121	1	1220	815.2671999999999	152.6188
1_MACS_peak_16297_lociStitched	chr20	18774344	18775563	1	1220	1948.4496000000001	320.35319999999996
1_MACS_peak_21525_lociStitched	chr5	56234308	56235527	1	1220	588.6551	117.2678
1_MACS_peak_26791_lociStitched	chr8	101544750	101545969	1	1220	798.5669	162.98030000000003
1_MACS_peak_28109_lociStitched	chr9	123918151	123919370	1	1220	1538.4999	233.3166
1_MACS_peak_28373_lociStitched	chr9	139971813	139973032	1	1220	780.4037999999999	124.94749999999999
1_MACS_peak_86_lociStitched	chr1	6892253	6893471	1	1219	799.1298	141.0444
1_MACS_peak_2176_lociStitched	chr1	194119771	194120989	1	1219	711.921	199.2648
1_MACS_peak_3368_lociStitched	chr10	63942998	63944216	1	1219	736.4028000000001	262.1136
1_MACS_peak_3701_lociStitched	chr10	93842178	93843396	1	1219	646.758	270.0306
1_MACS_peak_10036_lociStitched	chr16	30281316	30282534	1	1219	436.2876	191.9568
1_MACS_peak_10967_lociStitched	chr17	20677617	20678835	1	1219	621.1800000000001	169.0584
1_MACS_peak_11220_lociStitched	chr17	37462629	37463847	1	1219	571.1202	187.45020000000002
1_MACS_peak_11388_lociStitched	chr17	43379701	43380919	1	1219	541.2792000000001	200.1174
1_MACS_peak_11628_lociStitched	chr17	58391411	58392629	1	1219	625.3212	205.842
1_MACS_peak_16203_lociStitched	chr20	8194118	8195336	1	1219	729.8255999999999	161.1414
1_MACS_peak_16535_lociStitched	chr20	36322051	36323269	1	1219	899.7366000000001	235.683
1_MACS_peak_17438_lociStitched	chr22	24856356	24857574	1	1219	1290.3491999999999	328.6164
1_MACS_peak_23557_lociStitched	chr6	67089855	67091073	1	1219	502.6686	191.226
1_MACS_peak_26264_lociStitched	chr8	28861382	28862600	1	1219	769.776	187.69379999999998
1_MACS_peak_27631_lociStitched	chr9	71228613	71229831	1	1219	820.932	191.71320000000003
1_MACS_peak_506_lociStitched	chr1	32985871	32987088	1	1218	714.9875000000001	218.5732
1_MACS_peak_7795_lociStitched	chr14	31117439	31118656	1	1218	800.1775	113.3027
1_MACS_peak_11760_lociStitched	chr17	68164615	68165832	1	1218	804.9238	190.0954
1_MACS_peak_11804_lociStitched	chr17	72779606	72780823	1	1218	681.1549	126.8114
1_MACS_peak_13166_lociStitched	chr19	20162452	20163669	1	1218	834.4969	126.8114
1_MACS_peak_13895_lociStitched	chr2	18727432	18728649	1	1218	751.3757999999999	167.3375
1_MACS_peak_15943_lociStitched	chr2	232468864	232470081	1	1218	1060.1287	92.7354
1_MACS_peak_16860_lociStitched	chr20	58690886	58692103	1	1218	603.0235	170.38000000000002
1_MACS_peak_18895_lociStitched	chr3	118326604	118327821	1	1218	669.5934	188.0265
1_MACS_peak_19041_lociStitched	chr3	128564278	128565495	1	1218	1115.0154	127.9067
1_MACS_peak_22917_lociStitched	chr6	16331646	16332863	1	1218	1004.2684	338.6911
1_MACS_peak_24351_lociStitched	chr6	157389460	157390677	1	1218	484.6094	123.7689
1_MACS_peak_26125_lociStitched	chr8	19045407	19046624	1	1218	626.755	104.17519999999999
1_MACS_peak_28179_lociStitched	chr9	129821739	129822956	1	1218	562.3757	180.6028
1_MACS_peak_29190_lociStitched	chrX	122837761	122838978	1	1218	732.0255000000001	105.7573
1_MACS_peak_4219_lociStitched	chr11	6494296	6495512	1	1217	708.8063999999999	78.9184
1_MACS_peak_10388_lociStitched	chr16	70221655	70222871	1	1217	705.5232000000001	109.44
1_MACS_peak_11974_lociStitched	chr17	78819966	78821182	1	1217	953.344	221.92
1_MACS_peak_15044_lociStitched	chr2	129381148	129382364	1	1217	722.5472	259.73760000000004
1_MACS_peak_15518_lociStitched	chr2	188987891	188989107	1	1217	896.3136	137.28640000000001
1_MACS_peak_23124_lociStitched	chr6	30226884	30228100	1	1217	776.0512	285.5168
1_MACS_peak_24193_lociStitched	chr6	138776616	138777832	1	1217	697.6192	195.89759999999998
1_MACS_peak_25854_lociStitched	chr7	143183936	143185152	1	1217	800.736	331.1168
1_MACS_peak_26929_lociStitched	chr8	122681226	122682442	1	1217	741.3952	125.4912
1_MACS_peak_27403_lociStitched	chr9	27785036	27786252	1	1217	688.4992000000001	148.352
