REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_17866_lociStitched	chr22	48491846	48495914	1	4069	32807.1996	991.7784	572			MIR3201	572	1
1_MACS_peak_11397_lociStitched	chr17	43660547	43664697	1	4151	32523.965	727.08	573		MGC57346,LOC644172	LOC644172	573	1
2_MACS_peak_11906_lociStitched	chr17	75361548	75369800	2	6346	33022.0284	1316.194	574	SEPT9	SEPT9,MIR4316	SEPT9	574	1
1_MACS_peak_19731_lociStitched	chr3	195631980	195637532	1	5553	33212.064	1533.4624	575	TNK2	TNK2	TNK2	575	1
1_MACS_peak_14064_lociStitched	chr2	33717099	33724105	1	7007	33243.47	1586.859	576	RASGRP3	RASGRP3	RASGRP3	576	1
2_MACS_peak_24988_lociStitched	chr7	52774538	52788460	2	8556	33504.6852	1857.1948	577			POM121L12	577	1
1_MACS_peak_15379_lociStitched	chr2	174826697	174831721	1	5025	32359.0816	735.5136	578	SP3		SP3	578	1
3_MACS_peak_16668_lociStitched	chr20	45172923	45191768	3	9309	34569.268	2958.665	579	C20orf123,SLC13A3	ZNF334	C20orf123	579	1
2_MACS_peak_2028_lociStitched	chr1	179048897	179058902	2	7638	34200.0915	2598.2985	580	TOR3A		TOR3A	580	1
2_MACS_peak_1325_lociStitched	chr1	112134465	112148118	2	9149	32911.9218	1320.2451	581	LOC100129269	RAP1A,ADORA3	LOC100129269	581	1
1_MACS_peak_13686_lociStitched	chr19	55764157	55772288	1	8132	32910.2225	1374.139	582	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	582	1
2_MACS_peak_6046_lociStitched	chr12	46776138	46785822	2	9518	33196.752	1679.2056	583		SLC38A2	SLC38A2	583	1
4_MACS_peak_28194_lociStitched	chr9	130531943	130551438	4	12903	34586.0795	3080.21	584	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	584	1
1_MACS_peak_15514_lociStitched	chr2	188731651	188735163	1	3513	32167.8128	699.2392	585			TFPI	585	1
2_MACS_peak_22704_lociStitched	chr6	389014	404077	2	13091	34042.38	2574.2667	586	IRF4		IRF4	586	1
1_MACS_peak_2421_lociStitched	chr1	211431059	211435123	1	4065	32438.0352	1035.1008	587	RCOR3		RCOR3	587	1
2_MACS_peak_18984_lociStitched	chr3	124501916	124511829	2	8696	33357.245	1961.7827	588	ITGB5		UMPS	588	1
1_MACS_peak_27937_lociStitched	chr9	104187828	104192937	1	5110	32495.7945	1114.2729	589	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	589	1
1_MACS_peak_17758_lociStitched	chr22	41839556	41845206	1	5651	32738.36	1404.59	590	TOB2	ACO2,PHF5A	TOB2	590	1
1_MACS_peak_15560_lociStitched	chr2	192539219	192546078	1	6860	32781.9046	1515.839	591	OBFC2A		OBFC2A	591	1
2_MACS_peak_17118_lociStitched	chr21	37906373	37915906	2	5022	33264.4502	2014.3229	592	CLDN14		CLDN14	592	1
2_MACS_peak_28673_lociStitched	chrX	40028189	40037142	2	6808	31941.6181	702.8105	593	BCOR		BCOR	593	1
2_MACS_peak_18539_lociStitched	chr3	56948237	56956817	2	6764	32886.282	1691.118	594	ARHGEF3		ARHGEF3	594	1
3_MACS_peak_21170_lociStitched	chr5	1329261	1346268	3	11890	34296.3162	3112.281	595	CLPTM1L	TERT	CLPTM1L	595	1
2_MACS_peak_2058_lociStitched	chr1	181095626	181105462	2	8877	33818.1352	2639.9824	596		IER5	IER5	596	1
2_MACS_peak_20350_lociStitched	chr4	78735842	78749435	2	9457	33532.5717	2365.182	597	CNOT6L	MRPL1	CNOT6L	597	1
1_MACS_peak_4953_lociStitched	chr11	72523342	72527649	1	4308	32118.5911	1047.4624	598	ATG16L2	STARD10	ATG16L2	598	1
2_MACS_peak_16411_lociStitched	chr20	31257542	31270338	2	7912	33064.864	2005.1332	599		C20orf203	C20orf203	599	1
1_MACS_peak_22497_lociStitched	chr5	159893121	159899644	1	6524	32085.9847	1131.7405	600		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	600	1
1_MACS_peak_1936_lociStitched	chr1	167596265	167601901	1	5637	32502.812	1554.9724	601	RCSD1		RCSD1	601	1
1_MACS_peak_19327_lociStitched	chr3	156875562	156879595	1	4034	32244.2383	1303.0623	602	CCNL1	LOC339894	CCNL1	602	1
2_MACS_peak_25774_lociStitched	chr7	136036483	136047080	2	7736	33608.3855	2679.9813	603			LUZP6	603	1
1_MACS_peak_206_lociStitched	chr1	16160017	16163514	1	3498	31677.2248	788.9232	604	FLJ37453	SPEN,UQCRHL	SPEN	604	1
1_MACS_peak_28296_lociStitched	chr9	134550775	134555683	1	4909	32005.5588	1118.0424	605	RAPGEF1		RAPGEF1	605	1
3_MACS_peak_2228_lociStitched	chr1	200851082	200863874	3	8276	33970.4352	3095.664	606	C1orf106	GPR25,C1orf106	C1orf106	606	1
4_MACS_peak_1170_lociStitched	chr1	93409365	93428747	4	16889	32668.361	1804.4642	607	FAM69A		FAM69A	607	1
1_MACS_peak_17663_lociStitched	chr22	38700384	38715157	1	14774	33335.2745	2558.6836	608	CSNK1E	TMEM184B	CSNK1E	608	1
2_MACS_peak_3850_lociStitched	chr10	104401023	104412906	2	10824	32560.6083	1800.2745	609	TRIM8		TRIM8	609	1
1_MACS_peak_12726_lociStitched	chr19	2595003	2600431	1	5429	32023.0288	1395.5388	610	GNG7		GNG7	610	1
3_MACS_peak_2863_lociStitched	chr10	3798662	3808511	3	7328	32125.4682	1530.5346	611		KLF6	KLF6	611	1
2_MACS_peak_11698_lociStitched	chr17	62980054	62986183	2	5652	31861.6065	1296.2835	612		AMZ2P1	AMZ2P1	612	1
1_MACS_peak_3361_lociStitched	chr10	63656409	63664985	1	8577	32126.5536	1682.6112	613	ARID5B		ARID5B	613	1
1_MACS_peak_19659_lociStitched	chr3	187084610	187087756	1	3147	31230.6566	950.4066	614	RTP4		RTP4	614	1
2_MACS_peak_18410_lociStitched	chr3	49054579	49067729	2	8837	32838.18	2603.7	615	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	615	1
2_MACS_peak_19789_lociStitched	chr4	1712398	1725385	2	8329	32075.2926	1849.3488	616	TACC3,SLBP,TMEM129	FAM53A	TMEM129	616	1
3_MACS_peak_21072_lociStitched	chr4	185366639	185381468	3	11271	32914.4484	2728.536	617	IRF2		IRF2	617	1
3_MACS_peak_13560_lociStitched	chr19	48823963	48838010	3	10671	32770.2463	2588.8621	618	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	618	1
1_MACS_peak_9421_lociStitched	chr15	90637351	90646646	1	9296	31933.902	1756.755	619	IDH2		IDH2	619	1
1_MACS_peak_3754_lociStitched	chr10	98028852	98034508	1	5657	31318.4032	1155.5208	620	BLNK	DNTT	BLNK	620	1
3_MACS_peak_2079_lociStitched	chr1	183438632	183451296	3	8995	33330.3816	3281.2424	621	SMG7		SMG7	621	1
2_MACS_peak_11011_lociStitched	chr17	27046100	27056706	2	8465	32154.2102	2128.6242	622	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	622	1
2_MACS_peak_22848_lociStitched	chr6	11722229	11733654	2	8894	31987.715	2000.5175	623	C6orf105		C6orf105	623	1
2_MACS_peak_18492_lociStitched	chr3	52729632	52745848	2	10739	32636.3216	2661.0456	624	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	624	1
1_MACS_peak_17074_lociStitched	chr21	34913134	34917246	1	4113	31342.8976	1405.4816	625	SON,GART	DNAJC28,DONSON	GART	625	1
2_MACS_peak_20101_lociStitched	chr4	40622356	40634412	2	9495	32056.904	2138.7344	626	RBM47		RBM47	626	1
3_MACS_peak_23939_lociStitched	chr6	113946514	113956598	3	7060	31786.7848	1912.9348	627			MARCKS	627	1
2_MACS_peak_9187_lociStitched	chr15	75352934	75363180	2	8270	31913.2162	2042.0278	628		PPCDC	PPCDC	628	1
3_MACS_peak_25464_lociStitched	chr7	104576292	104586608	3	7471	31977.5368	2111.6852	629		LOC723809	LOC723809	629	1
2_MACS_peak_10059_lociStitched	chr16	30661104	30673197	2	8049	32237.5194	2382.321	630	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	630	1
3_MACS_peak_19314_lociStitched	chr3	156533880	156544816	3	6577	32058.884	2252.816	631	LEKR1	PA2G4P4	LEKR1	631	1
2_MACS_peak_6570_lociStitched	chr12	94541081	94553004	2	8987	31797.4487	2060.2944	632	PLXNC1		PLXNC1	632	1
1_MACS_peak_8648_lociStitched	chr15	38375723	38380426	1	4704	30670.1442	953.7684	633			TMCO5A	633	1
5_MACS_peak_23148_lociStitched	chr6	31147707	31173067	5	10273	33295.144	3601.12	634	HCG27	TCF19,PSORS1C2,CCHCR1,POU5F1,PSORS1C3	HCG27	634	1
1_MACS_peak_24732_lociStitched	chr7	26191003	26197921	1	6919	31057.6692	1373.223	635	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	635	1
3_MACS_peak_23219_lociStitched	chr6	33279417	33292648	3	9340	31809.9702	2150.0375	636	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	636	1
1_MACS_peak_23024_lociStitched	chr6	26249026	26254100	1	5075	30820.4908	1228.4154	637	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	637	1
2_MACS_peak_26815_lociStitched	chr8	103541865	103549778	2	7328	30434.1893	845.1084	638		ODF1	ODF1	638	1
3_MACS_peak_19401_lociStitched	chr3	169481355	169492476	3	6910	32131.9053	2578.9599	639	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	639	1
2_MACS_peak_23474_lociStitched	chr6	52358211	52366288	2	6037	31063.3343	1549.9763	640	EFHC1,TRAM2		EFHC1	640	1
3_MACS_peak_4119_lociStitched	chr10	135201256	135215675	3	7716	31584.8195	2084.9874	641	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	641	1
2_MACS_peak_2404_lociStitched	chr1	209939096	209949401	2	7085	32019.696	2524.725	642	TRAF3IP3	C1orf74,IRF6	C1orf74	642	1
2_MACS_peak_11843_lociStitched	chr17	73774233	73782481	2	6713	31112.2808	1621.5568	643	UNK,H3F3B	GALK1	UNK	643	1
2_MACS_peak_19258_lociStitched	chr3	151910867	151919854	2	8957	31324.1885	1840.5376	644			MBNL1	644	1
4_MACS_peak_5764_lociStitched	chr12	13242146	13256045	4	10598	32078.892	2601.8928	645	GSG1	KIAA1467	GSG1	645	1
3_MACS_peak_1654_lociStitched	chr1	153929335	153941385	3	8259	32704.905	3245.065	646	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	646	1
1_MACS_peak_21872_lociStitched	chr5	96268424	96273351	1	4928	30456.7432	1022.8452	647	LNPEP	LNPEP	LNPEP	647	1
5_MACS_peak_27155_lociStitched	chr8	145001993	145028002	5	14780	32472.2365	3105.4746	648	PLEC,MIR661	GRINA,PARP10	PLEC	648	1
1_MACS_peak_3165_lociStitched	chr10	32634457	32637035	1	2579	29702.6848	368.654	649	EPC1		EPC1	649	1
3_MACS_peak_16827_lociStitched	chr20	55957954	55975506	3	13967	32097.3424	2789.0128	650	RBM38	RAE1,MTRNR2L3	RBM38	650	1
3_MACS_peak_9471_lociStitched	chr15	93373623	93389262	3	6828	31506.3294	2208.2268	651		ASB9P1,LOC100507217	ASB9P1	651	1
3_MACS_peak_28669_lociStitched	chrX	39953154	39969494	3	12227	30341.746	1070.27	652	BCOR		BCOR	652	1
1_MACS_peak_264_lociStitched	chr1	21615658	21622713	1	7056	30666.674	1402.534	653	ECE1	ECE1	ECE1	653	1
2_MACS_peak_19073_lociStitched	chr3	129893223	129900796	2	6592	30619.1536	1366.9265	654		COL6A4P2	COL6A4P2	654	1
2_MACS_peak_27659_lociStitched	chr9	73026739	73036894	2	7377	30874.2465	1671.513	655	KLF9		KLF9	655	1
1_MACS_peak_24067_lociStitched	chr6	130004220	130010391	1	6172	30250.8591	1065.7317	656	ARHGAP18		ARHGAP18	656	1
2_MACS_peak_11875_lociStitched	chr17	74476213	74482553	2	5067	30402.202	1271.804	657	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	657	1
2_MACS_peak_16772_lociStitched	chr20	52237038	52244734	2	5458	30339.9408	1258.296	658		ZNF217	ZNF217	658	1
1_MACS_peak_23757_lociStitched	chr6	90992847	90997178	1	4332	30062.7703	984.8694	659	BACH2		BACH2	659	1
2_MACS_peak_4854_lociStitched	chr11	67034020	67047220	2	8719	30983.04	1948.32	660	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	660	1
2_MACS_peak_9795_lociStitched	chr16	14491885	14501899	2	5596	30431.5446	1456.0356	661			MIR365-1	661	1
3_MACS_peak_23980_lociStitched	chr6	117859023	117877347	3	11100	31788.4752	2832.8904	662	DCBLD1	GOPC	GOPC	662	1
2_MACS_peak_18913_lociStitched	chr3	119355767	119362685	2	5216	30233.7354	1384.2918	663	POPDC2	PLA1A,COX17	POPDC2	663	1
1_MACS_peak_15105_lociStitched	chr2	135162690	135170688	1	7999	30591.5502	1745.9634	664	MGAT5	LOC151162	LOC151162	664	1
2_MACS_peak_21547_lociStitched	chr5	58852869	58861838	2	5967	30178.8912	1352.5252	665	PDE4D		PDE4D	665	1
1_MACS_peak_10477_lociStitched	chr16	79628837	79640629	1	11793	29909.2288	1086.0432	666	MAF		MAF	666	1
1_MACS_peak_14383_lociStitched	chr2	64498215	64502960	1	4746	29723.1545	912.4635	667			LOC150992	667	1
3_MACS_peak_5496_lociStitched	chr11	129233680	129249292	3	9868	31472.2308	2688.3864	668	BARX2		BARX2	668	1
1_MACS_peak_2193_lociStitched	chr1	197775066	197779263	1	4198	30117.2523	1337.5839	669		DENND1B	DENND1B	669	1
1_MACS_peak_5560_lociStitched	chr12	1638835	1645081	1	6247	29921.463	1165.5036	670		LOC100292680	LOC100292680	670	1
1_MACS_peak_24209_lociStitched	chr6	139610811	139614762	1	3952	29600.1018	849.465	671	TXLNB		TXLNB	671	1
2_MACS_peak_7569_lociStitched	chr13	103243325	103251508	2	6703	30142.0805	1463.9387	672	TPP2		TPP2	672	1
2_MACS_peak_14822_lociStitched	chr2	106405942	106416419	2	7386	30441.9712	1765.3745	673	NCK2		NCK2	673	1
3_MACS_peak_5619_lociStitched	chr12	6552147	6562981	3	6560	30412.1214	1742.1072	674	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	674	1
2_MACS_peak_26219_lociStitched	chr8	26428182	26437632	2	7933	30520.665	1870.155	675	DPYSL2		DPYSL2	675	1
3_MACS_peak_26377_lociStitched	chr8	38811664	38824446	3	9938	31053.869	2404.2942	676	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	676	1
1_MACS_peak_24076_lociStitched	chr6	130579672	130584036	1	4365	29450.454	827.8508	677		SAMD3	SAMD3	677	1
2_MACS_peak_1760_lociStitched	chr1	156627049	156635289	2	8233	30747.56	2148.168	678	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	678	1
1_MACS_peak_15578_lociStitched	chr2	196909457	196912835	1	3379	29331.8496	733.3638	679	DNAH7		DNAH7	679	1
1_MACS_peak_28768_lociStitched	chrX	48767986	48779200	1	11215	29964.9294	1390.536	680	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	680	1
2_MACS_peak_25279_lociStitched	chr7	90351946	90367684	2	10898	31364.2602	2793.495	681	CDK14		CDK14	681	1
2_MACS_peak_17096_lociStitched	chr21	36254445	36262979	2	6492	30302.5272	1749.47	682	RUNX1		RUNX1	682	1
3_MACS_peak_14854_lociStitched	chr2	109829496	109843149	3	8358	30999.1365	2446.6176	683	SH3RF3		MIR4265	683	1
1_MACS_peak_10358_lociStitched	chr16	68502187	68506173	1	3987	29461.3232	913.1926	684		SMPD3	SMPD3	684	1
3_MACS_peak_18070_lociStitched	chr3	15835014	15851626	3	10112	31604.33	3064.914	685	ANKRD28	ANKRD28	ANKRD28	685	1
1_MACS_peak_17275_lociStitched	chr22	17736878	17740437	1	3560	29279.5371	819.2818	686		CECR1	CECR1	686	1
2_MACS_peak_17066_lociStitched	chr21	34751684	34757201	2	5468	30259.6416	1827.2304	687		IFNGR2	IFNGR2	687	1
1_MACS_peak_13585_lociStitched	chr19	49374910	49380667	1	5758	29630.1276	1209.5457	688	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	688	1
1_MACS_peak_5592_lociStitched	chr12	4377796	4387470	1	9675	29661.4514	1313.7292	689	CCND2	C12orf5	CCND2	689	1
1_MACS_peak_1602_lociStitched	chr1	151042013	151044635	1	2623	29055.693	744.648	690	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	690	1
1_MACS_peak_29371_lociStitched	chrX	153232512	153239658	1	7147	29105.658	811.7856	691	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	691	1
3_MACS_peak_26247_lociStitched	chr8	28195177	28207362	3	7900	30539.2655	2267.6285	692	PNOC,ZNF395		PNOC	692	1
1_MACS_peak_8089_lociStitched	chr14	69258061	69263644	1	5584	28860.7602	602.964	693	ZFP36L1,C14orf181		ZFP36L1	693	1
3_MACS_peak_12646_lociStitched	chr19	1015199	1029577	3	11175	31126.9322	2879.9134	694	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	694	1
2_MACS_peak_21269_lociStitched	chr5	15440284	15449196	2	7643	29810.64	1689.7152	695			FBXL7	695	1
1_MACS_peak_6399_lociStitched	chr12	72078858	72089104	1	10247	30052.5426	1962.109	696	TMEM19	THAP2,ZFC3H1	TMEM19	696	1
1_MACS_peak_1107_lociStitched	chr1	87792720	87803250	1	10531	29590.353	1513.161	697	LMO4		LMO4	697	1
1_MACS_peak_19642_lociStitched	chr3	186499896	186505294	1	5399	29991.8278	1944.3596	698	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA63	SNORA4,RFC4	SNORD2	698	1
1_MACS_peak_23076_lociStitched	chr6	27774600	27784348	1	9749	29581.2808	1620.1176	699	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	699	1
1_MACS_peak_11976_lociStitched	chr17	78882360	78887033	1	4674	28917.4586	965.9091	700	RPTOR		CHMP6	700	1
1_MACS_peak_17714_lociStitched	chr22	39860541	39870079	1	9539	29802.4348	1857.0486	701	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	701	1
1_MACS_peak_16926_lociStitched	chr21	11167976	11172158	1	4183	30644.8596	2708.2632	702			BAGE	702	1
1_MACS_peak_16598_lociStitched	chr20	42378129	42382306	1	4178	29072.7554	1136.5617	703		GTSF1L	GTSF1L	703	1
3_MACS_peak_4770_lociStitched	chr11	65148166	65157230	3	7014	29590.3344	1654.18	704	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	704	1
3_MACS_peak_8285_lociStitched	chr14	91781701	91802261	3	12849	29906.576	1986.096	705	CCDC88C		GPR68	705	1
1_MACS_peak_23134_lociStitched	chr6	30582084	30587024	1	4941	29109.938	1222.65	706	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	706	1
1_MACS_peak_3652_lociStitched	chr10	89619868	89627231	1	7364	29463.0445	1585.9902	707	PTEN,KILLIN	CFLP1,ATAD1	PTEN	707	1
1_MACS_peak_18125_lociStitched	chr3	23846980	23854711	1	7732	28986.6114	1110.9447	708	UBE2E1		UBE2E1	708	1
2_MACS_peak_25998_lociStitched	chr8	1991148	2000539	2	7142	29241.6958	1440.5794	709	MYOM2		MYOM2	709	1
2_MACS_peak_16897_lociStitched	chr20	62358145	62370995	2	9490	29817.14	2022.59	710	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	710	1
3_MACS_peak_19888_lociStitched	chr4	9598997	9610945	3	9049	29656.1308	1868.6672	711		MIR548I2	MIR548I2	711	1
2_MACS_peak_6540_lociStitched	chr12	92930958	92939035	2	6841	29395.4338	1635.5925	712			CLLU1OS	712	1
2_MACS_peak_3934_lociStitched	chr10	112172519	112186382	2	10544	30200.5455	2509.203	713			DUSP5	713	1
1_MACS_peak_17598_lociStitched	chr22	36725583	36731276	1	5694	28860.0942	1177.8817	714	MYH9		MYH9	714	1
2_MACS_peak_11868_lociStitched	chr17	74257434	74268756	2	7497	29388.5154	1790.0082	715	FAM100B	RNF157,QRICH2	FAM100B	715	1
2_MACS_peak_4701_lociStitched	chr11	62598128	62610708	2	7347	29672.446	2076.958	716	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	716	1
2_MACS_peak_3740_lociStitched	chr10	97049221	97056317	2	6941	28842.4016	1248.1864	717	PDLIM1		PDLIM1	717	1
2_MACS_peak_19303_lociStitched	chr3	156200241	156208400	2	5164	29545.3708	1959.7918	718	KCNAB1		SSR3	718	1
1_MACS_peak_4091_lociStitched	chr10	130854718	130858151	1	3434	28271.4416	708.9145	719			MGMT	719	1
1_MACS_peak_17174_lociStitched	chr21	43449935	43453842	1	3908	28834.4414	1293.217	720		C21orf121,UMODL1,ZNF295	C21orf121	720	1
3_MACS_peak_3251_lociStitched	chr10	45949807	45961002	3	7335	29467.479	1935.6155	721	MARCH8		MARCH8	721	1
1_MACS_peak_15076_lociStitched	chr2	133021627	133027379	1	5753	32713.9248	5238.3464	722		MIR663B,ANKRD30BL	ANKRD30BL	722	1
1_MACS_peak_25793_lociStitched	chr7	139024293	139027468	1	3176	28706.1275	1233.4875	723	C7orf55	LUC7L2	C7orf55	723	1
1_MACS_peak_8449_lociStitched	chr14	106206608	106212070	1	5463	27891.1568	443.5144	724			KIAA0125	724	1
3_MACS_peak_13564_lociStitched	chr19	48880213	48895436	3	9367	29838.6023	2434.1577	725	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	725	1
2_MACS_peak_8646_lociStitched	chr15	38360849	38366703	2	4153	28413.5598	1032.6456	726			TMCO5A	726	1
2_MACS_peak_6652_lociStitched	chr12	102129293	102140240	2	7553	29170.4709	1792.0239	727	SYCP3,GNPTAB	CHPT1	SYCP3	727	1
1_MACS_peak_20680_lociStitched	chr4	121668903	121672661	1	3759	27995.9726	645.6244	728	PRDM5		PRDM5	728	1
4_MACS_peak_8899_lociStitched	chr15	52959391	52977217	4	11548	30332.7216	2994.768	729	KIAA1370		KIAA1370	729	1
4_MACS_peak_13699_lociStitched	chr19	56145720	56167901	4	11204	30470.0397	3158.5744	730	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	730	1
1_MACS_peak_11618_lociStitched	chr17	57695210	57699028	1	3819	28192.4938	883.867	731	CLTC		CLTC	731	1
1_MACS_peak_840_lociStitched	chr1	53101196	53104800	1	3605	28218.9596	951.456	732	FAM159A	GPX7	FAM159A	732	1
2_MACS_peak_28663_lociStitched	chrX	39712473	39720878	2	5919	28028.1535	779.1435	733			BCOR	733	1
2_MACS_peak_13325_lociStitched	chr19	39338730	39349122	2	8138	29143.3248	1897.5792	734	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	734	1
2_MACS_peak_1690_lociStitched	chr1	154971057	154979700	2	7841	28882.3131	1650.813	735	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	735	1
3_MACS_peak_14392_lociStitched	chr2	64862704	64873481	3	8750	29268.1766	2075.6502	736	SERTAD2	LOC339807	SERTAD2	736	1
5_MACS_peak_21489_lociStitched	chr5	55272622	55291990	5	14743	30260.5632	3083.3856	737	IL6ST		IL6ST	737	1
1_MACS_peak_23013_lociStitched	chr6	26121968	26127226	1	5259	28367.4358	1204.6078	738	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	738	1
4_MACS_peak_1724_lociStitched	chr1	155902468	155922622	4	13810	31486.5942	4329.0792	739	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	739	1
2_MACS_peak_27308_lociStitched	chr9	9605528	9614346	2	6258	28612.6464	1463.788	740	PTPRD		PTPRD	740	1
2_MACS_peak_17601_lociStitched	chr22	36772594	36785187	2	9078	29319.0226	2178.589	741	MYH9		MYH9	741	1
3_MACS_peak_12698_lociStitched	chr19	2049125	2063005	3	8016	29878.088	2756.568	742	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	742	1
1_MACS_peak_28055_lociStitched	chr9	117146453	117151672	1	5220	28197.2132	1078.7673	743	AKNA		AKNA	743	1
1_MACS_peak_3755_lociStitched	chr10	98046001	98051379	1	5379	28222.6684	1106.2546	744		DNTT,BLNK	DNTT	744	1
4_MACS_peak_10168_lociStitched	chr16	50714033	50732916	4	12080	29903.1188	2802.2372	745	NOD2,SNX20	CYLD	NOD2	745	1
1_MACS_peak_19131_lociStitched	chr3	135910427	135917344	1	6918	28478.6724	1378.5581	746	MSL2		MSL2	746	1
1_MACS_peak_2794_lociStitched	chr1	245024669	245029264	1	4596	28321.2825	1254.8945	747	HNRNPU	FAM36A,NCRNA00201	HNRNPU	747	1
1_MACS_peak_2434_lociStitched	chr1	211743192	211756385	1	13194	30358.4123	3292.9728	748	SLC30A1		SLC30A1	748	1
3_MACS_peak_6171_lociStitched	chr12	53763753	53776473	3	8207	29605.8	2549.088	749	SP1	AMHR2,AAAS,SP7	SP1	749	1
1_MACS_peak_25733_lociStitched	chr7	130789879	130796538	1	6660	28781.5298	1730.6741	750	MKLN1,FLJ43663		FLJ43663	750	1
2_MACS_peak_52_lociStitched	chr1	2476952	2489269	2	7118	28914.1575	1896.818	751	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	751	1
2_MACS_peak_17596_lociStitched	chr22	36648383	36656523	2	5900	28691.058	1680.096	752	APOL1	APOL4,APOL2	APOL1	752	1
1_MACS_peak_16771_lociStitched	chr20	52224996	52229482	1	4487	27962.5838	958.6582	753		ZNF217	ZNF217	753	1
2_MACS_peak_4414_lociStitched	chr11	26126826	26135750	2	5993	28433.6488	1432.302	754			ANO3	754	1
4_MACS_peak_13914_lociStitched	chr2	20615711	20631045	4	9303	29464.281	2467.2406	755		RHOB	RHOB	755	1
1_MACS_peak_20533_lociStitched	chr4	103746092	103751029	1	4938	28048.0844	1062.4424	756	UBE2D3	CISD2	UBE2D3	756	1
1_MACS_peak_21144_lociStitched	chr5	188227	192793	1	4567	27728.4048	898.5888	757	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	757	1
