REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam	43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_14489_lociStitched	chr2	127885442	127887052	1	1611	1253.7069999999999	412.16
1_MACS_peak_16093_lociStitched	chr20	48657107	48658717	1	1611	1521.611	273.056
1_MACS_peak_17586_lociStitched	chr3	43430555	43432165	1	1611	1130.703	231.03499999999997
1_MACS_peak_22519_lociStitched	chr6	42693635	42695245	1	1611	1105.426	421.01500000000004
1_MACS_peak_25677_lociStitched	chr8	75232442	75234052	1	1611	833.3359999999999	347.921
1_MACS_peak_26541_lociStitched	chr9	66032393	66034003	1	1611	759.115	208.817
1_MACS_peak_26619_lociStitched	chr9	73279262	73280872	1	1611	1248.716	316.526
1_MACS_peak_1842_lociStitched	chr1	167398633	167400242	1	1610	1176.6616999999999	452.9335
1_MACS_peak_9222_lociStitched	chr15	99779362	99780971	1	1610	942.5522	261.6234
1_MACS_peak_9623_lociStitched	chr16	24407629	24409238	1	1610	820.2682000000001	204.9866
1_MACS_peak_12755_lociStitched	chr19	29227303	29228912	1	1610	898.1438	332.4194
1_MACS_peak_16290_lociStitched	chr21	15894759	15896368	1	1610	974.7322	291.87260000000003
1_MACS_peak_16815_lociStitched	chr22	29701943	29703552	1	1610	1578.1072	295.41240000000005
1_MACS_peak_18039_lociStitched	chr3	99791930	99793539	1	1610	944.9657000000001	250.5213
1_MACS_peak_18651_lociStitched	chr3	167479407	167481016	1	1610	1268.0529000000001	373.6098
1_MACS_peak_21913_lociStitched	chr6	1482059	1483668	1	1610	1348.1811	347.8658
1_MACS_peak_683_lociStitched	chr1	44279473	44281081	1	1609	880.2192	201.1608
1_MACS_peak_9392_lociStitched	chr16	4714452	4716060	1	1609	1160.3328000000001	317.4192
1_MACS_peak_11059_lociStitched	chr17	46918187	46919795	1	1609	1463.7624	396.372
1_MACS_peak_15645_lociStitched	chr20	9899142	9900750	1	1609	826.1904000000001	374.1816
1_MACS_peak_18633_lociStitched	chr3	162935288	162936896	1	1609	1495.7616	477.09360000000004
1_MACS_peak_18946_lociStitched	chr3	190579868	190581476	1	1609	1353.132	498.48
1_MACS_peak_20183_lociStitched	chr4	155470783	155472391	1	1609	1182.8448	306.0024
1_MACS_peak_21057_lociStitched	chr5	88753119	88754727	1	1609	788.7239999999999	190.548
1_MACS_peak_21896_lociStitched	chr6	235340	236948	1	1609	1680.0384	268.8576
1_MACS_peak_27385_lociStitched	chrX	3060440	3062048	1	1609	1089.0984	218.20559999999998
1_MACS_peak_27409_lociStitched	chrX	7894673	7896281	1	1609	1938.7656	260.0136
2_MACS_peak_27671_lociStitched	chrX	45260493	45262101	2	1600	640.788	112.56000000000002
1_MACS_peak_5392_lociStitched	chr11	129564976	129566583	1	1608	2161.2543	361.8964
1_MACS_peak_9282_lociStitched	chr16	790219	791826	1	1608	1389.7336	254.0667
1_MACS_peak_9284_lociStitched	chr16	856869	858476	1	1608	1785.6984	350.0046
1_MACS_peak_14582_lociStitched	chr2	136632881	136634488	1	1608	1888.0643	366.8781
1_MACS_peak_14914_lociStitched	chr2	181955861	181957468	1	1608	794.3401	240.5679
1_MACS_peak_17041_lociStitched	chr22	40766028	40767635	1	1608	1515.5617	291.9919
1_MACS_peak_20996_lociStitched	chr5	80596597	80598204	1	1608	2008.5893	487.4031
1_MACS_peak_23399_lociStitched	chr6	143233999	143235606	1	1608	887.8675	222.24810000000002
1_MACS_peak_23984_lociStitched	chr7	38465055	38466662	1	1608	1028.6407	364.4676
1_MACS_peak_25382_lociStitched	chr8	32725445	32727052	1	1608	1526.9714000000001	194.447
1_MACS_peak_25708_lociStitched	chr8	81289037	81290644	1	1608	980.5913999999999	283.4748
1_MACS_peak_27901_lociStitched	chrX	71388218	71389825	1	1608	940.4164000000001	259.6912
1_MACS_peak_28199_lociStitched	chrX	134185228	134186835	1	1608	1604.2681	170.6634
1_MACS_peak_2643_lociStitched	chr1	234986936	234988542	1	1607	1379.3934	440.3652
1_MACS_peak_3079_lociStitched	chr10	34493973	34495579	1	1607	1269.3824	258.8872
1_MACS_peak_8045_lociStitched	chr14	91475168	91476774	1	1607	926.8226	247.32399999999998
1_MACS_peak_19984_lociStitched	chr4	124245694	124247300	1	1607	868.6854000000001	259.2084
1_MACS_peak_20306_lociStitched	chr4	178230300	178231906	1	1607	1832.1248	429.9262
1_MACS_peak_21707_lociStitched	chr5	159825991	159827597	1	1607	2988.766	344.1658
1_MACS_peak_21731_lociStitched	chr5	164360405	164362011	1	1607	1188.44	252.142
1_MACS_peak_22274_lociStitched	chr6	28366688	28368294	1	1607	1649.8438	370.3436
1_MACS_peak_23294_lociStitched	chr6	136200864	136202470	1	1607	1808.5166000000002	339.9902
1_MACS_peak_23598_lociStitched	chr7	1177130	1178736	1	1607	793.6852	279.92580000000004
1_MACS_peak_27978_lociStitched	chrX	85256898	85258504	1	1607	952.8398000000001	145.9854
1_MACS_peak_892_lociStitched	chr1	65467768	65469373	1	1606	1228.6274999999998	282.64050000000003
1_MACS_peak_3844_lociStitched	chr10	112305907	112307512	1	1606	985.3095	236.73749999999998
1_MACS_peak_12652_lociStitched	chr19	17666071	17667676	1	1606	1125.105	247.491
1_MACS_peak_14072_lociStitched	chr2	79739048	79740653	1	1606	963.4814999999999	254.23200000000003
1_MACS_peak_14378_lociStitched	chr2	112263939	112265544	1	1606	1570.974	431.58449999999993
1_MACS_peak_15457_lociStitched	chr2	237993536	237995141	1	1606	951.123	189.711
1_MACS_peak_18834_lociStitched	chr3	182764139	182765744	1	1606	997.026	268.67699999999996
1_MACS_peak_19934_lociStitched	chr4	118391607	118393212	1	1606	804.9074999999999	189.39
1_MACS_peak_20956_lociStitched	chr5	76382108	76383713	1	1606	2211.2084999999997	294.8385
1_MACS_peak_21168_lociStitched	chr5	106906685	106908290	1	1606	804.5865	316.9875
1_MACS_peak_22442_lociStitched	chr6	36136267	36137872	1	1606	1962.9150000000002	339.4575
1_MACS_peak_24474_lociStitched	chr7	99941846	99943451	1	1606	1640.4705	537.5145
1_MACS_peak_28056_lociStitched	chrX	108975676	108977281	1	1606	1158.81	210.897
1_MACS_peak_404_lociStitched	chr1	28473898	28475502	1	1605	1128.2536	440.29800000000006
1_MACS_peak_4534_lociStitched	chr11	58825082	58826686	1	1605	1492.522	377.74199999999996
1_MACS_peak_10490_lociStitched	chr17	15602145	15603749	1	1605	1630.3056	449.922
1_MACS_peak_13409_lociStitched	chr2	16079655	16081259	1	1605	754.3611999999999	294.9756
1_MACS_peak_13647_lociStitched	chr2	40255695	40257299	1	1605	909.1472	298.344
1_MACS_peak_13865_lociStitched	chr2	64204498	64206102	1	1605	1190.3283999999999	368.118
1_MACS_peak_14255_lociStitched	chr2	99796723	99798327	1	1605	1820.3796	398.7544
1_MACS_peak_14439_lociStitched	chr2	115107267	115108871	1	1605	895.5132	306.0432
1_MACS_peak_20623_lociStitched	chr5	36441553	36443157	1	1605	1019.8232	153.3424
1_MACS_peak_21698_lociStitched	chr5	159071825	159073429	1	1605	762.702	261.452
1_MACS_peak_661_lociStitched	chr1	43281892	43283495	1	1604	2679.8954	318.5161
1_MACS_peak_3894_lociStitched	chr10	120100937	120102540	1	1604	1392.6864	365.9649
1_MACS_peak_8556_lociStitched	chr15	45940407	45942010	1	1604	1409.9988	284.2119
1_MACS_peak_12417_lociStitched	chr19	9419622	9421225	1	1604	1442.0588	431.84819999999996
1_MACS_peak_20630_lociStitched	chr5	37248526	37250129	1	1604	1905.967	280.6853
1_MACS_peak_20689_lociStitched	chr5	44808652	44810255	1	1604	1830.3054	332.6225
1_MACS_peak_21145_lociStitched	chr5	100345095	100346698	1	1604	927.3355	332.30190000000005
1_MACS_peak_23650_lociStitched	chr7	5937559	5939162	1	1604	1928.8899000000001	292.0666
1_MACS_peak_24674_lociStitched	chr7	117270248	117271851	1	1604	1334.8181	185.7877
1_MACS_peak_27617_lociStitched	chrX	39033536	39035139	1	1604	1060.7051	153.7277
1_MACS_peak_55_lociStitched	chr1	3568396	3569998	1	1603	1108.7442	133.2864
1_MACS_peak_124_lociStitched	chr1	10504315	10505917	1	1603	1250.8416	356.1246
1_MACS_peak_3536_lociStitched	chr10	87705877	87707479	1	1603	2045.1132	297.6516
1_MACS_peak_4914_lociStitched	chr11	77122071	77123673	1	1603	1153.7604	362.3724
1_MACS_peak_5332_lociStitched	chr11	124993335	124994937	1	1603	1099.9332	361.8918
1_MACS_peak_6541_lociStitched	chr12	100966932	100968534	1	1603	2077.794	407.709
1_MACS_peak_6560_lociStitched	chr12	102454677	102456279	1	1603	2111.1156	596.9051999999999
1_MACS_peak_14033_lociStitched	chr2	74346697	74348299	1	1603	4321.7154	382.878
1_MACS_peak_14056_lociStitched	chr2	74880612	74882214	1	1603	1456.5384	439.42859999999996
1_MACS_peak_14564_lociStitched	chr2	134893884	134895486	1	1603	1372.2732	235.0134
1_MACS_peak_15679_lociStitched	chr20	14859844	14861446	1	1603	1263.0167999999999	258.5628
1_MACS_peak_15872_lociStitched	chr20	33999103	34000705	1	1603	1366.6662	226.36260000000001
1_MACS_peak_15893_lociStitched	chr20	34823636	34825238	1	1603	1225.2096000000001	425.17080000000004
1_MACS_peak_20625_lociStitched	chr5	36689799	36691401	1	1603	1211.2721999999999	392.9706
2_MACS_peak_27991_lociStitched	chrX	94916711	94918313	2	1575	680.6898	87.4692
1_MACS_peak_28071_lociStitched	chrX	112083405	112085007	1	1603	808.209	217.07100000000003
1_MACS_peak_1832_lociStitched	chr1	165865873	165867474	1	1602	1030.0834	276.3326
1_MACS_peak_2658_lociStitched	chr1	235529982	235531583	1	1602	1626.2958	494.8691
1_MACS_peak_3464_lociStitched	chr10	79595453	79597054	1	1602	1105.8107	183.3145
1_MACS_peak_10565_lociStitched	chr17	19187088	19188689	1	1602	1185.2203	309.9536
1_MACS_peak_10778_lociStitched	chr17	36002584	36004185	1	1602	1481.2452	491.1868
1_MACS_peak_14457_lociStitched	chr2	120049225	120050826	1	1602	1347.4016	250.5565
1_MACS_peak_16285_lociStitched	chr21	15063976	15065577	1	1602	1060.6625	123.4371
1_MACS_peak_21489_lociStitched	chr5	140419539	140421140	1	1602	1704.4246	442.3563
1_MACS_peak_24186_lociStitched	chr7	66593314	66594915	1	1602	1178.0158000000001	319.3995
1_MACS_peak_24374_lociStitched	chr7	90032048	90033649	1	1602	1902.3082	384.7203
1_MACS_peak_25237_lociStitched	chr8	22422454	22424055	1	1602	675.9422000000001	140.4077
1_MACS_peak_27746_lociStitched	chrX	48979336	48980937	1	1602	1423.6091999999999	238.8692
1_MACS_peak_5959_lociStitched	chr12	48356939	48358539	1	1601	1720.0	429.76
1_MACS_peak_5964_lociStitched	chr12	48576455	48578055	1	1601	1439.68	396.8
1_MACS_peak_8616_lociStitched	chr15	51262158	51263758	1	1601	1043.68	265.28000000000003
1_MACS_peak_10544_lociStitched	chr17	18265606	18267206	1	1601	1556.6399999999999	405.44
1_MACS_peak_12793_lociStitched	chr19	35047491	35049091	1	1601	998.7199999999999	220.00000000000003
1_MACS_peak_14062_lociStitched	chr2	75563616	75565216	1	1601	949.2800000000001	216.64
1_MACS_peak_20244_lociStitched	chr4	166136159	166137759	1	1601	996.32	287.68
1_MACS_peak_21236_lociStitched	chr5	114606598	114608198	1	1601	1082.72	284.64
1_MACS_peak_22287_lociStitched	chr6	29690417	29692017	1	1601	2244.1600000000003	254.72000000000003
1_MACS_peak_23868_lociStitched	chr7	26136286	26137886	1	1601	870.2400000000001	303.04
1_MACS_peak_24064_lociStitched	chr7	45381214	45382814	1	1601	1629.9199999999998	336.47999999999996
1_MACS_peak_25847_lociStitched	chr8	103136022	103137622	1	1601	1094.72	75.68
1_MACS_peak_1029_lociStitched	chr1	86550974	86552573	1	1600	1787.2023	283.5027
1_MACS_peak_4804_lociStitched	chr11	68080314	68081913	1	1600	1039.0302000000001	185.8038
1_MACS_peak_5900_lociStitched	chr12	44382315	44383914	1	1600	754.2483	240.6495
1_MACS_peak_6161_lociStitched	chr12	57520748	57522347	1	1600	1282.0782	322.1985
1_MACS_peak_6166_lociStitched	chr12	57773708	57775307	1	1600	868.5768	218.1036
1_MACS_peak_7704_lociStitched	chr14	51143563	51145162	1	1600	1051.3425	176.0499
1_MACS_peak_8599_lociStitched	chr15	49713596	49715195	1	1600	792.4644	295.4952
1_MACS_peak_11214_lociStitched	chr17	58155366	58156965	1	1600	1491.8670000000002	320.59950000000003
1_MACS_peak_18298_lociStitched	chr3	127832523	127834122	1	1600	1473.6384	416.37960000000004
1_MACS_peak_18645_lociStitched	chr3	166102079	166103678	1	1600	892.5618000000001	167.0955
1_MACS_peak_20190_lociStitched	chr4	156775199	156776798	1	1600	1567.1798999999999	383.6001
1_MACS_peak_22355_lociStitched	chr6	31926008	31927607	1	1600	1392.0894	469.1466
1_MACS_peak_28001_lociStitched	chrX	97250094	97251693	1	1600	1100.2719	146.6283
1_MACS_peak_6917_lociStitched	chr13	21476271	21477869	1	1599	1304.1278	119.85
1_MACS_peak_10381_lociStitched	chr17	5371266	5372864	1	1599	1231.259	403.495
1_MACS_peak_11612_lociStitched	chr18	873393	874991	1	1599	2433.754	333.66240000000005
1_MACS_peak_11713_lociStitched	chr18	12049500	12051098	1	1599	1254.2702000000002	281.56759999999997
1_MACS_peak_25743_lociStitched	chr8	88378316	88379914	1	1599	888.6478000000001	155.006
1_MACS_peak_993_lociStitched	chr1	81426890	81428487	1	1598	1225.6975	250.09019999999998
1_MACS_peak_3172_lociStitched	chr10	48951722	48953319	1	1598	1429.4747	182.3774
1_MACS_peak_4948_lociStitched	chr11	80075715	80077312	1	1598	924.9824000000001	345.2714
1_MACS_peak_6535_lociStitched	chr12	99993520	99995117	1	1598	769.5943	192.7579
1_MACS_peak_7939_lociStitched	chr14	75359878	75361475	1	1598	779.0166	191.9594
1_MACS_peak_7996_lociStitched	chr14	81856541	81858138	1	1598	1069.0318	191.00119999999998
1_MACS_peak_9601_lociStitched	chr16	23159933	23161530	1	1598	1030.2247	348.146
1_MACS_peak_10535_lociStitched	chr17	17990515	17992112	1	1598	1418.9344999999998	283.7869
1_MACS_peak_10622_lociStitched	chr17	26710876	26712473	1	1598	1343.077	233.8008
1_MACS_peak_15033_lociStitched	chr2	194968690	194970287	1	1598	836.9877	254.56179999999998
1_MACS_peak_2704_lociStitched	chr1	243829880	243831476	1	1597	1246.3164000000002	477.8424
1_MACS_peak_2731_lociStitched	chr1	246861719	246863315	1	1597	1565.3568	603.6071999999999
1_MACS_peak_3889_lociStitched	chr10	118763940	118765536	1	1597	1126.6163999999999	138.3732
1_MACS_peak_6678_lociStitched	chr12	111135238	111136834	1	1597	1272.6504	177.156
1_MACS_peak_7099_lociStitched	chr13	43648609	43650205	1	1597	861.5207999999999	158.6424
1_MACS_peak_8745_lociStitched	chr15	64188286	64189882	1	1597	825.93	312.9756
1_MACS_peak_13576_lociStitched	chr2	33841543	33843139	1	1597	1674.0444	430.92
1_MACS_peak_15251_lociStitched	chr2	217153521	217155117	1	1597	1091.0256	178.91160000000002
1_MACS_peak_19902_lociStitched	chr4	111436417	111438013	1	1597	1328.1912	432.0372
1_MACS_peak_20932_lociStitched	chr5	75012236	75013832	1	1597	3331.1712	425.65319999999997
1_MACS_peak_22504_lociStitched	chr6	41803101	41804697	1	1597	715.806	180.0288
1_MACS_peak_23254_lociStitched	chr6	134028012	134029608	1	1597	1055.4348	288.7164
1_MACS_peak_24172_lociStitched	chr7	65564250	65565846	1	1597	1907.6988000000001	292.3872
1_MACS_peak_27857_lociStitched	chrX	65857683	65859279	1	1597	2242.6992	140.1288
1_MACS_peak_7058_lociStitched	chr13	40962362	40963957	1	1596	1527.691	194.7495
1_MACS_peak_9217_lociStitched	chr15	99557485	99559080	1	1596	1274.086	102.39899999999999
1_MACS_peak_9819_lociStitched	chr16	49608622	49610217	1	1596	1212.838	336.7045
1_MACS_peak_11809_lociStitched	chr18	25365408	25367003	1	1596	1127.5055	262.537
1_MACS_peak_11840_lociStitched	chr18	33076779	33078374	1	1596	3213.1275	513.7495
1_MACS_peak_22120_lociStitched	chr6	16836079	16837674	1	1596	1211.5620000000001	424.908
1_MACS_peak_24101_lociStitched	chr7	48293707	48295302	1	1596	1485.2640000000001	313.896
1_MACS_peak_27451_lociStitched	chrX	12808898	12810493	1	1596	960.0305	93.148
1_MACS_peak_4882_lociStitched	chr11	74493899	74495493	1	1595	934.8810000000001	283.5726
1_MACS_peak_6024_lociStitched	chr12	51476258	51477852	1	1595	2024.5394000000001	396.5872
1_MACS_peak_7194_lociStitched	chr13	52767896	52769490	1	1595	1291.2994	227.7826
1_MACS_peak_7834_lociStitched	chr14	65005885	65007479	1	1595	1256.869	207.22
1_MACS_peak_17795_lociStitched	chr3	53016954	53018548	1	1595	1053.9528	259.34380000000004
1_MACS_peak_18634_lociStitched	chr3	163108537	163110131	1	1595	1406.0674	434.5244
1_MACS_peak_19215_lociStitched	chr4	15810035	15811629	1	1595	1331.9464	407.74520000000007
1_MACS_peak_19796_lociStitched	chr4	101816199	101817793	1	1595	1681.8293999999999	323.582
1_MACS_peak_19985_lociStitched	chr4	124284296	124285890	1	1595	1007.8861999999999	267.31379999999996
1_MACS_peak_22997_lociStitched	chr6	108395263	108396857	1	1595	1869.1244000000002	310.3518
1_MACS_peak_23266_lociStitched	chr6	134597507	134599101	1	1595	1562.4388	217.10279999999997
1_MACS_peak_5995_lociStitched	chr12	49960842	49962435	1	1594	2684.205	413.86139999999995
1_MACS_peak_15129_lociStitched	chr2	202828893	202830486	1	1594	1706.2622999999999	353.4867
1_MACS_peak_16388_lociStitched	chr21	32698474	32700067	1	1594	1341.7839000000001	338.5125
1_MACS_peak_21090_lociStitched	chr5	92413337	92414930	1	1594	1005.8201999999999	288.97020000000003
1_MACS_peak_22578_lociStitched	chr6	45525951	45527544	1	1594	726.408	239.4279
1_MACS_peak_24494_lociStitched	chr7	100797330	100798923	1	1594	1141.0659	175.3893
1_MACS_peak_25722_lociStitched	chr8	82643848	82645441	1	1594	1923.8661	511.03439999999995
1_MACS_peak_26289_lociStitched	chr9	9551600	9553193	1	1594	1070.1774	227.6397
1_MACS_peak_26734_lociStitched	chr9	92444202	92445795	1	1594	944.8082999999999	324.01619999999997
1_MACS_peak_27605_lociStitched	chrX	38185626	38187219	1	1594	1674.7208999999998	215.5329
1_MACS_peak_27914_lociStitched	chrX	73163380	73164973	1	1594	1224.6984	152.7687
1_MACS_peak_28107_lociStitched	chrX	119019387	119020980	1	1594	928.8783	199.9215
1_MACS_peak_1943_lociStitched	chr1	178632878	178634470	1	1593	1403.5072	316.4896
1_MACS_peak_2369_lociStitched	chr1	212003195	212004787	1	1593	1533.5736000000002	259.3368
1_MACS_peak_3167_lociStitched	chr10	47395236	47396828	1	1593	2525.3896	439.7104
1_MACS_peak_6834_lociStitched	chr12	124085846	124087438	1	1593	1276.4656	216.9896
1_MACS_peak_9360_lociStitched	chr16	3313323	3314915	1	1593	1676.2168	288.152
1_MACS_peak_10172_lociStitched	chr16	83840790	83842382	1	1593	880.6944000000001	202.02480000000003
1_MACS_peak_10993_lociStitched	chr17	44111981	44113573	1	1593	896.6144	329.22560000000004
1_MACS_peak_13324_lociStitched	chr2	7017087	7018679	1	1593	928.932	236.5712
1_MACS_peak_23804_lociStitched	chr7	22474207	22475799	1	1593	1207.532	235.7752
1_MACS_peak_27073_lociStitched	chr9	124131715	124133307	1	1593	892.1568	276.212
1_MACS_peak_1890_lociStitched	chr1	171774382	171775973	1	1592	1608.0237	544.1220000000001
1_MACS_peak_2055_lociStitched	chr1	189119238	189120829	1	1592	1530.3829	387.2494
1_MACS_peak_2966_lociStitched	chr10	21873636	21875227	1	1592	1012.1942	308.8131
1_MACS_peak_3273_lociStitched	chr10	64216241	64217832	1	1592	1130.2464	433.8657
1_MACS_peak_18069_lociStitched	chr3	101527846	101529437	1	1592	1119.7458	300.38079999999997
1_MACS_peak_18391_lociStitched	chr3	136505089	136506680	1	1592	1290.9374	209.85289999999998
1_MACS_peak_18471_lociStitched	chr3	146186611	146188202	1	1592	1729.417	199.5114
1_MACS_peak_18944_lociStitched	chr3	189886713	189888304	1	1592	1106.3814	474.5953
1_MACS_peak_22317_lociStitched	chr6	30957655	30959246	1	1592	1402.6256	410.6371
1_MACS_peak_24347_lociStitched	chr7	82791346	82792937	1	1592	1716.5299	425.43340000000006
1_MACS_peak_25596_lociStitched	chr8	64303747	64305338	1	1592	1783.9883	345.72429999999997
1_MACS_peak_25799_lociStitched	chr8	97272996	97274587	1	1592	1694.415	194.57930000000002
1_MACS_peak_27072_lociStitched	chr9	124029664	124031255	1	1592	876.6410000000001	305.31289999999996
1_MACS_peak_1006_lociStitched	chr1	84542929	84544519	1	1591	696.261	184.917
1_MACS_peak_3119_lociStitched	chr10	43856909	43858499	1	1591	1369.4669999999999	192.39
1_MACS_peak_4848_lociStitched	chr11	72504361	72505951	1	1591	3388.2899999999995	479.862
1_MACS_peak_7604_lociStitched	chr14	32029759	32031349	1	1591	1177.554	217.35299999999998
1_MACS_peak_10338_lociStitched	chr17	3773749	3775339	1	1591	1238.451	137.694
1_MACS_peak_13187_lociStitched	chr19	54618141	54619731	1	1591	1879.6979999999999	448.22099999999995
1_MACS_peak_13253_lociStitched	chr19	57873967	57875557	1	1591	1240.836	378.738
1_MACS_peak_13649_lociStitched	chr2	41467747	41469337	1	1591	814.7159999999999	306.87
1_MACS_peak_22681_lociStitched	chr6	57785126	57786716	1	1591	1005.993	257.58
1_MACS_peak_24349_lociStitched	chr7	84654220	84655810	1	1591	1071.978	306.39300000000003
1_MACS_peak_1963_lociStitched	chr1	180600706	180602295	1	1590	2730.3786999999998	630.0385
1_MACS_peak_7078_lociStitched	chr13	42031734	42033323	1	1590	1009.6505999999999	97.0879
1_MACS_peak_10141_lociStitched	chr16	81110121	81111710	1	1590	1228.1381000000001	167.0039
1_MACS_peak_10250_lociStitched	chr16	89808979	89810568	1	1590	1066.0601000000001	129.82129999999998
1_MACS_peak_15280_lociStitched	chr2	220024591	220026180	1	1590	2316.6031	409.64419999999996
1_MACS_peak_24112_lociStitched	chr7	51330869	51332458	1	1590	1281.3696	158.2644
1_MACS_peak_25336_lociStitched	chr8	29119431	29121020	1	1590	1288.0434	175.1078
1_MACS_peak_27480_lociStitched	chrX	15510639	15512228	1	1590	953.0822	202.4386
1_MACS_peak_27541_lociStitched	chrX	23760427	23762016	1	1590	979.9363000000001	229.76940000000002
1_MACS_peak_3568_lociStitched	chr10	90660823	90662411	1	1589	726.0336	301.2436
1_MACS_peak_7611_lociStitched	chr14	32728306	32729894	1	1589	799.3992	163.7228
1_MACS_peak_9635_lociStitched	chr16	25564431	25566019	1	1589	877.2112	173.5684
1_MACS_peak_11420_lociStitched	chr17	74043570	74045158	1	1589	892.7736000000001	329.51
1_MACS_peak_19595_lociStitched	chr4	77171888	77173476	1	1589	1831.5991999999999	318.23519999999996
1_MACS_peak_21098_lociStitched	chr5	94058350	94059938	1	1589	991.2296	250.11
1_MACS_peak_24162_lociStitched	chr7	64540832	64542420	1	1589	2032.4812000000002	334.1152
1_MACS_peak_26510_lociStitched	chr9	41608405	41609993	1	1589	1493.0376	249.4748
1_MACS_peak_2272_lociStitched	chr1	206784777	206786364	1	1588	2067.2262	504.0312
1_MACS_peak_4212_lociStitched	chr11	12184784	12186371	1	1588	933.7908000000001	257.2527
1_MACS_peak_5967_lociStitched	chr12	48946933	48948520	1	1588	1557.3230999999998	266.2986
1_MACS_peak_6959_lociStitched	chr13	26759643	26761230	1	1588	1645.8776999999998	223.9257
1_MACS_peak_7239_lociStitched	chr13	67455388	67456975	1	1588	751.9206	112.9944
1_MACS_peak_7619_lociStitched	chr14	34800756	34802343	1	1588	1426.2369	135.6885
1_MACS_peak_17975_lociStitched	chr3	82073466	82075053	1	1588	893.3222999999999	258.9984
1_MACS_peak_26094_lociStitched	chr8	136764975	136766562	1	1588	1300.8639	218.6886
1_MACS_peak_26143_lociStitched	chr8	144765898	144767485	1	1588	1289.4375	202.8186
1_MACS_peak_26216_lociStitched	chr9	942204	943791	1	1588	974.1006	274.3923
1_MACS_peak_27668_lociStitched	chrX	44401363	44402950	1	1588	2028.1860000000001	166.3176
1_MACS_peak_9729_lociStitched	chr16	30456158	30457744	1	1587	3154.554	499.7486
1_MACS_peak_17267_lociStitched	chr3	8398277	8399863	1	1587	1027.8866	79.1414
1_MACS_peak_19171_lociStitched	chr4	10458097	10459683	1	1587	1139.541	181.4384
1_MACS_peak_20577_lociStitched	chr5	32019776	32021362	1	1587	4150.720600000001	282.6252
1_MACS_peak_21631_lociStitched	chr5	153581952	153583538	1	1587	1074.0392	333.853
1_MACS_peak_21697_lociStitched	chr5	158931347	158932933	1	1587	1802.8062	364.1456
1_MACS_peak_23065_lociStitched	chr6	112045357	112046943	1	1587	913.8532	403.31980000000004
1_MACS_peak_26194_lociStitched	chr8	146175202	146176788	1	1587	1905.579	266.6066
1_MACS_peak_27566_lociStitched	chrX	28999304	29000890	1	1587	1242.7895999999998	200.9462
1_MACS_peak_6281_lociStitched	chr12	69079822	69081407	1	1586	1314.1235	493.25199999999995
1_MACS_peak_14305_lociStitched	chr2	108979254	108980839	1	1586	903.6085	238.38400000000001
1_MACS_peak_21365_lociStitched	chr5	131425170	131426755	1	1586	1139.298	290.84749999999997
1_MACS_peak_22148_lociStitched	chr6	23153169	23154754	1	1586	1027.397	294.3345
1_MACS_peak_25165_lociStitched	chr8	12922182	12923767	1	1586	1605.9220000000003	318.4265
1_MACS_peak_26777_lociStitched	chr9	95296230	95297815	1	1586	1414.6125	250.113
1_MACS_peak_27665_lociStitched	chrX	43513447	43515032	1	1586	3496.8269999999998	163.7305
1_MACS_peak_181_lociStitched	chr1	15416304	15417888	1	1585	960.3792	232.05599999999998
1_MACS_peak_22376_lociStitched	chr6	32995073	32996657	1	1585	935.9856	398.2176
1_MACS_peak_23644_lociStitched	chr7	5701005	5702589	1	1585	1346.8752	425.6208
1_MACS_peak_23945_lociStitched	chr7	35685402	35686986	1	1585	738.144	145.728
1_MACS_peak_24255_lociStitched	chr7	74341318	74342902	1	1585	1206.0575999999999	165.528
1_MACS_peak_25254_lociStitched	chr8	22941183	22942767	1	1585	1607.4432	246.78719999999998
1_MACS_peak_26343_lociStitched	chr9	20657942	20659526	1	1585	2302.344	188.1792
1_MACS_peak_27518_lociStitched	chrX	19773415	19774999	1	1585	1457.4384	153.0144
1_MACS_peak_1487_lociStitched	chr1	149870628	149872211	1	1584	2233.1381	697.9447
1_MACS_peak_7616_lociStitched	chr14	33171193	33172776	1	1584	917.0319000000001	199.1414
1_MACS_peak_10705_lociStitched	chr17	30771016	30772599	1	1584	2315.7707	386.8852
1_MACS_peak_12872_lociStitched	chr19	39615639	39617222	1	1584	1733.0683999999999	260.4035
1_MACS_peak_13298_lociStitched	chr2	2616601	2618184	1	1584	1319.4305	313.5923
1_MACS_peak_16332_lociStitched	chr21	21964242	21965825	1	1584	896.2946000000001	147.53560000000002
1_MACS_peak_16714_lociStitched	chr22	22532399	22533982	1	1584	1291.2531	174.76319999999998
1_MACS_peak_19560_lociStitched	chr4	75370713	75372296	1	1584	1878.5461000000003	244.89010000000002
1_MACS_peak_19699_lociStitched	chr4	87555976	87557559	1	1584	866.5341999999999	270.3764
1_MACS_peak_23927_lociStitched	chr7	32996412	32997995	1	1584	1874.5885999999998	286.2064
1_MACS_peak_2512_lociStitched	chr1	226098099	226099681	1	1583	1450.5358	273.8442
1_MACS_peak_9015_lociStitched	chr15	81402802	81404384	1	1583	1199.3142	381.89480000000003
