REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_23316_lociStitched	chr6	137972981	137988219	2	12166	27018.4978	2994.267	524			OLIG3	OLIG3	NONE	524	1
1_MACS_peak_17270_lociStitched	chr3	8697818	8709455	1	11638	32511.4506	2147.0265	525		C3orf32	C3orf32	C3orf32	0.049699999999999994	525	1
3_MACS_peak_27569_lociStitched	chrX	30578613	30597600	3	12314	23462.2359	1917.687	527	CXorf21		CXorf21	CXorf21	0.7472	527	1
2_MACS_peak_7522_lociStitched	chr14	23023273	23039594	2	12193	24422.7444	1553.7592	529	DAD1	ABHD4	DAD1	DAD1	0.29000000000000004	529	1
2_MACS_peak_19342_lociStitched	chr4	38984961	39000026	2	11485	33635.6255	2200.9965	530	TMEM156	KLHL5	TMEM156	TMEM156	0.41989999999999994	530	1
1_MACS_peak_20099_lociStitched	chr4	144272645	144283103	1	10459	42361.1748	2250.5616	531	GAB1		GAB1	GAB1	0.42050000000000004	531	1
2_MACS_peak_1240_lociStitched	chr1	111323015	111338164	2	10329	42758.0525	1723.9562	532			CD53	CD53	NONE	532	1
3_MACS_peak_5587_lociStitched	chr12	10186105	10206616	3	12294	24313.7394	3292.0155	533	CLEC9A	CLEC12B,CLEC1B,CLEC1A	CLEC9A	CLEC9A	0.646	533	1
4_MACS_peak_16422_lociStitched	chr21	34732898	34757415	4	12147	29516.0163	6320.4826	534		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.5261	534	1
1_MACS_peak_21528_lociStitched	chr5	142774438	142786106	1	11669	31193.2312	2276.4268	536	NR3C1		NR3C1	NR3C1	0.2054	536	1
3_MACS_peak_22236_lociStitched	chr6	27098261	27116277	3	12004	28074.3328	3673.4624	537	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.6446000000000001	537	1
1_MACS_peak_1747_lociStitched	chr1	160674826	160685441	1	10616	42160.657	4121.8045	539	CD48	SLAMF7	CD48	CD48	2.1103	539	1
2_MACS_peak_4788_lociStitched	chr11	67644692	67655702	2	10077	44422.047	2540.007	541			LOC645332	LOC645332	NONE	541	1
3_MACS_peak_22133_lociStitched	chr6	20197279	20214300	3	12129	24695.7689	2753.9978	542	MBOAT1		MBOAT1	MBOAT1	0.14350000000000002	542	1
2_MACS_peak_23364_lociStitched	chr6	139682252	139698248	2	11737	30198.8484	3205.5984	544	CITED2		CITED2	CITED2	1.9384	544	1
4_MACS_peak_14203_lociStitched	chr2	96889916	96912951	4	11959	27798.638	4084.1055	546	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.1244	546	1
4_MACS_peak_12220_lociStitched	chr19	1258433	1277385	4	10972	38305.7824	3943.9112	547	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.4553	547	1
1_MACS_peak_14851_lociStitched	chr2	175456139	175465919	1	9781	45282.378	2173.116	548	WIPF1		WIPF1	WIPF1	0.4537	548	1
2_MACS_peak_27032_lociStitched	chr9	117659628	117674004	2	11941	25796.2944	2629.3704	551	TNFSF8		TNFSF8	TNFSF8	0.6778000000000001	551	1
1_MACS_peak_27454_lociStitched	chrX	12883395	12895040	1	11646	28058.6275	1060.8595	552	TLR7	TLR8	TLR7	TLR7	1.6585	552	1
1_MACS_peak_16747_lociStitched	chr22	23515652	23526744	1	11093	34181.1072	2279.406	553	BCR	RAB36,RTDR1	BCR	RAB36	1.1113	553	1
1_MACS_peak_28115_lociStitched	chrX	119434344	119445727	1	11384	30514.4081	1648.2584	554	FAM70A	ZBTB33	FAM70A	FAM70A	0.4964	554	1
1_MACS_peak_21454_lociStitched	chr5	138719520	138730395	1	10876	36267.0375	2792.7	555	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.7121999999999997	555	1
3_MACS_peak_17828_lociStitched	chr3	56948071	56958999	3	10439	39203.1072	2271.9312	556	ARHGEF3		ARHGEF3	ARHGEF3	0.11399999999999999	556	1
2_MACS_peak_25214_lociStitched	chr8	19551521	19566831	2	10873	35456.429	2538.398	558		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.2388	558	1
3_MACS_peak_1284_lociStitched	chr1	115236006	115251268	3	11745	24069.7002	1459.0472	560	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.4636	560	1
4_MACS_peak_27258_lociStitched	chr9	134595245	134615393	4	11771	25378.4208	3231.7392	562	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.3157	562	1
3_MACS_peak_19162_lociStitched	chr4	9598951	9611358	3	10485	38038.6213	2326.3125	563		MIR548I2	MIR548I2	MIR548I2	0.0218	563	1
3_MACS_peak_10125_lociStitched	chr16	79629118	79640902	3	11333	28763.5656	1318.6296	564	MAF		MAF	MAF	1.4777	564	1
3_MACS_peak_21994_lociStitched	chr6	7135020	7148298	3	11652	26342.2242	3099.0852	565	RREB1		RREB1	RREB1	0.2275	565	1
2_MACS_peak_15772_lociStitched	chr20	25288842	25302944	2	10431	38442.052	2670.9188	566	ABHD12		PYGB	PYGB	0.8288	566	1
4_MACS_peak_24311_lociStitched	chr7	76950076	76967841	4	11495	27136.0375	2893.9185	571	PION		PION	PION	0.22709999999999997	571	1
4_MACS_peak_27590_lociStitched	chrX	37604533	37623824	4	11618	24200.5595	1801.7794	572		CYBB	CYBB	CYBB	1.0753	572	1
1_MACS_peak_26029_lociStitched	chr8	129277359	129288744	1	11386	27734.9985	2365.803	573			MIR1208	MIR1208	NONE	573	1
2_MACS_peak_17789_lociStitched	chr3	52730126	52746184	2	10863	33924.1308	2937.0082	574	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.3732	574	1
3_MACS_peak_27164_lociStitched	chr9	130531745	130550032	3	11528	25901.7068	3169.1371	575	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.38499999999999995	575	1
2_MACS_peak_6364_lociStitched	chr12	80683266	80695257	2	11655	22703.7594	2092.4295	576	C12orf64		C12orf64	C12orf64	0.14	576	1
1_MACS_peak_26959_lociStitched	chr9	112728880	112739559	1	10680	34152.5099	2104.8309	577	PALM2-AKAP2		AKAP2	AKAP2	0.4426	577	1
1_MACS_peak_2072_lociStitched	chr1	192540448	192551376	1	10929	32779.6288	3371.288	578	RGS1		RGS1	RGS1	2.0749999999999997	578	1
2_MACS_peak_10227_lociStitched	chr16	89033197	89046401	2	9904	39445.6296	1356.0508	579	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3307	579	1
2_MACS_peak_15697_lociStitched	chr20	17826284	17840572	2	11529	24241.0208	2524.6896	581			SNORD17	SNORD17	NONE	581	1
1_MACS_peak_300_lociStitched	chr1	24709940	24720750	1	10811	32920.774	2620.344	582	C1orf201	NIPAL3	C1orf201	C1orf201	0.4953	582	1
1_MACS_peak_16558_lociStitched	chr21	44724558	44734990	1	10433	36017.5232	2499.5072	584			SIK1	SIK1	NONE	584	1
1_MACS_peak_23328_lociStitched	chr6	138186755	138196532	1	9778	41322.4905	2782.5342	585	TNFAIP3		TNFAIP3	TNFAIP3	1.5387	585	1
2_MACS_peak_27735_lociStitched	chrX	48768130	48779543	2	11293	25931.4773	1651.4611	586	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.5362	586	1
1_MACS_peak_11458_lociStitched	chr17	75203559	75212039	1	8481	48033.264	1951.248	587	SEC14L1		SEC14L1	SEC14L1	1.5036	587	1
2_MACS_peak_3352_lociStitched	chr10	72249098	72260734	2	11499	23481.448	2725.1512	589	KIAA1274	NODAL	KIAA1274	KIAA1274	0.5557	589	1
3_MACS_peak_8386_lociStitched	chr15	34618951	34635821	3	10377	36275.561	2980.929	590	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.3481	590	1
1_MACS_peak_26079_lociStitched	chr8	134576580	134585946	1	9367	42344.6226	2150.4336	592	ST3GAL1		ST3GAL1	ST3GAL1	0.644	592	1
3_MACS_peak_407_lociStitched	chr1	28558609	28577103	3	11370	24469.4114	3454.6792	593	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.5203	593	1
1_MACS_peak_2582_lociStitched	chr1	230238299	230249423	1	11125	27329.4432	3290.4792	595	GALNT2		GALNT2	GALNT2	0.4919	595	1
2_MACS_peak_19019_lociStitched	chr3	196357876	196371432	2	10698	32217.1896	3692.6544	599	LRRC33		LRRC33	LRRC33	0.5299	599	1
2_MACS_peak_26748_lociStitched	chr9	93698993	93708934	2	8284	47448.393	1892.7664	600			SYK	SYK	NONE	600	1
2_MACS_peak_24985_lociStitched	chr7	150124584	150134471	2	9240	43137.9697	3117.3711	601	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	2.4951	601	1
2_MACS_peak_11468_lociStitched	chr17	75433968	75447638	2	10205	35163.341	2334.836	602	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.41159999999999997	602	1
2_MACS_peak_8698_lociStitched	chr15	59266354	59281209	2	10824	29614.928	2938.319	603	RNF111	SLTM	RNF111	SLTM	0.0368	603	1
2_MACS_peak_2362_lociStitched	chr1	211686999	211702958	2	11178	26185.5272	4170.0867	604		RD3,SLC30A1	RD3	SLC30A1	1.4136	604	1
4_MACS_peak_17028_lociStitched	chr22	39910955	39929580	4	11180	24774.975	3371.125	606	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0871	606	1
2_MACS_peak_24983_lociStitched	chr7	150100490	150113936	2	8920	44732.1528	3253.932	607	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	4.7465	607	1
3_MACS_peak_20723_lociStitched	chr5	54031571	54050611	3	10803	28927.472	2819.824	608			SNX18	SNX18	NONE	608	1
4_MACS_peak_13091_lociStitched	chr19	48823745	48837947	4	11266	22856.6988	3061.9512	609	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.304	609	1
4_MACS_peak_20767_lociStitched	chr5	55954067	55969986	4	11124	24106.1417	2599.5727	610			MAP3K1	MAP3K1	NONE	610	1
2_MACS_peak_1688_lociStitched	chr1	156709150	156722919	2	10432	33359.5332	3771.3291	611	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.38020000000000004	611	1
1_MACS_peak_4086_lociStitched	chr11	2791932	2801799	1	9868	36531.5808	2032.602	612	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	612	1
2_MACS_peak_14917_lociStitched	chr2	182025434	182036547	2	10579	29668.3761	1763.6331	615			UBE2E3	UBE2E3	NONE	615	1
2_MACS_peak_18515_lociStitched	chr3	151910799	151921782	2	10594	29795.7807	2305.3317	617			MBNL1	MBNL1	NONE	617	1
1_MACS_peak_269_lociStitched	chr1	23879655	23890794	1	11140	22726.9017	2170.9911	618	ID3	E2F2	ID3	ID3	1.7348999999999999	618	1
1_MACS_peak_5760_lociStitched	chr12	27329675	27340753	1	11079	23582.8464	2471.5018	619			STK38L	STK38L	NONE	619	1
1_MACS_peak_2915_lociStitched	chr10	14775549	14786333	1	10785	26920.0992	2115.8208	620	FAM107B		FAM107B	FAM107B	0.2806	620	1
1_MACS_peak_267_lociStitched	chr1	23849182	23858947	1	9766	37049.3865	2499.84	621	E2F2	ASAP3,ID3	E2F2	ID3	1.7348999999999999	621	1
1_MACS_peak_18506_lociStitched	chr3	150314245	150324216	1	9972	34829.7001	1983.2319	622	SELT	EIF2A,SERP1	SELT	SELT	0.8069	622	1
1_MACS_peak_18367_lociStitched	chr3	133159524	133169707	1	10184	32962.371	2086.4967	623	BFSP2		BFSP2	BFSP2	1.9434	623	1
3_MACS_peak_6543_lociStitched	chr12	101624675	101640613	3	11006	23750.8076	2363.6054	624		UTP20,SLC5A8	SLC5A8	UTP20	0.017999999999999988	624	1
1_MACS_peak_5477_lociStitched	chr12	4377484	4387486	1	10003	34380.8748	2057.4114	625	CCND2	C12orf5	CCND2	CCND2	0.7427999999999999	625	1
1_MACS_peak_6483_lociStitched	chr12	94595928	94604558	1	8631	43969.85	2057.392	626	PLXNC1		PLXNC1	PLXNC1	0.6889000000000001	626	1
1_MACS_peak_26033_lociStitched	chr8	129664355	129673618	1	9264	39903.1514	2010.071	627			MIR1208	MIR1208	NONE	627	1
1_MACS_peak_2109_lociStitched	chr1	197740098	197749726	1	9629	38072.9632	2978.9032	628	DENND1B		DENND1B	DENND1B	0.0988	628	1
1_MACS_peak_18325_lociStitched	chr3	129026633	129037585	1	10953	23176.6224	2285.6824	630	C3orf47,H1FX	C3orf37	C3orf47	C3orf47	0.7753000000000001	630	1
4_MACS_peak_11009_lociStitched	chr17	45265306	45285178	4	10848	25557.3792	3284.8416	631	CDC27	MYL4,ITGB3	CDC27	MYL4	0.5355000000000001	631	1
2_MACS_peak_11459_lociStitched	chr17	75229151	75244065	2	9689	36555.7054	2583.1048	632		SEC14L1,SEPT9	SEPT9	SEC14L1	1.5036	632	1
3_MACS_peak_15054_lociStitched	chr2	197126398	197142347	3	10755	25799.1024	2625.2054	634	HECW2		STK17B	STK17B	0.8320000000000001	634	1
4_MACS_peak_13231_lociStitched	chr19	56145567	56167723	4	10825	25563.5928	3354.4184	635	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.9091	635	1
2_MACS_peak_24776_lociStitched	chr7	128572200	128582642	2	8360	45895.7226	3533.5728	637	IRF5	KCP	IRF5	IRF5	1.9769999999999999	637	1
2_MACS_peak_25388_lociStitched	chr8	33409761	33425502	2	10483	28722.6027	2702.7297	638	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.8962	638	1
1_MACS_peak_4403_lociStitched	chr11	35159457	35169447	1	9991	33171.795	2328.669	640	CD44		CD44	CD44	0.6782999999999999	640	1
1_MACS_peak_7293_lociStitched	chr13	78688196	78697261	1	9066	39641.245	1803.935	642			EDNRB	EDNRB	NONE	642	1
3_MACS_peak_18810_lociStitched	chr3	181416821	181433253	3	10492	28879.24	3429.3584	644	SOX2OT,SOX2		SOX2	SOX2	1.7912	644	1
2_MACS_peak_1551_lociStitched	chr1	152006342	152021853	2	9882	36075.4838	4630.0335	645	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.3939	645	1
2_MACS_peak_6332_lociStitched	chr12	77452485	77465044	2	10059	32320.5865	2641.1577	646	E2F7		E2F7	E2F7	0.5328	646	1
1_MACS_peak_2510_lociStitched	chr1	226062458	226071896	1	9439	37496.2302	2646.4152	647	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.5575	647	1
2_MACS_peak_27014_lociStitched	chr9	117126367	117136922	2	10491	27199.1795	2109.9445	648	AKNA	ORM1,ORM2	AKNA	AKNA	0.7297	648	1
3_MACS_peak_15186_lociStitched	chr2	207996937	208015064	3	10848	23501.6555	3106.9678	649	KLF7	MIR2355	KLF7	KLF7	0.3752	649	1
2_MACS_peak_6429_lociStitched	chr12	92525751	92541932	2	10409	29488.2544	3545.2571	650	BTG1		BTG1	BTG1	1.6149	650	1
2_MACS_peak_2780_lociStitched	chr10	3798369	3808805	2	10206	29886.6168	1972.404	651		KLF6	KLF6	KLF6	1.6905999999999999	651	1
1_MACS_peak_21355_lociStitched	chr5	130708641	130718992	1	10352	28544.9527	2284.4657	652	CDC42SE2		CDC42SE2	CDC42SE2	0.21539999999999998	652	1
3_MACS_peak_22253_lociStitched	chr6	27790751	27808057	3	10266	30373.7606	3211.9936	653	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.4443000000000001	653	1
3_MACS_peak_22187_lociStitched	chr6	26020252	26035644	3	10681	24656.4448	2941.4112	655	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.4821	655	1
2_MACS_peak_7454_lociStitched	chr13	114581619	114594912	2	10765	22514.3541	2041.8048	656	FLJ44054	GAS6	FLJ44054	GAS6	1.5051	656	1
2_MACS_peak_8648_lociStitched	chr15	52965054	52977319	2	10186	29930.2795	2497.154	658	KIAA1370		KIAA1370	KIAA1370	0.19799999999999998	658	1
2_MACS_peak_6479_lociStitched	chr12	94540831	94553467	2	10488	26212.1184	2336.3964	659	PLXNC1		PLXNC1	PLXNC1	0.6889000000000001	659	1
1_MACS_peak_22969_lociStitched	chr6	106609412	106618157	1	8746	40825.158	2072.565	660			PRDM1	PRDM1	2.8752	660	1
1_MACS_peak_1044_lociStitched	chr1	87792825	87803474	1	10650	23327.6994	2108.502	663	LMO4		LMO4	LMO4	0.6990999999999999	663	1
1_MACS_peak_20335_lociStitched	chr4	185183994	185192140	1	8147	44104.0732	2176.6112	664		ENPP6	ENPP6	NONE	NONE	664	1
5_MACS_peak_21072_lociStitched	chr5	90561307	90577830	5	10683	22672.8606	2374.3551	666			LOC100129716	LOC100129716	NONE	666	1
1_MACS_peak_22628_lociStitched	chr6	52527155	52536985	1	9831	32262.06	2688.505	670	LOC730101,TMEM14A		LOC730101	LOC730101	1.988	670	1
2_MACS_peak_14966_lociStitched	chr2	187909979	187921108	2	9385	35065.2532	1778.4142	672			ZSWIM2	ZSWIM2	NONE	672	1
1_MACS_peak_6298_lociStitched	chr12	72078828	72089475	1	10648	22319.3061	2262.4875	673	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.7006	673	1
3_MACS_peak_11799_lociStitched	chr18	24028042	24043456	3	10581	23569.5474	2571.0552	674	KCTD1		KCTD1	KCTD1	0.18669999999999998	674	1
1_MACS_peak_21808_lociStitched	chr5	175076303	175086624	1	10322	26313.3895	2141.6075	676	HRH2	HRH2	HRH2	HRH2	0.3473	676	1
2_MACS_peak_399_lociStitched	chr1	28352108	28364269	2	10178	28121.0964	2342.2086	678	EYA3		EYA3	EYA3	0.22380000000000003	678	1
2_MACS_peak_18083_lociStitched	chr3	104237303	104247047	2	9568	33467.7168	1880.592	679			MIR548A3	MIR548A3	NONE	679	1
1_MACS_peak_2783_lociStitched	chr10	3845873	3854747	1	8875	38814.876	2116.449	680		KLF6	KLF6	KLF6	1.6905999999999999	680	1
2_MACS_peak_9608_lociStitched	chr16	23372941	23386702	2	9240	35942.3559	1859.1111	681	SCNN1B		SCNN1B	SCNN1B	1.7569	681	1
1_MACS_peak_22575_lociStitched	chr6	45386781	45396647	1	9867	30468.1812	1888.3524	682	RUNX2	SUPT3H	RUNX2	RUNX2	0.1377	682	1
2_MACS_peak_24828_lociStitched	chr7	134670390	134683120	2	9680	33776.509	3485.474	683	AGBL3		AGBL3	AGBL3	0.1413	683	1
3_MACS_peak_740_lociStitched	chr1	46790138	46807302	3	10013	29740.0628	2885.2684	684	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.3671	684	1
2_MACS_peak_5198_lociStitched	chr11	115125109	115137456	2	10135	27493.0649	2202.7048	687	CADM1		CADM1	CADM1	0.3164	687	1
1_MACS_peak_9141_lociStitched	chr15	90637225	90646588	1	9364	34425.8784	1916.6061	688	IDH2		IDH2	IDH2	1.1518000000000002	688	1
2_MACS_peak_24832_lociStitched	chr7	134842565	134857964	2	9545	34632.351	3632.6241	689	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.7828	689	1
2_MACS_peak_26751_lociStitched	chr9	93732008	93742618	2	8332	41468.124	1906.617	690			LOC100129316	LOC100129316	NONE	690	1
2_MACS_peak_10045_lociStitched	chr16	70460703	70474307	2	10316	25385.064	2522.1816	693	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.5346	693	1
1_MACS_peak_4524_lociStitched	chr11	58339998	58348045	1	8048	43039.3795	2091.4153	695	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.685	695	1
2_MACS_peak_4968_lociStitched	chr11	82703925	82720106	2	10326	25465.6578	3084.0986	697	RAB30	SNORA70E	SNORA70E	NONE	NONE	697	1
4_MACS_peak_553_lociStitched	chr1	37930689	37946345	4	10338	24849.2032	2661.52	698	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.0549	698	1
2_MACS_peak_20337_lociStitched	chr4	185239219	185254365	2	9859	29811.8718	2231.0058	699			ENPP6	NONE	NONE	699	1
2_MACS_peak_27659_lociStitched	chrX	42792159	42805844	2	9306	33682.8905	1217.965	701			PPP1R2P9	PPP1R2P9	NONE	701	1
2_MACS_peak_20803_lociStitched	chr5	58950942	58962291	2	9609	31516.173	1735.2621	704	PDE4D		PDE4D	PDE4D	0.0886	704	1
2_MACS_peak_25316_lociStitched	chr8	28194956	28207488	2	9258	35379.0892	2683.1012	705	PNOC,ZNF395		PNOC	PNOC	0.7805	705	1
3_MACS_peak_18272_lociStitched	chr3	125548650	125560669	3	10056	27691.776	2438.6551	706		MIR548I1	MIR548I1	NONE	NONE	706	1
2_MACS_peak_7909_lociStitched	chr14	72980327	72990607	2	9993	27026.12	1421.724	710	RGS6		DPF3	DPF3	NONE	710	1
2_MACS_peak_16411_lociStitched	chr21	34600647	34613374	2	10379	23982.7588	3236.4761	712	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.6164	712	1
2_MACS_peak_1718_lociStitched	chr1	159035545	159048558	2	9439	34300.9667	3872.6688	715	AIM2		AIM2	AIM2	1.237	715	1
1_MACS_peak_18974_lociStitched	chr3	193815328	193823638	1	8311	41058.048	2672.496	716		HES1	HES1	HES1	1.115	716	1
2_MACS_peak_12076_lociStitched	chr18	60798151	60811703	2	9333	33257.9632	2634.5088	720	BCL2		BCL2	BCL2	0.8023	720	1
3_MACS_peak_21774_lociStitched	chr5	172191169	172205872	3	9237	33962.4597	2945.0109	723	DUSP1		DUSP1	DUSP1	2.19	723	1
2_MACS_peak_2206_lociStitched	chr1	203722014	203736230	2	8618	38802.572	3337.9168	724	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2562	724	1
1_MACS_peak_11304_lociStitched	chr17	65641893	65650239	1	8347	38641.1454	1478.9112	725	PITPNC1		NOL11	NOL11	NONE	725	1
1_MACS_peak_1497_lociStitched	chr1	150130687	150139507	1	8821	36378.09	2459.016	726	PLEKHO1		PLEKHO1	PLEKHO1	1.5844	726	1
1_MACS_peak_4262_lociStitched	chr11	16977941	16987354	1	9414	31058.1935	1965.4344	727	PLEKHA7		PLEKHA7	PLEKHA7	0.20199999999999996	727	1
1_MACS_peak_2933_lociStitched	chr10	15825708	15834171	1	8464	38184.2097	1913.4843	729	FAM188A		ITGA8	ITGA8	NONE	729	1
2_MACS_peak_27177_lociStitched	chr9	130730911	130744303	2	10133	23249.8512	2277.9792	730	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.5655000000000001	730	1
2_MACS_peak_13908_lociStitched	chr2	65254882	65268369	2	7896	41666.7378	2144.433	731		SLC1A4,CEP68	CEP68	SLC1A4	0.3406	731	1
1_MACS_peak_10832_lociStitched	chr17	38015960	38025050	1	9091	33475.743	1997.982	733	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9501	733	1
2_MACS_peak_6029_lociStitched	chr12	51711677	51722436	2	10093	23674.1036	2414.3196	734	BIN2,CELA1	SMAGP	BIN2	BIN2	0.3801	734	1
3_MACS_peak_14328_lociStitched	chr2	109829340	109843372	3	10122	23336.6192	2776.9328	737	SH3RF3		MIR4265	MIR4265	NONE	737	1
2_MACS_peak_1996_lociStitched	chr1	183438574	183451948	2	9831	28172.331	4036.2732	738	SMG7		SMG7	SMG7	0.2116	738	1
2_MACS_peak_24713_lociStitched	chr7	122821989	122833443	2	9862	26087.6304	2313.708	739	SLC13A1		SLC13A1	SLC13A1	0.2047	739	1
2_MACS_peak_19367_lociStitched	chr4	40622076	40634202	2	10047	23403.18	2219.058	740	RBM47		RBM47	RBM47	0.1691	740	1
3_MACS_peak_12255_lociStitched	chr19	2049158	2062895	3	9589	29133.4296	3009.7767	743	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.9071	743	1
3_MACS_peak_1611_lociStitched	chr1	154942209	154957784	3	9847	26491.5175	4286.24	748	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.5488	748	1
2_MACS_peak_12595_lociStitched	chr19	16221398	16232264	2	9134	31449.4638	2323.1508	752	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.7055	752	1
1_MACS_peak_5408_lociStitched	chr11	130696085	130705752	1	9668	25773.1887	2085.1719	755			SNX19	SNX19	NONE	755	1
3_MACS_peak_22385_lociStitched	chr6	33279727	33292935	3	9499	27856.9928	2442.1592	757	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2539	757	1
2_MACS_peak_5385_lociStitched	chr11	129237655	129249704	2	9783	24322.1114	2342.3256	758	BARX2		BARX2	BARX2	0.44160000000000005	758	1
2_MACS_peak_20677_lociStitched	chr5	43006790	43021189	2	9106	31564.0479	2951.795	762	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.7682999999999998	762	1
1_MACS_peak_2522_lociStitched	chr1	226308570	226317119	1	8550	35371.4875	2502.2923	765			ACBD3	ACBD3	NONE	765	1
3_MACS_peak_16419_lociStitched	chr21	34696009	34713053	3	9678	26554.552	4424.6224	771	IFNAR1		IFNAR1	IFNAR1	0.5261	771	1
2_MACS_peak_3997_lociStitched	chr10	130824485	130836138	2	9839	21616.315	1678.032	773			MGMT	MGMT	NONE	773	1
1_MACS_peak_10391_lociStitched	chr17	6062544	6071406	1	8863	31629.3642	1607.5668	775			WSCD1	WSCD1	NONE	775	1
1_MACS_peak_17026_lociStitched	chr22	39860916	39870612	1	9697	23746.4736	2110.8192	776	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.0871	776	1
2_MACS_peak_6432_lociStitched	chr12	92576923	92586362	2	8929	31142.0927	1755.654	777		BTG1	BTG1	BTG1	1.6149	777	1
1_MACS_peak_3643_lociStitched	chr10	97049178	97058112	1	8935	31101.0408	1806.4548	778	PDLIM1		PDLIM1	PDLIM1	0.5077	778	1
3_MACS_peak_25861_lociStitched	chr8	103817330	103828400	3	9704	22687.965	1379.322	780		AZIN1	AZIN1	AZIN1	0.04529999999999999	780	1
3_MACS_peak_24808_lociStitched	chr7	130902580	130917853	3	9715	24474.9825	3509.7354	784	MKLN1		MKLN1	MKLN1	0.1602	784	1
3_MACS_peak_533_lociStitched	chr1	36614151	36627466	3	9568	25325.13	2632.3755	786	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.47919999999999996	786	1
1_MACS_peak_19328_lociStitched	chr4	38175015	38183784	1	8770	32112.078	1789.7529	787			PTTG2	PTTG2	NONE	787	1
