REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_25997_lociStitched	chr8	126285095	126316510	4	22481	37556.6325	5541.606	502	NSMCE2		TRIB1	TRIB1	NONE	502	1
1_MACS_peak_5667_lociStitched	chr12	15100683	15116554	1	15872	35560.5626	3605.8912	503	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.0704	503	1
1_MACS_peak_2721_lociStitched	chr1	245132195	245136320	1	4126	33528	1579.875	504	EFCAB2		EFCAB2	EFCAB2	0.18409999999999999	504	1
1_MACS_peak_21000_lociStitched	chr5	81145341	81152672	1	7332	33578.1793	1651.6743	505			SSBP2	SSBP2	NONE	505	1
5_MACS_peak_8251_lociStitched	chr15	21975947	22004842	5	23433	36367.247	4458.4985	506		LOC646214,CXADRP2	CXADRP2	LOC646214	0.07750000000000001	506	1
1_MACS_peak_16747_lociStitched	chr22	23515652	23526744	1	11093	34181.1072	2279.406	507	BCR	RAB36,RTDR1	BCR	RAB36	1.1113	507	1
3_MACS_peak_15118_lociStitched	chr2	202082821	202102338	3	15695	35932.7487	4045.8741	508	CASP10,CASP8	CASP8	CASP8	CASP8	1.3112000000000001	508	1
1_MACS_peak_16987_lociStitched	chr22	39145816	39153420	1	7605	33555.6916	1815.8352	509	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.0224	509	1
2_MACS_peak_18083_lociStitched	chr3	104237303	104247047	2	9568	33467.7168	1880.592	510			MIR548A3	MIR548A3	NONE	510	1
1_MACS_peak_20350_lociStitched	chr4	185391116	185397546	1	6431	32845.083	1279.57	511	IRF2		IRF2	IRF2	2.1370999999999998	511	1
3_MACS_peak_11998_lociStitched	chr18	52929744	52948131	3	12748	34738.5591	3201.1767	512	TCF4		CCDC68	CCDC68	NONE	512	1
1_MACS_peak_10832_lociStitched	chr17	38015960	38025050	1	9091	33475.743	1997.982	513	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9501	513	1
2_MACS_peak_1551_lociStitched	chr1	152006342	152021853	2	9882	36075.4838	4630.0335	514	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.3939	514	1
2_MACS_peak_19342_lociStitched	chr4	38984961	39000026	2	11485	33635.6255	2200.9965	515	TMEM156	KLHL5	TMEM156	TMEM156	0.41989999999999994	515	1
1_MACS_peak_9243_lociStitched	chr15	101737439	101744527	1	7089	32887.6112	1475.0128	516	CHSY1		CHSY1	CHSY1	0.42640000000000006	516	1
5_MACS_peak_9972_lociStitched	chr16	67562340	67587388	5	13898	35493.016	4115.3864	517	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	1.0817999999999999	517	1
5_MACS_peak_9591_lociStitched	chr16	22194961	22219424	5	17420	36648.0203	5330.4877	518	EEF2K		EEF2K	EEF2K	0.0398	518	1
5_MACS_peak_13948_lociStitched	chr2	68936286	68965648	5	17104	35980.1948	4730.2182	519	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.2895	519	1
1_MACS_peak_23205_lociStitched	chr6	130002502	130010935	1	8434	33127.3539	1891.5219	520	ARHGAP18		ARHGAP18	ARHGAP18	0.32789999999999997	520	1
2_MACS_peak_3357_lociStitched	chr10	72333603	72340798	2	7108	32833.663	1713.849	521		PRF1	PRF1	PRF1	0.0011999999999999927	521	1
3_MACS_peak_8274_lociStitched	chr15	23658672	23682984	3	18761	34676.2056	3559.2768	522			MKRN3	MKRN3	NONE	522	1
2_MACS_peak_22215_lociStitched	chr6	26355063	26367225	2	12097	33623.0652	2583.2088	523	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.9568	523	1
3_MACS_peak_21774_lociStitched	chr5	172191169	172205872	3	9237	33962.4597	2945.0109	524	DUSP1		DUSP1	DUSP1	2.19	524	1
2_MACS_peak_24832_lociStitched	chr7	134842565	134857964	2	9545	34632.351	3632.6241	525	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.7828	525	1
4_MACS_peak_25312_lociStitched	chr8	27930183	27951563	4	15171	35219.274	4220.412	526	ELP3,C8orf80		C8orf80	C8orf80	0.5072	526	1
2_MACS_peak_17789_lociStitched	chr3	52730126	52746184	2	10863	33924.1308	2937.0082	527	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.3732	527	1
1_MACS_peak_13902_lociStitched	chr2	65139610	65146887	1	7278	32859.2935	1890.5646	528	LOC400958		LOC400958	LOC400958	2.0167	528	1
2_MACS_peak_15598_lociStitched	chr20	5570384	5592589	2	20093	35496.913	4554.2455	529	GPCPD1		GPCPD1	GPCPD1	0.3898999999999999	529	1
1_MACS_peak_16980_lociStitched	chr22	38782036	38797250	1	15215	33870.9282	2930.2164	530	LOC400927	KCNJ4	LOC400927	LOC400927	0.5845	530	1
1_MACS_peak_1486_lociStitched	chr1	149855403	149861383	1	5981	33756.502	2821.962	531	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	2.9612	531	1
2_MACS_peak_5307_lociStitched	chr11	122930478	122942198	2	8364	33433.644	2503.392	532	HSPA8	LOC341056	HSPA8	HSPA8	1.7258	532	1
1_MACS_peak_10799_lociStitched	chr17	36856202	36863645	1	7444	32801.301	1877.1246	533	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.9037999999999999	533	1
2_MACS_peak_16772_lociStitched	chr22	24822269	24832111	2	8619	32504.1892	1593.4198	534	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.2868	534	1
1_MACS_peak_18367_lociStitched	chr3	133159524	133169707	1	10184	32962.371	2086.4967	535	BFSP2		BFSP2	BFSP2	1.9434	535	1
2_MACS_peak_6438_lociStitched	chr12	92784414	92803837	2	13493	34145.634	3274.7178	536		CLLU1,CLLU1OS	CLLU1	CLLU1	0.4792	536	1
1_MACS_peak_23704_lociStitched	chr7	8163789	8175649	1	11861	33211.558	2358.954	537	ICA1		ICA1	ICA1	0.40670000000000006	537	1
1_MACS_peak_4403_lociStitched	chr11	35159457	35169447	1	9991	33171.795	2328.669	538	CD44		CD44	CD44	0.6782999999999999	538	1
3_MACS_peak_21019_lociStitched	chr5	86364929	86381230	3	16068	33560.4988	2733.6777	539		MIR4280	MIR4280	MIR4280	1.6601	539	1
1_MACS_peak_13062_lociStitched	chr19	47613668	47617760	1	4093	31915.9632	1151.898	540	ZC3H4	SAE1	ZC3H4	ZC3H4	0.47219999999999995	540	1
1_MACS_peak_14573_lociStitched	chr2	135162327	135170556	1	8230	32525.9454	1790.6304	541	MGAT5	LOC151162	LOC151162	NONE	NONE	541	1
1_MACS_peak_27325_lociStitched	chr9	139792725	139798691	1	5967	32150.1774	1425.874	542	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.8637	542	1
2_MACS_peak_9711_lociStitched	chr16	30193472	30206549	2	8495	33690.2751	3052.1718	543	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	CORO1A	1.7799	543	1
2_MACS_peak_12076_lociStitched	chr18	60798151	60811703	2	9333	33257.9632	2634.5088	544	BCL2		BCL2	BCL2	0.8023	544	1
1_MACS_peak_11277_lociStitched	chr17	62979871	62986909	1	7039	32414.2128	1793.2824	545		AMZ2P1	AMZ2P1	AMZ2P1	0.7248000000000001	545	1
1_MACS_peak_589_lociStitched	chr1	39972429	39978948	1	6520	31746.2262	1138.8693	546	BMP8A	PPIEL	BMP8A	BMP8A	0.9703	546	1
2_MACS_peak_27233_lociStitched	chr9	132645874	132657697	2	8400	33136.3221	2598.6954	547	FNBP1	USP20,C9orf78	USP20	USP20	0.21989999999999998	547	1
2_MACS_peak_25580_lociStitched	chr8	61811610	61831090	2	13542	33951.692	3440.168	548		LOC100130298	LOC100130298	LOC100130298	0.0003000000000000086	548	1
2_MACS_peak_1718_lociStitched	chr1	159035545	159048558	2	9439	34300.9667	3872.6688	549	AIM2		AIM2	AIM2	1.237	549	1
1_MACS_peak_17270_lociStitched	chr3	8697818	8709455	1	11638	32511.4506	2147.0265	550		C3orf32	C3orf32	C3orf32	0.049699999999999994	550	1
1_MACS_peak_19328_lociStitched	chr4	38175015	38183784	1	8770	32112.078	1789.7529	551			PTTG2	PTTG2	NONE	551	1
1_MACS_peak_16052_lociStitched	chr20	46038906	46047497	1	8592	32054.7392	1740.5366	552			ZMYND8	ZMYND8	0.3161	552	1
1_MACS_peak_300_lociStitched	chr1	24709940	24720750	1	10811	32920.774	2620.344	553	C1orf201	NIPAL3	C1orf201	C1orf201	0.4953	553	1
2_MACS_peak_24828_lociStitched	chr7	134670390	134683120	2	9680	33776.509	3485.474	554	AGBL3		AGBL3	AGBL3	0.1413	554	1
5_MACS_peak_26148_lociStitched	chr8	145002120	145027909	5	15286	33484.4376	3280.3608	555	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6619999999999999	555	1
1_MACS_peak_26073_lociStitched	chr8	134244062	134249301	1	5240	31270.5432	1074.5189	556		WISP1	WISP1	WISP1	0.5363	556	1
1_MACS_peak_13668_lociStitched	chr2	43395054	43407526	1	12473	32412.2336	2228.7464	557		LOC100129726,ZFP36L2	ZFP36L2	ZFP36L2	4.8353	557	1
1_MACS_peak_5573_lociStitched	chr12	9799479	9805049	1	5571	31511.718	1479.949	558	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	1.4707000000000001	558	1
1_MACS_peak_3652_lociStitched	chr10	98027700	98034822	1	7123	31780.5006	1752.7242	559	BLNK	DNTT	BLNK	BLNK	0.3727	559	1
1_MACS_peak_10391_lociStitched	chr17	6062544	6071406	1	8863	31629.3642	1607.5668	560			WSCD1	WSCD1	NONE	560	1
1_MACS_peak_25342_lociStitched	chr8	29385212	29390888	1	5677	31290.0852	1355.4288	561			DUSP4	DUSP4	1.0508000000000002	561	1
1_MACS_peak_18619_lociStitched	chr3	160115965	160124328	1	8364	32450.1126	2523.9534	562	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.6808	562	1
4_MACS_peak_21530_lociStitched	chr5	142952455	142976368	4	14261	33801.0255	3893.0364	563			NR3C1	NR3C1	0.2054	563	1
2_MACS_peak_24048_lociStitched	chr7	44661480	44680301	2	15008	33723.4678	3854.5408	564	OGDH	DDX56,TMED4	OGDH	TMED4	0.451	564	1
4_MACS_peak_18065_lociStitched	chr3	101486821	101513843	4	14149	34517.9028	4661.295	565	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.5489999999999999	565	1
1_MACS_peak_2423_lociStitched	chr1	218335729	218340377	1	4649	31453.016	1647.2512	566			RRP15	RRP15	NONE	566	1
2_MACS_peak_20803_lociStitched	chr5	58950942	58962291	2	9609	31516.173	1735.2621	567	PDE4D		PDE4D	PDE4D	0.0886	567	1
2_MACS_peak_6332_lociStitched	chr12	77452485	77465044	2	10059	32320.5865	2641.1577	568	E2F7		E2F7	E2F7	0.5328	568	1
1_MACS_peak_17163_lociStitched	chr22	48490717	48497628	1	6912	31069.0916	1391.8754	569			MIR3201	MIR3201	NONE	569	1
2_MACS_peak_1688_lociStitched	chr1	156709150	156722919	2	10432	33359.5332	3771.3291	570	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.38020000000000004	570	1
3_MACS_peak_6065_lociStitched	chr12	53845682	53874650	3	28309	36082.5408	6497.5224	571	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	0.7579	571	1
1_MACS_peak_22628_lociStitched	chr6	52527155	52536985	1	9831	32262.06	2688.505	572	LOC730101,TMEM14A		LOC730101	LOC730101	1.988	572	1
1_MACS_peak_3955_lociStitched	chr10	125862158	125868635	1	6478	30965.2416	1417.8153	573		CHST15	CHST15	CHST15	1.2905	573	1
1_MACS_peak_23749_lociStitched	chr7	14723851	14731580	1	7730	31182.6505	1706.5632	574	DGKB		DGKB	DGKB	0.034399999999999986	574	1
1_MACS_peak_22077_lociStitched	chr6	13353554	13359367	1	5814	30684.5018	1250.9576	575		TBC1D7	TBC1D7	TBC1D7	0.12789999999999999	575	1
1_MACS_peak_14926_lociStitched	chr2	182319268	182325578	1	6311	31002.923	1594.537	576	ITGA4		ITGA4	ITGA4	0.29280000000000006	576	1
1_MACS_peak_2072_lociStitched	chr1	192540448	192551376	1	10929	32779.6288	3371.288	577	RGS1		RGS1	RGS1	2.0749999999999997	577	1
2_MACS_peak_6432_lociStitched	chr12	92576923	92586362	2	8929	31142.0927	1755.654	578		BTG1	BTG1	BTG1	1.6149	578	1
2_MACS_peak_212_lociStitched	chr1	17065676	17075380	2	4193	32955.7544	3653.556	579		ESPNP,MST1P9	MST1P9	NONE	NONE	579	1
1_MACS_peak_3643_lociStitched	chr10	97049178	97058112	1	8935	31101.0408	1806.4548	580	PDLIM1		PDLIM1	PDLIM1	0.5077	580	1
5_MACS_peak_22347_lociStitched	chr6	31773629	31805361	5	19604	34435.5664	5143.7572	581	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	HSPA1B	1.1839000000000002	581	1
4_MACS_peak_24856_lociStitched	chr7	137684160	137715824	4	16866	36077.9616	6791.928	582	CREB3L2	AKR1D1	CREB3L2	CREB3L2	0.08720000000000003	582	1
2_MACS_peak_25436_lociStitched	chr8	38792648	38802712	2	7959	31115.8752	1907.128	583	PLEKHA2	HTRA4	HTRA4	NONE	NONE	583	1
4_MACS_peak_12275_lociStitched	chr19	2455333	2480609	4	13128	34698.8928	5492.4748	584	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.6852	584	1
1_MACS_peak_20419_lociStitched	chr5	187987	193809	1	5823	30339.6064	1142.2764	585	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	2.1127000000000002	585	1
1_MACS_peak_211_lociStitched	chr1	16992037	16994721	1	2685	31136.2788	1945.6316	586		MST1P2,CROCCP2	MST1P2	MST1P2	0.8325	586	1
2_MACS_peak_3627_lociStitched	chr10	94867865	94886604	2	15181	32238.5756	3101.3045	587		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.49049999999999994	587	1
4_MACS_peak_13066_lociStitched	chr19	47728782	47748507	4	12450	32218.815	3090.9075	588	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.0938	588	1
2_MACS_peak_12595_lociStitched	chr19	16221398	16232264	2	9134	31449.4638	2323.1508	589	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.7055	589	1
1_MACS_peak_4262_lociStitched	chr11	16977941	16987354	1	9414	31058.1935	1965.4344	590	PLEKHA7		PLEKHA7	PLEKHA7	0.20199999999999996	590	1
5_MACS_peak_12236_lociStitched	chr19	1647591	1672834	5	13418	33752.4153	4692.6737	591	TCF3	UQCR11	TCF3	UQCR11	0.43460000000000004	591	1
3_MACS_peak_2910_lociStitched	chr10	14686387	14704362	3	12031	32126.7175	3082.7125	592	FAM107B		FAM107B	FAM107B	0.2806	592	1
5_MACS_peak_13206_lociStitched	chr19	55460000	55486058	5	14406	32251.9866	3233.7978	593	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.325	593	1
2_MACS_peak_2073_lociStitched	chr1	192560715	192579477	2	18181	33600.8658	4617.3282	594		RGS1,RGS13	RGS1	RGS1	2.0749999999999997	594	1
4_MACS_peak_16008_lociStitched	chr20	43583222	43609512	4	15581	34061.324	5079.228	595	STK4,TOMM34	PABPC1L	STK4	STK4	0.8859999999999999	595	1
1_MACS_peak_2514_lociStitched	chr1	226127293	226134411	1	7119	31097.8302	2152.4832	596	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.9558000000000002	596	1
1_MACS_peak_19105_lociStitched	chr4	4029144	4037508	1	8365	30818.8308	1883.5728	597			LOC348926	LOC348926	NONE	597	1
2_MACS_peak_791_lociStitched	chr1	53100602	53108135	2	7016	30275.127	1348.407	598	FAM159A	GPX7	FAM159A	FAM159A	0.8728999999999999	598	1
1_MACS_peak_21528_lociStitched	chr5	142774438	142786106	1	11669	31193.2312	2276.4268	599	NR3C1		NR3C1	NR3C1	0.2054	599	1
1_MACS_peak_28115_lociStitched	chrX	119434344	119445727	1	11384	30514.4081	1648.2584	600	FAM70A	ZBTB33	FAM70A	FAM70A	0.4964	600	1
1_MACS_peak_19323_lociStitched	chr4	38088771	38096514	1	7744	30423.7956	1646.9361	601	TBC1D1		PTTG2	PTTG2	NONE	601	1
1_MACS_peak_2090_lociStitched	chr1	193504407	193512210	1	7804	31324.3632	2565.6264	602			B3GALT2	B3GALT2	NONE	602	1
2_MACS_peak_5859_lociStitched	chr12	40010790	40023885	2	8000	30821.7015	2080.7955	603	C12orf40,ABCD2		C12orf40	C12orf40	0.045799999999999993	603	1
2_MACS_peak_21179_lociStitched	chr5	109024007	109036880	2	11884	31569.7452	2829.4854	604	MAN2A1		MAN2A1	MAN2A1	0.4455	604	1
1_MACS_peak_22620_lociStitched	chr6	52359570	52366468	1	6899	30279.4608	1565.846	605	EFHC1,TRAM2		EFHC1	EFHC1	0.3778	605	1
1_MACS_peak_18337_lociStitched	chr3	129892678	129900927	1	8250	30970.0456	2338.5915	606		COL6A4P2	COL6A4P2	NONE	NONE	606	1
2_MACS_peak_20677_lociStitched	chr5	43006790	43021189	2	9106	31564.0479	2951.795	607	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.7682999999999998	607	1
3_MACS_peak_22609_lociStitched	chr6	52157110	52173900	3	11880	31486.287	2904.67	608		IL17F,MCM3	MCM3	MCM3	0.05000000000000002	608	1
1_MACS_peak_22575_lociStitched	chr6	45386781	45396647	1	9867	30468.1812	1888.3524	609	RUNX2	SUPT3H	RUNX2	RUNX2	0.1377	609	1
2_MACS_peak_19019_lociStitched	chr3	196357876	196371432	2	10698	32217.1896	3692.6544	610	LRRC33		LRRC33	LRRC33	0.5299	610	1
1_MACS_peak_20722_lociStitched	chr5	53939043	53944321	1	5279	29422.211	1183.8554	611			SNX18	SNX18	NONE	611	1
1_MACS_peak_26758_lociStitched	chr9	93922947	93928298	1	5352	29171.5116	944.4515	612			LOC100129316	LOC100129316	0.01859999999999999	612	1
1_MACS_peak_2585_lociStitched	chr1	230280354	230288147	1	7794	29922.0028	1695.7568	613	GALNT2		GALNT2	GALNT2	0.4919	613	1
1_MACS_peak_6481_lociStitched	chr12	94563056	94570736	1	7681	29710.848	1486.08	614	PLXNC1		PLXNC1	PLXNC1	0.6889000000000001	614	1
1_MACS_peak_22965_lociStitched	chr6	106438974	106446819	1	7846	29642.3325	1485.843	615			PRDM1	PRDM1	2.8752	615	1
1_MACS_peak_2337_lociStitched	chr1	209939132	209944499	1	5368	29897.4102	1767.3531	616	TRAF3IP3	C1orf74,IRF6	TRAF3IP3	TRAF3IP3	1.3606	616	1
1_MACS_peak_12371_lociStitched	chr19	6799278	6804328	1	5051	29897.515	1788.205	617	VAV1	SH2D3A	VAV1	VAV1	0.528	617	1
1_MACS_peak_9452_lociStitched	chr16	11401123	11407723	1	6601	29608.26	1545.72	618		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	C16orf75	0.09049999999999998	618	1
2_MACS_peak_5815_lociStitched	chr12	32038692	32051887	2	7536	30192.799	2150.785	619			C12orf35	C12orf35	NONE	619	1
2_MACS_peak_2780_lociStitched	chr10	3798369	3808805	2	10206	29886.6168	1972.404	620		KLF6	KLF6	KLF6	1.6905999999999999	620	1
2_MACS_peak_14917_lociStitched	chr2	182025434	182036547	2	10579	29668.3761	1763.6331	621			UBE2E3	UBE2E3	NONE	621	1
3_MACS_peak_23116_lociStitched	chr6	117858742	117877317	3	13664	30808.495	2944.1375	622	DCBLD1	GOPC	GOPC	GOPC	0.09689999999999999	622	1
4_MACS_peak_19591_lociStitched	chr4	77117669	77136611	4	13841	31653.9762	3794.0826	623	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.3998	623	1
1_MACS_peak_26359_lociStitched	chr9	22236828	22245612	1	8785	28851.9264	1090.9728	624			DMRTA1	DMRTA1	NONE	624	1
2_MACS_peak_5162_lociStitched	chr11	111279838	111294364	2	14483	30673.1016	2937.1572	625		POU2AF1	POU2AF1	POU2AF1	1.1860000000000002	625	1
3_MACS_peak_6633_lociStitched	chr12	109161588	109181236	3	13021	31259.968	3528.7808	626	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6580999999999999	626	1
1_MACS_peak_28205_lociStitched	chrX	135110468	135116558	1	6091	28380.618	679.644	627	SLC9A6		SLC9A6	SLC9A6	0.3852	627	1
3_MACS_peak_18357_lociStitched	chr3	132266604	132290118	3	16701	31071.3996	3374.259	628	ACAD11	CCRL1	CCRL1	NONE	NONE	628	1
1_MACS_peak_23218_lociStitched	chr6	130579137	130584207	1	5071	28795.572	1158.495	629		SAMD3	SAMD3	SAMD3	0.0721	629	1
2_MACS_peak_20337_lociStitched	chr4	185239219	185254365	2	9859	29811.8718	2231.0058	630			ENPP6	NONE	NONE	630	1
2_MACS_peak_18515_lociStitched	chr3	151910799	151921782	2	10594	29795.7807	2305.3317	631			MBNL1	MBNL1	NONE	631	1
2_MACS_peak_11465_lociStitched	chr17	75361296	75369863	2	7624	29198.9061	1726.2505	632	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.403	632	1
3_MACS_peak_10125_lociStitched	chr16	79629118	79640902	3	11333	28763.5656	1318.6296	633	MAF		MAF	MAF	1.4777	633	1
2_MACS_peak_8648_lociStitched	chr15	52965054	52977319	2	10186	29930.2795	2497.154	634	KIAA1370		KIAA1370	KIAA1370	0.19799999999999998	634	1
2_MACS_peak_16915_lociStitched	chr22	36648022	36657099	2	7624	29456.6804	2025.9864	635	APOL1	APOL4,APOL2	APOL1	APOL1	1.1349	635	1
1_MACS_peak_16912_lociStitched	chr22	36552063	36560350	1	8288	29374.1002	1962.3616	636	APOL3	APOL4	APOL3	APOL3	0.8821999999999999	636	1
2_MACS_peak_10367_lociStitched	chr17	4842257	4854659	2	7943	29633.3388	2263.365	637	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7995	637	1
5_MACS_peak_14170_lociStitched	chr2	88898725	88928487	5	20050	33241.1778	5875.0188	638	EIF2AK3		EIF2AK3	EIF2AK3	0.3111	638	1
1_MACS_peak_5917_lociStitched	chr12	46607257	46614624	1	7368	28850.6454	1567.6976	639	SLC38A1		SLC38A1	SLC38A1	0.3892	639	1
1_MACS_peak_6797_lociStitched	chr12	122236854	122243621	1	6768	27998.4625	754.5205	640	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	1.5676	640	1
1_MACS_peak_22889_lociStitched	chr6	90992249	90997383	1	5135	28566.0894	1333.2998	641	BACH2		BACH2	BACH2	0.12150000000000001	641	1
3_MACS_peak_22253_lociStitched	chr6	27790751	27808057	3	10266	30373.7606	3211.9936	642	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.4443000000000001	642	1
1_MACS_peak_27454_lociStitched	chrX	12883395	12895040	1	11646	28058.6275	1060.8595	643	TLR7	TLR8	TLR7	TLR7	1.6585	643	1
1_MACS_peak_23085_lociStitched	chr6	114174885	114181050	1	6166	28339.8885	1343.3535	644	MARCKS	FLJ34503	MARCKS	MARCKS	1.6641	644	1
2_MACS_peak_23364_lociStitched	chr6	139682252	139698248	2	11737	30198.8484	3205.5984	645	CITED2		CITED2	CITED2	1.9384	645	1
1_MACS_peak_8223_lociStitched	chr14	106206516	106212056	1	5541	27561.5	573.39	646			KIAA0125	KIAA0125	NONE	646	1
1_MACS_peak_11967_lociStitched	chr18	48677025	48681925	1	4901	28143.15	1227.94	647		MEX3C	MEX3C	MEX3C	0.2703	647	1
3_MACS_peak_740_lociStitched	chr1	46790138	46807302	3	10013	29740.0628	2885.2684	648	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.3671	648	1
3_MACS_peak_3833_lociStitched	chr10	112145525	112158561	3	13016	29080.7088	2257.8352	649			SMNDC1	SMNDC1	0.10929999999999998	649	1
1_MACS_peak_8505_lociStitched	chr15	42894280	42902356	1	8077	28424.2896	1714.5348	650	STARD9		STARD9	STARD9	0.1934	650	1
1_MACS_peak_13926_lociStitched	chr2	66659588	66668634	1	9047	28070.6426	1391.2748	651	MEIS1		MEIS1	MEIS1	0.14379999999999998	651	1
1_MACS_peak_12747_lociStitched	chr19	28954810	28962925	1	8116	28443.075	1764.201	652			LOC148145	LOC148145	NONE	652	1
2_MACS_peak_8698_lociStitched	chr15	59266354	59281209	2	10824	29614.928	2938.319	653	RNF111	SLTM	RNF111	SLTM	0.0368	653	1
3_MACS_peak_19605_lociStitched	chr4	77602405	77624453	3	16683	30421.8304	3768.0032	654	SHROOM3		ANKRD56	ANKRD56	NONE	654	1
1_MACS_peak_19956_lociStitched	chr4	121668560	121675609	1	7050	27881.6146	1298.4258	655	PRDM5		PRDM5	PRDM5	0.33440000000000003	655	1
2_MACS_peak_27635_lociStitched	chrX	40028094	40037246	2	7286	27355.328	775.1744	656	BCOR		BCOR	BCOR	0.3752	656	1
3_MACS_peak_8076_lociStitched	chr14	93033177	93054405	3	14469	28575.0108	2018.7828	657	RIN3		RIN3	RIN3	0.18619999999999998	657	1
1_MACS_peak_26902_lociStitched	chr9	104186930	104193620	1	6691	27950.82	1477.152	658	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	ALDOB	1.0371000000000001	658	1
2_MACS_peak_22566_lociStitched	chr6	44223478	44234198	2	7584	28775.696	2340.176	659	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	0.6578999999999999	659	1
1_MACS_peak_18195_lociStitched	chr3	119354563	119363131	1	8569	28290.6792	1861.8264	660	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.8852	660	1
2_MACS_peak_18575_lociStitched	chr3	156533732	156544891	2	8405	29281.216	2880.1379	661	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.26359999999999995	661	1
1_MACS_peak_2521_lociStitched	chr1	226296886	226301744	1	4859	27826.1382	1457.4	662		LOC440926,H3F3A	LOC440926	LOC440926	0.7859	662	1
1_MACS_peak_27257_lociStitched	chr9	134549514	134556271	1	6758	27964.5202	1628.437	663	RAPGEF1		RAPGEF1	RAPGEF1	0.2188	663	1
1_MACS_peak_27455_lociStitched	chrX	12904628	12912804	1	8177	27334.0032	1013.0064	664	TLR7	TLR8,LOC349408	TLR8	LOC349408	0.031100000000000003	664	1
1_MACS_peak_21355_lociStitched	chr5	130708641	130718992	1	10352	28544.9527	2284.4657	665	CDC42SE2		CDC42SE2	CDC42SE2	0.21539999999999998	665	1
3_MACS_peak_13435_lociStitched	chr2	20615017	20631127	3	14095	28952.892	2767.698	666		RHOB	RHOB	RHOB	0.5330999999999999	666	1
