REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_9135_lociStitched	chr15	90573936	90592113	4	10821	22041.4302	2862.8775	574	ZNF710		ZNF710	574	1
5_MACS_peak_8534_lociStitched	chr15	44954517	44976913	5	10820	21851.7772	4114.1452	575	SPG11,PATL2	B2M	PATL2	575	1
1_MACS_peak_300_lociStitched	chr1	24709940	24720750	1	10811	32920.774	2620.344	576	C1orf201	NIPAL3	C1orf201	576	1
2_MACS_peak_2428_lociStitched	chr1	218626867	218637741	2	10809	15766.2126	2462.961	577			TGFB2	577	1
3_MACS_peak_20723_lociStitched	chr5	54031571	54050611	3	10803	28927.472	2819.824	578			SNX18	578	1
1_MACS_peak_2915_lociStitched	chr10	14775549	14786333	1	10785	26920.0992	2115.8208	579	FAM107B		FAM107B	579	1
5_MACS_peak_20482_lociStitched	chr5	6711620	6737776	5	10785	14244.5576	3834.4696	580	PAPD7	PAPD7	PAPD7	580	1
3_MACS_peak_20054_lociStitched	chr4	140120626	140136882	3	10783	18354.6496	2357.12	581			ELF2	581	1
2_MACS_peak_7454_lociStitched	chr13	114581619	114594912	2	10765	22514.3541	2041.8048	582	FLJ44054	GAS6	FLJ44054	582	1
2_MACS_peak_9459_lociStitched	chr16	11668537	11682046	2	10765	20200.0077	2228.985	583	LITAF		LITAF	583	1
5_MACS_peak_4751_lociStitched	chr11	66861873	66889217	5	10762	14973.5744	3467.2192	584	KDM2A	RHOD	KDM2A	584	1
3_MACS_peak_15054_lociStitched	chr2	197126398	197142347	3	10755	25799.1024	2625.2054	585	HECW2		STK17B	585	1
3_MACS_peak_24513_lociStitched	chr7	101921671	101936114	3	10746	17705.6737	2429.3126	586	CUX1,SH2B2	MIR4285	SH2B2	586	1
3_MACS_peak_23888_lociStitched	chr7	29706270	29726303	3	10743	15838.0898	3105.115	587	DPY19L2P3,LOC646762,LOC100271874		LOC646762	587	1
3_MACS_peak_24626_lociStitched	chr7	111711413	111727741	3	10709	23037.1752	3631.3472	588	DOCK4		DOCK4	588	1
2_MACS_peak_25828_lociStitched	chr8	101503393	101515250	2	10700	20734.3359	1419.2829	589			ANKRD46	589	1
2_MACS_peak_19019_lociStitched	chr3	196357876	196371432	2	10698	32217.1896	3692.6544	590	LRRC33		LRRC33	590	1
5_MACS_peak_21072_lociStitched	chr5	90561307	90577830	5	10683	22672.8606	2374.3551	591			LOC100129716	591	1
3_MACS_peak_22187_lociStitched	chr6	26020252	26035644	3	10681	24656.4448	2941.4112	592	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	592	1
1_MACS_peak_26959_lociStitched	chr9	112728880	112739559	1	10680	34152.5099	2104.8309	593	PALM2-AKAP2		AKAP2	593	1
5_MACS_peak_8081_lociStitched	chr14	93225390	93246475	5	10674	17175.841	1825.961	594		GOLGA5,LGMN	LGMN	594	1
2_MACS_peak_2508_lociStitched	chr1	226034334	226045387	2	10673	19668.8135	2980.9941	595	TMEM63A	EPHX1,LEFTY1	EPHX1	595	1
1_MACS_peak_1044_lociStitched	chr1	87792825	87803474	1	10650	23327.6994	2108.502	596	LMO4		LMO4	596	1
2_MACS_peak_3155_lociStitched	chr10	45949158	45961407	2	10650	46418.8104	2491.4466	597	MARCH8		MARCH8	597	1
1_MACS_peak_6298_lociStitched	chr12	72078828	72089475	1	10648	22319.3061	2262.4875	598	TMEM19	THAP2,ZFC3H1	TMEM19	598	1
2_MACS_peak_24688_lociStitched	chr7	120627548	120640390	2	10642	14529.4388	3405.6984	599	C7orf58	ING3	C7orf58	599	1
2_MACS_peak_21802_lociStitched	chr5	173719158	173730145	2	10620	20045.7815	1786.4862	600			HMP19	600	1
2_MACS_peak_13953_lociStitched	chr2	68988948	69003860	2	10617	21962.3936	2901.8752	601	ARHGAP25		ARHGAP25	601	1
1_MACS_peak_1747_lociStitched	chr1	160674826	160685441	1	10616	42160.657	4121.8045	602	CD48	SLAMF7	CD48	602	1
3_MACS_peak_27026_lociStitched	chr9	117369632	117382737	3	10615	21176.3695	2387.731	603	C9orf91	ATP6V1G1	C9orf91	603	1
1_MACS_peak_25783_lociStitched	chr8	95952885	95963490	1	10606	13556.3715	1223.817	604	TP53INP1	CCNE2	TP53INP1	604	1
2_MACS_peak_18515_lociStitched	chr3	151910799	151921782	2	10594	29795.7807	2305.3317	605			MBNL1	605	1
3_MACS_peak_11799_lociStitched	chr18	24028042	24043456	3	10581	23569.5474	2571.0552	606	KCTD1		KCTD1	606	1
2_MACS_peak_14917_lociStitched	chr2	182025434	182036547	2	10579	29668.3761	1763.6331	607			UBE2E3	607	1
2_MACS_peak_27445_lociStitched	chrX	11439617	11454492	2	10578	20633.1125	1460.725	608	ARHGAP6		AMELX	608	1
2_MACS_peak_16744_lociStitched	chr22	23477727	23488750	2	10574	49525.2367	2361.1266	609	RAB36,RTDR1	BCR	RTDR1	609	1
2_MACS_peak_11531_lociStitched	chr17	78873015	78887846	2	10563	53258.121	2761.5322	610	RPTOR		CHMP6	610	1
2_MACS_peak_19332_lociStitched	chr4	38664284	38674840	2	10546	20245.3524	1621.4016	611	KLF3,FLJ13197		FLJ13197	611	1
2_MACS_peak_18923_lociStitched	chr3	186779268	186792528	2	10536	56793.906	4068.168	612	ST6GAL1		ST6GAL1	612	1
2_MACS_peak_9893_lociStitched	chr16	57568660	57579943	2	10517	21815.6805	2192.2869	613	GPR114,CCDC102A	DOK4	GPR114	613	1
1_MACS_peak_17861_lociStitched	chr3	61614874	61625380	1	10507	21743.2176	2075.9856	614	PTPRG		PTPRG	614	1
2_MACS_peak_21634_lociStitched	chr5	153651517	153665510	2	10504	14146.923	2536.9309	615	GALNT10		GALNT10	615	1
2_MACS_peak_2024_lociStitched	chr1	184710771	184725622	2	10498	19904.7953	4376.5897	616	EDEM3		EDEM3	616	1
3_MACS_peak_18810_lociStitched	chr3	181416821	181433253	3	10492	28879.24	3429.3584	617	SOX2OT,SOX2		SOX2	617	1
2_MACS_peak_27014_lociStitched	chr9	117126367	117136922	2	10491	27199.1795	2109.9445	618	AKNA	ORM1,ORM2	AKNA	618	1
2_MACS_peak_6479_lociStitched	chr12	94540831	94553467	2	10488	26212.1184	2336.3964	619	PLXNC1		PLXNC1	619	1
2_MACS_peak_25355_lociStitched	chr8	29621993	29635523	2	10488	70178.757	2423.223	620		C8orf75	C8orf75	620	1
3_MACS_peak_19162_lociStitched	chr4	9598951	9611358	3	10485	38038.6213	2326.3125	621		MIR548I2	MIR548I2	621	1
2_MACS_peak_25388_lociStitched	chr8	33409761	33425502	2	10483	28722.6027	2702.7297	622	RNF122	C8orf41,DUSP26	RNF122	622	1
2_MACS_peak_23276_lociStitched	chr6	135190114	135204386	2	10476	64329.6128	2731.6608	623			ALDH8A1	623	1
5_MACS_peak_22025_lociStitched	chr6	10403497	10430894	5	10471	17553.2579	3860.2373	624	LOC100130275,TFAP2A,C6orf218		TFAP2A	624	1
1_MACS_peak_20099_lociStitched	chr4	144272645	144283103	1	10459	42361.1748	2250.5616	625	GAB1		GAB1	625	1
3_MACS_peak_17828_lociStitched	chr3	56948071	56958999	3	10439	39203.1072	2271.9312	626	ARHGEF3		ARHGEF3	626	1
2_MACS_peak_17618_lociStitched	chr3	45604304	45618461	2	10435	17479.6479	2490.2163	627		LIMD1	LIMD1	627	1
1_MACS_peak_16558_lociStitched	chr21	44724558	44734990	1	10433	36017.5232	2499.5072	628			SIK1	628	1
2_MACS_peak_1688_lociStitched	chr1	156709150	156722919	2	10432	33359.5332	3771.3291	629	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	629	1
2_MACS_peak_15772_lociStitched	chr20	25288842	25302944	2	10431	38442.052	2670.9188	630	ABHD12		PYGB	630	1
3_MACS_peak_3583_lociStitched	chr10	91704951	91720290	3	10415	9593.0106	2153.5956	631			KIF20B	631	1
2_MACS_peak_6429_lociStitched	chr12	92525751	92541932	2	10409	29488.2544	3545.2571	632	BTG1		BTG1	632	1
2_MACS_peak_21212_lociStitched	chr5	112256387	112267826	2	10408	45603.8613	2566.9116	633	REEP5	DCP2	REEP5	633	1
2_MACS_peak_27600_lociStitched	chrX	37674747	37685629	2	10405	16096.6544	996.7912	634		CYBB,DYNLT3	DYNLT3	634	1
3_MACS_peak_14978_lociStitched	chr2	188846455	188860009	3	10403	11684.9034	1879.9398	635			GULP1	635	1
4_MACS_peak_20582_lociStitched	chr5	32275935	32292338	4	10392	13737.5125	2560.5083	636	MTMR12		MTMR12	636	1
2_MACS_peak_16411_lociStitched	chr21	34600647	34613374	2	10379	23982.7588	3236.4761	637	IFNAR2	IL10RB	IFNAR2	637	1
3_MACS_peak_8386_lociStitched	chr15	34618951	34635821	3	10377	36275.561	2980.929	638	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	638	1
2_MACS_peak_19676_lociStitched	chr4	84171811	84182284	2	10361	13902.9075	1645.3083	639		COQ2	COQ2	639	1
1_MACS_peak_21355_lociStitched	chr5	130708641	130718992	1	10352	28544.9527	2284.4657	640	CDC42SE2		CDC42SE2	640	1
4_MACS_peak_553_lociStitched	chr1	37930689	37946345	4	10338	24849.2032	2661.52	641	ZC3H12A	MEAF6	ZC3H12A	641	1
2_MACS_peak_9871_lociStitched	chr16	56893377	56906844	2	10333	14132.2698	2001.1962	642	SLC12A3	MIR138-2	SLC12A3	642	1
2_MACS_peak_1240_lociStitched	chr1	111323015	111338164	2	10329	42758.0525	1723.9562	643			CD53	643	1
2_MACS_peak_4968_lociStitched	chr11	82703925	82720106	2	10326	25465.6578	3084.0986	644	RAB30	SNORA70E	SNORA70E	644	1
1_MACS_peak_21808_lociStitched	chr5	175076303	175086624	1	10322	26313.3895	2141.6075	645	HRH2	HRH2	HRH2	645	1
2_MACS_peak_10045_lociStitched	chr16	70460703	70474307	2	10316	25385.064	2522.1816	646	ST3GAL2	FUK	ST3GAL2	646	1
3_MACS_peak_18736_lociStitched	chr3	175657597	175676584	3	10291	16549.0692	3696.7689	647				647	1
3_MACS_peak_5417_lociStitched	chr11	132215186	132231232	3	10274	18010.0304	2641.1716	648			NTM	648	1
2_MACS_peak_5472_lociStitched	chr12	4250993	4264236	2	10273	17870.1042	2069.8809	649			CCND2	649	1
3_MACS_peak_22253_lociStitched	chr6	27790751	27808057	3	10266	30373.7606	3211.9936	650	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	650	1
2_MACS_peak_6266_lociStitched	chr12	68375693	68388497	2	10252	45790.9452	2490.378	651			IFNG	651	1
3_MACS_peak_2480_lociStitched	chr1	223899437	223915829	3	10248	17496.8208	3637.3848	652	CAPN2	CAPN8	CAPN2	652	1
1_MACS_peak_10978_lociStitched	chr17	43297838	43308076	1	10239	49232.4944	2641.404	653	FMNL1	LOC100133991,C17orf46	FMNL1	653	1
2_MACS_peak_18716_lociStitched	chr3	174863596	174873836	2	10237	80290.816	3218.432	654	NAALADL2		NAALADL2	654	1
2_MACS_peak_2583_lociStitched	chr1	230255923	230271001	2	10230	50279.0988	3651.8916	655	GALNT2		GALNT2	655	1
4_MACS_peak_15831_lociStitched	chr20	32360527	32381445	4	10215	18863.8524	2713.0646	656	ZNF341	CHMP4B	CHMP4B	656	1
2_MACS_peak_2780_lociStitched	chr10	3798369	3808805	2	10206	29886.6168	1972.404	657		KLF6	KLF6	657	1
2_MACS_peak_11468_lociStitched	chr17	75433968	75447638	2	10205	35163.341	2334.836	658	SEPT9	SEPT9,MIR4316	SEPT9	658	1
2_MACS_peak_8648_lociStitched	chr15	52965054	52977319	2	10186	29930.2795	2497.154	659	KIAA1370		KIAA1370	659	1
1_MACS_peak_18367_lociStitched	chr3	133159524	133169707	1	10184	32962.371	2086.4967	660	BFSP2		BFSP2	660	1
2_MACS_peak_7687_lociStitched	chr14	50465108	50476984	2	10183	46150.136	1257.6684	661	C14orf182		C14orf182	661	1
2_MACS_peak_399_lociStitched	chr1	28352108	28364269	2	10178	28121.0964	2342.2086	662	EYA3		EYA3	662	1
4_MACS_peak_23954_lociStitched	chr7	36982393	36998877	4	10152	11141.5356	2787.4444	663	ELMO1	MIR1200	MIR1200	663	1
5_MACS_peak_3123_lociStitched	chr10	43931250	43952007	5	10152	20827.5738	2899.7529	664	ZNF487P	HNRNPF	ZNF487P	664	1
2_MACS_peak_13977_lociStitched	chr2	70309890	70323653	2	10140	71713.4878	2923.2612	665	PCBP1,LOC400960	LOC100133985	PCBP1	665	1
2_MACS_peak_12001_lociStitched	chr18	52983250	52996525	2	10138	17572.1175	2305.8675	666	TCF4		TCF4	666	1
4_MACS_peak_16587_lociStitched	chr21	45626304	45644600	4	10136	15443.6536	2709.6376	667		ICOSLG,DNMT3L	ICOSLG	667	1
2_MACS_peak_5198_lociStitched	chr11	115125109	115137456	2	10135	27493.0649	2202.7048	668	CADM1		CADM1	668	1
2_MACS_peak_27177_lociStitched	chr9	130730911	130744303	2	10133	23249.8512	2277.9792	669	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	669	1
5_MACS_peak_6274_lociStitched	chr12	68840554	68857586	5	10133	16587.4648	2772.8096	670			MDM1	670	1
3_MACS_peak_14328_lociStitched	chr2	109829340	109843372	3	10122	23336.6192	2776.9328	671	SH3RF3		MIR4265	671	1
3_MACS_peak_12204_lociStitched	chr19	1015248	1030052	3	10119	22812.964	3163.6148	672	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	672	1
3_MACS_peak_9831_lociStitched	chr16	50298808	50317677	3	10111	20944.59	2947.3378	673		ADCY7	ADCY7	673	1
2_MACS_peak_6029_lociStitched	chr12	51711677	51722436	2	10093	23674.1036	2414.3196	674	BIN2,CELA1	SMAGP	BIN2	674	1
4_MACS_peak_17387_lociStitched	chr3	17780609	17798536	4	10093	15530.1601	2990.2236	675	TBC1D5	TBC1D5	TBC1D5	675	1
3_MACS_peak_23766_lociStitched	chr7	18533811	18550012	3	10083	16727.5325	3063.6091	676	HDAC9		HDAC9	676	1
2_MACS_peak_15334_lociStitched	chr2	227655492	227666904	2	10081	16852.1004	2083.8312	677	IRS1	RHBDD1	IRS1	677	1
4_MACS_peak_22395_lociStitched	chr6	33537510	33559035	4	10078	20065.605	3217.9875	678	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	678	1
2_MACS_peak_4788_lociStitched	chr11	67644692	67655702	2	10077	44422.047	2540.007	679			LOC645332	679	1
2_MACS_peak_5911_lociStitched	chr12	46119438	46132421	2	10073	20938.9824	2617.3728	680	ARID2,LOC400027		ARID2	680	1
2_MACS_peak_6332_lociStitched	chr12	77452485	77465044	2	10059	32320.5865	2641.1577	681	E2F7		E2F7	681	1
3_MACS_peak_18272_lociStitched	chr3	125548650	125560669	3	10056	27691.776	2438.6551	682		MIR548I1	MIR548I1	682	1
2_MACS_peak_15629_lociStitched	chr20	9388550	9402993	2	10056	19186.0812	2276.2168	683	PLCB4		C20orf103	683	1
4_MACS_peak_24297_lociStitched	chr7	76540949	76558118	4	10053	12526.5024	2575.35	684			PMS2P11	684	1
3_MACS_peak_25414_lociStitched	chr8	37748167	37763037	3	10050	18230.62	2340.538	685	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	685	1
2_MACS_peak_19367_lociStitched	chr4	40622076	40634202	2	10047	23403.18	2219.058	686	RBM47		RBM47	686	1
4_MACS_peak_14820_lociStitched	chr2	173348365	173361405	4	10042	8421.232	2143.776	687	ITGA6		ITGA6	687	1
2_MACS_peak_8898_lociStitched	chr15	74832024	74845986	2	10039	17543.253	2545.2726	688	ARID3B		ARID3B	688	1
3_MACS_peak_26723_lociStitched	chr9	92039492	92058482	3	10032	17476.497	2922.561	689	SEMA4D		SEMA4D	689	1
2_MACS_peak_21610_lociStitched	chr5	150590201	150605650	2	10022	17619.5845	2777.7302	690	CCDC69	GM2A	CCDC69	690	1
3_MACS_peak_740_lociStitched	chr1	46790138	46807302	3	10013	29740.0628	2885.2684	691	NSUN4	UQCRH,LRRC41	NSUN4	691	1
2_MACS_peak_19846_lociStitched	chr4	106545181	106559916	2	10012	11217.7555	2667.035	692	ARHGEF38		INTS12	692	1
1_MACS_peak_5477_lociStitched	chr12	4377484	4387486	1	10003	34380.8748	2057.4114	693	CCND2	C12orf5	CCND2	693	1
1_MACS_peak_8845_lociStitched	chr15	70386666	70396663	1	9998	18439.4665	1942.4171	694	TLE3	MIR629	TLE3	694	1
1_MACS_peak_1046_lociStitched	chr1	88051575	88061569	1	9995	19654.2004	2049.7694	695			LMO4	695	1
2_MACS_peak_7909_lociStitched	chr14	72980327	72990607	2	9993	27026.12	1421.724	696	RGS6		DPF3	696	1
1_MACS_peak_4403_lociStitched	chr11	35159457	35169447	1	9991	33171.795	2328.669	697	CD44		CD44	697	1
2_MACS_peak_20797_lociStitched	chr5	58885463	58895800	2	9981	19022.1474	1706.6387	698	PDE4D	PDE4D	PDE4D	698	1
1_MACS_peak_18506_lociStitched	chr3	150314245	150324216	1	9972	34829.7001	1983.2319	699	SELT	EIF2A,SERP1	SELT	699	1
2_MACS_peak_11448_lociStitched	chr17	74777143	74788943	2	9969	17448.66	1849.06	700		MFSD11,MIR636,SRSF2	MFSD11	700	1
4_MACS_peak_26153_lociStitched	chr8	145047103	145065758	4	9969	15847.4225	3061.2855	701	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661,OPLAH	PARP10	701	1
2_MACS_peak_3752_lociStitched	chr10	104531433	104543247	2	9946	18397.9422	2022.5568	702	C10orf26		C10orf26	702	1
2_MACS_peak_13359_lociStitched	chr2	10514701	10525114	2	9943	19776.3696	1904.5377	703	HPCAL1		SNORA80B	703	1
2_MACS_peak_1250_lociStitched	chr1	111756102	111766085	2	9935	19778.3196	1056.2014	704		CHI3L2,DENND2D	CHI3L2	704	1
3_MACS_peak_6602_lociStitched	chr12	106529168	106544099	3	9935	19980.6642	2759.2488	705	NUAK1		NUAK1	705	1
2_MACS_peak_10227_lociStitched	chr16	89033197	89046401	2	9904	39445.6296	1356.0508	706	CBFA2T3	CBFA2T3	CBFA2T3	706	1
2_MACS_peak_16152_lociStitched	chr20	52480826	52491353	2	9903	53826.6564	2187.5106	707	SUMO1P1		SUMO1P1	707	1
2_MACS_peak_1551_lociStitched	chr1	152006342	152021853	2	9882	36075.4838	4630.0335	708	S100A11	S100A10,TCHHL1	S100A11	708	1
1_MACS_peak_4086_lociStitched	chr11	2791932	2801799	1	9868	36531.5808	2032.602	709	KCNQ1		KCNQ1OT1	709	1
1_MACS_peak_22575_lociStitched	chr6	45386781	45396647	1	9867	30468.1812	1888.3524	710	RUNX2	SUPT3H	RUNX2	710	1
2_MACS_peak_15966_lociStitched	chr20	40710172	40725638	2	9863	15315.9798	2318.3534	711	PTPRT		CHD6	711	1
2_MACS_peak_24713_lociStitched	chr7	122821989	122833443	2	9862	26087.6304	2313.708	712	SLC13A1		SLC13A1	712	1
2_MACS_peak_20337_lociStitched	chr4	185239219	185254365	2	9859	29811.8718	2231.0058	713			ENPP6	713	1
3_MACS_peak_1611_lociStitched	chr1	154942209	154957784	3	9847	26491.5175	4286.24	714	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	714	1
2_MACS_peak_25857_lociStitched	chr8	103658984	103670029	2	9840	9785.87	953.1835	715	KLF10		KLF10	715	1
2_MACS_peak_23790_lociStitched	chr7	20476230	20489876	2	9840	20812.8792	2083.7442	716			ITGB8	716	1
3_MACS_peak_5270_lociStitched	chr11	119553458	119567940	3	9840	16644.1626	1762.4594	717	PVRL1		PVRL1	717	1
2_MACS_peak_3997_lociStitched	chr10	130824485	130836138	2	9839	21616.315	1678.032	718			MGMT	718	1
1_MACS_peak_136_lociStitched	chr1	11622647	11632482	1	9836	14693.49	1785.0525	719			FBXO44	719	1
5_MACS_peak_3770_lociStitched	chr10	105249891	105268056	5	9835	11467.5645	3137.0955	720	NEURL	CALHM2,CALHM1,CALHM3	NEURL	720	1
4_MACS_peak_4059_lociStitched	chr11	789065	810985	4	9833	15368.112	2972.352	721	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	721	1
1_MACS_peak_1406_lociStitched	chr1	145448348	145458179	1	9832	61094.7495	3671.8785	722	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	722	1
1_MACS_peak_22628_lociStitched	chr6	52527155	52536985	1	9831	32262.06	2688.505	723	LOC730101,TMEM14A		LOC730101	723	1
2_MACS_peak_1996_lociStitched	chr1	183438574	183451948	2	9831	28172.331	4036.2732	724	SMG7		SMG7	724	1
1_MACS_peak_27131_lociStitched	chr9	128390831	128400656	1	9826	18090.7725	1871.6625	725	MAPKAP1		MAPKAP1	725	1
1_MACS_peak_15471_lociStitched	chr2	239166680	239176499	1	9820	9483.1902	982.8819	726	PER2	LOC643387,LOC151174,HES6	HES6	726	1
2_MACS_peak_21493_lociStitched	chr5	140886188	140896614	2	9804	14263.8106	1623.3282	727	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	727	1
2_MACS_peak_5385_lociStitched	chr11	129237655	129249704	2	9783	24322.1114	2342.3256	728	BARX2		BARX2	728	1
1_MACS_peak_14851_lociStitched	chr2	175456139	175465919	1	9781	45282.378	2173.116	729	WIPF1		WIPF1	729	1
2_MACS_peak_19622_lociStitched	chr4	78735945	78749590	2	9781	17211.803	2366.043	730	CNOT6L	MRPL1	CNOT6L	730	1
2_MACS_peak_18417_lociStitched	chr3	140470638	140485488	2	9779	19356.975	2128.005	731			TRIM42	731	1
1_MACS_peak_23328_lociStitched	chr6	138186755	138196532	1	9778	41322.4905	2782.5342	732	TNFAIP3		TNFAIP3	732	1
3_MACS_peak_581_lociStitched	chr1	39657121	39672199	3	9770	17425.6446	2590.4004	733	MACF1		MACF1	733	1
4_MACS_peak_4179_lociStitched	chr11	9586530	9600122	4	9769	11243.3024	2350.0568	734	WEE1		WEE1	734	1
1_MACS_peak_267_lociStitched	chr1	23849182	23858947	1	9766	37049.3865	2499.84	735	E2F2	ASAP3,ID3	E2F2	735	1
3_MACS_peak_5257_lociStitched	chr11	118964210	118980090	3	9761	17809.42	2904.452	736	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	736	1
2_MACS_peak_19587_lociStitched	chr4	76932659	76946094	2	9746	21873.5235	2132.1345	737	ART3,CXCL10	ART3,SDAD1,CXCL9,CXCL11	CXCL10	737	1
2_MACS_peak_14458_lociStitched	chr2	120059703	120071846	2	9744	16482.9082	1810.5213	738	C2orf76		C2orf76	738	1
4_MACS_peak_166_lociStitched	chr1	14329120	14344843	4	9733	13395.996	2161.9125	739			PRDM2	739	1
2_MACS_peak_15098_lociStitched	chr2	201310638	201322356	2	9729	12749.184	1983.8574	740	SPATS2L		KCTD18	740	1
2_MACS_peak_16062_lociStitched	chr20	46443215	46458400	2	9720	13695.3515	2083.382	741		SULF2	SULF2	741	1
3_MACS_peak_24808_lociStitched	chr7	130902580	130917853	3	9715	24474.9825	3509.7354	742	MKLN1		MKLN1	742	1
3_MACS_peak_25861_lociStitched	chr8	103817330	103828400	3	9704	22687.965	1379.322	743		AZIN1	AZIN1	743	1
1_MACS_peak_17026_lociStitched	chr22	39860916	39870612	1	9697	23746.4736	2110.8192	744	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	744	1
1_MACS_peak_1940_lociStitched	chr1	178544129	178553821	1	9693	59186.1364	3127.6084	745		C1orf220	C1orf220	745	1
2_MACS_peak_11459_lociStitched	chr17	75229151	75244065	2	9689	36555.7054	2583.1048	746		SEC14L1,SEPT9	SEPT9	746	1
2_MACS_peak_8540_lociStitched	chr15	45015816	45029421	2	9684	16999.4475	2484.273	747	TRIM69	B2M,PATL2	TRIM69	747	1
2_MACS_peak_24828_lociStitched	chr7	134670390	134683120	2	9680	33776.509	3485.474	748	AGBL3		AGBL3	748	1
3_MACS_peak_16419_lociStitched	chr21	34696009	34713053	3	9678	26554.552	4424.6224	749	IFNAR1		IFNAR1	749	1
1_MACS_peak_5408_lociStitched	chr11	130696085	130705752	1	9668	25773.1887	2085.1719	750			SNX19	750	1
4_MACS_peak_4438_lociStitched	chr11	44580582	44596607	4	9667	14600.3775	2523.9375	751	CD82		CD82	751	1
3_MACS_peak_15809_lociStitched	chr20	31254959	31270367	3	9665	20759.1984	2607.0336	752		C20orf203	C20orf203	752	1
3_MACS_peak_5510_lociStitched	chr12	6711764	6723984	3	9637	12901.876	2129.946	753	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	753	1
3_MACS_peak_20017_lociStitched	chr4	129724057	129741682	3	9630	19435.0875	2426.9625	754	PHF17		PHF17	754	1
1_MACS_peak_2109_lociStitched	chr1	197740098	197749726	1	9629	38072.9632	2978.9032	755	DENND1B		DENND1B	755	1
3_MACS_peak_20368_lociStitched	chr4	186225373	186240630	3	9628	14250.038	2630.3068	756	SNX25		LRP2BP	756	1
2_MACS_peak_19702_lociStitched	chr4	87854951	87869573	2	9627	19635.8838	2715.3054	757	AFF1	C4orf36	AFF1	757	1
4_MACS_peak_22390_lociStitched	chr6	33377095	33396750	4	9619	13113.816	2932.526	758	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	758	1
2_MACS_peak_6986_lociStitched	chr13	30943442	30957919	2	9617	15797.3024	1737.24	759	LOC100188949		LOC100188949	759	1
2_MACS_peak_19987_lociStitched	chr4	124330053	124341424	2	9615	12683.2134	1687.4564	760		SPRY1	SPRY1	760	1
2_MACS_peak_20803_lociStitched	chr5	58950942	58962291	2	9609	31516.173	1735.2621	761	PDE4D		PDE4D	761	1
1_MACS_peak_20448_lociStitched	chr5	1311116	1320714	1	9599	63280.5738	2048.2132	762	CLPTM1L	TERT	TERT	762	1
3_MACS_peak_12255_lociStitched	chr19	2049158	2062895	3	9589	29133.4296	3009.7767	763	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	763	1
2_MACS_peak_15991_lociStitched	chr20	42694950	42710195	2	9589	54712.7805	2484.935	764	TOX2		JPH2	764	1
3_MACS_peak_13552_lociStitched	chr2	31430168	31443461	3	9581	10194.4017	2157.4539	765	CAPN14	EHD3	CAPN14	765	1
3_MACS_peak_18694_lociStitched	chr3	171851390	171867383	3	9576	8988.066	3289.7601	766	FNDC3B		FNDC3B	766	1
4_MACS_peak_20940_lociStitched	chr5	75620004	75634517	4	9571	13141.5215	2086.9694	767	SV2C		IQGAP2	767	1
2_MACS_peak_18083_lociStitched	chr3	104237303	104247047	2	9568	33467.7168	1880.592	768			MIR548A3	768	1
