#09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_ROSE/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam
#Using cutoff of 19777.978 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuper
1_MACS_peak_5398_lociStitched	chr11	130047267	130053122	1	5856	24196.9585	1331.427	796	1
2_MACS_peak_10045_lociStitched	chr16	70460703	70474307	2	10316	25385.064	2522.1816	797	1
1_MACS_peak_25337_lociStitched	chr8	29202505	29210675	1	8171	24206.893	1393.802	798	1
2_MACS_peak_901_lociStitched	chr1	66736498	66750299	2	12965	25527.7097	2716.0368	799	1
1_MACS_peak_24516_lociStitched	chr7	101946487	101952155	1	5669	23916.126	1106.9604	800	1
1_MACS_peak_23705_lociStitched	chr7	8214286	8219514	1	5229	23845.9536	1070.6944	801	1
1_MACS_peak_21133_lociStitched	chr5	99278147	99285069	1	6923	24024.1854	1264.6494	802	1
2_MACS_peak_22311_lociStitched	chr6	30649089	30659465	2	9215	24982.2952	2246.404	803	1
3_MACS_peak_27164_lociStitched	chr9	130531745	130550032	3	11528	25901.7068	3169.1371	804	1
1_MACS_peak_3351_lociStitched	chr10	72235613	72242388	1	6776	24157.6175	1436.3	805	1
3_MACS_peak_20057_lociStitched	chr4	140148058	140166210	3	12395	25369.2352	2659.268	806	1
3_MACS_peak_533_lociStitched	chr1	36614151	36627466	3	9568	25325.13	2632.3755	807	1
1_MACS_peak_8835_lociStitched	chr15	69957749	69963894	1	6146	23932.9315	1244.977	808	1
1_MACS_peak_24642_lociStitched	chr7	113723370	113728545	1	5176	24167.7675	1505.925	809	1
3_MACS_peak_27630_lociStitched	chrX	39953205	39969534	3	12746	24010.1616	1371.636	810	1
3_MACS_peak_1284_lociStitched	chr1	115236006	115251268	3	11745	24069.7002	1459.0472	811	1
2_MACS_peak_11583_lociStitched	chr17	80405837	80418082	2	7350	25000.6165	2401.2445	812	1
3_MACS_peak_16711_lociStitched	chr22	22510886	22524143	3	7587	24546.6612	2052.1836	813	1
3_MACS_peak_4933_lociStitched	chr11	78127060	78141619	3	13566	25088.0688	2614.7964	814	1
4_MACS_peak_27590_lociStitched	chrX	37604533	37623824	4	11618	24200.5595	1801.7794	815	1
2_MACS_peak_12866_lociStitched	chr19	39338875	39349074	2	8199	24160.4111	1772.5862	816	1
2_MACS_peak_4968_lociStitched	chr11	82703925	82720106	2	10326	25465.6578	3084.0986	817	1
2_MACS_peak_9771_lociStitched	chr16	31879743	31890443	2	8379	24665.64	2319.76	818	1
1_MACS_peak_22559_lociStitched	chr6	44076567	44085724	1	9158	24084.7414	1753.5655	819	1
4_MACS_peak_11009_lociStitched	chr17	45265306	45285178	4	10848	25557.3792	3284.8416	820	1
2_MACS_peak_19226_lociStitched	chr4	18204641	18218432	2	8159	24633.4842	2363.7774	821	1
1_MACS_peak_24018_lociStitched	chr7	43147498	43154125	1	6628	23531.8143	1304.1936	822	1
4_MACS_peak_2791_lociStitched	chr10	4161772	4179761	4	12364	25033.4924	2824.273	823	1
4_MACS_peak_13231_lociStitched	chr19	56145567	56167723	4	10825	25563.5928	3354.4184	824	1
3_MACS_peak_1611_lociStitched	chr1	154942209	154957784	3	9847	26491.5175	4286.24	825	1
6_MACS_peak_12521_lociStitched	chr19	12885502	12918169	6	14500	27319.4121	5125.4523	826	1
1_MACS_peak_21144_lociStitched	chr5	100234489	100241883	1	7395	24150.2828	1959.41	827	1
4_MACS_peak_553_lociStitched	chr1	37930689	37946345	4	10338	24849.2032	2661.52	828	1
4_MACS_peak_27258_lociStitched	chr9	134595245	134615393	4	11771	25378.4208	3231.7392	829	1
1_MACS_peak_8651_lociStitched	chr15	53019137	53027067	1	7931	23904.985	1771.562	830	1
3_MACS_peak_16419_lociStitched	chr21	34696009	34713053	3	9678	26554.552	4424.6224	831	1
3_MACS_peak_4592_lociStitched	chr11	62307845	62326033	3	13733	25521.4016	3399.3372	832	1
1_MACS_peak_2787_lociStitched	chr10	3914022	3919773	1	5752	23297.301	1194.4827	833	1
1_MACS_peak_4849_lociStitched	chr11	72523365	72527769	1	4405	23212.6032	1126.1028	834	1
2_MACS_peak_12983_lociStitched	chr19	44257187	44271937	2	8857	24698.875	2672.7	835	1
1_MACS_peak_15244_lociStitched	chr2	216876950	216883543	1	6594	23334.6049	1312.007	836	1
2_MACS_peak_2362_lociStitched	chr1	211686999	211702958	2	11178	26185.5272	4170.0867	837	1
2_MACS_peak_1946_lociStitched	chr1	179048821	179059249	2	7328	24719.574	2709.1944	838	1
1_MACS_peak_11883_lociStitched	chr18	42335967	42343246	1	7280	23508.2584	1507.4809	839	1
1_MACS_peak_6285_lociStitched	chr12	69199932	69206103	1	6172	23252.9451	1257.6498	840	1
2_MACS_peak_5385_lociStitched	chr11	129237655	129249704	2	9783	24322.1114	2342.3256	841	1
3_MACS_peak_22133_lociStitched	chr6	20197279	20214300	3	12129	24695.7689	2753.9978	842	1
2_MACS_peak_6318_lociStitched	chr12	76351019	76358755	2	6970	23378.9656	1482.9912	843	1
1_MACS_peak_8818_lociStitched	chr15	68477884	68486270	1	8387	23526.0844	1641.1402	844	1
1_MACS_peak_5394_lociStitched	chr11	129870934	129874647	1	3714	22736.9268	887.7783	845	1
1_MACS_peak_18376_lociStitched	chr3	133288737	133298050	1	9314	24026.6087	2200.6619	846	1
2_MACS_peak_16919_lociStitched	chr22	36772500	36785289	2	9564	24137.9586	2331.4347	847	1
1_MACS_peak_22308_lociStitched	chr6	30581935	30586963	1	5029	23337.9648	1541.5848	848	1
1_MACS_peak_1614_lociStitched	chr1	154971032	154979718	1	8687	23966.4112	2176.7116	849	1
1_MACS_peak_18028_lociStitched	chr3	98448253	98455226	1	6974	23158.0303	1394.6	850	1
3_MACS_peak_2240_lociStitched	chr1	205279631	205295144	3	12494	25511.1285	3754.146	851	1
1_MACS_peak_19449_lociStitched	chr4	56811220	56817141	1	5922	23246.4381	1514.5918	852	1
2_MACS_peak_15697_lociStitched	chr20	17826284	17840572	2	11529	24241.0208	2524.6896	853	1
3_MACS_peak_22187_lociStitched	chr6	26020252	26035644	3	10681	24656.4448	2941.4112	854	1
1_MACS_peak_1587_lociStitched	chr1	154296795	154302383	1	5589	23721.6188	2011.1212	855	1
3_MACS_peak_6060_lociStitched	chr12	53763673	53776221	3	8398	24266.5772	2586.1428	856	1
2_MACS_peak_4461_lociStitched	chr11	45837160	45847739	2	9548	23741.3918	2065.0208	857	1
1_MACS_peak_24310_lociStitched	chr7	76894317	76901935	1	7619	23110.7266	1435.2312	858	1
1_MACS_peak_26830_lociStitched	chr9	98222956	98228413	1	5458	22683.1119	1024.2789	859	1
5_MACS_peak_6516_lociStitched	chr12	96878431	96901827	5	13900	25351.9056	3694.2284	860	1
1_MACS_peak_17026_lociStitched	chr22	39860916	39870612	1	9697	23746.4736	2110.8192	861	1
1_MACS_peak_16746_lociStitched	chr22	23497702	23502048	1	4347	22818.673	1196.8884	862	1
2_MACS_peak_15600_lociStitched	chr20	5613555	5628419	2	8970	23595.1136	1984.344	863	1
1_MACS_peak_1504_lociStitched	chr1	150335198	150339535	1	4338	23161.7485	1592.1127	864	1
1_MACS_peak_16562_lociStitched	chr21	44816521	44821370	1	4850	22686.5314	1123.9982	865	1
3_MACS_peak_27569_lociStitched	chrX	30578613	30597600	3	12314	23462.2359	1917.687	866	1
2_MACS_peak_11407_lociStitched	chr17	73774551	73782676	2	6542	23439.8125	1928.0625	867	1
4_MACS_peak_20767_lociStitched	chr5	55954067	55969986	4	11124	24106.1417	2599.5727	868	1
1_MACS_peak_16917_lociStitched	chr22	36725454	36730797	1	5344	22757.4399	1252.3992	869	1
1_MACS_peak_16298_lociStitched	chr21	16132510	16138059	1	5550	22557.2399	1082.6099	870	1
3_MACS_peak_11462_lociStitched	chr17	75314624	75330209	3	8500	23979.081	2529.4455	871	1
1_MACS_peak_27016_lociStitched	chr9	117145848	117151737	1	5890	23015.3898	1574.7186	872	1
1_MACS_peak_13117_lociStitched	chr19	49375143	49380501	1	5359	22762.9272	1346.4654	873	1
1_MACS_peak_16530_lociStitched	chr21	43345193	43350470	1	5278	22826.1912	1415.8191	874	1
4_MACS_peak_17028_lociStitched	chr22	39910955	39929580	4	11180	24774.975	3371.125	875	1
2_MACS_peak_19957_lociStitched	chr4	121683675	121696024	2	8774	23269.2207	1873.3433	876	1
3_MACS_peak_6543_lociStitched	chr12	101624675	101640613	3	11006	23750.8076	2363.6054	877	1
1_MACS_peak_23948_lociStitched	chr7	35763729	35771698	1	7970	23100.5372	1715.7257	878	1
4_MACS_peak_14122_lociStitched	chr2	86290058	86308532	4	14791	24568.5726	3218.1708	879	1
1_MACS_peak_25177_lociStitched	chr8	16402700	16409467	1	6768	22520.576	1194.3755	880	1
3_MACS_peak_25861_lociStitched	chr8	103817330	103828400	3	9704	22687.965	1379.322	881	1
2_MACS_peak_6029_lociStitched	chr12	51711677	51722436	2	10093	23674.1036	2414.3196	882	1
2_MACS_peak_14390_lociStitched	chr2	112481374	112494777	2	13388	23429.7843	2186.0293	883	1
2_MACS_peak_24590_lociStitched	chr7	106503621	106513589	2	8780	24354.8144	3133.9392	884	1
1_MACS_peak_1044_lociStitched	chr1	87792825	87803474	1	10650	23327.6994	2108.502	885	1
1_MACS_peak_9977_lociStitched	chr16	67594721	67601549	1	6829	22568.5884	1381.9872	886	1
2_MACS_peak_19367_lociStitched	chr4	40622076	40634202	2	10047	23403.18	2219.058	887	1
4_MACS_peak_23938_lociStitched	chr7	34773328	34799636	4	14810	24745.3048	3562.1032	888	1
3_MACS_peak_6440_lociStitched	chr12	92825031	92841945	3	12435	23701.5882	2581.0764	889	1
1_MACS_peak_5760_lociStitched	chr12	27329675	27340753	1	11079	23582.8464	2471.5018	890	1
1_MACS_peak_363_lociStitched	chr1	27112113	27116214	1	4102	22176.5676	1066.6701	891	1
3_MACS_peak_5587_lociStitched	chr12	10186105	10206616	3	12294	24313.7394	3292.0155	892	1
3_MACS_peak_407_lociStitched	chr1	28558609	28577103	3	11370	24469.4114	3454.6792	893	1
3_MACS_peak_11799_lociStitched	chr18	24028042	24043456	3	10581	23569.5474	2571.0552	894	1
2_MACS_peak_27177_lociStitched	chr9	130730911	130744303	2	10133	23249.8512	2277.9792	895	1
3_MACS_peak_24808_lociStitched	chr7	130902580	130917853	3	9715	24474.9825	3509.7354	896	1
1_MACS_peak_10330_lociStitched	chr17	3459385	3463583	1	4199	22001.2982	1052.4386	897	1
3_MACS_peak_6581_lociStitched	chr12	104849444	104861835	3	8393	22972.914	2024.6894	898	1
1_MACS_peak_10603_lociStitched	chr17	25541824	25547652	1	5829	22146.4	1209.31	899	1
3_MACS_peak_5090_lociStitched	chr11	102183512	102193659	3	9131	22839.8823	1909.6654	900	1
1_MACS_peak_18325_lociStitched	chr3	129026633	129037585	1	10953	23176.6224	2285.6824	901	1
1_MACS_peak_22014_lociStitched	chr6	7958903	7965971	1	7069	22356.084	1487.1072	902	1
1_MACS_peak_15084_lociStitched	chr2	198867276	198873452	1	6177	22065.6128	1217.2896	903	1
3_MACS_peak_316_lociStitched	chr1	25347150	25364650	3	8565	23369.5	2527	904	1
1_MACS_peak_22209_lociStitched	chr6	26270038	26275823	1	5786	22397.206	1564.8425	905	1
2_MACS_peak_3352_lociStitched	chr10	72249098	72260734	2	11499	23481.448	2725.1512	906	1
3_MACS_peak_11048_lociStitched	chr17	46580540	46596092	3	14123	23677.92	2925.3312	907	1
2_MACS_peak_16411_lociStitched	chr21	34600647	34613374	2	10379	23982.7588	3236.4761	908	1
3_MACS_peak_15425_lociStitched	chr2	234419428	234431458	3	8404	21964.374	1230.669	909	1
1_MACS_peak_24060_lociStitched	chr7	45064813	45069229	1	4417	21584.9664	900.4224	910	1
1_MACS_peak_27951_lociStitched	chrX	78199607	78206754	1	7148	21603.2369	945.5481	911	1
3_MACS_peak_22369_lociStitched	chr6	32805114	32823309	3	8571	23920.9665	3266.0025	912	1
1_MACS_peak_22056_lociStitched	chr6	12007633	12014261	1	6629	21719.956	1088.3176	913	1
2_MACS_peak_5925_lociStitched	chr12	46909111	46919633	2	8838	22400.2858	1781.3746	914	1
2_MACS_peak_6364_lociStitched	chr12	80683266	80695257	2	11655	22703.7594	2092.4295	915	1
4_MACS_peak_3498_lociStitched	chr10	81946281	81966413	4	13413	24283.2184	3692.2088	916	1
3_MACS_peak_14328_lociStitched	chr2	109829340	109843372	3	10122	23336.6192	2776.9328	917	1
1_MACS_peak_269_lociStitched	chr1	23879655	23890794	1	11140	22726.9017	2170.9911	918	1
1_MACS_peak_1955_lociStitched	chr1	179850149	179853734	1	3586	22035.561	1496.379	919	1
3_MACS_peak_9143_lociStitched	chr15	90721349	90736553	3	8584	22982.3664	2488.8948	920	1
3_MACS_peak_1661_lociStitched	chr1	156065547	156086192	3	9387	24724.452	4246.6765	921	1
2_MACS_peak_7454_lociStitched	chr13	114581619	114594912	2	10765	22514.3541	2041.8048	922	1
2_MACS_peak_6130_lociStitched	chr12	56726373	56734225	2	7546	22243.9308	1833.442	923	1
3_MACS_peak_15186_lociStitched	chr2	207996937	208015064	3	10848	23501.6555	3106.9678	924	1
1_MACS_peak_22854_lociStitched	chr6	89322466	89328543	1	6078	21417.7788	1034.9131	925	1
1_MACS_peak_21711_lociStitched	chr5	159892640	159898692	1	6053	21977.838	1603.1748	926	1
3_MACS_peak_13144_lociStitched	chr19	50311824	50322735	3	7710	22305.3573	1960.7067	927	1
1_MACS_peak_15974_lociStitched	chr20	42307939	42312522	1	4584	21596.9292	1262.6165	928	1
5_MACS_peak_21072_lociStitched	chr5	90561307	90577830	5	10683	22672.8606	2374.3551	929	1
2_MACS_peak_18823_lociStitched	chr3	182097996	182113830	2	12650	23388.4014	3111.381	930	1
1_MACS_peak_25353_lociStitched	chr8	29591777	29598958	1	7182	21669.3856	1393.114	931	1
2_MACS_peak_3563_lociStitched	chr10	90143747	90152739	2	7802	21984.5408	1736.3552	932	1
6_MACS_peak_4638_lociStitched	chr11	63992647	64020293	6	14417	24530.2958	4290.6592	933	1
1_MACS_peak_18210_lociStitched	chr3	121310063	121313799	1	3737	21188.724	950.812	934	1
1_MACS_peak_24579_lociStitched	chr7	105984835	105989380	1	4546	21804.6375	1572.1155	935	1
3_MACS_peak_9502_lociStitched	chr16	14486624	14502746	3	7728	22306.3992	2074.9014	936	1
1_MACS_peak_18814_lociStitched	chr3	181555250	181559820	1	4571	21511.904	1306.563	937	1
2_MACS_peak_14295_lociStitched	chr2	106405937	106416711	2	8032	22061.9198	1925.3138	938	1
2_MACS_peak_26832_lociStitched	chr9	98266892	98279580	2	9190	22084.7328	1967.9088	939	1
1_MACS_peak_26803_lociStitched	chr9	96027854	96034833	1	6980	21375.2812	1278.5528	940	1
1_MACS_peak_6298_lociStitched	chr12	72078828	72089475	1	10648	22319.3061	2262.4875	941	1
2_MACS_peak_25606_lociStitched	chr8	66857623	66866401	2	6780	21596.5134	1565.9952	942	1
5_MACS_peak_10983_lociStitched	chr17	43504769	43531718	5	15376	24165.1683	4171.7052	943	1
1_MACS_peak_20679_lociStitched	chr5	43036780	43043751	1	6972	22420.8273	2432.1819	944	1
3_MACS_peak_7384_lociStitched	chr13	103236528	103251082	3	7595	22398.606	2440.7058	945	1
3_MACS_peak_7462_lociStitched	chr13	114863363	114877821	3	9232	21886.5204	1947.4926	946	1
2_MACS_peak_3997_lociStitched	chr10	130824485	130836138	2	9839	21616.315	1678.032	947	1
1_MACS_peak_18678_lociStitched	chr3	170072099	170076765	1	4667	21190.639	1289.2158	948	1
2_MACS_peak_4687_lociStitched	chr11	65237805	65246500	2	6592	21494.9095	1638.138	949	1
1_MACS_peak_10989_lociStitched	chr17	43660297	43664700	1	4404	21016.3996	1164.5935	950	1
1_MACS_peak_3071_lociStitched	chr10	32634689	32637123	1	2435	20369.4158	518.9288	951	1
1_MACS_peak_18225_lociStitched	chr3	121792430	121798963	1	6534	21354.4171	1517.6159	952	1
2_MACS_peak_5141_lociStitched	chr11	109816083	109829975	2	9078	22109.118	2307.4612	953	1
4_MACS_peak_13091_lociStitched	chr19	48823745	48837947	4	11266	22856.6988	3061.9512	954	1
