REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_366_lociStitched	chr1	27247672	27249256	1	1585	2023.8768	529.8480000000001
1_MACS_peak_1154_lociStitched	chr1	116915665	116917249	1	1585	1369.2096	83.7936
1_MACS_peak_3476_lociStitched	chr10	127729816	127731400	1	1585	1041.0048	257.40000000000003
1_MACS_peak_4404_lociStitched	chr11	87864653	87866237	1	1585	911.2752	263.26079999999996
1_MACS_peak_5403_lociStitched	chr12	57984282	57985866	1	1585	1740.6576	298.10880000000003
1_MACS_peak_5941_lociStitched	chr12	124117568	124119152	1	1585	950.2416	164.57760000000002
1_MACS_peak_13582_lociStitched	chr2	233076369	233077953	1	1585	825.264	102.8016
1_MACS_peak_15000_lociStitched	chr22	36147800	36149384	1	1585	1032.4512	249.48
1_MACS_peak_18723_lociStitched	chr5	133303304	133304888	1	1585	2048.4287999999997	384.5952
1_MACS_peak_2087_lociStitched	chr1	213637960	213639543	1	1584	660.111	249.79739999999998
1_MACS_peak_2654_lociStitched	chr10	30364748	30366331	1	1584	742.1104	242.19899999999998
1_MACS_peak_2861_lociStitched	chr10	65224842	65226425	1	1584	1524.9039	282.2489
1_MACS_peak_5033_lociStitched	chr12	25101224	25102807	1	1584	1516.9889	268.4768
1_MACS_peak_5282_lociStitched	chr12	51762205	51763788	1	1584	1646.1617	276.5501
1_MACS_peak_5474_lociStitched	chr12	68725333	68726916	1	1584	1647.1115	314.0672
1_MACS_peak_17081_lociStitched	chr4	23890896	23892479	1	1584	1033.699	295.5461
1_MACS_peak_22097_lociStitched	chr8	23314308	23315891	1	1584	1824.4075	391.001
1_MACS_peak_23788_lociStitched	chr9	133587597	133589180	1	1584	4902.8676	199.77460000000002
1_MACS_peak_505_lociStitched	chr1	36273359	36274941	1	1583	1708.4018	200.123
1_MACS_peak_1202_lociStitched	chr1	142618291	142619873	1	1583	2681.1736	553.2254
1_MACS_peak_2066_lociStitched	chr1	212587333	212588915	1	1583	1302.9352	495.00780000000003
1_MACS_peak_2437_lociStitched	chr10	4217994	4219576	1	1583	871.2073999999999	279.6976
1_MACS_peak_2606_lociStitched	chr10	23384131	23385713	1	1583	2134.5926	224.0112
1_MACS_peak_4534_lociStitched	chr11	111944304	111945886	1	1583	3378.2028000000005	274.477
1_MACS_peak_9468_lociStitched	chr17	36452290	36453872	1	1583	1921.1807999999999	382.3694
1_MACS_peak_18662_lociStitched	chr5	126431480	126433062	1	1583	916.2944000000001	263.403
1_MACS_peak_19917_lociStitched	chr6	63008091	63009673	1	1583	812.8316000000001	165.9518
1_MACS_peak_21500_lociStitched	chr7	106376702	106378284	1	1583	1969.5900000000001	521.9018000000001
1_MACS_peak_3075_lociStitched	chr10	86088077	86089658	1	1582	2003.4432000000002	241.1025
1_MACS_peak_3973_lociStitched	chr11	60753158	60754739	1	1582	1080.7716	221.65619999999998
1_MACS_peak_7877_lociStitched	chr15	90118365	90119946	1	1582	1687.4012999999998	358.2546
1_MACS_peak_11465_lociStitched	chr19	41902791	41904372	1	1582	7952.1138	450.4269
1_MACS_peak_13260_lociStitched	chr2	195886009	195887590	1	1582	1348.7511	254.541
1_MACS_peak_18071_lociStitched	chr5	14594379	14595960	1	1582	1188.1215	305.4492
1_MACS_peak_22466_lociStitched	chr8	82044529	82046110	1	1582	1131.6798	313.038
1_MACS_peak_6066_lociStitched	chr13	26759652	26761232	1	1581	1566.886	175.538
1_MACS_peak_7840_lociStitched	chr15	85956029	85957609	1	1581	1074.874	302.886
1_MACS_peak_10841_lociStitched	chr19	2739034	2740614	1	1581	1470.348	477.318
1_MACS_peak_12131_lociStitched	chr2	40255568	40257148	1	1581	736.596	258.488
1_MACS_peak_14060_lociStitched	chr20	35100234	35101814	1	1581	1351.058	290.562
1_MACS_peak_15579_lociStitched	chr3	38387747	38389327	1	1581	2117.9900000000002	270.338
1_MACS_peak_16017_lociStitched	chr3	98437041	98438621	1	1581	919.244	251.378
1_MACS_peak_17275_lociStitched	chr4	68440714	68442294	1	1581	987.9739999999999	214.40599999999998
1_MACS_peak_18206_lociStitched	chr5	51451996	51453576	1	1581	730.75	144.57
1_MACS_peak_19457_lociStitched	chr6	26103552	26105132	1	1581	1251.3600000000001	209.35000000000002
1_MACS_peak_19836_lociStitched	chr6	46096880	46098460	1	1581	953.3720000000001	400.21400000000006
1_MACS_peak_20701_lociStitched	chr7	7240664	7242244	1	1581	1064.92	294.196
1_MACS_peak_21414_lociStitched	chr7	100964409	100965989	1	1581	1294.968	305.25600000000003
1_MACS_peak_63_lociStitched	chr1	2573557	2575136	1	1580	2967.7305	165.3213
1_MACS_peak_4764_lociStitched	chr11	133138412	133139991	1	1580	796.4476	282.1673
1_MACS_peak_6135_lociStitched	chr13	37392925	37394504	1	1580	2001.5404	81.7922
1_MACS_peak_6820_lociStitched	chr14	75642455	75644034	1	1580	3967.7111999999997	234.7973
1_MACS_peak_7172_lociStitched	chr15	31392947	31394526	1	1580	801.3425	268.5879
1_MACS_peak_9094_lociStitched	chr17	7358470	7360049	1	1580	1393.1517	508.75379999999996
1_MACS_peak_11136_lociStitched	chr19	15528748	15530327	1	1580	2989.2049	366.95959999999997
1_MACS_peak_12683_lociStitched	chr2	106307772	106309351	1	1580	1082.0887	316.2737
1_MACS_peak_13101_lociStitched	chr2	170335259	170336838	1	1580	1651.7919	306.0102
1_MACS_peak_16307_lociStitched	chr3	131220836	131222415	1	1580	2318.7615	202.7436
1_MACS_peak_22027_lociStitched	chr8	16883926	16885505	1	1580	1430.1002999999998	220.4284
1_MACS_peak_23350_lociStitched	chr9	94123047	94124626	1	1580	1786.7964	302.37850000000003
1_MACS_peak_23815_lociStitched	chr9	135644388	135645967	1	1580	1148.5646000000002	298.58889999999997
1_MACS_peak_24239_lociStitched	chrX	55186875	55188454	1	1580	1891.3262	231.3235
1_MACS_peak_5174_lociStitched	chr12	44414470	44416048	1	1579	927.2328	269.04900000000004
1_MACS_peak_6098_lociStitched	chr13	31317923	31319501	1	1579	733.2966	228.9678
1_MACS_peak_11929_lociStitched	chr2	19758868	19760446	1	1579	912.7152000000001	249.79739999999998
1_MACS_peak_16528_lociStitched	chr3	159942581	159944159	1	1579	1740.2184	265.73519999999996
1_MACS_peak_16710_lociStitched	chr3	183735022	183736600	1	1579	1495.4705999999999	543.1476
1_MACS_peak_18575_lociStitched	chr5	111092928	111094506	1	1579	3609.8327999999997	290.50980000000004
1_MACS_peak_19065_lociStitched	chr5	171493072	171494650	1	1579	1061.9940000000001	255.9516
1_MACS_peak_20984_lociStitched	chr7	44499253	44500831	1	1579	675.8574	235.27980000000002
1_MACS_peak_21221_lociStitched	chr7	75623126	75624704	1	1579	1210.6416	242.22299999999998
1_MACS_peak_1372_lociStitched	chr1	152940251	152941828	1	1578	1069.0483	366.8102
1_MACS_peak_3496_lociStitched	chr10	131264627	131266204	1	1578	1392.8064	165.9004
1_MACS_peak_4884_lociStitched	chr12	7761541	7763118	1	1578	1747.9468000000002	216.049
1_MACS_peak_5928_lociStitched	chr12	123567760	123569337	1	1578	1695.2749999999999	156.7538
1_MACS_peak_11378_lociStitched	chr19	37177731	37179308	1	1578	1759.7742999999998	378.7954
1_MACS_peak_16005_lociStitched	chr3	97613589	97615166	1	1578	1064.1596	255.00090000000003
1_MACS_peak_17315_lociStitched	chr4	75023150	75024727	1	1578	1949.4874	301.36469999999997
1_MACS_peak_20386_lociStitched	chr6	138088908	138090485	1	1578	913.7138	293.0066
1_MACS_peak_21211_lociStitched	chr7	75114592	75116169	1	1578	1559.0222	366.0217
1_MACS_peak_21590_lociStitched	chr7	121012200	121013777	1	1578	1318.2142999999999	277.7097
1_MACS_peak_22814_lociStitched	chr8	142153286	142154863	1	1578	830.1328	183.5628
1_MACS_peak_1334_lociStitched	chr1	150861800	150863376	1	1577	1253.0776	395.73359999999997
1_MACS_peak_4638_lociStitched	chr11	120894317	120895893	1	1577	1912.7912	360.2736
1_MACS_peak_5802_lociStitched	chr12	112122984	112124560	1	1577	1000.4448000000001	193.84799999999998
1_MACS_peak_7906_lociStitched	chr15	90943417	90944993	1	1577	1038.4264	336.0032
1_MACS_peak_8869_lociStitched	chr16	85707971	85709547	1	1577	811.4824	169.89280000000002
1_MACS_peak_8950_lociStitched	chr17	899621	901197	1	1577	3488.3184	439.54639999999995
1_MACS_peak_9251_lociStitched	chr17	19769999	19771575	1	1577	1730.7632	139.9488
1_MACS_peak_13928_lociStitched	chr20	25016285	25017861	1	1577	943.8664	252.00239999999997
1_MACS_peak_17491_lociStitched	chr4	102005148	102006724	1	1577	893.4344	301.64639999999997
1_MACS_peak_19359_lociStitched	chr6	13383191	13384767	1	1577	912.1888	308.5808
1_MACS_peak_19751_lociStitched	chr6	41672932	41674508	1	1577	1022.036	266.9744
1_MACS_peak_20932_lociStitched	chr7	38217086	38218662	1	1577	1358.6696	440.96479999999997
1_MACS_peak_790_lociStitched	chr1	55621188	55622763	1	1576	1267.56	255.15
1_MACS_peak_1136_lociStitched	chr1	115123623	115125198	1	1576	1235.9025	219.71250000000003
1_MACS_peak_14458_lociStitched	chr21	20271077	20272652	1	1576	1029.105	235.14749999999998
1_MACS_peak_18283_lociStitched	chr5	58981431	58983006	1	1576	944.5275	277.0425
1_MACS_peak_1631_lociStitched	chr1	167460863	167462437	1	1575	862.8668	332.7436
1_MACS_peak_2766_lociStitched	chr10	47395258	47396832	1	1575	2443.7924	374.9268
1_MACS_peak_5180_lociStitched	chr12	46062442	46064016	1	1575	855.9411999999999	389.4076
1_MACS_peak_5263_lociStitched	chr12	50676575	50678149	1	1575	1228.8218	283.94960000000003
1_MACS_peak_7680_lociStitched	chr15	74987555	74989129	1	1575	1680.7172	348.4836
1_MACS_peak_15443_lociStitched	chr3	14782227	14783801	1	1575	1095.1892	285.9958
1_MACS_peak_15703_lociStitched	chr3	46886887	46888461	1	1575	1850.5518	252.94180000000003
1_MACS_peak_22987_lociStitched	chr9	14321965	14323539	1	1575	1628.1456	69.0986
1_MACS_peak_24588_lociStitched	chrX	148712619	148714193	1	1575	985.1666	175.8158
1_MACS_peak_336_lociStitched	chr1	26361331	26362904	1	1574	835.8922	247.11829999999998
1_MACS_peak_392_lociStitched	chr1	28473892	28475465	1	1574	1003.7313	314.4427
1_MACS_peak_5243_lociStitched	chr12	49627742	49629315	1	1574	1035.3486	331.7457
1_MACS_peak_13482_lociStitched	chr2	219773025	219774598	1	1574	2050.4055000000003	347.9476
1_MACS_peak_14956_lociStitched	chr22	31948320	31949893	1	1574	1445.7443	248.8486
1_MACS_peak_15350_lociStitched	chr3	4344455	4346028	1	1574	2715.7844999999998	310.5102
1_MACS_peak_2586_lociStitched	chr10	21873543	21875115	1	1573	1259.8008	231.3984
1_MACS_peak_2865_lociStitched	chr10	67100901	67102473	1	1573	948.5448000000001	254.66400000000002
1_MACS_peak_4618_lociStitched	chr11	119204493	119206065	1	1573	1441.2096	265.1964
1_MACS_peak_7518_lociStitched	chr15	63232260	63233832	1	1573	740.4119999999999	298.5228
1_MACS_peak_11224_lociStitched	chr19	18653748	18655320	1	1573	954.204	232.65599999999998
1_MACS_peak_11383_lociStitched	chr19	37861139	37862711	1	1573	1833.738	322.8888
1_MACS_peak_23158_lociStitched	chr9	43132971	43134543	1	1573	1158.2496	288.3048
1_MACS_peak_3863_lociStitched	chr11	44087125	44088696	1	1572	2315.1827	198.8886
1_MACS_peak_4586_lociStitched	chr11	118229545	118231116	1	1572	1006.6968	515.7592999999999
1_MACS_peak_5655_lociStitched	chr12	97113389	97114960	1	1572	1062.3102000000001	340.907
1_MACS_peak_6805_lociStitched	chr14	74318057	74319628	1	1572	1089.8027	203.9158
1_MACS_peak_7309_lociStitched	chr15	41694011	41695582	1	1572	1757.3206	337.765
1_MACS_peak_10458_lociStitched	chr18	32923564	32925135	1	1572	2915.4618	379.3965
1_MACS_peak_12731_lociStitched	chr2	110653387	110654958	1	1572	812.6782999999999	252.1455
1_MACS_peak_14998_lociStitched	chr22	36022976	36024547	1	1572	2153.3697	346.8768
1_MACS_peak_17092_lociStitched	chr4	24857389	24858960	1	1572	766.0196	265.3419
1_MACS_peak_21261_lociStitched	chr7	82072315	82073886	1	1572	1231.3498000000002	172.4958
1_MACS_peak_21552_lociStitched	chr7	115386844	115388415	1	1572	950.2979	317.4991
1_MACS_peak_21835_lociStitched	chr7	149535034	149536605	1	1572	2969.6613	491.40880000000004
1_MACS_peak_22411_lociStitched	chr8	71580621	71582192	1	1572	2271.5089	361.8013
1_MACS_peak_496_lociStitched	chr1	36004066	36005636	1	1571	1026.623	284.484
1_MACS_peak_948_lociStitched	chr1	85930011	85931581	1	1571	1141.704	250.25799999999998
1_MACS_peak_2375_lociStitched	chr1	246886956	246888526	1	1571	2329.252	219.32899999999998
1_MACS_peak_3224_lociStitched	chr10	101988510	101990080	1	1571	1518.9750000000001	255.43900000000002
1_MACS_peak_4817_lociStitched	chr12	3981519	3983089	1	1571	1521.33	261.091
1_MACS_peak_7975_lociStitched	chr15	100243284	100244854	1	1571	718.746	254.183
1_MACS_peak_13787_lociStitched	chr20	5750652	5752222	1	1571	949.379	269.56899999999996
1_MACS_peak_16137_lociStitched	chr3	114050922	114052492	1	1571	883.7529999999999	218.387
1_MACS_peak_18837_lociStitched	chr5	142149881	142151451	1	1571	1236.532	247.90300000000002
1_MACS_peak_19815_lociStitched	chr6	44671503	44673073	1	1571	1303.414	246.647
1_MACS_peak_22222_lociStitched	chr8	37643166	37644736	1	1571	1813.664	398.30899999999997
1_MACS_peak_24647_lociStitched	chrX	154443958	154445528	1	1571	2227.83	141.928
1_MACS_peak_1152_lociStitched	chr1	116710433	116712002	1	1570	924.141	177.297
1_MACS_peak_1784_lociStitched	chr1	185662497	185664066	1	1570	1443.1662	414.6867
1_MACS_peak_2162_lociStitched	chr1	224544025	224545594	1	1570	1917.0042	430.69050000000004
1_MACS_peak_3085_lociStitched	chr10	88698625	88700194	1	1570	716.7192	230.643
1_MACS_peak_7409_lociStitched	chr15	49446689	49448258	1	1570	2141.0574	342.1989
1_MACS_peak_8144_lociStitched	chr16	5808845	5810414	1	1570	965.5625999999999	320.07599999999996
1_MACS_peak_15732_lociStitched	chr3	48672144	48673713	1	1570	1281.5592	302.1894
1_MACS_peak_17770_lociStitched	chr4	156387457	156389026	1	1570	833.4528	232.0551
1_MACS_peak_20815_lociStitched	chr7	24113606	24115175	1	1570	1971.1347	329.3331
1_MACS_peak_806_lociStitched	chr1	59322934	59324502	1	1569	1000.8543999999999	287.728
1_MACS_peak_2526_lociStitched	chr10	14529762	14531330	1	1569	996.1504	294.4704
1_MACS_peak_4567_lociStitched	chr11	115866709	115868277	1	1569	1154.5184	309.68
1_MACS_peak_6500_lociStitched	chr14	23387240	23388808	1	1569	1552.4768	221.40159999999997
1_MACS_peak_8583_lociStitched	chr16	56553165	56554733	1	1569	1875.7984	291.1776
1_MACS_peak_9827_lociStitched	chr17	56769397	56770965	1	1569	2145.3376000000003	329.75039999999996
1_MACS_peak_10947_lociStitched	chr19	7745014	7746582	1	1569	1724.1727999999998	485.1392
1_MACS_peak_11999_lociStitched	chr2	27008508	27010076	1	1569	1505.1232	318.6176
1_MACS_peak_15122_lociStitched	chr22	39672836	39674404	1	1569	829.7856	186.59199999999998
1_MACS_peak_15965_lociStitched	chr3	73616851	73618419	1	1569	795.6031999999999	151.46880000000002
1_MACS_peak_16215_lociStitched	chr3	124448634	124450202	1	1569	2673.9104	306.2304
1_MACS_peak_22815_lociStitched	chr8	142172437	142174005	1	1569	842.9567999999999	161.504
1_MACS_peak_22905_lociStitched	chr9	536361	537929	1	1569	770.0448	249.312
1_MACS_peak_188_lociStitched	chr1	15557515	15559082	1	1568	684.6223	242.1015
1_MACS_peak_2980_lociStitched	chr10	75757107	75758674	1	1568	1888.0783000000001	375.9233
1_MACS_peak_10462_lociStitched	chr18	33171842	33173409	1	1568	1211.7611	235.99020000000002
1_MACS_peak_12662_lociStitched	chr2	101659868	101661435	1	1568	822.3616000000001	268.5838
1_MACS_peak_17077_lociStitched	chr4	22851634	22853201	1	1568	775.9784	194.6214
1_MACS_peak_20043_lociStitched	chr6	89209191	89210758	1	1568	736.0199	263.72610000000003
1_MACS_peak_20775_lociStitched	chr7	20777108	20778675	1	1568	1333.3603	199.00900000000001
1_MACS_peak_21612_lociStitched	chr7	123197080	123198647	1	1568	3136.3505	684.1522
1_MACS_peak_23465_lociStitched	chr9	102971504	102973071	1	1568	1131.374	309.9526
1_MACS_peak_23885_lociStitched	chr9	140044112	140045679	1	1568	666.1316999999999	180.205
1_MACS_peak_348_lociStitched	chr1	26758043	26759609	1	1567	1607.9687999999999	352.97639999999996
1_MACS_peak_1978_lociStitched	chr1	206808037	206809603	1	1567	1468.5947999999999	442.8648
1_MACS_peak_7544_lociStitched	chr15	64888624	64890190	1	1567	1016.4906	359.7102
1_MACS_peak_10604_lociStitched	chr18	54041006	54042572	1	1567	1186.8714	278.1216
1_MACS_peak_11324_lociStitched	chr19	34150769	34152335	1	1567	988.6157999999999	357.831
1_MACS_peak_12895_lociStitched	chr2	130901630	130903196	1	1567	974.6783999999999	238.3452
1_MACS_peak_13164_lociStitched	chr2	177133676	177135242	1	1567	3480.2783999999997	275.14619999999996
1_MACS_peak_16402_lociStitched	chr3	143566154	143567720	1	1567	932.2398000000001	358.61400000000003
1_MACS_peak_16974_lociStitched	chr4	6674880	6676446	1	1567	910.9422	230.202
1_MACS_peak_17622_lociStitched	chr4	123579276	123580842	1	1567	671.031	237.0924
1_MACS_peak_17997_lociStitched	chr5	1535874	1537440	1	1567	994.41	304.43039999999996
1_MACS_peak_18058_lociStitched	chr5	10631858	10633424	1	1567	1527.1632	221.4324
1_MACS_peak_20097_lociStitched	chr6	97394302	97395868	1	1567	732.888	272.0142
1_MACS_peak_24290_lociStitched	chrX	65970010	65971576	1	1567	747.2952	166.6224
1_MACS_peak_5942_lociStitched	chr12	124196174	124197739	1	1566	872.1745000000001	96.56049999999999
1_MACS_peak_6380_lociStitched	chr13	108921573	108923138	1	1566	1017.7195	334.284
1_MACS_peak_6424_lociStitched	chr13	114461337	114462902	1	1566	1917.1250000000002	277.78749999999997
1_MACS_peak_8170_lociStitched	chr16	10479196	10480761	1	1566	1212.0925	413.3165
1_MACS_peak_8211_lociStitched	chr16	11903341	11904906	1	1566	1977.0645000000002	296.2545
1_MACS_peak_14798_lociStitched	chr22	21903982	21905547	1	1566	649.788	206.267
1_MACS_peak_19491_lociStitched	chr6	26659223	26660788	1	1566	1861.411	300.6365
1_MACS_peak_21876_lociStitched	chr7	152686218	152687783	1	1566	847.4475	173.24550000000002
1_MACS_peak_23892_lociStitched	chr9	140171518	140173083	1	1566	1489.7235	145.858
1_MACS_peak_2311_lociStitched	chr1	235529861	235531425	1	1565	1374.5996	432.1332
1_MACS_peak_7134_lociStitched	chr15	28147652	28149216	1	1565	1567.5972	117.61280000000001
1_MACS_peak_11662_lociStitched	chr19	50083065	50084629	1	1565	994.0784000000001	245.8608
1_MACS_peak_14857_lociStitched	chr22	24255180	24256744	1	1565	2147.5284	321.5584
1_MACS_peak_20526_lociStitched	chr6	158588650	158590214	1	1565	1541.0092	154.836
1_MACS_peak_21651_lociStitched	chr7	128523471	128525035	1	1565	1961.5688	515.4944
1_MACS_peak_22074_lociStitched	chr8	22422486	22424050	1	1565	901.4896	125.902
1_MACS_peak_24395_lociStitched	chrX	101186144	101187708	1	1565	2286.7244	129.6556
1_MACS_peak_24640_lociStitched	chrX	154011516	154013080	1	1565	859.418	132.6272
1_MACS_peak_937_lociStitched	chr1	84542872	84544435	1	1564	692.8779000000001	105.03359999999999
1_MACS_peak_2820_lociStitched	chr10	56229243	56230806	1	1564	1213.3569	276.4947
1_MACS_peak_4469_lociStitched	chr11	103799674	103801237	1	1564	771.1842	323.2284
1_MACS_peak_8322_lociStitched	chr16	22447850	22449413	1	1564	1959.6894	299.62710000000004
1_MACS_peak_9497_lociStitched	chr17	37859276	37860839	1	1564	1097.3823	292.281
1_MACS_peak_17832_lociStitched	chr4	171596254	171597817	1	1564	1552.059	255.5505
1_MACS_peak_18361_lociStitched	chr5	71603179	71604742	1	1564	2494.0791	269.4612
1_MACS_peak_22531_lociStitched	chr8	97656821	97658384	1	1564	1386.0684	130.5105
1_MACS_peak_24064_lociStitched	chrX	24482546	24484109	1	1564	1106.1351	136.2936
1_MACS_peak_4138_lociStitched	chr11	66205446	66207008	1	1563	4870.1598	424.3954
1_MACS_peak_4673_lociStitched	chr11	125170108	125171670	1	1563	937.1999999999999	257.5738
1_MACS_peak_8623_lociStitched	chr16	58425865	58427427	1	1563	4384.2216	375.661
1_MACS_peak_12168_lociStitched	chr2	45395654	45397216	1	1563	1426.2622000000001	167.134
1_MACS_peak_12434_lociStitched	chr2	71503061	71504623	1	1563	1647.5975999999998	361.4468
1_MACS_peak_12464_lociStitched	chr2	74618181	74619743	1	1563	4465.4456	385.6578
1_MACS_peak_16422_lociStitched	chr3	148942158	148943720	1	1563	1414.8596	303.65279999999996
1_MACS_peak_22180_lociStitched	chr8	29903224	29904786	1	1563	1340.8208000000002	284.7526
1_MACS_peak_23550_lociStitched	chr9	114936423	114937985	1	1563	1158.6916	158.6992
1_MACS_peak_889_lociStitched	chr1	68201354	68202915	1	1562	2017.5925	357.469
1_MACS_peak_2147_lociStitched	chr1	222987570	222989131	1	1562	2367.8808999999997	447.0704
2_MACS_peak_7495_lociStitched	chr15	59729608	59731169	2	1509	982.8056	197.62259999999998
1_MACS_peak_9917_lociStitched	chr17	63910336	63911897	1	1562	1085.9877	291.7509
1_MACS_peak_12279_lociStitched	chr2	61292601	61294162	1	1562	1965.6112	238.05249999999998
1_MACS_peak_16512_lociStitched	chr3	158564527	158566088	1	1562	1370.7141	350.9128
1_MACS_peak_20210_lociStitched	chr6	113148335	113149896	1	1562	1040.2504	147.9828
1_MACS_peak_23627_lociStitched	chr9	124131652	124133213	1	1562	1094.5732	298.3071
1_MACS_peak_372_lociStitched	chr1	27648230	27649790	1	1561	1944.072	292.344
1_MACS_peak_577_lociStitched	chr1	40348283	40349843	1	1561	999.3359999999999	411.37199999999996
1_MACS_peak_705_lociStitched	chr1	47069003	47070563	1	1561	1484.964	308.412
1_MACS_peak_2516_lociStitched	chr10	13278269	13279829	1	1561	813.54	184.85999999999999
1_MACS_peak_11730_lociStitched	chr19	55627346	55628906	1	1561	1237.236	254.904
1_MACS_peak_11995_lociStitched	chr2	26634446	26636006	1	1561	1861.236	280.644
1_MACS_peak_14758_lociStitched	chr22	18631910	18633470	1	1561	1253.304	327.132
1_MACS_peak_16086_lociStitched	chr3	109593332	109594892	1	1561	1185.288	290.316
1_MACS_peak_19252_lociStitched	chr6	5084903	5086463	1	1561	890.136	225.108
1_MACS_peak_24296_lociStitched	chrX	69352878	69354438	1	1561	1138.8	159.27599999999998
1_MACS_peak_3870_lociStitched	chr11	44937667	44939226	1	1560	873.1959	276.5666
1_MACS_peak_5683_lociStitched	chr12	102454671	102456230	1	1560	1971.3555	419.37100000000004
1_MACS_peak_13568_lociStitched	chr2	232378362	232379921	1	1560	1078.0485	181.77939999999998
1_MACS_peak_18351_lociStitched	chr5	69710405	69711964	1	1560	833.5972999999999	280.77590000000004
1_MACS_peak_24110_lociStitched	chrX	40439423	40440982	1	1560	1015.8444	170.0869
1_MACS_peak_1610_lociStitched	chr1	165666802	165668360	1	1559	2640.031	463.505
1_MACS_peak_3306_lociStitched	chr10	105531377	105532935	1	1559	1161.9564	239.6204
1_MACS_peak_12195_lociStitched	chr2	47142212	47143770	1	1559	1978.8158	325.9336
1_MACS_peak_14783_lociStitched	chr22	20747636	20749194	1	1559	1302.488	372.2062
1_MACS_peak_19679_lociStitched	chr6	35015865	35017423	1	1559	1536.0322	370.95980000000003
1_MACS_peak_20417_lociStitched	chr6	139551211	139552769	1	1559	793.8009999999999	227.15640000000002
1_MACS_peak_21002_lociStitched	chr7	45243058	45244616	1	1559	920.4664	215.93880000000001
1_MACS_peak_22495_lociStitched	chr8	92052307	92053865	1	1559	885.8788	131.9626
1_MACS_peak_23855_lociStitched	chr9	139333134	139334692	1	1559	2234.4836	224.81940000000003
1_MACS_peak_24479_lociStitched	chrX	119763076	119764634	1	1559	1429.6208	131.02779999999998
1_MACS_peak_1309_lociStitched	chr1	149870597	149872154	1	1558	2982.1221	400.149
1_MACS_peak_3896_lociStitched	chr11	46866652	46868209	1	1558	2055.2400000000002	343.4742
1_MACS_peak_4155_lociStitched	chr11	66823482	66825039	1	1558	1058.76	336.312
1_MACS_peak_6088_lociStitched	chr13	30880626	30882183	1	1558	1580.5106999999998	136.08180000000002
1_MACS_peak_7971_lociStitched	chr15	99779357	99780914	1	1558	957.8664	250.05419999999998
1_MACS_peak_8460_lociStitched	chr16	30797474	30799031	1	1558	761.6844	154.6101
1_MACS_peak_8475_lociStitched	chr16	31152907	31154464	1	1558	1034.7821999999999	203.1885
1_MACS_peak_10110_lociStitched	chr17	75953386	75954943	1	1558	1554.3531	317.16089999999997
1_MACS_peak_10662_lociStitched	chr18	60901424	60902981	1	1558	792.9801	257.3721
1_MACS_peak_11870_lociStitched	chr2	10053949	10055506	1	1558	1163.2347	291.0033
1_MACS_peak_14316_lociStitched	chr20	55042860	55044417	1	1558	1068.102	312.80129999999997
1_MACS_peak_17429_lociStitched	chr4	88311686	88313243	1	1558	1095.0381	337.0905
1_MACS_peak_20172_lociStitched	chr6	109119138	109120695	1	1558	839.6901	159.12539999999998
1_MACS_peak_1031_lociStitched	chr1	97186864	97188420	1	1557	1416.1156	133.816
1_MACS_peak_1443_lociStitched	chr1	155266575	155268131	1	1557	1085.7767999999999	363.7928
1_MACS_peak_3983_lociStitched	chr11	61181414	61182970	1	1557	1145.0604	382.9316
2_MACS_peak_6459_lociStitched	chr14	20868749	20870305	2	1533	770.6868000000001	128.37
1_MACS_peak_6814_lociStitched	chr14	75348011	75349567	1	1557	1804.182	161.5128
1_MACS_peak_10366_lociStitched	chr18	13136748	13138304	1	1557	1124.21	271.2108
1_MACS_peak_11108_lociStitched	chr19	14016311	14017867	1	1557	1366.168	265.4536
1_MACS_peak_16598_lociStitched	chr3	172240384	172241940	1	1557	1743.9648	419.49760000000003
1_MACS_peak_18119_lociStitched	chr5	32324904	32326460	1	1557	920.9964	260.9412
1_MACS_peak_18900_lociStitched	chr5	149184914	149186470	1	1557	2032.136	278.9908
1_MACS_peak_18977_lociStitched	chr5	157170309	157171865	1	1557	1809.0056000000002	222.19680000000002
1_MACS_peak_22829_lociStitched	chr8	144450757	144452313	1	1557	1188.4728	238.06799999999998
1_MACS_peak_691_lociStitched	chr1	46390963	46392518	1	1556	823.0615	254.087
1_MACS_peak_4399_lociStitched	chr11	86666363	86667918	1	1556	1215.5435	329.971
1_MACS_peak_6480_lociStitched	chr14	21923509	21925064	1	1556	901.5889999999999	138.5505
1_MACS_peak_9604_lociStitched	chr17	41392344	41393899	1	1556	5662.8435	239.159
1_MACS_peak_11207_lociStitched	chr19	18155083	18156638	1	1556	1002.1975	399.47950000000003
1_MACS_peak_12431_lociStitched	chr2	71327855	71329410	1	1556	938.7535	288.608
1_MACS_peak_15476_lociStitched	chr3	18264615	18266170	1	1556	845.9200000000001	319.086
1_MACS_peak_17762_lociStitched	chr4	154169673	154171228	1	1556	1338.855	331.68149999999997
1_MACS_peak_20802_lociStitched	chr7	23052474	23054029	1	1556	1347.0964999999999	201.6835
1_MACS_peak_23738_lociStitched	chr9	131266539	131268094	1	1556	1897.8774999999998	392.6375
