REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
6_MACS_peak_5313_lociStitched	chr12	53845743	53873572	6	21933	20081.4064	4856.1605	560	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	560	1
3_MACS_peak_18121_lociStitched	chr5	32530719	32544093	3	10793	17886.3876	2666.7756	561		SUB1	SUB1	561	1
4_MACS_peak_5188_lociStitched	chr12	46764510	46785436	4	10640	18331.176	3113.7888	562	SLC38A2		SLC38A2	562	1
1_MACS_peak_23341_lociStitched	chr9	93732515	93738165	1	5651	16287.82	1081.975	563			LOC100129316	563	1
1_MACS_peak_3345_lociStitched	chr10	112255883	112264770	1	8888	17135.9134	1930.2564	564	DUSP5		DUSP5	564	1
2_MACS_peak_16634_lociStitched	chr3	177068667	177080333	2	9248	18382.1162	3199.9838	565			TBL1XR1	565	1
1_MACS_peak_18757_lociStitched	chr5	137088266	137091481	1	3216	15744.1765	584.1655	566	HNRNPA0	NPY6R,KLHL3	HNRNPA0	566	1
1_MACS_peak_16811_lociStitched	chr3	193799733	193803863	1	4131	16565.843	1410.808	567			HES1	567	1
4_MACS_peak_393_lociStitched	chr1	28558578	28587338	4	13158	19737.988	4595.848	568	ATPIF1,SESN2,DNAJC8	PTAFR	ATPIF1	568	1
2_MACS_peak_14890_lociStitched	chr22	26974927	26992414	2	10152	18114.7833	2976.2874	569	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	569	1
2_MACS_peak_9017_lociStitched	chr17	3813351	3821194	2	7506	16665.5907	1544.2867	570	P2RX1	CAMKK1,ATP2A3	P2RX1	570	1
4_MACS_peak_6861_lociStitched	chr14	81930633	81953068	4	14977	17034.8955	1913.7055	571	SEL1L		SEL1L	571	1
3_MACS_peak_14257_lociStitched	chr20	50015694	50032796	3	9853	17556.9132	2437.035	572	NFATC2	MIR3194	MIR3194	572	1
1_MACS_peak_2847_lociStitched	chr10	63802950	63812185	1	9236	17038.575	1928.268	573	ARID5B		ARID5B	573	1
6_MACS_peak_4046_lociStitched	chr11	63992814	64019947	6	11717	19701.2713	4628.8898	574	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	574	1
6_MACS_peak_24494_lociStitched	chrX	128892928	128921273	6	14054	18095.448	3047.0875	575	XPNPEP2,SASH3		SASH3	575	1
2_MACS_peak_11460_lociStitched	chr19	41801678	41817081	2	8057	18013.8085	2982.0208	576	HNRNPUL1,CCDC97	TGFB1	CCDC97	576	1
2_MACS_peak_9443_lociStitched	chr17	34889657	34902456	2	5516	17168.5786	2137.433	577	PIGW,GGNBP2,MYO19	ZNHIT3,DHRS11	PIGW	577	1
5_MACS_peak_23791_lociStitched	chr9	134126998	134153372	5	14429	19313.6802	4309.5116	578	FAM78A	PPAPDC3	FAM78A	578	1
5_MACS_peak_14894_lociStitched	chr22	27037718	27071126	5	11929	20559.2832	5572.4544	579	MIAT	CRYBA4,CRYBB1	MIAT	579	1
2_MACS_peak_2220_lociStitched	chr1	228268945	228279346	2	7897	17635.9356	2662.656	580	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	580	1
6_MACS_peak_8427_lociStitched	chr16	30193749	30227311	6	16008	22046.8778	7125.2126	581	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	581	1
2_MACS_peak_7878_lociStitched	chr15	90293055	90306242	2	5196	16802.8754	1893.6532	582	MESP1	MESP2	MESP1	582	1
5_MACS_peak_4848_lociStitched	chr12	6552073	6580881	5	10243	19606.7248	4701.4656	583	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	583	1
1_MACS_peak_16497_lociStitched	chr3	156875808	156879535	1	3728	16096.1676	1193.3854	584	CCNL1	LOC339894	CCNL1	584	1
1_MACS_peak_2569_lociStitched	chr10	17268581	17274300	1	5720	16008.6248	1107.7703	585	VIM	TRDMT1	VIM	585	1
4_MACS_peak_12315_lociStitched	chr2	64430679	64456338	4	9973	18864.4968	3992.5404	586	LOC150992		LOC150992	586	1
4_MACS_peak_11159_lociStitched	chr19	16544729	16561491	4	9217	17476.0612	2608.1672	587	EPS15L1	C19orf44,CALR3	EPS15L1	587	1
2_MACS_peak_15086_lociStitched	chr22	39146281	39153048	2	6439	16265.8379	1398.0622	588	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	588	1
1_MACS_peak_5904_lociStitched	chr12	122237298	122242073	1	4776	15218.88	385.82	589	LOC338799	SETD1B,RHOF	LOC338799	589	1
4_MACS_peak_20438_lociStitched	chr6	143162958	143179778	4	11991	16184.204	1354.01	590	HIVEP2		HIVEP2	590	1
1_MACS_peak_13169_lociStitched	chr2	178127321	178130917	1	3597	15378.6536	560.2568	591	NFE2L2	HNRNPA3,MIR3128	NFE2L2	591	1
4_MACS_peak_18919_lociStitched	chr5	150459419	150475540	4	9640	17475.164	2659.965	592	TNIP1	ANXA6	TNIP1	592	1
3_MACS_peak_14140_lociStitched	chr20	42569475	42585482	3	11762	17753.3637	2962.8957	593	TOX2		TOX2	593	1
5_MACS_peak_23963_lociStitched	chrX	10065343	10091103	5	12100	17024.784	2251.424	594	WWC3	CLCN4	CLCN4	594	1
1_MACS_peak_22779_lociStitched	chr8	134579263	134586090	1	6828	16408.6945	1637.7973	595	ST3GAL1		ST3GAL1	595	1
1_MACS_peak_23585_lociStitched	chr9	117210241	117216227	1	5987	15998.1836	1264.2432	596	DFNB31		DFNB31	596	1
2_MACS_peak_14530_lociStitched	chr21	34745740	34757310	2	7945	17376.983	2653.001	597		IFNAR1,IFNGR2	IFNGR2	597	1
4_MACS_peak_9259_lociStitched	chr17	20204821	20221701	4	10159	17045.424	2337.88	598	SPECC1	CCDC144C	CCDC144C	598	1
2_MACS_peak_10097_lociStitched	chr17	75361703	75369784	2	6074	15990.6828	1297.0005	599	SEPT9	SEPT9,MIR4316	SEPT9	599	1
5_MACS_peak_19601_lociStitched	chr6	31773851	31804728	5	11589	19619.2458	4934.1446	600	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	600	1
2_MACS_peak_22771_lociStitched	chr8	134221487	134232164	2	6472	16411.6167	1732.8771	601	WISP1		WISP1	601	1
3_MACS_peak_10323_lociStitched	chr18	9134802	9150554	3	13151	17497.3216	2825.9088	602	ANKRD12	NDUFV2	ANKRD12	602	1
3_MACS_peak_14527_lociStitched	chr21	34696150	34712591	3	7947	18527.3629	3875.1437	603	IFNAR1		IFNAR1	603	1
1_MACS_peak_1340_lociStitched	chr1	151041988	151044461	1	2474	15492.6031	848.239	604	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	604	1
2_MACS_peak_23234_lociStitched	chr9	73026478	73036517	2	6911	16333.453	1689.5637	605	KLF9		KLF9	605	1
1_MACS_peak_559_lociStitched	chr1	39973608	39977879	1	4272	15576.7641	935.7761	606	BMP8A	PPIEL	BMP8A	606	1
4_MACS_peak_1759_lociStitched	chr1	183865321	183885659	4	11568	19056.706	4427.5826	607	RGL1		GLT25D2	607	1
1_MACS_peak_10812_lociStitched	chr19	2234850	2240933	1	6084	16001.3315	1389.3572	608	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	608	1
1_MACS_peak_7060_lociStitched	chr14	106207428	106212055	1	4628	14963.2553	353.9655	609			KIAA0125	609	1
1_MACS_peak_14618_lociStitched	chr21	41384619	41389742	1	5124	16339.8085	1737.7216	610	DSCAM		PCP4	610	1
4_MACS_peak_9199_lociStitched	chr17	17725465	17744790	4	8648	17494.9225	2894.885	611	SREBF1	SMCR5,MIR33B	SREBF1	611	1
1_MACS_peak_22035_lociStitched	chr8	17940410	17943084	1	2675	15204.364	617.9614	612	ASAH1		ASAH1	612	1
3_MACS_peak_16563_lociStitched	chr3	169656776	169668117	3	9898	16988.818	2431.5104	613	SAMD7,LOC100128164	SEC62	LOC100128164	613	1
2_MACS_peak_329_lociStitched	chr1	25958475	25970569	2	4014	16208.3788	1660.5062	614	MAN1C1		MAN1C1	614	1
3_MACS_peak_8851_lociStitched	chr16	84132624	84151795	3	8427	15821.8263	1320.8819	615	MBTPS1	LRRC50,HSDL1	MBTPS1	615	1
3_MACS_peak_23662_lociStitched	chr9	127622924	127635908	3	7703	16689.6336	2195.5944	616	ARPC5L,RPL35	WDR38	ARPC5L	616	1
4_MACS_peak_7887_lociStitched	chr15	90574096	90591839	4	11315	17421.8517	2932.9179	617	ZNF710		ZNF710	617	1
1_MACS_peak_7623_lociStitched	chr15	70387110	70396876	1	9767	16066.0466	1611.39	618	TLE3	MIR629	TLE3	618	1
1_MACS_peak_13470_lociStitched	chr2	219431948	219435871	1	3924	15278.9081	835.599	619	RQCD1,USP37	PLCD4	RQCD1	619	1
2_MACS_peak_19566_lociStitched	chr6	30684060	30690858	2	6147	15962.3838	1522.752	620	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	620	1
1_MACS_peak_4026_lociStitched	chr11	62647586	62650914	1	3329	15110.1184	674.5856	621	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	621	1
3_MACS_peak_24102_lociStitched	chrX	39953209	39969471	3	11778	15611.52	1180.6212	622	BCOR		BCOR	622	1
2_MACS_peak_22793_lociStitched	chr8	137189365	137201300	2	10435	16623.068	2221.1035	623			KHDRBS3	623	1
3_MACS_peak_13903_lociStitched	chr20	23329940	23344206	3	7449	16825.3204	2426.6466	624	NXT1	GZF1	NXT1	624	1
2_MACS_peak_1684_lociStitched	chr1	174958924	174970979	2	5583	17238.65	2840.158	625	CACYBP	MRPS14	CACYBP	625	1
1_MACS_peak_8244_lociStitched	chr16	15067879	15070438	1	2560	15184.8501	789.7074	626	PDXDC1	NPIP	PDXDC1	626	1
2_MACS_peak_21714_lociStitched	chr7	134842887	134857318	2	8056	17592.8321	3203.682	627	TMEM140,C7orf49	WDR91	C7orf49	627	1
4_MACS_peak_4063_lociStitched	chr11	64611160	64634273	4	9426	18081.2999	3698.08	628	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	628	1
2_MACS_peak_399_lociStitched	chr1	28831485	28846134	2	7379	16817.052	2469.8214	629	RCC1,SNHG3	TRNAU1AP	RCC1	629	1
3_MACS_peak_16559_lociStitched	chr3	169481104	169492203	3	6480	16726.193	2380.7355	630	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	630	1
1_MACS_peak_13168_lociStitched	chr2	178075649	178078960	1	3312	15033.5955	691.999	631	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	631	1
3_MACS_peak_15304_lociStitched	chr22	50623437	50640728	3	8912	16569.9653	2249.5591	632	TRABD,SELO	MOV10L1,PANX2,TUBGCP6,HDAC10	SELO	632	1
1_MACS_peak_1236_lociStitched	chr1	145381847	145383625	1	1779	14847.5446	543.5346	633		HFE2	HFE2	633	1
1_MACS_peak_17698_lociStitched	chr4	144274708	144281633	1	6926	15589.56	1294.2825	634	GAB1		GAB1	634	1
2_MACS_peak_14422_lociStitched	chr21	9962683	9969389	2	6230	17568.3788	3273.1986	635	LOC100132288		LOC100132288	635	1
1_MACS_peak_8951_lociStitched	chr17	977250	985456	1	8207	15675.9218	1402.4054	636	ABR		ABR	636	1
1_MACS_peak_3967_lociStitched	chr11	60602310	60612968	1	10659	16482.597	2216.864	637	CCDC86	MS4A10,ZP1,GPR44	CCDC86	637	1
3_MACS_peak_9620_lociStitched	chr17	42275443	42299854	3	11472	18012.8769	3764.1762	638	ATXN7L3,UBTF	ASB16,TMUB2,C17orf65,SLC4A1	UBTF	638	1
1_MACS_peak_3545_lociStitched	chr11	692076	697239	1	5164	15266.4747	1033.6326	639	TMEM80,DEAF1	EPS8L2	TMEM80	639	1
1_MACS_peak_3492_lociStitched	chr10	130852597	130858417	1	5821	15403.794	1219.872	640			MGMT	640	1
3_MACS_peak_4630_lociStitched	chr11	120368070	120383029	3	8824	15935.8227	1756.1866	641			GRIK4	641	1
1_MACS_peak_19172_lociStitched	chr5	179245017	179249298	1	4282	14915.8602	740.1849	642	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	642	1
1_MACS_peak_19089_lociStitched	chr5	173168812	173174420	1	5609	15382.1832	1231.5168	643			BOD1	643	1
3_MACS_peak_4689_lociStitched	chr11	126173106	126189657	3	9913	17158.4217	3010.6269	644	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	644	1
1_MACS_peak_23459_lociStitched	chr9	102580710	102587620	1	6911	15456.979	1320.501	645	NR4A3	NR4A3	NR4A3	645	1
4_MACS_peak_22879_lociStitched	chr8	145732865	145754828	4	8339	17153.103	3033.0903	646	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	646	1
1_MACS_peak_17504_lociStitched	chr4	103746343	103750947	1	4605	15264.1016	1172.6388	647	UBE2D3	CISD2	UBE2D3	647	1
2_MACS_peak_15077_lociStitched	chr22	38782560	38795649	2	11191	16047.114	1959.4233	648	LOC400927	KCNJ4	LOC400927	648	1
4_MACS_peak_14188_lociStitched	chr20	45172394	45191723	4	13228	17384.5026	3318.7893	649	C20orf123,SLC13A3	ZNF334	C20orf123	649	1
1_MACS_peak_16166_lociStitched	chr3	119812020	119815540	1	3521	14925.152	863.456	650	GSK3B		GSK3B	650	1
2_MACS_peak_18475_lociStitched	chr5	88595747	88611578	2	7741	16788.7755	2741.9292	651			MEF2C	651	1
4_MACS_peak_9240_lociStitched	chr17	19204458	19221496	4	9994	16595.012	2601.7026	652	EPN2	MIR1180,B9D1	MIR1180	652	1
1_MACS_peak_14076_lociStitched	chr20	35722679	35725439	1	2761	14689.824	698.556	653	RBL1		RBL1	653	1
2_MACS_peak_12774_lociStitched	chr2	112482416	112494752	2	7828	15764.1744	1789.9536	654			ANAPC1	654	1
2_MACS_peak_10817_lociStitched	chr19	2327339	2334366	2	5703	15653.3452	1687.1827	655	SPPL2B,LSM7	C19orf35,LINGO3	SPPL2B	655	1
1_MACS_peak_12756_lociStitched	chr2	111876649	111881568	1	4920	14730.4374	781.1372	656	BCL2L11		BCL2L11	656	1
1_MACS_peak_5686_lociStitched	chr12	102870885	102879083	1	8199	15601.6138	1687.1484	657	IGF1		IGF1	657	1
