#04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_ROSE/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks_8KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam
#Using cutoff of 13913.4996 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isStretch
1_MACS_peak_20139_lociStitched	chr6	106610172	106617495	1	7324	28349.5299	1762.6461	797	1
4_MACS_peak_23858_lociStitched	chr9	139432278	139445800	4	7321	10858.166	1692.9544	798	1
2_MACS_peak_10099_lociStitched	chr17	75434847	75443006	2	7317	21591.9776	1383.7664	799	1
2_MACS_peak_12760_lociStitched	chr2	112186267	112195273	2	7316	5405.4012	1508.505	800	1
1_MACS_peak_1208_lociStitched	chr1	143461391	143468705	1	7315	19851.6588	3607.2648	801	1
1_MACS_peak_15433_lociStitched	chr3	14161152	14168460	1	7309	20288.4696	1666.224	802	1
2_MACS_peak_8994_lociStitched	chr17	2294583	2306218	2	7307	20468.292	1993.0755	803	1
4_MACS_peak_15232_lociStitched	chr22	45629938	45646507	4	7306	12039.0354	2354.4549	804	1
2_MACS_peak_21994_lociStitched	chr8	11386775	11396723	2	7303	10205.6532	1529.0076	805	1
3_MACS_peak_16298_lociStitched	chr3	130557935	130574031	3	7291	8250.8096	2575.36	806	1
3_MACS_peak_17499_lociStitched	chr4	103532998	103542564	3	7287	11440.936	1707.531	807	1
3_MACS_peak_22168_lociStitched	chr8	29490702	29506197	3	7273	9168.3915	2301.0075	808	1
2_MACS_peak_21732_lociStitched	chr7	137664501	137673536	2	7271	8070.062	2418.6695	809	1
2_MACS_peak_12722_lociStitched	chr2	110086032	110093727	2	7270	9778.806	1375.866	810	1
4_MACS_peak_7359_lociStitched	chr15	45016238	45029329	4	7269	8643.9873	2170.4878	811	1
2_MACS_peak_2002_lociStitched	chr1	207994967	208006081	2	7268	11151.7876	3118.5884	812	1
5_MACS_peak_7745_lociStitched	chr15	78348159	78377223	5	7261	7699.0536	3938.172	813	1
3_MACS_peak_300_lociStitched	chr1	24710104	24720297	3	7260	7452.1023	2398.4129	814	1
3_MACS_peak_23804_lociStitched	chr9	134594912	134615330	3	7258	12138.501	3093.327	815	1
3_MACS_peak_15617_lociStitched	chr3	42622478	42643377	3	7255	13197.7185	2973.9277	816	1
2_MACS_peak_21653_lociStitched	chr7	128572287	128582224	2	7251	18035.655	2800.2466	817	1
3_MACS_peak_14206_lociStitched	chr20	46114737	46132120	3	7249	9757.0779	2379.7327	818	1
2_MACS_peak_317_lociStitched	chr1	25346966	25359227	2	7236	20073.7092	1666.2699	819	1
3_MACS_peak_4208_lociStitched	chr11	68032987	68050526	3	7233	11454.7209	2713.2833	820	1
3_MACS_peak_8548_lociStitched	chr16	50299087	50317008	3	7227	11523.203	2689.9421	821	1
1_MACS_peak_5381_lociStitched	chr12	57076642	57083864	1	7223	17339.2998	1266.7388	822	1
2_MACS_peak_12739_lociStitched	chr2	111126567	111141873	2	7222	18947.2974	2194.8804	823	1
6_MACS_peak_3536_lociStitched	chr11	554210	577832	6	7221	14133.0426	2955.1122	824	1
2_MACS_peak_4730_lociStitched	chr11	129238369	129248189	2	7215	9108.05	1524.064	825	1
3_MACS_peak_19465_lociStitched	chr6	26215732	26236125	3	7215	9792.7186	2885.6095	826	1
2_MACS_peak_7632_lociStitched	chr15	70783067	70798507	2	7214	14166.2	2194.024	827	1
2_MACS_peak_59_lociStitched	chr1	2476842	2489142	2	7200	12886.71	2052.87	828	1
4_MACS_peak_24194_lociStitched	chrX	49011936	49029541	4	7190	13638.5935	1524.593	829	1
1_MACS_peak_328_lociStitched	chr1	25941903	25949090	1	7188	11511.4179	1310.9088	830	1
3_MACS_peak_11081_lociStitched	chr19	13043475	13057680	3	7181	13560.093	2556.9	831	1
1_MACS_peak_9500_lociStitched	chr17	37909279	37916458	1	7180	37231.7298	1651.17	832	1
3_MACS_peak_1383_lociStitched	chr1	153747260	153765063	3	7180	13263.235	3813.4026	833	1
1_MACS_peak_21684_lociStitched	chr7	130789961	130797133	1	7173	21226.2512	1742.796	834	1
3_MACS_peak_22732_lociStitched	chr8	129278469	129287366	3	7167	6828.4475	1632.5995	835	1
2_MACS_peak_7204_lociStitched	chr15	33296545	33309755	2	7162	11540.256	2100.39	836	1
3_MACS_peak_15315_lociStitched	chr22	50906836	50921096	3	7160	11368.072	2042.032	837	1
3_MACS_peak_22851_lociStitched	chr8	145049843	145065537	3	7159	7489.1768	2427.8618	838	1
2_MACS_peak_23674_lociStitched	chr9	128392148	128399536	2	7157	10961.5756	1291.4224	839	1
1_MACS_peak_21443_lociStitched	chr7	102151996	102159150	1	7155	7194.7778	2918.832	840	1
1_MACS_peak_12068_lociStitched	chr2	33717489	33724643	1	7155	13378.6954	1382.1528	841	1
1_MACS_peak_12196_lociStitched	chr2	47166733	47173886	1	7154	9699.468	1438.4683	842	1
3_MACS_peak_21584_lociStitched	chr7	120627755	120639158	3	7146	4986.5319	2557.6929	843	1
3_MACS_peak_15772_lociStitched	chr3	50263439	50284716	3	7146	7683.1247	3729.8581	844	1
3_MACS_peak_16729_lociStitched	chr3	184659884	184671833	3	7144	8989.2327	2549.9166	845	1
5_MACS_peak_13642_lociStitched	chr2	239167330	239176574	5	7141	5207.1452	846.7504	846	1
3_MACS_peak_19643_lociStitched	chr6	33279922	33292503	3	7141	9737.694	2423.1006	847	1
2_MACS_peak_20834_lociStitched	chr7	25979919	25992244	2	7139	17856.46	1867.2375	848	1
1_MACS_peak_15425_lociStitched	chr3	13369907	13377036	1	7130	13139.4599	1167.0173	849	1
2_MACS_peak_2182_lociStitched	chr1	226062832	226071685	2	7127	12066.639	2420.4102	850	1
2_MACS_peak_86_lociStitched	chr1	6660189	6674992	2	7127	12772.0284	2254.4969	851	1
2_MACS_peak_5546_lociStitched	chr12	80684761	80695000	2	7125	6588.7965	1324.9266	852	1
3_MACS_peak_16371_lociStitched	chr3	140470808	140485132	3	7113	8133.1672	2161.4916	853	1
3_MACS_peak_4602_lociStitched	chr11	118888234	118901919	3	7112	11771.837	2159.493	854	1
4_MACS_peak_4116_lociStitched	chr11	65655126	65668634	4	7105	6894.4832	2324.7268	855	1
2_MACS_peak_14556_lociStitched	chr21	36235622	36248083	2	7102	14874.6957	2895.9364	856	1
3_MACS_peak_14110_lociStitched	chr20	39631280	39642118	3	7100	8082.9804	1623.5324	857	1
3_MACS_peak_20419_lociStitched	chr6	139633968	139648757	3	7098	8536.2108	1935.8801	858	1
4_MACS_peak_22585_lociStitched	chr8	103817863	103828769	4	7094	11227.727	945.5502	859	1
1_MACS_peak_9645_lociStitched	chr17	43388452	43395544	1	7093	7308.306	1872.288	860	1
3_MACS_peak_13403_lociStitched	chr2	207996923	208015065	3	7091	9147.1964	2697.7154	861	1
1_MACS_peak_9475_lociStitched	chr17	36856431	36863516	1	7086	21732.529	1344.0245	862	1
3_MACS_peak_15110_lociStitched	chr22	39539727	39549726	3	7086	9681.0318	1717.8282	863	1
3_MACS_peak_8565_lociStitched	chr16	53123927	53134723	3	7083	13813.482	1791.0564	864	1
3_MACS_peak_11801_lociStitched	chr19	59054683	59071913	3	7080	15544.906	2515.58	865	1
2_MACS_peak_6802_lociStitched	chr14	74224863	74239352	2	7078	9067.2162	1380.8017	866	1
2_MACS_peak_18937_lociStitched	chr5	151127629	151138891	2	7077	8107.5138	1734.348	867	1
3_MACS_peak_11511_lociStitched	chr19	44257838	44271621	3	7070	15155.7868	2489.2098	868	1
4_MACS_peak_8561_lociStitched	chr16	53086150	53103495	4	7065	8252.751	2513.2905	869	1
5_MACS_peak_22874_lociStitched	chr8	145687060	145704919	5	7064	6461.3862	2698.4949	870	1
1_MACS_peak_12940_lociStitched	chr2	135163197	135170259	1	7063	8495.586	1396.1574	871	1
3_MACS_peak_5620_lociStitched	chr12	94541136	94552840	3	7056	10098.2112	2228.4416	872	1
2_MACS_peak_9950_lociStitched	chr17	66452356	66459519	2	7050	9405.019	1401.0828	873	1
2_MACS_peak_9274_lociStitched	chr17	21178457	21192654	2	7039	10441.8935	2752.7983	874	1
2_MACS_peak_16295_lociStitched	chr3	129892873	129900527	2	7037	17620.2734	1531.5654	875	1
3_MACS_peak_10938_lociStitched	chr19	7400304	7410962	3	7035	14431.9978	2438.5504	876	1
2_MACS_peak_1414_lociStitched	chr1	154821450	154835734	2	7028	22231.6176	3065.3464	877	1
2_MACS_peak_22459_lociStitched	chr8	81073653	81084550	2	7027	7367.4617	1911.3338	878	1
2_MACS_peak_13459_lociStitched	chr2	219081082	219095632	2	7027	8360.43	2278.53	879	1
4_MACS_peak_23879_lociStitched	chr9	139964417	139991151	4	7026	10292.59	3119.8578	880	1
1_MACS_peak_5530_lociStitched	chr12	77453425	77460445	1	7021	9126	1440.504	881	1
3_MACS_peak_17751_lociStitched	chr4	153580394	153587988	3	7019	5970.4028	1364.6418	882	1
4_MACS_peak_664_lociStitched	chr1	45178368	45206592	4	7018	15901.4016	4143.2832	883	1
3_MACS_peak_2392_lociStitched	chr1	249151361	249169050	3	7009	11400.5605	3790.7527	884	1
1_MACS_peak_22778_lociStitched	chr8	134508347	134515349	1	7003	19350.7272	1564.2468	885	1
3_MACS_peak_22251_lociStitched	chr8	38812458	38823480	3	7003	11404.4634	1874.8422	886	1
2_MACS_peak_20065_lociStitched	chr6	90992715	91006775	2	7003	13919.4	2288.968	887	1
3_MACS_peak_5286_lociStitched	chr12	52416572	52432496	3	7001	12570.4056	2449.1112	888	1
1_MACS_peak_16334_lociStitched	chr3	133290430	133297425	1	6996	13822.12	1500.4275	889	1
3_MACS_peak_24617_lociStitched	chrX	153267112	153286360	3	6994	9760.6608	1726.5456	890	1
3_MACS_peak_10075_lociStitched	chr17	74778213	74788822	3	6991	8407.6325	1288.9935	891	1
2_MACS_peak_19801_lociStitched	chr6	44076752	44085747	2	6990	7476.644	1584.919	892	1
2_MACS_peak_20632_lociStitched	chr7	2438692	2447530	2	6986	14146.1028	1446.7806	893	1
2_MACS_peak_13031_lociStitched	chr2	158323869	158337750	2	6983	16303.2345	2416.6821	894	1
3_MACS_peak_10219_lociStitched	chr17	80249775	80259980	3	6979	21977.488	2052.2255	895	1
3_MACS_peak_11724_lociStitched	chr19	55468989	55485589	3	6977	9704.36	1754.62	896	1
3_MACS_peak_8487_lociStitched	chr16	31879962	31890345	3	6969	8414.3832	1828.4463	897	1
3_MACS_peak_1241_lociStitched	chr1	145500905	145517296	3	6968	15850.097	4030.5469	898	1
3_MACS_peak_2425_lociStitched	chr10	3798766	3808314	3	6958	11729.718	1370.138	899	1
3_MACS_peak_3427_lociStitched	chr10	124340933	124355976	3	6957	6463.9771	2045.848	900	1
3_MACS_peak_7597_lociStitched	chr15	68516558	68531465	3	6955	12269.9517	2113.8126	901	1
2_MACS_peak_10117_lociStitched	chr17	76163761	76171390	2	6954	13909.1928	1231.3206	902	1
2_MACS_peak_8199_lociStitched	chr16	11712507	11719962	2	6952	7580.9895	1305.3705	903	1
1_MACS_peak_4584_lociStitched	chr11	117877675	117884621	1	6947	18402.0378	1442.6842	904	1
2_MACS_peak_2054_lociStitched	chr1	211743215	211754252	2	6946	10109.892	2486.6361	905	1
3_MACS_peak_740_lociStitched	chr1	52327943	52345673	3	6939	13063.464	2748.15	906	1
3_MACS_peak_17900_lociStitched	chr4	185369099	185381027	3	6936	11634.5712	2223.3792	907	1
4_MACS_peak_9226_lociStitched	chr17	18934856	18951063	4	6936	5628.6911	2304.6354	908	1
3_MACS_peak_14309_lociStitched	chr20	53318524	53329918	3	6935	8750.592	1398.0438	909	1
2_MACS_peak_20341_lociStitched	chr6	134556673	134571891	2	6933	8403.3796	1769.8534	910	1
2_MACS_peak_16248_lociStitched	chr3	126628575	126636977	2	6932	12166.9362	1320.7944	911	1
4_MACS_peak_21295_lociStitched	chr7	90352433	90367674	4	6930	5729.0919	2176.4148	912	1
2_MACS_peak_12860_lociStitched	chr2	127413201	127422956	2	6928	9865.2315	1684.6885	913	1
1_MACS_peak_17698_lociStitched	chr4	144274708	144281633	1	6926	15589.56	1294.2825	914	1
3_MACS_peak_10222_lociStitched	chr17	80287227	80294498	3	6921	8540.5166	920.5086	915	1
2_MACS_peak_19187_lociStitched	chr5	180610684	180619999	2	6920	5538.699	1760.535	916	1
2_MACS_peak_10499_lociStitched	chr18	42488115	42500993	2	6916	7846.5654	2032.1484	917	1
1_MACS_peak_23459_lociStitched	chr9	102580710	102587620	1	6911	15456.979	1320.501	918	1
2_MACS_peak_23234_lociStitched	chr9	73026478	73036517	2	6911	16333.453	1689.5637	919	1
2_MACS_peak_7678_lociStitched	chr15	74906327	74921308	2	6908	12751.8272	3033.6525	920	1
2_MACS_peak_254_lociStitched	chr1	21615534	21622626	2	6907	21661.8048	1350.3168	921	1
1_MACS_peak_19631_lociStitched	chr6	32934883	32941784	1	6902	38611.095	1627.2558	922	1
2_MACS_peak_11143_lociStitched	chr19	16221423	16231839	2	6902	21831.936	2041.536	923	1
3_MACS_peak_22885_lociStitched	chr8	146010429	146025005	3	6902	9356.3344	2330.7024	924	1
3_MACS_peak_12528_lociStitched	chr2	86080382	86090714	3	6899	7361.55	1450.6128	925	1
3_MACS_peak_13919_lociStitched	chr20	24753552	24767239	3	6898	7620.9216	1968.1906	926	1
2_MACS_peak_1564_lociStitched	chr1	161185947	161198247	2	6896	10530.03	3151.26	927	1
1_MACS_peak_20135_lociStitched	chr6	106439268	106446159	1	6892	14364.9786	1138.3932	928	1
2_MACS_peak_20909_lociStitched	chr7	35764107	35771329	2	6892	10565.0638	1234.2398	929	1
2_MACS_peak_18161_lociStitched	chr5	37797899	37812815	2	6885	14056.8384	2135.9712	930	1
5_MACS_peak_13572_lociStitched	chr2	232526193	232546109	5	6885	7452.5672	1525.5656	931	1
2_MACS_peak_16161_lociStitched	chr3	119354554	119362801	2	6877	18705.0207	1552.9101	932	1
4_MACS_peak_13610_lociStitched	chr2	235391391	235405941	4	6876	5814.18	1341.51	933	1
3_MACS_peak_20357_lociStitched	chr6	135544295	135556438	3	6868	8019.2372	1882.165	934	1
3_MACS_peak_23374_lociStitched	chr9	95820577	95835539	3	6866	6879.5276	2108.1458	935	1
4_MACS_peak_3952_lociStitched	chr11	59317098	59334322	4	6865	7687.0712	2990.0864	936	1
3_MACS_peak_21316_lociStitched	chr7	92437463	92445237	3	6858	6859.0002	1389.2138	937	1
2_MACS_peak_19951_lociStitched	chr6	74220291	74234410	2	6857	15409.4766	2614.8388	938	1
3_MACS_peak_14353_lociStitched	chr20	58675265	58692499	3	6854	8725.5742	1921.591	939	1
2_MACS_peak_16940_lociStitched	chr4	4029594	4037237	2	6850	18343.2	1485.0349	940	1
3_MACS_peak_19340_lociStitched	chr6	12044309	12062204	3	6841	10520.4705	2861.4105	941	1
2_MACS_peak_10515_lociStitched	chr18	43912988	43927724	2	6840	10789.6992	1912.7328	942	1
2_MACS_peak_11294_lociStitched	chr19	28954795	28961670	2	6835	6844.0625	1115.8125	943	1
1_MACS_peak_22779_lociStitched	chr8	134579263	134586090	1	6828	16408.6945	1637.7973	944	1
2_MACS_peak_13016_lociStitched	chr2	153914754	153927169	2	6824	8316.8085	1780.311	945	1
3_MACS_peak_9117_lociStitched	chr17	8053766	8067315	3	6821	10211.8813	2456.4337	946	1
1_MACS_peak_1758_lociStitched	chr1	183808944	183815760	1	6817	19707.1008	1806.9216	947	1
2_MACS_peak_11880_lociStitched	chr2	10540069	10553139	2	6806	10722.628	2118.647	948	1
2_MACS_peak_7217_lociStitched	chr15	34625129	34635744	2	6805	7696.9365	1634.71	949	1
4_MACS_peak_9038_lociStitched	chr17	4692611	4711200	4	6804	8327.872	2169.3363	950	1
1_MACS_peak_21735_lociStitched	chr7	137707684	137714485	1	6802	6920.0175	1549.9479	951	1
2_MACS_peak_11238_lociStitched	chr19	19173410	19180845	2	6802	5892.2375	1269.898	952	1
3_MACS_peak_22712_lociStitched	chr8	126647877	126661142	3	6802	11638.711	2383.7205	953	1
3_MACS_peak_11417_lociStitched	chr19	39920734	39937269	3	6802	13361.9335	2595.995	954	1
2_MACS_peak_17963_lociStitched	chr5	217453	224775	2	6799	8852.298	1301.8516	955	1
2_MACS_peak_23583_lociStitched	chr9	117146523	117161254	2	6795	15178.8224	2675.1496	956	1
3_MACS_peak_7459_lociStitched	chr15	55568963	55583163	3	6792	10395.82	2051.9	957	1
3_MACS_peak_4591_lociStitched	chr11	118560188	118568354	3	6784	8444.4606	1594.0032	958	1
2_MACS_peak_11489_lociStitched	chr19	42745686	42760099	2	6778	8708.3346	1911.1638	959	1
1_MACS_peak_23986_lociStitched	chrX	12905122	12911896	1	6775	8143.7028	884.007	960	1
2_MACS_peak_21601_lociStitched	chr7	121944766	121951818	2	6775	14429.0972	1259.4872	961	1
3_MACS_peak_13289_lociStitched	chr2	198169136	198176008	3	6774	4813.836	1145.5624	962	1
4_MACS_peak_2563_lociStitched	chr10	17060388	17072417	4	6768	7064.6317	1526.4801	963	1
