REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
3_MACS_peak_5332_lociStitched	chr11	120367995	120382503	3	8192	28273.1904	1957.1292	566			GRIK4	566	1
1_MACS_peak_24977_lociStitched	chr7	105985540	105989213	1	3674	27510.77	1259.839	567			NAMPT	567	1
1_MACS_peak_13186_lociStitched	chr19	41767833	41772373	1	4541	27226.38	1004.702	568	HNRNPUL1	AXL,CCDC97	HNRNPUL1	568	1
1_MACS_peak_18905_lociStitched	chr3	150315339	150323895	1	8557	27892.56	1689.81	569	SELT		SELT	569	1
1_MACS_peak_21332_lociStitched	chr5	81146081	81152164	1	6084	27501.8513	1339.4766	570			SSBP2	570	1
2_MACS_peak_18646_lociStitched	chr3	124501862	124511895	2	8603	27906.7895	1797.9136	571	ITGB5		UMPS	571	1
3_MACS_peak_5306_lociStitched	chr11	118963222	118979858	3	10496	28974.9212	2901.3184	572	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	572	1
1_MACS_peak_24757_lociStitched	chr7	90558675	90564014	1	5340	27026.5519	996.7913	573	CDK14		CDK14	573	1
3_MACS_peak_4054_lociStitched	chr10	135201270	135215611	3	7244	28002.2366	1989.0967	574	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	574	1
5_MACS_peak_14454_lociStitched	chr2	88898837	88928512	5	16994	31084.5625	5089.2625	575	EIF2AK3		EIF2AK3	575	1
1_MACS_peak_24782_lociStitched	chr7	92437202	92445734	1	8533	27439.7652	1497.366	576	CDK6		CDK6	576	1
1_MACS_peak_5470_lociStitched	chr11	132226316	132231533	1	5218	26963.5428	1047.0519	577			NTM	577	1
1_MACS_peak_3174_lociStitched	chr10	45390620	45395187	1	4568	26711.9263	851.2888	578	LOC220980	TMEM72	TMEM72	578	1
1_MACS_peak_12251_lociStitched	chr18	52930602	52937670	1	7069	26989.158	1154.9112	579	TCF4		CCDC68	579	1
2_MACS_peak_16818_lociStitched	chr21	37906421	37915780	2	4883	28127.5386	2294.8268	580	CLDN14		CLDN14	580	1
1_MACS_peak_20169_lociStitched	chr4	103746132	103751041	1	4910	26872.3569	1043.6534	581	UBE2D3	CISD2	UBE2D3	581	1
2_MACS_peak_28726_lociStitched	chrX	153189155	153200541	2	7095	26933.583	1116.9666	582	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	582	1
2_MACS_peak_3780_lociStitched	chr10	104401155	104412958	2	8793	27915.2753	2113.9173	583	TRIM8		TRIM8	583	1
1_MACS_peak_25273_lociStitched	chr7	139024254	139027542	1	3289	27193.0752	1396.0848	584	C7orf55	LUC7L2	C7orf55	584	1
1_MACS_peak_3105_lociStitched	chr10	32634519	32637136	1	2618	26361.5644	573.6464	585	EPC1		EPC1	585	1
1_MACS_peak_12055_lociStitched	chr18	22929066	22941224	1	12159	27485.5906	1703.3358	586	ZNF521		ZNF521	586	1
3_MACS_peak_27604_lociStitched	chr9	130532000	130551719	3	12642	28746.3582	2981.5128	587	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	587	1
4_MACS_peak_13496_lociStitched	chr19	56145595	56168006	4	11084	28836.2337	3077.0303	588	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	588	1
1_MACS_peak_5098_lociStitched	chr11	96070558	96077249	1	6692	27331.3968	1579.076	589	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	589	1
2_MACS_peak_13127_lociStitched	chr19	39338864	39349048	2	7577	27500.8736	1750.6296	590	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	590	1
3_MACS_peak_24864_lociStitched	chr7	100020492	100034936	3	6837	27921.6964	2176.7108	591	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	591	1
1_MACS_peak_5568_lociStitched	chr12	6640693	6646745	1	6053	26845.4616	1112.3576	592	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	592	1
2_MACS_peak_5976_lociStitched	chr12	46776291	46785799	2	9030	27492.382	1787.504	593		SLC38A2	SLC38A2	593	1
2_MACS_peak_2538_lociStitched	chr1	226062599	226071668	2	8850	28212.7521	2511.2061	594	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	594	1
2_MACS_peak_16763_lociStitched	chr21	34751671	34757261	2	5259	27361.373	1696.565	595		IFNGR2	IFNGR2	595	1
6_MACS_peak_4667_lociStitched	chr11	63992553	64020071	6	13962	29669.9076	4017.628	596	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	596	1
4_MACS_peak_13407_lociStitched	chr19	50166225	50184263	4	10347	28813.9012	3171.0804	597	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	597	1
2_MACS_peak_1293_lociStitched	chr1	112134576	112148127	2	8654	27000.3675	1409.304	598	LOC100129269	RAP1A,ADORA3	LOC100129269	598	1
2_MACS_peak_5121_lociStitched	chr11	102186003	102193763	2	7065	27093.264	1505.44	599	BIRC3	BIRC2	BIRC3	599	1
3_MACS_peak_9317_lociStitched	chr15	93373653	93389287	3	6452	28058.3398	2526.4544	600		ASB9P1,LOC100507217	ASB9P1	600	1
1_MACS_peak_11226_lociStitched	chr17	43660536	43664578	1	4043	26682.8588	1159.6498	601		MGC57346,LOC644172	LOC644172	601	1
4_MACS_peak_8757_lociStitched	chr15	52959369	52977118	4	11762	28648.6609	3153.9973	602	KIAA1370		KIAA1370	602	1
1_MACS_peak_25281_lociStitched	chr7	139615235	139618064	1	2830	26351.2863	873.8781	603	TBXAS1		TBXAS1	603	1
1_MACS_peak_3687_lociStitched	chr10	98029159	98034372	1	5214	26642.6004	1185.4362	604	BLNK	DNTT	BLNK	604	1
1_MACS_peak_16535_lociStitched	chr20	56252945	56258739	1	5795	26705.7048	1268.886	605	PMEPA1		PMEPA1	605	1
1_MACS_peak_22066_lociStitched	chr5	162885413	162890053	1	4641	26475.376	1078.8	606	HMMR,NUDCD2	CCNG1,MAT2B	HMMR	606	1
1_MACS_peak_3882_lociStitched	chr10	112600538	112604416	1	3879	26181.1536	817.8702	607		PDCD4,LOC282997	LOC282997	607	1
1_MACS_peak_18582_lociStitched	chr3	119810385	119815645	1	5261	26758.146	1400.738	608	GSK3B		GSK3B	608	1
1_MACS_peak_25731_lociStitched	chr8	28346902	28353128	1	6227	26669.071	1321.1572	609	FZD3,FBXO16	MIR4288	FZD3	609	1
2_MACS_peak_19990_lociStitched	chr4	78735889	78749332	2	9251	27610.5777	2265.1455	610	CNOT6L	MRPL1	CNOT6L	610	1
1_MACS_peak_20300_lociStitched	chr4	121668986	121672370	1	3385	26080.8264	740.4192	611	PRDM5		PRDM5	611	1
1_MACS_peak_19299_lociStitched	chr3	186499810	186505747	1	5938	27152.8695	1843.4385	612	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA4,SNORA63	RFC4	SNORD2	612	1
3_MACS_peak_22406_lociStitched	chr6	11722211	11733531	3	8736	27156.68	1868.932	613	C6orf105		C6orf105	613	1
2_MACS_peak_28065_lociStitched	chrX	40028345	40037031	2	6329	26022.3874	734.8356	614	BCOR		BCOR	614	1
2_MACS_peak_5821_lociStitched	chr12	27329990	27340307	2	7221	27320.4477	2040.7026	615			STK38L	615	1
1_MACS_peak_5292_lociStitched	chr11	118689574	118692851	1	3278	26097.7003	821.5439	616		DDX6	DDX6	616	1
1_MACS_peak_26527_lociStitched	chr8	134508434	134515771	1	7338	26672.1961	1405.7692	617	ST3GAL1		ST3GAL1	617	1
1_MACS_peak_25274_lociStitched	chr7	139042852	139046399	1	3548	26329.0263	1098.1512	618	LUC7L2	C7orf55	LUC7L2	618	1
2_MACS_peak_22260_lociStitched	chr6	388990	404034	2	12791	27856.9748	2667.3012	619	IRF4		IRF4	619	1
1_MACS_peak_9125_lociStitched	chr15	81291314	81295107	1	3794	25772.2971	593.9838	620	MESDC1	MESDC2	MESDC1	620	1
3_MACS_peak_13891_lociStitched	chr2	37615073	37624994	3	7366	27208.3425	2031.8208	621		QPCT	QPCT	621	1
2_MACS_peak_5563_lociStitched	chr12	6554982	6562898	2	5072	26564.5128	1388.4664	622	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	622	1
1_MACS_peak_7965_lociStitched	chr14	69257971	69263812	1	5842	25646.6628	470.7846	623	ZFP36L1,C14orf181		ZFP36L1	623	1
1_MACS_peak_1907_lociStitched	chr1	167596410	167601753	1	5344	26674.9275	1539.3183	624	RCSD1		RCSD1	624	1
2_MACS_peak_26753_lociStitched	chr9	9605588	9614475	2	6302	26325.9601	1192.6354	625	PTPRD		PTPRD	625	1
1_MACS_peak_914_lociStitched	chr1	62901030	62904390	1	3361	25913.664	804.048	626	USP1		USP1	626	1
3_MACS_peak_17372_lociStitched	chr22	39409051	39421943	3	7696	27212.4336	2149.0964	627	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	627	1
2_MACS_peak_4714_lociStitched	chr11	65238643	65246431	2	5388	26414.5596	1378.476	628		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	628	1
2_MACS_peak_18729_lociStitched	chr3	129893321	129900643	2	5873	26425.8302	1402.8952	629		COL6A4P2	COL6A4P2	629	1
1_MACS_peak_21158_lociStitched	chr5	61985069	61990860	1	5792	26117.41	1101.4482	630			LRRC70	630	1
1_MACS_peak_8747_lociStitched	chr15	52754541	52759733	1	5193	26274.116	1274.636	631	MYO5A		MYO5A	631	1
4_MACS_peak_6181_lociStitched	chr12	57021917	57040923	4	13604	28408.2682	3422.9806	632	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	632	1
1_MACS_peak_2818_lociStitched	chr10	3824316	3828839	1	4524	25917.2423	934.9041	633	KLF6		KLF6	633	1
1_MACS_peak_22414_lociStitched	chr6	12007976	12013952	1	5977	25896.3984	947.7936	634	HIVEP1		HIVEP1	634	1
4_MACS_peak_22793_lociStitched	chr6	33537748	33558575	4	9048	28241.412	3298.9968	635	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	635	1
1_MACS_peak_11946_lociStitched	chr18	9081042	9085169	1	4128	25610.5112	688.3836	636		NDUFV2	NDUFV2	636	1
1_MACS_peak_2130_lociStitched	chr1	192543889	192551563	1	7675	27326.3466	2470.2606	637	RGS1		RGS1	637	1
1_MACS_peak_6665_lociStitched	chr12	109082757	109087923	1	5167	26017.0092	1193.8626	638	CORO1C		CORO1C	638	1
1_MACS_peak_17351_lociStitched	chr22	38700753	38714954	1	14202	27263.0798	2469.5539	639	CSNK1E	TMEM184B	CSNK1E	639	1
4_MACS_peak_28346_lociStitched	chrX	75362551	75372227	4	8180	25613.3396	880.516	640		CXorf26	CXorf26	640	1
1_MACS_peak_10631_lociStitched	chr17	8149364	8153727	1	4364	25767.878	1042.3207	641	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	641	1
1_MACS_peak_20668_lociStitched	chr4	185263820	185270038	1	6219	26049.0674	1351.1714	642			ENPP6	642	1
2_MACS_peak_9368_lociStitched	chr15	101661396	101669340	2	5826	25937.16	1278.984	643			CHSY1	643	1
2_MACS_peak_5245_lociStitched	chr11	115126183	115136473	2	5885	26346.516	1709.169	644	CADM1		CADM1	644	1
3_MACS_peak_8673_lociStitched	chr15	46994727	47008737	3	8862	27043.503	2408.319	645			SEMA6D	645	1
3_MACS_peak_6111_lociStitched	chr12	53763792	53776392	3	7866	26981.64	2349.9	646	SP1	AMHR2,AAAS,SP7	SP1	646	1
1_MACS_peak_8313_lociStitched	chr14	106206547	106212055	1	5509	25130.25	503.4312	647			KIAA0125	647	1
1_MACS_peak_19896_lociStitched	chr4	71523572	71535088	1	11517	26715.9684	2145.4308	648	IGJ	ENAM,UTP3,RUFY3	IGJ	648	1
4_MACS_peak_11746_lociStitched	chr17	76163822	76183571	4	11679	27964.584	3402.7527	649	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	649	1
1_MACS_peak_7349_lociStitched	chr13	77898800	77905511	1	6712	25913.1843	1354.9509	650	MYCBP2		MYCBP2	650	1
3_MACS_peak_16481_lociStitched	chr20	52345632	52358493	3	8174	26613.2673	2062.9044	651			SUMO1P1	651	1
1_MACS_peak_23316_lociStitched	chr6	96023496	96028266	1	4771	25413.129	882.45	652	MANEA		MANEA	652	1
1_MACS_peak_19316_lociStitched	chr3	187084772	187087774	1	3003	25627.7738	1132.9548	653	RTP4		RTP4	653	1
1_MACS_peak_21635_lociStitched	chr5	126111099	126116545	1	5447	25421.3834	965.0312	654	LMNB1		LMNB1	654	1
2_MACS_peak_15531_lociStitched	chr2	216876937	216883310	2	5727	25841.2404	1396.3243	655	MREG		MREG	655	1
3_MACS_peak_6633_lociStitched	chr12	106528835	106544047	3	10239	27363.3456	2934.3948	656	NUAK1		NUAK1	656	1
1_MACS_peak_22579_lociStitched	chr6	26249056	26254029	1	4974	25541.328	1124.3953	657	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	657	1
3_MACS_peak_24623_lociStitched	chr7	74057186	74076866	3	10618	27178.08	2778.816	658	GTF2I		GTF2I	658	1
1_MACS_peak_20069_lociStitched	chr4	87925746	87931114	1	5369	25574.2256	1244.3024	659	AFF1		AFF1	659	1
2_MACS_peak_11142_lociStitched	chr17	40728469	40740134	2	6785	26522.7105	2230.348	660	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	660	1
2_MACS_peak_5560_lociStitched	chr12	6468565	6477650	2	6536	25675.1185	1409.0835	661	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	661	1
6_MACS_peak_8533_lociStitched	chr15	40329663	40358190	6	13206	28718.1309	4455.9174	662	SRP14	BMF	SRP14	662	1
2_MACS_peak_20040_lociStitched	chr4	84132726	84144073	2	8309	26662.0459	2424.8539	663			COQ2	663	1
2_MACS_peak_15684_lociStitched	chr2	232570517	232578882	2	7898	25100.8555	896.728	664	PTMA,MIR1244-1		PTMA	664	1
2_MACS_peak_17127_lociStitched	chr22	24822596	24831871	2	7230	25948.6675	1777.09	665	ADORA2A,C22orf45		ADORA2A	665	1
2_MACS_peak_4179_lociStitched	chr11	8703013	8711462	2	7699	25852.2502	1755.7022	666	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	666	1
1_MACS_peak_2327_lociStitched	chr1	207094093	207097972	1	3880	25651.0512	1555.8669	667	FAIM3	IL24,PIGR,FCAMR	FAIM3	667	1
1_MACS_peak_16631_lociStitched	chr21	11167981	11172242	1	4262	26488.0804	2420.248	668			BAGE	668	1
2_MACS_peak_17078_lociStitched	chr22	23087999	23102105	2	11019	26334.4914	2286.5826	669			MIR650	669	1
2_MACS_peak_3772_lociStitched	chr10	104153058	104160063	2	6314	25292.253	1249.692	670	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	670	1
1_MACS_peak_9004_lociStitched	chr15	74674504	74678938	1	4435	24963.8634	967.0554	671		CYP11A1,SEMA7A	CYP11A1	671	1
1_MACS_peak_16296_lociStitched	chr20	40720482	40724708	1	4227	24725.0582	745.0438	672	PTPRT		CHD6	672	1
1_MACS_peak_4700_lociStitched	chr11	64899070	64903783	1	4714	25083.5286	1123.5792	673	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	673	1
1_MACS_peak_2752_lociStitched	chr1	245024617	245029207	1	4591	25194.969	1240.677	674	HNRNPU	FAM36A,NCRNA00201	HNRNPU	674	1
1_MACS_peak_5001_lociStitched	chr11	82705275	82710484	1	5210	24937.5666	983.4592	675	RAB30	SNORA70E	SNORA70E	675	1
2_MACS_peak_19705_lociStitched	chr4	38089763	38094811	2	5022	24967.9128	1061.5944	676	TBC1D1		PTTG2	676	1
3_MACS_peak_8310_lociStitched	chr14	106145145	106169450	3	21661	121695.135	2666.2585	30		MYC	MYC	30	1
1_MACS_peak_8316_lociStitched	chr14	106323794	106329582	1	5789	48702.5472	639.574	204		MYC	MYC	204	1
1_MACS_peak_8313_lociStitched	chr14	106206547	106212055	1	5509	25130.25	503.4312	647		MYC	MYC	647	1
