#16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_ROSE/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam
#Using cutoff of 23887.9584 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
1_MACS_peak_15468_lociStitched	chr2	207089664	207090564	1	901	543.24	142.83	22435	0
1_MACS_peak_11085_lociStitched	chr17	38672898	38673798	1	901	465.75	154.98	22436	0
1_MACS_peak_6606_lociStitched	chr12	104609255	104610155	1	901	453.69	107.64	22437	0
1_MACS_peak_28569_lociStitched	chrX	128595664	128596563	1	900	502.3612	76.8645	22438	0
1_MACS_peak_24172_lociStitched	chr7	21619753	21620652	1	900	397.4479	93.4061	22439	0
1_MACS_peak_19862_lociStitched	chr4	65840849	65841748	1	900	367.4213	105.0931	22440	0
1_MACS_peak_14370_lociStitched	chr2	84305293	84306192	1	900	392.4135	118.5781	22441	0
1_MACS_peak_6755_lociStitched	chr12	115437937	115438836	1	900	528.1625	51.5127	22442	0
1_MACS_peak_27314_lociStitched	chr9	101558613	101559511	1	899	426.8194	94.9186	22443	0
1_MACS_peak_26314_lociStitched	chr8	107536666	107537564	1	899	509.166	92.494	22444	0
1_MACS_peak_25039_lociStitched	chr7	113791570	113792468	1	899	464.9844	183.5512	22445	0
1_MACS_peak_22354_lociStitched	chr6	7170979	7171877	1	899	412.182	110.0948	22446	0
1_MACS_peak_8168_lociStitched	chr14	93017213	93018111	1	899	721.0042	125.72	22447	0
1_MACS_peak_5965_lociStitched	chr12	45855983	45856881	1	899	475.4012	99.229	22448	0
1_MACS_peak_24368_lociStitched	chr7	40591063	40591960	1	898	409.1217	101.5404	22449	0
1_MACS_peak_22897_lociStitched	chr6	41286153	41287050	1	898	419.9754	113.4705	22450	0
1_MACS_peak_16907_lociStitched	chr21	44985087	44985984	1	898	1111.1139	90.4176	22451	0
1_MACS_peak_15739_lociStitched	chr2	236461035	236461932	1	898	473.2572	129.168	22452	0
1_MACS_peak_13016_lociStitched	chr19	29760848	29761745	1	898	460.5198	149.1711	22453	0
1_MACS_peak_10093_lociStitched	chr16	65806932	65807829	1	898	426.7029	115.4439	22454	0
1_MACS_peak_9939_lociStitched	chr16	34441332	34442229	1	898	418.002	68.3514	22455	0
1_MACS_peak_2260_lociStitched	chr1	203923967	203924864	1	898	379.2516	71.8497	22456	0
1_MACS_peak_17659_lociStitched	chr3	8781352	8782248	1	897	533.4784	87.7184	22457	0
1_MACS_peak_16314_lociStitched	chr20	42592615	42593511	1	897	426.6752	99.3664	22458	0
1_MACS_peak_11349_lociStitched	chr17	48964274	48965170	1	897	555.6992	152.1408	22459	0
1_MACS_peak_8200_lociStitched	chr14	94646932	94647828	1	897	476.0448	78.9376	22460	0
1_MACS_peak_7134_lociStitched	chr13	39395817	39396713	1	897	411.712	62.72	22461	0
1_MACS_peak_5774_lociStitched	chr12	22899603	22900499	1	897	460.7232	111.552	22462	0
1_MACS_peak_4117_lociStitched	chr11	3271994	3272890	1	897	378.6496	43.5456	22463	0
1_MACS_peak_471_lociStitched	chr1	31933482	31934378	1	897	399.168	95.1552	22464	0
1_MACS_peak_25452_lociStitched	chr7	156792020	156792915	1	896	434.075	68.378	22465	0
1_MACS_peak_23839_lociStitched	chr6	154622835	154623730	1	896	323.7215	51.91	22466	0
1_MACS_peak_20582_lociStitched	chr4	169496248	169497143	1	896	567.8775	248.81	22467	0
1_MACS_peak_18650_lociStitched	chr3	124619749	124620644	1	896	529.5715	209.1615	22468	0
1_MACS_peak_10048_lociStitched	chr16	57268882	57269777	1	896	466.7425	137.472	22469	0
1_MACS_peak_9177_lociStitched	chr15	84811481	84812376	1	896	499.3205	187.3235	22470	0
1_MACS_peak_5644_lociStitched	chr12	9966222	9967117	1	896	579.96	195.9155	22471	0
1_MACS_peak_215_lociStitched	chr1	16212354	16213249	1	896	406.688	78.581	22472	0
1_MACS_peak_28153_lociStitched	chrX	48489923	48490817	1	895	555.3528	74.1126	22473	0
1_MACS_peak_20146_lociStitched	chr4	101490138	101491032	1	895	519.3246	85.824	22474	0
1_MACS_peak_6614_lociStitched	chr12	104976320	104977214	1	895	421.521	100.9326	22475	0
1_MACS_peak_6278_lociStitched	chr12	66217986	66218880	1	895	384.9564	124.713	22476	0
1_MACS_peak_28417_lociStitched	chrX	96818152	96819045	1	894	510.3495	81.8881	22477	0
1_MACS_peak_27859_lociStitched	chrX	7179678	7180571	1	894	400.5105	94.5687	22478	0
1_MACS_peak_26981_lociStitched	chr9	42368075	42368968	1	894	500.3479	48.6685	22479	0
1_MACS_peak_21978_lociStitched	chr5	154113787	154114680	1	894	495.2578	114.9291	22480	0
1_MACS_peak_17264_lociStitched	chr22	35887022	35887915	1	894	318.3545	113.8575	22481	0
1_MACS_peak_16942_lociStitched	chr21	47063588	47064481	1	894	802.4498	62.2421	22482	0
1_MACS_peak_16289_lociStitched	chr20	39957793	39958686	1	894	506.2417	137.1648	22483	0
1_MACS_peak_8114_lociStitched	chr14	88459263	88460156	1	894	499.187	59.831	22484	0
1_MACS_peak_5221_lociStitched	chr11	112150824	112151717	1	894	363.451	112.0715	22485	0
1_MACS_peak_27534_lociStitched	chr9	125849575	125850467	1	893	388.466	127.3776	22486	0
1_MACS_peak_23817_lociStitched	chr6	150921442	150922334	1	893	389.1796	74.3928	22487	0
1_MACS_peak_20372_lociStitched	chr4	130741874	130742766	1	893	341.19	93.1248	22488	0
1_MACS_peak_19245_lociStitched	chr3	183979331	183980223	1	893	720.5576	165.8228	22489	0
1_MACS_peak_15243_lociStitched	chr2	185754623	185755515	1	893	361.706	119.1712	22490	0
1_MACS_peak_13684_lociStitched	chr2	17829759	17830651	1	893	362.8656	109.5376	22491	0
1_MACS_peak_13537_lociStitched	chr19	58661504	58662396	1	893	770.5096	144.2364	22492	0
1_MACS_peak_11029_lociStitched	chr17	36762186	36763078	1	893	495.3276	126.3964	22493	0
1_MACS_peak_10019_lociStitched	chr16	55286101	55286993	1	893	408.2684	139.0628	22494	0
1_MACS_peak_8843_lociStitched	chr15	62540320	62541212	1	893	484.5344	48.168	22495	0
1_MACS_peak_8704_lociStitched	chr15	49674993	49675885	1	893	389.0904	56.5528	22496	0
1_MACS_peak_5839_lociStitched	chr12	28405801	28406693	1	893	557.2324	217.4696	22497	0
1_MACS_peak_5468_lociStitched	chr11	132206577	132207469	1	893	401.5784	107.1292	22498	0
1_MACS_peak_5366_lociStitched	chr11	124351269	124352161	1	893	433.066	125.2368	22499	0
1_MACS_peak_4655_lociStitched	chr11	63618421	63619313	1	893	389.6256	76.8012	22500	0
1_MACS_peak_4557_lociStitched	chr11	58938972	58939864	1	893	782.4624	136.2976	22501	0
1_MACS_peak_25693_lociStitched	chr8	26448937	26449828	1	892	357.0237	95.6043	22502	0
1_MACS_peak_24702_lociStitched	chr7	78102778	78103669	1	892	358.5384	120.1068	22503	0
1_MACS_peak_24301_lociStitched	chr7	33944007	33944898	1	892	468.3096	168.0426	22504	0
1_MACS_peak_23887_lociStitched	chr6	158691576	158692467	1	892	446.1237	82.5066	22505	0
1_MACS_peak_9577_lociStitched	chr16	10742249	10743140	1	892	534.8673	138.4614	22506	0
1_MACS_peak_8004_lociStitched	chr14	72999012	72999903	1	892	435.8772	53.6382	22507	0
1_MACS_peak_7513_lociStitched	chr13	111617143	111618034	1	892	390.5253	66.1122	22508	0
1_MACS_peak_7003_lociStitched	chr13	21830209	21831100	1	892	416.7207	109.2366	22509	0
1_MACS_peak_1053_lociStitched	chr1	82920802	82921693	1	892	395.6931	92.7531	22510	0
1_MACS_peak_26036_lociStitched	chr8	70660006	70660896	1	891	483.982	112.229	22511	0
1_MACS_peak_19692_lociStitched	chr4	36327017	36327907	1	891	481.134	154.326	22512	0
1_MACS_peak_17646_lociStitched	chr3	6685676	6686566	1	891	459.952	69.064	22513	0
1_MACS_peak_7619_lociStitched	chr14	23217697	23218587	1	891	346.121	116.501	22514	0
1_MACS_peak_28449_lociStitched	chrX	102659377	102660266	1	890	457.835	84.9884	22515	0
1_MACS_peak_23121_lociStitched	chr6	71506918	71507807	1	890	415.8742	124.1933	22516	0
1_MACS_peak_20848_lociStitched	chr5	13045886	13046775	1	890	501.2182	80.2767	22517	0
1_MACS_peak_19773_lociStitched	chr4	45074908	45075797	1	890	434.3654	123.9266	22518	0
1_MACS_peak_11304_lociStitched	chr17	46959459	46960348	1	890	393.4714	154.0637	22519	0
1_MACS_peak_10820_lociStitched	chr17	26879053	26879942	1	890	411.7848	99.7458	22520	0
1_MACS_peak_10442_lociStitched	chr17	883839	884728	1	890	425.1198	121.3485	22521	0
1_MACS_peak_7843_lociStitched	chr14	55347819	55348708	1	890	411.9626	47.2059	22522	0
1_MACS_peak_7529_lociStitched	chr13	114047856	114048745	1	890	465.0359	112.6363	22523	0
1_MACS_peak_28686_lociStitched	chrX	143682164	143683052	1	889	354.2232	87.1128	22524	0
1_MACS_peak_20381_lociStitched	chr4	134109579	134110467	1	889	865.1784	203.1744	22525	0
1_MACS_peak_17938_lociStitched	chr3	41833916	41834804	1	889	471.4392	158.064	22526	0
1_MACS_peak_17282_lociStitched	chr22	36592844	36593732	1	889	397.38	139.86	22527	0
1_MACS_peak_15512_lociStitched	chr2	212495730	212496618	1	889	433.9656	93.7728	22528	0
1_MACS_peak_13719_lociStitched	chr2	21325819	21326707	1	889	411.0552	131.7792	22529	0
1_MACS_peak_2043_lociStitched	chr1	182414810	182415698	1	889	488.1336	155.9328	22530	0
1_MACS_peak_25499_lociStitched	chr8	7656319	7657206	1	888	319.2313	69.5408	22531	0
1_MACS_peak_22605_lociStitched	chr6	26607496	26608383	1	888	794.9294	108.3027	22532	0
1_MACS_peak_14740_lociStitched	chr2	114450612	114451499	1	888	418.7527	115.2213	22533	0
1_MACS_peak_7958_lociStitched	chr14	68085871	68086758	1	888	458.4016	117.971	22534	0
1_MACS_peak_27089_lociStitched	chr9	74949355	74950241	1	887	415.3568	93.1186	22535	0
1_MACS_peak_24363_lociStitched	chr7	39894311	39895197	1	887	427.6722	90.6378	22536	0
1_MACS_peak_24224_lociStitched	chr7	25642482	25643368	1	887	855.433	85.4104	22537	0
1_MACS_peak_23761_lociStitched	chr6	142065197	142066083	1	887	410.3952	145.9242	22538	0
1_MACS_peak_21043_lociStitched	chr5	50258743	50259629	1	887	337.8318	58.2988	22539	0
1_MACS_peak_19496_lociStitched	chr4	4861253	4862139	1	887	559.8634	126.3436	22540	0
1_MACS_peak_15877_lociStitched	chr20	4152525	4153411	1	887	863.3184	131.571	22541	0
1_MACS_peak_12359_lociStitched	chr18	67314857	67315743	1	887	399.4974	106.2314	22542	0
1_MACS_peak_7608_lociStitched	chr14	22567134	22568020	1	887	409.0662	87.714	22543	0
1_MACS_peak_5831_lociStitched	chr12	27806210	27807096	1	887	745.6576	148.2278	22544	0
1_MACS_peak_4968_lociStitched	chr11	78060948	78061834	1	887	458.4164	124.483	22545	0
1_MACS_peak_1079_lociStitched	chr1	86412741	86413627	1	887	451.0626	89.8404	22546	0
1_MACS_peak_28568_lociStitched	chrX	128494299	128495184	1	886	404.976	80.712	22547	0
1_MACS_peak_28472_lociStitched	chrX	107261768	107262653	1	886	315.237	82.9245	22548	0
1_MACS_peak_26296_lociStitched	chr8	104457177	104458062	1	886	395.8605	111.51	22549	0
1_MACS_peak_23864_lociStitched	chr6	157284791	157285676	1	886	468.0765	115.4925	22550	0
1_MACS_peak_23320_lociStitched	chr6	96604540	96605425	1	886	533.478	166.1145	22551	0
1_MACS_peak_18893_lociStitched	chr3	149302666	149303551	1	886	533.478	146.4675	22552	0
1_MACS_peak_16059_lociStitched	chr20	23511255	23512140	1	886	433.7385	159.477	22553	0
1_MACS_peak_8409_lociStitched	chr15	30685182	30686067	1	886	373.7355	102.66	22554	0
1_MACS_peak_3759_lociStitched	chr10	103682673	103683558	1	886	396.7455	119.9175	22555	0
1_MACS_peak_2445_lociStitched	chr1	215724839	215725724	1	886	509.406	124.077	22556	0
1_MACS_peak_1404_lociStitched	chr1	143730400	143731285	1	886	457.722	222.9315	22557	0
1_MACS_peak_28617_lociStitched	chrX	131884459	131885343	1	885	430.95	44.642	22558	0
1_MACS_peak_25053_lociStitched	chr7	115868960	115869844	1	885	496.1008	148.1584	22559	0
1_MACS_peak_23306_lociStitched	chr6	93499791	93500675	1	885	377.468	128.9756	22560	0
1_MACS_peak_22074_lociStitched	chr5	165161959	165162843	1	885	426.3532	137.462	22561	0
1_MACS_peak_15076_lociStitched	chr2	169203084	169203968	1	885	525.8916	159.2968	22562	0
1_MACS_peak_7425_lociStitched	chr13	97646045	97646929	1	885	405.314	113.7708	22563	0
1_MACS_peak_6430_lociStitched	chr12	89249123	89250007	1	885	351.6552	116.5112	22564	0
1_MACS_peak_24788_lociStitched	chr7	93007378	93008261	1	884	453.6854	134.5692	22565	0
1_MACS_peak_12753_lociStitched	chr19	12202955	12203838	1	884	610.5945	131.8319	22566	0
1_MACS_peak_12074_lociStitched	chr18	25365755	25366638	1	884	443.0011	127.9467	22567	0
1_MACS_peak_7094_lociStitched	chr13	32822562	32823445	1	884	391.4339	69.8453	22568	0
1_MACS_peak_3721_lociStitched	chr10	100614809	100615692	1	884	416.3345	114.3485	22569	0
1_MACS_peak_28394_lociStitched	chrX	85257088	85257970	1	883	417.0978	58.212	22570	0
1_MACS_peak_27843_lociStitched	chrX	3838205	3839087	1	883	303.7608	17.1108	22571	0
1_MACS_peak_26801_lociStitched	chr9	20042966	20043848	1	883	466.578	109.6326	22572	0
1_MACS_peak_22381_lociStitched	chr6	9717437	9718319	1	883	425.7414	103.5468	22573	0
1_MACS_peak_21711_lociStitched	chr5	132579838	132580720	1	883	535.5504	172.2546	22574	0
1_MACS_peak_7437_lociStitched	chr13	99215321	99216203	1	883	412.0704	74.97	22575	0
1_MACS_peak_5502_lociStitched	chr12	1235093	1235975	1	883	427.1526	116.9532	22576	0
1_MACS_peak_4768_lociStitched	chr11	66494666	66495548	1	883	389.403	58.4766	22577	0
1_MACS_peak_1057_lociStitched	chr1	83974038	83974920	1	883	366.471	76.0284	22578	0
1_MACS_peak_28401_lociStitched	chrX	89728990	89729871	1	882	435.214	19.0296	22579	0
1_MACS_peak_27387_lociStitched	chr9	110774831	110775712	1	882	343.4138	71.2729	22580	0
1_MACS_peak_17847_lociStitched	chr3	31462762	31463643	1	882	599.1681	109.8607	22581	0
1_MACS_peak_15471_lociStitched	chr2	207346297	207347178	1	882	460.0582	90.9192	22582	0
1_MACS_peak_15039_lociStitched	chr2	163346482	163347363	1	882	419.9727	58.7627	22583	0
1_MACS_peak_14858_lociStitched	chr2	133897454	133898335	1	882	492.3909	133.5596	22584	0
1_MACS_peak_7280_lociStitched	chr13	53055029	53055910	1	882	480.3212	91.4478	22585	0
1_MACS_peak_28251_lociStitched	chrX	61935399	61936279	1	881	372.68	68.376	22586	0
1_MACS_peak_27832_lociStitched	chrX	1780359	1781239	1	881	377.344	44.088	22587	0
1_MACS_peak_25906_lociStitched	chr8	53198843	53199723	1	881	432.872	130.856	22588	0
1_MACS_peak_25509_lociStitched	chr8	8219815	8220695	1	881	375.496	75.152	22589	0
1_MACS_peak_18075_lociStitched	chr3	48693415	48694295	1	881	501.512	101.816	22590	0
1_MACS_peak_4702_lociStitched	chr11	64992694	64993574	1	881	471.152	106.216	22591	0
1_MACS_peak_4256_lociStitched	chr11	13882746	13883626	1	881	312.4	109.384	22592	0
1_MACS_peak_20597_lociStitched	chr4	171191558	171192437	1	880	604.752	107.1501	22593	0
1_MACS_peak_20555_lociStitched	chr4	164316695	164317574	1	880	513.336	145.7382	22594	0
1_MACS_peak_20118_lociStitched	chr4	95989788	95990667	1	880	309.408	57.3987	22595	0
1_MACS_peak_19533_lociStitched	chr4	8160555	8161434	1	880	399.5055	62.409	22596	0
1_MACS_peak_16451_lociStitched	chr20	50372827	50373706	1	880	400.7361	107.238	22597	0
1_MACS_peak_15827_lociStitched	chr20	1206629	1207508	1	880	373.0476	81.6591	22598	0
1_MACS_peak_9694_lociStitched	chr16	18773732	18774611	1	880	363.8181	136.6845	22599	0
1_MACS_peak_7792_lociStitched	chr14	50574159	50575038	1	880	386.4963	50.2788	22600	0
1_MACS_peak_7510_lociStitched	chr13	111379905	111380784	1	880	518.8737	120.1593	22601	0
1_MACS_peak_6083_lociStitched	chr12	51984668	51985547	1	880	411.372	72.2538	22602	0
1_MACS_peak_2643_lociStitched	chr1	231739259	231740138	1	880	667.2489	212.3664	22603	0
1_MACS_peak_27673_lociStitched	chr9	132499718	132500596	1	879	342.9468	119.5836	22604	0
1_MACS_peak_21777_lociStitched	chr5	138861560	138862438	1	879	438.122	107.8184	22605	0
1_MACS_peak_17828_lociStitched	chr3	27250854	27251732	1	879	349.2684	139.7776	22606	0
1_MACS_peak_15662_lociStitched	chr2	231524823	231525701	1	879	406.4262	63.8306	22607	0
1_MACS_peak_15141_lociStitched	chr2	174376580	174377458	1	879	462.5304	166.2932	22608	0
1_MACS_peak_14779_lociStitched	chr2	121437466	121438344	1	879	572.2804	107.116	22609	0
1_MACS_peak_11372_lociStitched	chr17	52935198	52936076	1	879	436.6294	68.6596	22610	0
1_MACS_peak_11363_lociStitched	chr17	50392671	50393549	1	879	442.4242	147.3284	22611	0
1_MACS_peak_27354_lociStitched	chr9	107622365	107623242	1	878	355.8866	64.1964	22612	0
1_MACS_peak_25641_lociStitched	chr8	22446396	22447273	1	878	344.4856	135.2334	22613	0
1_MACS_peak_18387_lociStitched	chr3	96562575	96563452	1	878	423.8541	97.8732	22614	0
1_MACS_peak_11036_lociStitched	chr17	37000313	37001190	1	878	429.2038	135.3211	22615	0
1_MACS_peak_27726_lociStitched	chr9	135936070	135936946	1	877	392.7984	92.5056	22616	0
1_MACS_peak_23654_lociStitched	chr6	134785747	134786623	1	877	367.044	62.5464	22617	0
1_MACS_peak_23179_lociStitched	chr6	79214444	79215320	1	877	570.1008	168.0168	22618	0
1_MACS_peak_18579_lociStitched	chr3	119528506	119529382	1	877	504.2256	58.692	22619	0
1_MACS_peak_28765_lociStitched	chrX	154032961	154033836	1	876	466.2875	137.55	22620	0
1_MACS_peak_26797_lociStitched	chr9	19408796	19409671	1	876	455.175	85.225	22621	0
1_MACS_peak_24676_lociStitched	chr7	76312508	76313383	1	876	398.65	87.5875	22622	0
1_MACS_peak_22030_lociStitched	chr5	158525825	158526700	1	876	380.1875	48.825	22623	0
1_MACS_peak_21713_lociStitched	chr5	133223620	133224495	1	876	370.9125	102.725	22624	0
1_MACS_peak_19806_lociStitched	chr4	53727829	53728704	1	876	514.5875	161.9625	22625	0
1_MACS_peak_16699_lociStitched	chr21	28216530	28217405	1	876	398.9125	69.3875	22626	0
1_MACS_peak_15124_lociStitched	chr2	173305362	173306237	1	876	472.675	111.475	22627	0
1_MACS_peak_13458_lociStitched	chr19	54676247	54677122	1	876	403.2	115.0625	22628	0
1_MACS_peak_7311_lociStitched	chr13	67405103	67405978	1	876	440.2125	51.275	22629	0
1_MACS_peak_2912_lociStitched	chr10	12630157	12631032	1	876	388.675	118.125	22630	0
1_MACS_peak_1459_lociStitched	chr1	145928393	145929268	1	876	383.95	121.7125	22631	0
1_MACS_peak_28015_lociStitched	chrX	30579195	30580069	1	875	410.9548	72.6294	22632	0
1_MACS_peak_24706_lociStitched	chr7	79707168	79708042	1	875	471.523	116.0672	22633	0
1_MACS_peak_19284_lociStitched	chr3	185813122	185813996	1	875	467.8522	166.497	22634	0
1_MACS_peak_16299_lociStitched	chr20	40898977	40899851	1	875	456.4028	117.9026	22635	0
1_MACS_peak_14809_lociStitched	chr2	128662365	128663239	1	875	396.1842	132.6732	22636	0
1_MACS_peak_5318_lociStitched	chr11	119226971	119227845	1	875	419.52	108.1138	22637	0
1_MACS_peak_1933_lociStitched	chr1	169894983	169895857	1	875	616.17	245.2444	22638	0
1_MACS_peak_23310_lociStitched	chr6	94737070	94737943	1	874	531.1332	164.4732	22639	0
1_MACS_peak_23183_lociStitched	chr6	79618616	79619489	1	874	386.3025	102.4029	22640	0
1_MACS_peak_15774_lociStitched	chr2	240240744	240241617	1	874	498.3957	95.6808	22641	0
1_MACS_peak_9350_lociStitched	chr15	99663747	99664620	1	874	361.422	98.7363	22642	0
1_MACS_peak_7947_lociStitched	chr14	66198379	66199252	1	874	383.1597	92.2761	22643	0
1_MACS_peak_559_lociStitched	chr1	36789172	36790045	1	874	434.0556	117.2439	22644	0
1_MACS_peak_23130_lociStitched	chr6	73345838	73346710	1	873	404.7824	125.6552	22645	0
1_MACS_peak_15723_lociStitched	chr2	234849551	234850423	1	873	439.6624	43.7744	22646	0
1_MACS_peak_15673_lociStitched	chr2	232062803	232063675	1	873	511.864	64.528	22647	0
1_MACS_peak_15493_lociStitched	chr2	209986252	209987124	1	873	478.6408	102.5472	22648	0
1_MACS_peak_13851_lociStitched	chr2	33841873	33842745	1	873	625.0496	189.1368	22649	0
1_MACS_peak_12304_lociStitched	chr18	59560769	59561641	1	873	364.2344	80.3984	22650	0
1_MACS_peak_10294_lociStitched	chr16	79982825	79983697	1	873	301.7992	57.116	22651	0
1_MACS_peak_9211_lociStitched	chr15	87462723	87463595	1	873	468.264	105.2504	22652	0
1_MACS_peak_5055_lociStitched	chr11	91214668	91215540	1	873	307.2928	96.2688	22653	0
1_MACS_peak_27688_lociStitched	chr9	133016752	133017623	1	872	506.922	88.4936	22654	0
1_MACS_peak_27247_lociStitched	chr9	95878230	95879101	1	872	481.4017	85.0096	22655	0
1_MACS_peak_26590_lociStitched	chr8	144650487	144651358	1	872	434.1064	81.7869	22656	0
1_MACS_peak_26299_lociStitched	chr8	104982593	104983464	1	872	645.5852	83.5289	22657	0
1_MACS_peak_25943_lociStitched	chr8	58838626	58839497	1	872	469.2948	115.3204	22658	0
1_MACS_peak_20043_lociStitched	chr4	84177033	84177904	1	872	423.1318	72.9027	22659	0
1_MACS_peak_6411_lociStitched	chr12	82944309	82945180	1	872	472.082	68.2864	22660	0
1_MACS_peak_5940_lociStitched	chr12	41866808	41867679	1	872	353.4518	102.4296	22661	0
1_MACS_peak_1187_lociStitched	chr1	100014408	100015279	1	872	417.7316	59.4893	22662	0
1_MACS_peak_1069_lociStitched	chr1	85328449	85329320	1	872	393.8662	69.68	22663	0
1_MACS_peak_26770_lociStitched	chr9	14585754	14586624	1	871	400.287	76.995	22664	0
1_MACS_peak_26050_lociStitched	chr8	71594727	71595597	1	871	503.817	236.727	22665	0
1_MACS_peak_20801_lociStitched	chr5	5437030	5437900	1	871	459.708	132.936	22666	0
1_MACS_peak_19758_lociStitched	chr4	41362439	41363309	1	871	367.575	139.896	22667	0
1_MACS_peak_8123_lociStitched	chr14	89831067	89831937	1	871	399.069	50.025	22668	0
1_MACS_peak_1355_lociStitched	chr1	118079794	118080664	1	871	433.347	108.75	22669	0
1_MACS_peak_27853_lociStitched	chrX	6636701	6637570	1	870	378.6233	23.5499	22670	0
1_MACS_peak_21874_lociStitched	chr5	143753803	143754672	1	870	375.9294	118.4447	22671	0
1_MACS_peak_7357_lociStitched	chr13	78502945	78503814	1	870	360.8088	106.018	22672	0
1_MACS_peak_6418_lociStitched	chr12	85667013	85667882	1	870	327.0047	90.0284	22673	0
1_MACS_peak_5838_lociStitched	chr12	28375793	28376662	1	870	398.871	121.9207	22674	0
1_MACS_peak_27962_lociStitched	chrX	19469760	19470628	1	869	103272.6436	49.7364	22675	0
1_MACS_peak_26992_lociStitched	chr9	44989684	44990552	1	869	458.3908	107.632	22676	0
1_MACS_peak_24258_lociStitched	chr7	29810756	29811624	1	869	348.068	81.9392	22677	0
1_MACS_peak_23868_lociStitched	chr6	157389867	157390735	1	869	337.1312	97.0424	22678	0
1_MACS_peak_9149_lociStitched	chr15	82814794	82815662	1	869	419.5912	141.2236	22679	0
1_MACS_peak_7940_lociStitched	chr14	65800855	65801723	1	869	428.0976	76.2104	22680	0
1_MACS_peak_27167_lociStitched	chr9	90880997	90881864	1	868	405.3225	109.3287	22681	0
1_MACS_peak_25520_lociStitched	chr8	9639261	9640128	1	868	364.2267	120.6864	22682	0
1_MACS_peak_23885_lociStitched	chr6	158652379	158653246	1	868	636.2913	93.9828	22683	0
1_MACS_peak_23541_lociStitched	chr6	120177250	120178117	1	868	475.116	126.2352	22684	0
1_MACS_peak_12729_lociStitched	chr19	11224219	11225086	1	868	420.7551	50.3727	22685	0
1_MACS_peak_7806_lociStitched	chr14	51765253	51766120	1	868	483.2658	76.9029	22686	0
1_MACS_peak_3694_lociStitched	chr10	98955881	98956748	1	868	456.909	94.503	22687	0
1_MACS_peak_26310_lociStitched	chr8	106833560	106834426	1	867	358.7838	97.3384	22688	0
1_MACS_peak_24128_lociStitched	chr7	16095230	16096096	1	867	424.0802	129.034	22689	0
1_MACS_peak_23460_lociStitched	chr6	111434483	111435349	1	867	444.4312	122.8854	22690	0
1_MACS_peak_21866_lociStitched	chr5	143468599	143469465	1	867	410.7438	87.7258	22691	0
1_MACS_peak_21411_lociStitched	chr5	91755868	91756734	1	867	512.4122	125.2236	22692	0
1_MACS_peak_21296_lociStitched	chr5	77805915	77806781	1	867	385.0236	163.674	22693	0
1_MACS_peak_12236_lociStitched	chr18	49920911	49921777	1	867	449.1076	111.9738	22694	0
1_MACS_peak_2198_lociStitched	chr1	201083114	201083980	1	867	524.1898	205.4152	22695	0
1_MACS_peak_595_lociStitched	chr1	39281553	39282419	1	867	463.8296	98.724	22696	0
1_MACS_peak_23855_lociStitched	chr6	157040614	157041479	1	866	376.967	57.6955	22697	0
1_MACS_peak_22992_lociStitched	chr6	45891432	45892297	1	866	461.9965	117.5535	22698	0
1_MACS_peak_21989_lociStitched	chr5	155254495	155255360	1	866	426.618	119.37	22699	0
1_MACS_peak_10297_lociStitched	chr16	80499779	80500644	1	866	347.211	91.4305	22700	0
1_MACS_peak_5051_lociStitched	chr11	88154339	88155204	1	866	359.84	99.2155	22701	0
1_MACS_peak_4490_lociStitched	chr11	46526279	46527144	1	866	386.482	151.894	22702	0
1_MACS_peak_1258_lociStitched	chr1	110074934	110075799	1	866	356.553	74.044	22703	0
1_MACS_peak_27556_lociStitched	chr9	127421346	127422210	1	865	432.6048	29.7216	22704	0
1_MACS_peak_26834_lociStitched	chr9	27529171	27530035	1	865	435.9744	40.4352	22705	0
1_MACS_peak_25776_lociStitched	chr8	30769733	30770597	1	865	366.336	89.3376	22706	0
1_MACS_peak_24740_lociStitched	chr7	87814084	87814948	1	865	424.7424	113.5296	22707	0
1_MACS_peak_8010_lociStitched	chr14	73493136	73494000	1	865	544.1472	78.5376	22708	0
1_MACS_peak_7369_lociStitched	chr13	79136281	79137145	1	865	404.8704	96.8544	22709	0
1_MACS_peak_6349_lociStitched	chr12	75059427	75060291	1	865	388.1952	71.1936	22710	0
1_MACS_peak_26790_lociStitched	chr9	18362684	18363547	1	864	406.2141	46.602	22711	0
1_MACS_peak_24875_lociStitched	chr7	100434503	100435366	1	864	472.3199	110.5503	22712	0
1_MACS_peak_15976_lociStitched	chr20	13042115	13042978	1	864	356.9368	66.3647	22713	0
