REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_6460_lociStitched	chr12	92533161	92541312	1	8152	13117.4043	1478.5914	541	BTG1		BTG1	541	1
1_MACS_peak_24752_lociStitched	chr7	90337240	90345387	1	8148	36076.5454	1638.3617	542	CDK14		CDK14	542	1
4_MACS_peak_27482_lociStitched	chr9	117660261	117672911	4	8138	10586.785	2240.315	543	TNFSF8		TNFSF8	543	1
5_MACS_peak_26274_lociStitched	chr8	103659329	103669632	5	8131	7428.463	1149.8148	544	KLF10		KLF10	544	1
3_MACS_peak_17157_lociStitched	chr22	27053253	27071174	3	8131	23121.6742	2865.5679	545	MIAT	CRYBA4,CRYBB1	MIAT	545	1
3_MACS_peak_23379_lociStitched	chr6	106585450	106595538	3	8118	38654.1896	2060.9784	546		PRDM1	PRDM1	546	1
4_MACS_peak_340_lociStitched	chr1	25557960	25574842	4	8099	20412.0262	2967.8556	547	SYF2,C1orf63	RHD	SYF2	547	1
2_MACS_peak_25086_lociStitched	chr7	120627559	120639651	2	8094	7016.9876	3074.9956	548	C7orf58	ING3	C7orf58	548	1
4_MACS_peak_22455_lociStitched	chr6	15244660	15257866	4	8084	10537.0674	2015.2356	549	JARID2		JARID2	549	1
3_MACS_peak_10240_lociStitched	chr16	71876863	71888670	3	8083	18774.3107	2042.611	550	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	550	1
3_MACS_peak_21947_lociStitched	chr5	150590599	150604423	3	8072	12650.3424	2217.3696	551	CCDC69	GM2A	CCDC69	551	1
2_MACS_peak_6625_lociStitched	chr12	105618489	105630784	2	8071	14225.315	2050.806	552	APPL2		APPL2	552	1
3_MACS_peak_18714_lociStitched	chr3	128994250	129003108	3	8062	14188.7444	1590.8968	553	COPG,C3orf37	C3orf47,H1FX	C3orf37	553	1
5_MACS_peak_2236_lociStitched	chr1	203236299	203248240	5	8058	24886.2381	3385.2735	554		BTG2,CHIT1,LOC730227	LOC730227	554	1
2_MACS_peak_12809_lociStitched	chr19	13949058	13959274	2	8048	28140.9936	1633.5384	555		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	555	1
2_MACS_peak_27272_lociStitched	chr9	98267183	98279506	2	8042	17699.5249	1515.729	556	PTCH1		PTCH1	556	1
2_MACS_peak_19500_lociStitched	chr4	5705288	5715592	2	8028	19259.2064	1633.184	557	EVC,EVC2		EVC2	557	1
3_MACS_peak_709_lociStitched	chr1	44289739	44303231	3	8022	15058.4212	2358.4016	558	ST3GAL3		ARTN	558	1
5_MACS_peak_8639_lociStitched	chr15	44954506	44976462	5	8022	16027.88	3247.2924	559	SPG11,PATL2	B2M	PATL2	559	1
2_MACS_peak_27560_lociStitched	chr9	127622817	127635632	2	8011	20491.185	1947.88	560	ARPC5L,RPL35	WDR38	ARPC5L	560	1
2_MACS_peak_20700_lociStitched	chr4	186225316	186233578	2	8010	21925.6956	1808.5518	561	SNX25		LRP2BP	561	1
2_MACS_peak_23436_lociStitched	chr6	109216307	109228351	2	8010	18047.934	2090.8384	562	ARMC2		ARMC2	562	1
3_MACS_peak_27397_lociStitched	chr9	112668774	112683193	3	8008	50620.7833	2693.4692	563	PALM2,PALM2-AKAP2		PALM2	563	1
3_MACS_peak_7542_lociStitched	chr13	114581901	114594762	3	8005	24037.209	1800.54	564	FLJ44054	GAS6	FLJ44054	564	1
3_MACS_peak_5557_lociStitched	chr12	6439156	6452090	3	7999	19368.665	2444.526	565	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	565	1
2_MACS_peak_12521_lociStitched	chr19	2468765	2480442	2	7996	21782.2758	2822.3309	566	GADD45B	TIMM13,LMNB2	GADD45B	566	1
3_MACS_peak_6871_lociStitched	chr12	123355188	123364681	3	7992	14038.2484	777.4767	567	VPS37B	HIP1R	VPS37B	567	1
3_MACS_peak_5323_lociStitched	chr11	119592196	119600642	3	7983	9032.1524	1497.4758	568	PVRL1		PVRL1	568	1
1_MACS_peak_16263_lociStitched	chr20	37497936	37505913	1	7978	94511.496	1837.1031	569	PPP1R16B	FAM83D	FAM83D	569	1
1_MACS_peak_12253_lociStitched	chr18	52983555	52991531	1	7977	20245.4808	1513.8448	570	TCF4		TCF4	570	1
3_MACS_peak_27474_lociStitched	chr9	117369673	117380325	3	7976	21409.4548	1796.9924	571	C9orf91	ATP6V1G1	C9orf91	571	1
3_MACS_peak_2551_lociStitched	chr1	226308599	226317159	3	7973	44797.904	2264.12	572			ACBD3	572	1
2_MACS_peak_19150_lociStitched	chr3	177068693	177079552	2	7937	48401.8207	3119.7907	573			TBL1XR1	573	1
2_MACS_peak_967_lociStitched	chr1	67389726	67400574	2	7929	14337.8016	1838.736	574	MIER1,WDR78		MIER1	574	1
3_MACS_peak_25441_lociStitched	chr7	155532780	155547076	3	7917	14456.1152	3188.008	575	RBM33		SHH	575	1
1_MACS_peak_26447_lociStitched	chr8	126441298	126449212	1	7915	17436.9162	1589.9226	576	TRIB1		TRIB1	576	1
2_MACS_peak_24164_lociStitched	chr7	20476529	20489702	2	7912	22872.2799	2224.9197	577			ITGB8	577	1
2_MACS_peak_15684_lociStitched	chr2	232570517	232578882	2	7898	25100.8555	896.728	578	PTMA,MIR1244-1		PTMA	578	1
4_MACS_peak_9376_lociStitched	chr15	101790155	101806887	4	7893	11991.8244	2712.2572	579	CHSY1	SELS,SNRPA1	CHSY1	579	1
3_MACS_peak_13416_lociStitched	chr19	50369549	50382171	3	7887	38239.6112	2574.888	580	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	580	1
4_MACS_peak_26201_lociStitched	chr8	95998200	96010572	4	7869	7151.016	1191.4236	581		C8orf38,TP53INP1	C8orf38	581	1
3_MACS_peak_6111_lociStitched	chr12	53763792	53776392	3	7866	26981.64	2349.9	582	SP1	AMHR2,AAAS,SP7	SP1	582	1
2_MACS_peak_27610_lociStitched	chr9	130672427	130681253	2	7864	22390.6794	1628.397	583	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	583	1
2_MACS_peak_3870_lociStitched	chr10	112216460	112226020	2	7863	67270.852	1952.152	584		DUSP5	DUSP5	584	1
3_MACS_peak_26863_lociStitched	chr9	33152485	33168262	3	7860	13628.1726	2402.8371	585	B4GALT1		B4GALT1	585	1
3_MACS_peak_17715_lociStitched	chr3	13455043	13470726	3	7855	25042.6144	2183.0736	586	NUP210		NUP210	586	1
2_MACS_peak_8372_lociStitched	chr15	23659937	23669475	2	7842	35421.2706	1738.7774	587			MKRN3	587	1
3_MACS_peak_5328_lociStitched	chr11	120203409	120216604	3	7842	14145.04	2475.382	588	TMEM136,ARHGEF12		ARHGEF12	588	1
2_MACS_peak_9038_lociStitched	chr15	75352881	75363152	2	7833	28314.0657	1838.509	589		PPCDC	PPCDC	589	1
1_MACS_peak_20751_lociStitched	chr5	217228	225059	1	7832	15923.5554	1513.7323	590	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	590	1
1_MACS_peak_25829_lociStitched	chr8	38237292	38245119	1	7828	16613.5902	1581.054	591	LETM2,WHSC1L1		WHSC1L1	591	1
3_MACS_peak_24940_lociStitched	chr7	104576372	104586735	3	7827	41988.8034	1928.5543	592		LOC723809	LOC723809	592	1
2_MACS_peak_15764_lociStitched	chr2	239167312	239176586	2	7826	9968.6226	755.831	593	PER2	LOC643387,LOC151174,HES6	HES6	593	1
3_MACS_peak_19355_lociStitched	chr3	193848117	193860459	3	7821	13539.174	2727.582	594	HES1		HES1	594	1
1_MACS_peak_17805_lociStitched	chr3	23847071	23854890	1	7820	22515.5924	1277.6246	595	UBE2E1		UBE2E1	595	1
3_MACS_peak_1320_lociStitched	chr1	115236700	115251380	3	7819	16401.964	870.524	596	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	596	1
2_MACS_peak_21538_lociStitched	chr5	112256335	112266785	2	7817	33369.985	1730.52	597	REEP5	DCP2	REEP5	597	1
4_MACS_peak_9370_lociStitched	chr15	101675417	101692304	4	7816	14060.1162	2683.3443	598			CHSY1	598	1
2_MACS_peak_19716_lociStitched	chr4	38664313	38673959	2	7812	16715.5534	1319.5728	599	KLF3,FLJ13197		FLJ13197	599	1
1_MACS_peak_9224_lociStitched	chr15	89163698	89171502	1	7805	21463.3412	1550.6548	600	AEN	MIR1179,MIR7-2,ISG20	AEN	600	1
3_MACS_peak_13401_lociStitched	chr19	49989977	50004813	3	7804	16325.5344	2278.8096	601	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	601	1
2_MACS_peak_8150_lociStitched	chr14	91781578	91792363	2	7799	16821.3645	936.138	602	CCDC88C		GPR68	602	1
3_MACS_peak_28743_lociStitched	chrX	153596542	153608931	3	7799	9092.2871	1072.8874	603	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	603	1
2_MACS_peak_11148_lociStitched	chr17	40826843	40834969	2	7788	16776.9396	1523.625	604	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	604	1
5_MACS_peak_889_lociStitched	chr1	59470817	59487021	5	7787	13282.4188	2636.3908	605			LOC729467	605	1
2_MACS_peak_24424_lociStitched	chr7	45033116	45042102	2	7785	18326.947	1499.7634	606	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	606	1
3_MACS_peak_11702_lociStitched	chr17	74777187	74788801	3	7784	16584.792	1553.9532	607		MFSD11,MIR636,SRSF2	MFSD11	607	1
2_MACS_peak_14532_lociStitched	chr2	99115100	99123293	2	7782	10911.4374	1398.5451	608	INPP4A		INPP4A	608	1
2_MACS_peak_25691_lociStitched	chr8	26428329	26437466	2	7777	30759.7105	1937.044	609	DPYSL2		DPYSL2	609	1
1_MACS_peak_24753_lociStitched	chr7	90352086	90359858	1	7773	24734.39	1442.4832	610	CDK14		CDK14	610	1
1_MACS_peak_22192_lociStitched	chr5	176852036	176859808	1	7773	17503.3212	1831.8604	611	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	611	1
3_MACS_peak_17403_lociStitched	chr22	39860715	39870023	3	7770	20768.9404	1402.7156	612	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	612	1
2_MACS_peak_6574_lociStitched	chr12	102129076	102140356	2	7767	33437.304	1760.808	613	SYCP3,GNPTAB	CHPT1	SYCP3	613	1
4_MACS_peak_17063_lociStitched	chr22	22549296	22565585	4	7756	22975.6345	2876.6374	614		VPREB1	VPREB1	614	1
1_MACS_peak_26058_lociStitched	chr8	72268266	72276013	1	7748	17080.5856	1155.0777	615	EYA1		EYA1	615	1
2_MACS_peak_14881_lociStitched	chr2	135162578	135170517	2	7742	24307.6302	1606.0597	616	MGAT5	LOC151162	LOC151162	616	1
2_MACS_peak_27678_lociStitched	chr9	132646111	132657721	2	7739	33138.423	1952.802	617	FNBP1	USP20,C9orf78	USP20	617	1
3_MACS_peak_15728_lociStitched	chr2	235390797	235405767	3	7739	9422.118	1241.013	618	ARL4C		ARL4C	618	1
3_MACS_peak_21972_lociStitched	chr5	153651715	153665077	3	7735	10050.8964	1866.6714	619	GALNT10		GALNT10	619	1
3_MACS_peak_26637_lociStitched	chr8	146010465	146025081	3	7729	11527.6392	2158.7832	620	ZNF517,ZNF34,RPL8	ZNF7,ZNF251	RPL8	620	1
3_MACS_peak_20161_lociStitched	chr4	103532548	103542697	3	7725	20664.3789	1865.3862	621	NFKB1		NFKB1	621	1
2_MACS_peak_6173_lociStitched	chr12	56726361	56734356	2	7712	38715.7875	1672.554	622	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	622	1
2_MACS_peak_26474_lociStitched	chr8	129278316	129287322	2	7705	16132.4478	1619.2788	623			MIR1208	623	1
2_MACS_peak_12529_lociStitched	chr19	2618248	2628955	2	7703	55941.9336	2938.0008	624	GNG7		GNG7	624	1
2_MACS_peak_4179_lociStitched	chr11	8703013	8711462	2	7699	25852.2502	1755.7022	625	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	625	1
2_MACS_peak_18914_lociStitched	chr3	151911076	151919665	2	7699	22266.1236	1499.6394	626			MBNL1	626	1
3_MACS_peak_2185_lociStitched	chr1	200588823	200598541	3	7696	17939.428	2443.1052	627	KIF14	DDX59	KIF14	627	1
3_MACS_peak_17372_lociStitched	chr22	39409051	39421943	3	7696	27212.4336	2149.0964	628	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	628	1
3_MACS_peak_14789_lociStitched	chr2	127413313	127424473	3	7683	16986.636	1759.932	629	GYPC		GYPC	629	1
2_MACS_peak_7508_lociStitched	chr13	111357470	111369429	2	7683	15694.9916	1932.5744	630	ING1,CARS2		ING1	630	1
1_MACS_peak_2130_lociStitched	chr1	192543889	192551563	1	7675	27326.3466	2470.2606	631	RGS1		RGS1	631	1
1_MACS_peak_3090_lociStitched	chr10	30989215	30996886	1	7672	57840.8742	1575.6234	632			LYZL2	632	1
1_MACS_peak_11388_lociStitched	chr17	54984731	54992400	1	7670	12611.6705	1437.1706	633	TRIM25	MTVR2,COIL	TRIM25	633	1
2_MACS_peak_13062_lociStitched	chr19	35695484	35706000	2	7666	43725.528	2358.7388	634		FXYD5,LSR,FAM187B	FAM187B	634	1
2_MACS_peak_18173_lociStitched	chr3	52737915	52745670	2	7664	24336.741	1467.246	635	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	635	1
2_MACS_peak_10445_lociStitched	chr17	977447	985415	2	7664	19247.5008	1185.6384	636	ABR		ABR	636	1
4_MACS_peak_12868_lociStitched	chr19	16545223	16561400	4	7652	17831.9071	2525.2297	637	EPS15L1	C19orf44,CALR3	EPS15L1	637	1
4_MACS_peak_296_lociStitched	chr1	23937724	23954526	4	7645	12925.7786	2879.8628	638	MDS2		MDS2	638	1
1_MACS_peak_19014_lociStitched	chr3	160116091	160123725	1	7635	51114.9738	1970.3354	639	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	639	1
4_MACS_peak_7164_lociStitched	chr13	42061877	42077763	4	7630	10019.3002	1293.1204	640		C13orf15	C13orf15	640	1
3_MACS_peak_9658_lociStitched	chr16	15735159	15745950	3	7627	18742.8879	1667.2095	641	NDE1,MIR484,KIAA0430		MIR484	641	1
3_MACS_peak_6608_lociStitched	chr12	104849803	104861856	3	7624	20468.4046	1827.2348	642	CHST11		CHST11	642	1
2_MACS_peak_2337_lociStitched	chr1	207995106	208006220	2	7613	23203.8092	2848.5182	643	LOC148696	MIR29C,MIR29B2	LOC148696	643	1
1_MACS_peak_25101_lociStitched	chr7	121944297	121951905	1	7609	30730.9944	1761.252	644	LOC154860,FEZF1		FEZF1	644	1
2_MACS_peak_9890_lociStitched	chr16	30661239	30673100	2	7607	30366.5322	1928.5986	645	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	645	1
1_MACS_peak_24156_lociStitched	chr7	20254596	20262200	1	7605	43394.5072	1906.3228	646	MACC1		MACC1	646	1
2_MACS_peak_11642_lociStitched	chr17	73283897	73295118	2	7603	20960.828	1864.9302	647	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	647	1
3_MACS_peak_14212_lociStitched	chr2	65609419	65622424	3	7601	15453.8415	2485.2555	648	SPRED2	SPRED2	SPRED2	648	1
3_MACS_peak_9268_lociStitched	chr15	90721510	90736312	3	7596	31877.5872	2312.0724	649	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	649	1
2_MACS_peak_11499_lociStitched	chr17	62133139	62141557	2	7594	8114.1102	1330.044	650	ERN1	ICAM2	ICAM2	650	1
4_MACS_peak_4195_lociStitched	chr11	9586882	9599815	4	7592	12719.6055	2002.0284	651	WEE1		WEE1	651	1
3_MACS_peak_17399_lociStitched	chr22	39823233	39835194	3	7590	19334.9565	1607.5584	652	TAB1	MGAT3	MGAT3	652	1
2_MACS_peak_13127_lociStitched	chr19	39338864	39349048	2	7577	27500.8736	1750.6296	653	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	653	1
4_MACS_peak_3006_lociStitched	chr10	22604392	22615457	4	7576	15315.0665	1559.0585	654	COMMD3,BMI1	SPAG6	BMI1	654	1
2_MACS_peak_233_lociStitched	chr1	17221347	17233430	2	7570	93743.5389	3860.5185	655		CROCC	CROCC	655	1
1_MACS_peak_4893_lociStitched	chr11	72862319	72869887	1	7569	69403.8576	1931.3536	656		FCHSD2	FCHSD2	656	1
3_MACS_peak_16489_lociStitched	chr20	52482069	52490455	3	7565	20774.6378	1595.8558	657		SUMO1P1	SUMO1P1	657	1
3_MACS_peak_20603_lociStitched	chr4	173896910	173909107	3	7565	21955.8197	1810.0348	658	GALNTL6		GALNT7	658	1
4_MACS_peak_11285_lociStitched	chr17	46528322	46537593	4	7560	12069.9149	1617.7895	659		SKAP1	SKAP1	659	1
1_MACS_peak_11031_lociStitched	chr17	36856189	36863738	1	7550	64131.7746	1326.3593	660	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	660	1
4_MACS_peak_23666_lociStitched	chr6	135544351	135556252	4	7545	11714.1543	2135.0394	661		MYB	MYB	661	1
3_MACS_peak_22756_lociStitched	chr6	32156797	32165865	3	7543	16929.956	1653.0964	662	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	662	1
2_MACS_peak_1731_lociStitched	chr1	156627204	156635131	2	7541	24775.0458	2141.8754	663	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	663	1
1_MACS_peak_23377_lociStitched	chr6	106439201	106446737	1	7537	42227.2224	1437.8688	664			PRDM1	664	1
2_MACS_peak_7785_lociStitched	chr14	50465555	50476594	2	7537	39716.1142	1042.0816	665	C14orf182		C14orf182	665	1
3_MACS_peak_25722_lociStitched	chr8	28195244	28207169	3	7527	23460.0525	2216.8575	666	PNOC,ZNF395		PNOC	666	1
2_MACS_peak_13897_lociStitched	chr2	37871757	37883982	2	7526	14755.575	1980.45	667	CDC42EP3		CDC42EP3	667	1
1_MACS_peak_20066_lociStitched	chr4	87854856	87862379	1	7524	23924.6446	1317.2773	668	AFF1	C4orf36	AFF1	668	1
2_MACS_peak_18037_lociStitched	chr3	46578207	46589673	2	7518	76197.303	2262.2418	669	LRRC2	RTP3,TDGF1	LRRC2	669	1
3_MACS_peak_4583_lociStitched	chr11	60672642	60684033	3	7495	24884.7786	2270.2263	670	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	670	1
1_MACS_peak_26818_lociStitched	chr9	22237445	22244928	1	7484	12077.562	787.2116	671			DMRTA1	671	1
2_MACS_peak_14678_lociStitched	chr2	112231582	112242123	2	7476	9966.5155	1594.8533	672	LOC541471		LOC541471	672	1
3_MACS_peak_26280_lociStitched	chr8	103817867	103827459	3	7473	18041.5928	944.812	673		AZIN1	AZIN1	673	1
2_MACS_peak_18498_lociStitched	chr3	111392524	111403177	2	7467	11450.9097	2044.3107	674	PLCXD2	PHLDB2	PLCXD2	674	1
4_MACS_peak_4563_lociStitched	chr11	59316855	59334354	4	7449	14191.689	2852.337	675		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	675	1
1_MACS_peak_17723_lociStitched	chr3	14160979	14168415	1	7437	38049.2684	1582.3808	676	TMEM43,CHCHD4		CHCHD4	676	1
3_MACS_peak_7654_lociStitched	chr14	24604479	24617655	3	7429	9941.292	971.0712	677	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	677	1
3_MACS_peak_26870_lociStitched	chr9	33286813	33298870	3	7426	29167.0887	2012.3133	678	NFX1	SPINK4,CHMP5,BAG1	NFX1	678	1
1_MACS_peak_953_lociStitched	chr1	66795973	66803397	1	7425	30197.12	1795.8656	679	PDE4B		PDE4B	679	1
2_MACS_peak_24333_lociStitched	chr7	37375174	37385741	2	7402	19655.6767	2062.6784	680	ELMO1		ELMO1	680	1
5_MACS_peak_4719_lociStitched	chr11	65306954	65326771	5	7400	9652.8607	2320.5707	681	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	681	1
3_MACS_peak_3388_lociStitched	chr10	72249548	72260450	3	7397	15787.1862	2117.1684	682	KIAA1274	NODAL	KIAA1274	682	1
4_MACS_peak_10619_lociStitched	chr17	8053839	8067267	4	7396	10673.9172	2037.0276	683	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	683	1
3_MACS_peak_4631_lociStitched	chr11	62472459	62482528	3	7393	19909.4337	2006.7517	684	GNG3,BSCL2,HNRNPUL2	METTL12,SNORA57,C11orf83,TTC9C,POLR2G,C11orf48,UBXN1,LRRN4CL,ZBTB3	BSCL2	684	1
3_MACS_peak_20132_lociStitched	chr4	100729451	100743729	3	7393	15938.5314	2608.5906	685	DAPP1		DAPP1	685	1
2_MACS_peak_6599_lociStitched	chr12	104318488	104326961	2	7384	48375.7462	1746.2853	686	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	686	1
4_MACS_peak_13826_lociStitched	chr2	31430295	31443252	4	7384	8777.0718	1956.507	687	CAPN14	EHD3	CAPN14	687	1
2_MACS_peak_19446_lociStitched	chr4	1712487	1724926	2	7376	29196.8208	1624.5334	688	TACC3,SLBP,TMEM129	FAM53A	TMEM129	688	1
1_MACS_peak_18776_lociStitched	chr3	133290567	133297941	1	7375	22130.8488	1780.821	689	CDV3		CDV3	689	1
3_MACS_peak_21802_lociStitched	chr5	139935467	139950140	3	7375	13647.3573	2156.931	690	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	690	1
2_MACS_peak_3855_lociStitched	chr10	111967030	111974916	2	7373	15046.488	1395.822	691	MXI1	MXI1	MXI1	691	1
3_MACS_peak_27895_lociStitched	chrX	11440531	11448448	3	7372	15282.9768	815.451	692	ARHGAP6		AMELX	692	1
3_MACS_peak_13891_lociStitched	chr2	37615073	37624994	3	7366	27208.3425	2031.8208	693		QPCT	QPCT	693	1
2_MACS_peak_10576_lociStitched	chr17	6914917	6926137	2	7363	55054.296	1677.39	694	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	694	1
4_MACS_peak_8805_lociStitched	chr15	59266959	59281152	4	7358	15121.2222	2154.4974	695	RNF111	SLTM	RNF111	695	1
3_MACS_peak_16128_lociStitched	chr20	31257792	31270247	3	7353	22225.9475	2048.8475	696		C20orf203	C20orf203	696	1
2_MACS_peak_2621_lociStitched	chr1	230238409	230247227	2	7350	21801.6232	2671.854	697	GALNT2		GALNT2	697	1
3_MACS_peak_15579_lociStitched	chr2	220109369	220120376	3	7346	15648.6519	1928.4264	698	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	698	1
3_MACS_peak_18881_lociStitched	chr3	148708008	148722619	3	7340	13824.9282	2406.4317	699	GYG1		GYG1	699	1
1_MACS_peak_26527_lociStitched	chr8	134508434	134515771	1	7338	26672.1961	1405.7692	700	ST3GAL1		ST3GAL1	700	1
1_MACS_peak_18908_lociStitched	chr3	150477793	150485128	1	7336	21587.6385	1314.432	701	SIAH2		SIAH2	701	1
1_MACS_peak_1443_lociStitched	chr1	145434034	145441367	1	7334	33040.2981	2192.567	702	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	702	1
1_MACS_peak_7924_lociStitched	chr14	64967913	64975240	1	7328	17061.6522	626.4585	703	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	703	1
3_MACS_peak_1808_lociStitched	chr1	161122692	161137506	3	7325	34495.8804	3601.2834	704	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	704	1
4_MACS_peak_5689_lociStitched	chr12	12844195	12858136	4	7309	26146.3455	2388.0933	705	GPR19	CDKN1B,APOLD1	GPR19	705	1
1_MACS_peak_15348_lociStitched	chr2	198168983	198176276	1	7294	16762.9605	1373.2719	706	ANKRD44		ANKRD44	706	1
1_MACS_peak_6371_lociStitched	chr12	77453307	77460598	1	7292	18402.484	1302.9017	707	E2F7		E2F7	707	1
1_MACS_peak_14117_lociStitched	chr2	60776264	60783553	1	7290	9130.9303	1104.2835	708	BCL11A		BCL11A	708	1
1_MACS_peak_8007_lociStitched	chr14	73354458	73361745	1	7288	12414.8619	744.0027	709	DPF3	DCAF4	DPF3	709	1
3_MACS_peak_11722_lociStitched	chr17	75314934	75329839	3	7287	16033.3085	2320.7085	710	SEPT9	SEPT9	SEPT9	710	1
3_MACS_peak_10053_lociStitched	chr16	57569340	57579362	3	7286	11933.1954	1583.476	711	GPR114,CCDC102A	DOK4	GPR114	711	1
1_MACS_peak_6186_lociStitched	chr12	57076557	57083841	1	7285	32943.3468	1365.0216	712	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	712	1
2_MACS_peak_9922_lociStitched	chr16	31879807	31890154	2	7285	20075.2494	1623.4443	713	ZNF267		ZNF267	713	1
4_MACS_peak_5695_lociStitched	chr12	12950011	12967233	4	7283	15027.9172	2781.353	714	DDX47	MIR613,APOLD1	DDX47	714	1
1_MACS_peak_15303_lociStitched	chr2	192539159	192546440	1	7282	32216.9688	1474.4025	715	OBFC2A		OBFC2A	715	1
1_MACS_peak_23382_lociStitched	chr6	106610071	106617346	1	7276	64828.98	1623.78	716			PRDM1	716	1
3_MACS_peak_27639_lociStitched	chr9	131445348	131453532	3	7276	19725.8952	1339.7208	717	SET	PKN3,WDR34,ZDHHC12	SET	717	1
3_MACS_peak_2303_lociStitched	chr1	206301290	206310812	3	7275	21383.5554	2652.8292	718		CTSE,C1orf186	CTSE	718	1
1_MACS_peak_9052_lociStitched	chr15	75741989	75749260	1	7272	21066.2683	1354.5873	719	SIN3A		SIN3A	719	1
4_MACS_peak_13140_lociStitched	chr19	39921136	39937412	4	7267	14511.6816	2496.7384	720	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,PAF1	RPS16	720	1
1_MACS_peak_24947_lociStitched	chr7	104651611	104658858	1	7248	59544.2508	1513.8983	721	MLL5,LOC100216545		MLL5	721	1
3_MACS_peak_364_lociStitched	chr1	26436802	26453971	3	7245	14538.7092	2207.9334	722	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	722	1
3_MACS_peak_4054_lociStitched	chr10	135201270	135215611	3	7244	28002.2366	1989.0967	723	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	723	1
1_MACS_peak_12946_lociStitched	chr19	19173465	19180701	1	7237	11058.7788	1356.0264	724	SLC25A42	ARMC6,SUGP2	SLC25A42	724	1
2_MACS_peak_17127_lociStitched	chr22	24822596	24831871	2	7230	25948.6675	1777.09	725	ADORA2A,C22orf45		ADORA2A	725	1
