REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_11344_lociStitched	chr19	29068072	29083190	4	13528	19907.3824	557	1			LOC148145	557	1
6_MACS_peak_8261_lociStitched	chr16	29605148	29625679	6	11662	19888.3797	558	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	558	1
1_MACS_peak_7604_lociStitched	chr15	81291646	81295222	1	3577	19887.2088	559	1	MESDC1	MESDC2	MESDC1	559	1
3_MACS_peak_572_lociStitched	chr1	31943808	31957937	3	10491	19786.2516	560	1		LOC149086,LOC284551	LOC149086	560	1
3_MACS_peak_22134_lociStitched	chr8	103538561	103550810	3	11303	19767.4362	561	1		ODF1	ODF1	561	1
2_MACS_peak_11610_lociStitched	chr19	44281049	44289809	2	6999	19749.42	562	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	562	1
5_MACS_peak_9393_lociStitched	chr17	38253847	38270746	5	11778	19717.7532	563	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	563	1
2_MACS_peak_1432_lociStitched	chr1	150547928	150554221	2	6210	19708.4174	564	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	564	1
2_MACS_peak_23453_lociStitched	chr9	139837529	139845632	2	4509	19691.1003	565	1	C8G,FBXW5	LCN12,PTGDS,LCNL1,C9orf142,CLIC3	C8G	565	1
1_MACS_peak_10140_lociStitched	chr17	80053338	80058117	1	4780	19675.143	566	1	FASN	GPS1,RFNG,DUS1L	FASN	566	1
2_MACS_peak_13854_lociStitched	chr20	17945290	17954794	2	8703	19625.76	567	1	C20orf72,SNX5	SNORD17	C20orf72	567	1
3_MACS_peak_17533_lociStitched	chr4	185324199	185345112	3	15908	19616.394	568	1	IRF2		IRF2	568	1
2_MACS_peak_17080_lociStitched	chr4	79686284	79700784	2	10172	19605.45	569	1	BMP2K		BMP2K	569	1
3_MACS_peak_19752_lociStitched	chr6	90057536	90069844	3	11410	19569.72	570	1	UBE2J1	GABRR2	UBE2J1	570	1
3_MACS_peak_13408_lociStitched	chr2	204568194	204583229	3	10009	19568.0525	571	1	CD28		CD28	571	1
3_MACS_peak_10679_lociStitched	chr19	1400426	1409683	3	6449	19547.0812	572	1	DAZAP1,GAMT	MUM1,NDUFS7,RPS15,APC2	DAZAP1	572	1
3_MACS_peak_23475_lociStitched	chr9	140130859	140137250	3	4960	19536.0088	573	1	SLC34A3,TUBB2C	SSNA1,NDOR1,C9orf169,LOC643596,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	TUBB2C	573	1
1_MACS_peak_4053_lociStitched	chr11	65835329	65839508	1	4180	19514.6763	574	1	SF3B2,PACS1	CATSPER1,GAL3ST3	PACS1	574	1
2_MACS_peak_4146_lociStitched	chr11	68605397	68612141	2	6330	19505.6712	575	1	CPT1A		CPT1A	575	1
3_MACS_peak_14769_lociStitched	chr22	24819693	24831254	3	7547	19483.7533	576	1	ADORA2A,C22orf45		ADORA2A	576	1
4_MACS_peak_15469_lociStitched	chr3	32461036	32481483	4	11203	19477.8122	577	1	CMTM7		CMTM7	577	1
1_MACS_peak_8411_lociStitched	chr16	50713203	50721390	1	8188	19472.7795	578	1	SNX20	NOD2	SNX20	578	1
1_MACS_peak_7293_lociStitched	chr15	55692879	55701628	1	8750	19471.7744	579	1	FLJ27352,CCPG1	MIR628	CCPG1	579	1
2_MACS_peak_1749_lociStitched	chr1	167682853	167692951	2	6612	19467.9342	580	1	MPZL1		MPZL1	580	1
3_MACS_peak_20696_lociStitched	chr7	47514412	47522608	3	7662	19455.6648	581	1	TNS3		TNS3	581	1
2_MACS_peak_15235_lociStitched	chr22	50324723	50331615	2	5875	19446.4672	582	1		CRELD2,PIM3,ALG12	CRELD2	582	1
2_MACS_peak_2088_lociStitched	chr1	209274972	209283713	2	8560	19409.3905	583	1			LOC642587	583	1
3_MACS_peak_16910_lociStitched	chr4	38664424	38677424	3	10244	19403.8	584	1	KLF3,FLJ13197		FLJ13197	584	1
5_MACS_peak_11521_lociStitched	chr19	40916045	40932559	5	6914	19392.3902	585	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	PRX	585	1
1_MACS_peak_10230_lociStitched	chr18	7566340	7576956	1	10617	19365.7072	586	1	PTPRM		PTPRM	586	1
1_MACS_peak_9976_lociStitched	chr17	74730203	74737318	1	7116	19343.5505	587	1	MFSD11,SRSF2,MIR636	C17orf95,MXRA7,JMJD6	MFSD11	587	1
3_MACS_peak_19363_lociStitched	chr6	33166820	33176974	3	7052	19317.985	588	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	588	1
4_MACS_peak_13308_lociStitched	chr2	197030747	197048638	4	11869	19306.1781	589	1	STK17B		STK17B	589	1
1_MACS_peak_1331_lociStitched	chr1	144517788	144522404	1	4617	19289.3408	590	1	LOC728875		C1orf152	590	1
1_MACS_peak_3910_lociStitched	chr11	62492117	62497662	1	5546	19279.4105	591	1	TTC9C,HNRNPUL2	GNG3,POLR2G,TAF6L,UBXN1,LRRN4CL,BSCL2,ZBTB3	HNRNPUL2	591	1
2_MACS_peak_8798_lociStitched	chr16	88868031	88879705	2	7334	19264.4348	592	1	CDT1,APRT	TRAPPC2L,FAM38A,GALNS	CDT1	592	1
