REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_20488_lociStitched	chr7	26191101	26199494	1	8394	29773.3282	497	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.2726	497	1
4_MACS_peak_24140_lociStitched	chrX	128902220	128915967	4	8387	11320.6545	498	1	XPNPEP2,SASH3		SASH3	SASH3	0.2411	498	1
4_MACS_peak_6994_lociStitched	chr15	21994444	22003812	4	8385	12701.1344	499	1		CXADRP2	CXADRP2	CXADRP2	0.9551	499	1
7_MACS_peak_3654_lociStitched	chr11	22688159	22703857	7	8376	8070.3418	500	1	GAS2	FANCF	GAS2	FANCF	0.368	500	1
2_MACS_peak_15373_lociStitched	chr3	14159831	14168184	2	8351	16802.0595	501	1	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.7921	501	1
3_MACS_peak_22766_lociStitched	chr9	73025702	73036506	3	8347	21826.2408	502	1	KLF9		KLF9	KLF9	0.4517	502	1
3_MACS_peak_14552_lociStitched	chr21	44726037	44735880	3	8340	16367.9247	503	1			SIK1	SIK1	0.811	503	1
4_MACS_peak_4417_lociStitched	chr11	115789859	115802716	4	8325	8117.9098	504	1			LOC283143	LOC283143	NONE	504	1
3_MACS_peak_6558_lociStitched	chr14	69279943	69291804	3	8322	15805.9686	505	1		ZFP36L1,C14orf181	C14orf181	C14orf181	1.9031	505	1
4_MACS_peak_5539_lociStitched	chr12	113640056	113649128	4	8312	11603.9952	506	1	IQCD	C12orf52,TPCN1,DDX54	IQCD	IQCD	0.6761	506	1
3_MACS_peak_11662_lociStitched	chr19	45921456	45932510	3	8310	18203.7272	507	1	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	ERCC1	1.2413	507	1
3_MACS_peak_5496_lociStitched	chr12	111105153	111115958	3	8305	16315.55	508	1	HVCN1		HVCN1	HVCN1	0.4332	508	1
2_MACS_peak_11972_lociStitched	chr19	56339636	56351739	2	8301	18492.1737	509	1	NLRP4,NLRP11		NLRP4	NLRP4	0.2265	509	1
2_MACS_peak_16574_lociStitched	chr3	192606592	192618010	2	8292	10695.2406	510	1	C3orf59		C3orf59	C3orf59	0.2284	510	1
3_MACS_peak_8801_lociStitched	chr16	89033868	89046182	3	8285	22293.2656	511	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2654	511	1
2_MACS_peak_19356_lociStitched	chr6	32934307	32942675	2	8283	41395.6592	512	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.9008	512	1
2_MACS_peak_18401_lociStitched	chr5	138722538	138730828	2	8278	35233.329	513	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.924	513	1
2_MACS_peak_15053_lociStitched	chr22	39857178	39869858	2	8278	10676.56	514	1	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.5277	514	1
3_MACS_peak_2893_lociStitched	chr10	74030345	74046177	3	8277	20641.7616	515	1	DDIT4		DDIT4	DDIT4	1.6486	515	1
7_MACS_peak_2481_lociStitched	chr10	5622678	5632809	7	8271	7117.0275	516	1			CALML3	CALML3	NONE	516	1
2_MACS_peak_1534_lociStitched	chr1	154924959	154936201	2	8261	29672.1348	517	1	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	ZBTB7B	3.7115	517	1
4_MACS_peak_10307_lociStitched	chr18	19315056	19329030	4	8254	15349.0416	518	1	MIB1	ABHD3	MIB1	ABHD3	0.2211	518	1
2_MACS_peak_2060_lociStitched	chr1	206939381	206948342	2	8240	10083.8133	519	1	IL10	IL19	IL10	IL10	0.7492	519	1
3_MACS_peak_23620_lociStitched	chrX	13703131	13711652	3	8238	11831.4085	520	1	RAB9A	TCEANC,OFD1,TRAPPC2	RAB9A	TCEANC	0.6537	520	1
5_MACS_peak_19037_lociStitched	chr6	16725831	16737982	5	8238	7907.8708	521	1	ATXN1		ATXN1	ATXN1	0.2008	521	1
2_MACS_peak_24264_lociStitched	chrX	153189300	153201528	2	8237	28134.1824	522	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.8673	522	1
4_MACS_peak_8919_lociStitched	chr17	4268017	4280856	4	8237	16210.5214	523	1	UBE2G1		UBE2G1	UBE2G1	0.1531	523	1
2_MACS_peak_14914_lociStitched	chr22	36749118	36757438	2	8220	12418.432	524	1	MYH9		MYH9	MYH9	0.469	524	1
2_MACS_peak_943_lociStitched	chr1	61541466	61549818	2	8214	14711.2128	525	1	NFIA		NFIA	NFIA	0.1187	525	1
4_MACS_peak_10997_lociStitched	chr19	10978525	10990854	4	8208	16131.2636	526	1	C19orf38,CARM1	C19orf52,TMED1,YIPF2	CARM1	C19orf52	0.478	526	1
5_MACS_peak_13373_lociStitched	chr2	202084756	202101848	5	8198	10291.0932	527	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.4995	527	1
2_MACS_peak_23451_lociStitched	chr9	139791730	139799986	2	8197	19167.9552	528	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	PHPT1	1.9139	528	1
4_MACS_peak_24157_lociStitched	chrX	129242484	129255582	4	8192	13614.0612	529	1	ELF4	AIFM1	ELF4	ELF4	0.3219	529	1
1_MACS_peak_8411_lociStitched	chr16	50713203	50721390	1	8188	19472.7795	530	1	SNX20	NOD2	SNX20	SNX20	0.8445	530	1
2_MACS_peak_4274_lociStitched	chr11	82771753	82784358	2	8183	13183.5695	531	1	RAB30	SNORA70E	RAB30	RAB30	0.2882	531	1
2_MACS_peak_18485_lociStitched	chr5	142493753	142502013	2	8182	9029.006	532	1	ARHGAP26		NR3C1	NR3C1	0.2972	532	1
2_MACS_peak_9471_lociStitched	chr17	40825725	40834044	2	8169	37059.4812	533	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	2.0159	533	1
3_MACS_peak_2992_lociStitched	chr10	89620008	89629469	3	8166	20898.4029	534	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.2333	534	1
3_MACS_peak_17541_lociStitched	chr4	185391484	185403395	3	8161	24188.8588	535	1	IRF2		IRF2	IRF2	0.6713	535	1
1_MACS_peak_7543_lociStitched	chr15	75334423	75342563	1	8141	19120.046	536	1	PPCDC	SCAMP5	PPCDC	PPCDC	0.6621	536	1
2_MACS_peak_11632_lociStitched	chr19	45221695	45230057	2	8141	24914.579	537	1		CEACAM19,CEACAM16,BCL3	CEACAM16	BCL3	1.5139	537	1
2_MACS_peak_19259_lociStitched	chr6	30649367	30659211	2	8140	25285.2984	538	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.3257	538	1
2_MACS_peak_19308_lociStitched	chr6	31756098	31764575	2	8136	23164.2502	539	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	HSPA1B	1.6609	539	1
3_MACS_peak_15104_lociStitched	chr22	42221575	42231096	3	8128	21000.4697	540	1	CCDC134,SREBF2		SREBF2	SREBF2	0.3072	540	1
2_MACS_peak_13694_lociStitched	chr2	241517610	241527720	2	8125	15174.099	541	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	DUSP28	1.8531	541	1
1_MACS_peak_22865_lociStitched	chr9	93921596	93929714	1	8119	25724.3184	542	1			LOC100129316	LOC100129316	NONE	542	1
2_MACS_peak_10109_lociStitched	chr17	79476674	79487377	2	8108	30218.8502	543	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	2.2479	543	1
3_MACS_peak_9177_lociStitched	chr17	20936271	20947930	3	8102	18393.2384	544	1	USP22		USP22	USP22	0.3999	544	1
1_MACS_peak_10243_lociStitched	chr18	9134833	9142929	1	8097	20704.7104	545	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.7423	545	1
3_MACS_peak_8837_lociStitched	chr17	180300	190063	3	8096	6827.2659	546	1	RPH3AL		RPH3AL	RPH3AL	0.1028	546	1
3_MACS_peak_14754_lociStitched	chr22	24179545	24192197	3	8092	18361.8476	547	1	DERL3	SLC2A11,MIF	DERL3	MIF	1.0125	547	1
2_MACS_peak_4338_lociStitched	chr11	102183768	102191985	2	8091	10491.4656	548	1	BIRC3	BIRC2	BIRC3	BIRC3	0.4062	548	1
1_MACS_peak_20485_lociStitched	chr7	26001473	26009555	1	8083	18981.3852	549	1		MIR148A	MIR148A	MIR148A	1.3785	549	1
2_MACS_peak_13206_lociStitched	chr2	175469630	175481420	2	8082	12789.792	550	1	WIPF1		WIPF1	WIPF1	0.3628	550	1
2_MACS_peak_15790_lociStitched	chr3	56947525	56956758	2	8073	16272.2392	551	1	ARHGEF3		ARHGEF3	ARHGEF3	0.1307	551	1
3_MACS_peak_984_lociStitched	chr1	67389543	67400720	3	8072	11351.3612	552	1	MIER1,WDR78		MIER1	MIER1	0.2075	552	1
2_MACS_peak_10241_lociStitched	chr18	9101661	9110380	2	8065	10604.0478	553	1	NDUFV2	ANKRD12	NDUFV2	NDUFV2	0.7423	553	1
4_MACS_peak_5278_lociStitched	chr12	76371024	76381023	4	8054	8757.1242	554	1		PHLDA1	PHLDA1	PHLDA1	0.3003	554	1
3_MACS_peak_8973_lociStitched	chr17	6915040	6926245	3	8051	21626.7705	555	1	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	1.9321	555	1
4_MACS_peak_14740_lociStitched	chr22	23477692	23488446	4	8047	16320.2704	556	1	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.2773	556	1
5_MACS_peak_6748_lociStitched	chr14	91829507	91840712	5	8040	8656.983	557	1	CCDC88C		CCDC88C	CCDC88C	0.2519	557	1
3_MACS_peak_1853_lociStitched	chr1	183438921	183450878	3	8037	23073.4229	558	1	SMG7		SMG7	SMG7	0.3372	558	1
2_MACS_peak_15176_lociStitched	chr22	46446639	46455125	2	8033	27242.6058	559	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	2.0368	559	1
1_MACS_peak_16354_lociStitched	chr3	156803946	156811963	1	8018	26583.5703	560	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.4835	560	1
2_MACS_peak_15783_lociStitched	chr3	55687734	55697782	2	8018	12354.016	561	1	ERC2,C3orf51		C3orf51	C3orf51	1.0306	561	1
1_MACS_peak_23305_lociStitched	chr9	133319631	133327636	1	8006	32264.1525	562	1	ASS1		ASS1	ASS1	0.6062	562	1
2_MACS_peak_10779_lociStitched	chr19	3358776	3368824	2	8003	29409.4912	563	1	NFIC		NFIC	NFIC	0.3689	563	1
2_MACS_peak_7494_lociStitched	chr15	72518856	72530548	2	8003	15049.9424	564	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.3846	564	1
5_MACS_peak_10548_lociStitched	chr18	60847564	60861160	5	7972	9212.6496	565	1	BCL2		BCL2	BCL2	0.4514	565	1
1_MACS_peak_23716_lociStitched	chrX	30589245	30597209	1	7965	10202.6804	566	1	CXorf21		CXorf21	CXorf21	0.407	566	1
2_MACS_peak_16938_lociStitched	chr4	40622637	40633669	2	7965	11950.9656	567	1	RBM47		RBM47	RBM47	0.1301	567	1
3_MACS_peak_19370_lociStitched	chr6	33279760	33292224	3	7963	21749.68	568	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2947	568	1
1_MACS_peak_23251_lociStitched	chr9	131445283	131453241	1	7959	36847.1316	569	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.7153	569	1
4_MACS_peak_12511_lociStitched	chr2	64499205	64511543	4	7958	10498.4042	570	1			LOC150992	LOC150992	0.4086	570	1
1_MACS_peak_2186_lociStitched	chr1	221947272	221955223	1	7952	16010.1336	571	1		DUSP10	DUSP10	DUSP10	0.1577	571	1
3_MACS_peak_16585_lociStitched	chr3	193848451	193860851	3	7951	24153.96	572	1	HES1		HES1	HES1	1.9241	572	1
3_MACS_peak_19533_lociStitched	chr6	43671533	43684554	3	7949	13875.1776	573	1		MRPS18A	MRPS18A	MRPS18A	0.3848	573	1
3_MACS_peak_6964_lociStitched	chr15	20987816	20997086	3	7939	12542.31	574	1		BCL8	BCL8	BCL8	0.068	574	1
4_MACS_peak_8983_lociStitched	chr17	7136451	7146677	4	7932	15342.0678	575	1	DVL2,PHF23,GABARAP	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CTDNEP1,CLDN7	PHF23	PHF23	1.0907	575	1
3_MACS_peak_17334_lociStitched	chr4	140126992	140136724	3	7931	9114.018	576	1			C4orf49	C4orf49	0.1241	576	1
5_MACS_peak_18818_lociStitched	chr6	180575	195067	5	7930	9892.2392	577	1			DUSP22	DUSP22	2.5724	577	1
2_MACS_peak_20322_lociStitched	chr7	2438794	2447572	2	7917	16807.2366	578	1	CHST12	EIF3B	CHST12	CHST12	0.4929	578	1
1_MACS_peak_14383_lociStitched	chr21	30603957	30611865	1	7909	12807.006	579	1	NCRNA00189		NCRNA00189	NCRNA00189	0.2189	579	1
1_MACS_peak_797_lociStitched	chr1	44295675	44303582	1	7908	17528.2376	580	1	ST3GAL3		ARTN	ARTN	NONE	580	1
3_MACS_peak_9036_lociStitched	chr17	8088886	8100230	3	7904	12402.3952	581	1	MIR3676,C17orf59	PER1,VAMP2,TMEM107,AURKB,C17orf44	C17orf59	C17orf59	0.9388	581	1
2_MACS_peak_14138_lociStitched	chr20	46038535	46046567	2	7897	7951.68	582	1			ZMYND8	ZMYND8	0.2084	582	1
4_MACS_peak_591_lociStitched	chr1	32441867	32452344	4	7894	11900.8243	583	1		KHDRBS1,PTP4A2	KHDRBS1	PTP4A2	0.5204	583	1
3_MACS_peak_1292_lociStitched	chr1	120655445	120667203	3	7886	13860.3304	584	1		NOTCH2	NOTCH2	NOTCH2	0.3275	584	1
2_MACS_peak_4441_lociStitched	chr11	117876061	117884194	2	7882	12815.1681	585	1		IL10RA	IL10RA	IL10RA	0.4949	585	1
5_MACS_peak_17040_lociStitched	chr4	76932359	76950177	5	7875	8620.3484	586	1	ART3,CXCL10	ART3,SDAD1,CXCL9,CXCL11	CXCL10	CXCL10	0.3996	586	1
1_MACS_peak_2739_lociStitched	chr10	45453645	45461514	1	7870	14196.4629	587	1	RASSF4,LOC220980	TMEM72,ZNF22,C10orf10,C10orf25	RASSF4	C10orf10	0.886	587	1
1_MACS_peak_16118_lociStitched	chr3	126626800	126634658	1	7859	21775.3038	588	1	CHCHD6		PLXNA1	PLXNA1	NONE	588	1
2_MACS_peak_12883_lociStitched	chr2	109826688	109835862	2	7851	12826.1694	589	1	SH3RF3		MIR4265	MIR4265	NONE	589	1
4_MACS_peak_3589_lociStitched	chr11	12695234	12703515	4	7850	9731.0031	590	1	TEAD1		TEAD1	TEAD1	0.12	590	1
5_MACS_peak_4882_lociStitched	chr12	32038547	32051631	5	7845	12275.4088	591	1			C12orf35	C12orf35	NONE	591	1
1_MACS_peak_21178_lociStitched	chr7	104650873	104658716	1	7844	31835.5213	592	1	MLL5,LOC100216545		MLL5	MLL5	0.3909	592	1
4_MACS_peak_19138_lociStitched	chr6	26382195	26390357	4	7836	11647.9902	593	1	BTN2A2	BTN3A2,BTN3A1,BTN2A3	BTN2A2	BTN3A2	0.7494	593	1
1_MACS_peak_15570_lociStitched	chr3	45634334	45642168	1	7835	16941.025	594	1	LIMD1		LIMD1	LIMD1	0.2976	594	1
3_MACS_peak_13679_lociStitched	chr2	240178852	240190648	3	7832	13249.2672	595	1	HDAC4	MIR4269	MIR4269	MIR4269	0.0534	595	1
1_MACS_peak_18812_lociStitched	chr5	180667910	180675723	1	7814	20240.3578	596	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	GNB2L1	1.2656	596	1
4_MACS_peak_5521_lociStitched	chr12	112443023	112453708	4	7813	18800.2575	597	1	ERP29,TMEM116		TMEM116	TMEM116	0.3274	597	1
3_MACS_peak_17373_lociStitched	chr4	144274979	144282980	3	7812	7398.5247	598	1	GAB1		GAB1	GAB1	0.2224	598	1
2_MACS_peak_15591_lociStitched	chr3	46245858	46256682	2	7804	15733.7664	599	1	CCR1	CCR3	CCR1	CCR1	0.9131	599	1
2_MACS_peak_23159_lociStitched	chr9	126977720	126986343	2	7791	18350.6063	600	1		NEK6	NEK6	NEK6	0.2549	600	1
1_MACS_peak_1322_lociStitched	chr1	143911427	143919216	1	7790	26396.1421	601	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.3575	601	1
3_MACS_peak_18472_lociStitched	chr5	141695255	141705376	3	7783	14001.3914	602	1	SPRY4		SPRY4	SPRY4	0.631	602	1
2_MACS_peak_10130_lociStitched	chr17	79875198	79886694	2	7783	33369.4392	603	1	LOC92659,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,ARHGDIA,THOC4,PCYT2,PYCR1,MYADML2,NOTUM	MAFG	MAFG	1.793	603	1
4_MACS_peak_11323_lociStitched	chr19	23940268	23950567	4	7781	10821.1593	604	1	RPSAP58,ZNF681		RPSAP58	RPSAP58	0.1987	604	1
3_MACS_peak_14609_lociStitched	chr21	46522655	46533094	3	7779	13474.6612	605	1	ADARB1	C21orf122	ADARB1	C21orf122	0.315	605	1
1_MACS_peak_19306_lociStitched	chr6	31701298	31709069	1	7772	28354.0477	606	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	1.9404	606	1
3_MACS_peak_8766_lociStitched	chr16	87807483	87815773	3	7764	12592.51	607	1		KLHDC4	KLHDC4	KLHDC4	0.0903	607	1
5_MACS_peak_21182_lociStitched	chr7	104938310	104950833	5	7759	8203.8173	608	1	SRPK2	SRPK2	SRPK2	SRPK2	0.1751	608	1
2_MACS_peak_6520_lociStitched	chr14	65671091	65678994	2	7756	9328.7012	609	1			MAX	MAX	NONE	609	1
2_MACS_peak_11480_lociStitched	chr19	39338104	39348771	2	7748	27460.0581	610	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.2921	610	1
3_MACS_peak_9333_lociStitched	chr17	36101153	36112031	3	7731	23962.0584	611	1	HNF1B		HNF1B	HNF1B	0.457	611	1
1_MACS_peak_140_lociStitched	chr1	6976839	6984565	1	7727	13349.7554	612	1	CAMTA1		CAMTA1	CAMTA1	0.1376	612	1
3_MACS_peak_3439_lociStitched	chr11	818959	834279	3	7722	18561.712	613	1	PNPLA2,EFCAB4A,CD151	RPLP2,SNORA52,TSPAN4,PDDC1,CEND1,SLC25A22,LRDD,POLR2L	EFCAB4A	POLR2L	1.6235	613	1
1_MACS_peak_18754_lociStitched	chr5	176852199	176859914	1	7716	26139.1915	614	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	1.636	614	1
3_MACS_peak_15239_lociStitched	chr22	50352820	50364832	3	7707	30144.114	615	1	PIM3	CRELD2,ALG12	PIM3	PIM3	2.1221	615	1
3_MACS_peak_2346_lociStitched	chr1	234651142	234661242	3	7705	18929.42	616	1		TARBP1	TARBP1	TARBP1	0.241	616	1
2_MACS_peak_1467_lociStitched	chr1	152001045	152012135	2	7705	21923.821	617	1	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.5549	617	1
4_MACS_peak_6663_lociStitched	chr14	77412893	77428495	4	7705	11774.8294	618	1			C14orf4	C14orf4	2.8737	618	1
4_MACS_peak_17341_lociStitched	chr4	140216040	140223884	4	7703	10054.4392	619	1	NAA15,NDUFC1	C4orf49	NDUFC1	NDUFC1	0.4969	619	1
2_MACS_peak_13508_lociStitched	chr2	219260376	219272371	2	7694	23584.569	620	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	MIR26B	1.6772	620	1
5_MACS_peak_177_lociStitched	chr1	9471699	9489758	5	7691	16482.4493	621	1			SLC25A33	SLC25A33	NONE	621	1
2_MACS_peak_11533_lociStitched	chr19	41106903	41116802	2	7675	15525.5916	622	1	LTBP4	SHKBP1	LTBP4	LTBP4	0.4649	622	1
2_MACS_peak_19527_lociStitched	chr6	43593683	43604654	2	7663	23827.9149	623	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	MAD2L1BP	1.1727	623	1
3_MACS_peak_20696_lociStitched	chr7	47514412	47522608	3	7662	19455.6648	624	1	TNS3		TNS3	TNS3	0.1765	624	1
5_MACS_peak_12912_lociStitched	chr2	112189741	112201689	5	7662	8888.1172	625	1	LOC541471		LOC541471	LOC541471	0.2922	625	1
2_MACS_peak_2020_lociStitched	chr1	205284918	205294880	2	7649	12535.1846	626	1	NUAK2	KLHDC8A	NUAK2	NUAK2	0.543	626	1
4_MACS_peak_15402_lociStitched	chr3	15835217	15848468	4	7647	11641.0035	627	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1414	627	1
1_MACS_peak_19843_lociStitched	chr6	107810144	107817783	1	7640	9397.4978	628	1	SOBP	PDSS2	SOBP	SOBP	0.1026	628	1
1_MACS_peak_9381_lociStitched	chr17	38017089	38024719	1	7631	11754.778	629	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.2796	629	1
2_MACS_peak_5791_lociStitched	chr13	22243408	22251099	2	7626	14156.0546	630	1	FGF9		FGF9	FGF9	0.3733	630	1
3_MACS_peak_3989_lociStitched	chr11	64879157	64890872	3	7624	24676.476	631	1	TM7SF2,C11orf2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	ZNHIT2	2.1305	631	1
2_MACS_peak_3477_lociStitched	chr11	2792916	2801359	2	7616	13066.3868	632	1	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	632	1
1_MACS_peak_16315_lociStitched	chr3	150477517	150485131	1	7615	32677.7652	633	1	SIAH2		SIAH2	SIAH2	1.1336	633	1
2_MACS_peak_18709_lociStitched	chr5	173215352	173223042	2	7615	14693.283	634	1			CPEB4	CPEB4	0.3069	634	1
3_MACS_peak_20431_lociStitched	chr7	20254271	20262485	3	7607	10814.5524	635	1	MACC1		MACC1	MACC1	0.1811	635	1
1_MACS_peak_5454_lociStitched	chr12	109024192	109031787	1	7596	27806.814	636	1	SELPLG	TMEM119	SELPLG	SELPLG	1.6052	636	1
2_MACS_peak_3411_lociStitched	chr11	325639	333282	2	7587	14883.2139	637	1		NLRP6,ATHL1,IFITM2,IFITM1,B4GALNT4,IFITM5,IFITM3	IFITM3	IFITM1	0.7645	637	1
1_MACS_peak_5124_lociStitched	chr12	56318643	56326226	1	7584	17136.0634	638	1	DGKA,WIBG	CDK2,RAB5B,SILV	WIBG	WIBG	0.5433	638	1
2_MACS_peak_20188_lociStitched	chr6	157097480	157105109	2	7577	32023.4904	639	1	ARID1B		ARID1B	ARID1B	0.1676	639	1
4_MACS_peak_10899_lociStitched	chr19	7401050	7415360	4	7563	10675.26	640	1		ARHGEF18	ARHGEF18	ARHGEF18	0.1187	640	1
1_MACS_peak_18199_lociStitched	chr5	108742306	108749867	1	7562	16964.6157	641	1	PJA2		PJA2	PJA2	0.2713	641	1
1_MACS_peak_1300_lociStitched	chr1	120832886	120840443	1	7558	23919.4164	642	1	FAM72B		FAM72B	FAM72B	0.9363	642	1
6_MACS_peak_21904_lociStitched	chr8	61811787	61829870	6	7558	7278.4075	643	1			LOC100130298	LOC100130298	NONE	643	1
3_MACS_peak_14769_lociStitched	chr22	24819693	24831254	3	7547	19483.7533	644	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.8568	644	1
4_MACS_peak_20716_lociStitched	chr7	51328458	51339835	4	7546	7851.2677	645	1	COBL		COBL	COBL	0.0982	645	1
1_MACS_peak_22331_lociStitched	chr8	134578630	134586173	1	7544	33840.9152	646	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4728	646	1
2_MACS_peak_12531_lociStitched	chr2	65158308	65167855	2	7542	15827.9713	647	1	LOC400958	SLC1A4	LOC400958	SLC1A4	0.4909	647	1
3_MACS_peak_18487_lociStitched	chr5	142539895	142549711	3	7539	8508.5088	648	1	ARHGAP26		NR3C1	NR3C1	0.2972	648	1
3_MACS_peak_23390_lociStitched	chr9	138021209	138029467	3	7534	13347.4054	649	1			OLFM1	OLFM1	NONE	649	1
2_MACS_peak_16223_lociStitched	chr3	136466891	136474523	2	7529	23327.208	650	1	STAG1		STAG1	STAG1	0.1347	650	1
3_MACS_peak_10161_lociStitched	chr17	80304914	80317757	3	7526	13221.8685	651	1	TEX19	UTS2R,CD7,SECTM1	TEX19	TEX19	0.6011	651	1
4_MACS_peak_9866_lociStitched	chr17	70582683	70594359	4	7524	10363.6176	652	1	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.2153	652	1
1_MACS_peak_14584_lociStitched	chr21	45590105	45597625	1	7521	28124.8	653	1		C21orf33	C21orf33	C21orf33	1.7227	653	1
1_MACS_peak_2038_lociStitched	chr1	206132349	206139865	1	7517	26805.814	654	1	FAM72A		FAM72A	FAM72A	1.0549	654	1
2_MACS_peak_21464_lociStitched	chr7	150125146	150134333	2	7515	13693.2235	655	1	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	1.6652	655	1
4_MACS_peak_4045_lociStitched	chr11	65768497	65776633	4	7510	12574.188	656	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	SF3B2	1.1959	656	1
2_MACS_peak_5147_lociStitched	chr12	56726216	56733956	2	7500	16263.288	657	1	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	PAN2	0.82	657	1
3_MACS_peak_12330_lociStitched	chr2	42323802	42334696	3	7500	14358.292	658	1		PKDCC	PKDCC	PKDCC	0.093	658	1
1_MACS_peak_9119_lociStitched	chr17	18084714	18092211	1	7498	28825.965	659	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.893	659	1
2_MACS_peak_4139_lociStitched	chr11	68032342	68042075	2	7483	21483.6509	660	1	C11orf24	LRP5	C11orf24	C11orf24	1.1314	660	1
1_MACS_peak_18131_lociStitched	chr5	90673423	90680889	1	7467	20073.0876	661	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.4692	661	1
4_MACS_peak_23875_lociStitched	chrX	49019628	49030066	4	7466	14144.5338	662	1	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	PLP2	PLP2	0.782	662	1
6_MACS_peak_9028_lociStitched	chr17	8053782	8066784	6	7462	11310.4398	663	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	1.0493	663	1
1_MACS_peak_16616_lociStitched	chr3	195629965	195637402	1	7438	26908.5534	664	1	TNK2	TNK2	TNK2	TNK2	0.6785	664	1
3_MACS_peak_7382_lociStitched	chr15	65164985	65178153	3	7416	13830.3504	665	1		PLEKHO2,ANKDD1A,PIF1	ANKDD1A	PLEKHO2	0.2574	665	1
4_MACS_peak_17626_lociStitched	chr5	1129293	1142350	4	7408	12099.9219	666	1		SLC12A7	SLC12A7	SLC12A7	0.2437	666	1
