GENE_ID	locusLine	bin_1_H929_jia.bam
NM_001126049	chr10(.):89613917-89628194	2.2667
NM_030971	chr10(.):102785995-102805998	0.2074
NM_030929	chr10(.):102815998-102830351	1.5411
NM_001195263	chr10(.):102762439-102795914	0.0802
NM_024747	chr10(.):103820146-103832793	0.3568
NM_004741	chr10(.):103906932-103928627	0.2631
NM_015062	chr10(.):103887786-103915090	0.4539
NM_001113407	chr10(.):103862324-103885210	1.1427
NM_003893	chr10(.):103862324-103879723	1.1005
NM_030912	chr10(.):104399251-104423076	2.2569
NR_024552	chr10(.):105201542-105217162	0.7675
NM_001129742	chr10(.):105227560-105243997	1.2059
NM_001001412	chr10(.):105208143-105223648	0.8541
NM_004210	chr10(.):105248734-105357309	0.0696
NM_005962	chr10(.):111980761-112052123	0.1346
NM_001008541	chr10(.):111964988-112052123	0.3521
NM_005871	chr10(.):112047797-112069707	0.419
NM_130439	chr10(.):111962362-112052123	0.3439
NM_004419	chr10(.):112252624-112276302	1.6681
NM_145341	chr10(.):112626595-112664764	0.2682
NM_001195307	chr10(.):112653487-112684124	0.6141
NM_001195306	chr10(.):112653487-112683694	0.6037
NR_026715	chr10(.):112691360-112702013	0.051
NR_026932	chr10(.):112623647-112635662	0.6914
NM_207127	chr10(.):135187740-135210198	1.105
NM_138384	chr10(.):135202620-135239174	0.5873
NM_145202	chr10(.):135155843-135171187	0.1691
NM_001012508	chr10(.):135229169-135243121	0.0321
NM_001098483	chr10(.):135163794-135176529	0.2809
NM_004092	chr10(.):135170986-135191908	0.3256
NR_037509	chr10(.):135180059-135190167	0.427
NM_001127388	chr10(.):135475370-135490275	1.3957
NM_001127388	chr10(.):135478680-135496883	1.7718
NM_001080998	chr10(.):135433602-135445299	0.0741
NM_033178	chr10(.):135475368-135490275	1.3955
NM_033178	chr10(.):135478677-135493584	1.7532
NM_001127388	chr10(.):135485278-135500193	2.5848
NM_001127386	chr10(.):135475367-135490275	1.3954
NM_001127386	chr10(.):135478677-135496883	1.7717
NM_012147	chr10(.):135488659-135503492	5.4725
NM_012147	chr10(.):135478741-135493584	1.7542
NM_012147	chr10(.):135475431-135490275	1.4014
NR_024469	chr11(.):67080309-67164158	0.3285
NM_016621	chr11(.):45945869-46147985	0.1729
NM_006819	chr11(.):63948586-63977020	1.0457
NM_002335	chr11(.):68075107-68221743	0.0834
NM_001098517	chr11(.):115039344-115380241	0.5115
NM_032873	chr11(.):122521397-122690187	0.3825
NM_014619	chr11(.):120526027-120861969	0.193
NM_003156	chr11(.):3871932-4119440	0.3029
NM_014818	chr11(.):8628583-8685383	0.0796
NM_030962	chr11(.):9795213-10320754	0.0581
NM_175058	chr11(.):16804206-17040963	0.2425
NM_002645	chr11(.):17103123-17196354	0.6365
NM_024092	chr11(.):60676370-60695915	0.8517
NM_001012662	chr11(.):62618483-62661355	0.9351
NM_001013251	chr11(.):62643343-62661355	1.1522
NM_001012661	chr11(.):62618517-62661353	0.9357
NM_024060	chr11(.):62196015-62319332	0.0735
NM_024784	chr11(.):62513434-62526656	0.3658
NR_037193	chr11(.):62644170-62661355	1.2013
NM_003273	chr11(.):64874340-64888707	0.6025
NM_005438	chr11(.):65654691-65672997	1.5336
NM_018026	chr11(.):65832823-66017213	0.4611
NM_001077241	chr11(.):65137662-65155142	1.0252
NR_002819	chr11(.):65260232-65278939	2.6177
NM_012308	chr11(.):66881739-67030550	0.2843
NM_001876	chr11(.):68517350-68614399	0.2775
NM_001031847	chr11(.):68517087-68614399	0.277
NM_053056	chr11(.):69450872-69474242	1.1737
NM_006645	chr11(.):72460773-72509750	0.2183
NM_014824	chr11(.):72542789-72858143	0.142
NM_176796	chr11(.):72970569-73013850	0.9402
NM_176798	chr11(.):72975938-73013850	1.062
NM_004154	chr11(.):72978246-73014664	1.0932
NM_006656	chr11(.):74694949-74723743	0.1943
NM_030792	chr11(.):75140684-75241599	0.0931
NM_182969	chr11(.):74546954-74665232	0.3069
NM_014488	chr11(.):82687477-82787884	0.4618
NM_014679	chr11(.):95518641-95570854	0.4303
NM_181351	chr11(.):112826994-113154158	0.2447
NM_001076682	chr11(.):112826994-113140919	0.2486
NM_006006	chr11(.):113925430-114126397	0.3538
NM_001018011	chr11(.):113926287-114126397	0.3549
NM_005933	chr11(.):118302204-118402539	0.3805
NM_004397	chr11(.):118613472-118666972	0.6005
NM_198489	chr11(.):118863851-118891455	0.9457
NM_015313	chr11(.):120202617-120365645	0.5042
NM_024631	chr11(.):124631393-124675299	0.5951
NM_032531	chr11(.):126288395-126875766	0.2297
NR_033839	chr11(.):126206611-126230482	1.0377
NM_001161707	chr11(.):126295836-126875766	0.2295
NM_002017	chr11(.):128558812-128688162	1.0658
NM_001167681	chr11(.):128557388-128688162	1.0548
NM_012239	chr11(.):210029-241362	0.4061
NM_002817	chr11(.):231807-257984	0.3025
NM_138329	chr11(.):273569-290304	0.3044
NM_006435	chr11(.):303106-314410	0.6558
NM_025092	chr11(.):284137-300688	0.3176
NM_003641	chr11(.):308990-320272	1.0441
NM_001025295	chr11(.):293202-304526	0.0736
NM_021034	chr11(.):314672-325914	0.4071
NM_002939	chr11(.):489511-511821	0.3678
NM_203389	chr11(.):489511-512273	0.361
NR_029623	chr11(.):563088-573198	0.3533
NM_003475	chr11(.):556449-569025	0.4782
NM_021920	chr11(.):621312-632173	0.3184
NR_026967	chr11(.):568807-580885	0.9034
NM_001130442	chr11(.):527241-540550	1.0948
NM_021924	chr11(.):611564-630067	0.4471
NM_004031	chr11(.):607554-620728	0.3951
NM_001143993	chr11(.):555970-569025	0.4615
NM_004029	chr11(.):607554-620999	0.3883
NM_020901	chr11(.):571482-617222	0.4578
NM_173573	chr11(.):549849-565779	0.3927
NM_198075	chr11(.):532521-559916	0.6343
NM_182612	chr11(.):762222-782487	0.4041
NM_006755	chr11(.):742431-770024	0.3047
NR_002585	chr11(.):806680-816814	1.0198
NM_001025239	chr11(.):837823-872116	0.1991
NM_001025234	chr11(.):839080-872116	0.2044
NM_145886	chr11(.):794178-810250	1.613
NM_016564	chr11(.):782109-795126	0.1269
NM_021128	chr11(.):834720-847529	0.4607
NM_139029	chr11(.):827951-843835	0.6865
NM_173584	chr11(.):822584-836991	0.668
NM_024698	chr11(.):785474-801263	0.8473
NM_001004	chr11(.):804935-817876	1.0767
NM_001025237	chr11(.):839445-872116	0.2059
NM_020376	chr11(.):813900-830571	0.6068
NM_001191060	chr11(.):785474-802995	0.7738
NM_001191061	chr11(.):785474-803269	0.7652
NM_001025235	chr11(.):837940-872116	0.1996
NM_138567	chr11(.):1850673-1863750	0.0658
NM_002339	chr11(.):1869199-1918493	0.7076
NM_001145829	chr11(.):1855718-1867910	0.0718
NM_001013253	chr11(.):1884902-1918493	0.0588
NM_001145841	chr11(.):1856431-1867910	0.0741
NM_001013255	chr11(.):1887153-1918493	0.0555
NM_003282	chr11(.):1855232-1867910	0.0709
NM_001013254	chr11(.):1887098-1918493	0.0557
NR_036185	chr11(.):1875693-1885766	0.3821
NR_027018	chr11(.):3824239-3852582	0.1336
NM_014489	chr11(.):3824765-3852582	0.1351
NM_001665	chr11(.):3843207-3867213	0.3538
NR_002580	chr11(.):8700773-8710903	1.8606
NR_002977	chr11(.):8701985-8712116	1.9182
NM_000990	chr11(.):8698994-8716419	1.14
NM_001124	chr11(.):10321641-10333923	1.4438
NM_000610	chr11(.):35155416-35258949	0.6191
NM_004778	chr11(.):60613397-60628444	0.0429
NM_207341	chr11(.):60630014-60648164	0.071
NM_014502	chr11(.):60653019-60679061	0.3906
NM_016582	chr11(.):60699554-60724257	0.0492
NM_178031	chr11(.):60686912-60709631	0.078
NM_022830	chr11(.):62337516-62364109	0.6231
NM_012200	chr11(.):62377767-62394448	0.8022
NM_004739	chr11(.):62355674-62374303	0.9834
NM_001404	chr11(.):62322072-62346460	1.1182
NM_001620	chr11(.):62278373-62319332	0.1208
NM_203422	chr11(.):62448875-62462371	0.0575
NM_015853	chr11(.):62438971-62451527	0.6875
NM_001130702	chr11(.):62452746-62482046	0.3591
NM_032667	chr11(.):62452746-62478787	0.3651
NM_001043229	chr11(.):62427778-62439923	1.2328
NM_001085372	chr11(.):62434125-62446162	0.6256
NM_173810	chr11(.):62490951-62511108	0.9763
NM_001122955	chr11(.):62452746-62480200	0.3512
NM_198335	chr11(.):62387299-62419104	0.2798
NM_024099	chr11(.):62425288-62444241	0.8162
NM_012202	chr11(.):62470113-62481678	0.8106
NR_004390	chr11(.):62427893-62438042	0.8671
NM_001079559	chr11(.):62477219-62499821	1.0854
NM_030628	chr11(.):62409319-62425774	0.5694
NR_002565	chr11(.):62618036-62628103	1.7205
NM_199337	chr11(.):62549873-62562872	0.9055
NM_003164	chr11(.):62569368-62604560	0.5961
NM_018093	chr11(.):62595382-62612628	1.5925
NR_003098	chr11(.):62614459-62628360	1.2706
NR_002561	chr11(.):62616134-62626204	1.6938
NR_002560	chr11(.):62615797-62625865	1.6606
NR_002559	chr11(.):62616375-62626440	1.7042
NM_006473	chr11(.):62533874-62559813	0.5992
NR_000008	chr11(.):62615381-62625507	1.6015
NM_002696	chr11(.):62524010-62539187	0.4001
NR_002564	chr11(.):62617763-62627838	1.7206
NR_002563	chr11(.):62617483-62627555	1.7196
NR_002562	chr11(.):62617092-62627167	1.7129
NM_001081491	chr11(.):62554597-62577964	0.7589
NM_001080501	chr11(.):62552786-62564486	1.0027
NM_000738	chr11(.):62671150-62694012	0.0609
NM_004470	chr11(.):64003412-64016607	1.509
NM_000932	chr11(.):64013994-64041924	0.7701
NM_005528	chr11(.):63992752-64006753	1.1131
NM_001160390	chr11(.):63986270-63998726	0.963
NM_032344	chr11(.):63988737-64002488	1.0597
NM_004322	chr11(.):64032299-64057176	0.9767
NM_178443	chr11(.):63969151-63996363	0.8028
NM_057092	chr11(.):64004587-64016607	1.6485
NM_033310	chr11(.):64053792-64072503	0.4531
NM_003377	chr11(.):63997265-64011259	1.2777
NM_020155	chr11(.):64048581-64061972	0.7154
NM_001135208	chr11(.):64003603-64016607	1.5277
NM_001039496	chr11(.):64062862-64077239	1.0069
NM_001170726	chr11(.):64046810-64061972	0.6383
NM_001160393	chr11(.):63986270-63998341	0.9147
NM_001170881	chr11(.):64047284-64061972	0.6584
NM_001177358	chr11(.):64047282-64061972	0.6583
NM_138689	chr11(.):64006950-64019413	1.7477
NM_000244	chr11(.):64565985-64583188	0.3697
NM_130803	chr11(.):64565985-64583766	0.3591
NM_004579	chr11(.):64551608-64575713	0.1937
NM_017525	chr11(.):64586661-64617041	0.1121
NM_130800	chr11(.):64565985-64583035	0.3728
NM_130802	chr11(.):64565985-64583213	0.3692
NM_015104	chr11(.):64657003-64689722	0.1813
NR_029829	chr11(.):64653826-64663911	0.1027
NM_006795	chr11(.):64615207-64651191	2.0447
NR_029578	chr11(.):64653608-64663718	0.1017
NM_080668	chr11(.):64839926-64856615	0.4418
NM_006782	chr11(.):64846693-64860874	0.5939
NM_013265	chr11(.):64858682-64884180	0.4163
NR_037567	chr11(.):64884654-64899841	0.7739
NM_172230	chr11(.):64889750-64907003	1.3574
NM_001997	chr11(.):64883098-64894672	0.8363
NM_004927	chr11(.):64884715-64899841	0.7651
NM_014205	chr11(.):64878874-64890170	1.1601
NM_001008778	chr11(.):64932706-64945688	0.0497
NM_001198868	chr11(.):64943685-64984477	0.2968
NM_001198869	chr11(.):64944149-64984477	0.2999
NM_001198870	chr11(.):64944303-64984477	0.3007
NM_006268	chr11(.):65096345-65125451	0.3283
NM_145719	chr11(.):65117281-65130082	0.3171
NR_028272	chr11(.):65185268-65199003	7.0136
NR_030343	chr11(.):65206928-65217028	0.7249
NM_031904	chr11(.):65149040-65185995	1.1233
NM_032223	chr11(.):65378782-65409910	0.6932
NM_001098785	chr11(.):65334819-65346669	4.6185
NM_021070	chr11(.):65301029-65330699	0.5305
NM_033455	chr11(.):65355325-65368467	1.0
NM_001099409	chr11(.):65338508-65365116	2.8532
NM_002419	chr11(.):65360225-65386720	0.6936
NM_001048218	chr11(.):65287547-65311182	0.5235
NM_006396	chr11(.):65332942-65344239	3.9837
NM_153253	chr11(.):65402591-65423391	0.525
NM_006747	chr11(.):65400577-65423391	0.4844
NM_198897	chr11(.):65646210-65661010	1.6324
NM_001335	chr11(.):65642283-65656212	0.3211
NM_025128	chr11(.):65622871-65638914	1.1209
NM_005507	chr11(.):65617284-65630804	1.327
NM_016938	chr11(.):65628911-65645340	0.2707
NM_006848	chr11(.):65652874-65664106	2.1432
NM_005146	chr11(.):65724159-65752607	0.2672
NM_006442	chr11(.):65681727-65694048	1.0467
NM_152762	chr11(.):65708114-65732434	0.3397
NM_001135635	chr11(.):65679282-65691531	1.0916
NM_001143985	chr11(.):65764549-65776617	0.8228
NM_001323	chr11(.):65774461-65785976	0.0603
NM_053054	chr11(.):65779222-65798988	0.1256
NM_032325	chr11(.):65759016-65774578	0.6476
NM_006842	chr11(.):65814815-65841382	1.5897
NM_033036	chr11(.):65803235-65821651	1.0601
NM_014578	chr11(.):66819288-66844488	0.1367
NM_207354	chr11(.):67051761-67074955	0.8725
NM_017857	chr11(.):67065918-67085078	0.309
NR_030767	chr11(.):67051815-67074955	0.8744
NM_001619	chr11(.):67028904-67059029	1.6439
NM_020441	chr11(.):67200517-67215983	1.2842
NM_145200	chr11(.):67217817-67234245	0.3875
NM_001078651	chr11(.):67226818-67241731	0.7062
NM_001166222	chr11(.):67178148-67198078	0.5951
NM_206997	chr11(.):67213771-67225200	0.0607
NM_005608	chr11(.):67197980-67210153	1.085
NM_003952	chr11(.):67190934-67207879	1.2319
NM_198517	chr11(.):67166411-67182560	1.1257
NM_004584	chr11(.):67154422-67170883	0.8917
NM_002708	chr11(.):67160651-67174376	0.7489
NM_001166212	chr11(.):67126638-67146648	0.134
NM_013246	chr11(.):67126638-67146206	0.1347
NM_001018070	chr11(.):67200517-67216263	1.2618
NM_003977	chr11(.):67245504-67263579	0.2364
NM_022338	chr11(.):68023802-68044469	1.387
NM_138768	chr11(.):69056621-69069754	3.0718
NM_153451	chr11(.):69475331-69495165	0.1984
NM_005169	chr11(.):71945120-71960220	0.0508
NM_001567	chr11(.):71930881-71955188	0.9196
NM_001113536	chr11(.):71922818-71937994	1.4577
NM_000802	chr11(.):71895958-71912367	0.0706
NM_016729	chr11(.):71898172-71912367	0.0672
NM_016725	chr11(.):71895601-71912367	0.0697
NM_033388	chr11(.):72520450-72545680	0.7637
NM_014786	chr11(.):73014662-73085425	0.1651
NM_014752	chr11(.):74655291-74695076	0.7796
NM_001235	chr11(.):75268169-75288846	0.6466
NR_033347	chr11(.):82747505-82757640	0.0714
NM_015885	chr11(.):82863136-82901835	0.6064
NM_182603	chr11(.):82900290-82965013	0.0987
NM_020179	chr11(.):93206638-93281546	0.6098
NM_004268	chr11(.):93512404-93551496	0.3451
NR_003032	chr11(.):93459144-93469265	0.318
NR_003026	chr11(.):93460169-93470299	0.397
NR_002959	chr11(.):93461631-93471763	0.6928
NM_024116	chr11(.):93464095-93479703	1.6075
NR_002973	chr11(.):93463275-93473402	1.0716
NM_014039	chr11(.):93469792-93501247	0.7585
NR_003036	chr11(.):93459668-93469739	0.3482
NR_031639	chr11(.):93461839-93471930	0.7387
NR_002569	chr11(.):93449679-93460032	0.1595
NR_003028	chr11(.):93458680-93468812	0.3011
NR_002920	chr11(.):93460526-93470665	0.4505
NR_003033	chr11(.):93461393-93471466	0.6371
NM_144664	chr11(.):95497105-95527954	0.6851
NM_006235	chr11(.):111217980-111255157	2.7501
NR_034148	chr11(.):115621050-115635918	0.4941
NM_006476	chr11(.):118267103-118285562	0.9261
NM_007180	chr11(.):118523941-118555381	0.1121
NR_003040	chr11(.):118868670-118879303	0.3482
NM_181721	chr11(.):118837416-118856995	0.0648
NM_000190	chr11(.):118950586-118969259	1.4237
NM_001028	chr11(.):118881421-118894057	1.7783
NM_002105	chr11(.):118959584-118971177	1.6817
NM_016146	chr11(.):118884240-118899385	1.7708
NM_001024382	chr11(.):118953696-118969259	1.6948
NM_001164278	chr11(.):118890060-118906616	1.4223
NM_001130991	chr11(.):118909895-118932925	0.6515
NM_015517	chr11(.):118987287-119010765	0.326
NM_006389	chr11(.):118909895-118932916	0.6517
NM_014807	chr11(.):118973092-118992827	1.2152
NM_021729	chr11(.):118933492-118957688	0.5504
NM_001382	chr11(.):118962212-118977785	2.4109
NM_001164280	chr11(.):118890060-118905278	1.539
NR_037429	chr11(.):118884653-118894722	2.3792
NM_001142505	chr11(.):119015298-119038374	0.119
NM_022169	chr11(.):119014749-119038374	0.1181
NM_001198675	chr11(.):120190837-120209388	1.853
NR_027288	chr11(.):122883273-122895319	0.144
NM_006597	chr11(.):122923199-122937844	3.7542
NM_014312	chr11(.):124612369-124627109	0.5937
NM_138961	chr11(.):124618018-124637223	0.2668
NM_017547	chr11(.):126134054-126153027	0.6665
NM_014026	chr11(.):126168646-126220644	1.2804
NM_148910	chr11(.):126147981-126168071	0.3246
NM_001177842	chr11(.):126127813-126143877	0.7467
NM_006278	chr11(.):126221095-126289533	0.4177
NR_024233	chr11(.):129867518-129880381	2.0554
NM_199437	chr11(.):129764600-129877730	0.3439
NM_134424	chr12(.):1016254-1063863	0.1378
NM_152641	chr12(.):46118619-46306819	0.2335
NM_002392	chr12(.):69196970-69244212	0.839
NM_006836	chr12(.):120560013-120637513	0.4467
NR_027946	chr12(.):1095403-1610099	0.1352
NM_001129840	chr12(.):2157415-2812115	0.1333
NM_020375	chr12(.):4425358-4474190	0.0952
NM_007273	chr12(.):7069516-7084891	0.8399
NM_001144831	chr12(.):7069514-7084916	0.8394
NR_036693	chr12(.):9817307-9857151	0.0386
NM_001197317	chr12(.):9817330-9857151	0.0386
NM_001004419	chr12(.):9817308-9857151	0.0386
NM_006143	chr12(.):12808994-12854121	0.1983
NM_144973	chr12(.):31530156-31748952	0.1769
NM_001077484	chr12(.):46571840-46668208	0.2965
NM_023071	chr12(.):49755687-49926207	0.2261
NM_001033873	chr12(.):51634132-51668994	0.1162
NM_001031628	chr12(.):51634132-51669202	0.1162
NM_000966	chr12(.):53599352-53631036	1.6741
NM_001042728	chr12(.):53599352-53619150	2.4732
NM_001982	chr12(.):56468891-56502128	0.3412
NM_013449	chr12(.):56984379-57035163	0.6241
NM_006400	chr12(.):57919093-57945978	0.2435
NM_006576	chr12(.):58186159-58214852	0.0527
NM_001172697	chr12(.):58171527-58201639	0.1207
NM_172240	chr12(.):89808500-89924777	0.3766
NM_003774	chr12(.):89908189-89923535	1.1322
NM_001731	chr12(.):92529053-92544673	1.491
NM_005761	chr12(.):94537498-94704225	0.4646
NM_003299	chr12(.):104319188-104346703	1.0151
NM_014706	chr12(.):108910990-108960165	0.4225
NM_018984	chr12(.):109171465-109256359	0.4102
NM_006817	chr12(.):112446151-112466024	1.0334
NM_006187	chr12(.):113371248-113416054	0.2241
NM_014868	chr12(.):120967131-121020397	0.5822
NM_014938	chr12(.):122511759-122633967	0.3129
NM_002150	chr12(.):122272432-122301769	0.1354
NM_003959	chr12(.):123315038-123352507	0.2235
NM_001082959	chr12(.):125257173-125353519	0.0838
NM_198827	chr12(.):131433451-131631008	0.2914
NM_001759	chr12(.):4377901-4419522	0.9809
NM_001975	chr12(.):7018613-7037859	0.305
NM_002831	chr12(.):7055433-7075479	2.8139
NR_029779	chr12(.):7067861-7077929	1.9334
NM_080548	chr12(.):7050739-7075479	2.5528
NM_001007026	chr12(.):7028625-7056484	0.5641
NM_006992	chr12(.):7008896-7028406	0.127
NM_001940	chr12(.):7032479-7056484	0.6389
NR_003010	chr12(.):7071499-7081769	0.6182
NM_138425	chr12(.):7048202-7060165	0.8635
NR_029682	chr12(.):7068259-7078354	1.6668
NM_005768	chr12(.):7080346-7130842	0.0823
NM_006331	chr12(.):7074943-7090165	0.2994
NR_036052	chr12(.):9387065-9397147	0.0248
NR_026672	chr12(.):9902163-9918497	0.1016
NM_172004	chr12(.):9870090-9890860	1.9972
NR_036052	chr12(.):12259885-12269967	0.0492
NM_004064	chr12(.):12865301-12880305	2.9587
NR_030344	chr12(.):12912582-12922677	0.0219
NM_001130415	chr12(.):12873850-12949399	0.3259
NR_028408	chr12(.):46114502-46126704	2.7714
NM_001146076	chr12(.):48050714-48104844	0.1478
NM_001172439	chr12(.):48098517-48124355	0.3164
NM_001098532	chr12(.):48123452-48157181	0.7108
NM_017842	chr12(.):48161966-48181536	0.393
NM_006105	chr12(.):48123452-48157244	0.7095
NM_001098531	chr12(.):48123452-48157889	0.697
NM_001098416	chr12(.):48171506-48218763	1.8898
NM_024902	chr12(.):49736040-49750685	0.0529
NR_033267	chr12(.):49777956-49791116	0.0745
NM_001100620	chr12(.):49711970-49723171	0.2329
NM_001008223	chr12(.):49721199-49735971	0.0614
NM_001971	chr12(.):51717226-51745463	0.8836
NM_016293	chr12(.):51669821-51722938	0.9351
NM_001004304	chr12(.):53569534-53589654	0.8336
NM_000889	chr12(.):53580106-53606000	3.518
NM_015989	chr12(.):53546446-53579430	0.4382
NM_001170790	chr12(.):53640369-53653190	0.4281
NM_032889	chr12(.):53640875-53653190	0.4415
NM_015665	chr12(.):53696239-53720412	0.4387
NM_012291	chr12(.):53657082-53692427	0.2072
NM_152860	chr12(.):53715359-53734537	0.3944
NM_001173467	chr12(.):53715359-53735004	0.3866
NM_001164691	chr12(.):53812638-53830318	0.0675
NM_003109	chr12(.):53769427-53815226	0.3515
NM_138473	chr12(.):53768978-53815226	0.3486
NM_032786	chr12(.):56507029-56521278	0.8903
NM_006191	chr12(.):56493102-56512694	0.9009
NM_001130420	chr12(.):56550635-56588351	0.5985
NM_079423	chr12(.):56547099-56560366	0.8885
NM_002475	chr12(.):56541334-56556771	1.2428
NM_001035267	chr12(.):56505373-56516616	0.9116
NM_015292	chr12(.):56516985-56543460	0.3883
NM_000946	chr12(.):57120363-57151146	0.2219
NR_003046	chr12(.):57032463-57042538	0.9428
NM_001686	chr12(.):57026958-57044852	1.3557
NM_005594	chr12(.):57101210-57124066	3.6427
NR_002737	chr12(.):57033810-57043885	0.9311
NM_001113203	chr12(.):57101210-57124326	3.6025
NM_006601	chr12(.):57052124-57087078	1.3985
NM_003725	chr12(.):57152107-57186574	0.0447
NM_020142	chr12(.):57623685-57639475	2.0958
NM_001166357	chr12(.):57619142-57633718	1.8334
NR_029416	chr12(.):57618827-57633718	1.7951
NR_029417	chr12(.):57618355-57633718	1.7421
NR_029415	chr12(.):57619110-57633718	1.8295
NM_007224	chr12(.):57605577-57625232	1.0518
NM_145064	chr12(.):57632241-57649969	1.1914
NR_031597	chr12(.):57583286-57593359	0.0334
NM_031479	chr12(.):57844095-57856791	3.1069
NM_001080157	chr12(.):57861037-57878424	0.0718
NM_001195056	chr12(.):57905370-57919300	1.7746
NM_052897	chr12(.):57911658-57928931	1.4434
NM_001167609	chr12(.):57848933-57871047	1.4297
NM_001160045	chr12(.):57848917-57871047	1.4302
NM_001080156	chr12(.):57861037-57876728	0.0725
NM_032496	chr12(.):57861037-57878633	0.0712
NM_005538	chr12(.):57823542-57849609	0.8239
NM_004990	chr12(.):57876850-57915433	0.6181
NM_004984	chr12(.):57938846-57983554	0.1471
NM_138396	chr12(.):58143899-58158689	0.6801
NM_023033	chr12(.):58157350-58170914	0.7163
NM_014770	chr12(.):58113993-58140940	0.3558
NM_000785	chr12(.):58151116-58165976	0.3472
NM_015433	chr12(.):58161382-58181324	0.5031
NM_001017956	chr12(.):58082737-58120340	0.1204
NM_005981	chr12(.):58133783-58147026	1.0867
NR_027032	chr12(.):58115022-58127139	0.0484
NM_000075	chr12(.):58137002-58151164	1.0216
NM_001122772	chr12(.):58113993-58137029	0.2054
NM_005730	chr12(.):58208709-58245747	0.5819
NR_029847	chr12(.):58213391-58223475	0.0712
NM_017440	chr12(.):68683345-68731161	0.0949
NM_001946	chr12(.):89736836-89751296	4.3426
NR_027249	chr12(.):104232526-104328989	0.3413
NR_037425	chr12(.):104319202-104329333	2.511
NM_003211	chr12(.):104354592-104387656	0.2704
NM_001135570	chr12(.):104338980-104355993	0.3526
NM_007076	chr12(.):108904050-108918380	0.4878
NM_213595	chr12(.):108951293-108968160	1.3367
NM_181724	chr12(.):108978621-108996894	0.0508
NM_003006	chr12(.):109010679-109032670	2.1672
NM_001917	chr12(.):109268856-109299710	0.0382
NM_001161331	chr12(.):109180694-109226327	0.2292
NM_001161330	chr12(.):109180694-109256359	0.4238
NM_001193453	chr12(.):112364086-112456023	0.3356
NM_016817	chr12(.):113411273-113454528	0.6294
NM_002535	chr12(.):113411273-113453503	0.6436
NM_001032731	chr12(.):113411273-113431610	1.2676
NM_006861	chr12(.):120527898-120559643	0.8466
NM_001002	chr12(.):120629502-120644014	1.737
NM_025157	chr12(.):120643249-120692957	0.0765
NM_003746	chr12(.):120928858-120941298	0.563
NM_032314	chr12(.):120936081-120971964	0.2026
NM_198202	chr12(.):121011847-121024201	0.3609
NM_015918	chr12(.):121011847-121024197	0.361
NM_172226	chr12(.):121670494-121739556	0.3608
NM_172214	chr12(.):121676390-121741111	0.3823
NM_006549	chr12(.):121670494-121741111	0.3542
NM_019034	chr12(.):122210659-122236594	0.4543
NR_002809	chr12(.):122228172-122246390	3.358
NM_015048	chr12(.):122237637-122275562	1.5178
NM_016638	chr12(.):123459879-123472460	0.7751
NM_024623	chr12(.):123454353-123469588	1.0874
NM_019624	chr12(.):123408538-123456056	1.1156
NM_024667	chr12(.):123344874-123385712	3.3443
NM_203444	chr12(.):123408538-123464752	1.1336
NM_021009	chr12(.):125391191-125404587	3.0711
NM_194356	chr12(.):131269146-131328811	0.1008
NM_006325	chr12(.):131351616-131365826	1.7635
NM_015678	chr13(.):35511423-36251873	0.1335
NR_003365	chr13(.):41366126-41500886	0.0691
NM_001145353	chr13(.):41501054-41561418	0.507
NM_172373	chr13(.):41501054-41598508	0.9005
NM_001079673	chr13(.):49545047-49788915	0.1978
NR_002612	chr13(.):50551687-50704677	0.3094
NM_018676	chr13(.):52946302-52985629	0.0331
NR_002793	chr13(.):53058127-53166225	0.0994
NM_007368	chr13(.):114742193-114903095	0.8175
NM_007187	chr13(.):41630696-41663139	0.3619
NM_005767	chr13(.):48980181-49023840	0.1239
NM_001268	chr13(.):49058098-49112316	1.4397
NR_002605	chr13(.):50651413-50684433	0.557
NR_029486	chr13(.):50618108-50628197	0.0588
NR_029485	chr13(.):50618254-50628337	0.0587
NM_016075	chr13(.):52981736-53029763	0.3826
NM_001098525	chr13(.):53024494-53055763	0.6412
NM_032949	chr13(.):53413108-53427774	0.7538
NR_031582	chr13(.):53379184-53389275	0.1076
NM_022060	chr14(.):23062146-23086265	0.7567
NM_006246	chr14(.):63836354-64015079	0.2157
NR_027004	chr14(.):94366075-94397718	0.0343
NM_001048205	chr14(.):24636233-24654463	0.059
NM_001012706	chr14(.):50443429-50479238	0.6033
NM_001043318	chr14(.):74176824-74258896	0.638
NM_194278	chr14(.):74176824-74232001	0.547
NM_001080414	chr14(.):91732666-91889133	1.2425
NM_023112	chr14(.):94487723-94520276	0.1971
NM_144568	chr14(.):20921011-20934637	0.5932
NM_017807	chr14(.):20910206-20928267	0.2877
NM_000270	chr14(.):20932537-20951165	0.2699
NM_001641	chr14(.):20918289-20930926	0.6333
NM_001012975	chr14(.):20973630-20984281	0.0352
NM_001344	chr14(.):23028806-23063143	1.1024
NR_028100	chr14(.):24579491-24599451	0.3721
NM_002818	chr14(.):24607573-24620855	1.1933
NM_006263	chr14(.):24600377-24613176	0.9475
NM_001163484	chr14(.):24578905-24599451	0.3661
NM_016049	chr14(.):24603173-24615797	1.2718
NM_203402	chr14(.):24595674-24607058	0.4757
NM_181357	chr14(.):24579493-24599451	0.3721
NR_028099	chr14(.):24578985-24599451	0.3674
NM_004563	chr14(.):24558482-24578339	0.4722
