GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NM_001098207	chr10(.):43876064-43897794	0.5881
NM_004966	chr10(.):43876064-43909656	0.7913
NM_173160	chr10(.):43862091-43876783	0.0622
NM_001098204	chr10(.):43876064-43909696	0.7904
NM_001098208	chr10(.):43876064-43897279	0.5993
NM_001098205	chr10(.):43876064-43909332	0.7981
NM_001098206	chr10(.):43876064-43908299	0.8206
NR_026693	chr10(.):43927573-43983007	0.2838
NM_001123376	chr10(.):45401763-45435642	0.1412
NM_007021	chr10(.):45466708-45479330	0.4682
NM_001039380	chr10(.):45488145-45501470	0.6598
NM_006963	chr10(.):45491272-45505777	0.5792
NM_003171	chr10(.):70934992-70973849	0.2561
NM_025130	chr10(.):70975058-71032315	0.2345
NM_001042465	chr10(.):73571054-73616082	0.153
NM_001171935	chr10(.):73566639-73580704	0.0743
NM_173473	chr10(.):73970805-74000618	0.2067
NM_019058	chr10(.):74028676-74040797	0.3692
NM_032772	chr10(.):77152602-77166513	0.5248
NR_024421	chr10(.):77156285-77173740	0.5268
NR_024422	chr10(.):77158513-77173740	0.5972
NM_020992	chr10(.):96992329-97055781	0.4496
NM_030912	chr10(.):104399251-104423076	1.052
NM_001083913	chr10(.):104498726-104581021	0.5001
NM_017787	chr10(.):104530887-104581021	0.6664
NR_024552	chr10(.):105201542-105217162	0.355
NM_001129742	chr10(.):105227560-105243997	1.1395
NM_001001412	chr10(.):105208143-105223648	0.4641
NM_004210	chr10(.):105248734-105357309	0.3299
NM_005962	chr10(.):111980761-112052123	0.1097
NM_001008541	chr10(.):111964988-112052123	0.2318
NM_005871	chr10(.):112047797-112069707	0.2403
NM_130439	chr10(.):111962362-112052123	0.2268
NM_004419	chr10(.):112252624-112276302	1.0537
NM_145341	chr10(.):112626595-112664764	0.3167
NM_001195307	chr10(.):112653487-112684124	0.3048
NM_001195306	chr10(.):112653487-112683694	0.3083
NR_026932	chr10(.):112623647-112635662	1.6315
NM_212554	chr10(.):126442405-126485439	0.1249
NM_207127	chr10(.):135187740-135210198	0.8468
NM_138384	chr10(.):135202620-135239174	0.3966
NM_145202	chr10(.):135155843-135171187	0.0748
NM_001012508	chr10(.):135229169-135243121	0.0357
NM_001098483	chr10(.):135163794-135176529	0.075
NM_004092	chr10(.):135170986-135191908	0.1528
NR_037509	chr10(.):135180059-135190167	0.2267
NR_024469	chr11(.):67080309-67164158	0.3394
NR_033853	chr11(.):58696115-58830925	0.1552
NM_006157	chr11(.):20686116-21602229	0.0836
NM_001111018	chr11(.):19367270-20148147	0.1869
NM_006819	chr11(.):63948586-63977020	0.4962
NM_001098517	chr11(.):115039344-115380241	0.3228
NM_032873	chr11(.):122521397-122690187	0.1639
NM_181798	chr11(.):2477683-2875340	0.1616
NM_000218	chr11(.):2461220-2875340	0.1614
NM_030962	chr11(.):9795213-10320754	0.0749
NM_032867	chr11(.):12303446-12385691	0.0754
NM_014632	chr11(.):12127137-12290331	0.311
NM_021961	chr11(.):12690968-12971284	0.1767
NM_175058	chr11(.):16804206-17040963	0.2464
NM_001143830	chr11(.):22683159-22839547	0.6377
NM_177553	chr11(.):22684653-22839547	0.6403
NM_005256	chr11(.):22691318-22839547	0.3561
NM_004811	chr11(.):58289343-58348390	0.8749
NM_001143995	chr11(.):58289343-58350639	0.8471
NM_206893	chr11(.):60547820-60573778	0.0705
NM_024092	chr11(.):60676370-60695915	0.8414
NM_001012662	chr11(.):62618483-62661355	0.556
NM_001013251	chr11(.):62643343-62661355	0.8042
NM_001012661	chr11(.):62618517-62661353	0.5564
NM_024060	chr11(.):62196015-62319332	0.2128
NR_037193	chr11(.):62644170-62661355	0.8375
NM_004585	chr11(.):63299272-63318930	0.3175
NM_003273	chr11(.):64874340-64888707	0.3964
NM_001077241	chr11(.):65137662-65155142	0.8489
NR_002819	chr11(.):65260232-65278939	2.4713
NM_012308	chr11(.):66881739-67030550	0.1936
NM_030930	chr11(.):67753574-67776593	0.8133
NM_014824	chr11(.):72542789-72858143	0.1695
NM_176796	chr11(.):72970569-73013850	0.7639
NM_176798	chr11(.):72975938-73013850	0.8531
NM_004154	chr11(.):72978246-73014664	0.8686
NM_006656	chr11(.):74694949-74723743	0.1177
NM_182969	chr11(.):74546954-74665232	0.1849
NM_001128620	chr11(.):77028059-77190108	0.1719
NM_080491	chr11(.):77921335-78133868	0.1078
NM_014488	chr11(.):82687477-82787884	0.6549
NM_032427	chr11(.):95706439-96081344	0.2147
NM_001166	chr11(.):102212965-102254401	0.2146
NM_025164	chr11(.):116709117-116973993	0.1591
NM_198489	chr11(.):118863851-118891455	0.3754
NM_015313	chr11(.):120202617-120365645	0.145
NM_024556	chr11(.):126076618-126137879	0.0865
NR_033839	chr11(.):126206611-126230482	0.1576
NM_002017	chr11(.):128558812-128688162	0.6221
NM_001167681	chr11(.):128557388-128688162	0.6164
NM_002939	chr11(.):489511-511821	0.2386
NM_203389	chr11(.):489511-512273	0.2349
NR_029623	chr11(.):563088-573198	0.2394
NM_003475	chr11(.):556449-569025	0.3725
NM_021920	chr11(.):621312-632173	0.1632
NR_026967	chr11(.):568807-580885	0.7429
NM_001130442	chr11(.):527241-540550	0.3354
NM_021924	chr11(.):611564-630067	0.3074
NM_004031	chr11(.):607554-620728	0.3274
NM_001143993	chr11(.):555970-569025	0.359
NM_004029	chr11(.):607554-620999	0.3208
NM_020901	chr11(.):571482-617222	0.2945
NM_173573	chr11(.):549849-565779	0.2817
NM_198075	chr11(.):532521-559916	0.2314
NM_182612	chr11(.):762222-782487	0.2394
NM_006755	chr11(.):742431-770024	0.3589
NR_002585	chr11(.):806680-816814	0.7266
NM_001025239	chr11(.):837823-872116	0.2239
NM_001025234	chr11(.):839080-872116	0.2295
NM_145886	chr11(.):794178-810250	0.9896
NM_016564	chr11(.):782109-795126	0.1803
NM_021128	chr11(.):834720-847529	0.4883
NM_139029	chr11(.):827951-843835	0.5358
NM_173584	chr11(.):822584-836991	0.3258
NM_024698	chr11(.):785474-801263	0.3936
NM_001004	chr11(.):804935-817876	0.7729
NM_001025237	chr11(.):839445-872116	0.2317
NM_020376	chr11(.):813900-830571	0.2842
NM_001191060	chr11(.):785474-802995	0.3634
NM_001191061	chr11(.):785474-803269	0.3601
NM_001025235	chr11(.):837940-872116	0.2246
NM_138567	chr11(.):1850673-1863750	0.08
NM_002339	chr11(.):1869199-1918493	0.3223
NM_001145829	chr11(.):1855718-1867910	0.0897
NM_001013253	chr11(.):1884902-1918493	0.0579
NM_001145841	chr11(.):1856431-1867910	0.0946
NM_001013255	chr11(.):1887153-1918493	0.0589
NM_003282	chr11(.):1855232-1867910	0.0877
NM_001013254	chr11(.):1887098-1918493	0.0588
NR_036185	chr11(.):1875693-1885766	0.2263
NM_003390	chr11(.):9590227-9616313	0.4153
NM_001143976	chr11(.):9591233-9616313	0.4079
NM_001124	chr11(.):10321641-10333923	2.6042
NM_022725	chr11(.):22639078-22652387	0.6146
NM_000610	chr11(.):35155416-35258949	0.4646
NM_001024844	chr11(.):44582140-44646315	0.4182
NM_000256	chr11(.):47347956-47379253	0.072
NM_003120	chr11(.):47371408-47405127	0.1485
NM_152264	chr11(.):47425045-47443051	0.244
NM_002804	chr11(.):47435319-47453024	0.5599
NM_032645	chr11(.):47454314-47475730	0.0532
NM_000614	chr11(.):58385145-58398205	0.1627
NR_024091	chr11(.):58341586-58398205	0.8617
NM_053023	chr11(.):58341586-58394023	0.9162
NM_022074	chr11(.):58907251-58927511	0.6208
NM_001142520	chr11(.):58905317-58927511	0.5718
NM_001142704	chr11(.):58869657-58899888	0.4572
NM_004778	chr11(.):60613397-60628444	0.1025
NM_207341	chr11(.):60630014-60648164	0.7857
NM_024098	chr11(.):60604428-60623561	1.1465
NM_014502	chr11(.):60653019-60679061	0.3774
NM_016582	chr11(.):60699554-60724257	0.1622
NM_178031	chr11(.):60686912-60709631	0.1031
NM_022830	chr11(.):62337516-62364109	0.3773
NM_004739	chr11(.):62355674-62374303	0.5403
NM_001404	chr11(.):62322072-62346460	0.5901
NM_001620	chr11(.):62278373-62319332	0.2393
NR_002565	chr11(.):62618036-62628103	0.8164
NM_199337	chr11(.):62549873-62562872	0.463
NM_003164	chr11(.):62569368-62604560	0.2876
NM_018093	chr11(.):62595382-62612628	1.0094
NR_003098	chr11(.):62614459-62628360	0.6169
NR_002561	chr11(.):62616134-62626204	0.8214
NR_002560	chr11(.):62615797-62625865	0.8266
NR_002559	chr11(.):62616375-62626440	0.8209
NR_000008	chr11(.):62615381-62625507	0.8201
NR_002564	chr11(.):62617763-62627838	0.817
NR_002563	chr11(.):62617483-62627555	0.8161
NR_002562	chr11(.):62617092-62627167	0.8144
NM_001081491	chr11(.):62554597-62577964	0.3732
NM_001080501	chr11(.):62552786-62564486	0.5106
NM_007069	chr11(.):63336943-63386909	0.1016
NM_017878	chr11(.):63315241-63335855	0.3474
NM_001128203	chr11(.):63336943-63386941	0.1016
NM_004470	chr11(.):64003412-64016607	1.158
NM_000932	chr11(.):64013994-64041924	0.4147
NM_005528	chr11(.):63992752-64006753	0.6174
NM_001160390	chr11(.):63986270-63998726	0.5588
NM_032344	chr11(.):63988737-64002488	0.5732
NM_004322	chr11(.):64032299-64057176	0.6693
NM_178443	chr11(.):63969151-63996363	0.4052
NM_057092	chr11(.):64004587-64016607	1.2556
NM_033310	chr11(.):64053792-64072503	0.551
NM_003377	chr11(.):63997265-64011259	1.0368
NM_020155	chr11(.):64048581-64061972	0.661
NM_001135208	chr11(.):64003603-64016607	1.1699
NM_001039496	chr11(.):64062862-64077239	0.8523
NM_001170726	chr11(.):64046810-64061972	0.5905
NM_001160393	chr11(.):63986270-63998341	0.5293
NM_001170881	chr11(.):64047284-64061972	0.6072
NM_001177358	chr11(.):64047282-64061972	0.6072
NM_138689	chr11(.):64006950-64019413	1.2555
NM_000244	chr11(.):64565985-64583188	0.2538
NM_130803	chr11(.):64565985-64583766	0.247
NM_004579	chr11(.):64551608-64575713	0.1362
NM_017525	chr11(.):64586661-64617041	0.1535
NM_130800	chr11(.):64565985-64583035	0.2558
NM_130802	chr11(.):64565985-64583213	0.2535
NR_029829	chr11(.):64653826-64663911	0.1484
NM_006795	chr11(.):64615207-64651191	0.5493
NR_029578	chr11(.):64653608-64663718	0.1487
NM_013299	chr11(.):64803375-64817300	0.4513
NM_005468	chr11(.):64807294-64831009	0.3598
NM_080668	chr11(.):64839926-64856615	0.4734
NM_006782	chr11(.):64846693-64860874	0.8424
NM_013265	chr11(.):64858682-64884180	0.272
NR_037567	chr11(.):64884654-64899841	0.3845
NM_172230	chr11(.):64889750-64907003	0.9707
NM_001997	chr11(.):64883098-64894672	0.5465
NM_004927	chr11(.):64884715-64899841	0.371
NM_014205	chr11(.):64878874-64890170	0.6968
NR_028272	chr11(.):65185268-65199003	7.6501
NR_030343	chr11(.):65206928-65217028	0.413
NM_031904	chr11(.):65149040-65185995	0.9418
NM_032223	chr11(.):65378782-65409910	0.3257
NM_001098785	chr11(.):65334819-65346669	1.0612
NM_021070	chr11(.):65301029-65330699	0.3296
NM_033455	chr11(.):65355325-65368467	0.5434
NM_001099409	chr11(.):65338508-65365116	0.6748
NM_002419	chr11(.):65360225-65386720	0.3071
NM_001048218	chr11(.):65287547-65311182	0.2946
NM_006396	chr11(.):65332942-65344239	1.0256
NM_014578	chr11(.):66819288-66844488	0.1634
NM_207354	chr11(.):67051761-67074955	0.5691
NM_017857	chr11(.):67065918-67085078	0.158
NR_030767	chr11(.):67051815-67074955	0.5703
NM_001619	chr11(.):67028904-67059029	1.0188
NM_001161473	chr11(.):67771047-67801743	0.7268
NM_006053	chr11(.):67805446-67823366	0.4721
NM_006019	chr11(.):67801482-67823366	0.4075
NM_002496	chr11(.):67793083-67809114	0.8563
NM_000694	chr11(.):67772789-67801743	0.6973
NM_138768	chr11(.):69056621-69069754	1.1359
NM_002564	chr11(.):72924343-72952395	0.1692
NM_176071	chr11(.):72924501-72952395	0.1698
NM_032871	chr11(.):73082712-73113519	0.2417
NM_152222	chr11(.):73082404-73113519	0.241
NM_014786	chr11(.):73014662-73085425	0.1808
NM_014752	chr11(.):74655291-74695076	0.3326
NR_033347	chr11(.):82747505-82757640	0.1275
NR_036125	chr11(.):96069601-96079690	1.9343
NM_024725	chr11(.):96080928-96128083	0.1153
NM_003772	chr11(.):96118157-96131727	0.219
NM_001165	chr11(.):102183193-102213465	0.6848
NM_006235	chr11(.):111217980-111255157	1.2226
NR_026691	chr11(.):117852105-117877199	0.7143
NM_007180	chr11(.):118523941-118555381	0.0802
NM_032966	chr11(.):118759100-118771971	0.1984
NR_003040	chr11(.):118868670-118879303	0.183
NM_001716	chr11(.):118749540-118771971	0.1669
NM_006760	chr11(.):118822007-118834269	0.0765
NM_182557	chr11(.):118761850-118786613	0.1337
NM_181721	chr11(.):118837416-118856995	0.0717
NM_000190	chr11(.):118950586-118969259	0.5571
NM_001028	chr11(.):118881421-118894057	0.4824
NM_002105	chr11(.):118959584-118971177	0.6254
NM_016146	chr11(.):118884240-118899385	0.4368
NM_001024382	chr11(.):118953696-118969259	0.6475
NM_001164278	chr11(.):118890060-118906616	0.5907
NM_001130991	chr11(.):118909895-118932925	0.274
NM_015517	chr11(.):118987287-119010765	0.171
NM_006389	chr11(.):118909895-118932916	0.2741
NM_014807	chr11(.):118973092-118992827	0.4881
NM_021729	chr11(.):118933492-118957688	0.2389
NM_001382	chr11(.):118962212-118977785	1.1448
NM_001164280	chr11(.):118890060-118905278	0.6391
NR_037429	chr11(.):118884653-118894722	0.5949
NM_001142505	chr11(.):119015298-119038374	0.1163
NM_022169	chr11(.):119014749-119038374	0.1162
NM_001198675	chr11(.):120190837-120209388	0.5646
NR_027288	chr11(.):122883273-122895319	0.0773
NM_006597	chr11(.):122923199-122937844	1.5923
NM_001145290	chr11(.):124928012-124965412	0.485
NM_001080546	chr11(.):124961398-124978205	0.0929
NM_032795	chr11(.):126066988-126086587	0.3552
NM_017547	chr11(.):126134054-126153027	0.3238
NM_014026	chr11(.):126168646-126220644	0.3997
NM_148910	chr11(.):126147981-126168071	0.3865
NM_001177842	chr11(.):126127813-126143877	0.2826
NM_006278	chr11(.):126221095-126289533	0.1073
NM_003658	chr11(.):129240880-129327174	0.4466
NM_014325	chr12(.):109033886-109130295	0.3934
NR_024374	chr12(.):9431252-9471684	0.3958
NM_152641	chr12(.):46118619-46306819	0.1836
NM_002392	chr12(.):69196970-69244212	0.5188
NM_173591	chr12(.):80598232-80777870	0.1505
NM_001173982	chr12(.):104845691-105160792	0.1611
NM_020375	chr12(.):4425358-4474190	0.0962
NM_018173	chr12(.):6414601-6442672	0.2078
NM_007273	chr12(.):7069516-7084891	0.6586
NR_015382	chr12(.):6543166-6565683	1.0114
NM_001144857	chr12(.):6416816-6442672	0.2191
NM_001273	chr12(.):6674247-6721551	0.2237
NM_001144856	chr12(.):6415098-6442672	0.2101
NM_001144831	chr12(.):7069514-7084916	0.6584
NM_016511	chr12(.):10218079-10256605	0.172
NM_001987	chr12(.):11797787-12053325	0.3451
NM_031289	chr12(.):13232041-13253709	0.5828
NM_016355	chr12(.):12961279-12987915	0.2265
NM_006143	chr12(.):12808994-12854121	0.3845
NM_001080555	chr12(.):13232041-13261619	0.7017
NM_001423	chr12(.):13344601-13374708	0.1666
NM_152321	chr12(.):15061975-15096463	0.0737
NM_001113402	chr12(.):31819070-31887108	0.1315
NM_004572	chr12(.):32938679-33054780	0.1799
NM_139241	chr12(.):32650040-32803984	0.1989
NM_001843	chr12(.):41081357-41469094	0.1248
NM_175736	chr12(.):50026723-50106197	0.3017
NM_001033873	chr12(.):51634132-51668994	0.0849
NM_001031628	chr12(.):51634132-51669202	0.0846
NM_001128914	chr12(.):53840885-53879946	0.6812
NM_000966	chr12(.):53599352-53631036	1.098
NM_001042728	chr12(.):53599352-53619150	1.5514
NM_001982	chr12(.):56468891-56502128	0.2182
NM_001798	chr12(.):56355555-56371568	0.437
NM_002332	chr12(.):57517281-57612125	0.1002
NM_013449	chr12(.):56984379-57035163	0.2832
NM_001172697	chr12(.):58171527-58201639	0.1052
NM_018279	chr12(.):72074877-72102839	0.527
NM_001731	chr12(.):92529053-92544673	0.7139
NM_005761	chr12(.):94537498-94704225	0.6039
NM_002595	chr12(.):96667038-96799366	0.1555
NM_005230	chr12(.):96583206-96666606	0.2955
NM_020244	chr12(.):102086416-102127846	0.2407
NM_003299	chr12(.):104319188-104346703	1.224
NM_014706	chr12(.):108910990-108960165	0.6277
NM_018984	chr12(.):109171465-109256359	0.3945
NM_014868	chr12(.):120967131-121020397	0.1905
NM_003959	chr12(.):123315038-123352507	0.0759
NM_001082959	chr12(.):125257173-125353519	0.0787
NR_028415	chr12(.):1604656-1618590	0.0742
NM_001759	chr12(.):4377901-4419522	0.8538
NM_002342	chr12(.):6488356-6505732	0.1057
NM_001159576	chr12(.):6451008-6489390	0.6322
NM_001065	chr12(.):6432922-6456283	0.7222
NM_001038	chr12(.):6451008-6489905	0.6252
NM_001159575	chr12(.):6451008-6491523	0.6038
NM_014231	chr12(.):6566403-6584843	0.5819
NM_001193457	chr12(.):6643693-6670249	0.4208
NM_006170	chr12(.):6661036-6682480	0.1836
NM_001242	chr12(.):6549050-6565884	1.3177
NM_014865	chr12(.):6598297-6646132	0.6186
NM_016497	chr12(.):6596315-6607471	0.7858
NR_004387	chr12(.):6614387-6624717	0.0418
NM_018009	chr12(.):6556176-6576488	1.2818
NM_001142961	chr12(.):6723000-6745815	0.1308
NM_016162	chr12(.):6754703-6777308	0.113
NM_032489	chr12(.):6742241-6761580	0.0653
NR_003012	chr12(.):6685638-6695775	0.0542
NM_020400	chr12(.):6723000-6750297	0.117
NR_027483	chr12(.):6972277-6985110	0.6923
NM_001975	chr12(.):7018613-7037859	0.9658
NM_002831	chr12(.):7055433-7075479	1.5037
NM_001159287	chr12(.):6971583-6985110	0.6587
NR_029779	chr12(.):7067861-7077929	1.4044
NM_080548	chr12(.):7050739-7075479	1.5708
NM_001146316	chr12(.):6975099-6987449	0.7127
NM_000365	chr12(.):6971692-6985110	0.664
NM_001007026	chr12(.):7028625-7056484	1.003
NM_006992	chr12(.):7008896-7028406	0.4783
NM_001940	chr12(.):7032479-7056484	0.9165
NM_032641	chr12(.):6975099-6987521	0.7098
NR_003010	chr12(.):7071499-7081769	0.612
NR_033796	chr12(.):6988845-6999902	0.1178
NR_002803	chr12(.):6988144-6998768	0.0724
NM_138425	chr12(.):7048202-7060165	1.1468
NR_029682	chr12(.):7068259-7078354	1.1266
NM_005768	chr12(.):7080346-7130842	0.132
NM_006331	chr12(.):7074943-7090165	0.4276
NR_036466	chr12(.):9387598-9400645	0.0573
NR_036052	chr12(.):9387065-9397147	0.0715
NR_033399	chr12(.):9565286-9605768	0.6464
NM_001172633	chr12(.):10305898-10329790	0.1035
NM_197949	chr12(.):10264375-10287868	0.2772
NM_153022	chr12(.):10326556-10349403	0.0739
NR_036052	chr12(.):12259885-12269967	0.073
NM_004064	chr12(.):12865301-12880305	5.7195
NM_030817	chr12(.):12933540-12949399	0.3518
NR_030344	chr12(.):12912582-12922677	0.0662
NM_001130415	chr12(.):12873850-12949399	0.6833
NM_020853	chr12(.):13192314-13241383	0.2032
NM_006205	chr12(.):15120955-15139799	0.1298
NM_001175	chr12(.):15089949-15119562	0.841
NM_030762	chr12(.):26267958-26283003	2.2381
NM_005086	chr12(.):26343505-26392708	0.0905
NM_001135823	chr12(.):26343268-26392708	0.0902
NM_030653	chr12(.):31221778-31262725	0.6715
NM_001013699	chr12(.):31939118-31950175	0.0832
NR_028408	chr12(.):46114502-46126704	1.4621
NM_018976	chr12(.):46746970-46771645	0.5064
NM_001098532	chr12(.):48123452-48157181	0.2966
NM_017842	chr12(.):48161966-48181536	0.2931
NM_006105	chr12(.):48123452-48157244	0.2963
NM_001098531	chr12(.):48123452-48157889	0.293
NM_001098416	chr12(.):48171506-48218763	0.907
NM_000376	chr12(.):48230319-48303814	0.3091
NM_001031698	chr12(.):50019326-50043449	0.1222
NM_012272	chr12(.):50012402-50043449	0.2324
NM_014033	chr12(.):51313533-51331300	1.0799
NM_001109619	chr12(.):51342781-51369289	0.0627
NM_001971	chr12(.):51717226-51745463	0.5746
NM_016293	chr12(.):51669821-51722938	0.4993
NM_001004304	chr12(.):53569534-53589654	0.476
NM_000889	chr12(.):53580106-53606000	3.6762
NM_015989	chr12(.):53546446-53579430	0.2285
NM_001170790	chr12(.):53640369-53653190	0.3027
NM_032889	chr12(.):53640875-53653190	0.3128
NM_015665	chr12(.):53696239-53720412	0.5203
NM_152860	chr12(.):53715359-53734537	0.4293
NM_001173467	chr12(.):53715359-53735004	0.4212
NM_001164691	chr12(.):53812638-53830318	0.095
NM_003109	chr12(.):53769427-53815226	0.3558
NM_138473	chr12(.):53768978-53815226	0.3533
NM_001005354	chr12(.):53830432-53845427	0.2292
NM_134324	chr12(.):53890376-53905215	0.6479
NM_006301	chr12(.):53869275-53898444	0.5246
NM_134323	chr12(.):53889704-53905215	0.6218
NM_003717	chr12(.):53895473-53906422	0.1718
NM_201554	chr12(.):56320811-56352807	0.3226
NM_006928	chr12(.):56342888-56364826	0.1836
NM_032345	chr12(.):56290196-56326697	0.3009
NM_001345	chr12(.):56319945-56352807	0.3439
NM_001143853	chr12(.):56290196-56325909	0.3008
NM_002868	chr12(.):56362861-56393488	0.2239
NM_032786	chr12(.):56507029-56521278	0.8895
NM_006191	chr12(.):56493102-56512694	0.7114
NM_079423	chr12(.):56547099-56560366	0.5404
NM_002475	chr12(.):56541334-56556771	0.8695
NM_001035267	chr12(.):56505373-56516616	0.9233
NM_015292	chr12(.):56516985-56543460	0.2962
NM_001127460	chr12(.):56705006-56732533	0.9398
NM_014255	chr12(.):56699212-56715128	0.4911
NM_005419	chr12(.):56730381-56759037	0.6724
NM_014871	chr12(.):56705006-56732837	0.9797
NM_004077	chr12(.):56660482-56699175	0.2117
NM_016584	chr12(.):56727662-56739194	1.5941
NM_001638	chr12(.):56749354-56761583	0.579
NR_003046	chr12(.):57032463-57042538	0.6184
NM_001686	chr12(.):57026958-57044852	0.6537
NM_005594	chr12(.):57101210-57124066	0.544
NR_002737	chr12(.):57033810-57043885	0.6153
NM_001113203	chr12(.):57101210-57124326	0.5385
NM_006601	chr12(.):57052124-57087078	0.5951
NM_001178078	chr12(.):57484186-57510196	0.3319
NM_001178079	chr12(.):57484186-57509089	0.341
NM_005379	chr12(.):57417300-57448893	0.1151
NM_005967	chr12(.):57477676-57494259	0.3701
NM_001130963	chr12(.):57444425-57477574	0.2441
NM_138396	chr12(.):58143899-58158689	0.4881
NM_023033	chr12(.):58157350-58170914	0.3448
NM_014770	chr12(.):58113993-58140940	0.2552
NM_000785	chr12(.):58151116-58165976	0.2245
NM_015433	chr12(.):58161382-58181324	0.2942
NM_001017956	chr12(.):58082737-58120340	0.1122
NM_005981	chr12(.):58133783-58147026	0.6786
NR_027032	chr12(.):58115022-58127139	0.1733
NM_000075	chr12(.):58137002-58151164	0.6848
NM_001122772	chr12(.):58113993-58137029	0.176
NM_005730	chr12(.):58208709-58245747	0.439
NM_033276	chr12(.):58330444-58356052	0.2489
NM_017440	chr12(.):68683345-68731161	0.1192
NM_031435	chr12(.):72052676-72079428	0.3436
NM_144982	chr12(.):71998378-72062749	0.1893
NM_203394	chr12(.):77410025-77464360	0.3396
NM_001946	chr12(.):89736836-89751296	1.5887
NM_001025233	chr12(.):92812734-92829730	0.2149
NR_027933	chr12(.):92810306-92829778	0.1965
NM_001025232	chr12(.):92808869-92826924	0.1452
NM_153694	chr12(.):102117425-102138250	0.8353
NM_024312	chr12(.):102134274-102229645	0.3109
NM_001111283	chr12(.):102784644-102879378	0.3762
NM_001111284	chr12(.):102784644-102877429	0.303
NM_001111285	chr12(.):102806453-102879378	0.4635
NR_027249	chr12(.):104232526-104328989	0.5158
NR_037425	chr12(.):104319202-104329333	3.1594
NM_003211	chr12(.):104354592-104387656	0.2323
NM_001135570	chr12(.):104338980-104355993	0.2329
NM_018171	chr12(.):105562074-105635008	0.2115
NM_014840	chr12(.):106452124-106538811	0.3235
NM_007076	chr12(.):108904050-108918380	0.3874
NM_213595	chr12(.):108951293-108968160	3.0776
NM_181724	chr12(.):108978621-108996894	0.1302
NM_003006	chr12(.):109010679-109032670	4.1515
NM_001161331	chr12(.):109180694-109226327	0.1228
NM_001168325	chr12(.):117471727-117542251	0.0524
NM_003746	chr12(.):120928858-120941298	0.1552
NM_032314	chr12(.):120936081-120971964	0.1307
NM_198202	chr12(.):121011847-121024201	0.1292
NM_015918	chr12(.):121011847-121024197	0.1293
NM_019034	chr12(.):122210659-122236594	0.1205
NR_002809	chr12(.):122228172-122246390	1.3904
NM_015048	chr12(.):122237637-122275562	0.6507
NM_024667	chr12(.):123344874-123385712	0.6933
NM_021009	chr12(.):125391191-125404587	1.3403
NM_194356	chr12(.):131269146-131328811	0.0578
NM_006325	chr12(.):131351616-131365826	0.5663
NR_024464	chr13(.):30909406-30953036	0.3085
NR_002612	chr13(.):50551687-50704677	0.1888
NM_015057	chr13(.):77613791-77906177	0.1182
NM_003291	chr13(.):103244285-103336523	0.2323
NM_032436	chr13(.):115074964-115097803	0.4736
NM_000820	chr13(.):114518521-114572046	0.899
NM_007368	chr13(.):114742193-114903095	0.7307
NM_014059	chr13(.):42026541-42050013	0.0783
NM_152719	chr13(.):46271445-46293693	1.1411
NR_002605	chr13(.):50651413-50684433	0.2767
NR_002183	chr13(.):50741153-50752751	0.0484
NM_198217	chr13(.):111360082-111378421	0.4967
NM_024537	chr13(.):111288756-111363480	0.1426
NM_198218	chr13(.):111360609-111378421	0.5096
NM_198219	chr13(.):111360624-111378421	0.51
NM_005537	chr13(.):111362358-111378421	0.555
NM_001143945	chr13(.):114518521-114544017	0.1181
NM_001143946	chr13(.):114518521-114541714	0.119
NR_024609	chr13(.):114581609-114631485	0.5792
NM_023011	chr13(.):115042077-115076283	0.8481
NM_003903	chr13(.):114995361-115043150	0.5477
NM_022060	chr14(.):23062146-23086265	0.3102
NM_006246	chr14(.):63836354-64015079	0.0881
NM_015604	chr14(.):73388039-73431357	0.0721
NM_033104	chr14(.):81731908-81869927	0.1315
NM_001012706	chr14(.):50443429-50479238	0.7428
NM_004296	chr14(.):72394785-73038238	0.1073
NM_012074	chr14(.):73131659-73365809	0.0881
NM_001080414	chr14(.):91732666-91889133	0.8124
NM_005606	chr14(.):93165151-93220047	0.0611
NM_003300	chr14(.):103238815-103382837	0.141
NM_001344	chr14(.):23028806-23063143	0.1999
NM_001126105	chr14(.):23237431-23290072	0.1
NM_181305	chr14(.):23294091-23309246	0.2679
NM_005015	chr14(.):23230730-23245998	0.2907
NM_001126106	chr14(.):23237431-23294014	0.105
NM_004995	chr14(.):23300792-23321803	0.0479
NM_014045	chr14(.):23335959-23352291	0.2285
NM_024496	chr14(.):77485885-77500034	1.2578
NM_005065	chr14(.):81934238-82005205	0.4947
NM_005113	chr14(.):93255649-93311304	0.0641
NM_152592	chr14(.):95878830-95947173	0.1947
NR_003002	chr14(.):95994691-96004966	0.2284
NR_001459	chr14(.):95994248-96006209	0.2045
NM_016417	chr14(.):95996322-96016055	0.1366
NM_001311	chr14(.):105948256-105960124	1.0393
NM_001134877	chr14(.):105951519-105970585	0.6545
NM_001134876	chr14(.):105952585-105970585	0.6905
NM_001312	chr14(.):105936130-105951500	0.1609
NM_025268	chr14(.):105987952-106001539	0.3146
NM_001198983	chr14(.):105951191-105970585	0.6443
NM_015492	chr15(.):75489220-75509510	0.987
NM_144508	chr15(.):40881446-40959881	0.1286
NM_001042495	chr15(.):34517196-34635265	0.2684
NM_005135	chr15(.):34517196-34616021	0.088
