GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
NM_001127190	chr15(.):75069424-75100539	1.1921
NM_000761	chr15(.):75036183-75053941	0.0756
NM_000499	chr15(.):75006882-75022877	0.1692
NM_021819	chr15(.):75100193-75123099	0.1413
NM_001030005	chr15(.):75113950-75129136	0.0841
NM_021823	chr15(.):75310926-75348067	1.1356
NM_138967	chr15(.):75282875-75318836	0.8745
NM_004513	chr15(.):81584253-81610104	1.2478
NM_181900	chr15(.):81600006-81621524	0.5189
NM_014300	chr15(.):85207774-85264674	0.156
NM_022767	chr15(.):89159526-89180512	0.7979
NR_029606	chr15(.):89150055-89160165	0.0703
NM_002201	chr15(.):89177038-89203879	0.834
NR_031590	chr15(.):89146337-89156428	0.0534
NM_002168	chr15(.):90622211-90650708	1.4341
NM_198925	chr15(.):90739561-90777892	0.1582
NM_001013657	chr15(.):90772486-90790312	0.1907
NM_020210	chr15(.):90723151-90777892	0.4098
NM_006384	chr15(.):90768476-90782279	0.2299
NR_033769	chr15(.):93333713-93345338	0.0931
NM_003090	chr15(.):101816714-101840460	0.4361
NM_203472	chr15(.):101806213-101822700	0.5918
NM_014918	chr15(.):101710927-101797137	0.4255
NM_001114	chr16(.):50316822-50357043	0.0939
NM_001145771	chr16(.):57657418-57703944	0.2297
NM_005682	chr16(.):57648909-57703944	0.335
NM_013399	chr16(.):4555676-4593816	0.6123
NM_001199054	chr16(.):4555676-4593471	0.6177
NM_000246	chr16(.):10966054-11023840	0.2537
NM_001079512	chr16(.):10855532-10917621	0.1454
NM_015914	chr16(.):11767942-11841648	1.3696
NM_004862	chr16(.):11636577-11685229	0.4018
NM_001136472	chr16(.):11636577-11685806	0.3981
NR_024320	chr16(.):11636577-11686322	0.3946
NM_022166	chr16(.):17191180-17569738	0.2055
NM_013302	chr16(.):22212591-22305066	0.1514
NM_000336	chr16(.):23308590-23397620	0.7115
NM_000078	chr16(.):56990834-57022756	0.2031
NM_001130100	chr16(.):57787128-57841439	0.1809
NM_001130099	chr16(.):57787128-57836929	0.1846
NM_004691	chr16(.):67466916-67520089	0.1691
NM_001191022	chr16(.):67591309-67678088	0.2338
NM_012320	chr16(.):68274246-68299961	1.1577
NM_032821	chr16(.):70836288-71269569	0.1535
NM_018052	chr16(.):70716341-70840061	0.3364
NM_014761	chr16(.):71924445-71967906	0.1893
NM_001030007	chr16(.):71757904-71847976	0.1771
NM_002661	chr16(.):81807929-81996899	0.2264
NM_001127205	chr16(.):4540858-4565348	0.4992
NM_001127204	chr16(.):4521340-4565348	0.3615
NM_001127206	chr16(.):4519718-4565348	0.3504
NM_020677	chr16(.):4506694-4529896	0.1584
NM_001145011	chr16(.):4601490-4655318	0.085
NM_003498	chr16(.):11757288-11778015	1.3215
NM_001130007	chr16(.):11956984-12015519	0.1346
NM_001130006	chr16(.):11956984-12014825	0.1359
NM_001192	chr16(.):12053963-12066925	2.2349
NM_032167	chr16(.):12065601-12152141	0.1722
NM_001039182	chr16(.):29459913-29471285	0.4811
NM_001017389	chr16(.):29462126-29481280	0.4821
NM_003166	chr16(.):29462126-29481301	0.4841
NM_178044	chr16(.):29460821-29474545	0.492
NR_002454	chr16(.):29455665-29466236	0.4002
NR_037608	chr16(.):29461411-29481301	0.4685
NM_001017390	chr16(.):29466206-29481301	0.3667
NM_014298	chr16(.):29685440-29714314	0.1545
NR_024370	chr16(.):29870003-29884374	0.2745
NM_002383	chr16(.):29812854-29827504	0.9742
NR_015396	chr16(.):29870154-29884374	0.2774
NM_145239	chr16(.):29818408-29832202	0.9552
NM_007317	chr16(.):29797057-29821706	0.533
NM_006319	chr16(.):29864677-29879578	0.2723
NM_024516	chr16(.):29822527-29838816	0.713
NM_175900	chr16(.):29748785-29762340	0.7403
NM_152338	chr16(.):29784560-29796840	0.0959
NM_005115	chr16(.):29826714-29864360	0.2783
NM_001039182	chr16(.):30199255-30210627	0.4823
NM_178044	chr16(.):30200163-30213887	0.4859
NM_003166	chr16(.):30201468-30220650	0.4619
NM_001017389	chr16(.):30201468-30220620	0.4603
NM_001193333	chr16(.):30189730-30205396	0.8152
NR_002454	chr16(.):30195004-30205575	1.1206
NR_037608	chr16(.):30200753-30220650	0.4511
NR_002555	chr16(.):30229349-30261932	0.1413
NM_001017390	chr16(.):30205548-30220650	0.354
NM_153337	chr16(.):50695210-50720264	0.6036
NM_182854	chr16(.):50701885-50720264	0.7867
NM_001042412	chr16(.):50771028-50840846	0.1241
NM_001042355	chr16(.):50770960-50840846	0.1241
NM_022162	chr16(.):50726049-50771987	0.2419
NM_022476	chr16(.):53520191-53542170	0.2152
NM_001126108	chr16(.):56894118-56954762	1.0568
NM_001010989	chr16(.):56960747-56982793	1.9455
NR_029680	chr16(.):56887429-56897513	0.7859
NM_032206	chr16(.):57018409-57122436	0.2044
NM_018110	chr16(.):57500869-57525385	0.1362
NM_153837	chr16(.):57571600-57616100	0.3282
NM_033212	chr16(.):57541089-57575477	0.3341
NM_170776	chr16(.):57697156-57728290	0.0887
NM_001145774	chr16(.):57668206-57703944	0.2037
NM_001172643	chr16(.):66536905-66589194	1.2818
NM_001172644	chr16(.):66536905-66589315	1.2794
NM_052999	chr16(.):66595349-66618038	0.0942
NM_181641	chr16(.):66581471-66604971	0.5817
NM_181271	chr16(.):66595293-66618038	0.0943
NM_001040138	chr16(.):66581465-66605154	0.5775
NM_001185057	chr16(.):67202764-67214643	0.5784
NM_003946	chr16(.):67202755-67214643	0.5781
NM_001040715	chr16(.):67204504-67222883	0.4816
NM_001950	chr16(.):67221067-67237821	0.1427
NM_024712	chr16(.):67228027-67242927	0.0572
NM_033309	chr16(.):67177004-67189902	0.1474
NM_025187	chr16(.):67138914-67187442	0.1077
NM_178516	chr16(.):67213281-67229107	0.3435
NM_003789	chr16(.):67183088-67198812	0.707
NM_001538	chr16(.):67192287-67208848	0.8994
NM_001185058	chr16(.):67199404-67214643	0.5238
NM_018378	chr16(.):67188890-67203077	0.8189
NR_029887	chr16(.):67231223-67241298	0.0455
NM_001193524	chr16(.):67566364-67585691	0.9668
NM_001193523	chr16(.):67558539-67585691	0.8835
NM_001193522	chr16(.):67557719-67585691	0.8632
NM_001138	chr16(.):67511473-67522716	0.5383
NM_024519	chr16(.):67557716-67585691	0.8631
NM_024939	chr16(.):68257449-68275136	0.3604
NM_001184824	chr16(.):68339876-68396169	0.2557
NM_003983	chr16(.):68293422-68340722	0.6002
NM_032178	chr16(.):68329517-68349868	0.2109
NM_006927	chr16(.):70408337-70477991	0.6544
NM_145059	chr16(.):70483497-70519177	0.2311
NR_034083	chr16(.):70783962-70812154	0.0917
NR_024612	chr16(.):71874898-71924174	0.5636
NM_001137675	chr16(.):71874898-71896231	0.9394
NM_017530	chr16(.):71888587-71922412	0.2723
NM_001031804	chr16(.):79622744-79639622	0.6242
NM_021962	chr17(.):901758-1088131	0.292
NM_001159746	chr17(.):901758-1095616	0.2844
NM_003342	chr17(.):4167511-4274969	0.1375
NM_003204	chr17(.):46120685-46143907	0.949
NM_138962	chr17(.):55328930-55762299	0.2628
NM_170721	chr17(.):55329373-55715544	0.2812
NM_022066	chr17(.):74380612-74454288	0.1372
NM_020761	chr17(.):78513624-78945173	0.1803
NM_001092	chr17(.):901758-1017324	0.3045
NM_002558	chr17(.):3794884-3824960	1.0747
NM_005022	chr17(.):4843946-4856825	1.3557
NM_153357	chr17(.):6939948-6952242	0.2269
NM_015670	chr17(.):7460318-7480287	0.6851
NR_026951	chr17(.):8118947-8132361	0.869
NM_020877	chr17(.):7618038-7742058	0.1159
NM_201433	chr17(.):9808925-10106868	0.1671
NM_201432	chr17(.):9808925-9945064	0.1865
NM_001130831	chr17(.):9808925-9934623	0.1957
NM_001033553	chr17(.):19985334-20223067	0.1825
NM_001033555	chr17(.):20054401-20223067	0.2193
NM_000267	chr17(.):29416944-29709695	0.1588
NM_002544	chr17(.):29616667-29629380	0.0791
NM_020405	chr17(.):37214555-37312902	0.1081
NM_183232	chr17(.):37916198-38025441	0.6306
NM_012448	chr17(.):40346194-40433424	0.1246
NR_027774	chr17(.):43508265-43573146	0.4897
NM_001114091	chr17(.):45190310-45271665	0.1279
NM_000212	chr17(.):45326207-45395077	0.186
NM_003726	chr17(.):46205801-46512594	0.1153
NM_030802	chr17(.):47782686-47846518	0.5496
NM_017763	chr17(.):56426037-56499931	0.1998
NM_198393	chr17(.):56629038-56774416	0.2504
NM_001433	chr17(.):62115389-62212502	1.0195
NM_002737	chr17(.):64293925-64811862	0.1154
NR_036488	chr17(.):70394462-70593943	0.2646
NM_004252	chr17(.):72739762-72770499	0.6729
NM_052916	chr17(.):74133533-74241390	0.3679
NM_001113492	chr17(.):75278972-75501678	0.3253
NM_006640	chr17(.):75310596-75501678	0.3675
NM_001113491	chr17(.):75272491-75501678	0.3226
NM_001163075	chr17(.):76137433-76167364	1.1236
NM_017456	chr17(.):76665129-76783376	0.945
NM_024648	chr17(.):80342085-80381513	0.2816
NM_004514	chr17(.):80472593-80567483	0.158
NM_172206	chr17(.):3758616-3799037	0.1717
NM_172207	chr17(.):3763450-3801337	0.1842
NM_174957	chr17(.):3822168-3872736	0.2255
NM_000080	chr17(.):4796063-4811369	0.1046
NM_001145536	chr17(.):4797947-4811227	0.1153
NM_001165417	chr17(.):4835425-4848462	0.5143
NM_000173	chr17(.):4830591-4843325	0.1939
NM_015528	chr17(.):4838629-4853517	1.1968
NM_006612	chr17(.):4896242-4936694	0.1464
NM_015099	chr17(.):4866286-4895960	0.361
NM_001171168	chr17(.):4866286-4895665	0.3643
NM_053013	chr17(.):4849383-4865426	0.9252
NM_001167985	chr17(.):4886424-4905905	0.3545
NM_004890	chr17(.):4857520-4876132	0.3654
NM_001004333	chr17(.):6910797-6922851	1.8534
NM_001142799	chr17(.):6913072-6925839	1.9047
NM_201566	chr17(.):6934393-6948440	0.3098
NR_029712	chr17(.):6915933-6926020	2.0354
NM_181844	chr17(.):6921368-6937961	0.3603
NM_000697	chr17(.):6894383-6919055	0.7946
NR_030178	chr17(.):6916229-6926341	1.9054
NM_182906	chr17(.):6972855-6988600	0.0509
NM_003809	chr17(.):7447374-7466207	0.4852
NM_001198623	chr17(.):7456608-7469925	0.5296
NM_001040059	chr17(.):7477805-7490429	0.9296
NM_001146281	chr17(.):7528452-7541700	0.1642
NM_006942	chr17(.):7486497-7498488	0.537
NR_002918	chr17(.):7473030-7483165	1.0082
NM_133491	chr17(.):7524555-7536194	0.18
NR_002604	chr17(.):7475128-7485276	1.1486
NM_001251	chr17(.):7477804-7490429	0.9295
NM_004860	chr17(.):7489547-7523215	0.1147
NR_002912	chr17(.):7476272-7486409	0.9774
NM_001416	chr17(.):7471056-7487324	0.9895
NR_027463	chr17(.):7512381-7541700	0.1819
NR_027462	chr17(.):7526286-7541700	0.157
NR_024603	chr17(.):7481964-7496527	0.7329
NR_003000	chr17(.):7804440-7814578	0.0593
NM_001005273	chr17(.):7787168-7821075	0.1554
NM_001080424	chr17(.):7738234-7763118	1.0088
NM_144607	chr17(.):7756063-7770600	0.4171
NM_032356	chr17(.):7755002-7766172	0.5525
NM_001005271	chr17(.):7783122-7821075	0.1509
NM_203411	chr17(.):7753383-7764417	0.6265
NM_021628	chr17(.):7994217-8026860	0.1859
NM_002616	chr17(.):8038787-8060753	0.705
NM_032580	chr17(.):8018907-8032410	0.4404
NM_001165960	chr17(.):7994217-8027234	0.1909
NM_032354	chr17(.):8071296-8084714	0.532
NM_017622	chr17(.):8086650-8098564	0.9578
NM_014232	chr17(.):8057464-8071293	1.2432
NM_004217	chr17(.):8103048-8118883	0.4405
NR_037447	chr17(.):8085492-8095577	1.0305
NM_025099	chr17(.):8123138-8156413	0.864
NM_012393	chr17(.):8147595-8178809	0.5603
NM_012452	chr17(.):16837397-16880402	1.0409
NR_024007	chr17(.):17674999-17687843	0.1032
NM_004176	chr17(.):17709662-17745325	0.7085
NR_030361	chr17(.):17712149-17722245	0.1263
NM_001102664	chr17(.):19135689-19245028	0.4072
NM_015681	chr17(.):19241482-19271046	0.149
NR_031591	chr17(.):19242818-19252887	0.0869
NR_023380	chr17(.):20219486-20310504	0.1282
NM_006495	chr17(.):29625787-29646130	0.8815
NM_014210	chr17(.):29638427-29653767	1.4581
NM_002981	chr17(.):32682398-32695252	1.4723
NM_005408	chr17(.):32678470-32690629	0.3505
NM_005623	chr17(.):32641065-32653421	0.0991
NM_002983	chr17(.):34410602-34422506	2.8305
NM_002988	chr17(.):34386642-34403841	0.1928
NM_002984	chr17(.):34426219-34438014	1.8121
NM_021006	chr17(.):34517267-34529156	3.8827
NM_001001418	chr17(.):34576084-34597027	0.3446
NM_001001435	chr17(.):34533467-34545274	2.5155
NM_001001437	chr17(.):34517267-34529147	3.8836
NM_001001417	chr17(.):34488060-34508988	0.3716
NM_021006	chr17(.):34618841-34630730	3.4271
NM_001001437	chr17(.):34618841-34630721	3.425
NM_001001435	chr17(.):34635033-34646840	2.4905
NM_001001418	chr17(.):34741118-34813091	0.2138
NM_199247	chr17(.):37328388-37358901	0.4876
NM_000723	chr17(.):37324708-37358901	0.4495
NM_001143968	chr17(.):37308146-37327414	0.2494
NM_000981	chr17(.):37351535-37365980	1.0342
NM_198993	chr17(.):37361788-37387040	0.1782
NM_005310	chr17(.):37889186-37908538	0.2673
NM_001030002	chr17(.):37889589-37908538	0.2711
NM_032339	chr17(.):37880408-37891788	0.2709
NM_021724	chr17(.):38244036-38261973	1.2087
NM_001190919	chr17(.):38213445-38255120	0.3779
NM_001190918	chr17(.):38214067-38255120	0.3835
NM_014815	chr17(.):38170349-38215889	0.0985
NM_007359	chr17(.):38291506-38333431	0.1816
NM_001012241	chr17(.):38273789-38298045	0.4249
NM_001145301	chr17(.):38469472-38518895	0.9822
NM_152219	chr17(.):38511904-38525945	0.125
NM_000964	chr17(.):38460422-38518895	0.9641
NM_001024809	chr17(.):38493270-38518895	0.1114
NM_001254	chr17(.):38439145-38464413	0.2383
NM_004583	chr17(.):40271996-40312022	0.1523
NR_024573	chr17(.):40336104-40351255	0.4182
NM_032484	chr17(.):40336104-40351550	0.4153
NM_012285	chr17(.):40303909-40338296	0.3022
NM_001524	chr17(.):40331077-40342470	0.637
NM_152343	chr17(.):43326759-43344479	0.1088
NM_005892	chr17(.):43294291-43329683	1.187
NR_024434	chr17(.):43320302-43350997	0.2179
NR_024435	chr17(.):43334557-43350997	0.0699
NM_174919	chr17(.):43501717-43515282	0.6734
NM_199282	chr17(.):43466267-43508012	0.2365
NM_001159330	chr17(.):43466267-43488449	0.242
NR_036199	chr17(.):43547728-43557801	0.0393
NM_001002841	chr17(.):45281427-45306045	0.4384
NM_002476	chr17(.):45281713-45306045	0.4267
NR_029687	chr17(.):46109526-46119613	0.1233
NM_016429	chr17(.):46098532-46120152	0.1959
NM_152244	chr17(.):46179919-46205105	0.195
NM_006807	chr17(.):46142413-46183560	0.1713
NM_001127228	chr17(.):46142413-46183883	0.1705
NM_002144	chr17(.):46601806-46613272	0.1489
NM_002145	chr17(.):46615018-46627393	0.1029
NM_005827	chr17(.):47773689-47790282	0.3788
NM_001199155	chr17(.):47860980-47911458	0.1906
NM_032595	chr17(.):48206100-48232877	0.5463
NM_174920	chr17(.):48185034-48212167	0.1544
NM_000023	chr17(.):48238365-48258293	0.5216
NM_000088	chr17(.):48256456-48284000	0.2335
NR_024193	chr17(.):48243788-48254837	0.606
NM_000250	chr17(.):56342216-56363296	0.0955
NM_004758	chr17(.):56373593-56411152	0.6811
NM_003168	chr17(.):56417538-56434563	1.087
NR_029683	chr17(.):56403592-56413679	2.6931
NR_004380	chr17(.):62218437-62228517	0.5063
NR_002995	chr17(.):62218698-62228831	0.5051
NR_036199	chr17(.):62813147-62823220	0.0482
NR_033876	chr17(.):70589179-70641611	0.4118
NM_001163989	chr17(.):72727958-72748474	0.7979
NM_001006638	chr17(.):72728355-72748474	0.8109
NM_139018	chr17(.):72685451-72714108	0.1558
NM_175738	chr17(.):72662255-72748474	0.322
NR_037409	chr17(.):72739751-72749838	0.8696
NM_017728	chr17(.):72767621-72840922	0.0991
NM_015654	chr17(.):72761685-72777470	0.2147
NM_173547	chr17(.):73880040-73898054	0.3139
NM_033452	chr17(.):73865244-73879656	1.5572
NM_012478	chr17(.):73836779-73856501	0.5002
NM_199242	chr17(.):73818307-73845798	0.122
NM_032478	chr17(.):73889723-73906181	0.5385
NM_001454	chr17(.):74127414-74142380	0.7448
NM_024599	chr17(.):74461974-74502509	0.8598
NM_134268	chr17(.):74518439-74538782	0.0998
NM_001166579	chr17(.):74444432-74471199	0.1832
NM_001088	chr17(.):74458629-74471199	0.1842
NM_001005498	chr17(.):74461974-74488991	0.8405
NM_001077620	chr17(.):74531120-74546458	0.0882
NR_033357	chr17(.):74518667-74546458	0.0963
NM_003016	chr17(.):74725198-74738493	0.7948
NR_030366	chr17(.):74727531-74737630	1.0189
NM_024311	chr17(.):74728782-74780338	0.4028
NR_027058	chr17(.):75079724-75096068	1.7449
NR_003013	chr17(.):75080388-75090575	2.0281
NM_001143998	chr17(.):75132004-75218181	0.909
NM_001144001	chr17(.):75176294-75218181	0.6682
NM_001113493	chr17(.):75364271-75501678	0.3252
NM_001113494	chr17(.):75367164-75501678	0.3195
NM_152468	chr17(.):76121858-76144049	1.0222
NM_007267	chr17(.):76103998-76133488	0.6178
NM_001127198	chr17(.):76103998-76129861	0.6747
NM_001145529	chr17(.):76222390-76242068	0.099
NM_001010982	chr17(.):76178436-76208782	0.1093
NM_001012270	chr17(.):76205276-76226716	0.1405
NM_003258	chr17(.):76165159-76188285	0.71
NM_004710	chr17(.):76159670-76174009	1.263
NR_002219	chr17(.):76205320-76225783	0.143
NM_001145526	chr17(.):76178442-76208782	0.1093
NR_027083	chr17(.):76178397-76198641	0.1401
NM_001100407	chr17(.):80395462-80413707	0.8066
NM_001193655	chr17(.):80395462-80412602	0.8548
NM_001038618	chr17(.):80411059-80451143	0.3757
NM_001083608	chr17(.):80411539-80451143	0.3787
NM_173620	chr17(.):80371251-80405516	0.1928
NR_036519	chr17(.):80402590-80413707	1.2606
NM_001142730	chr18(.):24029874-24133500	0.2121
NM_001136205	chr18(.):24029874-24134399	0.2108
NM_198991	chr18(.):24029874-24225308	0.1485
NM_001142397	chr18(.):46060426-46394586	0.1769
NM_000633	chr18(.):60785578-60991613	0.5701
NM_001083625	chr18(.):9131757-9290206	0.3242
NM_015461	chr18(.):22636887-22937214	0.0994
NM_144662	chr18(.):23708815-23778319	0.3569
NM_005640	chr18(.):23801408-23976650	0.1034
NM_001130110	chr18(.):42255137-42462379	0.4832
NM_015559	chr18(.):42255862-42653475	0.3435
NM_001080467	chr18(.):47344155-47726451	0.1698
NM_006785	chr18(.):56333617-56422370	0.1252
NM_052947	chr18(.):56143481-56301189	0.2744
NM_021074	chr18(.):9097627-9139343	1.5841
NR_036203	chr18(.):42545046-42555131	0.121
NM_005904	chr18(.):46441222-46482081	1.159
NM_001190823	chr18(.):46441222-46474177	1.1707
NM_001190822	chr18(.):46441222-46480703	1.1906
NR_036204	chr18(.):47647868-47657933	0.1625
NM_001039846	chr19(.):2091867-2104583	1.2416
NM_019112	chr19(.):1035101-1070570	0.6232
NM_003331	chr19(.):10456203-10496248	0.1102
NM_001164605	chr19(.):35640844-35665788	0.2699
NM_018028	chr19(.):39828107-39880537	0.1252
NM_014164	chr19(.):35640624-35665788	0.2689
NR_028406	chr19(.):35640671-35665788	0.2691
NM_020695	chr19(.):1810244-1853452	0.3206
NM_052847	chr19(.):2506217-2707746	0.6546
NM_000064	chr19(.):6672845-6725662	0.1761
NM_001079817	chr19(.):7107265-7299011	0.2255
NM_005428	chr19(.):6767721-6862371	0.4239
NM_015318	chr19(.):7454998-7542371	0.1088
NM_024038	chr19(.):12836453-12850529	0.6158
NM_002501	chr19(.):13101583-13214610	0.1527
NM_014975	chr19(.):12944258-12990766	0.0895
NM_032855	chr19(.):16239837-16274377	1.43
NM_021235	chr19(.):16467407-16587762	0.5495
NM_006387	chr19(.):16623699-16658263	0.1687
NM_001492	chr19(.):18974360-19011953	0.0693
NM_001001563	chr19(.):39966051-39986528	0.1972
NM_007040	chr19(.):41765119-41818811	0.8508
NM_144732	chr19(.):41763390-41818811	0.8277
NM_001031749	chr19(.):44295078-44311613	0.0642
NM_006801	chr19(.):48880826-48899810	1.3061
NM_020309	chr19(.):49927654-49949808	0.1156
NM_139176	chr19(.):55429876-55463873	0.2602
NM_134444	chr19(.):56342943-56398220	0.2945
NM_001085488	chr19(.):55819226-55841708	0.333
NM_024100	chr19(.):979327-999569	0.4906
NM_004368	chr19(.):1021297-1044064	0.9542
NM_033420	chr19(.):1004649-1026141	0.6842
NM_138690	chr19(.):995436-1014723	0.2034
NM_012292	chr19(.):1062173-1091627	0.524
NM_001280	chr19(.):1264266-1278171	1.5277
NM_017914	chr19(.):1270519-1284243	1.0112
NM_177401	chr19(.):1243551-1264142	1.0319
NM_001001975	chr19(.):1236748-1249824	0.8438
NM_001405	chr19(.):1281167-1304944	0.0948
NM_152769	chr19(.):1224946-1242990	0.2819
NR_027271	chr19(.):1262469-1275259	0.7998
NR_023313	chr19(.):1264266-1279809	1.38
NM_001136139	chr19(.):1604291-1655286	0.4316
NM_003200	chr19(.):1604291-1657326	0.426
NM_006830	chr19(.):1592153-1610483	0.5246
NM_138813	chr19(.):1777073-1817270	0.112
NM_001178002	chr19(.):1777073-1817199	0.112
NR_031730	chr19(.):1811157-1821237	0.1612
NR_034114	chr19(.):1817087-1829542	0.0869
NM_031918	chr19(.):1847397-1868564	1.2899
NM_138422	chr19(.):1900416-1918446	0.3845
NM_001130111	chr19(.):1871974-1890518	0.4635
NM_079834	chr19(.):1900372-1931012	0.3603
NM_017572	chr19(.):2032469-2056243	0.7956
NM_017797	chr19(.):1980446-2020702	0.1029
NM_130807	chr19(.):2066034-2101269	2.1741
NM_004152	chr19(.):2264519-2278487	0.8351
NM_018049	chr19(.):2228154-2241328	0.8993
NM_000479	chr19(.):2244112-2257072	0.916
NM_198532	chr19(.):2269630-2287181	0.4991
NR_031596	chr19(.):2229060-2239148	1.0769
NM_007165	chr19(.):2231815-2253678	0.6061
NM_144616	chr19(.):2247249-2261422	1.8134
NM_001101391	chr19(.):2284773-2313156	0.2759
NR_036207	chr19(.):2245637-2255717	0.2932
NM_032737	chr19(.):2423163-2461958	0.5777
NM_012458	chr19(.):2420621-2432875	0.8129
NM_015675	chr19(.):2471122-2483257	1.0952
NM_004240	chr19(.):6734706-6756529	0.6336
NM_020171	chr19(.):6724924-6742304	0.8279
NM_001080452	chr19(.):6724924-6742633	0.8162
NM_005490	chr19(.):6747172-6772523	0.3642
NM_001379	chr19(.):10239021-10310755	0.1944
NM_004230	chr19(.):10327108-10346948	1.1719
NR_036206	chr19(.):10336088-10346161	0.804
NM_001544	chr19(.):10392649-10404198	0.203
NM_015956	chr19(.):10357639-10375721	0.2964
NM_000201	chr19(.):10376516-10402291	0.2379
NM_007065	chr19(.):10496808-10519271	0.2362
NM_001111307	chr19(.):10526332-10585307	0.3871
NM_001111309	chr19(.):10538110-10585307	0.1427
NM_001111308	chr19(.):10536520-10585307	0.1583
NR_031592	chr19(.):10509133-10519214	0.4325
NM_006202	chr19(.):10558632-10585307	0.0764
NM_001195800	chr19(.):11195037-11249505	0.4663
NM_001080997	chr19(.):12931296-12946207	0.0838
NM_013312	chr19(.):12868816-12891434	0.2689
NM_004317	chr19(.):12843305-12864137	0.4318
NM_181738	chr19(.):12906426-12917694	0.3589
NM_017682	chr19(.):12858406-12874271	0.08
NM_002229	chr19(.):12897309-12909125	1.3861
NM_031429	chr19(.):12931295-12951230	0.0939
NM_006397	chr19(.):12912427-12929462	0.1992
NM_005809	chr19(.):12902633-12917694	0.7842
NM_052850	chr19(.):13059971-13073050	0.3166
NM_001105578	chr19(.):13004893-13035086	0.3691
NM_000159	chr19(.):12996973-13015783	0.4135
NM_004461	chr19(.):13028283-13049558	0.5562
NM_005053	chr19(.):13051653-13069455	0.5273
NM_006563	chr19(.):12990236-13003017	0.8654
NM_152654	chr19(.):13075431-13090567	0.2184
NM_004343	chr19(.):13044413-13060304	0.9596
NM_023072	chr19(.):13901273-13948044	0.206
NR_029613	chr19(.):13980512-13990622	0.1193
NR_036515	chr19(.):13940329-13952103	0.9694
NM_001098622	chr19(.):13982949-13996571	0.5417
NR_030179	chr19(.):13980688-13990825	0.1302
NR_029497	chr19(.):13942100-13952173	1.1424
NR_029495	chr19(.):13942400-13952473	1.2117
NR_029501	chr19(.):13942253-13952331	1.1773
NM_005370	chr19(.):16217489-16249445	0.9821
NM_001145160	chr19(.):16173316-16218813	0.6558
NR_024335	chr19(.):16139522-16157918	0.0939
NR_024336	chr19(.):16140288-16157918	0.0949
NM_003290	chr19(.):16182134-16218813	0.6322
NM_032493	chr19(.):16303664-16351156	0.0795
NM_054113	chr19(.):16267178-16289286	0.5371
NM_014077	chr19(.):16291234-16307857	0.2026
NM_016270	chr19(.):16430650-16443339	1.5707
NM_032207	chr19(.):16602204-16637163	0.0894
NM_145046	chr19(.):16584874-16612003	0.1017
NM_024881	chr19(.):16655647-16688193	0.1784
NM_004831	chr19(.):16680717-16744015	1.2589
NM_001145724	chr19(.):19035009-19054858	0.2904
NM_001145722	chr19(.):19035009-19056113	0.3528
NM_001145721	chr19(.):19035009-19056161	0.3551
NR_027297	chr19(.):19035009-19055444	0.314
NM_007263	chr19(.):19005322-19035199	0.2084
NM_004838	chr19(.):19035009-19057041	0.3827
NM_019070	chr19(.):19025483-19044442	0.3051
NM_015925	chr19(.):35734558-35763867	0.4991
NM_152481	chr19(.):35710703-35724628	0.0905
NM_003407	chr19(.):39892486-39905045	3.1475
NM_003169	chr19(.):39931287-39972308	0.3217
NM_001130825	chr19(.):39931185-39972308	0.3243
NM_019088	chr19(.):39871269-39886679	0.5676
NM_017592	chr19(.):39876962-39896203	2.0226
NM_001020	chr19(.):39918846-39931618	0.9691
NM_022835	chr19(.):39898749-39924055	0.6763
NM_203486	chr19(.):39984556-40004121	0.0861
NM_052848	chr19(.):41811093-41835788	0.7568
NM_000660	chr19(.):41831811-41864831	0.38
NM_001098506	chr19(.):42077530-42098197	0.1081
NM_019612	chr19(.):44215213-44229169	0.0756
NM_019108	chr19(.):44230300-44264142	0.3461
NM_002250	chr19(.):44265684-44290409	0.847
NM_001039213	chr19(.):45197420-45218986	0.2613
NM_012116	chr19(.):45276125-45308903	0.1102
NM_005178	chr19(.):45246977-45268301	0.7535
NM_178511	chr19(.):47773141-47783980	0.8213
NM_001127240	chr19(.):47719080-47741023	1.0792
NM_014417	chr19(.):47719078-47739451	1.1468
NM_015603	chr19(.):47754730-47780210	0.8042
NR_036159	chr19(.):47725200-47735276	2.1255
NR_036158	chr19(.):47725198-47735278	2.1248
NM_144577	chr19(.):48794708-48828332	0.3397
NM_018273	chr19(.):48830615-48872186	0.5789
NM_012451	chr19(.):48862650-48884634	0.8915
NM_001425	chr19(.):48823628-48838810	1.444
NM_153608	chr19(.):48769653-48795863	0.0711
NM_031485	chr19(.):48944029-48962164	0.3374
NM_000836	chr19(.):48893131-48953188	0.3929
NR_000021	chr19(.):49988222-49998304	0.5851
NM_001015	chr19(.):49994633-50007944	0.8659
NR_000018	chr19(.):49989431-49999517	0.8127
NM_153329	chr19(.):49951472-49979305	0.5504
NM_001459	chr19(.):49972485-49994488	0.3953
NM_020650	chr19(.):50025874-50051890	0.0987
NM_001136019	chr19(.):50010535-50034685	0.085
NR_001285	chr19(.):49995975-50006062	1.0946
NR_000020	chr19(.):49988873-49998956	0.6109
NR_000019	chr19(.):49989163-49999229	0.7046
NM_017916	chr19(.):49944549-49960115	0.6781
