GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NR_036206	chr19(.):10336088-10346161	0.5545
NM_001544	chr19(.):10392649-10404198	0.168
NM_015956	chr19(.):10357639-10375721	0.2123
NM_000201	chr19(.):10376516-10402291	0.1752
NM_023072	chr19(.):13901273-13948044	0.1395
NR_029613	chr19(.):13980512-13990622	0.1004
NR_036515	chr19(.):13940329-13952103	0.8287
NM_001098622	chr19(.):13982949-13996571	0.3107
NR_030179	chr19(.):13980688-13990825	0.1011
NR_029497	chr19(.):13942100-13952173	0.9677
NR_029495	chr19(.):13942400-13952473	1.0158
NR_029501	chr19(.):13942253-13952331	0.9927
NM_005370	chr19(.):16217489-16249445	0.8889
NM_001145160	chr19(.):16173316-16218813	0.5584
NR_024335	chr19(.):16139522-16157918	0.1084
NR_024336	chr19(.):16140288-16157918	0.1113
NM_003290	chr19(.):16182134-16218813	0.5706
NM_032493	chr19(.):16303664-16351156	0.0933
NM_054113	chr19(.):16267178-16289286	0.3353
NM_014077	chr19(.):16291234-16307857	0.2174
NM_032207	chr19(.):16602204-16637163	0.0931
NM_145046	chr19(.):16584874-16612003	0.1099
NM_024881	chr19(.):16655647-16688193	0.1446
NM_004831	chr19(.):16680717-16744015	0.9791
NM_001145724	chr19(.):19035009-19054858	0.3042
NM_001145722	chr19(.):19035009-19056113	0.335
NM_001145721	chr19(.):19035009-19056161	0.3349
NR_027297	chr19(.):19035009-19055444	0.3171
NM_007263	chr19(.):19005322-19035199	0.2634
NM_004838	chr19(.):19035009-19057041	0.3459
NM_019070	chr19(.):19025483-19044442	0.3825
NM_003367	chr19(.):35754895-35775718	0.2246
NM_015925	chr19(.):35734558-35763867	0.777
NM_152481	chr19(.):35710703-35724628	0.1025
NM_021175	chr19(.):35768409-35781045	0.0744
NM_001199216	chr19(.):35777988-35809709	0.0822
NM_006149	chr19(.):39287310-39308740	0.0708
NM_012237	chr19(.):39364194-39395463	0.2445
NM_001005335	chr19(.):39322027-39347979	0.7852
NM_001001716	chr19(.):39385614-39404534	0.2123
NM_001533	chr19(.):39322027-39345617	0.8178
NM_001193286	chr19(.):39364194-39395502	0.2443
NR_034146	chr19(.):39364194-39389795	0.1774
NM_001195833	chr19(.):39353471-39373919	0.2286
NM_003407	chr19(.):39892486-39905045	3.7882
NM_003169	chr19(.):39931287-39972308	0.2437
NM_001130825	chr19(.):39931185-39972308	0.2459
NM_019088	chr19(.):39871269-39886679	0.4456
NM_017592	chr19(.):39876962-39896203	2.4312
NM_001020	chr19(.):39918846-39931618	0.7161
NM_022835	chr19(.):39898749-39924055	0.6306
NM_001699	chr19(.):41720107-41772671	0.5952
NM_052848	chr19(.):41811093-41835788	0.6645
NM_000660	chr19(.):41831811-41864831	0.3712
NM_001098506	chr19(.):42077530-42098197	0.0913
NM_033258	chr19(.):47132332-47142939	0.1509
NM_005184	chr19(.):47099511-47119039	1.2599
NM_000960	chr19(.):47118724-47133354	0.1078
NM_178511	chr19(.):47773141-47783980	0.6667
NM_001127240	chr19(.):47719080-47741023	0.7668
NM_014417	chr19(.):47719078-47739451	0.8193
NM_015603	chr19(.):47754730-47780210	0.5991
NR_036159	chr19(.):47725200-47735276	1.4828
NR_036158	chr19(.):47725198-47735278	1.4824
NM_018273	chr19(.):48830615-48872186	0.4316
NM_012451	chr19(.):48862650-48884634	0.977
NM_031485	chr19(.):48944029-48962164	0.2525
NM_000836	chr19(.):48893131-48953188	0.3296
NM_001098632	chr19(.):50367296-50385644	1.1629
NM_032375	chr19(.):50367296-50385578	1.1668
NM_001098633	chr19(.):50367296-50385612	1.1648
NM_017432	chr19(.):50349415-50368999	0.2903
NM_001168222	chr19(.):50375681-50397007	0.8293
NM_007254	chr19(.):50359459-50375822	0.3213
NM_152899	chr19(.):50387913-50405147	0.2897
NM_012068	chr19(.):50426958-50442193	0.5353
NM_032836	chr19(.):56097736-56115893	0.57
NM_007279	chr19(.):56160415-56191082	0.5837
NM_207115	chr19(.):56147391-56159836	0.3763
NM_153219	chr19(.):56106729-56119504	0.9399
NM_203374	chr19(.):56127106-56140941	0.1498
NM_016535	chr19(.):56149985-56161989	0.4054
NM_013301	chr19(.):56153953-56169526	0.999
NM_001163423	chr19(.):56148462-56159836	0.4034
NM_016202	chr19(.):56148417-56159836	0.4018
NM_001130072	chr19(.):56181560-56212133	0.1848
NM_001130071	chr19(.):56182990-56212133	0.191
NM_001195605	chr19(.):56119958-56134907	0.0556
NM_145007	chr19(.):56291762-56353128	0.4427
NM_080836	chr20(.):2077527-2134198	0.4426
NM_183404	chr20(.):35626976-35729410	0.2477
NM_007050	chr20(.):40696391-41823557	0.1169
NM_002895	chr20(.):35621177-35729410	0.2382
NM_052865	chr20(.):17944761-17976762	0.6746
NM_001042472	chr20(.):25275849-25376477	0.7754
NM_015600	chr20(.):25270378-25376477	0.7921
NM_001191	chr20(.):30247260-30315656	1.1659
NM_015568	chr20(.):37429347-37556667	0.6902
NM_032883	chr20(.):42539781-42703254	0.6513
NM_002466	chr20(.):42290708-42350122	0.4785
NM_001098798	chr20(.):42569535-42703254	0.7339
NM_001098797	chr20(.):42538491-42703254	0.6487
NM_000022	chr20(.):43243162-43285376	0.6167
NM_022104	chr20(.):44558316-44581662	0.3626
NM_183048	chr20(.):45833380-45990474	0.2154
NM_001193339	chr20(.):45181461-45285100	0.183
NM_001011554	chr20(.):45181461-45318124	0.1791
NM_001161841	chr20(.):46281149-46420360	0.2685
NM_018837	chr20(.):46281149-46419808	0.2692
NM_001136021	chr20(.):50002764-50184168	0.1881
NM_012340	chr20(.):50002764-50164258	0.2038
NR_036162	chr20(.):50064441-50074514	0.0743
NM_183425	chr20(.):55961462-55989386	0.9612
NM_080618	chr20(.):56067223-56105154	0.1736
NM_002531	chr20(.):61335188-61399123	0.1186
NR_003045	chr20(.):17938352-17948589	0.2503
NM_152227	chr20(.):17917243-17954490	0.6364
NM_014426	chr20(.):17917243-17954154	0.642
NM_013248	chr20(.):23326372-23340408	0.8249
NM_022482	chr20(.):23340020-23358683	0.39
NM_002862	chr20(.):25223705-25283648	0.8857
NM_032609	chr20(.):30220690-30237800	0.0986
NM_012112	chr20(.):30321903-30394603	0.089
NM_176812	chr20(.):32394109-32447173	0.932
NM_030919	chr20(.):37549954-37586703	0.1104
NM_001008901	chr20(.):42349800-42360642	0.1611
NR_034104	chr20(.):43280091-43305380	0.2069
NM_001134771	chr20(.):44645328-44693789	0.0749
NM_022095	chr20(.):44572291-44605833	0.8225
NM_004994	chr20(.):44632546-44650200	0.1193
NM_080721	chr20(.):45164584-45184213	0.7702
NM_018102	chr20(.):45124706-45147194	0.071
NR_024594	chr20(.):45942245-45954498	0.0778
NM_000782	chr20(.):52764987-52795516	0.097
NM_002623	chr20(.):52819501-52841492	0.9062
NM_001015885	chr20(.):55921617-55958519	0.1825
NM_003610	chr20(.):55921144-55958519	0.1813
NM_001190472	chr20(.):55928495-55939878	0.0847
NM_001160419	chr20(.):56182946-56200632	1.1989
NM_001160418	chr20(.):56173901-56200632	0.8275
NM_175573	chr20(.):60873026-60888918	0.5085
NM_005560	chr20(.):60879120-60947368	0.6509
NM_001024	chr20(.):60957120-60968576	0.7312
NR_024470	chr20(.):61289378-61302973	0.1768
NM_016354	chr20(.):61268796-61308647	0.947
NM_001389	chr21(.):41379342-42224039	0.1338
NM_001033515	chr21(.):9902193-9973585	0.4388
NM_001146078	chr21(.):37827919-37919898	0.4217
NM_001146077	chr21(.):37827919-37953867	0.3482
NM_006198	chr21(.):41234346-41306322	0.3936
NM_016818	chr21(.):43634266-43722354	0.5803
NM_173568	chr21(.):43486425-43568105	0.4238
NM_207174	chr21(.):43635007-43722354	0.584
NM_207629	chr21(.):43631186-43722354	0.5672
NM_207627	chr21(.):43614798-43722354	0.5137
NM_207628	chr21(.):43614921-43722354	0.5142
NM_001199527	chr21(.):43478067-43568105	0.7966
NM_003683	chr21(.):45204417-45228983	0.2821
NM_001100421	chr21(.):19156283-19196703	0.5845
NM_000629	chr21(.):34692213-34737128	0.5199
NM_005534	chr21(.):34770201-34814828	0.3187
NM_001040192	chr21(.):34855237-34869023	0.288
NM_017833	chr21(.):34855237-34868790	0.2885
NM_138927	chr21(.):34910349-34954812	0.4869
NM_000819	chr21(.):34871237-34919464	0.4502
NM_175085	chr21(.):34891315-34919464	0.7
NM_001136005	chr21(.):34871237-34920195	0.4459
NM_001136006	chr21(.):34871237-34920198	0.4459
NM_032195	chr21(.):34910349-34937973	0.719
NM_017613	chr21(.):34945210-34966014	0.4962
NM_020727	chr21(.):43401939-43435496	0.4764
NR_027273	chr21(.):43437112-43450060	0.1772
NR_027243	chr21(.):43517243-43533644	0.5373
NM_000394	chr21(.):44584140-44597913	1.7309
NM_000100	chr21(.):45188830-45201259	0.908
NR_026961	chr21(.):45220638-45237448	0.147
NM_005049	chr21(.):45522207-45556063	0.2618
NM_198155	chr21(.):45548493-45570605	1.4185
NM_000383	chr21(.):45700762-45723102	0.4831
NM_175867	chr21(.):45661222-45687099	0.8739
NM_015259	chr21(.):45641721-45665834	0.9882
NM_000658	chr21(.):45705273-45723110	0.5705
NM_003325	chr22(.):19313223-19424219	0.1869
NM_004327	chr22(.):23517551-23665224	0.189
NM_014433	chr22(.):23396592-23489241	0.355
NM_001887	chr22(.):26990361-27018991	1.016
NM_007194	chr22(.):29078730-29142822	0.1019
NM_001002880	chr22(.):39047657-39074855	0.5775
NM_001003406	chr22(.):39961757-40090740	0.1046
NM_001164106	chr22(.):50580483-50605116	0.0839
NM_138433	chr22(.):50981461-50994452	0.138
NM_001178010	chr22(.):19462413-19513135	0.4135
NM_003776	chr22(.):19415035-19428596	0.7815
NM_001166242	chr22(.):19423409-19440755	0.2844
NM_003277	chr22(.):19505546-19517860	0.0651
NM_005659	chr22(.):19432463-19471738	0.6135
NM_003504	chr22(.):19462415-19513135	0.4136
NR_030755	chr22(.):23160269-23170365	0.6358
NM_001178126	chr22(.):23224959-23243013	5.5531
NM_004914	chr22(.):23482512-23511531	0.5954
NM_001024938	chr22(.):24194058-24232725	0.1431
NM_002415	chr22(.):24231564-24242409	0.5798
NM_001024939	chr22(.):24195040-24232725	0.1429
NM_001007468	chr22(.):24124149-24181705	0.3537
NM_001002862	chr22(.):24171689-24186199	1.3097
NM_000675	chr22(.):24818529-24843325	0.8969
NR_028484	chr22(.):24820177-24895783	0.3604
NM_001008566	chr22(.):26916713-26966370	0.147
NM_003595	chr22(.):26916713-26991089	0.3376
NR_031615	chr22(.):26946177-26956289	0.2613
NR_003491	chr22(.):27048445-27077440	0.5193
NM_001886	chr22(.):27012927-27031636	0.4392
NM_172002	chr22(.):29133042-29158496	0.2398
NM_173510	chr22(.):29163661-29190283	0.61
NM_001079539	chr22(.):29185547-29201560	2.9792
NM_012265	chr22(.):29650843-29668914	1.3679
NM_006478	chr22(.):29697996-29713774	0.1702
NM_001163285	chr22(.):29658997-29701515	0.6291
NM_001163287	chr22(.):29658997-29691672	0.7931
NM_006477	chr22(.):29703921-29716748	0.0978
NM_031910	chr22(.):37571205-37589330	0.1325
NM_001051	chr22(.):37597244-37613353	0.3264
NM_002872	chr22(.):37616309-37645305	0.7246
NR_002821	chr22(.):38735669-38799931	0.3694
NM_016657	chr22(.):38859082-38882637	0.1026
NM_004981	chr22(.):38817332-38845033	0.0965
NM_001098505	chr22(.):38874442-38889535	0.1006
NM_001098504	chr22(.):38874442-38907345	0.8111
NM_152868	chr22(.):38817332-38856203	0.101
NM_001013647	chr22(.):38969124-39057634	0.2442
NM_004286	chr22(.):39096806-39134592	0.6528
NM_005740	chr22(.):39169512-39195161	0.1213
NM_020243	chr22(.):39072953-39085766	0.1592
NM_014876	chr22(.):39076547-39101459	0.9623
NM_015374	chr22(.):39125734-39156947	0.6039
NM_001006666	chr22(.):39431672-39445428	0.3953
NM_004900	chr22(.):39373404-39393783	0.8473
NM_001193289	chr22(.):39348526-39393783	0.7335
NM_152426	chr22(.):39412117-39434256	0.3439
NM_014508	chr22(.):39405264-39419825	0.622
NM_021822	chr22(.):39468009-39488748	0.6547
NM_181773	chr22(.):39488228-39505072	0.2513
NR_000028	chr22(.):39704823-39714916	0.3314
NR_000027	chr22(.):39706217-39716312	0.9646
NR_000026	chr22(.):39707846-39717901	1.0202
NM_002608	chr22(.):39614684-39645957	0.3657
NM_033016	chr22(.):39614684-39641914	0.3929
NM_006116	chr22(.):39790758-39832887	0.3101
NM_153497	chr22(.):39790758-39838132	0.3927
NM_194326	chr22(.):39920097-39933860	0.5335
NM_002409	chr22(.):39848324-39893199	0.2466
NM_019008	chr22(.):39893283-39919137	0.7049
NM_182810	chr22(.):39911568-39923691	1.218
NM_001098270	chr22(.):39878228-39893199	0.118
NM_031454	chr22(.):50634407-50661045	0.1411
NM_001160300	chr22(.):50604159-50623724	0.0824
NM_025204	chr22(.):50619359-50643027	0.7243
NM_020461	chr22(.):50651117-50688400	0.1745
NM_032019	chr22(.):50678612-50694834	0.3918
NM_001169111	chr22(.):50956996-50969033	0.908
NM_024866	chr22(.):50915011-50929866	0.199
NM_002972	chr22(.):50878430-50918464	0.2835
NM_001185011	chr22(.):50941644-50968209	0.6826
NM_001113756	chr22(.):50959181-50973258	0.9529
NM_001113755	chr22(.):50959181-50973514	0.9379
NM_001169109	chr22(.):50956996-50969868	0.9986
NM_001169110	chr22(.):50956996-50969574	0.9696
NM_001014440	chr22(.):50963837-50976008	0.9773
NM_005138	chr22(.):50956996-50969034	0.9082
NM_017584	chr22(.):50920212-50933750	0.1599
NM_033200	chr22(.):50936375-50951135	0.5584
NM_001145134	chr22(.):51002289-51022096	0.3453
NR_021492	chr22(.):51016454-51027355	0.5689
NM_004377	chr22(.):51002289-51021894	0.3351
NM_001123225	chr22(.):50984540-51006328	0.0858
NM_001145137	chr22(.):51002289-51021506	0.3187
NM_005198	chr22(.):51012386-51026428	0.4558
