GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
NR_000019	chr19(.):49989163-49999229	0.113
NM_017916	chr19(.):49944549-49960115	0.2514
NR_026712	chr19(.):49985864-50000096	0.1041
NM_004107	chr19(.):50011435-50034685	1.2382
NR_029703	chr19(.):49999041-50009125	0.1831
NM_000951	chr19(.):50079586-50099265	0.1202
NR_027257	chr19(.):50548936-50575052	0.37
NR_024227	chr19(.):50590745-50600866	1.3734
NR_024227	chr19(.):50596082-50606203	2.1952
NR_024225	chr19(.):50626658-50636779	1.8316
NR_024225	chr19(.):50615976-50626097	2.1046
NR_024242	chr19(.):50621330-50631451	2.0196
NR_024228	chr19(.):50610624-50620745	2.0897
NR_024228	chr19(.):50605270-50615391	2.0864
NR_024228	chr19(.):50602211-50612332	2.2725
NR_024215	chr19(.):50599147-50609268	2.3304
NR_024243	chr19(.):50638458-50648577	1.4874
NR_024230	chr19(.):50637374-50647494	1.8225
NM_152358	chr19(.):50650804-50671538	0.4186
NR_024231	chr19(.):50632001-50642121	2.331
NM_206538	chr19(.):50974735-50991608	0.177
NM_002691	chr19(.):50882592-50926271	0.1075
NM_004533	chr19(.):50931159-50974583	1.1813
NM_138411	chr19(.):50965044-50985003	0.8423
NM_003121	chr19(.):50917194-50937250	0.5879
NM_001024656	chr19(.):51009856-51022947	0.327
NM_001080457	chr19(.):51015149-51076302	0.9778
NM_001114598	chr19(.):51009856-51022142	0.3205
NM_138334	chr19(.):51004258-51019345	0.2165
NR_004384	chr19(.):51103219-51113342	0.3755
NM_024318	chr19(.):54735468-54751724	0.5184
NM_001081442	chr19(.):54749269-54766167	1.2154
NM_005874	chr19(.):54772674-54790033	1.0358
NM_001081450	chr19(.):54715146-54731959	0.4934
NM_006865	chr19(.):54794854-54809265	0.784
NM_021250	chr19(.):54813352-54829409	0.6934
NM_181879	chr19(.):54817552-54829368	0.7621
NM_001172654	chr19(.):54794854-54809221	0.7854
NM_002288	chr19(.):55009012-55026897	0.8683
NM_198988	chr19(.):54967978-54979894	0.1916
NM_145057	chr19(.):54971209-54989422	0.7646
NM_052925	chr19(.):54955064-54978196	0.0988
NM_000363	chr19(.):55658135-55674100	0.8927
NM_178837	chr19(.):55665030-55683018	0.8565
NM_001126132	chr19(.):55639160-55665606	1.2655
NM_133180	chr19(.):55582220-55604291	0.4164
NM_003180	chr19(.):55679468-55696720	1.3585
NM_017729	chr19(.):55586759-55604291	0.4884
NM_017607	chr19(.):55597280-55633927	0.2507
NM_173804	chr19(.):55733001-55745632	0.0674
NM_001145176	chr19(.):55935104-55959230	1.0699
NM_001101401	chr19(.):56036099-56053435	0.9701
NM_152600	chr19(.):56083890-56097211	0.7279
NM_001144950	chr19(.):55994869-56035466	1.4419
NM_020378	chr19(.):55991556-56003935	1.3387
NM_033113	chr19(.):55982698-56000854	0.6233
NM_001195267	chr19(.):55994869-56020691	1.552
NM_032836	chr19(.):56097736-56115893	0.2638
NM_153219	chr19(.):56106729-56119504	0.0914
NM_001195605	chr19(.):56119958-56134907	0.0387
NM_033118	chr20(.):30402177-30427500	0.3166
NM_014835	chr20(.):60808579-60876269	0.1261
NM_080618	chr20(.):56067223-56105154	0.1796
NM_024663	chr20(.):57262861-57295900	0.1803
NR_034147	chr20(.):57085434-57199948	0.7907
NR_002785	chr20(.):57388972-57430958	0.596
NM_001794	chr20(.):59822558-60517299	0.7484
NR_003244	chr20(.):61727643-61740737	0.9238
NM_002531	chr20(.):61335188-61399123	1.7666
NM_001958	chr20(.):62114365-62135505	1.359
NM_025224	chr20(.):62370877-62441856	0.9632
NM_001012644	chr20(.):30443869-30462801	1.5564
NM_177991	chr20(.):30443869-30463011	1.5423
NM_004118	chr20(.):30427102-30438420	1.621
NM_080611	chr20(.):30443869-30463479	1.5187
NM_001008409	chr20(.):30453504-30535858	0.4904
NR_034124	chr20(.):48904256-48936456	1.1294
NM_002591	chr20(.):56131136-56146513	1.4685
NM_001160419	chr20(.):56182946-56200632	0.1802
NM_178456	chr20(.):56720982-56741183	0.7746
NM_003763	chr20(.):57221327-57259582	0.1123
NR_030580	chr20(.):57388280-57398368	0.7105
NR_029844	chr20(.):57387669-57397749	0.7362
NM_001077490	chr20(.):57423035-57491250	0.2061
NM_016592	chr20(.):57409794-57491250	0.2597
NR_031658	chr20(.):60523601-60533718	0.6793
NM_015666	chr20(.):60753080-60782810	0.0588
NM_007232	chr20(.):60785016-60800323	1.9531
NM_005560	chr20(.):60879120-60947368	0.0919
NM_001024	chr20(.):60957120-60968576	0.0687
NM_031215	chr20(.):60958685-60987339	0.2624
NM_080473	chr20(.):61033552-61056026	2.1289
NM_080833	chr20(.):60980292-61007629	1.9147
NM_178463	chr20(.):61142659-61172971	2.3376
NR_029780	chr20(.):61146512-61156583	2.5843
NR_033263	chr20(.):61136437-61153768	1.7753
NR_029676	chr20(.):61157118-61167220	2.5117
NR_024470	chr20(.):61289378-61302973	0.0824
NM_016354	chr20(.):61268796-61308647	0.1978
NM_001853	chr20(.):61443413-61477511	1.1647
NM_007346	chr20(.):61431176-61450352	0.6155
NM_018270	chr20(.):61422804-61436945	0.2676
NM_001193370	chr20(.):61513566-61562903	0.0692
NM_080797	chr20(.):61513566-61574304	0.0704
NM_022082	chr20(.):61578998-61604949	1.17
NM_017896	chr20(.):61564440-61584827	0.0905
NM_080606	chr20(.):61632330-61643387	1.5456
NR_003245	chr20(.):61721844-61738671	1.2278
NR_028295	chr20(.):61660568-61673380	1.485
NR_033369	chr20(.):61664362-61690215	1.5098
NR_033370	chr20(.):61635734-61721423	1.3901
NR_029670	chr20(.):61804851-61814938	1.4544
NM_017798	chr20(.):61821781-61852538	0.1945
NM_139317	chr20(.):61862275-61876854	2.1992
NM_000744	chr20(.):61969664-61997695	1.3874
NR_024389	chr20(.):61880329-61897967	2.2093
NM_018209	chr20(.):61899164-61926142	0.4616
NR_036220	chr20(.):61913159-61923218	0.1989
NM_020882	chr20(.):61919537-61967285	1.4519
NM_152864	chr20(.):61867135-61890892	2.2327
NR_036163	chr20(.):61865130-61875194	2.1383
NM_172109	chr20(.):62060031-62108993	1.7135
NM_172106	chr20(.):62032541-62108993	1.8451
NM_024299	chr20(.):62147132-62158524	0.7755
NM_024059	chr20(.):62179372-62193035	1.2578
NM_080823	chr20(.):62167162-62183857	1.6477
NM_033405	chr20(.):62184438-62204107	0.5155
NM_005975	chr20(.):62154775-62173707	0.8655
NM_001037335	chr20(.):62184438-62210592	0.5898
NM_001083113	chr20(.):62333793-62372494	0.0968
NM_181485	chr20(.):62334379-62372494	0.0966
NM_017806	chr20(.):62362977-62375460	0.0957
NM_003224	chr20(.):62324994-62344355	0.0937
NM_020062	chr20(.):62366210-62380403	0.2465
NM_003823	chr20(.):62323020-62335035	0.0754
NR_027686	chr20(.):62660696-62676315	0.7156
NM_018419	chr20(.):62674078-62685979	1.5972
NM_182647	chr20(.):62706487-62736996	1.2508
NM_001039467	chr20(.):62699534-62716324	0.6347
NM_005286	chr20(.):62732182-62743184	2.1114
NM_003195	chr20(.):62689009-62708700	0.3667
NM_005873	chr20(.):62699534-62715845	0.5616
NM_001007125	chr20(.):62709732-62720712	1.5951
NM_198723	chr20(.):62683438-62708700	0.6182
NM_001104925	chr20(.):62882047-62912579	0.0993
NM_004535	chr20(.):62790826-62878606	1.5434
NM_016818	chr21(.):43634266-43722354	0.6309
NM_080860	chr21(.):43887596-43921401	0.3748
NM_207174	chr21(.):43635007-43722354	0.6303
NM_207629	chr21(.):43631186-43722354	0.6264
NM_207627	chr21(.):43614798-43722354	0.5586
NM_207628	chr21(.):43614921-43722354	0.5591
NM_001001581	chr21(.):44068861-44200618	2.0587
NM_002626	chr21(.):45714929-45752256	0.1712
NM_144991	chr21(.):45912774-46136495	1.281
NR_024108	chr21(.):45714924-45752261	0.1717
NM_015834	chr21(.):46489492-46651478	0.6193
NM_030582	chr21(.):46870423-46938634	1.8225
NM_130445	chr21(.):46820096-46938634	1.9593
NM_020528	chr21(.):47264874-47367368	0.6297
NM_009586	chr21(.):38066990-38123219	0.6773
NM_005069	chr21(.):38066990-38127510	0.6346
NR_024367	chr21(.):43094461-43122496	1.1149
NR_024028	chr21(.):43131595-43142742	1.6671
NM_020639	chr21(.):43154528-43192249	1.5765
NR_027272	chr21(.):43126679-43140935	1.4066
NM_003226	chr21(.):43726776-43740706	2.1419
NM_005423	chr21(.):43761466-43776208	1.5607
NM_024022	chr21(.):43786995-43821200	1.3828
NM_032405	chr21(.):43796984-43821200	1.0394
NM_003225	chr21(.):43777390-43791644	2.0761
NM_018961	chr21(.):43819018-43872774	1.2147
NR_027348	chr21(.):43786995-43814253	1.5483
NM_018964	chr21(.):43914741-44006550	0.5121
NM_173354	chr21(.):44829397-44852002	0.1657
NR_026960	chr21(.):44864903-44878771	2.0667
NR_026863	chr21(.):44876973-44903103	0.9266
NM_000383	chr21(.):45700762-45723102	1.8638
NM_175867	chr21(.):45661222-45687099	1.3147
NM_015259	chr21(.):45641721-45665834	0.1546
NM_000658	chr21(.):45705273-45723110	1.7687
NM_003307	chr21(.):45768483-45867964	1.3428
NM_004928	chr21(.):45743826-45764285	0.3396
NR_026547	chr21(.):45932097-45943860	1.7014
NM_198696	chr21(.):45972905-45983643	1.1677
NM_198694	chr21(.):45994563-46005481	1.224
NM_198693	chr21(.):45965317-45976388	1.4433
NM_198691	chr21(.):45954067-45965078	0.9599
NM_198687	chr21(.):45988605-45999987	1.5288
NM_030891	chr21(.):45870392-45883739	1.5611
NM_198698	chr21(.):46069129-46079576	1.0546
NM_198692	chr21(.):46061330-46072566	1.1851
NM_181686	chr21(.):46096490-46107078	1.2244
NM_198697	chr21(.):46072848-46083258	0.7281
NM_181684	chr21(.):46081105-46091844	0.6414
NM_198699	chr21(.):46112086-46122959	1.6727
NM_006936	chr21(.):46220531-46243044	0.251
NM_003343	chr21(.):46183954-46226738	0.1162
NR_027128	chr21(.):46348198-46364828	1.7839
NR_027129	chr21(.):46349640-46364828	1.6454
NM_058190	chr21(.):46354954-46401888	0.2276
NM_000211	chr21(.):46300867-46345965	2.7314
NM_004339	chr21(.):46264512-46298741	0.2758
NM_001127491	chr21(.):46300867-46353753	2.8007
NR_027292	chr21(.):46485870-46498126	0.9368
NR_033840	chr21(.):46404778-46419001	3.3638
NR_024089	chr21(.):46414126-46429642	2.5013
NM_133635	chr21(.):46678842-46712811	0.2908
NR_026943	chr21(.):46702966-46722269	1.4787
NR_027498	chr21(.):46834630-46849985	2.7094
NR_028082	chr21(.):46834630-46849955	2.7124
NM_194255	chr21(.):46929628-46967351	0.1872
NM_001848	chr21(.):47396662-47429963	1.694
NM_058174	chr21(.):47513032-47554719	1.4398
NM_006657	chr21(.):47551175-47580481	1.4287
NM_001849	chr21(.):47513032-47557763	1.4756
NM_206965	chr21(.):47551693-47580481	1.4244
NM_001142854	chr21(.):47576061-47609373	0.1324
NM_198856	chr22(.):43919623-44213217	0.1537
NM_015366	chr22(.):45067687-45138561	1.1058
NM_001167621	chr22(.):46062677-46246187	0.0527
NM_001017529	chr22(.):45059426-45138561	1.1037
NR_024159	chr22(.):19000346-19012761	0.6884
NM_019103	chr22(.):30121944-30167969	0.1301
NM_001193336	chr22(.):30915916-30947669	0.7782
NM_006078	chr22(.):36951915-37103690	1.062
NM_153609	chr22(.):37456478-37504693	1.6688
NM_002405	chr22(.):37860100-37887478	0.1706
NM_001166343	chr22(.):37860100-37887425	0.1681
NM_001003406	chr22(.):39961757-40090740	1.198
NM_173050	chr22(.):43594229-43744355	0.82
NM_001099294	chr22(.):44634556-44713731	1.2194
NM_001198726	chr22(.):45143437-45263664	0.8564
NM_138415	chr22(.):45272042-45410581	1.0797
NM_181334	chr22(.):45093381-45263664	0.9208
NM_001135862	chr22(.):45272042-45410809	1.08
NM_014246	chr22(.):46751730-46938067	0.621
NM_001164106	chr22(.):50580483-50605116	1.0824
NM_001164104	chr22(.):50523434-50605116	0.7607
NM_001164105	chr22(.):50523684-50605116	0.7585
NM_138433	chr22(.):50981461-50994452	0.615
NM_001080447	chr22(.):50448551-50498055	1.3444
NR_003267	chr22(.):18756201-18784474	1.1293
NM_001195226	chr22(.):18895286-18928964	0.7179
NR_002733	chr22(.):18953026-18987141	0.7016
NM_005675	chr22(.):18888735-18904601	0.378
NM_016335	chr22(.):18895286-18929066	0.7161
NR_026651	chr22(.):19005136-19016063	1.048
NR_037612	chr22(.):19700991-19717297	1.8448
NM_080646	chr22(.):19739225-19772068	1.5023
NM_000407	chr22(.):19706065-19717297	2.0682
NR_037611	chr22(.):19699742-19717297	1.8254
NM_002688	chr22(.):19696986-19715845	1.7274
NM_005992	chr22(.):19739225-19776112	1.3451
NM_080647	chr22(.):19739225-19759855	2.0183
NM_001009939	chr22(.):19700957-19715845	1.7834
NM_001185024	chr22(.):20114363-20140530	0.3256
NM_022727	chr22(.):20094397-20109768	0.0783
NM_002882	chr22(.):20100023-20119704	0.0925
NR_031618	chr22(.):20231656-20241734	1.1425
NR_026919	chr22(.):20188854-20201060	1.268
NM_023004	chr22(.):20223937-20260816	1.314
NM_033257	chr22(.):20296760-20312628	0.1972
NM_020070	chr22(.):23910312-23927495	0.7476
NM_182527	chr22(.):30111343-30132820	1.0027
NM_013387	chr22(.):30158357-30171402	0.0787
NM_174977	chr22(.):30879897-30906698	1.0137
NM_174975	chr22(.):30850215-30873034	0.7899
NM_016498	chr22(.):30816719-30830041	0.1933
NR_001580	chr22(.):30872276-30882743	0.9677
NM_003753	chr22(.):36901896-36930277	0.0907
NM_001102371	chr22(.):36878232-36908148	0.0661
NM_024955	chr22(.):36878232-36908090	0.0663
NM_001177702	chr22(.):37149245-37169074	0.4761
NM_006860	chr22(.):37149245-37177172	0.4014
NM_024681	chr22(.):37442778-37464430	0.8428
NM_000878	chr22(.):37516879-37550962	1.2858
NM_031910	chr22(.):37571205-37589330	0.7302
NM_013385	chr22(.):37673494-37716389	0.2909
NM_052906	chr22(.):37758999-37828505	1.6397
NM_152243	chr22(.):37951470-37970410	0.9082
NM_014550	chr22(.):37881399-37920210	1.2456
NR_002821	chr22(.):38735669-38799931	0.1048
NM_016657	chr22(.):38859082-38882637	0.3858
NM_006855	chr22(.):38859082-38884445	0.361
NM_004981	chr22(.):38817332-38845033	0.7392
NM_001098505	chr22(.):38874442-38889535	0.0727
NM_001098504	chr22(.):38874442-38907345	0.0818
NM_152868	chr22(.):38817332-38856203	0.9262
NM_005740	chr22(.):39169512-39195161	0.2494
NM_014293	chr22(.):39209456-39245017	1.3432
NM_014292	chr22(.):39255247-39273258	0.1622
NR_036498	chr22(.):42660758-42675868	0.0889
NM_145912	chr22(.):42771413-42833401	1.2363
NM_015703	chr22(.):42899340-42920829	0.7497
NR_027786	chr22(.):42891584-42913566	0.9681
NM_014509	chr22(.):42944924-42975388	0.9186
NR_002184	chr22(.):42964265-42983017	0.0923
NM_000714	chr22(.):43542534-43564248	0.144
NM_015140	chr22(.):43557627-43588137	0.1113
NM_001044370	chr22(.):43803019-43907800	0.8717
NM_014351	chr22(.):44215386-44263378	1.2113
NM_001177675	chr22(.):44270557-44292893	1.2522
NM_015380	chr22(.):44346260-44397412	0.0837
NM_025225	chr22(.):44314618-44348448	1.0196
NM_032287	chr22(.):44883449-44899005	0.476
NR_028409	chr22(.):44960219-44973329	1.1023
NM_181333	chr22(.):45093077-45138561	1.1051
NM_006485	chr22(.):45893718-45966581	1.2611
NM_001996	chr22(.):45893718-45964242	1.2822
NM_006487	chr22(.):45893718-45959591	1.2664
NM_006486	chr22(.):45893718-46002014	1.2778
NM_058238	chr22(.):46311247-46378008	1.8249
NR_027240	chr22(.):46397495-46411657	0.9474
NM_001001694	chr22(.):50427941-50456055	1.2771
NM_139202	chr22(.):50492819-50528781	1.2431
NM_015166	chr22(.):50492819-50529358	1.2323
NM_031454	chr22(.):50634407-50661045	0.0676
NM_001160300	chr22(.):50604159-50623724	0.8077
NM_025204	chr22(.):50619359-50643027	0.1978
NM_001145134	chr22(.):51002289-51022096	0.163
NR_021492	chr22(.):51016454-51027355	0.1285
NM_012324	chr22(.):51034130-51054979	1.5688
NM_004377	chr22(.):51002289-51021894	0.1625
NM_001123225	chr22(.):50984540-51006328	0.5684
NM_001145137	chr22(.):51002289-51021506	0.1653
NM_005198	chr22(.):51012386-51026428	0.1071
NM_016431	chr22(.):51036561-51054979	1.6542
NM_001085428	chr22(.):51056181-51071601	0.1837
