REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_14077_lociStitched	chr19	21511262	21512591	1	1330	1462.4316000000001	219.1521
1_MACS_peak_21956_lociStitched	chr4	92119488	92120817	1	1330	927.3761999999999	268.5909
1_MACS_peak_24074_lociStitched	chr5	158942652	158943981	1	1330	676.3281000000001	271.6476
1_MACS_peak_30485_lociStitched	chrX	6666562	6667891	1	1330	662.3736	140.7411
1_MACS_peak_2131_lociStitched	chr1	175289721	175291049	1	1329	709.5504	257.8976
1_MACS_peak_2708_lociStitched	chr1	221999713	222001041	1	1329	785.2464000000001	276.0912
1_MACS_peak_16094_lociStitched	chr2	129807160	129808488	1	1329	669.7103999999999	188.4432
1_MACS_peak_23284_lociStitched	chr5	79365369	79366697	1	1329	796.8	185.25600000000003
1_MACS_peak_28673_lociStitched	chr8	101544677	101546005	1	1329	721.3696	91.2336
1_MACS_peak_30040_lociStitched	chr9	117079661	117080989	1	1329	573.696	129.3472
1_MACS_peak_683_lociStitched	chr1	41327437	41328764	1	1328	556.8091999999999	131.2403
1_MACS_peak_16318_lociStitched	chr2	161221821	161223148	1	1328	973.4872	261.1536
1_MACS_peak_21062_lociStitched	chr3	187431246	187432573	1	1328	650.3627	281.8548
1_MACS_peak_26517_lociStitched	chr7	32885276	32886603	1	1328	669.0734	236.4714
1_MACS_peak_28419_lociStitched	chr8	65413129	65414456	1	1328	1191.5133	253.05890000000002
1_MACS_peak_29490_lociStitched	chr9	44989598	44990925	1	1328	620.2398	209.4006
1_MACS_peak_4078_lociStitched	chr10	100054844	100056170	1	1327	974.7425999999999	214.6794
1_MACS_peak_5640_lociStitched	chr11	103609296	103610622	1	1327	861.3696	186.70080000000002
1_MACS_peak_5778_lociStitched	chr11	116292482	116293808	1	1327	829.1478	149.175
1_MACS_peak_8451_lociStitched	chr14	42938704	42940030	1	1327	808.0644000000001	155.2746
1_MACS_peak_14649_lociStitched	chr19	58257737	58259063	1	1327	1256.385	235.76280000000003
1_MACS_peak_17434_lociStitched	chr20	22295659	22296985	1	1327	710.073	191.20919999999998
1_MACS_peak_25631_lociStitched	chr6	114773416	114774742	1	1327	778.2293999999999	245.97299999999998
1_MACS_peak_27566_lociStitched	chr7	135715519	135716845	1	1327	835.5126	225.8178
1_MACS_peak_28460_lociStitched	chr8	70448464	70449790	1	1327	788.0418000000001	225.8178
1_MACS_peak_29052_lociStitched	chr8	143750534	143751860	1	1327	1370.421	91.6266
1_MACS_peak_802_lociStitched	chr1	46455758	46457083	1	1326	898.88	251.8825
1_MACS_peak_6283_lociStitched	chr12	13406490	13407815	1	1326	790.3625000000001	256.65250000000003
1_MACS_peak_8107_lociStitched	chr13	97269540	97270865	1	1326	536.2275	98.71249999999999
1_MACS_peak_9284_lociStitched	chr15	38855987	38857312	1	1326	858.335	190.9325
1_MACS_peak_14367_lociStitched	chr19	44763637	44764962	1	1326	692.4449999999999	234.3925
1_MACS_peak_3658_lociStitched	chr10	69998906	70000230	1	1325	710.1936	198.7324
1_MACS_peak_3992_lociStitched	chr10	93401672	93402996	1	1325	676.0344000000001	155.0404
1_MACS_peak_7952_lociStitched	chr13	52732744	52734068	1	1325	728.0676000000001	173.44400000000002
1_MACS_peak_13637_lociStitched	chr19	4328367	4329691	1	1325	841.0047999999999	236.2016
1_MACS_peak_16275_lociStitched	chr2	156074327	156075651	1	1325	898.9960000000001	218.1952
1_MACS_peak_21076_lociStitched	chr3	190701083	190702407	1	1325	1169.2244	315.9064
1_MACS_peak_22464_lociStitched	chr4	169238959	169240283	1	1325	1063.4368	358.0096
1_MACS_peak_23039_lociStitched	chr5	55423366	55424690	1	1325	745.6768000000001	130.41400000000002
1_MACS_peak_24543_lociStitched	chr6	15514937	15516261	1	1325	645.5824	141.4032
1_MACS_peak_27262_lociStitched	chr7	106005443	106006767	1	1325	800.7552000000001	338.01720000000006
1_MACS_peak_27399_lociStitched	chr7	120826940	120828264	1	1325	866.6904	330.0732
1_MACS_peak_292_lociStitched	chr1	21765860	21767183	1	1324	757.0206000000001	247.6656
1_MACS_peak_1238_lociStitched	chr1	92967596	92968919	1	1324	900.5661	210.6216
1_MACS_peak_2341_lociStitched	chr1	197342978	197344301	1	1324	737.1756	165.5073
1_MACS_peak_5520_lociStitched	chr11	84260028	84261351	1	1324	541.5039	120.393
1_MACS_peak_10793_lociStitched	chr16	31224642	31225965	1	1324	724.3425	186.0138
1_MACS_peak_12302_lociStitched	chr17	51921447	51922770	1	1324	722.3580000000001	182.4417
1_MACS_peak_12906_lociStitched	chr18	8661278	8662601	1	1324	688.3569	241.0506
1_MACS_peak_14630_lociStitched	chr19	56879048	56880371	1	1324	1089.7551	348.4782
1_MACS_peak_23266_lociStitched	chr5	78123839	78125162	1	1324	661.3677	176.62050000000002
1_MACS_peak_26526_lociStitched	chr7	33183360	33184683	1	1324	733.0743	214.9875
1_MACS_peak_3563_lociStitched	chr10	54881612	54882934	1	1323	611.8216	211.7844
1_MACS_peak_19846_lociStitched	chr3	57656762	57658084	1	1323	816.0705999999999	311.7276
1_MACS_peak_22937_lociStitched	chr5	40441483	40442805	1	1323	757.9026	199.4898
1_MACS_peak_745_lociStitched	chr1	44011061	44012382	1	1322	891.6750000000001	178.2029
1_MACS_peak_7739_lociStitched	chr13	28121884	28123205	1	1322	723.7759000000001	194.71540000000002
1_MACS_peak_14728_lociStitched	chr2	7057165	7058486	1	1322	677.0124999999999	104.2269
1_MACS_peak_16188_lociStitched	chr2	142888221	142889542	1	1322	741.3452000000001	261.0296
1_MACS_peak_20863_lociStitched	chr3	175145675	175146996	1	1322	1198.2791	209.3785
1_MACS_peak_27410_lociStitched	chr7	121540227	121541548	1	1322	766.8405	279.3915
1_MACS_peak_30501_lociStitched	chrX	9225791	9227112	1	1322	583.3536	83.8835
1_MACS_peak_30599_lociStitched	chrX	17631356	17632677	1	1322	525.4938	160.89780000000002
1_MACS_peak_31430_lociStitched	chrY	875173	876494	1	1322	667.105	90.8848
1_MACS_peak_689_lociStitched	chr1	41948013	41949333	1	1321	988.548	180.972
1_MACS_peak_4206_lociStitched	chr10	107309551	107310871	1	1321	769.032	148.632
1_MACS_peak_8110_lociStitched	chr13	97645849	97647169	1	1321	823.416	205.788
1_MACS_peak_28448_lociStitched	chr8	68736707	68738027	1	1321	830.412	140.844
1_MACS_peak_28456_lociStitched	chr8	70268769	70270089	1	1321	1399.332	170.544
1_MACS_peak_30332_lociStitched	chr9	135144986	135146306	1	1321	627.0	239.31599999999997
1_MACS_peak_836_lociStitched	chr1	49388610	49389929	1	1320	861.9665	82.83319999999999
1_MACS_peak_1518_lociStitched	chr1	144310726	144312045	1	1320	1035.0193	145.48569999999998
1_MACS_peak_7798_lociStitched	chr13	34302073	34303392	1	1320	845.8747	160.1266
1_MACS_peak_18495_lociStitched	chr22	19566320	19567639	1	1320	725.45	189.6722
1_MACS_peak_19025_lociStitched	chr22	44443423	44444742	1	1320	737.9805	195.4758
1_MACS_peak_21260_lociStitched	chr4	4576588	4577907	1	1320	1056.519	245.0702
1_MACS_peak_22526_lociStitched	chr4	178674502	178675821	1	1320	603.3105999999999	208.0063
1_MACS_peak_22781_lociStitched	chr5	12659305	12660624	1	1320	545.9341	173.8442
1_MACS_peak_26781_lociStitched	chr7	64838411	64839730	1	1320	1684.3629999999998	219.8773
1_MACS_peak_30520_lociStitched	chrX	10587606	10588925	1	1320	1337.2022	208.5339
1_MACS_peak_3395_lociStitched	chr10	33775220	33776538	1	1319	767.4714	232.8906
1_MACS_peak_7493_lociStitched	chr12	120875516	120876834	1	1319	774.325	169.8902
1_MACS_peak_7511_lociStitched	chr12	121476299	121477617	1	1319	1517.4134	95.68679999999999
1_MACS_peak_9055_lociStitched	chr14	106790637	106791955	1	1319	1017.1006000000001	73.54440000000001
1_MACS_peak_14076_lociStitched	chr19	21324451	21325769	1	1319	1345.4144	246.3342
1_MACS_peak_26191_lociStitched	chr7	2353131	2354449	1	1319	953.1776	276.3846
1_MACS_peak_30465_lociStitched	chrX	3060573	3061891	1	1319	896.1081999999999	100.16799999999999
1_MACS_peak_1959_lociStitched	chr1	161591532	161592849	1	1318	515.0787	103.1211
1_MACS_peak_6205_lociStitched	chr12	9883576	9884893	1	1318	769.2597	273.5409
1_MACS_peak_8406_lociStitched	chr14	33152456	33153773	1	1318	598.5765	106.4136
1_MACS_peak_16532_lociStitched	chr2	183071968	183073285	1	1318	919.1342999999999	220.4658
1_MACS_peak_18044_lociStitched	chr20	62450565	62451882	1	1318	616.8828	179.11200000000002
1_MACS_peak_23123_lociStitched	chr5	64777214	64778531	1	1318	756.0897000000001	248.1228
1_MACS_peak_27073_lociStitched	chr7	95401302	95402619	1	1318	702.6195	191.2284
1_MACS_peak_27837_lociStitched	chr8	4711484	4712801	1	1318	1507.4382	163.308
1_MACS_peak_30056_lociStitched	chr9	117536416	117537733	1	1318	912.4176	332.4108
1_MACS_peak_5576_lociStitched	chr11	94473724	94475040	1	1317	694.4531999999999	210.8232
1_MACS_peak_7390_lociStitched	chr12	110887307	110888623	1	1317	1259.5436	126.4676
1_MACS_peak_7474_lociStitched	chr12	118454104	118455420	1	1317	1092.28	112.38640000000001
1_MACS_peak_13834_lociStitched	chr19	12250311	12251627	1	1317	814.7356	184.89800000000002
1_MACS_peak_14730_lociStitched	chr2	7237190	7238506	1	1317	588.6468	207.53320000000002
1_MACS_peak_18496_lociStitched	chr22	19594348	19595664	1	1317	714.7196	164.5
1_MACS_peak_1326_lociStitched	chr1	108814887	108816202	1	1316	750.8649999999999	157.011
1_MACS_peak_3006_lociStitched	chr1	247266817	247268132	1	1316	1805.8895	306.921
1_MACS_peak_7713_lociStitched	chr13	25321397	25322712	1	1316	829.765	131.8945
1_MACS_peak_8078_lociStitched	chr13	90024436	90025751	1	1316	604.374	77.4535
1_MACS_peak_8534_lociStitched	chr14	54954856	54956171	1	1316	970.996	109.5395
1_MACS_peak_23181_lociStitched	chr5	70196225	70197540	1	1316	869.3465	260.2385
1_MACS_peak_26851_lociStitched	chr7	72721866	72723181	1	1316	926.4175	282.725
1_MACS_peak_27447_lociStitched	chr7	125285618	125286933	1	1316	687.3505000000001	209.2165
1_MACS_peak_29421_lociStitched	chr9	35940290	35941605	1	1316	748.3665000000001	256.55649999999997
1_MACS_peak_2264_lociStitched	chr1	186574760	186576074	1	1315	731.1096	228.8988
1_MACS_peak_7069_lociStitched	chr12	85429647	85430961	1	1315	1686.519	130.2174
1_MACS_peak_14647_lociStitched	chr19	58192920	58194234	1	1315	1261.3086	299.9862
1_MACS_peak_21974_lociStitched	chr4	99916731	99918045	1	1315	1838.8116	223.38000000000002
1_MACS_peak_25550_lociStitched	chr6	108774495	108775809	1	1315	587.0952	223.6428
1_MACS_peak_26831_lociStitched	chr7	71325053	71326367	1	1315	706.0122	190.1358
1_MACS_peak_31004_lociStitched	chrX	73163771	73165085	1	1315	1393.7598	90.9288
1_MACS_peak_9361_lociStitched	chr15	42326925	42328238	1	1314	1009.3031000000001	171.7404
1_MACS_peak_9561_lociStitched	chr15	58089027	58090340	1	1314	510.1005	132.48170000000002
1_MACS_peak_19490_lociStitched	chr3	37853914	37855227	1	1314	747.6222	221.5031
1_MACS_peak_25075_lociStitched	chr6	45122829	45124142	1	1314	642.4509	190.77890000000002
1_MACS_peak_30778_lociStitched	chrX	46988312	46989625	1	1314	967.681	136.0268
1_MACS_peak_30903_lociStitched	chrX	57617999	57619312	1	1314	764.5599000000001	108.7164
1_MACS_peak_2802_lociStitched	chr1	227556486	227557798	1	1313	1110.7392	332.8544
1_MACS_peak_3979_lociStitched	chr10	92616976	92618288	1	1313	774.2112	211.1008
1_MACS_peak_4871_lociStitched	chr11	34671379	34672691	1	1313	839.1551999999999	172.39679999999998
1_MACS_peak_9899_lociStitched	chr15	78202295	78203607	1	1313	1025.0656	324.8512
1_MACS_peak_16343_lociStitched	chr2	163184291	163185603	1	1313	924.4352	218.1856
1_MACS_peak_25367_lociStitched	chr6	88031808	88033120	1	1313	836.9248	300.9728
1_MACS_peak_27969_lociStitched	chr8	19045381	19046693	1	1313	630.0224000000001	144.05759999999998
1_MACS_peak_4330_lociStitched	chr10	121248772	121250083	1	1312	785.8134	267.5751
1_MACS_peak_7832_lociStitched	chr13	41495193	41496504	1	1312	729.9648	139.4904
1_MACS_peak_7907_lociStitched	chr13	48668327	48669638	1	1312	838.6467	134.6397
1_MACS_peak_8055_lociStitched	chr13	80163404	80164715	1	1312	756.5781	125.5938
1_MACS_peak_8326_lociStitched	chr14	23425780	23427091	1	1312	1090.2276	156.5334
1_MACS_peak_16324_lociStitched	chr2	161508025	161509336	1	1312	762.2154	186.9486
1_MACS_peak_26157_lociStitched	chr6	170615426	170616737	1	1312	1341.5463000000002	210.67770000000002
1_MACS_peak_28475_lociStitched	chr8	71426733	71428044	1	1312	750.5475	149.1918
1_MACS_peak_3224_lociStitched	chr10	15209475	15210785	1	1311	1056.646	148.03
1_MACS_peak_5746_lociStitched	chr11	113931247	113932557	1	1311	653.035	175.80200000000002
1_MACS_peak_20773_lociStitched	chr3	167097285	167098595	1	1311	1069.0910000000001	385.009
1_MACS_peak_3477_lociStitched	chr10	45745396	45746705	1	1310	1059.2428	239.8088
1_MACS_peak_16158_lociStitched	chr2	135732916	135734225	1	1310	756.9947000000001	179.8566
1_MACS_peak_19501_lociStitched	chr3	38537462	38538771	1	1310	1339.7615	219.25750000000002
1_MACS_peak_23835_lociStitched	chr5	140943607	140944916	1	1310	1210.1705	332.0933
1_MACS_peak_26305_lociStitched	chr7	10395115	10396424	1	1310	814.8525000000001	95.8188
1_MACS_peak_28453_lociStitched	chr8	69182835	69184144	1	1310	580.8032999999999	102.102
1_MACS_peak_31176_lociStitched	chrX	117885726	117887035	1	1310	860.1439	152.6294
1_MACS_peak_4381_lociStitched	chr10	126077723	126079031	1	1309	912.4608	146.3652
1_MACS_peak_4671_lociStitched	chr11	12210208	12211516	1	1309	703.05	293.9076
1_MACS_peak_4804_lociStitched	chr11	26305746	26307054	1	1309	836.4659999999999	217.6512
1_MACS_peak_738_lociStitched	chr1	43739496	43740803	1	1308	662.9104	136.9736
1_MACS_peak_3556_lociStitched	chr10	54396791	54398098	1	1308	737.0173	201.5394
1_MACS_peak_8346_lociStitched	chr14	24505170	24506477	1	1308	922.2192	152.2655
1_MACS_peak_9370_lociStitched	chr15	42911385	42912692	1	1308	770.6072	176.0529
1_MACS_peak_9737_lociStitched	chr15	69222440	69223747	1	1308	907.0579999999999	154.87949999999998
1_MACS_peak_17000_lociStitched	chr2	231833330	231834637	1	1308	865.1033000000001	156.31719999999999
1_MACS_peak_17677_lociStitched	chr20	39406751	39408058	1	1308	648.5333999999999	218.7918
1_MACS_peak_20497_lociStitched	chr3	138047779	138049086	1	1308	645.0045	249.7677
1_MACS_peak_21356_lociStitched	chr4	11633681	11634988	1	1308	687.6127	127.1711
1_MACS_peak_26086_lociStitched	chr6	159429505	159430812	1	1308	832.2976	80.5112
1_MACS_peak_26434_lociStitched	chr7	25133111	25134418	1	1308	722.2482	242.8406
1_MACS_peak_3262_lociStitched	chr10	19622110	19623416	1	1307	663.7092	189.36999999999998
1_MACS_peak_3505_lociStitched	chr10	49592374	49593680	1	1307	571.5056	166.9068
1_MACS_peak_4821_lociStitched	chr11	29315505	29316811	1	1307	715.8186000000001	165.7314
1_MACS_peak_7256_lociStitched	chr12	102310640	102311946	1	1307	715.4268	297.6374
1_MACS_peak_8261_lociStitched	chr14	20800580	20801886	1	1307	802.2757999999999	101.215
1_MACS_peak_8454_lociStitched	chr14	45366048	45367354	1	1307	933.2676	70.7852
1_MACS_peak_8770_lociStitched	chr14	77395941	77397247	1	1307	816.6418	115.1892
1_MACS_peak_19502_lociStitched	chr3	38690506	38691812	1	1307	598.4091999999999	121.458
1_MACS_peak_20841_lociStitched	chr3	172409889	172411195	1	1307	1271.7828	310.6974
1_MACS_peak_28244_lociStitched	chr8	40029756	40031062	1	1307	692.7024	175.00400000000002
1_MACS_peak_31169_lociStitched	chrX	117345747	117347053	1	1307	766.622	211.0496
1_MACS_peak_159_lociStitched	chr1	11723938	11725243	1	1306	735.6284999999999	164.8215
1_MACS_peak_10693_lociStitched	chr16	28813647	28814952	1	1306	865.737	335.77649999999994
1_MACS_peak_13899_lociStitched	chr19	14063152	14064457	1	1306	1238.0535	179.6985
1_MACS_peak_17627_lociStitched	chr20	35514891	35516196	1	1306	799.0514999999999	254.8665
1_MACS_peak_22313_lociStitched	chr4	145827214	145828519	1	1306	864.8235	146.2905
1_MACS_peak_22360_lociStitched	chr4	151783492	151784797	1	1306	699.219	172.26000000000002
1_MACS_peak_23812_lociStitched	chr5	139586329	139587634	1	1306	676.9035000000001	178.00199999999998
1_MACS_peak_24281_lociStitched	chr5	179397487	179398792	1	1306	585.162	121.4955
1_MACS_peak_28378_lociStitched	chr8	60742356	60743661	1	1306	698.436	188.442
1_MACS_peak_30757_lociStitched	chrX	44401397	44402702	1	1306	1035.7785	158.949
1_MACS_peak_14550_lociStitched	chr19	52510900	52512204	1	1305	805.3504	245.152
1_MACS_peak_16618_lociStitched	chr2	194406746	194408050	1	1305	872.7672	223.2448
1_MACS_peak_22620_lociStitched	chr4	186692872	186694176	1	1305	668.6912000000001	198.208
1_MACS_peak_25889_lociStitched	chr6	138465925	138467229	1	1305	673.1247999999999	188.81920000000002
1_MACS_peak_4690_lociStitched	chr11	12859639	12860942	1	1304	716.6500000000001	113.36099999999999
1_MACS_peak_6337_lociStitched	chr12	21662398	21663701	1	1304	744.1433000000001	206.5255
1_MACS_peak_13566_lociStitched	chr19	2014539	2015842	1	1304	902.5880999999999	39.089999999999996
1_MACS_peak_17197_lociStitched	chr20	2219722	2221025	1	1304	667.6572	133.4272
1_MACS_peak_19224_lociStitched	chr3	9850928	9852231	1	1304	765.2519000000001	225.41899999999998
1_MACS_peak_20019_lociStitched	chr3	88700539	88701842	1	1304	627.0036	208.2194
1_MACS_peak_20855_lociStitched	chr3	174711115	174712418	1	1304	680.0357	251.479
1_MACS_peak_21624_lociStitched	chr4	53587694	53588997	1	1304	795.2208999999999	161.18110000000001
1_MACS_peak_25402_lociStitched	chr6	89925282	89926585	1	1304	677.2994000000001	259.8182
1_MACS_peak_26306_lociStitched	chr7	10579098	10580401	1	1304	629.8702	284.9661
1_MACS_peak_26604_lociStitched	chr7	41770877	41772180	1	1304	739.3222000000001	247.7003
1_MACS_peak_889_lociStitched	chr1	53392572	53393874	1	1303	832.6289999999999	207.4086
1_MACS_peak_2664_lociStitched	chr1	216773798	216775100	1	1303	978.0624	218.73600000000002
1_MACS_peak_5491_lociStitched	chr11	81979179	81980481	1	1303	771.9558	185.9256
1_MACS_peak_5953_lociStitched	chr11	127923974	127925276	1	1303	706.4652	212.74679999999998
1_MACS_peak_8448_lociStitched	chr14	42618287	42619589	1	1303	646.3128	144.9126
1_MACS_peak_15022_lociStitched	chr2	32264241	32265543	1	1303	1028.7102	297.3768
1_MACS_peak_15052_lociStitched	chr2	36298358	36299660	1	1303	564.1566	179.54579999999999
1_MACS_peak_16982_lociStitched	chr2	231191066	231192368	1	1303	947.7257999999999	124.21079999999999
1_MACS_peak_20144_lociStitched	chr3	109105825	109107127	1	1303	634.9854	152.8548
1_MACS_peak_22582_lociStitched	chr4	185537599	185538901	1	1303	641.7558	134.2362
1_MACS_peak_26320_lociStitched	chr7	12675015	12676317	1	1303	697.4813999999999	220.1682
1_MACS_peak_11263_lociStitched	chr16	86588113	86589414	1	1302	1395.973	115.1385
1_MACS_peak_11322_lociStitched	chr16	89778173	89779474	1	1302	885.0703	80.5319
1_MACS_peak_13774_lociStitched	chr19	10399356	10400657	1	1302	797.9033	200.22390000000001
1_MACS_peak_18144_lociStitched	chr21	27162294	27163595	1	1302	1620.6557	295.9775
1_MACS_peak_21198_lociStitched	chr4	699171	700472	1	1302	944.9163	104.7305
1_MACS_peak_22974_lociStitched	chr5	44875441	44876742	1	1302	926.4421	168.0892
1_MACS_peak_26728_lociStitched	chr7	52613778	52615079	1	1302	729.7308999999999	250.9629
1_MACS_peak_29833_lociStitched	chr9	97810422	97811723	1	1302	687.8386999999999	178.88750000000002
1_MACS_peak_554_lociStitched	chr1	34431293	34432593	1	1301	772.3299999999999	175.63
1_MACS_peak_16380_lociStitched	chr2	168148573	168149873	1	1301	1063.53	157.29999999999998
1_MACS_peak_21919_lociStitched	chr4	88480198	88481498	1	1301	790.27	286.0
1_MACS_peak_22987_lociStitched	chr5	50674163	50675463	1	1301	741.78	160.03
1_MACS_peak_26141_lociStitched	chr6	167492942	167494242	1	1301	781.6899999999999	219.57
1_MACS_peak_26760_lociStitched	chr7	56101067	56102367	1	1301	798.7199999999999	182.78
1_MACS_peak_30621_lociStitched	chrX	19942282	19943582	1	1301	808.73	125.45
1_MACS_peak_4740_lociStitched	chr11	17426874	17428173	1	1300	663.2694	199.0068
1_MACS_peak_7075_lociStitched	chr12	87711796	87713095	1	1300	644.4339	169.38959999999997
1_MACS_peak_8294_lociStitched	chr14	22236299	22237598	1	1300	804.3408	110.1552
1_MACS_peak_9353_lociStitched	chr15	41835649	41836948	1	1300	790.5714	323.84069999999997
1_MACS_peak_9474_lociStitched	chr15	49597245	49598544	1	1300	655.8651	192.12210000000002
1_MACS_peak_14207_lociStitched	chr19	38084768	38086067	1	1300	1000.4898	238.3665
1_MACS_peak_23664_lociStitched	chr5	130982404	130983703	1	1300	674.0511	289.677
1_MACS_peak_23876_lociStitched	chr5	142641296	142642595	1	1300	712.5015	278.1159
1_MACS_peak_24061_lociStitched	chr5	158526715	158528014	1	1300	682.1049	207.0606
1_MACS_peak_26327_lociStitched	chr7	14619105	14620404	1	1300	716.6582999999999	189.9138
1_MACS_peak_1054_lociStitched	chr1	67805064	67806362	1	1299	728.6972000000001	154.462
1_MACS_peak_9619_lociStitched	chr15	61685953	61687251	1	1299	689.1082	200.4112
1_MACS_peak_22109_lociStitched	chr4	111436626	111437924	1	1299	677.4262	187.9504
1_MACS_peak_10599_lociStitched	chr16	21831012	21832309	1	1298	771.8447	202.7211
1_MACS_peak_11021_lociStitched	chr16	67449550	67450847	1	1298	772.7526	222.17610000000002
1_MACS_peak_14162_lociStitched	chr19	35614869	35616166	1	1298	989.0921999999999	250.321
1_MACS_peak_17593_lociStitched	chr20	34129298	34130595	1	1298	1717.8765	365.4946
1_MACS_peak_20704_lociStitched	chr3	158099731	158101028	1	1298	779.1079	274.05609999999996
1_MACS_peak_20767_lociStitched	chr3	166085504	166086801	1	1298	640.718	264.1989
1_MACS_peak_28130_lociStitched	chr8	29564752	29566049	1	1298	681.1844	147.7283
1_MACS_peak_28581_lociStitched	chr8	90072694	90073991	1	1298	629.045	110.5044
1_MACS_peak_28733_lociStitched	chr8	104982178	104983475	1	1298	1053.0343	119.324
1_MACS_peak_3959_lociStitched	chr10	91010845	91012141	1	1297	839.2896	246.24
1_MACS_peak_7108_lociStitched	chr12	90518033	90519329	1	1297	839.4192	261.5328
1_MACS_peak_11337_lociStitched	chr17	64797	66093	1	1297	803.9087999999999	274.6224
1_MACS_peak_17632_lociStitched	chr20	35671765	35673061	1	1297	599.1408	213.84
1_MACS_peak_24066_lociStitched	chr5	158737191	158738487	1	1297	723.6864	291.6
1_MACS_peak_25052_lociStitched	chr6	43961369	43962665	1	1297	577.6272	166.9248
1_MACS_peak_26511_lociStitched	chr7	32687956	32689252	1	1297	712.0224	170.9424
1_MACS_peak_391_lociStitched	chr1	26506067	26507362	1	1296	563.1955	204.869
1_MACS_peak_8033_lociStitched	chr13	78303427	78304722	1	1296	1156.435	285.418
1_MACS_peak_13057_lociStitched	chr18	23794957	23796252	1	1296	825.951	287.1015
1_MACS_peak_14949_lociStitched	chr2	27108089	27109384	1	1296	685.314	218.72549999999998
1_MACS_peak_27339_lociStitched	chr7	113982559	113983854	1	1296	660.0615	289.1735
1_MACS_peak_252_lociStitched	chr1	17286777	17288071	1	1295	841.8764	247.2834
1_MACS_peak_959_lociStitched	chr1	59731959	59733253	1	1295	742.6265999999999	252.8476
1_MACS_peak_3137_lociStitched	chr10	8068294	8069588	1	1295	646.2236	180.90120000000002
1_MACS_peak_9362_lociStitched	chr15	42348801	42350095	1	1295	700.8303999999999	250.1302
1_MACS_peak_9758_lociStitched	chr15	70443898	70445192	1	1295	680.5146000000001	262.5526
1_MACS_peak_10381_lociStitched	chr16	4597978	4599272	1	1295	735.1214000000001	284.1624
1_MACS_peak_11642_lociStitched	chr17	18061076	18062370	1	1295	693.4546	279.7628
1_MACS_peak_19462_lociStitched	chr3	33318481	33319775	1	1295	791.0221999999999	151.5274
1_MACS_peak_19975_lociStitched	chr3	72896795	72898089	1	1295	798.398	318.8416
1_MACS_peak_26302_lociStitched	chr7	10307517	10308811	1	1295	819.102	222.0504
1_MACS_peak_28501_lociStitched	chr8	73920657	73921951	1	1295	1291.0238	283.2566
1_MACS_peak_6427_lociStitched	chr12	28238568	28239861	1	1294	601.5036	225.2406
1_MACS_peak_7502_lociStitched	chr12	121147884	121149177	1	1294	770.8865999999999	99.81960000000001
1_MACS_peak_7821_lociStitched	chr13	40781245	40782538	1	1294	466.12649999999996	107.7069
1_MACS_peak_10036_lociStitched	chr15	86337325	86338618	1	1294	852.4749	98.6559
1_MACS_peak_12534_lociStitched	chr17	67410072	67411365	1	1294	839.5449	246.963
1_MACS_peak_12784_lociStitched	chr17	79702050	79703343	1	1294	783.9458999999999	264.1599
1_MACS_peak_15812_lociStitched	chr2	102971907	102973200	1	1294	749.0349	207.7851
1_MACS_peak_20214_lociStitched	chr3	113932082	113933375	1	1294	733.6482	225.62849999999997
1_MACS_peak_22507_lociStitched	chr4	175442614	175443907	1	1294	690.462	211.66410000000002
1_MACS_peak_25896_lociStitched	chr6	139013500	139014793	1	1294	805.539	130.59300000000002
1_MACS_peak_26273_lociStitched	chr7	7331090	7332383	1	1294	977.8959	197.57039999999998
1_MACS_peak_1066_lociStitched	chr1	68515327	68516619	1	1293	741.0912	139.4068
1_MACS_peak_5918_lociStitched	chr11	125772191	125773483	1	1293	852.4616000000001	167.70159999999998
1_MACS_peak_8715_lociStitched	chr14	73373507	73374799	1	1293	719.5147999999999	91.3444
1_MACS_peak_13212_lociStitched	chr18	46695091	46696383	1	1293	615.6379999999999	230.49280000000002
1_MACS_peak_14642_lociStitched	chr19	58010846	58012138	1	1293	1012.7988	299.8732
1_MACS_peak_15346_lociStitched	chr2	62132335	62133627	1	1293	946.3900000000001	253.6196
1_MACS_peak_17322_lociStitched	chr20	10091121	10092413	1	1293	737.732	212.14640000000003
1_MACS_peak_20511_lociStitched	chr3	138634044	138635336	1	1293	716.8015999999999	357.62559999999996
1_MACS_peak_21247_lociStitched	chr4	3747553	3748845	1	1293	761.634	301.8112
1_MACS_peak_25995_lociStitched	chr6	149887438	149888730	1	1293	1049.2332000000001	81.396
1_MACS_peak_27858_lociStitched	chr8	8190764	8192056	1	1293	704.9151999999999	252.4568
1_MACS_peak_29311_lociStitched	chr9	25677505	25678797	1	1293	709.4372000000001	156.7196
1_MACS_peak_1583_lociStitched	chr1	147234236	147235527	1	1292	576.0441999999999	201.91240000000002
1_MACS_peak_8168_lociStitched	chr13	108578236	108579527	1	1292	1955.8649999999998	128.1963
1_MACS_peak_9853_lociStitched	chr15	75591055	75592346	1	1292	813.0718	175.9633
1_MACS_peak_17758_lociStitched	chr20	43976156	43977447	1	1292	949.9178	195.5865
1_MACS_peak_21889_lociStitched	chr4	84261759	84263050	1	1292	613.225	193.00449999999998
