REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
2_MACS_peak_6277_lociStitched	chr12	13242120	13256359	2	13884	21757.192	2899.0604	564	GSG1	KIAA1467	GSG1	564	1
2_MACS_peak_29199_lociStitched	chr9	5617080	5630903	2	7586	21359.2996	2522.6975	565	KIAA1432	KIAA1432	KIAA1432	565	1
1_MACS_peak_1368_lociStitched	chr1	111172852	111181411	1	8560	20390.9616	1556.0262	566		KCNA2,KCNA3	KCNA2	566	1
1_MACS_peak_41_lociStitched	chr1	1708747	1715116	1	6370	20290.3602	1474.4235	567	NADK	SLC35E2,NADK	NADK	567	1
4_MACS_peak_8810_lociStitched	chr14	81930674	81955978	4	17223	21455.2616	2682.224	568	SEL1L		SEL1L	568	1
4_MACS_peak_13587_lociStitched	chr19	2455110	2480356	4	13705	23976.1262	5210.7744	569	GADD45B,LMNB2	TIMM13	GADD45B	569	1
5_MACS_peak_23484_lociStitched	chr5	109251459	109282823	5	16753	24702.2864	5949.7508	570		LOC100289673	LOC100289673	570	1
3_MACS_peak_27828_lociStitched	chr8	2098007	2115936	3	12728	21340.8887	2606.8766	571			MYOM2	571	1
1_MACS_peak_23238_lociStitched	chr5	75696256	75702655	1	6400	20193.9642	1477.5291	572	IQGAP2		IQGAP2	572	1
2_MACS_peak_7278_lociStitched	chr12	104318438	104325970	2	7176	20281.4164	1568.1624	573	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	573	1
4_MACS_peak_3130_lociStitched	chr10	7511317	7536192	4	17873	22511.875	3803.3875	574			SFMBT2	574	1
1_MACS_peak_12342_lociStitched	chr17	55431423	55437992	1	6570	20269.3064	1601.5222	575	MSI2		MSI2	575	1
2_MACS_peak_11444_lociStitched	chr17	4842043	4854727	2	10637	21118.86	2454.354	576	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	576	1
2_MACS_peak_56_lociStitched	chr1	2476700	2489345	2	7726	20592.3825	1929.627	577	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	577	1
4_MACS_peak_27577_lociStitched	chr7	137424329	137441338	4	15272	22144.0171	3481.7423	578	DGKI		DGKI	578	1
1_MACS_peak_29456_lociStitched	chr9	37526914	37532979	1	6066	20128.522	1510.185	579	FBXO10	POLR1E	POLR1E	579	1
2_MACS_peak_2916_lociStitched	chr1	235242063	235253510	2	7294	21353.2338	2758.727	580		SNORA14B,TOMM20	SNORA14B	580	1
2_MACS_peak_21108_lociStitched	chr3	193847123	193860562	2	13214	21518.5268	2940.4532	581	HES1		HES1	581	1
4_MACS_peak_6239_lociStitched	chr12	11901713	11920259	4	14864	21789.6954	3232.5678	582	ETV6		ETV6	582	1
1_MACS_peak_19090_lociStitched	chr22	48490797	48499057	1	8261	19933.032	1378.594	583			MIR3201	583	1
1_MACS_peak_3742_lociStitched	chr10	74077772	74084144	1	6373	19718.7912	1166.076	584		DDIT4,DNAJB12	DNAJB12	584	1
3_MACS_peak_17374_lociStitched	chr20	17826209	17844356	3	13400	21627.5946	3095.8782	585			SNORD17	585	1
3_MACS_peak_27981_lociStitched	chr8	19518808	19540639	3	12907	22237.0566	3706.9038	586	CSGALNACT1		CSGALNACT1	586	1
2_MACS_peak_25949_lociStitched	chr6	143162884	143180037	2	14108	20364.0416	1886.83	587	HIVEP2		HIVEP2	587	1
4_MACS_peak_10940_lociStitched	chr16	57624563	57646039	4	12994	22193.2984	3730.3812	588		GPR114,GPR56	GPR56	588	1
2_MACS_peak_27927_lociStitched	chr8	12441001	12459773	2	12546	23183.42	4736.1756	589			MIR3926-2	589	1
2_MACS_peak_8025_lociStitched	chr13	77898954	77914760	2	9445	21274.876	2843.4994	590	MYCBP2		MYCBP2	590	1
4_MACS_peak_22605_lociStitched	chr4	186252516	186285040	4	17146	23732.7628	5311.1692	591	SNX25,LRP2BP	ANKRD37	LRP2BP	591	1
3_MACS_peak_27477_lociStitched	chr7	128162458	128178125	3	10305	21202.1511	2840.4271	592		METTL2B	METTL2B	592	1
1_MACS_peak_13940_lociStitched	chr19	16221449	16232442	1	10994	20770.1742	2421.7579	593	RAB8A	TPM4,HSH2D	RAB8A	593	1
2_MACS_peak_4142_lociStitched	chr10	104152948	104160277	2	6202	19869.6519	1558.8783	594	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	594	1
1_MACS_peak_14444_lociStitched	chr19	47613702	47617883	1	4182	19182.428	882.6091	595	ZC3H4	SAE1	ZC3H4	595	1
2_MACS_peak_2602_lociStitched	chr1	211686849	211704237	2	14409	22807.8396	4508.7084	596		RD3,SLC30A1	RD3	596	1
2_MACS_peak_6018_lociStitched	chr11	132218455	132231679	2	9793	20784.1608	2487.4344	597			NTM	597	1
1_MACS_peak_18589_lociStitched	chr22	23517341	23526269	1	8929	20530.8288	2235.5712	598	BCR	RAB36,RTDR1	BCR	598	1
2_MACS_peak_2897_lociStitched	chr1	234652059	234661689	2	9629	21274.596	2999.745	599		TARBP1	TARBP1	599	1
2_MACS_peak_24961_lociStitched	chr6	37271873	37287153	2	11244	21026.808	2773.32	600	TBC1D22B	RNF8,TMEM217	RNF8	600	1
2_MACS_peak_1855_lociStitched	chr1	157141866	157153472	2	11308	21615.0144	3375.0248	601		CYCSP52,ETV3	ETV3	601	1
3_MACS_peak_7127_lociStitched	chr12	92754327	92770471	3	10880	21247.1184	3025.3856	602		CLLU1	CLLU1	602	1
2_MACS_peak_26695_lociStitched	chr7	47700414	47713163	2	6985	20714.5752	2524.302	603	C7orf65		C7orf65	603	1
2_MACS_peak_10218_lociStitched	chr15	101737724	101751622	2	9512	20493.9908	2309.8476	604	CHSY1		CHSY1	604	1
2_MACS_peak_11978_lociStitched	chr17	37924903	37938900	2	13419	21191.458	3014.9538	605	IKZF3	GRB7,C17orf37	GRB7	605	1
1_MACS_peak_27130_lociStitched	chr7	99814455	99821012	1	6558	19698.5394	1533.0266	606	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	606	1
1_MACS_peak_15036_lociStitched	chr2	33716545	33724823	1	8279	20002.9592	1840.1994	607	RASGRP3	RASGRP3	RASGRP3	607	1
3_MACS_peak_14039_lociStitched	chr19	19050239	19062954	3	11734	20557.612	2396.7775	608	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	608	1
1_MACS_peak_19024_lociStitched	chr22	44419032	44424093	1	5062	19344.6603	1203.5058	609	PARVB		PARVB	609	1
1_MACS_peak_12729_lociStitched	chr17	76884247	76889447	1	5201	19509.88	1372.28	610	TIMP2	USP36	TIMP2	610	1
2_MACS_peak_2165_lociStitched	chr1	179846045	179853930	2	5417	20351.9735	2281.1305	611	TOR1AIP1,TOR1AIP2		TOR1AIP1	611	1
2_MACS_peak_21821_lociStitched	chr4	78735636	78749865	2	10624	20767.2255	2754.7344	612	CNOT6L	MRPL1	CNOT6L	612	1
3_MACS_peak_14469_lociStitched	chr19	48822853	48837907	3	12565	22002.9264	4014.9018	613	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	613	1
2_MACS_peak_4521_lociStitched	chr11	2479456	2489888	2	8384	19563.1296	1581.4912	614	KCNQ1	TRPM5	KCNQ1	614	1
1_MACS_peak_3608_lociStitched	chr10	63656317	63665515	1	9199	19954.1412	2000.565	615	ARID5B		ARID5B	615	1
3_MACS_peak_12210_lociStitched	chr17	46579021	46596281	3	16465	21041.666	3092.992	616		HOXB1,HOXB2	HOXB1	616	1
2_MACS_peak_17570_lociStitched	chr20	32988790	33005684	2	13115	21007.689	3061.1928	617	ITCH	MIR644	ITCH	617	1
3_MACS_peak_12191_lociStitched	chr17	46124028	46135179	3	8502	19845.4347	1924.6626	618	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	618	1
3_MACS_peak_30517_lociStitched	chrX	10074433	10091276	3	12964	19667.5711	1765.1464	619	WWC3	CLCN4	CLCN4	619	1
3_MACS_peak_20674_lociStitched	chr3	156381298	156406306	3	17242	24062.6976	6171.9744	620	TIPARP,LOC100287227		LOC100287227	620	1
6_MACS_peak_6813_lociStitched	chr12	57093445	57120051	6	17434	22561.888	4706.6014	621	NACA	HSD17B6,PTGES3,PRIM1	NACA	621	1
3_MACS_peak_6151_lociStitched	chr12	7022868	7038709	3	12531	20897.4472	3047.8084	622	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	622	1
4_MACS_peak_15457_lociStitched	chr2	68941121	68965786	4	15762	22134.371	4308.9755	623	ARHGAP25	ARHGAP25	ARHGAP25	623	1
2_MACS_peak_1931_lociStitched	chr1	161028664	161042534	2	8544	21436.085	3621.457	624	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	624	1
2_MACS_peak_31128_lociStitched	chrX	106915524	106929278	2	10063	19335.3732	1523.9432	625		PRPS1,TSC22D3	TSC22D3	625	1
4_MACS_peak_11494_lociStitched	chr17	7136467	7156650	4	11276	21349.5774	3580.4642	626	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	626	1
5_MACS_peak_5451_lociStitched	chr11	77146723	77171554	5	16913	22089.6576	4360.3236	627	PAK1		PAK1	627	1
1_MACS_peak_245_lociStitched	chr1	16991290	16995029	1	3740	19576.2823	1852.6745	628		MST1P2,CROCCP2	MST1P2	628	1
3_MACS_peak_11560_lociStitched	chr17	9915343	9931131	3	12500	20196.0096	2491.3464	629	GAS7		GAS7	629	1
3_MACS_peak_14520_lociStitched	chr19	50166252	50182518	3	9507	20459.3748	2771.7264	630	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	630	1
1_MACS_peak_19280_lociStitched	chr3	14160944	14168140	1	7197	19487.4876	1806.9156	631	TMEM43,CHCHD4		CHCHD4	631	1
3_MACS_peak_22915_lociStitched	chr5	37797269	37813662	3	11073	19851.923	2172.0725	632	GDNF		GDNF	632	1
4_MACS_peak_14248_lociStitched	chr19	39920239	39940152	4	14226	21131.6756	3456.8968	633	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	633	1
2_MACS_peak_15923_lociStitched	chr2	111804121	111821744	2	12585	20338.7043	2673.4091	634	ACOXL		BCL2L11	634	1
1_MACS_peak_12675_lociStitched	chr17	75203993	75210996	1	7004	19591.5928	1941.2316	635	SEC14L1		SEC14L1	635	1
1_MACS_peak_21847_lociStitched	chr4	82389635	82395700	1	6066	19173.891	1546.575	636	RASGEF1B		RASGEF1B	636	1
2_MACS_peak_22694_lociStitched	chr5	1334958	1346302	2	9988	19947.2896	2336.864	637	CLPTM1L	TERT	CLPTM1L	637	1
5_MACS_peak_4390_lociStitched	chr10	126406444	126433934	5	16231	21343.236	3735.891	638	FAM53B	METTL10	FAM53B	638	1
3_MACS_peak_20789_lociStitched	chr3	169480637	169492406	3	7302	20646.3567	3059.94	639	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	639	1
3_MACS_peak_1769_lociStitched	chr1	154942139	154957757	3	10011	22101.0318	4530.7818	640	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	640	1
3_MACS_peak_15436_lociStitched	chr2	67686274	67706091	3	13053	20413.4917	2845.7212	641			ETAA1	641	1
2_MACS_peak_247_lociStitched	chr1	17065541	17075538	2	4345	21012.6943	3446.9656	642		ESPNP,MST1P9	MST1P9	642	1
1_MACS_peak_17806_lociStitched	chr20	46386021	46392983	1	6963	19180.31	1627.0194	643	SULF2		SULF2	643	1
2_MACS_peak_6408_lociStitched	chr12	27329829	27345981	2	12815	20115.7008	2563.3224	644			STK38L	644	1
4_MACS_peak_10715_lociStitched	chr16	29740414	29766729	4	11690	21601.9835	4073.562	645	C16orf54	QPRT,ZG16,KIF22	C16orf54	645	1
3_MACS_peak_27045_lociStitched	chr7	92346593	92369914	3	16211	21630.2275	4106.8281	646	CDK6		CDK6	646	1
1_MACS_peak_2746_lociStitched	chr1	224808651	224814901	1	6251	19139.375	1640.625	647	CNIH3		CNIH3	647	1
2_MACS_peak_13952_lociStitched	chr19	16474923	16484669	2	9135	19400.3876	1933.6064	648	EPS15L1	KLF2	KLF2	648	1
2_MACS_peak_6589_lociStitched	chr12	46908499	46919797	2	10725	19781.6682	2330.7774	649			SLC38A2	649	1
2_MACS_peak_20256_lociStitched	chr3	119348956	119363066	2	9669	20164.601	2717.586	650	POPDC2	PLA1A,COX17	POPDC2	650	1
2_MACS_peak_11405_lociStitched	chr17	3459429	3467029	2	5304	18679.28	1235.0	651	TRPV3	TRPV1	TRPV3	651	1
1_MACS_peak_2993_lociStitched	chr1	245132265	245136213	1	3949	18503.4864	1078.9884	652	EFCAB2		EFCAB2	652	1
5_MACS_peak_10720_lociStitched	chr16	29815513	29833618	5	12443	20565.4695	3152.0805	653	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	653	1
3_MACS_peak_23025_lociStitched	chr5	55272566	55292086	3	14214	21052.32	3640.48	654	IL6ST		IL6ST	654	1
1_MACS_peak_30041_lociStitched	chr9	117125745	117137121	1	11377	19675.9296	2294.5392	655	AKNA	ORM1,ORM2	AKNA	655	1
2_MACS_peak_20747_lociStitched	chr3	161486157	161500113	2	8837	20522.298	3155.4516	656			OTOL1	656	1
2_MACS_peak_1846_lociStitched	chr1	156709146	156722896	2	10486	21133.75	3770.25	657	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	657	1
2_MACS_peak_2951_lociStitched	chr1	240074074	240082818	2	8042	19720.3432	2381.8656	658			RPS7P5	658	1
5_MACS_peak_24870_lociStitched	chr6	33536765	33561542	5	12210	21838.4478	4514.3694	659	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	659	1
3_MACS_peak_18100_lociStitched	chr21	19151690	19168433	3	14159	20685.9765	3372.0402	660	C21orf91		C21orf91	660	1
5_MACS_peak_1475_lociStitched	chr1	120610561	120637085	5	17953	25468.3448	8158.7824	661	NOTCH2		NOTCH2	661	1
1_MACS_peak_27052_lociStitched	chr7	92437095	92445975	1	8881	19279.368	1975.8	662	CDK6		CDK6	662	1
2_MACS_peak_1547_lociStitched	chr1	145394867	145403430	2	7683	19783.0989	2486.6952	663		HFE2,TXNIP	HFE2	663	1
3_MACS_peak_9529_lociStitched	chr15	52959306	52977226	3	11768	20375.04	3082.24	664	KIAA1370		KIAA1370	664	1
2_MACS_peak_14494_lociStitched	chr19	49369322	49380649	2	7011	19616.0986	2333.362	665	PPP1R15A,PLEKHA4	NUCB1,HSD17B14,TULP2	PPP1R15A	665	1
3_MACS_peak_1936_lociStitched	chr1	161122807	161137440	3	7822	21842.6791	4566.9593	666	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	666	1
2_MACS_peak_4018_lociStitched	chr10	94868662	94886689	2	14691	20210.0697	2943.8091	667		CYP26C1,CYP26A1	CYP26A1	667	1
4_MACS_peak_31378_lociStitched	chrX	153234139	153252801	4	10796	18964.3244	1735.566	668	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	668	1
2_MACS_peak_5938_lociStitched	chr11	126333305	126340755	2	7298	18761.335	1533.955	669	KIRREL3		ST3GAL4	669	1
2_MACS_peak_4549_lociStitched	chr11	3525265	3536383	2	11096	19418.6988	2195.805	670			TRPC2	670	1
3_MACS_peak_3472_lociStitched	chr10	45454062	45475428	3	12687	20917.314	3702.7278	671	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	671	1
3_MACS_peak_14524_lociStitched	chr19	50311672	50322560	3	9145	19362.1304	2161.268	672	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	672	1
3_MACS_peak_14778_lociStitched	chr2	10536122	10553427	3	8595	19956.126	2758.417	673	HPCAL1	SNORA80B,ODC1	SNORA80B	673	1
2_MACS_peak_5881_lociStitched	chr11	122930970	122942387	2	7933	19091.5074	1900.9305	674	HSPA8	LOC341056	HSPA8	674	1
2_MACS_peak_20423_lociStitched	chr3	129890212	129900774	2	9573	19398.1692	2244.425	675		COL6A4P2	COL6A4P2	675	1
2_MACS_peak_15215_lociStitched	chr2	46788207	46804622	2	16402	20167.469	3056.473	676	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	676	1
3_MACS_peak_19640_lociStitched	chr3	46389504	46411896	3	12242	21348.5328	4243.284	677	CCR2,CCR5	CCRL2	CCR2	677	1
4_MACS_peak_8889_lociStitched	chr14	93033542	93054248	4	13110	19275.2154	2178.2712	678	RIN3		RIN3	678	1
2_MACS_peak_13846_lociStitched	chr19	12713471	12726041	2	7727	19478.472	2390.814	679	ZNF791,ZNF490		ZNF490	679	1
2_MACS_peak_31130_lociStitched	chrX	106952960	106962598	2	9174	17981.6166	903.0806	680	TSC22D3		TSC22D3	680	1
3_MACS_peak_1916_lociStitched	chr1	160633567	160654473	3	10384	22938.0632	5866.2236	681	CD48	SLAMF1	SLAMF1	681	1
2_MACS_peak_5471_lociStitched	chr11	78161636	78178282	2	10910	19955.2248	2886.4164	682	NARS2	GAB2	GAB2	682	1
1_MACS_peak_9840_lociStitched	chr15	75299192	75306791	1	7600	18672.2628	1606.4286	683	SCAMP5	PPCDC,RPP25	PPCDC	683	1
2_MACS_peak_7251_lociStitched	chr12	102129573	102140434	2	8085	19107.7573	2045.1263	684	SYCP3,GNPTAB	CHPT1	SYCP3	684	1
2_MACS_peak_18491_lociStitched	chr22	19405587	19421204	2	9674	20120.9428	3078.1107	685	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	685	1
1_MACS_peak_24184_lociStitched	chr5	173168480	173174621	1	6142	18536.6085	1494.1053	686			BOD1	686	1
4_MACS_peak_25821_lociStitched	chr6	135322821	135343803	4	13388	20707.1358	3673.9482	687	HBS1L	MIR3662,HBS1L	MIR3662	687	1
3_MACS_peak_12249_lociStitched	chr17	48225056	48250019	3	14954	21203.5722	4173.8136	688	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	688	1
3_MACS_peak_27569_lociStitched	chr7	136031524	136046771	3	13932	20722.1977	3706.5457	689			LUZP6	689	1
2_MACS_peak_9819_lociStitched	chr15	74831590	74846153	2	11119	19759.0784	2756.7759	690	ARID3B		ARID3B	690	1
2_MACS_peak_11103_lociStitched	chr16	70460450	70474251	2	10475	19308.9791	2330.9889	691	ST3GAL2	FUK	ST3GAL2	691	1
4_MACS_peak_27525_lociStitched	chr7	130902627	130918024	4	12991	20507.2643	3535.1512	692	MKLN1		MKLN1	692	1
7_MACS_peak_11010_lociStitched	chr16	67184180	67218626	7	14750	22779.1398	5821.374	693	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	693	1
6_MACS_peak_5150_lociStitched	chr11	63992679	64019707	6	13430	21444.0152	4489.3508	694	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	694	1
1_MACS_peak_5718_lociStitched	chr11	111279565	111294465	1	14901	20208.87	3263.1	695		POU2AF1	POU2AF1	695	1
2_MACS_peak_13344_lociStitched	chr18	56751181	56762681	2	7706	18993.4	2063.1	696		LOC390858,SEC11C	SEC11C	696	1
2_MACS_peak_5773_lociStitched	chr11	115794580	115812171	2	12735	19842.648	2939.4561	697			LOC283143	697	1
2_MACS_peak_26713_lociStitched	chr7	50343301	50358055	2	14129	19400.0346	2509.6554	698	IKZF1		IKZF1	698	1
4_MACS_peak_363_lociStitched	chr1	25346587	25364655	4	11870	19513.44	2627.0872	699			RUNX3	699	1
4_MACS_peak_18862_lociStitched	chr22	38700338	38715181	4	13555	19689.2395	2814.2328	700	CSNK1E	TMEM184B	CSNK1E	700	1
2_MACS_peak_10768_lociStitched	chr16	30661065	30673286	2	8057	19274.9612	2401.4265	701	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	701	1
2_MACS_peak_27556_lociStitched	chr7	134842572	134857493	2	9472	20681.9981	3825.7444	702	TMEM140,C7orf49	WDR91	C7orf49	702	1
2_MACS_peak_1512_lociStitched	chr1	143948332	143962158	2	10251	20813.6604	3974.975	703	SRGAP2P2	FAM72D	SRGAP2P2	703	1
2_MACS_peak_27260_lociStitched	chr7	105982638	105991822	2	9132	19171.6	2340.0832	704			NAMPT	704	1
1_MACS_peak_23878_lociStitched	chr5	142774857	142785981	1	11125	18652.7232	1827.6732	705	NR3C1		NR3C1	705	1
3_MACS_peak_19922_lociStitched	chr3	69128440	69146189	3	16433	19868.2306	3065.2523	706	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	706	1
5_MACS_peak_25618_lociStitched	chr6	113946389	113969247	5	15327	20457.91	3668.709	707			MARCKS	707	1
3_MACS_peak_12377_lociStitched	chr17	56692721	56710440	3	12084	20116.3807	3329.4001	708	TEX14		TEX14	708	1
5_MACS_peak_30099_lociStitched	chr9	123687793	123707870	5	15029	20087.0385	3302.6665	709	TRAF1	PHF19,TRAF1	TRAF1	709	1
3_MACS_peak_15862_lociStitched	chr2	109220989	109239028	3	14703	20050.3485	3275.8824	710	LIMS1	LIMS1	LIMS1	710	1
2_MACS_peak_29747_lociStitched	chr9	93731909	93742567	2	8171	18757.0142	2031.4148	711			LOC100129316	711	1
2_MACS_peak_5127_lociStitched	chr11	62597920	62610645	2	7497	19249.1075	2534.82	712	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	712	1
3_MACS_peak_30235_lociStitched	chr9	130828573	130845608	3	13944	20166.033	3463.2155	713	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	713	1
1_MACS_peak_27476_lociStitched	chr7	128144681	128150273	1	5593	18456.396	1755.888	714		C7orf68,METTL2B	METTL2B	714	1
2_MACS_peak_2120_lociStitched	chr1	174957537	174970608	2	6819	20339.7831	3644.1948	715	CACYBP	MRPS14	CACYBP	715	1
2_MACS_peak_12273_lociStitched	chr17	48942060	48951189	2	7189	18332.8578	1638.6555	716		WFIKKN2,TOB1	TOB1	716	1
1_MACS_peak_28988_lociStitched	chr8	134244106	134249204	1	5099	17884.2938	1199.0496	717		WISP1	WISP1	717	1
4_MACS_peak_23975_lociStitched	chr5	150590255	150619085	4	15760	21856.023	5174.985	718	CCDC69	GM2A	CCDC69	718	1
1_MACS_peak_1185_lociStitched	chr1	87792889	87803269	1	10381	18351.84	1677.408	719	LMO4		LMO4	719	1
1_MACS_peak_11110_lociStitched	chr16	70769266	70775048	1	5783	17883.1478	1226.3622	720	VAC14	LOC100130894,MTSS1L	LOC100130894	720	1
2_MACS_peak_18317_lociStitched	chr21	41295047	41310065	2	12892	20998.1676	4359.7254	721	PCP4		PCP4	721	1
2_MACS_peak_30158_lociStitched	chr9	127622846	127636206	2	8799	19142.208	2525.04	722	ARPC5L,RPL35	WDR38	ARPC5L	722	1
3_MACS_peak_6120_lociStitched	chr12	6464735	6478338	3	9331	19161.1858	2545.1213	723	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	723	1
2_MACS_peak_28899_lociStitched	chr8	126647862	126661696	2	11117	19537.7582	2935.5748	724			TRIB1	724	1
3_MACS_peak_26656_lociStitched	chr7	45024666	45042522	3	12346	19643.3856	3051.5904	725	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	725	1
1_MACS_peak_28114_lociStitched	chr8	29203760	29210693	1	6934	17965.4829	1375.5072	726	DUSP4		DUSP4	726	1
2_MACS_peak_1103_lociStitched	chr1	75595551	75611075	2	14987	18965.6708	2382.934	727	LHX8		LHX8	727	1
2_MACS_peak_24407_lociStitched	chr6	6798435	6812577	2	10730	19431.108	2866.5834	728			LY86-AS1	728	1
3_MACS_peak_17904_lociStitched	chr20	52336856	52358688	3	12640	20102.9056	3547.7	729			SUMO1P1	729	1
2_MACS_peak_21223_lociStitched	chr4	2413219	2421954	2	6700	18265.7585	1714.6805	730	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	730	1
1_MACS_peak_26544_lociStitched	chr7	35763109	35772065	1	8957	18785.21	2261.39	731		HERPUD2	HERPUD2	731	1
1_MACS_peak_2402_lociStitched	chr1	202127244	202130995	1	3752	17897.5214	1380.7431	732	PTPN7	GPR37L1,PTPRVP,LGR6,ARL8A	PTPN7	732	1
2_MACS_peak_15926_lociStitched	chr2	111874347	111881935	2	6907	17879.6044	1366.5988	733	ACOXL,BCL2L11		BCL2L11	733	1
3_MACS_peak_2242_lociStitched	chr1	184710684	184725729	3	10548	20736.5235	4248.708	734	EDEM3		EDEM3	734	1
2_MACS_peak_23330_lociStitched	chr5	86408142	86419958	2	11807	18678.7328	2204.8656	735	MIR4280		MIR4280	735	1
1_MACS_peak_11985_lociStitched	chr17	38015847	38025092	1	9246	18440.077	1983.977	736	ZPBP2,IKZF3	GSDMB	IKZF3	736	1
3_MACS_peak_9039_lociStitched	chr14	105946905	105958458	3	10985	17884.044	1433.7273	737	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	737	1
1_MACS_peak_1919_lociStitched	chr1	160675884	160685445	1	9562	19884.9678	3443.8722	738	CD48	SLAMF7	CD48	738	1
1_MACS_peak_21705_lociStitched	chr4	69434542	69444001	1	9460	18274.788	1835.046	739		UGT2B15,UGT2B17	UGT2B17	739	1
5_MACS_peak_23883_lociStitched	chr5	142952477	142975289	5	15099	20291.274	3852.9468	740			NR3C1	740	1
1_MACS_peak_22024_lociStitched	chr4	103746126	103751257	1	5132	17871.7861	1434.6276	741	UBE2D3	CISD2	UBE2D3	741	1
2_MACS_peak_11755_lociStitched	chr17	27045981	27056727	2	7914	18752.8446	2327.5836	742	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	742	1
2_MACS_peak_29553_lociStitched	chr9	71251159	71269872	2	13331	19843.2652	3431.9642	743			PIP5K1B	743	1
3_MACS_peak_21737_lociStitched	chr4	74454061	74475376	3	10484	20283.354	3892.119	744	RASSF6		RASSF6	744	1
1_MACS_peak_1511_lociStitched	chr1	143911717	143920309	1	8593	19260.6864	2877.4608	745	SRGAP2P2,FAM72D		SRGAP2P2	745	1
1_MACS_peak_2303_lociStitched	chr1	192538207	192551399	1	13193	20405.3856	4067.0936	746	RGS1		RGS1	746	1
1_MACS_peak_2671_lociStitched	chr1	218335805	218340256	1	4452	17574.7735	1236.4878	747			RRP15	747	1
3_MACS_peak_24159_lociStitched	chr5	171601095	171616061	3	11513	19436.3442	3112.928	748	STK10	EFCAB9	STK10	748	1
2_MACS_peak_3949_lociStitched	chr10	90143385	90152771	2	9079	18240.7524	1918.4984	749	RNLS		RNLS	749	1
