REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_22304_lociStitched	chr4	144272625	144283578	1	10954	26738.4636	2363.6574	504	GAB1		GAB1	GAB1	0.3131	504	1
3_MACS_peak_24646_lociStitched	chr6	26020066	26035155	3	12270	22915.6643	2664.7174	505	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.9951000000000001	505	1
2_MACS_peak_2383_lociStitched	chr1	200985758	200997271	2	11435	26091.9119	3147.6542	506	KIF21B		KIF21B	KIF21B	0.337	506	1
2_MACS_peak_2381_lociStitched	chr1	200850668	200865559	2	11776	25658.6821	3791.2486	507	C1orf106	GPR25	C1orf106	C1orf106	0.5867	507	1
1_MACS_peak_2303_lociStitched	chr1	192538207	192551399	1	13193	20405.3856	4067.0936	508	RGS1		RGS1	RGS1	1.0908	508	1
1_MACS_peak_2810_lociStitched	chr1	228268630	228279933	1	11304	26593.6984	3310.6487	509	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.0554999999999999	509	1
2_MACS_peak_11416_lociStitched	chr17	3813072	3822847	2	9580	29648.5525	2167.1175	511	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	1.008	511	1
4_MACS_peak_27525_lociStitched	chr7	130902627	130918024	4	12991	20507.2643	3535.1512	512	MKLN1		MKLN1	MKLN1	0.08909999999999998	512	1
2_MACS_peak_29040_lociStitched	chr8	142126105	142141078	2	10633	27476.9523	2614.2858	513	DENND3		DENND3	DENND3	0.14150000000000001	513	1
2_MACS_peak_6408_lociStitched	chr12	27329829	27345981	2	12815	20115.7008	2563.3224	515			STK38L	STK38L	NONE	515	1
2_MACS_peak_27927_lociStitched	chr8	12441001	12459773	2	12546	23183.42	4736.1756	517			MIR3926-2	MIR3926-2	NONE	517	1
1_MACS_peak_18285_lociStitched	chr21	37905104	37916945	1	11842	24107.0919	3120.1035	519	CLDN14		CLDN14	CLDN14	0.24380000000000002	519	1
3_MACS_peak_5977_lociStitched	chr11	129233395	129250166	3	11824	24478.9516	3501.7848	520	BARX2		BARX2	BARX2	0.44599999999999995	520	1
4_MACS_peak_24694_lociStitched	chr6	27098375	27123542	4	12131	24308.8053	4499.8596	522	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2BK	HIST1H2BK	0.7535	522	1
2_MACS_peak_18317_lociStitched	chr21	41295047	41310065	2	12892	20998.1676	4359.7254	524	PCP4		PCP4	PCP4	0.1375	524	1
2_MACS_peak_2531_lociStitched	chr1	207092384	207107165	2	10299	29520.6132	4323.4425	525	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	0.7939	525	1
1_MACS_peak_5070_lociStitched	chr11	60601855	60613441	1	11587	24367.6752	2786.433	526	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.0399999999999998	526	1
3_MACS_peak_13249_lociStitched	chr18	48677207	48697183	3	12090	23182.148	3341.9848	527		MEX3C	MEX3C	MEX3C	0.3216	527	1
3_MACS_peak_14469_lociStitched	chr19	48822853	48837907	3	12565	22002.9264	4014.9018	528	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	EMP3	1.1749	528	1
2_MACS_peak_25523_lociStitched	chr6	106585119	106598252	2	12079	22327.4133	2656.8059	530		PRDM1	PRDM1	PRDM1	1.4431	530	1
2_MACS_peak_15923_lociStitched	chr2	111804121	111821744	2	12585	20338.7043	2673.4091	531	ACOXL		BCL2L11	BCL2L11	NONE	531	1
3_MACS_peak_3472_lociStitched	chr10	45454062	45475428	3	12687	20917.314	3702.7278	532	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	RASSF4	0.38989999999999997	532	1
3_MACS_peak_6151_lociStitched	chr12	7022868	7038709	3	12531	20897.4472	3047.8084	533	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	1.9144999999999999	533	1
2_MACS_peak_5773_lociStitched	chr11	115794580	115812171	2	12735	19842.648	2939.4561	534			LOC283143	LOC283143	NONE	534	1
3_MACS_peak_458_lociStitched	chr1	28558374	28577530	3	11407	25577.0912	3865.6808	535	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.3527	535	1
3_MACS_peak_11560_lociStitched	chr17	9915343	9931131	3	12500	20196.0096	2491.3464	536	GAS7		GAS7	GAS7	0.08829999999999999	536	1
2_MACS_peak_14297_lociStitched	chr19	41801343	41817224	2	10483	27372.4916	3295.3075	538	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	0.6259	538	1
2_MACS_peak_13707_lociStitched	chr19	7398800	7411334	2	10616	26850.3348	3148.5408	539		ARHGEF18	ARHGEF18	NONE	NONE	539	1
1_MACS_peak_25525_lociStitched	chr6	106607260	106617840	1	10581	26379.114	2676.74	541			PRDM1	PRDM1	1.4431	541	1
3_MACS_peak_17904_lociStitched	chr20	52336856	52358688	3	12640	20102.9056	3547.7	543			SUMO1P1	SUMO1P1	0.42479999999999996	543	1
5_MACS_peak_10720_lociStitched	chr16	29815513	29833618	5	12443	20565.4695	3152.0805	544	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	0.7653	544	1
3_MACS_peak_579_lociStitched	chr1	36613986	36627761	3	10538	26109.135	2553.885	546	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.41400000000000003	546	1
1_MACS_peak_25078_lociStitched	chr6	45386600	45396284	1	9685	27280.7964	1680.174	547	RUNX2	SUPT3H	RUNX2	RUNX2	0.13030000000000003	547	1
2_MACS_peak_2629_lociStitched	chr1	212778226	212789118	2	9370	29285.3204	3081.3468	548	ATF3	FAM71A	ATF3	ATF3	0.5561	548	1
2_MACS_peak_5468_lociStitched	chr11	78127005	78140189	2	12675	18437.824	2593.2928	550	GAB2		GAB2	GAB2	0.01970000000000001	550	1
2_MACS_peak_7592_lociStitched	chr12	125397954	125413230	2	10825	24553.1148	2022.5424	551	UBC	SCARB1	UBC	UBC	1.2107	551	1
3_MACS_peak_18893_lociStitched	chr22	39458908	39474319	3	12607	18913.9203	3096.0699	554	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.5536	554	1
3_MACS_peak_21113_lociStitched	chr3	194021053	194034231	3	10676	26301.9702	3554.1066	555	LOC100131551	CPN2	LOC100131551	LOC100131551	1.0811000000000002	555	1
5_MACS_peak_24870_lociStitched	chr6	33536765	33561542	5	12210	21838.4478	4514.3694	560	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.7994	560	1
3_MACS_peak_19640_lociStitched	chr3	46389504	46411896	3	12242	21348.5328	4243.284	562	CCR2,CCR5	CCRL2	CCR2	CCR2	0.8887	562	1
3_MACS_peak_26656_lociStitched	chr7	45024666	45042522	3	12346	19643.3856	3051.5904	563	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.20110000000000003	563	1
2_MACS_peak_16688_lociStitched	chr2	201310393	201322900	2	12350	18621.6723	2336.3076	566	SPATS2L		KCTD18	KCTD18	NONE	566	1
3_MACS_peak_24710_lociStitched	chr6	27790975	27808094	3	9597	27840.6297	2887.9753	570	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.3904999999999998	570	1
5_MACS_peak_30325_lociStitched	chr9	134594771	134616430	5	12468	18981.9476	3339.8178	571	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.19129999999999997	571	1
2_MACS_peak_16608_lociStitched	chr2	192529850	192546066	2	10823	24500.7544	2930.2312	572	OBFC2A		OBFC2A	OBFC2A	0.9379	572	1
3_MACS_peak_23051_lociStitched	chr5	55953627	55970010	3	12365	18439.0665	2673.7056	575			MAP3K1	MAP3K1	NONE	575	1
2_MACS_peak_12513_lociStitched	chr17	66229832	66245320	2	9623	27517.5296	2984.5376	576	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.5343	576	1
2_MACS_peak_5196_lociStitched	chr11	65236057	65246513	2	9824	26164.0488	2115.2488	577		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	4.9967	577	1
3_MACS_peak_12377_lociStitched	chr17	56692721	56710440	3	12084	20116.3807	3329.4001	579	TEX14		TEX14	TEX14	0.12730000000000002	579	1
3_MACS_peak_14039_lociStitched	chr19	19050239	19062954	3	11734	20557.612	2396.7775	580	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.2247	580	1
2_MACS_peak_4363_lociStitched	chr10	125151302	125163933	2	10388	24881.8069	2436.5199	581			BUB3	BUB3	NONE	581	1
2_MACS_peak_2445_lociStitched	chr1	203722010	203736553	2	9884	27140.1466	3685.1962	584	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	0.8627999999999999	584	1
1_MACS_peak_25560_lociStitched	chr6	108986263	108997559	1	11297	21268.1088	2080.7232	585	FOXO3		NCRNA00222	NCRNA00222	NONE	585	1
3_MACS_peak_294_lociStitched	chr1	22105895	22125055	3	10278	25272.04	2971.716	587	USP48	LDLRAD2	USP48	USP48	0.0943	587	1
4_MACS_peak_363_lociStitched	chr1	25346587	25364655	4	11870	19513.44	2627.0872	589			RUNX3	RUNX3	NONE	589	1
3_MACS_peak_9529_lociStitched	chr15	52959306	52977226	3	11768	20375.04	3082.24	590	KIAA1370		KIAA1370	KIAA1370	0.13269999999999998	590	1
3_MACS_peak_30717_lociStitched	chrX	39953161	39969516	3	12196	16477.6625	1128.495	592	BCOR		BCOR	BCOR	0.23090000000000002	592	1
4_MACS_peak_10715_lociStitched	chr16	29740414	29766729	4	11690	21601.9835	4073.562	593	C16orf54	QPRT,ZG16,KIF22	C16orf54	C16orf54	0.5673	593	1
2_MACS_peak_11705_lociStitched	chr17	20204628	20221973	2	12225	17917.385	2766.5275	594	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.013399999999999995	594	1
2_MACS_peak_30294_lociStitched	chr9	132646077	132657948	2	8967	27756.7722	2463.2325	596	FNBP1	USP20,C9orf78	USP20	USP20	0.18939999999999999	596	1
3_MACS_peak_30298_lociStitched	chr9	132767677	132786344	3	12122	18202.1917	2630.1803	598	FNBP1	GPR107	FNBP1	FNBP1	0.2833	598	1
2_MACS_peak_1772_lociStitched	chr1	154966289	154979842	2	10626	24314.082	3294.7343	600	LENEP,ZBTB7B	CKS1B,MIR4258,FLAD1,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.7122	600	1
3_MACS_peak_25254_lociStitched	chr6	74220361	74234421	3	10929	23113.234	3067.892	601	EEF1A1	MTO1	EEF1A1	EEF1A1	1.3092000000000001	601	1
1_MACS_peak_28069_lociStitched	chr8	26427886	26437511	1	9626	25986.5375	2322.5125	602	DPYSL2		DPYSL2	DPYSL2	0.1451	602	1
2_MACS_peak_27553_lociStitched	chr7	134670363	134683165	2	10320	25298.0322	3662.6522	604	AGBL3		AGBL3	AGBL3	0.088	604	1
2_MACS_peak_23330_lociStitched	chr5	86408142	86419958	2	11807	18678.7328	2204.8656	605	MIR4280		MIR4280	MIR4280	0.5641	605	1
1_MACS_peak_26360_lociStitched	chr7	20254147	20264481	1	10335	24121.6228	2548.3644	607	MACC1		MACC1	MACC1	0.31289999999999996	607	1
2_MACS_peak_28998_lociStitched	chr8	134576729	134586335	2	9376	26120.6352	2099.8716	609	ST3GAL1		ST3GAL1	ST3GAL1	0.37910000000000005	609	1
4_MACS_peak_11533_lociStitched	chr17	8053464	8067843	4	10670	22977.642	2520.6387	611	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	0.8692000000000001	611	1
1_MACS_peak_16458_lociStitched	chr2	175454752	175464465	1	9714	25372.2986	2284.4976	612	WIPF1		WIPF1	WIPF1	0.2646	612	1
2_MACS_peak_20343_lociStitched	chr3	125551844	125562657	2	10385	23753.9984	2483.7461	613		MIR548I1	MIR548I1	NONE	NONE	613	1
2_MACS_peak_1855_lociStitched	chr1	157141866	157153472	2	11308	21615.0144	3375.0248	614		CYCSP52,ETV3	ETV3	ETV3	0.7089000000000001	614	1
2_MACS_peak_24961_lociStitched	chr6	37271873	37287153	2	11244	21026.808	2773.32	615	TBC1D22B	RNF8,TMEM217	RNF8	TMEM217	0.0421	615	1
3_MACS_peak_11715_lociStitched	chr17	20936264	20955966	3	10370	24199.9666	3089.2736	616	USP22		USP22	USP22	0.36910000000000004	616	1
6_MACS_peak_4058_lociStitched	chr10	99159126	99187416	6	11860	19890.699	4382.121	620	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	RRP12	0.0972	620	1
1_MACS_peak_30041_lociStitched	chr9	117125745	117137121	1	11377	19675.9296	2294.5392	621	AKNA	ORM1,ORM2	AKNA	AKNA	0.5898	621	1
4_MACS_peak_11494_lociStitched	chr17	7136467	7156650	4	11276	21349.5774	3580.4642	622	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	0.6583	622	1
1_MACS_peak_2221_lociStitched	chr1	183807379	183816449	1	9071	26794.594	2783.583	625	RGL1		APOBEC4	APOBEC4	NONE	625	1
3_MACS_peak_11391_lociStitched	chr17	2294197	2305903	3	10105	23024.5314	1808.577	629	MNT	LOC284009	MNT	MNT	0.7765	629	1
3_MACS_peak_13937_lociStitched	chr19	16180343	16198210	3	9476	26071.5264	3208.9132	630	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.1857	630	1
1_MACS_peak_13940_lociStitched	chr19	16221449	16232442	1	10994	20770.1742	2421.7579	632	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.1857	632	1
2_MACS_peak_2545_lociStitched	chr1	207994614	208006298	2	9739	25772.5672	3604.514	633	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.3716000000000002	633	1
3_MACS_peak_24159_lociStitched	chr5	171601095	171616061	3	11513	19436.3442	3112.928	634	STK10	EFCAB9	STK10	STK10	0.0877	634	1
3_MACS_peak_7886_lociStitched	chr13	46269237	46281451	3	11728	16666.003	1361.861	637	SPERT		SPERT	SPERT	0.691	637	1
3_MACS_peak_26095_lociStitched	chr6	160389092	160405195	3	11533	17826.021	1692.4253	638	IGF2R		IGF2R	IGF2R	0.1322	638	1
2_MACS_peak_8480_lociStitched	chr14	50465234	50476800	2	9669	23335.5616	1268.7902	640	C14orf182		C14orf182	C14orf182	0.6446	640	1
3_MACS_peak_22915_lociStitched	chr5	37797269	37813662	3	11073	19851.923	2172.0725	641	GDNF		GDNF	GDNF	0.3509	641	1
2_MACS_peak_25819_lociStitched	chr6	135190415	135204247	2	10167	23377.4632	2749.8016	643			ALDH8A1	ALDH8A1	NONE	643	1
2_MACS_peak_28120_lociStitched	chr8	29409501	29421062	2	10427	21945.0902	2164.2192	646			C8orf75	C8orf75	0.42869999999999997	646	1
3_MACS_peak_7127_lociStitched	chr12	92754327	92770471	3	10880	21247.1184	3025.3856	648		CLLU1	CLLU1	CLLU1	0.2628	648	1
5_MACS_peak_3452_lociStitched	chr10	43931288	43952186	5	11388	19368.2664	3120.0714	649	ZNF487P	HNRNPF	ZNF487P	HNRNPF	0.36619999999999997	649	1
2_MACS_peak_4549_lociStitched	chr11	3525265	3536383	2	11096	19418.6988	2195.805	652			TRPC2	TRPC2	NONE	652	1
3_MACS_peak_16277_lociStitched	chr2	157187920	157207882	3	9492	25493.4702	3287.7414	653	NR4A2		NR4A2	NR4A2	0.5967	653	1
1_MACS_peak_3231_lociStitched	chr10	15824443	15834978	1	10536	21201.6875	2056.432	655	FAM188A		ITGA8	ITGA8	NONE	655	1
2_MACS_peak_9819_lociStitched	chr15	74831590	74846153	2	11119	19759.0784	2756.7759	657	ARID3B		ARID3B	ARID3B	0.23779999999999998	657	1
1_MACS_peak_157_lociStitched	chr1	11622698	11632929	1	10232	21953.6798	1956.1672	661			FBXO44	FBXO44	NONE	661	1
2_MACS_peak_11444_lociStitched	chr17	4842043	4854727	2	10637	21118.86	2454.354	662	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.2325	662	1
1_MACS_peak_23878_lociStitched	chr5	142774857	142785981	1	11125	18652.7232	1827.6732	664	NR3C1		NR3C1	NR3C1	0.12090000000000001	664	1
1_MACS_peak_4890_lociStitched	chr11	35159461	35169563	1	10103	23263.8958	3010.396	665	CD44		CD44	CD44	0.3638	665	1
3_MACS_peak_10451_lociStitched	chr16	11390904	11408421	3	10475	22388.4777	3429.8286	667		C16orf75,SOCS1,TNP2,PRM3,PRM2,PRM1	PRM1	SOCS1	0.5862999999999999	667	1
2_MACS_peak_28899_lociStitched	chr8	126647862	126661696	2	11117	19537.7582	2935.5748	668			TRIB1	TRIB1	1.153	668	1
2_MACS_peak_22018_lociStitched	chr4	103532534	103543887	2	11289	18305.5772	2498.7953	671	NFKB1		NFKB1	NFKB1	0.18250000000000002	671	1
2_MACS_peak_5471_lociStitched	chr11	78161636	78178282	2	10910	19955.2248	2886.4164	674	NARS2	GAB2	GAB2	GAB2	0.01970000000000001	674	1
2_MACS_peak_21821_lociStitched	chr4	78735636	78749865	2	10624	20767.2255	2754.7344	677	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1113	677	1
2_MACS_peak_26444_lociStitched	chr7	25979786	25994652	2	10159	22147.3668	2675.88	680	MIR148A		MIR148A	MIR148A	1.8144	680	1
1_MACS_peak_9757_lociStitched	chr15	70386841	70396916	1	10076	21713.64	2016.0075	681	TLE3	MIR629	TLE3	TLE3	0.31229999999999997	681	1
4_MACS_peak_31378_lociStitched	chrX	153234139	153252801	4	10796	18964.3244	1735.566	682	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	0.7541	682	1
2_MACS_peak_6589_lociStitched	chr12	46908499	46919797	2	10725	19781.6682	2330.7774	683			SLC38A2	SLC38A2	0.4799	683	1
3_MACS_peak_9039_lociStitched	chr14	105946905	105958458	3	10985	17884.044	1433.7273	684	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	1.1193	684	1
2_MACS_peak_14358_lociStitched	chr19	44257283	44272108	2	10227	22022.5375	2881.98	685	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.22809999999999997	685	1
1_MACS_peak_6701_lociStitched	chr12	51711904	51723026	1	11123	18529.252	2743.7974	687	BIN2,CELA1	SMAGP	BIN2	BIN2	0.2759	687	1
3_MACS_peak_12821_lociStitched	chr17	80405647	80424144	3	9614	24120.088	3327.6103	688	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.22089999999999999	688	1
1_MACS_peak_30823_lociStitched	chrX	48768087	48779032	1	10946	17949.8	1741.3495	691	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	PIM2	1.0243	691	1
2_MACS_peak_4891_lociStitched	chr11	35183451	35196481	2	11116	18124.73	2641.181	692	CD44		CD44	CD44	0.3638	692	1
3_MACS_peak_3680_lociStitched	chr10	70973184	70990231	3	11034	18617.0287	2940.6075	695	HKDC1	SUPV3L1,HK1	HKDC1	SUPV3L1	0.28259999999999996	695	1
3_MACS_peak_21322_lociStitched	chr4	9599077	9611293	3	10129	21204.5328	2241.636	698		MIR548I2	MIR548I2	MIR548I2	0.02889999999999998	698	1
3_MACS_peak_27477_lociStitched	chr7	128162458	128178125	3	10305	21202.1511	2840.4271	699		METTL2B	METTL2B	METTL2B	0.4909	699	1
2_MACS_peak_2208_lociStitched	chr1	183438600	183451395	2	9792	23565.831	3647.8545	702	SMG7		SMG7	SMG7	0.1606	702	1
2_MACS_peak_24407_lociStitched	chr6	6798435	6812577	2	10730	19431.108	2866.5834	706			LY86-AS1	LY86-AS1	NONE	706	1
2_MACS_peak_1846_lociStitched	chr1	156709146	156722896	2	10486	21133.75	3770.25	709	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.509	709	1
3_MACS_peak_23789_lociStitched	chr5	138738305	138752999	3	9494	23363.46	3038.7192	712	SPATA24,DNAJC18	SLC23A1,MZB1,LOC389333	SPATA24	MZB1	2.8564	712	1
1_MACS_peak_16856_lociStitched	chr2	217080026	217089226	1	9201	23447.12	2352.44	713			XRCC5	XRCC5	NONE	713	1
2_MACS_peak_12676_lociStitched	chr17	75229033	75244250	2	9939	21471.187	2529.0654	714		SEC14L1,SEPT9	SEPT9	SEC14L1	0.7070000000000001	714	1
2_MACS_peak_18975_lociStitched	chr22	42141490	42152531	2	10850	17939.4168	2302.0485	717	MEI1	CCDC134	CCDC134	CCDC134	0.133	717	1
2_MACS_peak_18376_lociStitched	chr21	44771848	44783962	2	9125	24092.3232	2886.7662	719			SIK1	SIK1	1.056	719	1
3_MACS_peak_18218_lociStitched	chr21	34696119	34712695	3	9430	24757.9136	4372.7488	720	IFNAR1		IFNAR1	IFNAR1	0.46120000000000005	720	1
2_MACS_peak_12642_lociStitched	chr17	74257249	74268984	2	9023	23587.35	2199.139	725	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.3558	725	1
2_MACS_peak_11103_lociStitched	chr16	70460450	70474251	2	10475	19308.9791	2330.9889	727	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.5015999999999999	727	1
3_MACS_peak_2242_lociStitched	chr1	184710684	184725729	3	10548	20736.5235	4248.708	730	EDEM3		EDEM3	EDEM3	0.21109999999999998	730	1
3_MACS_peak_1916_lociStitched	chr1	160633567	160654473	3	10384	22938.0632	5866.2236	731	CD48	SLAMF1	SLAMF1	SLAMF1	0.07539999999999997	731	1
2_MACS_peak_12607_lociStitched	chr17	73628542	73644263	2	9470	22484.1742	2524.7926	734	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	LOC643008	0.9026000000000001	734	1
3_MACS_peak_15636_lociStitched	chr2	85921018	85938759	3	10762	18349.5163	2813.7226	735	GNLY	ATOH8,SFTPB	GNLY	GNLY	0.26220000000000004	735	1
2_MACS_peak_28094_lociStitched	chr8	28194929	28207466	2	9051	23673.6171	2642.7996	736	PNOC,ZNF395		PNOC	PNOC	0.5166	736	1
3_MACS_peak_21737_lociStitched	chr4	74454061	74475376	3	10484	20283.354	3892.119	738	RASSF6		RASSF6	RASSF6	0.29410000000000003	738	1
2_MACS_peak_31128_lociStitched	chrX	106915524	106929278	2	10063	19335.3732	1523.9432	742		PRPS1,TSC22D3	TSC22D3	TSC22D3	1.3432	742	1
1_MACS_peak_1185_lociStitched	chr1	87792889	87803269	1	10381	18351.84	1677.408	744	LMO4		LMO4	LMO4	0.5394	744	1
2_MACS_peak_1512_lociStitched	chr1	143948332	143962158	2	10251	20813.6604	3974.975	755	SRGAP2P2	FAM72D	SRGAP2P2	FAM72D	0.48329999999999995	755	1
1_MACS_peak_13807_lociStitched	chr19	11199071	11208143	1	9073	22309.8624	1916.9136	758	LDLR		LDLR	LDLR	0.36940000000000006	758	1
2_MACS_peak_6018_lociStitched	chr11	132218455	132231679	2	9793	20784.1608	2487.4344	759			NTM	NTM	NONE	759	1
3_MACS_peak_1769_lociStitched	chr1	154942139	154957757	3	10011	22101.0318	4530.7818	760	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	2.7122	760	1
2_MACS_peak_22694_lociStitched	chr5	1334958	1346302	2	9988	19947.2896	2336.864	761	CLPTM1L	TERT	CLPTM1L	CLPTM1L	1.6308	761	1
1_MACS_peak_24209_lociStitched	chr5	175076098	175086681	1	10584	17733.9331	2387.5248	763	HRH2	HRH2	HRH2	HRH2	0.21919999999999998	763	1
2_MACS_peak_13950_lociStitched	chr19	16433243	16442801	2	9425	21179.5722	1997.622	769	KLF2		KLF2	KLF2	1.5581	769	1
1_MACS_peak_28897_lociStitched	chr8	126440869	126449801	1	8933	22481.844	2048.1076	772	TRIB1		TRIB1	TRIB1	1.153	772	1
2_MACS_peak_2897_lociStitched	chr1	234652059	234661689	2	9629	21274.596	2999.745	776		TARBP1	TARBP1	TARBP1	0.011899999999999994	776	1
3_MACS_peak_13515_lociStitched	chr19	1015060	1029462	3	10359	19232.4308	3538.5714	778	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.5066999999999999	778	1
3_MACS_peak_16292_lociStitched	chr2	158323603	158337923	3	9311	22283.352	3071.64	779		CYTIP	CYTIP	CYTIP	0.5737000000000001	779	1
2_MACS_peak_20730_lociStitched	chr3	160108120	160123835	2	9265	22411.1615	3205.86	784	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	IFT80	TRIM59	0.09670000000000001	784	1
2_MACS_peak_27659_lociStitched	chr7	142494080	142509429	2	10147	20048.8638	3851.0641	787		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	PRSS1	0.030099999999999988	787	1
2_MACS_peak_8025_lociStitched	chr13	77898954	77914760	2	9445	21274.876	2843.4994	789	MYCBP2		MYCBP2	MYCBP2	0.0032000000000000084	789	1
2_MACS_peak_10218_lociStitched	chr15	101737724	101751622	2	9512	20493.9908	2309.8476	790	CHSY1		CHSY1	CHSY1	0.27070000000000005	790	1
1_MACS_peak_2081_lociStitched	chr1	171219266	171229509	1	10244	18017.437	2552.5556	793	FMO1		FMO1	FMO1	0.312	793	1
1_MACS_peak_20406_lociStitched	chr3	128994348	129003538	1	9191	20963.309	1959.308	794	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.7916	794	1
2_MACS_peak_20256_lociStitched	chr3	119348956	119363066	2	9669	20164.601	2717.586	797	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.5684	797	1
2_MACS_peak_30226_lociStitched	chr9	130672340	130681382	2	8890	21226.095	1636.602	803	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.0547	803	1
3_MACS_peak_14520_lociStitched	chr19	50166252	50182518	3	9507	20459.3748	2771.7264	804	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	RRAS	0.48800000000000004	804	1
2_MACS_peak_20690_lociStitched	chr3	156845380	156855914	2	10189	18288.0774	3080.1416	806		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	2.1068	806	1
2_MACS_peak_18491_lociStitched	chr22	19405587	19421204	2	9674	20120.9428	3078.1107	808	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	UFD1L	0.2563	808	1
2_MACS_peak_20423_lociStitched	chr3	129890212	129900774	2	9573	19398.1692	2244.425	814		COL6A4P2	COL6A4P2	NONE	NONE	814	1
