GENE_ID	locusLine	H3k27me3_23_DMSO_compare_signal
MACS_peak_31707	chr8(.):143206981-143211079	1.2322
MACS_peak_31707	chr8(.):143206981-143211079	1.2322
MACS_peak_31707	chr8(.):143206981-143211079	1.2322
MACS_peak_31707	chr8(.):143206981-143211079	1.2322
MACS_peak_31707	chr8(.):143206981-143211079	1.2322
MACS_peak_31708	chr8(.):143211139-143213485	0.97
MACS_peak_31708	chr8(.):143211139-143213485	0.97
MACS_peak_31708	chr8(.):143211139-143213485	0.97
MACS_peak_31709	chr8(.):143213502-143214736	1.2543
MACS_peak_31709	chr8(.):143213502-143214736	1.2543
MACS_peak_31710	chr8(.):143215355-143216410	0.655
MACS_peak_31711	chr8(.):143216747-143218487	1.2411
MACS_peak_31712	chr8(.):143219150-143219692	0.6401
MACS_peak_31713	chr8(.):143219705-143220825	0.7718
MACS_peak_31717	chr8(.):143227290-143227630	0.6644
MACS_peak_31718	chr8(.):143227724-143228533	0.902
MACS_peak_31718	chr8(.):143227724-143228533	0.902
MACS_peak_31721	chr8(.):143234118-143234853	0.6856
MACS_peak_31722	chr8(.):143235093-143236120	0.592
MACS_peak_31725	chr8(.):143246353-143247602	0.6912
MACS_peak_31728	chr8(.):143250005-143250837	0.5476
MACS_peak_31730	chr8(.):143252328-143253546	0.8557
MACS_peak_31731	chr8(.):143253583-143255116	0.8234
MACS_peak_31731	chr8(.):143253583-143255116	0.8234
MACS_peak_31732	chr8(.):143255230-143257973	1.0672
MACS_peak_31732	chr8(.):143255230-143257973	1.0672
MACS_peak_31734	chr8(.):143258732-143259477	0.7282
MACS_peak_31736	chr8(.):143261267-143262926	0.9397
MACS_peak_31736	chr8(.):143261267-143262926	0.9397
MACS_peak_31742	chr8(.):143275177-143275890	0.5773
MACS_peak_31746	chr8(.):143281224-143284749	1.0508
MACS_peak_31746	chr8(.):143281224-143284749	1.0508
MACS_peak_31746	chr8(.):143281224-143284749	1.0508
MACS_peak_31746	chr8(.):143281224-143284749	1.0508
MACS_peak_31746	chr8(.):143281224-143284749	1.0508
MACS_peak_31751	chr8(.):143318785-143319153	0.69
MACS_peak_31753	chr8(.):143323201-143323736	0.6958
MACS_peak_31754	chr8(.):143329671-143330239	0.9013
MACS_peak_31755	chr8(.):143332002-143332396	0.8781
MACS_peak_31758	chr8(.):143342741-143343516	0.6528
MACS_peak_31761	chr8(.):143487152-143489499	1.0953
MACS_peak_31761	chr8(.):143487152-143489499	1.0953
MACS_peak_31761	chr8(.):143487152-143489499	1.0953
MACS_peak_31762	chr8(.):143489618-143493703	1.2366
MACS_peak_31762	chr8(.):143489618-143493703	1.2366
MACS_peak_31762	chr8(.):143489618-143493703	1.2366
MACS_peak_31763	chr8(.):143493849-143494373	1.0188
MACS_peak_31764	chr8(.):143496745-143499348	1.0485
MACS_peak_31764	chr8(.):143496745-143499348	1.0485
MACS_peak_31768	chr8(.):143528963-143530544	1.1033
MACS_peak_31768	chr8(.):143528963-143530544	1.1033
MACS_peak_31769	chr8(.):143531693-143534289	1.7591
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31770_1	chr8(.):143534759-143544375	1.1859
MACS_peak_31770_2	chr8(.):143544376-143546375	1.5763
MACS_peak_31770_3	chr8(.):143546376-143550025	1.2137
MACS_peak_31771	chr8(.):143552155-143553446	0.99
MACS_peak_31772	chr8(.):143553601-143555137	0.8931
MACS_peak_31772	chr8(.):143553601-143555137	0.8931
MACS_peak_31773	chr8(.):143555334-143555990	0.8725
MACS_peak_31774	chr8(.):143556017-143556956	1.201
MACS_peak_31778	chr8(.):143560105-143562507	1.0545
MACS_peak_31778	chr8(.):143560105-143562507	1.0545
MACS_peak_31779	chr8(.):143562530-143562840	0.8476
MACS_peak_31781	chr8(.):143566432-143567376	0.8631
MACS_peak_31782	chr8(.):143567400-143568221	1.2335
MACS_peak_31783	chr8(.):143568243-143572390	1.1881
MACS_peak_31783	chr8(.):143568243-143572390	1.1881
MACS_peak_31783	chr8(.):143568243-143572390	1.1881
MACS_peak_31783	chr8(.):143568243-143572390	1.1881
MACS_peak_31784	chr8(.):143572589-143576091	1.1868
MACS_peak_31784	chr8(.):143572589-143576091	1.1868
MACS_peak_31786	chr8(.):143580493-143581254	1.0226
MACS_peak_31786	chr8(.):143580493-143581254	1.0226
MACS_peak_31787	chr8(.):143581837-143582940	0.6863
MACS_peak_31790	chr8(.):143586579-143587169	0.8001
MACS_peak_31791	chr8(.):143587321-143591860	1.097
MACS_peak_31791	chr8(.):143587321-143591860	1.097
MACS_peak_31791	chr8(.):143587321-143591860	1.097
MACS_peak_31792	chr8(.):143592649-143594357	1.2863
MACS_peak_31796	chr8(.):143602125-143604525	0.9316
MACS_peak_31797	chr8(.):143604615-143606146	0.8208
MACS_peak_31797	chr8(.):143604615-143606146	0.8208
MACS_peak_31797	chr8(.):143604615-143606146	0.8208
MACS_peak_31797	chr8(.):143604615-143606146	0.8208
MACS_peak_31798	chr8(.):143606187-143606981	0.7552
MACS_peak_31799	chr8(.):143607471-143607928	0.3938
MACS_peak_31800	chr8(.):143607961-143608866	0.9996
MACS_peak_31803	chr8(.):143611580-143612957	1.0652
MACS_peak_31804	chr8(.):143612972-143616068	1.2349
MACS_peak_31804	chr8(.):143612972-143616068	1.2349
MACS_peak_31805	chr8(.):143616394-143618625	1.0365
MACS_peak_31808	chr8(.):143620818-143621810	1.0615
MACS_peak_31809	chr8(.):143621941-143623766	1.3421
MACS_peak_31810	chr8(.):143623861-143627406	1.5952
MACS_peak_31810	chr8(.):143623861-143627406	1.5952
MACS_peak_31810	chr8(.):143623861-143627406	1.5952
MACS_peak_31811	chr8(.):143627742-143628988	0.7142
MACS_peak_31811	chr8(.):143627742-143628988	0.7142
MACS_peak_31814	chr8(.):143636346-143637016	0.7552
MACS_peak_31815	chr8(.):143637650-143638299	0.6071
MACS_peak_31816	chr8(.):143640292-143640754	0.5235
MACS_peak_31817	chr8(.):143641103-143642337	1.0127
MACS_peak_31817	chr8(.):143641103-143642337	1.0127
MACS_peak_31818	chr8(.):143644177-143644754	1.1673
MACS_peak_31819	chr8(.):143644755-143647189	1.1475
MACS_peak_31819	chr8(.):143644755-143647189	1.1475
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31820	chr8(.):143647209-143653347	1.1771
MACS_peak_31821	chr8(.):143653389-143654523	0.7926
MACS_peak_31822	chr8(.):143654524-143668880	1.4482
MACS_peak_31822	chr8(.):143654524-143668880	1.4482
MACS_peak_31822	chr8(.):143654524-143668880	1.4482
MACS_peak_31822	chr8(.):143654524-143668880	1.4482
MACS_peak_31822	chr8(.):143654524-143668880	1.4482
MACS_peak_31822	chr8(.):143654524-143668880	1.4482
MACS_peak_31823	chr8(.):143668993-143670167	0.9981
MACS_peak_31824	chr8(.):143670328-143671045	0.8541
MACS_peak_31825	chr8(.):143671092-143671941	0.858
MACS_peak_31826	chr8(.):143672091-143672461	1.3356
MACS_peak_31827	chr8(.):143673220-143673844	0.7335
MACS_peak_31828	chr8(.):143675513-143677510	0.9984
MACS_peak_31828	chr8(.):143675513-143677510	0.9984
MACS_peak_31829	chr8(.):143677823-143686017	1.4653
MACS_peak_31829	chr8(.):143677823-143686017	1.4653
MACS_peak_31829	chr8(.):143677823-143686017	1.4653
MACS_peak_31830	chr8(.):143686379-143688306	0.8811
MACS_peak_31830	chr8(.):143686379-143688306	0.8811
MACS_peak_31831	chr8(.):143688734-143690518	0.9586
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31832_1	chr8(.):143690661-143694832	1.1608
MACS_peak_31832_2	chr8(.):143694833-143696832	1.5336
MACS_peak_31832_3	chr8(.):143696833-143701020	1.1754
MACS_peak_31833	chr8(.):143701257-143705695	1.4053
MACS_peak_31833	chr8(.):143701257-143705695	1.4053
MACS_peak_31833	chr8(.):143701257-143705695	1.4053
MACS_peak_31834	chr8(.):143706435-143706724	1.101
MACS_peak_31838	chr8(.):143754605-143756109	0.9132
MACS_peak_31841	chr8(.):143757924-143758805	1.0672
MACS_peak_31842	chr8(.):143758905-143760729	1.1759
MACS_peak_31842	chr8(.):143758905-143760729	1.1759
MACS_peak_31843_1	chr8(.):143760738-143760872	0.2909
MACS_peak_31843_2	chr8(.):143760873-143762872	1.2146
MACS_peak_31843_3	chr8(.):143762873-143763764	1.1011
MACS_peak_31843_1	chr8(.):143760738-143760872	0.2909
MACS_peak_31843_2	chr8(.):143760873-143762872	1.2146
MACS_peak_31843_3	chr8(.):143762873-143763764	1.1011
MACS_peak_31843_1	chr8(.):143760738-143760872	0.2909
MACS_peak_31843_2	chr8(.):143760873-143762872	1.2146
MACS_peak_31843_3	chr8(.):143762873-143763764	1.1011
MACS_peak_31847	chr8(.):143783740-143785112	0.7503
MACS_peak_31849	chr8(.):143794808-143795214	0.2556
MACS_peak_31854_1	chr8(.):143830900-143832951	1.3159
MACS_peak_31854_2	chr8(.):143832952-143834951	1.1803
MACS_peak_31854_3	chr8(.):143834952-143835549	1.0178
MACS_peak_31854_1	chr8(.):143830900-143832951	1.3159
MACS_peak_31854_2	chr8(.):143832952-143834951	1.1803
MACS_peak_31854_3	chr8(.):143834952-143835549	1.0178
MACS_peak_31855	chr8(.):143836366-143840752	0.8613
MACS_peak_31855	chr8(.):143836366-143840752	0.8613
MACS_peak_31855	chr8(.):143836366-143840752	0.8613
MACS_peak_31855	chr8(.):143836366-143840752	0.8613
MACS_peak_31857	chr8(.):143842957-143844413	0.9352
MACS_peak_31858	chr8(.):143844479-143846562	1.0725
MACS_peak_31858	chr8(.):143844479-143846562	1.0725
MACS_peak_31858	chr8(.):143844479-143846562	1.0725
MACS_peak_31858	chr8(.):143844479-143846562	1.0725
MACS_peak_31859	chr8(.):143847023-143847477	0.5387
MACS_peak_31859	chr8(.):143847023-143847477	0.5387
MACS_peak_31860	chr8(.):143847563-143848414	1.0564
MACS_peak_31861	chr8(.):143848482-143849229	0.8047
MACS_peak_31861	chr8(.):143848482-143849229	0.8047
MACS_peak_31863_1	chr8(.):143850949-143852245	1.2334
MACS_peak_31863_2	chr8(.):143852246-143853481	0.8543
MACS_peak_31863_1	chr8(.):143850949-143852245	1.2334
MACS_peak_31863_2	chr8(.):143852246-143853481	0.8543
MACS_peak_31864	chr8(.):143853598-143854488	0.8392
MACS_peak_31868	chr8(.):143865898-143866378	1.0129
MACS_peak_31869_1	chr8(.):143866625-143867007	0.9778
MACS_peak_31869_2	chr8(.):143867008-143868242	1.3369
MACS_peak_31870_1	chr8(.):143868626-143869007	1.1509
MACS_peak_31870_2	chr8(.):143869008-143872772	1.189
MACS_peak_31870_1	chr8(.):143868626-143869007	1.1509
MACS_peak_31870_2	chr8(.):143869008-143872772	1.189
MACS_peak_31872	chr8(.):143875684-143881603	1.1463
MACS_peak_31872	chr8(.):143875684-143881603	1.1463
MACS_peak_31872	chr8(.):143875684-143881603	1.1463
MACS_peak_31872	chr8(.):143875684-143881603	1.1463
MACS_peak_31872	chr8(.):143875684-143881603	1.1463
MACS_peak_31881	chr8(.):143901989-143903315	1.0111
MACS_peak_31883	chr8(.):143908445-143909533	0.8249
MACS_peak_31889	chr8(.):143957492-143958213	0.7794
MACS_peak_31891	chr8(.):143979593-143980052	0.5297
MACS_peak_31895	chr8(.):144002723-144006280	1.0061
MACS_peak_31895	chr8(.):144002723-144006280	1.0061
MACS_peak_31896	chr8(.):144006706-144008206	0.7583
MACS_peak_31897	chr8(.):144009363-144009666	0.4155
MACS_peak_31902	chr8(.):144039692-144040418	0.5185
MACS_peak_31903	chr8(.):144041056-144041524	0.4948
MACS_peak_31906	chr8(.):144092191-144092726	0.7216
MACS_peak_31907	chr8(.):144093214-144093715	0.7495
MACS_peak_31908	chr8(.):144094814-144095297	0.8863
MACS_peak_31909	chr8(.):144095754-144096069	0.278
MACS_peak_31910_1	chr8(.):144098358-144098806	0.3715
MACS_peak_31910_2	chr8(.):144098807-144098900	0.4045
MACS_peak_31910_3	chr8(.):144098901-144099773	0.7198
MACS_peak_31911_1	chr8(.):144100188-144100806	1.4826
MACS_peak_31911_2	chr8(.):144100807-144100900	0.3922
MACS_peak_31911_3	chr8(.):144100901-144101522	1.1329
MACS_peak_31913	chr8(.):144104110-144104675	0.637
MACS_peak_31915_1	chr8(.):144119968-144120315	0.575
MACS_peak_31916_1	chr8(.):144121448-144121677	0.8994
MACS_peak_31916_2	chr8(.):144121678-144121816	0.7521
MACS_peak_31918	chr8(.):144123635-144124595	0.7244
MACS_peak_31919	chr8(.):144124703-144125463	0.9822
MACS_peak_31919	chr8(.):144124703-144125463	0.9822
MACS_peak_31921	chr8(.):144128015-144129538	0.9775
MACS_peak_31922	chr8(.):144130239-144133560	0.9471
MACS_peak_31922	chr8(.):144130239-144133560	0.9471
MACS_peak_31923	chr8(.):144134268-144135030	1.0337
MACS_peak_31923	chr8(.):144134268-144135030	1.0337
MACS_peak_31924	chr8(.):144135349-144136359	0.8211
MACS_peak_31925	chr8(.):144139149-144140140	0.572
MACS_peak_31928	chr8(.):144152359-144155549	1.154
MACS_peak_31930	chr8(.):144159175-144160592	0.8269
MACS_peak_31930	chr8(.):144159175-144160592	0.8269
MACS_peak_31931	chr8(.):144160665-144162500	0.8119
MACS_peak_31932	chr8(.):144162571-144162825	0.7852
MACS_peak_31937	chr8(.):144189885-144190850	0.761
MACS_peak_31938	chr8(.):144190995-144191574	0.6743
MACS_peak_31943	chr8(.):144207750-144208618	1.136
MACS_peak_31943	chr8(.):144207750-144208618	1.136
MACS_peak_31944	chr8(.):144208837-144211063	1.2146
MACS_peak_31944	chr8(.):144208837-144211063	1.2146
MACS_peak_31944	chr8(.):144208837-144211063	1.2146
MACS_peak_31944	chr8(.):144208837-144211063	1.2146
MACS_peak_31945	chr8(.):144211178-144213677	1.2372
MACS_peak_31946	chr8(.):144213897-144217252	0.8822
MACS_peak_31946	chr8(.):144213897-144217252	0.8822
MACS_peak_31948	chr8(.):144220272-144221025	0.6853
MACS_peak_31949	chr8(.):144221779-144222570	0.9757
MACS_peak_31950	chr8(.):144222711-144224004	1.0903
MACS_peak_31952	chr8(.):144225524-144226457	0.6887
MACS_peak_31953	chr8(.):144228287-144229070	0.6509
MACS_peak_31954	chr8(.):144229280-144229861	0.9202
MACS_peak_31954	chr8(.):144229280-144229861	0.9202
MACS_peak_31955	chr8(.):144229964-144230782	0.6815
MACS_peak_31956	chr8(.):144231237-144231737	0.5024
MACS_peak_31957	chr8(.):144231884-144233189	1.0979
MACS_peak_31957	chr8(.):144231884-144233189	1.0979
MACS_peak_31958	chr8(.):144233226-144234183	1.0502
MACS_peak_31959	chr8(.):144234324-144236125	1.0209
MACS_peak_31959	chr8(.):144234324-144236125	1.0209
MACS_peak_31960	chr8(.):144236781-144237813	0.9932
MACS_peak_31960	chr8(.):144236781-144237813	0.9932
MACS_peak_31961	chr8(.):144237869-144238212	0.401
MACS_peak_31963	chr8(.):144240007-144240453	0.6202
MACS_peak_31963	chr8(.):144240007-144240453	0.6202
MACS_peak_31965	chr8(.):144252161-144253590	0.95
MACS_peak_31965	chr8(.):144252161-144253590	0.95
MACS_peak_31968	chr8(.):144256079-144256959	0.4682
MACS_peak_31969	chr8(.):144257225-144258030	0.5318
MACS_peak_31971	chr8(.):144258967-144260146	0.6971
MACS_peak_31972	chr8(.):144260587-144261909	0.7887
MACS_peak_31974	chr8(.):144265303-144265949	0.8986
MACS_peak_31975	chr8(.):144266608-144267142	0.9422
MACS_peak_31975	chr8(.):144266608-144267142	0.9422
MACS_peak_31976	chr8(.):144267323-144268030	1.077
MACS_peak_31976	chr8(.):144267323-144268030	1.077
MACS_peak_31977	chr8(.):144268040-144268978	0.9078
MACS_peak_31985	chr8(.):144281981-144282538	0.5342
MACS_peak_31986	chr8(.):144282715-144283708	1.1274
MACS_peak_31986	chr8(.):144282715-144283708	1.1274
MACS_peak_31987	chr8(.):144284021-144284442	0.7119
MACS_peak_31987	chr8(.):144284021-144284442	0.7119
MACS_peak_31989	chr8(.):144296107-144297161	0.801
MACS_peak_31990	chr8(.):144298172-144298692	0.5508
MACS_peak_31992	chr8(.):144308369-144308686	0.2796
MACS_peak_31994	chr8(.):144311802-144312989	0.9635
MACS_peak_31997	chr8(.):144317165-144319207	0.7411
MACS_peak_31997	chr8(.):144317165-144319207	0.7411
MACS_peak_31997	chr8(.):144317165-144319207	0.7411
MACS_peak_31998	chr8(.):144319296-144319955	0.7917
MACS_peak_31999	chr8(.):144321016-144321763	0.8206
MACS_peak_32000	chr8(.):144321773-144322119	0.4792
MACS_peak_32001	chr8(.):144322228-144323285	0.6623
MACS_peak_32001	chr8(.):144322228-144323285	0.6623
MACS_peak_32002	chr8(.):144323719-144324034	0.4151
MACS_peak_32005	chr8(.):144342405-144343092	0.9421
MACS_peak_32005	chr8(.):144342405-144343092	0.9421
MACS_peak_32006	chr8(.):144344577-144346804	1.2802
MACS_peak_32006	chr8(.):144344577-144346804	1.2802
MACS_peak_32006	chr8(.):144344577-144346804	1.2802
MACS_peak_32007	chr8(.):144346918-144347700	0.707
MACS_peak_32009	chr8(.):144358737-144359209	1.0009
MACS_peak_32011	chr8(.):144367586-144369878	0.9776
MACS_peak_32011	chr8(.):144367586-144369878	0.9776
MACS_peak_32014	chr8(.):144386228-144386973	0.5897
MACS_peak_32017	chr8(.):144445103-144445603	0.6542
MACS_peak_32021	chr8(.):144466747-144474220	1.7517
MACS_peak_32021	chr8(.):144466747-144474220	1.7517
MACS_peak_32022	chr8(.):144474415-144475711	0.9081
MACS_peak_32022	chr8(.):144474415-144475711	0.9081
MACS_peak_32023	chr8(.):144475910-144476356	1.0248
MACS_peak_32024	chr8(.):144476435-144477525	1.1114
MACS_peak_32025	chr8(.):144477636-144487584	1.5
MACS_peak_32025	chr8(.):144477636-144487584	1.5
MACS_peak_32025	chr8(.):144477636-144487584	1.5
MACS_peak_32025	chr8(.):144477636-144487584	1.5
MACS_peak_32026	chr8(.):144487615-144489988	1.4048
MACS_peak_32028	chr8(.):144493507-144493888	0.5157
MACS_peak_32029	chr8(.):144494469-144495257	0.9977
MACS_peak_32030	chr8(.):144495269-144496677	0.5806
MACS_peak_32031	chr8(.):144496947-144497702	0.7113
MACS_peak_32032	chr8(.):144497753-144498395	0.3324
MACS_peak_32033	chr8(.):144498592-144500058	0.8203
MACS_peak_32033	chr8(.):144498592-144500058	0.8203
MACS_peak_32034	chr8(.):144500874-144510372	2.2762
MACS_peak_32035	chr8(.):144510798-144511599	0.6583
MACS_peak_32036_1	chr8(.):144513341-144513601	0.6931
MACS_peak_32036_2	chr8(.):144513602-144514759	1.2839
MACS_peak_32036_1	chr8(.):144513341-144513601	0.6931
MACS_peak_32036_2	chr8(.):144513602-144514759	1.2839
MACS_peak_32037	chr8(.):144514811-144516051	1.2086
MACS_peak_32038	chr8(.):144516211-144518311	0.9836
MACS_peak_32038	chr8(.):144516211-144518311	0.9836
MACS_peak_32039	chr8(.):144628078-144628718	0.2921
MACS_peak_32040	chr8(.):144630561-144630959	0.7012
MACS_peak_32042_1	chr8(.):144653263-144653927	0.8403
MACS_peak_32042_2	chr8(.):144653928-144655003	1.1696
MACS_peak_32043	chr8(.):144703710-144704338	0.4652
MACS_peak_32044	chr8(.):144707648-144708751	0.7948
MACS_peak_32045	chr8(.):144708822-144709389	0.9593
MACS_peak_32047	chr8(.):144743117-144746072	1.4333
MACS_peak_32048	chr8(.):144746087-144747661	0.9526
MACS_peak_32048	chr8(.):144746087-144747661	0.9526
MACS_peak_32049	chr8(.):144748334-144748761	0.7317
MACS_peak_32051	chr8(.):144751257-144752674	3.5966
MACS_peak_32052	chr8(.):144752847-144753643	1.4512
MACS_peak_32053	chr8(.):144753924-144754456	0.8914
MACS_peak_32054	chr8(.):144755787-144756658	1.0181
MACS_peak_32055	chr8(.):144756883-144759631	0.9766
MACS_peak_32055	chr8(.):144756883-144759631	0.9766
MACS_peak_32055	chr8(.):144756883-144759631	0.9766
MACS_peak_32056	chr8(.):144759963-144760444	0.6023
MACS_peak_32057	chr8(.):144760478-144761591	0.7083
MACS_peak_32058	chr8(.):144761807-144762631	0.9374
MACS_peak_32058	chr8(.):144761807-144762631	0.9374
MACS_peak_32059	chr8(.):144762675-144763318	0.7676
MACS_peak_32059	chr8(.):144762675-144763318	0.7676
MACS_peak_32060	chr8(.):144763344-144764021	0.8017
MACS_peak_32061	chr8(.):144781983-144782724	0.7695
MACS_peak_32062	chr8(.):144782788-144783150	0.8034
MACS_peak_32063	chr8(.):144783226-144784234	0.6424
MACS_peak_32064_1	chr8(.):144791216-144791278	0.1075
MACS_peak_32064_2	chr8(.):144791279-144791575	0.3638
MACS_peak_32066_1	chr8(.):144799286-144799505	0.6781
MACS_peak_32066_2	chr8(.):144799506-144804607	1.3312
MACS_peak_32066_1	chr8(.):144799286-144799505	0.6781
MACS_peak_32066_2	chr8(.):144799506-144804607	1.3312
MACS_peak_32066_1	chr8(.):144799286-144799505	0.6781
MACS_peak_32066_2	chr8(.):144799506-144804607	1.3312
MACS_peak_32066_1	chr8(.):144799286-144799505	0.6781
MACS_peak_32066_2	chr8(.):144799506-144804607	1.3312
MACS_peak_32067	chr8(.):144804716-144805959	1.0322
MACS_peak_32067	chr8(.):144804716-144805959	1.0322
MACS_peak_32068	chr8(.):144806005-144806355	0.4679
MACS_peak_32069	chr8(.):144806463-144807206	0.433
MACS_peak_32072	chr8(.):144818970-144820027	1.0447
MACS_peak_32072	chr8(.):144818970-144820027	1.0447
MACS_peak_32073	chr8(.):144820061-144828498	1.2931
MACS_peak_32073	chr8(.):144820061-144828498	1.2931
MACS_peak_32073	chr8(.):144820061-144828498	1.2931
MACS_peak_32073	chr8(.):144820061-144828498	1.2931
MACS_peak_32073	chr8(.):144820061-144828498	1.2931
MACS_peak_32073	chr8(.):144820061-144828498	1.2931
MACS_peak_32074	chr8(.):144836871-144837242	0.4998
MACS_peak_32075	chr8(.):144837771-144838811	0.5638
MACS_peak_32076	chr8(.):144839417-144839961	0.8968
MACS_peak_32077	chr8(.):144840797-144843931	1.0755
MACS_peak_32077	chr8(.):144840797-144843931	1.0755
MACS_peak_32079	chr8(.):144848077-144848638	0.8083
MACS_peak_32082	chr8(.):144856554-144856921	0.6534
MACS_peak_32083	chr8(.):144857011-144857618	0.6815
MACS_peak_32084	chr8(.):144857738-144858128	0.5402
MACS_peak_32085	chr8(.):144858374-144858839	0.412
MACS_peak_32086	chr8(.):144927776-144932392	1.0574
MACS_peak_32086	chr8(.):144927776-144932392	1.0574
MACS_peak_32086	chr8(.):144927776-144932392	1.0574
MACS_peak_32087	chr8(.):144933383-144936366	0.9891
MACS_peak_32087	chr8(.):144933383-144936366	0.9891
MACS_peak_32088	chr8(.):144936686-144937461	0.4925
MACS_peak_32088	chr8(.):144936686-144937461	0.4925
MACS_peak_32089	chr8(.):144938017-144939500	0.8326
MACS_peak_32090	chr8(.):144940001-144940952	1.557
MACS_peak_32091	chr8(.):144941024-144941848	1.122
MACS_peak_32092	chr8(.):144942463-144943613	0.9983
MACS_peak_32092	chr8(.):144942463-144943613	0.9983
MACS_peak_32093	chr8(.):144943902-144944510	0.875
MACS_peak_32094_1	chr8(.):144944800-144946433	1.0642
MACS_peak_32094_2	chr8(.):144946434-144948433	1.6429
MACS_peak_32094_3	chr8(.):144948434-144952560	1.318
MACS_peak_32094_1	chr8(.):144944800-144946433	1.0642
MACS_peak_32094_2	chr8(.):144946434-144948433	1.6429
MACS_peak_32094_3	chr8(.):144948434-144952560	1.318
MACS_peak_32094_1	chr8(.):144944800-144946433	1.0642
MACS_peak_32094_2	chr8(.):144946434-144948433	1.6429
MACS_peak_32094_3	chr8(.):144948434-144952560	1.318
MACS_peak_32094_1	chr8(.):144944800-144946433	1.0642
MACS_peak_32094_2	chr8(.):144946434-144948433	1.6429
MACS_peak_32094_3	chr8(.):144948434-144952560	1.318
MACS_peak_32095	chr8(.):144952769-144969979	1.9388
MACS_peak_32095	chr8(.):144952769-144969979	1.9388
MACS_peak_32095	chr8(.):144952769-144969979	1.9388
MACS_peak_32101	chr8(.):144977831-144979024	0.6754
MACS_peak_32101	chr8(.):144977831-144979024	0.6754
MACS_peak_32102	chr8(.):144979365-144979950	0.8118
MACS_peak_32102	chr8(.):144979365-144979950	0.8118
MACS_peak_32105	chr8(.):145093563-145095693	1.313
MACS_peak_32105	chr8(.):145093563-145095693	1.313
MACS_peak_32106	chr8(.):145095713-145097188	1.6714
MACS_peak_32107	chr8(.):145097238-145099230	1.1525
MACS_peak_32108	chr8(.):145099285-145106587	1.56
MACS_peak_32108	chr8(.):145099285-145106587	1.56
MACS_peak_32108	chr8(.):145099285-145106587	1.56
MACS_peak_32108	chr8(.):145099285-145106587	1.56
MACS_peak_32109	chr8(.):145106782-145108341	1.192
MACS_peak_32109	chr8(.):145106782-145108341	1.192
MACS_peak_32109	chr8(.):145106782-145108341	1.192
MACS_peak_32110	chr8(.):145108844-145109666	0.9227
