GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
NM_001080510	chr17(.):74717949-74734962	0.1625
NM_024311	chr17(.):74728782-74780338	0.1151
NR_027058	chr17(.):75079724-75096068	0.1797
NR_003013	chr17(.):75080388-75090575	0.1666
NM_001143998	chr17(.):75132004-75218181	0.1509
NM_001144001	chr17(.):75176294-75218181	0.1385
NM_001113495	chr17(.):75466324-75501678	0.094
NM_001113493	chr17(.):75364271-75501678	0.1049
NM_001113496	chr17(.):75441612-75501678	0.1051
NM_001113494	chr17(.):75367164-75501678	0.105
NR_036200	chr17(.):75388065-75398136	0.0978
NM_152468	chr17(.):76121858-76144049	0.1485
NM_007267	chr17(.):76103998-76133488	0.1215
NM_001127198	chr17(.):76103998-76129861	0.1195
NM_004710	chr17(.):76159670-76174009	0.1486
NM_003255	chr17(.):76844058-76926472	0.1088
NM_001100407	chr17(.):80395462-80413707	0.1133
NM_001193655	chr17(.):80395462-80412602	0.1157
NM_001038618	chr17(.):80411059-80451143	0.1118
NM_001083608	chr17(.):80411539-80451143	0.1114
NM_173620	chr17(.):80371251-80405516	0.0989
NR_036519	chr17(.):80402590-80413707	0.1262
NM_000633	chr18(.):60785578-60991613	0.1351
NM_001083625	chr18(.):9131757-9290206	0.1359
NM_003199	chr18(.):52884561-53260860	0.1061
NM_021074	chr18(.):9097627-9139343	0.1766
NM_001100619	chr18(.):20710726-20845434	0.1221
NR_023359	chr18(.):20709527-20845434	0.1218
NM_138375	chr18(.):20730788-20845434	0.121
NM_005904	chr18(.):46441222-46482081	0.1717
NM_001190823	chr18(.):46441222-46474177	0.1832
NM_001190822	chr18(.):46441222-46480703	0.1735
NM_016626	chr18(.):48695919-48729051	0.1337
NM_030973	chr19(.):50316535-50345237	0.102
NM_001039846	chr19(.):2091867-2104583	0.1831
NM_019112	chr19(.):1035101-1070570	0.1909
NM_001164605	chr19(.):35640844-35665788	0.1207
NM_018028	chr19(.):39828107-39880537	0.1231
NM_014164	chr19(.):35640624-35665788	0.1199
NR_028406	chr19(.):35640671-35665788	0.1201
NM_001079881	chr19(.):47172572-47225384	0.1156
NM_001079882	chr19(.):47172572-47222577	0.1165
NM_020695	chr19(.):1810244-1853452	0.1464
NM_052847	chr19(.):2506217-2707746	0.1591
NM_005428	chr19(.):6767721-6862371	0.1764
NM_032855	chr19(.):16239837-16274377	0.1692
NM_006387	chr19(.):16623699-16658263	0.0963
NM_001398	chr19(.):39301061-39327497	0.1137
NM_001031749	chr19(.):44295078-44311613	0.0934
NM_015168	chr19(.):47562446-47622009	0.1142
NM_001145713	chr19(.):47629079-47718893	0.1187
NR_027280	chr19(.):47629114-47718893	0.1187
NM_006801	chr19(.):48880826-48899810	0.1459
NM_006184	chr19(.):49398306-49431540	0.1002
NM_001161440	chr19(.):55687614-55725874	0.0985
NM_182577	chr19(.):458345-479983	0.0867
NM_033513	chr19(.):502496-524654	0.1554
NM_012435	chr19(.):411582-465996	0.1172
NM_130762	chr19(.):491489-510343	0.1298
NM_004359	chr19(.):526732-547087	0.1422
NM_005317	chr19(.):539026-554919	0.0995
NM_024100	chr19(.):979327-999569	0.1509
NM_004368	chr19(.):1021297-1044064	0.1986
NM_033420	chr19(.):1004649-1026141	0.163
NM_138690	chr19(.):995436-1014723	0.1433
NM_012292	chr19(.):1062173-1091627	0.1759
NM_001280	chr19(.):1264266-1278171	0.2036
NM_017914	chr19(.):1270519-1284243	0.1859
NM_177401	chr19(.):1243551-1264142	0.1501
NM_001001975	chr19(.):1236748-1249824	0.1787
NM_001405	chr19(.):1281167-1304944	0.1198
NM_152769	chr19(.):1224946-1242990	0.1154
NR_027271	chr19(.):1262469-1275259	0.1813
NR_023313	chr19(.):1264266-1279809	0.2057
NM_001136139	chr19(.):1604291-1655286	0.1515
NM_003200	chr19(.):1604291-1657326	0.1489
NM_006830	chr19(.):1592153-1610483	0.1813
NM_138813	chr19(.):1777073-1817270	0.1247
NM_001178002	chr19(.):1777073-1817199	0.1245
NR_031730	chr19(.):1811157-1821237	0.1357
NR_034114	chr19(.):1817087-1829542	0.126
NM_031918	chr19(.):1847397-1868564	0.1737
NM_138422	chr19(.):1900416-1918446	0.1519
NM_001130111	chr19(.):1871974-1890518	0.1674
NM_079834	chr19(.):1900372-1931012	0.1575
NM_017572	chr19(.):2032469-2056243	0.1643
NM_017797	chr19(.):1980446-2020702	0.1434
NM_130807	chr19(.):2066034-2101269	0.2392
NM_004152	chr19(.):2264519-2278487	0.1865
NM_018049	chr19(.):2228154-2241328	0.2051
NM_000479	chr19(.):2244112-2257072	0.155
NM_198532	chr19(.):2269630-2287181	0.1548
NR_031596	chr19(.):2229060-2239148	0.2055
NM_007165	chr19(.):2231815-2253678	0.1763
NM_144616	chr19(.):2247249-2261422	0.1845
NM_001101391	chr19(.):2284773-2313156	0.1343
NR_036207	chr19(.):2245637-2255717	0.1281
NM_032737	chr19(.):2423163-2461958	0.1544
NM_012458	chr19(.):2420621-2432875	0.1504
NM_015675	chr19(.):2471122-2483257	0.2112
NM_005490	chr19(.):6747172-6772523	0.1704
NM_001379	chr19(.):10239021-10310755	0.1172
NM_004230	chr19(.):10327108-10346948	0.1448
NR_036206	chr19(.):10336088-10346161	0.1211
NM_015956	chr19(.):10357639-10375721	0.1017
NM_000201	chr19(.):10376516-10402291	0.1036
NM_023072	chr19(.):13901273-13948044	0.0965
NR_029613	chr19(.):13980512-13990622	0.1147
NR_036515	chr19(.):13940329-13952103	0.1256
NM_001098622	chr19(.):13982949-13996571	0.1222
NR_030179	chr19(.):13980688-13990825	0.1152
NR_029497	chr19(.):13942100-13952173	0.1363
NR_029495	chr19(.):13942400-13952473	0.1443
NR_029501	chr19(.):13942253-13952331	0.1403
NM_005370	chr19(.):16217489-16249445	0.1416
NM_001145160	chr19(.):16173316-16218813	0.1372
NR_024335	chr19(.):16139522-16157918	0.1037
NR_024336	chr19(.):16140288-16157918	0.1024
NM_003290	chr19(.):16182134-16218813	0.1364
NM_032493	chr19(.):16303664-16351156	0.1046
NM_054113	chr19(.):16267178-16289286	0.1354
NM_014077	chr19(.):16291234-16307857	0.1155
NM_024881	chr19(.):16655647-16688193	0.1102
NM_004831	chr19(.):16680717-16744015	0.1445
NM_015925	chr19(.):35734558-35763867	0.1199
NM_152481	chr19(.):35710703-35724628	0.0999
NM_006149	chr19(.):39287310-39308740	0.0977
NM_012237	chr19(.):39364194-39395463	0.1225
NM_001005335	chr19(.):39322027-39347979	0.1369
NM_001001716	chr19(.):39385614-39404534	0.1326
NM_001533	chr19(.):39322027-39345617	0.1379
NM_001193286	chr19(.):39364194-39395502	0.1225
NR_034146	chr19(.):39364194-39389795	0.1102
NM_001195833	chr19(.):39353471-39373919	0.0933
NM_003407	chr19(.):39892486-39905045	0.1777
NM_003169	chr19(.):39931287-39972308	0.1047
NM_001130825	chr19(.):39931185-39972308	0.1049
NM_019088	chr19(.):39871269-39886679	0.1526
NM_017592	chr19(.):39876962-39896203	0.1906
NM_001020	chr19(.):39918846-39931618	0.1561
NM_022835	chr19(.):39898749-39924055	0.1241
NM_001098506	chr19(.):42077530-42098197	0.1049
NM_019612	chr19(.):44215213-44229169	0.0969
NM_019108	chr19(.):44230300-44264142	0.1321
NM_002250	chr19(.):44265684-44290409	0.1189
NM_013403	chr19(.):47217767-47254720	0.1206
NM_001039885	chr19(.):47244302-47266832	0.1277
NR_036157	chr19(.):47207549-47217602	0.1147
NM_144577	chr19(.):48794708-48828332	0.1212
NM_018273	chr19(.):48830615-48872186	0.1336
NM_012451	chr19(.):48862650-48884634	0.1278
NM_001425	chr19(.):48823628-48838810	0.1818
NM_153608	chr19(.):48769653-48795863	0.0995
NM_000836	chr19(.):48893131-48953188	0.1111
NM_016246	chr19(.):49311273-49344934	0.1112
NM_014330	chr19(.):49370648-49384319	0.1453
NM_001161354	chr19(.):49335353-49376884	0.1041
NM_003323	chr19(.):49379221-49406996	0.1103
NM_001098632	chr19(.):50367296-50385644	0.1693
NM_032375	chr19(.):50367296-50385578	0.1691
NM_001098633	chr19(.):50367296-50385612	0.1693
NM_017432	chr19(.):50349415-50368999	0.1203
NM_001168222	chr19(.):50375681-50397007	0.1126
NM_007254	chr19(.):50359459-50375822	0.1634
NM_152899	chr19(.):50387913-50405147	0.0916
NM_012068	chr19(.):50426958-50442193	0.1149
NM_032430	chr19(.):55790533-55828903	0.1104
NM_173804	chr19(.):55733001-55745632	0.1004
NM_001130106	chr19(.):55768590-55796751	0.1204
NM_014931	chr19(.):55736146-55775038	0.1177
NM_032836	chr19(.):56097736-56115893	0.1195
NM_007279	chr19(.):56160415-56191082	0.1182
NM_207115	chr19(.):56147391-56159836	0.1305
NM_153219	chr19(.):56106729-56119504	0.1541
NM_203374	chr19(.):56127106-56140941	0.0901
NM_016535	chr19(.):56149985-56161989	0.1233
NM_013301	chr19(.):56153953-56169526	0.1327
NM_001163423	chr19(.):56148462-56159836	0.1281
NM_016202	chr19(.):56148417-56159836	0.1282
NM_001130072	chr19(.):56181560-56212133	0.1065
NM_001130071	chr19(.):56182990-56212133	0.103
NM_001195605	chr19(.):56119958-56134907	0.0804
NM_001174088	chr20(.):46125600-46290621	0.1095
NM_052865	chr20(.):17944761-17976762	0.1234
NM_001042472	chr20(.):25275849-25376477	0.1303
NM_015600	chr20(.):25270378-25376477	0.1299
NM_001191	chr20(.):30247260-30315656	0.1755
NM_031483	chr20(.):32946061-33104197	0.1282
NM_015568	chr20(.):37429347-37556667	0.1391
NM_032883	chr20(.):42539781-42703254	0.1261
NM_002466	chr20(.):42290708-42350122	0.1139
NM_001098798	chr20(.):42569535-42703254	0.1284
NM_001098797	chr20(.):42538491-42703254	0.126
NM_000022	chr20(.):43243162-43285376	0.1284
NM_006282	chr20(.):43590119-43713593	0.1337
NM_183048	chr20(.):45833380-45990474	0.1183
NM_001193339	chr20(.):45181461-45285100	0.1026
NM_001011554	chr20(.):45181461-45318124	0.1048
NM_199427	chr20(.):50695549-50813524	0.1021
NM_183425	chr20(.):55961462-55989386	0.1431
NM_080618	chr20(.):56067223-56105154	0.1138
NM_199170	chr20(.):56218451-56290625	0.0963
NM_020182	chr20(.):56218451-56290031	0.0965
NM_199171	chr20(.):56218451-56291541	0.0965
NM_019593	chr20(.):5520079-5596672	0.1313
NM_012261	chr20(.):9490270-9516171	0.1387
NR_003045	chr20(.):17938352-17948589	0.1536
NM_152227	chr20(.):17917243-17954490	0.1374
NM_014426	chr20(.):17917243-17954154	0.1376
NM_002862	chr20(.):25223705-25283648	0.1258
NM_032609	chr20(.):30220690-30237800	0.0953
NM_012112	chr20(.):30321903-30394603	0.1227
NM_182584	chr20(.):31214426-31244783	0.0971
NM_176812	chr20(.):32394109-32447173	0.1819
NR_030374	chr20(.):33049129-33059223	0.1042
NM_030919	chr20(.):37549954-37586703	0.1221
NM_001008901	chr20(.):42349800-42360642	0.0926
NR_034104	chr20(.):43280091-43305380	0.1131
NM_006809	chr20(.):43565770-43594114	0.1286
NM_001124756	chr20(.):43533702-43572962	0.1082
NM_080721	chr20(.):45164584-45184213	0.1375
NM_018102	chr20(.):45124706-45147194	0.0985
NR_024594	chr20(.):45942245-45954498	0.1206
NM_004776	chr20(.):48244482-48335421	0.1272
NM_022088	chr20(.):50762816-50813524	0.1152
NM_006526	chr20(.):52178609-52204636	0.1673
NR_002189	chr20(.):52486039-52497248	0.1464
NM_003657	chr20(.):52555078-52692304	0.1192
NM_001015885	chr20(.):55921617-55958519	0.1238
NM_003610	chr20(.):55921144-55958519	0.1251
NM_001190472	chr20(.):55928495-55939878	0.1158
NM_001160419	chr20(.):56182946-56200632	0.1419
NM_001160418	chr20(.):56173901-56200632	0.1302
NR_024470	chr20(.):61289378-61302973	0.0969
NM_016354	chr20(.):61268796-61308647	0.114
NM_001083113	chr20(.):62333793-62372494	0.1198
NM_181485	chr20(.):62334379-62372494	0.1202
NM_017806	chr20(.):62362977-62375460	0.1102
NM_003224	chr20(.):62324994-62344355	0.0994
NM_032945	chr20(.):62321287-62335035	0.079
NM_020062	chr20(.):62366210-62380403	0.0915
NM_003823	chr20(.):62323020-62335035	0.078
NM_001389	chr21(.):41379342-42224039	0.1446
NM_000874	chr21(.):34597230-34640062	0.2028
NM_207585	chr21(.):34597230-34641820	0.2104
NM_001754	chr21(.):36155097-36426595	0.1693
NM_001001890	chr21(.):36155097-36265987	0.1754
NM_001146078	chr21(.):37827919-37919898	0.1608
NM_001146077	chr21(.):37827919-37953867	0.1561
NM_006198	chr21(.):41234346-41306322	0.1902
NM_173568	chr21(.):43486425-43568105	0.1605
NM_001199527	chr21(.):43478067-43568105	0.1762
NM_003683	chr21(.):45204417-45228983	0.169
NM_001100421	chr21(.):19156283-19196703	0.1436
NM_000629	chr21(.):34692213-34737128	0.1986
NM_000628	chr21(.):34633671-34674520	0.2063
NM_005534	chr21(.):34770201-34814828	0.1818
NM_001040192	chr21(.):34855237-34869023	0.1779
NM_017833	chr21(.):34855237-34868790	0.1766
NM_138927	chr21(.):34910349-34954812	0.1973
NM_000819	chr21(.):34871237-34919464	0.1757
NM_175085	chr21(.):34891315-34919464	0.1938
NM_001136005	chr21(.):34871237-34920195	0.1762
NM_001136006	chr21(.):34871237-34920198	0.1762
NM_032195	chr21(.):34910349-34937973	0.2056
NM_017613	chr21(.):34945210-34966014	0.1889
NM_001122607	chr21(.):36188573-36265987	0.1822
NM_020727	chr21(.):43401939-43435496	0.163
NR_027273	chr21(.):43437112-43450060	0.1402
NR_027243	chr21(.):43517243-43533644	0.1575
NM_000394	chr21(.):44584140-44597913	0.2036
NM_000100	chr21(.):45188830-45201259	0.1877
NR_026961	chr21(.):45220638-45237448	0.1365
NM_005049	chr21(.):45522207-45556063	0.1645
NM_198155	chr21(.):45548493-45570605	0.2109
NM_002473	chr22(.):36672322-36789063	0.1245
NM_004327	chr22(.):23517551-23665224	0.1215
NM_014433	chr22(.):23396592-23489241	0.1044
NM_001887	chr22(.):26990361-27018991	0.1403
NM_007194	chr22(.):29078730-29142822	0.1085
NM_001195071	chr22(.):38610297-38673670	0.1211
NM_001195072	chr22(.):38610297-38674040	0.1208
NM_001003406	chr22(.):39961757-40090740	0.0939
NM_024821	chr22(.):42191677-42227303	0.1263
NM_017424	chr22(.):17655193-17695779	0.0883
NM_007128	chr22(.):22594199-22604926	0.1198
NR_030755	chr22(.):23160269-23170365	0.103
NM_001178126	chr22(.):23224959-23243013	0.1857
NM_004914	chr22(.):23482512-23511531	0.1477
NM_001024938	chr22(.):24194058-24232725	0.1111
NM_002415	chr22(.):24231564-24242409	0.1263
NM_001024939	chr22(.):24195040-24232725	0.111
NM_001007468	chr22(.):24124149-24181705	0.1188
NM_001002862	chr22(.):24171689-24186199	0.1495
NM_000675	chr22(.):24818529-24843325	0.1274
NR_028484	chr22(.):24820177-24895783	0.114
NM_001008566	chr22(.):26916713-26966370	0.1229
NM_003595	chr22(.):26916713-26991089	0.1335
NR_031615	chr22(.):26946177-26956289	0.1494
NR_003491	chr22(.):27048445-27077440	0.1534
NM_001886	chr22(.):27012927-27031636	0.1219
NM_172002	chr22(.):29133042-29158496	0.1425
NM_173510	chr22(.):29163661-29190283	0.1472
NM_001079539	chr22(.):29185547-29201560	0.1914
NM_030643	chr22(.):36580175-36605879	0.1024
NM_145637	chr22(.):36617254-36641000	0.1464
NM_145343	chr22(.):36644116-36668577	0.1469
NM_030882	chr22(.):36617254-36640689	0.146
NM_031910	chr22(.):37571205-37589330	0.1008
NM_001051	chr22(.):37597244-37613353	0.1222
NM_013385	chr22(.):37673494-37716389	0.1115
NM_002872	chr22(.):37616309-37645305	0.1631
NM_152221	chr22(.):38681696-38718413	0.1277
NR_002821	chr22(.):38735669-38799931	0.1293
NM_001894	chr22(.):38681696-38719089	0.1275
NM_016657	chr22(.):38859082-38882637	0.1106
NM_004981	chr22(.):38817332-38845033	0.0887
NM_001098505	chr22(.):38874442-38889535	0.1423
NM_001098504	chr22(.):38874442-38907345	0.1444
NM_152868	chr22(.):38817332-38856203	0.0883
NM_004286	chr22(.):39096806-39134592	0.1345
NM_005740	chr22(.):39169512-39195161	0.1186
NM_014876	chr22(.):39076547-39101459	0.1312
NM_015374	chr22(.):39125734-39156947	0.1354
NM_001006666	chr22(.):39431672-39445428	0.1317
NM_004900	chr22(.):39373404-39393783	0.1383
NM_152426	chr22(.):39412117-39434256	0.144
NM_014508	chr22(.):39405264-39419825	0.1783
NM_021822	chr22(.):39468009-39488748	0.1168
NM_181773	chr22(.):39488228-39505072	0.1162
NM_006116	chr22(.):39790758-39832887	0.1265
NM_153497	chr22(.):39790758-39838132	0.1322
NM_194326	chr22(.):39920097-39933860	0.1579
NM_002409	chr22(.):39848324-39893199	0.1334
NM_019008	chr22(.):39893283-39919137	0.1434
NM_182810	chr22(.):39911568-39923691	0.1712
NM_001098270	chr22(.):39878228-39893199	0.1278
NM_016272	chr22(.):41824491-41848027	0.1362
NM_032758	chr22(.):41850720-41869708	0.128
NM_001098	chr22(.):41860128-41929993	0.1219
NM_152513	chr22(.):42090517-42200459	0.1236
