REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam	43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_19246_lociStitched	chr19	46744195	46744817	1	623	326.6744	17.851399999999998
1_MACS_peak_20815_lociStitched	chr2	127863129	127863751	1	623	431.2326	40.9276
1_MACS_peak_25653_lociStitched	chr22	49487194	49487816	1	623	491.38	21.3968
1_MACS_peak_25845_lociStitched	chr3	9903865	9904487	1	623	469.36120000000005	51.812599999999996
1_MACS_peak_26596_lociStitched	chr4	1053098	1053720	1	623	486.09299999999996	42.5448
1_MACS_peak_27912_lociStitched	chr5	1944937	1945559	1	623	448.64860000000004	73.5826
1_MACS_peak_13006_lociStitched	chr17	8739508	8740129	1	622	493.57079999999996	71.415
1_MACS_peak_16684_lociStitched	chr19	8568515	8569136	1	622	433.5822	76.6935
1_MACS_peak_19019_lociStitched	chr19	43969538	43970159	1	622	414.4554	49.7421
1_MACS_peak_32066_lociStitched	chr8	144058812	144059433	1	622	400.7313	26.5167
1_MACS_peak_2301_lociStitched	chr1	18266401	18267021	1	621	501.518	17.732
1_MACS_peak_4946_lociStitched	chr10	1224485	1225105	1	621	406.596	30.442
1_MACS_peak_10952_lociStitched	chr16	4209690	4210310	1	621	354.02	61.132
1_MACS_peak_12027_lociStitched	chr16	87527054	87527674	1	621	461.776	87.792
1_MACS_peak_17738_lociStitched	chr19	17825989	17826609	1	621	573.624	13.392000000000001
1_MACS_peak_31167_lociStitched	chr8	4851836	4852456	1	621	590.612	22.009999999999998
1_MACS_peak_1903_lociStitched	chr1	12806544	12807163	1	620	476.8157	42.711000000000006
1_MACS_peak_4575_lociStitched	chr1	170633515	170634134	1	620	530.7306	68.2138
1_MACS_peak_6832_lociStitched	chr11	62786353	62786972	1	620	568.4277	61.03339999999999
1_MACS_peak_12137_lociStitched	chr16	87963647	87964266	1	620	463.44530000000003	57.1337
1_MACS_peak_17072_lociStitched	chr19	13417162	13417781	1	620	424.0769	75.8894
1_MACS_peak_18398_lociStitched	chr19	36480415	36481034	1	620	444.5039	28.5359
1_MACS_peak_18553_lociStitched	chr19	39484680	39485299	1	620	524.3548999999999	73.8467
1_MACS_peak_21372_lociStitched	chr20	21085935	21086554	1	620	523.8597000000001	37.2019
1_MACS_peak_25564_lociStitched	chr22	46968643	46969262	1	620	517.0507	15.2274
1_MACS_peak_32475_lociStitched	chr9	116918629	116919248	1	620	627.3565000000001	45.4346
1_MACS_peak_32669_lociStitched	chr9	131870998	131871617	1	620	523.1169	71.2469
1_MACS_peak_32840_lociStitched	chr9	133021004	133021623	1	620	500.89480000000003	72.98010000000001
1_MACS_peak_5654_lociStitched	chr10	122738554	122739172	1	619	447.9882	111.1164
1_MACS_peak_6708_lociStitched	chr11	59323348	59323966	1	619	564.9756	87.3234
1_MACS_peak_10224_lociStitched	chr15	75023808	75024426	1	619	367.4628	67.053
1_MACS_peak_16395_lociStitched	chr19	6290068	6290686	1	619	511.395	65.2608
1_MACS_peak_20404_lociStitched	chr2	874678	875296	1	619	383.7162	64.6428
1_MACS_peak_20702_lociStitched	chr2	96461944	96462562	1	619	324.5118	66.00240000000001
1_MACS_peak_26296_lociStitched	chr3	52567003	52567621	1	619	467.0844	36.894600000000004
1_MACS_peak_34097_lociStitched	chr9	140367977	140368595	1	619	459.2358	57.474
1_MACS_peak_7364_lociStitched	chr11	69713909	69714526	1	618	449.36109999999996	32.7627
1_MACS_peak_8245_lociStitched	chr11	119993154	119993771	1	618	506.55699999999996	36.7732
1_MACS_peak_17264_lociStitched	chr19	14541669	14542286	1	618	599.4155000000001	63.2425
1_MACS_peak_20600_lociStitched	chr2	46525251	46525868	1	618	523.4628	139.9356
1_MACS_peak_22530_lociStitched	chr20	59824379	59824996	1	618	466.8222	31.652099999999997
1_MACS_peak_26153_lociStitched	chr3	48553792	48554409	1	618	495.2042	44.609100000000005
1_MACS_peak_28321_lociStitched	chr5	179746506	179747123	1	618	424.3109	31.5287
1_MACS_peak_33265_lociStitched	chr9	136168295	136168912	1	618	507.174	35.847699999999996
1_MACS_peak_4296_lociStitched	chr1	82012484	82013100	1	617	442.904	22.299200000000003
1_MACS_peak_4854_lociStitched	chr1	228163392	228164008	1	617	404.404	88.088
1_MACS_peak_10259_lociStitched	chr15	76008603	76009219	1	617	451.65119999999996	31.354400000000002
1_MACS_peak_10516_lociStitched	chr15	101974524	101975140	1	617	520.828	70.84
1_MACS_peak_11475_lociStitched	chr16	74454122	74454738	1	617	328.20480000000003	76.7536
1_MACS_peak_12953_lociStitched	chr17	7883546	7884162	1	617	399.2912	8.4392
1_MACS_peak_16763_lociStitched	chr19	9700472	9701088	1	617	507.64560000000006	8.747200000000001
1_MACS_peak_21790_lociStitched	chr20	47025702	47026318	1	617	397.13520000000005	52.976
1_MACS_peak_27965_lociStitched	chr5	76940231	76940847	1	617	468.5912	84.084
1_MACS_peak_32294_lociStitched	chr8	145807938	145808554	1	617	465.2032	43.797599999999996
1_MACS_peak_11057_lociStitched	chr16	19894637	19895252	1	616	468.6915	21.2175
1_MACS_peak_17511_lociStitched	chr19	15994505	15995120	1	616	598.9485	71.27850000000001
1_MACS_peak_18668_lociStitched	chr19	41054789	41055404	1	616	524.964	56.949
1_MACS_peak_26960_lociStitched	chr4	6778561	6779176	1	616	511.7415	81.30300000000001
1_MACS_peak_4434_lociStitched	chr1	155122889	155123503	1	615	452.211	94.61739999999999
1_MACS_peak_9408_lociStitched	chr14	101146228	101146842	1	615	533.4432	24.253
1_MACS_peak_18149_lociStitched	chr19	34295016	34295630	1	615	406.161	42.36600000000001
1_MACS_peak_18425_lociStitched	chr19	38842543	38843157	1	615	413.0992	45.742999999999995
1_MACS_peak_23933_lociStitched	chr22	21747517	21748131	1	615	440.91339999999997	56.3652
1_MACS_peak_24114_lociStitched	chr22	25630323	25630937	1	615	412.48519999999996	72.2064
1_MACS_peak_31350_lociStitched	chr8	12991252	12991866	1	615	469.0346	118.87039999999999
1_MACS_peak_31780_lociStitched	chr8	142999277	142999891	1	615	479.7182	12.0344
1_MACS_peak_4522_lociStitched	chr1	157624968	157625581	1	614	466.3091	143.0129
1_MACS_peak_5293_lociStitched	chr10	73252368	73252981	1	614	473.6038	22.1293
1_MACS_peak_11557_lociStitched	chr16	84477938	84478551	1	614	537.4171	24.2135
1_MACS_peak_17292_lociStitched	chr19	14846733	14847346	1	614	375.9529	9.5015
1_MACS_peak_24221_lociStitched	chr22	27608636	27609249	1	614	580.2045	47.384899999999995
1_MACS_peak_25280_lociStitched	chr22	45255406	45256019	1	614	446.93829999999997	36.2283
1_MACS_peak_26933_lociStitched	chr4	6549152	6549765	1	614	578.4881	71.78229999999999
1_MACS_peak_27919_lociStitched	chr5	2006850	2007463	1	614	510.1999	23.845699999999997
1_MACS_peak_30083_lociStitched	chr7	139207614	139208227	1	614	403.35400000000004	41.806599999999996
1_MACS_peak_4624_lociStitched	chr1	201269203	201269815	1	613	510.714	64.8108
1_MACS_peak_10353_lociStitched	chr15	78063817	78064429	1	613	457.47	72.4608
1_MACS_peak_12703_lociStitched	chr17	4432029	4432641	1	613	427.78799999999995	35.373599999999996
1_MACS_peak_13079_lociStitched	chr17	9966771	9967383	1	613	467.262	89.9028
1_MACS_peak_27593_lociStitched	chr4	8957410	8958022	1	613	415.3644	26.622
1_MACS_peak_27777_lociStitched	chr5	966005	966617	1	613	425.82959999999997	94.43159999999999
1_MACS_peak_28168_lociStitched	chr5	176263614	176264226	1	613	463.284	16.1568
1_MACS_peak_28221_lociStitched	chr5	177675527	177676139	1	613	491.25239999999997	41.922000000000004
1_MACS_peak_30808_lociStitched	chr7	157996670	157997282	1	613	455.94	48.470400000000005
1_MACS_peak_34270_lociStitched	chrX	152787845	152788457	1	613	555.3288	26.499599999999997
1_MACS_peak_4896_lociStitched	chr1	231297729	231298340	1	612	511.6514	65.1326
1_MACS_peak_5621_lociStitched	chr10	114719981	114720592	1	612	473.0973	80.2854
1_MACS_peak_5795_lociStitched	chr10	131743657	131744268	1	612	490.9996	69.4096
1_MACS_peak_14386_lociStitched	chr17	71603923	71604534	1	612	416.21320000000003	45.3973
1_MACS_peak_15662_lociStitched	chr19	238078	238689	1	612	379.4921	87.6174
1_MACS_peak_15833_lociStitched	chr19	1929893	1930504	1	612	569.8797	120.55030000000001
1_MACS_peak_24260_lociStitched	chr22	27813838	27814449	1	612	492.7104	61.527699999999996
1_MACS_peak_25919_lociStitched	chr3	11197265	11197876	1	612	630.4909	67.88210000000001
1_MACS_peak_8252_lociStitched	chr11	120007770	120008380	1	611	512.034	60.878
1_MACS_peak_17343_lociStitched	chr19	15103247	15103857	1	611	527.894	86.681
1_MACS_peak_19017_lociStitched	chr19	43963628	43964238	1	611	433.77099999999996	47.397000000000006
1_MACS_peak_24648_lociStitched	chr22	37849631	37850241	1	611	512.461	41.907
1_MACS_peak_28388_lociStitched	chr5	180488388	180488998	1	611	467.13800000000003	79.483
1_MACS_peak_32200_lociStitched	chr8	144627750	144628360	1	611	614.697	20.374
1_MACS_peak_2719_lociStitched	chr1	20521246	20521855	1	610	607.782	55.053599999999996
1_MACS_peak_4065_lociStitched	chr1	37386196	37386805	1	610	539.9394	20.4624
1_MACS_peak_4355_lociStitched	chr1	146009401	146010010	1	610	534.2148	189.64260000000002
1_MACS_peak_10364_lociStitched	chr15	78124855	78125464	1	610	577.6974	65.163
1_MACS_peak_10940_lociStitched	chr16	4081869	4082478	1	610	419.3574	23.142
1_MACS_peak_18731_lociStitched	chr19	41477355	41477964	1	610	477.0906	61.874399999999994
1_MACS_peak_22551_lociStitched	chr20	59926598	59927207	1	610	371.85540000000003	62.6661
1_MACS_peak_25995_lociStitched	chr3	13742381	13742990	1	610	461.5002	40.254900000000006
1_MACS_peak_18498_lociStitched	chr19	38995635	38996243	1	609	416.54080000000005	41.344
1_MACS_peak_19680_lociStitched	chr19	49364788	49365396	1	609	594.6848	27.663999999999998
1_MACS_peak_22477_lociStitched	chr20	58191942	58192550	1	609	424.5056	23.8336
1_MACS_peak_22479_lociStitched	chr20	58196833	58197441	1	609	378.6624	46.512
1_MACS_peak_24920_lociStitched	chr22	43671169	43671777	1	609	617.4240000000001	76.1824
1_MACS_peak_25686_lociStitched	chr22	50054758	50055366	1	609	544.16	14.896
1_MACS_peak_29676_lociStitched	chr7	75890861	75891469	1	609	406.81280000000004	58.1248
1_MACS_peak_7251_lociStitched	chr11	69234240	69234847	1	608	481.4117	67.49839999999999
1_MACS_peak_9081_lociStitched	chr12	131617375	131617982	1	608	357.15880000000004	7.5875
1_MACS_peak_9332_lociStitched	chr14	75078589	75079196	1	608	584.2982	55.0549
1_MACS_peak_13536_lociStitched	chr17	38220163	38220770	1	608	399.10249999999996	105.4966
1_MACS_peak_20964_lociStitched	chr2	219842459	219843066	1	608	526.7546	86.6189
1_MACS_peak_31292_lociStitched	chr8	7636655	7637262	1	608	371.484	56.2082
1_MACS_peak_9187_lociStitched	chr13	113597526	113598132	1	607	529.038	113.4432
1_MACS_peak_18020_lociStitched	chr19	30576876	30577482	1	607	355.41900000000004	93.5058
1_MACS_peak_21080_lociStitched	chr2	239772013	239772619	1	607	439.95599999999996	30.5424
1_MACS_peak_22696_lociStitched	chr20	60354079	60354685	1	607	475.1646	37.4508
1_MACS_peak_23145_lociStitched	chr21	40353456	40354062	1	607	501.0408	104.11080000000001
1_MACS_peak_27070_lociStitched	chr4	7413571	7414177	1	607	597.6372	42.480599999999995
1_MACS_peak_28126_lociStitched	chr5	176114776	176115382	1	607	538.4309999999999	55.024800000000006
1_MACS_peak_32427_lociStitched	chr9	67787015	67787621	1	607	508.3128	84.23400000000001
1_MACS_peak_4538_lociStitched	chr1	158100712	158101317	1	606	453.2055	93.17
1_MACS_peak_16283_lociStitched	chr19	5539050	5539655	1	606	442.0735	61.347
1_MACS_peak_17097_lociStitched	chr19	13685713	13686318	1	606	509.894	30.4315
1_MACS_peak_20491_lociStitched	chr2	25426998	25427603	1	606	416.36100000000005	15.729999999999999
1_MACS_peak_3004_lociStitched	chr1	22531585	22532189	1	605	442.06759999999997	70.6076
1_MACS_peak_7926_lociStitched	chr11	75901862	75902466	1	605	424.06839999999994	88.4256
1_MACS_peak_13076_lociStitched	chr17	9956777	9957381	1	605	364.5744	35.2132
1_MACS_peak_21202_lociStitched	chr2	241861479	241862083	1	605	437.1752	21.441999999999997
1_MACS_peak_8366_lociStitched	chr12	258491	259094	1	604	423.7281	61.3251
1_MACS_peak_9543_lociStitched	chr14	103624793	103625396	1	604	368.0109	15.1353
1_MACS_peak_11896_lociStitched	chr16	85878194	85878797	1	604	485.7165	22.9743
1_MACS_peak_14276_lociStitched	chr17	71324544	71325147	1	604	406.30139999999994	29.0646
1_MACS_peak_30026_lociStitched	chr7	107779887	107780490	1	604	519.0624	110.2284
1_MACS_peak_1909_lociStitched	chr1	15427267	15427869	1	603	534.9372	80.1864
1_MACS_peak_2307_lociStitched	chr1	18282333	18282935	1	603	531.1446	63.1498
1_MACS_peak_9433_lociStitched	chr14	101290328	101290930	1	603	441.4466	12.5216
1_MACS_peak_12147_lociStitched	chr16	88146423	88147025	1	603	416.6442	18.6018
1_MACS_peak_13096_lociStitched	chr17	16491447	16492049	1	603	512.5428	103.4838
1_MACS_peak_13213_lociStitched	chr17	19665046	19665648	1	603	390.1562	44.7286
1_MACS_peak_14852_lociStitched	chr17	75275992	75276594	1	603	465.22560000000004	65.618
1_MACS_peak_19653_lociStitched	chr19	49226647	49227249	1	603	503.99440000000004	72.1196
1_MACS_peak_19943_lociStitched	chr19	51173642	51174244	1	603	513.6264	23.478
1_MACS_peak_4988_lociStitched	chr10	1650972	1651573	1	602	509.7682	35.999900000000004
1_MACS_peak_5197_lociStitched	chr10	71681197	71681798	1	602	457.5413	70.1968
1_MACS_peak_32532_lociStitched	chr9	126777811	126778412	1	602	457.00039999999996	28.066699999999997
1_MACS_peak_662_lociStitched	chr1	4390464	4391064	1	601	468.54	19.2
1_MACS_peak_4206_lociStitched	chr1	40136684	40137284	1	601	474.72	51.36
1_MACS_peak_9515_lociStitched	chr14	102098322	102098922	1	601	339.9	9.3
1_MACS_peak_15589_lociStitched	chr18	19977239	19977839	1	601	577.38	39.6
1_MACS_peak_18118_lociStitched	chr19	34035553	34036153	1	601	374.34000000000003	52.559999999999995
1_MACS_peak_20121_lociStitched	chr19	55065123	55065723	1	601	298.38	67.74
1_MACS_peak_20833_lociStitched	chr2	128377201	128377801	1	601	411.24	58.74
1_MACS_peak_26434_lociStitched	chr3	184217743	184218343	1	601	452.22	95.94
1_MACS_peak_29039_lociStitched	chr7	177622	178222	1	601	332.93999999999994	58.98
1_MACS_peak_30448_lociStitched	chr7	155402911	155403511	1	601	605.28	72.66
1_MACS_peak_32216_lociStitched	chr8	144796451	144797051	1	601	435.90000000000003	8.76
1_MACS_peak_16753_lociStitched	chr19	9127956	9128555	1	600	423.7925	53.1313
1_MACS_peak_19046_lociStitched	chr19	45289921	45290520	1	600	488.72409999999996	87.8134
1_MACS_peak_19944_lociStitched	chr19	51176239	51176838	1	600	519.5726	38.875099999999996
1_MACS_peak_1821_lociStitched	chr1	11639593	11640191	1	599	526.0606	39.468
1_MACS_peak_3203_lociStitched	chr1	23287149	23287747	1	599	409.5104	35.0428
1_MACS_peak_4344_lociStitched	chr1	145414580	145415178	1	599	430.261	73.853
1_MACS_peak_9010_lociStitched	chr12	101383503	101384101	1	599	452.38699999999994	81.02900000000001
1_MACS_peak_9840_lociStitched	chr14	105572738	105573336	1	599	480.3734	23.8602
1_MACS_peak_16368_lociStitched	chr19	6130938	6131536	1	599	487.1308	86.3512
1_MACS_peak_26524_lociStitched	chr3	195508626	195509224	1	599	412.61999999999995	75.82639999999999
1_MACS_peak_27158_lociStitched	chr4	7670805	7671403	1	599	428.70619999999997	29.7206
1_MACS_peak_30334_lociStitched	chr7	155061505	155062103	1	599	463.9882	92.989
1_MACS_peak_31352_lociStitched	chr8	20160780	20161378	1	599	495.62239999999997	28.943199999999997
1_MACS_peak_3991_lociStitched	chr1	37064674	37065271	1	598	466.257	34.3275
1_MACS_peak_4983_lociStitched	chr10	1574454	1575051	1	598	425.8998	18.1488
1_MACS_peak_7939_lociStitched	chr11	76031448	76032045	1	598	494.91299999999995	58.8642
1_MACS_peak_17548_lociStitched	chr19	16845901	16846498	1	598	390.3186	14.925
1_MACS_peak_21283_lociStitched	chr20	658462	659059	1	598	434.9742	42.2079
1_MACS_peak_26342_lociStitched	chr3	127146540	127147137	1	598	385.96049999999997	27.8799
1_MACS_peak_28474_lociStitched	chr6	29974654	29975251	1	598	436.407	52.3569
1_MACS_peak_787_lociStitched	chr1	4841871	4842467	1	597	324.16440000000006	64.54679999999999
1_MACS_peak_5812_lociStitched	chr10	133910343	133910939	1	597	468.99240000000003	44.3424
1_MACS_peak_11308_lociStitched	chr16	32490055	32490651	1	597	415.0544	123.55080000000001
1_MACS_peak_22243_lociStitched	chr20	57155777	57156373	1	597	535.9828	31.0516
1_MACS_peak_28165_lociStitched	chr5	176254495	176255091	1	597	437.88120000000004	67.46719999999999
1_MACS_peak_28449_lociStitched	chr6	10892316	10892912	1	597	479.1244	73.6656
1_MACS_peak_5286_lociStitched	chr10	73217111	73217706	1	596	516.0435	81.5745
1_MACS_peak_8273_lociStitched	chr11	125133293	125133888	1	596	473.02500000000003	52.598000000000006
1_MACS_peak_8729_lociStitched	chr12	52648391	52648986	1	596	523.481	38.0205
1_MACS_peak_14733_lociStitched	chr17	73073835	73074430	1	596	452.49749999999995	26.537
1_MACS_peak_16752_lociStitched	chr19	9100271	9100866	1	596	531.5135	97.342
1_MACS_peak_25490_lociStitched	chr22	46424667	46425262	1	596	431.256	31.4755
1_MACS_peak_30865_lociStitched	chr7	158228660	158229255	1	596	470.1095	99.9005
1_MACS_peak_1409_lociStitched	chr1	8135644	8136238	1	595	487.4958	84.348
1_MACS_peak_7218_lociStitched	chr11	68875812	68876406	1	595	506.38500000000005	44.7282
1_MACS_peak_12374_lociStitched	chr16	90278859	90279453	1	595	320.1066	56.54880000000001
1_MACS_peak_20902_lociStitched	chr2	182547977	182548571	1	595	311.9688	8.019
1_MACS_peak_24338_lociStitched	chr22	28157533	28158127	1	595	442.1142	24.235200000000003
1_MACS_peak_30241_lociStitched	chr7	151615793	151616387	1	595	504.48420000000004	23.5818
1_MACS_peak_31487_lociStitched	chr8	81212540	81213134	1	595	436.5306	41.7582
1_MACS_peak_1609_lociStitched	chr1	9525832	9526425	1	594	492.24929999999995	17.019099999999998
1_MACS_peak_7109_lociStitched	chr11	66764445	66765038	1	594	609.7819	35.2242
1_MACS_peak_17928_lociStitched	chr19	19673338	19673931	1	594	372.1668	27.930300000000003
1_MACS_peak_20685_lociStitched	chr2	91967327	91967920	1	594	403.71439999999996	80.9445
1_MACS_peak_20830_lociStitched	chr2	128366097	128366690	1	594	376.91080000000005	15.1215
1_MACS_peak_14541_lociStitched	chr17	72218187	72218779	1	593	489.9392	31.375999999999998
1_MACS_peak_14759_lociStitched	chr17	74011067	74011659	1	593	545.3504	39.8416
1_MACS_peak_15234_lociStitched	chr17	77803311	77803903	1	593	487.03839999999997	70.0336
1_MACS_peak_18542_lociStitched	chr19	39296859	39297451	1	593	474.192	81.10400000000001
1_MACS_peak_21296_lociStitched	chr20	926612	927204	1	593	404.04	70.8032
1_MACS_peak_24187_lociStitched	chr22	26723492	26724084	1	593	528.1824	110.94080000000001
1_MACS_peak_26732_lociStitched	chr4	3598678	3599270	1	593	470.936	36.2896
1_MACS_peak_32415_lociStitched	chr9	45727123	45727715	1	593	532.4448	143.7968
1_MACS_peak_4655_lociStitched	chr1	201648092	201648683	1	592	378.59459999999996	70.7427
1_MACS_peak_5015_lociStitched	chr10	6444527	6445118	1	592	514.761	58.4499
1_MACS_peak_8276_lociStitched	chr11	125365122	125365713	1	592	532.3728	57.5043
1_MACS_peak_13003_lociStitched	chr17	8296225	8296816	1	592	539.2284	59.6319
1_MACS_peak_20664_lociStitched	chr2	87651468	87652059	1	592	388.0506	122.45519999999999
1_MACS_peak_25644_lociStitched	chr22	49416964	49417555	1	592	489.82079999999996	27.836100000000002
1_MACS_peak_26371_lociStitched	chr3	128289825	128290416	1	592	390.7101	33.3915
1_MACS_peak_4458_lociStitched	chr1	156346626	156347216	1	591	501.02799999999996	70.15100000000001
1_MACS_peak_18459_lociStitched	chr19	38920410	38921000	1	591	420.96500000000003	73.16
1_MACS_peak_19819_lociStitched	chr19	50266071	50266661	1	591	461.675	40.415000000000006
1_MACS_peak_28339_lociStitched	chr5	179827963	179828553	1	591	507.105	36.462
1_MACS_peak_31030_lociStitched	chr8	1573958	1574548	1	591	453.17900000000003	69.03
1_MACS_peak_3690_lociStitched	chr1	30745328	30745917	1	590	440.7487	22.8532
1_MACS_peak_17542_lociStitched	chr19	16406976	16407565	1	590	498.1173	35.8701
1_MACS_peak_23935_lociStitched	chr22	21770583	21771172	1	590	342.5624	28.3898
1_MACS_peak_27621_lociStitched	chr4	40297125	40297714	1	590	463.0129	173.5194
1_MACS_peak_5118_lociStitched	chr10	71450603	71451191	1	589	479.3376	44.1
1_MACS_peak_11479_lociStitched	chr16	75242740	75243328	1	589	377.0256	6.3504000000000005
1_MACS_peak_17110_lociStitched	chr19	13769691	13770279	1	589	446.9388	40.3956
1_MACS_peak_27195_lociStitched	chr4	7755351	7755939	1	589	442.94039999999995	78.792
1_MACS_peak_28988_lociStitched	chr6	167616438	167617026	1	589	389.3736	24.696
1_MACS_peak_4609_lociStitched	chr1	201178372	201178959	1	588	408.4346	93.6852
1_MACS_peak_8960_lociStitched	chr12	54796947	54797534	1	588	434.61479999999995	30.1131
1_MACS_peak_26099_lociStitched	chr3	40224539	40225126	1	588	455.15979999999996	91.9242
1_MACS_peak_27943_lociStitched	chr5	66359435	66360022	1	588	325.4915	71.0857
1_MACS_peak_28248_lociStitched	chr5	177808964	177809551	1	588	400.334	69.3834
1_MACS_peak_30175_lociStitched	chr7	151403863	151404450	1	588	423.1683	57.526
1_MACS_peak_32803_lociStitched	chr9	132804074	132804661	1	588	553.7171	104.1925
1_MACS_peak_4267_lociStitched	chr1	47572225	47572811	1	587	451.45439999999996	100.49900000000001
1_MACS_peak_9184_lociStitched	chr13	113565340	113565926	1	587	451.8646	28.2452
1_MACS_peak_11330_lociStitched	chr16	34375677	34376263	1	587	425.3188	49.751400000000004
1_MACS_peak_12721_lociStitched	chr17	4538716	4539302	1	587	474.4256	97.569
1_MACS_peak_14470_lociStitched	chr17	71985899	71986485	1	587	473.48800000000006	13.360800000000001
1_MACS_peak_17323_lociStitched	chr19	14982043	14982629	1	587	449.11039999999997	69.8512
1_MACS_peak_17483_lociStitched	chr19	15926307	15926893	1	587	456.6112	63.17080000000001
1_MACS_peak_19858_lociStitched	chr19	50816294	50816880	1	587	472.0816	40.3754
1_MACS_peak_22544_lociStitched	chr20	59880704	59881290	1	587	512.164	52.739999999999995
1_MACS_peak_23275_lociStitched	chr21	43914812	43915398	1	587	530.7988	77.87939999999999
1_MACS_peak_26852_lociStitched	chr4	6323969	6324555	1	587	451.806	45.708
1_MACS_peak_28478_lociStitched	chr6	30046299	30046885	1	587	448.9346	40.785599999999995
1_MACS_peak_5395_lociStitched	chr10	90699781	90700366	1	586	472.73850000000004	44.811
1_MACS_peak_5470_lociStitched	chr10	101280451	101281036	1	586	499.59	36.5625
1_MACS_peak_8841_lociStitched	chr12	53118604	53119189	1	586	410.0265	28.6065
1_MACS_peak_9007_lociStitched	chr12	96094722	96095307	1	586	443.07899999999995	61.1325
1_MACS_peak_28282_lociStitched	chr5	178922930	178923515	1	586	416.52	16.146
1_MACS_peak_5407_lociStitched	chr10	94486965	94487549	1	585	493.65520000000004	110.668
1_MACS_peak_5451_lociStitched	chr10	99611102	99611686	1	585	424.9184	35.5072
1_MACS_peak_10262_lociStitched	chr15	76077674	76078258	1	585	579.0944000000001	66.7512
1_MACS_peak_20788_lociStitched	chr2	121198509	121199093	1	585	427.1376	32.996
1_MACS_peak_26264_lociStitched	chr3	50527878	50528462	1	585	520.052	33.6968
1_MACS_peak_31241_lociStitched	chr8	7543338	7543922	1	585	290.8904	36.733599999999996
1_MACS_peak_32470_lociStitched	chr9	115876478	115877062	1	585	356.35679999999996	8.468
1_MACS_peak_6879_lociStitched	chr11	64186815	64187398	1	584	470.1312	51.4206
1_MACS_peak_7927_lociStitched	chr11	75912987	75913570	1	584	402.6198	50.895900000000005
1_MACS_peak_8598_lociStitched	chr12	49680939	49681522	1	584	324.3229	21.2795
1_MACS_peak_10705_lociStitched	chr16	1394762	1395345	1	584	563.9942	24.2528
1_MACS_peak_13216_lociStitched	chr17	20348870	20349453	1	584	320.12530000000004	74.2159
1_MACS_peak_13846_lociStitched	chr17	43757407	43757990	1	584	556.765	67.5697
1_MACS_peak_16310_lociStitched	chr19	5816595	5817178	1	584	526.6822	53.227900000000005
1_MACS_peak_17074_lociStitched	chr19	13444094	13444677	1	584	397.4894	17.956400000000002
1_MACS_peak_17453_lociStitched	chr19	15670908	15671491	1	584	422.2669	31.423700000000004
1_MACS_peak_20190_lociStitched	chr19	55387077	55387660	1	584	398.2473	40.9849
1_MACS_peak_26839_lociStitched	chr4	6022914	6023497	1	584	425.76489999999995	25.3022
1_MACS_peak_27725_lociStitched	chr5	374722	375305	1	584	544.8718	16.1491
1_MACS_peak_27941_lociStitched	chr5	54396566	54397149	1	584	417.0199	72.1754
1_MACS_peak_28452_lociStitched	chr6	11538446	11539029	1	584	477.06890000000004	49.2635
1_MACS_peak_31043_lociStitched	chr8	1623381	1623964	1	584	521.8433	14.4001
1_MACS_peak_31765_lociStitched	chr8	142932865	142933448	1	584	450.0177	26.643099999999997
1_MACS_peak_31777_lociStitched	chr8	142984494	142985077	1	584	433.4022	34.5719
1_MACS_peak_1890_lociStitched	chr1	12202065	12202647	1	583	432.19320000000005	27.7614
1_MACS_peak_4414_lociStitched	chr1	154474218	154474800	1	583	602.4282	65.64959999999999
1_MACS_peak_9663_lociStitched	chr14	104834012	104834594	1	583	438.4788	8.6718
1_MACS_peak_12461_lociStitched	chr17	247516	248098	1	583	394.47959999999995	32.766600000000004
1_MACS_peak_13462_lociStitched	chr17	35242335	35242917	1	583	442.029	47.9568
1_MACS_peak_14014_lociStitched	chr17	47253006	47253588	1	583	378.2418	34.3962
1_MACS_peak_24230_lociStitched	chr22	27662088	27662670	1	583	371.54879999999997	37.7718
1_MACS_peak_24395_lociStitched	chr22	30857029	30857611	1	583	441.6216	75.6018
1_MACS_peak_27288_lociStitched	chr4	7992468	7993050	1	583	430.0398	26.480999999999998
1_MACS_peak_31314_lociStitched	chr8	10452667	10453249	1	583	557.9634	22.872600000000002
1_MACS_peak_31992_lociStitched	chr8	143719556	143720138	1	583	498.36659999999995	40.0416
1_MACS_peak_688_lociStitched	chr1	4511543	4512124	1	582	362.0792	86.3366
1_MACS_peak_2363_lociStitched	chr1	18448071	18448652	1	582	457.9442	38.868900000000004
1_MACS_peak_3858_lociStitched	chr1	31358490	31359071	1	582	440.4561	28.527099999999997
1_MACS_peak_4524_lociStitched	chr1	157632419	157633000	1	582	410.4184	88.6606
1_MACS_peak_8377_lociStitched	chr12	323837	324418	1	582	395.2543	66.9312
1_MACS_peak_11670_lociStitched	chr16	85188886	85189467	1	582	373.17629999999997	24.8087
1_MACS_peak_17529_lociStitched	chr19	16078394	16078975	1	582	371.0847	34.9762
1_MACS_peak_20013_lociStitched	chr19	51626817	51627398	1	582	434.47180000000003	24.227700000000002
1_MACS_peak_20447_lociStitched	chr2	10638046	10638627	1	582	648.3379	70.7077
