#29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_ROSE/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam
#Using cutoff of 19861.1742 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
1_MACS_peak_15435_lociStitched	chr17	79795284	79795810	1	527	434.739	35.9784	9836	0
1_MACS_peak_6320_lociStitched	chr11	1442001	1442535	1	535	389.6064	16.8744	9837	0
1_MACS_peak_24089_lociStitched	chr22	25348825	25349362	1	538	380.3571	18.258	9838	0
1_MACS_peak_16622_lociStitched	chr19	8161403	8161939	1	537	425.2088	59.6568	9839	0
1_MACS_peak_24119_lociStitched	chr22	25672645	25673182	1	538	363.9786	2.8461	9840	0
1_MACS_peak_30533_lociStitched	chr7	155897780	155898316	1	537	398.3552	35.0008	9841	0
1_MACS_peak_15459_lociStitched	chr17	80338736	80339255	1	520	490.1436	72.9195	9842	0
1_MACS_peak_16046_lociStitched	chr19	3571083	3571621	1	539	431.0994	75.32	9843	0
1_MACS_peak_25752_lociStitched	chr22	50460152	50460691	1	540	416.2697	65.3807	9844	0
1_MACS_peak_8637_lociStitched	chr12	50466811	50467324	1	514	460.3149	27.0864	9845	0
1_MACS_peak_24083_lociStitched	chr22	25321534	25322052	1	519	444.444	25.5374	9846	0
1_MACS_peak_8964_lociStitched	chr12	56102397	56102919	1	523	465.0498	58.1508	9847	0
1_MACS_peak_1583_lociStitched	chr1	9426680	9427199	1	520	453.087	37.7313	9848	0
1_MACS_peak_7962_lociStitched	chr11	102429246	102429766	1	521	431.288	19.084	9849	0
1_MACS_peak_14160_lociStitched	chr17	56607929	56608480	1	552	364.5416	63.2548	9850	0
1_MACS_peak_3253_lociStitched	chr1	26687629	26688176	1	548	358.5585	40.5327	9851	0
1_MACS_peak_28921_lociStitched	chr6	149885328	149885861	1	534	397.6713	28.1957	9852	0
1_MACS_peak_27811_lociStitched	chr5	1216710	1217224	1	515	450.9836	22.6674	9853	0
1_MACS_peak_2519_lociStitched	chr1	18818748	18819289	1	542	412.9453	72.2776	9854	0
1_MACS_peak_4978_lociStitched	chr10	1450459	1450984	1	526	431.445	36.1725	9855	0
1_MACS_peak_18127_lociStitched	chr19	34075072	34075582	1	511	448.902	9.741	9856	0
1_MACS_peak_8281_lociStitched	chr11	133374173	133374694	1	522	432.6905	25.2164	9857	0
1_MACS_peak_23343_lociStitched	chr21	44897206	44897752	1	547	382.473	61.698	9858	0
1_MACS_peak_7210_lociStitched	chr11	68791277	68791809	1	533	408.576	38.7828	9859	0
1_MACS_peak_31006_lociStitched	chr8	974128	974682	1	555	335.1146	51.9652	9860	0
1_MACS_peak_27270_lociStitched	chr4	7952491	7953003	1	513	461.4656	31.488	9861	0
1_MACS_peak_10503_lociStitched	chr15	101253865	101254386	1	522	437.7442	34.3339	9862	0
1_MACS_peak_5059_lociStitched	chr10	48126172	48126721	1	550	342.576	39.7476	9863	0
1_MACS_peak_23698_lociStitched	chr22	18848123	18848676	1	554	372.8879	87.8717	9864	0
1_MACS_peak_31929_lociStitched	chr8	143523550	143524068	1	519	427.6608	16.1616	9865	0
1_MACS_peak_8892_lociStitched	chr12	53310071	53310611	1	541	380.808	47.034	9866	0
1_MACS_peak_24282_lociStitched	chr22	27929251	27929777	1	527	402.2848	19.725	9867	0
1_MACS_peak_20015_lociStitched	chr19	54336129	54336663	1	535	396.5484	41.919	9868	0
1_MACS_peak_18125_lociStitched	chr19	34051172	34051682	1	511	476.391	46.41	9869	0
1_MACS_peak_20700_lociStitched	chr2	96052947	96053472	1	526	400.155	16.17	9870	0
1_MACS_peak_7070_lociStitched	chr11	66495964	66496502	1	539	374.0176	35.1852	9871	0
1_MACS_peak_30269_lociStitched	chr7	154623805	154624361	1	557	341.1616	81.0648	9872	0
1_MACS_peak_22365_lociStitched	chr20	57887671	57888208	1	538	364.5693	23.2521	9873	0
1_MACS_peak_21898_lociStitched	chr20	49038473	49039012	1	540	379.7794	46.1923	9874	0
1_MACS_peak_32487_lociStitched	chr9	117014339	117014875	1	537	425.1016	80.5072	9875	0
1_MACS_peak_10173_lociStitched	chr15	74504614	74505156	1	543	424.0608	103.0342	9876	0
1_MACS_peak_9159_lociStitched	chr13	112885811	112886352	1	542	356.7895	32.2436	9877	0
1_MACS_peak_26523_lociStitched	chr3	195506790	195507350	1	561	328.16	92.568	9878	0
1_MACS_peak_13145_lociStitched	chr17	18394831	18395382	1	552	288.4485	8.4303	9879	0
1_MACS_peak_16978_lociStitched	chr19	12978137	12978657	1	521	447.876	53.04	9880	0
1_MACS_peak_29490_lociStitched	chr7	27219243	27219778	1	536	389.2125	45.047	9881	0
1_MACS_peak_14804_lociStitched	chr17	74836382	74836903	1	522	437.9005	46.5774	9882	0
1_MACS_peak_32839_lociStitched	chr9	133015665	133016198	1	534	374.4858	23.5586	9883	0
1_MACS_peak_17447_lociStitched	chr19	15648183	15648712	1	530	408.6525	43.7483	9884	0
1_MACS_peak_23109_lociStitched	chr21	33150565	33151109	1	545	397.2832	89.8688	9885	0
1_MACS_peak_2680_lociStitched	chr1	19393783	19394321	1	539	387.7366	57.9426	9886	0
1_MACS_peak_11084_lociStitched	chr16	27901948	27902478	1	531	390.504	32.807	9887	0
1_MACS_peak_9950_lociStitched	chr15	30395066	30395619	1	554	311.7261	48.9405	9888	0
1_MACS_peak_32037_lociStitched	chr8	143900164	143900694	1	531	414.142	56.816	9889	0
1_MACS_peak_20832_lociStitched	chr2	128374106	128374640	1	535	403.2234	60.5022	9890	0
1_MACS_peak_19163_lociStitched	chr19	46259754	46260274	1	521	427.18	38.012	9891	0
1_MACS_peak_1550_lociStitched	chr1	9197090	9197627	1	538	386.0493	55.9554	9892	0
1_MACS_peak_4468_lociStitched	chr1	156416479	156417004	1	526	430.0275	57.96	9893	0
1_MACS_peak_8212_lociStitched	chr11	119650258	119650793	1	536	360.6435	24.2355	9894	0
1_MACS_peak_1416_lociStitched	chr1	8171354	8171876	1	523	398.286	17.748	9895	0
1_MACS_peak_24732_lociStitched	chr22	39770147	39770698	1	552	321.8942	55.5959	9896	0
1_MACS_peak_23670_lociStitched	chr22	16866867	16867418	1	552	363.7151	98.0229	9897	0
1_MACS_peak_27966_lociStitched	chr5	82768027	82768563	1	537	401.0888	71.1272	9898	0
1_MACS_peak_32435_lociStitched	chr9	69787567	69788102	1	536	457.104	123.4245	9899	0
1_MACS_peak_9746_lociStitched	chr14	105091061	105091590	1	530	361.0425	5.9248	9900	0
1_MACS_peak_10758_lociStitched	chr16	2193777	2194314	1	538	378.8535	53.3778	9901	0
1_MACS_peak_4595_lociStitched	chr1	181076942	181077482	1	541	344.466	31.158	9902	0
1_MACS_peak_10504_lociStitched	chr15	101854885	101855408	1	524	391.204	16.1607	9903	0
1_MACS_peak_18554_lociStitched	chr19	39493361	39493900	1	540	331.2155	14.7147	9904	0
1_MACS_peak_6490_lociStitched	chr11	2368656	2369187	1	532	391.0815	44.6571	9905	0
1_MACS_peak_9934_lociStitched	chr14	107257318	107257836	1	519	414.5554	24.864	9906	0
1_MACS_peak_21072_lociStitched	chr2	239038467	239038981	1	515	428.6246	26.6766	9907	0
1_MACS_peak_19119_lociStitched	chr19	45832229	45832732	1	504	463.2127	30.0794	9908	0
1_MACS_peak_9935_lociStitched	chr15	20147573	20148133	1	561	329.392	118.832	9909	0
1_MACS_peak_5328_lociStitched	chr10	73371530	73372079	1	550	364.4262	94.0437	9910	0
1_MACS_peak_27267_lociStitched	chr4	7935393	7935918	1	526	387.87	22.995	9911	0
1_MACS_peak_804_lociStitched	chr1	5048038	5048570	1	533	370.1656	30.4836	9912	0
1_MACS_peak_21084_lociStitched	chr2	239846997	239847497	1	501	462.5	22.9	9913	0
1_MACS_peak_12756_lociStitched	chr17	6348266	6348786	1	521	428.688	48.308	9914	0
1_MACS_peak_30983_lociStitched	chr8	529016	529560	1	545	380.3104	90.7936	9915	0
1_MACS_peak_26483_lociStitched	chr3	193847413	193847949	1	537	413.524	90.7448	9916	0
1_MACS_peak_5315_lociStitched	chr10	73313289	73313829	1	541	345.114	38.61	9917	0
1_MACS_peak_28879_lociStitched	chr6	47383989	47384509	1	521	400.556	22.88	9918	0
1_MACS_peak_17318_lociStitched	chr19	14957538	14958055	1	518	388.3704	1.4476	9919	0
1_MACS_peak_20662_lociStitched	chr2	87625301	87625852	1	552	471.6009	218.9123	9920	0
1_MACS_peak_11376_lociStitched	chr16	56200762	56201295	1	534	364.8385	33.8988	9921	0
1_MACS_peak_30874_lociStitched	chr7	158261324	158261848	1	525	454.57	91.438	9922	0
1_MACS_peak_20699_lociStitched	chr2	96050885	96051391	1	507	440.4224	21.7074	9923	0
1_MACS_peak_20859_lociStitched	chr2	133041157	133041645	1	489	571.0088	104.7736	9924	0
1_MACS_peak_2520_lociStitched	chr1	18836030	18836547	1	518	417.5292	32.7778	9925	0
1_MACS_peak_8048_lociStitched	chr11	117530130	117530664	1	535	395.0532	71.1288	9926	0
1_MACS_peak_26737_lociStitched	chr4	3613881	3614385	1	505	438.5808	16.1784	9927	0
1_MACS_peak_8655_lociStitched	chr12	52246520	52247031	1	512	432.4593	31.682	9928	0
1_MACS_peak_20055_lociStitched	chr19	54809746	54810264	1	519	438.7978	60.5024	9929	0
1_MACS_peak_24751_lociStitched	chr22	40001894	40002409	1	516	433.8875	46.144	9930	0
1_MACS_peak_8717_lociStitched	chr12	52620076	52620594	1	519	437.71	60.3988	9931	0
1_MACS_peak_9454_lociStitched	chr14	101526882	101527411	1	530	362.2063	23.0644	9932	0
1_MACS_peak_16386_lociStitched	chr19	6174806	6175338	1	533	406.0756	79.4276	9933	0
1_MACS_peak_28065_lociStitched	chr5	171880557	171881044	1	488	520.3595	56.8329	9934	0
1_MACS_peak_13147_lociStitched	chr17	18398729	18399249	1	521	386.828	17.576	9935	0
1_MACS_peak_26013_lociStitched	chr3	13879800	13880292	1	493	473.6976	23.0748	9936	0
1_MACS_peak_4600_lociStitched	chr1	184943315	184943842	1	528	458.2265	114.886	9937	0
1_MACS_peak_31307_lociStitched	chr8	7903519	7904053	1	535	348.8088	32.841	9938	0
1_MACS_peak_25144_lociStitched	chr22	44962815	44963341	1	527	385.9788	40.0286	9939	0
1_MACS_peak_26866_lociStitched	chr4	6362087	6362620	1	534	338.6149	19.4012	9940	0
1_MACS_peak_6904_lociStitched	chr11	64263561	64264110	1	550	310.6242	66.5388	9941	0
1_MACS_peak_29714_lociStitched	chr7	99795247	99795790	1	544	298.65	24.7065	9942	0
1_MACS_peak_18134_lociStitched	chr19	34189277	34189810	1	534	339.4677	22.7591	9943	0
1_MACS_peak_20023_lociStitched	chr19	54594482	54595013	1	532	347.5395	23.9481	9944	0
1_MACS_peak_25229_lociStitched	chr22	45170859	45171380	1	522	407.3699	47.8799	9945	0
1_MACS_peak_4933_lociStitched	chr1	240254997	240255529	1	533	355.2696	37.0272	9946	0
1_MACS_peak_20572_lociStitched	chr2	27063620	27064148	1	529	380.4768	46.8864	9947	0
1_MACS_peak_34221_lociStitched	chrX	49054162	49054657	1	496	436.689	0	9948	0
1_MACS_peak_26177_lociStitched	chr3	49706895	49707429	1	535	393.5046	85.3332	9949	0
1_MACS_peak_28177_lociStitched	chr5	176514331	176514843	1	513	435.5584	49.2544	9950	0
1_MACS_peak_29604_lociStitched	chr7	73432746	73433263	1	518	386.4058	16.1821	9951	0
1_MACS_peak_31056_lociStitched	chr8	1660080	1660574	1	495	457.3946	20.1058	9952	0
1_MACS_peak_14540_lociStitched	chr17	72210362	72210890	1	529	360.5184	30.1488	9953	0
1_MACS_peak_31536_lociStitched	chr8	117627693	117628116	1	424	618.1299	30.8367	9954	0
1_MACS_peak_4994_lociStitched	chr10	1721731	1722230	1	500	483.1318	59.7802	9955	0
1_MACS_peak_13987_lociStitched	chr17	47027535	47028069	1	535	348.5952	42.5064	9956	0
1_MACS_peak_19755_lociStitched	chr19	49911231	49911757	1	527	358.9424	21.829	9957	0
1_MACS_peak_13538_lociStitched	chr17	38517274	38517784	1	511	451.554	61.353	9958	0
1_MACS_peak_24594_lociStitched	chr22	37435713	37436237	1	525	369.5772	26.0428	9959	0
1_MACS_peak_28887_lociStitched	chr6	88876533	88876996	1	464	528.5608	18.8441	9960	0
1_MACS_peak_20806_lociStitched	chr2	121838960	121839484	1	525	388.9128	46.4264	9961	0
1_MACS_peak_33711_lociStitched	chr9	138099410	138099941	1	532	355.1859	39.6126	9962	0
1_MACS_peak_1705_lociStitched	chr1	11020442	11020979	1	538	321.9315	31.7904	9963	0
1_MACS_peak_5872_lociStitched	chr10	134284456	134284971	1	516	398.4555	25.9045	9964	0
1_MACS_peak_20060_lociStitched	chr19	54825111	54825629	1	519	401.0874	38.6946	9965	0
1_MACS_peak_3615_lociStitched	chr1	30599063	30599572	1	510	411.4756	20.2073	9966	0
1_MACS_peak_1582_lociStitched	chr1	9422843	9423359	1	517	402.0156	33.282	9967	0
1_MACS_peak_8301_lociStitched	chr11	133894896	133895400	1	505	441.9576	36.4896	9968	0
1_MACS_peak_1978_lociStitched	chr1	16739675	16740221	1	547	327.054	81.5724	9969	0
1_MACS_peak_10026_lociStitched	chr15	52030176	52030690	1	515	474.2164	99.716	9970	0
1_MACS_peak_5417_lociStitched	chr10	98561162	98561588	1	427	931.7472	352.6428	9971	0
1_MACS_peak_4035_lociStitched	chr1	37282064	37282592	1	529	384.7536	61.8288	9972	0
1_MACS_peak_32963_lociStitched	chr9	133562174	133562706	1	533	344.8956	38.038	9973	0
1_MACS_peak_28206_lociStitched	chr5	177510847	177511358	1	512	399.9597	18.0383	9974	0
1_MACS_peak_1908_lociStitched	chr1	13910991	13911531	1	541	314.226	43.2	9975	0
1_MACS_peak_12007_lociStitched	chr16	86960389	86960924	1	536	315.1685	22.898	9976	0
1_MACS_peak_32527_lociStitched	chr9	126756650	126757167	1	518	407.7062	48.1844	9977	0
1_MACS_peak_8104_lociStitched	chr11	117705011	117705527	1	517	399.5388	36.6876	9978	0
1_MACS_peak_13319_lociStitched	chr17	26813506	26814051	1	546	290.703	48.505	9979	0
1_MACS_peak_22527_lociStitched	chr20	59705025	59705541	1	517	400.0032	41.1252	9980	0
1_MACS_peak_5075_lociStitched	chr10	49002515	49003051	1	537	310.344	30.1232	9981	0
1_MACS_peak_2840_lociStitched	chr1	20750602	20751088	1	487	483.7158	37.665	9982	0
1_MACS_peak_27170_lociStitched	chr4	7693067	7693568	1	502	458.6154	53.7573	9983	0
1_MACS_peak_28880_lociStitched	chr6	52080648	52081172	1	525	408.0388	79.2812	9984	0
1_MACS_peak_24566_lociStitched	chr22	37204856	37205358	1	503	437.6938	36.0436	9985	0
1_MACS_peak_17926_lociStitched	chr19	19669369	19669901	1	533	339.682	43.3048	9986	0
1_MACS_peak_13300_lociStitched	chr17	25985629	25986143	1	515	399.378	37.5734	9987	0
1_MACS_peak_5471_lociStitched	chr10	101290688	101291213	1	526	354.9525	32.9175	9988	0
1_MACS_peak_21927_lociStitched	chr20	49594737	49595209	1	473	485.924	8.0712	9989	0
1_MACS_peak_389_lociStitched	chr1	2972567	2973081	1	515	404.2096	43.6386	9990	0
1_MACS_peak_5345_lociStitched	chr10	73418082	73418577	1	496	426.393	8.0685	9991	0
1_MACS_peak_12369_lociStitched	chr16	90170519	90171073	1	555	260.7124	91.133	9992	0
1_MACS_peak_24165_lociStitched	chr22	26425315	26425806	1	492	463.9459	35.4993	9993	0
1_MACS_peak_30393_lociStitched	chr7	155279382	155279903	1	522	374.1822	40.6901	9994	0
1_MACS_peak_9700_lociStitched	chr14	104946577	104947092	1	516	370.8	16.171	9995	0
1_MACS_peak_19365_lociStitched	chr19	47557899	47558396	1	498	429.4577	18.6375	9996	0
1_MACS_peak_30957_lociStitched	chr7	158998041	158998570	1	530	393.8934	92.2576	9997	0
1_MACS_peak_24219_lociStitched	chr22	27589098	27589616	1	519	362.8072	20.2538	9998	0
1_MACS_peak_7173_lociStitched	chr11	68417216	68417731	1	516	368.6885	16.171	9999	0
1_MACS_peak_25991_lociStitched	chr3	13730512	13731052	1	541	334.368	85.482	10000	0
1_MACS_peak_25500_lociStitched	chr22	46529062	46529570	1	509	380.0348	4.572	10001	0
1_MACS_peak_6643_lociStitched	chr11	45394604	45395115	1	512	410.333	44.6614	10002	0
1_MACS_peak_2685_lociStitched	chr1	19977192	19977703	1	512	422.086	56.5677	10003	0
1_MACS_peak_18129_lociStitched	chr19	34110447	34110955	1	509	422.8084	47.5996	10004	0
1_MACS_peak_20440_lociStitched	chr2	10215218	10215728	1	511	395.301	27.54	10005	0
1_MACS_peak_32108_lociStitched	chr8	144169288	144169807	1	520	362.5215	26.8842	10006	0
1_MACS_peak_20353_lociStitched	chr19	56678032	56678562	1	531	338.087	46.163	10007	0
1_MACS_peak_24914_lociStitched	chr22	43632236	43632757	1	522	373.2965	45.5875	10008	0
1_MACS_peak_21961_lociStitched	chr20	55780424	55780935	1	512	388.9221	26.1121	10009	0
1_MACS_peak_28045_lociStitched	chr5	145722537	145723038	1	502	428.1546	34.569	10010	0
1_MACS_peak_25988_lociStitched	chr3	13721436	13721923	1	488	489.0941	56.1024	10011	0
1_MACS_peak_32635_lociStitched	chr9	130917208	130917715	1	508	413.5599	38.8362	10012	0
1_MACS_peak_20493_lociStitched	chr2	26206073	26206583	1	511	387.396	23.307	10013	0
1_MACS_peak_9101_lociStitched	chr12	132862997	132863503	1	507	384.6612	8.096	10014	0
1_MACS_peak_25860_lociStitched	chr3	10622763	10623264	1	502	437.5233	45.8916	10015	0
1_MACS_peak_18460_lociStitched	chr19	38924790	38925276	1	487	447.9462	14.0454	10016	0
1_MACS_peak_3330_lociStitched	chr1	29627375	29627897	1	523	369.1062	48.8592	10017	0
1_MACS_peak_31340_lociStitched	chr8	11993289	11993800	1	512	409.3621	51.3044	10018	0
1_MACS_peak_29038_lociStitched	chr7	138009	138524	1	516	396.653	52.427	10019	0
1_MACS_peak_29011_lociStitched	chr6	170556169	170556678	1	510	364.5967	0	10020	0
1_MACS_peak_27846_lociStitched	chr5	1539825	1540352	1	528	389.8746	92.3304	10021	0
1_MACS_peak_21507_lociStitched	chr20	31761366	31761856	1	491	469.91	50.078	10022	0
1_MACS_peak_20390_lociStitched	chr2	564749	565250	1	502	408.8661	21.0921	10023	0
1_MACS_peak_13050_lociStitched	chr17	9129247	9129765	1	519	369.8002	40.2486	10024	0
1_MACS_peak_30447_lociStitched	chr7	155396207	155396723	1	517	407.0208	70.7436	10025	0
1_MACS_peak_20295_lociStitched	chr19	56040582	56041086	1	505	405.6696	29.1816	10026	0
1_MACS_peak_10086_lociStitched	chr15	70017025	70017530	1	506	400.2125	27.0175	10027	0
1_MACS_peak_6132_lociStitched	chr10	135338651	135339164	1	514	405.783	59.8158	10028	0
1_MACS_peak_23703_lociStitched	chr22	18912530	18913038	1	509	385.9784	23.8252	10029	0
1_MACS_peak_11954_lociStitched	chr16	86475490	86475998	1	509	390.652	28.6004	10030	0
1_MACS_peak_8563_lociStitched	chr12	6946904	6947428	1	525	340.076	36.942	10031	0
1_MACS_peak_13047_lociStitched	chr17	9122968	9123475	1	508	389.0211	24.5388	10032	0
1_MACS_peak_7818_lociStitched	chr11	71120329	71120831	1	503	438.0452	58.3826	10033	0
1_MACS_peak_3602_lociStitched	chr1	30568449	30568948	1	500	389.0703	0.8982	10034	0
1_MACS_peak_21099_lociStitched	chr2	241169162	241169666	1	505	380.268	8.064	10035	0
1_MACS_peak_13358_lociStitched	chr17	27362549	27363054	1	506	410.0095	41.3595	10036	0
1_MACS_peak_34238_lociStitched	chrX	149530519	149531040	1	522	351.1019	39.4397	10037	0
1_MACS_peak_26471_lociStitched	chr3	186078870	186079385	1	516	398.61	65.8685	10038	0
1_MACS_peak_4236_lociStitched	chr1	44974010	44974518	1	509	427.736	71.374	10039	0
1_MACS_peak_28046_lociStitched	chr5	149547051	149547565	1	515	412.6906	77.357	10040	0
1_MACS_peak_32625_lociStitched	chr9	130617358	130617849	1	492	448.9213	40.5566	10041	0
1_MACS_peak_2310_lociStitched	chr1	18290671	18291181	1	511	374.34	26.367	10042	0
1_MACS_peak_31410_lociStitched	chr8	22576463	22576975	1	513	374.8864	34.4064	10043	0
1_MACS_peak_15644_lociStitched	chr18	77628649	77629159	1	511	387.702	40.902	10044	0
1_MACS_peak_30235_lociStitched	chr7	151582052	151582562	1	511	369.495	23.664	10045	0
1_MACS_peak_30782_lociStitched	chr7	157847796	157848306	1	511	392.751	47.481	10046	0
1_MACS_peak_10087_lociStitched	chr15	72489447	72489944	1	498	441.2366	54.5209	10047	0
1_MACS_peak_10139_lociStitched	chr15	74357056	74357562	1	507	402.523	44.6798	10048	0
1_MACS_peak_3774_lociStitched	chr1	30980958	30981483	1	526	322.5075	37.17	10049	0
1_MACS_peak_14471_lociStitched	chr17	71989145	71989657	1	513	405.3504	68.864	10050	0
1_MACS_peak_6905_lociStitched	chr11	64266571	64267094	1	524	387.3861	95.5521	10051	0
1_MACS_peak_22026_lociStitched	chr20	56328700	56329187	1	488	424.0796	10.5679	10052	0
1_MACS_peak_29001_lociStitched	chr6	168526589	168527086	1	498	390.2444	5.8646	10053	0
1_MACS_peak_28790_lociStitched	chr6	37615443	37615957	1	515	341.5016	14.906	10054	0
1_MACS_peak_16476_lociStitched	chr19	6950050	6950550	1	501	426.7	53.3	10055	0
1_MACS_peak_28975_lociStitched	chr6	159542453	159542970	1	518	375.6522	62.4019	10056	0
1_MACS_peak_12646_lociStitched	chr17	2778183	2778661	1	479	465.1418	30.2574	10057	0
1_MACS_peak_32770_lociStitched	chr9	132363520	132364016	1	497	407.0672	23.1136	10058	0
1_MACS_peak_853_lociStitched	chr1	5520003	5520506	1	504	400.9916	40.0891	10059	0
1_MACS_peak_18135_lociStitched	chr19	34225446	34225958	1	513	350.4128	20.9408	10060	0
1_MACS_peak_11337_lociStitched	chr16	49382549	49383036	1	488	436.1085	28.5869	10061	0
1_MACS_peak_12667_lociStitched	chr17	2863855	2864362	1	508	376.8531	32.0931	10062	0
1_MACS_peak_2609_lociStitched	chr1	19079672	19080184	1	513	359.7312	33.3312	10063	0
1_MACS_peak_19162_lociStitched	chr19	46253859	46254360	1	502	405.2589	40.9818	10064	0
1_MACS_peak_21355_lociStitched	chr20	14030404	14030918	1	515	382.5188	64.3014	10065	0
1_MACS_peak_6585_lociStitched	chr11	17795217	17795727	1	511	373.218	40.596	10066	0
1_MACS_peak_25775_lociStitched	chr22	50532148	50532662	1	515	337.9036	20.56	10067	0
1_MACS_peak_776_lociStitched	chr1	4808066	4808564	1	499	396.8064	24.2526	10068	0
1_MACS_peak_21339_lociStitched	chr20	3667057	3667572	1	516	377.4435	64.684	10069	0
1_MACS_peak_28391_lociStitched	chr5	180523603	180524120	1	518	332.5861	28.6418	10070	0
1_MACS_peak_798_lociStitched	chr1	5021074	5021555	1	482	469.8889	49.7835	10071	0
1_MACS_peak_13461_lociStitched	chr17	35224019	35224532	1	514	395.1126	77.3604	10072	0
1_MACS_peak_32323_lociStitched	chr8	145869957	145870456	1	500	399.4994	33.3831	10073	0
1_MACS_peak_29540_lociStitched	chr7	56887788	56888312	1	525	323.046	53.186	10074	0
1_MACS_peak_15425_lociStitched	chr17	79698651	79699151	1	501	429.55	68.15	10075	0
1_MACS_peak_4603_lociStitched	chr1	199913742	199914270	1	529	341.0352	91.0272	10076	0
1_MACS_peak_12338_lociStitched	chr16	89151997	89152504	1	508	341.6673	5.2221	10077	0
1_MACS_peak_10239_lociStitched	chr15	75569272	75569788	1	517	400.9836	99.1236	10078	0
1_MACS_peak_9653_lociStitched	chr14	104800222	104800713	1	492	403.3565	15.5647	10079	0
1_MACS_peak_30798_lociStitched	chr7	157943919	157944401	1	483	470.2874	57.4062	10080	0
1_MACS_peak_21358_lociStitched	chr20	19934754	19935253	1	500	408.9804	47.2553	10081	0
1_MACS_peak_24588_lociStitched	chr22	37408586	37409110	1	525	317.4916	53.6576	10082	0
1_MACS_peak_26958_lociStitched	chr4	6748468	6748984	1	517	343.7592	45.924	10083	0
1_MACS_peak_8724_lociStitched	chr12	52639266	52639787	1	522	348.028	71.5333	10084	0
1_MACS_peak_9932_lociStitched	chr14	107250863	107251362	1	500	394.6092	35.1296	10085	0
1_MACS_peak_28312_lociStitched	chr5	179726778	179727279	1	502	416.6316	64.2783	10086	0
1_MACS_peak_7533_lociStitched	chr11	70307938	70308433	1	496	379.0215	7.623	10087	0
1_MACS_peak_30187_lociStitched	chr7	151449782	151450287	1	506	396.0715	57.974	10088	0
1_MACS_peak_22324_lociStitched	chr20	57745265	57745779	1	515	352.9638	48.7786	10089	0
1_MACS_peak_20549_lociStitched	chr2	26914632	26915133	1	502	385.6197	34.5189	10090	0
1_MACS_peak_6420_lociStitched	chr11	2075448	2075946	1	499	383.4102	22.41	10091	0
1_MACS_peak_4774_lociStitched	chr1	205472771	205473293	1	523	398.286	130.1868	10092	0
1_MACS_peak_4555_lociStitched	chr1	160371140	160371654	1	515	363.8606	61.4744	10093	0
1_MACS_peak_10449_lociStitched	chr15	82922815	82923331	1	517	317.5464	23.9424	10094	0
1_MACS_peak_23543_lociStitched	chr21	46628221	46628739	1	519	365.5526	80.6526	10095	0
1_MACS_peak_11729_lociStitched	chr16	85284599	85285088	1	490	386.799	0	10096	0
1_MACS_peak_24136_lociStitched	chr22	26136599	26137072	1	474	456.0193	25.6366	10097	0
1_MACS_peak_7594_lociStitched	chr11	70460116	70460616	1	501	383.65	32.75	10098	0
1_MACS_peak_4235_lociStitched	chr1	44972376	44972869	1	494	392.1322	18.9805	10099	0
1_MACS_peak_8324_lociStitched	chr11	134338503	134339030	1	528	293.9079	54.808	10100	0
1_MACS_peak_5203_lociStitched	chr10	71696598	71697120	1	523	320.508	56.9502	10101	0
1_MACS_peak_25889_lociStitched	chr3	10968118	10968611	1	494	383.7512	10.9939	10102	0
1_MACS_peak_5042_lociStitched	chr10	43564362	43564855	1	494	390.3081	18.5368	10103	0
1_MACS_peak_25851_lociStitched	chr3	10505226	10505740	1	515	347.5154	50.7318	10104	0
1_MACS_peak_829_lociStitched	chr1	5406726	5407209	1	484	436.0524	34.7277	10105	0
1_MACS_peak_27196_lociStitched	chr4	7759795	7760293	1	499	379.974	24.7506	10106	0
1_MACS_peak_517_lociStitched	chr1	3567810	3568310	1	501	389.85	41.5	10107	0
1_MACS_peak_27477_lociStitched	chr4	8580324	8580839	1	516	330.6815	39.0885	10108	0
1_MACS_peak_28994_lociStitched	chr6	167815864	167816354	1	491	391.167	11.319	10109	0
1_MACS_peak_29236_lociStitched	chr7	1743440	1743948	1	509	337.4136	18.3388	10110	0
1_MACS_peak_8567_lociStitched	chr12	10395157	10395687	1	531	323.035	105.47	10111	0
1_MACS_peak_13125_lociStitched	chr17	18029276	18029765	1	490	395.8455	14.6211	10112	0
1_MACS_peak_32526_lociStitched	chr9	126738632	126739154	1	523	310.851	54.0792	10113	0
1_MACS_peak_19553_lociStitched	chr19	48565839	48566333	1	495	403.4498	38.6308	10114	0
1_MACS_peak_29005_lociStitched	chr6	168996747	168997261	1	515	307.4748	15.6256	10115	0
