REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
10_MACS_peak_2097_lociStitched	chr1	17590946	17618695	10	24714	27502.0339	2208.8204	511	PADI3	PADI4	PADI3	511	1
11_MACS_peak_23196_lociStitched	chr21	43098246	43123343	11	22977	28914.2537	3679.2202	512	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	512	1
1_MACS_peak_13400_lociStitched	chr17	34742177	34758243	1	16067	29474.6836	4255.8834	513	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	513	1
6_MACS_peak_29724_lociStitched	chr7	100185404	100209293	6	21957	27754.2402	2551.3452	514	FBXO24,PCOLCE	AGFG2,MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	514	1
5_MACS_peak_10479_lociStitched	chr15	89897002	89916602	5	18554	27153.84	1960.0	515	MIR9-3	LOC254559,POLG	MIR9-3	515	1
5_MACS_peak_33753_lociStitched	chr9	138228112	138252752	5	23405	26985.728	1828.288	516			KIAA0649	516	1
6_MACS_peak_6194_lociStitched	chr11	376815	397415	6	19726	26742.92	1602.68	517	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	517	1
1_MACS_peak_15228_lociStitched	chr17	77771611	77783556	1	11946	26336.336	1224.3625	518		CBX2,CBX8,CBX4	CBX8	518	1
7_MACS_peak_7901_lociStitched	chr11	75141862	75164146	7	20664	27502.9128	2393.3016	519	GDPD5	RPS3,SNORD15A,SNORD15B,KLHL35	KLHL35	519	1
6_MACS_peak_1968_lociStitched	chr1	16492726	16517807	6	22606	27380.9277	2319.9925	520		EPHA2,ARHGEF19,C1orf89	EPHA2	520	1
1_MACS_peak_13951_lociStitched	chr17	45922259	45939915	1	17657	27006.6176	1963.3472	521	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	521	1
5_MACS_peak_7442_lociStitched	chr11	69942286	69964306	5	20983	26697.048	1673.52	522	ANO1		ANO1	522	1
8_MACS_peak_26227_lociStitched	chr3	50416064	50440262	8	22777	27113.859	2114.9052	523	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	523	1
4_MACS_peak_15496_lociStitched	chr17	81010649	81029957	4	18720	26668.2096	1677.8652	524		METRNL,B3GNTL1	B3GNTL1	524	1
4_MACS_peak_15322_lociStitched	chr17	78148197	78169693	4	20442	26990.3776	2001.2776	525	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	525	1
5_MACS_peak_22885_lociStitched	chr20	61744453	61765629	5	20222	26561.0568	1626.3168	526		HAR1A,MIR124-3,HAR1B	HAR1B	526	1
1_MACS_peak_4508_lociStitched	chr1	156888486	156901116	1	12631	26750.34	1865.451	527	C1orf92	PEAR1,MIR765	C1orf92	527	1
13_MACS_peak_5300_lociStitched	chr10	73280015	73307267	13	24960	27246.5496	2365.4736	528	CDH23		CDH23	528	1
15_MACS_peak_12375_lociStitched	chr17	1	30270	15	27271	27478.1982	2618.2685	529	DOC2B		DOC2B	529	1
3_MACS_peak_26797_lociStitched	chr4	3819632	3838603	3	18915	26231.2017	1375.3975	530			ADRA2C	530	1
7_MACS_peak_964_lociStitched	chr1	5797063	5819771	7	20670	26602.422	1764.4116	531			NPHP4	531	1
7_MACS_peak_18630_lociStitched	chr19	39986676	40007858	7	20106	26871.4852	2056.7722	532	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	532	1
1_MACS_peak_30056_lociStitched	chr7	128482299	128498569	1	16271	27122.09	2388.436	533	FLNC	ATP6V1F,LOC100130705	ATP6V1F	533	1
8_MACS_peak_25744_lociStitched	chr22	50438798	50458939	8	18886	26151.0744	1452.1661	534	IL17REL,TTLL8		IL17REL	534	1
5_MACS_peak_4470_lociStitched	chr1	156579454	156597124	5	16633	27369.063	2735.316	535	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	535	1
13_MACS_peak_34301_lociStitched	chrX	152888124	152914909	13	23148	25815.383	1221.396	536	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	536	1
6_MACS_peak_13877_lociStitched	chr17	43865904	43889086	6	22247	26529.4808	1954.2426	537	CRHR1	IMP5	CRHR1	537	1
4_MACS_peak_16904_lociStitched	chr19	11391383	11413178	4	20984	26864.517	2312.4495	538	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	538	1
3_MACS_peak_12935_lociStitched	chr17	7717774	7736859	3	18785	26505.248	2019.193	539	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	539	1
13_MACS_peak_32011_lociStitched	chr8	143830529	143855371	13	22727	26051.8054	1632.1194	540	LYPD2,LYNX1	LY6K,C8orf55,SLURP1,LY6D	LYNX1	540	1
10_MACS_peak_24989_lociStitched	chr22	44272475	44296742	10	21223	26516.5509	2203.4436	541	PNPLA5	PNPLA3,SULT4A1	PNPLA5	541	1
1_MACS_peak_13398_lociStitched	chr17	34576943	34592386	1	15444	28535.5754	4231.382	542	TBC1D3C	CCL4L1	TBC1D3C	542	1
7_MACS_peak_16005_lociStitched	chr19	3287380	3309747	7	21474	26764.3522	2460.37	543	CELF5	NFIC	NFIC	543	1
9_MACS_peak_27172_lociStitched	chr4	7700503	7725399	9	22666	26133.3312	1854.752	544	SORCS2	AFAP1-AS1	AFAP1-AS1	544	1
6_MACS_peak_15961_lociStitched	chr19	3104005	3128142	6	22870	27038.2674	2799.892	545	GNA11	GNA15,AES	GNA15	545	1
10_MACS_peak_29964_lociStitched	chr7	101137439	101163751	10	24116	26656.6872	2436.4912	546	EMID2		MYL10	546	1
12_MACS_peak_27508_lociStitched	chr4	8687885	8711657	12	22008	25875.822	1687.812	547			CPZ	547	1
4_MACS_peak_5586_lociStitched	chr10	102974631	102992275	4	17063	25631.4388	1494.4468	548	FLJ41350,LBX1		LBX1	548	1
3_MACS_peak_23121_lociStitched	chr21	38064198	38081992	3	17284	26244.3706	2119.2654	549	SIM2		SIM2	549	1
5_MACS_peak_346_lociStitched	chr1	2833019	2854633	5	20893	25489.3902	1366.0048	550			ACTRT2	550	1
5_MACS_peak_7061_lociStitched	chr11	66313727	66337177	5	20590	26334.35	2225.405	551	ACTN3,CTSF	BBS1,CCS,RBM14,ZDHHC24,CCDC87	CTSF	551	1
4_MACS_peak_8340_lociStitched	chr12	145717	169210	4	22508	29175.9567	5093.2824	552	FAM138D	IQSEC3	FAM138D	552	1
1_MACS_peak_4420_lociStitched	chr1	155050057	155057281	1	7225	25544.7864	1474.4184	553	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	553	1
9_MACS_peak_6958_lociStitched	chr11	64449779	64473326	9	21863	26488.0203	2465.3709	554	NRXN2	NRXN2,RASGRP2	NRXN2	554	1
9_MACS_peak_16065_lociStitched	chr19	3773448	3797133	9	21759	26456.145	2477.451	555	MATK	TJP3,MRPL54,APBA3,RAX2	MATK	555	1
3_MACS_peak_24818_lociStitched	chr22	42719238	42739276	3	19658	26001.3088	2029.8494	556			LOC388906	556	1
15_MACS_peak_24896_lociStitched	chr22	43602129	43625850	15	20732	25820.3085	1854.9822	557	SCUBE1	TTLL12	TTLL12	557	1
8_MACS_peak_1368_lociStitched	chr1	7728665	7751414	8	21440	25822.3899	1867.6929	558	CAMTA1		VAMP3	558	1
5_MACS_peak_6530_lociStitched	chr11	3207834	3227262	5	17882	25516.7352	1579.4964	559		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	559	1
7_MACS_peak_33584_lociStitched	chr9	137817442	137840518	7	20324	26165.8764	2242.9872	560		FCN2,FCN1	FCN1	560	1
2_MACS_peak_14746_lociStitched	chr17	73604675	73619721	2	14836	25400.6572	1518.1414	561	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	561	1
9_MACS_peak_2649_lociStitched	chr1	19173942	19196754	9	20067	26240.6436	2395.26	562	TAS1R2	ALDH4A1	TAS1R2	562	1
8_MACS_peak_29178_lociStitched	chr7	1456630	1478808	8	20894	25422.6414	1592.3804	563	MICALL2		MICALL2	563	1
5_MACS_peak_15124_lociStitched	chr17	77456906	77479500	5	22243	25675.8216	1904.6742	564	RBFOX3		RBFOX3	564	1
3_MACS_peak_4667_lociStitched	chr1	202153789	202167828	3	13860	26150.4453	2494.7303	565	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	565	1
3_MACS_peak_10582_lociStitched	chr16	818688	834753	3	15049	24817.212	1187.2035	566	MSLN,MIR662,MSLNL	FAM173A,HAGHL,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	566	1
3_MACS_peak_29786_lociStitched	chr7	100415008	100434173	3	18683	25224.973	1655.856	567	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	567	1
5_MACS_peak_12981_lociStitched	chr17	7982439	8001405	5	17030	25717.896	2175.4002	568	MIR4314,ALOX12B,ALOXE3	ALOX15B,HES7	MIR4314	568	1
9_MACS_peak_34070_lociStitched	chr9	140224776	140247832	9	20282	25580.632	2070.4288	569	EXD3	NRARP	NRARP	569	1
3_MACS_peak_13515_lociStitched	chr17	37750711	37765940	3	15186	24774.5372	1312.7398	570	NEUROD2	PPP1R1B,STARD3	NEUROD2	570	1
10_MACS_peak_31865_lociStitched	chr8	143198783	143222135	10	22121	25143.0984	1749.0648	571			NCRNA00051	571	1
18_MACS_peak_28606_lociStitched	chr6	33710077	33738014	18	22450	26126.6824	2762.9693	572	IP6K3	C6orf125,LEMD2,MLN	IP6K3	572	1
5_MACS_peak_28724_lociStitched	chr6	33988645	34009585	5	20151	25358.34	2024.898	573	GRM4	MIR1275	MIR1275	573	1
5_MACS_peak_8558_lociStitched	chr12	6928691	6943282	5	14016	24715.6949	1394.8996	574	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,RPL13P5,CDCA3,SPSB2	LEPREL2	574	1
5_MACS_peak_16672_lociStitched	chr19	8391008	8412415	5	19875	26200.0273	2900.6485	575	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	575	1
19_MACS_peak_25347_lociStitched	chr22	45435096	45463310	19	22863	25553.4198	2307.9052	576		PHF21B	PHF21B	576	1
5_MACS_peak_14051_lociStitched	chr17	47593307	47614357	5	19926	25518.915	2300.765	577		NGFR,NXPH3	NGFR	577	1
7_MACS_peak_6627_lociStitched	chr11	44322080	44343252	7	20390	25023.1868	1812.3232	578	ALX4		ALX4	578	1
10_MACS_peak_29310_lociStitched	chr7	2713647	2734997	10	19816	24947.475	1740.025	579	AMZ1	TTYH3	AMZ1	579	1
2_MACS_peak_5608_lociStitched	chr10	104165417	104178610	2	13189	24462.4606	1273.1245	580	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	580	1
10_MACS_peak_26867_lociStitched	chr4	6365713	6388431	10	20799	25296.493	2108.2304	581	PPP2R2C		PPP2R2C	581	1
4_MACS_peak_1944_lociStitched	chr1	16383316	16400143	4	16561	24547.2276	1423.5642	582	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	582	1
15_MACS_peak_7320_lociStitched	chr11	69585878	69613229	15	23746	24952.3173	1854.3978	583	FGF4	FGF3	FGF4	583	1
10_MACS_peak_10982_lociStitched	chr16	4363521	4384885	10	19521	25042.8808	1950.5332	584	GLIS2	VASN,TFAP4,PAM16	GLIS2	584	1
6_MACS_peak_33802_lociStitched	chr9	138343776	138366648	6	21148	25218.6672	2147.6808	585		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	585	1
2_MACS_peak_13395_lociStitched	chr17	34489250	34504463	2	15200	26878.3284	3839.7612	586	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	586	1
4_MACS_peak_9188_lociStitched	chr13	113605803	113626389	4	20001	24960.525	1968.0216	587	MCF2L,LOC100289410	MCF2L	MCF2L	587	1
3_MACS_peak_26159_lociStitched	chr3	48615861	48633429	3	17266	24767.3664	1784.9088	588	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	588	1
7_MACS_peak_25822_lociStitched	chr22	51033925	51053330	7	17281	24708.3865	1769.736	589	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	589	1
5_MACS_peak_24823_lociStitched	chr22	42749979	42767869	5	16635	24466.364	1545.696	590			NFAM1	590	1
4_MACS_peak_13463_lociStitched	chr17	35286964	35300171	4	12892	23929.7633	1089.5775	591	LHX1	AATF	LHX1	591	1
8_MACS_peak_33320_lociStitched	chr9	136465945	136488772	8	21239	24625.7676	1791.9195	592		DBH,FAM163B	DBH	592	1
4_MACS_peak_23551_lociStitched	chr21	46661359	46680155	4	17623	25299.416	2486.7108	593		LOC642852,POFUT2	POFUT2	593	1
12_MACS_peak_14878_lociStitched	chr17	75781917	75805787	12	20879	24963.246	2155.461	594			FLJ45079	594	1
16_MACS_peak_22268_lociStitched	chr20	57321924	57347921	16	21691	25058.5083	2266.9384	595		MIR296,MIR298	MIR296	595	1
4_MACS_peak_17670_lociStitched	chr19	17632981	17650393	4	16854	24714.5928	1951.8852	596	FAM129C	PGLS,GLT25D1	FAM129C	596	1
4_MACS_peak_19620_lociStitched	chr19	49092146	49111068	4	18218	24632.6596	1875.1702	597	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	597	1
10_MACS_peak_15252_lociStitched	chr17	77869557	77892912	10	19626	24863.733	2111.292	598			CBX4	598	1
6_MACS_peak_22732_lociStitched	chr20	60443184	60464171	6	19390	24525.4082	1794.3885	599	CDH4		MIR1257	599	1
5_MACS_peak_27030_lociStitched	chr4	7296859	7317181	5	19444	24244.146	1568.8584	600	SORCS2		SORCS2	600	1
8_MACS_peak_237_lociStitched	chr1	2414300	2435203	8	18632	23768.8013	1114.1299	601	PLCH2	PANK4,HES5,LOC115110	PLCH2	601	1
9_MACS_peak_31296_lociStitched	chr8	7870188	7892526	9	19975	24935.9094	2338.7886	602			MIR548I3	602	1
17_MACS_peak_5724_lociStitched	chr10	126754043	126779335	17	21484	24788.6892	2240.8712	603	CTBP2	CTBP2,MIR4296	MIR4296	603	1
3_MACS_peak_1990_lociStitched	chr1	16854804	16868036	3	12518	25242.6864	2696.6816	604		MIR3675,CROCCP3	MIR3675	604	1
11_MACS_peak_13815_lociStitched	chr17	43034708	43058611	11	19933	24691.799	2151.27	605	C1QL1	GFAP,KIF18B	C1QL1	605	1
11_MACS_peak_3331_lociStitched	chr1	29629442	29652774	11	20895	24402.9388	1880.5592	606	PTPRU		PTPRU	606	1
6_MACS_peak_10193_lociStitched	chr15	74558597	74580835	6	21313	24321.7006	1825.7398	607	CCDC33	CCDC33	CCDC33	607	1
6_MACS_peak_8739_lociStitched	chr12	52695390	52717158	6	20348	24482.4696	1996.1256	608	KRT86,KRT83	KRT81,KRT85	KRT83	608	1
8_MACS_peak_18862_lociStitched	chr19	42203518	42226408	8	21600	24808.182	2325.624	609	CEACAM5	CEACAM6,CEACAM7	CEACAM5	609	1
8_MACS_peak_10174_lociStitched	chr15	74506463	74528446	8	20213	24359.3623	1912.521	610		ISLR,CCDC33,STRA6	CCDC33	610	1
10_MACS_peak_7354_lociStitched	chr11	69688343	69710706	10	19826	24277.2728	1844.9475	611			FGF3	611	1
19_MACS_peak_11744_lociStitched	chr16	85312131	85339491	19	21817	23543.28	1129.968	612			LOC400548	612	1
9_MACS_peak_4886_lociStitched	chr1	228744023	228784500	9	39036	40622.7172	18214.65	613	DUSP5P		DUSP5P	613	1
12_MACS_peak_10722_lociStitched	chr16	1954964	1975621	12	17803	24133.5731	1737.2537	614	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	614	1
6_MACS_peak_34082_lociStitched	chr9	140255499	140274372	6	18417	23842.2609	1502.2908	615	EXD3	NOXA1	EXD3	615	1
8_MACS_peak_15308_lociStitched	chr17	78079597	78100657	8	19702	24200.046	1882.764	616	GAA	EIF4A3	GAA	616	1
8_MACS_peak_6520_lociStitched	chr11	2934116	2951690	8	14915	23600.1246	1333.8666	617	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	617	1
11_MACS_peak_29829_lociStitched	chr7	100697923	100721188	11	20573	24425.9235	2189.2365	618	MUC17	TRIM56,SERPINE1	TRIM56	618	1
8_MACS_peak_34037_lociStitched	chr9	140022178	140042615	8	17786	23921.5085	1706.4895	619	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	619	1
15_MACS_peak_19001_lociStitched	chr19	43856990	43884248	15	22914	24510.3936	2316.93	620	CD177	PRG1,TEX101	CD177	620	1
2_MACS_peak_4481_lociStitched	chr1	156639499	156656566	2	17032	24858.0855	2694.8793	621	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	621	1
13_MACS_peak_33758_lociStitched	chr9	138255597	138279633	13	21228	23778.8148	1648.8696	622			KIAA0649	622	1
3_MACS_peak_16502_lociStitched	chr19	7015774	7034441	3	18549	25431.9208	3315.2592	623	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	623	1
11_MACS_peak_19762_lociStitched	chr19	50026891	50049838	11	19756	24300.873	2209.7961	624	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,PRR12,MIR150,NOSIP	RCN3	624	1
12_MACS_peak_34271_lociStitched	chrX	152790031	152813726	12	21301	23242.4255	1158.6855	625	ATP2B3	BGN	ATP2B3	625	1
4_MACS_peak_4539_lociStitched	chr1	158117534	158139442	4	20828	26421.048	4431.9884	626		CD1D,LOC646268	LOC646268	626	1
3_MACS_peak_12869_lociStitched	chr17	7184783	7200607	3	15341	23832.5264	1928.9456	627	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	627	1
8_MACS_peak_16641_lociStitched	chr19	8231602	8254912	8	20391	24389.253	2494.17	628		LASS4,FBN3	FBN3	628	1
12_MACS_peak_3603_lociStitched	chr1	30571467	30595703	12	21200	24107.5492	2215.1704	629			LOC100129196	629	1
4_MACS_peak_12888_lociStitched	chr17	7308008	7325020	4	15839	23303.0376	1452.8248	630	NLGN2,SPEM1	TMEM95,TNK1,C17orf74,TMEM102,FGF11,CHRNB1,PLSCR3,C17orf61	NLGN2	630	1
6_MACS_peak_1006_lociStitched	chr1	5892655	5913513	6	19432	23742.6614	1895.9922	631			NPHP4	631	1
6_MACS_peak_33017_lociStitched	chr9	134652954	134674225	6	20013	23810.7574	1969.6946	632		RAPGEF1	RAPGEF1	632	1
9_MACS_peak_15440_lociStitched	chr17	79905693	79926016	9	17021	23460.8712	1668.5183	633	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	633	1
5_MACS_peak_33149_lociStitched	chr9	135613269	135633798	5	19442	23596.0326	1851.7158	634	C9orf98		DDX31	634	1
4_MACS_peak_10834_lociStitched	chr16	3054832	3071067	4	14846	23212.803	1475.7615	635	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	635	1
10_MACS_peak_22974_lociStitched	chr20	62383742	62404861	10	19962	23404.0758	1685.2962	636	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	636	1
12_MACS_peak_29050_lociStitched	chr7	954053	976196	12	18532	23126.1492	1423.7949	637	ADAP1	GET4,CYP2W1,COX19	ADAP1	637	1
16_MACS_peak_6005_lociStitched	chr10	134842828	134867315	16	22107	23465.8921	1780.2049	638		GPR123	GPR123	638	1
6_MACS_peak_1202_lociStitched	chr1	7278658	7299328	6	19139	23361.234	1715.61	639	CAMTA1		CAMTA1	639	1
2_MACS_peak_26220_lociStitched	chr3	50302379	50317137	2	14509	23131.6892	1489.0822	640	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	640	1
12_MACS_peak_20971_lociStitched	chr2	219877174	219898488	12	19214	23590.3352	2003.516	641	CCDC108	LOC151300,FEV,CRYBA2,MIR375,MIR3131,IHH	CCDC108	641	1
13_MACS_peak_1636_lociStitched	chr1	9707857	9730656	13	19228	23432.8122	1983.513	642	PIK3CD,C1orf200		C1orf200	642	1
6_MACS_peak_14642_lociStitched	chr17	72533008	72555182	6	19450	23739.4844	2341.5744	643	CD300C	C17orf77,CD300LB,CD300LD	CD300C	643	1
11_MACS_peak_33118_lociStitched	chr9	135411469	135434110	11	19689	23265.8916	1908.6363	644	C9orf171	BARHL1	BARHL1	644	1
8_MACS_peak_30751_lociStitched	chr7	157631189	157650844	8	17921	23501.4835	2177.774	645	PTPRN2		MIR153-2	645	1
9_MACS_peak_17739_lociStitched	chr19	17902989	17924788	9	20172	23176.6968	1870.3542	646	B3GNT3	FCHO1,RPL18AP3,RPL18A,SNORA68,INSL3,JAK3	B3GNT3	646	1
6_MACS_peak_12437_lociStitched	chr17	170272	189450	6	18567	22817.9844	1538.0756	647	RPH3AL		RPH3AL	647	1
4_MACS_peak_26291_lociStitched	chr3	52533283	52551961	4	17693	23018.7672	1746.393	648	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	648	1
3_MACS_peak_15793_lociStitched	chr19	1230623	1240437	3	9453	22412.2318	1161.9776	649	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	649	1
5_MACS_peak_5105_lociStitched	chr10	71409237	71429421	5	19017	23213.6184	1976.0136	650		C10orf35	C10orf35	650	1
3_MACS_peak_301_lociStitched	chr1	2715975	2734855	3	18559	22771.168	1550.048	651			MMEL1	651	1
3_MACS_peak_23657_lociStitched	chr21	47528446	47542893	3	14058	22638.449	1477.9281	652	COL6A2	FTCD	COL6A2	652	1
1_MACS_peak_16505_lociStitched	chr19	7036594	7053178	1	16585	24215.9568	3081.3072	653	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	653	1
12_MACS_peak_31636_lociStitched	chr8	142527723	142550697	12	18748	22698.312	1592.0982	654		FLJ43860	FLJ43860	654	1
8_MACS_peak_17684_lociStitched	chr19	17696678	17716585	8	18664	23048.3246	1978.7558	655	UNC13A	GLT25D1	GLT25D1	655	1
6_MACS_peak_4752_lociStitched	chr1	205009283	205026612	6	16466	23440.9383	2394.8678	656	CNTN2	TMEM81	CNTN2	656	1
8_MACS_peak_22750_lociStitched	chr20	60496079	60517393	8	19333	22637.5994	1600.6814	657	CDH4	MIR1257	MIR1257	657	1
6_MACS_peak_245_lociStitched	chr1	2458132	2473626	6	14677	22364.0396	1337.1322	658	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	658	1
6_MACS_peak_8647_lociStitched	chr12	52222689	52242265	6	18544	23129.044	2163.148	659		ANKRD33,FIGNL2	FIGNL2	659	1
5_MACS_peak_31933_lociStitched	chr8	143531600	143549751	5	17892	22166.0012	1227.0076	660	BAI1	TSNARE1	BAI1	660	1
6_MACS_peak_24756_lociStitched	chr22	40010030	40028382	6	16566	22725.2816	1792.9904	661	CACNA1I		CACNA1I	661	1
3_MACS_peak_22830_lociStitched	chr20	61409186	61423932	3	13901	22545.1594	1619.1108	662		C20orf20,OGFR,COL9A3	C20orf20	662	1
2_MACS_peak_15754_lociStitched	chr19	590798	603164	2	12358	22441.8168	1534.6206	663	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	663	1
5_MACS_peak_28191_lociStitched	chr5	176885067	176902441	5	15730	22379.4494	1502.851	664	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	664	1
4_MACS_peak_23378_lociStitched	chr21	45666893	45681789	4	14211	22705.9728	1832.208	665	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	665	1
5_MACS_peak_24361_lociStitched	chr22	30104797	30123111	5	17307	22227.7018	1408.3466	666	CABP7	UQCR10,ZMAT5	CABP7	666	1
7_MACS_peak_14891_lociStitched	chr17	75817742	75839376	7	19187	23092.1316	2310.5112	667		FLJ45079	FLJ45079	667	1
10_MACS_peak_3725_lociStitched	chr1	30840464	30861691	10	19371	22901.8103	2311.6203	668			LOC100129196	668	1
2_MACS_peak_24392_lociStitched	chr22	30831840	30850294	2	18340	22803.6078	2234.7794	669		SEC14L2,MTFP1,RNF215,SEC14L3,SDC4P	MTFP1	669	1
7_MACS_peak_33142_lociStitched	chr9	135591588	135611582	7	18583	22319.3022	1781.4654	670	C9orf98	GTF3C4,DDX31	DDX31	670	1
3_MACS_peak_6454_lociStitched	chr11	2224112	2239699	3	14608	21689.3105	1162.7902	671		INS,TH	TH	671	1
7_MACS_peak_3103_lociStitched	chr1	22983567	23004187	7	19695	22329.398	1826.932	672	C1QB	C1QA,C1QC,EPHB2	C1QB	672	1
4_MACS_peak_29081_lociStitched	chr7	1217627	1235618	4	17000	22137.9255	1646.1765	673		UNCX,C7orf50,ZFAND2A	ZFAND2A	673	1
3_MACS_peak_15007_lociStitched	chr17	76517998	76536127	3	17390	22075.6833	1624.3584	674	DNAH17		DNAH17	674	1
3_MACS_peak_6327_lociStitched	chr11	1463045	1478838	3	15280	21633.2514	1184.475	675	BRSK2	MOB2	MOB2	675	1
4_MACS_peak_23192_lociStitched	chr21	43076216	43092403	4	14965	22407.6641	1986.1449	676		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	676	1
5_MACS_peak_23423_lociStitched	chr21	45963719	45980104	5	15180	22322.924	1961.2845	677	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	677	1
7_MACS_peak_25319_lociStitched	chr22	45383337	45403067	7	17588	21718.784	1377.154	678	PHF21B		PHF21B	678	1
12_MACS_peak_20521_lociStitched	chr2	26821149	26843350	12	17945	22565.0964	2237.8608	679	CIB4	C2orf70,OTOF	CIB4	679	1
4_MACS_peak_23678_lociStitched	chr22	18756947	18775729	4	18280	23479.3782	3191.0618	680	GGT3P		GGT3P	680	1
7_MACS_peak_16036_lociStitched	chr19	3469092	3485818	7	15525	22274.0142	2084.0596	681	C19orf77	FZR1,DOHH	C19orf77	681	1
20_MACS_peak_29122_lociStitched	chr7	1350437	1374921	20	18775	21913.18	1728.5704	682			UNCX	682	1
10_MACS_peak_33567_lociStitched	chr9	137770151	137790666	10	17827	21688.458	1520.1615	683	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	683	1
7_MACS_peak_19920_lociStitched	chr19	51049403	51070194	7	18594	21901.2394	1742.2858	684	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	684	1
4_MACS_peak_13268_lociStitched	chr17	21312689	21330285	4	16837	23096.5096	2938.532	685	KCNJ12,KCNJ18		KCNJ18	685	1
8_MACS_peak_12971_lociStitched	chr17	7937878	7957784	8	16591	22123.5284	1974.6752	686	ALOX15B	GUCY2D,MIR4314,ALOX12B	ALOX15B	686	1
