REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_11911_lociStitched	chr16	81841508	81857675	3	12177	27136.3095	1589.2161	499	PLCG2		PLCG2	PLCG2	0.16399999999999998	499	1
2_MACS_peak_27263_lociStitched	chr6	113946302	113957102	2	10562	27429.84	2017.44	500			MARCKS	MARCKS	NONE	500	1
1_MACS_peak_7666_lociStitched	chr12	94563927	94570440	1	6514	26635.5648	1268.7324	501	PLXNC1		PLXNC1	PLXNC1	0.7213	501	1
1_MACS_peak_23965_lociStitched	chr4	185454280	185461190	1	6911	27010.499	1659.091	502			IRF2	IRF2	1.9156000000000002	502	1
5_MACS_peak_11268_lociStitched	chr16	22194923	22219023	5	16565	29428.51	4089.77	503	EEF2K		EEF2K	EEF2K	0.005100000000000007	503	1
1_MACS_peak_5034_lociStitched	chr11	16979052	16986718	1	7667	26939.0906	1617.526	504	PLEKHA7		PLEKHA7	PLEKHA7	0.19390000000000002	504	1
2_MACS_peak_7139_lociStitched	chr12	51711712	51722333	2	10005	27629.4694	2325.999	505	BIN2,CELA1	SMAGP	BIN2	BIN2	0.4543	505	1
3_MACS_peak_6403_lociStitched	chr11	132215214	132231707	3	10188	27988.621	2698.2548	506			NTM	NTM	NONE	506	1
3_MACS_peak_26204_lociStitched	chr6	26020294	26035055	3	10805	27899.7661	2673.2171	507	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.5684	507	1
1_MACS_peak_14458_lociStitched	chr19	6799322	6803983	1	4662	26681.4284	1469.1472	508	VAV1	SH2D3A	VAV1	VAV1	0.4312	508	1
1_MACS_peak_18703_lociStitched	chr20	42377828	42382645	1	4818	26395.7149	1205.2134	509		GTSF1L	GTSF1L	GTSF1L	0.05439999999999999	509	1
2_MACS_peak_28044_lociStitched	chr7	14721683	14731659	2	7906	26688.7928	1504.3808	510	DGKB		DGKB	DGKB	0.019199999999999995	510	1
5_MACS_peak_7711_lociStitched	chr12	96878400	96902132	5	13895	28829.6336	3652.3548	511			CDK17	CDK17	NONE	511	1
2_MACS_peak_8056_lociStitched	chr12	123371154	123387399	2	15384	27033.3045	1876.2975	512	VPS37B		VPS37B	VPS37B	0.8002	512	1
3_MACS_peak_24997_lociStitched	chr5	109188171	109202447	3	11008	27529.8384	2385.5196	513	MAN2A1	LOC100289673	LOC100289673	LOC100289673	0.0005000000000000004	513	1
1_MACS_peak_10195_lociStitched	chr15	53019289	53026622	1	7334	26531.5273	1422.602	514		KIAA1370	KIAA1370	KIAA1370	0.15020000000000003	514	1
2_MACS_peak_13410_lociStitched	chr17	76116405	76129296	2	9030	26886.7587	1836.9675	515	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	0.8940999999999999	515	1
3_MACS_peak_22624_lociStitched	chr4	18204306	18218147	3	9154	27234.9357	2211.7918	516			LCORL	LCORL	NONE	516	1
3_MACS_peak_14801_lociStitched	chr19	19050020	19061665	3	10500	26605.3315	1595.365	517	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.3402	517	1
2_MACS_peak_6273_lociStitched	chr11	122930673	122941733	2	7658	27118.014	2119.096	518	HSPA8	LOC341056	HSPA8	HSPA8	1.4584	518	1
4_MACS_peak_27499_lociStitched	chr6	135322806	135344122	4	12161	28265.016	3269.8744	519	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.25939999999999996	519	1
1_MACS_peak_2165_lociStitched	chr1	167596327	167602049	1	5723	26538.636	1559.245	520	RCSD1		RCSD1	RCSD1	0.2717	520	1
2_MACS_peak_2986_lociStitched	chr1	226062448	226071848	2	8612	27379.38	2451.52	521	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.1822	521	1
1_MACS_peak_6801_lociStitched	chr12	26305584	26312510	1	6927	26743.3638	1826.3862	522		SSPN,BHLHE41	BHLHE41	BHLHE41	1.8229	522	1
2_MACS_peak_19673_lociStitched	chr22	24822356	24831690	2	6844	26427.3542	1577.446	523	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.0235	523	1
3_MACS_peak_1505_lociStitched	chr1	115236437	115251609	3	11238	26153.4936	1312.378	524	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.5157999999999999	524	1
1_MACS_peak_10502_lociStitched	chr15	75299294	75304475	1	5182	25753.7148	936.7248	525	SCAMP5	PPCDC,RPP25	SCAMP5	PPCDC	1.2648000000000001	525	1
3_MACS_peak_20358_lociStitched	chr3	15834943	15852663	3	14041	27997.6	3198.46	526	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.09010000000000001	526	1
2_MACS_peak_6705_lociStitched	chr12	15101035	15116201	2	15028	27835.6764	3069.5984	527	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.8230000000000001	527	1
1_MACS_peak_19418_lociStitched	chr21	44580960	44587432	1	6473	26603.156	1852.2864	528		CRYAA	CRYAA	CRYAA	1.8256	528	1
4_MACS_peak_13435_lociStitched	chr17	76763217	76779734	4	13915	27310.8595	2608.0343	529	CYTH1		CYTH1	CYTH1	0.6048	529	1
2_MACS_peak_31634_lociStitched	chr9	73026672	73036806	2	7328	26341.3062	1668.0564	530	KLF9		KLF9	KLF9	0.2668	530	1
1_MACS_peak_4556_lociStitched	chr10	112255978	112265040	1	9063	26546.2228	1948.33	531	DUSP5		DUSP5	DUSP5	1.1204	531	1
1_MACS_peak_24761_lociStitched	chr5	81145767	81152277	1	6511	25831.68	1263.591	532			SSBP2	SSBP2	NONE	532	1
1_MACS_peak_6180_lociStitched	chr11	117877300	117884234	1	6935	26028.8492	1492.8902	533		IL10RA	IL10RA	IL10RA	0.4544	533	1
3_MACS_peak_30471_lociStitched	chr8	81046271	81061711	3	14878	27163.592	2668.032	534	TPD52		TPD52	TPD52	0.3527	534	1
1_MACS_peak_21448_lociStitched	chr3	124501893	124512328	1	10436	26486.117	1998.3025	535	ITGB5		UMPS	UMPS	NONE	535	1
1_MACS_peak_10392_lociStitched	chr15	68478249	68485862	1	7614	26024.2792	1540.1099	536	PIAS1,CALML4	CLN6	CALML4	CALML4	1.2184	536	1
1_MACS_peak_30759_lociStitched	chr8	120885530	120890699	1	5170	25768.4988	1329.9837	537	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	0.6569	537	1
3_MACS_peak_27313_lociStitched	chr6	117858862	117877603	3	12530	27309.3852	2871.1212	538	DCBLD1	GOPC	GOPC	GOPC	0.07949999999999999	538	1
1_MACS_peak_24865_lociStitched	chr5	90674656	90681174	1	6519	25874.5046	1482.845	539	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.9916	539	1
2_MACS_peak_3753_lociStitched	chr10	45949779	45961402	2	8756	26320.2835	1992.1822	540	MARCH8		MARCH8	MARCH8	0.1634	540	1
1_MACS_peak_21875_lociStitched	chr3	160116160	160123744	1	7585	26343.7824	2030.9952	541	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.5064000000000001	541	1
4_MACS_peak_16725_lociStitched	chr2	109829226	109843319	4	11308	26665.3653	2486.0052	542	SH3RF3		MIR4265	MIR4265	NONE	542	1
2_MACS_peak_2776_lociStitched	chr1	209939039	209948852	2	6639	26571.6414	2403.2037	543	TRAF3IP3	C1orf74,IRF6	C1orf74	C1orf74	0.2302	543	1
3_MACS_peak_12903_lociStitched	chr17	46580918	46596308	3	13883	26823.231	2677.86	544		HOXB1,HOXB2	HOXB1	HOXB2	0.022799999999999987	544	1
1_MACS_peak_19391_lociStitched	chr21	43449916	43454057	1	4142	25455.9693	1320.979	545		C21orf121,UMODL1,ZNF295	C21orf121	UMODL1	1.0866	545	1
1_MACS_peak_666_lociStitched	chr1	39972850	39978125	1	5276	25173.8825	1081.375	546	BMP8A	PPIEL	BMP8A	BMP8A	0.7792	546	1
3_MACS_peak_25958_lociStitched	chr6	7134933	7148153	3	11689	26514.032	2472.14	547	RREB1		RREB1	RREB1	0.21950000000000003	547	1
2_MACS_peak_1960_lociStitched	chr1	156626992	156635849	2	8300	26179.5206	2216.9071	548	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.7508	548	1
1_MACS_peak_31977_lociStitched	chr9	104187318	104193857	1	6540	25266.0421	1307.1461	549	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	ALDOB	0.9564000000000001	549	1
2_MACS_peak_32372_lociStitched	chr9	132646034	132657631	2	7682	25881.0249	1944.8169	550	FNBP1	USP20,C9orf78	USP20	USP20	0.1537	550	1
3_MACS_peak_21528_lociStitched	chr3	129026516	129048605	3	14122	27690.7704	3783.8457	551	C3orf47,H1FX	C3orf37	H1FX	H1FX	1.7159	551	1
1_MACS_peak_31207_lociStitched	chr9	9605116	9615866	1	10751	25578.55	1692.05	552	PTPRD		PTPRD	NONE	NONE	552	1
1_MACS_peak_1853_lociStitched	chr1	154296818	154302484	1	5667	25380.847	1496.3906	553	AQP10,ATP8B2		ATP8B2	ATP8B2	1.0505	553	1
1_MACS_peak_30011_lociStitched	chr8	29385237	29390612	1	5376	24916.35	1035.7625	554			DUSP4	DUSP4	0.8457	554	1
1_MACS_peak_6598_lociStitched	chr12	9799477	9804829	1	5353	25069.3032	1297.3248	555	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	1.1582	555	1
2_MACS_peak_4484_lociStitched	chr10	105229747	105237148	2	4473	25253.6922	1511.2842	556	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	CALHM3	1.4549	556	1
2_MACS_peak_19254_lociStitched	chr21	34745955	34757330	2	7887	26683.475	3008.6875	557		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.6286	557	1
3_MACS_peak_25696_lociStitched	chr5	171601000	171616099	3	10446	26088.0522	2427.9192	558	STK10	EFCAB9	STK10	STK10	0.1336	558	1
2_MACS_peak_21542_lociStitched	chr3	129892794	129900763	2	7460	25162.1175	1503.7503	559		COL6A4P2	COL6A4P2	NONE	NONE	559	1
4_MACS_peak_8036_lociStitched	chr12	122227401	122243335	4	8875	24802.8644	1185.4896	560	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0471	560	1
2_MACS_peak_19936_lociStitched	chr22	39377101	39386195	2	8296	25255.8568	1667.8396	561	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3C	1.2895	561	1
1_MACS_peak_24945_lociStitched	chr5	100234959	100241818	1	6860	24950.2984	1377.2872	562	ST8SIA4		ST8SIA4	ST8SIA4	0.374	562	1
2_MACS_peak_13392_lociStitched	chr17	75361536	75369825	2	6951	24882.7491	1318.7799	563	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.29369999999999996	563	1
1_MACS_peak_30648_lociStitched	chr8	103541699	103549942	1	8244	24428.1305	887.7711	564		ODF1	ODF1	ODF1	0.02389999999999999	564	1
1_MACS_peak_18800_lociStitched	chr20	46038979	46047127	1	8149	25068.9516	1548.12	565			ZMYND8	ZMYND8	0.2479	565	1
6_MACS_peak_29974_lociStitched	chr8	27930169	27951460	6	13912	27071.5065	3581.1462	566	ELP3,C8orf80		C8orf80	C8orf80	0.382	566	1
3_MACS_peak_18506_lociStitched	chr20	31254799	31270309	3	9931	25876.884	2390.091	567		C20orf203	C20orf203	NONE	NONE	567	1
2_MACS_peak_14700_lociStitched	chr19	16180303	16191338	2	7384	25138.8335	1654.1465	568	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.8029	568	1
3_MACS_peak_32312_lociStitched	chr9	130828906	130845764	3	13573	26190.5888	2724.2528	569	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	0.4468	569	1
2_MACS_peak_27984_lociStitched	chr7	7998089	8013529	2	10496	26197.048	2766.848	570	GLCCI1		GLCCI1	GLCCI1	0.1139	570	1
2_MACS_peak_7433_lociStitched	chr12	69195519	69206045	2	7283	25079.2476	1658.8976	571	MDM2		MDM2	MDM2	0.47000000000000003	571	1
2_MACS_peak_7789_lociStitched	chr12	104318394	104325588	2	6452	25025.0484	1628.7216	572	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.3216	572	1
1_MACS_peak_6943_lociStitched	chr12	38931500	38940120	1	8621	24982.484	1648.144	573			ALG10B	ALG10B	NONE	573	1
1_MACS_peak_13385_lociStitched	chr17	75203643	75210336	1	6694	24929.4171	1612.3437	574	SEC14L1		SEC14L1	SEC14L1	1.1032	574	1
3_MACS_peak_6514_lociStitched	chr12	6551798	6562999	3	7367	25046.5561	1776.4786	575	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	LOC678655	1.0149	575	1
3_MACS_peak_10762_lociStitched	chr15	90721502	90736477	3	8729	25926.2175	2656.565	576	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.4507	576	1
1_MACS_peak_29339_lociStitched	chr7	128760633	128764854	1	4222	24297.3423	1043.0091	577		LOC407835,TSPAN33	LOC407835	LOC407835	1.9298	577	1
1_MACS_peak_17557_lociStitched	chr2	192539040	192546507	1	7468	24809.8542	1612.872	578	OBFC2A		OBFC2A	OBFC2A	1.1362	578	1
4_MACS_peak_30661_lociStitched	chr8	103815626	103828782	4	10851	24145.2068	976.1752	579		AZIN1	AZIN1	AZIN1	0.050199999999999995	579	1
2_MACS_peak_16253_lociStitched	chr2	67687576	67697369	2	8495	24628.4157	1566.88	580			ETAA1	ETAA1	NONE	580	1
2_MACS_peak_21370_lociStitched	chr3	119354644	119362929	2	7691	24602.3075	1630.488	581	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.7723	581	1
5_MACS_peak_1309_lociStitched	chr1	93408928	93429034	5	17346	24842.9736	1883.9322	582	FAM69A		FAM69A	FAM69A	0.2564	582	1
3_MACS_peak_28728_lociStitched	chr7	76950491	76966300	3	8950	25265.9438	2327.0848	583	PION		PION	PION	0.2207	583	1
3_MACS_peak_19026_lociStitched	chr20	61272887	61285082	3	10113	24993.6525	2058.516	584	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.5783	584	1
2_MACS_peak_24994_lociStitched	chr5	109023833	109037426	2	12077	25587.4632	2679.1803	585	MAN2A1		MAN2A1	MAN2A1	0.2903	585	1
2_MACS_peak_13351_lociStitched	chr17	74257431	74269000	2	7615	24652.3821	1820.9606	586	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.4286999999999999	586	1
2_MACS_peak_21806_lociStitched	chr3	156199134	156209241	2	8165	25150.2588	2320.5672	587	KCNAB1		SSR3	SSR3	NONE	587	1
3_MACS_peak_20900_lociStitched	chr3	56948479	56958701	3	7953	24700.4408	1878.8036	588	ARHGEF3		ARHGEF3	ARHGEF3	0.0723	588	1
1_MACS_peak_22907_lociStitched	chr4	57622493	57626884	1	4392	23476.9206	803.1139	589			SPINK2	SPINK2	NONE	589	1
1_MACS_peak_20698_lociStitched	chr3	46389408	46397088	1	7681	24066.048	1413.12	590	CCR2	CCR5	CCR2	CCR2	1.4638	590	1
5_MACS_peak_15995_lociStitched	chr2	46785448	46804562	5	16476	25987.3944	3377.4438	591	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.5321	591	1
2_MACS_peak_1750_lociStitched	chr1	150131155	150139240	2	7538	24500.784	1948.485	592	PLEKHO1		PLEKHO1	PLEKHO1	1.0687	592	1
2_MACS_peak_7664_lociStitched	chr12	94540982	94553271	2	9629	24668.9386	2129.6837	593	PLXNC1		PLXNC1	PLXNC1	0.7213	593	1
1_MACS_peak_27058_lociStitched	chr6	90992554	90997313	1	4760	23570.3752	1046.0282	594	BACH2		BACH2	BACH2	0.1203	594	1
5_MACS_peak_5856_lociStitched	chr11	82666425	82690313	5	12543	26052.2528	3585.5888	595			C11orf82	C11orf82	NONE	595	1
3_MACS_peak_18746_lociStitched	chr20	43587666	43609255	3	12677	26366.6457	3916.2446	596	STK4,TOMM34	PABPC1L	STK4	STK4	0.3941	596	1
2_MACS_peak_29688_lociStitched	chr8	1990750	2000572	2	7401	23910.6768	1496.8728	597	MYOM2		MYOM2	MYOM2	0.9856	597	1
3_MACS_peak_25396_lociStitched	chr5	142960571	142975380	3	9117	24738.4345	2366.4782	598			NR3C1	NR3C1	0.18499999999999997	598	1
1_MACS_peak_15212_lociStitched	chr19	47728654	47736639	1	7986	23786.5165	1425.3225	599	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.0223	599	1
2_MACS_peak_21149_lociStitched	chr3	98272741	98284654	2	8819	24070.2165	1733.3415	600		GPR15,CLDND1,CPOX	GPR15	CLDND1	0.2185	600	1
1_MACS_peak_27883_lociStitched	chr7	2393033	2395744	1	2712	22769.4179	435.9288	601	EIF3B	CHST12,SNX8	EIF3B	EIF3B	0.5779000000000001	601	1
3_MACS_peak_29116_lociStitched	chr7	110713435	110734277	3	11931	26565.2132	4283.031	602	LRRN3,IMMP2L		LRRN3	LRRN3	0.07569999999999999	602	1
1_MACS_peak_27417_lociStitched	chr6	130002684	130010895	1	8212	23625.5103	1357.2783	603	ARHGAP18		ARHGAP18	ARHGAP18	0.266	603	1
1_MACS_peak_22151_lociStitched	chr3	182429461	182436328	1	6868	24324.2874	2093.0616	604			ATP11B	ATP11B	NONE	604	1
3_MACS_peak_11161_lociStitched	chr16	14486430	14502646	3	7669	24534.808	2314.0232	605			MIR365-1	MIR365-1	NONE	605	1
3_MACS_peak_29028_lociStitched	chr7	104575943	104586888	3	9762	24359.192	2160.543	606		LOC723809	LOC723809	LOC723809	0.17679999999999996	606	1
2_MACS_peak_23990_lociStitched	chr4	186225257	186233691	2	8278	23964.3676	1776.2004	607	SNX25		LRP2BP	LRP2BP	NONE	607	1
4_MACS_peak_17670_lociStitched	chr2	202081016	202102132	4	15580	25934.6712	3760.7596	608	CASP10,CASP8	CASP8	CASP8	CASP8	1.0529	608	1
2_MACS_peak_26722_lociStitched	chr6	52358328	52366298	2	7284	23687.637	1533.428	609	EFHC1,TRAM2		EFHC1	EFHC1	0.28600000000000003	609	1
5_MACS_peak_23861_lociStitched	chr4	173896650	173920789	5	15866	25659.757	3560.5025	610	GALNTL6		GALNT7	GALNT7	NONE	610	1
2_MACS_peak_7251_lociStitched	chr12	56726413	56734385	2	7666	23790.8396	1727.5324	611	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	1.3956	611	1
1_MACS_peak_13441_lociStitched	chr17	76884350	76889214	1	4865	23347.2	1287.0144	612	TIMP2	USP36	TIMP2	TIMP2	0.2894	612	1
1_MACS_peak_7340_lociStitched	chr12	62995212	62998390	1	3179	22602.8894	559.6458	613	MIRLET7I,C12orf61		C12orf61	C12orf61	1.8654	613	1
3_MACS_peak_21200_lociStitched	chr3	101495456	101513628	3	11073	25030.1128	3005.6488	614	FAM55C	NFKBIZ	FAM55C	FAM55C	0.4295	614	1
1_MACS_peak_3895_lociStitched	chr10	63656321	63665400	1	9080	23765.1904	1769.4971	615	ARID5B		ARID5B	ARID5B	0.3407	615	1
1_MACS_peak_18904_lociStitched	chr20	52225006	52230872	1	5867	23188.298	1193.731	616		ZNF217	ZNF217	ZNF217	0.8031	616	1
1_MACS_peak_22896_lociStitched	chr4	56811203	56817188	1	5986	22901.004	1004.283	617	CEP135		CEP135	CEP135	0.1835	617	1
3_MACS_peak_627_lociStitched	chr1	37930719	37946594	3	11742	24641.175	2754.3125	618	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.9822	618	1
1_MACS_peak_8589_lociStitched	chr13	77898652	77906146	1	7495	23493.69	1649.4294	619	MYCBP2		MYCBP2	MYCBP2	0.034699999999999995	619	1
1_MACS_peak_25621_lociStitched	chr5	159892861	159898942	1	6082	22817.1282	991.8111	620		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	MIR3142	0.46219999999999994	620	1
1_MACS_peak_13256_lociStitched	chr17	70415747	70420502	1	4756	22748.871	959.0835	621	LOC100499467		LOC100499467	LOC100499467	0.26439999999999997	621	1
5_MACS_peak_4179_lociStitched	chr10	81946407	81966358	5	13871	25447.5005	3670.984	622	ANXA11		ANXA11	ANXA11	0.33699999999999997	622	1
2_MACS_peak_20025_lociStitched	chr22	42141316	42152153	2	10270	23870.6599	2137.0564	623	MEI1	CCDC134	CCDC134	CCDC134	0.0958	623	1
2_MACS_peak_13369_lociStitched	chr17	74777104	74788875	2	10868	23432.5297	1704.4408	624		MFSD11,MIR636,SRSF2	MFSD11	MIR636	0.9871000000000001	624	1
1_MACS_peak_26060_lociStitched	chr6	13353725	13358334	1	4610	22757.8593	1030.5724	625		TBC1D7	TBC1D7	TBC1D7	0.1624	625	1
4_MACS_peak_18751_lociStitched	chr20	43672522	43693816	4	12717	24945.921	3264.3702	626	STK4	KCNS1,WFDC5	KCNS1	KCNS1	0.020500000000000004	626	1
1_MACS_peak_14034_lociStitched	chr18	52930313	52937691	1	7379	22970.6652	1291.15	627	TCF4		CCDC68	CCDC68	NONE	627	1
1_MACS_peak_4742_lociStitched	chr10	130853853	130858605	1	4753	22538.736	885.7728	628			MGMT	MGMT	NONE	628	1
1_MACS_peak_26287_lociStitched	chr6	27857102	27864209	1	7108	22966.9812	1341.0909	629	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	2.0447	629	1
3_MACS_peak_5541_lociStitched	chr11	65236245	65246144	3	6380	23263.6399	1650.1633	630		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	7.6703	630	1
1_MACS_peak_11748_lociStitched	chr16	68501697	68506267	1	4571	22555.692	993.975	631		SMPD3	SMPD3	SMPD3	0.31810000000000005	631	1
1_MACS_peak_17012_lociStitched	chr2	135162692	135170506	1	7815	23269.3106	1722.987	632	MGAT5	LOC151162	LOC151162	NONE	NONE	632	1
1_MACS_peak_10758_lociStitched	chr15	90637247	90646589	1	9343	23289.606	1759.0986	633	IDH2		IDH2	IDH2	0.7428	633	1
5_MACS_peak_33386_lociStitched	chrX	128902084	128921416	5	13310	23612.1048	2120.7204	634	XPNPEP2,SASH3		SASH3	SASH3	0.5341	634	1
3_MACS_peak_773_lociStitched	chr1	44289650	44305851	3	11084	23906.1956	2441.4907	635	ST3GAL3		ARTN	ARTN	NONE	635	1
2_MACS_peak_14124_lociStitched	chr18	60797844	60811343	2	8818	23758.24	2311.0288	636	BCL2		BCL2	BCL2	0.7258	636	1
1_MACS_peak_9313_lociStitched	chr14	69258040	69264049	1	6010	22058.4381	626.7387	637	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.3874	637	1
2_MACS_peak_14313_lociStitched	chr19	1647535	1654021	2	6327	22650.4092	1232.9886	638	TCF3	UQCR11	TCF3	TCF3	0.46810000000000007	638	1
2_MACS_peak_20253_lociStitched	chr3	8698302	8709210	2	8530	23323.4856	1909.9908	639		C3orf32	C3orf32	C3orf32	0.03879999999999999	639	1
1_MACS_peak_4342_lociStitched	chr10	97049237	97058198	1	8962	22976.004	1569.9672	640	PDLIM1		PDLIM1	PDLIM1	0.38999999999999996	640	1
2_MACS_peak_21482_lociStitched	chr3	126627611	126636979	2	9153	22767.0504	1365.8544	641	CHCHD6		PLXNA1	PLXNA1	NONE	641	1
2_MACS_peak_29980_lociStitched	chr8	28195123	28207183	2	8100	23632.776	2247.984	642	PNOC,ZNF395		PNOC	PNOC	0.49289999999999995	642	1
1_MACS_peak_27481_lociStitched	chr6	134565837	134572462	1	6626	22684.6625	1305.7875	643	SGK1		SGK1	SGK1	0.2934	643	1
1_MACS_peak_7319_lociStitched	chr12	58817029	58821505	1	4477	22293.1656	933.6936	644			XRCC6BP1	XRCC6BP1	NONE	644	1
3_MACS_peak_19939_lociStitched	chr22	39409140	39422126	3	7894	23887.747	2575.1238	645	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	1.1646999999999998	645	1
1_MACS_peak_5687_lociStitched	chr11	69060777	69067251	1	6475	22516.572	1300.6266	646	MYEOV		MYEOV	MYEOV	1.6241	646	1
1_MACS_peak_9680_lociStitched	chr14	106207430	106212056	1	4627	21562.7112	392.7474	647			KIAA0125	KIAA0125	NONE	647	1
1_MACS_peak_27731_lociStitched	chr6	156713880	156719918	1	6039	21778.4622	621.914	648			ARID1B	ARID1B	NONE	648	1
1_MACS_peak_8823_lociStitched	chr13	114789397	114794536	1	5140	22272.9399	1140.3441	649	RASA3		RASA3	RASA3	0.6364	649	1
2_MACS_peak_18905_lociStitched	chr20	52236926	52244797	2	5490	22391.4208	1271.1665	650		ZNF217	ZNF217	ZNF217	0.8031	650	1
2_MACS_peak_8838_lociStitched	chr13	115039367	115048550	2	7828	22750.8825	1656.6132	651	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.6135999999999999	651	1
2_MACS_peak_20942_lociStitched	chr3	61615076	61625101	2	8571	22968.2775	1909.7625	652	PTPRG		PTPRG	PTPRG	0.022099999999999995	652	1
4_MACS_peak_31044_lociStitched	chr8	145009228	145027905	4	12980	23473.2536	2441.0839	653	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.4052	653	1
1_MACS_peak_25747_lociStitched	chr5	175076442	175086595	1	10154	22798.5615	1772.7138	654	HRH2	HRH2	HRH2	HRH2	0.31420000000000003	654	1
1_MACS_peak_14361_lociStitched	chr19	2594494	2600450	1	5957	22504.746	1497.934	655	GNG7		GNG7	GNG7	0.5511	655	1
2_MACS_peak_13332_lociStitched	chr17	73868333	73875721	2	5905	22192.8132	1208.6768	656	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.4407	656	1
1_MACS_peak_6374_lociStitched	chr11	129870957	129874556	1	3600	21913.5912	945.0974	657	NCRNA00167,PRDM10		PRDM10	PRDM10	0.15500000000000003	657	1
2_MACS_peak_32813_lociStitched	chrX	40028238	40037281	2	6793	21682.4011	718.9185	658	BCOR		BCOR	BCOR	0.29850000000000004	658	1
2_MACS_peak_23487_lociStitched	chr4	121668831	121675657	2	6790	21940.1292	984.3092	659	PRDM5		PRDM5	PRDM5	0.2843	659	1
1_MACS_peak_19920_lociStitched	chr22	38900536	38903814	1	3279	21564.323	618.2308	660	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.5981000000000001	660	1
4_MACS_peak_15235_lociStitched	chr19	48823383	48837975	4	11534	23567.5392	2665.9584	661	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3684	661	1
2_MACS_peak_19844_lociStitched	chr22	36552278	36560295	2	7566	22536.5887	1637.8731	662	APOL3	APOL4	APOL3	APOL3	0.6586	662	1
1_MACS_peak_13739_lociStitched	chr18	20803484	20810412	1	6929	22031.04	1149.3552	663	CABLES1		CABLES1	CABLES1	0.40590000000000004	663	1
1_MACS_peak_32404_lociStitched	chr9	134550370	134555657	1	5288	22017.7115	1140.4059	664	RAPGEF1		RAPGEF1	RAPGEF1	0.15569999999999998	664	1
2_MACS_peak_27435_lociStitched	chr6	130833348	130848445	2	11251	23134.6428	2269.0791	665			TMEM200A	TMEM200A	NONE	665	1
