REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_6319_lociStitched	chr11	126056741	126068951	2	7508	31291.788	1863.246	718		FAM118B,RPUSD4	RPUSD4	718	1
1_MACS_peak_21747_lociStitched	chr3	150315115	150323831	1	8717	19632.79	1531.4012	719	SELT		SELT	719	1
2_MACS_peak_15030_lociStitched	chr19	40645368	40654731	2	8592	21143.5266	1668.4866	720		MAP3K10,ZNF780A	MAP3K10	720	1
2_MACS_peak_29402_lociStitched	chr7	134670434	134682810	2	8648	21832.5016	3247.4624	721	AGBL3		AGBL3	721	1
2_MACS_peak_14354_lociStitched	chr19	2468722	2480472	2	8456	23182.75	2521.55	723	GADD45B	TIMM13,LMNB2	GADD45B	723	1
1_MACS_peak_4831_lociStitched	chr11	2792675	2801206	1	8532	20849.764	1297.5651	728	KCNQ1		KCNQ1OT1	728	1
1_MACS_peak_18800_lociStitched	chr20	46038979	46047127	1	8149	25068.9516	1548.12	729			ZMYND8	729	1
2_MACS_peak_21820_lociStitched	chr3	156533775	156544994	2	7478	31257.2559	2286.4322	730	LEKR1	PA2G4P4	LEKR1	730	1
2_MACS_peak_23990_lociStitched	chr4	186225257	186233691	2	8278	23964.3676	1776.2004	731	SNX25		LRP2BP	731	1
2_MACS_peak_26280_lociStitched	chr6	27774613	27784285	2	8677	18829.4496	1599.7488	733	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	733	1
3_MACS_peak_28173_lociStitched	chr7	25979913	25994464	3	8613	20089.1106	2242.3091	736	MIR148A		MIR148A	736	1
3_MACS_peak_15240_lociStitched	chr19	48880126	48895582	3	8492	21811.5072	2457.504	737	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	737	1
2_MACS_peak_21806_lociStitched	chr3	156199134	156209241	2	8165	25150.2588	2320.5672	741	KCNAB1		SSR3	741	1
2_MACS_peak_28044_lociStitched	chr7	14721683	14731659	2	7906	26688.7928	1504.3808	742	DGKB		DGKB	742	1
1_MACS_peak_27417_lociStitched	chr6	130002684	130010895	1	8212	23625.5103	1357.2783	745	ARHGAP18		ARHGAP18	745	1
2_MACS_peak_6148_lociStitched	chr11	115125381	115136807	2	8470	21173.5206	1930.994	746	CADM1		CADM1	746	1
1_MACS_peak_25980_lociStitched	chr6	7958205	7965614	1	7410	30270.2104	1595.8986	750	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	750	1
1_MACS_peak_22628_lociStitched	chr4	18244799	18253322	1	8524	19206.5805	1273.3362	752			LCORL	752	1
2_MACS_peak_2547_lociStitched	chr1	200986973	200996927	2	8552	19886.1012	2682.603	754	KIF21B		KIF21B	754	1
1_MACS_peak_6389_lociStitched	chr11	130670454	130678974	1	8521	18432.168	1148.496	757			SNX19	757	1
1_MACS_peak_20443_lociStitched	chr3	25871692	25880245	1	8554	18196.5075	1439.4699	758		OXSM,NGLY1,LOC285326	LOC285326	758	1
2_MACS_peak_18802_lociStitched	chr20	46095805	46104275	2	8244	21490.084	1232.385	764		NCOA3	NCOA3	764	1
1_MACS_peak_16216_lociStitched	chr2	65139752	65146860	1	7109	31380.3984	1706.6308	766	LOC400958		LOC400958	766	1
2_MACS_peak_11468_lociStitched	chr16	31879736	31890469	2	8428	19753.0132	1881.4949	769	ZNF267		ZNF267	769	1
2_MACS_peak_19254_lociStitched	chr21	34745955	34757330	2	7887	26683.475	3008.6875	770		IFNAR1,IFNGR2	IFNGR2	770	1
3_MACS_peak_16915_lociStitched	chr2	127413181	127424576	3	8507	18323.16	1544.0225	772	GYPC		GYPC	772	1
1_MACS_peak_20428_lociStitched	chr3	23846664	23854906	1	8243	21236.3372	1176.1334	773	UBE2E1		UBE2E1	773	1
2_MACS_peak_29980_lociStitched	chr8	28195123	28207183	2	8100	23632.776	2247.984	778	PNOC,ZNF395		PNOC	778	1
3_MACS_peak_20900_lociStitched	chr3	56948479	56958701	3	7953	24700.4408	1878.8036	779	ARHGEF3		ARHGEF3	779	1
1_MACS_peak_5034_lociStitched	chr11	16979052	16986718	1	7667	26939.0906	1617.526	781	PLEKHA7		PLEKHA7	781	1
1_MACS_peak_15212_lociStitched	chr19	47728654	47736639	1	7986	23786.5165	1425.3225	784	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	784	1
1_MACS_peak_19927_lociStitched	chr22	39146189	39153371	1	7183	30188.1006	1356.6798	785	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	785	1
3_MACS_peak_30409_lociStitched	chr8	72164662	72177224	3	8395	19537.6786	1870.4818	787	EYA1		EYA1	787	1
1_MACS_peak_17361_lociStitched	chr2	175457157	175464297	1	7141	30419.256	1462.272	790	WIPF1		WIPF1	790	1
2_MACS_peak_6273_lociStitched	chr11	122930673	122941733	2	7658	27118.014	2119.096	793	HSPA8	LOC341056	HSPA8	793	1
1_MACS_peak_28820_lociStitched	chr7	90351948	90360283	1	8336	19695.605	1599.4865	794	CDK14		CDK14	794	1
2_MACS_peak_3194_lociStitched	chr1	240074230	240082680	2	7338	29506.555	2113.345	795			RPS7P5	795	1
1_MACS_peak_24557_lociStitched	chr5	61984533	61991314	1	6782	32405.0428	1406.3794	796			LRRC70	796	1
1_MACS_peak_20314_lociStitched	chr3	13371188	13378081	1	6894	31678.8494	1462.0053	798	NUP210		NUP210	798	1
1_MACS_peak_30955_lociStitched	chr8	134508207	134515610	1	7404	28286.863	1784.123	801	ST3GAL1		ST3GAL1	801	1
3_MACS_peak_13530_lociStitched	chr17	80405889	80423996	3	8138	22275.2314	2553.087	802	NARF,C17orf62	HEXDC,C17orf101	NARF	802	1
4_MACS_peak_33120_lociStitched	chrX	75362589	75372368	4	8312	18322.9123	1063.9552	805		CXorf26	CXorf26	805	1
2_MACS_peak_32372_lociStitched	chr9	132646034	132657631	2	7682	25881.0249	1944.8169	806	FNBP1	USP20,C9orf78	USP20	806	1
1_MACS_peak_10392_lociStitched	chr15	68478249	68485862	1	7614	26024.2792	1540.1099	807	PIAS1,CALML4	CLN6	CALML4	807	1
3_MACS_peak_13785_lociStitched	chr18	24028290	24042949	3	8326	19285.3804	2338.1105	809	KCTD1		KCTD1	809	1
1_MACS_peak_21875_lociStitched	chr3	160116160	160123744	1	7585	26343.7824	2030.9952	817	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	817	1
3_MACS_peak_19939_lociStitched	chr22	39409140	39422126	3	7894	23887.747	2575.1238	819	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	819	1
2_MACS_peak_32056_lociStitched	chr9	112729448	112738724	2	8219	19431.3648	1833.8652	820	PALM2-AKAP2		AKAP2	820	1
3_MACS_peak_20421_lociStitched	chr3	23692970	23704082	3	8261	18581.4864	1667.9112	821			UBE2E1	821	1
2_MACS_peak_21370_lociStitched	chr3	119354644	119362929	2	7691	24602.3075	1630.488	823	POPDC2	PLA1A,COX17	POPDC2	823	1
1_MACS_peak_17012_lociStitched	chr2	135162692	135170506	1	7815	23269.3106	1722.987	825	MGAT5	LOC151162	LOC151162	825	1
1_MACS_peak_20698_lociStitched	chr3	46389408	46397088	1	7681	24066.048	1413.12	827	CCR2	CCR5	CCR2	827	1
2_MACS_peak_8838_lociStitched	chr13	115039367	115048550	2	7828	22750.8825	1656.6132	828	UPF3A	CDC16,ZNF828	UPF3A	828	1
1_MACS_peak_6167_lociStitched	chr11	116794709	116802731	1	8023	20537.9244	1677.4002	830	SIK3		APOA1	830	1
2_MACS_peak_13351_lociStitched	chr17	74257431	74269000	2	7615	24652.3821	1820.9606	835	FAM100B	RNF157,QRICH2	FAM100B	835	1
3_MACS_peak_11161_lociStitched	chr16	14486430	14502646	3	7669	24534.808	2314.0232	837			MIR365-1	837	1
1_MACS_peak_10195_lociStitched	chr15	53019289	53026622	1	7334	26531.5273	1422.602	838		KIAA1370	KIAA1370	838	1
1_MACS_peak_2451_lociStitched	chr1	192542359	192550486	1	8128	19556.8128	2477.1096	840	RGS1		RGS1	840	1
2_MACS_peak_7251_lociStitched	chr12	56726413	56734385	2	7666	23790.8396	1727.5324	843	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	843	1
2_MACS_peak_16689_lociStitched	chr2	106406019	106416883	2	7780	22576.4784	1840.3616	847	NCK2		NCK2	847	1
2_MACS_peak_21542_lociStitched	chr3	129892794	129900763	2	7460	25162.1175	1503.7503	850		COL6A4P2	COL6A4P2	850	1
1_MACS_peak_7497_lociStitched	chr12	77453054	77460886	1	7833	21789.4072	1702.6768	851	E2F7		E2F7	851	1
2_MACS_peak_31634_lociStitched	chr9	73026672	73036806	2	7328	26341.3062	1668.0564	852	KLF9		KLF9	852	1
2_MACS_peak_9917_lociStitched	chr15	38476802	38485565	2	8058	18488.1774	1402.08	855			SPRED1	855	1
1_MACS_peak_5090_lociStitched	chr11	21431761	21438840	1	7080	27560.6707	1241.6566	856	NELL1		NELL1	856	1
1_MACS_peak_17557_lociStitched	chr2	192539040	192546507	1	7468	24809.8542	1612.872	857	OBFC2A		OBFC2A	857	1
2_MACS_peak_1750_lociStitched	chr1	150131155	150139240	2	7538	24500.784	1948.485	858	PLEKHO1		PLEKHO1	858	1
1_MACS_peak_29372_lociStitched	chr7	130790037	130796946	1	6910	29123.5077	1822.5942	861	MKLN1,FLJ43663		FLJ43663	861	1
3_MACS_peak_1842_lociStitched	chr1	153929591	153941507	3	7999	20412.108	3236.3856	864	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	864	1
2_MACS_peak_14700_lociStitched	chr19	16180303	16191338	2	7384	25138.8335	1654.1465	865	TPM4	FLJ25328,RAB8A	TPM4	865	1
2_MACS_peak_7758_lociStitched	chr12	102129323	102140089	2	7733	21601.979	1762.3942	871	SYCP3,GNPTAB	CHPT1	SYCP3	871	1
3_MACS_peak_6514_lociStitched	chr12	6551798	6562999	3	7367	25046.5561	1776.4786	873	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	873	1
1_MACS_peak_8589_lociStitched	chr13	77898652	77906146	1	7495	23493.69	1649.4294	877	MYCBP2		MYCBP2	877	1
2_MACS_peak_19290_lociStitched	chr21	36254149	36263118	2	7690	21686.1451	1804.5628	878	RUNX1		RUNX1	878	1
2_MACS_peak_19844_lociStitched	chr22	36552278	36560295	2	7566	22536.5887	1637.8731	881	APOL3	APOL4	APOL3	881	1
3_MACS_peak_14471_lociStitched	chr19	7400369	7411172	3	7825	20482.488	2401.5069	882		ARHGEF18	ARHGEF18	882	1
2_MACS_peak_29688_lociStitched	chr8	1990750	2000572	2	7401	23910.6768	1496.8728	883	MYOM2		MYOM2	883	1
2_MACS_peak_7433_lociStitched	chr12	69195519	69206045	2	7283	25079.2476	1658.8976	885	MDM2		MDM2	885	1
2_MACS_peak_24080_lociStitched	chr5	1335336	1346140	2	7743	19907.4504	2023.5892	898	CLPTM1L	TERT	CLPTM1L	898	1
1_MACS_peak_14034_lociStitched	chr18	52930313	52937691	1	7379	22970.6652	1291.15	899	TCF4		CCDC68	899	1
2_MACS_peak_13394_lociStitched	chr17	75434902	75443061	2	6886	27302.4617	1568.9757	900	SEPT9	SEPT9,MIR4316	SEPT9	900	1
2_MACS_peak_14716_lociStitched	chr19	16475787	16484441	2	7489	22123.0856	1593.2014	903	EPS15L1	KLF2	KLF2	903	1
1_MACS_peak_1050_lociStitched	chr1	66795762	66803339	1	7578	21361.8361	1753.3178	904	PDE4B		PDE4B	904	1
2_MACS_peak_12520_lociStitched	chr17	31154235	31164500	2	7670	20249.7655	1670.1155	906	MYO1D		MYO1D	906	1
1_MACS_peak_23965_lociStitched	chr4	185454280	185461190	1	6911	27010.499	1659.091	908			IRF2	908	1
3_MACS_peak_14334_lociStitched	chr19	2049260	2062806	3	7525	22592.0188	2686.1718	909	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	909	1
2_MACS_peak_26722_lociStitched	chr6	52358328	52366298	2	7284	23687.637	1533.428	913	EFHC1,TRAM2		EFHC1	913	1
1_MACS_peak_6801_lociStitched	chr12	26305584	26312510	1	6927	26743.3638	1826.3862	915		SSPN,BHLHE41	BHLHE41	915	1
3_MACS_peak_6386_lociStitched	chr11	130634308	130648480	3	7700	19436.898	2107.3764	923			SNX19	923	1
2_MACS_peak_32125_lociStitched	chr9	117127634	117136805	2	7478	21573.8604	1775.5056	924	AKNA	ORM1,ORM2	AKNA	924	1
1_MACS_peak_6180_lociStitched	chr11	117877300	117884234	1	6935	26028.8492	1492.8902	926		IL10RA	IL10RA	926	1
3_MACS_peak_15298_lociStitched	chr19	50369533	50382041	3	7447	22280.5004	2454.0696	930	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	930	1
1_MACS_peak_22297_lociStitched	chr3	191755098	191762592	1	7495	20828.0742	1525.029	932			FGF12	932	1
2_MACS_peak_3320_lociStitched	chr10	3846071	3854654	2	7346	22338.9741	1537.2153	934		KLF6	KLF6	934	1
2_MACS_peak_14082_lociStitched	chr18	56315829	56327590	2	7576	20542.9387	2192.2504	935		MALT1,ALPK2	MALT1	935	1
2_MACS_peak_19673_lociStitched	chr22	24822356	24831690	2	6844	26427.3542	1577.446	939	ADORA2A,C22orf45		ADORA2A	939	1
2_MACS_peak_23374_lociStitched	chr4	108950973	108958931	2	7544	20022.328	1598.7622	940	HADH		HADH	940	1
1_MACS_peak_28182_lociStitched	chr7	26191136	26198532	1	7397	21168.0916	1482.898	947	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	947	1
2_MACS_peak_13392_lociStitched	chr17	75361536	75369825	2	6951	24882.7491	1318.7799	952	SEPT9	SEPT9,MIR4316	SEPT9	952	1
2_MACS_peak_25884_lociStitched	chr6	3023047	3032994	2	7413	20729.548	1509.9546	954	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	954	1
3_MACS_peak_7173_lociStitched	chr12	53763793	53776181	3	7557	20036.3512	2426.8092	955	SP1	AMHR2,AAAS,SP7	SP1	955	1
2_MACS_peak_4852_lociStitched	chr11	3528343	3536703	2	7610	18573.412	1690.392	957			TRPC2	957	1
1_MACS_peak_23189_lociStitched	chr4	87855019	87862532	1	7514	19303.9022	1350.8374	960	AFF1	C4orf36	AFF1	960	1
1_MACS_peak_26287_lociStitched	chr6	27857102	27864209	1	7108	22966.9812	1341.0909	966	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	966	1
1_MACS_peak_24945_lociStitched	chr5	100234959	100241818	1	6860	24950.2984	1377.2872	971	ST8SIA4		ST8SIA4	971	1
1_MACS_peak_291_lociStitched	chr1	21615399	21622623	1	7225	21792.6408	1442.6328	972	ECE1	ECE1	ECE1	972	1
2_MACS_peak_1392_lociStitched	chr1	107992535	108003991	2	7301	20199.2192	1027.6032	979	NTNG1		VAV3	979	1
1_MACS_peak_29246_lociStitched	chr7	121944292	121951731	1	7440	19046.8156	1437.9587	982	LOC154860,FEZF1		FEZF1	982	1
1_MACS_peak_7264_lociStitched	chr12	57076473	57083822	1	7350	19687.2361	1349.2764	988	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	988	1
3_MACS_peak_19591_lociStitched	chr22	22510827	22524132	3	7219	21971.877	2320.392	991			VPREB1	991	1
2_MACS_peak_4462_lociStitched	chr10	104401182	104412687	2	7301	20489.2545	1764.867	994	TRIM8		TRIM8	994	1
1_MACS_peak_22151_lociStitched	chr3	182429461	182436328	1	6868	24324.2874	2093.0616	1005			ATP11B	1005	1
2_MACS_peak_6510_lociStitched	chr12	6468062	6477746	2	7137	20751.8436	1852.5492	1027	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	1027	1
1_MACS_peak_13739_lociStitched	chr18	20803484	20810412	1	6929	22031.04	1149.3552	1028	CABLES1		CABLES1	1028	1
2_MACS_peak_1623_lociStitched	chr1	144960507	144968673	2	7215	20428.0656	2484.9138	1031	PDE4DIP	PDE4DIP	PDE4DIP	1031	1
2_MACS_peak_374_lociStitched	chr1	25869372	25878727	2	7244	19160.911	1653.964	1035	LDLRAP1		LDLRAP1	1035	1
2_MACS_peak_31540_lociStitched	chr9	66698604	66709911	2	7169	20015.6514	1745.8008	1036			LOC442421	1036	1
2_MACS_peak_22352_lociStitched	chr3	195631796	195642714	2	7207	20265.9916	2662.9002	1042	TNK2	TNK2	TNK2	1042	1
2_MACS_peak_26354_lociStitched	chr6	30683786	30690907	2	7021	20983.4507	1481.8801	1044	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	1044	1
2_MACS_peak_31583_lociStitched	chr9	69881422	69892352	2	7040	20805.255	1616.547	1050			FOXD4L5	1050	1
1_MACS_peak_193_lociStitched	chr1	14361158	14368131	1	6974	21135.8603	1335.3295	1051			PRDM2	1051	1
1_MACS_peak_21158_lociStitched	chr3	98448358	98455260	1	6903	22003.576	1618.519	1053	ST3GAL6		ST3GAL6	1053	1
2_MACS_peak_23489_lociStitched	chr4	121684058	121695944	2	7126	19715.3082	1926.7206	1059	PRDM5		PRDM5	1059	1
2_MACS_peak_32813_lociStitched	chrX	40028238	40037281	2	6793	21682.4011	718.9185	1061	BCOR		BCOR	1061	1
2_MACS_peak_23487_lociStitched	chr4	121668831	121675657	2	6790	21940.1292	984.3092	1062	PRDM5		PRDM5	1062	1
2_MACS_peak_18882_lociStitched	chr20	50787717	50798166	2	6895	21207.2904	1661.391	1072	ZFP64		ZFP64	1072	1
2_MACS_peak_22176_lociStitched	chr3	183268743	183279130	2	7150	19545.2179	2768.1355	1073	KLHL6		KLHL6	1073	1
1_MACS_peak_29266_lociStitched	chr7	123611064	123617953	1	6890	21458.5461	1973.0096	1076	SPAM1	SPAM1	SPAM1	1076	1
1_MACS_peak_30005_lociStitched	chr8	29203459	29210439	1	6981	19675.224	1253.608	1083	DUSP4		DUSP4	1083	1
2_MACS_peak_26650_lociStitched	chr6	44223637	44234264	2	7087	18686.5168	1854.4115	1090	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	1090	1
2_MACS_peak_837_lociStitched	chr1	46790175	46799796	2	7040	18760.95	1905.9201	1101		UQCRH,NSUN4,LRRC41	NSUN4	1101	1
1_MACS_peak_24838_lociStitched	chr5	88728478	88735333	1	6856	19795.869	1320.273	1111			MEF2C	1111	1
1_MACS_peak_6442_lociStitched	chr12	1638384	1645185	1	6802	20123.4789	1277.2278	1118		LOC100292680	LOC100292680	1118	1
1_MACS_peak_19348_lociStitched	chr21	39638527	39645335	1	6809	19824.2152	1640.0472	1139	KCNJ15		KCNJ15	1139	1
3_MACS_peak_14319_lociStitched	chr19	1847530	1858168	3	6867	19189.8882	2211.6402	1151	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	REXO1	1151	1
