REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_720_lociStitched	chr1	42126948	42150497	5	9374	11753.3059	2896.527	577	HIVEP3		EDN2	577	1
3_MACS_peak_24520_lociStitched	chr5	58885517	58895383	3	9363	15068.3418	1410.838	578	PDE4D	PDE4D	PDE4D	578	1
3_MACS_peak_11784_lociStitched	chr16	70460889	70474194	3	9357	14486.484	1821.4545	579	ST3GAL2	FUK	ST3GAL2	579	1
3_MACS_peak_19952_lociStitched	chr22	39539651	39549677	3	9344	17033.1714	1818.7164	580	CBX7	APOBEC3H	CBX7	580	1
1_MACS_peak_10758_lociStitched	chr15	90637247	90646589	1	9343	23289.606	1759.0986	581	IDH2		IDH2	581	1
2_MACS_peak_1972_lociStitched	chr1	157142222	157153196	2	9330	14847.822	2812.6362	582		CYCSP52,ETV3	ETV3	582	1
1_MACS_peak_17158_lociStitched	chr2	158293633	158302958	1	9326	49411.31	1879.92	583	CYTIP		CYTIP	583	1
4_MACS_peak_27787_lociStitched	chr6	160389118	160404679	4	9325	10959.6123	1156.1823	584	IGF2R		IGF2R	584	1
2_MACS_peak_19051_lociStitched	chr20	62358125	62370968	2	9323	17512.7148	2029.194	585	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	585	1
2_MACS_peak_16882_lociStitched	chr2	120059961	120071743	2	9316	16016.4508	1550.5112	586	C2orf76		C2orf76	586	1
1_MACS_peak_21757_lociStitched	chr3	151910730	151920033	1	9304	29890.539	1888.509	587			MBNL1	587	1
2_MACS_peak_17069_lociStitched	chr2	148044650	148057754	2	9301	20903.5008	1740.2112	588			ACVR2A	588	1
3_MACS_peak_6241_lociStitched	chr11	120367965	120382577	3	9297	19818.2556	2083.6712	589			GRIK4	589	1
1_MACS_peak_17836_lociStitched	chr2	217079890	217089182	1	9293	34640.576	2087.9124	590			XRCC5	590	1
2_MACS_peak_27497_lociStitched	chr6	135190194	135204467	2	9284	58632.0567	2747.5525	591			ALDH8A1	591	1
2_MACS_peak_1868_lociStitched	chr1	154755694	154766125	2	9273	30579.5196	2728.7496	592	KCNN3		KCNN3	592	1
2_MACS_peak_12826_lociStitched	chr17	43387548	43398907	2	9254	12831.1264	2289.9744	593	MAP3K14	LOC100133991,C17orf46	MAP3K14	593	1
1_MACS_peak_30956_lociStitched	chr8	134576829	134586081	1	9253	33530.1732	1831.896	594	ST3GAL1		ST3GAL1	594	1
2_MACS_peak_20659_lociStitched	chr3	45604428	45618105	2	9246	17725.392	2333.2962	595		LIMD1	LIMD1	595	1
3_MACS_peak_17853_lociStitched	chr2	219148407	219160726	3	9242	14650.9867	2148.4336	596	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	596	1
3_MACS_peak_22322_lociStitched	chr3	193847743	193860664	3	9239	15081.3912	2714.7021	597	HES1		HES1	597	1
3_MACS_peak_12943_lociStitched	chr17	48225175	48239344	3	9238	15214.6722	1931.2347	598	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	598	1
2_MACS_peak_26352_lociStitched	chr6	30648962	30659423	2	9228	22042.3731	1846.3665	599	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	599	1
4_MACS_peak_30934_lociStitched	chr8	133958579	133973247	4	9214	9603.1396	1877.504	600	TG		TG	600	1
5_MACS_peak_2662_lociStitched	chr1	205281319	205295114	5	9202	17129.2515	3308.041	601	NUAK2	KLHDC8A	NUAK2	601	1
4_MACS_peak_2380_lociStitched	chr1	184524630	184537873	4	9192	8615.8958	3059.133	602	C1orf21		C1orf21	602	1
2_MACS_peak_1635_lociStitched	chr1	145152482	145161845	2	9189	16019.1567	3243.3432	603		NOTCH2NL	NOTCH2NL	603	1
3_MACS_peak_9237_lociStitched	chr14	63936598	63951870	3	9187	9555.6904	1246.1952	604	PPP2R5E		PPP2R5E	604	1
3_MACS_peak_28402_lociStitched	chr7	45032785	45047909	3	9183	19361.7448	2307.9224	605	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	605	1
2_MACS_peak_8818_lociStitched	chr13	114581653	114595080	2	9180	16695.1318	2231.5674	606	FLJ44054	GAS6	FLJ44054	606	1
1_MACS_peak_12666_lociStitched	chr17	38015958	38025124	1	9167	30915.0848	1857.0316	607	ZPBP2,IKZF3	GSDMB	IKZF3	607	1
3_MACS_peak_6523_lociStitched	chr12	6711771	6723934	3	9157	11047.6529	1869.4531	608	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	608	1
3_MACS_peak_22624_lociStitched	chr4	18204306	18218147	3	9154	27234.9357	2211.7918	609			LCORL	609	1
2_MACS_peak_21482_lociStitched	chr3	126627611	126636979	2	9153	22767.0504	1365.8544	610	CHCHD6		PLXNA1	610	1
4_MACS_peak_11858_lociStitched	chr16	78775192	78787621	4	9149	6535.1682	1307.5308	611	WWOX		WWOX	611	1
3_MACS_peak_27509_lociStitched	chr6	135543951	135556547	3	9148	13384.5096	1972.5336	612		MYB	MYB	612	1
2_MACS_peak_17436_lociStitched	chr2	182025423	182036349	2	9147	16583.4828	1657.4742	613			UBE2E3	613	1
2_MACS_peak_2001_lociStitched	chr1	159035862	159048554	2	9144	32820.2428	3574.0672	614	AIM2		AIM2	614	1
4_MACS_peak_22602_lociStitched	chr4	15766942	15787918	4	9143	11060.6448	3444.2592	615	CD38		CD38	615	1
1_MACS_peak_1457_lociStitched	chr1	111172556	111181692	1	9137	46490.3632	1158.4448	616		KCNA2,KCNA3	KCNA2	616	1
2_MACS_peak_22021_lociStitched	chr3	174863902	174877876	2	9132	68492.1636	3188.8668	617	NAALADL2		NAALADL2	617	1
2_MACS_peak_22799_lociStitched	chr4	40622362	40634243	2	9124	19813.9437	2111.2537	618	RBM47		RBM47	618	1
2_MACS_peak_11988_lociStitched	chr16	89033284	89046272	2	9120	33349.2876	1198.7924	619	CBFA2T3	CBFA2T3	CBFA2T3	619	1
3_MACS_peak_25396_lociStitched	chr5	142960571	142975380	3	9117	24738.4345	2366.4782	620			NR3C1	620	1
4_MACS_peak_15928_lociStitched	chr2	43395794	43407039	4	9105	19508.9505	1717.1115	621		LOC100129726,ZFP36L2	ZFP36L2	621	1
3_MACS_peak_16683_lociStitched	chr2	106340823	106352486	3	9090	13153.5314	2011.8675	622		NCK2	NCK2	622	1
5_MACS_peak_19595_lociStitched	chr22	22549286	22565625	5	9086	22276.5926	2865.8606	623		VPREB1	VPREB1	623	1
1_MACS_peak_3895_lociStitched	chr10	63656321	63665400	1	9080	23765.1904	1769.4971	624	ARID5B		ARID5B	624	1
5_MACS_peak_30653_lociStitched	chr8	103658984	103669887	5	9078	8304.8151	1067.4037	625	KLF10		KLF10	625	1
2_MACS_peak_30883_lociStitched	chr8	129277800	129287795	2	9073	21815.087	1923.038	626			MIR1208	626	1
1_MACS_peak_4556_lociStitched	chr10	112255978	112265040	1	9063	26546.2228	1948.33	627	DUSP5		DUSP5	627	1
2_MACS_peak_18920_lociStitched	chr20	52481351	52491050	2	9058	31776.8337	1700.2347	628	SUMO1P1		SUMO1P1	628	1
2_MACS_peak_10059_lociStitched	chr15	45016118	45029353	2	9050	16466.987	2238.0385	629	TRIM69	B2M,PATL2	TRIM69	629	1
1_MACS_peak_2498_lociStitched	chr1	197739975	197749011	1	9037	39231.6012	2603.2716	630	DENND1B		DENND1B	630	1
3_MACS_peak_2893_lociStitched	chr1	218627650	218637719	3	9030	18437.3459	2176.9178	631			TGFB2	631	1
2_MACS_peak_13410_lociStitched	chr17	76116405	76129296	2	9030	26886.7587	1836.9675	632	TMC8,TMC6	C17orf99,SYNGR2	TMC6	632	1
4_MACS_peak_24446_lociStitched	chr5	55272987	55292091	4	9020	19812.7584	3005.0592	633	IL6ST		IL6ST	633	1
4_MACS_peak_14541_lociStitched	chr19	10521593	10536483	4	9009	15353.079	2644.464	634	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	634	1
3_MACS_peak_26771_lociStitched	chr6	56622353	56634669	3	8996	12823.4192	2247.67	635			DST	635	1
2_MACS_peak_19853_lociStitched	chr22	36772329	36785153	2	8995	19135.9728	2228.8112	636	MYH9		MYH9	636	1
3_MACS_peak_16205_lociStitched	chr2	64879088	64896043	3	8995	18158.805	2643.2845	637	SERTAD2	LOC339807	SERTAD2	637	1
4_MACS_peak_6156_lociStitched	chr11	115789690	115803357	4	8994	13742.1685	2004.9489	638			LOC283143	638	1
4_MACS_peak_6101_lociStitched	chr11	111303574	111317846	4	8989	17775.776	2547.552	639			POU2AF1	639	1
2_MACS_peak_5269_lociStitched	chr11	44585699	44597301	2	8988	12524.359	1681.1298	640	CD82		CD82	640	1
2_MACS_peak_19640_lociStitched	chr22	23517287	23526349	2	8978	19354.6196	1994.5462	641	BCR	RAB36,RTDR1	BCR	641	1
2_MACS_peak_24181_lociStitched	chr5	14593749	14604214	2	8968	7782.8205	1733.004	642	FAM105A		FAM105A	642	1
1_MACS_peak_4342_lociStitched	chr10	97049237	97058198	1	8962	22976.004	1569.9672	643	PDLIM1		PDLIM1	643	1
1_MACS_peak_31297_lociStitched	chr9	22236706	22245665	1	8960	21713.9283	1004.3039	644			DMRTA1	644	1
3_MACS_peak_33084_lociStitched	chrX	70837299	70850336	3	8960	13258.629	1024.7082	645	BCYRN1,CXCR3	ACRC	CXCR3	645	1
2_MACS_peak_16305_lociStitched	chr2	70310135	70323548	2	8956	55571.4003	2751.0063	646	PCBP1,LOC400960	LOC100133985	PCBP1	646	1
3_MACS_peak_28728_lociStitched	chr7	76950491	76966300	3	8950	25265.9438	2327.0848	647	PION		PION	647	1
1_MACS_peak_6485_lociStitched	chr12	4377608	4386551	1	8944	20554.5912	1193.8905	648	CCND2	C12orf5	CCND2	648	1
2_MACS_peak_4550_lociStitched	chr10	112146494	112157372	2	8944	21685.293	1518.5688	649			SMNDC1	649	1
2_MACS_peak_14570_lociStitched	chr19	11199096	11208219	2	8930	19117.2465	1595.6127	650	LDLR		LDLR	650	1
3_MACS_peak_9284_lociStitched	chr14	65812964	65825904	3	8922	11542.48	1101.194	651			FUT8	651	1
2_MACS_peak_29222_lociStitched	chr7	120627628	120639740	2	8911	11683.2352	2908.0912	652	C7orf58	ING3	C7orf58	652	1
1_MACS_peak_18798_lociStitched	chr20	45978460	45987369	1	8910	42405.0582	1830.7995	653	ZMYND8	LOC100131496	ZMYND8	653	1
2_MACS_peak_18094_lociStitched	chr2	239167253	239176821	2	8910	8723.1456	857.2928	654	PER2	LOC643387,LOC151174,HES6	HES6	654	1
1_MACS_peak_29959_lociStitched	chr8	27216537	27225429	1	8893	19413.0144	1871.766	655	PTK2B	TRIM35	PTK2B	655	1
4_MACS_peak_8036_lociStitched	chr12	122227401	122243335	4	8875	24802.8644	1185.4896	656	SETD1B,RHOF,LOC338799		RHOF	656	1
2_MACS_peak_3462_lociStitched	chr10	14776010	14786262	2	8870	18060.9484	1643.3956	657	FAM107B		FAM107B	657	1
3_MACS_peak_32139_lociStitched	chr9	117369355	117380294	3	8870	15161.454	1757.8973	658	C9orf91	ATP6V1G1	C9orf91	658	1
1_MACS_peak_4282_lociStitched	chr10	91804652	91813517	1	8866	30744.7065	1584.1755	659			KIF20B	659	1
2_MACS_peak_5919_lociStitched	chr11	87062806	87071712	2	8857	16030.8	1681.4528	660			TMEM135	660	1
2_MACS_peak_29084_lociStitched	chr7	106503725	106513674	2	8856	30245.9549	2968.7816	661	PIK3CG		PIK3CG	661	1
3_MACS_peak_32608_lociStitched	chrX	11440055	11454293	3	8851	11703.636	1225.8918	662	ARHGAP6		AMELX	662	1
2_MACS_peak_28411_lociStitched	chr7	45439711	45450799	2	8844	11227.7088	1588.9104	663			ADCY1	663	1
5_MACS_peak_5742_lociStitched	chr11	73069925	73089005	5	8824	9936.864	2661.66	664	ARHGEF17,RELT		RELT	664	1
2_MACS_peak_29949_lociStitched	chr8	26428206	26437609	2	8821	20429.8981	1867.4358	665	DPYSL2		DPYSL2	665	1
2_MACS_peak_23608_lociStitched	chr4	140127020	140136892	2	8820	13344.9696	1777.9472	666			C4orf49	666	1
2_MACS_peak_21149_lociStitched	chr3	98272741	98284654	2	8819	24070.2165	1733.3415	667		GPR15,CLDND1,CPOX	GPR15	667	1
2_MACS_peak_14124_lociStitched	chr18	60797844	60811343	2	8818	23758.24	2311.0288	668	BCL2		BCL2	668	1
2_MACS_peak_17647_lociStitched	chr2	201310642	201322071	2	8815	12138.7409	1898.3569	669	SPATS2L		KCTD18	669	1
2_MACS_peak_17032_lociStitched	chr2	137132537	137142790	2	8810	21374.4291	1923.4628	670			CXCR4	670	1
2_MACS_peak_17940_lociStitched	chr2	227769121	227782452	2	8798	19599.2362	2015.6472	671	RHBDD1		RHBDD1	671	1
4_MACS_peak_25366_lociStitched	chr5	141385852	141396814	4	8795	14620.0194	2053.1826	672	GNPDA1	RNF14,PCDH12	GNPDA1	672	1
3_MACS_peak_6343_lociStitched	chr11	128274155	128286805	3	8794	19971.82	2237.785	673			ETS1	673	1
3_MACS_peak_10413_lociStitched	chr15	70044533	70054360	3	8792	13685.0802	1916.265	674			C15orf50	674	1
2_MACS_peak_10421_lociStitched	chr15	70386852	70396625	2	8788	14812.9361	1527.5199	675	TLE3	MIR629	TLE3	675	1
1_MACS_peak_12160_lociStitched	chr17	6062837	6071623	1	8787	44042.4608	1499.7702	676			WSCD1	676	1
2_MACS_peak_3380_lociStitched	chr10	6961560	6973065	2	8780	50669.1705	1990.365	677			LOC439949	677	1
1_MACS_peak_16249_lociStitched	chr2	66659688	66668465	1	8778	21856.4854	1413.9747	678	MEIS1		MEIS1	678	1
2_MACS_peak_23948_lociStitched	chr4	185263595	185277271	2	8766	35517.9396	2394.6676	679			IRF2	679	1
2_MACS_peak_30305_lociStitched	chr8	61820610	61830225	2	8761	17643.525	1576.86	680			LOC100130298	680	1
2_MACS_peak_25508_lociStitched	chr5	151127525	151139091	2	8761	14828.7686	1841.3072	681	ATOX1	G3BP1	ATOX1	681	1
2_MACS_peak_3753_lociStitched	chr10	45949779	45961402	2	8756	26320.2835	1992.1822	682	MARCH8		MARCH8	682	1
4_MACS_peak_10890_lociStitched	chr15	101790191	101806790	4	8753	13611.18	2564.5455	683	CHSY1	SELS,SNRPA1	CHSY1	683	1
1_MACS_peak_3484_lociStitched	chr10	15824745	15833491	1	8747	37385.6516	1630.2544	684	FAM188A		ITGA8	684	1
3_MACS_peak_4467_lociStitched	chr10	104531250	104543259	3	8739	21457.6812	2041.53	685	C10orf26		C10orf26	685	1
2_MACS_peak_29428_lociStitched	chr7	137664451	137673735	2	8736	12229.8132	1983.9908	686	CREB3L2		CREB3L2	686	1
1_MACS_peak_25348_lociStitched	chr5	140886039	140894768	1	8730	11434.1171	1483.0571	687	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	687	1
3_MACS_peak_10762_lociStitched	chr15	90721502	90736477	3	8729	25926.2175	2656.565	688	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	688	1
1_MACS_peak_21747_lociStitched	chr3	150315115	150323831	1	8717	19632.79	1531.4012	689	SELT		SELT	689	1
3_MACS_peak_2348_lociStitched	chr1	183438841	183451593	3	8714	19720.968	3297.6672	690	SMG7		SMG7	690	1
1_MACS_peak_7614_lociStitched	chr12	92533157	92541848	1	8692	14760.7944	1570.4637	691	BTG1		BTG1	691	1
3_MACS_peak_33331_lociStitched	chrX	118815337	118828213	3	8688	13124.5068	1260.5604	692	SEPT6	MIR766	SEPT6	692	1
2_MACS_peak_21566_lociStitched	chr3	132280956	132289858	2	8686	14915.301	1452.8064	693	ACAD11	CCRL1	CCRL1	693	1
4_MACS_peak_18051_lociStitched	chr2	235390674	235406390	4	8683	10911.6188	1488.3052	694	ARL4C		ARL4C	694	1
3_MACS_peak_1386_lociStitched	chr1	107900585	107909949	3	8682	10821.9748	804.3676	695	NTNG1		NTNG1	695	1
2_MACS_peak_26280_lociStitched	chr6	27774613	27784285	2	8677	18829.4496	1599.7488	696	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	696	1
1_MACS_peak_3739_lociStitched	chr10	45453833	45462502	1	8670	16052.3873	1790.1485	697	RASSF4,LOC220980	TMEM72,ZNF22,C10orf10,C10orf25	RASSF4	697	1
2_MACS_peak_29578_lociStitched	chr7	150124592	150134391	2	8670	30068.2315	2320.4032	698	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	698	1
3_MACS_peak_17600_lociStitched	chr2	197126559	197142313	3	8669	16366.8306	2487.5566	699	HECW2		STK17B	699	1
2_MACS_peak_16115_lociStitched	chr2	60776165	60784959	2	8650	8137.9676	1055.28	700	BCL11A		BCL11A	700	1
2_MACS_peak_4256_lociStitched	chr10	90143725	90152895	2	8648	27882.302	1986.222	701	RNLS		RNLS	701	1
2_MACS_peak_29402_lociStitched	chr7	134670434	134682810	2	8648	21832.5016	3247.4624	702	AGBL3		AGBL3	702	1
2_MACS_peak_29002_lociStitched	chr7	102147603	102159082	2	8637	9303.7295	3789.2179	703		LRWD1,SPDYE2,ALKBH4,POLR2J	POLR2J	703	1
3_MACS_peak_27143_lociStitched	chr6	106227498	106242566	3	8626	11409.4896	2240.6116	704			PRDM1	704	1
1_MACS_peak_6943_lociStitched	chr12	38931500	38940120	1	8621	24982.484	1648.144	705			ALG10B	705	1
3_MACS_peak_28173_lociStitched	chr7	25979913	25994464	3	8613	20089.1106	2242.3091	706	MIR148A		MIR148A	706	1
2_MACS_peak_2986_lociStitched	chr1	226062448	226071848	2	8612	27379.38	2451.52	707	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	707	1
2_MACS_peak_8054_lociStitched	chr12	123355195	123364621	2	8606	11567.5872	971.8206	708	VPS37B	HIP1R	VPS37B	708	1
3_MACS_peak_606_lociStitched	chr1	36614229	36627449	3	8605	18252.854	2289.704	709	MAP7D1,TRAPPC3	COL8A2	MAP7D1	709	1
3_MACS_peak_5659_lociStitched	chr11	67769104	67781750	3	8597	17498.2702	1975.3052	710	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	ALDH3B1	710	1
2_MACS_peak_15030_lociStitched	chr19	40645368	40654731	2	8592	21143.5266	1668.4866	711		MAP3K10,ZNF780A	MAP3K10	711	1
2_MACS_peak_14703_lociStitched	chr19	16221369	16232416	2	8592	22701.585	1864.7336	712	RAB8A	TPM4,HSH2D	RAB8A	712	1
2_MACS_peak_8836_lociStitched	chr13	115023575	115032831	2	8590	17766.892	1801.2176	713	CDC16	UPF3A,ZNF828	UPF3A	713	1
4_MACS_peak_4938_lociStitched	chr11	9586339	9599967	4	8575	10892.8604	2435.3236	714	WEE1		WEE1	714	1
2_MACS_peak_9098_lociStitched	chr14	50465346	50476696	2	8574	27679.245	1173.59	715	C14orf182		C14orf182	715	1
5_MACS_peak_9535_lociStitched	chr14	93225380	93246412	5	8573	10246.7904	1705.6952	716		GOLGA5,LGMN	LGMN	716	1
2_MACS_peak_20942_lociStitched	chr3	61615076	61625101	2	8571	22968.2775	1909.7625	717	PTPRG		PTPRG	717	1
2_MACS_peak_26732_lociStitched	chr6	52527102	52536674	2	8567	18109.2668	1893.3416	718	LOC730101,TMEM14A		LOC730101	718	1
1_MACS_peak_16735_lociStitched	chr2	110085355	110093917	1	8563	12550.1796	1393.8936	719	SH3RF3		MIR4266	719	1
2_MACS_peak_29251_lociStitched	chr7	122822418	122833668	2	8560	29352.375	2116.125	720	SLC13A1		SLC13A1	720	1
1_MACS_peak_20443_lociStitched	chr3	25871692	25880245	1	8554	18196.5075	1439.4699	721		OXSM,NGLY1,LOC285326	LOC285326	721	1
2_MACS_peak_2547_lociStitched	chr1	200986973	200996927	2	8552	19886.1012	2682.603	722	KIF21B		KIF21B	722	1
2_MACS_peak_16470_lociStitched	chr2	85928164	85938429	2	8551	15236.3395	1996.5425	723		GNLY,ATOH8,SFTPB	GNLY	723	1
2_MACS_peak_17334_lociStitched	chr2	173419264	173427821	2	8550	10988.0437	1333.1806	724	PDK1		PDK1	724	1
2_MACS_peak_4540_lociStitched	chr10	111967353	111977783	2	8546	12692.267	1954.582	725	MXI1	MXI1	MXI1	725	1
4_MACS_peak_26458_lociStitched	chr6	33545296	33561642	4	8546	13307.2786	2422.4772	726	GGNBP1,BAK1,C6orf227	ITPR3	GGNBP1	726	1
2_MACS_peak_16474_lociStitched	chr2	86080242	86090909	2	8534	12565.726	1694.9863	727	ST3GAL5		ST3GAL5	727	1
1_MACS_peak_4831_lociStitched	chr11	2792675	2801206	1	8532	20849.764	1297.5651	728	KCNQ1		KCNQ1OT1	728	1
2_MACS_peak_20253_lociStitched	chr3	8698302	8709210	2	8530	23323.4856	1909.9908	729		C3orf32	C3orf32	729	1
3_MACS_peak_21813_lociStitched	chr3	156381234	156394731	3	8525	17253.2151	3101.6106	730	TIPARP,LOC100287227		TIPARP	730	1
1_MACS_peak_22628_lociStitched	chr4	18244799	18253322	1	8524	19206.5805	1273.3362	731			LCORL	731	1
1_MACS_peak_26672_lociStitched	chr6	45675148	45683668	1	8521	18053.028	1421.136	732			RUNX2	732	1
1_MACS_peak_6389_lociStitched	chr11	130670454	130678974	1	8521	18432.168	1148.496	733			SNX19	733	1
1_MACS_peak_30847_lociStitched	chr8	126441078	126449593	1	8516	16504.6245	1605.0775	734	TRIB1		TRIB1	734	1
3_MACS_peak_16915_lociStitched	chr2	127413181	127424576	3	8507	18323.16	1544.0225	735	GYPC		GYPC	735	1
1_MACS_peak_18654_lociStitched	chr20	37498176	37506679	1	8504	85995.9408	2046.6721	736	PPP1R16B	FAM83D	FAM83D	736	1
4_MACS_peak_10251_lociStitched	chr15	59266874	59281116	4	8496	16609.0204	2469.5628	737	RNF111	SLTM	RNF111	737	1
2_MACS_peak_16253_lociStitched	chr2	67687576	67697369	2	8495	24628.4157	1566.88	738			ETAA1	738	1
3_MACS_peak_15240_lociStitched	chr19	48880126	48895582	3	8492	21811.5072	2457.504	739	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	739	1
2_MACS_peak_6148_lociStitched	chr11	115125381	115136807	2	8470	21173.5206	1930.994	740	CADM1		CADM1	740	1
2_MACS_peak_14354_lociStitched	chr19	2468722	2480472	2	8456	23182.75	2521.55	741	GADD45B	TIMM13,LMNB2	GADD45B	741	1
3_MACS_peak_11413_lociStitched	chr16	30379632	30394767	3	8453	13179.558	2380.7355	742	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	742	1
3_MACS_peak_9713_lociStitched	chr15	21914283	21928922	3	8447	19423.0252	4346.3191	743		LOC646214	LOC646214	743	1
2_MACS_peak_2536_lociStitched	chr1	200588800	200598814	2	8440	15397.5264	2540.5518	744	KIF14	DDX59	KIF14	744	1
3_MACS_peak_28109_lociStitched	chr7	22474283	22488390	3	8438	12459.3024	2382.6723	745	MGC87042		MGC87042	745	1
3_MACS_peak_7259_lociStitched	chr12	57021990	57031493	3	8432	12285.4784	2012.7354	746	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	746	1
2_MACS_peak_11468_lociStitched	chr16	31879736	31890469	2	8428	19753.0132	1881.4949	747	ZNF267		ZNF267	747	1
1_MACS_peak_28081_lociStitched	chr7	20254442	20262866	1	8425	40035.06	1634.256	748	MACC1		MACC1	748	1
3_MACS_peak_23558_lociStitched	chr4	129724081	129741384	3	8424	18050.4896	2630.056	749	PHF17		PHF17	749	1
1_MACS_peak_1461_lociStitched	chr1	111323270	111331691	1	8422	28885.7142	1111.572	750			CD53	750	1
4_MACS_peak_1055_lociStitched	chr1	66896748	66912593	4	8422	14590.076	2463.8975	751			SGIP1	751	1
4_MACS_peak_22954_lociStitched	chr4	67804976	67816190	4	8417	8514.7902	1596.8736	752			CENPC1	752	1
1_MACS_peak_26531_lociStitched	chr6	36643275	36651688	1	8414	13846.1154	1224.0915	753	CDKN1A		CDKN1A	753	1
3_MACS_peak_13972_lociStitched	chr18	47833317	47848191	3	8402	12004.8054	2559.8154	754		CCDC11,MBD1,CXXC1	CXXC1	754	1
2_MACS_peak_7409_lociStitched	chr12	68376418	68387457	2	8395	38215.9141	1898.708	755			IFNG	755	1
3_MACS_peak_30409_lociStitched	chr8	72164662	72177224	3	8395	19537.6786	1870.4818	756	EYA1		EYA1	756	1
2_MACS_peak_27150_lociStitched	chr6	106439142	106447583	2	8394	31462.9834	1355.6246	757			PRDM1	757	1
2_MACS_peak_22203_lociStitched	chr3	184659610	184672013	2	8386	18673.9568	2865.093	758	VPS8		VPS8	758	1
4_MACS_peak_14633_lociStitched	chr19	13043691	13057781	4	8378	12857.125	2285.398	759	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	759	1
4_MACS_peak_7299_lociStitched	chr12	58135184	58150483	4	8375	10201.3732	2513.6257	760	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	760	1
4_MACS_peak_7998_lociStitched	chr12	120966043	120977949	4	8354	8296.1008	1069.1588	761	RNF10,COQ5	DYNLL1,POP5	RNF10	761	1
1_MACS_peak_28820_lociStitched	chr7	90351948	90360283	1	8336	19695.605	1599.4865	762	CDK14		CDK14	762	1
3_MACS_peak_13785_lociStitched	chr18	24028290	24042949	3	8326	19285.3804	2338.1105	763	KCTD1		KCTD1	763	1
2_MACS_peak_22320_lociStitched	chr3	193814888	193823383	2	8325	45129.6875	2379.4495	764		HES1	HES1	764	1
2_MACS_peak_17490_lociStitched	chr2	187810409	187820827	2	8324	28859.9436	1581.4524	765			ZSWIM2	765	1
3_MACS_peak_29694_lociStitched	chr8	2103722	2115447	3	8321	13201.1775	1637.9825	766			MYOM2	766	1
2_MACS_peak_12796_lociStitched	chr17	42287086	42299759	2	8318	13278.7694	1779.2892	767	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	767	1
4_MACS_peak_19452_lociStitched	chr21	45626411	45643888	4	8313	8406.437	2534.165	768		ICOSLG,DNMT3L	ICOSLG	768	1
4_MACS_peak_33120_lociStitched	chrX	75362589	75372368	4	8312	18322.9123	1063.9552	769		CXorf26	CXorf26	769	1
3_MACS_peak_8216_lociStitched	chr13	24367495	24383052	3	8306	11309.939	970.7568	770	MIPEP		PCOTH	770	1
2_MACS_peak_1960_lociStitched	chr1	156626992	156635849	2	8300	26179.5206	2216.9071	771	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	771	1
1_MACS_peak_28819_lociStitched	chr7	90337233	90345528	1	8296	28752.9585	1371.993	772	CDK14		CDK14	772	1
2_MACS_peak_19936_lociStitched	chr22	39377101	39386195	2	8296	25255.8568	1667.8396	773	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	773	1
2_MACS_peak_31896_lociStitched	chr9	98267214	98279687	2	8294	16329.6516	1549.1466	774	PTCH1		PTCH1	774	1
