REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_29219_lociStitched	chr7	120433658	120434795	1	1138	533.2529999999999	197.2695
1_MACS_peak_891_lociStitched	chr1	52372328	52373464	1	1137	697.3904	204.8208
1_MACS_peak_1088_lociStitched	chr1	68593296	68594432	1	1137	871.6528	261.28000000000003
1_MACS_peak_1471_lociStitched	chr1	111888445	111889581	1	1137	1100.1024	180.5104
1_MACS_peak_10825_lociStitched	chr15	94668309	94669445	1	1137	652.8592	159.7216
1_MACS_peak_23227_lociStitched	chr4	90063759	90064895	1	1137	458.6032	139.728
1_MACS_peak_28581_lociStitched	chr7	68153288	68154424	1	1137	626.2768	167.90079999999998
1_MACS_peak_31586_lociStitched	chr9	70133968	70135104	1	1137	507.224	178.2384
1_MACS_peak_32578_lociStitched	chrX	9408018	9409154	1	1137	672.2848	67.81920000000001
1_MACS_peak_32852_lociStitched	chrX	43834382	43835518	1	1137	512.6768	98.9456
1_MACS_peak_1324_lociStitched	chr1	93684527	93685662	1	1136	638.0970000000001	81.8335
1_MACS_peak_8971_lociStitched	chr14	27494859	27495994	1	1136	708.3534999999999	76.1585
1_MACS_peak_17810_lociStitched	chr2	214030113	214031248	1	1136	627.7685	111.5705
1_MACS_peak_18338_lociStitched	chr20	14200287	14201422	1	1136	690.5340000000001	83.08200000000001
1_MACS_peak_19473_lociStitched	chr21	47563235	47564370	1	1136	958.9615	356.39
1_MACS_peak_24888_lociStitched	chr5	94422870	94424005	1	1136	667.9475	213.0395
1_MACS_peak_25653_lociStitched	chr5	164535258	164536393	1	1136	642.864	146.7555
1_MACS_peak_26951_lociStitched	chr6	83619873	83621008	1	1136	653.306	128.255
1_MACS_peak_28381_lociStitched	chr7	44280417	44281552	1	1136	631.8544999999999	203.846
1_MACS_peak_28851_lociStitched	chr7	92422515	92423650	1	1136	466.258	163.78050000000002
1_MACS_peak_32714_lociStitched	chrX	23574777	23575912	1	1136	577.6015	85.2385
1_MACS_peak_1442_lociStitched	chr1	110261609	110262743	1	1135	710.7912	97.97760000000001
1_MACS_peak_2791_lociStitched	chr1	210547044	210548178	1	1135	1340.1612	359.478
1_MACS_peak_4720_lociStitched	chr10	128454596	128455730	1	1135	673.596	151.04880000000003
1_MACS_peak_6449_lociStitched	chr12	1913445	1914579	1	1135	967.302	161.8218
1_MACS_peak_6704_lociStitched	chr12	15036954	15038088	1	1135	727.2342	240.6348
1_MACS_peak_7145_lociStitched	chr12	52279292	52280426	1	1135	671.2146	136.3068
1_MACS_peak_7942_lociStitched	chr12	116632357	116633491	1	1135	465.73380000000003	138.34799999999998
1_MACS_peak_9121_lociStitched	chr14	51794479	51795613	1	1135	545.2272	120.3174
1_MACS_peak_11231_lociStitched	chr16	19221803	19222937	1	1135	630.2772	125.6472
1_MACS_peak_17452_lociStitched	chr2	182772429	182773563	1	1135	577.0926000000001	195.61499999999998
1_MACS_peak_17515_lociStitched	chr2	189155982	189157116	1	1135	644.4522000000001	190.0584
1_MACS_peak_18332_lociStitched	chr20	13119747	13120881	1	1135	478.548	110.3382
1_MACS_peak_19370_lociStitched	chr21	41794746	41795880	1	1135	703.1934	231.67620000000002
1_MACS_peak_22965_lociStitched	chr4	69114763	69115897	1	1135	629.1432	189.7182
1_MACS_peak_1292_lociStitched	chr1	92056577	92057710	1	1134	627.5686999999999	168.2505
1_MACS_peak_2103_lociStitched	chr1	162547594	162548727	1	1134	596.4112	176.6347
1_MACS_peak_5048_lociStitched	chr11	18048477	18049610	1	1134	678.667	211.6444
1_MACS_peak_11094_lociStitched	chr16	10742150	10743283	1	1134	724.6668	218.7823
1_MACS_peak_11355_lociStitched	chr16	28813673	28814806	1	1134	785.0557	257.9841
1_MACS_peak_23366_lociStitched	chr4	108664320	108665453	1	1134	773.839	139.9255
1_MACS_peak_29627_lociStitched	chr7	153631383	153632516	1	1134	638.7854	198.8415
1_MACS_peak_32265_lociStitched	chr9	129278965	129280098	1	1134	581.6822	263.1959
1_MACS_peak_33302_lociStitched	chrX	111111645	111112778	1	1134	584.628	108.3148
1_MACS_peak_2372_lociStitched	chr1	184134280	184135412	1	1133	541.096	205.9108
1_MACS_peak_3506_lociStitched	chr10	18789909	18791041	1	1133	666.8611999999999	248.8136
1_MACS_peak_9248_lociStitched	chr14	64239860	64240992	1	1133	460.3844	93.7296
1_MACS_peak_12264_lociStitched	chr17	13411898	13413030	1	1133	569.1696000000001	95.65400000000001
1_MACS_peak_15412_lociStitched	chr19	58070456	58071588	1	1133	697.5383999999999	180.3276
1_MACS_peak_18137_lociStitched	chr20	246909	248041	1	1133	1030.1200000000001	163.12120000000002
1_MACS_peak_24211_lociStitched	chr5	18263955	18265087	1	1133	641.6175999999999	211.684
1_MACS_peak_27676_lociStitched	chr6	149593940	149595072	1	1133	534.1908	105.72879999999999
1_MACS_peak_29698_lociStitched	chr8	2145357	2146489	1	1133	749.0444	163.9136
1_MACS_peak_756_lociStitched	chr1	43637241	43638372	1	1132	686.9694000000001	179.94209999999998
1_MACS_peak_2271_lociStitched	chr1	178024737	178025868	1	1132	702.1248	288.1788
1_MACS_peak_8160_lociStitched	chr13	20039832	20040963	1	1132	577.0362	52.817699999999995
1_MACS_peak_11885_lociStitched	chr16	80552432	80553563	1	1132	585.2924999999999	135.0414
1_MACS_peak_12066_lociStitched	chr17	1933256	1934387	1	1132	797.2419	307.9713
1_MACS_peak_14161_lociStitched	chr18	64206982	64208113	1	1132	468.5733	146.46450000000002
1_MACS_peak_23000_lociStitched	chr4	72985081	72986212	1	1132	573.8693999999999	55.7583
1_MACS_peak_23187_lociStitched	chr4	87812774	87813905	1	1132	735.6024	164.7867
1_MACS_peak_24306_lociStitched	chr5	36606266	36607397	1	1132	640.7115	206.5206
1_MACS_peak_24725_lociStitched	chr5	78189954	78191085	1	1132	563.2379999999999	101.67689999999999
1_MACS_peak_25549_lociStitched	chr5	156289900	156291031	1	1132	621.1452	87.5394
1_MACS_peak_30400_lociStitched	chr8	71563485	71564616	1	1132	561.9939	131.8746
1_MACS_peak_32282_lociStitched	chr9	129960969	129962100	1	1132	531.9093	229.4799
1_MACS_peak_32414_lociStitched	chr9	135281462	135282593	1	1132	762.9725999999999	157.43519999999998
1_MACS_peak_33070_lociStitched	chrX	69773276	69774407	1	1132	693.8685	133.3449
1_MACS_peak_1357_lociStitched	chr1	100458238	100459368	1	1131	608.6179999999999	73.11099999999999
1_MACS_peak_7593_lociStitched	chr12	90274030	90275160	1	1131	579.803	200.801
1_MACS_peak_11302_lociStitched	chr16	23892944	23894074	1	1131	618.788	110.175
1_MACS_peak_14253_lociStitched	chr18	76957047	76958177	1	1131	541.496	136.956
1_MACS_peak_15934_lociStitched	chr2	43467008	43468138	1	1131	583.193	226.0
1_MACS_peak_21214_lociStitched	chr3	103998208	103999338	1	1131	688.735	217.751
1_MACS_peak_21873_lociStitched	chr3	159942647	159943777	1	1131	1117.57	261.03000000000003
1_MACS_peak_24248_lociStitched	chr5	30458306	30459436	1	1131	521.156	164.98
1_MACS_peak_25758_lociStitched	chr5	175863426	175864556	1	1131	696.08	218.994
1_MACS_peak_27174_lociStitched	chr6	107857197	107858327	1	1131	539.5749999999999	112.774
1_MACS_peak_28982_lociStitched	chr7	101584693	101585823	1	1131	558.22	129.498
1_MACS_peak_29603_lociStitched	chr7	151145202	151146332	1	1131	740.263	165.997
1_MACS_peak_30562_lociStitched	chr8	95486577	95487707	1	1131	744.783	82.71600000000001
1_MACS_peak_30617_lociStitched	chr8	101488052	101489182	1	1131	662.067	56.613
1_MACS_peak_149_lociStitched	chr1	11333167	11334296	1	1130	2787.3881	242.1705
1_MACS_peak_1007_lociStitched	chr1	61928282	61929411	1	1130	685.303	193.8493
1_MACS_peak_1353_lociStitched	chr1	100231525	100232654	1	1130	795.4934	56.45
1_MACS_peak_4255_lociStitched	chr10	90051312	90052441	1	1130	661.8198000000001	218.0099
1_MACS_peak_4471_lociStitched	chr10	104613479	104614608	1	1130	2655.7467	246.00910000000002
1_MACS_peak_8604_lociStitched	chr13	78659418	78660547	1	1130	530.1784	191.2526
1_MACS_peak_12465_lociStitched	chr17	28000871	28002000	1	1130	610.6761	160.8825
1_MACS_peak_14857_lociStitched	chr19	24097310	24098439	1	1130	943.3924000000001	157.49550000000002
1_MACS_peak_16398_lociStitched	chr2	74942214	74943343	1	1130	921.4898000000001	231.67079999999999
1_MACS_peak_17216_lociStitched	chr2	163346274	163347403	1	1130	617.4501	227.0419
1_MACS_peak_18251_lociStitched	chr20	6002578	6003707	1	1130	1043.7605	232.1224
1_MACS_peak_28204_lociStitched	chr7	28893243	28894372	1	1130	1096.259	236.2997
1_MACS_peak_29736_lociStitched	chr8	8852009	8853138	1	1130	614.2889	181.9948
1_MACS_peak_32101_lociStitched	chr9	115912923	115914052	1	1130	614.7405	286.3144
1_MACS_peak_147_lociStitched	chr1	11286988	11288116	1	1129	873.072	169.9896
1_MACS_peak_3930_lociStitched	chr10	64996017	64997145	1	1129	650.6304	207.4392
1_MACS_peak_5280_lociStitched	chr11	45128069	45129197	1	1129	658.188	186.4584
1_MACS_peak_7001_lociStitched	chr12	44687943	44689071	1	1129	649.728	191.76000000000002
1_MACS_peak_8015_lociStitched	chr12	121476292	121477420	1	1129	721.356	90.5784
1_MACS_peak_8153_lociStitched	chr12	133532316	133533444	1	1129	853.896	81.3288
1_MACS_peak_14645_lociStitched	chr19	13277854	13278982	1	1129	743.9159999999999	135.1344
1_MACS_peak_15567_lociStitched	chr2	13242232	13243360	1	1129	573.3624	138.5184
1_MACS_peak_16035_lociStitched	chr2	50370863	50371991	1	1129	1303.7423999999999	160.176
1_MACS_peak_18234_lociStitched	chr20	5070410	5071538	1	1129	648.4871999999999	131.8632
1_MACS_peak_21610_lociStitched	chr3	136667823	136668951	1	1129	393.10799999999995	109.5288
1_MACS_peak_23280_lociStitched	chr4	101091678	101092806	1	1129	585.8832	174.9528
1_MACS_peak_28257_lociStitched	chr7	33230222	33231350	1	1129	726.3192	295.536
1_MACS_peak_29437_lociStitched	chr7	138571048	138572176	1	1129	719.0999999999999	190.9704
1_MACS_peak_29885_lociStitched	chr8	22171349	22172477	1	1129	789.5999999999999	172.1328
1_MACS_peak_33638_lociStitched	chrY	59051335	59052463	1	1129	546.516	49.7448
1_MACS_peak_60_lociStitched	chr1	3087042	3088169	1	1128	751.5963	115.1794
1_MACS_peak_5070_lociStitched	chr11	19347875	19349002	1	1128	505.4595	132.42249999999999
1_MACS_peak_6710_lociStitched	chr12	15166421	15167548	1	1128	600.691	120.589
1_MACS_peak_12242_lociStitched	chr17	9478431	9479558	1	1128	889.8792	230.3588
1_MACS_peak_14232_lociStitched	chr18	74571041	74572168	1	1128	498.2467	91.8505
1_MACS_peak_14331_lociStitched	chr19	2014717	2015844	1	1128	950.7372	94.21719999999999
1_MACS_peak_21783_lociStitched	chr3	153160411	153161538	1	1128	608.6927000000001	226.8651
1_MACS_peak_24680_lociStitched	chr5	75119572	75120699	1	1128	744.2708	153.94819999999999
1_MACS_peak_33338_lociStitched	chrX	118986164	118987291	1	1128	857.1962000000001	161.0483
1_MACS_peak_1356_lociStitched	chr1	100435002	100436128	1	1127	505.91179999999997	59.678
1_MACS_peak_4041_lociStitched	chr10	73866888	73868014	1	1127	617.048	167.66140000000001
1_MACS_peak_7303_lociStitched	chr12	58158536	58159662	1	1127	755.9964	274.5188
1_MACS_peak_10186_lociStitched	chr15	52812278	52813404	1	1127	757.9106	142.3264
1_MACS_peak_10792_lociStitched	chr15	91590126	91591252	1	1127	602.0722	188.7176
1_MACS_peak_11494_lociStitched	chr16	34744347	34745473	1	1127	540.48	133.0932
1_MACS_peak_11803_lociStitched	chr16	71642084	71643210	1	1127	685.0584	194.1224
1_MACS_peak_11923_lociStitched	chr16	83029204	83030330	1	1127	498.0298	58.3268
1_MACS_peak_13634_lociStitched	chr18	8745483	8746609	1	1127	591.15	184.101
1_MACS_peak_14598_lociStitched	chr19	12202790	12203916	1	1127	813.8728	113.6134
1_MACS_peak_15357_lociStitched	chr19	55394148	55395274	1	1127	810.9452	208.98559999999998
1_MACS_peak_17122_lociStitched	chr2	152860588	152861714	1	1127	612.8818	138.1602
1_MACS_peak_21894_lociStitched	chr3	161835199	161836325	1	1127	786.7361999999999	177.2324
1_MACS_peak_23977_lociStitched	chr4	185904481	185905607	1	1127	613.107	168.67479999999998
1_MACS_peak_25272_lociStitched	chr5	135645670	135646796	1	1127	609.0534	110.46060000000001
1_MACS_peak_25657_lociStitched	chr5	166410008	166411134	1	1127	551.5148	180.3852
1_MACS_peak_26268_lociStitched	chr6	27279875	27281001	1	1127	842.248	239.04979999999998
1_MACS_peak_30714_lociStitched	chr8	110346116	110347242	1	1127	760.6129999999999	136.5838
1_MACS_peak_3553_lociStitched	chr10	22894921	22896046	1	1126	650.3625	205.64999999999998
1_MACS_peak_3583_lociStitched	chr10	26109534	26110659	1	1126	825.6375	95.4
1_MACS_peak_6163_lociStitched	chr11	116389516	116390641	1	1126	604.125	164.8125
1_MACS_peak_7756_lociStitched	chr12	102064722	102065847	1	1126	539.8875	186.4125
1_MACS_peak_8500_lociStitched	chr13	53054743	53055868	1	1126	631.2375000000001	86.85000000000001
1_MACS_peak_12983_lociStitched	chr17	50392587	50393712	1	1126	671.5124999999999	136.575
1_MACS_peak_17369_lociStitched	chr2	175869556	175870681	1	1126	667.3499999999999	155.025
1_MACS_peak_21244_lociStitched	chr3	108483442	108484567	1	1126	681.6375	156.6
1_MACS_peak_21696_lociStitched	chr3	144426425	144427550	1	1126	543.2625	96.525
1_MACS_peak_25853_lociStitched	chr6	684657	685782	1	1126	600.8625000000001	122.39999999999999
1_MACS_peak_26581_lociStitched	chr6	41498955	41500080	1	1126	612.1125000000001	170.21249999999998
1_MACS_peak_28190_lociStitched	chr7	27212530	27213655	1	1126	548.4375	113.5125
1_MACS_peak_32880_lociStitched	chrX	46988287	46989412	1	1126	1231.3125	135.9
1_MACS_peak_32933_lociStitched	chrX	48868966	48870091	1	1126	595.35	89.10000000000001
1_MACS_peak_33126_lociStitched	chrX	76048800	76049925	1	1126	522.1125000000001	77.0625
1_MACS_peak_33280_lociStitched	chrX	108683017	108684142	1	1126	483.52500000000003	124.2
1_MACS_peak_33480_lociStitched	chrX	136017404	136018529	1	1126	534.0375	176.85
1_MACS_peak_493_lociStitched	chr1	30337108	30338232	1	1125	462.4136	85.5364
1_MACS_peak_3848_lociStitched	chr10	56660185	56661309	1	1125	567.058	71.936
1_MACS_peak_7531_lociStitched	chr12	80662768	80663892	1	1125	696.7676	141.1744
1_MACS_peak_13328_lociStitched	chr17	73823429	73824553	1	1125	841.2016	210.4128
1_MACS_peak_15771_lociStitched	chr2	30244816	30245940	1	1125	599.654	158.7088
1_MACS_peak_16534_lociStitched	chr2	88564495	88565619	1	1125	565.372	206.9284
1_MACS_peak_16920_lociStitched	chr2	127821746	127822870	1	1125	673.6132	86.7728
1_MACS_peak_18044_lociStitched	chr2	234709343	234710467	1	1125	640.9048	138.252
1_MACS_peak_19551_lociStitched	chr22	20315371	20316495	1	1125	484.5564	65.3044
1_MACS_peak_20193_lociStitched	chr3	1004857	1005981	1	1125	697.8916	78.9048
1_MACS_peak_24253_lociStitched	chr5	32092823	32093947	1	1125	791.5208	283.9224
1_MACS_peak_25107_lociStitched	chr5	121412248	121413372	1	1125	631.4631999999999	149.7168
1_MACS_peak_26188_lociStitched	chr6	25223550	25224674	1	1125	579.4219999999999	235.9276
1_MACS_peak_28052_lociStitched	chr7	17189597	17190721	1	1125	593.1347999999999	166.6892
1_MACS_peak_29648_lociStitched	chr7	156221442	156222566	1	1125	626.4052	231.54399999999998
1_MACS_peak_30931_lociStitched	chr8	133626033	133627157	1	1125	609.6576	143.42239999999998
1_MACS_peak_1266_lociStitched	chr1	89893435	89894558	1	1124	572.2808000000001	137.34290000000001
1_MACS_peak_2007_lociStitched	chr1	159769448	159770571	1	1124	568.0134	199.89399999999998
1_MACS_peak_9973_lociStitched	chr15	40963973	40965096	1	1124	510.4035	182.5998
1_MACS_peak_13450_lociStitched	chr17	77702021	77703144	1	1124	496.366	148.9098
1_MACS_peak_14077_lociStitched	chr18	56218494	56219617	1	1124	647.6341	149.47129999999999
1_MACS_peak_21132_lociStitched	chr3	97072313	97073436	1	1124	584.7461000000001	130.4926
1_MACS_peak_22701_lociStitched	chr4	27359029	27360152	1	1124	542.1844	153.2895
1_MACS_peak_23019_lociStitched	chr4	74496664	74497787	1	1124	588.9012	146.7761
1_MACS_peak_24173_lociStitched	chr5	13488148	13489271	1	1124	586.7674999999999	213.7069
1_MACS_peak_27722_lociStitched	chr6	155581908	155583031	1	1124	680.538	125.1022
1_MACS_peak_32016_lociStitched	chr9	108980522	108981645	1	1124	692.1048999999999	264.4665
1_MACS_peak_9775_lociStitched	chr15	28533725	28534847	1	1123	527.3399999999999	120.8394
1_MACS_peak_9910_lociStitched	chr15	38386503	38387625	1	1123	485.7138	120.95160000000001
1_MACS_peak_11490_lociStitched	chr16	34441147	34442269	1	1123	617.3244	105.9168
1_MACS_peak_14612_lociStitched	chr19	12713956	12715078	1	1123	576.9324	187.1496
1_MACS_peak_17384_lociStitched	chr2	177042402	177043524	1	1123	593.3136000000001	97.8384
1_MACS_peak_19655_lociStitched	chr22	24167638	24168760	1	1123	698.6694	104.6826
1_MACS_peak_21848_lociStitched	chr3	158099828	158100950	1	1123	784.6146	172.0026
1_MACS_peak_25659_lociStitched	chr5	167295480	167296602	1	1123	640.9986	160.8948
1_MACS_peak_28338_lociStitched	chr7	40433081	40434203	1	1123	706.299	125.88839999999999
1_MACS_peak_31572_lociStitched	chr9	69147493	69148615	1	1123	490.7628	145.18679999999998
1_MACS_peak_33178_lociStitched	chrX	83984133	83985255	1	1123	531.3792	102.5508
1_MACS_peak_1188_lociStitched	chr1	84572979	84574100	1	1122	524.4038	92.4825
1_MACS_peak_4209_lociStitched	chr10	84264696	84265817	1	1122	654.1035	210.4117
1_MACS_peak_11347_lociStitched	chr16	28564829	28565950	1	1122	2173.1706	171.513
1_MACS_peak_14058_lociStitched	chr18	55228288	55229409	1	1122	777.9739999999999	206.4882
1_MACS_peak_15415_lociStitched	chr19	58192942	58194063	1	1122	700.1766	254.3549
1_MACS_peak_19187_lociStitched	chr21	30110829	30111950	1	1122	684.5947	212.99
1_MACS_peak_25611_lociStitched	chr5	159342932	159344053	1	1122	500.0781	113.78150000000001
1_MACS_peak_26500_lociStitched	chr6	35337661	35338782	1	1122	583.9289	199.7622
1_MACS_peak_30483_lociStitched	chr8	81805800	81806921	1	1122	811.1556	274.4208
1_MACS_peak_1284_lociStitched	chr1	91316321	91317441	1	1121	630.56	147.28
1_MACS_peak_8200_lociStitched	chr13	22260790	22261910	1	1121	527.968	90.608
1_MACS_peak_12482_lociStitched	chr17	28994368	28995488	1	1121	675.136	83.77600000000001
1_MACS_peak_12858_lociStitched	chr17	45239079	45240199	1	1121	720.9440000000001	250.544
1_MACS_peak_13300_lociStitched	chr17	73185127	73186247	1	1121	641.536	209.21599999999998
1_MACS_peak_17459_lociStitched	chr2	183105447	183106567	1	1121	836.192	174.94400000000002
1_MACS_peak_19604_lociStitched	chr22	22710956	22712076	1	1121	682.6400000000001	183.232
1_MACS_peak_21079_lociStitched	chr3	78936346	78937466	1	1121	829.136	240.12800000000001
1_MACS_peak_22741_lociStitched	chr4	36387414	36388534	1	1121	607.376	162.512
1_MACS_peak_23939_lociStitched	chr4	184319329	184320449	1	1121	927.472	244.272
1_MACS_peak_30780_lociStitched	chr8	123463139	123464259	1	1121	510.272	207.424
1_MACS_peak_31513_lociStitched	chr9	43684655	43685775	1	1121	565.9359999999999	95.312
1_MACS_peak_32226_lociStitched	chr9	126888906	126890026	1	1121	660.688	216.272
1_MACS_peak_33426_lociStitched	chrX	131121163	131122283	1	1121	736.96	131.824
1_MACS_peak_1555_lociStitched	chr1	119115962	119117081	1	1120	667.1478	160.9122
1_MACS_peak_1825_lociStitched	chr1	153379182	153380301	1	1120	968.8302	226.1499
1_MACS_peak_2363_lociStitched	chr1	183842751	183843870	1	1120	602.1339	164.2692
1_MACS_peak_7465_lociStitched	chr12	74883880	74884999	1	1120	610.8621	246.40380000000002
1_MACS_peak_12785_lociStitched	chr17	42084313	42085432	1	1120	590.0486999999999	236.10899999999998
1_MACS_peak_14074_lociStitched	chr18	56196849	56197968	1	1120	635.1444	245.061
1_MACS_peak_14555_lociStitched	chr19	10869741	10870860	1	1120	737.3091000000001	234.0948
1_MACS_peak_16047_lociStitched	chr2	52944410	52945529	1	1120	652.377	161.3598
1_MACS_peak_25095_lociStitched	chr5	118747204	118748323	1	1120	668.9382	183.62789999999998
1_MACS_peak_27366_lociStitched	chr6	124209697	124210816	1	1120	627.6470999999999	127.9017
1_MACS_peak_29631_lociStitched	chr7	154202320	154203439	1	1120	697.3607999999999	243.3825
1_MACS_peak_30856_lociStitched	chr8	126833811	126834930	1	1120	548.9814	181.8375
1_MACS_peak_4110_lociStitched	chr10	76832848	76833966	1	1119	684.5514	173.5136
1_MACS_peak_4423_lociStitched	chr10	102809827	102810945	1	1119	723.2342	184.35819999999998
1_MACS_peak_11838_lociStitched	chr16	75182076	75183194	1	1119	1252.9426	97.4896
1_MACS_peak_12371_lociStitched	chr17	19472543	19473661	1	1119	556.8758	154.3958
1_MACS_peak_13196_lociStitched	chr17	65077627	65078745	1	1119	652.0176	200.45739999999998
1_MACS_peak_15538_lociStitched	chr2	10885116	10886234	1	1119	741.4576	124.99239999999999
1_MACS_peak_18631_lociStitched	chr20	36012457	36013575	1	1119	671.0236	125.5514
1_MACS_peak_20549_lociStitched	chr3	37664152	37665270	1	1119	655.3716000000001	113.8124
1_MACS_peak_21424_lociStitched	chr3	122634381	122635499	1	1119	684.216	194.0848
1_MACS_peak_22483_lociStitched	chr4	6120713	6121831	1	1119	697.0730000000001	117.8372
1_MACS_peak_24746_lociStitched	chr5	79677808	79678926	1	1119	553.7454	148.91760000000002
1_MACS_peak_25078_lociStitched	chr5	117194555	117195673	1	1119	586.391	88.54560000000001
1_MACS_peak_25967_lociStitched	chr6	7261180	7262298	1	1119	669.9055999999999	188.7184
1_MACS_peak_26769_lociStitched	chr6	56524448	56525566	1	1119	574.8756	200.7928
1_MACS_peak_30089_lociStitched	chr8	37247647	37248765	1	1119	476.3798	123.4272
1_MACS_peak_507_lociStitched	chr1	31296611	31297728	1	1118	553.9203	153.1407
1_MACS_peak_1288_lociStitched	chr1	91869715	91870832	1	1118	821.8886	168.3319
1_MACS_peak_6836_lociStitched	chr12	28014618	28015735	1	1118	718.1193000000001	81.6527
1_MACS_peak_8492_lociStitched	chr13	52388695	52389812	1	1118	671.8755	120.41260000000001
1_MACS_peak_9004_lociStitched	chr14	33152594	33153711	1	1118	653.4449999999999	122.64659999999999
1_MACS_peak_12090_lociStitched	chr17	2951966	2953083	1	1118	929.6791000000001	238.1444
1_MACS_peak_17208_lociStitched	chr2	162637313	162638430	1	1118	635.3496	113.934
1_MACS_peak_18676_lociStitched	chr20	39706087	39707204	1	1118	536.7185	195.3633
1_MACS_peak_20491_lociStitched	chr3	31661997	31663114	1	1118	662.0459	183.5231
1_MACS_peak_20731_lociStitched	chr3	47462508	47463625	1	1118	754.7569	232.33599999999998
1_MACS_peak_24214_lociStitched	chr5	18772349	18773466	1	1118	527.0006	193.24099999999999
1_MACS_peak_25895_lociStitched	chr6	3356340	3357457	1	1118	836.0745000000001	197.2622
1_MACS_peak_31002_lociStitched	chr8	141930578	141931695	1	1118	593.3504	126.89120000000001
1_MACS_peak_31594_lociStitched	chr9	70971118	70972235	1	1118	614.1265999999999	147.7791
1_MACS_peak_10101_lociStitched	chr15	47319100	47320216	1	1117	704.5308	164.27519999999998
1_MACS_peak_11881_lociStitched	chr16	79952632	79953748	1	1117	554.3172	67.518
1_MACS_peak_12275_lociStitched	chr17	15755885	15757001	1	1117	470.6172	168.4044
1_MACS_peak_13825_lociStitched	chr18	30725879	30726995	1	1117	614.358	151.10639999999998
1_MACS_peak_13831_lociStitched	chr18	32089229	32090345	1	1117	568.1556	192.73319999999998
1_MACS_peak_16034_lociStitched	chr2	50200970	50202086	1	1117	838.5623999999999	206.1252
1_MACS_peak_16828_lociStitched	chr2	113483546	113484662	1	1117	597.3948	173.2032
1_MACS_peak_17102_lociStitched	chr2	151282528	151283644	1	1117	512.802	121.86720000000001
1_MACS_peak_19902_lociStitched	chr22	38349313	38350429	1	1117	748.278	217.62
1_MACS_peak_24964_lociStitched	chr5	103525021	103526137	1	1117	676.7424000000001	107.694
1_MACS_peak_28485_lociStitched	chr7	52593605	52594721	1	1117	562.1292000000001	171.1944
1_MACS_peak_31864_lociStitched	chr9	95878099	95879215	1	1117	634.5576	136.71
1_MACS_peak_866_lociStitched	chr1	50798596	50799711	1	1116	1161.607	175.16649999999998
1_MACS_peak_1462_lociStitched	chr1	111372002	111373117	1	1116	581.584	144.83849999999998
1_MACS_peak_2224_lociStitched	chr1	173379463	173380578	1	1116	808.4865	211.85
1_MACS_peak_3103_lociStitched	chr1	231739129	231740244	1	1116	1015.096	268.938
1_MACS_peak_13106_lociStitched	chr17	58654098	58655213	1	1116	793.657	160.6715
1_MACS_peak_13900_lociStitched	chr18	42432190	42433305	1	1116	497.513	81.618
1_MACS_peak_14871_lociStitched	chr19	29080354	29081469	1	1116	548.4685	160.0025
1_MACS_peak_30285_lociStitched	chr8	60212991	60214106	1	1116	538.545	145.7305
1_MACS_peak_30495_lociStitched	chr8	82597867	82598982	1	1116	1119.0140000000001	258.1225
1_MACS_peak_32828_lociStitched	chrX	41173313	41174428	1	1116	621.8355	106.70549999999999
1_MACS_peak_1396_lociStitched	chr1	108145160	108146274	1	1115	581.8421999999999	68.511
1_MACS_peak_1423_lociStitched	chr1	109618264	109619378	1	1115	901.4488	126.1048
1_MACS_peak_4645_lociStitched	chr10	121567114	121568228	1	1115	647.3453999999999	160.7502
1_MACS_peak_10292_lociStitched	chr15	62360327	62361441	1	1115	769.4398	222.8
1_MACS_peak_11658_lociStitched	chr16	62259514	62260628	1	1115	673.97	110.1746
1_MACS_peak_11882_lociStitched	chr16	80060822	80061936	1	1115	564.5752	113.1824
1_MACS_peak_15099_lociStitched	chr19	42969843	42970957	1	1115	526.1422	204.7532
1_MACS_peak_15329_lociStitched	chr19	53073144	53074258	1	1115	877.0522	76.30900000000001
1_MACS_peak_17879_lociStitched	chr2	220158968	220160082	1	1115	1151.2076000000002	264.7978
1_MACS_peak_18413_lociStitched	chr20	21700101	21701215	1	1115	566.1347999999999	160.6388
1_MACS_peak_21630_lociStitched	chr3	138771083	138772197	1	1115	639.7702	80.09660000000001
1_MACS_peak_25081_lociStitched	chr5	117335254	117336368	1	1115	566.1347999999999	212.9968
1_MACS_peak_27438_lociStitched	chr6	131097255	131098369	1	1115	609.4694000000001	231.2664
1_MACS_peak_31026_lociStitched	chr8	144512885	144513999	1	1115	523.3572	130.7836
1_MACS_peak_33168_lociStitched	chrX	81334522	81335636	1	1115	529.3728	67.954
1_MACS_peak_2887_lociStitched	chr1	218263331	218264444	1	1114	838.9794	201.6756
1_MACS_peak_4192_lociStitched	chr10	82841607	82842720	1	1114	702.9708	86.814
1_MACS_peak_13023_lociStitched	chr17	55037644	55038757	1	1114	1641.0072	179.63819999999998
1_MACS_peak_17363_lociStitched	chr2	175480367	175481480	1	1114	473.4702	132.5583
1_MACS_peak_23217_lociStitched	chr4	89460185	89461298	1	1114	421.3818	156.933
