#08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_ROSE/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam
#Using cutoff of 16723.5007 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
1_MACS_peak_20256_lociStitched	chr3	8754208	8755539	1	1332	641.2758	113.4012	22208	0
1_MACS_peak_17677_lociStitched	chr2	202397349	202398680	1	1332	954.7263	294.4172	22209	0
1_MACS_peak_15503_lociStitched	chr2	8976835	8978166	1	1332	1168.7511	278.3121	22210	0
1_MACS_peak_13724_lociStitched	chr18	19432820	19434151	1	1332	925.9767	235.3208	22211	0
1_MACS_peak_13476_lociStitched	chr17	78991439	78992770	1	1332	818.1657	177.6885	22212	0
1_MACS_peak_6420_lociStitched	chr12	215037	216368	1	1332	752.1481	305.5976	22213	0
1_MACS_peak_4599_lociStitched	chr10	116933175	116934506	1	1332	670.6909	250.7604	22214	0
1_MACS_peak_3515_lociStitched	chr10	19777192	19778523	1	1332	715.6787	156.9249	22215	0
1_MACS_peak_2729_lociStitched	chr1	207587298	207588629	1	1332	693.3179	239.4469	22216	0
1_MACS_peak_30308_lociStitched	chr8	61858967	61860297	1	1331	836.969	181.013	22217	0
1_MACS_peak_19605_lociStitched	chr22	22804083	22805413	1	1331	762.755	208.145	22218	0
1_MACS_peak_15409_lociStitched	chr19	57988089	57989419	1	1331	1518.727	294.063	22219	0
1_MACS_peak_13819_lociStitched	chr18	29606087	29607417	1	1331	1009.869	191.919	22220	0
1_MACS_peak_7841_lociStitched	chr12	107908691	107910021	1	1331	928.872	264.67	22221	0
1_MACS_peak_3736_lociStitched	chr10	45359763	45361093	1	1331	1096.585	217.056	22222	0
1_MACS_peak_2136_lociStitched	chr1	165839937	165841267	1	1331	1077.3	396.074	22223	0
1_MACS_peak_1586_lociStitched	chr1	142618364	142619694	1	1331	2388.148	432.915	22224	0
1_MACS_peak_123_lociStitched	chr1	9895684	9897014	1	1331	850.535	128.079	22225	0
1_MACS_peak_32736_lociStitched	chrX	26156012	26157341	1	1330	617.0547	82.9296	22226	0
1_MACS_peak_26853_lociStitched	chr6	73358836	73360165	1	1330	590.8734	173.7003	22227	0
1_MACS_peak_21879_lociStitched	chr3	160388306	160389635	1	1330	1256.4366	514.8546	22228	0
1_MACS_peak_18874_lociStitched	chr20	50210971	50212300	1	1330	788.6286	265.6671	22229	0
1_MACS_peak_13307_lociStitched	chr17	73389540	73390869	1	1330	804.1779	276.0333	22230	0
1_MACS_peak_12494_lociStitched	chr17	29334848	29336177	1	1330	1776.0756	210.7794	22231	0
1_MACS_peak_9054_lociStitched	chr14	40426394	40427723	1	1330	737.0634	143.1333	22232	0
1_MACS_peak_6001_lociStitched	chr11	100799787	100801116	1	1330	525.2208	144.1965	22233	0
1_MACS_peak_5256_lociStitched	chr11	42944380	42945709	1	1330	852.1548	210.9123	22234	0
1_MACS_peak_1998_lociStitched	chr1	158965805	158967134	1	1330	1214.0415	319.2258	22235	0
1_MACS_peak_30320_lociStitched	chr8	63997937	63999265	1	1329	659.0864	139.8384	22236	0
1_MACS_peak_27926_lociStitched	chr7	5732876	5734204	1	1329	740.4928	274.232	22237	0
1_MACS_peak_27051_lociStitched	chr6	90853621	90854949	1	1329	771.4352	182.2016	22238	0
1_MACS_peak_26340_lociStitched	chr6	30312447	30313775	1	1329	1552.1664	257.3664	22239	0
1_MACS_peak_24718_lociStitched	chr5	77805646	77806974	1	1329	793.3472	225.6272	22240	0
1_MACS_peak_18628_lociStitched	chr20	35973499	35974827	1	1329	1181.5216	113.1456	22241	0
1_MACS_peak_14809_lociStitched	chr19	19313267	19314595	1	1329	1435.1696	265.8656	22242	0
1_MACS_peak_14191_lociStitched	chr18	69814523	69815851	1	1329	670.64	199.5984	22243	0
1_MACS_peak_5735_lociStitched	chr11	72928763	72930091	1	1329	899.5872	259.624	22244	0
1_MACS_peak_33294_lociStitched	chrX	109848474	109849801	1	1328	808.5411	75.5063	22245	0
1_MACS_peak_32971_lociStitched	chrX	53100706	53102033	1	1328	739.0063	158.3111	22246	0
1_MACS_peak_27324_lociStitched	chr6	118985208	118986535	1	1328	821.413	371.56	22247	0
1_MACS_peak_23122_lociStitched	chr4	80202402	80203729	1	1328	854.1899	215.7702	22248	0
1_MACS_peak_18026_lociStitched	chr2	234094128	234095455	1	1328	716.4473	159.24	22249	0
1_MACS_peak_16098_lociStitched	chr2	57776554	57777881	1	1328	748.1626	201.8367	22250	0
1_MACS_peak_15608_lociStitched	chr2	17994423	17995750	1	1328	713.6606	254.6513	22251	0
1_MACS_peak_14845_lociStitched	chr19	23432294	23433621	1	1328	1407.6816	239.6562	22252	0
1_MACS_peak_14065_lociStitched	chr18	55598066	55599393	1	1328	883.5166	245.8931	22253	0
1_MACS_peak_6162_lociStitched	chr11	116146786	116148113	1	1328	1096.7655	249.2106	22254	0
1_MACS_peak_2343_lociStitched	chr1	182931460	182932787	1	1328	1838.6912	331.2192	22255	0
1_MACS_peak_1420_lociStitched	chr1	109288899	109290226	1	1328	1228.0058	96.2075	22256	0
1_MACS_peak_24715_lociStitched	chr5	77517466	77518792	1	1327	950.079	150.3684	22257	0
1_MACS_peak_21073_lociStitched	chr3	75707203	75708529	1	1327	1368.2994	250.0836	22258	0
1_MACS_peak_19236_lociStitched	chr21	34511664	34512990	1	1327	946.4988	205.1322	22259	0
1_MACS_peak_15911_lociStitched	chr2	42180032	42181358	1	1327	939.471	273.5538	22260	0
1_MACS_peak_4802_lociStitched	chr11	789049	790375	1	1327	1213.29	114.699	22261	0
1_MACS_peak_4602_lociStitched	chr10	117638823	117640149	1	1327	819.7332	183.2532	22262	0
1_MACS_peak_2935_lociStitched	chr1	222577676	222579002	1	1327	832.9932	337.7322	22263	0
1_MACS_peak_2919_lociStitched	chr1	220959729	220961055	1	1327	953.1288	251.6748	22264	0
1_MACS_peak_182_lociStitched	chr1	14025782	14027108	1	1327	1228.6716	134.3238	22265	0
1_MACS_peak_33089_lociStitched	chrX	70889898	70891223	1	1326	948.965	145.6175	22266	0
1_MACS_peak_30062_lociStitched	chr8	32785007	32786332	1	1326	1060.53	214.915	22267	0
1_MACS_peak_28114_lociStitched	chr7	22554464	22555789	1	1326	597.4425	186.4275	22268	0
1_MACS_peak_26684_lociStitched	chr6	46405227	46406552	1	1326	856.8775	203.52	22269	0
1_MACS_peak_25000_lociStitched	chr5	109236422	109237747	1	1326	925.645	261.4225	22270	0
1_MACS_peak_24892_lociStitched	chr5	95053724	95055049	1	1326	777.9075	174.105	22271	0
1_MACS_peak_23830_lociStitched	chr4	169496175	169497500	1	1326	652.5625	163.1075	22272	0
1_MACS_peak_22802_lociStitched	chr4	40720211	40721536	1	1326	721.86	198.0875	22273	0
1_MACS_peak_21070_lociStitched	chr3	75653556	75654881	1	1326	944.0625	260.0975	22274	0
1_MACS_peak_15247_lociStitched	chr19	48972183	48973508	1	1326	2001.81	228.2975	22275	0
1_MACS_peak_13799_lociStitched	chr18	25365563	25366888	1	1326	853.1675	120.575	22276	0
1_MACS_peak_7376_lociStitched	chr12	66217603	66218928	1	1326	621.69	166.5525	22277	0
1_MACS_peak_27253_lociStitched	chr6	112153771	112155095	1	1325	856.7604	170.5312	22278	0
1_MACS_peak_26466_lociStitched	chr6	33807344	33808668	1	1325	749.5164	228.7872	22279	0
1_MACS_peak_23779_lociStitched	chr4	159456057	159457381	1	1325	1165.5172	314.9796	22280	0
1_MACS_peak_22726_lociStitched	chr4	32148949	32150273	1	1325	1134.9328	157.6884	22281	0
1_MACS_peak_22288_lociStitched	chr3	190701007	190702331	1	1325	1493.3396	362.5112	22282	0
1_MACS_peak_13357_lociStitched	chr17	74448289	74449613	1	1325	848.684	189.994	22283	0
1_MACS_peak_1133_lociStitched	chr1	77404649	77405973	1	1325	868.544	234.4804	22284	0
1_MACS_peak_31644_lociStitched	chr9	74807850	74809173	1	1324	786.3912	237.8754	22285	0
1_MACS_peak_29919_lociStitched	chr8	23365957	23367280	1	1324	716.9337	271.6119	22286	0
1_MACS_peak_18623_lociStitched	chr20	35904871	35906194	1	1324	1530.5787	222.3963	22287	0
1_MACS_peak_17764_lociStitched	chr2	208288166	208289489	1	1324	634.2462	264.0708	22288	0
1_MACS_peak_17074_lociStitched	chr2	148109394	148110717	1	1324	637.686	212.6061	22289	0
1_MACS_peak_15555_lociStitched	chr2	11828050	11829373	1	1324	545.4729	234.0387	22290	0
1_MACS_peak_13372_lociStitched	chr17	74964793	74966116	1	1324	997.8066	135.0783	22291	0
1_MACS_peak_13042_lociStitched	chr17	55800847	55802170	1	1324	1007.4645	208.7694	22292	0
1_MACS_peak_13004_lociStitched	chr17	53249366	53250689	1	1324	748.6857	164.8458	22293	0
1_MACS_peak_12918_lociStitched	chr17	47021525	47022848	1	1324	1080.2295	213.6645	22294	0
1_MACS_peak_12742_lociStitched	chr17	40566490	40567813	1	1324	998.7327	147.9114	22295	0
1_MACS_peak_6276_lociStitched	chr11	123103619	123104942	1	1324	1007.1999	318.3138	22296	0
1_MACS_peak_3905_lociStitched	chr10	63926123	63927446	1	1324	624.1914	236.5524	22297	0
1_MACS_peak_3244_lociStitched	chr1	245319335	245320658	1	1324	831.1086	302.3055	22298	0
1_MACS_peak_33507_lociStitched	chrX	142689369	142690691	1	1323	858.3746	101.5296	22299	0
1_MACS_peak_31017_lociStitched	chr8	143896564	143897886	1	1323	639.187	37.9414	22300	0
1_MACS_peak_27890_lociStitched	chr7	2606065	2607387	1	1323	878.469	136.0338	22301	0
1_MACS_peak_27218_lociStitched	chr6	109263455	109264777	1	1323	631.6516	193.2764	22302	0
1_MACS_peak_18432_lociStitched	chr20	23617643	23618965	1	1323	1904.0766	149.7826	22303	0
1_MACS_peak_17277_lociStitched	chr2	169936304	169937626	1	1323	688.4976	307.6294	22304	0
1_MACS_peak_11706_lociStitched	chr16	67547867	67549189	1	1323	790.9526	220.113	22305	0
1_MACS_peak_8290_lociStitched	chr13	32504562	32505884	1	1323	829.4228	67.9508	22306	0
1_MACS_peak_5240_lociStitched	chr11	38460495	38461817	1	1323	793.2	200.5474	22307	0
1_MACS_peak_3560_lociStitched	chr10	23384379	23385701	1	1323	2354.482	199.622	22308	0
1_MACS_peak_2466_lociStitched	chr1	193375464	193376786	1	1323	769.6684	225.2688	22309	0
1_MACS_peak_30111_lociStitched	chr8	38152948	38154269	1	1322	549.9323	181.7696	22310	0
1_MACS_peak_23638_lociStitched	chr4	141783841	141785162	1	1322	791.8074	208.8501	22311	0
1_MACS_peak_20283_lociStitched	chr3	10206162	10207483	1	1322	1019.4157	326.5512	22312	0
1_MACS_peak_13797_lociStitched	chr18	25232061	25233382	1	1322	913.7357	126.6839	22313	0
1_MACS_peak_10340_lociStitched	chr15	65320945	65322266	1	1322	771.8603	145.4421	22314	0
1_MACS_peak_8393_lociStitched	chr13	44332451	44333772	1	1322	558.2546	148.0841	22315	0
1_MACS_peak_4175_lociStitched	chr10	81740988	81742309	1	1322	1192.5988	216.9082	22316	0
1_MACS_peak_31974_lociStitched	chr9	103888068	103889388	1	1321	789.36	199.716	22317	0
1_MACS_peak_22826_lociStitched	chr4	43609544	43610864	1	1321	623.04	127.512	22318	0
1_MACS_peak_22667_lociStitched	chr4	24474009	24475329	1	1321	667.92	210.144	22319	0
1_MACS_peak_20236_lociStitched	chr3	5272436	5273756	1	1321	713.592	222.024	22320	0
1_MACS_peak_15749_lociStitched	chr2	28226513	28227833	1	1321	674.52	153.252	22321	0
1_MACS_peak_3935_lociStitched	chr10	65332448	65333768	1	1321	699.6	255.816	22322	0
1_MACS_peak_27682_lociStitched	chr6	149887299	149888618	1	1320	968.5417	79.6676	22323	0
1_MACS_peak_23381_lociStitched	chr4	109112089	109113408	1	1320	834.1356	205.764	22324	0
1_MACS_peak_23278_lociStitched	chr4	101014398	101015717	1	1320	1177.867	121.6118	22325	0
1_MACS_peak_22725_lociStitched	chr4	32141980	32143299	1	1320	914.1989	171.6019	22326	0
1_MACS_peak_14860_lociStitched	chr19	28660191	28661510	1	1320	677.7022	142.0563	22327	0
1_MACS_peak_13730_lociStitched	chr18	20418353	20419672	1	1320	588.4059	204.0493	22328	0
1_MACS_peak_1503_lociStitched	chr1	115123623	115124942	1	1320	1152.2784	153.3997	22329	0
1_MACS_peak_303_lociStitched	chr1	22489164	22490483	1	1320	999.5382	165.4026	22330	0
1_MACS_peak_33400_lociStitched	chrX	129225359	129226677	1	1319	1288.7404	126.528	22331	0
1_MACS_peak_30905_lociStitched	chr8	131194033	131195351	1	1319	755.4776	207.3214	22332	0
1_MACS_peak_30622_lociStitched	chr8	101544787	101546105	1	1319	872.516	163.0366	22333	0
1_MACS_peak_28258_lociStitched	chr7	33516993	33518311	1	1319	768.2622	177.4028	22334	0
1_MACS_peak_27132_lociStitched	chr6	105584171	105585489	1	1319	1563.5434	104.781	22335	0
1_MACS_peak_24038_lociStitched	chr4	190025632	190026950	1	1319	803.321	225.7734	22336	0
1_MACS_peak_21709_lociStitched	chr3	147663532	147664850	1	1319	1057.2996	165.8044	22337	0
1_MACS_peak_13011_lociStitched	chr17	54108533	54109851	1	1319	574.9116	214.5704	22338	0
1_MACS_peak_9208_lociStitched	chr14	60631109	60632427	1	1319	1050.9732	119.5426	22339	0
1_MACS_peak_7452_lociStitched	chr12	71053972	71055290	1	1319	1007.0838	257.8008	22340	0
1_MACS_peak_3679_lociStitched	chr10	35152609	35153927	1	1319	977.5606	201.2586	22341	0
1_MACS_peak_3205_lociStitched	chr1	241586727	241588045	1	1319	987.5774	156.842	22342	0
1_MACS_peak_2523_lociStitched	chr1	199070824	199072142	1	1319	819.137	188.7376	22343	0
1_MACS_peak_27165_lociStitched	chr6	106972418	106973735	1	1318	894.6381	259.3173	22344	0
1_MACS_peak_22314_lociStitched	chr3	193720566	193721883	1	1318	929.9337	274.9896	22345	0
1_MACS_peak_20229_lociStitched	chr3	5057684	5059001	1	1318	528.2487	98.9067	22346	0
1_MACS_peak_19753_lociStitched	chr22	30782444	30783761	1	1318	800.6043	106.0185	22347	0
1_MACS_peak_19601_lociStitched	chr22	22602921	22604238	1	1318	1231.395	173.5806	22348	0
1_MACS_peak_16979_lociStitched	chr2	132795492	132796809	1	1318	578.163	82.7076	22349	0
1_MACS_peak_16444_lociStitched	chr2	85115482	85116799	1	1318	1129.8543	261.9513	22350	0
1_MACS_peak_11350_lociStitched	chr16	28633957	28635274	1	1318	793.4925	139.8654	22351	0
1_MACS_peak_7390_lociStitched	chr12	67107222	67108539	1	1318	575.9241	212.3004	22352	0
1_MACS_peak_4353_lociStitched	chr10	97967610	97968927	1	1318	625.7067	248.6496	22353	0
1_MACS_peak_1141_lociStitched	chr1	78510425	78511742	1	1318	832.344	202.0278	22354	0
1_MACS_peak_25723_lociStitched	chr5	173275729	173277045	1	1317	723.2736	211.6128	22355	0
1_MACS_peak_24329_lociStitched	chr5	37898624	37899940	1	1317	589.9628	211.876	22356	0
1_MACS_peak_23031_lociStitched	chr4	75310424	75311740	1	1317	1015.294	165.5528	22357	0
1_MACS_peak_20449_lociStitched	chr3	26605721	26607037	1	1317	527.8476	134.6268	22358	0
1_MACS_peak_10079_lociStitched	chr15	45940435	45941751	1	1317	1093.8592	281.0976	22359	0
1_MACS_peak_4637_lociStitched	chr10	121248608	121249924	1	1317	1017.3996	117.3872	22360	0
1_MACS_peak_4535_lociStitched	chr10	111669307	111670623	1	1317	863.6908	219.114	22361	0
1_MACS_peak_31231_lociStitched	chr9	14585470	14586785	1	1316	871.1875	106.6465	22362	0
1_MACS_peak_23286_lociStitched	chr4	101489824	101491139	1	1316	1030.96	178.577	22363	0
1_MACS_peak_23067_lociStitched	chr4	77172096	77173411	1	1316	910.243	257.0825	22364	0
1_MACS_peak_21224_lociStitched	chr3	106020758	106022073	1	1316	658.026	205.403	22365	0
1_MACS_peak_17390_lociStitched	chr2	177973168	177974483	1	1316	698.528	171.6075	22366	0
1_MACS_peak_14171_lociStitched	chr18	67314764	67316079	1	1316	986.3815	210.4	22367	0
1_MACS_peak_14104_lociStitched	chr18	59027447	59028762	1	1316	601.0865	213.9505	22368	0
1_MACS_peak_10861_lociStitched	chr15	99663551	99664866	1	1316	714.045	203.562	22369	0
1_MACS_peak_8920_lociStitched	chr14	23540068	23541383	1	1316	682.3535	137.812	22370	0
1_MACS_peak_8686_lociStitched	chr13	96720552	96721867	1	1316	691.69	223.1555	22371	0
1_MACS_peak_7108_lociStitched	chr12	50092372	50093687	1	1316	1308.951	348.475	22372	0
1_MACS_peak_28707_lociStitched	chr7	76312025	76313339	1	1315	814.023	315.8856	22373	0
1_MACS_peak_23105_lociStitched	chr4	78915407	78916721	1	1315	838.0692	255.7044	22374	0
1_MACS_peak_13068_lociStitched	chr17	56736076	56737390	1	1315	2664.5292	299.592	22375	0
1_MACS_peak_11076_lociStitched	chr16	9154276	9155590	1	1315	672.2424	154.9206	22376	0
1_MACS_peak_9475_lociStitched	chr14	88851316	88852630	1	1315	951.993	149.796	22377	0
1_MACS_peak_3530_lociStitched	chr10	21880228	21881542	1	1315	749.5056	240.9876	22378	0
1_MACS_peak_3193_lociStitched	chr1	240060950	240062264	1	1315	626.5152	233.7606	22379	0
1_MACS_peak_32823_lociStitched	chrX	40653146	40654459	1	1314	745.1275	174.2351	22380	0
1_MACS_peak_31201_lociStitched	chr9	7935487	7936800	1	1314	785.4366	136.4207	22381	0
1_MACS_peak_31145_lociStitched	chr9	3769149	3770462	1	1314	778.0838	184.7391	22382	0
1_MACS_peak_29558_lociStitched	chr7	149157477	149158790	1	1314	1511.3943	248.5509	22383	0
1_MACS_peak_26201_lociStitched	chr6	25851646	25852959	1	1314	699.0412	182.2444	22384	0
1_MACS_peak_22209_lociStitched	chr3	184933683	184934996	1	1314	828.6343	324.9675	22385	0
1_MACS_peak_17233_lociStitched	chr2	165137963	165139276	1	1314	708.4948	225.9673	22386	0
1_MACS_peak_10153_lociStitched	chr15	51428677	51429990	1	1314	645.8647	163.0746	22387	0
1_MACS_peak_8936_lociStitched	chr14	24475527	24476840	1	1314	751.6925	124.735	22388	0
1_MACS_peak_5885_lociStitched	chr11	84773289	84774602	1	1314	704.0306	198.9195	22389	0
1_MACS_peak_3400_lociStitched	chr10	10254947	10256260	1	1314	930.5231	237.9156	22390	0
1_MACS_peak_33182_lociStitched	chrX	85301669	85302981	1	1313	1061.6704	161.6384	22391	0
1_MACS_peak_30258_lociStitched	chr8	56885210	56886522	1	1313	697.4592	246	22392	0
1_MACS_peak_27249_lociStitched	chr6	111726932	111728244	1	1313	815.5392	298.8736	22393	0
1_MACS_peak_23754_lociStitched	chr4	156522726	156524038	1	1313	782.3456	165.1808	22394	0
1_MACS_peak_22496_lociStitched	chr4	6710729	6712041	1	1313	1040.1536	295.0688	22395	0
1_MACS_peak_21863_lociStitched	chr3	159501125	159502437	1	1313	832.0704	375.3632	22396	0
1_MACS_peak_19148_lociStitched	chr21	25259540	25260852	1	1313	1016.144	215.9552	22397	0
1_MACS_peak_18086_lociStitched	chr2	238813643	238814955	1	1313	932.5696	73.6032	22398	0
1_MACS_peak_25865_lociStitched	chr6	1554626	1555937	1	1312	1047.3579	262.5933	22399	0
1_MACS_peak_24319_lociStitched	chr5	37472247	37473558	1	1312	1046.5713	184.7199	22400	0
1_MACS_peak_20375_lociStitched	chr3	17273127	17274438	1	1312	724.1964	206.7447	22401	0
1_MACS_peak_18697_lociStitched	chr20	42142784	42144095	1	1312	973.2864	187.2108	22402	0
1_MACS_peak_395_lociStitched	chr1	26495940	26497251	1	1312	862.2447	222.0834	22403	0
1_MACS_peak_31773_lociStitched	chr9	91392369	91393679	1	1311	726.264	156.414	22404	0
1_MACS_peak_29384_lociStitched	chr7	132687494	132688804	1	1311	1092.147	363.918	22405	0
1_MACS_peak_21838_lociStitched	chr3	157093097	157094407	1	1311	1470.737	309.815	22406	0
1_MACS_peak_21794_lociStitched	chr3	154401751	154403061	1	1311	605.875	223.093	22407	0
1_MACS_peak_18197_lociStitched	chr20	3646194	3647504	1	1311	729.801	246.018	22408	0
1_MACS_peak_13609_lociStitched	chr18	5894876	5896186	1	1311	578.496	82.53	22409	0
1_MACS_peak_11062_lociStitched	chr16	6827278	6828588	1	1311	1082.191	168.99	22410	0
1_MACS_peak_9195_lociStitched	chr14	58666191	58667501	1	1311	885.036	142.921	22411	0
1_MACS_peak_7918_lociStitched	chr12	112279155	112280465	1	1311	1655.185	202.133	22412	0
1_MACS_peak_7826_lociStitched	chr12	106567098	106568408	1	1311	564.217	117.507	22413	0
1_MACS_peak_6491_lociStitched	chr12	4673484	4674794	1	1311	767.922	199.382	22414	0
1_MACS_peak_5198_lociStitched	chr11	34908263	34909573	1	1311	642.031	165.191	22415	0
1_MACS_peak_4867_lociStitched	chr11	4474865	4476175	1	1311	810.366	179.863	22416	0
1_MACS_peak_3307_lociStitched	chr10	2517699	2519009	1	1311	735.434	195.976	22417	0
1_MACS_peak_32100_lociStitched	chr9	115818507	115819816	1	1310	691.0211	182.4746	22418	0
1_MACS_peak_31995_lociStitched	chr9	107730178	107731487	1	1310	1112.2573	266.3815	22419	0
1_MACS_peak_26788_lociStitched	chr6	57680901	57682210	1	1310	567.9751	141.1102	22420	0
1_MACS_peak_22325_lociStitched	chr3	193879480	193880789	1	1310	922.845	381.4426	22421	0
1_MACS_peak_18382_lociStitched	chr20	19055325	19056634	1	1310	827.6807	230.7767	22422	0
1_MACS_peak_13008_lociStitched	chr17	53828042	53829351	1	1310	1329.5513	201.0624	22423	0
1_MACS_peak_12326_lociStitched	chr17	18061026	18062335	1	1310	628.7127	184.0454	22424	0
1_MACS_peak_10164_lociStitched	chr15	52134939	52136248	1	1310	764.5869	172.6571	22425	0
1_MACS_peak_2292_lociStitched	chr1	179344866	179346175	1	1310	732.9091	193.8629	22426	0
1_MACS_peak_30071_lociStitched	chr8	33668966	33670274	1	1309	635.4264	168.8628	22427	0
1_MACS_peak_25055_lociStitched	chr5	114404366	114405674	1	1309	865.6344	263.4312	22428	0
1_MACS_peak_22183_lociStitched	chr3	183723533	183724841	1	1309	849.6768	264.3468	22429	0
1_MACS_peak_21767_lociStitched	chr3	152313408	152314716	1	1309	816.9768	188.7444	22430	0
1_MACS_peak_20709_lociStitched	chr3	46538026	46539334	1	1309	1051.8936	248.7816	22431	0
1_MACS_peak_13555_lociStitched	chr18	35392	36700	1	1309	877.668	159.3144	22432	0
1_MACS_peak_11910_lociStitched	chr16	81830754	81832062	1	1309	722.1468	67.2312	22433	0
1_MACS_peak_7956_lociStitched	chr12	117256412	117257720	1	1309	1095.5808	100.4544	22434	0
1_MACS_peak_3970_lociStitched	chr10	69998923	70000231	1	1309	836.7276	201.1704	22435	0
1_MACS_peak_3761_lociStitched	chr10	46762115	46763423	1	1309	1129.8504	93.3912	22436	0
1_MACS_peak_3689_lociStitched	chr10	36433850	36435158	1	1309	713.2524	171.4788	22437	0
1_MACS_peak_3109_lociStitched	chr1	232698022	232699330	1	1309	858.9636	268.5324	22438	0
1_MACS_peak_433_lociStitched	chr1	27463121	27464429	1	1309	802.7196	189.7908	22439	0
1_MACS_peak_31247_lociStitched	chr9	17578464	17579771	1	1308	708.5247	62.736	22440	0
1_MACS_peak_29988_lociStitched	chr8	28325091	28326398	1	1308	874.2523	234.7372	22441	0
1_MACS_peak_27994_lociStitched	chr7	8633256	8634563	1	1308	571.2897	144.0314	22442	0
1_MACS_peak_27637_lociStitched	chr6	143418298	143419605	1	1308	835.0423	121.551	22443	0
1_MACS_peak_23663_lociStitched	chr4	146046709	146048016	1	1308	827.9845	199.8403	22444	0
1_MACS_peak_19135_lociStitched	chr21	20830112	20831419	1	1308	609.8462	193.6974	22445	0
1_MACS_peak_16406_lociStitched	chr2	75937093	75938400	1	1308	1205.3154	117.2379	22446	0
1_MACS_peak_11707_lociStitched	chr16	67554720	67556027	1	1308	3074.8482	404.2551	22447	0
1_MACS_peak_8034_lociStitched	chr12	122124735	122126042	1	1308	1583.8226	130.3079	22448	0
1_MACS_peak_32806_lociStitched	chrX	39900748	39902054	1	1307	842.37	104.48	22449	0
1_MACS_peak_30403_lociStitched	chr8	71904303	71905609	1	1307	727.3114	165.209	22450	0
1_MACS_peak_28036_lociStitched	chr7	13889237	13890543	1	1307	733.5802	165.862	22451	0
1_MACS_peak_26837_lociStitched	chr6	71360534	71361840	1	1307	605.7228	194.9858	22452	0
1_MACS_peak_25749_lociStitched	chr5	175341736	175343042	1	1307	1027.6914	219.0162	22453	0
1_MACS_peak_24777_lociStitched	chr5	82793938	82795244	1	1307	645.9476	196.2918	22454	0
1_MACS_peak_23603_lociStitched	chr4	139530396	139531702	1	1307	733.1884	189.6312	22455	0
1_MACS_peak_18957_lociStitched	chr20	55043066	55044372	1	1307	782.1634	301.8166	22456	0
1_MACS_peak_15044_lociStitched	chr19	41082329	41083635	1	1307	1211.968	180.3586	22457	0
1_MACS_peak_9769_lociStitched	chr15	26327126	26328432	1	1307	1784.5184	189.6312	22458	0
1_MACS_peak_9600_lociStitched	chr14	98898247	98899553	1	1307	905.8416	153.3244	22459	0
1_MACS_peak_980_lociStitched	chr1	59462387	59463693	1	1307	669.4556	127.4656	22460	0
1_MACS_peak_28705_lociStitched	chr7	76234810	76236115	1	1306	1188.4635	254.736	22461	0
1_MACS_peak_27606_lociStitched	chr6	141094559	141095864	1	1306	692.3025	292.7115	22462	0
1_MACS_peak_27406_lociStitched	chr6	129572501	129573806	1	1306	661.374	67.9905	22463	0
1_MACS_peak_26705_lociStitched	chr6	51928086	51929391	1	1306	1263.24	271.3095	22464	0
1_MACS_peak_22642_lociStitched	chr4	20360817	20362122	1	1306	852.687	238.815	22465	0
1_MACS_peak_21770_lociStitched	chr3	152760579	152761884	1	1306	1337.364	256.6935	22466	0
1_MACS_peak_20967_lociStitched	chr3	64845132	64846437	1	1306	778.1715	157.122	22467	0
1_MACS_peak_20168_lociStitched	chr22	50919728	50921033	1	1306	896.4045	144.7245	22468	0
1_MACS_peak_18000_lociStitched	chr2	232506970	232508275	1	1306	683.9505	115.2315	22469	0
1_MACS_peak_17638_lociStitched	chr2	200714964	200716269	1	1306	1133.1315	155.295	22470	0
1_MACS_peak_15670_lociStitched	chr2	25153218	25154523	1	1306	890.1405	211.41	22471	0
1_MACS_peak_13276_lociStitched	chr17	72199426	72200731	1	1306	1168.758	254.6055	22472	0
1_MACS_peak_11538_lociStitched	chr16	50058696	50060001	1	1306	1103.247	213.1065	22473	0
1_MACS_peak_9932_lociStitched	chr15	39846188	39847493	1	1306	825.282	205.2765	22474	0
1_MACS_peak_5597_lociStitched	chr11	66360138	66361443	1	1306	975.618	325.206	22475	0
1_MACS_peak_4294_lociStitched	chr10	93149168	93150473	1	1306	1150.8795	309.4155	22476	0
1_MACS_peak_32298_lociStitched	chr9	130639314	130640618	1	1305	664.5184	184.1248	22477	0
1_MACS_peak_27115_lociStitched	chr6	99841217	99842521	1	1305	1607.4408	186.7328	22478	0
1_MACS_peak_25308_lociStitched	chr5	138861359	138862663	1	1305	693.4672	145.0048	22479	0
