REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_13537_lociStitched	chr2	175457581	175464339	1	6759	23847.6304	1146.1568	550	WIPF1		WIPF1	550	1
1_MACS_peak_1312_lociStitched	chr1	147509566	147512286	1	2721	23640.88	940.848	551			GPR89C	551	1
3_MACS_peak_17608_lociStitched	chr4	38124314	38136037	3	7995	24951.2332	2263.7113	552	TBC1D1		PTTG2	552	1
3_MACS_peak_13082_lociStitched	chr2	109829394	109842966	3	8028	25094.628	2471.4612	553	SH3RF3		MIR4265	553	1
1_MACS_peak_12628_lociStitched	chr2	61762570	61766980	1	4411	23354.037	749.7	554	XPO1		XPO1	554	1
1_MACS_peak_16803_lociStitched	chr3	133290617	133297906	1	7290	24169.5951	1605.7667	555	CDV3		CDV3	555	1
1_MACS_peak_21468_lociStitched	chr7	20368523	20372665	1	4143	23345.5546	791.9504	556	ITGB8		ITGB8	556	1
1_MACS_peak_24522_lociStitched	chr9	131417737	131420012	1	2276	22980.0025	446.1275	557	WDR34	SET,PKN3	WDR34	557	1
2_MACS_peak_16763_lociStitched	chr3	129893442	129900534	2	5834	23950.3932	1454.5692	558		COL6A4P2	COL6A4P2	558	1
2_MACS_peak_11828_lociStitched	chr19	44257460	44271751	2	8074	25049.2648	2553.8017	559	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	559	1
1_MACS_peak_19504_lociStitched	chr5	148204798	148215757	1	10960	25057.7535	2619.201	560	ADRB2		ADRB2	560	1
1_MACS_peak_6973_lociStitched	chr14	69258470	69263678	1	5209	22967.8008	538.5072	561	ZFP36L1,C14orf181		ZFP36L1	561	1
1_MACS_peak_9031_lociStitched	chr16	70555558	70559591	1	4034	23197.0094	778.7723	562	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	SF3B3	562	1
5_MACS_peak_12928_lociStitched	chr2	88899144	88928377	5	15535	27487.7899	5077.7721	563	EIF2AK3		EIF2AK3	563	1
2_MACS_peak_10001_lociStitched	chr17	46124162	46135277	2	6573	24348.519	1956.24	564	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	564	1
1_MACS_peak_13522_lociStitched	chr2	174826884	174831587	1	4704	23119.948	749.6582	565	SP3		SP3	565	1
1_MACS_peak_12689_lociStitched	chr2	65214734	65220936	1	6203	23436.1176	1076.6672	566	SLC1A4		SLC1A4	566	1
2_MACS_peak_2272_lociStitched	chr1	228268815	228279473	2	10159	25064.4186	2734.8428	567	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	567	1
1_MACS_peak_13139_lociStitched	chr2	112249819	112253647	1	3829	23209.164	882.354	568	LOC541471		LOC541471	568	1
5_MACS_peak_24749_lociStitched	chrX	10065117	10090937	5	12280	24552.238	2241.176	569	WWC3	CLCN4	CLCN4	569	1
1_MACS_peak_12317_lociStitched	chr2	26463466	26469225	1	5760	23547.9751	1243.3681	570	HADHB,HADHA		HADHA	570	1
2_MACS_peak_16619_lociStitched	chr3	119356009	119362773	2	4756	23611.0948	1333.8608	571	POPDC2	PLA1A,COX17	POPDC2	571	1
1_MACS_peak_22730_lociStitched	chr8	17940172	17943478	1	3307	22990.5852	717.0714	572	ASAH1		ASAH1	572	1
1_MACS_peak_13556_lociStitched	chr2	178075624	178079007	1	3384	22970.57	697.2363	573	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	573	1
4_MACS_peak_11477_lociStitched	chr19	16545055	16561774	4	9105	24852.7935	2593.1169	574	EPS15L1	C19orf44,CALR3	EPS15L1	574	1
2_MACS_peak_4653_lociStitched	chr11	118738593	118744284	2	5485	23256.2715	1028.9328	575		CXCR5,BCL9L	CXCR5	575	1
3_MACS_peak_16191_lociStitched	chr3	49054575	49067636	3	9920	24672.229	2458.0802	576	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	576	1
1_MACS_peak_19711_lociStitched	chr5	173168757	173174359	1	5603	23407.957	1226.838	577			BOD1	577	1
1_MACS_peak_141_lociStitched	chr1	11967432	11970716	1	3285	22843.504	678.146	578		PLOD1,NPPB,KIAA2013	KIAA2013	578	1
1_MACS_peak_36_lociStitched	chr1	1622749	1625730	1	2982	22732.5098	568.7748	579	CDK11B,SLC35E2B	CDK11A	SLC35E2B	579	1
4_MACS_peak_3401_lociStitched	chr10	112611836	112632939	4	14611	25963.0209	3811.2018	580	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	580	1
5_MACS_peak_25353_lociStitched	chrX	128902327	128921351	5	12813	24424.9136	2280.9776	581	XPNPEP2,SASH3		SASH3	581	1
2_MACS_peak_9878_lociStitched	chr17	40728024	40740045	2	7033	24397.8216	2274.3732	582	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	582	1
1_MACS_peak_2481_lociStitched	chr10	3824303	3828868	1	4566	22752.4165	668.7725	583	KLF6		KLF6	583	1
5_MACS_peak_19541_lociStitched	chr5	150513116	150538125	5	14742	26434.513	4371.5732	584	ANXA6		ANXA6	584	1
2_MACS_peak_9322_lociStitched	chr17	4267941	4281187	2	9384	24212.3634	2205.459	585	UBE2G1		UBE2G1	585	1
2_MACS_peak_8238_lociStitched	chr15	101661401	101669308	2	5519	23251.3242	1248.5153	586			CHSY1	586	1
5_MACS_peak_12658_lociStitched	chr2	64430647	64456341	5	9769	25989.481	4005.6946	587	LOC150992		LOC150992	587	1
3_MACS_peak_17042_lociStitched	chr3	169755050	169776644	3	11358	26808.951	4839.2154	588	GPR160		GPR160	588	1
1_MACS_peak_11118_lociStitched	chr19	2234499	2241173	1	6675	23513.8368	1551.0376	589	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	589	1
2_MACS_peak_15322_lociStitched	chr22	27005266	27014864	2	7066	23845.2712	1931.1176	590	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	590	1
4_MACS_peak_16508_lociStitched	chr3	101487744	101513170	4	11504	25802.3048	3928.317	591	FAM55C	CEP97,NFKBIZ	FAM55C	591	1
2_MACS_peak_24499_lociStitched	chr9	130731777	130744209	2	8463	23854.5216	1994.0928	592	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	592	1
3_MACS_peak_17115_lociStitched	chr3	178230620	178241196	3	8210	24482.3824	2637.6544	593		KCNMB2	KCNMB2	593	1
2_MACS_peak_14824_lociStitched	chr20	62358167	62371002	2	9517	24037.388	2273.0785	594	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	594	1
1_MACS_peak_18582_lociStitched	chr5	10248843	10251956	1	3114	22321.4552	571.2355	595	CCT5,FAM173B		CCT5	595	1
4_MACS_peak_6605_lociStitched	chr13	114582048	114594672	4	7466	24071.4432	2330.3904	596	FLJ44054	GAS6	FLJ44054	596	1
1_MACS_peak_18012_lociStitched	chr4	105407587	105417287	1	9701	23093.76	1368.67	597	CXXC4		CXXC4	597	1
1_MACS_peak_22460_lociStitched	chr7	139024214	139027519	1	3306	23022.9605	1307.7885	598	C7orf55	LUC7L2	C7orf55	598	1
2_MACS_peak_17108_lociStitched	chr3	177068732	177079815	2	7933	24794.8876	3089.9404	599			TBL1XR1	599	1
2_MACS_peak_11046_lociStitched	chr19	505964	512270	2	4773	23183.3784	1487.5854	600	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	600	1
3_MACS_peak_19210_lociStitched	chr5	118657929	118678692	3	13357	25521.8796	3845.3076	601	TNFAIP8	TNFAIP8	TNFAIP8	601	1
1_MACS_peak_752_lociStitched	chr1	53101164	53104563	1	3400	22372.5579	755.9376	602	FAM159A	GPX7	FAM159A	602	1
1_MACS_peak_24363_lociStitched	chr9	117145758	117151526	1	5769	23048.3512	1443.7304	603	AKNA		AKNA	603	1
3_MACS_peak_7293_lociStitched	chr14	106145151	106169317	3	19866	91707.5534	2890.2536	37		MYC	MYC	37	1
1_MACS_peak_7298_lociStitched	chr14	106323777	106329598	1	5822	45301.3504	596.0704	148		MYC	MYC	148	1
