REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_14267_lociStitched	chr20	16061577	16062542	1	966	443.32099999999997	159.3215
1_MACS_peak_16300_lociStitched	chr3	55521640	55522605	1	966	402.405	60.3125
1_MACS_peak_24720_lociStitched	chrX	4672809	4673774	1	966	460.01550000000003	106.8255
1_MACS_peak_11588_lociStitched	chr19	22018424	22019388	1	965	759.15	88.01320000000001
1_MACS_peak_14177_lociStitched	chr20	4128867	4129831	1	965	551.9864	85.79599999999999
1_MACS_peak_16530_lociStitched	chr3	107352173	107353137	1	965	422.3284	135.8276
1_MACS_peak_18386_lociStitched	chr4	176192031	176192995	1	965	465.8048	155.0112
1_MACS_peak_18616_lociStitched	chr5	15366766	15367730	1	965	726.5668000000001	282.3556
1_MACS_peak_3887_lociStitched	chr11	40262869	40263832	1	964	571.1553	134.0496
1_MACS_peak_4760_lociStitched	chr11	127924187	127925150	1	964	365.8437	124.4196
1_MACS_peak_6784_lociStitched	chr14	39850141	39851104	1	964	385.3926	41.890499999999996
1_MACS_peak_18316_lociStitched	chr4	158233409	158234372	1	964	504.41940000000005	154.5615
1_MACS_peak_5635_lociStitched	chr12	82944314	82945276	1	963	513.3231999999999	114.478
1_MACS_peak_5825_lociStitched	chr12	106704710	106705672	1	963	478.0178	114.5742
1_MACS_peak_9868_lociStitched	chr17	40530880	40531842	1	963	477.8254	109.0908
1_MACS_peak_17665_lociStitched	chr4	43588092	43589054	1	963	441.7504	101.7796
1_MACS_peak_19990_lociStitched	chr6	14074970	14075932	1	963	579.9898	230.6876
1_MACS_peak_20121_lociStitched	chr6	26607494	26608456	1	963	483.886	150.45680000000002
1_MACS_peak_21878_lociStitched	chr7	73498185	73499147	1	963	661.2788	52.8138
1_MACS_peak_22796_lociStitched	chr8	23539572	23540534	1	963	597.4982	98.22019999999999
1_MACS_peak_23933_lociStitched	chr9	42368012	42368974	1	963	410.00440000000003	91.48620000000001
1_MACS_peak_25351_lociStitched	chrX	128737793	128738755	1	963	494.6604	132.0826
1_MACS_peak_3050_lociStitched	chr10	76947428	76948389	1	962	561.7045	147.994
1_MACS_peak_6313_lociStitched	chr13	43661878	43662839	1	962	505.9665	98.5025
1_MACS_peak_14208_lociStitched	chr20	5614271	5615232	1	962	677.2167	132.4258
1_MACS_peak_15231_lociStitched	chr22	22044325	22045286	1	962	705.6623	173.941
1_MACS_peak_15931_lociStitched	chr3	24461369	24462330	1	962	405.542	139.53719999999998
1_MACS_peak_48_lociStitched	chr1	2158441	2159401	1	961	906.048	53.76
1_MACS_peak_4877_lociStitched	chr12	4673678	4674638	1	961	559.776	121.34400000000001
1_MACS_peak_15959_lociStitched	chr3	29288291	29289251	1	961	554.4	73.344
1_MACS_peak_19654_lociStitched	chr5	163546559	163547519	1	961	449.08799999999997	105.31200000000001
1_MACS_peak_21259_lociStitched	chr6	161347533	161348493	1	961	477.69599999999997	119.232
1_MACS_peak_23944_lociStitched	chr9	45728834	45729794	1	961	816.672	216.192
1_MACS_peak_3885_lociStitched	chr11	36626655	36627614	1	960	481.7057	211.7472
1_MACS_peak_13617_lociStitched	chr2	188312714	188313673	1	960	643.9685	188.7312
1_MACS_peak_16527_lociStitched	chr3	106982019	106982978	1	960	482.56879999999995	156.4129
1_MACS_peak_20208_lociStitched	chr6	31147977	31148936	1	960	727.5933	143.0828
1_MACS_peak_24050_lociStitched	chr9	79239100	79240059	1	960	646.6537	280.7952
1_MACS_peak_25273_lociStitched	chrX	108514294	108515253	1	960	426.9468	117.47749999999999
1_MACS_peak_2603_lociStitched	chr10	15065377	15066335	1	959	404.1802	94.9378
1_MACS_peak_2609_lociStitched	chr10	15412104	15413062	1	959	454.092	42.3436
1_MACS_peak_3895_lociStitched	chr11	43544784	43545742	1	959	650.5778	62.6532
1_MACS_peak_6377_lociStitched	chr13	51989878	51990836	1	959	425.63939999999997	110.45739999999999
1_MACS_peak_7107_lociStitched	chr14	87699490	87700448	1	959	466.3544	94.6504
1_MACS_peak_10604_lociStitched	chr18	5456367	5457325	1	959	404.5634	61.312000000000005
1_MACS_peak_20022_lociStitched	chr6	17987912	17988870	1	959	648.087	92.8302
1_MACS_peak_1000_lociStitched	chr1	91316301	91317258	1	958	563.5773	145.55970000000002
1_MACS_peak_14528_lociStitched	chr20	37614040	37614997	1	958	527.4027	154.4598
1_MACS_peak_14831_lociStitched	chr20	62600074	62601031	1	958	567.3096	138.2865
1_MACS_peak_18170_lociStitched	chr4	130828774	130829731	1	958	411.7971	84.3117
1_MACS_peak_18597_lociStitched	chr5	12659310	12660267	1	958	414.57239999999996	96.65700000000001
1_MACS_peak_2872_lociStitched	chr10	56778794	56779750	1	957	463.5644	98.5636
1_MACS_peak_4562_lociStitched	chr11	110247292	110248248	1	957	518.3432	165.1968
1_MACS_peak_6226_lociStitched	chr13	31329731	31330687	1	957	514.9971999999999	98.946
1_MACS_peak_10283_lociStitched	chr17	66790801	66791757	1	957	411.9404	141.7748
1_MACS_peak_17496_lociStitched	chr4	12119919	12120875	1	957	452.3792	124.9492
1_MACS_peak_6869_lociStitched	chr14	55595798	55596753	1	956	548.552	105.1455
1_MACS_peak_7428_lociStitched	chr15	33015159	33016114	1	956	633.0695000000001	166.83849999999998
1_MACS_peak_8221_lociStitched	chr15	99557753	99558708	1	956	640.3275	75.54050000000001
1_MACS_peak_11245_lociStitched	chr19	7426511	7427466	1	956	811.2725	104.9545
1_MACS_peak_14230_lociStitched	chr20	8389162	8390117	1	956	469.478	123.19500000000001
1_MACS_peak_17698_lociStitched	chr4	53289650	53290605	1	956	431.851	101.039
1_MACS_peak_18081_lociStitched	chr4	113626626	113627581	1	956	415.3295	81.84349999999999
1_MACS_peak_19851_lociStitched	chr6	3053561	3054516	1	956	599.4535000000001	177.63
1_MACS_peak_22936_lociStitched	chr8	38198054	38199009	1	956	449.80499999999995	94.545
1_MACS_peak_6789_lociStitched	chr14	42897846	42898800	1	955	474.5196	47.4138
1_MACS_peak_21292_lociStitched	chr6	169968270	169969224	1	955	470.2266	61.3422
1_MACS_peak_23840_lociStitched	chr9	33510504	33511458	1	955	1019.5398	132.60600000000002
1_MACS_peak_25175_lociStitched	chrX	77198087	77199041	1	955	446.5674	64.872
1_MACS_peak_4729_lociStitched	chr11	124993639	124994592	1	954	499.5626	168.77630000000002
1_MACS_peak_6167_lociStitched	chr13	22260883	22261836	1	954	519.385	123.6041
1_MACS_peak_6821_lociStitched	chr14	50574241	50575194	1	954	497.8472	101.018
1_MACS_peak_14924_lociStitched	chr21	32475473	32476426	1	954	427.0393	120.078
1_MACS_peak_16323_lociStitched	chr3	57993828	57994781	1	954	772.4065	117.3143
1_MACS_peak_22031_lociStitched	chr7	94536498	94537451	1	954	379.3893	90.535
1_MACS_peak_24811_lociStitched	chrX	16989700	16990653	1	954	384.15430000000003	82.1486
1_MACS_peak_25246_lociStitched	chrX	102469747	102470700	1	954	436.3787	41.3602
1_MACS_peak_545_lociStitched	chr1	38512546	38513498	1	953	447.34479999999996	103.768
1_MACS_peak_729_lociStitched	chr1	51762299	51763251	1	953	637.4592	95.7712
1_MACS_peak_3591_lociStitched	chr11	1593496	1594448	1	953	503.5128	52.2648
1_MACS_peak_7234_lociStitched	chr14	102240602	102241554	1	953	506.3688	83.5856
1_MACS_peak_8668_lociStitched	chr16	29388167	29389119	1	953	301.784	90.7256
1_MACS_peak_9504_lociStitched	chr17	18061284	18062236	1	953	607.0904	140.99120000000002
1_MACS_peak_11036_lociStitched	chr18	77159305	77160257	1	953	531.9775999999999	61.404
1_MACS_peak_20772_lociStitched	chr6	99932521	99933473	1	953	348.3368	83.776
1_MACS_peak_20971_lociStitched	chr6	128255231	128256183	1	953	540.8312000000001	102.34
1_MACS_peak_9717_lociStitched	chr17	33867844	33868795	1	952	493.09349999999995	146.54909999999998
1_MACS_peak_16885_lociStitched	chr3	147663635	147664586	1	952	565.1793	111.74249999999999
1_MACS_peak_20557_lociStitched	chr6	63978137	63979088	1	952	419.391	168.4221
1_MACS_peak_23925_lociStitched	chr9	39287649	39288600	1	952	455.14860000000004	98.80890000000001
1_MACS_peak_24866_lociStitched	chrX	30579185	30580136	1	952	431.2785	19.590600000000002
1_MACS_peak_3514_lociStitched	chr10	129536673	129537623	1	951	583.68	118.94000000000001
1_MACS_peak_4618_lociStitched	chr11	115866835	115867785	1	951	663.385	209.95
1_MACS_peak_6028_lociStitched	chr12	122505733	122506683	1	951	515.28	65.36
1_MACS_peak_6704_lociStitched	chr14	24550256	24551206	1	951	443.555	93.385
1_MACS_peak_10937_lociStitched	chr18	59996891	59997841	1	951	588.145	240.445
1_MACS_peak_15251_lociStitched	chr22	23040033	23040983	1	951	1076.54	82.27
1_MACS_peak_16392_lociStitched	chr3	71438856	71439806	1	951	431.77500000000003	111.34
1_MACS_peak_18143_lociStitched	chr4	124981354	124982304	1	951	396.72	140.505
1_MACS_peak_18642_lociStitched	chr5	25688134	25689084	1	951	421.13500000000005	103.835
1_MACS_peak_20581_lociStitched	chr6	71946354	71947304	1	951	424.84	108.205
1_MACS_peak_23240_lociStitched	chr8	92929154	92930104	1	951	580.4499999999999	83.41
1_MACS_peak_24139_lociStitched	chr9	94302426	94303376	1	951	465.69	165.015
1_MACS_peak_25295_lociStitched	chrX	117570851	117571801	1	951	382.65999999999997	97.185
1_MACS_peak_3352_lociStitched	chr10	105452091	105453040	1	950	715.1664000000001	109.7993
1_MACS_peak_4344_lociStitched	chr11	75293836	75294785	1	950	598.3444999999999	160.09629999999999
1_MACS_peak_4497_lociStitched	chr11	99033198	99034147	1	950	583.7298999999999	90.7244
1_MACS_peak_9163_lociStitched	chr16	85721726	85722675	1	950	910.5655	43.653999999999996
1_MACS_peak_17546_lociStitched	chr4	20420037	20420986	1	950	353.5025	109.70439999999999
1_MACS_peak_20264_lociStitched	chr6	32995324	32996273	1	950	827.0535000000001	145.29190000000003
1_MACS_peak_21021_lociStitched	chr6	133697936	133698885	1	950	589.4239	169.1118
1_MACS_peak_23151_lociStitched	chr8	72668223	72669172	1	950	501.3567	154.4972
1_MACS_peak_11895_lociStitched	chr19	46519211	46520159	1	949	507.5592	138.1236
1_MACS_peak_12783_lociStitched	chr2	73091466	73092414	1	949	437.59680000000003	85.794
1_MACS_peak_14379_lociStitched	chr20	30467508	30468456	1	949	614.778	120.77520000000001
1_MACS_peak_16591_lociStitched	chr3	113871186	113872134	1	949	569.274	119.2584
1_MACS_peak_10360_lociStitched	chr17	73823427	73824374	1	948	437.9875	136.9362
1_MACS_peak_10482_lociStitched	chr17	78548872	78549819	1	948	390.6375	107.5792
1_MACS_peak_24902_lociStitched	chrX	39750811	39751758	1	948	471.32189999999997	54.5472
1_MACS_peak_1061_lociStitched	chr1	102188962	102189908	1	947	405.1718	66.1254
1_MACS_peak_5054_lociStitched	chr12	16380772	16381718	1	947	458.4316	127.8992
1_MACS_peak_6286_lociStitched	chr13	41568791	41569737	1	947	380.0082	98.857
1_MACS_peak_24950_lociStitched	chrX	46762971	46763917	1	947	527.2058000000001	146.4408
1_MACS_peak_10373_lociStitched	chr17	74117285	74118230	1	946	562.842	140.805
1_MACS_peak_18825_lociStitched	chr5	58055233	58056178	1	946	640.2375	109.7145
1_MACS_peak_4692_lociStitched	chr11	120585484	120586428	1	945	423.5728	151.32319999999999
1_MACS_peak_5494_lociStitched	chr12	62968359	62969303	1	945	387.512	82.3168
1_MACS_peak_6775_lociStitched	chr14	36401614	36402558	1	945	389.0224	128.9504
1_MACS_peak_12269_lociStitched	chr2	20937054	20937998	1	945	627.9488	90.152
1_MACS_peak_24562_lociStitched	chr9	132724894	132725838	1	945	410.54560000000004	96.8544
1_MACS_peak_25526_lociStitched	chrX	154458981	154459925	1	945	393.27040000000005	81.84479999999999
1_MACS_peak_535_lociStitched	chr1	38218242	38219185	1	944	436.7976	74.9685
1_MACS_peak_2490_lociStitched	chr10	4361954	4362897	1	944	516.9526000000001	95.80879999999999
1_MACS_peak_7072_lociStitched	chr14	77587247	77588190	1	944	412.6568	74.4027
1_MACS_peak_11862_lociStitched	chr19	45754573	45755516	1	944	429.2536	39.2288
1_MACS_peak_16482_lociStitched	chr3	99400301	99401244	1	944	367.1099	87.51039999999999
1_MACS_peak_17503_lociStitched	chr4	13076368	13077311	1	944	645.3892	149.7484
1_MACS_peak_24467_lociStitched	chr9	129676624	129677567	1	944	1263.3371	154.0862
1_MACS_peak_3031_lociStitched	chr10	75679593	75680535	1	943	479.2896	86.4756
1_MACS_peak_10128_lociStitched	chr17	55952323	55953265	1	943	431.43600000000004	98.91
1_MACS_peak_10578_lociStitched	chr18	2293024	2293966	1	943	377.3652	88.83059999999999
1_MACS_peak_12006_lociStitched	chr19	52531362	52532304	1	943	539.0124000000001	161.55300000000003
1_MACS_peak_12409_lociStitched	chr2	36824448	36825390	1	943	876.1542000000001	121.23540000000001
1_MACS_peak_13521_lociStitched	chr2	174313388	174314330	1	943	490.1226	113.7936
1_MACS_peak_14129_lociStitched	chr20	991339	992281	1	943	456.6816	102.9606
1_MACS_peak_16541_lociStitched	chr3	108483418	108484360	1	943	445.4718	94.8594
1_MACS_peak_17359_lociStitched	chr4	323390	324332	1	943	546.36	136.4958
1_MACS_peak_17397_lociStitched	chr4	2794561	2795503	1	943	378.49559999999997	55.3896
1_MACS_peak_18982_lociStitched	chr5	78711998	78712940	1	943	420.9798	131.1264
1_MACS_peak_20739_lociStitched	chr6	92427362	92428304	1	943	599.4888	86.3814
1_MACS_peak_21914_lociStitched	chr7	75199426	75200368	1	943	434.733	92.5986
1_MACS_peak_7301_lociStitched	chr14	106995337	106996278	1	942	469.2767	108.3091
1_MACS_peak_8211_lociStitched	chr15	96899945	96900886	1	942	347.9818	81.7729
1_MACS_peak_14079_lociStitched	chr2	240122865	240123806	1	942	389.00939999999997	120.1657
1_MACS_peak_19456_lociStitched	chr5	142480278	142481219	1	942	578.6209	131.1754
1_MACS_peak_4261_lociStitched	chr11	68518440	68519380	1	941	749.9319999999999	69.56
1_MACS_peak_7032_lociStitched	chr14	74769180	74770120	1	941	853.802	74.166
1_MACS_peak_19248_lociStitched	chr5	125313384	125314324	1	941	529.596	69.654
1_MACS_peak_2160_lociStitched	chr1	218916736	218917675	1	940	427.7145	151.2729
1_MACS_peak_2731_lociStitched	chr10	32097089	32098028	1	940	470.5329	132.9624
1_MACS_peak_6225_lociStitched	chr13	31277610	31278549	1	940	544.7139	65.9178
1_MACS_peak_13453_lociStitched	chr2	165477064	165478003	1	940	675.6105	154.2777
1_MACS_peak_14676_lociStitched	chr20	48782374	48783313	1	940	403.9578	91.6464
1_MACS_peak_20588_lociStitched	chr6	72892321	72893260	1	940	693.0758999999999	133.71359999999999
1_MACS_peak_23966_lociStitched	chr9	68377052	68377991	1	940	823.5969	176.532
1_MACS_peak_5931_lociStitched	chr12	116486191	116487129	1	939	358.69120000000004	72.60119999999999
1_MACS_peak_13140_lociStitched	chr2	112264259	112265197	1	939	915.957	169.5904
1_MACS_peak_14645_lociStitched	chr20	46667001	46667939	1	939	500.6106	106.0878
1_MACS_peak_22999_lociStitched	chr8	50551426	50552364	1	939	428.2908	137.9798
1_MACS_peak_25344_lociStitched	chrX	123011356	123012294	1	939	521.1528	62.2832
1_MACS_peak_3822_lociStitched	chr11	27721102	27722039	1	938	351.09389999999996	101.0086
1_MACS_peak_5502_lociStitched	chr12	64292487	64293424	1	938	503.2627	150.95069999999998
1_MACS_peak_5817_lociStitched	chr12	105869984	105870921	1	938	474.59049999999996	130.9926
1_MACS_peak_6204_lociStitched	chr13	28674132	28675069	1	938	371.89529999999996	36.730399999999996
1_MACS_peak_6396_lociStitched	chr13	53354213	53355150	1	938	484.14790000000005	126.02650000000001
1_MACS_peak_10894_lociStitched	chr18	52903112	52904049	1	938	624.042	136.61460000000002
1_MACS_peak_11658_lociStitched	chr19	35417525	35418462	1	938	475.1527	127.2446
1_MACS_peak_11708_lociStitched	chr19	38548786	38549723	1	938	420.2445	151.0444
1_MACS_peak_20183_lociStitched	chr6	30053622	30054559	1	938	551.7056	151.5129
1_MACS_peak_25358_lociStitched	chrX	128957287	128958224	1	938	467.0945	91.82600000000001
1_MACS_peak_5684_lociStitched	chr12	92898765	92899701	1	937	472.3056	115.128
1_MACS_peak_16929_lociStitched	chr3	152760718	152761654	1	937	595.6704	194.1264
1_MACS_peak_8225_lociStitched	chr15	99779590	99780525	1	936	591.481	151.7505
1_MACS_peak_16531_lociStitched	chr3	107416225	107417160	1	936	545.9465	147.4495
1_MACS_peak_17206_lociStitched	chr3	184892927	184893862	1	936	695.2660000000001	264.60499999999996
1_MACS_peak_18179_lociStitched	chr4	134662390	134663325	1	936	394.944	79.3815
1_MACS_peak_21620_lociStitched	chr7	36983084	36984019	1	936	419.815	146.1405
1_MACS_peak_23937_lociStitched	chr9	43684771	43685706	1	936	386.716	99.9515
1_MACS_peak_24707_lociStitched	chrX	1780364	1781299	1	936	396.7205	59.278999999999996
1_MACS_peak_1047_lociStitched	chr1	100223341	100224275	1	935	523.2268	99.3776
1_MACS_peak_21211_lociStitched	chr6	157550280	157551214	1	935	379.4842	59.215599999999995
1_MACS_peak_25226_lociStitched	chrX	100193939	100194873	1	935	431.1344	59.962799999999994
1_MACS_peak_1311_lociStitched	chr1	147470060	147470993	1	934	376.0923	85.6494
1_MACS_peak_8176_lociStitched	chr15	91678536	91679469	1	934	438.0435	107.01509999999999
1_MACS_peak_18398_lociStitched	chr4	178644200	178645133	1	934	556.7211	104.0295
1_MACS_peak_23319_lociStitched	chr8	103135826	103136759	1	934	410.42670000000004	6.1578
1_MACS_peak_24861_lociStitched	chrX	24720154	24721087	1	934	468.08610000000004	89.7546
1_MACS_peak_25437_lociStitched	chrX	138820785	138821718	1	934	489.54510000000005	116.06519999999999
1_MACS_peak_405_lociStitched	chr1	28958317	28959249	1	933	440.46320000000003	75.958
1_MACS_peak_1819_lociStitched	chr1	184006142	184007074	1	933	426.76279999999997	120.7872
1_MACS_peak_3295_lociStitched	chr10	103329577	103330509	1	933	467.49120000000005	141.3844
1_MACS_peak_7586_lociStitched	chr15	44617361	44618293	1	933	469.26199999999994	103.3588
1_MACS_peak_14179_lociStitched	chr20	4152446	4153378	1	933	961.9172	94.7844
1_MACS_peak_15377_lociStitched	chr22	31502982	31503914	1	933	819.0416	170.55599999999998
1_MACS_peak_16722_lociStitched	chr3	127572198	127573130	1	933	575.044	182.1128
1_MACS_peak_17104_lociStitched	chr3	176994890	176995822	1	933	478.0228	159.9312
1_MACS_peak_21264_lociStitched	chr6	162157409	162158341	1	933	514.5572000000001	96.36880000000001
1_MACS_peak_22018_lociStitched	chr7	92408311	92409243	1	933	430.6772	165.5232
1_MACS_peak_24044_lociStitched	chr9	78032901	78033833	1	933	604.1224	188.17079999999999
1_MACS_peak_24876_lociStitched	chrX	34137143	34138075	1	933	333.19	34.7636
1_MACS_peak_8468_lociStitched	chr16	11862680	11863611	1	932	457.3072	120.2852
1_MACS_peak_16066_lociStitched	chr3	42922031	42922962	1	932	580.013	111.2545
1_MACS_peak_16888_lociStitched	chr3	148230745	148231676	1	932	415.4122	91.3311
1_MACS_peak_18978_lociStitched	chr5	78123155	78124086	1	932	408.5228	114.4199
1_MACS_peak_24548_lociStitched	chr9	132222561	132223492	1	932	562.6033	134.52949999999998
1_MACS_peak_7341_lociStitched	chr15	23353154	23354084	1	931	328.848	99.138
1_MACS_peak_11411_lociStitched	chr19	13842224	13843154	1	931	583.482	161.448
1_MACS_peak_14264_lociStitched	chr20	14384642	14385572	1	931	437.658	102.95100000000001
1_MACS_peak_17589_lociStitched	chr4	30818971	30819901	1	931	523.497	96.162
1_MACS_peak_25111_lociStitched	chrX	68723910	68724840	1	931	409.107	24.18
1_MACS_peak_20052_lociStitched	chr6	24439919	24440848	1	930	386.0924	118.07589999999999
1_MACS_peak_24067_lociStitched	chr9	85769049	85769978	1	930	464.77869999999996	162.2963
1_MACS_peak_6110_lociStitched	chr12	131322916	131323844	1	929	518.6591999999999	46.0288
1_MACS_peak_20265_lociStitched	chr6	33029684	33030612	1	929	490.5408	121.7536
1_MACS_peak_23374_lociStitched	chr8	109799075	109800003	1	929	448.7808	75.0752
1_MACS_peak_6945_lociStitched	chr14	65536975	65537902	1	928	349.2009	68.50529999999999
1_MACS_peak_8967_lociStitched	chr16	68018369	68019296	1	928	572.3298	125.4231
1_MACS_peak_9140_lociStitched	chr16	83986704	83987631	1	928	499.0041	84.4497
1_MACS_peak_14884_lociStitched	chr21	22658432	22659359	1	928	377.9379	80.9271
1_MACS_peak_19879_lociStitched	chr6	5338117	5339044	1	928	385.26120000000003	98.63279999999999
1_MACS_peak_21957_lociStitched	chr7	78335794	78336721	1	928	507.62519999999995	76.8483
1_MACS_peak_23043_lociStitched	chr8	58375294	58376221	1	928	392.121	126.90629999999999
1_MACS_peak_25496_lociStitched	chrX	153513029	153513956	1	928	348.3666	109.20060000000001
1_MACS_peak_4741_lociStitched	chr11	125953716	125954642	1	927	373.4558	88.71079999999999
1_MACS_peak_4908_lociStitched	chr12	6875787	6876713	1	927	505.9664	121.30600000000001
1_MACS_peak_11657_lociStitched	chr19	35350775	35351701	1	927	368.2702	92.5074
1_MACS_peak_22904_lociStitched	chr8	34764187	34765113	1	927	360.214	55.467400000000005
1_MACS_peak_23150_lociStitched	chr8	72459383	72460309	1	927	555.4148	148.99339999999998
1_MACS_peak_6635_lociStitched	chr14	20773496	20774421	1	926	400.0625	113.96000000000001
1_MACS_peak_10773_lociStitched	chr18	33172165	33173090	1	926	529.5625	168.6275
1_MACS_peak_17708_lociStitched	chr4	54897586	54898511	1	926	529.0999999999999	92.5
1_MACS_peak_19482_lociStitched	chr5	145068424	145069349	1	926	355.2	107.9475
1_MACS_peak_20019_lociStitched	chr6	17628676	17629601	1	926	435.86	117.47500000000001
1_MACS_peak_24513_lociStitched	chr9	131123971	131124896	1	926	484.7925	183.79749999999999
1_MACS_peak_25283_lociStitched	chrX	109481434	109482359	1	926	370.6475	62.529999999999994
1_MACS_peak_17982_lociStitched	chr4	100904491	100905415	1	925	442.6884	121.41359999999999
1_MACS_peak_18515_lociStitched	chr5	543823	544747	1	925	510.4176	196.35
1_MACS_peak_22217_lociStitched	chr7	106685193	106686117	1	925	717.2088	160.6836
1_MACS_peak_2122_lociStitched	chr1	212838353	212839276	1	924	746.9839000000001	301.9133
1_MACS_peak_12881_lociStitched	chr2	86151352	86152275	1	924	455.7774	164.4786
1_MACS_peak_14012_lociStitched	chr2	233702815	233703738	1	924	616.0101999999999	97.2842
1_MACS_peak_5650_lociStitched	chr12	89409188	89410110	1	923	450.858	71.7316
1_MACS_peak_14861_lociStitched	chr21	17434172	17435094	1	923	437.7656	138.57659999999998
1_MACS_peak_23001_lociStitched	chr8	51543110	51544032	1	923	436.3826	81.87360000000001
1_MACS_peak_14219_lociStitched	chr20	7117839	7118760	1	922	509.0367	139.2552
1_MACS_peak_1175_lociStitched	chr1	116799297	116800217	1	921	333.03999999999996	79.58
1_MACS_peak_2896_lociStitched	chr10	62670093	62671013	1	921	521.7320000000001	148.028
1_MACS_peak_4380_lociStitched	chr11	78061019	78061939	1	921	472.88	157.872
1_MACS_peak_21832_lociStitched	chr7	68153288	68154208	1	921	527.896	167.99200000000002
1_MACS_peak_2472_lociStitched	chr10	1980726	1981645	1	920	386.62330000000003	96.6788
1_MACS_peak_7357_lociStitched	chr15	24679773	24680692	1	920	393.9753	63.5948
1_MACS_peak_10008_lociStitched	chr17	46494335	46495254	1	920	460.78659999999996	139.2285
1_MACS_peak_11626_lociStitched	chr19	32220734	32221653	1	920	491.9407	146.76430000000002
1_MACS_peak_22570_lociStitched	chr7	151145310	151146229	1	920	463.54359999999997	140.51510000000002
1_MACS_peak_1159_lociStitched	chr1	114618351	114619269	1	919	392.9958	85.4658
1_MACS_peak_6526_lociStitched	chr13	101149402	101150320	1	919	453.5838	76.2858
1_MACS_peak_6737_lociStitched	chr14	31117662	31118580	1	919	348.2892	44.8902
1_MACS_peak_13298_lociStitched	chr2	134288746	134289664	1	919	519.129	123.74640000000001
1_MACS_peak_20744_lociStitched	chr6	95583338	95584256	1	919	507.195	124.84800000000001
1_MACS_peak_23005_lociStitched	chr8	52335052	52335970	1	919	484.704	114.5664
1_MACS_peak_9472_lociStitched	chr17	16593290	16594207	1	918	430.8983	108.75619999999999
1_MACS_peak_11410_lociStitched	chr19	13385763	13386680	1	918	460.5174	119.39340000000001
1_MACS_peak_13374_lociStitched	chr2	151561813	151562730	1	918	558.2696	145.3445
1_MACS_peak_19200_lociStitched	chr5	115312529	115313446	1	918	403.9385	74.7355
1_MACS_peak_21357_lociStitched	chr7	5526008	5526925	1	918	482.5254	116.0005
1_MACS_peak_23783_lociStitched	chr9	20426090	20427007	1	918	435.7584	43.924299999999995
1_MACS_peak_6242_lociStitched	chr13	33385320	33386236	1	917	383.804	79.234
1_MACS_peak_6397_lociStitched	chr13	53381708	53382624	1	917	330.0348	75.57000000000001
1_MACS_peak_6691_lociStitched	chr14	23526859	23527775	1	917	504.34959999999995	54.8684
1_MACS_peak_17655_lociStitched	chr4	41362347	41363263	1	917	489.69359999999995	62.379599999999996
1_MACS_peak_24066_lociStitched	chr9	84304238	84305154	1	917	913.5268	175.0476
1_MACS_peak_25197_lociStitched	chrX	81380236	81381152	1	917	523.6772	70.8984
1_MACS_peak_4107_lociStitched	chr11	64490582	64491497	1	916	420.4425	126.5445
1_MACS_peak_4359_lociStitched	chr11	76758207	76759122	1	916	416.142	108.702
1_MACS_peak_10178_lociStitched	chr17	58964334	58965249	1	916	393.267	79.60499999999999
1_MACS_peak_13604_lociStitched	chr2	185629860	185630775	1	916	395.18850000000003	123.342
1_MACS_peak_14921_lociStitched	chr21	30848400	30849315	1	916	1126.4565	192.4245
1_MACS_peak_17762_lociStitched	chr4	69114901	69115816	1	916	480.2835	106.506
1_MACS_peak_20643_lociStitched	chr6	81163662	81164577	1	916	457.866	119.5905
1_MACS_peak_23422_lociStitched	chr8	123745655	123746570	1	916	591.5475	141.45899999999997
1_MACS_peak_24493_lociStitched	chr9	130661049	130661964	1	916	528.5955	75.4875
1_MACS_peak_24920_lociStitched	chrX	41173326	41174241	1	916	420.8085	96.99
1_MACS_peak_2899_lociStitched	chr10	63627089	63628003	1	915	362.3096	66.0822
1_MACS_peak_6030_lociStitched	chr12	122680886	122681800	1	915	548.9484	83.72240000000001
1_MACS_peak_6312_lociStitched	chr13	43648826	43649740	1	915	471.07559999999995	66.53920000000001
1_MACS_peak_10564_lociStitched	chr17	81130051	81130965	1	915	466.2314	112.33059999999999
1_MACS_peak_20205_lociStitched	chr6	30958253	30959167	1	915	643.6388000000001	169.547
1_MACS_peak_9124_lociStitched	chr16	81830753	81831666	1	914	413.6803	83.083
1_MACS_peak_15971_lociStitched	chr3	31894733	31895646	1	914	747.1992	136.95
1_MACS_peak_23779_lociStitched	chr9	19451168	19452081	1	914	447.37	98.6953
1_MACS_peak_281_lociStitched	chr1	24357458	24358370	1	913	400.4592	78.1584
1_MACS_peak_9671_lociStitched	chr17	30650698	30651610	1	913	514.3679999999999	182.3088
1_MACS_peak_13373_lociStitched	chr2	151480397	151481309	1	913	398.9088	120.4752
1_MACS_peak_13990_lociStitched	chr2	232378558	232379470	1	913	406.47839999999997	112.7232
1_MACS_peak_16304_lociStitched	chr3	55709058	55709970	1	913	364.16159999999996	93.47999999999999
1_MACS_peak_16437_lociStitched	chr3	86217238	86218150	1	913	365.9856	121.47840000000001
